Orthogroup	NEMVE	DANRE
OG0001167	NEMVE01035	DANRE11150, DANRE38292, DANRE38291, DANRE05260, DANRE05261
OG0001168	NEMVE14002	DANRE14763, DANRE14762, DANRE01595, DANRE14764, DANRE01592, DANRE09690, DANRE09691, DANRE01594, DANRE01593, DANRE25534, DANRE25535
OG0001169	NEMVE06650, NEMVE22732, NEMVE02251	DANRE28707
OG0001169	NEMVE22495	DANRE08936, DANRE08937
OG0001170	NEMVE01927	DANRE07719, DANRE07718, DANRE33792, DANRE33791, DANRE23256, DANRE23257
OG0001171	NEMVE08775	DANRE23282, DANRE23283, DANRE23281, DANRE14514, DANRE14513, DANRE09798, DANRE09799, DANRE22398, DANRE22399, DANRE22400
OG0001172	NEMVE14607	DANRE28103, DANRE23854, DANRE42209
OG0001172	NEMVE13977	DANRE35704, DANRE41740, DANRE29561, DANRE43426
OG0001174	NEMVE06466	DANRE36611
OG0001175	NEMVE18808, NEMVE00944	DANRE40566, DANRE40568, DANRE40567, DANRE40616, DANRE40615, DANRE00572, DANRE40617
OG0001176	NEMVE06025	DANRE38313, DANRE14113, DANRE21453
OG0001176	NEMVE04714	DANRE00258, DANRE03914, DANRE05037, DANRE05038
OG0001177	NEMVE07007	DANRE26390, DANRE26389, DANRE40862, DANRE40864, DANRE40863
OG0001178	NEMVE13445, NEMVE00910	DANRE17522, DANRE17523
OG0001178	NEMVE14023	DANRE42414, DANRE42416, DANRE42415
OG0001181	NEMVE04930	DANRE23910, DANRE23911, DANRE26674, DANRE26675, DANRE03474, DANRE29972, DANRE29971
OG0001183	NEMVE02043	DANRE29477, DANRE29478, DANRE29479, DANRE29476, DANRE29483, DANRE29481, DANRE29482, DANRE29480, DANRE24697
OG0001184	NEMVE23775	DANRE14296, DANRE14295
OG0001184	NEMVE05038	DANRE38448
OG0001185	NEMVE15207	DANRE10091, DANRE10087, DANRE10090, DANRE10088, DANRE10089, DANRE05149, DANRE05150
OG0001186	NEMVE07796	DANRE26898, DANRE26897, DANRE26189
OG0001186	NEMVE14205	DANRE39141
OG0001188	NEMVE04912	DANRE02573, DANRE11351, DANRE11352
OG0001189	NEMVE24274	DANRE23240, DANRE23241, DANRE22508, DANRE22507, DANRE23239, DANRE23238, DANRE18126
OG0001190	NEMVE07335, NEMVE20942	DANRE11385, DANRE11386, DANRE02521, DANRE02522, DANRE22917, DANRE22916, DANRE22915
OG0001191	NEMVE02357	DANRE23738, DANRE41174, DANRE11828, DANRE11011, DANRE11829, DANRE03309, DANRE03310, DANRE06571
OG0001196	NEMVE08224, NEMVE12229	DANRE14067, DANRE14066, DANRE34121, DANRE34124, DANRE34123, DANRE34122, DANRE08119, DANRE08109, DANRE08110, DANRE08111, DANRE08114, DANRE08117, DANRE08118, DANRE08116, DANRE08115, DANRE08113, DANRE08112
OG0001197	NEMVE01874	DANRE19964, DANRE19965
OG0001197	NEMVE22522, NEMVE09933	DANRE09525, DANRE42674
OG0001198	NEMVE24571	DANRE21730, DANRE27839
OG0001198	NEMVE22207, NEMVE25198, NEMVE00766	DANRE12408
OG0001199	NEMVE23802, NEMVE12602	DANRE11652, DANRE11653
OG0001200	NEMVE09033	DANRE18025, DANRE18026
OG0001201	NEMVE09573	DANRE12519, DANRE22352, DANRE22354, DANRE02404, DANRE02405, DANRE24906, DANRE22353, DANRE22355, DANRE12520, DANRE24918
OG0001203	NEMVE06946	DANRE06831, DANRE06833, DANRE06834, DANRE05649, DANRE06832, DANRE05648, DANRE05647, DANRE04646, DANRE04647
OG0001204	NEMVE16401	DANRE07916, DANRE07914, DANRE07913, DANRE20317, DANRE20315, DANRE20314, DANRE07915, DANRE20316
OG0001205	NEMVE09608	DANRE10682
OG0001205	NEMVE12458	DANRE15947, DANRE23700, DANRE08524, DANRE00853, DANRE06430
OG0001207	NEMVE05326	DANRE42063
OG0001207	NEMVE07504	DANRE24209, DANRE29571, DANRE35692
OG0001208	NEMVE13141	DANRE35541, DANRE41476, DANRE41472, DANRE41473, DANRE09739, DANRE09738, DANRE43074
OG0001211	NEMVE14313	DANRE02626, DANRE02625, DANRE41666, DANRE29139
OG0001212	NEMVE08966, NEMVE10705	DANRE04861, DANRE04863, DANRE04862
OG0001213	NEMVE09096	DANRE04387, DANRE43203, DANRE04388
OG0001213	NEMVE14427	DANRE01515
OG0001214	NEMVE06648	DANRE24143
OG0001214	NEMVE05859	DANRE31132, DANRE31134, DANRE31133
OG0001215	NEMVE25378	DANRE27329, DANRE27330, DANRE35594, DANRE35595, DANRE41572, DANRE41571, DANRE41573, DANRE35593, DANRE35592, DANRE41574, DANRE23354, DANRE23355, DANRE36527, DANRE36526
OG0001216	NEMVE13574	DANRE39374, DANRE33871
OG0001218	NEMVE00795	DANRE13767
OG0001218	NEMVE21894	DANRE09982, DANRE13766, DANRE13765, DANRE02525, DANRE02526, DANRE37945
OG0001219	NEMVE22457	DANRE06219, DANRE06220, DANRE20139, DANRE10625, DANRE13985, DANRE13984
OG0001220	NEMVE01931	DANRE01523, DANRE01524
OG0001221	NEMVE10455, NEMVE21175	DANRE38048, DANRE38049
OG0001224	NEMVE18437	DANRE22676, DANRE22677, DANRE22685, DANRE22683, DANRE22678, DANRE22679, DANRE22694, DANRE22691, DANRE22695, DANRE22689, DANRE22692, DANRE22693, DANRE22690, DANRE22688, DANRE22682, DANRE22681, DANRE22680, DANRE22684, DANRE22675, DANRE22674, DANRE22686, DANRE02858
OG0001225	NEMVE24191	DANRE38404, DANRE25970, DANRE25969, DANRE25968, DANRE25971, DANRE38402, DANRE38398, DANRE38399, DANRE39840, DANRE39835, DANRE00504, DANRE00505, DANRE21562, DANRE38403
OG0001230	NEMVE14462	DANRE14910, DANRE10535, DANRE14085, DANRE14084, DANRE15135, DANRE15136, DANRE10536
OG0001231	NEMVE18418	DANRE05445, DANRE05448, DANRE05446, DANRE05447, DANRE17775, DANRE04785, DANRE04784, DANRE03779, DANRE07774, DANRE19684
OG0001232	NEMVE08692	DANRE29418, DANRE29417
OG0001233	NEMVE05554	DANRE37927, DANRE37928
OG0001234	NEMVE18230, NEMVE12291	DANRE37290, DANRE37291, DANRE09490, DANRE09491, DANRE13560, DANRE13559, DANRE38545, DANRE38546, DANRE09492
OG0001236	NEMVE24358	DANRE10388
OG0001238	NEMVE14613	DANRE07226
OG0001238	NEMVE05651	DANRE26310
OG0001239	NEMVE13393	DANRE25860, DANRE25861, DANRE25859, DANRE02266, DANRE02265, DANRE36693, DANRE25856, DANRE25858, DANRE25857
OG0001240	NEMVE12044, NEMVE01922	DANRE37656, DANRE37657, DANRE25323, DANRE25324, DANRE25322, DANRE10411, DANRE10412, DANRE34927, DANRE34928, DANRE41148, DANRE41149
OG0001241	NEMVE23698	DANRE22500, DANRE22501
OG0001241	NEMVE22413	DANRE16085, DANRE06905
OG0001242	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690	DANRE24237, DANRE26881, DANRE26880
OG0001243	NEMVE04580	DANRE39511, DANRE25154, DANRE38911, DANRE38913, DANRE38912
OG0001245	NEMVE23124	DANRE06665, DANRE06666, DANRE06667, DANRE06668, DANRE16699, DANRE03294, DANRE03295, DANRE03293
OG0001247	NEMVE03420	DANRE22419, DANRE31091, DANRE31090, DANRE01633, DANRE22417, DANRE22418, DANRE22416, DANRE22420, DANRE22415, DANRE34005, DANRE34004, DANRE34002, DANRE34006, DANRE34003
OG0001248	NEMVE14608	DANRE35929, DANRE35927, DANRE35928, DANRE24637, DANRE23456
OG0001249	NEMVE08338	DANRE15846, DANRE26785, DANRE35515, DANRE20943
OG0001250	NEMVE07058	DANRE29340, DANRE29339, DANRE29338, DANRE03569, DANRE03568, DANRE03567, DANRE30537
OG0001251	NEMVE05777	DANRE24093, DANRE24095, DANRE24092, DANRE24094
OG0001252	NEMVE05179	DANRE30251, DANRE30252, DANRE26714, DANRE24514, DANRE24513, DANRE24515, DANRE28344, DANRE28343, DANRE28342, DANRE28345, DANRE21559, DANRE21558, DANRE21560
OG0001253	NEMVE14445	DANRE30836, DANRE12545, DANRE39815, DANRE39814, DANRE22552, DANRE30835, DANRE30834, DANRE40361, DANRE01742, DANRE01743, DANRE01744
OG0001254	NEMVE01446, NEMVE14277	DANRE00247, DANRE00249, DANRE39065, DANRE25611, DANRE25612
OG0001256	NEMVE11467, NEMVE20435	DANRE11481, DANRE11480, DANRE11479, DANRE04535, DANRE04093, DANRE04094, DANRE04536
OG0001261	NEMVE12600, NEMVE24381	DANRE23743, DANRE15935, DANRE15934, DANRE23744, DANRE42389
OG0001263	NEMVE01880	DANRE33573, DANRE05204, DANRE05205
OG0001264	NEMVE09188	DANRE14753, DANRE14754, DANRE37060, DANRE37059, DANRE37061, DANRE39137, DANRE14755, DANRE14750, DANRE14751, DANRE14752
OG0001266	NEMVE14615, NEMVE13420, NEMVE23687	DANRE39425, DANRE27260, DANRE35490, DANRE23595
OG0001267	NEMVE25606	DANRE15701
OG0001267	NEMVE22271	DANRE35017, DANRE01548, DANRE34033, DANRE16499, DANRE16498
OG0001268	NEMVE13796	DANRE15799
OG0001268	NEMVE10358	DANRE22870, DANRE22871
OG0001270	NEMVE21909, NEMVE12078	DANRE24812
OG0001270	NEMVE22554	DANRE29397
OG0001271	NEMVE16016, NEMVE12266	DANRE38819, DANRE38817, DANRE38818, DANRE27361, DANRE27362, DANRE27360, DANRE03360, DANRE21111
OG0001272	NEMVE24865	DANRE29978, DANRE03166, DANRE07917, DANRE20323, DANRE06556, DANRE06559, DANRE06557, DANRE06558
OG0001273	NEMVE06058	DANRE02106, DANRE02107, DANRE28331, DANRE34837, DANRE34836, DANRE34838
OG0001274	NEMVE24783	DANRE26549, DANRE16882, DANRE16883, DANRE16884, DANRE33262, DANRE33263, DANRE33261
OG0001275	NEMVE14795	DANRE18235
OG0001276	NEMVE24658	DANRE01207, DANRE01206
OG0001278	NEMVE22456	DANRE30403, DANRE02994, DANRE02993, DANRE02995
OG0001278	NEMVE08441	DANRE18880, DANRE18879
OG0001279	NEMVE06730	DANRE13251, DANRE13250, DANRE00031, DANRE00032
OG0001280	NEMVE15111, NEMVE13261	DANRE25620, DANRE25621, DANRE37606, DANRE37604, DANRE37605, DANRE28151, DANRE40113, DANRE40112, DANRE37607, DANRE16017, DANRE23707, DANRE16016
OG0001281	NEMVE06870	DANRE38128, DANRE38129
OG0001282	NEMVE13494	DANRE42333, DANRE34496, DANRE34495, DANRE42332, DANRE42331, DANRE27101, DANRE24465, DANRE24464
OG0001283	NEMVE15140	DANRE04934, DANRE04936, DANRE04935, DANRE23896, DANRE23897
OG0001284	NEMVE15039	DANRE24158
OG0001284	NEMVE12745, NEMVE19495	DANRE09932, DANRE14552, DANRE25929
OG0001285	NEMVE07034	DANRE05323, DANRE00630
OG0001287	NEMVE13851	DANRE20476, DANRE07347, DANRE20477, DANRE42919, DANRE06963, DANRE06964
OG0001288	NEMVE20273	DANRE25733, DANRE34315, DANRE34318, DANRE34316
OG0001290	NEMVE20389	DANRE00524
OG0001290	NEMVE22813, NEMVE07506	DANRE00528, DANRE00526, DANRE00527, DANRE12301, DANRE12302, DANRE12674, DANRE37304, DANRE37305, DANRE37303, DANRE37306, DANRE37307, DANRE37309, DANRE37308
OG0001291	NEMVE25091	DANRE00618, DANRE00617, DANRE34030, DANRE34031, DANRE34032, DANRE06257, DANRE06256, DANRE20027, DANRE20028, DANRE20029
OG0001293	NEMVE24929	DANRE40727, DANRE33631, DANRE33632, DANRE40726, DANRE40728, DANRE19565, DANRE19566, DANRE19563, DANRE19564, DANRE40718, DANRE35033, DANRE35032
OG0001294	NEMVE10810	DANRE18837, DANRE18836
OG0001295	NEMVE10114	DANRE41427, DANRE35768, DANRE35767, DANRE23445
OG0001296	NEMVE10339	DANRE11527, DANRE38121, DANRE38122, DANRE38123, DANRE38120, DANRE22225, DANRE22224
OG0001297	NEMVE03104	DANRE30717, DANRE22459, DANRE22458, DANRE22460, DANRE37013, DANRE37014, DANRE37702
OG0001300	NEMVE13700, NEMVE10660, NEMVE19269	DANRE26543, DANRE26542, DANRE42930, DANRE42928, DANRE42929, DANRE06398, DANRE06399
OG0001302	NEMVE11902	DANRE35522
OG0001302	NEMVE17610	DANRE09810
OG0001304	NEMVE01937	DANRE27746, DANRE27745, DANRE38594, DANRE38595, DANRE26905, DANRE26906, DANRE36903, DANRE36902
OG0001305	NEMVE06825	DANRE16549, DANRE16550, DANRE28651, DANRE28652, DANRE34203, DANRE36227, DANRE36226, DANRE26925
OG0001306	NEMVE16218	DANRE26353, DANRE26352, DANRE17686, DANRE17685, DANRE17684
OG0001306	NEMVE08625	DANRE18995, DANRE18996
OG0001308	NEMVE00513, NEMVE16301, NEMVE11684, NEMVE06230	DANRE05117, DANRE05116, DANRE06233, DANRE34680
OG0001309	NEMVE18542	DANRE37164, DANRE20017, DANRE20016
OG0001310	NEMVE22452	DANRE12016, DANRE12017
OG0001310	NEMVE14637	DANRE11088, DANRE11087, DANRE35906
OG0001311	NEMVE05964, NEMVE03793	DANRE14576, DANRE08602, DANRE10133, DANRE13609, DANRE13617
OG0001312	NEMVE14791, NEMVE14787	DANRE33358, DANRE24238, DANRE24239, DANRE33360, DANRE33361
OG0001317	NEMVE01591	DANRE30985, DANRE30984
OG0001317	NEMVE13378	DANRE35107, DANRE35108, DANRE35106, DANRE35109, DANRE35103, DANRE35110, DANRE35111, DANRE35113, DANRE35112
OG0001318	NEMVE22575	DANRE03829
OG0001318	NEMVE14651	DANRE41846, DANRE16169
OG0001319	NEMVE01465	DANRE33830, DANRE06762, DANRE06763, DANRE27088, DANRE27087, DANRE24474, DANRE42476
OG0001320	NEMVE10295	DANRE24902
OG0001320	NEMVE25688	DANRE18723, DANRE18722, DANRE05778
OG0001321	NEMVE21741, NEMVE15029	DANRE12728, DANRE28335, DANRE21547, DANRE21546, DANRE10456
OG0001322	NEMVE14406	DANRE39175, DANRE39174, DANRE12563, DANRE12562
OG0001322	NEMVE05068, NEMVE21787	DANRE07737
OG0001323	NEMVE17138	DANRE43273
OG0001323	NEMVE11887	DANRE11172, DANRE04362, DANRE11171, DANRE19992, DANRE37489, DANRE05619
OG0001324	NEMVE19268, NEMVE11187	DANRE16093, DANRE16095, DANRE16098, DANRE16097, DANRE16094, DANRE16096
OG0001326	NEMVE14355	DANRE05749, DANRE05748, DANRE43139, DANRE01553, DANRE33552, DANRE33553, DANRE33551, DANRE05304, DANRE16141
OG0001327	NEMVE09298	DANRE25508, DANRE25510, DANRE25509
OG0001327	NEMVE15997	DANRE31148, DANRE31147, DANRE02284
OG0001329	NEMVE06386	DANRE31065, DANRE31064, DANRE31063, DANRE31066, DANRE31067, DANRE39827, DANRE16282, DANRE07097, DANRE07098, DANRE16280, DANRE16281, DANRE16279, DANRE16278, DANRE42297, DANRE07099
OG0001330	NEMVE14535	DANRE03150, DANRE03151, DANRE29159, DANRE29160, DANRE08275, DANRE20391, DANRE20390, DANRE33586, DANRE33587, DANRE20387
OG0001331	NEMVE23983	DANRE05979, DANRE05980, DANRE05978, DANRE05981, DANRE20417
OG0001332	NEMVE10338	DANRE16331, DANRE38071
OG0001337	NEMVE05602	DANRE39869, DANRE27426, DANRE27424
OG0001339	NEMVE09406	DANRE18341, DANRE18554, DANRE18555
OG0001339	NEMVE21011	DANRE03930
OG0001341	NEMVE00960, NEMVE01284	DANRE39753, DANRE02429
OG0001344	NEMVE22371	DANRE00281
OG0001345	NEMVE15150	DANRE40478, DANRE40477
OG0001348	NEMVE25188	DANRE41949, DANRE41948, DANRE16560, DANRE16561, DANRE16562, DANRE06898, DANRE06897, DANRE06899
OG0001350	NEMVE17281, NEMVE14117, NEMVE13044	DANRE26476, DANRE26475
OG0001351	NEMVE17590	DANRE37115, DANRE20230, DANRE20231, DANRE37113, DANRE37114, DANRE42425, DANRE42427, DANRE42426, DANRE42424
OG0001352	NEMVE14525, NEMVE21813	DANRE41231, DANRE39193, DANRE20952
OG0001353	NEMVE14778	DANRE11425
OG0001353	NEMVE14645	DANRE22526, DANRE22525, DANRE28302, DANRE28301, DANRE22523, DANRE22524
OG0001354	NEMVE15993	DANRE42392
OG0001354	NEMVE15994, NEMVE05871	DANRE35436, DANRE35435, DANRE21505, DANRE33460
OG0001355	NEMVE14405	DANRE20243, DANRE15599, DANRE15597, DANRE40954, DANRE00104, DANRE00105
OG0001356	NEMVE04630	DANRE02255, DANRE41297, DANRE31190, DANRE24957, DANRE31188, DANRE31189, DANRE41121, DANRE41120
OG0001357	NEMVE07199	DANRE11276, DANRE20008, DANRE20007, DANRE39440, DANRE13135, DANRE13134, DANRE13136
OG0001358	NEMVE11838	DANRE18167
OG0001360	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456	DANRE16403
OG0001362	NEMVE13199	DANRE03032, DANRE09504
OG0001362	NEMVE12236	DANRE09501, DANRE09502, DANRE09503
OG0001363	NEMVE24406	DANRE36183, DANRE36182, DANRE26801, DANRE19464, DANRE19465
OG0001364	NEMVE25546, NEMVE21006	DANRE00727, DANRE00728, DANRE37949, DANRE28112
OG0001366	NEMVE15255	DANRE23791, DANRE23792
OG0001367	NEMVE10311	DANRE35489, DANRE35487, DANRE35488, DANRE27264, DANRE27263, DANRE18747, DANRE18746, DANRE11545, DANRE11547
OG0001368	NEMVE04773, NEMVE01407	DANRE11214, DANRE18968, DANRE11869, DANRE11868
OG0001369	NEMVE07342	DANRE21298, DANRE21299, DANRE02286, DANRE02285, DANRE02287, DANRE02288, DANRE30767, DANRE30768
OG0001370	NEMVE16952	DANRE12902, DANRE12901
OG0001370	NEMVE14662	DANRE42207, DANRE42206
OG0001371	NEMVE13180, NEMVE10017, NEMVE03671	DANRE21328
OG0001372	NEMVE14621, NEMVE12678	DANRE36486, DANRE36487, DANRE36488, DANRE36489
OG0001373	NEMVE13198	DANRE03670, DANRE03669, DANRE29075, DANRE30104, DANRE30103, DANRE04357, DANRE04358, DANRE03631
OG0001375	NEMVE21718, NEMVE18400	DANRE10157
OG0001375	NEMVE06380	DANRE18696, DANRE09144, DANRE14191
OG0001376	NEMVE14506	DANRE13312, DANRE08674, DANRE08675, DANRE15292, DANRE15289, DANRE42507, DANRE42508, DANRE42506, DANRE42509, DANRE42505, DANRE15290, DANRE15291
OG0001377	NEMVE18187	DANRE39241, DANRE11221, DANRE11220, DANRE11219, DANRE11218
OG0001377	NEMVE00630, NEMVE23910	DANRE33213, DANRE33211
OG0001378	NEMVE14996	DANRE39692, DANRE00586, DANRE00587, DANRE04190, DANRE04191, DANRE15660, DANRE20427, DANRE07393, DANRE06565, DANRE06566
OG0001379	NEMVE14262	DANRE26946, DANRE36264, DANRE36263, DANRE06960, DANRE06961, DANRE06962, DANRE01201, DANRE01199, DANRE01200
OG0001380	NEMVE10957	DANRE20401, DANRE00510, DANRE00511, DANRE15800, DANRE15801, DANRE15802
OG0001381	NEMVE08816	DANRE01812, DANRE25964, DANRE25965, DANRE38390, DANRE34864, DANRE38389, DANRE00502, DANRE00503, DANRE34863, DANRE38391
OG0001383	NEMVE12649	DANRE19422
OG0001383	NEMVE09447	DANRE19418, DANRE19419, DANRE19420, DANRE19421, DANRE11521
OG0001384	NEMVE03030	DANRE07601, DANRE16582
OG0001384	NEMVE09646	DANRE16583
OG0001386	NEMVE06336	DANRE14264
OG0001388	NEMVE08765	DANRE24136, DANRE24135, DANRE43047, DANRE06369
OG0001389	NEMVE07341	DANRE33845, DANRE33846, DANRE06321, DANRE06320, DANRE16804, DANRE23628, DANRE07111, DANRE07109, DANRE07110
OG0001390	NEMVE03437, NEMVE13301, NEMVE04594	DANRE13557, DANRE13558, DANRE09493, DANRE13548, DANRE29001, DANRE29002, DANRE12602, DANRE40395, DANRE40394
OG0001394	NEMVE08699	DANRE34368, DANRE34369, DANRE34370, DANRE15699, DANRE15700, DANRE06811, DANRE06812
OG0001395	NEMVE10872, NEMVE02945	DANRE11462, DANRE11463, DANRE11465, DANRE04772, DANRE06302, DANRE33867, DANRE33866, DANRE24364, DANRE24363, DANRE24362
OG0001397	NEMVE22946	DANRE07349, DANRE05010
OG0001397	NEMVE25397	DANRE04061, DANRE04062
OG0001399	NEMVE23382	DANRE36899, DANRE36900, DANRE36901, DANRE26137
OG0001401	NEMVE23498	DANRE26545, DANRE23866, DANRE42440, DANRE42441
OG0001402	NEMVE22752	DANRE00307, DANRE00305, DANRE00306, DANRE33911, DANRE33913, DANRE33912, DANRE33910, DANRE33909, DANRE29660, DANRE07551, DANRE07549, DANRE07550, DANRE07552
OG0001403	NEMVE08195	DANRE34695, DANRE08412, DANRE33510, DANRE33511, DANRE33512
OG0001404	NEMVE13694	DANRE41083
OG0001405	NEMVE25349	DANRE12277, DANRE10207, DANRE13582, DANRE10206
OG0001405	NEMVE08567	DANRE15536
OG0001406	NEMVE18633, NEMVE16331	DANRE22189, DANRE22190, DANRE37991, DANRE37992, DANRE06530, DANRE06531, DANRE06529
OG0001408	NEMVE25885	DANRE19547, DANRE19548, DANRE19549, DANRE24542, DANRE24541, DANRE24540, DANRE26730, DANRE26731, DANRE26728, DANRE26729, DANRE24539
OG0001409	NEMVE14897	DANRE09251, DANRE09250, DANRE13818, DANRE13817, DANRE13819, DANRE16638, DANRE41648
OG0001410	NEMVE03165	DANRE30066, DANRE30065
OG0001410	NEMVE24971	DANRE24024
OG0001411	NEMVE25920	DANRE17922, DANRE17923, DANRE17924
OG0001412	NEMVE19652	DANRE34214, DANRE35250, DANRE35249, DANRE35251
OG0001413	NEMVE06553, NEMVE06540	DANRE35337
OG0001413	NEMVE20094	DANRE38970
OG0001414	NEMVE11734	DANRE16711
OG0001415	NEMVE14658	DANRE33647, DANRE33648
OG0001415	NEMVE03240	DANRE41471
OG0001416	NEMVE10436	DANRE43206, DANRE43207, DANRE02789, DANRE02788, DANRE23231, DANRE23232, DANRE02791, DANRE02790
OG0001417	NEMVE02519	DANRE27230, DANRE24112, DANRE02016, DANRE02015
OG0001418	NEMVE12090, NEMVE01985	DANRE16726, DANRE28677, DANRE28678, DANRE36406, DANRE02103, DANRE02104, DANRE27063
OG0001419	NEMVE05935	DANRE11166, DANRE11165, DANRE04320, DANRE04321, DANRE18086, DANRE18087, DANRE15126, DANRE10656
OG0001420	NEMVE16749	DANRE05459, DANRE05458, DANRE40331, DANRE40438, DANRE40439, DANRE02659, DANRE02658, DANRE36962, DANRE30671, DANRE30668, DANRE30672
OG0001421	NEMVE00612	DANRE10854, DANRE17719, DANRE10855, DANRE18329, DANRE18327
OG0001422	NEMVE07209	DANRE09528, DANRE09527, DANRE41453
OG0001423	NEMVE08632	DANRE10401, DANRE10402, DANRE40608, DANRE40609, DANRE40125, DANRE40126, DANRE35639, DANRE35640, DANRE28883, DANRE28884
OG0001424	NEMVE01171	DANRE22605, DANRE22606
OG0001424	NEMVE20550	DANRE42572, DANRE42573
OG0001425	NEMVE19543, NEMVE14280	DANRE11642, DANRE18590, DANRE18588, DANRE18587, DANRE18589, DANRE25170, DANRE00361, DANRE34566
OG0001426	NEMVE13859	DANRE22197
OG0001426	NEMVE08760	DANRE08922, DANRE08923
OG0001427	NEMVE15208	DANRE40320, DANRE40321, DANRE22541, DANRE22540, DANRE22539, DANRE40322, DANRE24655, DANRE24656, DANRE24657, DANRE24658, DANRE30640, DANRE30639, DANRE11704
OG0001428	NEMVE21876	DANRE22947, DANRE22948, DANRE23679, DANRE36635, DANRE23678, DANRE13768
OG0001430	NEMVE13108	DANRE18427, DANRE00904, DANRE07242, DANRE11523, DANRE11522, DANRE13324, DANRE35076
OG0001431	NEMVE23887	DANRE27312, DANRE13762, DANRE13761
OG0001432	NEMVE01898	DANRE22717, DANRE40306, DANRE24379, DANRE10784, DANRE18459, DANRE18460
OG0001433	NEMVE06558	DANRE05838, DANRE05839, DANRE05840, DANRE14642, DANRE43059, DANRE05137, DANRE05136
OG0001434	NEMVE01045	DANRE17875, DANRE17874
OG0001437	NEMVE13628	DANRE27147, DANRE27146
OG0001438	NEMVE23399	DANRE02649, DANRE19355, DANRE00621, DANRE00620, DANRE34025, DANRE34026, DANRE05730, DANRE05729, DANRE05731, DANRE20251
OG0001440	NEMVE03715	DANRE26671, DANRE26670, DANRE23908, DANRE23909, DANRE02017
OG0001442	NEMVE01347	DANRE10808, DANRE18187, DANRE07605, DANRE00995, DANRE06847, DANRE14231, DANRE09140
OG0001445	NEMVE05296	DANRE16745, DANRE13125, DANRE13126
OG0001446	NEMVE13345, NEMVE13458	DANRE08208
OG0001447	NEMVE05648	DANRE11589, DANRE19674, DANRE13128, DANRE13129, DANRE18437
OG0001449	NEMVE14841, NEMVE20272	DANRE18461, DANRE18463, DANRE18462, DANRE18464
OG0001449	NEMVE13482, NEMVE00941	DANRE42606, DANRE42607
OG0001450	NEMVE17373	DANRE22481
OG0001450	NEMVE00959	DANRE36682, DANRE36684, DANRE13244
OG0001451	NEMVE07224	DANRE34609, DANRE34608
OG0001451	NEMVE13777	DANRE25924, DANRE25926, DANRE25925, DANRE25923
OG0001452	NEMVE10972	DANRE34754, DANRE34755, DANRE38979, DANRE10641
OG0001453	NEMVE09283	DANRE10410, DANRE10409, DANRE12759, DANRE38497, DANRE38498, DANRE38496
OG0001453	NEMVE20748, NEMVE13069, NEMVE17083, NEMVE13062, NEMVE00149	DANRE38984, DANRE38985, DANRE38986
OG0001455	NEMVE14951	DANRE16762, DANRE21521, DANRE40020, DANRE01869, DANRE27072, DANRE16760, DANRE16761, DANRE28895
OG0001456	NEMVE11079, NEMVE05799	DANRE26746, DANRE26745
OG0001459	NEMVE25233, NEMVE00289	DANRE31312, DANRE29490, DANRE29489, DANRE29488, DANRE31314, DANRE31313
OG0001460	NEMVE00841, NEMVE16041	DANRE01570, DANRE01569, DANRE01571
OG0001460	NEMVE07626	DANRE05329
OG0001461	NEMVE22415, NEMVE00568	DANRE25863, DANRE25865
OG0001462	NEMVE11473	DANRE18434, DANRE18433, DANRE18432, DANRE18435, DANRE18436
OG0001463	NEMVE09388, NEMVE13964	DANRE38575, DANRE39152
OG0001464	NEMVE06290, NEMVE07201, NEMVE10766	DANRE41518, DANRE41517, DANRE35812, DANRE09829, DANRE09827, DANRE09828, DANRE09826, DANRE23320, DANRE23319, DANRE23321
OG0001465	NEMVE01540	DANRE23082, DANRE23083, DANRE23085, DANRE23084, DANRE23086
OG0001466	NEMVE11395	DANRE17753
OG0001466	NEMVE24631	DANRE06224, DANRE06223
OG0001467	NEMVE05171	DANRE34084, DANRE34083, DANRE34082, DANRE34085
OG0001467	NEMVE09380	DANRE07802
OG0001468	NEMVE03519	DANRE42652, DANRE24222, DANRE24223, DANRE24224, DANRE24225, DANRE24221, DANRE24220, DANRE26893, DANRE26890, DANRE23005
OG0001469	NEMVE13119	DANRE40614
