Orthogroup	NEMVE	MOUSE
OG0000583	NEMVE07611, NEMVE03001, NEMVE14301, NEMVE10013	MOUSE01784, MOUSE54088, MOUSE54086, MOUSE54089, MOUSE54090, MOUSE54092, MOUSE54087, MOUSE22001, MOUSE32168, MOUSE33890, MOUSE33889, MOUSE33888
OG0000584	NEMVE25972, NEMVE16540, NEMVE25354, NEMVE18804	MOUSE31346, MOUSE31345, MOUSE31344
OG0000585	NEMVE01468	MOUSE40784, MOUSE40785, MOUSE40786, MOUSE40788, MOUSE40789, MOUSE40787, MOUSE40783, MOUSE40781, MOUSE40782, MOUSE35389, MOUSE35386, MOUSE35387, MOUSE35388, MOUSE35383, MOUSE35384, MOUSE35381, MOUSE35380, MOUSE35382, MOUSE31048, MOUSE31049
OG0000587	NEMVE06172	MOUSE22685, MOUSE38303, MOUSE38305, MOUSE38304, MOUSE55325, MOUSE55324, MOUSE55322, MOUSE55323
OG0000587	NEMVE07185	MOUSE42665, MOUSE42667
OG0000588	NEMVE17749, NEMVE01142, NEMVE19423, NEMVE22311, NEMVE14453	MOUSE48786, MOUSE48787, MOUSE31848, MOUSE32353, MOUSE32352
OG0000588	NEMVE14794	MOUSE45239, MOUSE45240
OG0000590	NEMVE13093	MOUSE05523, MOUSE18372, MOUSE05521, MOUSE05522, MOUSE02546
OG0000590	NEMVE24419	MOUSE18529, MOUSE28939, MOUSE28941
OG0000591	NEMVE09505	MOUSE45119, MOUSE45118, MOUSE45120, MOUSE45121, MOUSE45116
OG0000592	NEMVE07461, NEMVE13635	MOUSE09794, MOUSE09795, MOUSE09796, MOUSE49687, MOUSE49686, MOUSE49685, MOUSE27133
OG0000593	NEMVE09147	MOUSE38540, MOUSE14106, MOUSE06441, MOUSE12368, MOUSE12366, MOUSE12367, MOUSE49643, MOUSE49644, MOUSE13819, MOUSE28583
OG0000594	NEMVE06479	MOUSE50535, MOUSE16184, MOUSE16183, MOUSE50537, MOUSE24285, MOUSE24284, MOUSE24283, MOUSE16185, MOUSE50538, MOUSE52223, MOUSE40778, MOUSE40777, MOUSE14517, MOUSE14516
OG0000596	NEMVE15457, NEMVE17830	MOUSE45708
OG0000597	NEMVE01043	MOUSE46308, MOUSE46307, MOUSE04601, MOUSE04603, MOUSE04605, MOUSE04604, MOUSE20021, MOUSE46309, MOUSE37363
OG0000597	NEMVE17081	MOUSE51636, MOUSE51634, MOUSE51635, MOUSE32567, MOUSE32568
OG0000600	NEMVE07602	MOUSE00135, MOUSE00136
OG0000600	NEMVE20571	MOUSE22333
OG0000601	NEMVE11702, NEMVE00524	MOUSE05651, MOUSE05647, MOUSE05648, MOUSE05646, MOUSE05649, MOUSE11094, MOUSE05650, MOUSE11093, MOUSE11086, MOUSE11085, MOUSE11088, MOUSE11087, MOUSE11083, MOUSE11084, MOUSE11090, MOUSE47966
OG0000602	NEMVE10759	MOUSE54043, MOUSE54042, MOUSE13065, MOUSE13066, MOUSE13067
OG0000607	NEMVE16595	MOUSE42215, MOUSE42214, MOUSE42213, MOUSE02133, MOUSE02132, MOUSE02134, MOUSE23595, MOUSE23596, MOUSE23597
OG0000608	NEMVE04652	MOUSE14207, MOUSE14208, MOUSE14204, MOUSE14206, MOUSE14205
OG0000609	NEMVE21819	MOUSE07218
OG0000609	NEMVE20971, NEMVE21996	MOUSE22345
OG0000610	NEMVE11336, NEMVE09264	MOUSE30757, MOUSE51594, MOUSE51593
OG0000610	NEMVE07164, NEMVE08795, NEMVE01252	MOUSE51595
OG0000611	NEMVE14933	MOUSE55274, MOUSE55275, MOUSE55273, MOUSE54663, MOUSE54662, MOUSE54660, MOUSE54658, MOUSE54661, MOUSE54659, MOUSE55276
OG0000611	NEMVE05786	MOUSE48953, MOUSE48957
OG0000612	NEMVE12443	MOUSE36202
OG0000612	NEMVE12444	MOUSE36201, MOUSE36200, MOUSE36199, MOUSE46782, MOUSE46781, MOUSE40383, MOUSE40382
OG0000612	NEMVE05951	MOUSE28578, MOUSE28580, MOUSE28579
OG0000613	NEMVE22948, NEMVE10497, NEMVE12410, NEMVE07547, NEMVE08041, NEMVE06754, NEMVE10305, NEMVE24275, NEMVE00459, NEMVE10326	MOUSE10241
OG0000614	NEMVE17877, NEMVE14696, NEMVE17143, NEMVE24296, NEMVE11934, NEMVE17876	MOUSE43293
OG0000615	NEMVE07646	MOUSE29445, MOUSE21962
OG0000616	NEMVE10226	MOUSE43042, MOUSE43044, MOUSE43043, MOUSE43041, MOUSE43050
OG0000618	NEMVE19385, NEMVE10800	MOUSE16598, MOUSE16595, MOUSE16593, MOUSE16600, MOUSE16599, MOUSE16596
OG0000619	NEMVE19229, NEMVE19228, NEMVE20655	MOUSE53833, MOUSE53832, MOUSE13100, MOUSE13101, MOUSE13102, MOUSE13104, MOUSE22715, MOUSE22714, MOUSE22713, MOUSE22711, MOUSE22709, MOUSE22710
OG0000619	NEMVE10365	MOUSE22712, MOUSE53834
OG0000623	NEMVE01534	MOUSE52068
OG0000623	NEMVE08660	MOUSE05906, MOUSE05905, MOUSE14117
OG0000624	NEMVE22364	MOUSE05834, MOUSE05836, MOUSE05833, MOUSE05837, MOUSE05835, MOUSE05832, MOUSE20490, MOUSE26414
OG0000625	NEMVE09632	MOUSE16138, MOUSE16137, MOUSE16139, MOUSE16140, MOUSE16141, MOUSE16136, MOUSE50690, MOUSE50689, MOUSE50691
OG0000626	NEMVE09165	MOUSE29299, MOUSE29292, MOUSE29296, MOUSE29291, MOUSE29297, MOUSE29295, MOUSE29294, MOUSE29293, MOUSE29298, MOUSE00426, MOUSE00422, MOUSE00425, MOUSE00423, MOUSE00424, MOUSE20854, MOUSE29219, MOUSE29218, MOUSE29213, MOUSE29216, MOUSE29217, MOUSE29214, MOUSE29215, MOUSE29300
OG0000627	NEMVE06184	MOUSE51584, MOUSE51583, MOUSE51585, MOUSE51582, MOUSE50870, MOUSE50872, MOUSE50871, MOUSE50873, MOUSE50869, MOUSE50874, MOUSE50868, MOUSE43635, MOUSE43636, MOUSE43634, MOUSE43633, MOUSE43628, MOUSE43630, MOUSE43629, MOUSE43627, MOUSE43631, MOUSE15878
OG0000628	NEMVE01732	MOUSE33803, MOUSE33805, MOUSE33806
OG0000628	NEMVE14770, NEMVE01487	MOUSE28607, MOUSE00366, MOUSE00365, MOUSE18571, MOUSE18570, MOUSE18572
OG0000634	NEMVE11198, NEMVE11196, NEMVE09232	MOUSE29180, MOUSE29181, MOUSE29179
OG0000636	NEMVE13522	MOUSE35989, MOUSE35990, MOUSE35986, MOUSE35987, MOUSE35980, MOUSE35985, MOUSE35979, MOUSE35984, MOUSE35991, MOUSE35982, MOUSE35983, MOUSE35981, MOUSE19615, MOUSE21409, MOUSE21405, MOUSE21413, MOUSE21412, MOUSE21406, MOUSE21410, MOUSE21402, MOUSE21407, MOUSE21403, MOUSE21408, MOUSE21404, MOUSE21411, MOUSE21415, MOUSE21414
OG0000637	NEMVE11757	MOUSE25268
OG0000637	NEMVE22914	MOUSE06427
OG0000639	NEMVE13335	MOUSE51940, MOUSE19650, MOUSE19651, MOUSE19647
OG0000639	NEMVE13125, NEMVE04888	MOUSE49493, MOUSE49495, MOUSE49496, MOUSE32122, MOUSE28358
OG0000642	NEMVE06951	MOUSE37031, MOUSE37030, MOUSE39970, MOUSE39974, MOUSE39972
OG0000643	NEMVE06808	MOUSE43453, MOUSE18626
OG0000643	NEMVE10252	MOUSE37838, MOUSE37839, MOUSE37831, MOUSE37832, MOUSE37834, MOUSE37836, MOUSE37833, MOUSE37837, MOUSE37835, MOUSE38119, MOUSE38118
OG0000644	NEMVE16752, NEMVE18367, NEMVE09302, NEMVE23922, NEMVE18366	MOUSE35880, MOUSE40523, MOUSE40522, MOUSE40517, MOUSE40518, MOUSE40521, MOUSE40520, MOUSE40519, MOUSE40516, MOUSE40515, MOUSE40514
OG0000645	NEMVE09157	MOUSE48947
OG0000645	NEMVE23952	MOUSE32254, MOUSE32255, MOUSE51331, MOUSE32253, MOUSE51330
OG0000646	NEMVE08138	MOUSE39599, MOUSE15544, MOUSE15545, MOUSE38327
OG0000646	NEMVE10645	MOUSE12275, MOUSE43672, MOUSE53413, MOUSE53412
OG0000647	NEMVE14504, NEMVE21056	MOUSE27946, MOUSE27945, MOUSE27942, MOUSE27941, MOUSE27947, MOUSE27937, MOUSE27938, MOUSE27939, MOUSE27935, MOUSE27943, MOUSE27944, MOUSE27940, MOUSE27936, MOUSE46894, MOUSE46895
OG0000648	NEMVE15084	MOUSE09133, MOUSE09132, MOUSE09134, MOUSE09135, MOUSE09136, MOUSE09138, MOUSE09137, MOUSE09139, MOUSE09140, MOUSE09131, MOUSE09130
OG0000648	NEMVE22274	MOUSE09143, MOUSE09141, MOUSE49647
OG0000649	NEMVE05779	MOUSE38973
OG0000650	NEMVE00579, NEMVE08484	MOUSE22507, MOUSE02344, MOUSE53197, MOUSE53198, MOUSE25960, MOUSE25962, MOUSE25961, MOUSE25959, MOUSE25964, MOUSE06986, MOUSE06987, MOUSE22508, MOUSE40297, MOUSE40293, MOUSE40295, MOUSE40296, MOUSE40294, MOUSE40292
OG0000651	NEMVE14632	MOUSE02552, MOUSE06974, MOUSE15502, MOUSE15503, MOUSE15504, MOUSE06972, MOUSE02553, MOUSE06973
OG0000653	NEMVE19074	MOUSE01581
OG0000653	NEMVE18279	MOUSE05198, MOUSE38912, MOUSE38911
OG0000653	NEMVE23026	MOUSE48918, MOUSE01579, MOUSE01580, MOUSE40031, MOUSE40032, MOUSE40033, MOUSE10990, MOUSE20427, MOUSE08675, MOUSE42679, MOUSE32732, MOUSE31803, MOUSE31802
OG0000654	NEMVE10112	MOUSE14618, MOUSE14619, MOUSE25060, MOUSE25062, MOUSE25061, MOUSE25064, MOUSE05334, MOUSE05333, MOUSE05332, MOUSE05331, MOUSE05330, MOUSE26181, MOUSE26182, MOUSE26180, MOUSE26183
OG0000657	NEMVE12346, NEMVE25351, NEMVE21856	MOUSE20685, MOUSE20684, MOUSE20683, MOUSE51829, MOUSE51831
OG0000660	NEMVE09574	MOUSE26589
OG0000660	NEMVE22331	MOUSE53726, MOUSE02723, MOUSE04889, MOUSE04890
OG0000662	NEMVE13299, NEMVE13159	MOUSE19603, MOUSE19601, MOUSE19604, MOUSE19602, MOUSE19605, MOUSE19607, MOUSE19606
OG0000662	NEMVE01041	MOUSE14111, MOUSE06500, MOUSE06499, MOUSE14110
OG0000663	NEMVE12167	MOUSE06815, MOUSE06817, MOUSE06816
OG0000664	NEMVE05215	MOUSE53752, MOUSE53753, MOUSE01965, MOUSE01962, MOUSE23474
OG0000664	NEMVE23867	MOUSE22241, MOUSE22240, MOUSE35216, MOUSE35218, MOUSE35217
OG0000665	NEMVE13408, NEMVE06240	MOUSE51882, MOUSE51880, MOUSE51881, MOUSE32269, MOUSE32268
OG0000667	NEMVE23519, NEMVE25804, NEMVE01425, NEMVE25902, NEMVE01608, NEMVE05691	MOUSE32539, MOUSE32538
OG0000670	NEMVE22694	MOUSE04054, MOUSE04055, MOUSE53933, MOUSE53934, MOUSE47619, MOUSE52285, MOUSE24104, MOUSE24105
OG0000672	NEMVE12239	MOUSE15523, MOUSE15520, MOUSE15524, MOUSE04067, MOUSE15521
OG0000672	NEMVE22511	MOUSE41797, MOUSE41126, MOUSE06352, MOUSE41798, MOUSE06353
OG0000674	NEMVE08889	MOUSE44931, MOUSE44926, MOUSE44927, MOUSE30738, MOUSE30735, MOUSE30734, MOUSE30736, MOUSE30739, MOUSE44929
OG0000674	NEMVE21073, NEMVE10599	MOUSE42020, MOUSE42019, MOUSE42022, MOUSE42021, MOUSE45911, MOUSE45910, MOUSE45912
OG0000676	NEMVE24025	MOUSE13398, MOUSE13397, MOUSE13396, MOUSE28654, MOUSE28653
OG0000676	NEMVE10858, NEMVE20237, NEMVE10856	MOUSE23124, MOUSE54030, MOUSE54029, MOUSE13098
OG0000678	NEMVE13917, NEMVE20139	MOUSE05127, MOUSE05134, MOUSE05125, MOUSE05131, MOUSE05124, MOUSE05133, MOUSE05129, MOUSE05130, MOUSE05128, MOUSE05126, MOUSE05132, MOUSE17068, MOUSE17070, MOUSE17069, MOUSE14176, MOUSE14175
OG0000680	NEMVE06900, NEMVE06887, NEMVE25832	MOUSE14546, MOUSE14547
OG0000681	NEMVE03851	MOUSE29729, MOUSE29731, MOUSE29732, MOUSE29734, MOUSE29733, MOUSE53999, MOUSE53998, MOUSE12966, MOUSE12967
OG0000681	NEMVE04836	MOUSE23608, MOUSE23607, MOUSE27190, MOUSE27189, MOUSE27185, MOUSE27186, MOUSE27187, MOUSE27188, MOUSE27184
OG0000682	NEMVE17718, NEMVE16780, NEMVE07021	MOUSE40533, MOUSE40532, MOUSE40535, MOUSE40534, MOUSE21319, MOUSE21318, MOUSE35907, MOUSE35915, MOUSE35914, MOUSE35910, MOUSE35911, MOUSE35909, MOUSE35912, MOUSE35913
OG0000683	NEMVE21952	MOUSE54444, MOUSE54443
OG0000683	NEMVE09341	MOUSE31821
OG0000684	NEMVE15727, NEMVE25884, NEMVE05474	MOUSE19631, MOUSE19633, MOUSE19634, MOUSE19635, MOUSE19636, MOUSE49799, MOUSE49800, MOUSE49801, MOUSE49802
OG0000685	NEMVE02060	MOUSE44185, MOUSE44186, MOUSE47322, MOUSE47323, MOUSE47321, MOUSE23574, MOUSE23575, MOUSE23573, MOUSE02122, MOUSE02123
OG0000685	NEMVE21758	MOUSE47324
OG0000690	NEMVE04578	MOUSE18670, MOUSE34065, MOUSE00474
OG0000690	NEMVE25619	MOUSE54656
OG0000690	NEMVE08336	MOUSE19350
OG0000691	NEMVE22438	MOUSE29347, MOUSE29346, MOUSE49341
OG0000691	NEMVE12723	MOUSE06742, MOUSE34387, MOUSE09040, MOUSE09041, MOUSE09042, MOUSE28336, MOUSE28335
OG0000692	NEMVE10690, NEMVE10687, NEMVE25957	MOUSE04478, MOUSE04479, MOUSE04480, MOUSE04477, MOUSE04476
OG0000693	NEMVE08217, NEMVE08755	MOUSE34445, MOUSE34447, MOUSE34448, MOUSE34449, MOUSE34450, MOUSE04455, MOUSE04456
OG0000693	NEMVE20668, NEMVE09217	MOUSE25877, MOUSE25875, MOUSE25876
OG0000694	NEMVE18564	MOUSE24535, MOUSE24536, MOUSE24534, MOUSE24752, MOUSE40204, MOUSE40205, MOUSE40203
OG0000696	NEMVE01737	MOUSE00120
OG0000696	NEMVE05214, NEMVE05168, NEMVE16042	MOUSE23457
OG0000697	NEMVE14547	MOUSE06912, MOUSE06911, MOUSE31212, MOUSE53511, MOUSE53512, MOUSE10904, MOUSE10901, MOUSE10903, MOUSE10902
OG0000698	NEMVE22163, NEMVE01912, NEMVE22218	MOUSE24778
OG0000699	NEMVE13812, NEMVE21875, NEMVE05953	MOUSE45156, MOUSE54589, MOUSE54585, MOUSE54584, MOUSE54588
OG0000699	NEMVE06767, NEMVE22384, NEMVE24758	MOUSE22674, MOUSE22675, MOUSE22676, MOUSE22673, MOUSE45160
OG0000700	NEMVE20231, NEMVE20652	MOUSE41845, MOUSE31170, MOUSE31169, MOUSE41844, MOUSE41842, MOUSE41843, MOUSE41841, MOUSE41840, MOUSE47055, MOUSE42208, MOUSE42206, MOUSE42212
OG0000701	NEMVE21835	MOUSE09498, MOUSE09495, MOUSE09496, MOUSE00837, MOUSE00838, MOUSE00839, MOUSE00845, MOUSE40359, MOUSE40360, MOUSE02828, MOUSE02827
OG0000702	NEMVE17196	MOUSE19754, MOUSE19750, MOUSE19745, MOUSE19735, MOUSE19738, MOUSE19742, MOUSE19747, MOUSE19732, MOUSE19728, MOUSE19724, MOUSE19720, MOUSE19719, MOUSE19726, MOUSE19722, MOUSE19721, MOUSE19717, MOUSE19716, MOUSE51901, MOUSE51899, MOUSE51898, MOUSE51903, MOUSE51905, MOUSE51902, MOUSE51897
OG0000703	NEMVE15172	MOUSE09475, MOUSE09482, MOUSE09477, MOUSE09474, MOUSE09481, MOUSE09478, MOUSE09480, MOUSE31672, MOUSE31674, MOUSE31671, MOUSE31670
OG0000706	NEMVE06133, NEMVE16186	MOUSE23468, MOUSE23467, MOUSE23472, MOUSE23471, MOUSE23466, MOUSE23470, MOUSE23469
OG0000708	NEMVE25462	MOUSE31390, MOUSE31389
OG0000708	NEMVE24967	MOUSE14490, MOUSE54269, MOUSE54268
OG0000709	NEMVE22208	MOUSE20103, MOUSE18127, MOUSE18128, MOUSE18129, MOUSE18130, MOUSE18131, MOUSE18132, MOUSE18134, MOUSE18135, MOUSE18136, MOUSE18133, MOUSE18137, MOUSE18138, MOUSE18140, MOUSE18141
OG0000710	NEMVE10055	MOUSE10038, MOUSE10039, MOUSE10037, MOUSE49353, MOUSE21986, MOUSE21988, MOUSE21987, MOUSE34237
OG0000711	NEMVE22699	MOUSE01833, MOUSE01830, MOUSE44352, MOUSE02178, MOUSE47225, MOUSE47226
OG0000715	NEMVE04746	MOUSE26260, MOUSE26259, MOUSE26258, MOUSE02473, MOUSE02472, MOUSE53172, MOUSE53167, MOUSE53171, MOUSE53168, MOUSE53170, MOUSE53165, MOUSE53166, MOUSE53169, MOUSE53173
OG0000716	NEMVE01624	MOUSE55256, MOUSE55255, MOUSE55258, MOUSE55260, MOUSE55261, MOUSE55262, MOUSE55257, MOUSE55259, MOUSE18073
OG0000717	NEMVE21831	MOUSE24202, MOUSE24200, MOUSE24201, MOUSE25900, MOUSE25903, MOUSE25902, MOUSE25901, MOUSE17621, MOUSE25898, MOUSE17620, MOUSE17618, MOUSE17619, MOUSE25897, MOUSE48390, MOUSE48391, MOUSE48394, MOUSE48392, MOUSE48393, MOUSE25899
OG0000718	NEMVE14726, NEMVE25058	MOUSE30953, MOUSE43056, MOUSE43055, MOUSE43054, MOUSE24376, MOUSE24375, MOUSE24369, MOUSE43537, MOUSE43538, MOUSE12486
OG0000720	NEMVE07453	MOUSE19535, MOUSE19536, MOUSE51696, MOUSE51698, MOUSE51695, MOUSE51697
OG0000720	NEMVE14810	MOUSE30165
OG0000721	NEMVE22360	MOUSE02762, MOUSE02761, MOUSE02760, MOUSE02765, MOUSE02764
OG0000721	NEMVE25732	MOUSE54553, MOUSE51287, MOUSE16557, MOUSE51288, MOUSE02763
OG0000722	NEMVE02310	MOUSE27353, MOUSE08639, MOUSE20386, MOUSE27055, MOUSE39386
OG0000723	NEMVE02161, NEMVE02153	MOUSE10858, MOUSE16922, MOUSE16920, MOUSE16919, MOUSE16921, MOUSE14963, MOUSE14962, MOUSE14965, MOUSE14964
OG0000724	NEMVE05669	MOUSE18210, MOUSE18209, MOUSE27554, MOUSE27553, MOUSE27552, MOUSE27551
OG0000725	NEMVE13886	MOUSE31731, MOUSE31730, MOUSE31732
OG0000725	NEMVE15404, NEMVE03108	MOUSE41865, MOUSE41864, MOUSE41867, MOUSE41868, MOUSE45804, MOUSE45803, MOUSE45805
OG0000726	NEMVE24264	MOUSE18851, MOUSE18868, MOUSE18854, MOUSE18855, MOUSE18870, MOUSE18857, MOUSE18848, MOUSE18866, MOUSE18865, MOUSE18850, MOUSE18841, MOUSE18847, MOUSE18859, MOUSE18852, MOUSE18846, MOUSE18849, MOUSE18862, MOUSE18844, MOUSE18861, MOUSE18867, MOUSE18853, MOUSE18864, MOUSE18860, MOUSE18845, MOUSE18858, MOUSE18842, MOUSE18856, MOUSE18871, MOUSE18872, MOUSE18843, MOUSE22343, MOUSE22340, MOUSE22341, MOUSE22342, MOUSE14710
OG0000730	NEMVE15279	MOUSE02569, MOUSE22100, MOUSE22099
OG0000731	NEMVE14724	MOUSE15688, MOUSE15689, MOUSE15687, MOUSE15694, MOUSE15693, MOUSE15695, MOUSE15691, MOUSE15692, MOUSE55085, MOUSE55084, MOUSE55086, MOUSE55083, MOUSE12888, MOUSE12887, MOUSE38373, MOUSE38370, MOUSE38371, MOUSE38367
OG0000732	NEMVE16239	MOUSE31018, MOUSE55029, MOUSE23136, MOUSE23139, MOUSE23138, MOUSE23137, MOUSE23135
OG0000732	NEMVE22346	MOUSE50346, MOUSE33183
OG0000733	NEMVE13174	MOUSE07355, MOUSE07356, MOUSE20245, MOUSE24781
OG0000733	NEMVE00072	MOUSE08117, MOUSE08121, MOUSE08120, MOUSE08119, MOUSE08118, MOUSE18227
OG0000734	NEMVE19740	MOUSE25399, MOUSE25398, MOUSE25401, MOUSE25403, MOUSE25402, MOUSE25400, MOUSE31239, MOUSE31240
OG0000735	NEMVE14467	MOUSE00416, MOUSE00415, MOUSE00410, MOUSE00414, MOUSE00409, MOUSE00411, MOUSE00413, MOUSE00412, MOUSE28517, MOUSE28516, MOUSE13496, MOUSE13495, MOUSE13497, MOUSE13498, MOUSE13499
OG0000737	NEMVE10658	MOUSE46613, MOUSE46612, MOUSE46617, MOUSE46614, MOUSE40553, MOUSE46611, MOUSE40552, MOUSE40548, MOUSE40546, MOUSE40545, MOUSE40549, MOUSE40551, MOUSE40547, MOUSE46619, MOUSE46616, MOUSE46615, MOUSE40550
OG0000740	NEMVE01913	MOUSE28205, MOUSE13925
OG0000743	NEMVE10602, NEMVE15509, NEMVE05453	MOUSE46006, MOUSE42136, MOUSE42134, MOUSE06280, MOUSE06282, MOUSE06283, MOUSE06281
OG0000744	NEMVE09152	MOUSE11978, MOUSE11975, MOUSE11971, MOUSE11972, MOUSE11974, MOUSE11973, MOUSE11976, MOUSE29332, MOUSE29329, MOUSE29331, MOUSE29330, MOUSE29334, MOUSE29333, MOUSE29335, MOUSE28348, MOUSE28346, MOUSE28345, MOUSE28349, MOUSE28347, MOUSE11977
OG0000745	NEMVE09518, NEMVE18143	MOUSE18764
OG0000746	NEMVE08669	MOUSE41782
OG0000748	NEMVE13110	MOUSE05204
OG0000749	NEMVE13534	MOUSE18217, MOUSE20120, MOUSE20122, MOUSE20121, MOUSE08204, MOUSE08206, MOUSE08207, MOUSE08203, MOUSE08205, MOUSE42798, MOUSE42797
OG0000750	NEMVE05904, NEMVE11347	MOUSE07408, MOUSE52785, MOUSE52786, MOUSE52784
OG0000750	NEMVE04853, NEMVE04866, NEMVE22873	MOUSE08786, MOUSE08787, MOUSE03569, MOUSE03570, MOUSE03568
OG0000751	NEMVE06350	MOUSE39754, MOUSE39752, MOUSE15496, MOUSE15495
OG0000751	NEMVE22234, NEMVE26010	MOUSE53607, MOUSE53605, MOUSE53606, MOUSE01445, MOUSE01444, MOUSE01443
OG0000752	NEMVE14796, NEMVE20340	MOUSE55217, MOUSE55218
OG0000752	NEMVE15527	MOUSE33600, MOUSE33598, MOUSE33597, MOUSE48905, MOUSE48904
OG0000753	NEMVE09279, NEMVE20008	MOUSE27739, MOUSE27738
OG0000753	NEMVE09763	MOUSE24295, MOUSE24293, MOUSE24296, MOUSE24294, MOUSE50919, MOUSE50920, MOUSE50917
OG0000755	NEMVE04854	MOUSE12361, MOUSE08954, MOUSE08955, MOUSE08952
OG0000755	NEMVE04839	MOUSE12362
OG0000756	NEMVE22037	MOUSE13691
OG0000757	NEMVE25201	MOUSE46249, MOUSE46248
OG0000757	NEMVE05970	MOUSE22247, MOUSE22248
OG0000758	NEMVE19854	MOUSE13670
OG0000759	NEMVE07096	MOUSE35555
OG0000759	NEMVE07127, NEMVE15354	MOUSE26272, MOUSE26275, MOUSE26277, MOUSE26279, MOUSE26278, MOUSE35556, MOUSE35553, MOUSE35552, MOUSE35554, MOUSE23327, MOUSE23328
OG0000761	NEMVE07056	MOUSE26055, MOUSE26056, MOUSE18487, MOUSE23696, MOUSE23693, MOUSE23695, MOUSE23694, MOUSE23692
OG0000762	NEMVE08946	MOUSE39900, MOUSE14916, MOUSE14919, MOUSE14917, MOUSE26582, MOUSE26581, MOUSE26580, MOUSE26579, MOUSE26583, MOUSE39898, MOUSE39901, MOUSE39903, MOUSE39902, MOUSE39899, MOUSE39896, MOUSE39897
OG0000764	NEMVE12589	MOUSE33207
OG0000764	NEMVE08398, NEMVE01257	MOUSE31888
OG0000765	NEMVE15020	MOUSE30890, MOUSE30889, MOUSE37512, MOUSE37513
OG0000766	NEMVE13890	MOUSE30247, MOUSE30246, MOUSE30245, MOUSE01575, MOUSE01574, MOUSE01576, MOUSE19531
OG0000767	NEMVE21839	MOUSE27533, MOUSE27537, MOUSE27534, MOUSE28011, MOUSE28012
OG0000768	NEMVE24837, NEMVE20124	MOUSE08553, MOUSE08555, MOUSE11226, MOUSE11225, MOUSE11227
OG0000772	NEMVE14663, NEMVE13205	MOUSE32505, MOUSE32506, MOUSE32503
OG0000774	NEMVE18724	MOUSE31336, MOUSE31335, MOUSE31334
OG0000774	NEMVE06617	MOUSE32223, MOUSE32222
OG0000774	NEMVE14955, NEMVE01618	MOUSE53571, MOUSE53570, MOUSE53576, MOUSE53579
OG0000775	NEMVE13607, NEMVE14906	MOUSE00528, MOUSE00529, MOUSE00525, MOUSE00526, MOUSE00527, MOUSE00524, MOUSE37373, MOUSE37372, MOUSE37371
OG0000776	NEMVE25221, NEMVE11470, NEMVE23261	MOUSE29664, MOUSE48168, MOUSE53845
OG0000777	NEMVE01908	MOUSE00254
OG0000777	NEMVE21910, NEMVE15143	MOUSE06130, MOUSE06129, MOUSE06128
OG0000778	NEMVE13753	MOUSE22907, MOUSE22908, MOUSE22909, MOUSE03991, MOUSE39634, MOUSE39635, MOUSE29903, MOUSE29902, MOUSE35020
OG0000779	NEMVE24334	MOUSE25408, MOUSE25407, MOUSE25406
OG0000779	NEMVE02313	MOUSE28614, MOUSE28615, MOUSE00255, MOUSE00256, MOUSE21545, MOUSE21544, MOUSE21543
OG0000780	NEMVE09488	MOUSE07684
OG0000780	NEMVE05870	MOUSE04663, MOUSE04662
OG0000781	NEMVE23221, NEMVE21745, NEMVE06147, NEMVE10644	MOUSE32206, MOUSE32205
OG0000782	NEMVE10772	MOUSE19835, MOUSE19834, MOUSE19833, MOUSE30860, MOUSE30856, MOUSE30859, MOUSE30857, MOUSE51653, MOUSE51654, MOUSE51651
OG0000784	NEMVE16267	MOUSE22855, MOUSE22854, MOUSE22853, MOUSE22852, MOUSE03597, MOUSE29436, MOUSE29124
OG0000786	NEMVE10021, NEMVE17992	MOUSE01057
OG0000787	NEMVE12098	MOUSE47961, MOUSE47965, MOUSE47964, MOUSE47963, MOUSE47962, MOUSE09494, MOUSE09492, MOUSE09493, MOUSE09491, MOUSE00783, MOUSE00784, MOUSE31692, MOUSE31693, MOUSE31691
OG0000788	NEMVE01862	MOUSE27064, MOUSE39394
OG0000788	NEMVE24569	MOUSE32425, MOUSE32424, MOUSE32423, MOUSE30472, MOUSE01590
OG0000791	NEMVE13487	MOUSE35519, MOUSE35517, MOUSE35518, MOUSE35520, MOUSE35521, MOUSE14635, MOUSE22542, MOUSE22544, MOUSE22543
OG0000792	NEMVE08948	MOUSE39860, MOUSE39859
OG0000793	NEMVE19406	MOUSE30326, MOUSE30328, MOUSE30327, MOUSE10274, MOUSE10275, MOUSE10273, MOUSE51447, MOUSE51446, MOUSE01511, MOUSE51436, MOUSE01510, MOUSE01514, MOUSE01512, MOUSE51437, MOUSE51438
OG0000794	NEMVE13875	MOUSE19985, MOUSE19991, MOUSE19988
OG0000795	NEMVE18602	MOUSE54169, MOUSE54168
OG0000796	NEMVE12330	MOUSE04220
OG0000797	NEMVE07332, NEMVE20914	MOUSE03559, MOUSE03560, MOUSE03554, MOUSE03557, MOUSE03556, MOUSE03555, MOUSE03558, MOUSE30031, MOUSE30030, MOUSE30029, MOUSE03561
OG0000798	NEMVE05537	MOUSE05107, MOUSE05104, MOUSE05105, MOUSE05101, MOUSE05102, MOUSE05103, MOUSE05106, MOUSE05100, MOUSE17009, MOUSE17008, MOUSE17015, MOUSE17007, MOUSE17010, MOUSE17012, MOUSE17013, MOUSE17011, MOUSE17016, MOUSE17014
