Orthogroup	NEMVE	DROME
OG0001602	NEMVE04820	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796
OG0001603	NEMVE00310, NEMVE01456	DROME05748, DROME05749
OG0001604	NEMVE20359, NEMVE13990	DROME13655, DROME13654
OG0001604	NEMVE11011, NEMVE01133	DROME15595, DROME15593, DROME15592, DROME15594
OG0001605	NEMVE21422	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001
OG0001606	NEMVE13096, NEMVE14918	DROME01628
OG0001609	NEMVE17441	DROME13801, DROME13802, DROME13800
OG0001609	NEMVE13471	DROME09555
OG0001610	NEMVE21979	DROME06881
OG0001611	NEMVE04740	DROME07510, DROME07509, DROME07511
OG0001612	NEMVE00916	DROME07050, DROME07049
OG0001614	NEMVE02024	DROME14120
OG0001614	NEMVE09707, NEMVE14265	DROME17646
OG0001615	NEMVE00681, NEMVE24769	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809
OG0001617	NEMVE25980	DROME13150, DROME13151
OG0001620	NEMVE05238, NEMVE07316	DROME01154, DROME01153, DROME01150, DROME01151
OG0001621	NEMVE07688	DROME19943, DROME19942, DROME19944
OG0001623	NEMVE14145, NEMVE16772, NEMVE24030	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251
OG0001624	NEMVE20306, NEMVE10312	DROME08385, DROME08387, DROME08386, DROME08384
OG0001625	NEMVE18968	DROME08855
OG0001627	NEMVE04823	DROME17716, DROME17715
OG0001628	NEMVE08310	DROME21766
OG0001628	NEMVE19331	DROME21765
OG0001629	NEMVE06795	DROME03998, DROME03999, DROME03997
OG0001630	NEMVE22382	DROME10692
OG0001632	NEMVE05187	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193
OG0001634	NEMVE13518	DROME02691, DROME02692
OG0001634	NEMVE22588	DROME06767
OG0001635	NEMVE14440	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443
OG0001636	NEMVE10668	DROME21027, DROME21028
OG0001638	NEMVE24596	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415
OG0001639	NEMVE25389, NEMVE18846, NEMVE25390, NEMVE25391	DROME01523, DROME01525, DROME01524
OG0001641	NEMVE14484, NEMVE06204, NEMVE20026	DROME08987, DROME08990, DROME08991
OG0001642	NEMVE25922	DROME09872
OG0001643	NEMVE20743, NEMVE11046	DROME03424, DROME03423, DROME03425
OG0001644	NEMVE22640	DROME05204
OG0001646	NEMVE03206	DROME17895
OG0001651	NEMVE10191, NEMVE06095	DROME01946
OG0001652	NEMVE12395, NEMVE00956, NEMVE05109	DROME14027, DROME14026, DROME19080
OG0001653	NEMVE00904	DROME03945, DROME03944, DROME03946
OG0001654	NEMVE13324	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085
OG0001655	NEMVE19053	DROME11541, DROME11542
OG0001656	NEMVE04660	DROME12672
OG0001657	NEMVE13455	DROME16951
OG0001658	NEMVE17963	DROME02666, DROME02667, DROME02670
OG0001659	NEMVE11319	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494
OG0001660	NEMVE15239	DROME01600, DROME01597, DROME01598, DROME01599
OG0001663	NEMVE21018, NEMVE23853	DROME17604, DROME17603
OG0001664	NEMVE25426	DROME03276
OG0001665	NEMVE09117	DROME21335, DROME21336
OG0001665	NEMVE05163	DROME03860, DROME03861, DROME03859
OG0001666	NEMVE25558	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414
OG0001668	NEMVE14155	DROME13057, DROME13061, DROME13059, DROME13058, DROME13056, DROME13060, DROME13055
OG0001670	NEMVE23427	DROME15734, DROME15735
OG0001671	NEMVE21602, NEMVE24836	DROME06393, DROME06394, DROME06396, DROME06395
OG0001672	NEMVE22147	DROME04869, DROME04868, DROME04867
OG0001673	NEMVE07546	DROME15611, DROME15610
OG0001675	NEMVE03414	DROME07179, DROME07181, DROME07180
OG0001676	NEMVE17801	DROME15959, DROME15958, DROME15960
OG0001677	NEMVE08811	DROME14874
OG0001680	NEMVE10805	DROME20427
OG0001682	NEMVE18688	DROME17478, DROME17481, DROME17479, DROME17480, DROME17477
OG0001683	NEMVE22487	DROME04416, DROME04417, DROME04415
OG0001685	NEMVE22402	DROME10450
OG0001686	NEMVE21686, NEMVE15921	DROME15719
OG0001688	NEMVE01983	DROME20991, DROME20989
OG0001689	NEMVE13426	DROME21861, DROME21859
OG0001691	NEMVE08246	DROME07542, DROME07543, DROME07544, DROME07545
OG0001692	NEMVE05217	DROME00090, DROME00091
OG0001706	NEMVE23731	DROME01112
OG0001707	NEMVE04981, NEMVE14075	DROME04786, DROME04787
OG0001708	NEMVE12748, NEMVE25417, NEMVE11609, NEMVE25416, NEMVE10072	DROME10362, DROME14608, DROME16704
OG0001711	NEMVE10176	DROME16692, DROME16691, DROME16690
OG0001712	NEMVE01593	DROME09055, DROME09057, DROME09056, DROME09058, DROME09059
OG0001713	NEMVE19673	DROME20630
OG0001714	NEMVE20785, NEMVE14822	DROME06892
OG0001714	NEMVE15425	DROME13258, DROME13259
OG0001715	NEMVE00409	DROME06093, DROME06092
OG0001718	NEMVE25579	DROME18626, DROME18625, DROME18627
OG0001720	NEMVE00978, NEMVE05172	DROME07093, DROME07094, DROME07095
OG0001721	NEMVE14398	DROME21093, DROME21094
OG0001723	NEMVE01559, NEMVE07760	DROME01240, DROME01235, DROME01239, DROME01238, DROME01237, DROME01236
OG0001724	NEMVE13963	DROME16764, DROME16765, DROME16766, DROME16767
OG0001726	NEMVE04744	DROME01038, DROME01035, DROME01037, DROME01036
OG0001727	NEMVE05094, NEMVE01092	DROME01511, DROME01510, DROME01513, DROME01512
OG0001728	NEMVE16908	DROME19385
OG0001729	NEMVE04729, NEMVE22386	DROME04994, DROME04995, DROME04996
OG0001730	NEMVE00988	DROME08359, DROME08358, DROME08360, DROME08361
OG0001731	NEMVE14594	DROME16558
OG0001732	NEMVE08717	DROME05765, DROME05764, DROME05766
OG0001733	NEMVE04835	DROME12129, DROME11165
OG0001735	NEMVE08944, NEMVE20783	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045
OG0001736	NEMVE07797	DROME04354, DROME04355
OG0001736	NEMVE14430	DROME03103
OG0001738	NEMVE05920	DROME19892
OG0001739	NEMVE22586, NEMVE20891	DROME17504, DROME18573, DROME08124
OG0001743	NEMVE08168	DROME19492, DROME19493, DROME19497, DROME19491, DROME19495, DROME19490, DROME19494, DROME19498, DROME19496
OG0001744	NEMVE23885, NEMVE06480	DROME16508
OG0001745	NEMVE23300, NEMVE23314	DROME10489
OG0001746	NEMVE17218, NEMVE19788, NEMVE19907, NEMVE12201	DROME21748
OG0001747	NEMVE09757	DROME14222, DROME14221, DROME02413
OG0001749	NEMVE17331	DROME14967, DROME14968
OG0001750	NEMVE21750	DROME06453
OG0001751	NEMVE13706	DROME13918
OG0001752	NEMVE24646	DROME16905, DROME16904, DROME16907, DROME16906
OG0001754	NEMVE14105, NEMVE20494	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389
OG0001755	NEMVE21726	DROME01391, DROME01389, DROME01390, DROME01388, DROME01392
OG0001768	NEMVE15136	DROME07376, DROME07377
OG0001768	NEMVE13388	DROME14966
OG0001769	NEMVE10615	DROME08613
OG0001769	NEMVE24301	DROME15632, DROME15631
OG0001770	NEMVE14281, NEMVE00088	DROME12526, DROME12525
OG0001774	NEMVE14068	DROME16288
OG0001774	NEMVE25139	DROME17117, DROME17119, DROME17118
OG0001775	NEMVE13368	DROME03798
OG0001780	NEMVE03550, NEMVE15664, NEMVE22327	DROME12052
OG0001781	NEMVE14316, NEMVE13106	DROME05960
OG0001783	NEMVE25002	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578
OG0001786	NEMVE07858, NEMVE17340	DROME15286, DROME15285
OG0001786	NEMVE06879	DROME14974, DROME14975
OG0001787	NEMVE06362	DROME15226
OG0001789	NEMVE02570	DROME15206, DROME15202, DROME15200, DROME15204
OG0001793	NEMVE22918	DROME16987
OG0001793	NEMVE14464	DROME21922
OG0001798	NEMVE07620	DROME07480
OG0001799	NEMVE02952	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613
OG0001800	NEMVE12705, NEMVE21805	DROME19760, DROME19756, DROME19759, DROME19758, DROME19757
OG0001804	NEMVE23206	DROME18434, DROME18435, DROME18433, DROME18432
OG0001805	NEMVE14596	DROME11510, DROME11511
OG0001806	NEMVE00143, NEMVE15014	DROME09050, DROME15347, DROME15346
OG0001807	NEMVE03359, NEMVE21133	DROME02930, DROME02931, DROME02932
OG0001808	NEMVE06614	DROME12890, DROME12888, DROME12889
OG0001809	NEMVE14997, NEMVE12260	DROME10117, DROME10116
OG0001810	NEMVE21765	DROME12471
OG0001815	NEMVE08243, NEMVE03138	DROME13080, DROME13081, DROME13079
OG0001816	NEMVE16539	DROME01873
OG0001818	NEMVE14370	DROME09141
OG0001819	NEMVE23893	DROME17329, DROME17330, DROME07897, DROME00545
OG0001820	NEMVE14972	DROME08719, DROME08720
OG0001821	NEMVE06367	DROME10515, DROME10514
OG0001822	NEMVE13743	DROME10804, DROME10805, DROME10809, DROME10807, DROME10808, DROME10806
OG0001824	NEMVE10882	DROME07762, DROME07761, DROME05770
OG0001825	NEMVE05416	DROME08707, DROME08708, DROME08709
OG0001826	NEMVE15142	DROME04636, DROME04635, DROME04634, DROME04637
OG0001827	NEMVE06953, NEMVE22019, NEMVE13541	DROME14163
OG0001830	NEMVE10828	DROME21176, DROME21177, DROME21178, DROME21179
OG0001831	NEMVE08518, NEMVE11776	DROME16694, DROME16695, DROME16696
OG0001832	NEMVE03211, NEMVE02593, NEMVE03259	DROME11192
OG0001834	NEMVE20987, NEMVE01038	DROME21762, DROME21761, DROME21760
OG0001846	NEMVE11075, NEMVE11783	DROME07140
OG0001848	NEMVE22818	DROME18633, DROME18634
OG0001850	NEMVE05785, NEMVE03645	DROME11385, DROME11386, DROME11384, DROME11388, DROME11389, DROME11387
OG0001851	NEMVE24064, NEMVE20602, NEMVE20160, NEMVE21455, NEMVE21091	DROME00207
OG0001853	NEMVE07936	DROME09289, DROME09287, DROME09286
OG0001854	NEMVE17632	DROME00927, DROME15684, DROME20609, DROME12030
OG0001857	NEMVE23842	DROME04659, DROME04661, DROME04660, DROME04662
OG0001858	NEMVE07711	DROME10616, DROME10617, DROME10615
OG0001860	NEMVE22498	DROME00108, DROME00107
OG0001862	NEMVE15658	DROME03288, DROME14961
OG0001862	NEMVE05359	DROME16221
OG0001863	NEMVE17199	DROME11185
OG0001864	NEMVE08923	DROME05862, DROME05863, DROME05861
OG0001866	NEMVE18906	DROME07682
OG0001867	NEMVE05147	DROME12422, DROME12423, DROME12425, DROME12420, DROME12424, DROME12419, DROME12418, DROME12421, DROME12417, DROME12416
OG0001868	NEMVE05764, NEMVE21462	DROME01267, DROME01268, DROME01269, DROME01264, DROME01265, DROME01263, DROME01266
OG0001870	NEMVE21714	DROME02885
OG0001872	NEMVE22458	DROME15862, DROME15861
OG0001875	NEMVE13467	DROME02032
OG0001875	NEMVE24956	DROME16885
OG0001876	NEMVE01630	DROME07527, DROME07524, DROME07531, DROME07529, DROME07526, DROME07530, DROME07525, DROME07528, DROME07533, DROME07532
OG0001877	NEMVE14312	DROME04518
OG0001878	NEMVE04635	DROME14881, DROME14882
OG0001879	NEMVE20764	DROME09530
OG0001882	NEMVE14336	DROME21717, DROME21711
OG0001883	NEMVE23661	DROME19927
OG0001884	NEMVE05773	DROME01695, DROME01697, DROME01694, DROME01696
OG0001886	NEMVE14073	DROME14413
OG0001887	NEMVE08409, NEMVE14044	DROME16050
OG0001888	NEMVE14388	DROME11501, DROME11500, DROME11503, DROME11502
OG0001889	NEMVE01910	DROME06696
OG0001890	NEMVE04816	DROME08594, DROME08593
OG0001893	NEMVE10940	DROME02220
OG0001896	NEMVE13745	DROME18783
OG0001897	NEMVE05902	DROME10380
OG0001898	NEMVE11971, NEMVE10699	DROME00331, DROME00326, DROME00325, DROME00327, DROME00328, DROME00329, DROME00330
OG0001899	NEMVE00990	DROME17597, DROME17598, DROME17599
OG0001900	NEMVE14738	DROME07202
OG0001901	NEMVE04718	DROME14282
OG0001903	NEMVE23014, NEMVE15464	DROME10026
OG0001913	NEMVE05008	DROME20114, DROME20115
OG0001915	NEMVE01292, NEMVE15067	DROME15601
OG0001917	NEMVE22972, NEMVE06545, NEMVE09944	DROME05027, DROME05026
OG0001918	NEMVE04767, NEMVE20498, NEMVE07952	DROME00884
OG0001919	NEMVE14664	DROME15351, DROME15349
OG0001919	NEMVE06104	DROME17341
OG0001920	NEMVE18406, NEMVE09356	DROME06144, DROME06145, DROME06143, DROME06141, DROME06142, DROME06139, DROME06138, DROME06137, DROME06140
OG0001923	NEMVE13404	DROME13928
OG0001925	NEMVE08855	DROME18212, DROME18210, DROME18211
OG0001926	NEMVE14562	DROME02334
OG0001927	NEMVE05097, NEMVE10782	DROME06807
OG0001929	NEMVE19355	DROME20439, DROME20440
OG0001930	NEMVE09148	DROME07407
OG0001932	NEMVE10249	DROME07500, DROME07499, DROME07504, DROME07502, DROME07503, DROME07501
OG0001934	NEMVE09811, NEMVE23059	DROME11858
OG0001935	NEMVE13529	DROME16535
OG0001935	NEMVE10442	DROME05228
OG0001936	NEMVE03209	DROME01796, DROME01795
OG0001938	NEMVE14591	DROME15196, DROME15195, DROME15198, DROME15197
OG0001939	NEMVE08131, NEMVE13358, NEMVE20322, NEMVE14627, NEMVE14690, NEMVE08857	DROME03831, DROME00411, DROME06715, DROME07275, DROME03273, DROME08285
OG0001939	NEMVE22666	DROME06716
OG0001940	NEMVE13882	DROME20166
OG0001941	NEMVE10103	DROME09362, DROME09360, DROME09361
OG0001942	NEMVE05330, NEMVE14403, NEMVE13641	DROME12925, DROME12924
OG0001943	NEMVE07567	DROME05587, DROME05589, DROME05586, DROME05588
OG0001945	NEMVE08582	DROME09755, DROME09756, DROME22094, DROME20436
OG0001946	NEMVE25577	DROME09729
OG0001947	NEMVE14499	DROME14837
OG0001949	NEMVE23793	DROME05190
OG0001951	NEMVE12966, NEMVE23680, NEMVE18054	DROME01080, DROME01079, DROME01078, DROME07934
OG0001952	NEMVE10151	DROME00559, DROME00560
OG0001953	NEMVE09970	DROME10526, DROME10527, DROME10525, DROME10528
OG0001956	NEMVE20264, NEMVE01458	DROME18759
OG0001957	NEMVE08808	DROME16952, DROME16955, DROME16953, DROME16954
OG0001958	NEMVE06090	DROME01945
OG0001959	NEMVE14830	DROME00523, DROME00522
OG0001960	NEMVE07149, NEMVE21849	DROME07743, DROME07742, DROME07741, DROME07744
OG0001961	NEMVE05332, NEMVE05331	DROME02025, DROME02026
OG0001962	NEMVE08403	DROME21069, DROME21068, DROME21070, DROME15324
OG0001963	NEMVE05900	DROME19777, DROME19776
OG0001964	NEMVE13227	DROME13701, DROME13700, DROME13699
OG0001965	NEMVE22556	DROME13659
OG0001967	NEMVE23308	DROME07305
OG0001968	NEMVE00494	DROME04032
OG0001969	NEMVE21988, NEMVE15841	DROME05971, DROME05972, DROME17147, DROME05970
OG0001970	NEMVE13293	DROME01570, DROME01569
OG0001971	NEMVE06261	DROME18313
OG0001972	NEMVE06243, NEMVE11911	DROME05855, DROME05853, DROME05851, DROME05852, DROME05854, DROME05846, DROME05850, DROME05847, DROME05848, DROME05849
OG0001974	NEMVE09975	DROME13436, DROME02402
OG0001987	NEMVE13766	DROME14340
OG0001988	NEMVE13461, NEMVE20802, NEMVE11686	DROME11741
OG0001989	NEMVE06852	DROME00900, DROME00899, DROME00898, DROME00902, DROME00901
OG0001990	NEMVE09795	DROME05964
OG0001991	NEMVE23863, NEMVE01568, NEMVE00098, NEMVE02070, NEMVE18696, NEMVE25712, NEMVE03452, NEMVE15203, NEMVE11589, NEMVE17113	DROME05985
OG0001992	NEMVE10979	DROME21257
OG0001993	NEMVE04996	DROME12806, DROME12805
OG0001994	NEMVE05452	DROME13142
OG0001996	NEMVE18632, NEMVE13507	DROME14824, DROME00344
OG0001998	NEMVE25642	DROME09606
OG0001999	NEMVE03425	DROME20622, DROME20625, DROME20626, DROME20624, DROME20623, DROME20627
OG0002000	NEMVE05625, NEMVE16765	DROME04109
OG0002001	NEMVE14609, NEMVE10299	DROME19332, DROME19331
OG0002002	NEMVE18499	DROME05757, DROME05756
OG0002003	NEMVE13572	DROME00292
OG0002004	NEMVE24875	DROME11378
OG0002006	NEMVE18013	DROME06376, DROME06377, DROME06378
OG0002007	NEMVE10091	DROME19057, DROME19058, DROME19056
OG0002008	NEMVE21351, NEMVE07071	DROME04686, DROME04688, DROME04687, DROME04685
OG0002009	NEMVE16636	DROME09784
OG0002009	NEMVE14215	DROME15775, DROME15776, DROME15777
OG0002011	NEMVE07404, NEMVE13629, NEMVE13630	DROME06968, DROME06969, DROME06970
OG0002012	NEMVE23797	DROME19135
OG0002013	NEMVE22426	DROME04069, DROME08149
OG0002015	NEMVE17796	DROME14274, DROME14276
OG0002015	NEMVE22689	DROME14275
OG0002016	NEMVE07667	DROME00587, DROME06733, DROME06734, DROME12753
OG0002017	NEMVE13696	DROME18396, DROME18395
OG0002018	NEMVE13280	DROME20847, DROME20850, DROME20840, DROME20843, DROME20851, DROME20841, DROME20842, DROME20848, DROME20846, DROME20844, DROME20849, DROME20839, DROME20845
OG0002020	NEMVE04992	DROME08263, DROME08264, DROME08266, DROME08262, DROME08265
OG0002023	NEMVE10441, NEMVE18028	DROME06991, DROME06989, DROME06990
OG0002024	NEMVE25593	DROME06569, DROME06570
OG0002026	NEMVE05540	DROME20307
OG0002027	NEMVE24604	DROME02939, DROME02938, DROME02937, DROME02936
OG0002029	NEMVE16639, NEMVE13568	DROME21921
OG0002031	NEMVE22573	DROME21699, DROME13546
OG0002032	NEMVE22365	DROME01693
OG0002034	NEMVE07403	DROME19923
OG0002035	NEMVE02576	DROME04340, DROME04341
OG0002036	NEMVE14928	DROME13894, DROME13900, DROME13895, DROME13898, DROME13892, DROME13893, DROME13899, DROME13891, DROME13890, DROME13896, DROME13897, DROME13901
OG0002039	NEMVE03515	DROME06371
OG0002043	NEMVE21953	DROME10764, DROME10766, DROME10765
OG0002057	NEMVE12053, NEMVE05212	DROME04633
OG0002059	NEMVE14966	DROME20230, DROME20232, DROME20229, DROME20231
OG0002060	NEMVE25745, NEMVE20567	DROME09129, DROME09133, DROME09132, DROME09130, DROME09131
OG0002062	NEMVE07454	DROME05606, DROME05610, DROME05608, DROME05609, DROME05605, DROME05607, DROME05604
OG0002063	NEMVE13375	DROME00486, DROME00487
OG0002064	NEMVE23001, NEMVE11474, NEMVE17878	DROME00620
OG0002065	NEMVE18590, NEMVE21310	DROME13540
OG0002066	NEMVE22624, NEMVE06128	DROME10594
OG0002068	NEMVE21886	DROME17295
OG0002069	NEMVE18129, NEMVE24957	DROME14513
OG0002072	NEMVE02258	DROME11499
OG0002072	NEMVE14383	DROME00915, DROME00916
OG0002073	NEMVE08047	DROME02887, DROME17696
OG0002074	NEMVE22585, NEMVE24126, NEMVE24125, NEMVE23976	DROME01991, DROME01990, DROME21599
OG0002075	NEMVE16708	DROME02656
OG0002075	NEMVE04739, NEMVE05884	DROME15499
OG0002076	NEMVE01949	DROME15179, DROME15178
OG0002077	NEMVE06634	DROME13449, DROME13454, DROME13450, DROME13452, DROME13453, DROME13455, DROME13451, DROME13448, DROME13443, DROME13445, DROME13447, DROME13446, DROME13444
OG0002078	NEMVE06296	DROME10262, DROME10261, DROME10264, DROME10263, DROME10265
OG0002079	NEMVE21701	DROME05628
OG0002080	NEMVE01454, NEMVE01941	DROME04483, DROME04484, DROME04485
OG0002085	NEMVE19065	DROME18248
OG0002086	NEMVE23568	DROME13913, DROME13914
OG0002087	NEMVE06824	DROME20417, DROME20418
OG0002088	NEMVE22862	DROME13167, DROME13168
OG0002090	NEMVE00378, NEMVE20058, NEMVE00177, NEMVE11698	DROME21229
OG0002091	NEMVE08018	DROME17168, DROME17169, DROME17167, DROME17170
OG0002093	NEMVE26014	DROME10388
OG0002095	NEMVE25728	DROME02416, DROME02415
OG0002097	NEMVE13006, NEMVE08209	DROME08772, DROME08771
OG0002099	NEMVE11724, NEMVE05667	DROME20021, DROME20022, DROME20015, DROME20018, DROME20014, DROME20017, DROME20016, DROME20019, DROME20020, DROME20013
OG0002100	NEMVE05455	DROME20043
OG0002101	NEMVE18728	DROME06706, DROME06705, DROME16968
OG0002103	NEMVE24638	DROME11171, DROME20108
OG0002104	NEMVE14433	DROME01971, DROME01970
OG0002105	NEMVE05828	DROME17111
OG0002106	NEMVE23849	DROME18977
OG0002107	NEMVE13149	DROME12159
OG0002108	NEMVE14269, NEMVE14369, NEMVE00973	DROME07243, DROME07242
OG0002122	NEMVE24209	DROME15052
OG0002123	NEMVE15053	DROME20895, DROME02760
OG0002127	NEMVE08630, NEMVE20387, NEMVE11283, NEMVE02273	DROME04070, DROME05393
OG0002131	NEMVE14040	DROME03421, DROME03420
OG0002134	NEMVE03152, NEMVE15719	DROME02377
OG0002135	NEMVE08407, NEMVE00050	DROME20033, DROME20034, DROME20032, DROME17825
OG0002137	NEMVE20092, NEMVE08641	DROME20125
OG0002137	NEMVE14838	DROME03541
OG0002138	NEMVE07042	DROME17634
OG0002139	NEMVE04928	DROME01483
OG0002141	NEMVE14733	DROME13208, DROME13209, DROME13210, DROME13207, DROME13206
OG0002142	NEMVE23121	DROME05472, DROME05474, DROME05473
OG0002144	NEMVE24612	DROME15087, DROME15088, DROME15089
OG0002146	NEMVE14303, NEMVE22492	DROME20089
OG0002147	NEMVE14395	DROME18735, DROME18736
OG0002148	NEMVE17376	DROME16614
OG0002148	NEMVE13123	DROME20422
OG0002149	NEMVE24016	DROME00514
OG0002150	NEMVE13668	DROME13889, DROME13888, DROME15137
OG0002151	NEMVE14212	DROME14316
OG0002152	NEMVE13660	DROME10626
OG0002153	NEMVE03368	DROME16762, DROME16761, DROME16759, DROME16758, DROME16760
OG0002155	NEMVE16600, NEMVE14292	DROME08485
OG0002156	NEMVE22212	DROME12292
OG0002157	NEMVE05285	DROME18538, DROME18535, DROME18537, DROME18536, DROME18539
OG0002158	NEMVE23716	DROME08010
OG0002159	NEMVE22508	DROME17743, DROME17744
OG0002160	NEMVE14377	DROME12795
OG0002166	NEMVE07576	DROME06834, DROME06833
OG0002167	NEMVE03075	DROME18309, DROME18308, DROME18307, DROME18306
OG0002168	NEMVE23404	DROME20356
OG0002168	NEMVE16843	DROME07753
OG0002169	NEMVE25833	DROME16101
OG0002170	NEMVE13172, NEMVE13595	DROME18118, DROME08334
OG0002171	NEMVE18921	DROME01331
OG0002172	NEMVE04603	DROME16091
OG0002173	NEMVE21933	DROME01352
OG0002173	NEMVE09938	DROME18848
OG0002175	NEMVE13452	DROME15015
OG0002176	NEMVE25148	DROME11990
OG0002177	NEMVE06715	DROME06974, DROME06976, DROME06975
OG0002179	NEMVE05933	DROME10648, DROME10649
OG0002182	NEMVE24371	DROME12410
OG0002184	NEMVE24412	DROME09706, DROME09707
OG0002185	NEMVE15000, NEMVE23238	DROME03508, DROME03506
OG0002187	NEMVE22527	DROME02679, DROME18572
OG0002188	NEMVE13879	DROME16936
