Orthogroup	NEMVE	CAPO3
OG0002746	NEMVE14034	CAPO301404
OG0002747	NEMVE10058	CAPO308121
OG0002749	NEMVE18522	CAPO305516
OG0002750	NEMVE06505	CAPO305820
OG0002751	NEMVE13229, NEMVE05459	CAPO300590
OG0002752	NEMVE14798	CAPO306571
OG0002753	NEMVE01848	CAPO301419
OG0002755	NEMVE14620, NEMVE21361	CAPO303504
OG0002756	NEMVE15690	CAPO302206
OG0002757	NEMVE17082, NEMVE24251	CAPO301022
OG0002758	NEMVE19236, NEMVE14585	CAPO302892, CAPO307678
OG0002760	NEMVE15085	CAPO306120
OG0002763	NEMVE22020	CAPO301217
OG0002764	NEMVE22629, NEMVE15240, NEMVE15234	CAPO300451
OG0002765	NEMVE13625	CAPO307679
OG0002766	NEMVE19107	CAPO300475
OG0002767	NEMVE04648, NEMVE13082	CAPO302818
OG0002770	NEMVE01948	CAPO300723
OG0002771	NEMVE16523	CAPO307480
OG0002772	NEMVE13724	CAPO301657
OG0002773	NEMVE14937	CAPO300783
OG0002773	NEMVE03996	CAPO303160
OG0002774	NEMVE11224	CAPO301900
OG0002774	NEMVE09708	CAPO304134
OG0002776	NEMVE10201	CAPO300785
OG0002779	NEMVE20429, NEMVE24259	CAPO306710
OG0002780	NEMVE17788, NEMVE19824	CAPO306806
OG0002782	NEMVE21836, NEMVE21854, NEMVE13717	CAPO301842
OG0002785	NEMVE16275	CAPO300520
OG0002787	NEMVE07799	CAPO307667
OG0002788	NEMVE07375, NEMVE07382	CAPO304831
OG0002790	NEMVE06424	CAPO302263
OG0002799	NEMVE05411	CAPO301814
OG0002814	NEMVE08977	CAPO300792
OG0002815	NEMVE22680	CAPO305247
OG0002816	NEMVE06143	CAPO300822
OG0002817	NEMVE09140	CAPO305631
OG0002818	NEMVE06616	CAPO300344
OG0002821	NEMVE25281, NEMVE14949, NEMVE01772	CAPO300805, CAPO300806
OG0002822	NEMVE14520	CAPO300505
OG0002824	NEMVE22929	CAPO304804
OG0002825	NEMVE24994	CAPO303958
OG0002826	NEMVE14159	CAPO305161
OG0002827	NEMVE07236, NEMVE07233	CAPO302357
OG0002828	NEMVE01026	CAPO302033
OG0002831	NEMVE11024	CAPO303454
OG0002833	NEMVE05241	CAPO302961
OG0002835	NEMVE13928	CAPO306542
OG0002836	NEMVE14108	CAPO301463
OG0002837	NEMVE22356	CAPO304096
OG0002838	NEMVE05515, NEMVE13260	CAPO305478
OG0002839	NEMVE06645, NEMVE01567	CAPO302420
OG0002841	NEMVE15108	CAPO302293
OG0002842	NEMVE25355	CAPO300353
OG0002843	NEMVE25122	CAPO300339
OG0002844	NEMVE15610, NEMVE16546, NEMVE14077, NEMVE24215	CAPO306381, CAPO305443
OG0002845	NEMVE23061	CAPO305717
OG0002847	NEMVE13774, NEMVE01467	CAPO307024
OG0002848	NEMVE02441	CAPO306888
OG0002850	NEMVE09779	CAPO305439
OG0002851	NEMVE03383	CAPO304239
OG0002858	NEMVE02414	CAPO302020
OG0002860	NEMVE07076	CAPO304305
OG0002864	NEMVE00985	CAPO303007
OG0002865	NEMVE18149, NEMVE18147	CAPO302058
OG0002866	NEMVE17504	CAPO307089
OG0002868	NEMVE14448	CAPO307730
OG0002870	NEMVE07654	CAPO303935
OG0002873	NEMVE21268, NEMVE05265, NEMVE12775	CAPO302439
OG0002875	NEMVE22501, NEMVE23936	CAPO302434
OG0002876	NEMVE07039	CAPO302622
OG0002883	NEMVE06407	CAPO300600
OG0002884	NEMVE13675, NEMVE12384	CAPO306804
OG0002888	NEMVE09800	CAPO302979
OG0002890	NEMVE25436	CAPO307147
OG0002891	NEMVE14385	CAPO305115
OG0002894	NEMVE03536	CAPO307506
OG0002895	NEMVE21938	CAPO306767, CAPO303745
OG0002897	NEMVE06961	CAPO306671
OG0002899	NEMVE04557	CAPO306014
OG0002900	NEMVE23547	CAPO303795
OG0002902	NEMVE22439, NEMVE18562	CAPO300125
OG0002907	NEMVE02943	CAPO303347
OG0002908	NEMVE14541, NEMVE22083	CAPO301293
OG0002909	NEMVE04695	CAPO302801
OG0002910	NEMVE11186	CAPO304697
OG0002911	NEMVE20293, NEMVE08989	CAPO306312
OG0002913	NEMVE10491	CAPO307505
OG0002914	NEMVE23150	CAPO304158
OG0002915	NEMVE19643	CAPO307623
OG0002917	NEMVE14947, NEMVE20867	CAPO304597
OG0002921	NEMVE25771	CAPO307445
OG0002922	NEMVE10039	CAPO305731
OG0002923	NEMVE25758	CAPO307207
OG0002926	NEMVE14101	CAPO301908
OG0002927	NEMVE23439, NEMVE21167	CAPO307647
OG0002944	NEMVE07941, NEMVE14748, NEMVE20701	CAPO306630
OG0002945	NEMVE20667, NEMVE25829, NEMVE19739	CAPO307786
OG0002946	NEMVE20091, NEMVE15761, NEMVE20044, NEMVE23258	CAPO302209
OG0002947	NEMVE06658, NEMVE13386, NEMVE12405	CAPO306510
OG0002948	NEMVE08172	CAPO303072
OG0002949	NEMVE02841, NEMVE22682	CAPO305527, CAPO304499
OG0002950	NEMVE15023, NEMVE08674, NEMVE08665	CAPO302322
OG0002952	NEMVE14872	CAPO304062, CAPO304063
OG0002953	NEMVE01967	CAPO305937
OG0002954	NEMVE09987	CAPO303510
OG0002955	NEMVE23334	CAPO305617
OG0002957	NEMVE24351	CAPO303846
OG0002959	NEMVE17634, NEMVE08292	CAPO305557
OG0002960	NEMVE17296, NEMVE24935	CAPO301301
OG0002961	NEMVE15141, NEMVE21670, NEMVE13757, NEMVE24574	CAPO306313
OG0002962	NEMVE13850	CAPO302937
OG0002968	NEMVE08461	CAPO306161
OG0002969	NEMVE16923	CAPO301408
OG0002973	NEMVE14446	CAPO301405
OG0002974	NEMVE25810, NEMVE16053, NEMVE12234	CAPO300358
OG0002976	NEMVE21472, NEMVE16983	CAPO304649
OG0002977	NEMVE23902	CAPO306762
OG0002979	NEMVE20703	CAPO300623
OG0002981	NEMVE13758	CAPO305421
OG0002982	NEMVE19019	CAPO306469
OG0002983	NEMVE14799	CAPO302346
OG0002985	NEMVE09374	CAPO300589
OG0002987	NEMVE13966	CAPO306603
OG0002988	NEMVE17993, NEMVE18119, NEMVE22698, NEMVE12168, NEMVE21696	CAPO300003
OG0002990	NEMVE22509	CAPO304869
OG0002991	NEMVE10995, NEMVE19941	CAPO300778
OG0002992	NEMVE15343	CAPO307180
OG0002994	NEMVE07053, NEMVE14678	CAPO307303
OG0002997	NEMVE10464, NEMVE15011, NEMVE11044, NEMVE10721	CAPO307685
OG0002998	NEMVE21235, NEMVE07505	CAPO302958
OG0003001	NEMVE04781	CAPO302423
OG0003002	NEMVE06701, NEMVE21583, NEMVE01740, NEMVE22217	CAPO304848
OG0003004	NEMVE01048	CAPO304489
OG0003005	NEMVE23085	CAPO302131
OG0003005	NEMVE06949	CAPO302452, CAPO300516
OG0003006	NEMVE05380, NEMVE13182	CAPO302605
OG0003010	NEMVE05883	CAPO303642
OG0003012	NEMVE14500	CAPO302272
OG0003014	NEMVE14970	CAPO304419
OG0003016	NEMVE13442	CAPO301025
OG0003017	NEMVE14592, NEMVE20788	CAPO303755
OG0003018	NEMVE13086	CAPO301697
OG0003020	NEMVE13860, NEMVE14831	CAPO306543, CAPO306821
OG0003022	NEMVE16219, NEMVE17526, NEMVE23587	CAPO308155
OG0003024	NEMVE15701, NEMVE14428	CAPO300933
OG0003025	NEMVE18058	CAPO306077
OG0003026	NEMVE16626	CAPO304742
OG0003027	NEMVE12034, NEMVE01646, NEMVE24954	CAPO302145
OG0003028	NEMVE23714	CAPO307794
OG0003029	NEMVE01153	CAPO301992
OG0003030	NEMVE22656	CAPO304737
OG0003033	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621	CAPO300181
OG0003034	NEMVE18430	CAPO300214, CAPO307271
OG0003037	NEMVE16728, NEMVE16727	CAPO305626
OG0003038	NEMVE01498	CAPO300861
OG0003041	NEMVE00931, NEMVE09001	CAPO306033
OG0003042	NEMVE06974, NEMVE01686	CAPO301480
OG0003043	NEMVE04685	CAPO304921
OG0003044	NEMVE23709, NEMVE22835, NEMVE06408	CAPO300082
OG0003046	NEMVE00912	CAPO302851
OG0003048	NEMVE11900	CAPO300169
OG0003049	NEMVE13400, NEMVE20256	CAPO300501, CAPO307086, CAPO305726
OG0003053	NEMVE09913	CAPO305034
OG0003054	NEMVE10073	CAPO305605
OG0003055	NEMVE03488	CAPO307832
OG0003056	NEMVE08587, NEMVE03915	CAPO300334
OG0003058	NEMVE02311, NEMVE06214, NEMVE08497	CAPO305219
OG0003059	NEMVE14365	CAPO307928
OG0003060	NEMVE06198	CAPO300265
OG0003063	NEMVE05637	CAPO306091
OG0003064	NEMVE14804	CAPO303600
OG0003065	NEMVE19798, NEMVE01502	CAPO305486
OG0003067	NEMVE22043	CAPO301062
OG0003071	NEMVE22922	CAPO303765
OG0003072	NEMVE06185	CAPO300719
OG0003073	NEMVE14699, NEMVE15009	CAPO300571
OG0003074	NEMVE07409	CAPO305232
OG0003079	NEMVE15110	CAPO303732
OG0003103	NEMVE17815, NEMVE09551	CAPO300058
OG0003104	NEMVE05338	CAPO300208
OG0003105	NEMVE20895, NEMVE14871, NEMVE08962	CAPO307560, CAPO307561
OG0003106	NEMVE13367	CAPO300222
OG0003107	NEMVE04878	CAPO305408
OG0003108	NEMVE21879	CAPO307100
OG0003110	NEMVE22391	CAPO302380
OG0003111	NEMVE01120, NEMVE09389, NEMVE22410	CAPO305398
OG0003112	NEMVE05734	CAPO305044
OG0003113	NEMVE15155, NEMVE20084, NEMVE03544	CAPO300369
OG0003113	NEMVE14843	CAPO303380
OG0003114	NEMVE14366, NEMVE00009, NEMVE13168, NEMVE12974, NEMVE03951	CAPO305811
OG0003115	NEMVE00301, NEMVE10683	CAPO305328
OG0003116	NEMVE13077	CAPO304220
OG0003119	NEMVE25471	CAPO301756
OG0003121	NEMVE06066	CAPO300078
OG0003122	NEMVE18538, NEMVE14780, NEMVE01334	CAPO305152
OG0003124	NEMVE07294	CAPO307110
OG0003125	NEMVE08001	CAPO308199
OG0003126	NEMVE22974	CAPO302418
OG0003128	NEMVE24270	CAPO300639
OG0003130	NEMVE01488, NEMVE21603	CAPO308112
OG0003131	NEMVE22604	CAPO301104
OG0003135	NEMVE14450	CAPO304970
OG0003136	NEMVE18312	CAPO303233
OG0003138	NEMVE08372	CAPO307798
OG0003141	NEMVE13946	CAPO300915
OG0003144	NEMVE13803	CAPO304802
OG0003145	NEMVE00755, NEMVE22594, NEMVE14437	CAPO301669
OG0003146	NEMVE21927	CAPO304953
OG0003147	NEMVE02983	CAPO305754
OG0003149	NEMVE13799	CAPO303321
OG0003150	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919	CAPO304553
OG0003151	NEMVE16806, NEMVE23231	CAPO302311
OG0003153	NEMVE14674	CAPO305242
OG0003154	NEMVE25099	CAPO308152
OG0003157	NEMVE04632	CAPO300659
OG0003158	NEMVE04924	CAPO304754
OG0003159	NEMVE13613, NEMVE14314	CAPO307514
OG0003160	NEMVE13326, NEMVE24320, NEMVE07604	CAPO305734
OG0003161	NEMVE04772	CAPO307952, CAPO307190, CAPO305141
OG0003162	NEMVE13463	CAPO303406
OG0003163	NEMVE21987	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	NEMVE17247	CAPO302879
OG0003165	NEMVE08402	CAPO302597
OG0003166	NEMVE23899	CAPO306562
OG0003169	NEMVE23426	CAPO302137
OG0003172	NEMVE13880	CAPO306984
OG0003174	NEMVE00181, NEMVE14667	CAPO306817
OG0003175	NEMVE10111, NEMVE15002	CAPO306274
OG0003176	NEMVE05784, NEMVE14676	CAPO307890
OG0003177	NEMVE22856, NEMVE21516, NEMVE20645, NEMVE15289, NEMVE21095	CAPO305441
OG0003178	NEMVE05084	CAPO303283
OG0003179	NEMVE14494, NEMVE20675	CAPO300801
OG0003181	NEMVE09804	CAPO304354
OG0003182	NEMVE14953	CAPO308003
OG0003184	NEMVE14706	CAPO303123
OG0003185	NEMVE11277, NEMVE11278	CAPO301951
OG0003187	NEMVE20444, NEMVE23086	CAPO303479
OG0003189	NEMVE07613	CAPO303157
OG0003191	NEMVE13976	CAPO306279
OG0003192	NEMVE03402, NEMVE13504	CAPO301014
OG0003193	NEMVE09272	CAPO301211
OG0003194	NEMVE21245, NEMVE03000	CAPO301882
OG0003196	NEMVE09009, NEMVE09005	CAPO306231
OG0003199	NEMVE25466	CAPO305890
OG0003200	NEMVE06404, NEMVE11235	CAPO301026
OG0003202	NEMVE08285	CAPO307016
OG0003203	NEMVE23504	CAPO305085
OG0003206	NEMVE13786	CAPO306250
OG0003207	NEMVE13760	CAPO301521
OG0003210	NEMVE12348	CAPO303247
OG0003211	NEMVE25111	CAPO307771
OG0003212	NEMVE08610	CAPO300076
OG0003214	NEMVE11275, NEMVE11276, NEMVE19887	CAPO305438
OG0003215	NEMVE05074	CAPO305646
OG0003217	NEMVE25774	CAPO304366
OG0003218	NEMVE06170	CAPO308113
OG0003219	NEMVE24114	CAPO306660
OG0003220	NEMVE23346, NEMVE12080	CAPO304799
OG0003221	NEMVE24005, NEMVE13322	CAPO300283
OG0003223	NEMVE13687	CAPO307650
OG0003225	NEMVE14015	CAPO303179
OG0003227	NEMVE19641, NEMVE21244, NEMVE10942, NEMVE01203	CAPO306597
OG0003228	NEMVE06914	CAPO305495
OG0003230	NEMVE21692	CAPO301507
OG0003231	NEMVE13764	CAPO301890
OG0003235	NEMVE11954, NEMVE22173	CAPO301047
OG0003238	NEMVE23364	CAPO305586
OG0003240	NEMVE15334	CAPO303081
OG0003251	NEMVE01548	CAPO307251
OG0003252	NEMVE13979	CAPO305303
OG0003254	NEMVE05092	CAPO307938
OG0003255	NEMVE09782	CAPO301338
OG0003257	NEMVE12072, NEMVE13838	CAPO303231
OG0003263	NEMVE22513	CAPO303458
OG0003264	NEMVE15698	CAPO306409
OG0003266	NEMVE14097	CAPO303168
OG0003267	NEMVE16965	CAPO300914
OG0003268	NEMVE11716, NEMVE22429	CAPO301821
OG0003269	NEMVE24476	CAPO304139
OG0003272	NEMVE06426	CAPO300665
OG0003273	NEMVE13710, NEMVE08681, NEMVE15126, NEMVE08691, NEMVE11258	CAPO307851
OG0003277	NEMVE24088	CAPO306142
OG0003278	NEMVE08010, NEMVE00618, NEMVE15826, NEMVE15824, NEMVE15827, NEMVE03405	CAPO306634
OG0003279	NEMVE14441	CAPO306251
OG0003283	NEMVE00381, NEMVE23430	CAPO304400
OG0003284	NEMVE16097, NEMVE21149	CAPO302648
OG0003287	NEMVE08529	CAPO306546
OG0003288	NEMVE04690, NEMVE13954	CAPO307866
OG0003290	NEMVE01103	CAPO307662, CAPO300441
OG0003291	NEMVE10692, NEMVE20230	CAPO306657
OG0003293	NEMVE20379, NEMVE04909, NEMVE20380	CAPO300956
OG0003294	NEMVE06441	CAPO303988
OG0003296	NEMVE22460	CAPO301282
OG0003297	NEMVE11100	CAPO307941
OG0003298	NEMVE04703	CAPO306456
OG0003301	NEMVE21850, NEMVE21705	CAPO300201
OG0003302	NEMVE13748, NEMVE24532	CAPO303848
OG0003306	NEMVE23183, NEMVE24655	CAPO303291
OG0003309	NEMVE14486	CAPO301499
OG0003315	NEMVE19702, NEMVE25813, NEMVE20375, NEMVE00123	CAPO301649
OG0003316	NEMVE07618	CAPO300235
OG0003317	NEMVE05254	CAPO304285
OG0003318	NEMVE22763	CAPO302830
OG0003320	NEMVE13147	CAPO303640
OG0003324	NEMVE17427, NEMVE17426, NEMVE20502	CAPO308312
OG0003325	NEMVE07678, NEMVE04776	CAPO300972, CAPO304961
OG0003326	NEMVE23156	CAPO308259
OG0003329	NEMVE22267	CAPO303336
OG0003331	NEMVE24492	CAPO303947
OG0003332	NEMVE25694	CAPO307894
OG0003333	NEMVE00058	CAPO307836
OG0003334	NEMVE03565	CAPO305710
OG0003335	NEMVE01928, NEMVE19241	CAPO302255
OG0003340	NEMVE15762, NEMVE20934	CAPO305389
OG0003341	NEMVE01952	CAPO301683
OG0003343	NEMVE18683	CAPO308043
OG0003348	NEMVE23418	CAPO308059, CAPO308052
OG0003349	NEMVE14973	CAPO300780
OG0003353	NEMVE06482	CAPO304897
OG0003354	NEMVE14304	CAPO300396
OG0003355	NEMVE08592	CAPO308186
OG0003356	NEMVE06309	CAPO306224
OG0003357	NEMVE22497, NEMVE12768	CAPO307953
OG0003358	NEMVE23739	CAPO307281
OG0003359	NEMVE13744	CAPO303262, CAPO304527
OG0003360	NEMVE07902, NEMVE20499	CAPO301722
OG0003361	NEMVE14739	CAPO301802
OG0003362	NEMVE00976	CAPO306572
OG0003364	NEMVE01971	CAPO301569
OG0003365	NEMVE05803, NEMVE02101, NEMVE23416	CAPO301538
OG0003366	NEMVE21908	CAPO302011
OG0003368	NEMVE21767, NEMVE00061	CAPO307793
OG0003369	NEMVE09534, NEMVE11386	CAPO305084
OG0003370	NEMVE18949, NEMVE19237	CAPO302725
OG0003373	NEMVE24072	CAPO301869
OG0003374	NEMVE13211	CAPO305683
OG0003375	NEMVE19185	CAPO301633, CAPO305837
OG0003376	NEMVE16260, NEMVE11402, NEMVE11401	CAPO306560
OG0003377	NEMVE15318	CAPO301205
OG0003378	NEMVE16798	CAPO305510
OG0003379	NEMVE20545, NEMVE16052	CAPO301575
OG0003380	NEMVE22683	CAPO301115
OG0003382	NEMVE15638	CAPO302262
OG0003383	NEMVE23495	CAPO305778
OG0003384	NEMVE00423	CAPO306617
OG0003386	NEMVE24105	CAPO300917
OG0003388	NEMVE21475, NEMVE08840, NEMVE15438	CAPO302657, CAPO304459, CAPO302957
OG0003391	NEMVE17395, NEMVE05209	CAPO301846
OG0003392	NEMVE09110	CAPO304278
OG0003393	NEMVE10476, NEMVE13045, NEMVE23905	CAPO304102
OG0003419	NEMVE08218, NEMVE13021	CAPO301040
OG0003421	NEMVE13078, NEMVE04651, NEMVE09589	CAPO300028
OG0003422	NEMVE07883, NEMVE20521, NEMVE01482	CAPO300121
OG0003424	NEMVE00293, NEMVE16825, NEMVE25971	CAPO307323
OG0003425	NEMVE02069	CAPO304371
OG0003426	NEMVE04788	CAPO301532
OG0003428	NEMVE22338	CAPO300586
OG0003429	NEMVE22490	CAPO307638
OG0003430	NEMVE24395	CAPO305848
OG0003431	NEMVE04794	CAPO308284
OG0003434	NEMVE19996, NEMVE14429	CAPO303572
OG0003435	NEMVE13652	CAPO300552
OG0003438	NEMVE17966	CAPO304548, CAPO305602, CAPO302554
OG0003443	NEMVE23998, NEMVE21086	CAPO306901, CAPO306924
OG0003447	NEMVE24666, NEMVE08211	CAPO304621, CAPO305856
OG0003448	NEMVE10129	CAPO305307
OG0003449	NEMVE09972, NEMVE16813, NEMVE09971, NEMVE09976, NEMVE11728, NEMVE00441	CAPO304421
OG0003450	NEMVE23497	CAPO304313
OG0003451	NEMVE07235	CAPO302760
OG0003453	NEMVE14861, NEMVE07006, NEMVE20495	CAPO304718
OG0003454	NEMVE14065	CAPO305798
OG0003455	NEMVE24559, NEMVE20985, NEMVE20509, NEMVE17543	CAPO300221
OG0003456	NEMVE14823	CAPO305023
OG0003457	NEMVE18246, NEMVE18245	CAPO307022
OG0003458	NEMVE04918, NEMVE17272	CAPO301287
OG0003459	NEMVE06913, NEMVE20106	CAPO304210
OG0003461	NEMVE23166	CAPO304469
OG0003462	NEMVE20879, NEMVE19614, NEMVE15109	CAPO306452
OG0003464	NEMVE21995, NEMVE25422	CAPO306136
OG0003465	NEMVE00981	CAPO307530
OG0003467	NEMVE14975, NEMVE20626, NEMVE11976	CAPO306150
OG0003471	NEMVE13566	CAPO304216
OG0003475	NEMVE00257, NEMVE23354	CAPO307501
OG0003476	NEMVE12591	CAPO306987
OG0003477	NEMVE15677, NEMVE14421	CAPO308122
OG0003478	NEMVE14744	CAPO300139
OG0003479	NEMVE22549	CAPO302288
OG0003480	NEMVE09026	CAPO303582
OG0003483	NEMVE22468	CAPO305509
OG0003486	NEMVE08417, NEMVE11925	CAPO304249
OG0003487	NEMVE22483	CAPO300925
OG0003489	NEMVE05755	CAPO305291
OG0003491	NEMVE14708	CAPO304911
OG0003492	NEMVE06260	CAPO306303
OG0003493	NEMVE15798	CAPO306533
OG0003497	NEMVE01002	CAPO305660
OG0003498	NEMVE10613, NEMVE20419	CAPO306898
OG0003499	NEMVE25845	CAPO301160
OG0003500	NEMVE05089, NEMVE12196	CAPO304927
OG0003501	NEMVE13383	CAPO303209
OG0003502	NEMVE06419	CAPO306906
OG0003503	NEMVE14218, NEMVE14261	CAPO307158
OG0003504	NEMVE05266, NEMVE14390	CAPO304351
OG0003505	NEMVE05913	CAPO305207
OG0003506	NEMVE25216	CAPO302826
OG0003507	NEMVE06192	CAPO303307
OG0003508	NEMVE10416	CAPO307911
OG0003509	NEMVE10409	CAPO305689
OG0003511	NEMVE22014, NEMVE01517	CAPO307348, CAPO308352
OG0003512	NEMVE13867	CAPO303974
OG0003512	NEMVE20614, NEMVE08803, NEMVE19792	CAPO303631, CAPO302677, CAPO302168
OG0003515	NEMVE07802	CAPO307211
OG0003518	NEMVE17403, NEMVE07929	CAPO307641
OG0003519	NEMVE22344	CAPO307608
OG0003522	NEMVE24059, NEMVE16819	CAPO306659
OG0003523	NEMVE07334	CAPO304976
OG0003528	NEMVE12358, NEMVE13793	CAPO306484
OG0003531	NEMVE23009	CAPO300308
OG0003532	NEMVE01942	CAPO303744
OG0003533	NEMVE21770	CAPO301327
OG0003537	NEMVE15401, NEMVE22084	CAPO301555
OG0003538	NEMVE24834	CAPO301093
OG0003539	NEMVE14225	CAPO300449
OG0003541	NEMVE05768	CAPO300603
OG0003543	NEMVE21904	CAPO301989
OG0003544	NEMVE21778	CAPO300418
OG0003546	NEMVE00903	CAPO303583
OG0003547	NEMVE21707	CAPO308031
OG0003550	NEMVE14633	CAPO300137
OG0003551	NEMVE25468	CAPO308286
OG0003552	NEMVE13583	CAPO307114
OG0003554	NEMVE05007	CAPO301001
OG0003556	NEMVE17151	CAPO302339
OG0003557	NEMVE14925, NEMVE12283	CAPO306086
OG0003561	NEMVE01009, NEMVE02397	CAPO301198
OG0003562	NEMVE13820	CAPO303388
OG0003563	NEMVE09047, NEMVE25142	CAPO300808, CAPO301102
OG0003564	NEMVE07651, NEMVE05001	CAPO300720
OG0003566	NEMVE24534	CAPO300164
OG0003567	NEMVE14039	CAPO307296
OG0003568	NEMVE23185	CAPO303992
OG0003570	NEMVE24756	CAPO305849
OG0003573	NEMVE15669	CAPO300904
OG0003577	NEMVE01484	CAPO306764
OG0003578	NEMVE14882, NEMVE12325	CAPO307426
OG0003579	NEMVE14468	CAPO300766
OG0003582	NEMVE05180	CAPO302819
OG0003599	NEMVE20749, NEMVE06057, NEMVE00164	CAPO301420
OG0003607	NEMVE25182, NEMVE12941, NEMVE12994	CAPO301867
OG0003610	NEMVE07493, NEMVE14129	CAPO302401
OG0003611	NEMVE20829, NEMVE07655, NEMVE15407	CAPO306320
OG0003612	NEMVE22973	CAPO304993
OG0003613	NEMVE08287	CAPO305029
OG0003617	NEMVE04879	CAPO306844
OG0003617	NEMVE02770	CAPO301490
OG0003618	NEMVE14538	CAPO302109
OG0003619	NEMVE25213	CAPO304837
OG0003620	NEMVE14400	CAPO306673
OG0003621	NEMVE24715	CAPO302199
OG0003622	NEMVE09372	CAPO305075
OG0003624	NEMVE13806, NEMVE20665	CAPO303633
OG0003630	NEMVE01474	CAPO308012
OG0003631	NEMVE08973, NEMVE18120, NEMVE20518, NEMVE20475	CAPO303610
OG0003633	NEMVE24448, NEMVE25756	CAPO300056
OG0003635	NEMVE14571, NEMVE17691	CAPO308133
OG0003638	NEMVE14258	CAPO305555
OG0003640	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097	CAPO301244
OG0003641	NEMVE25925, NEMVE21020	CAPO300746
OG0003644	NEMVE14219, NEMVE19898	CAPO304835
OG0003645	NEMVE06456, NEMVE06446	CAPO307108
OG0003646	NEMVE06017	CAPO304914
OG0003647	NEMVE10850	CAPO306638
OG0003648	NEMVE10380	CAPO302617
OG0003649	NEMVE10970	CAPO301930
OG0003650	NEMVE01779	CAPO306633
OG0003651	NEMVE07230	CAPO305370
OG0003652	NEMVE14170	CAPO300427
OG0003655	NEMVE21782	CAPO303553
OG0003656	NEMVE23361	CAPO301350
OG0003658	NEMVE14339	CAPO303162
OG0003661	NEMVE00922, NEMVE12947	CAPO300815
OG0003664	NEMVE07963	CAPO305504
OG0003667	NEMVE05425	CAPO303859
OG0003668	NEMVE14297	CAPO300260
OG0003669	NEMVE07090	CAPO305883
OG0003671	NEMVE14323	CAPO308173
OG0003672	NEMVE08668	CAPO300582
OG0003676	NEMVE21802	CAPO304948
OG0003677	NEMVE22425	CAPO300011
OG0003679	NEMVE11368	CAPO304696
OG0003680	NEMVE13143	CAPO300884
OG0003682	NEMVE22975	CAPO301860
OG0003684	NEMVE10127, NEMVE10124	CAPO302734
OG0003685	NEMVE07449	CAPO305996
OG0003686	NEMVE09181	CAPO302144
OG0003687	NEMVE23894, NEMVE12128	CAPO301501
OG0003689	NEMVE15357	CAPO301215
OG0003690	NEMVE15068	CAPO307478
OG0003693	NEMVE09308	CAPO302269
OG0003694	NEMVE22408	CAPO307654
OG0003695	NEMVE01731	CAPO303363
OG0003696	NEMVE11320	CAPO304903
OG0003697	NEMVE17845	CAPO307718
OG0003698	NEMVE22878	CAPO306302
OG0003700	NEMVE05136, NEMVE03153	CAPO304411
OG0003703	NEMVE24764	CAPO305764
OG0003704	NEMVE24279	CAPO308213
OG0003710	NEMVE22261	CAPO301647
OG0003712	NEMVE13197	CAPO300556
OG0003716	NEMVE13656	CAPO303976
OG0003717	NEMVE06991	CAPO306282
OG0003718	NEMVE22937	CAPO307310
OG0003719	NEMVE08960	CAPO300227
OG0003720	NEMVE09562, NEMVE13058	CAPO300371
OG0003721	NEMVE13053, NEMVE10208, NEMVE18963	CAPO300976, CAPO300975
OG0003722	NEMVE01466, NEMVE20465	CAPO300031
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380	CAPO308007
OG0003724	NEMVE03637	CAPO307589
OG0003729	NEMVE25381	CAPO307394
OG0003730	NEMVE15317, NEMVE13968	CAPO305074
OG0003731	NEMVE23012	CAPO304053
OG0003732	NEMVE13725, NEMVE12470	CAPO306498
OG0003733	NEMVE13938, NEMVE18879	CAPO305671
OG0003734	NEMVE22526	CAPO305564
OG0003735	NEMVE02733, NEMVE23342	CAPO308150
OG0003738	NEMVE24821, NEMVE25967	CAPO304238
OG0003739	NEMVE09958	CAPO300467
OG0003740	NEMVE22455	CAPO307238
OG0003741	NEMVE00260, NEMVE22579	CAPO305770
OG0003742	NEMVE13350, NEMVE15271	CAPO303080
OG0003743	NEMVE21709	CAPO302360
OG0003744	NEMVE05864	CAPO306491
OG0003745	NEMVE24615	CAPO307585
OG0003749	NEMVE12728, NEMVE22325	CAPO306992
OG0003750	NEMVE13166	CAPO304840
OG0003752	NEMVE10007, NEMVE01099, NEMVE09376	CAPO306304
OG0003754	NEMVE12822, NEMVE01565	CAPO305643
OG0003755	NEMVE07225	CAPO300113
OG0003756	NEMVE08256	CAPO307901
OG0003758	NEMVE24097	CAPO308214
OG0003759	NEMVE07147	CAPO307476
OG0003760	NEMVE25257, NEMVE09652	CAPO304944
OG0003761	NEMVE03908, NEMVE06273	CAPO301690
OG0003762	NEMVE13179	CAPO303010
OG0003764	NEMVE01625, NEMVE08664	CAPO300879
OG0003767	NEMVE24136	CAPO301363
OG0003769	NEMVE25860	CAPO305668
OG0003770	NEMVE14300, NEMVE12978	CAPO300865, CAPO305387
OG0003771	NEMVE24800	CAPO300755
