Orthogroup	NEMVE	YEAST
OG0012364	NEMVE05050	YEAST01364
OG0012801	NEMVE06660	YEAST04938, YEAST04971
OG0014103	NEMVE15659	YEAST04946
OG0014188	NEMVE05355	YEAST01781
OG0015219	NEMVE07159, NEMVE16913	YEAST06205
OG0016568	NEMVE14200	YEAST04611, YEAST02099, YEAST04870
OG0016569	NEMVE15096	YEAST04871, YEAST02100, YEAST04612
OG0016886	NEMVE24178, NEMVE24306, NEMVE24052, NEMVE24241	YEAST00907
OG0017617	NEMVE21103	YEAST05589
OG0018168	NEMVE20904, NEMVE18762	YEAST03765, YEAST03183
OG0018372	NEMVE08969, NEMVE10031	YEAST03881, YEAST04797, YEAST05372
OG0018377	NEMVE03778	YEAST05238
OG0018378	NEMVE21640	YEAST03228, YEAST05359
OG0018379	NEMVE04360, NEMVE12563, NEMVE12564	YEAST02462
OG0020142	NEMVE12439	YEAST03810
OG0020448	NEMVE24040	YEAST04583
OG0020775	NEMVE13414, NEMVE23670, NEMVE21738	YEAST03265
OG0020789	NEMVE21590	YEAST00406
OG0020791	NEMVE04373	YEAST02980
OG0022636	NEMVE23235	YEAST03333
OG0022690	NEMVE03984	YEAST03637
OG0023807	NEMVE04056	YEAST02706
OG0024310	NEMVE12898	YEAST05310
OG0024312	NEMVE06787	YEAST04012
OG0024321	NEMVE12984	YEAST00780, YEAST00831
OG0024322	NEMVE12166	YEAST01978
OG0024335	NEMVE14425	YEAST01942, YEAST06149
OG0024338	NEMVE21558	YEAST02780
OG0024341	NEMVE04442	YEAST01335, YEAST03494
OG0024343	NEMVE21275	YEAST00580
OG0024348	NEMVE21579	YEAST03455
OG0024689	NEMVE23186	YEAST01592
OG0025698	NEMVE12275, NEMVE12544	YEAST04625
OG0025700	NEMVE13011	YEAST03649
OG0025702	NEMVE13845, NEMVE20466, NEMVE21749	YEAST05839
OG0025709	NEMVE15450, NEMVE16449, NEMVE23765	YEAST00674
OG0030083	NEMVE22454	YEAST00486
OG0030089	NEMVE24426	YEAST03777
OG0030103	NEMVE25893	YEAST02766
OG0030107	NEMVE20735	YEAST02343
OG0030117	NEMVE13047	YEAST01126
OG0030122	NEMVE13605	YEAST01745
OG0030129	NEMVE24659	YEAST03710
OG0030134	NEMVE04515	YEAST01754
OG0032414	NEMVE04540	YEAST05569, YEAST05097
OG0032439	NEMVE10317, NEMVE17228	YEAST04181
OG0032447	NEMVE11816	YEAST03684, YEAST02849
OG0032448	NEMVE13005, NEMVE11825	YEAST00970
OG0032454	NEMVE12953	YEAST03781
OG0032559	NEMVE25071	YEAST01494, YEAST00574
OG0045689	NEMVE04070	YEAST00754
OG0045811	NEMVE13020	YEAST00591
OG0046048	NEMVE23544	YEAST05592
OG0046051	NEMVE23647	YEAST04291
OG0046077	NEMVE25759	YEAST03460
