Orthogroup	NEMVE	HUMAN
OG0000994	NEMVE05403	HUMAN17151, HUMAN17152
OG0000996	NEMVE06175	HUMAN29968, HUMAN29969, HUMAN07481, HUMAN07480, HUMAN17651, HUMAN17650, HUMAN17652
OG0000997	NEMVE15784	HUMAN03989
OG0000999	NEMVE00092	HUMAN16037, HUMAN05058, HUMAN20396
OG0001000	NEMVE02448	HUMAN29732, HUMAN30113, HUMAN25791, HUMAN00567
OG0001001	NEMVE20649, NEMVE24599, NEMVE12542	HUMAN29768, HUMAN11958, HUMAN29766, HUMAN30632, HUMAN29767
OG0001002	NEMVE09531, NEMVE19920	HUMAN21505, HUMAN16097, HUMAN04437, HUMAN21506
OG0001004	NEMVE06123	HUMAN14314, HUMAN28506, HUMAN01082, HUMAN14803, HUMAN14804
OG0001005	NEMVE10101	HUMAN21015
OG0001006	NEMVE21915	HUMAN10719
OG0001006	NEMVE10239	HUMAN23379, HUMAN14223, HUMAN00900
OG0001007	NEMVE00044, NEMVE10735	HUMAN02245, HUMAN29304, HUMAN29303
OG0001008	NEMVE24531	HUMAN02324, HUMAN06853, HUMAN06852, HUMAN04267
OG0001009	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111	HUMAN25680, HUMAN00474
OG0001013	NEMVE02022	HUMAN06060, HUMAN06061, HUMAN10491, HUMAN15925, HUMAN13289
OG0001015	NEMVE07976	HUMAN20175, HUMAN20176, HUMAN20174, HUMAN26299, HUMAN26298, HUMAN25884, HUMAN25885, HUMAN25882
OG0001016	NEMVE14344	HUMAN03017
OG0001016	NEMVE14850	HUMAN27202
OG0001017	NEMVE08837	HUMAN06335
OG0001017	NEMVE08847	HUMAN27297
OG0001018	NEMVE25537	HUMAN19498
OG0001018	NEMVE07573	HUMAN08887
OG0001019	NEMVE09159, NEMVE02711	HUMAN28394, HUMAN11824, HUMAN18576
OG0001021	NEMVE05054	HUMAN08794, HUMAN08793, HUMAN08791
OG0001021	NEMVE22093	HUMAN08792
OG0001022	NEMVE24828	HUMAN30208, HUMAN26689, HUMAN07618, HUMAN30205, HUMAN30207, HUMAN30206
OG0001023	NEMVE12107	HUMAN05807, HUMAN04131, HUMAN24949, HUMAN15956, HUMAN05808
OG0001024	NEMVE22572	HUMAN26241, HUMAN26240, HUMAN22736, HUMAN22737, HUMAN23893, HUMAN03150, HUMAN26239
OG0001027	NEMVE22961	HUMAN29295, HUMAN06083
OG0001028	NEMVE25953, NEMVE14639	HUMAN14304, HUMAN09715, HUMAN09716, HUMAN28814, HUMAN28812
OG0001029	NEMVE03131, NEMVE01675	HUMAN11011, HUMAN08233
OG0001029	NEMVE11449	HUMAN29975, HUMAN05450, HUMAN25715, HUMAN25716, HUMAN00741
OG0001030	NEMVE13370	HUMAN14248, HUMAN14247, HUMAN09965
OG0001030	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380	HUMAN09016, HUMAN18699
OG0001031	NEMVE13279	HUMAN03538
OG0001031	NEMVE12566, NEMVE03083, NEMVE18815, NEMVE03518, NEMVE01512, NEMVE05098, NEMVE01877, NEMVE05278, NEMVE00495, NEMVE02692, NEMVE05018, NEMVE00690, NEMVE08345	HUMAN22650
OG0001032	NEMVE14168	HUMAN01331, HUMAN14460, HUMAN14458, HUMAN14461, HUMAN14454, HUMAN29217, HUMAN14453, HUMAN29218, HUMAN29214, HUMAN29215, HUMAN29216
OG0001033	NEMVE24849	HUMAN22499, HUMAN17164
OG0001033	NEMVE03845	HUMAN00952, HUMAN28581, HUMAN14253
OG0001034	NEMVE23685	HUMAN12490, HUMAN02962, HUMAN12491
OG0001036	NEMVE07958	HUMAN19198, HUMAN24555, HUMAN24554
OG0001037	NEMVE13835	HUMAN29275, HUMAN29274, HUMAN01227
OG0001039	NEMVE05718	HUMAN19739, HUMAN19738
OG0001039	NEMVE05729	HUMAN19737
OG0001039	NEMVE14813	HUMAN07040, HUMAN07042, HUMAN21441
OG0001042	NEMVE20161, NEMVE25296	HUMAN29925, HUMAN20525, HUMAN05764
OG0001048	NEMVE04666	HUMAN17075, HUMAN17078, HUMAN17076, HUMAN03099, HUMAN03100, HUMAN22630
OG0001049	NEMVE24151	HUMAN21566, HUMAN00206
OG0001050	NEMVE11321	HUMAN25173, HUMAN10022, HUMAN01869
OG0001052	NEMVE24748	HUMAN03137, HUMAN03136
OG0001053	NEMVE01408	HUMAN12525, HUMAN26150, HUMAN06551, HUMAN17942, HUMAN23827, HUMAN22798, HUMAN03229
OG0001059	NEMVE05294	HUMAN13851, HUMAN13852, HUMAN16703
OG0001060	NEMVE02960, NEMVE14652, NEMVE13876	HUMAN20265
OG0001062	NEMVE01533	HUMAN14494, HUMAN01209, HUMAN01211
OG0001062	NEMVE07088, NEMVE21120	HUMAN14495
OG0001063	NEMVE08862	HUMAN16934, HUMAN16936, HUMAN16935
OG0001067	NEMVE18870, NEMVE18446, NEMVE25152	HUMAN29563, HUMAN29562, HUMAN29564, HUMAN29560, HUMAN29561, HUMAN29571
OG0001068	NEMVE21454	HUMAN21787, HUMAN21788, HUMAN00693, HUMAN21789, HUMAN29645
OG0001068	NEMVE04571	HUMAN05952
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521	HUMAN07095
OG0001072	NEMVE01518	HUMAN27023, HUMAN27024
OG0001073	NEMVE11637, NEMVE14006, NEMVE02704	HUMAN23983, HUMAN30107, HUMAN07711
OG0001075	NEMVE07705, NEMVE15967	HUMAN24569, HUMAN16597, HUMAN16596
OG0001076	NEMVE01471	HUMAN22388, HUMAN07537, HUMAN07536, HUMAN22387
OG0001077	NEMVE06665	HUMAN02958, HUMAN26035
OG0001078	NEMVE21841, NEMVE03024	HUMAN20283, HUMAN24929, HUMAN04434
OG0001079	NEMVE10902	HUMAN01422, HUMAN26876, HUMAN29846, HUMAN29847
OG0001080	NEMVE25549	HUMAN26171, HUMAN06728, HUMAN06729, HUMAN06727
OG0001080	NEMVE24155	HUMAN28042, HUMAN28041, HUMAN15214
OG0001080	NEMVE20880	HUMAN15213
OG0001081	NEMVE14063	HUMAN15960
OG0001082	NEMVE13496	HUMAN18213, HUMAN06409, HUMAN06410
OG0001083	NEMVE07865	HUMAN27529, HUMAN03184, HUMAN03185, HUMAN23866, HUMAN23865, HUMAN27528, HUMAN27527, HUMAN17258, HUMAN17257
OG0001084	NEMVE15577, NEMVE10374, NEMVE06345	HUMAN26028, HUMAN23143, HUMAN23144
OG0001085	NEMVE23730	HUMAN21139, HUMAN29849, HUMAN26851, HUMAN26850, HUMAN25039
OG0001086	NEMVE21870	HUMAN15433, HUMAN08606, HUMAN08605, HUMAN04881
OG0001088	NEMVE09696, NEMVE11696	HUMAN08702
OG0001089	NEMVE21830	HUMAN15690, HUMAN05584, HUMAN21288, HUMAN21287
OG0001091	NEMVE05727	HUMAN17874, HUMAN17873, HUMAN12948, HUMAN26589, HUMAN26587, HUMAN26588, HUMAN17872, HUMAN12947, HUMAN12946, HUMAN12945
OG0001093	NEMVE01792	HUMAN26567, HUMAN12954
OG0001095	NEMVE24881	HUMAN06662, HUMAN17682, HUMAN20656, HUMAN20657
OG0001101	NEMVE14957	HUMAN05769
OG0001101	NEMVE01007	HUMAN02346, HUMAN29924, HUMAN29923, HUMAN21985, HUMAN02347, HUMAN05770
OG0001102	NEMVE01649	HUMAN18703
OG0001102	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408	HUMAN04709
OG0001103	NEMVE05814	HUMAN25684, HUMAN27937, HUMAN27936
OG0001104	NEMVE04017, NEMVE06719	HUMAN09442
OG0001104	NEMVE25846	HUMAN28171, HUMAN00516, HUMAN16748
OG0001105	NEMVE13446	HUMAN21767, HUMAN21766, HUMAN21768
OG0001105	NEMVE00247, NEMVE17686, NEMVE17688	HUMAN18846
OG0001105	NEMVE25923, NEMVE20017, NEMVE20576	HUMAN21769
OG0001106	NEMVE10844, NEMVE10846	HUMAN10112
OG0001107	NEMVE00952	HUMAN21851, HUMAN30406, HUMAN07877, HUMAN07869
OG0001108	NEMVE22820	HUMAN06470
OG0001108	NEMVE03343	HUMAN26420
OG0001109	NEMVE17631	HUMAN13297, HUMAN13295, HUMAN13298, HUMAN22148
OG0001110	NEMVE25055, NEMVE25054	HUMAN01328, HUMAN29331, HUMAN29332
OG0001111	NEMVE17909, NEMVE18987	HUMAN08205, HUMAN08204
OG0001111	NEMVE05284	HUMAN00662, HUMAN15089
OG0001112	NEMVE18988	HUMAN18525, HUMAN18524, HUMAN07786, HUMAN07782, HUMAN30342, HUMAN07785, HUMAN07783, HUMAN18526
OG0001113	NEMVE11789, NEMVE13858	HUMAN20232
OG0001113	NEMVE14477	HUMAN21591
OG0001113	NEMVE22434	HUMAN13568, HUMAN13567, HUMAN13565, HUMAN13566
OG0001114	NEMVE13059	HUMAN09738, HUMAN09739, HUMAN01816
OG0001116	NEMVE14342	HUMAN12509
OG0001116	NEMVE04905, NEMVE14341	HUMAN02936, HUMAN12508
OG0001117	NEMVE24913, NEMVE17548	HUMAN14034, HUMAN18813, HUMAN08156, HUMAN08157
OG0001118	NEMVE08045	HUMAN04168, HUMAN20385
OG0001119	NEMVE00905, NEMVE12022	HUMAN25212, HUMAN28360
OG0001120	NEMVE17944	HUMAN30700
OG0001120	NEMVE18269, NEMVE18537	HUMAN23781, HUMAN17480, HUMAN30271, HUMAN22568
OG0001121	NEMVE15144	HUMAN25819, HUMAN25818, HUMAN25820, HUMAN25821, HUMAN19588
OG0001123	NEMVE08367, NEMVE00548	HUMAN21519
OG0001123	NEMVE07298	HUMAN23592
OG0001124	NEMVE14042	HUMAN13636
OG0001124	NEMVE14572	HUMAN29856, HUMAN29855, HUMAN29854, HUMAN29853
OG0001126	NEMVE21706	HUMAN11886, HUMAN21463, HUMAN11885, HUMAN11887, HUMAN11884
OG0001127	NEMVE23507	HUMAN18103, HUMAN03016
OG0001128	NEMVE07541	HUMAN02562, HUMAN02561
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489	HUMAN11361, HUMAN28007, HUMAN24592
OG0001130	NEMVE07218, NEMVE21964, NEMVE14047	HUMAN23634
OG0001131	NEMVE02265	HUMAN17000, HUMAN08891, HUMAN08890, HUMAN08889
OG0001133	NEMVE17872	HUMAN24838
OG0001133	NEMVE22361	HUMAN23355
OG0001134	NEMVE10572	HUMAN22209, HUMAN22213, HUMAN22214, HUMAN22217, HUMAN27443, HUMAN27400, HUMAN27370, HUMAN27444, HUMAN27369, HUMAN27401, HUMAN22215, HUMAN22216, HUMAN22200, HUMAN22207, HUMAN22208, HUMAN22205, HUMAN22199, HUMAN22204, HUMAN22202, HUMAN22198, HUMAN22201, HUMAN22203, HUMAN22206, HUMAN22212, HUMAN22210, HUMAN22211, HUMAN13466, HUMAN13465, HUMAN25963
OG0001135	NEMVE08713, NEMVE13852	HUMAN12999, HUMAN12998
OG0001136	NEMVE14986	HUMAN14242, HUMAN23717, HUMAN09626, HUMAN09622
OG0001137	NEMVE09543	HUMAN15474
OG0001138	NEMVE25571, NEMVE23415, NEMVE15977	HUMAN06608, HUMAN27335, HUMAN21562
OG0001139	NEMVE14993	HUMAN29573, HUMAN24969
OG0001139	NEMVE07868	HUMAN20297, HUMAN20298, HUMAN03896
OG0001140	NEMVE12189	HUMAN16613
OG0001141	NEMVE13888	HUMAN28829
OG0001142	NEMVE20807, NEMVE13380	HUMAN04836, HUMAN04835
OG0001143	NEMVE07319	HUMAN26902, HUMAN09500, HUMAN09501, HUMAN28929, HUMAN01633
OG0001144	NEMVE02135	HUMAN06501, HUMAN06503, HUMAN17895, HUMAN06504, HUMAN26116
OG0001146	NEMVE18037, NEMVE07073	HUMAN21944, HUMAN21943, HUMAN21945, HUMAN00122, HUMAN11953, HUMAN11952
OG0001148	NEMVE09889	HUMAN20750
OG0001155	NEMVE18709	HUMAN28847, HUMAN28848, HUMAN28849
OG0001155	NEMVE14646	HUMAN11693
OG0001156	NEMVE14927	HUMAN06276, HUMAN06274, HUMAN12764, HUMAN26033, HUMAN18478, HUMAN18476
OG0001158	NEMVE13124	HUMAN19220, HUMAN19221, HUMAN13723, HUMAN13724
OG0001159	NEMVE02254	HUMAN16647, HUMAN28079, HUMAN28078
OG0001161	NEMVE13207	HUMAN09583, HUMAN28673
OG0001162	NEMVE23909, NEMVE23908, NEMVE22577	HUMAN05494, HUMAN05495, HUMAN05496, HUMAN05497, HUMAN19367
OG0001163	NEMVE01640	HUMAN03540, HUMAN22604, HUMAN22605
OG0001164	NEMVE07314	HUMAN20034, HUMAN20033
OG0001165	NEMVE15007	HUMAN25194
OG0001165	NEMVE15056	HUMAN29763
OG0001166	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900	HUMAN25123, HUMAN08665, HUMAN08664, HUMAN04806
OG0001167	NEMVE01035	HUMAN08882, HUMAN08883, HUMAN17001
OG0001168	NEMVE14002	HUMAN26184, HUMAN26183, HUMAN19115, HUMAN19116, HUMAN11218
OG0001169	NEMVE22495	HUMAN05126, HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351
OG0001170	NEMVE01927	HUMAN19527, HUMAN30086, HUMAN25304
OG0001171	NEMVE08775	HUMAN25618, HUMAN25619, HUMAN19014, HUMAN19015
OG0001172	NEMVE14607	HUMAN03030, HUMAN18130
OG0001172	NEMVE13977	HUMAN18077, HUMAN26531, HUMAN12782
OG0001174	NEMVE06466	HUMAN20367, HUMAN20467, HUMAN20469, HUMAN20468, HUMAN20465
OG0001175	NEMVE18808, NEMVE00944	HUMAN27761, HUMAN17515
OG0001176	NEMVE06025	HUMAN09872, HUMAN01895, HUMAN14914
OG0001176	NEMVE04714	HUMAN27503, HUMAN03360
OG0001177	NEMVE07007	HUMAN13792, HUMAN13793, HUMAN13794, HUMAN26270
OG0001178	NEMVE13445, NEMVE00910	HUMAN01065
OG0001178	NEMVE14023	HUMAN30630, HUMAN29750
OG0001181	NEMVE04930	HUMAN12489, HUMAN02963, HUMAN12488
OG0001183	NEMVE20715, NEMVE02043	HUMAN12777
OG0001184	NEMVE23775	HUMAN24892, HUMAN24891
OG0001184	NEMVE05038	HUMAN04448, HUMAN04447
OG0001185	NEMVE15207	HUMAN24530, HUMAN24531, HUMAN00600, HUMAN25682, HUMAN25681
OG0001186	NEMVE07796	HUMAN13742
OG0001186	NEMVE14205	HUMAN11615
OG0001188	NEMVE04912	HUMAN16878
OG0001189	NEMVE24274	HUMAN19325, HUMAN16570, HUMAN27793
OG0001190	NEMVE07335, NEMVE20942	HUMAN27353, HUMAN00374
OG0001191	NEMVE05248	HUMAN14236
OG0001191	NEMVE02357	HUMAN27560, HUMAN03181, HUMAN23867
OG0001196	NEMVE08224, NEMVE12229	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997
OG0001197	NEMVE01874	HUMAN04807
OG0001197	NEMVE22522, NEMVE09933	HUMAN26126, HUMAN17925
OG0001198	NEMVE24571	HUMAN14133, HUMAN09842
OG0001198	NEMVE18549	HUMAN20393
OG0001198	NEMVE22207, NEMVE25198, NEMVE00766	HUMAN03836
OG0001199	NEMVE23802, NEMVE12602	HUMAN25663
OG0001200	NEMVE09033	HUMAN08841, HUMAN08842, HUMAN08840
OG0001201	NEMVE09573	HUMAN19000, HUMAN28333
OG0001202	NEMVE18910, NEMVE19217	HUMAN22243, HUMAN22242, HUMAN22244
OG0001203	NEMVE06946	HUMAN16859, HUMAN04776, HUMAN04775, HUMAN08382, HUMAN16858
OG0001204	NEMVE16401	HUMAN13045
OG0001205	NEMVE09608	HUMAN08993
OG0001205	NEMVE12458	HUMAN22954
OG0001207	NEMVE23146	HUMAN13151
OG0001207	NEMVE07504	HUMAN13150, HUMAN17601
OG0001208	NEMVE13141	HUMAN17864, HUMAN26576
OG0001209	NEMVE13903	HUMAN27648
OG0001211	NEMVE14313	HUMAN17696, HUMAN17695, HUMAN12935
OG0001212	NEMVE08966, NEMVE10705	HUMAN22840
OG0001213	NEMVE09096	HUMAN03742
OG0001213	NEMVE14427	HUMAN07278, HUMAN07279
OG0001214	NEMVE06648	HUMAN02956, HUMAN02957
OG0001214	NEMVE05859	HUMAN06746, HUMAN06745, HUMAN06748, HUMAN06749
OG0001215	NEMVE25378	HUMAN26208, HUMAN26209, HUMAN17597, HUMAN06423
OG0001216	NEMVE13574	HUMAN05988, HUMAN05987, HUMAN11890
OG0001218	NEMVE21894	HUMAN05862, HUMAN00140, HUMAN11965
OG0001219	NEMVE22457	HUMAN18053, HUMAN24346, HUMAN01814, HUMAN09792, HUMAN09790
OG0001220	NEMVE01931	HUMAN07348
OG0001221	NEMVE10455, NEMVE21175	HUMAN08173, HUMAN08174, HUMAN08177, HUMAN08176, HUMAN08178, HUMAN08175, HUMAN08179, HUMAN08180
OG0001224	NEMVE18437	HUMAN00248, HUMAN00249, HUMAN00250, HUMAN15488, HUMAN15490, HUMAN00247
OG0001225	NEMVE24191	HUMAN09188, HUMAN28761, HUMAN14334
OG0001230	NEMVE14462	HUMAN28278, HUMAN00720, HUMAN00717, HUMAN00718
OG0001231	NEMVE18418	HUMAN08474, HUMAN08473, HUMAN16911
OG0001232	NEMVE08692	HUMAN10318
OG0001233	NEMVE05554	HUMAN07688
OG0001234	NEMVE18230, NEMVE12291	HUMAN11224, HUMAN13874, HUMAN11222
OG0001236	NEMVE24358	HUMAN15304
OG0001238	NEMVE14613	HUMAN09752, HUMAN24272
OG0001238	NEMVE05651	HUMAN20738, HUMAN12789, HUMAN06408
OG0001239	NEMVE13393	HUMAN21103, HUMAN26890, HUMAN21102
OG0001240	NEMVE12044, NEMVE01922	HUMAN09998, HUMAN10000, HUMAN09999, HUMAN09997, HUMAN01896, HUMAN01897, HUMAN28832
OG0001241	NEMVE23698	HUMAN18832, HUMAN18831
OG0001241	NEMVE22413	HUMAN07799
OG0001243	NEMVE04580	HUMAN27651, HUMAN27653, HUMAN27652, HUMAN27650, HUMAN09639
OG0001245	NEMVE23124	HUMAN22661, HUMAN23851, HUMAN22660, HUMAN03158, HUMAN03156, HUMAN03157
OG0001247	NEMVE03420	HUMAN27059, HUMAN20519, HUMAN29792, HUMAN27060
OG0001248	NEMVE14608	HUMAN18429, HUMAN18430, HUMAN03092, HUMAN03076, HUMAN03293, HUMAN03125, HUMAN03071, HUMAN27267, HUMAN06688, HUMAN18428, HUMAN27270, HUMAN27268
OG0001249	NEMVE08338	HUMAN14397, HUMAN05364, HUMAN05363, HUMAN28497, HUMAN00860, HUMAN14396
OG0001250	NEMVE07058	HUMAN13009, HUMAN20055, HUMAN20056, HUMAN20057, HUMAN12131
OG0001251	NEMVE05777	HUMAN08159, HUMAN08158
OG0001252	NEMVE05179	HUMAN15100, HUMAN01282, HUMAN14175, HUMAN14174
OG0001253	NEMVE14445	HUMAN20377, HUMAN24966, HUMAN20379, HUMAN24965
OG0001254	NEMVE01446, NEMVE14277	HUMAN23637, HUMAN09380
OG0001256	NEMVE11467, NEMVE20435	HUMAN25828
OG0001261	NEMVE12600, NEMVE24381	HUMAN22947, HUMAN04078, HUMAN04079
OG0001263	NEMVE01880	HUMAN27745, HUMAN27744, HUMAN03309
OG0001264	NEMVE09188	HUMAN28020, HUMAN18861, HUMAN18860, HUMAN11601, HUMAN28023
OG0001266	NEMVE14615, NEMVE13420, NEMVE23687	HUMAN13676, HUMAN13675, HUMAN18946
OG0001267	NEMVE25606	HUMAN27473, HUMAN27475, HUMAN27477, HUMAN27476
OG0001267	NEMVE22271	HUMAN26403, HUMAN07336, HUMAN07335, HUMAN04653, HUMAN27474, HUMAN27478
OG0001268	NEMVE13796	HUMAN22451
OG0001268	NEMVE10358	HUMAN29785, HUMAN29783
OG0001270	NEMVE21909, NEMVE12078	HUMAN10267, HUMAN10268, HUMAN10266
OG0001270	NEMVE22554	HUMAN10495
OG0001271	NEMVE16016, NEMVE12266	HUMAN27281, HUMAN13161, HUMAN06386
OG0001272	NEMVE24865	HUMAN10856, HUMAN12263, HUMAN28972
OG0001273	NEMVE06058	HUMAN09957, HUMAN15061, HUMAN23537
OG0001274	NEMVE24783	HUMAN01186, HUMAN14450, HUMAN29306
OG0001275	NEMVE02957	HUMAN25461, HUMAN25459, HUMAN25460
OG0001275	NEMVE14795	HUMAN25458
OG0001276	NEMVE24658	HUMAN05158, HUMAN23988, HUMAN23987
OG0001278	NEMVE22456	HUMAN13574, HUMAN02569, HUMAN02570
OG0001278	NEMVE08441	HUMAN28347
OG0001279	NEMVE06730	HUMAN15552, HUMAN15549
OG0001280	NEMVE15111, NEMVE13261	HUMAN09972, HUMAN14369, HUMAN28522
OG0001281	NEMVE06870	HUMAN04721, HUMAN04723
OG0001282	NEMVE13494	HUMAN11803, HUMAN21801
OG0001284	NEMVE15039	HUMAN27205
OG0001284	NEMVE12745, NEMVE19495	HUMAN09392
OG0001285	NEMVE07034	HUMAN22105, HUMAN03724, HUMAN03727, HUMAN27715, HUMAN22104, HUMAN03725, HUMAN03726
OG0001287	NEMVE13851	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270
OG0001288	NEMVE20273	HUMAN09745, HUMAN23493
OG0001290	NEMVE22813, NEMVE07506	HUMAN23738, HUMAN09455, HUMAN11087
OG0001291	NEMVE25091	HUMAN27542, HUMAN22728, HUMAN03289
OG0001293	NEMVE24929	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393
OG0001294	NEMVE10810	HUMAN08609
OG0001295	NEMVE10114	HUMAN17913, HUMAN17912, HUMAN06527
OG0001296	NEMVE10339	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471
OG0001297	NEMVE03104	HUMAN06849, HUMAN06850, HUMAN02321, HUMAN02322, HUMAN04265
OG0001300	NEMVE13700, NEMVE10660, NEMVE19269	HUMAN21610, HUMAN07635, HUMAN30249
OG0001302	NEMVE11902	HUMAN00934
OG0001302	NEMVE17610	HUMAN28036
OG0001304	NEMVE01937	HUMAN07987, HUMAN11035, HUMAN27849, HUMAN19007, HUMAN07988
OG0001305	NEMVE06825	HUMAN14853, HUMAN29257, HUMAN01234
OG0001306	NEMVE16218	HUMAN01015, HUMAN01014
OG0001306	NEMVE08625	HUMAN29260
OG0001308	NEMVE00513, NEMVE16301, NEMVE11684, NEMVE06230	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495
OG0001309	NEMVE23002, NEMVE18542	HUMAN26186, HUMAN26187
OG0001310	NEMVE22452	HUMAN09337
OG0001310	NEMVE14637	HUMAN17449
OG0001311	NEMVE05964, NEMVE03793	HUMAN02788, HUMAN20553
OG0001312	NEMVE14791, NEMVE14787	HUMAN19586, HUMAN21384, HUMAN21385
OG0001317	NEMVE01591	HUMAN26503, HUMAN26504
OG0001317	NEMVE13378	HUMAN29334
OG0001318	NEMVE22575	HUMAN16547, HUMAN16548
OG0001318	NEMVE14651	HUMAN21172, HUMAN21173
OG0001319	NEMVE01465	HUMAN30310, HUMAN21541
OG0001320	NEMVE10295	HUMAN27988, HUMAN27989
OG0001320	NEMVE25688	HUMAN09292, HUMAN16855, HUMAN16856
OG0001321	NEMVE21741, NEMVE15029	HUMAN09666, HUMAN14539
OG0001322	NEMVE14406	HUMAN03840
OG0001322	NEMVE05068, NEMVE21787	HUMAN15479, HUMAN15481
OG0001323	NEMVE11887	HUMAN08572, HUMAN15462, HUMAN02685, HUMAN04964, HUMAN15463, HUMAN08571, HUMAN15461
OG0001324	NEMVE19268, NEMVE11187	HUMAN21897
OG0001326	NEMVE14355	HUMAN03521, HUMAN17368, HUMAN17367, HUMAN03603
OG0001327	NEMVE09298	HUMAN05826, HUMAN05829
OG0001327	NEMVE15997	HUMAN06766, HUMAN06765, HUMAN02428
OG0001329	NEMVE06386	HUMAN02833, HUMAN23067, HUMAN29619, HUMAN29617, HUMAN29618, HUMAN29616, HUMAN29615
OG0001330	NEMVE14535	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846
OG0001331	NEMVE23983	HUMAN22233, HUMAN22231, HUMAN24247, HUMAN13998, HUMAN22232
OG0001332	NEMVE10338	HUMAN29020
OG0001335	NEMVE08654	HUMAN25775
OG0001335	NEMVE06061	HUMAN28637
OG0001337	NEMVE04512, NEMVE11126	HUMAN28621
OG0001337	NEMVE05602	HUMAN13008, HUMAN23397, HUMAN00896
OG0001339	NEMVE09406	HUMAN25156, HUMAN16668
OG0001339	NEMVE21011	HUMAN03666
OG0001341	NEMVE00960, NEMVE01284	HUMAN13955
OG0001344	NEMVE22371	HUMAN17092
OG0001345	NEMVE15150	HUMAN21450, HUMAN21451, HUMAN21449
OG0001348	NEMVE25188	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856
OG0001350	NEMVE17281, NEMVE14117, NEMVE13044	HUMAN01020
OG0001351	NEMVE17590	HUMAN30584, HUMAN29755
OG0001352	NEMVE14525, NEMVE21813	HUMAN27857
OG0001353	NEMVE14778	HUMAN18781
OG0001353	NEMVE14645	HUMAN18886
OG0001354	NEMVE15993	HUMAN01464, HUMAN01976
OG0001354	NEMVE15994, NEMVE05871	HUMAN14805, HUMAN00966, HUMAN28999
OG0001355	NEMVE14405	HUMAN24307, HUMAN22136, HUMAN03703
OG0001356	NEMVE04630	HUMAN21113, HUMAN06242, HUMAN29863
OG0001357	NEMVE07199	HUMAN16834, HUMAN04831, HUMAN09251, HUMAN15455
OG0001358	NEMVE11838	HUMAN25707
OG0001360	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456	HUMAN22743, HUMAN22745, HUMAN22744
OG0001362	NEMVE13199	HUMAN13462
OG0001363	NEMVE24406	HUMAN02206
OG0001364	NEMVE25546, NEMVE21006	HUMAN26706, HUMAN18389
OG0001367	NEMVE10311	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627
OG0001368	NEMVE25218	HUMAN08634
OG0001368	NEMVE04773, NEMVE01407	HUMAN18786, HUMAN18785, HUMAN08633
OG0001369	NEMVE07342	HUMAN20946, HUMAN20945, HUMAN02425, HUMAN02423, HUMAN02424, HUMAN06739, HUMAN06737, HUMAN06738
OG0001370	NEMVE16952	HUMAN10042
OG0001370	NEMVE14662	HUMAN18140
OG0001371	NEMVE13180, NEMVE10017, NEMVE03671	HUMAN13498, HUMAN13497
OG0001372	NEMVE14621, NEMVE12678	HUMAN01152
OG0001373	NEMVE13198	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735
OG0001375	NEMVE06380	HUMAN25598, HUMAN00578, HUMAN00579
OG0001376	NEMVE14506	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374
OG0001377	NEMVE18187	HUMAN18646, HUMAN03684, HUMAN03683
OG0001378	NEMVE14996	HUMAN27599, HUMAN03792, HUMAN24020, HUMAN22165, HUMAN24018
OG0001379	NEMVE14262	HUMAN30001, HUMAN21524, HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658
OG0001380	NEMVE10957	HUMAN23909, HUMAN23910, HUMAN04086, HUMAN22347
OG0001381	NEMVE08816	HUMAN14335, HUMAN09185, HUMAN28764
OG0001382	NEMVE18444	HUMAN16046, HUMAN16047, HUMAN16048
OG0001383	NEMVE12649	HUMAN29253
OG0001383	NEMVE09447	HUMAN29249, HUMAN01927
OG0001384	NEMVE03030	HUMAN07653, HUMAN07663
OG0001388	NEMVE08765	HUMAN29687, HUMAN30613, HUMAN30096
OG0001389	NEMVE07341	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383
