Orthogroup	HUMAN	DROME
OG0001270	HUMAN10495	DROME02961
OG0001271	HUMAN27281, HUMAN13161, HUMAN06386	DROME20484
OG0001272	HUMAN10856, HUMAN12263, HUMAN28972	DROME17237, DROME17236, DROME17235, DROME17243
OG0001273	HUMAN09957, HUMAN15061, HUMAN23537	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251
OG0001274	HUMAN01186, HUMAN14450, HUMAN29306	DROME06585, DROME06586, DROME06584
OG0001276	HUMAN05158, HUMAN23988, HUMAN23987	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322
OG0001278	HUMAN28347	DROME15730
OG0001278	HUMAN28348	DROME15455, DROME15454, DROME15456
OG0001279	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712	DROME15211, DROME15210
OG0001280	HUMAN09972, HUMAN14369, HUMAN28522	DROME15706
OG0001281	HUMAN05763, HUMAN25263, HUMAN04721, HUMAN04723	DROME19100
OG0001282	HUMAN11803, HUMAN21801	DROME04060, DROME04059, DROME04058
OG0001284	HUMAN27206	DROME14235
OG0001284	HUMAN09392	DROME05418
OG0001287	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270	DROME15976, DROME15975, DROME04476
OG0001288	HUMAN09745, HUMAN23493	DROME19787, DROME09388, DROME09389
OG0001289	HUMAN08449, HUMAN08450, HUMAN02661	DROME16010, DROME16008, DROME16009
OG0001290	HUMAN23738, HUMAN09455, HUMAN11087	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924
OG0001291	HUMAN27542, HUMAN22728, HUMAN03289	DROME21166, DROME21165, DROME18055, DROME18056
OG0001292	HUMAN20666, HUMAN18444, HUMAN18446	DROME20956
OG0001293	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393	DROME19380, DROME19378, DROME19379
OG0001294	HUMAN08609	DROME19278
OG0001295	HUMAN17913, HUMAN17912, HUMAN06527	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521
OG0001296	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669
OG0001300	HUMAN21610, HUMAN07635, HUMAN30249	DROME21326, DROME21325, DROME21324
OG0001302	HUMAN00934	DROME00539
OG0001304	HUMAN07987, HUMAN11035, HUMAN27849, HUMAN19007, HUMAN07988	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068
OG0001305	HUMAN14853, HUMAN29257, HUMAN01234	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831
OG0001306	HUMAN29260	DROME08751, DROME08752
OG0001308	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399
OG0001310	HUMAN09336, HUMAN09337	DROME15600
OG0001311	HUMAN02788	DROME20740, DROME20738, DROME20739, DROME20741
OG0001311	HUMAN20553	DROME06164
OG0001315	HUMAN13234, HUMAN13233, HUMAN25875	DROME16592
OG0001318	HUMAN16547, HUMAN16548	DROME17213
OG0001318	HUMAN21172, HUMAN21173	DROME09513
OG0001319	HUMAN30310, HUMAN21541	DROME01307
OG0001321	HUMAN09666, HUMAN14539	DROME16103
OG0001322	HUMAN15479, HUMAN15481	DROME15932
OG0001325	HUMAN22707, HUMAN22706, HUMAN22705, HUMAN22708, HUMAN22704, HUMAN22702, HUMAN22701, HUMAN22703	DROME14232
OG0001326	HUMAN03521, HUMAN17368, HUMAN17367, HUMAN03603	DROME03927
OG0001327	HUMAN05826, HUMAN05829	DROME02674, DROME02673, DROME02675
OG0001330	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683
OG0001335	HUMAN28637	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042
OG0001337	HUMAN28621	DROME07933, DROME07937
OG0001337	HUMAN13008, HUMAN23397, HUMAN00896	DROME20158
OG0001341	HUMAN13955	DROME19896, DROME19897, DROME19895
OG0001344	HUMAN17092	DROME04657, DROME04656
OG0001348	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496
OG0001350	HUMAN01020	DROME03240, DROME03239
OG0001350	HUMAN18742	DROME20607
OG0001351	HUMAN30584, HUMAN29755	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249
OG0001352	HUMAN27857	DROME11579, DROME11580
OG0001353	HUMAN18886	DROME12504, DROME12505
OG0001354	HUMAN01976	DROME19155, DROME19156
OG0001354	HUMAN14805, HUMAN00966, HUMAN28999	DROME18928
OG0001355	HUMAN21593, HUMAN07898, HUMAN24307, HUMAN22136, HUMAN03703	DROME18115
OG0001356	HUMAN21113, HUMAN06242	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202
OG0001358	HUMAN25707	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319
OG0001358	HUMAN25708	DROME16422
OG0001359	HUMAN01772, HUMAN14362, HUMAN09431, HUMAN09433, HUMAN09435, HUMAN09434, HUMAN09432, HUMAN28720, HUMAN01773	DROME20396, DROME20399, DROME20398, DROME20397
OG0001362	HUMAN26044	DROME16079, DROME16080
OG0001363	HUMAN02206	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044
OG0001364	HUMAN26706, HUMAN18389	DROME18347, DROME18348
OG0001366	HUMAN26227, HUMAN18013	DROME19931, DROME19932, DROME19933, DROME19934
OG0001367	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536
OG0001368	HUMAN18786, HUMAN18785, HUMAN08633	DROME00518, DROME00521, DROME00519, DROME00520
OG0001370	HUMAN18140	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126
OG0001371	HUMAN13498, HUMAN13497	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809
OG0001372	HUMAN01152	DROME06987
OG0001373	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735	DROME15869, DROME15867, DROME15866, DROME15868
OG0001375	HUMAN25598, HUMAN00578, HUMAN00579	DROME12544
OG0001376	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506
OG0001378	HUMAN27599, HUMAN03792, HUMAN24020, HUMAN22165, HUMAN24018	DROME14090, DROME14089
OG0001379	HUMAN21524, HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658	DROME02340
OG0001382	HUMAN16046, HUMAN16047, HUMAN16048	DROME16755, DROME15883
OG0001383	HUMAN01927	DROME08849, DROME08848, DROME08850, DROME08851
OG0001387	HUMAN17998, HUMAN17999, HUMAN06632	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640
OG0001388	HUMAN29687, HUMAN30613, HUMAN30096	DROME15512
OG0001389	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383	DROME08448, DROME08449, DROME08447
OG0001390	HUMAN23162, HUMAN23163, HUMAN20780, HUMAN06879, HUMAN06878, HUMAN01390	DROME06967, DROME06966
OG0001394	HUMAN27466	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848
OG0001395	HUMAN00543, HUMAN25836, HUMAN30091, HUMAN29663	DROME22042
OG0001397	HUMAN24255, HUMAN03558	DROME12938
OG0001397	HUMAN03597	DROME12061
OG0001398	HUMAN30494, HUMAN20842	DROME00533
OG0001399	HUMAN07651, HUMAN18963, HUMAN18962, HUMAN11037	DROME18551, DROME15177
OG0001401	HUMAN21621, HUMAN21620, HUMAN29769	DROME07715
OG0001403	HUMAN12235, HUMAN27256, HUMAN07228	DROME02115, DROME02116, DROME02114
OG0001404	HUMAN10248, HUMAN10247	DROME05603
OG0001405	HUMAN20770, HUMAN11517, HUMAN20772	DROME06373
OG0001406	HUMAN21841, HUMAN21842, HUMAN21839, HUMAN11946, HUMAN30432	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083
OG0001408	HUMAN29375, HUMAN14479, HUMAN01329	DROME21635, DROME21636, DROME21634
OG0001409	HUMAN15650, HUMAN21360	DROME18107
OG0001410	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903	DROME00626
OG0001411	HUMAN22432, HUMAN22431	DROME13591, DROME09768, DROME09769
OG0001413	HUMAN07320, HUMAN07322	DROME21681, DROME21682
OG0001413	HUMAN10070	DROME17078
OG0001414	HUMAN16822	DROME16698, DROME16697
OG0001414	HUMAN26311	DROME00599
OG0001416	HUMAN00172, HUMAN11820	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876
OG0001417	HUMAN12487	DROME21398, DROME21399
OG0001418	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427	DROME11411
OG0001419	HUMAN02692, HUMAN09220, HUMAN09218, HUMAN09217	DROME00719
OG0001421	HUMAN04839, HUMAN08948, HUMAN02585	DROME08210
OG0001422	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891	DROME19262, DROME19263
OG0001423	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689	DROME11161, DROME11163, DROME11162
OG0001424	HUMAN04853, HUMAN04852	DROME10397
OG0001425	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344	DROME10455
OG0001426	HUMAN21982, HUMAN21981, HUMAN00034, HUMAN11906	DROME16504, DROME16505
OG0001427	HUMAN18845, HUMAN13853, HUMAN16726	DROME04112, DROME04111, DROME04110
OG0001428	HUMAN00193, HUMAN11816, HUMAN05892	DROME00299, DROME00300
OG0001430	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891	DROME14607, DROME14606
OG0001431	HUMAN26191, HUMAN12528, HUMAN12527, HUMAN12529	DROME08311, DROME08313, DROME08312
OG0001432	HUMAN19311, HUMAN27870	DROME12684, DROME12683, DROME12682, DROME12685
OG0001433	HUMAN00642, HUMAN28267, HUMAN25243	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764
OG0001435	HUMAN21986	DROME00261, DROME00262
OG0001436	HUMAN28951	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804
OG0001437	HUMAN13733, HUMAN13731, HUMAN13732, HUMAN13730, HUMAN27963, HUMAN27962	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502
OG0001438	HUMAN21820, HUMAN27731, HUMAN27733, HUMAN27732, HUMAN24291	DROME02079, DROME08565
OG0001440	HUMAN02970, HUMAN12486	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858
OG0001441	HUMAN00513, HUMAN00512, HUMAN19296, HUMAN27941, HUMAN27940, HUMAN27608, HUMAN27607	DROME01135, DROME01136, DROME01138, DROME01137
OG0001442	HUMAN25443, HUMAN07589, HUMAN30010, HUMAN00813	DROME14822, DROME14823, DROME14821
OG0001445	HUMAN18716, HUMAN15579	DROME19218
OG0001447	HUMAN09319, HUMAN15576, HUMAN02582	DROME20519, DROME20520, DROME20518
OG0001449	HUMAN16746	DROME21187
OG0001454	HUMAN24125	DROME17550, DROME17549, DROME17548
OG0001455	HUMAN00999, HUMAN23381, HUMAN15013, HUMAN14678	DROME05198
OG0001456	HUMAN21607, HUMAN21609	DROME21079
OG0001458	HUMAN23064, HUMAN30171, HUMAN29608, HUMAN29609	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556
OG0001459	HUMAN15951, HUMAN15950, HUMAN06132	DROME20534
OG0001460	HUMAN03122	DROME19034
OG0001461	HUMAN26887	DROME01468
OG0001462	HUMAN02581	DROME07618, DROME07619
OG0001463	HUMAN11278, HUMAN11277, HUMAN11276, HUMAN11625	DROME17238, DROME10819
OG0001464	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436	DROME03533, DROME03534
OG0001466	HUMAN20834, HUMAN20833, HUMAN23853	DROME20715
OG0001467	HUMAN05267	DROME03510
OG0001468	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674	DROME11512, DROME11513
OG0001469	HUMAN17357	DROME11498
OG0001469	HUMAN25406	DROME15100
OG0001470	HUMAN12346	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191
OG0001472	HUMAN26528, HUMAN26527	DROME03418
OG0001472	HUMAN19245	DROME01627
OG0001474	HUMAN10738, HUMAN10739, HUMAN10736	DROME02835, DROME02834
OG0001475	HUMAN00232, HUMAN00233	DROME11371, DROME08104, DROME08103
OG0001476	HUMAN25765, HUMAN19427	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575
OG0001478	HUMAN09291, HUMAN09290, HUMAN20166	DROME17873, DROME17872
OG0001479	HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189	DROME09340
OG0001480	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721	DROME01335, DROME01336, DROME01334, DROME01333
OG0001482	HUMAN10795, HUMAN07131, HUMAN11775	DROME08131, DROME08132, DROME08133
OG0001483	HUMAN07904	DROME17221
OG0001484	HUMAN29782, HUMAN20929	DROME00233, DROME00235, DROME00237
OG0001485	HUMAN10085, HUMAN23594, HUMAN23593	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031
OG0001486	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067, HUMAN25056	DROME20978
OG0001490	HUMAN08811, HUMAN18744, HUMAN04949, HUMAN08810	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065
OG0001491	HUMAN13518, HUMAN13517, HUMAN13516, HUMAN26602	DROME10680, DROME10681, DROME10678, DROME10679
OG0001492	HUMAN10841, HUMAN12245, HUMAN12244, HUMAN10843, HUMAN10842, HUMAN07105	DROME03966
OG0001495	HUMAN29635, HUMAN29702, HUMAN29695, HUMAN29694, HUMAN29703, HUMAN29696, HUMAN30419, HUMAN09160, HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161	DROME13469
OG0001496	HUMAN17133	DROME19745
OG0001500	HUMAN18404	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570
OG0001501	HUMAN08311, HUMAN08312, HUMAN18751	DROME17335, DROME17336
OG0001502	HUMAN13214, HUMAN13217	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520
OG0001503	HUMAN15059	DROME04749
OG0001503	HUMAN06046	DROME03622
OG0001504	HUMAN18887	DROME21429, DROME21424, DROME21428, DROME21422
OG0001505	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341	DROME08192
OG0001506	HUMAN21790, HUMAN00091	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156
OG0001507	HUMAN08599	DROME18836, DROME18837
OG0001508	HUMAN04219, HUMAN15958	DROME11905
OG0001509	HUMAN07903, HUMAN21589	DROME10512, DROME10511
OG0001510	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092	DROME00025
OG0001511	HUMAN18320, HUMAN18319, HUMAN26693	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184
OG0001512	HUMAN28786, HUMAN28785, HUMAN09917, HUMAN09920, HUMAN09919, HUMAN09918	DROME19876, DROME13867, DROME13866
OG0001514	HUMAN22085, HUMAN03760, HUMAN03759, HUMAN22086	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650
OG0001516	HUMAN23268	DROME13883
OG0001517	HUMAN23303, HUMAN21286, HUMAN29533	DROME03470
OG0001518	HUMAN21520, HUMAN20795, HUMAN21522, HUMAN22033, HUMAN22032, HUMAN22031	DROME10968
OG0001519	HUMAN14377, HUMAN14392, HUMAN28529, HUMAN28530, HUMAN14393, HUMAN10026	DROME20785, DROME20788, DROME20786, DROME20787
OG0001520	HUMAN00622, HUMAN16656	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838
OG0001522	HUMAN15759, HUMAN08309, HUMAN15482, HUMAN25135	DROME02905, DROME02904
OG0001523	HUMAN04118, HUMAN06164	DROME11130
OG0001524	HUMAN03522	DROME06417, DROME06418
OG0001524	HUMAN11149	DROME00342, DROME00343
OG0001525	HUMAN07206	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288
OG0001526	HUMAN02271, HUMAN29404	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110
OG0001527	HUMAN19883, HUMAN19885, HUMAN11842	DROME15289
OG0001527	HUMAN28194	DROME00338
OG0001528	HUMAN11910	DROME09325
OG0001529	HUMAN20862, HUMAN20863, HUMAN20865, HUMAN20919, HUMAN24918	DROME07602, DROME07601
OG0001532	HUMAN00046, HUMAN11888, HUMAN21869	DROME20201
OG0001533	HUMAN07789, HUMAN21380	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969
OG0001534	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538	DROME09046, DROME09047
OG0001545	HUMAN14014, HUMAN14013	DROME06182
OG0001546	HUMAN08266, HUMAN16844	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623
OG0001549	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395	DROME13343, DROME13345, DROME13344
OG0001550	HUMAN02467	DROME09122
OG0001551	HUMAN08700, HUMAN02498	DROME08057
OG0001553	HUMAN27760, HUMAN03319, HUMAN23794	DROME02123, DROME02122
OG0001554	HUMAN05332, HUMAN05331, HUMAN30019	DROME16741
OG0001556	HUMAN02508, HUMAN08695, HUMAN08696, HUMAN04819, HUMAN02509	DROME10072, DROME10071
OG0001557	HUMAN04310	DROME20902, DROME20901
OG0001557	HUMAN26830	DROME07367
OG0001558	HUMAN29505, HUMAN29504, HUMAN14496	DROME19656, DROME19657
OG0001559	HUMAN02553	DROME00558
OG0001559	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942	DROME02902
OG0001560	HUMAN09969	DROME14810, DROME17871
OG0001561	HUMAN24968, HUMAN20456, HUMAN24967, HUMAN20360	DROME04222
OG0001562	HUMAN18910	DROME16718
OG0001563	HUMAN09891	DROME03209
OG0001565	HUMAN15336, HUMAN05720, HUMAN01912	DROME18953, DROME18978
OG0001567	HUMAN00268, HUMAN21826	DROME19417, DROME19416
OG0001568	HUMAN20082, HUMAN20081	DROME08963, DROME07259, DROME19219
OG0001569	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287	DROME03783
OG0001572	HUMAN13726	DROME11998
OG0001574	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298	DROME21965, DROME21966, DROME21964, DROME21967
OG0001575	HUMAN20049, HUMAN29793, HUMAN20511, HUMAN20510	DROME14105, DROME14107, DROME14106, DROME14108
OG0001576	HUMAN23520, HUMAN09989, HUMAN09990	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049
OG0001579	HUMAN03141, HUMAN03143, HUMAN03144	DROME17796
OG0001580	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958
OG0001581	HUMAN02526	DROME04945
OG0001582	HUMAN11711, HUMAN11710, HUMAN19935	DROME15756, DROME15757
OG0001583	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577	DROME08180, DROME08179
OG0001584	HUMAN22038	DROME19782
OG0001589	HUMAN10236	DROME16983, DROME16982, DROME16981, DROME09858
OG0001590	HUMAN09424	DROME14234, DROME13421
OG0001593	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587	DROME06841, DROME06840
OG0001594	HUMAN19429	DROME10666, DROME10665
OG0001596	HUMAN06207, HUMAN28876	DROME03082, DROME03081, DROME03080
OG0001597	HUMAN26560, HUMAN26561, HUMAN26559	DROME12080
OG0001599	HUMAN13426	DROME14559
OG0001600	HUMAN00788, HUMAN00787, HUMAN16635, HUMAN28233	DROME19005
OG0001602	HUMAN04443, HUMAN04442	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796
OG0001603	HUMAN24754	DROME10271
OG0001603	HUMAN24819	DROME05748, DROME05749
OG0001604	HUMAN22175	DROME13655, DROME13654
OG0001604	HUMAN12471, HUMAN12472	DROME15595, DROME15593, DROME15592, DROME15594
OG0001605	HUMAN07945, HUMAN07944	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001
OG0001606	HUMAN13929, HUMAN03753	DROME01628
OG0001609	HUMAN07643	DROME13801, DROME13802, DROME13800
OG0001609	HUMAN21122, HUMAN07645	DROME09555
OG0001610	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094	DROME06881
OG0001611	HUMAN08978, HUMAN02546	DROME07510, DROME07509, DROME07511
OG0001612	HUMAN25319	DROME07050, DROME07049
OG0001614	HUMAN14358	DROME14120
OG0001614	HUMAN13572	DROME17646
OG0001615	HUMAN04414, HUMAN27016	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809
OG0001620	HUMAN24750, HUMAN24751, HUMAN02052	DROME01154, DROME01153, DROME01150, DROME01151
OG0001621	HUMAN10405, HUMAN20233	DROME19943, DROME19942, DROME19944
OG0001624	HUMAN25539, HUMAN25540, HUMAN00624, HUMAN19275, HUMAN19274, HUMAN27856	DROME08385, DROME08387, DROME08386, DROME08384
OG0001627	HUMAN28211	DROME17716, DROME17715
OG0001628	HUMAN16897, HUMAN16898	DROME21766
OG0001632	HUMAN20860, HUMAN20348, HUMAN01354	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193
OG0001634	HUMAN29106	DROME02691, DROME02692
OG0001634	HUMAN02620, HUMAN15581	DROME06767
OG0001635	HUMAN30203, HUMAN26031, HUMAN29595	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443
OG0001638	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415
OG0001639	HUMAN09764, HUMAN14138	DROME01523, DROME01525, DROME01524
OG0001641	HUMAN02994	DROME08987, DROME08990, DROME08991
OG0001642	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976	DROME09872
OG0001643	HUMAN01998, HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331	DROME03424, DROME03423, DROME03425
OG0001644	HUMAN24567	DROME05204
OG0001646	HUMAN10878, HUMAN26744, HUMAN26256, HUMAN26257, HUMAN26258, HUMAN22061, HUMAN07154, HUMAN22062	DROME17895
OG0001651	HUMAN24385, HUMAN03098, HUMAN22631	DROME01946
OG0001652	HUMAN08985	DROME14027, DROME14026, DROME19080
OG0001653	HUMAN23274	DROME03945, DROME03944, DROME03946
OG0001654	HUMAN24521, HUMAN24522, HUMAN25677	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085
OG0001655	HUMAN23043, HUMAN29586, HUMAN29889	DROME11541, DROME11542
OG0001656	HUMAN07544, HUMAN07542, HUMAN07543, HUMAN07548, HUMAN07549, HUMAN07550, HUMAN07547, HUMAN12664	DROME12672
OG0001657	HUMAN20003, HUMAN20005, HUMAN20004, HUMAN04603	DROME16951
OG0001658	HUMAN13848, HUMAN18839, HUMAN13849	DROME02666, DROME02667
OG0001658	HUMAN18841	DROME02670
OG0001659	HUMAN00545, HUMAN00546, HUMAN25769, HUMAN25774, HUMAN25773, HUMAN25771, HUMAN25770	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494
OG0001660	HUMAN24142, HUMAN22382, HUMAN29625, HUMAN30126, HUMAN22381	DROME01600, DROME01597, DROME01598, DROME01599
OG0001663	HUMAN29828	DROME17604, DROME17603
OG0001664	HUMAN01079, HUMAN14776, HUMAN14775, HUMAN27769	DROME03276
OG0001665	HUMAN13477, HUMAN13476	DROME21335, DROME21336
OG0001665	HUMAN10572	DROME03860, DROME03861, DROME03859
