Orthogroup	HUMAN	MOUSE
OG0000492	HUMAN03937	MOUSE47199, MOUSE47194, MOUSE47191, MOUSE47195, MOUSE47196, MOUSE47211, MOUSE47206, MOUSE47209, MOUSE47210, MOUSE47198, MOUSE47202, MOUSE47207, MOUSE47208, MOUSE47205, MOUSE47197, MOUSE47203, MOUSE47193, MOUSE47200, MOUSE47192, MOUSE47201
OG0000492	HUMAN02314	MOUSE23635, MOUSE23639, MOUSE23636, MOUSE23637, MOUSE23634, MOUSE23633, MOUSE23638, MOUSE23640, MOUSE23632
OG0000494	HUMAN11765	MOUSE04386, MOUSE04387, MOUSE04385
OG0000494	HUMAN04544	MOUSE26674, MOUSE26676, MOUSE26675
OG0000494	HUMAN07415	MOUSE37244, MOUSE37245, MOUSE37243, MOUSE37241, MOUSE37242
OG0000494	HUMAN11773	MOUSE04377, MOUSE04378
OG0000494	HUMAN07288	MOUSE37754, MOUSE37753, MOUSE37752, MOUSE37750
OG0000495	HUMAN25846	MOUSE16569, MOUSE16650
OG0000496	HUMAN23175	MOUSE09984, MOUSE09983, MOUSE09982
OG0000496	HUMAN11045	MOUSE49029, MOUSE49030
OG0000496	HUMAN23172	MOUSE09985
OG0000496	HUMAN11047, HUMAN11048	MOUSE49032, MOUSE49031
OG0000496	HUMAN02986	MOUSE18918
OG0000496	HUMAN23171	MOUSE09988
OG0000496	HUMAN11049	MOUSE49033, MOUSE49034
OG0000497	HUMAN07212	MOUSE37564
OG0000497	HUMAN12464	MOUSE04901, MOUSE04902
OG0000497	HUMAN29410	MOUSE25391, MOUSE25392
OG0000497	HUMAN02197	MOUSE23883
OG0000498	HUMAN11282	MOUSE49431, MOUSE49430, MOUSE49429
OG0000498	HUMAN08229, HUMAN08228	MOUSE12456, MOUSE12455, MOUSE12454, MOUSE12453
OG0000498	HUMAN14106	MOUSE19882, MOUSE19881, MOUSE19879, MOUSE19880
OG0000498	HUMAN19165	MOUSE28863, MOUSE28862, MOUSE28861, MOUSE28860, MOUSE28859
OG0000498	HUMAN11327	MOUSE49483, MOUSE49482, MOUSE49484, MOUSE49485, MOUSE49486, MOUSE49488
OG0000499	HUMAN12159, HUMAN12209, HUMAN12234	MOUSE04713, MOUSE04714, MOUSE04712
OG0000499	HUMAN15469	MOUSE43327, MOUSE43326, MOUSE43325
OG0000499	HUMAN15466, HUMAN15467	MOUSE43329, MOUSE43328
OG0000499	HUMAN02683	MOUSE08653, MOUSE08654, MOUSE08655
OG0000500	HUMAN27609	MOUSE12718, MOUSE12717
OG0000500	HUMAN02612, HUMAN02613	MOUSE03683, MOUSE03682
OG0000500	HUMAN02610	MOUSE03685
OG0000500	HUMAN02609	MOUSE03687
OG0000500	HUMAN24725	MOUSE48320, MOUSE17937
OG0000503	HUMAN16023	MOUSE44106, MOUSE44108, MOUSE44107, MOUSE44111, MOUSE44109, MOUSE44110
OG0000503	HUMAN04313, HUMAN04314	MOUSE27250
OG0000503	HUMAN26939	MOUSE39197
OG0000503	HUMAN26938	MOUSE39198
OG0000503	HUMAN09859, HUMAN09860	MOUSE51373
OG0000504	HUMAN01815	MOUSE30319
OG0000504	HUMAN23327	MOUSE10633
OG0000504	HUMAN14139	MOUSE01347
OG0000504	HUMAN09762	MOUSE51548
OG0000505	HUMAN14348	MOUSE01611
OG0000505	HUMAN28801	MOUSE20688, MOUSE20689, MOUSE20690, MOUSE20687
OG0000505	HUMAN09568, HUMAN09567	MOUSE51848, MOUSE51847, MOUSE51846
OG0000505	HUMAN01623	MOUSE30718, MOUSE30720, MOUSE30717, MOUSE30719
OG0000505	HUMAN09569	MOUSE51849
OG0000505	HUMAN01622	MOUSE30721
OG0000506	HUMAN22035	MOUSE15618
OG0000506	HUMAN22034	MOUSE15614, MOUSE15613, MOUSE15617, MOUSE15616
OG0000506	HUMAN11883, HUMAN11882	MOUSE04165
OG0000506	HUMAN11881	MOUSE04161, MOUSE04160, MOUSE04158
OG0000506	HUMAN05281	MOUSE45045, MOUSE45046
OG0000506	HUMAN05280	MOUSE45047
OG0000506	HUMAN30005	MOUSE54597, MOUSE54596, MOUSE54598
OG0000506	HUMAN30006	MOUSE45048, MOUSE54599
OG0000508	HUMAN12380	MOUSE04787, MOUSE04786
OG0000508	HUMAN26281	MOUSE02862
OG0000508	HUMAN06650	MOUSE02442
OG0000508	HUMAN18003	MOUSE22065, MOUSE22066, MOUSE22067, MOUSE22064, MOUSE22068
OG0000508	HUMAN07104	MOUSE37391, MOUSE37393, MOUSE37392
OG0000508	HUMAN11706	MOUSE04524, MOUSE04525, MOUSE04526
OG0000510	HUMAN12686	MOUSE05540, MOUSE05542, MOUSE05544, MOUSE05541
OG0000510	HUMAN27025	MOUSE39401
OG0000510	HUMAN07364	MOUSE37932
OG0000510	HUMAN05041	MOUSE19983, MOUSE19980
OG0000511	HUMAN25187	MOUSE21668
OG0000511	HUMAN28151	MOUSE13518, MOUSE13519, MOUSE13517
OG0000512	HUMAN27287, HUMAN27288	MOUSE35515
OG0000512	HUMAN21918	MOUSE15505
OG0000512	HUMAN18135	MOUSE22362
OG0000512	HUMAN18133	MOUSE22359, MOUSE22360
OG0000512	HUMAN18132	MOUSE22380, MOUSE22358, MOUSE22355, MOUSE22379, MOUSE22357
OG0000512	HUMAN18134	MOUSE22361
OG0000513	HUMAN03652	MOUSE21354, MOUSE21357
OG0000513	HUMAN03654	MOUSE21367, MOUSE21366, MOUSE21360, MOUSE21356, MOUSE21355, MOUSE21358, MOUSE21364, MOUSE21359, MOUSE21362, MOUSE21361, MOUSE21363
OG0000513	HUMAN03655	MOUSE21369, MOUSE21370, MOUSE21368
OG0000513	HUMAN17218	MOUSE40310, MOUSE40309, MOUSE40308
OG0000513	HUMAN22774	MOUSE31553, MOUSE31554, MOUSE31552, MOUSE31555
OG0000513	HUMAN23795	MOUSE03463
OG0000514	HUMAN20065	MOUSE13991, MOUSE13994, MOUSE13990, MOUSE13989, MOUSE13986, MOUSE13995, MOUSE13996, MOUSE13987, MOUSE13992, MOUSE13997, MOUSE13988
OG0000514	HUMAN10473	MOUSE15035
OG0000514	HUMAN10472	MOUSE15034
OG0000514	HUMAN13478	MOUSE06334, MOUSE06331, MOUSE06336, MOUSE06332, MOUSE06330, MOUSE06333
OG0000515	HUMAN03447	MOUSE20985
OG0000516	HUMAN28001	MOUSE32111, MOUSE32110
OG0000516	HUMAN08226	MOUSE12451
OG0000516	HUMAN19549	MOUSE16494, MOUSE16495
OG0000516	HUMAN05499	MOUSE51201, MOUSE51202
OG0000516	HUMAN24427	MOUSE09107, MOUSE09108
OG0000517	HUMAN12637	MOUSE05471
OG0000517	HUMAN12636	MOUSE05467, MOUSE05466, MOUSE05469, MOUSE05470
OG0000517	HUMAN06469	MOUSE14806
OG0000517	HUMAN12643	MOUSE05476
OG0000517	HUMAN12644	MOUSE05477
OG0000517	HUMAN12645	MOUSE05478
OG0000517	HUMAN12641	MOUSE05474
OG0000517	HUMAN12639	MOUSE05473
OG0000517	HUMAN12638	MOUSE05472
OG0000517	HUMAN12642	MOUSE05475
OG0000517	HUMAN12579	MOUSE05410
OG0000517	HUMAN12585	MOUSE05415
OG0000517	HUMAN12581	MOUSE05412
OG0000517	HUMAN12582	MOUSE05413
OG0000517	HUMAN12580	MOUSE05411
OG0000517	HUMAN12583	MOUSE05414
OG0000517	HUMAN12587	MOUSE05417
OG0000517	HUMAN12588	MOUSE05418
OG0000519	HUMAN19982	MOUSE02734
OG0000519	HUMAN19989, HUMAN19990	MOUSE02732
OG0000519	HUMAN19995, HUMAN19992	MOUSE02731
OG0000520	HUMAN07303	MOUSE37796, MOUSE37797
OG0000520	HUMAN10919	MOUSE46523, MOUSE46519
OG0000520	HUMAN15317	MOUSE43524, MOUSE43523, MOUSE43522
OG0000520	HUMAN05571	MOUSE51047, MOUSE51050, MOUSE51049, MOUSE51046, MOUSE51048
OG0000521	HUMAN15885	MOUSE42629, MOUSE42628
OG0000521	HUMAN08587	MOUSE07495, MOUSE07494, MOUSE07496
OG0000521	HUMAN16883	MOUSE18729, MOUSE18728, MOUSE18730
OG0000522	HUMAN22247	MOUSE36138, MOUSE36141, MOUSE36142, MOUSE36146, MOUSE36140, MOUSE36143, MOUSE36147, MOUSE36145, MOUSE36144
OG0000522	HUMAN17343	MOUSE27785, MOUSE27786
OG0000523	HUMAN07168	MOUSE37655, MOUSE37652
OG0000523	HUMAN28721	MOUSE32535
OG0000523	HUMAN28788	MOUSE20709, MOUSE20708
OG0000523	HUMAN09547	MOUSE51883
OG0000523	HUMAN10110	MOUSE44593
OG0000524	HUMAN03324	MOUSE11124, MOUSE11115, MOUSE11123, MOUSE11120, MOUSE11117, MOUSE11116, MOUSE11122, MOUSE11121, MOUSE11126, MOUSE11137, MOUSE11135, MOUSE11114, MOUSE11125, MOUSE11136, MOUSE11141, MOUSE11140, MOUSE11139, MOUSE11130, MOUSE11133, MOUSE11119, MOUSE11112, MOUSE11113, MOUSE11128, MOUSE11138, MOUSE11131, MOUSE11132, MOUSE11134, MOUSE11118
OG0000524	HUMAN27682	MOUSE47896
OG0000525	HUMAN02221	MOUSE23827
OG0000525	HUMAN02222	MOUSE23825
OG0000525	HUMAN29313	MOUSE25729, MOUSE25730
OG0000525	HUMAN12020, HUMAN15942	MOUSE44263
OG0000525	HUMAN10325	MOUSE16909
OG0000525	HUMAN12019	MOUSE03969, MOUSE03968
OG0000526	HUMAN18666	MOUSE27968
OG0000526	HUMAN17074	MOUSE40598
OG0000527	HUMAN02303	MOUSE23663, MOUSE23664, MOUSE23665, MOUSE23666
OG0000527	HUMAN14497	MOUSE47392, MOUSE47388, MOUSE47386, MOUSE47389, MOUSE47391, MOUSE47385, MOUSE47384, MOUSE47387, MOUSE47390
OG0000527	HUMAN29406	MOUSE25378, MOUSE25385, MOUSE25383, MOUSE25381, MOUSE25382, MOUSE25380, MOUSE25379, MOUSE25377, MOUSE25376
OG0000528	HUMAN08895	MOUSE08078, MOUSE08077, MOUSE08080, MOUSE08079
OG0000528	HUMAN15806	MOUSE42764
OG0000528	HUMAN15805	MOUSE42765, MOUSE42767, MOUSE42766
OG0000528	HUMAN04719	MOUSE20445, MOUSE20444, MOUSE20446
OG0000528	HUMAN16886	MOUSE18735, MOUSE18737, MOUSE18736
OG0000529	HUMAN02129	MOUSE24042, MOUSE24043
OG0000529	HUMAN17231, HUMAN17232	MOUSE40277, MOUSE40276
OG0000529	HUMAN05856	MOUSE41488, MOUSE41489, MOUSE41487, MOUSE41486
OG0000529	HUMAN11986	MOUSE04006, MOUSE04007
OG0000529	HUMAN00177	MOUSE34925
OG0000530	HUMAN14150	MOUSE01368, MOUSE01373, MOUSE01369, MOUSE01370, MOUSE32745, MOUSE01376
OG0000530	HUMAN29041	MOUSE32738, MOUSE32739, MOUSE32737, MOUSE32741, MOUSE32742, MOUSE32740
OG0000530	HUMAN01293	MOUSE31361, MOUSE31363, MOUSE31366, MOUSE31362
OG0000531	HUMAN12927	MOUSE05197, MOUSE05196
OG0000531	HUMAN02976	MOUSE25152, MOUSE25153, MOUSE25162, MOUSE25156, MOUSE25155, MOUSE25157, MOUSE25159, MOUSE25158, MOUSE25160, MOUSE25161, MOUSE25154
OG0000531	HUMAN18092	MOUSE22281
OG0000532	HUMAN16791	MOUSE35783, MOUSE35784
OG0000533	HUMAN07476	MOUSE12597
OG0000534	HUMAN17739	MOUSE26188, MOUSE26191, MOUSE26190, MOUSE26192, MOUSE26189
OG0000534	HUMAN06369	MOUSE14667, MOUSE14669, MOUSE14668
OG0000534	HUMAN12812	MOUSE05757
OG0000534	HUMAN12811	MOUSE05755, MOUSE05754, MOUSE05756
OG0000535	HUMAN29487	MOUSE25279
OG0000535	HUMAN24304	MOUSE09525, MOUSE09526
OG0000535	HUMAN22290	MOUSE36224, MOUSE36223
OG0000537	HUMAN30216	MOUSE55030
OG0000537	HUMAN07840	MOUSE47509
OG0000537	HUMAN18315	MOUSE22723
OG0000537	HUMAN18316	MOUSE22725, MOUSE22726, MOUSE47506, MOUSE22724
OG0000537	HUMAN30217	MOUSE55032, MOUSE55031
OG0000537	HUMAN07839	MOUSE47504
OG0000538	HUMAN17702	MOUSE26109, MOUSE26108, MOUSE26107
OG0000538	HUMAN06667, HUMAN06666	MOUSE02402, MOUSE02401
OG0000538	HUMAN03004	MOUSE18904, MOUSE18906, MOUSE18901, MOUSE18905, MOUSE18907, MOUSE18908, MOUSE18902, MOUSE18903
OG0000538	HUMAN12817	MOUSE05766, MOUSE05767, MOUSE05765, MOUSE05764
OG0000539	HUMAN12531	MOUSE05354
OG0000539	HUMAN26140, HUMAN26141	MOUSE39879
OG0000539	HUMAN05513	MOUSE51182, MOUSE51181
OG0000540	HUMAN27588	MOUSE12751, MOUSE12752
OG0000540	HUMAN03609	MOUSE21275
OG0000540	HUMAN27589	MOUSE12753
OG0000540	HUMAN02919, HUMAN02918	MOUSE25045, MOUSE25047, MOUSE25046
OG0000540	HUMAN18270	MOUSE22622
OG0000540	HUMAN06351	MOUSE14648, MOUSE14649
OG0000540	HUMAN12799, HUMAN12798	MOUSE05735, MOUSE05734
OG0000542	HUMAN22939	MOUSE30131, MOUSE30132, MOUSE30133, MOUSE30129, MOUSE30134, MOUSE30130
OG0000542	HUMAN07559	MOUSE29812, MOUSE29810
OG0000542	HUMAN30229	MOUSE55060, MOUSE55059, MOUSE55061
OG0000542	HUMAN20659	MOUSE53102
OG0000544	HUMAN07581	MOUSE29764
OG0000544	HUMAN22577	MOUSE36878
OG0000544	HUMAN28509	MOUSE32959, MOUSE32958, MOUSE32957, MOUSE32960
OG0000544	HUMAN22906	MOUSE48746
OG0000545	HUMAN09330	MOUSE27509
OG0000545	HUMAN16986	MOUSE03097, MOUSE03098, MOUSE03096
OG0000545	HUMAN04980	MOUSE20075
OG0000545	HUMAN08518	MOUSE07401, MOUSE07400
OG0000545	HUMAN15565	MOUSE43196, MOUSE43195, MOUSE43197
OG0000546	HUMAN14774	MOUSE48910
OG0000546	HUMAN06794, HUMAN06793	MOUSE02219
OG0000546	HUMAN04696, HUMAN04695, HUMAN04697	MOUSE20458
OG0000547	HUMAN20436, HUMAN20437	MOUSE40914
OG0000548	HUMAN24231	MOUSE17190
OG0000548	HUMAN27638, HUMAN27637	MOUSE48022
OG0000548	HUMAN17353	MOUSE27774
OG0000548	HUMAN03638	MOUSE21325
OG0000548	HUMAN02528	MOUSE24689, MOUSE24690
OG0000548	HUMAN06895	MOUSE02054, MOUSE02055
OG0000548	HUMAN20990	MOUSE52547
OG0000548	HUMAN30501	MOUSE54258
OG0000550	HUMAN17929	MOUSE26528, MOUSE26529, MOUSE26530, MOUSE26531
OG0000551	HUMAN21041	MOUSE11257
OG0000552	HUMAN23579	MOUSE10142, MOUSE10140, MOUSE10139, MOUSE10143, MOUSE10138
OG0000552	HUMAN23580	MOUSE10141
OG0000552	HUMAN13654	MOUSE18940
OG0000552	HUMAN30481	MOUSE54211, MOUSE54212
OG0000553	HUMAN02361	MOUSE23561
OG0000553	HUMAN06910	MOUSE53922, MOUSE53921, MOUSE02032, MOUSE02031
OG0000553	HUMAN19362	MOUSE16157, MOUSE18362, MOUSE16156
OG0000553	HUMAN05458, HUMAN05459	MOUSE51274, MOUSE51273
OG0000553	HUMAN20240	MOUSE14233
OG0000553	HUMAN12995	MOUSE05108
OG0000554	HUMAN28125	MOUSE13488
OG0000554	HUMAN27604	MOUSE36043
OG0000554	HUMAN22160	MOUSE36046, MOUSE36044
OG0000554	HUMAN27603	MOUSE12728
OG0000554	HUMAN03797	MOUSE46842, MOUSE46840
OG0000554	HUMAN24024	MOUSE19419, MOUSE19418, MOUSE19417
OG0000554	HUMAN16725	MOUSE35643
OG0000557	HUMAN10140, HUMAN10141	MOUSE03148, MOUSE03150
OG0000557	HUMAN10142	MOUSE03149, MOUSE03151
OG0000557	HUMAN10138, HUMAN10139	MOUSE03147, MOUSE03146
OG0000557	HUMAN04037	MOUSE45517
OG0000557	HUMAN04031, HUMAN04032, HUMAN04034, HUMAN04033	MOUSE45516
OG0000557	HUMAN04028	MOUSE45514
OG0000557	HUMAN04027, HUMAN04029	MOUSE45512, MOUSE45513
OG0000557	HUMAN04030, HUMAN13409	MOUSE45515
OG0000558	HUMAN24700	MOUSE18002, MOUSE18003
OG0000558	HUMAN29129	MOUSE26021, MOUSE26024
OG0000558	HUMAN02751	MOUSE26032, MOUSE48642
OG0000558	HUMAN04110	MOUSE45718, MOUSE45717
OG0000558	HUMAN04534	MOUSE26709, MOUSE26734
OG0000558	HUMAN04535	MOUSE26816, MOUSE26708
OG0000558	HUMAN05665, HUMAN05666	MOUSE50799, MOUSE50798, MOUSE50797, MOUSE50801, MOUSE50796, MOUSE50844, MOUSE50780, MOUSE50781, MOUSE50837, MOUSE50836, MOUSE50823, MOUSE50802, MOUSE50842
OG0000558	HUMAN05670, HUMAN05669	MOUSE50787, MOUSE50761, MOUSE50760
OG0000558	HUMAN05654	MOUSE50858
OG0000558	HUMAN05674	MOUSE50717, MOUSE50718
OG0000558	HUMAN05668	MOUSE50792, MOUSE50845, MOUSE50790
OG0000558	HUMAN05667	MOUSE50794, MOUSE50791, MOUSE50793
OG0000558	HUMAN04580	MOUSE20626
OG0000558	HUMAN04578	MOUSE20631, MOUSE20632, MOUSE20630, MOUSE20641, MOUSE20620, MOUSE20640, MOUSE20645, MOUSE20643, MOUSE20642, MOUSE20639, MOUSE20636
OG0000558	HUMAN04582	MOUSE20623, MOUSE20618, MOUSE20624, MOUSE20650, MOUSE20625, MOUSE20617
OG0000558	HUMAN04509	MOUSE26700, MOUSE26696, MOUSE26697
OG0000558	HUMAN04507	MOUSE26781, MOUSE26819, MOUSE26820, MOUSE26833
OG0000560	HUMAN03172, HUMAN03171	MOUSE00939
OG0000561	HUMAN08902	MOUSE08091
OG0000561	HUMAN08905	MOUSE08092, MOUSE08093
OG0000561	HUMAN04883	MOUSE20194, MOUSE20195, MOUSE20193, MOUSE20192, MOUSE20191
OG0000561	HUMAN23834	MOUSE09576
OG0000562	HUMAN14967, HUMAN14968	MOUSE48585, MOUSE48586
OG0000562	HUMAN20748	MOUSE53359, MOUSE53357, MOUSE53360, MOUSE53355, MOUSE53354
OG0000562	HUMAN20749	MOUSE53358
OG0000563	HUMAN07268	MOUSE05023
OG0000563	HUMAN13046	MOUSE05022
OG0000563	HUMAN07267	MOUSE37472, MOUSE09944
OG0000564	HUMAN25870	MOUSE16694
OG0000564	HUMAN09308	MOUSE27468
OG0000564	HUMAN15523	MOUSE43261
OG0000564	HUMAN09010	MOUSE08263
OG0000564	HUMAN18697	MOUSE28020
OG0000565	HUMAN26569	MOUSE38941, MOUSE38943, MOUSE38942
OG0000565	HUMAN26572	MOUSE38947
OG0000565	HUMAN26570	MOUSE38945, MOUSE38946
OG0000566	HUMAN13951	MOUSE19797, MOUSE19798
OG0000566	HUMAN09508	MOUSE51983, MOUSE51982, MOUSE51985
OG0000566	HUMAN09507	MOUSE51989
OG0000566	HUMAN12454	MOUSE04915
OG0000567	HUMAN07964	MOUSE11935
OG0000567	HUMAN01748	MOUSE30473
OG0000567	HUMAN14288, HUMAN14286, HUMAN14287	MOUSE01584
OG0000570	HUMAN29797, HUMAN29796, HUMAN29795, HUMAN29794	MOUSE53762
OG0000570	HUMAN20050	MOUSE01814
OG0000570	HUMAN13467	MOUSE06313
OG0000570	HUMAN13468	MOUSE06314
OG0000570	HUMAN20512	MOUSE41047, MOUSE41048
OG0000572	HUMAN16893	MOUSE18741, MOUSE18742, MOUSE18747, MOUSE18745, MOUSE18743
OG0000572	HUMAN09020	MOUSE08285, MOUSE08283, MOUSE08284, MOUSE08282, MOUSE08281
OG0000572	HUMAN04717	MOUSE20447
OG0000572	HUMAN05894	MOUSE41405, MOUSE41406
OG0000573	HUMAN05881	MOUSE41431
OG0000573	HUMAN26705	MOUSE38344, MOUSE38343, MOUSE38342, MOUSE38341
OG0000573	HUMAN21827	MOUSE29526
OG0000573	HUMAN00083	MOUSE35086
OG0000573	HUMAN09505	MOUSE51991
OG0000574	HUMAN13242	MOUSE06002, MOUSE06003
OG0000574	HUMAN12227, HUMAN12222, HUMAN12220	MOUSE03799
OG0000574	HUMAN12049	MOUSE03922
OG0000574	HUMAN14519	MOUSE47456, MOUSE47457, MOUSE47458, MOUSE47452, MOUSE47455, MOUSE47454, MOUSE47460, MOUSE47453
OG0000575	HUMAN19743	MOUSE15329, MOUSE15327, MOUSE15326
OG0000575	HUMAN04569	MOUSE26633, MOUSE26640, MOUSE26630, MOUSE26631, MOUSE26628, MOUSE26625, MOUSE26635, MOUSE26629, MOUSE26626, MOUSE26638, MOUSE26639, MOUSE26636, MOUSE26642, MOUSE26641, MOUSE26624, MOUSE26634, MOUSE26637, MOUSE26627, MOUSE26632
OG0000575	HUMAN23201	MOUSE13339, MOUSE13341
OG0000575	HUMAN17765	MOUSE26230, MOUSE26233, MOUSE26232
OG0000575	HUMAN17763	MOUSE26229
OG0000576	HUMAN06494	MOUSE14850, MOUSE14851
OG0000576	HUMAN17099	MOUSE40559
OG0000576	HUMAN19648	MOUSE01164, MOUSE01163
OG0000576	HUMAN06497	MOUSE01165
OG0000576	HUMAN20975	MOUSE52581, MOUSE52578, MOUSE52574, MOUSE52580, MOUSE52576, MOUSE52579, MOUSE52577, MOUSE52575, MOUSE52582, MOUSE52584, MOUSE52587, MOUSE52586, MOUSE52585, MOUSE52583
OG0000578	HUMAN04779	MOUSE20360, MOUSE20359
OG0000578	HUMAN04778, HUMAN04780, HUMAN04777	MOUSE20362, MOUSE20361
OG0000578	HUMAN16988	MOUSE03091, MOUSE03087, MOUSE03090
OG0000578	HUMAN16989	MOUSE03088, MOUSE03089
OG0000578	HUMAN08467	MOUSE07290
OG0000578	HUMAN15796	MOUSE42776, MOUSE42775
OG0000579	HUMAN06899	MOUSE02041
OG0000579	HUMAN02365	MOUSE23552, MOUSE23553, MOUSE23554, MOUSE23550, MOUSE02042
OG0000579	HUMAN20498	MOUSE41019, MOUSE41020, MOUSE41018, MOUSE41021
OG0000579	HUMAN30498	MOUSE54255, MOUSE54257, MOUSE54256
OG0000580	HUMAN03958	MOUSE47258, MOUSE47257
OG0000580	HUMAN25266	MOUSE21684, MOUSE21685, MOUSE21687, MOUSE21683
OG0000580	HUMAN00808	MOUSE33811
OG0000581	HUMAN08477	MOUSE07319
OG0000581	HUMAN16919	MOUSE18768, MOUSE18769
OG0000581	HUMAN16920	MOUSE18770
OG0000581	HUMAN08478, HUMAN08479	MOUSE07320
OG0000582	HUMAN14892	MOUSE17430, MOUSE17431, MOUSE17428, MOUSE17429
OG0000582	HUMAN02173	MOUSE23946, MOUSE23947
OG0000582	HUMAN29110	MOUSE25981, MOUSE25982, MOUSE25983, MOUSE25975, MOUSE25979, MOUSE25984, MOUSE25974, MOUSE25976, MOUSE25978
OG0000582	HUMAN24912	MOUSE17215, MOUSE17213, MOUSE17212, MOUSE17214, MOUSE17211, MOUSE17210
OG0000583	HUMAN30390	MOUSE54088
OG0000583	HUMAN30389	MOUSE54086, MOUSE54089, MOUSE54090, MOUSE54092, MOUSE54087
OG0000583	HUMAN17451, HUMAN17452	MOUSE22001
OG0000583	HUMAN25385	MOUSE32168
OG0000583	HUMAN00760	MOUSE33890, MOUSE33889, MOUSE33888
OG0000584	HUMAN01300	MOUSE31344
OG0000585	HUMAN26484	MOUSE35385
OG0000585	HUMAN21116	MOUSE40784, MOUSE40785, MOUSE40786, MOUSE40788, MOUSE40789, MOUSE40787, MOUSE40783, MOUSE40781, MOUSE40782
OG0000585	HUMAN26483, HUMAN26481	MOUSE35386, MOUSE35387, MOUSE35388, MOUSE35383, MOUSE35384, MOUSE35381, MOUSE35380, MOUSE35382
OG0000585	HUMAN01438	MOUSE31048, MOUSE31049
OG0000586	HUMAN05083	MOUSE47314, MOUSE47317, MOUSE47318, MOUSE47316
OG0000586	HUMAN20402	MOUSE14470, MOUSE14469, MOUSE14468
OG0000586	HUMAN16092	MOUSE43916, MOUSE43917, MOUSE43918
OG0000587	HUMAN18299, HUMAN18301	MOUSE22685
OG0000587	HUMAN26727	MOUSE38303, MOUSE38305, MOUSE38304
OG0000587	HUMAN29633	MOUSE55324
OG0000587	HUMAN29632	MOUSE55322
OG0000587	HUMAN15867	MOUSE42665, MOUSE42667
OG0000588	HUMAN14858	MOUSE48786, MOUSE48787
OG0000588	HUMAN01187	MOUSE31848
OG0000588	HUMAN28650	MOUSE32353, MOUSE32352
OG0000588	HUMAN05176, HUMAN05175	MOUSE45239, MOUSE45240
OG0000589	HUMAN16335	MOUSE42228, MOUSE42229, MOUSE42227, MOUSE42226
OG0000589	HUMAN03934	MOUSE47183, MOUSE47184, MOUSE47181, MOUSE47182
OG0000589	HUMAN02319	MOUSE23629, MOUSE23630, MOUSE23628, MOUSE23627
OG0000590	HUMAN12674, HUMAN20582	MOUSE05523
OG0000590	HUMAN20581	MOUSE18372
OG0000590	HUMAN12676	MOUSE05521, MOUSE05522
OG0000590	HUMAN06597	MOUSE02546
OG0000590	HUMAN13708	MOUSE18529
OG0000590	HUMAN19211	MOUSE28939, MOUSE28941
OG0000591	HUMAN12144	MOUSE03776, MOUSE03774, MOUSE03773, MOUSE03775
OG0000591	HUMAN05235	MOUSE45119, MOUSE45118, MOUSE45120, MOUSE45121, MOUSE45116
OG0000591	HUMAN17606	MOUSE19122
OG0000592	HUMAN28912	MOUSE09794, MOUSE09795, MOUSE09796
OG0000592	HUMAN11498	MOUSE49687, MOUSE49686, MOUSE49685
OG0000592	HUMAN04372, HUMAN04369	MOUSE27133
OG0000592	HUMAN04371	MOUSE49688
OG0000593	HUMAN25908	MOUSE38540
OG0000593	HUMAN20155	MOUSE14106
OG0000593	HUMAN13573	MOUSE06441
OG0000593	HUMAN08183	MOUSE12368, MOUSE12366, MOUSE12367
OG0000593	HUMAN11452	MOUSE49643, MOUSE49644
OG0000593	HUMAN28338	MOUSE13819
OG0000593	HUMAN18999	MOUSE28583
OG0000594	HUMAN05742	MOUSE50535
OG0000594	HUMAN19377	MOUSE16184, MOUSE16183
OG0000594	HUMAN05741	MOUSE50537
OG0000594	HUMAN02011	MOUSE24285, MOUSE24284, MOUSE24283
OG0000594	HUMAN19379	MOUSE16185
OG0000594	HUMAN21115	MOUSE40778, MOUSE40777
OG0000594	HUMAN06244, HUMAN06243	MOUSE14517, MOUSE14516
OG0000597	HUMAN10866	MOUSE46308, MOUSE46307
OG0000597	HUMAN12318	MOUSE04601, MOUSE04603, MOUSE04605, MOUSE04604
OG0000597	HUMAN05005	MOUSE20021
OG0000597	HUMAN07090	MOUSE37363
OG0000597	HUMAN09706	MOUSE51634, MOUSE51635
OG0000597	HUMAN28946	MOUSE32567, MOUSE32568
OG0000598	HUMAN06002	MOUSE41698, MOUSE41699
OG0000600	HUMAN25688	MOUSE00132
OG0000600	HUMAN29715	MOUSE54464
OG0000600	HUMAN30123	MOUSE54880, MOUSE54879
OG0000600	HUMAN18117	MOUSE22333
OG0000601	HUMAN12747	MOUSE05651
OG0000601	HUMAN12745	MOUSE05647
OG0000601	HUMAN12746	MOUSE05646, MOUSE05649
OG0000601	HUMAN03315	MOUSE11093
OG0000601	HUMAN03312	MOUSE11086, MOUSE11085, MOUSE11088, MOUSE11087
OG0000601	HUMAN03310	MOUSE11083, MOUSE11084
OG0000601	HUMAN03311, HUMAN03313	MOUSE11090
OG0000601	HUMAN27680	MOUSE47966
OG0000602	HUMAN30350	MOUSE54043, MOUSE54042
OG0000602	HUMAN07761	MOUSE13065, MOUSE13066, MOUSE13067
OG0000602	HUMAN18490	MOUSE23060
OG0000602	HUMAN26674	MOUSE38461, MOUSE38463, MOUSE38462, MOUSE38460
OG0000602	HUMAN30349	MOUSE54041
