Orthogroup	HUMAN	HELIO_ok
OG0001308	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495	HELIO_12210
OG0001309	HUMAN26186, HUMAN26187	HELIO_06983
OG0001310	HUMAN09337	HELIO_02438
OG0001310	HUMAN17449	HELIO_09331
OG0001311	HUMAN02788	HELIO_02223
OG0001311	HUMAN20553	HELIO_00805
OG0001312	HUMAN19586, HUMAN21384, HUMAN21385	HELIO_11963
OG0001315	HUMAN13233, HUMAN25875	HELIO_00584
OG0001316	HUMAN22411, HUMAN07507	HELIO_08864
OG0001317	HUMAN26503, HUMAN26504	HELIO_08857
OG0001317	HUMAN29334	HELIO_08319
OG0001318	HUMAN16547, HUMAN16548	HELIO_01897
OG0001318	HUMAN21172, HUMAN21173	HELIO_00651
OG0001319	HUMAN30310, HUMAN21541	HELIO_09125
OG0001320	HUMAN27988, HUMAN27989	HELIO_07097
OG0001320	HUMAN09292, HUMAN16855, HUMAN16856	HELIO_01606
OG0001321	HUMAN09666, HUMAN14539	HELIO_11153
OG0001322	HUMAN03840	HELIO_12344
OG0001322	HUMAN15479, HUMAN15481	HELIO_07391
OG0001324	HUMAN21897	HELIO_11046
OG0001325	HUMAN22703	HELIO_02148
OG0001326	HUMAN03521, HUMAN17368, HUMAN17367, HUMAN03603	HELIO_01722
OG0001327	HUMAN05826, HUMAN05829	HELIO_06372
OG0001327	HUMAN06766, HUMAN06765, HUMAN02428	HELIO_03453
OG0001329	HUMAN02833	HELIO_12348
OG0001330	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846	HELIO_07773
OG0001331	HUMAN22233, HUMAN22231, HUMAN24247, HUMAN13998	HELIO_10456, HELIO_10455
OG0001333	HUMAN20118, HUMAN10313	HELIO_07137
OG0001335	HUMAN25775	HELIO_01988, HELIO_01987
OG0001335	HUMAN28637	HELIO_09999
OG0001337	HUMAN28621	HELIO_12764
OG0001337	HUMAN13008, HUMAN23397, HUMAN00896	HELIO_11060
OG0001339	HUMAN03666	HELIO_05791
OG0001344	HUMAN17092	HELIO_02566
OG0001345	HUMAN21450, HUMAN21451, HUMAN21449	HELIO_00586
OG0001348	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856	HELIO_05226
OG0001350	HUMAN01020	HELIO_03259
OG0001351	HUMAN29755	HELIO_09749
OG0001352	HUMAN27857	HELIO_06067
OG0001353	HUMAN18781	HELIO_03307
OG0001353	HUMAN18886	HELIO_07889
OG0001354	HUMAN14805, HUMAN00966, HUMAN28999	HELIO_01003
OG0001355	HUMAN24307, HUMAN22136, HUMAN03703	HELIO_05179
OG0001356	HUMAN21113, HUMAN06242, HUMAN29863	HELIO_09355
OG0001357	HUMAN16834, HUMAN04831, HUMAN09251, HUMAN15455	HELIO_07642
OG0001358	HUMAN25707	HELIO_05651, HELIO_04483
OG0001359	HUMAN14362, HUMAN09431, HUMAN09433, HUMAN09435, HUMAN09434, HUMAN09432, HUMAN28720, HUMAN01773	HELIO_00338
OG0001360	HUMAN22743, HUMAN22745, HUMAN22744	HELIO_12349
OG0001361	HUMAN04301, HUMAN04302, HUMAN20294	HELIO_12234
OG0001362	HUMAN12045	HELIO_09855
OG0001363	HUMAN02206	HELIO_03084
OG0001364	HUMAN18390	HELIO_04728
OG0001364	HUMAN26706, HUMAN18389	HELIO_01882, HELIO_01884
OG0001365	HUMAN29603, HUMAN22759	HELIO_08493, HELIO_12193
OG0001367	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627	HELIO_12197
OG0001368	HUMAN08634, HUMAN18786, HUMAN18785, HUMAN08633	HELIO_02045
OG0001369	HUMAN20946, HUMAN20945, HUMAN02425, HUMAN02423, HUMAN02424, HUMAN06739, HUMAN06737, HUMAN06738	HELIO_00430
OG0001370	HUMAN10042	HELIO_08459
OG0001370	HUMAN18140	HELIO_09154
OG0001371	HUMAN13498, HUMAN13497	HELIO_02393, HELIO_07671
OG0001372	HUMAN01152	HELIO_07415
OG0001373	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735	HELIO_06748
OG0001374	HUMAN09540, HUMAN09539, HUMAN01648, HUMAN19827, HUMAN19826, HUMAN30333	HELIO_10870
OG0001375	HUMAN25598, HUMAN00578, HUMAN00579	HELIO_01574
OG0001376	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374	HELIO_12299
OG0001377	HUMAN18646, HUMAN03684, HUMAN03683	HELIO_10836
OG0001378	HUMAN27599, HUMAN03792, HUMAN24020, HUMAN22165, HUMAN24018	HELIO_02964
OG0001379	HUMAN21524, HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658	HELIO_04200
OG0001380	HUMAN23909, HUMAN23910, HUMAN04086, HUMAN22347	HELIO_01850
OG0001381	HUMAN14335, HUMAN09185, HUMAN28764	HELIO_03557
OG0001382	HUMAN16044	HELIO_05363
OG0001383	HUMAN01927	HELIO_10404, HELIO_09985
OG0001384	HUMAN07653, HUMAN07663	HELIO_01654
OG0001389	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383	HELIO_06611
OG0001394	HUMAN27466	HELIO_10885
OG0001395	HUMAN00543, HUMAN25836, HUMAN30091, HUMAN29663	HELIO_02673
OG0001397	HUMAN24255, HUMAN03558	HELIO_01273
OG0001397	HUMAN03597	HELIO_04122
OG0001398	HUMAN30494, HUMAN20842	HELIO_00222
OG0001399	HUMAN07651	HELIO_05014
OG0001399	HUMAN18963, HUMAN18962, HUMAN11037	HELIO_08757
OG0001400	HUMAN12867, HUMAN17921, HUMAN26085, HUMAN26084	HELIO_09621
OG0001401	HUMAN29769	HELIO_05514, HELIO_00801
OG0001402	HUMAN19950, HUMAN10942, HUMAN12422, HUMAN12423	HELIO_06192
OG0001403	HUMAN12235, HUMAN27256, HUMAN07228	HELIO_08199, HELIO_07385
OG0001404	HUMAN00261	HELIO_06483
OG0001405	HUMAN20770, HUMAN11517, HUMAN20772	HELIO_01612
OG0001406	HUMAN21841, HUMAN21842, HUMAN21839, HUMAN11946, HUMAN30432	HELIO_05795
OG0001408	HUMAN29375, HUMAN14479, HUMAN01329	HELIO_02887
OG0001409	HUMAN15650, HUMAN21360	HELIO_05260
OG0001410	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903	HELIO_07114
OG0001410	HUMAN27965	HELIO_01417
OG0001411	HUMAN22432, HUMAN22431	HELIO_03361
OG0001412	HUMAN07098, HUMAN07099	HELIO_06209
OG0001413	HUMAN07320, HUMAN07322	HELIO_11436
OG0001413	HUMAN10070	HELIO_10258
OG0001414	HUMAN16822	HELIO_00902
OG0001414	HUMAN26311	HELIO_00745
OG0001415	HUMAN19750, HUMAN19752, HUMAN19751	HELIO_07046
OG0001416	HUMAN00172, HUMAN11820	HELIO_08511
OG0001417	HUMAN12487	HELIO_07751
OG0001418	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427	HELIO_09143
OG0001420	HUMAN08488, HUMAN08485, HUMAN29818, HUMAN29817, HUMAN20933, HUMAN06265, HUMAN06264, HUMAN06263	HELIO_10002
OG0001421	HUMAN04839, HUMAN08948, HUMAN02585	HELIO_02587
OG0001422	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891	HELIO_00344
OG0001423	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689	HELIO_03132
OG0001424	HUMAN04853, HUMAN04852	HELIO_00747
OG0001425	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344	HELIO_01653
OG0001428	HUMAN00193, HUMAN11816, HUMAN05892	HELIO_11579
OG0001430	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891	HELIO_08384
OG0001431	HUMAN26191, HUMAN12528, HUMAN12527, HUMAN12529	HELIO_00600
OG0001432	HUMAN16749	HELIO_11010, HELIO_11878
OG0001434	HUMAN25376	HELIO_10028, HELIO_10029, HELIO_10027
OG0001436	HUMAN28951	HELIO_09777
OG0001437	HUMAN27963, HUMAN27962	HELIO_04743
OG0001440	HUMAN02970, HUMAN12486	HELIO_03196
OG0001441	HUMAN00513, HUMAN00512, HUMAN19296, HUMAN27941, HUMAN27940, HUMAN27608, HUMAN27607	HELIO_03652
OG0001445	HUMAN18716, HUMAN15579	HELIO_12183
OG0001446	HUMAN12296	HELIO_05230
OG0001447	HUMAN09319, HUMAN15576, HUMAN02582	HELIO_04829
OG0001449	HUMAN16746	HELIO_03720
OG0001449	HUMAN18160	HELIO_09662
OG0001451	HUMAN04374, HUMAN04373	HELIO_05972
OG0001452	HUMAN23508, HUMAN10054, HUMAN01876	HELIO_09077, HELIO_09076
OG0001453	HUMAN01855, HUMAN01856, HUMAN01854, HUMAN09711, HUMAN21615	HELIO_11229, HELIO_03802, HELIO_09980
OG0001454	HUMAN24124, HUMAN24121, HUMAN24122, HUMAN22861	HELIO_04552
OG0001455	HUMAN00999, HUMAN23381, HUMAN15013, HUMAN14678	HELIO_05822
OG0001456	HUMAN21609	HELIO_09922
OG0001457	HUMAN25224	HELIO_08835
OG0001459	HUMAN15951, HUMAN15950, HUMAN06132	HELIO_08961
OG0001460	HUMAN03122	HELIO_12669
OG0001461	HUMAN26887	HELIO_04207
OG0001462	HUMAN02581	HELIO_03160
OG0001463	HUMAN11278, HUMAN11277, HUMAN11276, HUMAN11625	HELIO_02919, HELIO_06206
OG0001464	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436	HELIO_00437
OG0001465	HUMAN00436	HELIO_09508
OG0001466	HUMAN20834, HUMAN20833	HELIO_09852
OG0001466	HUMAN23853	HELIO_00231
OG0001467	HUMAN29474, HUMAN29473	HELIO_11527
OG0001467	HUMAN05267	HELIO_06233
OG0001468	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674	HELIO_09103
OG0001469	HUMAN25406	HELIO_12462
OG0001470	HUMAN12346	HELIO_04948
OG0001472	HUMAN26528, HUMAN26527	HELIO_05084
OG0001472	HUMAN19245	HELIO_09162
OG0001473	HUMAN20094, HUMAN20096, HUMAN20095	HELIO_01497, HELIO_06355, HELIO_01429
OG0001474	HUMAN09370	HELIO_08603
OG0001474	HUMAN10738, HUMAN10739, HUMAN10736	HELIO_05046
OG0001475	HUMAN00232, HUMAN00233	HELIO_12116, HELIO_06079
OG0001476	HUMAN25765, HUMAN19427	HELIO_08408
OG0001478	HUMAN09291, HUMAN09290	HELIO_10243
OG0001479	HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189	HELIO_00677
OG0001480	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721	HELIO_03092
OG0001481	HUMAN25752, HUMAN25750, HUMAN08503	HELIO_06832
OG0001483	HUMAN12748	HELIO_02368
OG0001484	HUMAN29782, HUMAN20929	HELIO_03855
OG0001485	HUMAN10085, HUMAN23594, HUMAN23593	HELIO_08845
OG0001486	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067	HELIO_11744
OG0001487	HUMAN11646, HUMAN13747, HUMAN11647	HELIO_05287
OG0001488	HUMAN04092, HUMAN04094	HELIO_10288
OG0001488	HUMAN04093	HELIO_06877, HELIO_00238
OG0001489	HUMAN01073, HUMAN23289	HELIO_12039
OG0001490	HUMAN08811, HUMAN18744, HUMAN04949, HUMAN08810	HELIO_10701
OG0001492	HUMAN10841, HUMAN12245, HUMAN12244, HUMAN10843, HUMAN10842, HUMAN07105	HELIO_09966
OG0001493	HUMAN03318	HELIO_12365
OG0001495	HUMAN29635, HUMAN29702, HUMAN29695, HUMAN29694, HUMAN29703, HUMAN29696, HUMAN30419, HUMAN09160, HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161	HELIO_09225
OG0001496	HUMAN17133	HELIO_06643, HELIO_07757
OG0001500	HUMAN18402, HUMAN29893, HUMAN07602, HUMAN18404	HELIO_03279
OG0001501	HUMAN08312, HUMAN18751	HELIO_09204
OG0001502	HUMAN13214, HUMAN13217	HELIO_00925
OG0001503	HUMAN15059	HELIO_00871
OG0001503	HUMAN06046	HELIO_00967
OG0001504	HUMAN18887	HELIO_02828, HELIO_12551
OG0001505	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341	HELIO_01480
OG0001506	HUMAN21790, HUMAN00091	HELIO_05280
OG0001507	HUMAN08598, HUMAN02657, HUMAN02656, HUMAN04900	HELIO_11605
OG0001508	HUMAN04219, HUMAN15958	HELIO_05840
OG0001509	HUMAN07903, HUMAN21589	HELIO_11798
OG0001510	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092	HELIO_10061
OG0001511	HUMAN18319, HUMAN26693	HELIO_10472
OG0001513	HUMAN17774, HUMAN17773, HUMAN06636	HELIO_12676, HELIO_12677
OG0001515	HUMAN12421, HUMAN12420, HUMAN19953	HELIO_11317
OG0001516	HUMAN23268	HELIO_05144
OG0001517	HUMAN23303, HUMAN21286	HELIO_02409
OG0001518	HUMAN21520, HUMAN20795, HUMAN21522	HELIO_03202
OG0001520	HUMAN00622, HUMAN16656	HELIO_10408
OG0001521	HUMAN15053, HUMAN23542, HUMAN01808	HELIO_00932
OG0001522	HUMAN15759	HELIO_11736
OG0001523	HUMAN04118, HUMAN06164	HELIO_04060
OG0001524	HUMAN03522	HELIO_05163
OG0001524	HUMAN11149	HELIO_01459
OG0001525	HUMAN07206	HELIO_07734
OG0001526	HUMAN02271, HUMAN29404	HELIO_03062
OG0001527	HUMAN11842	HELIO_04544
OG0001527	HUMAN28194	HELIO_10434
OG0001528	HUMAN11910, HUMAN21992, HUMAN21991, HUMAN21990	HELIO_02093
OG0001531	HUMAN03428, HUMAN22234, HUMAN24248	HELIO_03563
OG0001532	HUMAN21870, HUMAN00046, HUMAN11888, HUMAN21869	HELIO_07182
OG0001533	HUMAN07789, HUMAN21380	HELIO_12019
OG0001534	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538	HELIO_02863
OG0001536	HUMAN23182, HUMAN23181	HELIO_00034
OG0001538	HUMAN02566	HELIO_05127
OG0001545	HUMAN14011, HUMAN09985, HUMAN01642, HUMAN14012	HELIO_02222
OG0001546	HUMAN08266, HUMAN16844	HELIO_10092
OG0001549	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395	HELIO_10410
OG0001550	HUMAN20737	HELIO_04550, HELIO_08048
OG0001551	HUMAN08700, HUMAN02498	HELIO_02886
OG0001552	HUMAN20977, HUMAN20976	HELIO_00983
OG0001553	HUMAN27760, HUMAN03319, HUMAN23794	HELIO_04975
OG0001554	HUMAN05332, HUMAN05331, HUMAN30019	HELIO_02815
OG0001556	HUMAN02509	HELIO_02204
OG0001557	HUMAN04310	HELIO_05083
OG0001557	HUMAN26830, HUMAN26831	HELIO_06596
OG0001558	HUMAN29505, HUMAN29504, HUMAN14496	HELIO_02760
OG0001559	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942	HELIO_06123
OG0001561	HUMAN20456, HUMAN24967, HUMAN20360	HELIO_08393
OG0001563	HUMAN09891	HELIO_06290, HELIO_06516
OG0001564	HUMAN18396, HUMAN05131	HELIO_01962
OG0001565	HUMAN15336, HUMAN05720, HUMAN01912	HELIO_12328
OG0001566	HUMAN25664, HUMAN29643	HELIO_11200, HELIO_02258
OG0001567	HUMAN00268, HUMAN21826	HELIO_06880
OG0001568	HUMAN20082, HUMAN20081	HELIO_05132
OG0001569	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287	HELIO_09196
OG0001570	HUMAN16051	HELIO_05222
OG0001571	HUMAN13804, HUMAN05679	HELIO_00290
OG0001571	HUMAN05678	HELIO_11750
OG0001572	HUMAN13726	HELIO_04693
OG0001573	HUMAN01295, HUMAN29048	HELIO_02265
OG0001574	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298	HELIO_05607
OG0001575	HUMAN20511	HELIO_05293
OG0001576	HUMAN23520, HUMAN09989, HUMAN09990	HELIO_11858
OG0001578	HUMAN27577, HUMAN27576, HUMAN03525	HELIO_08790, HELIO_08789
OG0001580	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241	HELIO_11365
OG0001581	HUMAN02524, HUMAN02525	HELIO_05221, HELIO_07860
OG0001582	HUMAN11710, HUMAN19935	HELIO_04387
OG0001583	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577	HELIO_12114
OG0001584	HUMAN22038	HELIO_10513, HELIO_05589
OG0001589	HUMAN10236	HELIO_12278
OG0001590	HUMAN09424	HELIO_11606, HELIO_02516
OG0001592	HUMAN09531, HUMAN09657, HUMAN09656	HELIO_10882, HELIO_11034
OG0001593	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587	HELIO_04977
OG0001597	HUMAN26560, HUMAN26561, HUMAN26559	HELIO_04679
OG0001597	HUMAN03834	HELIO_01769
OG0001599	HUMAN13426	HELIO_02009
OG0001600	HUMAN00788, HUMAN00787, HUMAN16635, HUMAN28233	HELIO_00399
OG0001604	HUMAN12471, HUMAN12472	HELIO_12168
OG0001605	HUMAN07945, HUMAN07944	HELIO_09701, HELIO_00110
OG0001606	HUMAN13929	HELIO_11612
OG0001609	HUMAN07643	HELIO_04479
OG0001609	HUMAN21122, HUMAN07645	HELIO_00769
OG0001610	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094	HELIO_06066
OG0001611	HUMAN08978, HUMAN02546	HELIO_10992
OG0001612	HUMAN19504	HELIO_03470
OG0001612	HUMAN25319	HELIO_09022
OG0001614	HUMAN14358	HELIO_09695
OG0001614	HUMAN13572	HELIO_09277
OG0001615	HUMAN04414, HUMAN27016	HELIO_04146
OG0001617	HUMAN20425, HUMAN06149, HUMAN24916	HELIO_06430
OG0001620	HUMAN24750, HUMAN24751, HUMAN02052	HELIO_04031
OG0001621	HUMAN10405, HUMAN20233	HELIO_05621, HELIO_05048
OG0001622	HUMAN03730, HUMAN03729, HUMAN27716	HELIO_02684
OG0001624	HUMAN25539, HUMAN25540, HUMAN00624, HUMAN19275, HUMAN19274, HUMAN27856	HELIO_06828
OG0001627	HUMAN28211	HELIO_03358
OG0001627	HUMAN24158	HELIO_11162
OG0001628	HUMAN16897, HUMAN16898	HELIO_11311
OG0001633	HUMAN28383	HELIO_08917
OG0001634	HUMAN02620, HUMAN15581	HELIO_00787
OG0001635	HUMAN30203, HUMAN26031, HUMAN29595	HELIO_00639
OG0001636	HUMAN11118	HELIO_06373
OG0001637	HUMAN21485	HELIO_00689
OG0001638	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784	HELIO_10751
OG0001639	HUMAN09764, HUMAN14138	HELIO_03546
OG0001642	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976	HELIO_00859, HELIO_00858
OG0001643	HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331	HELIO_03459
OG0001644	HUMAN24567	HELIO_10610
OG0001649	HUMAN09668	HELIO_09135
OG0001651	HUMAN24385, HUMAN03098, HUMAN22631	HELIO_08544
OG0001652	HUMAN08985	HELIO_06903
OG0001653	HUMAN23274	HELIO_02536
OG0001654	HUMAN24521, HUMAN24522, HUMAN25677	HELIO_00734, HELIO_02525
OG0001655	HUMAN23043, HUMAN29586, HUMAN29889	HELIO_08331
OG0001656	HUMAN12664	HELIO_09773
OG0001657	HUMAN20003, HUMAN20005, HUMAN20004, HUMAN04603	HELIO_09713
OG0001658	HUMAN18841	HELIO_10076
OG0001659	HUMAN00545, HUMAN00546, HUMAN25769	HELIO_01989
OG0001659	HUMAN25774, HUMAN25773, HUMAN25771, HUMAN25770	HELIO_01990
OG0001660	HUMAN24142, HUMAN22382, HUMAN29625, HUMAN30126, HUMAN22381	HELIO_04664
OG0001661	HUMAN07166	HELIO_12135
OG0001661	HUMAN21509	HELIO_07195
OG0001662	HUMAN05309	HELIO_07941
OG0001662	HUMAN26391, HUMAN07388	HELIO_12598
OG0001663	HUMAN26903, HUMAN29828	HELIO_06205, HELIO_04184
OG0001665	HUMAN13477, HUMAN13476	HELIO_08876
OG0001665	HUMAN10572	HELIO_01144
OG0001666	HUMAN07809	HELIO_07524, HELIO_03742
OG0001667	HUMAN12734, HUMAN26001, HUMAN26000, HUMAN06279, HUMAN06280, HUMAN06278	HELIO_04686, HELIO_06712
OG0001668	HUMAN25853	HELIO_03082
OG0001671	HUMAN20911	HELIO_08266
OG0001672	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575	HELIO_11405
OG0001673	HUMAN08249, HUMAN08251, HUMAN15858, HUMAN16851	HELIO_05452
OG0001674	HUMAN09862, HUMAN09861, HUMAN09864, HUMAN09865, HUMAN13900	HELIO_12593
OG0001675	HUMAN28279, HUMAN27610	HELIO_05454
OG0001676	HUMAN03206	HELIO_09572
OG0001676	HUMAN15070	HELIO_09106
OG0001677	HUMAN07349, HUMAN07350	HELIO_10400
OG0001678	HUMAN25999, HUMAN17691	HELIO_09807
OG0001683	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314	HELIO_10892
OG0001684	HUMAN14785, HUMAN01201	HELIO_11576
OG0001685	HUMAN22339	HELIO_02127
OG0001687	HUMAN03234	HELIO_06212
OG0001688	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992	HELIO_04799
OG0001689	HUMAN11738	HELIO_03264
OG0001689	HUMAN11737, HUMAN19915	HELIO_04701
OG0001691	HUMAN10903	HELIO_03141
OG0001692	HUMAN00929, HUMAN00928, HUMAN15010, HUMAN23437, HUMAN23438	HELIO_03302
OG0001693	HUMAN00705	HELIO_01536, HELIO_01082, HELIO_05406, HELIO_00833
OG0001694	HUMAN06928, HUMAN06927, HUMAN06925, HUMAN20957	HELIO_05253
OG0001696	HUMAN07021, HUMAN07020, HUMAN03942, HUMAN03944, HUMAN03943, HUMAN03945	HELIO_02613
OG0001703	HUMAN09709	HELIO_06858, HELIO_11018, HELIO_02242
OG0001704	HUMAN06407, HUMAN06567	HELIO_11078
OG0001706	HUMAN30453, HUMAN05373, HUMAN30452	HELIO_03225
OG0001707	HUMAN13776, HUMAN13775, HUMAN16739	HELIO_04517
OG0001708	HUMAN01995, HUMAN01996	HELIO_01586
OG0001709	HUMAN23995	HELIO_12693
OG0001710	HUMAN06210, HUMAN24986, HUMAN29936, HUMAN28878	HELIO_01243
OG0001711	HUMAN04935, HUMAN04934, HUMAN04933, HUMAN09017	HELIO_09636
OG0001712	HUMAN22752, HUMAN17161, HUMAN03209	HELIO_09358, HELIO_09359
OG0001713	HUMAN05026	HELIO_10733
OG0001714	HUMAN20171, HUMAN20172	HELIO_10062
OG0001714	HUMAN25119	HELIO_01478
OG0001718	HUMAN25013, HUMAN25014	HELIO_08374
OG0001720	HUMAN12316, HUMAN04993, HUMAN07123	HELIO_01666
OG0001721	HUMAN25291, HUMAN08491	HELIO_04710
OG0001723	HUMAN21619, HUMAN30386, HUMAN29777	HELIO_03904
OG0001724	HUMAN25295	HELIO_09512
OG0001725	HUMAN24357, HUMAN03245, HUMAN22506	HELIO_04079, HELIO_11065
OG0001726	HUMAN16877, HUMAN08380	HELIO_12477
OG0001726	HUMAN22539	HELIO_10937
OG0001727	HUMAN15860, HUMAN15859, HUMAN08259, HUMAN16842	HELIO_00379
OG0001728	HUMAN09496, HUMAN23695	HELIO_06859
OG0001729	HUMAN26808, HUMAN20869, HUMAN20870	HELIO_07800
OG0001730	HUMAN14924, HUMAN00990, HUMAN14923	HELIO_09660
OG0001731	HUMAN24935, HUMAN06976, HUMAN06977	HELIO_04109
OG0001732	HUMAN30348, HUMAN07896, HUMAN21599, HUMAN21598, HUMAN21600	HELIO_08312
OG0001733	HUMAN17168	HELIO_06708, HELIO_05078
OG0001735	HUMAN17857, HUMAN13129	HELIO_08576
OG0001736	HUMAN11325, HUMAN14071	HELIO_04175
OG0001738	HUMAN07064, HUMAN07066, HUMAN03839, HUMAN03837, HUMAN07063, HUMAN07065, HUMAN03838	HELIO_00898
OG0001739	HUMAN06840, HUMAN06841, HUMAN06839, HUMAN03964	HELIO_08138
OG0001740	HUMAN04153, HUMAN24941, HUMAN20293, HUMAN20292, HUMAN04152, HUMAN20291	HELIO_05162, HELIO_06383
OG0001743	HUMAN29328, HUMAN29326	HELIO_12557
OG0001744	HUMAN27314, HUMAN18242, HUMAN27316, HUMAN27315, HUMAN27317, HUMAN06338	HELIO_00852
OG0001746	HUMAN04189, HUMAN20301, HUMAN20300, HUMAN20302	HELIO_10565
OG0001747	HUMAN19647, HUMAN19645, HUMAN19646, HUMAN18323, HUMAN18324, HUMAN02105	HELIO_09412
OG0001749	HUMAN28713, HUMAN29594, HUMAN30202	HELIO_08042
OG0001752	HUMAN14402, HUMAN14401, HUMAN09557	HELIO_07873
OG0001754	HUMAN25325, HUMAN05304, HUMAN05305, HUMAN05303, HUMAN13962	HELIO_12416
OG0001755	HUMAN04349	HELIO_08464
OG0001755	HUMAN05480	HELIO_03611
OG0001756	HUMAN03565, HUMAN03566	HELIO_00970
OG0001756	HUMAN27756, HUMAN27755	HELIO_03773
OG0001757	HUMAN02532, HUMAN02531, HUMAN08337, HUMAN08338, HUMAN27193, HUMAN25593, HUMAN27189, HUMAN27178, HUMAN27173, HUMAN13781, HUMAN08339	HELIO_06531
OG0001758	HUMAN12281	HELIO_11236, HELIO_11503, HELIO_11718
OG0001760	HUMAN06762	HELIO_10686
OG0001768	HUMAN23681, HUMAN14390	HELIO_00339
OG0001769	HUMAN03651	HELIO_00478
OG0001769	HUMAN08557, HUMAN08556	HELIO_05705
OG0001770	HUMAN24382, HUMAN17425, HUMAN30193, HUMAN24381, HUMAN22894	HELIO_10082
OG0001772	HUMAN02529, HUMAN08892	HELIO_01523
OG0001774	HUMAN18619	HELIO_11501
OG0001774	HUMAN30515, HUMAN30516	HELIO_04350
OG0001775	HUMAN14353	HELIO_07189
OG0001778	HUMAN08146	HELIO_09235, HELIO_06485
OG0001780	HUMAN19749	HELIO_10081
OG0001781	HUMAN12739	HELIO_09978
OG0001781	HUMAN24740	HELIO_01738
OG0001782	HUMAN23640	HELIO_11232
OG0001782	HUMAN03280	HELIO_12571
OG0001783	HUMAN10327, HUMAN10326	HELIO_02058
OG0001785	HUMAN07812	HELIO_04363
OG0001787	HUMAN19491, HUMAN19493, HUMAN19494, HUMAN19492, HUMAN25152, HUMAN25151, HUMAN00492	HELIO_11607
OG0001789	HUMAN19923, HUMAN12300	HELIO_10048, HELIO_10049
OG0001790	HUMAN15656, HUMAN15657	HELIO_10737
OG0001792	HUMAN15054	HELIO_03262
OG0001793	HUMAN20623	HELIO_05244
OG0001793	HUMAN05697	HELIO_10291
OG0001794	HUMAN19680	HELIO_08343, HELIO_00138
OG0001796	HUMAN19025, HUMAN19024, HUMAN19023, HUMAN19026, HUMAN27928	HELIO_04269
OG0001798	HUMAN14327, HUMAN14328, HUMAN09868	HELIO_12260, HELIO_02273
OG0001799	HUMAN11851, HUMAN07342, HUMAN05015	HELIO_09682
OG0001800	HUMAN21427, HUMAN21429, HUMAN21428, HUMAN02409, HUMAN07046	HELIO_04276
OG0001801	HUMAN01406, HUMAN04138, HUMAN27053, HUMAN01453, HUMAN04141, HUMAN04140	HELIO_02228
OG0001802	HUMAN10430, HUMAN10427, HUMAN10426	HELIO_06473
OG0001803	HUMAN17083, HUMAN17084, HUMAN22587, HUMAN22586, HUMAN03075	HELIO_00855
OG0001804	HUMAN11697, HUMAN11700, HUMAN11696, HUMAN11695, HUMAN11698, HUMAN19866	HELIO_02895
