Orthogroup	HUMAN	PFLAV
OG0000621	HUMAN22002, HUMAN22000	TCONS_00012156.p1, TCONS_00012161.p1, TCONS_00012160.p1, TCONS_00012162.p1
OG0000623	HUMAN29673, HUMAN25277	TCONS_00045077.p1
OG0000623	HUMAN13183, HUMAN20164	TCONS_00014399.p1
OG0000624	HUMAN13141, HUMAN13140, HUMAN13137, HUMAN13139, HUMAN04665, HUMAN17862, HUMAN17863	TCONS_00056401.p1
OG0000625	HUMAN21164, HUMAN21163, HUMAN21166, HUMAN21167, HUMAN05685	TCONS_00040416.p1
OG0000625	HUMAN21168	TCONS_00021750.p1, TCONS_00021751.p1
OG0000626	HUMAN27952, HUMAN27948, HUMAN27949, HUMAN27947, HUMAN25546, HUMAN28493, HUMAN28494, HUMAN19309, HUMAN19310	TCONS_00016980.p1
OG0000627	HUMAN05647, HUMAN05648, HUMAN15261, HUMAN15260, HUMAN21321	TCONS_00035285.p1
OG0000628	HUMAN00812, HUMAN29648	TCONS_00000408.p1
OG0000628	HUMAN19013, HUMAN19012, HUMAN25575, HUMAN13689, HUMAN13690	TCONS_00046680.p1
OG0000629	HUMAN04397, HUMAN07070	TCONS_00037102.p1
OG0000634	HUMAN19294	TCONS_00044941.p1, TCONS_00003887.p1, TCONS_00029471.p1, TCONS_00003886.p1
OG0000635	HUMAN14893, HUMAN14894	TCONS_00003185.p1, TCONS_00003186.p1, TCONS_00003189.p1, TCONS_00002553.p1
OG0000635	HUMAN15837	TCONS_00005140.p1, TCONS_00005141.p1, TCONS_00005139.p1
OG0000636	HUMAN22182, HUMAN24046, HUMAN03669, HUMAN24047	TCONS_00026316.p1
OG0000637	HUMAN29494	TCONS_00015012.p1
OG0000637	HUMAN13558	TCONS_00010073.p1
OG0000639	HUMAN09533, HUMAN09532, HUMAN14008, HUMAN14006	TCONS_00028238.p1
OG0000639	HUMAN11331, HUMAN27984, HUMAN18874	TCONS_00009320.p1
OG0000642	HUMAN22651	TCONS_00030948.p1
OG0000643	HUMAN15348, HUMAN16800	TCONS_00054014.p1
OG0000643	HUMAN07323, HUMAN26427	TCONS_00005337.p1
OG0000644	HUMAN22116, HUMAN17148, HUMAN17149	TCONS_00050489.p1, TCONS_00007243.p1, TCONS_00007242.p1, TCONS_00007852.p1, TCONS_00009059.p1, TCONS_00008549.p1, TCONS_00008551.p1, TCONS_00006554.p1
OG0000645	HUMAN10998	TCONS_00009435.p1
OG0000645	HUMAN28596	TCONS_00020836.p1
OG0000646	HUMAN08138	TCONS_00052038.p1
OG0000646	HUMAN08137, HUMAN15251, HUMAN20778	TCONS_00008685.p1
OG0000647	HUMAN18655, HUMAN03823	TCONS_00023134.p1
OG0000648	HUMAN24454, HUMAN24452	TCONS_00009291.p1
OG0000648	HUMAN30639, HUMAN30638, HUMAN30677, HUMAN30667, HUMAN24455, HUMAN11456	TCONS_00008067.p1
OG0000649	HUMAN25984	TCONS_00056979.p1, TCONS_00055726.p1, TCONS_00055727.p1, TCONS_00012037.p1, TCONS_00055655.p1, TCONS_00055728.p1, TCONS_00055725.p1, TCONS_00057271.p1, TCONS_00007234.p1, TCONS_00007197.p1
OG0000651	HUMAN06591, HUMAN26012, HUMAN21917, HUMAN06593	TCONS_00019574.p1
OG0000654	HUMAN06311, HUMAN02928, HUMAN12517, HUMAN12516, HUMAN17734	TCONS_00003642.p1
OG0000657	HUMAN28804, HUMAN09580	TCONS_00019778.p1
OG0000660	HUMAN17951	TCONS_00056935.p1
OG0000660	HUMAN29765, HUMAN20002, HUMAN12473	TCONS_00001169.p1
OG0000662	HUMAN07575, HUMAN24055	TCONS_00025890.p1
OG0000662	HUMAN20160, HUMAN13608, HUMAN20161, HUMAN20159	TCONS_00012593.p1
OG0000663	HUMAN28105	TCONS_00046671.p1
OG0000664	HUMAN29786, HUMAN06961, HUMAN02401	TCONS_00049409.p1
OG0000664	HUMAN18076, HUMAN26530	TCONS_00003405.p1, TCONS_00004385.p1
OG0000665	HUMAN09548, HUMAN28609, HUMAN01767, HUMAN01766, HUMAN17334, HUMAN28606, HUMAN28736	TCONS_00028513.p1, TCONS_00028512.p1, TCONS_00029643.p3
OG0000666	HUMAN29934	TCONS_00049104.p1
OG0000670	HUMAN11951, HUMAN30284, HUMAN07897, HUMAN21594, HUMAN21596, HUMAN02100, HUMAN21597, HUMAN21595	TCONS_00022803.p1, TCONS_00022414.p1
OG0000671	HUMAN26170, HUMAN26169	TCONS_00003740.p1
OG0000671	HUMAN30521, HUMAN20442, HUMAN02416, HUMAN06726	TCONS_00003734.p1, TCONS_00003736.p1, TCONS_00002801.p1
OG0000672	HUMAN21925, HUMAN11935	TCONS_00021249.p1, TCONS_00022408.p1
OG0000672	HUMAN13493	TCONS_00009740.p1
OG0000674	HUMAN09924, HUMAN01613	TCONS_00028994.p1
OG0000674	HUMAN06161, HUMAN04193, HUMAN04194	TCONS_00024122.p1
OG0000676	HUMAN28075, HUMAN19050	TCONS_00018626.p1
OG0000676	HUMAN18527, HUMAN30341, HUMAN07788	TCONS_00022372.p1
OG0000680	HUMAN06270	TCONS_00046773.p1, TCONS_00045611.p1, TCONS_00044700.p1
OG0000681	HUMAN22874, HUMAN22875, HUMAN30330, HUMAN07593	TCONS_00042950.p1
OG0000681	HUMAN02332, HUMAN04346, HUMAN04345, HUMAN04347	TCONS_00023435.p1
OG0000682	HUMAN17110, HUMAN03634, HUMAN22132	TCONS_00026219.p1, TCONS_00026236.p1, TCONS_00026223.p1, TCONS_00026230.p1, TCONS_00026234.p1, TCONS_00026233.p1, TCONS_00026243.p1, TCONS_00026248.p1, TCONS_00026220.p1
OG0000683	HUMAN29566	TCONS_00022902.p1
OG0000683	HUMAN28759, HUMAN14845, HUMAN01197, HUMAN01198	TCONS_00052646.p1
OG0000684	HUMAN11585, HUMAN11583, HUMAN13719, HUMAN11584	TCONS_00009346.p1
OG0000685	HUMAN15987, HUMAN05078, HUMAN05077, HUMAN05080, HUMAN02355, HUMAN06870, HUMAN06871	TCONS_00023333.p1, TCONS_00023203.p1
OG0000690	HUMAN00660, HUMAN25490	TCONS_00046093.p1
OG0000690	HUMAN30038	TCONS_00001720.p1
OG0000690	HUMAN23985	TCONS_00053238.p1
OG0000691	HUMAN27972, HUMAN11215	TCONS_00007126.p1
OG0000691	HUMAN16622, HUMAN00463, HUMAN24570, HUMAN18866	TCONS_00017529.p1
OG0000692	HUMAN11735	TCONS_00006462.p1, TCONS_00006453.p1, TCONS_00006460.p1
OG0000693	HUMAN29182, HUMAN29183	TCONS_00015338.p1
OG0000694	HUMAN02728, HUMAN02501, HUMAN17273	TCONS_00014772.p1
OG0000695	HUMAN08341, HUMAN15342, HUMAN15501, HUMAN04986, HUMAN25018	TCONS_00048840.p1, TCONS_00048837.p1, TCONS_00048836.p1, TCONS_00048839.p1, TCONS_00002666.p1, TCONS_00045598.p1, TCONS_00026763.p1
OG0000696	HUMAN25700	TCONS_00018845.p1
OG0000696	HUMAN02408	TCONS_00047236.p1
OG0000697	HUMAN26804, HUMAN26803, HUMAN01360, HUMAN29864, HUMAN29865, HUMAN21104, HUMAN21106	TCONS_00048562.p1
OG0000698	HUMAN02486, HUMAN02485	TCONS_00010307.p1, TCONS_00010310.p1, TCONS_00010318.p1, TCONS_00010312.p1, TCONS_00010317.p1
OG0000698	HUMAN04921, HUMAN08679, HUMAN08678	TCONS_00010306.p1
OG0000699	HUMAN05215, HUMAN29998, HUMAN29994, HUMAN29993, HUMAN29997, HUMAN26731, HUMAN26730, HUMAN18295, HUMAN05213, HUMAN05214	TCONS_00021271.p1
OG0000700	HUMAN06079, HUMAN03881	TCONS_00055915.p1, TCONS_00055909.p1
OG0000701	HUMAN24288, HUMAN03226, HUMAN03225, HUMAN17194, HUMAN26260, HUMAN26261	TCONS_00026249.p1, TCONS_00026244.p1, TCONS_00026245.p1, TCONS_00026250.p1
OG0000702	HUMAN14229, HUMAN13986, HUMAN09541	TCONS_00020216.p1
OG0000703	HUMAN24282, HUMAN22696, HUMAN22695, HUMAN22697	TCONS_00030196.p1
OG0000706	HUMAN02403, HUMAN02402	TCONS_00047273.p1
OG0000708	HUMAN01283	TCONS_00052744.p1
OG0000708	HUMAN06223, HUMAN30508, HUMAN30507	TCONS_00049295.p1
OG0000709	HUMAN04953, HUMAN25132	TCONS_00003484.p1
OG0000710	HUMAN17439, HUMAN17440, HUMAN00560, HUMAN00561	TCONS_00008170.p1, TCONS_00008171.p1
OG0000711	HUMAN07022	TCONS_00037709.p1
OG0000711	HUMAN04234, HUMAN06823	TCONS_00036664.p1, TCONS_00036685.p1
OG0000711	HUMAN03946	TCONS_00036548.p1
OG0000712	HUMAN24190, HUMAN30314, HUMAN05265, HUMAN23072	TCONS_00043112.p1, TCONS_00051037.p1, TCONS_00052059.p1, TCONS_00050961.p1, TCONS_00050972.p1, TCONS_00043106.p1
OG0000713	HUMAN11949, HUMAN30095, HUMAN30094, HUMAN29680, HUMAN29681	TCONS_00020883.p1
OG0000715	HUMAN17781, HUMAN06635, HUMAN06633, HUMAN20618, HUMAN20620	TCONS_00055218.p1
OG0000716	HUMAN29657, HUMAN29658, HUMAN25164	TCONS_00023851.p1, TCONS_00023852.p1, TCONS_00023842.p1, TCONS_00023843.p1, TCONS_00001491.p1
OG0000717	HUMAN02062	TCONS_00016081.p1
OG0000718	HUMAN01467, HUMAN15637, HUMAN01962, HUMAN01963, HUMAN15306, HUMAN07484	TCONS_00035589.p1
OG0000720	HUMAN23733, HUMAN09669, HUMAN09667	TCONS_00019702.p1, TCONS_00019718.p1
OG0000721	HUMAN19959	TCONS_00006398.p1
OG0000721	HUMAN29978, HUMAN05451, HUMAN25792	TCONS_00000729.p1
OG0000722	HUMAN09223, HUMAN02691, HUMAN04759, HUMAN04418, HUMAN27014	TCONS_00010253.p1
OG0000724	HUMAN09361	TCONS_00011523.p1
OG0000725	HUMAN01233	TCONS_00015059.p1
OG0000725	HUMAN06087, HUMAN06085, HUMAN06086, HUMAN04133	TCONS_00023276.p1
OG0000725	HUMAN04340	TCONS_00025265.p1
OG0000726	HUMAN03025, HUMAN03026, HUMAN03027, HUMAN03023, HUMAN03018, HUMAN03024, HUMAN03021, HUMAN18123, HUMAN18124, HUMAN06404	TCONS_00016601.p1
OG0000730	HUMAN06577, HUMAN17989	TCONS_00056912.p1
OG0000731	HUMAN22042, HUMAN22043, HUMAN30245, HUMAN07638, HUMAN26695, HUMAN26696	TCONS_00021358.p1
OG0000732	HUMAN30214, HUMAN18534, HUMAN18537, HUMAN18535, HUMAN18536	TCONS_00022768.p1
OG0000732	HUMAN14638, HUMAN14637, HUMAN14636, HUMAN01096	TCONS_00053142.p1
OG0000733	HUMAN08500, HUMAN04842, HUMAN02482	TCONS_00011607.p1
OG0000733	HUMAN08921, HUMAN08918, HUMAN25076	TCONS_00010891.p1
OG0000734	HUMAN29415, HUMAN29414, HUMAN01343, HUMAN01342	TCONS_00015907.p1
OG0000735	HUMAN25549, HUMAN25550, HUMAN18959, HUMAN28130, HUMAN28133	TCONS_00016800.p1
OG0000736	HUMAN20622, HUMAN06476	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1
OG0000736	HUMAN17852, HUMAN02972	TCONS_00019278.p1
OG0000740	HUMAN18572, HUMAN28388	TCONS_00055839.p1
OG0000740	HUMAN22675	TCONS_00031055.p1
OG0000743	HUMAN10614, HUMAN16281, HUMAN13445	TCONS_00013173.p1
OG0000743	HUMAN10624, HUMAN10625, HUMAN13443	TCONS_00014370.p1
OG0000744	HUMAN00289, HUMAN00292, HUMAN00290, HUMAN00281, HUMAN07979, HUMAN27970, HUMAN18870	TCONS_00008825.p1
OG0000745	HUMAN16914, HUMAN16913, HUMAN16912	TCONS_00016076.p1
OG0000746	HUMAN25657	TCONS_00014182.p1
OG0000746	HUMAN06050	TCONS_00021275.p1
OG0000746	HUMAN25656	TCONS_00050079.p1
OG0000748	HUMAN12918, HUMAN12919	TCONS_00032693.p1, TCONS_00032043.p1, TCONS_00038828.p1, TCONS_00032688.p1, TCONS_00044395.p1, TCONS_00032676.p1, TCONS_00032054.p1, TCONS_00032683.p1, TCONS_00032044.p1, TCONS_00044385.p1, TCONS_00038827.p1, TCONS_00032692.p1, TCONS_00038855.p1, TCONS_00038825.p1
OG0000749	HUMAN25082, HUMAN04939, HUMAN04940, HUMAN04938, HUMAN08964, HUMAN08965, HUMAN08966, HUMAN08963	TCONS_00010786.p1
OG0000750	HUMAN08524	TCONS_00001870.p1
OG0000750	HUMAN24690, HUMAN24689, HUMAN24092	TCONS_00056013.p1, TCONS_00056012.p1, TCONS_00056014.p1, TCONS_00056015.p1
OG0000751	HUMAN26069, HUMAN21913	TCONS_00056206.p1
OG0000751	HUMAN29824, HUMAN14197, HUMAN14196, HUMAN14195	TCONS_00021695.p1
OG0000752	HUMAN03702	TCONS_00027586.p1
OG0000752	HUMAN29677, HUMAN29676, HUMAN29675	TCONS_00000980.p1
OG0000752	HUMAN00918	TCONS_00054248.p1
OG0000753	HUMAN09485	TCONS_00033131.p1
OG0000753	HUMAN02007, HUMAN05622, HUMAN05621	TCONS_00034978.p1
OG0000755	HUMAN08181, HUMAN24591	TCONS_00008247.p1
OG0000756	HUMAN24074	TCONS_00018138.p1
OG0000757	HUMAN10800	TCONS_00006887.p1, TCONS_00006876.p1
OG0000757	HUMAN18080	TCONS_00057276.p1
OG0000758	HUMAN00461, HUMAN00462, HUMAN28238, HUMAN16598	TCONS_00016783.p1
OG0000759	HUMAN17790, HUMAN17794, HUMAN27300, HUMAN27301, HUMAN17543	TCONS_00002581.p1
OG0000760	HUMAN05782, HUMAN21049	TCONS_00049569.p1
OG0000761	HUMAN29145, HUMAN14464, HUMAN02283	TCONS_00014693.p1
OG0000762	HUMAN06537, HUMAN17947, HUMAN17946, HUMAN26153	TCONS_00002922.p1
OG0000763	HUMAN01779, HUMAN23673, HUMAN15002, HUMAN23674, HUMAN15712, HUMAN15711	TCONS_00029111.p1
OG0000764	HUMAN01181	TCONS_00015937.p1
OG0000765	HUMAN01542, HUMAN07243	TCONS_00009967.p1
OG0000765	HUMAN07244	TCONS_00040300.p1
OG0000766	HUMAN01845, HUMAN01843, HUMAN14280, HUMAN23727	TCONS_00028822.p1, TCONS_00032747.p1
OG0000767	HUMAN09350, HUMAN18691, HUMAN18692	TCONS_00011537.p1
OG0000768	HUMAN02829, HUMAN02830, HUMAN21054, HUMAN21055	TCONS_00049576.p1
OG0000772	HUMAN28705, HUMAN28706, HUMAN28704	TCONS_00030063.p1
OG0000774	HUMAN01303	TCONS_00052735.p1
OG0000774	HUMAN01304, HUMAN25353	TCONS_00013141.p1
OG0000774	HUMAN29842	TCONS_00049083.p1
OG0000775	HUMAN25468, HUMAN07094	TCONS_00045737.p1
OG0000777	HUMAN13333	TCONS_00013796.p1
OG0000778	HUMAN00118, HUMAN21684, HUMAN00117	TCONS_00050643.p1
OG0000779	HUMAN29418	TCONS_00015355.p1
OG0000779	HUMAN19017, HUMAN25627, HUMAN25628, HUMAN25626, HUMAN27878	TCONS_00016604.p1
OG0000780	HUMAN08674	TCONS_00009656.p1
OG0000780	HUMAN12283, HUMAN12282	TCONS_00052657.p1
OG0000781	HUMAN25364	TCONS_00014005.p1, TCONS_00014007.p1, TCONS_00014006.p1, TCONS_00014002.p1, TCONS_00014003.p1, TCONS_00014001.p1, TCONS_00013999.p1, TCONS_00012443.p1, TCONS_00012442.p1, TCONS_00013498.p1, TCONS_00013497.p1, TCONS_00009454.p1
OG0000782	HUMAN13919, HUMAN01526, HUMAN09694	TCONS_00028725.p1
OG0000784	HUMAN18358, HUMAN24114, HUMAN21806, HUMAN07657, HUMAN19259	TCONS_00017272.p1
OG0000786	HUMAN02357, HUMAN01417, HUMAN19903, HUMAN12082	TCONS_00006266.p1
OG0000787	HUMAN24287, HUMAN27681, HUMAN24285, HUMAN03250, HUMAN22686	TCONS_00030413.p1
OG0000788	HUMAN04411, HUMAN04410, HUMAN27018	TCONS_00037097.p1
OG0000788	HUMAN28674, HUMAN01749, HUMAN14357	TCONS_00028163.p1
OG0000790	HUMAN02458, HUMAN14409, HUMAN14408, HUMAN14410	TCONS_00005603.p1, TCONS_00048390.p1, TCONS_00049421.p1, TCONS_00053592.p1, TCONS_00053507.p1, TCONS_00033663.p1
OG0000792	HUMAN26127	TCONS_00004019.p1
OG0000792	HUMAN07120, HUMAN07119	TCONS_00006053.p1, TCONS_00006055.p1
OG0000793	HUMAN01813, HUMAN23530, HUMAN23529, HUMAN09808, HUMAN09807, HUMAN09806, HUMAN14239, HUMAN09819, HUMAN09820	TCONS_00027936.p1
OG0000794	HUMAN05033, HUMAN05029	TCONS_00016640.p1
OG0000795	HUMAN30438, HUMAN30437, HUMAN30436	TCONS_00041740.p1, TCONS_00043459.p1
OG0000797	HUMAN23752, HUMAN23754, HUMAN23003, HUMAN23004	TCONS_00030801.p1
OG0000798	HUMAN12996, HUMAN10260	TCONS_00044179.p1
OG0000799	HUMAN03572, HUMAN03573, HUMAN24207, HUMAN24208, HUMAN24205, HUMAN22273, HUMAN22272, HUMAN22274, HUMAN17345, HUMAN17346, HUMAN24206	TCONS_00026061.p1
OG0000801	HUMAN09761, HUMAN13969	TCONS_00020737.p1
OG0000803	HUMAN04198, HUMAN06177	TCONS_00025515.p1
OG0000805	HUMAN29084, HUMAN29083, HUMAN24786, HUMAN24785, HUMAN02138, HUMAN21807	TCONS_00025682.p1, TCONS_00023737.p1, TCONS_00025681.p1, TCONS_00023738.p1, TCONS_00056753.p1, TCONS_00054933.p1, TCONS_00023740.p1, TCONS_00023742.p1, TCONS_00025675.p1, TCONS_00029389.p1, TCONS_00023739.p1, TCONS_00023741.p1, TCONS_00025677.p1, TCONS_00051143.p1, TCONS_00023711.p1, TCONS_00025680.p1, TCONS_00025679.p1, TCONS_00025671.p1, TCONS_00029388.p1
OG0000809	HUMAN01051, HUMAN15029, HUMAN15032, HUMAN15033, HUMAN15030, HUMAN23557	TCONS_00053785.p1
OG0000810	HUMAN00991, HUMAN00992	TCONS_00052958.p1
OG0000810	HUMAN21423, HUMAN20624, HUMAN20625	TCONS_00054964.p1
OG0000811	HUMAN20401	TCONS_00055994.p1, TCONS_00057306.p1, TCONS_00011341.p1, TCONS_00011343.p1, TCONS_00011340.p1, TCONS_00011342.p1, TCONS_00011347.p1, TCONS_00011338.p1, TCONS_00011344.p1, TCONS_00009971.p1, TCONS_00011345.p1, TCONS_00011339.p1
OG0000813	HUMAN03259, HUMAN22179	TCONS_00031270.p1
OG0000814	HUMAN09482	TCONS_00033072.p1
OG0000814	HUMAN26312	TCONS_00016541.p1
OG0000815	HUMAN07837	TCONS_00054779.p1
OG0000815	HUMAN17849, HUMAN02971	TCONS_00002931.p1
OG0000816	HUMAN04902, HUMAN17010, HUMAN15773	TCONS_00010999.p1
OG0000816	HUMAN22732, HUMAN03583	TCONS_00030912.p1
OG0000817	HUMAN13385, HUMAN06596	TCONS_00019272.p1
OG0000817	HUMAN03169	TCONS_00030970.p1
OG0000817	HUMAN27263	TCONS_00056615.p1
OG0000818	HUMAN25966, HUMAN13463, HUMAN15929, HUMAN15930, HUMAN15928	TCONS_00012579.p1
OG0000819	HUMAN04360	TCONS_00024907.p1, TCONS_00024899.p1
OG0000819	HUMAN12285, HUMAN12284	TCONS_00006186.p1
OG0000820	HUMAN17877	TCONS_00054905.p1
OG0000822	HUMAN06077, HUMAN06076	TCONS_00023648.p1
OG0000822	HUMAN06089, HUMAN06088	TCONS_00036983.p1
OG0000824	HUMAN12192, HUMAN12199	TCONS_00020720.p1, TCONS_00019654.p1, TCONS_00021735.p1
OG0000825	HUMAN17393, HUMAN24372	TCONS_00041619.p1
OG0000825	HUMAN06887	TCONS_00025760.p1, TCONS_00025798.p1
OG0000826	HUMAN18961	TCONS_00009120.p1
OG0000827	HUMAN28623	TCONS_00020331.p1
OG0000828	HUMAN09906, HUMAN09908, HUMAN09907, HUMAN23682, HUMAN23683	TCONS_00020647.p1
OG0000828	HUMAN07354	TCONS_00004770.p1
OG0000829	HUMAN09769, HUMAN09770, HUMAN23704, HUMAN03517, HUMAN27574, HUMAN17189	TCONS_00026046.p1
OG0000830	HUMAN10228, HUMAN10227, HUMAN13475, HUMAN20103, HUMAN20104, HUMAN04465	TCONS_00054365.p1, TCONS_00050762.p1
OG0000831	HUMAN00865, HUMAN00861	TCONS_00052849.p1, TCONS_00053225.p1, TCONS_00054130.p1, TCONS_00054168.p1, TCONS_00053079.p1, TCONS_00053037.p1
OG0000831	HUMAN21218	TCONS_00055632.p1
OG0000831	HUMAN17251	TCONS_00054131.p1, TCONS_00053035.p1
OG0000832	HUMAN08917, HUMAN08744, HUMAN08745, HUMAN01034	TCONS_00021493.p1, TCONS_00037670.p1, TCONS_00037668.p1, TCONS_00024327.p1, TCONS_00024330.p1, TCONS_00025503.p1, TCONS_00024096.p1, TCONS_00024117.p1, TCONS_00002882.p1, TCONS_00002881.p1, TCONS_00002884.p1, TCONS_00023793.p1, TCONS_00027381.p1, TCONS_00025512.p1
OG0000833	HUMAN14526, HUMAN14694, HUMAN28569, HUMAN00981	TCONS_00054301.p1
OG0000834	HUMAN12572	TCONS_00002892.p1
OG0000835	HUMAN25456, HUMAN19696	TCONS_00036638.p1, TCONS_00037847.p1
OG0000836	HUMAN09550	TCONS_00019427.p1
OG0000837	HUMAN25283, HUMAN19289	TCONS_00017392.p1
OG0000838	HUMAN01404, HUMAN07009	TCONS_00023335.p1, TCONS_00023205.p1, TCONS_00023334.p1, TCONS_00023204.p1
OG0000838	HUMAN07011, HUMAN16347	TCONS_00024752.p1, TCONS_00024664.p1
OG0000841	HUMAN11209, HUMAN11208, HUMAN28390, HUMAN28389, HUMAN25529	TCONS_00009390.p1
OG0000842	HUMAN11438, HUMAN28733, HUMAN28739, HUMAN28726, HUMAN17591, HUMAN12703, HUMAN27200	TCONS_00019047.p1
OG0000844	HUMAN00341, HUMAN00340, HUMAN00339, HUMAN21889, HUMAN21890, HUMAN27161, HUMAN27162	TCONS_00051992.p1, TCONS_00051652.p1
OG0000845	HUMAN29728, HUMAN30115, HUMAN25768, HUMAN30116	TCONS_00001245.p1, TCONS_00000121.p1
OG0000845	HUMAN05320	TCONS_00000645.p1
OG0000847	HUMAN12189	TCONS_00006742.p1
OG0000847	HUMAN19801, HUMAN10864	TCONS_00006142.p1, TCONS_00006162.p1
OG0000848	HUMAN07569, HUMAN22921, HUMAN23842	TCONS_00042417.p1
OG0000848	HUMAN09682, HUMAN13934	TCONS_00020362.p1
OG0000849	HUMAN01370	TCONS_00039977.p1
OG0000850	HUMAN00998	TCONS_00052504.p1
OG0000850	HUMAN03430	TCONS_00027096.p1
OG0000851	HUMAN17389, HUMAN22898	TCONS_00044107.p1
OG0000852	HUMAN01598	TCONS_00029058.p1
OG0000852	HUMAN18978, HUMAN18977, HUMAN13869	TCONS_00008486.p1
OG0000857	HUMAN24948, HUMAN05809, HUMAN04190	TCONS_00038040.p1
OG0000858	HUMAN19566, HUMAN05690	TCONS_00035617.p1, TCONS_00035720.p1
OG0000859	HUMAN01835, HUMAN09993, HUMAN23491, HUMAN14489	TCONS_00028631.p1
OG0000860	HUMAN14477, HUMAN29300, HUMAN01277	TCONS_00014657.p1
OG0000861	HUMAN28119, HUMAN28117	TCONS_00047891.p1, TCONS_00038576.p1, TCONS_00038563.p1, TCONS_00047889.p1, TCONS_00047894.p1, TCONS_00047890.p1, TCONS_00047892.p1, TCONS_00047893.p1, TCONS_00047902.p1, TCONS_00047903.p1, TCONS_00047905.p1, TCONS_00047906.p1, TCONS_00047904.p1, TCONS_00048775.p1
OG0000863	HUMAN25393	TCONS_00045086.p1, TCONS_00027522.p1, TCONS_00026011.p1, TCONS_00044186.p1, TCONS_00043868.p1, TCONS_00026016.p1, TCONS_00026017.p1, TCONS_00026009.p1, TCONS_00026013.p1, TCONS_00026012.p1, TCONS_00027713.p1, TCONS_00027527.p1, TCONS_00027529.p1, TCONS_00027526.p1, TCONS_00027523.p1, TCONS_00027484.p1
OG0000866	HUMAN26002	TCONS_00003785.p1
OG0000868	HUMAN29668, HUMAN08901	TCONS_00011478.p1
OG0000869	HUMAN00016	TCONS_00050047.p1
OG0000869	HUMAN23280	TCONS_00052865.p1
OG0000870	HUMAN13265	TCONS_00009925.p1
OG0000871	HUMAN30324	TCONS_00035384.p1, TCONS_00001861.p1, TCONS_00000505.p1, TCONS_00000506.p1, TCONS_00000507.p1, TCONS_00000499.p1, TCONS_00000504.p1
OG0000871	HUMAN03633	TCONS_00026834.p1
OG0000872	HUMAN05052, HUMAN05051	TCONS_00037055.p1, TCONS_00037051.p1, TCONS_00037037.p1
OG0000872	HUMAN05053	TCONS_00037056.p1
OG0000873	HUMAN28660, HUMAN28659, HUMAN14987, HUMAN09518	TCONS_00029754.p1
OG0000874	HUMAN22955, HUMAN04088	TCONS_00042677.p1
OG0000874	HUMAN20636	TCONS_00007186.p1
OG0000875	HUMAN28345	TCONS_00053761.p1
OG0000875	HUMAN18108	TCONS_00056388.p1, TCONS_00041427.p1
OG0000876	HUMAN02798	TCONS_00004348.p1
OG0000877	HUMAN20047	TCONS_00007900.p1
OG0000877	HUMAN18986, HUMAN18987	TCONS_00019194.p1
OG0000878	HUMAN04661, HUMAN04660	TCONS_00036230.p1, TCONS_00036231.p1
OG0000878	HUMAN26944	TCONS_00036232.p1
OG0000878	HUMAN26167	TCONS_00003745.p1
OG0000879	HUMAN11932, HUMAN22026, HUMAN22025, HUMAN11931, HUMAN11933	TCONS_00022585.p1
OG0000879	HUMAN06283, HUMAN21911	TCONS_00056397.p1
OG0000880	HUMAN21143, HUMAN21144, HUMAN25036, HUMAN26847	TCONS_00049616.p1
OG0000881	HUMAN24746	TCONS_00015965.p1
OG0000881	HUMAN12291	TCONS_00006707.p1
OG0000882	HUMAN24494, HUMAN24493, HUMAN19192, HUMAN25186, HUMAN00713	TCONS_00044892.p1, TCONS_00044893.p1
OG0000883	HUMAN09654, HUMAN15097	TCONS_00006480.p1, TCONS_00006477.p1, TCONS_00006482.p1, TCONS_00009149.p1, TCONS_00009148.p1, TCONS_00057068.p1, TCONS_00023480.p1, TCONS_00023446.p1, TCONS_00041367.p1, TCONS_00041350.p1, TCONS_00045389.p1, TCONS_00045390.p1
OG0000887	HUMAN19125	TCONS_00017941.p1
OG0000887	HUMAN02796	TCONS_00055887.p1
OG0000888	HUMAN01523, HUMAN14144	TCONS_00029758.p1
OG0000888	HUMAN17235	TCONS_00030186.p1
OG0000889	HUMAN16803	TCONS_00010936.p1
OG0000889	HUMAN04560, HUMAN10862, HUMAN13087, HUMAN19799, HUMAN19800	TCONS_00004850.p1, TCONS_00004830.p1
OG0000890	HUMAN16690, HUMAN19479, HUMAN19478	TCONS_00002374.p1, TCONS_00002381.p1
OG0000893	HUMAN20939, HUMAN20942, HUMAN26905, HUMAN26904, HUMAN20941	TCONS_00051111.p1, TCONS_00051112.p1, TCONS_00051078.p1, TCONS_00051076.p1, TCONS_00051110.p1, TCONS_00051075.p1, TCONS_00051077.p1
OG0000894	HUMAN22934	TCONS_00042942.p1
OG0000894	HUMAN20156, HUMAN25909	TCONS_00014568.p1
OG0000895	HUMAN14000, HUMAN13999	TCONS_00019170.p1
OG0000895	HUMAN23630, HUMAN10073	TCONS_00019166.p1
OG0000896	HUMAN05088, HUMAN05089	TCONS_00012437.p1, TCONS_00012438.p1
OG0000896	HUMAN02560, HUMAN04868	TCONS_00023440.p1, TCONS_00023471.p1, TCONS_00023178.p1, TCONS_00003493.p1
OG0000897	HUMAN20369	TCONS_00047825.p1, TCONS_00047836.p1
OG0000897	HUMAN01428	TCONS_00047619.p1
