Orthogroup	HUMAN	OWEFU
OG0001802	HUMAN10430, HUMAN10427, HUMAN10426	OFUSG07737.1.p1
OG0001804	HUMAN11697, HUMAN11700, HUMAN11696, HUMAN11695, HUMAN11698, HUMAN19866	OFUSG15172.2.p1, OFUSG15172.1.p1, OFUSG15172.3.p1
OG0001805	HUMAN06848	OFUSG07794.1.p1
OG0001806	HUMAN26954, HUMAN26956, HUMAN01386	OFUSG06124.1.p1
OG0001807	HUMAN12665	OFUSG16465.1.p1
OG0001808	HUMAN22068, HUMAN01110	OFUSG17082.1.p1, OFUSG17082.2.p1
OG0001809	HUMAN29140, HUMAN02152, HUMAN02151, HUMAN02153, HUMAN02155, HUMAN02158, HUMAN02157, HUMAN02156, HUMAN02154	OFUSG08089.1.p1
OG0001810	HUMAN25995, HUMAN25994, HUMAN18086	OFUSG03936.1.p1
OG0001811	HUMAN17818, HUMAN13153, HUMAN06398	OFUSG06985.2.p1, OFUSG06985.3.p1, OFUSG06985.1.p1, OFUSG06985.4.p1, OFUSG06985.5.p1
OG0001812	HUMAN05677	OFUSG00819.1.p1, OFUSG01094.1.p1, OFUSG22413.1.p1, OFUSG18451.1.p1, OFUSG21823.1.p1
OG0001814	HUMAN12655, HUMAN12657, HUMAN26160, HUMAN26161	OFUSG15987.1.p1
OG0001816	HUMAN23426, HUMAN01145, HUMAN23425, HUMAN01146, HUMAN01144, HUMAN23424	OFUSG23359.1.p1
OG0001817	HUMAN10762, HUMAN16372, HUMAN16373	OFUSG10794.2.p1, OFUSG10794.1.p1
OG0001818	HUMAN08932, HUMAN25133	OFUSG25019.1.p1
OG0001819	HUMAN26303, HUMAN26302, HUMAN17758	OFUSG17205.1.p1, OFUSG17322.2.p1, OFUSG17322.1.p1
OG0001820	HUMAN03193	OFUSG18271.1.p1
OG0001820	HUMAN22655, HUMAN22654, HUMAN22657, HUMAN03192	OFUSG18274.3.p1, OFUSG18274.2.p1, OFUSG18274.1.p1
OG0001821	HUMAN20150	OFUSG17801.1.p1
OG0001822	HUMAN20278, HUMAN04122	OFUSG09898.2.p1, OFUSG09898.1.p1
OG0001823	HUMAN28818	OFUSG07178.1.p1
OG0001824	HUMAN08709	OFUSG25201.1.p1
OG0001825	HUMAN28268, HUMAN25258, HUMAN28269, HUMAN28270	OFUSG13282.1.p1
OG0001826	HUMAN18296, HUMAN30222	OFUSG25985.1.p1
OG0001827	HUMAN29268, HUMAN29270	OFUSG25637.1.p1
OG0001828	HUMAN20552	OFUSG04325.1.p1
OG0001829	HUMAN11147, HUMAN11495	OFUSG05123.1.p1
OG0001830	HUMAN13769, HUMAN16621	OFUSG21379.1.p1
OG0001831	HUMAN10191, HUMAN10190, HUMAN12366, HUMAN12368	OFUSG10355.1.p1, OFUSG10355.2.p1
OG0001832	HUMAN29361	OFUSG09159.1.p1
OG0001832	HUMAN10008, HUMAN10007, HUMAN01888, HUMAN10006	OFUSG04392.1.p1
OG0001834	HUMAN18097, HUMAN02973	OFUSG04076.2.p1, OFUSG04076.1.p1
OG0001835	HUMAN04377, HUMAN04378	OFUSG07384.1.p1, OFUSG08233.1.p1
OG0001846	HUMAN25244, HUMAN18589, HUMAN16677, HUMAN18592, HUMAN16676	OFUSG13671.1.p1
OG0001848	HUMAN02996	OFUSG13371.1.p1
OG0001848	HUMAN04716	OFUSG13372.1.p1
OG0001849	HUMAN06580, HUMAN06581, HUMAN06579, HUMAN06583	OFUSG13688.1.p1
OG0001849	HUMAN06578	OFUSG24339.1.p1
OG0001850	HUMAN27412, HUMAN27410, HUMAN27411	OFUSG04411.1.p1
OG0001851	HUMAN21496	OFUSG05408.1.p1
OG0001852	HUMAN29789, HUMAN06720, HUMAN20898, HUMAN20900, HUMAN20899	OFUSG06932.1.p1
OG0001853	HUMAN28392, HUMAN18575	OFUSG20572.1.p1, OFUSG04900.1.p1
OG0001854	HUMAN06535	OFUSG17033.1.p1, OFUSG23628.1.p1
OG0001855	HUMAN13026	OFUSG18439.1.p1
OG0001856	HUMAN26595, HUMAN13519	OFUSG17820.1.p1
OG0001857	HUMAN16699, HUMAN28241	OFUSG12646.1.p1, OFUSG12646.2.p1
OG0001858	HUMAN26275	OFUSG10048.1.p1, OFUSG10048.2.p1
OG0001861	HUMAN02516	OFUSG07846.1.p1
OG0001862	HUMAN14487, HUMAN01898, HUMAN10090	OFUSG09150.1.p1
OG0001863	HUMAN27302	OFUSG08250.1.p1
OG0001864	HUMAN13784, HUMAN13785, HUMAN19255	OFUSG26284.1.p1, OFUSG26284.2.p1, OFUSG26284.3.p1
OG0001865	HUMAN23790, HUMAN22856, HUMAN07532	OFUSG02540.1.p1
OG0001866	HUMAN25780, HUMAN19444	OFUSG26706.1.p1
OG0001867	HUMAN25878, HUMAN13230	OFUSG10616.2.p1, OFUSG10616.1.p1
OG0001869	HUMAN00228, HUMAN00227	OFUSG23494.1.p1
OG0001870	HUMAN28292, HUMAN00640, HUMAN25247	OFUSG26416.1.p1
OG0001871	HUMAN07522, HUMAN27482	OFUSG03219.1.p1
OG0001873	HUMAN16807, HUMAN16808, HUMAN16809	OFUSG21524.1.p1
OG0001874	HUMAN21243	OFUSG08013.1.p1
OG0001875	HUMAN17871	OFUSG17004.1.p1
OG0001875	HUMAN22698	OFUSG10883.1.p1
OG0001876	HUMAN16595	OFUSG02375.1.p1
OG0001877	HUMAN08708, HUMAN25127, HUMAN02567	OFUSG22014.1.p1, OFUSG22014.5.p1, OFUSG22014.2.p1, OFUSG22014.4.p1, OFUSG22014.3.p1
OG0001878	HUMAN07553, HUMAN29985, HUMAN27457	OFUSG02609.1.p1
OG0001879	HUMAN07208	OFUSG15689.1.p1
OG0001879	HUMAN06063	OFUSG10494.1.p1
OG0001881	HUMAN06131, HUMAN04212, HUMAN02372	OFUSG09940.2.p1, OFUSG09940.1.p1
OG0001882	HUMAN12928, HUMAN17839	OFUSG04127.1.p1
OG0001883	HUMAN10705, HUMAN10706, HUMAN10704, HUMAN20116, HUMAN13322	OFUSG10073.2.p1, OFUSG10073.1.p1
OG0001884	HUMAN27931, HUMAN19032, HUMAN19030, HUMAN19029	OFUSG05386.1.p1
OG0001886	HUMAN29265, HUMAN01236	OFUSG07453.1.p1
OG0001887	HUMAN24008, HUMAN07736, HUMAN22363, HUMAN22362	OFUSG02054.1.p1
OG0001888	HUMAN14663, HUMAN28454, HUMAN28455	OFUSG21284.1.p1
OG0001889	HUMAN13282, HUMAN10294, HUMAN10295, HUMAN10296	OFUSG07038.1.p1, OFUSG07038.2.p1
OG0001890	HUMAN27039, HUMAN01447, HUMAN04331	OFUSG07083.1.p1
OG0001892	HUMAN21354, HUMAN25414	OFUSG00307.2.p1, OFUSG00307.1.p1
OG0001893	HUMAN24851, HUMAN24850	OFUSG25638.1.p1
OG0001894	HUMAN24228, HUMAN24227, HUMAN24229, HUMAN03619	OFUSG15416.1.p1, OFUSG06027.1.p1
OG0001895	HUMAN19223	OFUSG22819.1.p1
OG0001896	HUMAN24890, HUMAN29380, HUMAN02065	OFUSG26695.1.p1
OG0001897	HUMAN01785, HUMAN01784, HUMAN14131, HUMAN28852, HUMAN09463	OFUSG09268.1.p1
OG0001898	HUMAN15350, HUMAN09326	OFUSG11987.1.p1
OG0001899	HUMAN08346	OFUSG22049.1.p1
OG0001900	HUMAN15353	OFUSG11663.1.p1
OG0001901	HUMAN04090, HUMAN04089	OFUSG02388.2.p1, OFUSG02388.3.p1, OFUSG02388.1.p1
OG0001903	HUMAN25841, HUMAN25839, HUMAN25838, HUMAN25840	OFUSG12193.1.p1, OFUSG12044.1.p1
OG0001913	HUMAN10068, HUMAN10067	OFUSG06981.1.p1, OFUSG06981.2.p1, OFUSG06981.4.p1, OFUSG06981.3.p1
OG0001914	HUMAN25808	OFUSG22097.1.p1
OG0001914	HUMAN10542	OFUSG10634.2.p1, OFUSG10634.1.p1
OG0001915	HUMAN30648, HUMAN29662	OFUSG23826.1.p1, OFUSG23826.2.p1, OFUSG00902.1.p1
OG0001916	HUMAN08379, HUMAN08376, HUMAN08378	OFUSG11739.1.p1
OG0001916	HUMAN15612	OFUSG11738.1.p1
OG0001917	HUMAN01077, HUMAN14777, HUMAN15018	OFUSG17278.1.p1
OG0001918	HUMAN17680	OFUSG12209.1.p1
OG0001919	HUMAN03322	OFUSG10852.1.p1
OG0001920	HUMAN28449, HUMAN14671, HUMAN01090, HUMAN14537, HUMAN14536	OFUSG13380.1.p1
OG0001923	HUMAN14644, HUMAN14642, HUMAN14921	OFUSG26579.3.p1, OFUSG26579.2.p1, OFUSG26579.1.p1
OG0001925	HUMAN17583, HUMAN26221, HUMAN06665	OFUSG13684.1.p1
OG0001926	HUMAN01202	OFUSG21452.1.p1
OG0001928	HUMAN25622	OFUSG12913.1.p1
OG0001929	HUMAN19567	OFUSG19800.1.p1, OFUSG19647.1.p1, OFUSG19800.2.p1
OG0001930	HUMAN09875, HUMAN09876, HUMAN09873, HUMAN14916	OFUSG08506.1.p1, OFUSG08506.2.p1
OG0001932	HUMAN21635, HUMAN29559	OFUSG13988.1.p1
OG0001933	HUMAN11040, HUMAN11041	OFUSG05349.2.p1, OFUSG05349.1.p1
OG0001934	HUMAN10144, HUMAN27036	OFUSG10456.3.p1, OFUSG10456.1.p1, OFUSG10456.2.p1
OG0001935	HUMAN02626	OFUSG17306.1.p1, OFUSG17306.2.p1
OG0001935	HUMAN03611	OFUSG24584.1.p1
OG0001936	HUMAN03296	OFUSG10764.1.p1
OG0001936	HUMAN27676	OFUSG18093.1.p1, OFUSG18094.1.p1, OFUSG18094.2.p1, OFUSG18089.3.p1, OFUSG18089.2.p1, OFUSG18089.1.p1
OG0001937	HUMAN21397	OFUSG20363.1.p1, OFUSG03695.2.p1, OFUSG03695.1.p1, OFUSG13343.1.p1, OFUSG13445.1.p1, OFUSG08131.1.p1
OG0001938	HUMAN04426	OFUSG07379.1.p1, OFUSG07379.2.p1
OG0001940	HUMAN07394, HUMAN07393	OFUSG22335.1.p1
OG0001941	HUMAN18090, HUMAN20811	OFUSG16600.1.p1
OG0001942	HUMAN08495, HUMAN02465, HUMAN02464	OFUSG25012.2.p1, OFUSG25012.3.p1, OFUSG25012.4.p1, OFUSG25012.1.p1, OFUSG25012.5.p1
OG0001943	HUMAN30102, HUMAN30614, HUMAN13678, HUMAN18947, HUMAN18949, HUMAN18948, HUMAN13677	OFUSG16984.3.p1, OFUSG16984.1.p1, OFUSG16984.2.p1
OG0001944	HUMAN18721	OFUSG11791.5.p1, OFUSG11791.4.p1, OFUSG11791.2.p1, OFUSG11791.1.p1, OFUSG11791.3.p1
OG0001945	HUMAN21241, HUMAN25293	OFUSG01546.1.p1
OG0001946	HUMAN24077, HUMAN03301, HUMAN22814, HUMAN22811	OFUSG18401.2.p1, OFUSG18401.1.p1
OG0001947	HUMAN20996, HUMAN06249, HUMAN06248	OFUSG19153.1.p1
OG0001948	HUMAN15430, HUMAN15431, HUMAN08601, HUMAN02652, HUMAN04901	OFUSG12003.1.p1
OG0001949	HUMAN12315, HUMAN07122, HUMAN12313, HUMAN12314	OFUSG14945.1.p1, OFUSG14945.2.p1
OG0001950	HUMAN14684, HUMAN14683, HUMAN28967, HUMAN01297	OFUSG13211.1.p1
OG0001951	HUMAN06387, HUMAN20627, HUMAN06388	OFUSG23273.1.p1
OG0001952	HUMAN25420	OFUSG01479.1.p1
OG0001953	HUMAN12011, HUMAN12010, HUMAN12008, HUMAN10577, HUMAN10576, HUMAN10578, HUMAN10574	OFUSG10033.1.p1
OG0001955	HUMAN09387, HUMAN09386	OFUSG10739.1.p1
OG0001956	HUMAN13995	OFUSG23188.1.p1
OG0001957	HUMAN04994, HUMAN12320, HUMAN12321, HUMAN07092, HUMAN07091	OFUSG22505.1.p1
OG0001958	HUMAN18312, HUMAN07838	OFUSG21397.1.p1
OG0001961	HUMAN06222, HUMAN02307	OFUSG08360.1.p1, OFUSG08360.2.p1
OG0001962	HUMAN30018, HUMAN07452, HUMAN00709	OFUSG00652.2.p1, OFUSG00652.1.p1, OFUSG00652.3.p1
OG0001963	HUMAN01746, HUMAN09665, HUMAN28531	OFUSG08525.1.p1
OG0001964	HUMAN17471, HUMAN17608, HUMAN17469, HUMAN17470, HUMAN17482, HUMAN17490, HUMAN17609	OFUSG14609.1.p1
OG0001965	HUMAN13582	OFUSG18303.1.p1
OG0001966	HUMAN14884, HUMAN01261	OFUSG09742.1.p1, OFUSG07382.1.p1, OFUSG18672.1.p1, OFUSG18672.2.p1
OG0001967	HUMAN01106	OFUSG26325.1.p1
OG0001968	HUMAN29233	OFUSG07229.2.p1, OFUSG07229.1.p1
OG0001969	HUMAN23666, HUMAN23664, HUMAN23665, HUMAN14220, HUMAN14219	OFUSG09530.1.p1
OG0001970	HUMAN08288, HUMAN04910, HUMAN18723, HUMAN18724, HUMAN08289, HUMAN08290	OFUSG22029.1.p1
OG0001972	HUMAN00080, HUMAN00081	OFUSG21157.2.p1, OFUSG21157.1.p1
OG0001974	HUMAN13564	OFUSG10927.1.p1
OG0001982	HUMAN23896, HUMAN27674, HUMAN27675, HUMAN27673, HUMAN27670, HUMAN27669, HUMAN27672, HUMAN27671	OFUSG18134.3.p1, OFUSG18134.5.p1, OFUSG18134.1.p1, OFUSG18134.2.p1, OFUSG18134.4.p1
OG0001985	HUMAN07334, HUMAN26445	OFUSG15038.1.p1, OFUSG15038.2.p1
OG0001986	HUMAN01344, HUMAN01345	OFUSG17699.1.p1
OG0001987	HUMAN19974, HUMAN19975, HUMAN10877, HUMAN05001	OFUSG24103.1.p1
OG0001988	HUMAN28137	OFUSG17151.1.p1
OG0001989	HUMAN06979, HUMAN24933	OFUSG07397.2.p1, OFUSG07397.1.p1
OG0001990	HUMAN18834	OFUSG08054.2.p1, OFUSG08054.1.p1
OG0001991	HUMAN18994	OFUSG17149.1.p1
OG0001992	HUMAN25066, HUMAN09362	OFUSG11780.1.p1, OFUSG11780.2.p1
OG0001994	HUMAN07229, HUMAN12231	OFUSG14909.1.p1
OG0001996	HUMAN08647, HUMAN08650, HUMAN08648, HUMAN08649	OFUSG21554.1.p1, OFUSG12521.1.p1
OG0001997	HUMAN08836, HUMAN08834, HUMAN08837, HUMAN00575	OFUSG05219.1.p1, OFUSG01638.1.p2, OFUSG01247.1.p1
OG0001998	HUMAN28974, HUMAN10909, HUMAN10908	OFUSG15491.1.p1
OG0001999	HUMAN25970	OFUSG10544.1.p1, OFUSG10544.2.p1
OG0001999	HUMAN04679	OFUSG00835.1.p1
OG0002000	HUMAN23473	OFUSG03859.1.p1
OG0002001	HUMAN06657	OFUSG21514.1.p1
OG0002001	HUMAN12156	OFUSG10947.1.p1
OG0002002	HUMAN18498, HUMAN18497, HUMAN05241	OFUSG16189.1.p1
OG0002003	HUMAN17505, HUMAN09339, HUMAN09338	OFUSG22036.1.p1
OG0002005	HUMAN22963, HUMAN03512, HUMAN27735, HUMAN27734	OFUSG08328.1.p1, OFUSG08328.2.p1
OG0002006	HUMAN12661	OFUSG16209.1.p1
OG0002007	HUMAN22823, HUMAN03290	OFUSG10696.1.p1
OG0002008	HUMAN03542, HUMAN22606	OFUSG10989.2.p1, OFUSG10989.1.p1
OG0002009	HUMAN24651	OFUSG12148.1.p1
OG0002011	HUMAN19203, HUMAN08184	OFUSG20482.1.p1, OFUSG20482.2.p1
OG0002014	HUMAN01361, HUMAN26801, HUMAN26800, HUMAN26799, HUMAN01362, HUMAN21111	OFUSG05819.1.p1
OG0002015	HUMAN10277, HUMAN20192	OFUSG11071.1.p1
OG0002016	HUMAN22594, HUMAN22595, HUMAN24384, HUMAN03045	OFUSG18258.1.p1
OG0002017	HUMAN00207, HUMAN05916, HUMAN21581	OFUSG17325.1.p1
OG0002018	HUMAN22930, HUMAN07753, HUMAN24015	OFUSG03481.1.p1
OG0002020	HUMAN24224, HUMAN24223, HUMAN03621	OFUSG06895.1.p1
OG0002023	HUMAN15593, HUMAN04741, HUMAN02722	OFUSG25048.1.p1, OFUSG25048.2.p1
OG0002024	HUMAN02179, HUMAN02180, HUMAN29178, HUMAN29177, HUMAN29179	OFUSG07698.2.p1, OFUSG07698.1.p1
OG0002025	HUMAN10728	OFUSG10330.2.p1, OFUSG10330.1.p1
OG0002026	HUMAN30074, HUMAN07690	OFUSG03429.1.p1
OG0002027	HUMAN07656, HUMAN07655, HUMAN21805	OFUSG14472.1.p1
OG0002028	HUMAN18734	OFUSG11496.1.p1, OFUSG11496.2.p1
OG0002029	HUMAN19340, HUMAN19571, HUMAN19572	OFUSG09043.1.p1
OG0002030	HUMAN01108, HUMAN14623, HUMAN14622, HUMAN14998, HUMAN28476	OFUSG04851.1.p1
OG0002031	HUMAN12775, HUMAN26512	OFUSG21499.1.p1
OG0002032	HUMAN05596, HUMAN05597	OFUSG09126.1.p1
OG0002035	HUMAN14128, HUMAN01124, HUMAN23374	OFUSG21022.2.p1, OFUSG21022.1.p1
OG0002036	HUMAN08245, HUMAN08247, HUMAN08246, HUMAN15835	OFUSG11652.1.p1
OG0002038	HUMAN01272, HUMAN24909, HUMAN29102, HUMAN29101	OFUSG08104.1.p1
OG0002042	HUMAN03199, HUMAN03198, HUMAN03197	OFUSG02182.1.p1
OG0002043	HUMAN00470, HUMAN00469, HUMAN27809	OFUSG12846.4.p1, OFUSG12846.2.p1, OFUSG12846.3.p1, OFUSG12846.1.p1
OG0002044	HUMAN21075	OFUSG05644.1.p1
OG0002049	HUMAN28775, HUMAN09926, HUMAN28774	OFUSG23834.1.p1
OG0002057	HUMAN28905, HUMAN00904, HUMAN28904	OFUSG21034.2.p1, OFUSG21034.1.p1
OG0002059	HUMAN14516, HUMAN01268, HUMAN01269	OFUSG08313.2.p1, OFUSG08313.1.p1
OG0002060	HUMAN08797, HUMAN16994, HUMAN16993	OFUSG22066.1.p1, OFUSG12079.1.p1
OG0002061	HUMAN27408	OFUSG05763.1.p1
OG0002062	HUMAN09834, HUMAN14941, HUMAN14940	OFUSG03994.1.p1
OG0002063	HUMAN28682	OFUSG01652.1.p1
OG0002063	HUMAN23745	OFUSG16113.1.p1
OG0002064	HUMAN02629	OFUSG11940.1.p1
OG0002064	HUMAN16812, HUMAN16813, HUMAN08576	OFUSG11428.1.p1
OG0002067	HUMAN27451, HUMAN27446, HUMAN10469	OFUSG17986.1.p1
OG0002069	HUMAN28251, HUMAN28252, HUMAN28249, HUMAN18933, HUMAN18934, HUMAN28250	OFUSG23391.4.p1, OFUSG23391.3.p1, OFUSG23391.5.p1, OFUSG23391.2.p1, OFUSG23391.1.p1
OG0002070	HUMAN14478, HUMAN01278, HUMAN29198, HUMAN29199	OFUSG25606.1.p1
OG0002071	HUMAN07281, HUMAN07282, HUMAN12478	OFUSG15034.1.p1
OG0002072	HUMAN10265	OFUSG10408.1.p1
OG0002073	HUMAN23862, HUMAN23861, HUMAN20828, HUMAN18650	OFUSG19553.2.p1, OFUSG19553.1.p1
OG0002074	HUMAN27012	OFUSG26077.1.p1
OG0002074	HUMAN29515, HUMAN29516, HUMAN29517	OFUSG13156.1.p1, OFUSG01812.1.p1
OG0002075	HUMAN16959, HUMAN16957, HUMAN16958, HUMAN08748	OFUSG25081.1.p1, OFUSG25080.1.p1
OG0002076	HUMAN06613, HUMAN20823	OFUSG17692.2.p1, OFUSG17692.1.p1
OG0002077	HUMAN12493, HUMAN12495, HUMAN12494, HUMAN02943	OFUSG24409.1.p1, OFUSG24409.2.p1
OG0002078	HUMAN13179	OFUSG10584.1.p1
OG0002079	HUMAN22905, HUMAN30320	OFUSG02215.1.p1
OG0002080	HUMAN07100, HUMAN12467	OFUSG15846.1.p1
OG0002081	HUMAN07746	OFUSG02596.4.p1, OFUSG02596.1.p1, OFUSG02596.5.p1, OFUSG02596.2.p1, OFUSG02596.3.p1
OG0002084	HUMAN03437, HUMAN03435, HUMAN03436, HUMAN17130, HUMAN17131	OFUSG24095.1.p1, OFUSG06979.1.p1, OFUSG06870.1.p1, OFUSG06847.1.p1
OG0002085	HUMAN08803, HUMAN04915, HUMAN04913, HUMAN04914, HUMAN16999, HUMAN08802	OFUSG21143.1.p1
OG0002086	HUMAN09453, HUMAN14542	OFUSG09613.1.p1
OG0002087	HUMAN29203	OFUSG07750.1.p1
OG0002090	HUMAN24839	OFUSG11828.1.p1
OG0002091	HUMAN26748, HUMAN10794, HUMAN10793, HUMAN10792, HUMAN07160, HUMAN07159, HUMAN07158	OFUSG22529.2.p1, OFUSG22529.1.p1
OG0002093	HUMAN25025	OFUSG07928.2.p1, OFUSG07928.1.p1
OG0002094	HUMAN20985	OFUSG18702.1.p1
OG0002095	HUMAN24148, HUMAN22379, HUMAN09146	OFUSG02087.1.p1, OFUSG02087.2.p1
OG0002096	HUMAN07201, HUMAN07202	OFUSG15213.1.p1
OG0002097	HUMAN22005, HUMAN29689, HUMAN22006, HUMAN22007	OFUSG14425.2.p1, OFUSG14425.1.p1
OG0002099	HUMAN18988	OFUSG12133.1.p1
OG0002100	HUMAN11681, HUMAN10855, HUMAN10854, HUMAN10853	OFUSG24085.1.p1
OG0002101	HUMAN28559, HUMAN28561, HUMAN28560, HUMAN28558	OFUSG16892.1.p1
OG0002102	HUMAN21529, HUMAN30242, HUMAN05361	OFUSG14243.1.p1
OG0002103	HUMAN04751, HUMAN30155, HUMAN30139, HUMAN30145, HUMAN30144	OFUSG11310.1.p1
OG0002104	HUMAN11028	OFUSG23176.1.p1, OFUSG23176.2.p1, OFUSG23176.3.p1
OG0002105	HUMAN03871, HUMAN03870, HUMAN06146	OFUSG07962.1.p1
OG0002106	HUMAN23038	OFUSG13347.1.p1
OG0002106	HUMAN24893	OFUSG10174.1.p1
OG0002107	HUMAN03751	OFUSG19187.1.p1
OG0002108	HUMAN17009, HUMAN25939, HUMAN08879	OFUSG12155.1.p1
OG0002110	HUMAN03981, HUMAN06070, HUMAN03978, HUMAN03980, HUMAN03979	OFUSG22068.1.p1, OFUSG10693.1.p1
OG0002112	HUMAN28790, HUMAN09575, HUMAN09576, HUMAN01663, HUMAN09578	OFUSG15859.1.p1
OG0002122	HUMAN09148, HUMAN24144, HUMAN09147, HUMAN09151	OFUSG03606.1.p1
OG0002124	HUMAN28973	OFUSG05734.1.p1, OFUSG05734.2.p1
OG0002125	HUMAN29833	OFUSG06747.1.p1
OG0002127	HUMAN18531	OFUSG13935.2.p1, OFUSG13935.1.p1
OG0002129	HUMAN05263, HUMAN19676, HUMAN30581, HUMAN22903, HUMAN22904	OFUSG02354.1.p1
OG0002130	HUMAN16683	OFUSG01641.1.p1
OG0002131	HUMAN28897, HUMAN28898	OFUSG09026.1.p1
OG0002134	HUMAN11520, HUMAN11519, HUMAN28025, HUMAN28029, HUMAN28027, HUMAN28026, HUMAN28028	OFUSG05250.1.p1
OG0002135	HUMAN01477, HUMAN25525	OFUSG01287.1.p1
OG0002137	HUMAN21685	OFUSG17532.1.p1
OG0002138	HUMAN06987, HUMAN06986	OFUSG25383.3.p1, OFUSG25383.1.p1, OFUSG25383.2.p1
OG0002139	HUMAN02727, HUMAN08986	OFUSG12534.2.p1, OFUSG12534.1.p1
OG0002140	HUMAN25637, HUMAN25635, HUMAN27866, HUMAN27867, HUMAN27865	OFUSG20932.1.p1
OG0002141	HUMAN07727	OFUSG03101.2.p1, OFUSG03101.1.p1
OG0002142	HUMAN09638, HUMAN09637, HUMAN14269, HUMAN14270, HUMAN01659, HUMAN01658, HUMAN14271	OFUSG16184.1.p1
OG0002143	HUMAN28524, HUMAN09973, HUMAN28523, HUMAN28525	OFUSG09726.1.p1
OG0002144	HUMAN10788, HUMAN10789, HUMAN07164, HUMAN07161	OFUSG24102.1.p1
OG0002145	HUMAN06915, HUMAN06914	OFUSG18782.1.p1
OG0002146	HUMAN26928, HUMAN20884	OFUSG18785.1.p1, OFUSG18785.2.p1, OFUSG18786.1.p1
OG0002147	HUMAN05917	OFUSG26367.1.p1
OG0002148	HUMAN09309	OFUSG11337.1.p1
OG0002148	HUMAN16972	OFUSG22046.1.p1
OG0002149	HUMAN12807, HUMAN02982	OFUSG12614.1.p1, OFUSG12614.3.p1, OFUSG12614.2.p1
OG0002150	HUMAN23646, HUMAN10063	OFUSG24455.1.p1
OG0002151	HUMAN13474, HUMAN13473	OFUSG10768.1.p1
OG0002152	HUMAN24926	OFUSG17316.1.p1
OG0002155	HUMAN26335, HUMAN26336	OFUSG13013.1.p1
OG0002155	HUMAN20421, HUMAN20420	OFUSG05212.1.p1
OG0002156	HUMAN23074	OFUSG25160.1.p1
OG0002157	HUMAN25935	OFUSG10462.1.p1
OG0002158	HUMAN24486, HUMAN24482, HUMAN24481, HUMAN24484, HUMAN24483	OFUSG26362.1.p1
OG0002159	HUMAN04258	OFUSG09873.1.p1, OFUSG09873.2.p1
OG0002161	HUMAN26313, HUMAN26314, HUMAN12540, HUMAN17802	OFUSG15789.1.p1
OG0002162	HUMAN02073, HUMAN29318, HUMAN29319	OFUSG25574.1.p1
OG0002163	HUMAN06865, HUMAN04226, HUMAN06864, HUMAN02356	OFUSG00617.1.p1
OG0002166	HUMAN07297, HUMAN26751, HUMAN10918, HUMAN10916	OFUSG14865.1.p1
OG0002167	HUMAN26280, HUMAN23897, HUMAN27666, HUMAN27667	OFUSG07062.1.p1
OG0002168	HUMAN28277, HUMAN28276, HUMAN28275	OFUSG13363.1.p1
OG0002168	HUMAN17195	OFUSG17489.1.p1
OG0002169	HUMAN17132, HUMAN03434	OFUSG19247.1.p1
OG0002170	HUMAN23741	OFUSG16738.1.p1
OG0002170	HUMAN16364	OFUSG25554.1.p1, OFUSG23563.1.p1
OG0002171	HUMAN18925, HUMAN08132, HUMAN18929	OFUSG20871.1.p1
OG0002172	HUMAN05082, HUMAN21374, HUMAN21373	OFUSG00127.2.p1, OFUSG00127.1.p1
OG0002173	HUMAN01775, HUMAN09844, HUMAN09843	OFUSG09366.1.p1
OG0002174	HUMAN20167	OFUSG10865.2.p1, OFUSG10865.1.p1
OG0002174	HUMAN09473, HUMAN09474	OFUSG19920.2.p1, OFUSG19920.3.p1, OFUSG19920.1.p1
OG0002175	HUMAN01262, HUMAN29256	OFUSG08053.1.p1
OG0002176	HUMAN06189, HUMAN04341	OFUSG07630.3.p1, OFUSG07630.1.p1, OFUSG07630.4.p1, OFUSG07630.2.p1
OG0002177	HUMAN15512, HUMAN25741, HUMAN08516	OFUSG12103.1.p1, OFUSG12103.2.p1
OG0002179	HUMAN25017	OFUSG12361.1.p1
OG0002180	HUMAN27912	OFUSG13608.1.p1, OFUSG12871.1.p1
OG0002182	HUMAN26866, HUMAN01426, HUMAN26865, HUMAN26864	OFUSG06371.2.p1, OFUSG06371.1.p1
OG0002183	HUMAN06781, HUMAN06780, HUMAN06779, HUMAN02386, HUMAN02385, HUMAN02387	OFUSG01088.1.p1
OG0002184	HUMAN23481, HUMAN14768	OFUSG20986.1.p1
OG0002185	HUMAN11287, HUMAN11285, HUMAN11271	OFUSG22959.1.p1
OG0002186	HUMAN18439, HUMAN20709	OFUSG04371.1.p1, OFUSG04371.4.p1, OFUSG04371.2.p1, OFUSG04371.3.p1
OG0002187	HUMAN29354	OFUSG07746.1.p1
OG0002188	HUMAN18175	OFUSG21291.1.p1
OG0002189	HUMAN09640	OFUSG02716.1.p1
OG0002190	HUMAN15760, HUMAN05616, HUMAN21255, HUMAN21256	OFUSG08574.1.p1
OG0002191	HUMAN20700, HUMAN06414, HUMAN17809	OFUSG04241.1.p1
OG0002192	HUMAN10192, HUMAN12373, HUMAN12372, HUMAN12371	OFUSG18367.1.p1
OG0002192	HUMAN00767	OFUSG01431.1.p1, OFUSG01431.2.p1
OG0002193	HUMAN00932	OFUSG13614.1.p1
OG0002195	HUMAN00832, HUMAN00833, HUMAN21946, HUMAN05880	OFUSG07768.1.p1
