Orthogroup	HUMAN	AENJA_ok
OG0002085	HUMAN08803, HUMAN04915, HUMAN04913, HUMAN04914, HUMAN16999, HUMAN08802	AENJA_15120
OG0002086	HUMAN09453, HUMAN14542	AENJA_15234
OG0002087	HUMAN29203	AENJA_23537, AENJA_15799
OG0002088	HUMAN16029	AENJA_17306
OG0002089	HUMAN02074	AENJA_18322, AENJA_20731, AENJA_22592
OG0002090	HUMAN24839	AENJA_19678
OG0002091	HUMAN26748, HUMAN10794, HUMAN10793, HUMAN10792, HUMAN07160, HUMAN07159, HUMAN07158	AENJA_20386
OG0002094	HUMAN20985	AENJA_21114
OG0002096	HUMAN07201, HUMAN07202	AENJA_21606
OG0002097	HUMAN22005, HUMAN29689, HUMAN22006, HUMAN22007	AENJA_21956
OG0002098	HUMAN05177, HUMAN05178, HUMAN22893	AENJA_22006
OG0002099	HUMAN18988	AENJA_22526
OG0002100	HUMAN11680	AENJA_22686
OG0002101	HUMAN28559, HUMAN28561, HUMAN28560, HUMAN28558	AENJA_24473
OG0002102	HUMAN21529, HUMAN30242, HUMAN05361	AENJA_24518
OG0002103	HUMAN04751, HUMAN30155, HUMAN30139, HUMAN30145, HUMAN30144	AENJA_24883
OG0002104	HUMAN11028	AENJA_25109
OG0002105	HUMAN03871, HUMAN03870, HUMAN06146	AENJA_25530
OG0002106	HUMAN23038	AENJA_25552
OG0002106	HUMAN24893	AENJA_25673
OG0002107	HUMAN03751	AENJA_25817
OG0002108	HUMAN17009, HUMAN25939, HUMAN08879	AENJA_26100
OG0002122	HUMAN09148	AENJA_00125
OG0002122	HUMAN09151	AENJA_00126
OG0002125	HUMAN29833	AENJA_00917
OG0002127	HUMAN18531	AENJA_01835, AENJA_07864
OG0002128	HUMAN29743	AENJA_02011
OG0002129	HUMAN05263, HUMAN19676, HUMAN30581, HUMAN22903, HUMAN22904	AENJA_02620
OG0002130	HUMAN16683	AENJA_10894, AENJA_03472, AENJA_03474
OG0002131	HUMAN28897, HUMAN28898	AENJA_03621
OG0002134	HUMAN11520, HUMAN11519, HUMAN28025, HUMAN28029, HUMAN28027, HUMAN28026, HUMAN28028	AENJA_04817
OG0002135	HUMAN00505	AENJA_04872
OG0002135	HUMAN01477, HUMAN25525	AENJA_04875
OG0002137	HUMAN16869	AENJA_15350
OG0002137	HUMAN21685	AENJA_06237
OG0002138	HUMAN06987, HUMAN06986	AENJA_06936
OG0002139	HUMAN02727, HUMAN08986	AENJA_07352
OG0002140	HUMAN25637, HUMAN25635, HUMAN27866, HUMAN27867, HUMAN27865	AENJA_07430
OG0002141	HUMAN07727	AENJA_08191
OG0002142	HUMAN09638, HUMAN09637, HUMAN14269, HUMAN14270, HUMAN01659, HUMAN01658, HUMAN14271	AENJA_09042
OG0002143	HUMAN28524, HUMAN09973, HUMAN28523, HUMAN28525	AENJA_09301
OG0002144	HUMAN10788, HUMAN10789, HUMAN07164, HUMAN07161	AENJA_10174
OG0002145	HUMAN06915, HUMAN06914	AENJA_10358
OG0002147	HUMAN05917	AENJA_10898
OG0002148	HUMAN09309	AENJA_10936
OG0002148	HUMAN16972	AENJA_17931
OG0002150	HUMAN23646, HUMAN10063	AENJA_11466
OG0002151	HUMAN13474, HUMAN13473	AENJA_11515
OG0002152	HUMAN29898, HUMAN29896, HUMAN06918, HUMAN24926	AENJA_11762
OG0002155	HUMAN26335, HUMAN26336	AENJA_13668
OG0002155	HUMAN20421, HUMAN20420	AENJA_12189
OG0002156	HUMAN23074	AENJA_12297
OG0002157	HUMAN25935	AENJA_13751
OG0002158	HUMAN24486, HUMAN24482, HUMAN24481, HUMAN24484, HUMAN24483	AENJA_12486
OG0002159	HUMAN04258	AENJA_12736
OG0002160	HUMAN30548, HUMAN30549, HUMAN30550	AENJA_13922
OG0002161	HUMAN26313, HUMAN26314, HUMAN12540, HUMAN17802	AENJA_14633
OG0002162	HUMAN02073, HUMAN29318, HUMAN29319	AENJA_14940
OG0002163	HUMAN06865, HUMAN04226, HUMAN06864, HUMAN02356	AENJA_15172, AENJA_15175
OG0002164	HUMAN18639	AENJA_15939
OG0002166	HUMAN07297, HUMAN26751, HUMAN10918, HUMAN10916	AENJA_16415
OG0002167	HUMAN26280, HUMAN23897, HUMAN27666, HUMAN27667	AENJA_16467, AENJA_16533
OG0002168	HUMAN28277, HUMAN28276, HUMAN28275	AENJA_16471
OG0002168	HUMAN17195	AENJA_23270
OG0002169	HUMAN17132, HUMAN03434	AENJA_17912
OG0002170	HUMAN23741	AENJA_18094
OG0002170	HUMAN16364	AENJA_23030
OG0002171	HUMAN18925, HUMAN08132, HUMAN18929	AENJA_18243
OG0002172	HUMAN05082, HUMAN21374, HUMAN21373	AENJA_18361
OG0002173	HUMAN01775, HUMAN09844, HUMAN09843	AENJA_18419
OG0002174	HUMAN20167	AENJA_19972
OG0002174	HUMAN09473, HUMAN09474	AENJA_18424
OG0002175	HUMAN01262, HUMAN29256	AENJA_18688
OG0002176	HUMAN06189, HUMAN04341	AENJA_18734
OG0002177	HUMAN15512, HUMAN25741, HUMAN08516	AENJA_18769
OG0002178	HUMAN24840	AENJA_19691
OG0002179	HUMAN25017, HUMAN25015, HUMAN25016	AENJA_19816
OG0002180	HUMAN27912	AENJA_20080
OG0002182	HUMAN26866, HUMAN01426, HUMAN26865, HUMAN26864	AENJA_21407
OG0002183	HUMAN06781, HUMAN06780, HUMAN06779, HUMAN02386, HUMAN02385, HUMAN02387	AENJA_21853
OG0002185	HUMAN11287, HUMAN11285, HUMAN11271	AENJA_22305
OG0002186	HUMAN18439, HUMAN20709	AENJA_22552
OG0002187	HUMAN29354	AENJA_22617
OG0002188	HUMAN18175	AENJA_22979
OG0002189	HUMAN09640	AENJA_23289, AENJA_24476
OG0002190	HUMAN21255, HUMAN21256	AENJA_23964
OG0002191	HUMAN20700, HUMAN06414, HUMAN17809	AENJA_24425
OG0002192	HUMAN10192, HUMAN12373, HUMAN12372	AENJA_24752
OG0002193	HUMAN00932	AENJA_25895, AENJA_25894
OG0002209	HUMAN20365, HUMAN24987	AENJA_00050
OG0002211	HUMAN11726	AENJA_00456
OG0002212	HUMAN23549	AENJA_25018, AENJA_00479
OG0002213	HUMAN02703	AENJA_00491
OG0002214	HUMAN17139, HUMAN03693, HUMAN27692	AENJA_00504
OG0002216	HUMAN26776	AENJA_06974, AENJA_00740, AENJA_06973
OG0002217	HUMAN18668, HUMAN18667	AENJA_10139
OG0002218	HUMAN09407, HUMAN09408, HUMAN09406, HUMAN28821	AENJA_01433
OG0002219	HUMAN16735, HUMAN16736, HUMAN16734	AENJA_13723, AENJA_01623
OG0002221	HUMAN11899, HUMAN06004, HUMAN06003, HUMAN00829, HUMAN00828	AENJA_01704
OG0002222	HUMAN18518, HUMAN18519	AENJA_01746
OG0002223	HUMAN02421, HUMAN02422, HUMAN06736	AENJA_01776, AENJA_26579, AENJA_25454, AENJA_26635
OG0002224	HUMAN03121, HUMAN26274	AENJA_02077
OG0002225	HUMAN15442, HUMAN15441, HUMAN04945, HUMAN04946	AENJA_02179
OG0002226	HUMAN14861, HUMAN14859, HUMAN22446	AENJA_02285
OG0002226	HUMAN14860	AENJA_21347
OG0002227	HUMAN28362, HUMAN28361	AENJA_02303, AENJA_02304
OG0002228	HUMAN13403, HUMAN15939	AENJA_02422
OG0002229	HUMAN19714	AENJA_02540
OG0002231	HUMAN29992, HUMAN29990, HUMAN29991	AENJA_04090, AENJA_03185
OG0002233	HUMAN29780	AENJA_04151
OG0002234	HUMAN20083	AENJA_04207
OG0002235	HUMAN17190, HUMAN24315, HUMAN24316, HUMAN27517	AENJA_04311
OG0002236	HUMAN19127, HUMAN27901	AENJA_04718
OG0002237	HUMAN00596, HUMAN05367, HUMAN25446	AENJA_04721
OG0002239	HUMAN10125, HUMAN23236	AENJA_05630
OG0002240	HUMAN21963	AENJA_05936, AENJA_05935
OG0002241	HUMAN20013	AENJA_06217
OG0002243	HUMAN24387, HUMAN17085	AENJA_06283
OG0002244	HUMAN30020, HUMAN28593	AENJA_11508
OG0002245	HUMAN12770, HUMAN05328	AENJA_06958
OG0002246	HUMAN09200, HUMAN01582, HUMAN23227	AENJA_07026
OG0002248	HUMAN23118, HUMAN03283, HUMAN23117	AENJA_08886
OG0002249	HUMAN01133, HUMAN28857, HUMAN14282, HUMAN14281	AENJA_08994
OG0002251	HUMAN22625, HUMAN27738	AENJA_09492
OG0002252	HUMAN06074, HUMAN13562, HUMAN13563, HUMAN13561, HUMAN10150, HUMAN10149	AENJA_09873
OG0002253	HUMAN08536	AENJA_10170
OG0002254	HUMAN03470	AENJA_10285, AENJA_10284
OG0002255	HUMAN15235	AENJA_11216
OG0002255	HUMAN15234, HUMAN19154	AENJA_22320
OG0002256	HUMAN01451, HUMAN27022	AENJA_11307
OG0002257	HUMAN16801, HUMAN09320	AENJA_23797
OG0002258	HUMAN22190	AENJA_13193
OG0002259	HUMAN11708, HUMAN20011	AENJA_13195
OG0002260	HUMAN02500, HUMAN08659	AENJA_13335
OG0002261	HUMAN26610, HUMAN26609	AENJA_13619
OG0002262	HUMAN12924, HUMAN26068, HUMAN21912	AENJA_14021
OG0002263	HUMAN21617	AENJA_14525, AENJA_14524
OG0002264	HUMAN30321, HUMAN00757	AENJA_14565
OG0002265	HUMAN27342, HUMAN28204	AENJA_14678
OG0002266	HUMAN13024, HUMAN13023, HUMAN13025	AENJA_15317
OG0002267	HUMAN24827, HUMAN29511	AENJA_15978
OG0002268	HUMAN26212	AENJA_16347
OG0002270	HUMAN17941, HUMAN20351	AENJA_17477
OG0002271	HUMAN29779, HUMAN23811, HUMAN22864	AENJA_17870
OG0002272	HUMAN28420	AENJA_18110
OG0002274	HUMAN10933, HUMAN10930, HUMAN10931, HUMAN10934, HUMAN26362	AENJA_19538
OG0002275	HUMAN16653, HUMAN16654, HUMAN00621, HUMAN19061, HUMAN28062, HUMAN16655	AENJA_19831
OG0002276	HUMAN26111, HUMAN06508	AENJA_19898
OG0002277	HUMAN02889, HUMAN02888, HUMAN21138, HUMAN21136, HUMAN21137	AENJA_19978
OG0002278	HUMAN15574, HUMAN08614	AENJA_20031
OG0002279	HUMAN07773, HUMAN17618	AENJA_21727
OG0002280	HUMAN25412, HUMAN00533	AENJA_22896
OG0002281	HUMAN27514, HUMAN03556, HUMAN18635	AENJA_23222
OG0002282	HUMAN14852, HUMAN24776, HUMAN24779, HUMAN24778, HUMAN24777	AENJA_23640
OG0002284	HUMAN28860	AENJA_23854
OG0002285	HUMAN26249, HUMAN26250, HUMAN26248, HUMAN26247, HUMAN03480	AENJA_24807
OG0002286	HUMAN25154	AENJA_24864
OG0002287	HUMAN19237, HUMAN13819	AENJA_25167
OG0002288	HUMAN22780, HUMAN23814	AENJA_25474
OG0002289	HUMAN07829, HUMAN29986, HUMAN11955	AENJA_26047
OG0002290	HUMAN07411, HUMAN26376, HUMAN26380, HUMAN10902, HUMAN26378, HUMAN07412	AENJA_26344
OG0002291	HUMAN23415	AENJA_26389
OG0002292	HUMAN20567	AENJA_26405
OG0002312	HUMAN24016	AENJA_00869
OG0002314	HUMAN22428	AENJA_01738
OG0002316	HUMAN00675, HUMAN00674, HUMAN29642, HUMAN29641	AENJA_01956
OG0002317	HUMAN08597, HUMAN15545, HUMAN02658, HUMAN04899	AENJA_02641
OG0002318	HUMAN14764	AENJA_16483
OG0002319	HUMAN30619, HUMAN29581, HUMAN21817, HUMAN21816, HUMAN21815	AENJA_03189
OG0002320	HUMAN05611, HUMAN19558, HUMAN19557	AENJA_03520
OG0002321	HUMAN17177	AENJA_03802
OG0002323	HUMAN26716	AENJA_05750
OG0002324	HUMAN26593	AENJA_19401, AENJA_05816
OG0002325	HUMAN15321	AENJA_06079
OG0002326	HUMAN25742	AENJA_06622
OG0002327	HUMAN30541, HUMAN23011, HUMAN21036	AENJA_22580
OG0002327	HUMAN30542	AENJA_06976
OG0002328	HUMAN23263	AENJA_13021
OG0002329	HUMAN24515, HUMAN11414, HUMAN11413, HUMAN24518, HUMAN24517	AENJA_07016
OG0002330	HUMAN19770, HUMAN11705, HUMAN11704	AENJA_07882
OG0002331	HUMAN19166, HUMAN14100, HUMAN14101	AENJA_08499
OG0002332	HUMAN22581, HUMAN17089, HUMAN17088	AENJA_09253
OG0002333	HUMAN23504	AENJA_09721
OG0002334	HUMAN23188, HUMAN21398	AENJA_26330, AENJA_09745
OG0002335	HUMAN02991, HUMAN02989	AENJA_09844
OG0002336	HUMAN07774, HUMAN17619, HUMAN30346	AENJA_10053
OG0002337	HUMAN07216, HUMAN13125	AENJA_10208
OG0002340	HUMAN27845	AENJA_11499
OG0002341	HUMAN03985	AENJA_11703
OG0002342	HUMAN24578, HUMAN24577	AENJA_12561
OG0002343	HUMAN03892, HUMAN19683	AENJA_12852
OG0002344	HUMAN11772, HUMAN07290, HUMAN07289	AENJA_13012
OG0002345	HUMAN04408, HUMAN20313, HUMAN04406, HUMAN04409, HUMAN04407	AENJA_13482
OG0002346	HUMAN20281, HUMAN04431, HUMAN04432	AENJA_13792
OG0002348	HUMAN08458	AENJA_15315
OG0002349	HUMAN11133	AENJA_16480
OG0002349	HUMAN22174	AENJA_15652
OG0002350	HUMAN02297, HUMAN02294, HUMAN29151	AENJA_16160
OG0002352	HUMAN26134, HUMAN26135, HUMAN26133	AENJA_16506
OG0002353	HUMAN19515	AENJA_17527
OG0002354	HUMAN13758	AENJA_18103
OG0002354	HUMAN19183	AENJA_19512
OG0002355	HUMAN22890, HUMAN24369, HUMAN24368, HUMAN24367	AENJA_18224
OG0002356	HUMAN05813, HUMAN16034	AENJA_18622
OG0002357	HUMAN25726	AENJA_18771
OG0002358	HUMAN04218, HUMAN02383	AENJA_19054
OG0002359	HUMAN09279, HUMAN09277	AENJA_19066
OG0002360	HUMAN12956, HUMAN12957, HUMAN26564	AENJA_19252
OG0002361	HUMAN18700, HUMAN08727	AENJA_19370
OG0002362	HUMAN28776, HUMAN09925, HUMAN14237	AENJA_20934
OG0002363	HUMAN10308, HUMAN13337	AENJA_21374
OG0002364	HUMAN11399, HUMAN11400	AENJA_25896, AENJA_21537
OG0002366	HUMAN19021, HUMAN27927, HUMAN11549	AENJA_22329
OG0002367	HUMAN01315	AENJA_22340
OG0002367	HUMAN23440, HUMAN23441	AENJA_23782
OG0002368	HUMAN08785, HUMAN08788, HUMAN16937	AENJA_22527
OG0002370	HUMAN16385	AENJA_22954
OG0002371	HUMAN02548, HUMAN08900	AENJA_23878, AENJA_23873
OG0002372	HUMAN10836, HUMAN10835	AENJA_25318
OG0002374	HUMAN13711, HUMAN19212	AENJA_25507
OG0002375	HUMAN26013	AENJA_25871
OG0002376	HUMAN08832, HUMAN04793, HUMAN04794	AENJA_25963
OG0002377	HUMAN16997, HUMAN29697, HUMAN08799	AENJA_26503
OG0002395	HUMAN00976, HUMAN00977, HUMAN28470, HUMAN28469, HUMAN28468	AENJA_01011
OG0002396	HUMAN04896, HUMAN17031	AENJA_01548
OG0002398	HUMAN30259, HUMAN30258, HUMAN17416, HUMAN27452	AENJA_02292, AENJA_04636, AENJA_02050, AENJA_21990, AENJA_02984
OG0002399	HUMAN16692, HUMAN19126, HUMAN27904	AENJA_02567
OG0002400	HUMAN20450, HUMAN26787, HUMAN24957	AENJA_02731
OG0002401	HUMAN07751, HUMAN07750, HUMAN07749, HUMAN22384, HUMAN22383	AENJA_13972, AENJA_06356, AENJA_02821
OG0002402	HUMAN28349	AENJA_03150
OG0002403	HUMAN21748	AENJA_03266
OG0002404	HUMAN01200, HUMAN01199, HUMAN14844	AENJA_03555
OG0002406	HUMAN05709, HUMAN11344, HUMAN05707, HUMAN05708	AENJA_04613
OG0002407	HUMAN30305, HUMAN03387	AENJA_04703
OG0002408	HUMAN11284	AENJA_04816
OG0002408	HUMAN28040	AENJA_04822
OG0002409	HUMAN30558, HUMAN02835	AENJA_05961
OG0002410	HUMAN19269, HUMAN19268	AENJA_07499
OG0002411	HUMAN01621	AENJA_07692
OG0002411	HUMAN09554, HUMAN01620	AENJA_07684
OG0002412	HUMAN03845	AENJA_07876
OG0002413	HUMAN14693	AENJA_18117
OG0002414	HUMAN13805, HUMAN19247	AENJA_07916
OG0002415	HUMAN03247	AENJA_08809, AENJA_08808
OG0002416	HUMAN25786	AENJA_23503
OG0002418	HUMAN07184, HUMAN05898	AENJA_09768
OG0002419	HUMAN10282	AENJA_10609, AENJA_24868
OG0002420	HUMAN15452, HUMAN15451, HUMAN09249, HUMAN17056, HUMAN17055	AENJA_10932
OG0002421	HUMAN09616, HUMAN09615	AENJA_11342
OG0002421	HUMAN11189, HUMAN11188	AENJA_23395
OG0002422	HUMAN30114, HUMAN03138	AENJA_11769
OG0002423	HUMAN21560	AENJA_23143
OG0002425	HUMAN00382, HUMAN00383	AENJA_12278
OG0002426	HUMAN25972, HUMAN15924, HUMAN25971, HUMAN20163	AENJA_12348
OG0002427	HUMAN06811, HUMAN06810, HUMAN04260, HUMAN04261, HUMAN02336, HUMAN02335	AENJA_12737
OG0002428	HUMAN26546, HUMAN06692, HUMAN06691	AENJA_13302
OG0002429	HUMAN19001	AENJA_13348
OG0002430	HUMAN26547, HUMAN26548	AENJA_13607
OG0002431	HUMAN21933, HUMAN21934, HUMAN21932, HUMAN05907, HUMAN05908, HUMAN00235	AENJA_13672, AENJA_13666
OG0002432	HUMAN24011	AENJA_13818
OG0002433	HUMAN13299	AENJA_14010
OG0002434	HUMAN06382, HUMAN06381	AENJA_22387, AENJA_14358
OG0002435	HUMAN28995, HUMAN28997	AENJA_14503
OG0002436	HUMAN20017, HUMAN20016, HUMAN20015, HUMAN26419	AENJA_14734
OG0002437	HUMAN29423	AENJA_15689
OG0002438	HUMAN06499, HUMAN06500, HUMAN17923, HUMAN17922	AENJA_15802
OG0002439	HUMAN02864	AENJA_16773
OG0002441	HUMAN30009	AENJA_17578
OG0002442	HUMAN19185	AENJA_19513
OG0002443	HUMAN06723	AENJA_19789
OG0002444	HUMAN18878, HUMAN18877, HUMAN07218, HUMAN11544	AENJA_21660
OG0002444	HUMAN02705	AENJA_19993
OG0002445	HUMAN00497	AENJA_20517
OG0002446	HUMAN20214, HUMAN20213, HUMAN20216, HUMAN20215	AENJA_21367
OG0002448	HUMAN03308	AENJA_23309
OG0002449	HUMAN08662, HUMAN08661	AENJA_22488
OG0002450	HUMAN01809, HUMAN23540, HUMAN23541	AENJA_22561
OG0002451	HUMAN06898, HUMAN06896	AENJA_22783
OG0002452	HUMAN17771, HUMAN13134, HUMAN13136	AENJA_22977
OG0002453	HUMAN05698, HUMAN05699	AENJA_24398
OG0002454	HUMAN26457, HUMAN07300, HUMAN26455, HUMAN26456	AENJA_24945
OG0002455	HUMAN00115, HUMAN21774	AENJA_26439
OG0002456	HUMAN20719	AENJA_26722
OG0002476	HUMAN25139	AENJA_00015
OG0002476	HUMAN11340, HUMAN11341	AENJA_24202
OG0002477	HUMAN14826, HUMAN15834	AENJA_06431, AENJA_07761, AENJA_21896, AENJA_05874, AENJA_18348, AENJA_11115, AENJA_15793, AENJA_14803, AENJA_18742, AENJA_07728, AENJA_10591
OG0002477	HUMAN03698	AENJA_00103
OG0002478	HUMAN24277, HUMAN28699, HUMAN24276	AENJA_00225
OG0002479	HUMAN11863, HUMAN11862, HUMAN11864, HUMAN11865, HUMAN11861, HUMAN07179, HUMAN07180	AENJA_00227
OG0002480	HUMAN13414, HUMAN13413, HUMAN13415, HUMAN13416, HUMAN13412	AENJA_00480
OG0002481	HUMAN15351, HUMAN04908, HUMAN18725	AENJA_00695
OG0002482	HUMAN04165, HUMAN04166, HUMAN24944	AENJA_00860, AENJA_26704
OG0002484	HUMAN22078, HUMAN22079, HUMAN22077	AENJA_01091
OG0002486	HUMAN02600, HUMAN02597, HUMAN02601, HUMAN02598, HUMAN02599	AENJA_22266
OG0002487	HUMAN08389, HUMAN02641	AENJA_02170
OG0002489	HUMAN03674, HUMAN03675, HUMAN18641	AENJA_02297
OG0002490	HUMAN30506, HUMAN26817, HUMAN26816, HUMAN26815	AENJA_06970, AENJA_02506
OG0002491	HUMAN23660, HUMAN14212, HUMAN23661	AENJA_02657
OG0002492	HUMAN18351	AENJA_02686
OG0002494	HUMAN27784, HUMAN19149, HUMAN27783, HUMAN19150, HUMAN19148, HUMAN27785	AENJA_03043
OG0002495	HUMAN17937	AENJA_03162
OG0002496	HUMAN28683, HUMAN28684, HUMAN10156	AENJA_06671
OG0002497	HUMAN12673, HUMAN20584	AENJA_04655
OG0002499	HUMAN00044	AENJA_04717
OG0002501	HUMAN13100, HUMAN13102	AENJA_05178
OG0002503	HUMAN24375, HUMAN24374	AENJA_06123, AENJA_06122
OG0002504	HUMAN19930, HUMAN19931, HUMAN26369	AENJA_06491
OG0002506	HUMAN08683, HUMAN08684, HUMAN02496	AENJA_25915
OG0002507	HUMAN28924	AENJA_20718
OG0002508	HUMAN19864, HUMAN12274, HUMAN12277, HUMAN12275	AENJA_07478
OG0002509	HUMAN03306	AENJA_07540
OG0002510	HUMAN05353	AENJA_07822
OG0002511	HUMAN26058, HUMAN26057, HUMAN18058	AENJA_08228
OG0002512	HUMAN07718, HUMAN30099	AENJA_08398
OG0002514	HUMAN15979, HUMAN15980, HUMAN01461, HUMAN05839, HUMAN04291	AENJA_09244
OG0002515	HUMAN28526, HUMAN09941	AENJA_09299
OG0002516	HUMAN05465, HUMAN05466, HUMAN05464	AENJA_22367
OG0002517	HUMAN17827, HUMAN12718, HUMAN12763	AENJA_09720
OG0002518	HUMAN00380	AENJA_09754
OG0002519	HUMAN24014, HUMAN07755	AENJA_10809
OG0002520	HUMAN24112, HUMAN24111, HUMAN22540	AENJA_10489
OG0002521	HUMAN21534	AENJA_11034, AENJA_15581, AENJA_11039, AENJA_10594, AENJA_11038, AENJA_11035
OG0002522	HUMAN05846, HUMAN05845	AENJA_10782
OG0002523	HUMAN20518, HUMAN27049, HUMAN09159, HUMAN09158	AENJA_11036
OG0002524	HUMAN26394, HUMAN07309, HUMAN26395, HUMAN26393, HUMAN10913, HUMAN10912, HUMAN10911	AENJA_11252
OG0002525	HUMAN25695, HUMAN21372	AENJA_11314
OG0002526	HUMAN16770, HUMAN16769	AENJA_11377
OG0002527	HUMAN02229, HUMAN29157	AENJA_11560
OG0002528	HUMAN23868	AENJA_11715
OG0002529	HUMAN18399, HUMAN05153, HUMAN05156	AENJA_11778, AENJA_17626
OG0002530	HUMAN23709, HUMAN09617	AENJA_12467
OG0002531	HUMAN02680, HUMAN08403, HUMAN08404, HUMAN04814, HUMAN04815	AENJA_12613
OG0002532	HUMAN13392	AENJA_13222
OG0002533	HUMAN11744	AENJA_13514
OG0002534	HUMAN09818, HUMAN28633	AENJA_13891
OG0002535	HUMAN17217	AENJA_13909
OG0002536	HUMAN03808, HUMAN22276, HUMAN27689	AENJA_13911
OG0002537	HUMAN10408, HUMAN10407	AENJA_13991
OG0002538	HUMAN18085, HUMAN25993, HUMAN12941, HUMAN12940	AENJA_14879
OG0002539	HUMAN04359, HUMAN20308	AENJA_15179
OG0002540	HUMAN27625, HUMAN27954, HUMAN19306	AENJA_15563
OG0002541	HUMAN06032, HUMAN06031, HUMAN24971	AENJA_15867
OG0002542	HUMAN02954, HUMAN12501, HUMAN06676	AENJA_15884
OG0002543	HUMAN19881	AENJA_15970
OG0002545	HUMAN01351, HUMAN26501	AENJA_16977
OG0002547	HUMAN19251, HUMAN13692, HUMAN25572	AENJA_17597
OG0002548	HUMAN09003, HUMAN15556, HUMAN02706	AENJA_17766
OG0002549	HUMAN21736, HUMAN21737	AENJA_17970
OG0002550	HUMAN22140, HUMAN24303	AENJA_18609
OG0002551	HUMAN30269	AENJA_18656
OG0002552	HUMAN01605, HUMAN01606, HUMAN01603, HUMAN01604, HUMAN09511	AENJA_18799
OG0002554	HUMAN24551, HUMAN08212, HUMAN08213, HUMAN08214	AENJA_20632
OG0002555	HUMAN08456, HUMAN02670, HUMAN02671	AENJA_20940
OG0002556	HUMAN29549, HUMAN29548	AENJA_21852
OG0002557	HUMAN08141, HUMAN08142, HUMAN08140, HUMAN24875, HUMAN24874, HUMAN08143	AENJA_22119
OG0002558	HUMAN02583, HUMAN08611, HUMAN08610	AENJA_22200
OG0002559	HUMAN24273, HUMAN24274, HUMAN28697, HUMAN28696	AENJA_23435
OG0002560	HUMAN29078, HUMAN29077	AENJA_23661
OG0002561	HUMAN04664, HUMAN04663	AENJA_23733
OG0002562	HUMAN14234, HUMAN14233	AENJA_24354
OG0002563	HUMAN05152	AENJA_24539
OG0002563	HUMAN05151	AENJA_24542
OG0002564	HUMAN13228, HUMAN25943	AENJA_24782
OG0002565	HUMAN21579	AENJA_24939
OG0002566	HUMAN22073, HUMAN22074	AENJA_25083
OG0002567	HUMAN20913	AENJA_25883
OG0002568	HUMAN22292, HUMAN22291	AENJA_25923
OG0002569	HUMAN19564, HUMAN05641	AENJA_26162
OG0002570	HUMAN18918	AENJA_26246
OG0002587	HUMAN19157, HUMAN14124, HUMAN11248	AENJA_00149
OG0002589	HUMAN22848	AENJA_00238
OG0002590	HUMAN18859, HUMAN28191, HUMAN11314	AENJA_00515
OG0002592	HUMAN17364	AENJA_00877
OG0002593	HUMAN12820	AENJA_01002
OG0002594	HUMAN11372, HUMAN08170	AENJA_08034
OG0002594	HUMAN11373	AENJA_01113, AENJA_05641
OG0002595	HUMAN25945	AENJA_01480
OG0002595	HUMAN13531	AENJA_01483
OG0002599	HUMAN02429	AENJA_02912
OG0002600	HUMAN14759	AENJA_03270
OG0002600	HUMAN14758	AENJA_12156
OG0002601	HUMAN18780	AENJA_04980, AENJA_03275
OG0002602	HUMAN13365, HUMAN13362, HUMAN10244, HUMAN10241, HUMAN10243	AENJA_03376
OG0002604	HUMAN30489, HUMAN30492, HUMAN30487, HUMAN08622, HUMAN08817, HUMAN30485, HUMAN30486, HUMAN27602	AENJA_17777, AENJA_09836, AENJA_03871, AENJA_24699, AENJA_19840
OG0002605	HUMAN01301	AENJA_04724
OG0002608	HUMAN06843, HUMAN03969	AENJA_05149
OG0002609	HUMAN23225, HUMAN23226	AENJA_05158
OG0002610	HUMAN10997, HUMAN28410	AENJA_05401
OG0002611	HUMAN02802, HUMAN02803, HUMAN02801, HUMAN06400, HUMAN06401	AENJA_06053
OG0002612	HUMAN20533	AENJA_06862
OG0002614	HUMAN27919, HUMAN27920, HUMAN19133, HUMAN19132	AENJA_24393, AENJA_07227
OG0002615	HUMAN03570, HUMAN27520, HUMAN24216	AENJA_07470
OG0002616	HUMAN03807, HUMAN03806	AENJA_07476
OG0002617	HUMAN23924	AENJA_07485
OG0002618	HUMAN13257, HUMAN13256, HUMAN26619, HUMAN26618, HUMAN26621, HUMAN26620	AENJA_07573
OG0002619	HUMAN09609	AENJA_07621
OG0002620	HUMAN29212, HUMAN01335	AENJA_07830
OG0002622	HUMAN22389, HUMAN22390	AENJA_07839
OG0002623	HUMAN25825, HUMAN25827, HUMAN25826	AENJA_21738
OG0002624	HUMAN23301, HUMAN18420, HUMAN28386, HUMAN28385	AENJA_08628
OG0002625	HUMAN25787	AENJA_08713
OG0002627	HUMAN09483, HUMAN09484, HUMAN01627	AENJA_09400
OG0002628	HUMAN02282, HUMAN29144	AENJA_09556
OG0002629	HUMAN20374	AENJA_09742
OG0002630	HUMAN27917	AENJA_10052
OG0002631	HUMAN07483	AENJA_26139, AENJA_10329
OG0002632	HUMAN09952, HUMAN23528	AENJA_10800
OG0002633	HUMAN16875, HUMAN08371	AENJA_10970
OG0002634	HUMAN09415	AENJA_11190
OG0002634	HUMAN09414	AENJA_15209
OG0002635	HUMAN00464, HUMAN16594, HUMAN18811, HUMAN24568	AENJA_11764
OG0002636	HUMAN16278, HUMAN16274, HUMAN16276, HUMAN16277, HUMAN16275	AENJA_11871
