Orthogroup	HUMAN	BRALA
OG0001191	HUMAN27560, HUMAN03181, HUMAN23867	BRALA27930
OG0001192	HUMAN29050	BRALA31134, BRALA31609, BRALA20503, BRALA09378, BRALA12761, BRALA07757, BRALA20502, BRALA07758, BRALA09889, BRALA07761, BRALA07760, BRALA09891, BRALA09892, BRALA07759, BRALA09888, BRALA09359, BRALA09368, BRALA18891, BRALA19222
OG0001196	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997	BRALA25128
OG0001197	HUMAN04807	BRALA24133
OG0001197	HUMAN26126, HUMAN17925	BRALA01046
OG0001198	HUMAN14133, HUMAN09842	BRALA09601
OG0001198	HUMAN03836	BRALA02488
OG0001199	HUMAN25663	BRALA28833
OG0001199	HUMAN27627, HUMAN27626	BRALA15988
OG0001199	HUMAN27628	BRALA34865
OG0001200	HUMAN08841	BRALA24997
OG0001202	HUMAN22243, HUMAN22242, HUMAN22244	BRALA07019
OG0001204	HUMAN13045	BRALA24154, BRALA24153
OG0001205	HUMAN08993	BRALA11819
OG0001207	HUMAN13150, HUMAN17601	BRALA29973
OG0001208	HUMAN17864, HUMAN26576	BRALA01086
OG0001209	HUMAN27648	BRALA26756
OG0001210	HUMAN18754	BRALA17839
OG0001211	HUMAN17696	BRALA26659
OG0001212	HUMAN22840	BRALA15930
OG0001213	HUMAN03742	BRALA28371
OG0001213	HUMAN07278, HUMAN07279	BRALA34460
OG0001214	HUMAN02956, HUMAN02957, HUMAN06746, HUMAN06745, HUMAN06748, HUMAN06749	BRALA28235
OG0001215	HUMAN26208, HUMAN26209, HUMAN17597, HUMAN06423	BRALA00597
OG0001216	HUMAN05988, HUMAN05987, HUMAN11890	BRALA05650
OG0001216	HUMAN11427	BRALA19958
OG0001217	HUMAN29664, HUMAN25763	BRALA28081
OG0001219	HUMAN01814	BRALA10294
OG0001220	HUMAN07348	BRALA31139, BRALA34263
OG0001221	HUMAN08173, HUMAN08174, HUMAN08177, HUMAN08176, HUMAN08178, HUMAN08175, HUMAN08179, HUMAN08180	BRALA22011
OG0001223	HUMAN27843, HUMAN11032, HUMAN07991, HUMAN19019, HUMAN11033	BRALA03165
OG0001224	HUMAN15488, HUMAN15490	BRALA26622
OG0001225	HUMAN09188, HUMAN28761, HUMAN14334	BRALA04168
OG0001226	HUMAN19536, HUMAN30088, HUMAN25307	BRALA29243
OG0001227	HUMAN30017	BRALA29362
OG0001230	HUMAN28278, HUMAN00720, HUMAN00717, HUMAN00718	BRALA09760
OG0001231	HUMAN08474, HUMAN08473, HUMAN16911	BRALA31220
OG0001232	HUMAN10318	BRALA16719, BRALA06486
OG0001233	HUMAN07688	BRALA20387
OG0001236	HUMAN15304	BRALA27296
OG0001237	HUMAN10071, HUMAN01580, HUMAN23506	BRALA07915
OG0001238	HUMAN09752, HUMAN24272	BRALA16537
OG0001238	HUMAN20738, HUMAN12789, HUMAN06408	BRALA10747
OG0001241	HUMAN18832, HUMAN18831	BRALA15125
OG0001241	HUMAN07799	BRALA14260
OG0001243	HUMAN27651, HUMAN27653, HUMAN27652, HUMAN27650, HUMAN09639	BRALA07764
OG0001247	HUMAN27059, HUMAN20519, HUMAN29792, HUMAN27060	BRALA17334
OG0001248	HUMAN18429, HUMAN18430, HUMAN03092, HUMAN03076, HUMAN03293, HUMAN03125, HUMAN03071, HUMAN27267, HUMAN06688, HUMAN18428, HUMAN27270, HUMAN27268	BRALA00477
OG0001250	HUMAN13009, HUMAN20055, HUMAN20056, HUMAN20057, HUMAN12131	BRALA25027
OG0001251	HUMAN08159, HUMAN08158	BRALA03569
OG0001252	HUMAN15100, HUMAN01282, HUMAN14175, HUMAN14174	BRALA05331
OG0001253	HUMAN20377, HUMAN24966, HUMAN20379, HUMAN24965	BRALA09366
OG0001255	HUMAN28258, HUMAN25482, HUMAN01216, HUMAN19038, HUMAN19039, HUMAN25595, HUMAN28179	BRALA02813
OG0001256	HUMAN25828	BRALA27869
OG0001261	HUMAN22947, HUMAN04078, HUMAN04079	BRALA16992, BRALA16993, BRALA34932
OG0001262	HUMAN29428, HUMAN24853	BRALA35145
OG0001263	HUMAN27745, HUMAN27744, HUMAN03309	BRALA03642
OG0001263	HUMAN12942	BRALA10859
OG0001264	HUMAN28020, HUMAN18861, HUMAN18860, HUMAN11601, HUMAN28023	BRALA03222
OG0001267	HUMAN27473, HUMAN27475, HUMAN27477, HUMAN27476	BRALA16976
OG0001267	HUMAN26403, HUMAN07336, HUMAN07335, HUMAN04653, HUMAN27474, HUMAN27478	BRALA24251
OG0001268	HUMAN22451	BRALA01606
OG0001270	HUMAN10267, HUMAN10268, HUMAN10266	BRALA25030
OG0001270	HUMAN10495	BRALA13955
OG0001271	HUMAN27281, HUMAN13161, HUMAN06386	BRALA17017
OG0001273	HUMAN09957, HUMAN15061, HUMAN23537	BRALA23210
OG0001274	HUMAN01186, HUMAN14450, HUMAN29306	BRALA10091
OG0001275	HUMAN25461	BRALA16893
OG0001276	HUMAN05158, HUMAN23988, HUMAN23987	BRALA19427
OG0001278	HUMAN13574, HUMAN02569, HUMAN02570	BRALA04581, BRALA14775
OG0001279	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712	BRALA24710
OG0001280	HUMAN09972, HUMAN14369, HUMAN28522	BRALA09515
OG0001282	HUMAN11803, HUMAN21801	BRALA02372
OG0001284	HUMAN27205	BRALA14486
OG0001284	HUMAN09392	BRALA09529
OG0001285	HUMAN03726	BRALA34036, BRALA33761, BRALA33984, BRALA34161
OG0001286	HUMAN03916	BRALA35984
OG0001287	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270	BRALA08199
OG0001288	HUMAN09745, HUMAN23493	BRALA01391
OG0001289	HUMAN08449, HUMAN08450, HUMAN02661	BRALA12193
OG0001290	HUMAN23738, HUMAN09455, HUMAN11087	BRALA17572
OG0001291	HUMAN27542, HUMAN22728, HUMAN03289	BRALA17947
OG0001292	HUMAN20666, HUMAN18444, HUMAN18446	BRALA14445
OG0001293	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393	BRALA33561, BRALA26881
OG0001294	HUMAN08609	BRALA29575
OG0001295	HUMAN17913, HUMAN17912, HUMAN06527	BRALA00094
OG0001296	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471	BRALA22582
OG0001297	HUMAN06849, HUMAN06850, HUMAN02321, HUMAN02322, HUMAN04265	BRALA23851
OG0001300	HUMAN21610, HUMAN07635, HUMAN30249	BRALA05943, BRALA27824
OG0001302	HUMAN00934	BRALA01346
OG0001302	HUMAN28036	BRALA17951
OG0001304	HUMAN07987, HUMAN11035, HUMAN27849, HUMAN19007	BRALA22379
OG0001305	HUMAN14853, HUMAN29257, HUMAN01234	BRALA10193
OG0001306	HUMAN01015, HUMAN01014	BRALA05038
OG0001306	HUMAN29260	BRALA19534
OG0001308	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495	BRALA03706
OG0001309	HUMAN26186, HUMAN26187	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331
OG0001310	HUMAN09337	BRALA22585
OG0001310	HUMAN17449	BRALA27863
OG0001311	HUMAN02788	BRALA10689, BRALA14115
OG0001311	HUMAN20553	BRALA14116
OG0001312	HUMAN19586, HUMAN21384, HUMAN21385	BRALA29353
OG0001313	HUMAN05732, HUMAN21234	BRALA24002
OG0001315	HUMAN13234	BRALA13047
OG0001316	HUMAN22411, HUMAN07507	BRALA15900, BRALA15901
OG0001317	HUMAN26503, HUMAN26504	BRALA12724
OG0001317	HUMAN29334	BRALA18356
OG0001318	HUMAN16547, HUMAN16548	BRALA08906
OG0001318	HUMAN21172, HUMAN21173	BRALA01956
OG0001319	HUMAN30310, HUMAN21541	BRALA24213
OG0001320	HUMAN27988, HUMAN27989	BRALA11528
OG0001320	HUMAN09292, HUMAN16855, HUMAN16856	BRALA25109
OG0001321	HUMAN09666, HUMAN14539	BRALA08021
OG0001322	HUMAN03840	BRALA09871
OG0001322	HUMAN15479, HUMAN15481	BRALA13321
OG0001324	HUMAN21897	BRALA21958, BRALA33648
OG0001324	HUMAN21898	BRALA11260
OG0001325	HUMAN22703	BRALA04015
OG0001326	HUMAN03521, HUMAN17368, HUMAN17367, HUMAN03603	BRALA24570
OG0001327	HUMAN05826, HUMAN05829	BRALA10354
OG0001327	HUMAN06766, HUMAN06765, HUMAN02428	BRALA19771
OG0001329	HUMAN02833	BRALA32195, BRALA12680
OG0001329	HUMAN23067, HUMAN29619, HUMAN29617, HUMAN29618, HUMAN29616, HUMAN29615	BRALA25736
OG0001330	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846	BRALA23942
OG0001331	HUMAN22233, HUMAN22231, HUMAN24247, HUMAN13998	BRALA34572, BRALA33928
OG0001331	HUMAN22232	BRALA35749
OG0001332	HUMAN29020	BRALA05167
OG0001333	HUMAN20118, HUMAN10313	BRALA25392
OG0001335	HUMAN28637	BRALA21645
OG0001337	HUMAN28621	BRALA09464
OG0001337	HUMAN13008, HUMAN23397, HUMAN00896	BRALA01268
OG0001338	HUMAN01317, HUMAN14610, HUMAN28851, HUMAN14311, HUMAN14634, HUMAN14633, HUMAN15099, HUMAN01208, HUMAN29026	BRALA00398, BRALA09096
OG0001339	HUMAN25156, HUMAN16668	BRALA35366, BRALA34173, BRALA33697
OG0001339	HUMAN03666	BRALA16667, BRALA16668
OG0001341	HUMAN13955	BRALA12816
OG0001344	HUMAN17092	BRALA03869
OG0001345	HUMAN21450, HUMAN21451, HUMAN21449	BRALA20076, BRALA00376
OG0001348	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856	BRALA16187
OG0001350	HUMAN01020	BRALA27720
OG0001351	HUMAN30584, HUMAN29755	BRALA24199
OG0001352	HUMAN27857	BRALA06260
OG0001353	HUMAN18886	BRALA23222, BRALA23221
OG0001354	HUMAN01976	BRALA17798
OG0001354	HUMAN14805, HUMAN00966, HUMAN28999	BRALA25624
OG0001355	HUMAN21593, HUMAN07898, HUMAN24307, HUMAN22136, HUMAN03703	BRALA32786
OG0001356	HUMAN21113, HUMAN06242	BRALA19061
OG0001356	HUMAN29863	BRALA17347
OG0001357	HUMAN16834, HUMAN04831, HUMAN09251, HUMAN15455	BRALA15175
OG0001359	HUMAN14362, HUMAN09431, HUMAN09433, HUMAN09435, HUMAN09434, HUMAN09432, HUMAN28720, HUMAN01773	BRALA16599
OG0001361	HUMAN04301, HUMAN04302, HUMAN20294	BRALA08920
OG0001362	HUMAN13462	BRALA06355, BRALA13959, BRALA29842
OG0001362	HUMAN12045	BRALA30595
OG0001363	HUMAN02206	BRALA22243
OG0001364	HUMAN26706, HUMAN18389	BRALA08614
OG0001365	HUMAN29603, HUMAN22759	BRALA19433
OG0001367	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627	BRALA15242
OG0001368	HUMAN08634	BRALA09700, BRALA10312
OG0001368	HUMAN18786, HUMAN18785, HUMAN08633	BRALA10834
OG0001369	HUMAN20946, HUMAN20945, HUMAN02425, HUMAN02423, HUMAN02424, HUMAN06739, HUMAN06737, HUMAN06738	BRALA10956
OG0001370	HUMAN10042	BRALA16806
OG0001370	HUMAN18140	BRALA14045
OG0001371	HUMAN13498, HUMAN13497	BRALA26374, BRALA06219, BRALA06218, BRALA06220
OG0001373	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735	BRALA10384
OG0001374	HUMAN09540, HUMAN09539, HUMAN01648, HUMAN19827, HUMAN19826, HUMAN30333	BRALA26737
OG0001375	HUMAN25598, HUMAN00578, HUMAN00579	BRALA15116
OG0001376	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374	BRALA20906
OG0001377	HUMAN18646, HUMAN03684, HUMAN03683	BRALA25843
OG0001378	HUMAN27599, HUMAN03792, HUMAN24020, HUMAN22165, HUMAN24018	BRALA16333
OG0001379	HUMAN21524, HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658	BRALA23817
OG0001380	HUMAN23909, HUMAN23910, HUMAN04086, HUMAN22347	BRALA19207, BRALA19208
OG0001381	HUMAN14335, HUMAN09185, HUMAN28764	BRALA09523
OG0001382	HUMAN16046, HUMAN16047, HUMAN16048	BRALA35389, BRALA34041
OG0001382	HUMAN16044	BRALA23866
OG0001383	HUMAN29253	BRALA24358
OG0001384	HUMAN07653, HUMAN07663	BRALA12204
OG0001386	HUMAN20602	BRALA07065
OG0001387	HUMAN17998, HUMAN17999, HUMAN06632	BRALA12192
OG0001389	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383	BRALA22941
OG0001390	HUMAN23162, HUMAN23163, HUMAN20780, HUMAN06879, HUMAN06878, HUMAN01390	BRALA02262
OG0001394	HUMAN27466	BRALA31862
OG0001395	HUMAN00543, HUMAN25836, HUMAN30091, HUMAN29663	BRALA15754
OG0001397	HUMAN24255, HUMAN03558	BRALA25855
OG0001397	HUMAN03597	BRALA09927
OG0001398	HUMAN30494, HUMAN20842	BRALA10918, BRALA10792
OG0001399	HUMAN07651	BRALA06146
OG0001399	HUMAN18963, HUMAN18962, HUMAN11037	BRALA22380
OG0001400	HUMAN12867, HUMAN17921, HUMAN26085, HUMAN26084	BRALA04732
OG0001401	HUMAN21621, HUMAN21620	BRALA23825
OG0001402	HUMAN19950, HUMAN10942, HUMAN12422, HUMAN12423	BRALA26708
OG0001403	HUMAN12235, HUMAN27256, HUMAN07228	BRALA14932, BRALA09650, BRALA23378, BRALA25402
OG0001404	HUMAN10248, HUMAN10247	BRALA06453
OG0001404	HUMAN00261	BRALA05435
OG0001405	HUMAN20770, HUMAN11517, HUMAN20772	BRALA22383
OG0001406	HUMAN21841, HUMAN21842, HUMAN21839, HUMAN11946, HUMAN30432	BRALA14289
OG0001407	HUMAN07194, HUMAN07195, HUMAN07192, HUMAN07190, HUMAN07188, HUMAN07189, HUMAN07285	BRALA02740
OG0001408	HUMAN29375, HUMAN14479, HUMAN01329	BRALA20622
OG0001409	HUMAN15650	BRALA30797
OG0001410	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903	BRALA31201
OG0001410	HUMAN27965	BRALA20220
OG0001411	HUMAN22432, HUMAN22431	BRALA11764
OG0001412	HUMAN07098, HUMAN07099	BRALA11457
OG0001413	HUMAN07320, HUMAN07322	BRALA29483
OG0001413	HUMAN10070	BRALA13507
OG0001414	HUMAN16822	BRALA32132
OG0001414	HUMAN26311	BRALA13859
OG0001415	HUMAN19750, HUMAN19752, HUMAN19751	BRALA28922
OG0001416	HUMAN00172, HUMAN11820	BRALA05590
OG0001417	HUMAN14062	BRALA12517
OG0001417	HUMAN12487	BRALA04649
OG0001418	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427	BRALA01078
OG0001419	HUMAN02692, HUMAN09220, HUMAN09218, HUMAN09217	BRALA10891
OG0001420	HUMAN08488, HUMAN08485, HUMAN29818, HUMAN29817, HUMAN20933, HUMAN06265, HUMAN06264, HUMAN06263	BRALA30793
OG0001421	HUMAN04839, HUMAN08948, HUMAN02585	BRALA21204
OG0001422	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891	BRALA00576
OG0001423	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689	BRALA27549
OG0001424	HUMAN04853, HUMAN04852	BRALA07796
OG0001424	HUMAN19657	BRALA01936
OG0001425	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344	BRALA01395, BRALA23464
OG0001427	HUMAN18845, HUMAN13853, HUMAN16726	BRALA18499, BRALA18498
OG0001428	HUMAN00193, HUMAN11816, HUMAN05892	BRALA05407
OG0001429	HUMAN29656, HUMAN00568, HUMAN25640	BRALA31269
OG0001430	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891	BRALA24398
OG0001431	HUMAN26191, HUMAN12528, HUMAN12527, HUMAN12529, HUMAN27700	BRALA18565
OG0001432	HUMAN19311, HUMAN27870	BRALA35861
OG0001433	HUMAN00642, HUMAN28267, HUMAN25243	BRALA16638
OG0001434	HUMAN25376	BRALA19313
OG0001435	HUMAN21986	BRALA12155, BRALA20436, BRALA11184, BRALA11185, BRALA11186, BRALA22252, BRALA22250
OG0001436	HUMAN28951	BRALA04579
OG0001437	HUMAN13733, HUMAN13731, HUMAN13732, HUMAN13730, HUMAN27963, HUMAN27962	BRALA17173, BRALA21217
OG0001438	HUMAN21820	BRALA08586
OG0001439	HUMAN05537, HUMAN05538, HUMAN05539, HUMAN21316	BRALA18888
OG0001440	HUMAN02970, HUMAN12486	BRALA04659
OG0001441	HUMAN00513, HUMAN00512, HUMAN19296, HUMAN27941, HUMAN27940, HUMAN27608, HUMAN27607	BRALA01822
OG0001445	HUMAN18716, HUMAN15579	BRALA11531
OG0001446	HUMAN12296	BRALA27673, BRALA02825, BRALA27675, BRALA27676, BRALA24252, BRALA27674
OG0001447	HUMAN09319, HUMAN15576, HUMAN02582	BRALA13329
OG0001449	HUMAN16746	BRALA16673
OG0001449	HUMAN18160	BRALA07054
OG0001450	HUMAN05768	BRALA18042
OG0001451	HUMAN07097	BRALA01804
OG0001451	HUMAN04374, HUMAN04373	BRALA02256
OG0001452	HUMAN23508, HUMAN10054, HUMAN01876	BRALA16822
OG0001453	HUMAN21615	BRALA04379
OG0001454	HUMAN24125	BRALA22945
OG0001455	HUMAN00999, HUMAN23381, HUMAN15013, HUMAN14678	BRALA05122
OG0001456	HUMAN21607	BRALA15559
OG0001456	HUMAN21609	BRALA15558
OG0001457	HUMAN25257	BRALA16646
OG0001457	HUMAN25256	BRALA16644
OG0001458	HUMAN23064, HUMAN30171, HUMAN29608, HUMAN29609	BRALA22462, BRALA22464
OG0001459	HUMAN15951, HUMAN15950, HUMAN06132	BRALA19924
OG0001460	HUMAN03122	BRALA23956
OG0001461	HUMAN26887	BRALA06116, BRALA30847
OG0001462	HUMAN02581	BRALA13313
OG0001463	HUMAN11278, HUMAN11277, HUMAN11276, HUMAN11625	BRALA20798, BRALA11798, BRALA05503, BRALA20800, BRALA07681, BRALA19623, BRALA19618
OG0001464	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436	BRALA06889
OG0001465	HUMAN00436	BRALA08555, BRALA14422
OG0001466	HUMAN20834, HUMAN20833	BRALA02000
OG0001466	HUMAN23853	BRALA06618
OG0001467	HUMAN29474, HUMAN29473	BRALA17547, BRALA18447
OG0001467	HUMAN05267	BRALA11204, BRALA15279
OG0001468	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674	BRALA04572
OG0001469	HUMAN17357	BRALA25074
OG0001469	HUMAN25406	BRALA11811
OG0001470	HUMAN12346	BRALA29321
OG0001472	HUMAN26528, HUMAN26527	BRALA14063
OG0001472	HUMAN19245	BRALA22363
OG0001473	HUMAN20094, HUMAN20096, HUMAN20095	BRALA03292, BRALA33985
OG0001474	HUMAN09370	BRALA09018
OG0001474	HUMAN10738, HUMAN10739, HUMAN10736	BRALA10385
OG0001475	HUMAN00232, HUMAN00233	BRALA05604
OG0001476	HUMAN25765, HUMAN19427	BRALA24804
OG0001477	HUMAN10645, HUMAN05918, HUMAN10651, HUMAN10648, HUMAN10647, HUMAN10646, HUMAN03461, HUMAN03460, HUMAN10649, HUMAN10650	BRALA11225
OG0001478	HUMAN09291, HUMAN09290	BRALA15252
OG0001478	HUMAN20166	BRALA21973
OG0001479	HUMAN29190, HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189	BRALA03008
OG0001480	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721	BRALA11374
OG0001481	HUMAN25752, HUMAN25750, HUMAN08503	BRALA21598
OG0001482	HUMAN10795, HUMAN07131, HUMAN11775	BRALA29699
OG0001483	HUMAN12748	BRALA11722
OG0001484	HUMAN29782, HUMAN20929	BRALA22671
OG0001485	HUMAN10084	BRALA09598
OG0001486	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067	BRALA08931
OG0001487	HUMAN11647	BRALA20247
OG0001488	HUMAN04092, HUMAN04094	BRALA24192
OG0001488	HUMAN04093	BRALA24189
OG0001489	HUMAN01073, HUMAN23289	BRALA05316
OG0001490	HUMAN08811, HUMAN18744, HUMAN04949, HUMAN08810	BRALA26116
OG0001491	HUMAN13518, HUMAN13517, HUMAN13516, HUMAN26602	BRALA10451
OG0001492	HUMAN10841, HUMAN12245, HUMAN12244, HUMAN10843, HUMAN10842, HUMAN07105	BRALA14954
OG0001493	HUMAN03318	BRALA03740
OG0001493	HUMAN22769, HUMAN03129	BRALA03715
OG0001495	HUMAN29635, HUMAN29702, HUMAN29695, HUMAN29694, HUMAN29703, HUMAN29696, HUMAN30419, HUMAN09160, HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161	BRALA09380
OG0001496	HUMAN17133	BRALA11939, BRALA23998, BRALA33660, BRALA11958, BRALA05423
OG0001498	HUMAN21395	BRALA33873, BRALA16329, BRALA29986
OG0001500	HUMAN18402, HUMAN29893, HUMAN07602, HUMAN18404	BRALA11705
OG0001501	HUMAN08312, HUMAN18751	BRALA26158
OG0001502	HUMAN13216	BRALA06309
OG0001502	HUMAN13214, HUMAN13217	BRALA06307, BRALA06308
OG0001503	HUMAN15059	BRALA13476
OG0001503	HUMAN06046	BRALA11114
OG0001504	HUMAN18887	BRALA28116, BRALA35187
OG0001506	HUMAN21790, HUMAN00091	BRALA05725
OG0001507	HUMAN08598, HUMAN02657, HUMAN02656, HUMAN04900	BRALA34079
OG0001508	HUMAN04219, HUMAN15958	BRALA28941
OG0001509	HUMAN26764, HUMAN26757, HUMAN07197	BRALA24616
OG0001509	HUMAN07903, HUMAN21589	BRALA12089
OG0001511	HUMAN18319, HUMAN26693	BRALA35622
OG0001514	HUMAN22085, HUMAN03760, HUMAN03759, HUMAN22086	BRALA29845
OG0001516	HUMAN23268	BRALA05014
OG0001517	HUMAN23303, HUMAN21286	BRALA15345, BRALA01055, BRALA01054
OG0001518	HUMAN21520, HUMAN20795, HUMAN21522	BRALA12776
OG0001519	HUMAN14377, HUMAN14392, HUMAN28529, HUMAN28530, HUMAN14393, HUMAN10026	BRALA13551
OG0001520	HUMAN00622, HUMAN16656	BRALA14767
OG0001521	HUMAN15053, HUMAN23542, HUMAN01808	BRALA22864, BRALA07614, BRALA09139, BRALA09147
OG0001522	HUMAN15759	BRALA01706, BRALA15136
OG0001523	HUMAN04118, HUMAN06164	BRALA25534
OG0001524	HUMAN03522	BRALA33381
OG0001524	HUMAN11149	BRALA27325
OG0001525	HUMAN07206	BRALA14939
OG0001526	HUMAN02271, HUMAN29404	BRALA10086
OG0001527	HUMAN11842	BRALA23937
OG0001527	HUMAN28194	BRALA19992
OG0001528	HUMAN21992, HUMAN21991, HUMAN21990	BRALA26789
OG0001529	HUMAN20862, HUMAN20863, HUMAN20865, HUMAN20919, HUMAN24918	BRALA15428
OG0001530	HUMAN22628	BRALA35388
OG0001530	HUMAN22629	BRALA35160, BRALA34336, BRALA34848, BRALA32247, BRALA34683, BRALA34557, BRALA32248, BRALA35113
OG0001531	HUMAN03428, HUMAN22234, HUMAN24248	BRALA21412
OG0001533	HUMAN07789, HUMAN21380	BRALA11358, BRALA21080, BRALA17503, BRALA03658
OG0001534	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538	BRALA06233
OG0001536	HUMAN23182, HUMAN23181	BRALA13363
OG0001538	HUMAN02566	BRALA30154, BRALA10212, BRALA19183
OG0001545	HUMAN14011, HUMAN09985, HUMAN01642, HUMAN14012	BRALA01668
OG0001546	HUMAN08266, HUMAN16844	BRALA34422, BRALA33843, BRALA32104, BRALA35704
OG0001546	HUMAN08267	BRALA33834
OG0001546	HUMAN16843	BRALA35535
OG0001549	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395	BRALA09715
OG0001550	HUMAN20737	BRALA22178, BRALA33216
OG0001550	HUMAN02467	BRALA00672, BRALA22087
OG0001551	HUMAN08700, HUMAN02498	BRALA31004
OG0001552	HUMAN20977, HUMAN20976, HUMAN20982, HUMAN20983, HUMAN20978, HUMAN20979, HUMAN20980, HUMAN20981	BRALA12708
OG0001553	HUMAN27760, HUMAN03319, HUMAN23794	BRALA03739
OG0001554	HUMAN05332, HUMAN05331, HUMAN30019	BRALA27979
OG0001556	HUMAN02508, HUMAN08695, HUMAN08696, HUMAN04819	BRALA21601
OG0001557	HUMAN04310	BRALA07630
OG0001557	HUMAN26830	BRALA18983
OG0001559	HUMAN02553	BRALA10909, BRALA10784
OG0001559	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942	BRALA30365
OG0001560	HUMAN28514, HUMAN14375, HUMAN14373, HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891	BRALA27054
OG0001561	HUMAN20456, HUMAN24967, HUMAN20360	BRALA27873, BRALA35814, BRALA27872
OG0001562	HUMAN18910	BRALA08590
OG0001563	HUMAN09891	BRALA16659, BRALA25832, BRALA18213, BRALA15065
OG0001564	HUMAN18398, HUMAN05132, HUMAN18397, HUMAN18396, HUMAN05131	BRALA13673
OG0001565	HUMAN15336, HUMAN05720, HUMAN01912	BRALA25777, BRALA28970
OG0001566	HUMAN25664, HUMAN29643	BRALA12270
OG0001567	HUMAN00268, HUMAN21826	BRALA05651
OG0001568	HUMAN20082, HUMAN20081	BRALA13964
OG0001569	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287	BRALA14283, BRALA14287, BRALA06617, BRALA01274, BRALA06766, BRALA06767, BRALA06768, BRALA03911, BRALA06770, BRALA06769
OG0001570	HUMAN16051	BRALA17639
OG0001571	HUMAN13804, HUMAN05679	BRALA16523
OG0001571	HUMAN05678	BRALA17050
OG0001572	HUMAN13726	BRALA16186
OG0001572	HUMAN11626, HUMAN11627	BRALA31604
OG0001573	HUMAN01295, HUMAN29048	BRALA01224
OG0001574	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298	BRALA10408
OG0001575	HUMAN20511	BRALA12711
OG0001576	HUMAN23520, HUMAN09989, HUMAN09990	BRALA09477
OG0001578	HUMAN27577, HUMAN27576, HUMAN03525	BRALA11454
OG0001579	HUMAN03141, HUMAN03143, HUMAN03144	BRALA03709
OG0001580	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241	BRALA20586
OG0001581	HUMAN02524, HUMAN02525	BRALA25126, BRALA24401, BRALA23458, BRALA23457, BRALA23456
OG0001582	HUMAN11710, HUMAN19935	BRALA28423
OG0001583	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577	BRALA27471
OG0001584	HUMAN22038	BRALA28222
OG0001589	HUMAN10236	BRALA16725
OG0001590	HUMAN09424	BRALA12314, BRALA01640, BRALA01639, BRALA01637
OG0001591	HUMAN01764, HUMAN28618	BRALA08460
OG0001592	HUMAN09531, HUMAN09657, HUMAN09656	BRALA04260
OG0001593	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587	BRALA07984
OG0001596	HUMAN06207, HUMAN28876	BRALA09229
OG0001597	HUMAN26560, HUMAN26561, HUMAN26559	BRALA14157
OG0001599	HUMAN13426	BRALA13133
OG0001600	HUMAN00788, HUMAN00787, HUMAN16635, HUMAN28233	BRALA18552
OG0001602	HUMAN04443	BRALA13844
OG0001603	HUMAN24819	BRALA02777
OG0001604	HUMAN22175	BRALA34521
OG0001604	HUMAN12471, HUMAN12472	BRALA35748, BRALA35294
OG0001605	HUMAN07945, HUMAN07944	BRALA16476, BRALA16475
