Orthogroup	HUMAN	CAEEL
OG0001422	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891	CAEEL06778
OG0001423	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689	CAEEL18493
OG0001424	HUMAN04853, HUMAN04852	CAEEL12121
OG0001425	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	HUMAN21982, HUMAN21981, HUMAN00034, HUMAN11906	CAEEL06005, CAEEL06004
OG0001428	HUMAN00193, HUMAN11816, HUMAN05892	CAEEL05279
OG0001430	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891	CAEEL14236
OG0001431	HUMAN12529	CAEEL01932, CAEEL07478
OG0001432	HUMAN19311, HUMAN27870, HUMAN16749	CAEEL18746
OG0001433	HUMAN00642, HUMAN28267, HUMAN25243	CAEEL01226
OG0001436	HUMAN28951	CAEEL01644, CAEEL01645
OG0001437	HUMAN13733, HUMAN13731, HUMAN13732, HUMAN13730, HUMAN27963, HUMAN27962	CAEEL01346, CAEEL01345
OG0001439	HUMAN05538, HUMAN05539	CAEEL14010
OG0001440	HUMAN02970, HUMAN12486	CAEEL02919
OG0001445	HUMAN18716, HUMAN15579	CAEEL10043, CAEEL10044
OG0001446	HUMAN12296	CAEEL19040, CAEEL19039
OG0001449	HUMAN16746	CAEEL05216
OG0001450	HUMAN05768	CAEEL12602
OG0001452	HUMAN23508, HUMAN10054, HUMAN01876	CAEEL02837
OG0001454	HUMAN24125	CAEEL07513
OG0001458	HUMAN23064, HUMAN30171, HUMAN29608, HUMAN29609	CAEEL04619
OG0001459	HUMAN15951, HUMAN15950, HUMAN06132	CAEEL20135, CAEEL17975
OG0001461	HUMAN26887	CAEEL09368
OG0001462	HUMAN02581	CAEEL03309
OG0001464	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436	CAEEL07180
OG0001466	HUMAN20834, HUMAN20833, HUMAN23853	CAEEL00165
OG0001468	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674, HUMAN06709	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	HUMAN17357	CAEEL06147
OG0001469	HUMAN25406	CAEEL06502
OG0001472	HUMAN26528, HUMAN26527	CAEEL07491
OG0001472	HUMAN19245	CAEEL02663
OG0001473	HUMAN20094, HUMAN20096, HUMAN20095	CAEEL15728, CAEEL16017
OG0001474	HUMAN10738, HUMAN10739, HUMAN10736	CAEEL07328
OG0001475	HUMAN00232, HUMAN00233	CAEEL05298
OG0001476	HUMAN25765, HUMAN19427	CAEEL00667
OG0001478	HUMAN09291, HUMAN09290, HUMAN20166	CAEEL11433
OG0001479	HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189	CAEEL19245
OG0001480	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721	CAEEL01047
OG0001482	HUMAN10795, HUMAN07131, HUMAN11775	CAEEL08859
OG0001484	HUMAN29782, HUMAN20929	CAEEL01076, CAEEL01075
OG0001485	HUMAN10085, HUMAN23594, HUMAN23593	CAEEL01187
OG0001486	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067, HUMAN25056	CAEEL06199
OG0001489	HUMAN01073, HUMAN23289	CAEEL05101
OG0001490	HUMAN08811	CAEEL16486
OG0001492	HUMAN10843, HUMAN10842	CAEEL08792
OG0001493	HUMAN22769, HUMAN03129	CAEEL11731
OG0001500	HUMAN18402, HUMAN29893, HUMAN07602, HUMAN18404	CAEEL11009
OG0001502	HUMAN13216	CAEEL06434, CAEEL06435
OG0001503	HUMAN15059	CAEEL04111
OG0001503	HUMAN06046	CAEEL08520
OG0001504	HUMAN18887	CAEEL05392
OG0001505	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341	CAEEL05185, CAEEL08607
OG0001506	HUMAN21790, HUMAN00091	CAEEL04371
OG0001508	HUMAN04219, HUMAN15958	CAEEL19670
OG0001510	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092	CAEEL19165
OG0001515	HUMAN12421, HUMAN12420, HUMAN19953	CAEEL07598
OG0001516	HUMAN23268	CAEEL05831
OG0001517	HUMAN23303, HUMAN21286, HUMAN29533	CAEEL20700
OG0001520	HUMAN00623	CAEEL04885
OG0001522	HUMAN15759, HUMAN08309, HUMAN15482, HUMAN25135	CAEEL01881
OG0001523	HUMAN04118, HUMAN06164	CAEEL20306
OG0001524	HUMAN11149	CAEEL18987, CAEEL00715
OG0001525	HUMAN07206	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	HUMAN02271, HUMAN29404	CAEEL19873
OG0001527	HUMAN19883, HUMAN19885, HUMAN11842	CAEEL08026
OG0001527	HUMAN28194	CAEEL02029
OG0001528	HUMAN11910, HUMAN21992, HUMAN21991, HUMAN21990	CAEEL20795
OG0001529	HUMAN20862, HUMAN20863, HUMAN20865, HUMAN20919, HUMAN24918	CAEEL01822, CAEEL20748, CAEEL06896
OG0001533	HUMAN07789, HUMAN21380	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	HUMAN16818, HUMAN23182, HUMAN23181	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	HUMAN02566	CAEEL15530
OG0001546	HUMAN08266, HUMAN16844	CAEEL14468
OG0001549	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395	CAEEL18956
OG0001550	HUMAN02467	CAEEL12391, CAEEL06493
OG0001551	HUMAN08700, HUMAN02498	CAEEL13359
OG0001552	HUMAN20977, HUMAN20976	CAEEL09513
OG0001553	HUMAN27760, HUMAN03319, HUMAN23794	CAEEL10745
OG0001554	HUMAN05332, HUMAN05331, HUMAN30019	CAEEL00812
OG0001557	HUMAN04310	CAEEL09005
OG0001557	HUMAN26830, HUMAN26831	CAEEL09508
OG0001558	HUMAN29505, HUMAN29504, HUMAN14496	CAEEL05103, CAEEL08374
OG0001559	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942	CAEEL16062
OG0001560	HUMAN09969, HUMAN28514, HUMAN14375, HUMAN14373, HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891	CAEEL01011
OG0001561	HUMAN24968, HUMAN20456, HUMAN24967, HUMAN20360	CAEEL11007
OG0001562	HUMAN18910	CAEEL18783, CAEEL04167
OG0001567	HUMAN00268, HUMAN21826	CAEEL04524
OG0001568	HUMAN20082, HUMAN20081	CAEEL15339
OG0001569	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287	CAEEL19014, CAEEL18168
OG0001571	HUMAN13804, HUMAN05679	CAEEL18118
OG0001572	HUMAN13726	CAEEL00311
OG0001575	HUMAN20511	CAEEL09642
OG0001576	HUMAN23520, HUMAN09989, HUMAN09990	CAEEL00120
OG0001578	HUMAN27577, HUMAN27576, HUMAN03525	CAEEL10814, CAEEL18928
OG0001580	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241	CAEEL02579
OG0001581	HUMAN02524, HUMAN02525	CAEEL09430, CAEEL13347, CAEEL16915
OG0001582	HUMAN11711	CAEEL07031, CAEEL00211
OG0001583	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577	CAEEL19802
OG0001584	HUMAN07637	CAEEL09032
OG0001589	HUMAN10236	CAEEL18417
OG0001590	HUMAN09425, HUMAN09424	CAEEL15262, CAEEL15263
OG0001593	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587, HUMAN01588	CAEEL02963, CAEEL13946
OG0001594	HUMAN19429	CAEEL04807, CAEEL04125
OG0001596	HUMAN06207, HUMAN28876	CAEEL10536
OG0001597	HUMAN26560, HUMAN26561, HUMAN26559	CAEEL10283
OG0001599	HUMAN13429, HUMAN13426	CAEEL20479
OG0001599	HUMAN13428	CAEEL04103, CAEEL04085, CAEEL04084, CAEEL04105, CAEEL20015, CAEEL16864, CAEEL14815
OG0001602	HUMAN04443, HUMAN04442	CAEEL18101
OG0001603	HUMAN24754	CAEEL14729
OG0001604	HUMAN22175, HUMAN12471, HUMAN12472	CAEEL04879
OG0001605	HUMAN07945, HUMAN07944	CAEEL09382
OG0001606	HUMAN13929	CAEEL14239
OG0001606	HUMAN03753	CAEEL15795
OG0001609	HUMAN07643	CAEEL19774
OG0001609	HUMAN21122, HUMAN07645	CAEEL10790
OG0001610	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094	CAEEL02035, CAEEL20252
OG0001611	HUMAN08978, HUMAN02546	CAEEL15699
OG0001612	HUMAN19504	CAEEL02577
OG0001614	HUMAN14358	CAEEL01012
OG0001615	HUMAN04414, HUMAN27016	CAEEL04670
OG0001620	HUMAN24750, HUMAN24751, HUMAN02052	CAEEL18514, CAEEL18862
OG0001621	HUMAN10405, HUMAN20233	CAEEL08615
OG0001625	HUMAN01087, HUMAN01088, HUMAN28505	CAEEL05727
OG0001627	HUMAN28211, HUMAN24158	CAEEL00684
OG0001628	HUMAN16897, HUMAN16898	CAEEL00193
OG0001632	HUMAN20860, HUMAN20348, HUMAN01354	CAEEL16035
OG0001635	HUMAN29596, HUMAN30204, HUMAN30203, HUMAN26031, HUMAN29595	CAEEL08024
OG0001638	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	HUMAN06231, HUMAN30519, HUMAN30518, HUMAN21156, HUMAN21157	CAEEL10788
OG0001641	HUMAN02994	CAEEL00743
OG0001642	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976	CAEEL15818
OG0001643	HUMAN01998, HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331	CAEEL19599
OG0001651	HUMAN24385, HUMAN03098, HUMAN22631	CAEEL10611
OG0001652	HUMAN08985	CAEEL15806
OG0001653	HUMAN23274	CAEEL03026
OG0001655	HUMAN29890, HUMAN23043, HUMAN29586, HUMAN29889	CAEEL05314
OG0001656	HUMAN07547, HUMAN12664	CAEEL07456
OG0001657	HUMAN20003, HUMAN20005, HUMAN20004, HUMAN04603	CAEEL08928, CAEEL08927
OG0001659	HUMAN25774, HUMAN25773, HUMAN25771, HUMAN25770	CAEEL00855
OG0001661	HUMAN07166	CAEEL14147
OG0001662	HUMAN26391, HUMAN07388	CAEEL00357
OG0001663	HUMAN26903, HUMAN29828	CAEEL10899, CAEEL10898
OG0001664	HUMAN14776, HUMAN14775	CAEEL04260
OG0001665	HUMAN13477, HUMAN13476, HUMAN10572	CAEEL07716
OG0001666	HUMAN07809	CAEEL07781
OG0001668	HUMAN25853	CAEEL00277
OG0001671	HUMAN20911	CAEEL19781
OG0001672	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575	CAEEL08375
OG0001673	HUMAN08249, HUMAN08251, HUMAN15858, HUMAN16851	CAEEL17134, CAEEL17133
OG0001673	HUMAN15857	CAEEL02728
OG0001675	HUMAN28279, HUMAN27610	CAEEL00808
OG0001676	HUMAN15070	CAEEL01617
OG0001677	HUMAN07349, HUMAN07350	CAEEL07860
OG0001680	HUMAN16896, HUMAN08569, HUMAN08570, HUMAN08568, HUMAN15511, HUMAN15510	CAEEL15664
OG0001682	HUMAN18147	CAEEL17995
OG0001683	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314	CAEEL00875
OG0001684	HUMAN14785, HUMAN01201	CAEEL08513, CAEEL19560
OG0001685	HUMAN22339	CAEEL06629, CAEEL19461
OG0001688	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992	CAEEL06653
OG0001689	HUMAN11739	CAEEL08769
OG0001690	HUMAN01169	CAEEL02923
OG0001691	HUMAN10903, HUMAN07404	CAEEL09136, CAEEL09137
OG0001692	HUMAN23439	CAEEL00815
OG0001706	HUMAN30453, HUMAN05373, HUMAN30452	CAEEL00824
OG0001707	HUMAN13776, HUMAN13775, HUMAN16739	CAEEL18144, CAEEL17802
OG0001709	HUMAN23995	CAEEL07646, CAEEL07650
OG0001710	HUMAN06210, HUMAN24986, HUMAN29936, HUMAN28878	CAEEL11053
OG0001711	HUMAN04935, HUMAN04934, HUMAN04933, HUMAN09017	CAEEL15052
OG0001713	HUMAN05026	CAEEL04261
OG0001713	HUMAN11446, HUMAN11444, HUMAN11445	CAEEL02704
OG0001714	HUMAN20171, HUMAN20172	CAEEL12772
OG0001714	HUMAN25119	CAEEL15825
OG0001718	HUMAN08462, HUMAN25013, HUMAN25014	CAEEL12769
OG0001720	HUMAN12316, HUMAN04993, HUMAN07123	CAEEL07819
OG0001721	HUMAN25291, HUMAN08491	CAEEL10104, CAEEL11043
OG0001723	HUMAN21619, HUMAN30386, HUMAN29777	CAEEL19731
OG0001724	HUMAN25295	CAEEL00188, CAEEL09412
OG0001726	HUMAN16877, HUMAN08380	CAEEL15546
OG0001727	HUMAN15860, HUMAN15859, HUMAN08259, HUMAN16842	CAEEL15354
OG0001728	HUMAN09496, HUMAN23695	CAEEL20444
OG0001730	HUMAN14924, HUMAN00990, HUMAN14923	CAEEL04519
OG0001731	HUMAN24935, HUMAN06976, HUMAN06977	CAEEL19569
OG0001732	HUMAN30348, HUMAN07896, HUMAN21599, HUMAN21598, HUMAN21600	CAEEL05337
OG0001733	HUMAN17168	CAEEL11586
OG0001734	HUMAN04690, HUMAN04685, HUMAN04687, HUMAN04689, HUMAN04688	CAEEL11289
OG0001735	HUMAN17857, HUMAN13129	CAEEL08598
OG0001736	HUMAN11325, HUMAN14071	CAEEL20331
OG0001738	HUMAN07066, HUMAN03839, HUMAN03837, HUMAN07063, HUMAN07065, HUMAN03838	CAEEL09745, CAEEL09746
OG0001739	HUMAN06840, HUMAN06841, HUMAN06839, HUMAN03964	CAEEL10953
OG0001743	HUMAN29328, HUMAN29326	CAEEL18830
OG0001745	HUMAN00586, HUMAN00585, HUMAN00587, HUMAN00584	CAEEL15294
OG0001746	HUMAN20303, HUMAN04189, HUMAN20301, HUMAN20300, HUMAN20302	CAEEL09374
OG0001747	HUMAN19647, HUMAN19645, HUMAN19646, HUMAN18323, HUMAN18324, HUMAN02105	CAEEL13414, CAEEL14611, CAEEL15557
OG0001750	HUMAN03005, HUMAN06675, HUMAN17719	CAEEL08294
OG0001754	HUMAN25325, HUMAN05304, HUMAN05305, HUMAN05303, HUMAN13962	CAEEL06405
OG0001755	HUMAN04349	CAEEL12716
OG0001755	HUMAN05480	CAEEL16403
OG0001756	HUMAN03565, HUMAN03566, HUMAN27757, HUMAN27756, HUMAN27755	CAEEL02757
OG0001758	HUMAN12281	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164
OG0001769	HUMAN03651	CAEEL12367
OG0001770	HUMAN24382, HUMAN17425, HUMAN30193, HUMAN24381, HUMAN22894	CAEEL12180
OG0001774	HUMAN18619	CAEEL20358
OG0001774	HUMAN30515, HUMAN30516	CAEEL07377, CAEEL01266
OG0001775	HUMAN14353	CAEEL01757
OG0001776	HUMAN24230, HUMAN03618, HUMAN17361, HUMAN17360	CAEEL20827
OG0001778	HUMAN08147	CAEEL00649
OG0001779	HUMAN09430, HUMAN09426	CAEEL00025, CAEEL00024
OG0001780	HUMAN19749, HUMAN30120	CAEEL12979
OG0001781	HUMAN12741, HUMAN12740, HUMAN12739	CAEEL04378
OG0001781	HUMAN24740	CAEEL06468
OG0001782	HUMAN03280	CAEEL11605
OG0001783	HUMAN10327, HUMAN10326	CAEEL18807
OG0001785	HUMAN07812	CAEEL10450, CAEEL07502
OG0001787	HUMAN19491, HUMAN19493, HUMAN19494, HUMAN19492, HUMAN25152, HUMAN25151, HUMAN00492	CAEEL07669
OG0001790	HUMAN15656, HUMAN15657	CAEEL19999
OG0001792	HUMAN15054	CAEEL00159
OG0001793	HUMAN20623	CAEEL07806
OG0001798	HUMAN14327, HUMAN14328, HUMAN09868	CAEEL02504
OG0001799	HUMAN11851, HUMAN07342, HUMAN05015, HUMAN07343	CAEEL07172
OG0001800	HUMAN21427, HUMAN21429, HUMAN21428, HUMAN02409, HUMAN07046	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	HUMAN06846, HUMAN06844, HUMAN04264, HUMAN06848	CAEEL10422, CAEEL19401
OG0001807	HUMAN12667	CAEEL10807
OG0001809	HUMAN29140, HUMAN02152, HUMAN02151, HUMAN02153, HUMAN02155, HUMAN02158, HUMAN02157, HUMAN02156, HUMAN02154	CAEEL18133
OG0001810	HUMAN25995, HUMAN25994, HUMAN18086	CAEEL00534
OG0001816	HUMAN23426, HUMAN01145, HUMAN23425, HUMAN01146, HUMAN01144, HUMAN23424	CAEEL05710
OG0001818	HUMAN08932, HUMAN25133	CAEEL16460
OG0001819	HUMAN26303, HUMAN26302, HUMAN17758	CAEEL08110
OG0001820	HUMAN22655, HUMAN22654, HUMAN22657, HUMAN03192	CAEEL00161
OG0001821	HUMAN20150	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600
OG0001822	HUMAN20278, HUMAN04122, HUMAN02352, HUMAN02353, HUMAN04121	CAEEL14275, CAEEL14276
OG0001824	HUMAN08709	CAEEL20525
OG0001826	HUMAN18296, HUMAN30222	CAEEL08005, CAEEL18927
OG0001827	HUMAN29268, HUMAN29270	CAEEL12511
OG0001828	HUMAN20552	CAEEL07411
OG0001830	HUMAN13769, HUMAN16621	CAEEL00742
OG0001831	HUMAN10191, HUMAN10190, HUMAN12366, HUMAN12368	CAEEL10161, CAEEL19257
OG0001832	HUMAN29361	CAEEL05995
OG0001834	HUMAN18097, HUMAN02973	CAEEL08270
OG0001846	HUMAN25244, HUMAN18589, HUMAN16677, HUMAN18592, HUMAN16676	CAEEL02581, CAEEL02580
OG0001849	HUMAN06580, HUMAN06581, HUMAN06579, HUMAN06583	CAEEL04779
OG0001849	HUMAN06578	CAEEL07132
OG0001852	HUMAN06722, HUMAN29789, HUMAN06720, HUMAN20898, HUMAN20900, HUMAN20899	CAEEL10571
OG0001853	HUMAN18574, HUMAN28392, HUMAN18575	CAEEL00334, CAEEL01622
OG0001854	HUMAN06535	CAEEL12618
OG0001857	HUMAN16699, HUMAN28241	CAEEL04635
OG0001858	HUMAN03335	CAEEL11554
OG0001860	HUMAN03905, HUMAN03906	CAEEL19534
OG0001861	HUMAN02475	CAEEL19043
OG0001862	HUMAN14487, HUMAN01898, HUMAN10090	CAEEL07094
OG0001863	HUMAN27302	CAEEL11286
OG0001864	HUMAN13784, HUMAN13785, HUMAN19255	CAEEL00359
OG0001866	HUMAN25782, HUMAN25780, HUMAN19444	CAEEL12131
OG0001867	HUMAN13231, HUMAN25879, HUMAN25878, HUMAN13230	CAEEL18932
OG0001870	HUMAN28292, HUMAN00640, HUMAN25247	CAEEL18619
OG0001873	HUMAN16807, HUMAN16808, HUMAN16809	CAEEL14280, CAEEL14281, CAEEL15718
OG0001874	HUMAN21243	CAEEL00933
OG0001875	HUMAN22698	CAEEL09917
OG0001876	HUMAN16595	CAEEL11614
OG0001878	HUMAN07553, HUMAN29985, HUMAN27457	CAEEL07138
OG0001879	HUMAN07208	CAEEL07021, CAEEL20524, CAEEL09154
OG0001881	HUMAN06131, HUMAN04212, HUMAN02372	CAEEL18890
OG0001883	HUMAN10705, HUMAN10706, HUMAN10704	CAEEL19810
OG0001884	HUMAN27931, HUMAN19032, HUMAN19030, HUMAN19029	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922
OG0001886	HUMAN29265, HUMAN01236	CAEEL20566, CAEEL20351
OG0001887	HUMAN24008, HUMAN07736, HUMAN22363, HUMAN22362	CAEEL05740
OG0001888	HUMAN14663, HUMAN28454, HUMAN28455	CAEEL18672, CAEEL11639
OG0001889	HUMAN13282, HUMAN10294, HUMAN10295, HUMAN10296	CAEEL11129, CAEEL11128
OG0001890	HUMAN27039, HUMAN01447, HUMAN04331	CAEEL18655
OG0001895	HUMAN19223	CAEEL00352, CAEEL16104
OG0001898	HUMAN15350, HUMAN09326	CAEEL15099
OG0001899	HUMAN08346	CAEEL14131
OG0001900	HUMAN17169, HUMAN15354, HUMAN15355, HUMAN15353	CAEEL16160
OG0001901	HUMAN22953	CAEEL08532, CAEEL08531
OG0001903	HUMAN25841, HUMAN25839, HUMAN25838, HUMAN25840	CAEEL12995
OG0001905	HUMAN05009, HUMAN15902, HUMAN05019, HUMAN05018, HUMAN07274, HUMAN07275	CAEEL18799
OG0001913	HUMAN10068, HUMAN10067, HUMAN10069	CAEEL00139
OG0001914	HUMAN25807, HUMAN25808	CAEEL15938
OG0001915	HUMAN30648, HUMAN29662	CAEEL10189
OG0001916	HUMAN08379, HUMAN08376, HUMAN08378	CAEEL14482
OG0001916	HUMAN15612	CAEEL07131
OG0001917	HUMAN01077, HUMAN14777, HUMAN15018	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321
OG0001918	HUMAN18185, HUMAN18184, HUMAN17680	CAEEL07844
OG0001919	HUMAN03322	CAEEL18092
OG0001920	HUMAN14537, HUMAN14536	CAEEL03600
OG0001923	HUMAN14644, HUMAN14642, HUMAN14921, HUMAN14920	CAEEL00866, CAEEL02499
OG0001926	HUMAN01202	CAEEL05295
OG0001928	HUMAN25622	CAEEL19148
OG0001930	HUMAN16720, HUMAN10045, HUMAN09875, HUMAN09876, HUMAN09873, HUMAN14916	CAEEL01812
OG0001932	HUMAN21635, HUMAN29559	CAEEL18548, CAEEL17132
OG0001933	HUMAN07983, HUMAN07982	CAEEL05724
OG0001934	HUMAN10144, HUMAN27036	CAEEL04980, CAEEL04981
OG0001935	HUMAN02626, HUMAN02627	CAEEL01455
OG0001939	HUMAN18875, HUMAN18876, HUMAN11453	CAEEL05317
OG0001940	HUMAN07394, HUMAN07393	CAEEL08846
OG0001945	HUMAN21241, HUMAN25293	CAEEL05071
OG0001946	HUMAN24077, HUMAN03301, HUMAN22814, HUMAN22811	CAEEL11023
OG0001947	HUMAN20996, HUMAN06249, HUMAN06248	CAEEL20697
OG0001948	HUMAN15430, HUMAN15431, HUMAN08601, HUMAN02652, HUMAN04901	CAEEL15692
OG0001949	HUMAN12315, HUMAN07122, HUMAN12313, HUMAN12314	CAEEL19721
OG0001950	HUMAN14684, HUMAN14683, HUMAN28967, HUMAN01297	CAEEL05818
OG0001951	HUMAN06387, HUMAN20627, HUMAN06388	CAEEL08644, CAEEL02798
OG0001952	HUMAN25420	CAEEL00959
OG0001953	HUMAN12007, HUMAN12009, HUMAN10575, HUMAN12011, HUMAN12010, HUMAN12008, HUMAN10577, HUMAN10576, HUMAN10578, HUMAN10574	CAEEL01457
OG0001956	HUMAN13995	CAEEL07023
OG0001958	HUMAN18312, HUMAN07838	CAEEL19146
OG0001961	HUMAN06222, HUMAN02307	CAEEL11703
OG0001962	HUMAN30018, HUMAN07452, HUMAN00709	CAEEL07745
OG0001963	HUMAN01746, HUMAN09665, HUMAN28531	CAEEL09651
OG0001964	HUMAN17471, HUMAN17608, HUMAN17469, HUMAN17470, HUMAN17482, HUMAN17490, HUMAN17609	CAEEL18880
OG0001965	HUMAN13579, HUMAN13582, HUMAN13580, HUMAN13581, HUMAN13578, HUMAN13577	CAEEL15340
OG0001966	HUMAN14884, HUMAN01261	CAEEL15352, CAEEL06723
OG0001968	HUMAN29233	CAEEL10639
OG0001969	HUMAN23666, HUMAN23664, HUMAN23665, HUMAN14220, HUMAN14219	CAEEL09244, CAEEL09472, CAEEL00361
OG0001970	HUMAN08288, HUMAN04910, HUMAN18723	CAEEL17419
OG0001971	HUMAN14230, HUMAN14001, HUMAN09514	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583
OG0001974	HUMAN13564	CAEEL10261
OG0001978	HUMAN13521, HUMAN20089, HUMAN26594, HUMAN25954	CAEEL18757
OG0001985	HUMAN07334, HUMAN26445	CAEEL08373, CAEEL02584, CAEEL02585
OG0001987	HUMAN19974, HUMAN19975, HUMAN10877, HUMAN05001	CAEEL06766
OG0001988	HUMAN28137, HUMAN28138, HUMAN28140, HUMAN28139	CAEEL02095
OG0001989	HUMAN06979, HUMAN24933	CAEEL20436
OG0001990	HUMAN18834	CAEEL18486
OG0001991	HUMAN18994	CAEEL08725
OG0001992	HUMAN25065, HUMAN25066, HUMAN09362	CAEEL00543
OG0001994	HUMAN07229, HUMAN12231	CAEEL19344, CAEEL02372
OG0001998	HUMAN28974, HUMAN10909, HUMAN10908	CAEEL08296
OG0001999	HUMAN25970	CAEEL06715
OG0002000	HUMAN23473	CAEEL08459
OG0002001	HUMAN06657, HUMAN12156	CAEEL07856
OG0002002	HUMAN18498, HUMAN18497, HUMAN05241	CAEEL05495, CAEEL09310, CAEEL01852
OG0002003	HUMAN17505, HUMAN09339, HUMAN09338	CAEEL18663
OG0002005	HUMAN22963, HUMAN03512, HUMAN27735, HUMAN27734	CAEEL10504
OG0002006	HUMAN12661	CAEEL16051, CAEEL18232
OG0002008	HUMAN03542, HUMAN22606	CAEEL11706
OG0002009	HUMAN24651	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207
OG0002011	HUMAN19203, HUMAN08184	CAEEL06587, CAEEL01459
OG0002015	HUMAN20193, HUMAN20194, HUMAN10277, HUMAN20192	CAEEL07232
OG0002016	HUMAN22594, HUMAN22595, HUMAN24384, HUMAN03045	CAEEL10751
OG0002017	HUMAN00207, HUMAN05916, HUMAN21581	CAEEL04551
OG0002018	HUMAN22930, HUMAN07753, HUMAN24015	CAEEL08242
OG0002020	HUMAN24224, HUMAN24223, HUMAN03621	CAEEL20282
OG0002023	HUMAN15593, HUMAN04741, HUMAN02722	CAEEL12418
OG0002025	HUMAN10728	CAEEL01720
OG0002026	HUMAN30074, HUMAN07690	CAEEL09267
OG0002027	HUMAN07656, HUMAN07655, HUMAN21805	CAEEL19841
OG0002031	HUMAN12775, HUMAN26512	CAEEL07288
OG0002032	HUMAN05596, HUMAN05597	CAEEL15092
OG0002036	HUMAN08245, HUMAN08247, HUMAN08246, HUMAN15835	CAEEL17432
OG0002037	HUMAN03003	CAEEL09947
OG0002042	HUMAN03199, HUMAN03198, HUMAN03197	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817
OG0002043	HUMAN00470, HUMAN00469, HUMAN27809	CAEEL01497
OG0002057	HUMAN00904	CAEEL04582, CAEEL04584
OG0002059	HUMAN14516, HUMAN01268, HUMAN01269	CAEEL20695
OG0002060	HUMAN08796	CAEEL17542
OG0002062	HUMAN09834, HUMAN14941, HUMAN14940	CAEEL01567
OG0002063	HUMAN28682	CAEEL01336
OG0002064	HUMAN02629, HUMAN16812, HUMAN16813, HUMAN08576	CAEEL17790
OG0002067	HUMAN10471, HUMAN27448, HUMAN27449, HUMAN10470, HUMAN05101, HUMAN05100, HUMAN05102, HUMAN27447, HUMAN27451, HUMAN27446, HUMAN10469	CAEEL08430
OG0002068	HUMAN08933, HUMAN15823	CAEEL15280
OG0002073	HUMAN23862, HUMAN23861, HUMAN20828, HUMAN18650	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593
OG0002074	HUMAN27012	CAEEL18383
OG0002076	HUMAN06613, HUMAN20823	CAEEL17850
OG0002077	HUMAN12493, HUMAN12495, HUMAN12494, HUMAN02943	CAEEL08392
OG0002078	HUMAN13179	CAEEL04535
OG0002079	HUMAN22905, HUMAN30320	CAEEL07901
OG0002080	HUMAN07100, HUMAN12467	CAEEL03246, CAEEL12691
OG0002085	HUMAN08803, HUMAN04915, HUMAN04913, HUMAN04914, HUMAN16999, HUMAN08802	CAEEL11230, CAEEL11229
OG0002086	HUMAN09453, HUMAN14542	CAEEL01985
OG0002087	HUMAN29203	CAEEL07742
