Orthogroup	APOSC_ok	MOUSE
OG0001546	APOSC_12494	MOUSE07046, MOUSE18675
OG0001549	APOSC_07982, APOSC_07983	MOUSE02003, MOUSE02005, MOUSE02006, MOUSE02007, MOUSE02004, MOUSE41092, MOUSE41090, MOUSE41094, MOUSE41089, MOUSE41091, MOUSE23486, MOUSE23487, MOUSE23485
OG0001550	APOSC_09615, APOSC_26524	MOUSE53327
OG0001551	APOSC_25143	MOUSE07720, MOUSE24761, MOUSE24759, MOUSE24760
OG0001552	APOSC_04223, APOSC_20203	MOUSE52571, MOUSE52573, MOUSE52569, MOUSE52570, MOUSE52567, MOUSE52568, MOUSE52572
OG0001553	APOSC_17818, APOSC_17817, APOSC_17816	MOUSE47772, MOUSE47771, MOUSE11102, MOUSE11100, MOUSE11099, MOUSE11101, MOUSE03464, MOUSE03466, MOUSE03465
OG0001554	APOSC_12359	MOUSE50204, MOUSE50203, MOUSE50206, MOUSE50205, MOUSE50202, MOUSE54632
OG0001557	APOSC_10213	MOUSE27258
OG0001557	APOSC_21247	MOUSE07001, MOUSE07002
OG0001558	APOSC_12692	MOUSE25248, MOUSE25247, MOUSE25246, MOUSE25245, MOUSE25249, MOUSE47376, MOUSE47379, MOUSE47373
OG0001559	APOSC_06915	MOUSE11720, MOUSE11719, MOUSE24626, MOUSE24627, MOUSE24624, MOUSE24625, MOUSE20118
OG0001560	APOSC_19389	MOUSE32973, MOUSE32971, MOUSE32972, MOUSE32969, MOUSE18411, MOUSE18412, MOUSE18410, MOUSE44892, MOUSE44893, MOUSE08985, MOUSE30177, MOUSE30176, MOUSE30175
OG0001561	APOSC_03964	MOUSE40948, MOUSE40947, MOUSE40953, MOUSE40950, MOUSE40951, MOUSE40952, MOUSE40949, MOUSE17306, MOUSE14396, MOUSE14395, MOUSE14394
OG0001563	APOSC_15535, APOSC_15427, APOSC_27127, APOSC_21984	MOUSE51339
OG0001564	APOSC_06037, APOSC_06038	MOUSE22917, MOUSE22921, MOUSE22922, MOUSE22916, MOUSE22915, MOUSE22918, MOUSE45322, MOUSE45323, MOUSE45324, MOUSE45325
OG0001565	APOSC_04430	MOUSE43477, MOUSE43476, MOUSE43475, MOUSE50584, MOUSE50581, MOUSE50583, MOUSE50582, MOUSE50580, MOUSE50579, MOUSE30141, MOUSE30140
OG0001566	APOSC_18245	MOUSE00195
OG0001566	APOSC_18241, APOSC_18242, APOSC_18244, APOSC_18243	MOUSE00193, MOUSE00192, MOUSE00189, MOUSE00187, MOUSE00188, MOUSE00191, MOUSE00190, MOUSE00194, MOUSE55303, MOUSE55302, MOUSE55304
OG0001567	APOSC_14453	MOUSE29523, MOUSE29524, MOUSE34755, MOUSE34756, MOUSE34757, MOUSE34758, MOUSE29522, MOUSE29525
OG0001568	APOSC_28643	MOUSE14020, MOUSE14021, MOUSE14017, MOUSE14016, MOUSE14018, MOUSE14019
OG0001570	APOSC_29138	MOUSE44024, MOUSE44023
OG0001570	APOSC_24457	MOUSE44020, MOUSE44021, MOUSE44017, MOUSE44014
OG0001571	APOSC_08835	MOUSE50705
OG0001571	APOSC_26437, APOSC_26436, APOSC_26438	MOUSE50711, MOUSE50712
OG0001572	APOSC_16015, APOSC_16016	MOUSE54749, MOUSE19684
OG0001572	APOSC_02447	MOUSE49841
OG0001573	APOSC_24147, APOSC_24146	MOUSE31358, MOUSE31355, MOUSE31356, MOUSE31357, MOUSE32755
OG0001574	APOSC_16952, APOSC_16951	MOUSE38567, MOUSE38566, MOUSE38568, MOUSE06039, MOUSE42184, MOUSE42179, MOUSE42180
OG0001576	APOSC_19353, APOSC_19354	MOUSE10290, MOUSE10287, MOUSE10291, MOUSE10292, MOUSE10289, MOUSE10294, MOUSE10293, MOUSE44864, MOUSE10296, MOUSE10295
OG0001577	APOSC_27543	MOUSE09517, MOUSE35874
OG0001578	APOSC_25871	MOUSE12774, MOUSE12766, MOUSE21125
OG0001579	APOSC_00205	MOUSE01028, MOUSE01021, MOUSE01038, MOUSE01031, MOUSE01032, MOUSE01037, MOUSE01030, MOUSE01010, MOUSE01024, MOUSE01036, MOUSE01035, MOUSE01034, MOUSE01018, MOUSE01022, MOUSE01033, MOUSE01026, MOUSE01027, MOUSE01025, MOUSE01023, MOUSE01039, MOUSE01015, MOUSE01013, MOUSE01014, MOUSE01017, MOUSE01011, MOUSE01019, MOUSE01012, MOUSE01016, MOUSE01020
OG0001580	APOSC_04582, APOSC_04583	MOUSE29104, MOUSE29103, MOUSE43692, MOUSE43694, MOUSE43691, MOUSE43695, MOUSE43696
OG0001581	APOSC_12012	MOUSE24698, MOUSE24697, MOUSE24695, MOUSE24694, MOUSE24696
OG0001582	APOSC_09174	MOUSE04520, MOUSE04519, MOUSE04518, MOUSE04517, MOUSE37288, MOUSE37287
OG0001583	APOSC_05042, APOSC_05043, APOSC_05041	MOUSE36151, MOUSE36153, MOUSE36152, MOUSE36154, MOUSE21218, MOUSE21217, MOUSE21216, MOUSE21215
OG0001584	APOSC_24188	MOUSE15680, MOUSE15682, MOUSE15683, MOUSE15681
OG0001589	APOSC_14644	MOUSE17048, MOUSE17047, MOUSE17051, MOUSE17050
OG0001590	APOSC_05334, APOSC_06008, APOSC_06664	MOUSE27654
OG0001592	APOSC_24168, APOSC_27291	MOUSE51945, MOUSE51716, MOUSE51715, MOUSE51713, MOUSE51714, MOUSE51718, MOUSE51717
OG0001593	APOSC_01201, APOSC_17370	MOUSE32562, MOUSE51632, MOUSE51631, MOUSE51633, MOUSE51630, MOUSE30807, MOUSE30806, MOUSE30799, MOUSE30803, MOUSE30800
OG0001594	APOSC_20977	MOUSE16260
OG0001597	APOSC_09081	MOUSE38913
OG0001597	APOSC_18499	MOUSE46941, MOUSE46949, MOUSE46952, MOUSE46950
OG0001599	APOSC_03974	MOUSE06257, MOUSE06255
OG0001603	APOSC_08042	MOUSE17811
OG0001604	APOSC_20538	MOUSE36002, MOUSE36001
OG0001604	APOSC_08984	MOUSE04891, MOUSE04892
OG0001605	APOSC_08927, APOSC_24537	MOUSE11891, MOUSE11892, MOUSE11890
OG0001606	APOSC_09729	MOUSE19819, MOUSE19823, MOUSE19822, MOUSE19820, MOUSE19821
OG0001606	APOSC_24157	MOUSE46734, MOUSE46733
OG0001609	APOSC_15382	MOUSE12876
OG0001609	APOSC_18863	MOUSE40801, MOUSE40800, MOUSE40802
OG0001610	APOSC_11669, APOSC_11668, APOSC_17468	MOUSE29718, MOUSE33856, MOUSE33852, MOUSE33853, MOUSE33855, MOUSE28650, MOUSE16605, MOUSE19397, MOUSE13421
OG0001611	APOSC_16863	MOUSE08216, MOUSE08215, MOUSE24657, MOUSE24656
OG0001612	APOSC_20257	MOUSE52149, MOUSE52147, MOUSE52146, MOUSE52145, MOUSE52148
OG0001613	APOSC_06867	MOUSE17708, MOUSE17709
OG0001614	APOSC_25539	MOUSE01693, MOUSE01692
OG0001614	APOSC_17721	MOUSE06439, MOUSE06438
OG0001615	APOSC_22981, APOSC_22982	MOUSE27059, MOUSE27057, MOUSE27061, MOUSE39391, MOUSE39390, MOUSE39392, MOUSE39389, MOUSE39393
OG0001617	APOSC_17358, APOSC_17357	MOUSE40895, MOUSE40896, MOUSE42003, MOUSE42000, MOUSE42001, MOUSE17226
OG0001620	APOSC_25992	MOUSE17818, MOUSE17820, MOUSE17821, MOUSE17822, MOUSE17823, MOUSE17824, MOUSE17819, MOUSE17825, MOUSE17817, MOUSE24214, MOUSE24215
OG0001621	APOSC_06290, APOSC_06292, APOSC_06291	MOUSE14973, MOUSE14972, MOUSE14969, MOUSE14970, MOUSE14971, MOUSE14215
OG0001622	APOSC_24336	MOUSE46681, MOUSE46686, MOUSE46682, MOUSE46683, MOUSE46685, MOUSE46684, MOUSE47843, MOUSE47842, MOUSE47844
OG0001623	APOSC_26623	MOUSE25872, MOUSE25874
OG0001624	APOSC_18447	MOUSE29146, MOUSE00431, MOUSE34132, MOUSE00430, MOUSE00429, MOUSE00428, MOUSE34133, MOUSE29144, MOUSE29145, MOUSE29143, MOUSE29142, MOUSE32131, MOUSE32132
OG0001625	APOSC_05825, APOSC_05827	MOUSE33159
OG0001627	APOSC_09790	MOUSE13617
OG0001627	APOSC_14367	MOUSE03246, MOUSE03247
OG0001628	APOSC_13343	MOUSE18750
OG0001630	APOSC_00298	MOUSE34761
OG0001633	APOSC_23714, APOSC_22234, APOSC_12879	MOUSE13913
OG0001634	APOSC_06560	MOUSE25957
OG0001634	APOSC_05598	MOUSE49895, MOUSE43171
OG0001635	APOSC_00598	MOUSE55017, MOUSE07118, MOUSE06936, MOUSE55390
OG0001636	APOSC_20219	MOUSE49161, MOUSE49160
OG0001638	APOSC_28340	MOUSE46244, MOUSE46242, MOUSE46245, MOUSE46247, MOUSE46241, MOUSE04362, MOUSE04361, MOUSE04360, MOUSE04359
OG0001639	APOSC_07448, APOSC_07449	MOUSE51540, MOUSE51538, MOUSE51543, MOUSE51541, MOUSE51539, MOUSE51537, MOUSE51542, MOUSE51544, MOUSE51536, MOUSE01343, MOUSE01345, MOUSE01346, MOUSE01344
OG0001641	APOSC_16997	MOUSE18894, MOUSE18890, MOUSE18892, MOUSE18893, MOUSE18887, MOUSE18891, MOUSE18888
OG0001642	APOSC_01391, APOSC_01390	MOUSE20087, MOUSE20088, MOUSE20076, MOUSE20079, MOUSE20077, MOUSE20082, MOUSE20080, MOUSE20084, MOUSE20085, MOUSE20083, MOUSE20081
OG0001643	APOSC_19563	MOUSE50565, MOUSE50564, MOUSE50566, MOUSE43488, MOUSE43487
OG0001644	APOSC_08859	MOUSE09334
OG0001646	APOSC_08803	MOUSE46428, MOUSE46429
OG0001651	APOSC_18928, APOSC_18929	MOUSE36990, MOUSE03355, MOUSE03357, MOUSE03356, MOUSE03358, MOUSE11461, MOUSE11465, MOUSE11464, MOUSE11462, MOUSE11463, MOUSE36987, MOUSE36986, MOUSE36988, MOUSE36991, MOUSE36989, MOUSE36984, MOUSE36985
OG0001652	APOSC_28560	MOUSE08227, MOUSE08226, MOUSE08229, MOUSE08225
OG0001653	APOSC_08321	MOUSE13203
OG0001654	APOSC_10444, APOSC_10443, APOSC_10445, APOSC_10446, APOSC_10447	MOUSE09237, MOUSE09239, MOUSE09236, MOUSE09238, MOUSE09235, MOUSE09234, MOUSE00164, MOUSE00163, MOUSE00165
OG0001655	APOSC_19955	MOUSE48280, MOUSE48281, MOUSE48284, MOUSE48282, MOUSE48283, MOUSE42419, MOUSE42418, MOUSE42417, MOUSE53496, MOUSE53498, MOUSE53497
OG0001656	APOSC_13800	MOUSE38876, MOUSE38877
OG0001656	APOSC_15673	MOUSE05507
OG0001657	APOSC_20037	MOUSE02718, MOUSE02719, MOUSE02717, MOUSE02720, MOUSE02721, MOUSE20575
OG0001659	APOSC_04193, APOSC_04192	MOUSE34255, MOUSE34254, MOUSE34253, MOUSE16516, MOUSE16514, MOUSE16515
OG0001660	APOSC_25851	MOUSE03264, MOUSE03266, MOUSE03265, MOUSE36438, MOUSE36441, MOUSE55337, MOUSE55338, MOUSE54884, MOUSE54885, MOUSE36437, MOUSE36434, MOUSE36435, MOUSE36436
OG0001661	APOSC_05078	MOUSE37661, MOUSE37657, MOUSE37659, MOUSE37660
OG0001661	APOSC_19581	MOUSE52451, MOUSE52452, MOUSE52450
OG0001662	APOSC_03197	MOUSE44996
OG0001662	APOSC_24638	MOUSE38184, MOUSE37980
OG0001663	APOSC_14512, APOSC_14513, APOSC_19966, APOSC_00664	MOUSE39143, MOUSE39142, MOUSE53600
OG0001665	APOSC_03053	MOUSE06325, MOUSE06329
OG0001665	APOSC_26736	MOUSE15151
OG0001666	APOSC_19309, APOSC_18453, APOSC_20901	MOUSE13127, MOUSE13129, MOUSE13130, MOUSE13128, MOUSE13126
OG0001667	APOSC_19485	MOUSE05631, MOUSE05632, MOUSE05633, MOUSE39013, MOUSE39010, MOUSE39011, MOUSE39012, MOUSE14576
OG0001668	APOSC_25820	MOUSE16661, MOUSE16662, MOUSE16665, MOUSE16668, MOUSE16663, MOUSE16667, MOUSE16664, MOUSE16666
OG0001671	APOSC_20652	MOUSE52773
OG0001672	APOSC_09103, APOSC_09104	MOUSE54501, MOUSE26433, MOUSE05164, MOUSE38951, MOUSE38950
OG0001673	APOSC_21746	MOUSE07032, MOUSE42677, MOUSE18686, MOUSE18685, MOUSE18687, MOUSE18688
OG0001674	APOSC_13291	MOUSE51374, MOUSE19853
OG0001675	APOSC_00269, APOSC_15910	MOUSE13729, MOUSE13728, MOUSE13730, MOUSE12716, MOUSE12713, MOUSE12715, MOUSE12714
OG0001676	APOSC_11977	MOUSE00877, MOUSE00878
OG0001676	APOSC_18551	MOUSE48433
OG0001677	APOSC_19672	MOUSE37911, MOUSE37910, MOUSE37908
OG0001678	APOSC_15018	MOUSE39008, MOUSE39009, MOUSE23382, MOUSE23383, MOUSE23381
OG0001680	APOSC_05052	MOUSE54064
OG0001682	APOSC_27126, APOSC_27124, APOSC_27125	MOUSE22395
OG0001683	APOSC_24984	MOUSE54750, MOUSE30937, MOUSE34238, MOUSE52139, MOUSE52138
OG0001684	APOSC_05984, APOSC_05985	MOUSE48893, MOUSE48892, MOUSE48890, MOUSE48891, MOUSE31811
OG0001685	APOSC_03873	MOUSE36317, MOUSE36311, MOUSE36315, MOUSE36312, MOUSE36313, MOUSE36316, MOUSE36314
OG0001687	APOSC_25333, APOSC_09970, APOSC_10763	MOUSE00821, MOUSE00820
OG0001688	APOSC_10916	MOUSE36240, MOUSE36242, MOUSE36241, MOUSE45407, MOUSE45406, MOUSE45404, MOUSE45405
OG0001689	APOSC_15449	MOUSE04470, MOUSE04471, MOUSE37336, MOUSE37337, MOUSE37335, MOUSE37334
OG0001690	APOSC_11666	MOUSE31930
OG0001691	APOSC_09746	MOUSE46475, MOUSE46476, MOUSE46478, MOUSE46479, MOUSE46480, MOUSE46477
OG0001691	APOSC_09745, APOSC_09749, APOSC_09748	MOUSE37263, MOUSE37264, MOUSE37262
OG0001692	APOSC_14941	MOUSE10444, MOUSE10445, MOUSE33578, MOUSE33580, MOUSE33581, MOUSE33579, MOUSE10443, MOUSE48519, MOUSE48518, MOUSE10442
OG0001693	APOSC_17934, APOSC_21564, APOSC_03466	MOUSE33987, MOUSE33986
OG0001694	APOSC_00545	MOUSE02012, MOUSE02013, MOUSE52634, MOUSE52632
OG0001696	APOSC_26728, APOSC_11197	MOUSE01839, MOUSE01837, MOUSE01838, MOUSE01835, MOUSE01836, MOUSE01834, MOUSE47218, MOUSE47217, MOUSE47215, MOUSE47216, MOUSE21313, MOUSE47221, MOUSE47224, MOUSE47222, MOUSE47220, MOUSE47223
OG0001704	APOSC_20746, APOSC_00421	MOUSE14721, MOUSE14720, MOUSE14723, MOUSE14719, MOUSE14722, MOUSE14718, MOUSE02583
OG0001706	APOSC_11809, APOSC_11808	MOUSE54183, MOUSE54182, MOUSE50117, MOUSE50116, MOUSE54176, MOUSE54178, MOUSE54179, MOUSE54180
OG0001707	APOSC_26684	MOUSE18955, MOUSE18956, MOUSE18954, MOUSE18957
OG0001708	APOSC_07420	MOUSE32138, MOUSE24320
OG0001709	APOSC_04296, APOSC_04297, APOSC_04295, APOSC_19317	MOUSE19372, MOUSE19373
OG0001710	APOSC_13811	MOUSE15190, MOUSE15191, MOUSE15192, MOUSE15193, MOUSE17332, MOUSE17333, MOUSE55136, MOUSE55137, MOUSE09366, MOUSE09367
OG0001711	APOSC_08529	MOUSE20123, MOUSE08275, MOUSE08276, MOUSE08277
OG0001712	APOSC_02404	MOUSE31591, MOUSE31590, MOUSE31592, MOUSE40437, MOUSE40436, MOUSE00876, MOUSE31593, MOUSE40438, MOUSE00874, MOUSE00875, MOUSE00873, MOUSE00871, MOUSE00872
OG0001713	APOSC_19043	MOUSE19994, MOUSE19995
OG0001713	APOSC_26360	MOUSE49631, MOUSE49633, MOUSE49632, MOUSE49634, MOUSE49635
OG0001714	APOSC_05609	MOUSE14126
OG0001714	APOSC_27772	MOUSE18169, MOUSE18168
OG0001715	APOSC_17363	MOUSE24892
OG0001718	APOSC_01586	MOUSE18354, MOUSE18355
OG0001720	APOSC_02735	MOUSE04608, MOUSE04609, MOUSE04606, MOUSE04607, MOUSE20041, MOUSE20038, MOUSE20037, MOUSE37434, MOUSE37433
OG0001721	APOSC_23771	MOUSE16043, MOUSE16042, MOUSE52086, MOUSE52087, MOUSE07334
OG0001722	APOSC_07259	MOUSE06577
OG0001723	APOSC_21374	MOUSE52248, MOUSE54084, MOUSE54083, MOUSE53738, MOUSE53736, MOUSE53737
OG0001724	APOSC_17946	MOUSE52103, MOUSE52104, MOUSE52099, MOUSE52101, MOUSE52102, MOUSE52100
OG0001725	APOSC_21122, APOSC_21121	MOUSE03387, MOUSE00803, MOUSE00802, MOUSE36700, MOUSE36701
OG0001726	APOSC_03226	MOUSE18723, MOUSE07228
OG0001726	APOSC_14481	MOUSE03445, MOUSE03448, MOUSE36746, MOUSE36745
OG0001727	APOSC_18118	MOUSE42676, MOUSE42672, MOUSE42671, MOUSE07041, MOUSE07040, MOUSE18673, MOUSE18674, MOUSE18672
OG0001728	APOSC_21719	MOUSE51318, MOUSE51319, MOUSE51320, MOUSE51317, MOUSE19476, MOUSE19477
OG0001729	APOSC_16535	MOUSE06905, MOUSE06904, MOUSE52860, MOUSE52861, MOUSE52862
OG0001730	APOSC_18068, APOSC_18069	MOUSE33438, MOUSE33440, MOUSE33439, MOUSE33441, MOUSE33442, MOUSE33436, MOUSE33437, MOUSE48659, MOUSE48658, MOUSE48657
OG0001731	APOSC_12384	MOUSE17256, MOUSE17255, MOUSE17254, MOUSE01923, MOUSE01922, MOUSE01937, MOUSE01935, MOUSE01936, MOUSE01920, MOUSE01925, MOUSE01924, MOUSE01926, MOUSE01932, MOUSE01918, MOUSE01919, MOUSE01916, MOUSE01913, MOUSE01930, MOUSE01929, MOUSE01921, MOUSE01931
OG0001732	APOSC_07953	MOUSE52279, MOUSE47617, MOUSE47618, MOUSE47614, MOUSE47613, MOUSE52281, MOUSE52276, MOUSE52275, MOUSE52283, MOUSE52277, MOUSE52274, MOUSE52282
OG0001733	APOSC_23430, APOSC_24440, APOSC_23429	MOUSE40420, MOUSE40422, MOUSE40416, MOUSE40419, MOUSE40417
OG0001735	APOSC_28608	MOUSE26398, MOUSE05814, MOUSE05817, MOUSE05816, MOUSE05820, MOUSE05815
OG0001736	APOSC_19300	MOUSE49479, MOUSE19922, MOUSE19924, MOUSE19923
OG0001737	APOSC_05684	MOUSE16290, MOUSE00219
OG0001738	APOSC_01320	MOUSE46957, MOUSE46955, MOUSE46956, MOUSE01783, MOUSE01781, MOUSE01782
OG0001739	APOSC_04485	MOUSE02157, MOUSE02158, MOUSE02159, MOUSE02156, MOUSE47272, MOUSE47271, MOUSE47270
OG0001740	APOSC_10598	MOUSE17262, MOUSE17261, MOUSE45832, MOUSE45831, MOUSE45833, MOUSE14323, MOUSE14320, MOUSE14322, MOUSE14321
OG0001743	APOSC_24356	MOUSE25554, MOUSE25555, MOUSE25557, MOUSE25556, MOUSE25558
OG0001744	APOSC_15916	MOUSE35574, MOUSE22555, MOUSE14641
OG0001746	APOSC_21933	MOUSE45899, MOUSE45897, MOUSE14340
OG0001747	APOSC_26846	MOUSE22754, MOUSE24096, MOUSE24098, MOUSE24097
OG0001748	APOSC_01934	MOUSE21025, MOUSE21019, MOUSE21026, MOUSE21023, MOUSE21024, MOUSE21022, MOUSE21018, MOUSE21017, MOUSE21020, MOUSE21021, MOUSE12796, MOUSE12797, MOUSE12795
OG0001752	APOSC_04409, APOSC_04410	MOUSE18451, MOUSE18449, MOUSE18452, MOUSE18448, MOUSE18444, MOUSE51870, MOUSE51869, MOUSE51867, MOUSE51868
OG0001754	APOSC_02170	MOUSE52153, MOUSE52154, MOUSE45003, MOUSE19781
OG0001755	APOSC_20267	MOUSE27182, MOUSE27181, MOUSE27180
OG0001755	APOSC_01191	MOUSE51232
OG0001756	APOSC_02548	MOUSE21187
OG0001756	APOSC_08277	MOUSE47775, MOUSE47774
OG0001757	APOSC_19638, APOSC_19639, APOSC_19637	MOUSE24680, MOUSE24681, MOUSE24679, MOUSE24682, MOUSE07139, MOUSE07138, MOUSE07153, MOUSE07152, MOUSE07145, MOUSE07146, MOUSE07151, MOUSE07142, MOUSE07140, MOUSE07149, MOUSE07141, MOUSE07150, MOUSE07148, MOUSE07154, MOUSE07147, MOUSE07143, MOUSE07144
OG0001758	APOSC_09164, APOSC_17525	MOUSE04665, MOUSE04666, MOUSE04668, MOUSE04664, MOUSE04667
OG0001759	APOSC_12532	MOUSE32537, MOUSE36569, MOUSE36568
OG0001760	APOSC_18230, APOSC_18231, APOSC_26933	MOUSE02270, MOUSE02276, MOUSE02272, MOUSE02273, MOUSE02275, MOUSE02271, MOUSE02269, MOUSE02268, MOUSE02274, MOUSE02279, MOUSE02277, MOUSE02280, MOUSE02278
OG0001768	APOSC_09186	MOUSE51640
OG0001768	APOSC_17892	MOUSE19454, MOUSE03095, MOUSE18421
OG0001769	APOSC_25926	MOUSE21351, MOUSE21353, MOUSE21352
OG0001769	APOSC_03841	MOUSE07446, MOUSE07447, MOUSE07444
OG0001770	APOSC_21836, APOSC_21835	MOUSE21951, MOUSE21948, MOUSE54992, MOUSE03364, MOUSE03365, MOUSE48766, MOUSE48765
OG0001772	APOSC_23516, APOSC_23515	MOUSE24688, MOUSE24687, MOUSE08074
OG0001774	APOSC_20306	MOUSE27852
OG0001774	APOSC_14597	MOUSE54272, MOUSE44450
OG0001775	APOSC_26681, APOSC_26577	MOUSE01603
OG0001778	APOSC_15463, APOSC_15462	MOUSE12294, MOUSE12291, MOUSE12290, MOUSE12287, MOUSE12285, MOUSE12286, MOUSE12289, MOUSE12288, MOUSE12292, MOUSE12295
OG0001780	APOSC_18675	MOUSE15319, MOUSE15316, MOUSE15317, MOUSE15318
OG0001781	APOSC_12405	MOUSE05639, MOUSE05640
OG0001781	APOSC_25815	MOUSE17844
OG0001782	APOSC_24182	MOUSE18513, MOUSE18512
OG0001782	APOSC_15653	MOUSE10999, MOUSE10996, MOUSE10997, MOUSE10998, MOUSE10995
OG0001783	APOSC_07401	MOUSE16905, MOUSE16907, MOUSE16901, MOUSE16906, MOUSE16908
OG0001785	APOSC_05920	MOUSE13134
OG0001787	APOSC_00374	MOUSE16363, MOUSE16364, MOUSE18093, MOUSE18092, MOUSE34354, MOUSE34355, MOUSE34353
OG0001788	APOSC_12912	MOUSE06638, MOUSE06640, MOUSE06641, MOUSE06639
OG0001789	APOSC_28424, APOSC_28423	MOUSE37319, MOUSE04625, MOUSE04624, MOUSE04626, MOUSE04627, MOUSE04628, MOUSE04622, MOUSE04629, MOUSE04632, MOUSE04633, MOUSE04634, MOUSE04636, MOUSE04630, MOUSE04635
OG0001790	APOSC_02096	MOUSE43088, MOUSE43089
OG0001792	APOSC_04470	MOUSE25538
OG0001792	APOSC_10659	MOUSE48452, MOUSE48453
OG0001793	APOSC_11265	MOUSE53160
OG0001793	APOSC_12986, APOSC_12985	MOUSE50653
OG0001798	APOSC_22877, APOSC_16632	MOUSE01640, MOUSE01643, MOUSE01641, MOUSE01642, MOUSE51381, MOUSE51383, MOUSE51384
OG0001799	APOSC_18784	MOUSE04333, MOUSE04334, MOUSE37887, MOUSE37886, MOUSE37885, MOUSE20014
OG0001800	APOSC_07734	MOUSE40725, MOUSE40724, MOUSE23456, MOUSE01755
OG0001801	APOSC_13558	MOUSE31116, MOUSE31118, MOUSE45815, MOUSE45814, MOUSE39454, MOUSE39455, MOUSE31002, MOUSE31001, MOUSE31117
OG0001802	APOSC_09334	MOUSE14990, MOUSE14992, MOUSE14991, MOUSE14993
OG0001803	APOSC_06963, APOSC_23320	MOUSE40588, MOUSE40590, MOUSE40589, MOUSE40587, MOUSE36891, MOUSE36892, MOUSE11476, MOUSE11483
OG0001804	APOSC_17841	MOUSE04574, MOUSE04572, MOUSE04571, MOUSE04570, MOUSE04575, MOUSE04573, MOUSE01050, MOUSE01051, MOUSE01049
OG0001805	APOSC_14981	MOUSE02149, MOUSE44430, MOUSE44431, MOUSE02150
OG0001806	APOSC_02173	MOUSE39241, MOUSE39238, MOUSE39239, MOUSE39237, MOUSE39246, MOUSE39242, MOUSE31161, MOUSE39240, MOUSE28357, MOUSE39247, MOUSE39248, MOUSE39245, MOUSE31163, MOUSE31162
OG0001807	APOSC_17157, APOSC_17156	MOUSE05508
OG0001808	APOSC_21460	MOUSE37157, MOUSE37153, MOUSE37152, MOUSE37156, MOUSE33210, MOUSE33212, MOUSE33214, MOUSE33211, MOUSE33213
OG0001809	APOSC_18192	MOUSE23989, MOUSE23990, MOUSE23988, MOUSE23992
OG0001810	APOSC_01275, APOSC_17059	MOUSE38994, MOUSE38992, MOUSE38989, MOUSE38997, MOUSE38996, MOUSE38991, MOUSE38990, MOUSE22263, MOUSE22262, MOUSE38995, MOUSE38993
OG0001812	APOSC_02813, APOSC_20651, APOSC_20650, APOSC_17159, APOSC_17160, APOSC_08109	MOUSE50710, MOUSE50707, MOUSE50709, MOUSE50706, MOUSE50708
OG0001813	APOSC_04662	MOUSE48555, MOUSE48552, MOUSE48556, MOUSE10387, MOUSE10388, MOUSE27588, MOUSE27589
OG0001814	APOSC_06810	MOUSE05495, MOUSE05496, MOUSE05498, MOUSE05497, MOUSE39915, MOUSE39914, MOUSE39918
OG0001816	APOSC_20034, APOSC_13559	MOUSE10461, MOUSE10460, MOUSE10462, MOUSE10463
OG0001817	APOSC_02897	MOUSE46237, MOUSE46235, MOUSE42290, MOUSE42292, MOUSE42291, MOUSE42293, MOUSE42294
OG0001818	APOSC_28601, APOSC_28600, APOSC_28602, APOSC_18594	MOUSE08126, MOUSE18122
OG0001819	APOSC_10403	MOUSE02896, MOUSE02893, MOUSE02895, MOUSE02894, MOUSE02892, MOUSE26225, MOUSE26224, MOUSE26223
OG0001820	APOSC_05874	MOUSE39944, MOUSE39979, MOUSE39980, MOUSE00899, MOUSE00900
OG0001821	APOSC_23412, APOSC_15833, APOSC_06619, APOSC_05524	MOUSE14101, MOUSE14102
OG0001822	APOSC_02285	MOUSE14303, MOUSE14304, MOUSE14305
OG0001823	APOSC_21506	MOUSE32903, MOUSE32902, MOUSE32901
OG0001825	APOSC_10436	MOUSE21706, MOUSE13716, MOUSE21707, MOUSE21713, MOUSE21708, MOUSE21710, MOUSE21712, MOUSE21709, MOUSE21711
OG0001826	APOSC_12940	MOUSE22679, MOUSE22677, MOUSE22678, MOUSE55040, MOUSE55041
OG0001827	APOSC_01013	MOUSE25615, MOUSE25620, MOUSE25619, MOUSE25616, MOUSE25617, MOUSE25618, MOUSE25622, MOUSE25621, MOUSE25623
OG0001829	APOSC_07372	MOUSE49227, MOUSE49228, MOUSE49681, MOUSE49682, MOUSE49683
OG0001830	APOSC_05587	MOUSE18946, MOUSE06747, MOUSE06746, MOUSE06745
OG0001831	APOSC_23596	MOUSE17110, MOUSE17114, MOUSE04759, MOUSE04760, MOUSE04757, MOUSE04758, MOUSE04761
OG0001832	APOSC_14000	MOUSE25462, MOUSE25464, MOUSE25463
OG0001834	APOSC_01951	MOUSE22290, MOUSE22293, MOUSE22291, MOUSE22292, MOUSE22289, MOUSE25146
OG0001846	APOSC_12218	MOUSE28184, MOUSE06622, MOUSE06623, MOUSE28185
OG0001848	APOSC_13758	MOUSE18885
OG0001848	APOSC_27924	MOUSE20448
OG0001849	APOSC_13748	MOUSE02565, MOUSE02564, MOUSE20738, MOUSE02566
OG0001851	APOSC_16345, APOSC_26158, APOSC_16346, APOSC_26159, APOSC_18047	MOUSE52487, MOUSE52484, MOUSE52485, MOUSE52489
