Orthogroup	APOSC_ok	CAPO3
OG0002574	APOSC_18559, APOSC_14927	CAPO307488
OG0002587	APOSC_02565	CAPO300512
OG0002589	APOSC_12014, APOSC_16627	CAPO302447
OG0002592	APOSC_25420	CAPO300278
OG0002594	APOSC_20282	CAPO304177
OG0002598	APOSC_00806	CAPO300566
OG0002599	APOSC_22493	CAPO303706
OG0002600	APOSC_22675, APOSC_20439, APOSC_20440	CAPO305861
OG0002601	APOSC_18205, APOSC_18206	CAPO300675
OG0002602	APOSC_04836	CAPO303637
OG0002603	APOSC_23396, APOSC_01902, APOSC_23451	CAPO302609
OG0002605	APOSC_03297, APOSC_03298	CAPO303522
OG0002608	APOSC_19157, APOSC_19158, APOSC_19156	CAPO303192
OG0002609	APOSC_09800	CAPO304999
OG0002610	APOSC_14574	CAPO307043
OG0002611	APOSC_17218	CAPO302425
OG0002612	APOSC_00532, APOSC_25869	CAPO306114
OG0002617	APOSC_17874	CAPO307606
OG0002618	APOSC_15078	CAPO307902
OG0002620	APOSC_07640	CAPO300598
OG0002621	APOSC_16138	CAPO305708, CAPO305709, CAPO305858
OG0002624	APOSC_26724	CAPO307642
OG0002629	APOSC_28514	CAPO306781
OG0002630	APOSC_09827, APOSC_19949, APOSC_08074, APOSC_12011, APOSC_08075, APOSC_02864	CAPO300618
OG0002631	APOSC_21107, APOSC_21104, APOSC_21106, APOSC_21105, APOSC_17124	CAPO302228
OG0002632	APOSC_11736, APOSC_11737	CAPO301605
OG0002633	APOSC_07809	CAPO301845
OG0002634	APOSC_03369, APOSC_15023	CAPO303763
OG0002636	APOSC_20531	CAPO302443
OG0002638	APOSC_22253	CAPO302461, CAPO301720
OG0002642	APOSC_12891	CAPO302887
OG0002643	APOSC_17590, APOSC_27275, APOSC_02359	CAPO305403
OG0002644	APOSC_09983	CAPO300686
OG0002645	APOSC_20192, APOSC_14467	CAPO302012
OG0002646	APOSC_09824	CAPO300302
OG0002651	APOSC_05783	CAPO307502
OG0002652	APOSC_02334, APOSC_02332, APOSC_02331	CAPO305413
OG0002656	APOSC_28100	CAPO301386
OG0002657	APOSC_11623	CAPO301921
OG0002659	APOSC_14721	CAPO302308
OG0002661	APOSC_06900	CAPO300165
OG0002662	APOSC_10175	CAPO307949
OG0002663	APOSC_02672, APOSC_02673	CAPO308163
OG0002665	APOSC_11029	CAPO307055
OG0002666	APOSC_16626	CAPO308350
OG0002668	APOSC_14298	CAPO301754
OG0002669	APOSC_12159	CAPO301762
OG0002672	APOSC_09347	CAPO307527
OG0002677	APOSC_13230, APOSC_13231	CAPO303005
OG0002682	APOSC_20017	CAPO301064
OG0002705	APOSC_27917	CAPO303959
OG0002706	APOSC_22607, APOSC_25180	CAPO306125
OG0002708	APOSC_09889	CAPO306708
OG0002710	APOSC_04881, APOSC_16276	CAPO301641
OG0002713	APOSC_03071	CAPO306909
OG0002715	APOSC_07749	CAPO303783
OG0002716	APOSC_07686, APOSC_07685, APOSC_22741, APOSC_22740, APOSC_06724	CAPO302306
OG0002717	APOSC_26112	CAPO307873
OG0002718	APOSC_17928	CAPO306705
OG0002720	APOSC_27936, APOSC_01575, APOSC_25207, APOSC_01930, APOSC_01574	CAPO304077
OG0002722	APOSC_24653	CAPO300697
OG0002728	APOSC_24881, APOSC_24880	CAPO304582
OG0002730	APOSC_20847	CAPO300185
OG0002731	APOSC_28934, APOSC_14116	CAPO304916
OG0002732	APOSC_19832	CAPO305751
OG0002736	APOSC_27169	CAPO302364
OG0002739	APOSC_21522	CAPO303462
OG0002740	APOSC_21986	CAPO303044
OG0002741	APOSC_10646	CAPO305001
OG0002743	APOSC_08187, APOSC_09455, APOSC_20408	CAPO305659
OG0002744	APOSC_09101	CAPO307532
OG0002745	APOSC_11793	CAPO302960
OG0002746	APOSC_01643, APOSC_01382, APOSC_01381, APOSC_13976, APOSC_02478, APOSC_20032	CAPO301404
OG0002747	APOSC_09247, APOSC_09246	CAPO308121
OG0002749	APOSC_19739	CAPO305516
OG0002750	APOSC_07858	CAPO305820
OG0002751	APOSC_25172, APOSC_25173, APOSC_01746, APOSC_25171	CAPO300590
OG0002752	APOSC_17025	CAPO306571
OG0002753	APOSC_14782, APOSC_01613	CAPO301419
OG0002755	APOSC_24331	CAPO303504
OG0002756	APOSC_00629	CAPO302206
OG0002757	APOSC_09196	CAPO301022
OG0002758	APOSC_28557	CAPO302892, CAPO307678
OG0002760	APOSC_17017, APOSC_22654	CAPO306120
OG0002764	APOSC_23722	CAPO300451
OG0002765	APOSC_10719	CAPO307679
OG0002766	APOSC_18534, APOSC_18533, APOSC_13710	CAPO300475
OG0002767	APOSC_01558	CAPO302818
OG0002770	APOSC_13152	CAPO300723
OG0002771	APOSC_12088	CAPO307480
OG0002772	APOSC_11776	CAPO301657
OG0002773	APOSC_24444, APOSC_24443	CAPO300783
OG0002774	APOSC_16611	CAPO301900
OG0002776	APOSC_24108	CAPO300785
OG0002777	APOSC_16570	CAPO303340
OG0002779	APOSC_28697, APOSC_19867	CAPO306710
OG0002780	APOSC_04352, APOSC_04353	CAPO306806
OG0002782	APOSC_25249	CAPO301842
OG0002785	APOSC_21543, APOSC_16317, APOSC_23539, APOSC_09069	CAPO300520
OG0002787	APOSC_14075	CAPO307667
OG0002788	APOSC_24414	CAPO304831
OG0002788	APOSC_23286	CAPO301156, CAPO301818
OG0002790	APOSC_07992	CAPO302263
OG0002799	APOSC_29104	CAPO301814
OG0002814	APOSC_26640	CAPO300792
OG0002815	APOSC_24991	CAPO305247
OG0002816	APOSC_11034	CAPO300822
OG0002817	APOSC_12557	CAPO305631
OG0002818	APOSC_10685, APOSC_09235	CAPO300344
OG0002821	APOSC_25492, APOSC_24189	CAPO300805, CAPO300806
OG0002822	APOSC_23953	CAPO300505
OG0002824	APOSC_02684	CAPO304804
OG0002825	APOSC_14629	CAPO303958
OG0002826	APOSC_04412	CAPO305161
OG0002827	APOSC_15572, APOSC_15573	CAPO302357
OG0002828	APOSC_15533	CAPO302033
OG0002831	APOSC_07320	CAPO303454
OG0002833	APOSC_06494	CAPO302961
OG0002835	APOSC_05721	CAPO306542
OG0002836	APOSC_25241, APOSC_27522, APOSC_27523, APOSC_00821	CAPO301463
OG0002837	APOSC_16955	CAPO304096
OG0002838	APOSC_11775	CAPO305478
OG0002839	APOSC_10256, APOSC_10257	CAPO302420
OG0002841	APOSC_00708	CAPO302293
OG0002842	APOSC_00373	CAPO300353
OG0002843	APOSC_02228	CAPO300339
OG0002844	APOSC_05859	CAPO306381, CAPO305443
OG0002845	APOSC_17164	CAPO305717
OG0002847	APOSC_09996	CAPO307024
OG0002848	APOSC_14968, APOSC_14967, APOSC_14969	CAPO306888
OG0002850	APOSC_22244	CAPO305439
OG0002851	APOSC_09073	CAPO304239
OG0002855	APOSC_00431, APOSC_00429	CAPO304751
OG0002855	APOSC_00430	CAPO304752
OG0002858	APOSC_18350	CAPO302020
OG0002860	APOSC_00796	CAPO304305
OG0002864	APOSC_27734	CAPO303007
OG0002865	APOSC_18609, APOSC_12512	CAPO302058
OG0002866	APOSC_13836	CAPO307089
OG0002868	APOSC_05918	CAPO307730
OG0002870	APOSC_25556, APOSC_25555	CAPO303935
OG0002873	APOSC_00132	CAPO302439
OG0002875	APOSC_26951	CAPO302434
OG0002876	APOSC_27500	CAPO302622
OG0002877	APOSC_07709, APOSC_07710	CAPO303139
OG0002878	APOSC_01405	CAPO304014
OG0002884	APOSC_05083	CAPO306804
OG0002888	APOSC_08552	CAPO302979
OG0002890	APOSC_08457, APOSC_08458	CAPO307147
OG0002891	APOSC_00377	CAPO305115
OG0002893	APOSC_14877	CAPO304576
OG0002894	APOSC_28201	CAPO307506
OG0002895	APOSC_12290	CAPO306767, CAPO303745
OG0002896	APOSC_05971	CAPO301218
OG0002897	APOSC_09117	CAPO306671
OG0002899	APOSC_05842, APOSC_05841	CAPO306014
OG0002900	APOSC_23969	CAPO303795
OG0002902	APOSC_20725, APOSC_10237	CAPO300125
OG0002907	APOSC_22192, APOSC_12383	CAPO303347
OG0002908	APOSC_14398, APOSC_14397, APOSC_07687	CAPO301293
OG0002909	APOSC_20987	CAPO302801
OG0002911	APOSC_12797	CAPO306312
OG0002913	APOSC_26944	CAPO307505
OG0002914	APOSC_12165	CAPO304158
OG0002915	APOSC_11969	CAPO307623
OG0002916	APOSC_15928	CAPO307991
OG0002917	APOSC_07469	CAPO304597
OG0002921	APOSC_23354, APOSC_22673, APOSC_22672	CAPO307445
OG0002922	APOSC_16651	CAPO305731
OG0002923	APOSC_20511	CAPO307207
OG0002926	APOSC_23693, APOSC_27537	CAPO301908
OG0002927	APOSC_25752, APOSC_25753	CAPO307647
OG0002944	APOSC_27841	CAPO306630
OG0002945	APOSC_15467	CAPO307786
OG0002947	APOSC_02093, APOSC_21267	CAPO306510
OG0002948	APOSC_23040	CAPO303072
OG0002949	APOSC_17385, APOSC_05632, APOSC_26810, APOSC_01185, APOSC_05631	CAPO305527, CAPO304499
OG0002950	APOSC_23891, APOSC_19152	CAPO302322
OG0002952	APOSC_22189	CAPO304062, CAPO304063
OG0002953	APOSC_27639	CAPO305937
OG0002954	APOSC_25479	CAPO303510
OG0002955	APOSC_19247	CAPO305617
OG0002957	APOSC_03768	CAPO303846
OG0002959	APOSC_09873	CAPO305557
OG0002960	APOSC_22624	CAPO301301
OG0002961	APOSC_26331	CAPO306313
OG0002962	APOSC_14442	CAPO302937
OG0002965	APOSC_12121	CAPO304902
OG0002968	APOSC_16857	CAPO306161
OG0002969	APOSC_17593	CAPO301408
OG0002973	APOSC_00706	CAPO301405
OG0002974	APOSC_17672	CAPO300358
OG0002976	APOSC_17178	CAPO304649
OG0002977	APOSC_12506	CAPO306762
OG0002979	APOSC_05504	CAPO300623
OG0002981	APOSC_11454	CAPO305421
OG0002982	APOSC_22057, APOSC_11183	CAPO306469
OG0002983	APOSC_00475	CAPO302346
OG0002985	APOSC_16485, APOSC_25787	CAPO300589
OG0002987	APOSC_00262	CAPO306603
OG0002988	APOSC_19127	CAPO300003
OG0002990	APOSC_18634	CAPO304869
OG0002991	APOSC_00644	CAPO300778
OG0002992	APOSC_18213	CAPO307180
OG0002994	APOSC_05406, APOSC_16860, APOSC_16861	CAPO307303
OG0002997	APOSC_05385, APOSC_28117	CAPO307685
OG0002998	APOSC_03400, APOSC_03401	CAPO302958
OG0003001	APOSC_00996	CAPO302423
OG0003002	APOSC_19523	CAPO304848
OG0003004	APOSC_08593	CAPO304489
OG0003005	APOSC_07671, APOSC_07672, APOSC_07670	CAPO302452, CAPO300516
OG0003006	APOSC_16110, APOSC_03888	CAPO302605
OG0003010	APOSC_20924	CAPO303642
OG0003012	APOSC_18752	CAPO302272
OG0003014	APOSC_11312, APOSC_14856	CAPO304419
OG0003016	APOSC_28670	CAPO301025
OG0003017	APOSC_03453	CAPO303755
OG0003018	APOSC_13408	CAPO301697
OG0003019	APOSC_17944	CAPO302687
OG0003019	APOSC_26713	CAPO307689
OG0003020	APOSC_22069, APOSC_20556, APOSC_09981, APOSC_09980	CAPO306543, CAPO306821
OG0003022	APOSC_19546	CAPO308155
OG0003024	APOSC_26827, APOSC_11864, APOSC_01392	CAPO300933
OG0003025	APOSC_02939	CAPO306077
OG0003026	APOSC_12672	CAPO304742
OG0003027	APOSC_07655	CAPO302145
OG0003028	APOSC_06065	CAPO307794
OG0003029	APOSC_14789, APOSC_14788	CAPO301992
OG0003030	APOSC_24949	CAPO304737
OG0003033	APOSC_04771, APOSC_11904, APOSC_27595, APOSC_07949, APOSC_07950, APOSC_07581	CAPO300181
OG0003034	APOSC_16344, APOSC_16343	CAPO300214, CAPO307271
OG0003037	APOSC_22705, APOSC_19926	CAPO305626
OG0003038	APOSC_26879	CAPO300861
OG0003041	APOSC_21798	CAPO306033
OG0003042	APOSC_10393	CAPO301480
OG0003043	APOSC_03354, APOSC_08111	CAPO304921
OG0003044	APOSC_25910	CAPO300082
OG0003046	APOSC_17607, APOSC_17609, APOSC_17608	CAPO302851
OG0003048	APOSC_22307	CAPO300169
OG0003049	APOSC_03139, APOSC_03138	CAPO300501, CAPO307086, CAPO305726
OG0003053	APOSC_04553	CAPO305034
OG0003054	APOSC_08597	CAPO305605
OG0003055	APOSC_26490, APOSC_26931, APOSC_26930	CAPO307832
OG0003056	APOSC_11755, APOSC_11440	CAPO300334
OG0003058	APOSC_21910	CAPO305219
OG0003059	APOSC_15210, APOSC_10780	CAPO307928
OG0003060	APOSC_27498, APOSC_27497	CAPO300265
OG0003063	APOSC_15552	CAPO306091
OG0003064	APOSC_15563	CAPO303600
OG0003065	APOSC_08533	CAPO305486
OG0003067	APOSC_04561	CAPO301062
OG0003072	APOSC_18527	CAPO300719
OG0003073	APOSC_10886, APOSC_10467	CAPO300571
OG0003074	APOSC_01865	CAPO305232
OG0003079	APOSC_22913	CAPO303732
OG0003103	APOSC_22471	CAPO300058
OG0003104	APOSC_18853	CAPO300208
OG0003106	APOSC_22756	CAPO300222
OG0003107	APOSC_19938, APOSC_13572, APOSC_13571, APOSC_24099	CAPO305408
OG0003108	APOSC_20208	CAPO307100
OG0003110	APOSC_05797, APOSC_07102, APOSC_08763, APOSC_23414, APOSC_10505, APOSC_11675, APOSC_19204, APOSC_00185, APOSC_08972, APOSC_17813, APOSC_11676, APOSC_13379	CAPO302380
OG0003111	APOSC_28438, APOSC_07657, APOSC_11211	CAPO305398
OG0003112	APOSC_08326	CAPO305044
OG0003113	APOSC_15247	CAPO303380
OG0003114	APOSC_08728, APOSC_12830	CAPO305811
OG0003115	APOSC_05210	CAPO305328
OG0003116	APOSC_03941, APOSC_13580	CAPO304220
OG0003119	APOSC_27843	CAPO301756
OG0003120	APOSC_14132, APOSC_04419, APOSC_04418, APOSC_09965	CAPO301313
OG0003121	APOSC_14507	CAPO300078
OG0003122	APOSC_12979	CAPO305152
OG0003124	APOSC_05453, APOSC_12293, APOSC_07349, APOSC_07348	CAPO307110
OG0003125	APOSC_16703	CAPO308199
OG0003128	APOSC_07324	CAPO300639
OG0003130	APOSC_21592	CAPO308112
OG0003131	APOSC_22048, APOSC_06347, APOSC_12050, APOSC_16974, APOSC_16916, APOSC_16973, APOSC_03813, APOSC_10577	CAPO301104
OG0003135	APOSC_10627, APOSC_19629	CAPO304970
OG0003136	APOSC_03102	CAPO303233
OG0003138	APOSC_19584, APOSC_11696, APOSC_20418	CAPO307798
OG0003141	APOSC_23843, APOSC_23842	CAPO300915
OG0003144	APOSC_16927, APOSC_16926	CAPO304802
OG0003145	APOSC_08126, APOSC_10484, APOSC_10319, APOSC_20874	CAPO301669
OG0003146	APOSC_07075	CAPO304953
OG0003147	APOSC_18397	CAPO305754
OG0003149	APOSC_14351, APOSC_15734	CAPO303321
OG0003150	APOSC_07694	CAPO304553
OG0003151	APOSC_16617	CAPO302311
OG0003152	APOSC_22513	CAPO306395
OG0003153	APOSC_26183	CAPO305242
OG0003154	APOSC_06994	CAPO308152
OG0003157	APOSC_12815	CAPO300659
OG0003158	APOSC_00782	CAPO304754
OG0003159	APOSC_07797	CAPO307514
OG0003160	APOSC_27572	CAPO305734
OG0003161	APOSC_28138	CAPO307952, CAPO307190, CAPO305141
OG0003162	APOSC_02911, APOSC_02912	CAPO303406
OG0003163	APOSC_03590	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	APOSC_27781	CAPO302879
OG0003165	APOSC_27104	CAPO302597
OG0003166	APOSC_03403	CAPO306562
OG0003169	APOSC_20189	CAPO302137
OG0003172	APOSC_05273	CAPO306984
OG0003174	APOSC_05372	CAPO306817
OG0003175	APOSC_19430	CAPO306274
OG0003176	APOSC_04154	CAPO307890
OG0003177	APOSC_27339	CAPO305441
OG0003178	APOSC_23982	CAPO303283
OG0003179	APOSC_10676	CAPO300801
OG0003181	APOSC_25121	CAPO304354
OG0003182	APOSC_25417	CAPO308003
OG0003184	APOSC_10064	CAPO303123
OG0003185	APOSC_17234	CAPO301951
OG0003187	APOSC_28348, APOSC_06145, APOSC_06146	CAPO303479
OG0003189	APOSC_13962, APOSC_14718	CAPO303157
OG0003190	APOSC_09818	CAPO303910
OG0003191	APOSC_21528, APOSC_28691	CAPO306279
OG0003192	APOSC_15341	CAPO301014
OG0003193	APOSC_05846	CAPO301211
OG0003194	APOSC_21816	CAPO301882
OG0003196	APOSC_00552	CAPO306231
OG0003197	APOSC_07667	CAPO307855
OG0003198	APOSC_27357, APOSC_27358	CAPO304417
OG0003199	APOSC_20188	CAPO305890
OG0003200	APOSC_27847	CAPO301026
OG0003202	APOSC_27051	CAPO307016
OG0003203	APOSC_00928, APOSC_00929	CAPO305085
OG0003206	APOSC_00694, APOSC_00693	CAPO306250
OG0003207	APOSC_24531, APOSC_20290	CAPO301521
OG0003210	APOSC_17493	CAPO303247
OG0003211	APOSC_19199, APOSC_19198, APOSC_19196, APOSC_19197	CAPO307771
OG0003212	APOSC_29099	CAPO300076
OG0003214	APOSC_18366	CAPO305438
OG0003215	APOSC_16838, APOSC_16839	CAPO305646
OG0003217	APOSC_13005	CAPO304366
OG0003218	APOSC_15489	CAPO308113
OG0003220	APOSC_10137	CAPO304799
OG0003221	APOSC_10483, APOSC_21165	CAPO300283
OG0003223	APOSC_03309	CAPO307650
OG0003225	APOSC_07724, APOSC_01072, APOSC_05344	CAPO303179
OG0003227	APOSC_14106	CAPO306597
OG0003228	APOSC_12201	CAPO305495
OG0003230	APOSC_16300	CAPO301507
OG0003231	APOSC_23792	CAPO301890
OG0003235	APOSC_02018, APOSC_02019	CAPO301047
OG0003238	APOSC_06592	CAPO305586
OG0003240	APOSC_12525, APOSC_19551	CAPO303081
OG0003251	APOSC_01087, APOSC_20351	CAPO307251
OG0003252	APOSC_22505, APOSC_18332	CAPO305303
OG0003254	APOSC_25008	CAPO307938
OG0003255	APOSC_13275, APOSC_13276	CAPO301338
OG0003257	APOSC_01324	CAPO303231
OG0003263	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065, APOSC_13158, APOSC_00448, APOSC_10954, APOSC_09315	CAPO303458
OG0003264	APOSC_10052	CAPO306409
OG0003266	APOSC_02901	CAPO303168
OG0003267	APOSC_05198, APOSC_15562	CAPO300914
OG0003268	APOSC_18926	CAPO301821
OG0003269	APOSC_01010	CAPO304139
OG0003272	APOSC_11506	CAPO300665
OG0003273	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131, APOSC_08864, APOSC_00882	CAPO307851
OG0003277	APOSC_19318	CAPO306142
OG0003278	APOSC_10882, APOSC_03019, APOSC_03018	CAPO306634
OG0003279	APOSC_03598	CAPO306251
OG0003282	APOSC_22425, APOSC_22426	CAPO305239
OG0003283	APOSC_05350	CAPO304400
OG0003284	APOSC_08125	CAPO302648
OG0003287	APOSC_11817, APOSC_11816	CAPO306546
OG0003288	APOSC_08027, APOSC_08028	CAPO307866
OG0003290	APOSC_22357	CAPO307662, CAPO300441
OG0003291	APOSC_19509	CAPO306657
OG0003293	APOSC_18462	CAPO300956
OG0003294	APOSC_08073, APOSC_03218	CAPO303988
OG0003296	APOSC_07542, APOSC_20409, APOSC_13951	CAPO301282
OG0003297	APOSC_19537	CAPO307941
OG0003298	APOSC_05046, APOSC_05047	CAPO306456
OG0003300	APOSC_17961, APOSC_10134, APOSC_10022, APOSC_12616	CAPO307904
OG0003301	APOSC_20684	CAPO300201
OG0003302	APOSC_20273, APOSC_02476, APOSC_03947, APOSC_22845, APOSC_17191, APOSC_16365, APOSC_16978, APOSC_02616, APOSC_11566	CAPO303848
OG0003303	APOSC_18665	CAPO304414
OG0003306	APOSC_13804	CAPO303291
OG0003309	APOSC_07262, APOSC_04916	CAPO301499
OG0003315	APOSC_28652	CAPO301649
OG0003316	APOSC_24704	CAPO300235
OG0003317	APOSC_27860	CAPO304285
OG0003318	APOSC_06088	CAPO302830
OG0003320	APOSC_18916	CAPO303640
OG0003323	APOSC_10997, APOSC_19153	CAPO304122
OG0003324	APOSC_15048, APOSC_06758	CAPO308312
OG0003325	APOSC_20628, APOSC_10382, APOSC_05788	CAPO300972, CAPO304961
OG0003326	APOSC_05346	CAPO308259
OG0003331	APOSC_14662	CAPO303947
OG0003332	APOSC_06501	CAPO307894
OG0003333	APOSC_20676, APOSC_20675	CAPO307836
OG0003334	APOSC_09239	CAPO305710
OG0003335	APOSC_22973, APOSC_26808, APOSC_25100	CAPO302255
OG0003340	APOSC_00595	CAPO305389
OG0003341	APOSC_08089	CAPO301683
OG0003345	APOSC_05069	CAPO302682
OG0003348	APOSC_25980	CAPO308059, CAPO308052
OG0003349	APOSC_12458	CAPO300780
OG0003353	APOSC_04886, APOSC_04887	CAPO304897
OG0003354	APOSC_02148	CAPO300396
OG0003355	APOSC_23132	CAPO308186
OG0003356	APOSC_06969	CAPO306224
OG0003357	APOSC_19085, APOSC_00799, APOSC_00798, APOSC_00797, APOSC_00800, APOSC_17048	CAPO307953
OG0003358	APOSC_16536	CAPO307281
OG0003359	APOSC_26597, APOSC_26598	CAPO303262, CAPO304527
OG0003360	APOSC_10951, APOSC_10952, APOSC_10953	CAPO301722
OG0003361	APOSC_00516, APOSC_06798	CAPO301802
OG0003362	APOSC_14702	CAPO306572
OG0003364	APOSC_20943, APOSC_20944	CAPO301569
OG0003365	APOSC_14128	CAPO301538
OG0003366	APOSC_22846	CAPO302011
OG0003368	APOSC_23104	CAPO307793
OG0003369	APOSC_17312	CAPO305084
OG0003370	APOSC_27440	CAPO302725
OG0003373	APOSC_10165, APOSC_15730	CAPO301869
OG0003374	APOSC_04421	CAPO305683
OG0003375	APOSC_12301, APOSC_12302, APOSC_16084	CAPO301633, CAPO305837
OG0003376	APOSC_26385	CAPO306560
OG0003377	APOSC_20950, APOSC_06534	CAPO301205
OG0003378	APOSC_14216	CAPO305510
OG0003379	APOSC_15500	CAPO301575
OG0003380	APOSC_06475	CAPO301115
OG0003382	APOSC_14019	CAPO302262
OG0003383	APOSC_25016	CAPO305778
OG0003384	APOSC_09692	CAPO306617
OG0003386	APOSC_08475, APOSC_04892	CAPO300917
OG0003388	APOSC_18890, APOSC_17998	CAPO302657, CAPO304459, CAPO302957
OG0003391	APOSC_07433	CAPO301846
OG0003392	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036	CAPO304278
OG0003393	APOSC_04031, APOSC_10149, APOSC_01176, APOSC_01177, APOSC_16479	CAPO304102
OG0003419	APOSC_24829	CAPO301040
OG0003421	APOSC_20464	CAPO300028
OG0003422	APOSC_08655, APOSC_12687	CAPO300121
OG0003424	APOSC_23765	CAPO307323
OG0003425	APOSC_20861	CAPO304371
OG0003426	APOSC_14543, APOSC_14542	CAPO301532
OG0003428	APOSC_11400	CAPO300586
OG0003429	APOSC_26522, APOSC_02739, APOSC_15613, APOSC_04157, APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273	CAPO307638
OG0003430	APOSC_02277	CAPO305848
OG0003431	APOSC_05302	CAPO308284
OG0003434	APOSC_08572	CAPO303572
OG0003435	APOSC_16233	CAPO300552
OG0003438	APOSC_02097, APOSC_05075	CAPO304548, CAPO305602, CAPO302554
OG0003443	APOSC_21858	CAPO306901, CAPO306924
OG0003447	APOSC_14224	CAPO304621, CAPO305856
OG0003448	APOSC_12959, APOSC_12960, APOSC_13687	CAPO305307
OG0003449	APOSC_17548	CAPO304421
OG0003450	APOSC_01467	CAPO304313
OG0003451	APOSC_14787	CAPO302760
OG0003453	APOSC_24552, APOSC_24553, APOSC_04336	CAPO304718
OG0003454	APOSC_03485	CAPO305798
OG0003455	APOSC_04973	CAPO300221
OG0003456	APOSC_10391	CAPO305023
OG0003457	APOSC_25499	CAPO307022
OG0003458	APOSC_17177	CAPO301287
OG0003459	APOSC_19131	CAPO304210
OG0003461	APOSC_01453, APOSC_09700, APOSC_12570, APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582	CAPO304469
OG0003462	APOSC_12605	CAPO306452
OG0003464	APOSC_02590	CAPO306136
OG0003465	APOSC_17657	CAPO307530
OG0003467	APOSC_08484, APOSC_08485	CAPO306150
OG0003471	APOSC_19480, APOSC_19479	CAPO304216
OG0003475	APOSC_12044	CAPO307501
OG0003476	APOSC_18426, APOSC_18425	CAPO306987
OG0003477	APOSC_28136, APOSC_28137	CAPO308122
OG0003478	APOSC_06956	CAPO300139
OG0003479	APOSC_11579	CAPO302288
OG0003480	APOSC_22791, APOSC_22792	CAPO303582
OG0003483	APOSC_24644	CAPO305509
OG0003486	APOSC_15150	CAPO304249
OG0003487	APOSC_24508	CAPO300925
OG0003489	APOSC_01163	CAPO305291
OG0003491	APOSC_27592	CAPO304911
OG0003492	APOSC_12490	CAPO306303
OG0003493	APOSC_07930	CAPO306533
OG0003497	APOSC_06959	CAPO305660
OG0003498	APOSC_07920	CAPO306898
OG0003499	APOSC_23653	CAPO301160
OG0003500	APOSC_22294, APOSC_22295	CAPO304927
OG0003501	APOSC_23234	CAPO303209
OG0003502	APOSC_18703	CAPO306906
OG0003503	APOSC_02298	CAPO307158
OG0003504	APOSC_12706	CAPO304351
OG0003505	APOSC_27791	CAPO305207
OG0003506	APOSC_20588, APOSC_20589	CAPO302826
OG0003507	APOSC_14632, APOSC_18599	CAPO303307
OG0003508	APOSC_16687	CAPO307911
OG0003509	APOSC_01600	CAPO305689
OG0003511	APOSC_17361	CAPO307348, CAPO308352
OG0003512	APOSC_18044	CAPO303631, CAPO302677, CAPO302168
OG0003515	APOSC_28363	CAPO307211
OG0003518	APOSC_13189	CAPO307641
OG0003519	APOSC_26019, APOSC_26017, APOSC_26018	CAPO307608
OG0003522	APOSC_15737	CAPO306659
OG0003523	APOSC_24946, APOSC_24945	CAPO304976
OG0003525	APOSC_00186, APOSC_13006	CAPO305089
OG0003528	APOSC_25058	CAPO306484
OG0003531	APOSC_06749	CAPO300308
OG0003532	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700	CAPO303744
OG0003533	APOSC_20660	CAPO301327
OG0003537	APOSC_25691, APOSC_25690, APOSC_25688, APOSC_25689	CAPO301555
OG0003538	APOSC_12153, APOSC_21059	CAPO301093
OG0003539	APOSC_28124, APOSC_28123	CAPO300449
OG0003541	APOSC_12528, APOSC_12526, APOSC_12527	CAPO300603
OG0003543	APOSC_20594	CAPO301989
OG0003544	APOSC_15667	CAPO300418
OG0003546	APOSC_23945	CAPO303583
OG0003547	APOSC_28667, APOSC_28666	CAPO308031
OG0003550	APOSC_23937	CAPO300137
OG0003551	APOSC_24999	CAPO308286
OG0003552	APOSC_13079	CAPO307114
OG0003554	APOSC_07264	CAPO301001
OG0003556	APOSC_16589	CAPO302339
OG0003557	APOSC_02465	CAPO306086
OG0003560	APOSC_23804	CAPO300951
OG0003561	APOSC_05634, APOSC_05633	CAPO301198
OG0003562	APOSC_04504	CAPO303388
OG0003563	APOSC_21769	CAPO300808, CAPO301102
OG0003564	APOSC_26128	CAPO300720
OG0003566	APOSC_14118	CAPO300164
OG0003567	APOSC_27651	CAPO307296
OG0003568	APOSC_24669	CAPO303992
OG0003569	APOSC_26818	CAPO306390
OG0003570	APOSC_11684	CAPO305849
OG0003573	APOSC_22721	CAPO300904
OG0003577	APOSC_13313	CAPO306764
OG0003578	APOSC_25298, APOSC_25297, APOSC_25299	CAPO307426
OG0003579	APOSC_20893	CAPO300766
OG0003581	APOSC_04452	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815
