Orthogroup	APOSC_ok	YEAST
OG0008401	APOSC_11241	YEAST02115
OG0008403	APOSC_22193	YEAST01318
OG0008404	APOSC_06705	YEAST02842
OG0008416	APOSC_28432	YEAST05168
OG0008432	APOSC_02179	YEAST01317
OG0008524	APOSC_11614	YEAST02216
OG0008533	APOSC_14916	YEAST00770
OG0008540	APOSC_01144	YEAST02219
OG0008546	APOSC_03316	YEAST03499
OG0008582	APOSC_25269	YEAST04883
OG0008602	APOSC_02048, APOSC_02047	YEAST04166
OG0008620	APOSC_16989	YEAST00843
OG0008626	APOSC_24115	YEAST03306
OG0008645	APOSC_25362	YEAST05803
OG0008654	APOSC_18239	YEAST03590
OG0008664	APOSC_23510	YEAST05851
OG0008677	APOSC_06945	YEAST03567
OG0008680	APOSC_01148	YEAST02511
OG0008681	APOSC_16889	YEAST04884
OG0008685	APOSC_02453	YEAST00164
OG0008689	APOSC_09418	YEAST05237
OG0008789	APOSC_10786	YEAST05903
OG0008794	APOSC_18114	YEAST01976, YEAST00168, YEAST00957
OG0008799	APOSC_15675	YEAST03377
OG0008816	APOSC_22805	YEAST01954
OG0008818	APOSC_03186	YEAST00271
OG0008823	APOSC_01637	YEAST03936
OG0008824	APOSC_02746	YEAST01698
OG0008861	APOSC_25323	YEAST04983
OG0008872	APOSC_16181	YEAST03799
OG0008879	APOSC_19737	YEAST05579
OG0008887	APOSC_26570, APOSC_26568, APOSC_26569	YEAST00387
OG0008933	APOSC_17403	YEAST01777, YEAST01780
OG0008943	APOSC_00807	YEAST01762, YEAST01758, YEAST01763, YEAST01764
OG0008946	APOSC_04678	YEAST00403
OG0009066	APOSC_22563	YEAST04511
OG0009099	APOSC_04896, APOSC_04489	YEAST05709
OG0009105	APOSC_17534	YEAST02501
OG0009118	APOSC_03917	YEAST03618
OG0009166	APOSC_21313	YEAST03055
OG0009182	APOSC_09270	YEAST03621
OG0009311	APOSC_20207	YEAST00623
OG0009315	APOSC_01539	YEAST04722
OG0009344	APOSC_13183	YEAST03868
OG0009361	APOSC_20215, APOSC_20214	YEAST02727
OG0009394	APOSC_26780, APOSC_25392	YEAST04927
OG0009396	APOSC_18378	YEAST03896
OG0009451	APOSC_16487, APOSC_21421	YEAST05755, YEAST04763
OG0009614	APOSC_11941, APOSC_11942	YEAST00622
OG0009630	APOSC_05649	YEAST02852
OG0009651	APOSC_06159	YEAST04775
OG0009654	APOSC_02942	YEAST04221
OG0009676	APOSC_16812	YEAST05959
OG0009892	APOSC_13718	YEAST01082
OG0009920	APOSC_08612	YEAST05355
OG0009926	APOSC_11418	YEAST03054
OG0009994	APOSC_27704	YEAST06045
OG0010139	APOSC_01697	YEAST01045
OG0010229	APOSC_12653	YEAST00880, YEAST04666, YEAST04383
OG0010271	APOSC_04568	YEAST03656
OG0010284	APOSC_23485	YEAST01922
OG0010481	APOSC_13114	YEAST01854
OG0010491	APOSC_28436	YEAST04603
OG0010643	APOSC_25905, APOSC_25906	YEAST00800
OG0010841	APOSC_03046	YEAST05695
OG0010858	APOSC_15270	YEAST04030, YEAST05272
OG0010930	APOSC_25277	YEAST02641
OG0010980	APOSC_08241, APOSC_08240, APOSC_08242	YEAST00370
OG0011003	APOSC_25293	YEAST03808
OG0011004	APOSC_26703	YEAST05869
OG0011258	APOSC_11116	YEAST02930
OG0011334	APOSC_09153, APOSC_03979	YEAST01779
OG0011371	APOSC_27922, APOSC_27013	YEAST01766
OG0011375	APOSC_28328	YEAST03348
OG0011734	APOSC_21468	YEAST04911
OG0011737	APOSC_08170	YEAST00219
OG0011806	APOSC_04179	YEAST04598, YEAST05369, YEAST04837, YEAST00374
OG0012188	APOSC_05162	YEAST02442
OG0012364	APOSC_25543	YEAST01364
OG0013796	APOSC_10010	YEAST05401
OG0015999	APOSC_20296	YEAST05348, YEAST04920
OG0016027	APOSC_26127	YEAST00487, YEAST01001
OG0017605	APOSC_16614	YEAST01334, YEAST02966
OG0017617	APOSC_17929	YEAST05589
OG0019668	APOSC_06432	YEAST00192, YEAST00382
OG0019905	APOSC_20259	YEAST04888
OG0019907	APOSC_20358	YEAST03365, YEAST01816
OG0019963	APOSC_24807	YEAST00291
OG0022636	APOSC_04450	YEAST03333
OG0022690	APOSC_07288	YEAST03637
OG0027716	APOSC_13543	YEAST05093, YEAST05571
OG0028134	APOSC_26792	YEAST04577
OG0035655	APOSC_10065	YEAST02479
