Orthogroup	BRALA	SCHMD
OG0001413	BRALA29483	SCHMD02827
OG0001413	BRALA13507	SCHMD02718
OG0001414	BRALA13859	SCHMD19649
OG0001416	BRALA05590	SCHMD01722
OG0001417	BRALA04649	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430
OG0001421	BRALA21204	SCHMD14208
OG0001422	BRALA00576	SCHMD18897, SCHMD04981, SCHMD04982
OG0001424	BRALA01936	SCHMD23260, SCHMD24676
OG0001425	BRALA01395, BRALA23464	SCHMD16287, SCHMD09188, SCHMD09187
OG0001426	BRALA05645	SCHMD02033
OG0001427	BRALA18499, BRALA18498	SCHMD03939, SCHMD00575
OG0001428	BRALA05407	SCHMD06125
OG0001429	BRALA31269	SCHMD14421, SCHMD14419, SCHMD19373
OG0001430	BRALA24398	SCHMD00026
OG0001430	BRALA33875	SCHMD18811
OG0001432	BRALA34894	SCHMD05242, SCHMD02065
OG0001432	BRALA35861	SCHMD08255
OG0001433	BRALA16638	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242
OG0001434	BRALA19313	SCHMD11795
OG0001438	BRALA08586	SCHMD03715, SCHMD17114
OG0001439	BRALA18888	SCHMD09059
OG0001439	BRALA11220	SCHMD07462, SCHMD14352
OG0001440	BRALA04659	SCHMD08958, SCHMD08957
OG0001445	BRALA11531	SCHMD04082
OG0001447	BRALA13329	SCHMD14223
OG0001449	BRALA16673	SCHMD11900
OG0001450	BRALA18042	SCHMD05057
OG0001450	BRALA20161	SCHMD00462
OG0001450	BRALA21555	SCHMD05056
OG0001450	BRALA20362	SCHMD13375, SCHMD10521
OG0001451	BRALA01804, BRALA02256	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340
OG0001452	BRALA16822	SCHMD18703, SCHMD12394
OG0001453	BRALA04379	SCHMD06884, SCHMD06825
OG0001454	BRALA22945	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145
OG0001455	BRALA05122	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110
OG0001456	BRALA15559, BRALA15558	SCHMD22269, SCHMD26154
OG0001458	BRALA22462, BRALA22464	SCHMD07871
OG0001460	BRALA14211, BRALA14210	SCHMD10311, SCHMD23647
OG0001460	BRALA23956	SCHMD10312, SCHMD23646
OG0001461	BRALA30847	SCHMD13257
OG0001464	BRALA06889	SCHMD20463
OG0001466	BRALA06618	SCHMD12996, SCHMD13074
OG0001467	BRALA17547, BRALA18447	SCHMD12343
OG0001467	BRALA11204, BRALA15279	SCHMD19099, SCHMD25578, SCHMD23876, SCHMD14454, SCHMD14218, SCHMD09966
OG0001468	BRALA04572	SCHMD00390
OG0001469	BRALA25074	SCHMD09394
OG0001469	BRALA11811	SCHMD24067, SCHMD10449
OG0001470	BRALA29321	SCHMD02321
OG0001470	BRALA35553	SCHMD02318
OG0001472	BRALA14063	SCHMD12948
OG0001472	BRALA22363	SCHMD13936, SCHMD13397, SCHMD27432
OG0001474	BRALA09018	SCHMD07415
OG0001474	BRALA10385	SCHMD11576, SCHMD26877
OG0001475	BRALA05604	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348
OG0001478	BRALA15252	SCHMD26017
OG0001479	BRALA03008	SCHMD08556, SCHMD08688, SCHMD12413, SCHMD08686
OG0001480	BRALA11374	SCHMD13493
OG0001481	BRALA21598	SCHMD19666, SCHMD19667
OG0001482	BRALA29699	SCHMD09593, SCHMD10073, SCHMD09185, SCHMD02242
OG0001483	BRALA11722	SCHMD00397
OG0001484	BRALA22671	SCHMD14277
OG0001485	BRALA09598	SCHMD18182
OG0001488	BRALA24189	SCHMD21551
OG0001490	BRALA26116	SCHMD08286, SCHMD07637
OG0001492	BRALA14954	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591
OG0001493	BRALA03715, BRALA03741	SCHMD11122
OG0001496	BRALA05423	SCHMD04335
OG0001501	BRALA26158	SCHMD02704
OG0001502	BRALA06309	SCHMD06696
OG0001502	BRALA06307	SCHMD06697
OG0001503	BRALA13476	SCHMD25279, SCHMD19928
OG0001503	BRALA11114	SCHMD25148
OG0001504	BRALA03543, BRALA27268, BRALA26326, BRALA17671, BRALA28116, BRALA35187	SCHMD05964
OG0001505	BRALA04433, BRALA27762, BRALA26671, BRALA17368	SCHMD11449, SCHMD14373, SCHMD09878, SCHMD13864, SCHMD07951, SCHMD16094
OG0001506	BRALA05725	SCHMD04881
OG0001507	BRALA31056	SCHMD00991
OG0001507	BRALA34079	SCHMD00476, SCHMD00993
OG0001508	BRALA28941	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374
OG0001510	BRALA34652	SCHMD18904, SCHMD27815
OG0001511	BRALA33918, BRALA33917, BRALA35622	SCHMD14385
OG0001512	BRALA04162	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450
OG0001513	BRALA10671	SCHMD16029
OG0001516	BRALA05014	SCHMD07784
OG0001517	BRALA15345, BRALA01055, BRALA01054	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460
OG0001519	BRALA13551	SCHMD01453, SCHMD11573
OG0001522	BRALA29452, BRALA29451, BRALA01706, BRALA15136	SCHMD06814
OG0001524	BRALA33381	SCHMD08154
OG0001524	BRALA27325	SCHMD06432
OG0001525	BRALA14939	SCHMD22768, SCHMD18999, SCHMD19000
OG0001526	BRALA10086	SCHMD16302, SCHMD16303, SCHMD16304
OG0001527	BRALA23937	SCHMD05435
OG0001527	BRALA19992	SCHMD08837
OG0001530	BRALA35388	SCHMD11853
OG0001530	BRALA35113	SCHMD11854, SCHMD11855
OG0001530	BRALA33210	SCHMD09337
OG0001531	BRALA21412	SCHMD25753
OG0001531	BRALA21411	SCHMD19431, SCHMD25771
OG0001532	BRALA15767	SCHMD11604
OG0001533	BRALA03658	SCHMD16757, SCHMD04796
OG0001534	BRALA06233	SCHMD13063
OG0001536	BRALA13363	SCHMD04145
OG0001538	BRALA19183	SCHMD03674
OG0001538	BRALA04991, BRALA10213, BRALA10214, BRALA19182, BRALA29463	SCHMD03672
OG0001546	BRALA35934	SCHMD23905, SCHMD27205
OG0001546	BRALA33843	SCHMD23904
OG0001551	BRALA31004	SCHMD21975
OG0001552	BRALA12708	SCHMD26668
OG0001553	BRALA03739	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566
OG0001554	BRALA35460, BRALA27979	SCHMD11035
OG0001555	BRALA29965	SCHMD22987
OG0001557	BRALA18983	SCHMD13972
OG0001558	BRALA21818	SCHMD18412, SCHMD28405
OG0001559	BRALA30365	SCHMD02521
OG0001560	BRALA27054	SCHMD19288, SCHMD02478
OG0001561	BRALA27873, BRALA35814, BRALA27872	SCHMD21318
OG0001562	BRALA08590	SCHMD20732, SCHMD29309
OG0001563	BRALA16659, BRALA25832, BRALA18213, BRALA15065	SCHMD18145
OG0001565	BRALA18811	SCHMD26958, SCHMD27759, SCHMD17155
OG0001566	BRALA12270	SCHMD02705
OG0001567	BRALA05651	SCHMD03492, SCHMD11013, SCHMD12195
OG0001569	BRALA14283, BRALA14287, BRALA06617, BRALA01274, BRALA06766, BRALA06767, BRALA06768, BRALA03911, BRALA06770, BRALA06769	SCHMD19450
OG0001570	BRALA00935	SCHMD04583
OG0001571	BRALA16523	SCHMD26358
OG0001571	BRALA17050	SCHMD20861, SCHMD22039
OG0001572	BRALA16186	SCHMD04033
OG0001572	BRALA31604	SCHMD14275, SCHMD14274
OG0001575	BRALA12711	SCHMD13351
OG0001576	BRALA09477	SCHMD23672
OG0001578	BRALA11454	SCHMD10414
OG0001580	BRALA20586	SCHMD08361, SCHMD16167, SCHMD15393
OG0001583	BRALA27471	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526
OG0001589	BRALA16725	SCHMD27652, SCHMD23084
OG0001590	BRALA12314	SCHMD09240
OG0001593	BRALA07984	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687
OG0001594	BRALA08965, BRALA24791	SCHMD14548, SCHMD07059
OG0001594	BRALA08966	SCHMD10235
OG0001596	BRALA09229	SCHMD09207
OG0001602	BRALA13844	SCHMD00024
OG0001603	BRALA02777	SCHMD29329
OG0001604	BRALA35748, BRALA35294	SCHMD02109
OG0001605	BRALA16476, BRALA16475	SCHMD09782
OG0001609	BRALA06092	SCHMD16467
OG0001609	BRALA12725	SCHMD16231, SCHMD10959, SCHMD10960
OG0001610	BRALA09621	SCHMD03213
OG0001611	BRALA15161	SCHMD04102, SCHMD12631
OG0001612	BRALA19006	SCHMD18636, SCHMD18391
OG0001612	BRALA19004	SCHMD14255, SCHMD22594
OG0001613	BRALA15188, BRALA12349, BRALA25328, BRALA25314, BRALA10538, BRALA25329, BRALA25315, BRALA09281, BRALA22849, BRALA18113, BRALA31693	SCHMD05811
OG0001614	BRALA18528	SCHMD04001
OG0001615	BRALA01957	SCHMD11889, SCHMD13066, SCHMD14018
OG0001617	BRALA17313	SCHMD05139
OG0001621	BRALA34714	SCHMD26761, SCHMD18496
OG0001623	BRALA28780	SCHMD12998, SCHMD29690, SCHMD08483
OG0001627	BRALA29988, BRALA29989	SCHMD06117
OG0001629	BRALA32222	SCHMD06466
OG0001630	BRALA29673	SCHMD04044, SCHMD04169, SCHMD01052
OG0001630	BRALA35211	SCHMD26993
OG0001632	BRALA09279	SCHMD12105, SCHMD26476
OG0001633	BRALA12496	SCHMD06756
OG0001634	BRALA18314	SCHMD24659
OG0001634	BRALA31002	SCHMD04359, SCHMD08780, SCHMD05004
OG0001635	BRALA33508	SCHMD28223, SCHMD16378, SCHMD06734, SCHMD07919
OG0001635	BRALA35025	SCHMD28110
OG0001636	BRALA12450	SCHMD19517, SCHMD28241, SCHMD18669, SCHMD18668
OG0001638	BRALA28932	SCHMD00159, SCHMD00160
OG0001639	BRALA01412	SCHMD07144
OG0001640	BRALA20358, BRALA28121	SCHMD02843
OG0001641	BRALA13229	SCHMD03047
OG0001642	BRALA26951	SCHMD20801, SCHMD12647
OG0001644	BRALA16637	SCHMD20924
OG0001651	BRALA04011	SCHMD15448
OG0001653	BRALA27721	SCHMD11720
OG0001653	BRALA27722	SCHMD13946
OG0001655	BRALA11878, BRALA33466	SCHMD06776
OG0001656	BRALA04651	SCHMD22556
OG0001657	BRALA34242	SCHMD12957
OG0001658	BRALA01570	SCHMD03463, SCHMD13530
OG0001659	BRALA25428	SCHMD19168
OG0001660	BRALA12583	SCHMD01572, SCHMD29332
OG0001662	BRALA15661, BRALA15660	SCHMD19275
OG0001662	BRALA19317	SCHMD25740
OG0001664	BRALA01214	SCHMD13680, SCHMD17585
OG0001665	BRALA06391, BRALA16749	SCHMD19795
OG0001666	BRALA00367	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331
OG0001667	BRALA17019	SCHMD18800, SCHMD13601, SCHMD20100
OG0001668	BRALA22974	SCHMD04958
OG0001670	BRALA01096	SCHMD00224
OG0001671	BRALA17308, BRALA17315	SCHMD21324
OG0001672	BRALA00365	SCHMD11260, SCHMD13294, SCHMD11259
OG0001676	BRALA04014	SCHMD07166, SCHMD13666
OG0001677	BRALA31138	SCHMD13425
OG0001683	BRALA24816	SCHMD09006, SCHMD12944, SCHMD06427
OG0001688	BRALA11794	SCHMD12122, SCHMD25973, SCHMD11868
OG0001689	BRALA23249	SCHMD23267, SCHMD11416
OG0001689	BRALA33887	SCHMD11417
OG0001690	BRALA02846	SCHMD02946
OG0001691	BRALA07231	SCHMD00990, SCHMD08142
OG0001693	BRALA14068	SCHMD18507, SCHMD16544
OG0001695	BRALA05586, BRALA02900, BRALA00059, BRALA19334, BRALA30387, BRALA31146, BRALA19344, BRALA28505, BRALA31539, BRALA31147	SCHMD24124
OG0001699	BRALA11946, BRALA12563, BRALA12566, BRALA21255, BRALA12561, BRALA12562, BRALA29014, BRALA12564	SCHMD01981
OG0001707	BRALA12974, BRALA12971, BRALA12976	SCHMD28717, SCHMD29464, SCHMD20857
OG0001708	BRALA15416	SCHMD28849, SCHMD14466, SCHMD06180
OG0001708	BRALA08762	SCHMD15863, SCHMD27570
OG0001711	BRALA31838	SCHMD04571
OG0001713	BRALA13740	SCHMD11479
OG0001716	BRALA03458	SCHMD16469, SCHMD14355, SCHMD09422, SCHMD01593, SCHMD04189, SCHMD04185, SCHMD11521, SCHMD02529, SCHMD01592, SCHMD04187, SCHMD04186, SCHMD02528, SCHMD03299
OG0001718	BRALA10817, BRALA10903	SCHMD15790
OG0001720	BRALA27104	SCHMD15757
OG0001721	BRALA19032	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926
OG0001723	BRALA05825	SCHMD01945
OG0001724	BRALA32012	SCHMD24845, SCHMD14505, SCHMD24846
OG0001724	BRALA34008	SCHMD23137
OG0001726	BRALA10761	SCHMD06142, SCHMD13209
OG0001726	BRALA03770	SCHMD14995, SCHMD16386
OG0001727	BRALA11932	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474
OG0001728	BRALA08403	SCHMD17375
OG0001728	BRALA07496	SCHMD17376
OG0001729	BRALA27871	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159
OG0001732	BRALA24214	SCHMD09964
OG0001733	BRALA27459, BRALA27461, BRALA27460	SCHMD11880
OG0001734	BRALA15547, BRALA16158	SCHMD19353, SCHMD27529, SCHMD23016
OG0001735	BRALA07452	SCHMD04334
OG0001736	BRALA19982	SCHMD13051
OG0001737	BRALA01802	SCHMD04897
OG0001737	BRALA24508, BRALA24507, BRALA24509	SCHMD19940, SCHMD12224
OG0001738	BRALA23388	SCHMD28176
OG0001739	BRALA22905	SCHMD04721
OG0001742	BRALA34571	SCHMD04578
OG0001744	BRALA09906, BRALA09907	SCHMD05424
OG0001745	BRALA34644, BRALA07690, BRALA07691, BRALA10418, BRALA16660, BRALA16661	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088
OG0001746	BRALA01974	SCHMD10847, SCHMD14382, SCHMD12574
OG0001750	BRALA21004	SCHMD22591
OG0001751	BRALA22367	SCHMD05356
OG0001752	BRALA27069	SCHMD04217
OG0001754	BRALA33871	SCHMD16498
OG0001755	BRALA10335	SCHMD00304
OG0001758	BRALA20386	SCHMD21919
OG0001769	BRALA06836	SCHMD03951
OG0001770	BRALA33462, BRALA22471	SCHMD22893, SCHMD22374
OG0001772	BRALA19449, BRALA23011	SCHMD29811
OG0001774	BRALA11491	SCHMD06607
OG0001775	BRALA34663	SCHMD11489, SCHMD03765
OG0001776	BRALA31402	SCHMD01301
OG0001777	BRALA06600	SCHMD18771, SCHMD10802, SCHMD22773
OG0001780	BRALA15214	SCHMD19255, SCHMD20118
OG0001780	BRALA28923	SCHMD28379
OG0001781	BRALA02795	SCHMD11700, SCHMD23557, SCHMD23630
OG0001783	BRALA23810, BRALA23809, BRALA23807	SCHMD15033, SCHMD26133
OG0001785	BRALA02411	SCHMD16368
OG0001786	BRALA29163, BRALA29162, BRALA33624, BRALA33496, BRALA13879	SCHMD10589, SCHMD26010, SCHMD14133, SCHMD22280
OG0001786	BRALA27624	SCHMD28589
OG0001787	BRALA22039	SCHMD15982
OG0001788	BRALA00727, BRALA00722	SCHMD08885
OG0001788	BRALA00724, BRALA00723	SCHMD08675
OG0001792	BRALA34635, BRALA25410, BRALA35573	SCHMD00384
OG0001798	BRALA11427	SCHMD06352, SCHMD07989
OG0001799	BRALA34118	SCHMD21455, SCHMD20789, SCHMD20788
OG0001799	BRALA22818	SCHMD24089, SCHMD21456
OG0001805	BRALA23846	SCHMD01576
OG0001807	BRALA16684, BRALA16683, BRALA22880, BRALA07117	SCHMD01495
OG0001808	BRALA28858, BRALA32877, BRALA30144	SCHMD04780
OG0001809	BRALA23647	SCHMD03279
OG0001810	BRALA04842	SCHMD28471, SCHMD25400
OG0001811	BRALA00154	SCHMD08439, SCHMD24223, SCHMD19859
OG0001813	BRALA01571	SCHMD18416, SCHMD08786
OG0001814	BRALA05626, BRALA08000, BRALA08002	SCHMD29290
OG0001818	BRALA12031, BRALA23438	SCHMD13473, SCHMD29528, SCHMD15135
OG0001819	BRALA00196	SCHMD06459
OG0001820	BRALA23960	SCHMD18185, SCHMD14228, SCHMD02398
OG0001821	BRALA10468	SCHMD26501, SCHMD28800, SCHMD18321
OG0001822	BRALA03090	SCHMD21605, SCHMD12240
OG0001823	BRALA04091, BRALA22312	SCHMD00776, SCHMD09499
OG0001824	BRALA22639	SCHMD14996
OG0001824	BRALA22640	SCHMD09508
OG0001825	BRALA16641	SCHMD06748
OG0001826	BRALA16175	SCHMD25796, SCHMD02997
OG0001827	BRALA02872	SCHMD17765, SCHMD19189
OG0001828	BRALA07406	SCHMD22292, SCHMD16899, SCHMD18304, SCHMD22290
OG0001829	BRALA05641	SCHMD09587
OG0001830	BRALA26029	SCHMD09367
OG0001832	BRALA11061, BRALA04342	SCHMD09061
OG0001834	BRALA14532	SCHMD04020, SCHMD20048
OG0001846	BRALA01789	SCHMD09924
OG0001849	BRALA07421	SCHMD05416
OG0001853	BRALA17066, BRALA15525	SCHMD08419
OG0001855	BRALA23029	SCHMD21348, SCHMD27665, SCHMD12287
OG0001857	BRALA08335	SCHMD00486
OG0001860	BRALA24290	SCHMD14532
OG0001861	BRALA29580	SCHMD02441, SCHMD00846, SCHMD13519
OG0001862	BRALA16620	SCHMD11318, SCHMD06548, SCHMD11319, SCHMD13785
OG0001863	BRALA07880	SCHMD26126
OG0001863	BRALA14579	SCHMD14322, SCHMD28681
OG0001866	BRALA34934, BRALA33651	SCHMD17047
OG0001867	BRALA13098	SCHMD21507, SCHMD15353, SCHMD06151, SCHMD06149
OG0001868	BRALA20581	SCHMD21478, SCHMD10606, SCHMD18490
OG0001869	BRALA05557	SCHMD19852
OG0001870	BRALA09761	SCHMD08001, SCHMD03109
OG0001872	BRALA20547	SCHMD20625, SCHMD23480, SCHMD05297, SCHMD20627
OG0001873	BRALA33467, BRALA10007, BRALA33548	SCHMD09003
OG0001874	BRALA09243	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032
OG0001875	BRALA00199	SCHMD29147, SCHMD28237
OG0001875	BRALA04016	SCHMD11568
OG0001877	BRALA10772, BRALA10771, BRALA10773, BRALA10933	SCHMD14827
OG0001878	BRALA22747	SCHMD18520
OG0001879	BRALA34811, BRALA34183, BRALA33781	SCHMD08156
OG0001881	BRALA19925	SCHMD18117
OG0001882	BRALA14072, BRALA14071, BRALA14070	SCHMD17052, SCHMD22970
OG0001883	BRALA21969	SCHMD08058, SCHMD14396, SCHMD14395
OG0001884	BRALA19935	SCHMD09575
OG0001886	BRALA10021	SCHMD00538
OG0001887	BRALA19248	SCHMD22103, SCHMD03399, SCHMD24336
OG0001888	BRALA01341	SCHMD15698
OG0001889	BRALA16751	SCHMD08218, SCHMD03474
OG0001890	BRALA26409	SCHMD07009
OG0001894	BRALA25056	SCHMD11512
OG0001900	BRALA13708	SCHMD12891
OG0001900	BRALA22276	SCHMD02044
OG0001903	BRALA07353	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188
OG0001906	BRALA34902, BRALA34252, BRALA08413, BRALA22736	SCHMD06594
OG0001913	BRALA24497	SCHMD08198, SCHMD01162
OG0001914	BRALA02840	SCHMD04908
OG0001914	BRALA13023	SCHMD07662
OG0001915	BRALA35550, BRALA35655	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004
OG0001916	BRALA13432, BRALA13431	SCHMD17658
OG0001916	BRALA13430	SCHMD10605
OG0001917	BRALA00831	SCHMD07933
OG0001918	BRALA14482, BRALA16247	SCHMD11138, SCHMD23731
OG0001919	BRALA04529	SCHMD06373
OG0001919	BRALA06853	SCHMD23775, SCHMD20085
OG0001920	BRALA05363	SCHMD25326
OG0001922	BRALA33992, BRALA13771, BRALA05070	SCHMD25567
OG0001922	BRALA10507, BRALA16254	SCHMD02694
OG0001923	BRALA01345	SCHMD05921
OG0001924	BRALA33222	SCHMD08693
OG0001925	BRALA00423	SCHMD03004, SCHMD23545, SCHMD17243
OG0001926	BRALA01100	SCHMD20309, SCHMD16846
OG0001927	BRALA35455	SCHMD08910
OG0001928	BRALA13805	SCHMD26836
OG0001929	BRALA08609	SCHMD19346, SCHMD06936
OG0001929	BRALA01963	SCHMD18261, SCHMD08691, SCHMD20130, SCHMD06934
OG0001932	BRALA12072	SCHMD17903
OG0001932	BRALA12075	SCHMD00368
OG0001933	BRALA28907, BRALA17607, BRALA34499	SCHMD01181
OG0001935	BRALA21169, BRALA05971, BRALA05972	SCHMD23048
OG0001937	BRALA10961, BRALA10962, BRALA19735, BRALA08657, BRALA08656	SCHMD08104, SCHMD08105
OG0001939	BRALA25625	SCHMD10030, SCHMD02230
OG0001941	BRALA11387	SCHMD26621, SCHMD25386, SCHMD14273, SCHMD26622
OG0001942	BRALA23064	SCHMD16279, SCHMD09808
OG0001943	BRALA16392	SCHMD03979
OG0001946	BRALA24921, BRALA24922	SCHMD08506
OG0001947	BRALA12828	SCHMD00740
OG0001949	BRALA24727	SCHMD16576
OG0001950	BRALA26750, BRALA05287	SCHMD07266
OG0001951	BRALA10600	SCHMD10937, SCHMD17652, SCHMD16242
OG0001952	BRALA16632, BRALA28198	SCHMD08803, SCHMD19932
OG0001953	BRALA16748	SCHMD03889
OG0001956	BRALA04353	SCHMD16218
OG0001957	BRALA19367	SCHMD03964
OG0001958	BRALA33388, BRALA12840	SCHMD10594
OG0001961	BRALA13794	SCHMD03837
OG0001963	BRALA14625	SCHMD24660
OG0001964	BRALA06090	SCHMD09357, SCHMD08651, SCHMD21843, SCHMD09356
OG0001965	BRALA18639	SCHMD15198
OG0001966	BRALA16509, BRALA01132, BRALA05602, BRALA01095	SCHMD10097
OG0001968	BRALA02743	SCHMD12918
OG0001969	BRALA08425	SCHMD08414, SCHMD09063
OG0001970	BRALA34104	SCHMD03647
OG0001971	BRALA04350	SCHMD02201, SCHMD22610, SCHMD17361, SCHMD12554, SCHMD24973, SCHMD18252
OG0001972	BRALA15770	SCHMD07972, SCHMD26110
OG0001973	BRALA14956, BRALA13480, BRALA13479, BRALA20752	SCHMD02269
OG0001974	BRALA06213	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138
OG0001975	BRALA10519, BRALA24319, BRALA02225, BRALA11207, BRALA09733	SCHMD05235, SCHMD17920, SCHMD14286, SCHMD10863, SCHMD10861, SCHMD17692, SCHMD21511, SCHMD16018, SCHMD18913
OG0001985	BRALA31266	SCHMD04898
OG0001987	BRALA25500	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073
OG0001988	BRALA17550	SCHMD17373
OG0001989	BRALA07557	SCHMD11266
OG0001991	BRALA17546	SCHMD08363
OG0001992	BRALA35422, BRALA35278, BRALA34802	SCHMD10680
OG0001992	BRALA35640	SCHMD10681
OG0001993	BRALA16354	SCHMD04073
OG0001994	BRALA29381	SCHMD12538
OG0001996	BRALA34756, BRALA06545, BRALA26156	SCHMD23397, SCHMD13355, SCHMD14732, SCHMD10995, SCHMD04576
OG0001998	BRALA29050	SCHMD19391
OG0001999	BRALA25298, BRALA35444	SCHMD10953
OG0002000	BRALA04183	SCHMD09206
OG0002001	BRALA00220	SCHMD04245
OG0002003	BRALA11915	SCHMD25539
OG0002005	BRALA18723, BRALA29387	SCHMD01316, SCHMD27910, SCHMD18360
OG0002006	BRALA09070	SCHMD01886, SCHMD11267, SCHMD12678, SCHMD06801
OG0002008	BRALA03742	SCHMD06021
OG0002011	BRALA20225	SCHMD13609, SCHMD07842
OG0002013	BRALA12490, BRALA13240, BRALA30429, BRALA20683, BRALA32151, BRALA00130, BRALA00131, BRALA12565, BRALA00129	SCHMD05928, SCHMD05926
OG0002015	BRALA06336	SCHMD07213, SCHMD12123
OG0002017	BRALA15768	SCHMD02967
OG0002018	BRALA26984, BRALA26983	SCHMD24155, SCHMD22495
OG0002023	BRALA10833	SCHMD13758
OG0002024	BRALA03055, BRALA03051	SCHMD06250
OG0002026	BRALA16933	SCHMD11077, SCHMD01664
OG0002027	BRALA06049	SCHMD07869
OG0002028	BRALA31054	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215
OG0002029	BRALA29066	SCHMD15250
OG0002031	BRALA00375	SCHMD21628, SCHMD14088
OG0002032	BRALA26240	SCHMD15998, SCHMD17430
OG0002033	BRALA00224	SCHMD16213
OG0002035	BRALA00648, BRALA22063, BRALA35832	SCHMD19062, SCHMD21913
OG0002036	BRALA29526	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638
OG0002037	BRALA00391	SCHMD17138
OG0002042	BRALA15454, BRALA03747	SCHMD29492
OG0002043	BRALA14578	SCHMD03148
OG0002057	BRALA01255	SCHMD14251, SCHMD14250
OG0002059	BRALA19536	SCHMD13857
OG0002062	BRALA04513	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072
OG0002063	BRALA02335, BRALA04323	SCHMD21953, SCHMD12086, SCHMD11388
OG0002065	BRALA09403	SCHMD05903
OG0002065	BRALA05661	SCHMD04658
OG0002068	BRALA12029	SCHMD20105
OG0002070	BRALA35408	SCHMD04912
OG0002072	BRALA26386	SCHMD10402
OG0002073	BRALA24409	SCHMD20304, SCHMD22775, SCHMD03169
OG0002074	BRALA24726	SCHMD07745, SCHMD18280, SCHMD01157
OG0002076	BRALA00516	SCHMD28435, SCHMD28300
OG0002077	BRALA14130	SCHMD01377
OG0002080	BRALA01983	SCHMD17826, SCHMD20969, SCHMD28760
OG0002081	BRALA15912	SCHMD26344, SCHMD21808
OG0002081	BRALA15914, BRALA15913	SCHMD20577, SCHMD12884, SCHMD21807
OG0002082	BRALA11047, BRALA20051, BRALA09259, BRALA20050	SCHMD05649, SCHMD06512
OG0002085	BRALA25730	SCHMD24654
OG0002087	BRALA02631	SCHMD07766
OG0002088	BRALA23353, BRALA25517, BRALA25515	SCHMD01447
OG0002089	BRALA15679	SCHMD02939
OG0002091	BRALA22175	SCHMD18712, SCHMD22802
OG0002093	BRALA22365, BRALA25514	SCHMD12873, SCHMD16751, SCHMD14180
OG0002094	BRALA12707	SCHMD17092, SCHMD14979
OG0002095	BRALA28303	SCHMD10706, SCHMD04399, SCHMD10707
OG0002096	BRALA26857	SCHMD19108, SCHMD19170
OG0002097	BRALA05973	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424
OG0002099	BRALA24109	SCHMD02814
OG0002103	BRALA12125, BRALA22500	SCHMD03652
OG0002105	BRALA30841	SCHMD04684
OG0002106	BRALA21267, BRALA20596, BRALA19126, BRALA35167, BRALA06177, BRALA03236, BRALA30663, BRALA30901, BRALA02993	SCHMD29823, SCHMD29437
OG0002107	BRALA28882	SCHMD17132, SCHMD27313
OG0002108	BRALA26237	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153
OG0002122	BRALA19240	SCHMD07269, SCHMD02288
OG0002123	BRALA29680	SCHMD07146
OG0002124	BRALA35178, BRALA22483, BRALA13512, BRALA20658, BRALA06874, BRALA20657, BRALA28525, BRALA30849	SCHMD03099
