Orthogroup	BRALA	MOUSE
OG0000779	BRALA01807	MOUSE28614, MOUSE28615, MOUSE00255, MOUSE00256, MOUSE21545, MOUSE21544, MOUSE21543
OG0000780	BRALA00744	MOUSE04663, MOUSE04662
OG0000781	BRALA05140, BRALA12327, BRALA12336	MOUSE32206, MOUSE32205
OG0000782	BRALA18203	MOUSE19835, MOUSE19834, MOUSE19833, MOUSE30860, MOUSE30856, MOUSE30859, MOUSE30857, MOUSE51653, MOUSE51654, MOUSE51651
OG0000784	BRALA06052, BRALA25550	MOUSE29436
OG0000784	BRALA17554, BRALA16289, BRALA22376, BRALA25588	MOUSE29124
OG0000787	BRALA03891	MOUSE47961, MOUSE47965, MOUSE47964, MOUSE47963, MOUSE47962, MOUSE09494, MOUSE09492, MOUSE09493, MOUSE09491, MOUSE00783, MOUSE00784, MOUSE31692, MOUSE31693, MOUSE31691
OG0000788	BRALA02413	MOUSE27064, MOUSE39394
OG0000788	BRALA32315	MOUSE32425, MOUSE32424, MOUSE32423, MOUSE30472, MOUSE01590
OG0000790	BRALA12655, BRALA12650, BRALA09236, BRALA09235, BRALA12669, BRALA28591, BRALA28595, BRALA28593, BRALA04265, BRALA25758, BRALA23300, BRALA10748, BRALA20036, BRALA04241, BRALA12652, BRALA25569, BRALA28594	MOUSE24841, MOUSE24842, MOUSE24843, MOUSE24844
OG0000791	BRALA14451	MOUSE35519, MOUSE35517, MOUSE35518, MOUSE35520, MOUSE35521, MOUSE14635, MOUSE22542, MOUSE22544, MOUSE22543
OG0000792	BRALA04682	MOUSE39860, MOUSE39859
OG0000792	BRALA33683	MOUSE26527
OG0000792	BRALA32297	MOUSE37419, MOUSE37420, MOUSE37418
OG0000793	BRALA17595	MOUSE30326, MOUSE30328, MOUSE30327, MOUSE10274, MOUSE10275, MOUSE10273, MOUSE51447, MOUSE51446, MOUSE01511, MOUSE51436
OG0000794	BRALA27101, BRALA27102	MOUSE19985, MOUSE19991, MOUSE19988
OG0000795	BRALA22731	MOUSE54169, MOUSE54168
OG0000797	BRALA03774	MOUSE03561
OG0000798	BRALA22751	MOUSE05107, MOUSE05104, MOUSE05105, MOUSE05101, MOUSE05102, MOUSE05103, MOUSE05106, MOUSE05100, MOUSE17009, MOUSE17008, MOUSE17015, MOUSE17007, MOUSE17010, MOUSE17012, MOUSE17013, MOUSE17011, MOUSE17016, MOUSE17014
OG0000799	BRALA07756	MOUSE21207, MOUSE21210, MOUSE21211, MOUSE21206, MOUSE21208, MOUSE21205, MOUSE03180, MOUSE03181, MOUSE03179, MOUSE36189, MOUSE36192, MOUSE36191, MOUSE36190, MOUSE36188, MOUSE27783, MOUSE27782, MOUSE27784
OG0000802	BRALA01136, BRALA01137, BRALA01138	MOUSE31955, MOUSE31954, MOUSE48794, MOUSE31846, MOUSE01638, MOUSE42681, MOUSE42680, MOUSE11667, MOUSE11668, MOUSE13170, MOUSE13169
OG0000803	BRALA32963	MOUSE45919, MOUSE45921
OG0000803	BRALA35065, BRALA07561	MOUSE45922
OG0000805	BRALA11113, BRALA11112, BRALA05953, BRALA05905, BRALA05906, BRALA22453	MOUSE32863, MOUSE17768, MOUSE17767, MOUSE17769, MOUSE24026, MOUSE24025, MOUSE29435, MOUSE29434
OG0000809	BRALA05348	MOUSE33314, MOUSE33312, MOUSE33313, MOUSE33310, MOUSE48492, MOUSE48491, MOUSE48490, MOUSE10214, MOUSE33311, MOUSE48489, MOUSE48488, MOUSE10212, MOUSE10213
OG0000810	BRALA00801	MOUSE33430, MOUSE33432, MOUSE33426, MOUSE33428, MOUSE33433, MOUSE33429, MOUSE33431, MOUSE33427
OG0000810	BRALA10599	MOUSE15700, MOUSE53153, MOUSE53154, MOUSE53158
OG0000813	BRALA03660	MOUSE00769, MOUSE00766, MOUSE00768, MOUSE00767, MOUSE00765, MOUSE35999
OG0000814	BRALA04143	MOUSE27730
OG0000814	BRALA13770	MOUSE02913
OG0000814	BRALA03045	MOUSE02912
OG0000815	BRALA11706	MOUSE47502, MOUSE47501, MOUSE47499, MOUSE47498, MOUSE47500
OG0000815	BRALA04544	MOUSE26383, MOUSE26382, MOUSE25143, MOUSE25142
OG0000816	BRALA20882	MOUSE20168, MOUSE03037, MOUSE42824, MOUSE42825, MOUSE42827, MOUSE42826, MOUSE42822, MOUSE42823
OG0000816	BRALA03932	MOUSE31618, MOUSE31619, MOUSE21240
OG0000817	BRALA00540	MOUSE06193, MOUSE02547, MOUSE02548
OG0000817	BRALA03663	MOUSE00951, MOUSE00950
OG0000817	BRALA17018	MOUSE35479, MOUSE35480
OG0000818	BRALA13068	MOUSE44299, MOUSE38656, MOUSE38652, MOUSE06308, MOUSE06309, MOUSE06306, MOUSE06307, MOUSE44296, MOUSE44300, MOUSE38654, MOUSE44295, MOUSE44297, MOUSE44298, MOUSE44293, MOUSE44294
OG0000819	BRALA07696, BRALA07697	MOUSE27150
OG0000819	BRALA34137	MOUSE04661
OG0000820	BRALA14102	MOUSE14548, MOUSE14550, MOUSE14549, MOUSE14551
OG0000822	BRALA23399, BRALA23400	MOUSE41834, MOUSE41832, MOUSE41833
OG0000824	BRALA12514	MOUSE03815, MOUSE03814, MOUSE03816, MOUSE03818, MOUSE03817
OG0000825	BRALA11858	MOUSE21894, MOUSE21892, MOUSE21893, MOUSE03373, MOUSE03374
OG0000825	BRALA13831, BRALA13832, BRALA13834, BRALA13833	MOUSE02086
OG0000826	BRALA19087	MOUSE28518, MOUSE28520, MOUSE28521, MOUSE28522, MOUSE28519
OG0000827	BRALA18118, BRALA02359, BRALA13523, BRALA16833, BRALA30597, BRALA00958	MOUSE32285
OG0000828	BRALA04441	MOUSE52206, MOUSE19456, MOUSE19457
OG0000828	BRALA34346	MOUSE37921, MOUSE37922, MOUSE37919
OG0000829	BRALA16337, BRALA16336	MOUSE51529, MOUSE19495
OG0000829	BRALA16335	MOUSE21109, MOUSE21110, MOUSE12776, MOUSE40370, MOUSE40369
OG0000830	BRALA06400	MOUSE14043
OG0000830	BRALA34995	MOUSE26973
OG0000831	BRALA05105	MOUSE33690, MOUSE33691, MOUSE33689, MOUSE33688
OG0000832	BRALA08098, BRALA08100, BRALA04511, BRALA15197, BRALA18694	MOUSE33345
OG0000833	BRALA05134	MOUSE47468, MOUSE50443, MOUSE50445, MOUSE33083, MOUSE33090, MOUSE33085, MOUSE33086, MOUSE33089, MOUSE33084, MOUSE33087, MOUSE33088, MOUSE33457, MOUSE33462, MOUSE33458, MOUSE33459, MOUSE33460, MOUSE33456, MOUSE33461
OG0000834	BRALA06902	MOUSE14809, MOUSE14808, MOUSE05405, MOUSE02885, MOUSE22470, MOUSE22474, MOUSE22469, MOUSE22473, MOUSE22467, MOUSE22468, MOUSE22472, MOUSE22471
OG0000836	BRALA01673, BRALA04302, BRALA08044, BRALA08045	MOUSE51876, MOUSE51875, MOUSE51874
OG0000837	BRALA14733	MOUSE52078, MOUSE52077
OG0000838	BRALA18308, BRALA23852, BRALA23853	MOUSE31130, MOUSE31129, MOUSE31127, MOUSE31125, MOUSE01853
OG0000838	BRALA27651, BRALA27650, BRALA29963, BRALA29962	MOUSE01854, MOUSE42254, MOUSE42253
OG0000841	BRALA03274	MOUSE49333, MOUSE49334, MOUSE49330, MOUSE49335, MOUSE49336, MOUSE49331, MOUSE49332, MOUSE13927, MOUSE13926, MOUSE13932, MOUSE13929, MOUSE13928, MOUSE13931, MOUSE13930, MOUSE13933, MOUSE13934, MOUSE00701, MOUSE00702, MOUSE00700
OG0000842	BRALA00081	MOUSE49622, MOUSE49623, MOUSE09830, MOUSE23188, MOUSE23187, MOUSE18508, MOUSE23238, MOUSE05563, MOUSE39641
OG0000844	BRALA18784	MOUSE34591, MOUSE39592
OG0000845	BRALA12426	MOUSE53651, MOUSE54868, MOUSE54869, MOUSE54867, MOUSE16513, MOUSE54870, MOUSE53652, MOUSE53653
OG0000845	BRALA12338	MOUSE44981, MOUSE44983
OG0000847	BRALA27576	MOUSE03824, MOUSE03827, MOUSE03826, MOUSE03825
OG0000847	BRALA19376	MOUSE15209, MOUSE46317, MOUSE46313, MOUSE46314, MOUSE46315, MOUSE46316
OG0000848	BRALA26804	MOUSE29791, MOUSE48738, MOUSE48739, MOUSE09586
OG0000849	BRALA35105	MOUSE31195, MOUSE31194
OG0000849	BRALA28673	MOUSE31000
OG0000850	BRALA22071, BRALA00654	MOUSE33425, MOUSE33423, MOUSE33422, MOUSE33424
OG0000850	BRALA25841	MOUSE20959
OG0000851	BRALA11776	MOUSE21881, MOUSE21886, MOUSE21884, MOUSE21885, MOUSE21878, MOUSE21877, MOUSE21880, MOUSE21879, MOUSE21883, MOUSE21882, MOUSE48757, MOUSE48751, MOUSE48756, MOUSE48754, MOUSE48752, MOUSE48755
OG0000852	BRALA26844	MOUSE30781, MOUSE30779, MOUSE30780
OG0000852	BRALA03113	MOUSE28548, MOUSE28549, MOUSE28544, MOUSE28546, MOUSE28547, MOUSE28545, MOUSE19077
OG0000855	BRALA11988, BRALA11992	MOUSE04906
OG0000856	BRALA04525	MOUSE20006, MOUSE20005, MOUSE20004, MOUSE20003
OG0000857	BRALA08900	MOUSE17281, MOUSE17282, MOUSE17280, MOUSE41554, MOUSE41553, MOUSE45900, MOUSE45901, MOUSE45907, MOUSE45904, MOUSE45905, MOUSE45902, MOUSE45906
OG0000858	BRALA12759	MOUSE39438
OG0000858	BRALA08811	MOUSE17374, MOUSE50676, MOUSE50675
OG0000859	BRALA01935	MOUSE30273, MOUSE30268, MOUSE30267, MOUSE30269, MOUSE30270, MOUSE30271, MOUSE30262, MOUSE30266, MOUSE30265, MOUSE44682, MOUSE10352, MOUSE10353, MOUSE47359
OG0000860	BRALA18427	MOUSE18498, MOUSE18497, MOUSE18499, MOUSE18501, MOUSE25687, MOUSE25692, MOUSE25691, MOUSE25690, MOUSE25694, MOUSE25695, MOUSE25689, MOUSE25697, MOUSE25688, MOUSE25693, MOUSE25696, MOUSE25698, MOUSE25700, MOUSE25699, MOUSE31411, MOUSE31410, MOUSE31412
OG0000861	BRALA27568, BRALA35442, BRALA35813, BRALA33885, BRALA34210, BRALA27569, BRALA16109, BRALA15763, BRALA31723, BRALA31507, BRALA21095, BRALA30990, BRALA33002, BRALA16677	MOUSE13470, MOUSE13471
OG0000863	BRALA11555	MOUSE32148
OG0000866	BRALA04845	MOUSE39014, MOUSE39015
OG0000868	BRALA34175	MOUSE55230, MOUSE08090
OG0000869	BRALA33856	MOUSE35155, MOUSE35154, MOUSE35153, MOUSE35152
OG0000870	BRALA18901	MOUSE06045
OG0000871	BRALA08980	MOUSE53990, MOUSE53988, MOUSE53989
OG0000871	BRALA16416	MOUSE21316, MOUSE21314
OG0000872	BRALA02222	MOUSE19954, MOUSE19956, MOUSE19957, MOUSE19958, MOUSE19955
OG0000874	BRALA11822	MOUSE30095, MOUSE30096, MOUSE30097, MOUSE45656, MOUSE45655, MOUSE45657
OG0000874	BRALA03146	MOUSE53137
OG0000875	BRALA10301	MOUSE13832, MOUSE13831, MOUSE13833, MOUSE13830, MOUSE13824, MOUSE13829, MOUSE13825, MOUSE13828
OG0000875	BRALA09033	MOUSE22319, MOUSE22321
OG0000877	BRALA03177, BRALA03178	MOUSE01806, MOUSE01805
OG0000877	BRALA03179	MOUSE28554, MOUSE28556, MOUSE28555, MOUSE28559, MOUSE28557, MOUSE28558
OG0000878	BRALA02339, BRALA02338, BRALA02340	MOUSE20493
OG0000878	BRALA02341	MOUSE39219, MOUSE39221, MOUSE39222, MOUSE39224, MOUSE39220
OG0000878	BRALA04723	MOUSE50484, MOUSE50483
OG0000879	BRALA05982	MOUSE15627, MOUSE15628, MOUSE15626, MOUSE04069, MOUSE04070
OG0000879	BRALA20286, BRALA33717, BRALA33372, BRALA20287	MOUSE14580, MOUSE14582, MOUSE47637, MOUSE00274, MOUSE21746, MOUSE15959, MOUSE15976, MOUSE15492
OG0000881	BRALA10038	MOUSE17831, MOUSE17832, MOUSE17830, MOUSE17829, MOUSE17828, MOUSE17827
OG0000881	BRALA27657	MOUSE04654, MOUSE04657, MOUSE04656
OG0000882	BRALA21924	MOUSE09204, MOUSE09203, MOUSE09205, MOUSE09206, MOUSE09207, MOUSE28916, MOUSE28917, MOUSE28918, MOUSE21667, MOUSE21666, MOUSE21665, MOUSE33971
OG0000883	BRALA07960	MOUSE51721, MOUSE48395
OG0000887	BRALA10243	MOUSE28796, MOUSE28797, MOUSE28798, MOUSE28795, MOUSE28792, MOUSE28789, MOUSE28790, MOUSE28793, MOUSE28794, MOUSE28791
OG0000887	BRALA32915	MOUSE28799
OG0000887	BRALA09188	MOUSE08634, MOUSE08638, MOUSE08636, MOUSE08633, MOUSE08628, MOUSE08632, MOUSE08635, MOUSE08631, MOUSE08630, MOUSE08627, MOUSE08622, MOUSE08626, MOUSE08625, MOUSE08623, MOUSE08624, MOUSE08621
OG0000888	BRALA15051	MOUSE30870, MOUSE01355
OG0000888	BRALA24377	MOUSE40267, MOUSE40264, MOUSE40268, MOUSE40272, MOUSE40265
OG0000889	BRALA25124	MOUSE18628
OG0000889	BRALA07192	MOUSE26653, MOUSE46319, MOUSE46321, MOUSE04967, MOUSE15211, MOUSE15213, MOUSE15214, MOUSE15212, MOUSE46320, MOUSE26654
OG0000890	BRALA24385	MOUSE16345, MOUSE16349
OG0000893	BRALA25869, BRALA17380, BRALA24437	MOUSE52671, MOUSE52670, MOUSE52659, MOUSE52660, MOUSE52662, MOUSE39147, MOUSE39146, MOUSE39145, MOUSE39144, MOUSE52664, MOUSE52665, MOUSE52666, MOUSE52663
OG0000894	BRALA16945	MOUSE48713, MOUSE48715, MOUSE48714
OG0000894	BRALA06371	MOUSE14107, MOUSE14108, MOUSE38541, MOUSE38542
OG0000895	BRALA04351, BRALA04319	MOUSE19640, MOUSE19639
OG0000895	BRALA14632	MOUSE23162, MOUSE23163, MOUSE44669, MOUSE44668
OG0000896	BRALA17653	MOUSE47301, MOUSE47302, MOUSE47299, MOUSE47300
OG0000896	BRALA22494	MOUSE24632, MOUSE24633, MOUSE20216, MOUSE20214, MOUSE20218, MOUSE20215, MOUSE20219, MOUSE20220, MOUSE20217, MOUSE20212, MOUSE20213
OG0000897	BRALA28132	MOUSE14410, MOUSE14409, MOUSE14408
OG0000897	BRALA21067, BRALA20480, BRALA17997, BRALA21102	MOUSE31064, MOUSE31062, MOUSE31060, MOUSE31063
OG0000898	BRALA22391, BRALA22392, BRALA05142	MOUSE31373, MOUSE31375, MOUSE31374
OG0000900	BRALA04925, BRALA04944, BRALA04941, BRALA04922, BRALA04938, BRALA04932, BRALA04942, BRALA04933, BRALA04921, BRALA04934, BRALA04923	MOUSE31217, MOUSE23569, MOUSE01872, MOUSE01871, MOUSE01870, MOUSE01873, MOUSE26996, MOUSE26997, MOUSE26998, MOUSE43947, MOUSE43946
OG0000904	BRALA03360	MOUSE41151, MOUSE41152, MOUSE41148, MOUSE03385, MOUSE03384, MOUSE54890, MOUSE00887, MOUSE00886
OG0000906	BRALA02532	MOUSE17633, MOUSE17632, MOUSE17634, MOUSE25430, MOUSE25426, MOUSE25429, MOUSE25431, MOUSE25428, MOUSE25427
OG0000906	BRALA34042	MOUSE25435, MOUSE25434
OG0000907	BRALA01339	MOUSE31312, MOUSE31311
OG0000908	BRALA30688	MOUSE21442, MOUSE48364
OG0000908	BRALA30545, BRALA13144	MOUSE48365
OG0000909	BRALA24516	MOUSE18098, MOUSE18107, MOUSE18106, MOUSE18102, MOUSE18103, MOUSE18101, MOUSE18099, MOUSE18100, MOUSE18104, MOUSE16369, MOUSE16368, MOUSE16367, MOUSE34339, MOUSE34338
OG0000911	BRALA24856	MOUSE05530, MOUSE05534, MOUSE05531
OG0000911	BRALA24857	MOUSE05532, MOUSE05533
OG0000911	BRALA35518	MOUSE22069, MOUSE22072
OG0000912	BRALA21702	MOUSE40561, MOUSE40562, MOUSE21320, MOUSE21322, MOUSE21321, MOUSE09521, MOUSE35888, MOUSE35887
OG0000912	BRALA14998	MOUSE04469, MOUSE04468
OG0000913	BRALA19448	MOUSE03584, MOUSE03581, MOUSE03586, MOUSE03585, MOUSE50198, MOUSE50196, MOUSE50197
OG0000914	BRALA20034	MOUSE17296, MOUSE35445, MOUSE35444
OG0000915	BRALA15366	MOUSE54287, MOUSE54285, MOUSE54291, MOUSE54289, MOUSE54283, MOUSE54284, MOUSE54288, MOUSE54292, MOUSE54286, MOUSE02322, MOUSE40925, MOUSE40924, MOUSE23439, MOUSE23438, MOUSE23437, MOUSE23435, MOUSE02320, MOUSE02321
OG0000916	BRALA01182, BRALA18434, BRALA01142, BRALA21246, BRALA01181	MOUSE31844, MOUSE31845
OG0000921	BRALA09094	MOUSE23301, MOUSE23303, MOUSE23302, MOUSE23300
OG0000921	BRALA21805	MOUSE23881, MOUSE23879, MOUSE23880
OG0000923	BRALA04563	MOUSE26356, MOUSE26357
OG0000923	BRALA07148	MOUSE02431, MOUSE02432, MOUSE02428, MOUSE26100, MOUSE26096, MOUSE26101
OG0000925	BRALA25852	MOUSE10575, MOUSE10576
OG0000925	BRALA14244	MOUSE55432, MOUSE24719, MOUSE53700
OG0000926	BRALA25512	MOUSE17360
OG0000927	BRALA33718	MOUSE29419, MOUSE29420, MOUSE54617, MOUSE54620, MOUSE54619, MOUSE04094, MOUSE54618, MOUSE04095
OG0000928	BRALA14602	MOUSE48561, MOUSE48564, MOUSE48560, MOUSE48562, MOUSE48563, MOUSE51589, MOUSE51590, MOUSE51591
OG0000929	BRALA27977	MOUSE38764, MOUSE00532, MOUSE34224, MOUSE34223
OG0000931	BRALA30526	MOUSE27857
OG0000931	BRALA33296	MOUSE46819
OG0000932	BRALA23597	MOUSE38269, MOUSE38279, MOUSE38270, MOUSE38272, MOUSE38273, MOUSE38271
OG0000934	BRALA15692	MOUSE12520, MOUSE12519, MOUSE12516, MOUSE12517, MOUSE00090
OG0000934	BRALA23860	MOUSE17316, MOUSE42016, MOUSE42017
OG0000935	BRALA20990	MOUSE47477, MOUSE47478, MOUSE44606, MOUSE44607, MOUSE30728, MOUSE30730, MOUSE30727, MOUSE30729, MOUSE14697, MOUSE14695, MOUSE14698, MOUSE14700, MOUSE14696, MOUSE14699, MOUSE26344, MOUSE26343
OG0000938	BRALA02654	MOUSE15575, MOUSE15574, MOUSE20365, MOUSE20366, MOUSE20367, MOUSE20371, MOUSE20370
OG0000938	BRALA00825, BRALA00820, BRALA00821, BRALA00822, BRALA00823, BRALA11718, BRALA00824	MOUSE30079
OG0000940	BRALA20177	MOUSE32750, MOUSE32751
OG0000943	BRALA26880	MOUSE20500, MOUSE37971, MOUSE37975, MOUSE37977, MOUSE37972, MOUSE37973, MOUSE37974, MOUSE37976
OG0000944	BRALA16973	MOUSE12531, MOUSE12532, MOUSE48058, MOUSE54692
OG0000945	BRALA12545	MOUSE49368
OG0000946	BRALA08785	MOUSE23647
OG0000946	BRALA02095, BRALA02094	MOUSE47231, MOUSE47232, MOUSE01829
OG0000947	BRALA00543	MOUSE26132, MOUSE53230, MOUSE53231, MOUSE53229
OG0000947	BRALA00290	MOUSE53163, MOUSE53164
OG0000949	BRALA16910	MOUSE25328, MOUSE25327, MOUSE17718, MOUSE16365, MOUSE16366, MOUSE34340, MOUSE18097
OG0000951	BRALA16820	MOUSE30814, MOUSE30813, MOUSE30815, MOUSE44527, MOUSE44526
OG0000951	BRALA35165	MOUSE00218, MOUSE00217, MOUSE00216
OG0000952	BRALA08202	MOUSE36817, MOUSE36818, MOUSE36819, MOUSE36816
OG0000952	BRALA08201	MOUSE03207, MOUSE36821
OG0000953	BRALA06546, BRALA01379, BRALA01377, BRALA01378, BRALA09955, BRALA28717, BRALA21206	MOUSE13258
OG0000953	BRALA27297	MOUSE13744, MOUSE13741, MOUSE13743, MOUSE13742, MOUSE13740, MOUSE34903, MOUSE34902
OG0000954	BRALA34235, BRALA35344	MOUSE22495, MOUSE22494, MOUSE22493
OG0000954	BRALA10453	MOUSE17098, MOUSE17097, MOUSE17096, MOUSE16993, MOUSE16991, MOUSE16987, MOUSE16992, MOUSE16989, MOUSE16988, MOUSE16990
OG0000955	BRALA00782	MOUSE32358
OG0000955	BRALA22745	MOUSE29654, MOUSE29652, MOUSE29653
OG0000957	BRALA14646	MOUSE01613, MOUSE01614, MOUSE13268, MOUSE13267, MOUSE13270
OG0000958	BRALA02128, BRALA02127, BRALA02129	MOUSE09358, MOUSE09360, MOUSE09359, MOUSE41232, MOUSE41231
OG0000960	BRALA12453	MOUSE49548, MOUSE49547, MOUSE49545, MOUSE49546, MOUSE13626, MOUSE13629, MOUSE13627, MOUSE13628
OG0000963	BRALA03591	MOUSE01418, MOUSE01419, MOUSE01420
OG0000963	BRALA20733	MOUSE10592, MOUSE33400
OG0000964	BRALA26663	MOUSE43201, MOUSE43202, MOUSE43200, MOUSE43199
OG0000965	BRALA04013	MOUSE36703, MOUSE36704, MOUSE36705
OG0000965	BRALA03357	MOUSE12247, MOUSE12246
OG0000966	BRALA30500	MOUSE04816, MOUSE04817, MOUSE04814, MOUSE04815, MOUSE04813, MOUSE04812, MOUSE37774, MOUSE37775
OG0000967	BRALA11137	MOUSE47762, MOUSE47763
OG0000967	BRALA03874	MOUSE20877
OG0000968	BRALA14943	MOUSE01895, MOUSE01897, MOUSE01894, MOUSE01893, MOUSE44458, MOUSE44459, MOUSE44457
OG0000969	BRALA14830, BRALA07388, BRALA07383	MOUSE35290
OG0000970	BRALA07314	MOUSE15306, MOUSE15307
OG0000972	BRALA07302, BRALA07303	MOUSE50146, MOUSE50147, MOUSE37982, MOUSE37981, MOUSE37983
OG0000972	BRALA06799	MOUSE12807
OG0000973	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435	MOUSE17695
OG0000974	BRALA08524, BRALA00836	MOUSE03615, MOUSE03614, MOUSE03613
OG0000976	BRALA11565, BRALA11563, BRALA11570, BRALA11571	MOUSE18381
OG0000977	BRALA29523	MOUSE24545, MOUSE24544, MOUSE24543
OG0000978	BRALA19988	MOUSE10016, MOUSE10015, MOUSE28748, MOUSE28746, MOUSE28747, MOUSE49417, MOUSE49416, MOUSE27348, MOUSE27347, MOUSE27345, MOUSE27346, MOUSE27349
OG0000979	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544	MOUSE21300, MOUSE21301, MOUSE21299
OG0000981	BRALA17579	MOUSE10265, MOUSE10264, MOUSE19932
OG0000984	BRALA13541	MOUSE10080, MOUSE10081
OG0000984	BRALA10027	MOUSE23728, MOUSE23729, MOUSE23730
OG0000987	BRALA15995	MOUSE08586, MOUSE08587, MOUSE14584, MOUSE01245
OG0000988	BRALA10034	MOUSE25852, MOUSE25848, MOUSE25676, MOUSE25677, MOUSE25678, MOUSE25675, MOUSE25679
OG0000992	BRALA13132	MOUSE06252
OG0000992	BRALA29385	MOUSE32208, MOUSE34367, MOUSE34366, MOUSE34368, MOUSE34369
OG0000993	BRALA00562	MOUSE22406
OG0000994	BRALA12870	MOUSE32211, MOUSE32210
OG0000994	BRALA16394	MOUSE40530, MOUSE40529
OG0000995	BRALA13943, BRALA13941	MOUSE14071, MOUSE14070, MOUSE14069, MOUSE14068, MOUSE14067, MOUSE14072, MOUSE03731, MOUSE03733, MOUSE03734, MOUSE03735, MOUSE03736, MOUSE03737, MOUSE03732
OG0000996	BRALA14195	MOUSE54534, MOUSE12585, MOUSE54538, MOUSE54537, MOUSE54531, MOUSE54525, MOUSE54529, MOUSE54530, MOUSE54526, MOUSE54532, MOUSE54536, MOUSE54533, MOUSE54524, MOUSE54528, MOUSE54527, MOUSE54539, MOUSE12587, MOUSE54540, MOUSE12586, MOUSE12583, MOUSE21790, MOUSE21789, MOUSE21792, MOUSE21793, MOUSE21791
OG0000997	BRALA11907	MOUSE45397, MOUSE45388
OG0000999	BRALA08770	MOUSE44063, MOUSE19949, MOUSE14460
OG0001000	BRALA29242	MOUSE53658, MOUSE53659, MOUSE54860, MOUSE54857, MOUSE54859, MOUSE54858, MOUSE16553, MOUSE16552, MOUSE16554, MOUSE16556, MOUSE16555
OG0001001	BRALA14859	MOUSE04043
OG0001001	BRALA05897	MOUSE53732, MOUSE53727, MOUSE53728, MOUSE55430, MOUSE55424, MOUSE55426, MOUSE55427, MOUSE55428, MOUSE53729
OG0001002	BRALA17196, BRALA18350, BRALA01976	MOUSE52462, MOUSE52461, MOUSE52460, MOUSE43911, MOUSE43913, MOUSE43912, MOUSE27015, MOUSE27017, MOUSE27016
OG0001003	BRALA07286	MOUSE37949, MOUSE37947, MOUSE37943, MOUSE37952, MOUSE37945, MOUSE37944, MOUSE37946, MOUSE37942, MOUSE37951, MOUSE37948, MOUSE03862, MOUSE03866, MOUSE03863, MOUSE03867, MOUSE03865, MOUSE03864, MOUSE03872, MOUSE03874, MOUSE03875, MOUSE03873, MOUSE03871, MOUSE03869, MOUSE03870, MOUSE03868, MOUSE37953
OG0001004	BRALA01185	MOUSE32951
OG0001005	BRALA24042	MOUSE11321, MOUSE11324, MOUSE11316, MOUSE11327, MOUSE11320, MOUSE11323, MOUSE11325, MOUSE11322, MOUSE11317, MOUSE11314, MOUSE11319, MOUSE11313, MOUSE11326
OG0001006	BRALA19471	MOUSE46159
OG0001006	BRALA06003	MOUSE10545, MOUSE01475, MOUSE01476, MOUSE33637, MOUSE33638
OG0001008	BRALA24730	MOUSE02139, MOUSE44435, MOUSE44436, MOUSE44437
OG0001009	BRALA13978	MOUSE00157, MOUSE34374, MOUSE00156
OG0001011	BRALA07056, BRALA07076	MOUSE44985, MOUSE44984
OG0001011	BRALA01113, BRALA01112	MOUSE32934, MOUSE32933, MOUSE32932, MOUSE13070
OG0001013	BRALA25040, BRALA34547	MOUSE44308
OG0001015	BRALA21974	MOUSE14128, MOUSE14129, MOUSE14127, MOUSE02890, MOUSE02889, MOUSE38510, MOUSE38509, MOUSE38496, MOUSE38508, MOUSE38498, MOUSE38502, MOUSE38497, MOUSE38505
OG0001016	BRALA14145	MOUSE18875, MOUSE18878, MOUSE18877
OG0001016	BRALA31587	MOUSE39644
OG0001018	BRALA35275, BRALA04664, BRALA06928, BRALA14350	MOUSE16373
OG0001018	BRALA13325	MOUSE08070, MOUSE08069, MOUSE08067
OG0001021	BRALA20548	MOUSE07884, MOUSE07883, MOUSE07882
OG0001021	BRALA10130	MOUSE07885
OG0001022	BRALA16207	MOUSE12924, MOUSE38388, MOUSE38387, MOUSE38386, MOUSE12922, MOUSE12921, MOUSE12923, MOUSE55018, MOUSE55020, MOUSE55019
OG0001023	BRALA20751	MOUSE41557, MOUSE45799, MOUSE45798, MOUSE17284, MOUSE17286, MOUSE17283, MOUSE17287, MOUSE44227, MOUSE44222, MOUSE44224, MOUSE44226, MOUSE44223, MOUSE44221, MOUSE44219, MOUSE44220, MOUSE44225, MOUSE45797, MOUSE41558, MOUSE41559
OG0001024	BRALA23987	MOUSE31611, MOUSE31612, MOUSE31615, MOUSE31609, MOUSE31610, MOUSE37115, MOUSE19217, MOUSE01002, MOUSE54809, MOUSE54810
OG0001026	BRALA11115	MOUSE17157, MOUSE17156, MOUSE17158, MOUSE17155, MOUSE04737
OG0001027	BRALA19076	MOUSE25674
OG0001027	BRALA06875, BRALA06471, BRALA06470, BRALA06472	MOUSE41858, MOUSE41862, MOUSE41861
OG0001028	BRALA32878, BRALA13434	MOUSE01684, MOUSE01682, MOUSE01681, MOUSE51609, MOUSE51621, MOUSE51618, MOUSE51619, MOUSE51617, MOUSE51608, MOUSE51611, MOUSE51607, MOUSE51612, MOUSE51614, MOUSE51610, MOUSE51615, MOUSE32885, MOUSE32884, MOUSE32887, MOUSE32888, MOUSE32886, MOUSE20675, MOUSE20676
