Orthogroup	BRALA	CAPO3
OG0002603	BRALA01302, BRALA01297, BRALA01290	CAPO302609
OG0002605	BRALA01001	CAPO303522
OG0002608	BRALA07527	CAPO303192
OG0002610	BRALA28100	CAPO307043
OG0002611	BRALA33291, BRALA28677	CAPO302425
OG0002617	BRALA30754	CAPO307606
OG0002620	BRALA02672	CAPO300598
OG0002621	BRALA17095	CAPO305708, CAPO305709, CAPO305858
OG0002624	BRALA19091, BRALA27262	CAPO307642
OG0002629	BRALA10077	CAPO306781
OG0002630	BRALA31372	CAPO300618
OG0002631	BRALA09723	CAPO302228
OG0002632	BRALA17598, BRALA17599	CAPO301605
OG0002633	BRALA22300	CAPO301845
OG0002634	BRALA13524	CAPO303763
OG0002636	BRALA11242	CAPO302443
OG0002638	BRALA16832, BRALA30596	CAPO302461, CAPO301720
OG0002642	BRALA14128, BRALA24879, BRALA14126, BRALA23036	CAPO302887
OG0002643	BRALA16947	CAPO305403
OG0002644	BRALA08196, BRALA08197	CAPO300686
OG0002645	BRALA11042	CAPO302012
OG0002646	BRALA08873	CAPO300302
OG0002651	BRALA10926	CAPO307502
OG0002652	BRALA22384	CAPO305413
OG0002656	BRALA07458	CAPO301386
OG0002657	BRALA14444	CAPO301921
OG0002659	BRALA13850	CAPO302308
OG0002661	BRALA09860	CAPO300165
OG0002662	BRALA13008	CAPO307949
OG0002663	BRALA06135, BRALA06131, BRALA06137, BRALA06132, BRALA06133, BRALA06134, BRALA06136	CAPO308163
OG0002665	BRALA24257	CAPO307055
OG0002666	BRALA06311, BRALA27382, BRALA10431	CAPO308350
OG0002668	BRALA20571	CAPO301754
OG0002669	BRALA17766, BRALA10127, BRALA29211	CAPO301762
OG0002672	BRALA01443	CAPO307527
OG0002677	BRALA25035	CAPO303005
OG0002682	BRALA01284	CAPO300171
OG0002683	BRALA15671	CAPO303156
OG0002705	BRALA29482	CAPO303959
OG0002706	BRALA10397	CAPO306125
OG0002708	BRALA30426	CAPO306708
OG0002710	BRALA09599	CAPO301641
OG0002713	BRALA06165	CAPO306909
OG0002715	BRALA31042	CAPO303783
OG0002716	BRALA21235	CAPO302306
OG0002717	BRALA28948	CAPO307873
OG0002718	BRALA08661	CAPO306705
OG0002720	BRALA03208, BRALA18248	CAPO304077
OG0002722	BRALA24693	CAPO300697
OG0002726	BRALA03979	CAPO303092
OG0002728	BRALA01532	CAPO304582
OG0002730	BRALA23709	CAPO300185
OG0002731	BRALA10111	CAPO304916
OG0002732	BRALA13852	CAPO305751
OG0002736	BRALA23696, BRALA33082, BRALA34536	CAPO302364
OG0002739	BRALA32521, BRALA32108	CAPO303462
OG0002740	BRALA01908	CAPO303044
OG0002741	BRALA09574	CAPO305001
OG0002743	BRALA06935, BRALA13202	CAPO305659
OG0002744	BRALA02758	CAPO307532
OG0002745	BRALA14450	CAPO302960
OG0002746	BRALA17638	CAPO301404
OG0002747	BRALA18341	CAPO308121
OG0002751	BRALA27383	CAPO300590
OG0002752	BRALA16959	CAPO306571
OG0002753	BRALA28220	CAPO301419
OG0002755	BRALA00748, BRALA26578	CAPO303504
OG0002756	BRALA19758, BRALA07300	CAPO302206
OG0002757	BRALA17120, BRALA26966	CAPO301022
OG0002758	BRALA21942	CAPO302892, CAPO307678
OG0002760	BRALA12746	CAPO306120
OG0002764	BRALA08679	CAPO300451
OG0002765	BRALA03391	CAPO307679
OG0002766	BRALA29454, BRALA30303	CAPO300475
OG0002767	BRALA16931, BRALA16930	CAPO302818
OG0002770	BRALA09976	CAPO300723
OG0002771	BRALA26146	CAPO307480
OG0002772	BRALA00839	CAPO301657
OG0002773	BRALA06118	CAPO300783
OG0002774	BRALA17566	CAPO301900
OG0002776	BRALA20667	CAPO300785
OG0002779	BRALA18762	CAPO306710
OG0002780	BRALA06535	CAPO306806
OG0002782	BRALA18872	CAPO301842
OG0002785	BRALA01196	CAPO300520
OG0002787	BRALA25626	CAPO307667
OG0002788	BRALA02230	CAPO304831
OG0002790	BRALA11810	CAPO302263
OG0002799	BRALA27234	CAPO301814
OG0002814	BRALA03845	CAPO300792
OG0002815	BRALA23897	CAPO305247
OG0002816	BRALA01022	CAPO300822
OG0002817	BRALA31906, BRALA35378	CAPO305631
OG0002818	BRALA22684	CAPO300344
OG0002821	BRALA01093	CAPO300805, CAPO300806
OG0002822	BRALA11175, BRALA11174	CAPO300505
OG0002824	BRALA00377	CAPO304804
OG0002825	BRALA22892	CAPO303958
OG0002826	BRALA20854	CAPO305161
OG0002827	BRALA12317	CAPO302357
OG0002828	BRALA01253, BRALA32285, BRALA33690, BRALA01251, BRALA35111	CAPO302033
OG0002831	BRALA08874	CAPO303454
OG0002833	BRALA11197	CAPO302961
OG0002835	BRALA12830	CAPO306542
OG0002836	BRALA08680	CAPO301463
OG0002837	BRALA20192	CAPO304096
OG0002838	BRALA18845, BRALA02071, BRALA03750	CAPO305478
OG0002839	BRALA04693	CAPO302420
OG0002841	BRALA12737	CAPO302293
OG0002842	BRALA01212, BRALA01213	CAPO300353
OG0002843	BRALA29412	CAPO300339
OG0002844	BRALA18936	CAPO306381, CAPO305443
OG0002847	BRALA34792, BRALA32784, BRALA33572, BRALA35862, BRALA34974, BRALA35961, BRALA35427, BRALA33880, BRALA34783, BRALA32785	CAPO307024
OG0002848	BRALA18503	CAPO306888
OG0002850	BRALA14368	CAPO305439
OG0002851	BRALA08964, BRALA08963	CAPO304239
OG0002855	BRALA23875	CAPO304751, CAPO304752
OG0002858	BRALA22413	CAPO302020
OG0002860	BRALA13051	CAPO304305
OG0002864	BRALA04065	CAPO303008
OG0002865	BRALA26587	CAPO302058
OG0002866	BRALA08893	CAPO307089
OG0002868	BRALA05217	CAPO307730
OG0002870	BRALA19055	CAPO303935
OG0002873	BRALA19472	CAPO302439
OG0002875	BRALA23432	CAPO302434
OG0002876	BRALA19475	CAPO302622
OG0002877	BRALA08464	CAPO303139
OG0002878	BRALA18474, BRALA28117, BRALA03542, BRALA32641, BRALA03534, BRALA03537	CAPO304014
OG0002884	BRALA02001	CAPO306804
OG0002888	BRALA23053, BRALA23052, BRALA35110	CAPO302979
OG0002891	BRALA00908	CAPO305115
OG0002894	BRALA23468	CAPO307506
OG0002895	BRALA28500	CAPO306767, CAPO303745
OG0002896	BRALA06147	CAPO301218
OG0002897	BRALA00556	CAPO306671
OG0002899	BRALA34979, BRALA32336	CAPO306014
OG0002900	BRALA10711	CAPO303795
OG0002902	BRALA10476	CAPO300125
OG0002907	BRALA09540	CAPO303347
OG0002908	BRALA04749, BRALA16572, BRALA12497	CAPO301293
OG0002909	BRALA15331	CAPO302801
OG0002911	BRALA27469	CAPO306312
OG0002913	BRALA13297	CAPO307505
OG0002914	BRALA13809	CAPO304158
OG0002915	BRALA03120	CAPO307623
OG0002916	BRALA22098, BRALA00679	CAPO307991
OG0002917	BRALA11721	CAPO304597
OG0002921	BRALA17412, BRALA29375	CAPO307445
OG0002922	BRALA16350	CAPO305731
OG0002923	BRALA05872	CAPO307207
OG0002926	BRALA30348	CAPO301908
OG0002927	BRALA06891, BRALA06948	CAPO307647
OG0002931	BRALA25933, BRALA15246, BRALA35515	CAPO300557
OG0002944	BRALA10241	CAPO306630
OG0002945	BRALA30182, BRALA30183	CAPO307786
OG0002946	BRALA30086	CAPO302209
OG0002947	BRALA04381, BRALA04382	CAPO306510
OG0002948	BRALA08604, BRALA08603	CAPO303072
OG0002949	BRALA34128	CAPO305527, CAPO304499
OG0002950	BRALA14007, BRALA35316, BRALA14006	CAPO302322
OG0002952	BRALA16977	CAPO304062, CAPO304063
OG0002953	BRALA20438	CAPO305937
OG0002954	BRALA18259, BRALA34258, BRALA35506	CAPO303510
OG0002955	BRALA20853	CAPO305617
OG0002957	BRALA29901	CAPO303846
OG0002959	BRALA22499	CAPO305557
OG0002960	BRALA17530	CAPO301301
OG0002961	BRALA32745, BRALA33845	CAPO306313
OG0002965	BRALA06727	CAPO304902
OG0002968	BRALA16921, BRALA16922	CAPO306161
OG0002969	BRALA14066	CAPO301408
OG0002973	BRALA35747, BRALA32976	CAPO301405
OG0002974	BRALA19094	CAPO300358
OG0002976	BRALA18507	CAPO304649
OG0002977	BRALA29327	CAPO306762
OG0002979	BRALA29239	CAPO300623
OG0002981	BRALA00510	CAPO305421
OG0002982	BRALA31857	CAPO306469
OG0002983	BRALA15691	CAPO302346
OG0002985	BRALA16955	CAPO300589
OG0002987	BRALA16295	CAPO306603
OG0002988	BRALA22520, BRALA22521, BRALA22525, BRALA15451	CAPO300003
OG0002990	BRALA33835, BRALA27944	CAPO304869
OG0002991	BRALA24373	CAPO300778
OG0002992	BRALA10664	CAPO307180
OG0002994	BRALA03071	CAPO307303
OG0002997	BRALA22094, BRALA00683	CAPO307685
OG0002998	BRALA06170	CAPO302958
OG0003001	BRALA11352	CAPO302423
OG0003002	BRALA07344	CAPO304848
OG0003004	BRALA28835	CAPO304489
OG0003005	BRALA01368	CAPO302131
OG0003005	BRALA26150	CAPO302452, CAPO300516
OG0003006	BRALA30180	CAPO302605
OG0003010	BRALA02051	CAPO303642
OG0003012	BRALA17182	CAPO302272
OG0003014	BRALA21168	CAPO304419
OG0003016	BRALA08068	CAPO301025
OG0003017	BRALA18273	CAPO303755
OG0003018	BRALA31319	CAPO301697
OG0003019	BRALA14323	CAPO302687
OG0003019	BRALA22516	CAPO307689
OG0003020	BRALA19979	CAPO306543, CAPO306821
OG0003022	BRALA12187	CAPO308155
OG0003024	BRALA29524	CAPO300933
OG0003025	BRALA03359, BRALA17181	CAPO306077
OG0003026	BRALA10042	CAPO304742
OG0003027	BRALA09779	CAPO302145
OG0003028	BRALA01708	CAPO307794
OG0003029	BRALA19961	CAPO301992
OG0003030	BRALA31370	CAPO304737
OG0003033	BRALA33535	CAPO300181
OG0003034	BRALA18733	CAPO300214, CAPO307271
OG0003037	BRALA22643	CAPO305626
OG0003038	BRALA21188	CAPO300861
OG0003041	BRALA13767	CAPO306033
OG0003042	BRALA14544, BRALA14543	CAPO301480
OG0003043	BRALA15954	CAPO304921
OG0003044	BRALA14962	CAPO300082
OG0003046	BRALA09266	CAPO302851
OG0003048	BRALA35916, BRALA12484	CAPO300169
OG0003049	BRALA00969	CAPO300501, CAPO307086, CAPO305726
OG0003053	BRALA01192	CAPO305034
OG0003054	BRALA14292	CAPO305605
OG0003055	BRALA01152	CAPO307832
OG0003056	BRALA16866	CAPO300334
OG0003058	BRALA10357	CAPO305219
OG0003059	BRALA24717	CAPO307928
OG0003060	BRALA01131	CAPO300265
OG0003063	BRALA20041	CAPO306091
OG0003064	BRALA04357	CAPO303600
OG0003065	BRALA24672	CAPO305486
OG0003067	BRALA16399	CAPO301062
OG0003071	BRALA04699, BRALA08113	CAPO303765
OG0003072	BRALA28497	CAPO300719
OG0003073	BRALA07212	CAPO300571
OG0003074	BRALA20234, BRALA20235	CAPO305232
OG0003079	BRALA14566	CAPO303732
OG0003103	BRALA06974, BRALA04721	CAPO300058
OG0003104	BRALA17529	CAPO300208
OG0003106	BRALA09165	CAPO300222
OG0003107	BRALA03151	CAPO305408
OG0003108	BRALA23025	CAPO307100
OG0003110	BRALA14243	CAPO302380
OG0003111	BRALA04538	CAPO305398
OG0003112	BRALA28665, BRALA34089, BRALA29578	CAPO305044
OG0003113	BRALA16666	CAPO300369
OG0003114	BRALA15227	CAPO305811
OG0003115	BRALA18488	CAPO305328
OG0003116	BRALA23274, BRALA30302	CAPO304220
OG0003119	BRALA29056	CAPO301756
OG0003120	BRALA18066	CAPO301313
OG0003121	BRALA15041	CAPO300078
OG0003122	BRALA30971, BRALA12818	CAPO305152
OG0003124	BRALA34138, BRALA34241, BRALA34239, BRALA34780	CAPO307110
OG0003125	BRALA22292	CAPO308199
OG0003128	BRALA34098	CAPO300639
OG0003130	BRALA35008, BRALA35686, BRALA33115, BRALA33842, BRALA35096	CAPO308112
OG0003131	BRALA24254	CAPO301104
OG0003135	BRALA26114, BRALA34295	CAPO304970
OG0003136	BRALA26231	CAPO303233
OG0003138	BRALA24387	CAPO307798
OG0003141	BRALA05474	CAPO300915
OG0003144	BRALA30427	CAPO304802
OG0003145	BRALA23671	CAPO301669
OG0003146	BRALA09771	CAPO304953
OG0003147	BRALA16312	CAPO305754
OG0003149	BRALA15048, BRALA15046, BRALA15047	CAPO303321
OG0003150	BRALA06073	CAPO304553
OG0003151	BRALA28902	CAPO302311
OG0003152	BRALA06359	CAPO306395
OG0003153	BRALA20237	CAPO305242
OG0003154	BRALA09778	CAPO308152
OG0003157	BRALA18717	CAPO300659
OG0003158	BRALA04756	CAPO304754
OG0003159	BRALA17058, BRALA15528, BRALA03670	CAPO307514
OG0003160	BRALA34327	CAPO305734
OG0003161	BRALA12062	CAPO307952, CAPO307190, CAPO305141
OG0003162	BRALA12042	CAPO303406
OG0003163	BRALA09502	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	BRALA08232	CAPO302879
OG0003165	BRALA34066	CAPO302597
OG0003169	BRALA01179	CAPO302137
OG0003172	BRALA14091	CAPO306984
OG0003174	BRALA15910	CAPO306817
OG0003175	BRALA07118, BRALA07114	CAPO306274
OG0003176	BRALA03069, BRALA03068, BRALA03070	CAPO307890
OG0003177	BRALA23984	CAPO305441
OG0003178	BRALA30304	CAPO303283
OG0003179	BRALA04006	CAPO300801
OG0003181	BRALA13987	CAPO304354
OG0003182	BRALA19997	CAPO308003
OG0003184	BRALA03612	CAPO303123
OG0003185	BRALA08913, BRALA08914	CAPO301951
OG0003187	BRALA06679	CAPO303479
OG0003189	BRALA28089, BRALA26188	CAPO303157
OG0003190	BRALA00193, BRALA00194	CAPO303910
OG0003191	BRALA04704	CAPO306279
OG0003193	BRALA06151	CAPO301211
OG0003194	BRALA02569, BRALA02570, BRALA02571	CAPO301882
OG0003196	BRALA03312, BRALA34284, BRALA03314	CAPO306231
OG0003198	BRALA11402, BRALA19414, BRALA19411, BRALA23398, BRALA23397	CAPO304417
OG0003199	BRALA17301	CAPO305890
OG0003200	BRALA17093	CAPO301026
OG0003202	BRALA06604	CAPO307016
OG0003203	BRALA24870	CAPO305085
OG0003206	BRALA15924	CAPO306250
OG0003207	BRALA19743	CAPO301521
OG0003210	BRALA02658	CAPO303247
OG0003211	BRALA15324	CAPO307771
OG0003212	BRALA21845	CAPO300076
OG0003214	BRALA11877	CAPO305438
OG0003215	BRALA11919	CAPO305646
OG0003217	BRALA22390, BRALA22386	CAPO304366
OG0003218	BRALA27140	CAPO308113
OG0003220	BRALA29359, BRALA35967	CAPO304799
OG0003221	BRALA13791	CAPO300283
OG0003223	BRALA03348	CAPO307650
OG0003225	BRALA24705	CAPO303179
OG0003227	BRALA32464, BRALA34201, BRALA35380, BRALA34927	CAPO306597
OG0003228	BRALA28908	CAPO305495
OG0003230	BRALA16395	CAPO301507
OG0003231	BRALA01823	CAPO301890
OG0003235	BRALA28961	CAPO301047
OG0003238	BRALA07897	CAPO305586
OG0003240	BRALA04472, BRALA00023	CAPO303081
OG0003251	BRALA03131	CAPO307251
OG0003252	BRALA29060	CAPO305303
OG0003254	BRALA10884	CAPO307938
OG0003255	BRALA04178	CAPO301338
OG0003257	BRALA10821	CAPO303231
OG0003263	BRALA27485	CAPO303458
OG0003264	BRALA16693	CAPO306409
OG0003266	BRALA25697	CAPO303168
OG0003267	BRALA06736	CAPO300914
OG0003268	BRALA28894	CAPO301821
OG0003269	BRALA23035	CAPO304139
OG0003272	BRALA20375	CAPO300665
OG0003273	BRALA04767	CAPO307851
OG0003277	BRALA12741	CAPO306142
OG0003278	BRALA29833	CAPO306634
OG0003279	BRALA19410	CAPO306251
OG0003282	BRALA21917	CAPO305239
OG0003283	BRALA09386	CAPO304400
OG0003284	BRALA07080	CAPO302648
OG0003287	BRALA23219	CAPO306546
OG0003288	BRALA18702	CAPO307866
OG0003290	BRALA03644	CAPO307662, CAPO300441
OG0003291	BRALA23985	CAPO306657
OG0003294	BRALA20203	CAPO303988
OG0003296	BRALA07237	CAPO301282
OG0003297	BRALA11135	CAPO307941
OG0003298	BRALA08285	CAPO306456
OG0003300	BRALA02469, BRALA02470, BRALA02468, BRALA02471, BRALA02472	CAPO307904
OG0003301	BRALA12896	CAPO300201
OG0003302	BRALA03648	CAPO303848
OG0003306	BRALA22690, BRALA30568	CAPO303291
OG0003309	BRALA07365	CAPO301499
OG0003315	BRALA10201	CAPO301649
OG0003316	BRALA05665	CAPO300235
OG0003317	BRALA25346	CAPO304285
OG0003318	BRALA25729	CAPO302830
OG0003320	BRALA16362	CAPO303640
OG0003323	BRALA02545	CAPO304122
OG0003324	BRALA16750	CAPO308312
OG0003325	BRALA25251, BRALA23236	CAPO300972, CAPO304961
OG0003326	BRALA21679, BRALA21678	CAPO308259
OG0003329	BRALA16528	CAPO303336, CAPO300711
OG0003331	BRALA23588	CAPO303947
OG0003332	BRALA16700	CAPO307894
OG0003333	BRALA20739	CAPO307836
OG0003334	BRALA22310, BRALA26651, BRALA07845, BRALA04402	CAPO305710
OG0003335	BRALA18893	CAPO302255
OG0003340	BRALA13754	CAPO305389
OG0003341	BRALA22123	CAPO301683
OG0003348	BRALA15993	CAPO308059, CAPO308052
OG0003349	BRALA03624	CAPO300780
OG0003353	BRALA15281	CAPO304897
OG0003354	BRALA00361	CAPO300396
OG0003355	BRALA03913	CAPO308186
OG0003356	BRALA20221	CAPO306224
OG0003357	BRALA28370	CAPO307953
OG0003358	BRALA20313	CAPO307281
OG0003359	BRALA22885	CAPO303262, CAPO304527
OG0003360	BRALA24694	CAPO301722
OG0003361	BRALA15184	CAPO301802
OG0003362	BRALA22433, BRALA22431, BRALA22432	CAPO306572
OG0003364	BRALA19189	CAPO301569
OG0003366	BRALA13308	CAPO302011
OG0003368	BRALA11408, BRALA35670	CAPO307793
OG0003369	BRALA06641	CAPO305084
OG0003370	BRALA13625	CAPO302725
OG0003373	BRALA02259	CAPO301869
OG0003374	BRALA32765	CAPO305683
OG0003375	BRALA16607	CAPO301633, CAPO305837
OG0003376	BRALA08374	CAPO306560
OG0003377	BRALA30976	CAPO301205
OG0003378	BRALA18244	CAPO305510
OG0003379	BRALA10345, BRALA13967	CAPO301575
OG0003380	BRALA19352	CAPO301115
OG0003382	BRALA02288, BRALA02289	CAPO302262
OG0003382	BRALA02290	CAPO304611
OG0003383	BRALA00564, BRALA35632	CAPO305778
OG0003384	BRALA21417	CAPO306617
OG0003386	BRALA30819	CAPO300917
OG0003388	BRALA06749	CAPO302657, CAPO304459, CAPO302957
OG0003391	BRALA31037, BRALA31038	CAPO301846
OG0003392	BRALA06298	CAPO304278
OG0003393	BRALA02073	CAPO304102
OG0003419	BRALA33995, BRALA24123	CAPO301040
OG0003421	BRALA22933	CAPO300028
OG0003422	BRALA08270	CAPO300121
OG0003424	BRALA27366	CAPO307323
OG0003425	BRALA13514, BRALA13513	CAPO304371
OG0003426	BRALA28983	CAPO301532
OG0003428	BRALA26986, BRALA33909	CAPO300586
OG0003429	BRALA02516	CAPO307638
OG0003430	BRALA25695	CAPO305848
OG0003431	BRALA07409	CAPO308284
OG0003434	BRALA00541	CAPO303572
OG0003435	BRALA26136, BRALA30163, BRALA35827	CAPO300552
OG0003438	BRALA15011, BRALA15012	CAPO304548, CAPO305602, CAPO302554
OG0003443	BRALA15200	CAPO306901, CAPO306924
OG0003447	BRALA17322	CAPO304621, CAPO305856
OG0003448	BRALA03321	CAPO305307
OG0003449	BRALA06506	CAPO304421
OG0003450	BRALA18866	CAPO304313
OG0003451	BRALA12366	CAPO302760
OG0003453	BRALA22884	CAPO304718
OG0003454	BRALA14039	CAPO305798
OG0003455	BRALA02242	CAPO300221
OG0003456	BRALA13939, BRALA06592	CAPO305023
OG0003457	BRALA14725	CAPO307022
OG0003458	BRALA21912, BRALA09460	CAPO301287
OG0003459	BRALA35733, BRALA30363	CAPO304210
OG0003461	BRALA29779	CAPO304469
OG0003462	BRALA10146	CAPO306452
OG0003464	BRALA27365, BRALA23056	CAPO306136
OG0003465	BRALA21319	CAPO307530
OG0003467	BRALA12491	CAPO306150
OG0003471	BRALA22485	CAPO304216
OG0003475	BRALA12280, BRALA35136, BRALA12279	CAPO307501
OG0003476	BRALA30873	CAPO306987
OG0003477	BRALA21273	CAPO308122
OG0003478	BRALA22512	CAPO300139
OG0003479	BRALA30670	CAPO302288
OG0003480	BRALA03258	CAPO303582
OG0003483	BRALA32124	CAPO305509
OG0003486	BRALA31683	CAPO304249
OG0003487	BRALA16372	CAPO300925
OG0003489	BRALA14772	CAPO305291
OG0003491	BRALA06006	CAPO304911
OG0003492	BRALA03827	CAPO306303
OG0003493	BRALA05370	CAPO306533
OG0003497	BRALA17605	CAPO305660
OG0003498	BRALA09693	CAPO306898
OG0003499	BRALA06317	CAPO301160
OG0003500	BRALA15207	CAPO304927
OG0003501	BRALA01350	CAPO303209
OG0003502	BRALA34217, BRALA32822	CAPO306906
OG0003503	BRALA35054, BRALA35912	CAPO307158
OG0003504	BRALA25286	CAPO304351
OG0003505	BRALA03121	CAPO305207
OG0003506	BRALA08237	CAPO302826
OG0003507	BRALA01241	CAPO303307
OG0003508	BRALA21200, BRALA21199	CAPO307911
OG0003509	BRALA05520	CAPO305689
OG0003511	BRALA16529	CAPO307348, CAPO308352
OG0003512	BRALA07191, BRALA35635	CAPO303631, CAPO302677, CAPO302168
OG0003515	BRALA18725	CAPO307211
OG0003518	BRALA01598, BRALA01597	CAPO307641
OG0003519	BRALA07432	CAPO307608
OG0003522	BRALA06407	CAPO306659
OG0003523	BRALA15819	CAPO304976
OG0003525	BRALA04397	CAPO305089
OG0003528	BRALA28828	CAPO306484
OG0003531	BRALA34155	CAPO300308
OG0003532	BRALA28381	CAPO303744
OG0003533	BRALA12757	CAPO301327
OG0003537	BRALA11544	CAPO301555
OG0003538	BRALA11760	CAPO301093
OG0003539	BRALA09265	CAPO300449
OG0003541	BRALA19973	CAPO300603
OG0003543	BRALA02287	CAPO301989
OG0003543	BRALA02291	CAPO308115
OG0003544	BRALA04094	CAPO300418
OG0003546	BRALA35866, BRALA35137, BRALA34597, BRALA31691	CAPO303583
OG0003547	BRALA27840, BRALA27838, BRALA27839	CAPO308031
OG0003550	BRALA18608	CAPO300137
OG0003551	BRALA01030	CAPO308286
OG0003552	BRALA23094	CAPO307114
OG0003554	BRALA24475, BRALA26628, BRALA26630, BRALA26629	CAPO301001
OG0003556	BRALA01809	CAPO302339
OG0003557	BRALA02541	CAPO306086
OG0003561	BRALA28633	CAPO301198
OG0003562	BRALA14777	CAPO303388
OG0003563	BRALA18624, BRALA06846	CAPO300808, CAPO301102
OG0003564	BRALA27591	CAPO300720
OG0003566	BRALA19185	CAPO300164
OG0003567	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371	CAPO307296
OG0003568	BRALA25412, BRALA28427	CAPO303992
OG0003569	BRALA15282	CAPO306390
OG0003570	BRALA00798	CAPO305849
OG0003573	BRALA14969	CAPO300904
OG0003577	BRALA00402	CAPO306764
OG0003578	BRALA29478, BRALA23275	CAPO307426
OG0003579	BRALA03835	CAPO300766
OG0003582	BRALA19721	CAPO302819
OG0003599	BRALA30350, BRALA33877	CAPO301420
OG0003600	BRALA22014	CAPO305414
OG0003607	BRALA10883	CAPO301867
OG0003610	BRALA09770	CAPO302401
OG0003611	BRALA24495	CAPO306320
OG0003613	BRALA11000, BRALA11079	CAPO305029
OG0003617	BRALA23864	CAPO306844
OG0003617	BRALA23865	CAPO301490
OG0003618	BRALA30067	CAPO302109
OG0003619	BRALA28306	CAPO304837
OG0003620	BRALA15834	CAPO306673
OG0003621	BRALA15694	CAPO302199
OG0003622	BRALA13428	CAPO305075
OG0003624	BRALA32206, BRALA34546, BRALA32644, BRALA32425	CAPO303633
OG0003630	BRALA29277	CAPO308012
OG0003631	BRALA33910, BRALA32757, BRALA35489, BRALA34452, BRALA34595	CAPO303610
OG0003633	BRALA10607	CAPO300056
OG0003635	BRALA18691	CAPO308133
OG0003638	BRALA12059	CAPO305555
OG0003640	BRALA04598	CAPO301244
OG0003641	BRALA22029	CAPO300746
OG0003644	BRALA10140	CAPO304835
OG0003645	BRALA13185	CAPO307108
OG0003646	BRALA22868	CAPO304914
OG0003647	BRALA16527	CAPO306638
OG0003648	BRALA17389	CAPO302617
OG0003649	BRALA01612	CAPO301930
OG0003650	BRALA13666	CAPO306633
OG0003651	BRALA21916	CAPO305370
OG0003652	BRALA34260	CAPO300427
OG0003655	BRALA33353	CAPO303553
OG0003656	BRALA04460	CAPO301350
OG0003657	BRALA00140	CAPO305783
OG0003658	BRALA00325	CAPO303162
OG0003661	BRALA00518, BRALA23938	CAPO300815
OG0003664	BRALA25355	CAPO305504
OG0003666	BRALA25648	CAPO300690
OG0003667	BRALA23581, BRALA23583, BRALA23582	CAPO303859
OG0003668	BRALA16595	CAPO300260
OG0003669	BRALA01156	CAPO305883
OG0003671	BRALA32769	CAPO308173
OG0003672	BRALA18633	CAPO300582
OG0003676	BRALA10096	CAPO304948
OG0003677	BRALA09088	CAPO300011
OG0003679	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231	CAPO304696
OG0003680	BRALA09741	CAPO300884
OG0003682	BRALA10785, BRALA10910	CAPO301860
OG0003684	BRALA26598	CAPO302734
OG0003685	BRALA04329	CAPO305996
OG0003686	BRALA12463	CAPO302144
OG0003687	BRALA14064	CAPO301501
OG0003688	BRALA26787, BRALA05434	CAPO307252
OG0003689	BRALA09157	CAPO301215
OG0003690	BRALA33355, BRALA34982	CAPO307478
OG0003693	BRALA09225	CAPO302269
OG0003694	BRALA07902	CAPO307654
OG0003695	BRALA21829	CAPO303363
OG0003696	BRALA20035	CAPO304903
OG0003697	BRALA16767	CAPO307718
OG0003698	BRALA21409	CAPO306302
OG0003700	BRALA23022	CAPO304411
OG0003703	BRALA02399	CAPO305764
OG0003704	BRALA17852	CAPO308213
OG0003710	BRALA29789	CAPO301647
OG0003712	BRALA11231	CAPO300556
OG0003713	BRALA01757	CAPO306178
OG0003716	BRALA32334	CAPO303976
OG0003717	BRALA21117, BRALA12909	CAPO306282
OG0003718	BRALA07126	CAPO307310
OG0003719	BRALA14607	CAPO300227
