Orthogroup	BRALA	ASTMX
OG0000772	BRALA03708	ASTMX21784
OG0000772	BRALA03331	ASTMX06747
OG0000774	BRALA01367	ASTMX06458
OG0000774	BRALA12795	ASTMX04044
OG0000775	BRALA21814, BRALA18421, BRALA18562, BRALA18561, BRALA08287	ASTMX19025
OG0000776	BRALA29300	ASTMX07839, ASTMX16276, ASTMX00140, ASTMX08791, ASTMX16952
OG0000777	BRALA06536	ASTMX11385
OG0000778	BRALA20992, BRALA09413, BRALA00256, BRALA00257, BRALA00259	ASTMX18216, ASTMX05703
OG0000779	BRALA02587	ASTMX03346
OG0000779	BRALA01807	ASTMX03437, ASTMX00687, ASTMX11032, ASTMX06141
OG0000780	BRALA00744	ASTMX05871
OG0000781	BRALA05140, BRALA12327, BRALA12336	ASTMX01378
OG0000782	BRALA18203	ASTMX19387, ASTMX06219, ASTMX00254
OG0000784	BRALA06052, BRALA25550	ASTMX16655, ASTMX03185, ASTMX16934
OG0000784	BRALA17554, BRALA16289, BRALA22376, BRALA25588	ASTMX19363, ASTMX06706
OG0000786	BRALA12027	ASTMX08950
OG0000787	BRALA03891	ASTMX18588, ASTMX20527, ASTMX20528, ASTMX03662, ASTMX06610, ASTMX03035
OG0000788	BRALA02413	ASTMX03595, ASTMX18586
OG0000788	BRALA32315	ASTMX05072, ASTMX10651, ASTMX11933, ASTMX02454
OG0000789	BRALA24048, BRALA33484	ASTMX05744, ASTMX05742, ASTMX21288
OG0000790	BRALA12655, BRALA12650, BRALA09236, BRALA09235, BRALA12669, BRALA28591, BRALA28595, BRALA28593, BRALA04265, BRALA25758, BRALA23300, BRALA10748, BRALA20036, BRALA04241, BRALA12652, BRALA25569, BRALA28594	ASTMX22472
OG0000791	BRALA14451	ASTMX13100, ASTMX11966, ASTMX00979, ASTMX16746, ASTMX17098
OG0000792	BRALA04682	ASTMX01915
OG0000792	BRALA33683	ASTMX11855
OG0000792	BRALA32297	ASTMX16348
OG0000793	BRALA17595	ASTMX14223, ASTMX10357, ASTMX01727, ASTMX02233, ASTMX02443, ASTMX05161, ASTMX20115
OG0000795	BRALA22731	ASTMX15720
OG0000798	BRALA22751	ASTMX21193, ASTMX11678, ASTMX10211
OG0000799	BRALA07756	ASTMX17390, ASTMX14818, ASTMX00307, ASTMX10072, ASTMX09971, ASTMX14456, ASTMX15426
OG0000802	BRALA01136, BRALA01137, BRALA01138	ASTMX06019, ASTMX21699, ASTMX11410, ASTMX02887, ASTMX04926, ASTMX14181, ASTMX13825, ASTMX08074, ASTMX21722, ASTMX16382, ASTMX05118, ASTMX11346
OG0000805	BRALA11113, BRALA11112, BRALA05953, BRALA05905, BRALA05906, BRALA22453	ASTMX10697, ASTMX13799, ASTMX19764, ASTMX17903, ASTMX12444, ASTMX09333, ASTMX07001, ASTMX16652
OG0000809	BRALA05348	ASTMX18076, ASTMX16871, ASTMX20241, ASTMX06550, ASTMX06551, ASTMX02419, ASTMX12066
OG0000810	BRALA00801	ASTMX22884, ASTMX14057
OG0000810	BRALA10599	ASTMX12714, ASTMX07516, ASTMX17120
OG0000813	BRALA03660	ASTMX04213
OG0000813	BRALA03695	ASTMX12845, ASTMX17981
OG0000814	BRALA13770	ASTMX15594
OG0000815	BRALA11706	ASTMX00181
OG0000815	BRALA04544	ASTMX08658
OG0000816	BRALA20882	ASTMX01604, ASTMX07613, ASTMX14361
OG0000816	BRALA03932	ASTMX03674, ASTMX12133
OG0000817	BRALA00540	ASTMX22057
OG0000817	BRALA03663	ASTMX12294
OG0000817	BRALA17018	ASTMX19659
OG0000818	BRALA13068	ASTMX12922, ASTMX22575, ASTMX07670, ASTMX01486, ASTMX09066
OG0000819	BRALA07696, BRALA07697	ASTMX14488
OG0000819	BRALA34137	ASTMX05872, ASTMX12231
OG0000820	BRALA14102	ASTMX23035, ASTMX11792, ASTMX15475
OG0000822	BRALA08819, BRALA08822, BRALA08830	ASTMX12417
OG0000822	BRALA23399, BRALA23400	ASTMX10309
OG0000822	BRALA02264	ASTMX03593
OG0000823	BRALA10824	ASTMX19476
OG0000824	BRALA12514	ASTMX19096, ASTMX19094, ASTMX19092, ASTMX12217, ASTMX19091, ASTMX12216, ASTMX19095
OG0000825	BRALA11858	ASTMX14867, ASTMX09792
OG0000825	BRALA13831, BRALA13832, BRALA13834, BRALA13833	ASTMX19849, ASTMX06289
OG0000826	BRALA03389, BRALA10374, BRALA19087	ASTMX19669
OG0000827	BRALA18118, BRALA02359, BRALA13523, BRALA16833, BRALA30597, BRALA00958	ASTMX03408, ASTMX03367
OG0000828	BRALA04441	ASTMX13643
OG0000828	BRALA34346	ASTMX19023
OG0000829	BRALA16337, BRALA16336	ASTMX20116, ASTMX18197, ASTMX04946, ASTMX13633, ASTMX12842
OG0000829	BRALA16335	ASTMX02806, ASTMX14699, ASTMX09961, ASTMX19415, ASTMX04647, ASTMX18505
OG0000830	BRALA06400	ASTMX15395, ASTMX17788
OG0000830	BRALA34995	ASTMX07267, ASTMX03575
OG0000831	BRALA05105	ASTMX10322, ASTMX00501
OG0000833	BRALA05134	ASTMX16676, ASTMX17036, ASTMX20537, ASTMX17998
OG0000834	BRALA06902	ASTMX06048, ASTMX10777, ASTMX03780, ASTMX11762, ASTMX10829, ASTMX00566
OG0000836	BRALA01673, BRALA04302, BRALA08044, BRALA08045	ASTMX14295, ASTMX00637, ASTMX02859
OG0000837	BRALA14733	ASTMX11955
OG0000838	BRALA18308, BRALA23852, BRALA23853	ASTMX09271, ASTMX02044, ASTMX09270, ASTMX02043, ASTMX16316
OG0000841	BRALA03274	ASTMX20424, ASTMX10887, ASTMX01216, ASTMX12144
OG0000842	BRALA00081	ASTMX13270, ASTMX14600, ASTMX21767, ASTMX08674, ASTMX22831, ASTMX05913, ASTMX19115, ASTMX09604
OG0000845	BRALA12426	ASTMX11852, ASTMX04520
OG0000845	BRALA12338	ASTMX05855
OG0000847	BRALA27576	ASTMX04476
OG0000847	BRALA19376	ASTMX13199, ASTMX17255
OG0000848	BRALA26804	ASTMX13979, ASTMX14345, ASTMX04742
OG0000849	BRALA35105	ASTMX14573
OG0000849	BRALA28673	ASTMX21951
OG0000850	BRALA22071, BRALA00654	ASTMX16693, ASTMX02820
OG0000850	BRALA25841	ASTMX12095
OG0000851	BRALA11776	ASTMX09788, ASTMX09789, ASTMX17144, ASTMX08263
OG0000852	BRALA26844	ASTMX14218, ASTMX09079, ASTMX14219
OG0000852	BRALA03113	ASTMX01973, ASTMX04325
OG0000854	BRALA18605, BRALA04070, BRALA04062, BRALA05362, BRALA04082, BRALA04079, BRALA04080, BRALA04077, BRALA31873, BRALA04085, BRALA04078, BRALA04081, BRALA04086, BRALA32502, BRALA30946, BRALA02693, BRALA04072, BRALA24084, BRALA32243, BRALA02692, BRALA02694, BRALA32242, BRALA18948	ASTMX08448, ASTMX07266, ASTMX08447
OG0000855	BRALA11989	ASTMX09644
OG0000855	BRALA11988, BRALA11992	ASTMX09643
OG0000857	BRALA08900	ASTMX18737, ASTMX15778, ASTMX01089, ASTMX09003
OG0000858	BRALA12759	ASTMX14432
OG0000858	BRALA20038	ASTMX08402
OG0000858	BRALA08811	ASTMX03492
OG0000859	BRALA01935	ASTMX18557, ASTMX14932, ASTMX18996, ASTMX04905, ASTMX12394, ASTMX18622, ASTMX17513
OG0000860	BRALA18427	ASTMX22579, ASTMX13435, ASTMX16785, ASTMX21569, ASTMX19755
OG0000861	BRALA27568, BRALA35442, BRALA35813, BRALA33885, BRALA34210, BRALA27569, BRALA16109, BRALA15763, BRALA31723, BRALA31507, BRALA21095, BRALA30990, BRALA33002, BRALA16677	ASTMX09840, ASTMX14709
OG0000863	BRALA11555	ASTMX14464, ASTMX10280
OG0000866	BRALA04845	ASTMX16257, ASTMX10404
OG0000868	BRALA34175	ASTMX18458, ASTMX16490
OG0000868	BRALA09843	ASTMX16949
OG0000869	BRALA33856	ASTMX05238
OG0000869	BRALA00814	ASTMX03031
OG0000870	BRALA18901	ASTMX17331, ASTMX18789
OG0000871	BRALA08980	ASTMX08820
OG0000871	BRALA16416	ASTMX22315
OG0000872	BRALA02222	ASTMX20999
OG0000873	BRALA17119	ASTMX22220
OG0000874	BRALA11822	ASTMX01664, ASTMX03695, ASTMX11238, ASTMX21323
OG0000874	BRALA03146	ASTMX03655, ASTMX07423
OG0000875	BRALA10301	ASTMX10227, ASTMX22128
OG0000875	BRALA09033	ASTMX15020
OG0000877	BRALA03177, BRALA03178	ASTMX02085
OG0000877	BRALA03179	ASTMX00683
OG0000878	BRALA02341	ASTMX02607
OG0000878	BRALA04723	ASTMX14927
OG0000879	BRALA05982	ASTMX07159, ASTMX20218, ASTMX05667
OG0000879	BRALA20286, BRALA33717, BRALA33372, BRALA20287	ASTMX19602, ASTMX05400
OG0000881	BRALA10038	ASTMX08736, ASTMX09138
OG0000881	BRALA27657	ASTMX09646, ASTMX05888
OG0000882	BRALA21924	ASTMX12618, ASTMX07464, ASTMX13019, ASTMX05010
OG0000883	BRALA07960	ASTMX03555, ASTMX07903
OG0000887	BRALA10243	ASTMX05512, ASTMX10768
OG0000887	BRALA09188	ASTMX16791
OG0000888	BRALA15051	ASTMX14224, ASTMX11928
OG0000888	BRALA24377	ASTMX18926
OG0000889	BRALA25124	ASTMX01303, ASTMX13535
OG0000889	BRALA07192	ASTMX17253, ASTMX13198, ASTMX13987, ASTMX20205
OG0000893	BRALA25869, BRALA17380, BRALA24437	ASTMX16839, ASTMX15713, ASTMX05174, ASTMX05175, ASTMX05176, ASTMX15714
OG0000894	BRALA16945	ASTMX14915, ASTMX19186
OG0000894	BRALA06371	ASTMX07726, ASTMX19891, ASTMX11065
OG0000895	BRALA04351, BRALA04319	ASTMX07765
OG0000895	BRALA14632	ASTMX10574, ASTMX09017
OG0000896	BRALA17653	ASTMX08984
OG0000896	BRALA22494	ASTMX03839, ASTMX20490
OG0000897	BRALA28132	ASTMX00619
OG0000897	BRALA21067, BRALA20480, BRALA17997, BRALA21102	ASTMX00999, ASTMX08838
OG0000898	BRALA22391, BRALA22392, BRALA05142	ASTMX07406, ASTMX18529
OG0000900	BRALA04920	ASTMX21381
OG0000900	BRALA04925, BRALA04944, BRALA04941, BRALA04922, BRALA04938, BRALA04932, BRALA04942, BRALA04933, BRALA04921, BRALA04934, BRALA04923	ASTMX21379, ASTMX07447, ASTMX15310, ASTMX03037, ASTMX21378, ASTMX00238, ASTMX21380, ASTMX17023
OG0000904	BRALA03360	ASTMX09306, ASTMX14881, ASTMX12135
OG0000906	BRALA34275, BRALA35698, BRALA34042, BRALA25104	ASTMX22382
OG0000907	BRALA01339	ASTMX06533, ASTMX02843
OG0000908	BRALA30688	ASTMX20519, ASTMX14450
OG0000909	BRALA24516	ASTMX14114, ASTMX08183, ASTMX18935, ASTMX02527
OG0000911	BRALA24856	ASTMX10186, ASTMX20068
OG0000911	BRALA35518	ASTMX07865, ASTMX06052
OG0000912	BRALA21702	ASTMX10500, ASTMX10501, ASTMX16615
OG0000912	BRALA14998	ASTMX13041, ASTMX04397
OG0000913	BRALA19448	ASTMX04731, ASTMX14355
OG0000914	BRALA20034	ASTMX05533
OG0000915	BRALA15366	ASTMX19052, ASTMX06403, ASTMX16161, ASTMX09477, ASTMX05555, ASTMX07212
OG0000916	BRALA01182, BRALA18434, BRALA01142, BRALA21246, BRALA01181	ASTMX19855, ASTMX19856, ASTMX19853, ASTMX12970, ASTMX19854, ASTMX20080, ASTMX20081, ASTMX15070, ASTMX15071, ASTMX18988, ASTMX18989, ASTMX18985, ASTMX18987, ASTMX19857, ASTMX18220, ASTMX20067, ASTMX18221, ASTMX16683, ASTMX13125, ASTMX18305, ASTMX18615
OG0000921	BRALA09094	ASTMX13599
OG0000921	BRALA21805	ASTMX02073
OG0000923	BRALA04563	ASTMX12705
OG0000923	BRALA07148	ASTMX14532, ASTMX05362, ASTMX00157, ASTMX10399, ASTMX10398, ASTMX21755
OG0000925	BRALA25852	ASTMX10561
OG0000925	BRALA14244	ASTMX00132, ASTMX00555
OG0000926	BRALA29788	ASTMX20470
OG0000927	BRALA33718	ASTMX14905, ASTMX00005, ASTMX18145, ASTMX01174, ASTMX14825, ASTMX06980, ASTMX08592
OG0000928	BRALA14602	ASTMX22584, ASTMX18625, ASTMX17517, ASTMX00645, ASTMX01726
OG0000929	BRALA27977	ASTMX04114, ASTMX07004, ASTMX06184, ASTMX16944, ASTMX10239, ASTMX04285
OG0000931	BRALA30526	ASTMX03676
OG0000931	BRALA33296	ASTMX17984
OG0000932	BRALA23597	ASTMX11726
OG0000933	BRALA17397	ASTMX22463
OG0000934	BRALA15692	ASTMX09810, ASTMX09922
OG0000934	BRALA23860	ASTMX09273, ASTMX08879, ASTMX19792
OG0000935	BRALA20990	ASTMX04934, ASTMX18192, ASTMX02617, ASTMX18423, ASTMX09074, ASTMX14216, ASTMX00813
OG0000938	BRALA02654	ASTMX01692, ASTMX19323, ASTMX19322, ASTMX04693, ASTMX09745
OG0000938	BRALA00825, BRALA00820, BRALA00821, BRALA00822, BRALA00823, BRALA11718, BRALA00824	ASTMX01666, ASTMX21733, ASTMX21732
OG0000940	BRALA20177	ASTMX10004
OG0000943	BRALA26880	ASTMX21773
OG0000944	BRALA16973	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164
OG0000945	BRALA12545	ASTMX00204
OG0000946	BRALA08785	ASTMX14434
OG0000946	BRALA02095, BRALA02094	ASTMX18936, ASTMX00332, ASTMX10860
OG0000947	BRALA00543	ASTMX10737, ASTMX06666, ASTMX16756, ASTMX11945
OG0000947	BRALA00290	ASTMX22371, ASTMX07513, ASTMX12713
OG0000949	BRALA16910	ASTMX15084, ASTMX08824, ASTMX21187, ASTMX22481, ASTMX19646, ASTMX11332, ASTMX19844, ASTMX08182
OG0000951	BRALA16820	ASTMX01864, ASTMX01863, ASTMX22222, ASTMX05129
OG0000951	BRALA35165	ASTMX04202
OG0000952	BRALA08202	ASTMX04103, ASTMX16768
OG0000952	BRALA08201	ASTMX08010, ASTMX16769
OG0000953	BRALA06546, BRALA01379, BRALA01377, BRALA01378, BRALA09955, BRALA28717, BRALA21206	ASTMX18226
OG0000953	BRALA27297	ASTMX12548, ASTMX06834, ASTMX00739
OG0000954	BRALA34235, BRALA35344	ASTMX15027
OG0000954	BRALA10453	ASTMX21854
OG0000955	BRALA00782	ASTMX18471, ASTMX19384
OG0000955	BRALA16596	ASTMX22024
OG0000955	BRALA22745	ASTMX11621
OG0000957	BRALA14646	ASTMX04943, ASTMX06936
OG0000958	BRALA02128, BRALA02127, BRALA02129	ASTMX06367, ASTMX12813, ASTMX16637
OG0000960	BRALA12453	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147
OG0000963	BRALA03591	ASTMX07918, ASTMX18186
OG0000963	BRALA20733	ASTMX05064, ASTMX15961
OG0000964	BRALA08522, BRALA16405, BRALA13462, BRALA27147	ASTMX14595
OG0000964	BRALA26663	ASTMX06312
OG0000965	BRALA04013	ASTMX11644
OG0000965	BRALA03357	ASTMX05585
OG0000966	BRALA30500	ASTMX02282, ASTMX09390, ASTMX05066, ASTMX09997
OG0000967	BRALA11137	ASTMX08221
OG0000967	BRALA03874	ASTMX07666, ASTMX03215
OG0000968	BRALA14943	ASTMX00225, ASTMX16299, ASTMX00443
OG0000968	BRALA24640	ASTMX00226
OG0000969	BRALA14830, BRALA07388, BRALA07383	ASTMX01808
OG0000970	BRALA07314	ASTMX16775, ASTMX10621
OG0000971	BRALA04909, BRALA04949	ASTMX22866
OG0000971	BRALA04950, BRALA04896	ASTMX00664
OG0000971	BRALA04974, BRALA04973	ASTMX14779
OG0000972	BRALA07302, BRALA07303	ASTMX18834
OG0000972	BRALA06799	ASTMX16325
OG0000973	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435	ASTMX13794, ASTMX13793
OG0000974	BRALA08524, BRALA00836	ASTMX15410
OG0000976	BRALA11565, BRALA11563, BRALA11570, BRALA11571	ASTMX04179, ASTMX20853
OG0000977	BRALA29523	ASTMX18656
OG0000978	BRALA19988	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648
OG0000979	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544	ASTMX07631
OG0000981	BRALA17579	ASTMX07777
OG0000984	BRALA10027	ASTMX02397
OG0000987	BRALA15995	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766
OG0000988	BRALA10034	ASTMX14582, ASTMX10358, ASTMX14055
OG0000992	BRALA13132	ASTMX21108
OG0000992	BRALA29385	ASTMX16823, ASTMX21083
OG0000994	BRALA12870	ASTMX09930
OG0000994	BRALA16394	ASTMX09998
OG0000995	BRALA13943, BRALA13941	ASTMX18626, ASTMX17670, ASTMX10200, ASTMX11669, ASTMX21664
OG0000996	BRALA14195	ASTMX23040, ASTMX18947, ASTMX18386, ASTMX22748, ASTMX01122, ASTMX09090, ASTMX06171, ASTMX18948
OG0000999	BRALA08770	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560
OG0001000	BRALA29242	ASTMX00037, ASTMX14963
OG0001001	BRALA14859	ASTMX17780, ASTMX06967
OG0001001	BRALA05897	ASTMX00557, ASTMX00122
OG0001002	BRALA17196, BRALA18350, BRALA01976	ASTMX03599
OG0001003	BRALA07286	ASTMX14461, ASTMX16003
OG0001005	BRALA24042	ASTMX01027, ASTMX13959
OG0001006	BRALA19471	ASTMX19697
OG0001006	BRALA06003	ASTMX13446, ASTMX05959, ASTMX13127
OG0001008	BRALA24730	ASTMX17365, ASTMX17759, ASTMX01070
OG0001009	BRALA13978	ASTMX08160, ASTMX00855
OG0001011	BRALA07056, BRALA07076	ASTMX03714, ASTMX05856
OG0001011	BRALA01113, BRALA01112	ASTMX01644, ASTMX01606, ASTMX00031
OG0001015	BRALA21974	ASTMX04064, ASTMX10509, ASTMX07749
OG0001016	BRALA14145	ASTMX02659
OG0001018	BRALA35275, BRALA04664, BRALA06928, BRALA14350	ASTMX07293
OG0001018	BRALA13325	ASTMX14402
OG0001021	BRALA20548	ASTMX08511
OG0001022	BRALA16207	ASTMX16902, ASTMX00545, ASTMX07556, ASTMX16176
OG0001023	BRALA20751	ASTMX19031, ASTMX20687, ASTMX01426, ASTMX20596, ASTMX06914
OG0001024	BRALA23987	ASTMX03675, ASTMX18108, ASTMX07995, ASTMX09301, ASTMX15826, ASTMX03255
OG0001026	BRALA11115	ASTMX15598, ASTMX17425, ASTMX16409
OG0001027	BRALA19076	ASTMX11181
OG0001027	BRALA06875, BRALA06471, BRALA06470, BRALA06472	ASTMX12602
OG0001028	BRALA32878, BRALA13434	ASTMX02432, ASTMX02433, ASTMX10276, ASTMX00251
OG0001029	BRALA03377, BRALA03376	ASTMX06248, ASTMX01653
OG0001030	BRALA15099	ASTMX02452, ASTMX18172
OG0001030	BRALA10822	ASTMX14787, ASTMX04535, ASTMX18636
OG0001031	BRALA06708	ASTMX07625
OG0001031	BRALA11517, BRALA31101, BRALA16794, BRALA30770	ASTMX17308
OG0001032	BRALA31425	ASTMX15532, ASTMX03793, ASTMX13164, ASTMX18965, ASTMX09608, ASTMX13460
OG0001033	BRALA06800	ASTMX11272, ASTMX16778, ASTMX20310
OG0001033	BRALA23440	ASTMX02891, ASTMX13562
OG0001039	BRALA20039	ASTMX19682
OG0001042	BRALA11036	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999
OG0001046	BRALA11238	ASTMX04989, ASTMX12326, ASTMX15400, ASTMX21403, ASTMX04871
OG0001047	BRALA06024	ASTMX13719, ASTMX02988, ASTMX09193, ASTMX08799
OG0001048	BRALA04010	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970
OG0001049	BRALA08587	ASTMX16983, ASTMX16917
OG0001049	BRALA19576	ASTMX15120, ASTMX04802
OG0001050	BRALA23081, BRALA05944	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846
OG0001051	BRALA23415, BRALA15643, BRALA31931, BRALA12809	ASTMX16177, ASTMX09516, ASTMX00023, ASTMX04621
OG0001052	BRALA06640	ASTMX02792, ASTMX15614
OG0001052	BRALA03851, BRALA06631	ASTMX06955, ASTMX02780
OG0001053	BRALA17006	ASTMX18300, ASTMX22111, ASTMX05732, ASTMX04777, ASTMX00654
OG0001053	BRALA06712	ASTMX04746
OG0001054	BRALA16705	ASTMX11497, ASTMX10102, ASTMX07817
OG0001057	BRALA13576, BRALA13575	ASTMX16121, ASTMX18759, ASTMX08231, ASTMX21869, ASTMX11631
OG0001058	BRALA18889	ASTMX18033, ASTMX05110, ASTMX11885, ASTMX17859
OG0001059	BRALA16690	ASTMX17167, ASTMX13012, ASTMX17166, ASTMX13011
OG0001060	BRALA22460	ASTMX14477, ASTMX15173
OG0001062	BRALA01158	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790
OG0001063	BRALA22627	ASTMX10605
OG0001065	BRALA12034, BRALA12035	ASTMX18463, ASTMX10224
OG0001066	BRALA03613	ASTMX20286, ASTMX02069, ASTMX08837, ASTMX00998, ASTMX09220
OG0001067	BRALA09702	ASTMX00002
OG0001067	BRALA11812, BRALA30598, BRALA16834	ASTMX08589
OG0001068	BRALA15808	ASTMX16663, ASTMX10634
OG0001072	BRALA23228, BRALA23227	ASTMX19026
OG0001072	BRALA29817	ASTMX07116
OG0001076	BRALA20184	ASTMX03684, ASTMX11243, ASTMX11094
OG0001077	BRALA28759, BRALA28760	ASTMX08017
OG0001077	BRALA08290	ASTMX12567
OG0001077	BRALA31456	ASTMX10837
OG0001078	BRALA13847	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731
OG0001079	BRALA18533, BRALA21440, BRALA18732, BRALA10369, BRALA24636, BRALA29256, BRALA20346, BRALA25660	ASTMX07129
OG0001079	BRALA12769	ASTMX13695, ASTMX07130, ASTMX04052
OG0001080	BRALA13315	ASTMX20362
OG0001080	BRALA13682	ASTMX17093, ASTMX00271
OG0001080	BRALA13314	ASTMX20361
OG0001081	BRALA20186, BRALA18322, BRALA02329, BRALA02330	ASTMX07534, ASTMX20170, ASTMX20169
OG0001082	BRALA21015	ASTMX05356
OG0001083	BRALA22369	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493
OG0001084	BRALA34942	ASTMX21978, ASTMX16214
OG0001085	BRALA18590, BRALA17350	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559
OG0001088	BRALA22594	ASTMX01346
OG0001088	BRALA22593, BRALA18883	ASTMX09698, ASTMX21365
OG0001088	BRALA26627	ASTMX13182
OG0001089	BRALA20406	ASTMX21827
OG0001090	BRALA19647	ASTMX12686
OG0001092	BRALA08314	ASTMX11224
OG0001093	BRALA07017, BRALA07018	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672
OG0001094	BRALA21202	ASTMX20728, ASTMX11817, ASTMX22892
OG0001095	BRALA00514	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271
OG0001096	BRALA33488, BRALA29289, BRALA09978, BRALA29288	ASTMX18205, ASTMX09790
OG0001097	BRALA11714	ASTMX08081
OG0001101	BRALA11039	ASTMX23013
OG0001102	BRALA01705	ASTMX10946
OG0001103	BRALA23451	ASTMX01362
OG0001103	BRALA15961	ASTMX07925
OG0001104	BRALA14774	ASTMX04326, ASTMX19128
OG0001105	BRALA35235	ASTMX16452
OG0001107	BRALA04956	ASTMX07154
OG0001108	BRALA10695	ASTMX10776
OG0001108	BRALA14990	ASTMX02283
OG0001109	BRALA30580, BRALA30582	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867
OG0001110	BRALA02581, BRALA02578	ASTMX19998, ASTMX20209, ASTMX10366, ASTMX18902, ASTMX13352
OG0001112	BRALA13668	ASTMX08753, ASTMX12056, ASTMX04106
OG0001113	BRALA08129	ASTMX19887
OG0001113	BRALA16554	ASTMX17433
OG0001115	BRALA07052, BRALA07051	ASTMX22571, ASTMX01777, ASTMX14280, ASTMX19074, ASTMX15784, ASTMX16079, ASTMX09277
OG0001116	BRALA34250	ASTMX16860
OG0001117	BRALA15421	ASTMX13101, ASTMX11968, ASTMX06395, ASTMX11969
OG0001119	BRALA13802	ASTMX21339, ASTMX20001, ASTMX11748
OG0001120	BRALA17608	ASTMX04101, ASTMX08003, ASTMX10732, ASTMX16697, ASTMX08805, ASTMX16767
OG0001121	BRALA32292, BRALA13901, BRALA27511, BRALA08946	ASTMX15268, ASTMX07286
OG0001123	BRALA24284	ASTMX11965
OG0001123	BRALA23603	ASTMX03333
OG0001124	BRALA23017	ASTMX11649
OG0001124	BRALA07725	ASTMX21249
OG0001126	BRALA16208	ASTMX15842, ASTMX02684
OG0001126	BRALA28026	ASTMX15843
OG0001127	BRALA09084	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770
OG0001128	BRALA22493	ASTMX18460, ASTMX16489, ASTMX06330, ASTMX08219, ASTMX03840
OG0001129	BRALA12498	ASTMX10908, ASTMX12420, ASTMX13922
OG0001129	BRALA16098	ASTMX10145, ASTMX09711
OG0001130	BRALA09459, BRALA01930, BRALA15598	ASTMX10575
OG0001131	BRALA13327	ASTMX07608, ASTMX14403, ASTMX04858
OG0001132	BRALA13540	ASTMX10021
OG0001133	BRALA03024	ASTMX13789
OG0001133	BRALA00752	ASTMX12861
OG0001134	BRALA23048	ASTMX21574, ASTMX21573, ASTMX07671
OG0001135	BRALA11818	ASTMX15353, ASTMX19619
OG0001136	BRALA18520	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730
OG0001137	BRALA13309	ASTMX12515, ASTMX16194, ASTMX01698
OG0001138	BRALA00020, BRALA11821	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720
OG0001139	BRALA06120	ASTMX08590
OG0001139	BRALA32868, BRALA35077	ASTMX08334, ASTMX02193, ASTMX16174
OG0001141	BRALA09514	ASTMX18850, ASTMX15737
OG0001142	BRALA14735	ASTMX06998
OG0001143	BRALA04133	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862
OG0001144	BRALA10734	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825
OG0001146	BRALA18782	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223
OG0001149	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801	ASTMX19645, ASTMX17794
OG0001155	BRALA32774	ASTMX05916
OG0001155	BRALA23567	ASTMX05884
OG0001156	BRALA24884	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559
OG0001158	BRALA34638	ASTMX02087, ASTMX17173, ASTMX12628
OG0001159	BRALA12862	ASTMX04571, ASTMX16858
OG0001161	BRALA22337	ASTMX05139, ASTMX19392, ASTMX10567
OG0001162	BRALA29065	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039
OG0001163	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378	ASTMX21149, ASTMX13397, ASTMX06626
OG0001164	BRALA14948	ASTMX23034
OG0001165	BRALA14768	ASTMX13025
OG0001165	BRALA05900	ASTMX00124
OG0001166	BRALA08200, BRALA14605	ASTMX14476, ASTMX21070, ASTMX15099, ASTMX16555, ASTMX04635
OG0001167	BRALA30313	ASTMX18844, ASTMX18845, ASTMX07609
OG0001168	BRALA29323, BRALA27661, BRALA20565	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562
