Orthogroup	BRALA	CAEEL
OG0001987	BRALA25500	CAEEL06766
OG0001988	BRALA17550	CAEEL02095
OG0001989	BRALA07557	CAEEL20436
OG0001990	BRALA17559	CAEEL18486
OG0001991	BRALA17546	CAEEL08725
OG0001992	BRALA35422, BRALA35278, BRALA34802	CAEEL00543
OG0001993	BRALA16354	CAEEL15736
OG0001994	BRALA29381	CAEEL19344, CAEEL02372
OG0001996	BRALA34756	CAEEL07117
OG0001998	BRALA29050	CAEEL08296
OG0001999	BRALA30184	CAEEL06715
OG0002000	BRALA01282, BRALA04183	CAEEL08459
OG0002001	BRALA00220	CAEEL07856
OG0002002	BRALA21013	CAEEL05495, CAEEL09310, CAEEL01852
OG0002003	BRALA11915	CAEEL18663
OG0002004	BRALA09126	CAEEL08821, CAEEL14586, CAEEL09383, CAEEL11550
OG0002005	BRALA18723, BRALA29387	CAEEL10504
OG0002006	BRALA09070	CAEEL16051, CAEEL18232
OG0002008	BRALA03742	CAEEL11706
OG0002009	BRALA21922	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207
OG0002011	BRALA20225	CAEEL06587, CAEEL01459
OG0002013	BRALA12490, BRALA13240, BRALA30429, BRALA20683, BRALA32151, BRALA00130, BRALA00131, BRALA12565, BRALA00129	CAEEL00803, CAEEL01317
OG0002015	BRALA06336	CAEEL07232
OG0002016	BRALA20669	CAEEL10751
OG0002017	BRALA15768	CAEEL04551
OG0002018	BRALA26984, BRALA26983	CAEEL08242
OG0002020	BRALA32768, BRALA35646, BRALA33976	CAEEL20282
OG0002021	BRALA01246, BRALA20516, BRALA20515, BRALA16102, BRALA16106, BRALA16105, BRALA04220	CAEEL10833, CAEEL10005, CAEEL09715, CAEEL19049, CAEEL09714, CAEEL09716
OG0002023	BRALA10833	CAEEL12418
OG0002026	BRALA16933	CAEEL09267
OG0002027	BRALA06049	CAEEL19841
OG0002031	BRALA00375	CAEEL07288
OG0002032	BRALA26240	CAEEL15092
OG0002035	BRALA00648, BRALA22063, BRALA35832	CAEEL04843, CAEEL04846
OG0002036	BRALA29526	CAEEL17432
OG0002037	BRALA00391	CAEEL09947
OG0002042	BRALA03747	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817
OG0002043	BRALA14578	CAEEL01497
OG0002057	BRALA01255	CAEEL04582, CAEEL04584
OG0002059	BRALA19536	CAEEL20695
OG0002062	BRALA04513	CAEEL01567
OG0002063	BRALA02335, BRALA04323	CAEEL01336
OG0002064	BRALA29142, BRALA13346	CAEEL17790
OG0002067	BRALA23033	CAEEL08430
OG0002068	BRALA12029	CAEEL15280
OG0002073	BRALA24409	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593
OG0002074	BRALA27583	CAEEL18383
OG0002076	BRALA00516	CAEEL17850
OG0002077	BRALA14130	CAEEL08392
OG0002079	BRALA33361, BRALA35611, BRALA35108, BRALA31898	CAEEL07901
OG0002080	BRALA01983, BRALA01982	CAEEL03246, CAEEL12691
OG0002081	BRALA15912	CAEEL14941, CAEEL14928
OG0002085	BRALA25730	CAEEL11230, CAEEL11229
OG0002086	BRALA23177	CAEEL01985
OG0002087	BRALA02631	CAEEL07742
OG0002089	BRALA00234	CAEEL00011, CAEEL11035
OG0002090	BRALA15181, BRALA16204, BRALA10471	CAEEL00790
OG0002093	BRALA22365	CAEEL02211, CAEEL19978
OG0002094	BRALA12707	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823
OG0002095	BRALA28303	CAEEL07104
OG0002097	BRALA05973	CAEEL03161, CAEEL00098, CAEEL19231
OG0002099	BRALA24109	CAEEL05221
OG0002101	BRALA01147	CAEEL04990
OG0002102	BRALA13643	CAEEL20714
OG0002103	BRALA12125, BRALA22500	CAEEL16392, CAEEL16394
OG0002105	BRALA30841	CAEEL18772
OG0002106	BRALA21267, BRALA20596, BRALA19126, BRALA35167, BRALA06177, BRALA03236, BRALA30663, BRALA30901, BRALA02993	CAEEL18235, CAEEL08825
OG0002107	BRALA28882	CAEEL07845
OG0002108	BRALA26237	CAEEL05450, CAEEL05957, CAEEL15378
OG0002122	BRALA19240	CAEEL09431
OG0002123	BRALA29680	CAEEL05315
OG0002124	BRALA35178, BRALA22483, BRALA13512, BRALA20658, BRALA06874, BRALA20657, BRALA28525, BRALA30849	CAEEL05107
OG0002125	BRALA05686	CAEEL10327
OG0002125	BRALA27093, BRALA35204	CAEEL06344
OG0002131	BRALA22859	CAEEL00336
OG0002133	BRALA30711, BRALA25457	CAEEL02043, CAEEL15670
OG0002135	BRALA19276	CAEEL01398, CAEEL15762
OG0002142	BRALA26757	CAEEL01037
OG0002143	BRALA17583	CAEEL01697
OG0002144	BRALA33560, BRALA24799	CAEEL08787
OG0002145	BRALA17357	CAEEL00125
OG0002146	BRALA18951	CAEEL10604
OG0002147	BRALA15803	CAEEL05229
OG0002148	BRALA15940	CAEEL13205
OG0002149	BRALA10667	CAEEL09018, CAEEL08046
OG0002152	BRALA17103	CAEEL00179
OG0002156	BRALA19453	CAEEL08424
OG0002157	BRALA06421	CAEEL10861
OG0002160	BRALA06348	CAEEL05075
OG0002163	BRALA02388, BRALA02390, BRALA02387, BRALA02389	CAEEL04144
OG0002164	BRALA00799, BRALA16827	CAEEL04595, CAEEL04594, CAEEL19903
OG0002165	BRALA03144, BRALA03158	CAEEL04348
OG0002165	BRALA03145	CAEEL13880
OG0002166	BRALA34998	CAEEL06693, CAEEL06692
OG0002167	BRALA00107	CAEEL10771, CAEEL20502
OG0002168	BRALA21154, BRALA01161	CAEEL06529
OG0002169	BRALA35441	CAEEL19452
OG0002170	BRALA25274	CAEEL11886
OG0002171	BRALA31606	CAEEL09511
OG0002173	BRALA03181	CAEEL02072
OG0002175	BRALA15343	CAEEL11081
OG0002177	BRALA25710	CAEEL16080
OG0002179	BRALA17768	CAEEL17210, CAEEL19563
OG0002182	BRALA17354	CAEEL11866
OG0002184	BRALA05306	CAEEL06428
OG0002185	BRALA03464	CAEEL01312
OG0002187	BRALA21795	CAEEL05615
OG0002188	BRALA05642	CAEEL10832
OG0002189	BRALA34565	CAEEL17261, CAEEL17762, CAEEL20687
OG0002190	BRALA24660	CAEEL18099
OG0002191	BRALA21363	CAEEL00670
OG0002201	BRALA12527	CAEEL01613
OG0002202	BRALA24435	CAEEL16912, CAEEL17796
OG0002213	BRALA28796, BRALA27801, BRALA30492	CAEEL09259
OG0002214	BRALA34191, BRALA35761	CAEEL03136
OG0002215	BRALA20562	CAEEL19732
OG0002216	BRALA21038	CAEEL09929, CAEEL09930
OG0002217	BRALA20635	CAEEL18475, CAEEL05058
OG0002222	BRALA19604	CAEEL05529
OG0002224	BRALA06615	CAEEL10158
OG0002225	BRALA24494	CAEEL15252
OG0002227	BRALA33920, BRALA21714	CAEEL00491
OG0002228	BRALA34398, BRALA26579, BRALA27484	CAEEL05227
OG0002229	BRALA29368, BRALA29369	CAEEL08325
OG0002236	BRALA13750	CAEEL18503
OG0002237	BRALA35902	CAEEL00004
OG0002239	BRALA21605	CAEEL05928
OG0002240	BRALA14406	CAEEL05366
OG0002241	BRALA33999	CAEEL07281
OG0002243	BRALA24911	CAEEL05910, CAEEL11717
OG0002244	BRALA08304	CAEEL02764
OG0002246	BRALA15560	CAEEL00010
OG0002248	BRALA03727	CAEEL09675
OG0002251	BRALA21715	CAEEL18329, CAEEL19690
OG0002252	BRALA26755, BRALA06212	CAEEL18710
OG0002255	BRALA03062	CAEEL01086
OG0002257	BRALA34647, BRALA35270, BRALA30211, BRALA15714	CAEEL14323
OG0002258	BRALA31922	CAEEL10467
OG0002260	BRALA13385	CAEEL08208
OG0002261	BRALA34119, BRALA35135	CAEEL09054
OG0002262	BRALA24175	CAEEL07374
OG0002263	BRALA13683	CAEEL08085
OG0002264	BRALA16853	CAEEL01891
OG0002265	BRALA18548	CAEEL01664
OG0002266	BRALA11206	CAEEL18931
OG0002270	BRALA17302	CAEEL01255
OG0002272	BRALA08886, BRALA18101	CAEEL00181
OG0002275	BRALA15980	CAEEL19733
OG0002277	BRALA15346	CAEEL12016
OG0002278	BRALA25960	CAEEL17984, CAEEL17983
OG0002281	BRALA28875	CAEEL20772
OG0002283	BRALA03668, BRALA03667	CAEEL11974
OG0002284	BRALA17340	CAEEL09475
OG0002286	BRALA13024	CAEEL15075
OG0002287	BRALA20585	CAEEL00054
OG0002288	BRALA03975	CAEEL11923
OG0002289	BRALA07836, BRALA27143	CAEEL09428, CAEEL09935, CAEEL20243, CAEEL11495
OG0002291	BRALA22088, BRALA00673	CAEEL05473, CAEEL19449, CAEEL19450, CAEEL03560, CAEEL03557, CAEEL03551, CAEEL03556, CAEEL03569, CAEEL03564, CAEEL03568, CAEEL03567, CAEEL03561, CAEEL03566, CAEEL03562, CAEEL03563, CAEEL19451, CAEEL03559, CAEEL03558
OG0002292	BRALA02622	CAEEL11264
OG0002293	BRALA19304	CAEEL01475
OG0002294	BRALA00797	CAEEL03275, CAEEL03274
OG0002297	BRALA15511, BRALA34086, BRALA35846, BRALA05115, BRALA01286	CAEEL10891, CAEEL10889, CAEEL09503
OG0002312	BRALA21661	CAEEL04818, CAEEL04817
OG0002316	BRALA12268	CAEEL01858, CAEEL01859
OG0002317	BRALA31350, BRALA33899	CAEEL13995
OG0002318	BRALA02620, BRALA04390	CAEEL05991
OG0002321	BRALA24064	CAEEL11607
OG0002323	BRALA12829	CAEEL00606
OG0002324	BRALA02701, BRALA09305, BRALA24171	CAEEL14861
OG0002325	BRALA29052, BRALA32779	CAEEL12660
OG0002326	BRALA26255	CAEEL19310
OG0002327	BRALA18044	CAEEL11423
OG0002330	BRALA09866, BRALA13865	CAEEL09607
OG0002331	BRALA26591	CAEEL13492, CAEEL01768
OG0002332	BRALA03823, BRALA03824	CAEEL07378
OG0002335	BRALA04989	CAEEL02679, CAEEL02678
OG0002336	BRALA06059	CAEEL18832
OG0002340	BRALA20546	CAEEL00545
OG0002341	BRALA22920	CAEEL07757
OG0002342	BRALA14729, BRALA05920	CAEEL06352, CAEEL06355, CAEEL00891
OG0002343	BRALA19186	CAEEL20506, CAEEL10734
OG0002344	BRALA27826	CAEEL07661
OG0002346	BRALA02293	CAEEL04391
OG0002348	BRALA15237	CAEEL10632
OG0002348	BRALA22455	CAEEL12095
OG0002350	BRALA02543	CAEEL20154
OG0002352	BRALA20233	CAEEL04784
OG0002354	BRALA28092, BRALA03564, BRALA28091, BRALA03565	CAEEL09038
OG0002355	BRALA11855	CAEEL08630
OG0002356	BRALA13920	CAEEL17852
OG0002357	BRALA25711	CAEEL14198
OG0002358	BRALA28942	CAEEL20542
OG0002360	BRALA07016	CAEEL19089
OG0002361	BRALA30384, BRALA08001, BRALA22779, BRALA13892	CAEEL16240, CAEEL14724
OG0002362	BRALA23213	CAEEL01494
OG0002363	BRALA27482	CAEEL18180
OG0002366	BRALA12487	CAEEL01476
OG0002367	BRALA13549	CAEEL02851
OG0002368	BRALA21573	CAEEL06921
OG0002369	BRALA31712, BRALA35458	CAEEL00665
OG0002370	BRALA25269	CAEEL06782
OG0002371	BRALA17426, BRALA17427, BRALA13908	CAEEL10782, CAEEL02897
OG0002373	BRALA20876, BRALA03974	CAEEL10724, CAEEL10847
OG0002374	BRALA20249	CAEEL00989, CAEEL03595
OG0002375	BRALA01414, BRALA22597	CAEEL09148
OG0002376	BRALA31285	CAEEL16557
OG0002377	BRALA25962	CAEEL14877
OG0002378	BRALA07510, BRALA29091	CAEEL05507, CAEEL19717
OG0002379	BRALA06153	CAEEL20511
OG0002396	BRALA24995	CAEEL15127
OG0002400	BRALA20318	CAEEL12685
OG0002406	BRALA05674	CAEEL05272
OG0002407	BRALA03716, BRALA03717	CAEEL11836
OG0002409	BRALA19736	CAEEL12380
OG0002410	BRALA01716	CAEEL06445
OG0002411	BRALA08046	CAEEL09509
OG0002413	BRALA01143	CAEEL05456
OG0002414	BRALA34467	CAEEL16542
OG0002415	BRALA11304, BRALA03930	CAEEL09540, CAEEL09394, CAEEL15033
OG0002416	BRALA34627, BRALA33711, BRALA35251, BRALA35219	CAEEL00247
OG0002418	BRALA27290	CAEEL04545, CAEEL11616
OG0002421	BRALA13527, BRALA03354	CAEEL09266
OG0002422	BRALA16928	CAEEL09220
OG0002424	BRALA29532	CAEEL18326
OG0002425	BRALA19544	CAEEL00712
OG0002427	BRALA01417, BRALA07701	CAEEL07892
OG0002429	BRALA19985	CAEEL05601
OG0002433	BRALA06198	CAEEL18398
OG0002434	BRALA09053	CAEEL09324
OG0002439	BRALA01969	CAEEL06145, CAEEL06146
OG0002441	BRALA15658	CAEEL01735
OG0002442	BRALA03567, BRALA03566, BRALA28090	CAEEL00999
OG0002443	BRALA28022, BRALA11051, BRALA28046, BRALA11052, BRALA28021	CAEEL11867
OG0002444	BRALA34752	CAEEL11588
OG0002445	BRALA12414	CAEEL08003
OG0002446	BRALA06181	CAEEL01328
OG0002448	BRALA03643	CAEEL11664
OG0002450	BRALA22866	CAEEL02915
OG0002453	BRALA12055	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671
OG0002454	BRALA04534	CAEEL06870
OG0002456	BRALA04780	CAEEL19152, CAEEL02912
OG0002457	BRALA32024	CAEEL08209
OG0002459	BRALA10802	CAEEL00771, CAEEL04852
OG0002462	BRALA24774, BRALA24777, BRALA24771	CAEEL01366
OG0002464	BRALA03609	CAEEL09680
OG0002467	BRALA27210, BRALA29892	CAEEL00166
OG0002476	BRALA15261	CAEEL05868
OG0002476	BRALA28104, BRALA03553	CAEEL00590
OG0002477	BRALA11484	CAEEL05771
OG0002481	BRALA10610	CAEEL07210
OG0002486	BRALA04851	CAEEL00554
OG0002487	BRALA24115	CAEEL13022
OG0002489	BRALA25848	CAEEL20456
OG0002490	BRALA20489	CAEEL09795
OG0002491	BRALA07822	CAEEL01502
OG0002492	BRALA12186	CAEEL07791
OG0002494	BRALA16505	CAEEL02924
OG0002495	BRALA04561	CAEEL05776
OG0002497	BRALA03649	CAEEL00487
OG0002499	BRALA15837, BRALA15835	CAEEL02172, CAEEL11853
OG0002500	BRALA24159	CAEEL00642
OG0002500	BRALA02378, BRALA02374, BRALA13281, BRALA02379	CAEEL07067
OG0002502	BRALA05607	CAEEL01666, CAEEL05931
OG0002503	BRALA13184	CAEEL11848, CAEEL10709, CAEEL17654, CAEEL17049, CAEEL10625
OG0002504	BRALA19348	CAEEL06712, CAEEL09129
OG0002506	BRALA17835, BRALA08373	CAEEL00901
OG0002507	BRALA01369	CAEEL03010
OG0002509	BRALA20567	CAEEL10641, CAEEL10642
OG0002510	BRALA14248	CAEEL15444
OG0002511	BRALA01011	CAEEL03054
OG0002512	BRALA26328	CAEEL06721
OG0002516	BRALA12043	CAEEL07616
OG0002518	BRALA05701	CAEEL03272
OG0002519	BRALA35661, BRALA33821, BRALA34090, BRALA33712	CAEEL07683
OG0002520	BRALA06803	CAEEL11387
OG0002523	BRALA02515	CAEEL09506
OG0002524	BRALA19365	CAEEL07737
OG0002527	BRALA02595	CAEEL00425, CAEEL00799
OG0002528	BRALA16277	CAEEL14274
OG0002529	BRALA13641	CAEEL18703, CAEEL04668
OG0002530	BRALA01609	CAEEL18169
OG0002532	BRALA18649	CAEEL00641
OG0002533	BRALA14996	CAEEL08550
OG0002534	BRALA15795	CAEEL08629
OG0002537	BRALA35026	CAEEL07418
OG0002541	BRALA15006	CAEEL09534
OG0002542	BRALA07348	CAEEL06956
OG0002543	BRALA24166	CAEEL07344
OG0002544	BRALA29634	CAEEL07645
OG0002545	BRALA10959	CAEEL12452
OG0002547	BRALA01506, BRALA01510	CAEEL02085
OG0002548	BRALA11927	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091
OG0002552	BRALA21728	CAEEL01916
OG0002553	BRALA07942	CAEEL07705
OG0002554	BRALA03800	CAEEL13829
OG0002555	BRALA25937	CAEEL12784
OG0002557	BRALA16448	CAEEL02904
OG0002558	BRALA18865	CAEEL18130
OG0002559	BRALA11899	CAEEL14654
OG0002561	BRALA22278, BRALA11930	CAEEL13357
OG0002562	BRALA34434, BRALA35820, BRALA34914	CAEEL00489
OG0002563	BRALA08063	CAEEL08940
OG0002564	BRALA11148	CAEEL14884
OG0002565	BRALA24070, BRALA14663	CAEEL01779, CAEEL19992
OG0002566	BRALA05143	CAEEL18146
OG0002567	BRALA12645	CAEEL10186, CAEEL10185
OG0002569	BRALA35173, BRALA35658	CAEEL18770
OG0002569	BRALA34481	CAEEL15764, CAEEL01701, CAEEL04306, CAEEL15720
OG0002570	BRALA34882, BRALA31603	CAEEL02126
OG0002571	BRALA19436	CAEEL01329, CAEEL00047
OG0002572	BRALA22867	CAEEL06422
OG0002574	BRALA26128	CAEEL13992
OG0002587	BRALA16100	CAEEL02535
OG0002594	BRALA17624	CAEEL02859
OG0002598	BRALA00693, BRALA29808, BRALA29807	CAEEL04239
OG0002599	BRALA15351	CAEEL09489, CAEEL05240
OG0002600	BRALA03639	CAEEL18751
OG0002601	BRALA24114	CAEEL11850, CAEEL17493, CAEEL06460
OG0002602	BRALA06258	CAEEL19298
OG0002605	BRALA01001	CAEEL06425
OG0002608	BRALA07527	CAEEL20298
OG0002610	BRALA28100	CAEEL00976
OG0002611	BRALA33291, BRALA28677	CAEEL00525
OG0002614	BRALA35891, BRALA27217	CAEEL18150
OG0002617	BRALA30754	CAEEL08131
OG0002620	BRALA02672	CAEEL18902
OG0002623	BRALA32599	CAEEL04862
OG0002624	BRALA19091, BRALA27262	CAEEL00996
OG0002630	BRALA31372	CAEEL00017
OG0002633	BRALA22300	CAEEL13867
OG0002636	BRALA11242	CAEEL09021
OG0002638	BRALA16832, BRALA30596	CAEEL05543
OG0002639	BRALA34737	CAEEL13790
OG0002643	BRALA16947	CAEEL01960
OG0002644	BRALA08196, BRALA08197	CAEEL00760
OG0002645	BRALA11042	CAEEL09814
OG0002646	BRALA08873	CAEEL10837
OG0002649	BRALA16332	CAEEL18434
OG0002651	BRALA10810, BRALA10806, BRALA10805, BRALA10803, BRALA10804, BRALA10808, BRALA10807, BRALA10809, BRALA10927	CAEEL02017
OG0002651	BRALA10926	CAEEL08032
OG0002652	BRALA22384	CAEEL15940
OG0002653	BRALA07263	CAEEL09022
OG0002655	BRALA03665	CAEEL10857
OG0002656	BRALA07458	CAEEL06531
OG0002658	BRALA26410	CAEEL08300
OG0002659	BRALA13850	CAEEL20147, CAEEL01412
OG0002660	BRALA24788	CAEEL11563
OG0002661	BRALA09860	CAEEL19789
OG0002662	BRALA13008	CAEEL18190
OG0002663	BRALA06135, BRALA06131, BRALA06137, BRALA06132, BRALA06133, BRALA06134, BRALA06136	CAEEL19742
OG0002665	BRALA24257	CAEEL08820
OG0002666	BRALA06311, BRALA27382, BRALA10431	CAEEL11407
OG0002667	BRALA20654	CAEEL18607
OG0002668	BRALA20571	CAEEL02604
OG0002669	BRALA29211	CAEEL09214, CAEEL09178
OG0002670	BRALA25704	CAEEL15710
OG0002671	BRALA19117	CAEEL01274
OG0002675	BRALA28733	CAEEL07843
OG0002679	BRALA24468	CAEEL06006
OG0002681	BRALA34701	CAEEL13993
OG0002683	BRALA00951	CAEEL05356
OG0002706	BRALA10397	CAEEL01248
OG0002708	BRALA30426	CAEEL01926, CAEEL12503
OG0002714	BRALA11702, BRALA12182	CAEEL02672, CAEEL09684, CAEEL16105, CAEEL16248, CAEEL20570
OG0002715	BRALA31042	CAEEL09830
OG0002717	BRALA28948	CAEEL10017
OG0002718	BRALA08661	CAEEL00842
OG0002719	BRALA18117, BRALA18116	CAEEL07694
OG0002720	BRALA03208, BRALA18248	CAEEL01232
OG0002722	BRALA24693	CAEEL10808
OG0002723	BRALA25715	CAEEL15616
OG0002726	BRALA03979	CAEEL11743
OG0002729	BRALA22734	CAEEL07853
OG0002732	BRALA13852	CAEEL18402
OG0002736	BRALA23696, BRALA33082, BRALA34536	CAEEL02362
OG0002739	BRALA35567, BRALA32521, BRALA32108	CAEEL18472
OG0002740	BRALA01908	CAEEL08842
OG0002742	BRALA06748	CAEEL11403
OG0002743	BRALA06935, BRALA13202	CAEEL15922, CAEEL10167
OG0002744	BRALA02758	CAEEL19735
OG0002745	BRALA14450	CAEEL19081
OG0002746	BRALA17638	CAEEL01862
OG0002747	BRALA18341	CAEEL02596
OG0002750	BRALA28702	CAEEL15826
OG0002752	BRALA16959	CAEEL08631
OG0002754	BRALA34875	CAEEL05821
OG0002755	BRALA26578	CAEEL15531, CAEEL04452
OG0002756	BRALA19758, BRALA07300	CAEEL15160
OG0002757	BRALA17120, BRALA26966	CAEEL10443, CAEEL10442
OG0002758	BRALA21942	CAEEL08816
OG0002759	BRALA12371, BRALA12372, BRALA12373, BRALA12370, BRALA12368	CAEEL05573
OG0002760	BRALA12746	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644
OG0002761	BRALA33192, BRALA32473, BRALA30469	CAEEL15590, CAEEL14895, CAEEL00850
OG0002762	BRALA12786	CAEEL09378
OG0002763	BRALA07435	CAEEL07952
OG0002764	BRALA08679	CAEEL05636
OG0002765	BRALA03391	CAEEL02125
OG0002766	BRALA29454, BRALA30303	CAEEL17597
OG0002767	BRALA16931, BRALA16930	CAEEL07319
OG0002769	BRALA22959	CAEEL06751
OG0002770	BRALA09976	CAEEL15397
OG0002771	BRALA26146	CAEEL08070
OG0002772	BRALA00839	CAEEL05686
OG0002773	BRALA06118	CAEEL08029
OG0002774	BRALA17566	CAEEL01682
OG0002776	BRALA20667	CAEEL10866
OG0002778	BRALA30498, BRALA15044	CAEEL01937
OG0002779	BRALA18762	CAEEL04475
OG0002780	BRALA06535	CAEEL00693
OG0002781	BRALA09162	CAEEL07517
OG0002782	BRALA18872	CAEEL13024
OG0002785	BRALA01196	CAEEL04710
OG0002786	BRALA09530	CAEEL00215
OG0002787	BRALA25626	CAEEL00388
OG0002788	BRALA02230	CAEEL06416, CAEEL06417, CAEEL06418
OG0002790	BRALA11810	CAEEL07625
OG0002791	BRALA10109	CAEEL08790
OG0002793	BRALA24700	CAEEL00646
OG0002794	BRALA34961, BRALA35487, BRALA31420	CAEEL08878
OG0002795	BRALA07995	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352
OG0002799	BRALA27234	CAEEL06026
OG0002813	BRALA21604	CAEEL12256
OG0002814	BRALA03845	CAEEL11682
OG0002817	BRALA31906, BRALA35378	CAEEL16563
OG0002818	BRALA22684	CAEEL12185
OG0002821	BRALA01093	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031
OG0002824	BRALA00377	CAEEL09125
OG0002825	BRALA22892	CAEEL11091
OG0002826	BRALA20854	CAEEL14759
OG0002828	BRALA01253, BRALA32285, BRALA33690, BRALA01251	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595
OG0002828	BRALA35111	CAEEL20242
OG0002832	BRALA23782, BRALA23785, BRALA23786	CAEEL09361, CAEEL09362
OG0002833	BRALA11197	CAEEL18192
OG0002835	BRALA12830	CAEEL11751
OG0002836	BRALA08680	CAEEL06399
OG0002837	BRALA20192	CAEEL08616
OG0002839	BRALA04693	CAEEL19253, CAEEL00645
OG0002841	BRALA12737	CAEEL12135, CAEEL12134
OG0002842	BRALA01212, BRALA01213	CAEEL06196
OG0002843	BRALA29412	CAEEL07774, CAEEL07773
OG0002844	BRALA18936	CAEEL10756
OG0002847	BRALA32784, BRALA33572, BRALA35862, BRALA34974, BRALA35961, BRALA35427, BRALA33880, BRALA34783, BRALA32785	CAEEL06961
OG0002848	BRALA18503	CAEEL07668
OG0002850	BRALA14368	CAEEL15763
OG0002851	BRALA08964, BRALA08963	CAEEL00708
OG0002854	BRALA02880	CAEEL10560
OG0002854	BRALA18728	CAEEL18825
OG0002855	BRALA23875	CAEEL00030
OG0002856	BRALA17115	CAEEL01393
OG0002858	BRALA22413	CAEEL12093
OG0002860	BRALA13051	CAEEL11643
OG0002861	BRALA35501	CAEEL14969
OG0002866	BRALA08893	CAEEL03096
OG0002868	BRALA05217	CAEEL05539
OG0002873	BRALA19472	CAEEL07574
OG0002876	BRALA19475	CAEEL10277
OG0002877	BRALA08464	CAEEL02920
OG0002884	BRALA02001	CAEEL01828
OG0002889	BRALA20446	CAEEL10804
OG0002891	BRALA00908	CAEEL04184, CAEEL01874
OG0002893	BRALA12122	CAEEL02075
OG0002894	BRALA23468	CAEEL14713
OG0002895	BRALA28500	CAEEL07602, CAEEL10533
OG0002896	BRALA06147	CAEEL18643
OG0002898	BRALA04412	CAEEL13137
OG0002899	BRALA34979, BRALA32336	CAEEL01046
OG0002906	BRALA03067	CAEEL05147
OG0002907	BRALA09540	CAEEL01271
OG0002909	BRALA15331	CAEEL11759
OG0002910	BRALA02029	CAEEL04697
OG0002912	BRALA05844, BRALA03226	CAEEL00640
OG0002913	BRALA13297	CAEEL02893
OG0002914	BRALA13809	CAEEL18409
OG0002915	BRALA03120	CAEEL02902
OG0002916	BRALA22098, BRALA00679	CAEEL04244
OG0002919	BRALA15082	CAEEL00259
OG0002921	BRALA17412, BRALA29375	CAEEL06148
OG0002925	BRALA28741, BRALA07171, BRALA31367	CAEEL01723, CAEEL07404
OG0002927	BRALA06891, BRALA06948	CAEEL01626
OG0002944	BRALA10241	CAEEL11414
OG0002947	BRALA04381, BRALA04382	CAEEL06268
OG0002949	BRALA34128	CAEEL05799
OG0002952	BRALA16977	CAEEL09036
OG0002953	BRALA20438	CAEEL11622
OG0002955	BRALA20853	CAEEL01420
OG0002957	BRALA29901	CAEEL02702
OG0002959	BRALA22499	CAEEL12413, CAEEL12412
OG0002960	BRALA17530	CAEEL01541
OG0002961	BRALA32745	CAEEL16453, CAEEL14328
OG0002964	BRALA06367	CAEEL19811
OG0002965	BRALA06727	CAEEL01992
OG0002966	BRALA23093	CAEEL08468, CAEEL19347
OG0002967	BRALA24663	CAEEL20418, CAEEL02925
OG0002968	BRALA10191	CAEEL16136
OG0002968	BRALA16921, BRALA16922	CAEEL01853
OG0002969	BRALA14067, BRALA14066	CAEEL14216
OG0002973	BRALA35747, BRALA32976	CAEEL09565
OG0002974	BRALA19094	CAEEL01320
OG0002975	BRALA28849	CAEEL15337
OG0002976	BRALA18507	CAEEL01120, CAEEL01119, CAEEL01121
OG0002977	BRALA29327	CAEEL07234, CAEEL07233
OG0002978	BRALA24108	CAEEL16463
OG0002982	BRALA31857	CAEEL01855
OG0002983	BRALA15691	CAEEL01433
OG0002985	BRALA16955	CAEEL08353
OG0002986	BRALA12799	CAEEL10835
OG0002987	BRALA16295	CAEEL17800, CAEEL18018
OG0002990	BRALA33835, BRALA27944	CAEEL08773
OG0002991	BRALA24373	CAEEL09004
OG0002996	BRALA14606	CAEEL10716
OG0003001	BRALA11352	CAEEL10876
OG0003003	BRALA21285, BRALA06728, BRALA22539, BRALA22540	CAEEL14387
OG0003004	BRALA28835	CAEEL15423
OG0003005	BRALA26150	CAEEL16758
OG0003006	BRALA30180	CAEEL10145
OG0003008	BRALA24826	CAEEL20335
OG0003012	BRALA17182	CAEEL05983
OG0003013	BRALA14158, BRALA14160	CAEEL00274, CAEEL13050, CAEEL13680
OG0003014	BRALA21168	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767
OG0003015	BRALA34299, BRALA35609, BRALA33986, BRALA34613, BRALA34437, BRALA33863, BRALA34306, BRALA34131, BRALA35022, BRALA35465, BRALA27404, BRALA27405, BRALA27403, BRALA35000, BRALA35772	CAEEL19016
OG0003016	BRALA08068	CAEEL09225
OG0003017	BRALA18273	CAEEL07049, CAEEL16441
OG0003018	BRALA31319	CAEEL08487
OG0003019	BRALA14323	CAEEL04592
OG0003024	BRALA29524	CAEEL13204, CAEEL13203
