Orthogroup	DANRE	BRALA
OG0000831	DANRE26783, DANRE26781, DANRE26782, DANRE26784, DANRE35520, DANRE35516, DANRE35517, DANRE35519, DANRE35518	BRALA05105
OG0000831	DANRE06325	BRALA03242, BRALA07443, BRALA01790, BRALA01791
OG0000832	DANRE40062	BRALA08098, BRALA08100, BRALA04511, BRALA15197, BRALA18694
OG0000833	DANRE02148, DANRE27648, DANRE27649, DANRE30183, DANRE30182, DANRE30181, DANRE30184, DANRE22222, DANRE22221, DANRE22223, DANRE39989, DANRE39990, DANRE39991, DANRE39987	BRALA05134
OG0000834	DANRE17496, DANRE36534, DANRE36533, DANRE22566, DANRE22567, DANRE17497, DANRE17498, DANRE17499, DANRE42742, DANRE42741, DANRE36011, DANRE36010	BRALA06902
OG0000836	DANRE38367, DANRE38368, DANRE38370, DANRE38369, DANRE24933, DANRE24934, DANRE24935, DANRE21462, DANRE21461	BRALA01673, BRALA04302, BRALA08044, BRALA08045
OG0000837	DANRE24017, DANRE05271	BRALA14733
OG0000838	DANRE39874, DANRE20662, DANRE39873, DANRE31334	BRALA18308, BRALA23852, BRALA23853
OG0000838	DANRE29264	BRALA27651, BRALA27650, BRALA29963, BRALA29962
OG0000841	DANRE13645, DANRE13646, DANRE13648, DANRE13647, DANRE13644, DANRE12852, DANRE18521, DANRE01048, DANRE01047	BRALA03274
OG0000842	DANRE21395, DANRE21394, DANRE42073, DANRE42074, DANRE02620, DANRE02619, DANRE00091, DANRE00092, DANRE29911, DANRE29912, DANRE24170, DANRE24168, DANRE28182, DANRE28183	BRALA00081
OG0000845	DANRE02538, DANRE02537, DANRE07165	BRALA12426
OG0000847	DANRE03178, DANRE03177	BRALA27576
OG0000847	DANRE33537, DANRE29369, DANRE29370	BRALA19376
OG0000848	DANRE01096, DANRE16221, DANRE06726	BRALA26804
OG0000849	DANRE40416, DANRE40418, DANRE20686, DANRE20687	BRALA35105
OG0000850	DANRE27632, DANRE21524, DANRE21523, DANRE21522	BRALA22071, BRALA00654
OG0000850	DANRE05783, DANRE05782	BRALA25841
OG0000851	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900, DANRE16797, DANRE16796	BRALA11776
OG0000852	DANRE08986, DANRE13970	BRALA26844
OG0000852	DANRE23607, DANRE23608, DANRE15093	BRALA03113
OG0000854	DANRE04417, DANRE12580, DANRE12581, DANRE12578, DANRE12579, DANRE12582, DANRE04416, DANRE04420, DANRE04419	BRALA18605, BRALA04070, BRALA04062, BRALA05362, BRALA04082, BRALA04079, BRALA04080, BRALA04077, BRALA31873, BRALA04085, BRALA04078, BRALA04081, BRALA04086, BRALA32502, BRALA30946, BRALA02693, BRALA04072, BRALA24084, BRALA32243, BRALA02692, BRALA02694, BRALA32242, BRALA18948
OG0000856	DANRE06158, DANRE06157	BRALA04525
OG0000857	DANRE37002, DANRE22445, DANRE25005, DANRE25488, DANRE39308	BRALA08900
OG0000858	DANRE43035	BRALA12759
OG0000858	DANRE41857	BRALA20038
OG0000858	DANRE41856, DANRE35001	BRALA08811
OG0000859	DANRE14110, DANRE09123, DANRE37658, DANRE34320, DANRE34321, DANRE08617, DANRE21314, DANRE21313, DANRE27682	BRALA01935
OG0000860	DANRE30283, DANRE30281, DANRE30282, DANRE30280, DANRE39844, DANRE39843, DANRE19228, DANRE19229, DANRE19230, DANRE39966, DANRE39967	BRALA18427
OG0000861	DANRE14168, DANRE10478	BRALA27568, BRALA35442, BRALA35813, BRALA33885, BRALA34210, BRALA27569, BRALA16109, BRALA15763, BRALA31723, BRALA31507, BRALA21095, BRALA30990, BRALA33002, BRALA16677
OG0000863	DANRE10032, DANRE30849	BRALA11555
OG0000866	DANRE08582, DANRE21424	BRALA04845
OG0000868	DANRE18972, DANRE11567, DANRE11568, DANRE18971, DANRE18970	BRALA34175
OG0000869	DANRE22964, DANRE22963, DANRE22965	BRALA33856
OG0000870	DANRE04144, DANRE04145, DANRE28838, DANRE28839	BRALA18901
OG0000871	DANRE07004, DANRE07003	BRALA08980
OG0000871	DANRE21971, DANRE21970, DANRE21972	BRALA16416
OG0000872	DANRE25284, DANRE12354, DANRE25283, DANRE25280, DANRE25282, DANRE25281	BRALA02222
OG0000873	DANRE12209	BRALA17119
OG0000874	DANRE15945, DANRE15946, DANRE08525, DANRE00850, DANRE00852, DANRE00851, DANRE15520	BRALA11822
OG0000874	DANRE09159	BRALA03146
OG0000875	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209	BRALA10301
OG0000875	DANRE35854	BRALA09033
OG0000877	DANRE41354, DANRE41352, DANRE41353	BRALA03177, BRALA03178
OG0000878	DANRE12359	BRALA02339, BRALA02338, BRALA02340
OG0000878	DANRE12358, DANRE12360	BRALA02341
OG0000878	DANRE09130, DANRE09132, DANRE09131, DANRE09133, DANRE09129	BRALA04723
OG0000879	DANRE22248, DANRE22249, DANRE33888, DANRE38206	BRALA05982
OG0000879	DANRE23042, DANRE35784	BRALA20286, BRALA33717, BRALA33372, BRALA20287
OG0000880	DANRE36758	BRALA09318
OG0000881	DANRE09222, DANRE13840, DANRE09221	BRALA10038
OG0000881	DANRE34673, DANRE34674, DANRE07926, DANRE07927	BRALA27657
OG0000882	DANRE23952, DANRE23953, DANRE23954, DANRE37050, DANRE37049, DANRE18776, DANRE18775, DANRE18777, DANRE18779, DANRE18778, DANRE18774, DANRE15120, DANRE15121	BRALA21924
OG0000883	DANRE38413, DANRE21589, DANRE21588	BRALA07960
OG0000887	DANRE02237, DANRE22542, DANRE22543	BRALA10243
OG0000887	DANRE24480	BRALA09188
OG0000888	DANRE13975, DANRE09386, DANRE28309	BRALA15051
OG0000888	DANRE33990, DANRE33989	BRALA24377
OG0000889	DANRE17250, DANRE17249	BRALA25124
OG0000889	DANRE29366, DANRE33536, DANRE01110, DANRE07937	BRALA07192
OG0000893	DANRE40482, DANRE21302, DANRE36979, DANRE25838, DANRE25839, DANRE25837, DANRE25840, DANRE36977	BRALA25869, BRALA17380, BRALA24437
OG0000894	DANRE16233	BRALA16945
OG0000894	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559, DANRE30057	BRALA06371
OG0000895	DANRE19033	BRALA04351, BRALA04319
OG0000895	DANRE00190, DANRE12883	BRALA14632
OG0000896	DANRE27183	BRALA17653
OG0000896	DANRE18365, DANRE18364, DANRE00892, DANRE00891, DANRE08958, DANRE08959	BRALA22494
OG0000897	DANRE26250, DANRE26251	BRALA28132
OG0000897	DANRE36838, DANRE40514, DANRE40513	BRALA21067, BRALA20480, BRALA17997, BRALA21102
OG0000898	DANRE24566, DANRE26708, DANRE26706, DANRE26707, DANRE28890	BRALA22391, BRALA22392, BRALA05142
OG0000900	DANRE31343, DANRE37018, DANRE37020, DANRE22462, DANRE22463, DANRE38428, DANRE38427, DANRE38429, DANRE31341, DANRE31340, DANRE31339, DANRE31342, DANRE38426, DANRE38425, DANRE38422, DANRE38424, DANRE38423, DANRE24788, DANRE24789, DANRE29507, DANRE29506, DANRE29503, DANRE29505, DANRE29504	BRALA04925, BRALA04944, BRALA04941, BRALA04922, BRALA04938, BRALA04932, BRALA04942, BRALA04933, BRALA04921, BRALA04934, BRALA04923
OG0000904	DANRE20075, DANRE20074, DANRE06232, DANRE06231, DANRE05115, DANRE05114	BRALA03360
OG0000906	DANRE19263	BRALA02532
OG0000907	DANRE26506, DANRE21488, DANRE21486, DANRE21487	BRALA01339
OG0000908	DANRE11316, DANRE40986	BRALA30688
OG0000909	DANRE15298, DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755, DANRE43244, DANRE43245, DANRE05844, DANRE05846, DANRE05845	BRALA24516
OG0000911	DANRE29022, DANRE29023, DANRE03444, DANRE03443	BRALA24856
OG0000911	DANRE03445	BRALA24857
OG0000911	DANRE42638, DANRE42637, DANRE36545, DANRE36544, DANRE42639, DANRE42640	BRALA35518
OG0000912	DANRE33561, DANRE22054, DANRE22055, DANRE06461, DANRE15983	BRALA21702
OG0000912	DANRE20310, DANRE20311, DANRE08249, DANRE08250	BRALA14998
OG0000913	DANRE06706, DANRE08772	BRALA19448
OG0000914	DANRE01745	BRALA20034
OG0000915	DANRE23018, DANRE23019, DANRE22768, DANRE22767, DANRE30961, DANRE30962, DANRE36707, DANRE36706, DANRE02290, DANRE12496, DANRE12495	BRALA15366
OG0000916	DANRE15518, DANRE15517, DANRE11240, DANRE11239, DANRE15419, DANRE15412, DANRE15415, DANRE15414, DANRE00150, DANRE15418, DANRE15413, DANRE15411, DANRE43151, DANRE15417, DANRE21535, DANRE21536, DANRE21538, DANRE21537, DANRE21539, DANRE21541, DANRE21545, DANRE21544, DANRE21543, DANRE21542, DANRE21540, DANRE27637, DANRE27638, DANRE27636, DANRE22170, DANRE22169	BRALA01182, BRALA18434, BRALA01142, BRALA21246, BRALA01181
OG0000921	DANRE41397, DANRE41396	BRALA09094
OG0000921	DANRE39952	BRALA21805
OG0000923	DANRE03489, DANRE03488, DANRE03490, DANRE42768, DANRE42769, DANRE42770, DANRE42771	BRALA04563
OG0000923	DANRE01688, DANRE01693, DANRE01689, DANRE23040, DANRE42523, DANRE42522, DANRE21430, DANRE01690	BRALA07148
OG0000925	DANRE00252, DANRE00256, DANRE00255, DANRE00250, DANRE00254, DANRE00253, DANRE00251	BRALA25852
OG0000925	DANRE37121, DANRE37119, DANRE42422, DANRE42421, DANRE42420, DANRE37120	BRALA14244
OG0000926	DANRE09184	BRALA29788
OG0000927	DANRE01936, DANRE16153, DANRE16152, DANRE16151, DANRE42910, DANRE33823, DANRE06403, DANRE06402, DANRE00723, DANRE37974, DANRE37973	BRALA33718
OG0000928	DANRE27687, DANRE27688, DANRE21003, DANRE24965, DANRE24966, DANRE39163	BRALA14602
OG0000929	DANRE20492, DANRE38022, DANRE24269, DANRE35282, DANRE35283, DANRE35284, DANRE38021, DANRE38020, DANRE18912, DANRE18914, DANRE18915, DANRE15012, DANRE15013, DANRE15014, DANRE15011	BRALA27977
OG0000931	DANRE11180, DANRE11181	BRALA30526
OG0000932	DANRE07573, DANRE07574	BRALA23597
OG0000933	DANRE38010, DANRE38008, DANRE38007	BRALA17396
OG0000934	DANRE41926, DANRE41925, DANRE41924, DANRE41923, DANRE17314, DANRE17315	BRALA15692
OG0000934	DANRE20665, DANRE40437, DANRE31439	BRALA23860
OG0000935	DANRE20955, DANRE28333, DANRE28334, DANRE12377, DANRE12378, DANRE37563, DANRE37564, DANRE08991, DANRE13968, DANRE13967, DANRE21030, DANRE42779	BRALA20990
OG0000938	DANRE03016, DANRE07253, DANRE07254, DANRE07252, DANRE07251	BRALA02654
OG0000938	DANRE15960, DANRE15529, DANRE15530, DANRE15531	BRALA00825, BRALA00820, BRALA00821, BRALA00822, BRALA00823, BRALA11718, BRALA00824
OG0000940	DANRE00412, DANRE00413	BRALA20177
OG0000943	DANRE40729, DANRE40731, DANRE40730	BRALA26880
OG0000944	DANRE24388, DANRE24387, DANRE01130, DANRE01129, DANRE06809, DANRE06354, DANRE33796, DANRE33797	BRALA16973
OG0000945	DANRE38573, DANRE38572, DANRE38571	BRALA12545
OG0000946	DANRE38953, DANRE31325	BRALA02095, BRALA02094
OG0000947	DANRE35473, DANRE35472, DANRE42151, DANRE42150, DANRE42152, DANRE24883, DANRE24884, DANRE24882, DANRE28260	BRALA00543
OG0000947	DANRE10215, DANRE13579, DANRE42580, DANRE42579	BRALA00290
OG0000949	DANRE19441, DANRE14249, DANRE07012, DANRE15300, DANRE15301, DANRE11410, DANRE11409, DANRE18632, DANRE18631, DANRE18630, DANRE10756	BRALA16910
OG0000951	DANRE10417, DANRE10418, DANRE10419, DANRE26017, DANRE26018	BRALA16820
OG0000951	DANRE04475, DANRE04476	BRALA35165
OG0000952	DANRE20478, DANRE20479, DANRE19201, DANRE19202	BRALA08202
OG0000952	DANRE06605, DANRE06606, DANRE06604, DANRE19204, DANRE19206, DANRE19205	BRALA08201
OG0000953	DANRE19601	BRALA06546, BRALA01379, BRALA01377, BRALA01378, BRALA09955, BRALA28717, BRALA21206
OG0000953	DANRE13570, DANRE09947, DANRE02820	BRALA27297
OG0000954	DANRE35837	BRALA34235, BRALA35344
OG0000954	DANRE29087	BRALA10453
OG0000955	DANRE16947, DANRE34598	BRALA00782
OG0000955	DANRE12313	BRALA16596
OG0000955	DANRE06010	BRALA22745
OG0000957	DANRE20983, DANRE20984, DANRE34585, DANRE34586	BRALA14646
OG0000958	DANRE02719, DANRE30931	BRALA02128, BRALA02127, BRALA02129
OG0000960	DANRE38907, DANRE38906, DANRE38905, DANRE12544, DANRE12542, DANRE12541, DANRE12543, DANRE36890	BRALA12453
OG0000963	DANRE21554, DANRE21556, DANRE28340, DANRE21555	BRALA03591
OG0000963	DANRE40847, DANRE23590	BRALA20733
OG0000964	DANRE13381, DANRE13380, DANRE13379	BRALA26663
OG0000965	DANRE07376	BRALA04013
OG0000965	DANRE37868	BRALA03357
OG0000966	DANRE07644, DANRE07643, DANRE19847, DANRE40850, DANRE40851, DANRE01429, DANRE01426, DANRE01428, DANRE01427, DANRE01430	BRALA30500
OG0000967	DANRE00803	BRALA11137
OG0000967	DANRE03536, DANRE03535, DANRE11311, DANRE11310, DANRE11308, DANRE11309	BRALA03874
OG0000968	DANRE38451, DANRE38450, DANRE30677, DANRE26106	BRALA14943
OG0000969	DANRE09864	BRALA14830, BRALA07388, BRALA07383
OG0000970	DANRE33493, DANRE19214	BRALA07314
OG0000971	DANRE41504	BRALA04909, BRALA04949
OG0000972	DANRE40936, DANRE40935, DANRE40933, DANRE40932	BRALA07302, BRALA07303
OG0000972	DANRE33608, DANRE33609, DANRE33606, DANRE33607, DANRE33610	BRALA06799
OG0000973	DANRE14561, DANRE14560, DANRE14559	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435
OG0000974	DANRE20581	BRALA08524, BRALA00836
OG0000975	DANRE40667	BRALA00635, BRALA10588, BRALA08644, BRALA08645, BRALA08641, BRALA08636, BRALA05379, BRALA05380, BRALA17295, BRALA17291, BRALA17298, BRALA17292, BRALA05595, BRALA17297, BRALA08620, BRALA08622, BRALA08621, BRALA08618, BRALA05377, BRALA08562, BRALA17269, BRALA08564, BRALA17280, BRALA08565, BRALA08563, BRALA17279, BRALA08619, BRALA05375, BRALA08632, BRALA08630, BRALA08631, BRALA00633
OG0000976	DANRE16182, DANRE41328, DANRE41326	BRALA11565, BRALA11563, BRALA11570, BRALA11571
OG0000977	DANRE10962, DANRE10960, DANRE10961, DANRE10958, DANRE10959	BRALA29523
OG0000978	DANRE27024, DANRE37180, DANRE24849, DANRE24850, DANRE27022, DANRE27023, DANRE27021, DANRE37039, DANRE37040, DANRE40773, DANRE40772, DANRE38576	BRALA19988
OG0000979	DANRE05220, DANRE05219	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544
OG0000981	DANRE18988	BRALA17579
OG0000984	DANRE19378, DANRE19379, DANRE19380, DANRE19381	BRALA13541
OG0000984	DANRE21816, DANRE21815, DANRE21817	BRALA10027
OG0000987	DANRE23844, DANRE23846, DANRE23845, DANRE28109, DANRE28108, DANRE28110, DANRE36582, DANRE23126, DANRE02985, DANRE02984, DANRE42848, DANRE42847	BRALA15995
OG0000988	DANRE35176, DANRE19094, DANRE19093, DANRE23487, DANRE23486, DANRE23488, DANRE40003	BRALA10034
OG0000992	DANRE30487, DANRE03990, DANRE03996, DANRE03997, DANRE03994	BRALA13132
OG0000992	DANRE10562, DANRE10561, DANRE12136	BRALA29385
OG0000993	DANRE13216	BRALA00562
OG0000994	DANRE17301	BRALA12870
OG0000994	DANRE01452, DANRE01451	BRALA16394
OG0000995	DANRE16841, DANRE16843, DANRE16842, DANRE28496, DANRE28497, DANRE28495, DANRE28997, DANRE28996, DANRE03052, DANRE03050, DANRE03051, DANRE24818, DANRE24817	BRALA13943, BRALA13941
OG0000996	DANRE33745, DANRE33744, DANRE06309, DANRE24287, DANRE26741, DANRE26742, DANRE26739, DANRE26738, DANRE26740	BRALA14195
OG0000999	DANRE29607, DANRE29608, DANRE24716, DANRE38934, DANRE38936, DANRE25765, DANRE25766, DANRE12419, DANRE12421, DANRE12420	BRALA08770
OG0001000	DANRE42296, DANRE42294, DANRE42295, DANRE07070, DANRE07071	BRALA29242
OG0001001	DANRE00734, DANRE00733, DANRE37957, DANRE37956	BRALA14859
OG0001001	DANRE37124, DANRE37123, DANRE42439, DANRE42438, DANRE37122	BRALA05897
OG0001002	DANRE38706, DANRE38705	BRALA17196, BRALA18350, BRALA01976
OG0001003	DANRE40912, DANRE40913, DANRE40910, DANRE40914, DANRE40911, DANRE34619, DANRE34618	BRALA07286
OG0001005	DANRE36798, DANRE36796, DANRE36795, DANRE01792, DANRE01791	BRALA24042
OG0001006	DANRE15473	BRALA19471
OG0001006	DANRE40023, DANRE00151, DANRE27457	BRALA06003
OG0001007	DANRE40668	BRALA19531
OG0001008	DANRE31455, DANRE31458, DANRE31457, DANRE31456, DANRE37707, DANRE37708, DANRE37709, DANRE25431, DANRE25430, DANRE25432	BRALA24730
OG0001009	DANRE10781, DANRE14714, DANRE14715	BRALA13978
OG0001011	DANRE08859	BRALA07056, BRALA07076
OG0001011	DANRE15772, DANRE39513, DANRE42860, DANRE42862, DANRE42861, DANRE42859, DANRE42863	BRALA01113, BRALA01112
OG0001015	DANRE36830, DANRE28847, DANRE28849, DANRE28848, DANRE28850	BRALA21974
OG0001016	DANRE23809, DANRE23808	BRALA14145
OG0001016	DANRE24167	BRALA31587
OG0001018	DANRE16608, DANRE16609	BRALA35275, BRALA04664, BRALA06928, BRALA14350
OG0001018	DANRE11146, DANRE11145	BRALA13325
OG0001021	DANRE11742, DANRE11741, DANRE11743, DANRE11744	BRALA20548
OG0001022	DANRE41837, DANRE41838, DANRE41840, DANRE41841, DANRE41839, DANRE37109, DANRE06745, DANRE06746	BRALA16207
OG0001023	DANRE30665, DANRE30666, DANRE38254, DANRE38252, DANRE22441, DANRE43297, DANRE43298, DANRE22443, DANRE37001, DANRE37000, DANRE36998, DANRE36999, DANRE03679, DANRE03680, DANRE38253, DANRE38255	BRALA20751
OG0001024	DANRE07373, DANRE04817, DANRE04816, DANRE06260, DANRE03283, DANRE11210, DANRE11211, DANRE41223	BRALA23987
OG0001026	DANRE24755, DANRE36129, DANRE36130, DANRE29853	BRALA11115
OG0001027	DANRE34291	BRALA19076
OG0001027	DANRE31125, DANRE31123, DANRE31124	BRALA06875, BRALA06471, BRALA06470, BRALA06472
OG0001028	DANRE21742, DANRE21744, DANRE21743, DANRE12753, DANRE12754, DANRE12752, DANRE38499	BRALA32878, BRALA13434
OG0001029	DANRE12697, DANRE37177	BRALA03377, BRALA03376
OG0001030	DANRE21685, DANRE28353	BRALA15099
OG0001030	DANRE17793, DANRE05538, DANRE16720, DANRE16719, DANRE16721, DANRE05568, DANRE05569	BRALA10822
OG0001031	DANRE05231	BRALA06708
OG0001031	DANRE16690	BRALA11517, BRALA31101, BRALA16794, BRALA30770
OG0001032	DANRE18300, DANRE18301, DANRE16885, DANRE16886, DANRE29809, DANRE34198, DANRE34199, DANRE39614	BRALA31425
OG0001033	DANRE34683, DANRE19218, DANRE35345	BRALA06800
OG0001033	DANRE02095, DANRE40162	BRALA23440
OG0001036	DANRE07130	BRALA13787
OG0001039	DANRE33581, DANRE33582, DANRE33583	BRALA06810
OG0001042	DANRE40759, DANRE40758, DANRE40284, DANRE02474, DANRE02475, DANRE22411, DANRE22410, DANRE12329, DANRE12330, DANRE12328, DANRE31604, DANRE31603	BRALA11036
OG0001046	DANRE29998, DANRE15431, DANRE15430, DANRE43288, DANRE29165, DANRE30394, DANRE02971, DANRE02969, DANRE02970	BRALA11238
OG0001047	DANRE01241, DANRE08399, DANRE08397, DANRE08398, DANRE01243, DANRE01242, DANRE12244, DANRE12243, DANRE19750, DANRE19749, DANRE06956, DANRE06957	BRALA06024
OG0001048	DANRE33726, DANRE33727, DANRE05406, DANRE03103, DANRE05407, DANRE19307, DANRE19308, DANRE20140, DANRE20141, DANRE20142	BRALA04010
OG0001049	DANRE02648, DANRE23652	BRALA08587
OG0001049	DANRE07752, DANRE23213	BRALA19576
OG0001050	DANRE40771, DANRE17632, DANRE37651, DANRE36467, DANRE25249, DANRE25251, DANRE25250, DANRE09895, DANRE09896	BRALA23081, BRALA05944
OG0001051	DANRE06749, DANRE42874, DANRE42875, DANRE06748, DANRE06750	BRALA23415, BRALA15643, BRALA31931, BRALA12809
OG0001052	DANRE03270, DANRE05763, DANRE03271	BRALA06640
OG0001052	DANRE34546, DANRE34547, DANRE04642	BRALA03851, BRALA06631
OG0001053	DANRE03466, DANRE28187, DANRE28188, DANRE28186, DANRE24594, DANRE24595, DANRE23165, DANRE42694, DANRE42693	BRALA17006
OG0001053	DANRE06732, DANRE05252	BRALA06712
OG0001054	DANRE14018, DANRE09333, DANRE14019, DANRE30361, DANRE36031	BRALA16705
OG0001057	DANRE22212, DANRE07567, DANRE07566, DANRE00780, DANRE00781, DANRE22214, DANRE22213, DANRE42445, DANRE42447, DANRE42446, DANRE06049, DANRE06048	BRALA13576, BRALA13575
OG0001058	DANRE00594, DANRE00593, DANRE39688, DANRE39689, DANRE08014, DANRE08015, DANRE19843, DANRE19842	BRALA18889
OG0001059	DANRE18761, DANRE24662, DANRE24659, DANRE24661, DANRE24660, DANRE11709, DANRE11710, DANRE18760, DANRE18758, DANRE18759, DANRE18757	BRALA16690
OG0001060	DANRE30655	BRALA22460
OG0001062	DANRE28653, DANRE16543, DANRE21837, DANRE21838, DANRE26303, DANRE23617	BRALA01158
OG0001063	DANRE04656	BRALA22627
OG0001065	DANRE11578, DANRE18855, DANRE18854, DANRE18853	BRALA12034, BRALA12035
OG0001066	DANRE39946, DANRE40457, DANRE39945, DANRE22302, DANRE40512, DANRE36839	BRALA03613
OG0001067	DANRE42913	BRALA09702
OG0001067	DANRE16146	BRALA11812, BRALA30598, BRALA16834
OG0001068	DANRE24452, DANRE09994	BRALA15808
OG0001069	DANRE41652	BRALA02679
OG0001072	DANRE34212, DANRE34213, DANRE33687, DANRE33686	BRALA23228, BRALA23227
OG0001072	DANRE30991	BRALA29817
OG0001075	DANRE18111, DANRE18112	BRALA09682
OG0001076	DANRE01059, DANRE01061, DANRE08511, DANRE08513, DANRE08512, DANRE01060, DANRE08514, DANRE17848, DANRE17845, DANRE17846, DANRE17844	BRALA20184
OG0001077	DANRE27192	BRALA28759, BRALA28760
OG0001077	DANRE13619	BRALA08290
OG0001077	DANRE42724	BRALA31456
OG0001078	DANRE33231, DANRE33234, DANRE33233, DANRE33232, DANRE22373, DANRE22374, DANRE22372, DANRE36986, DANRE29517, DANRE24790, DANRE24791, DANRE39097, DANRE39096, DANRE39098	BRALA13847
OG0001079	DANRE40520, DANRE40521, DANRE31014, DANRE39805	BRALA12769
OG0001080	DANRE10317	BRALA13315
OG0001080	DANRE38901, DANRE38902	BRALA13682
OG0001081	DANRE12197, DANRE12196, DANRE12195	BRALA20186, BRALA18322, BRALA02329, BRALA02330
OG0001082	DANRE01614	BRALA21015
OG0001083	DANRE11162, DANRE03313, DANRE06572, DANRE11816, DANRE11815	BRALA22369
OG0001084	DANRE28176, DANRE28177	BRALA34942
OG0001085	DANRE36752, DANRE36751, DANRE22295, DANRE39750, DANRE39751, DANRE02426, DANRE30868, DANRE30869, DANRE02298, DANRE02297, DANRE02296	BRALA18590, BRALA17350
OG0001088	DANRE12098	BRALA22594
OG0001088	DANRE33509	BRALA26627
OG0001090	DANRE04613, DANRE35589	BRALA19647
OG0001092	DANRE01082, DANRE15922	BRALA08314
OG0001093	DANRE14894, DANRE14893, DANRE03347, DANRE29218, DANRE29217, DANRE16120, DANRE41468, DANRE41467, DANRE41466	BRALA07017, BRALA07018
OG0001094	DANRE10894, DANRE06835, DANRE05547	BRALA21202
OG0001095	DANRE37105, DANRE37106, DANRE21368, DANRE21367, DANRE14978	BRALA00514
OG0001096	DANRE36317, DANRE41555, DANRE41553, DANRE41554	BRALA33488, BRALA29289, BRALA09978, BRALA29288
OG0001097	DANRE20703, DANRE19071	BRALA11714
OG0001101	DANRE02372	BRALA11039
OG0001102	DANRE05563	BRALA06483
OG0001102	DANRE05135	BRALA01705
OG0001103	DANRE12024	BRALA23451
OG0001103	DANRE24316, DANRE24315, DANRE24314	BRALA15961
OG0001104	DANRE12309, DANRE12308	BRALA00254
OG0001104	DANRE15094, DANRE18450, DANRE18449, DANRE18448	BRALA14774
OG0001105	DANRE03125	BRALA35235
OG0001107	DANRE42252, DANRE00876	BRALA04956
OG0001108	DANRE22562, DANRE36536, DANRE36537, DANRE22561, DANRE22563	BRALA10695
OG0001108	DANRE07648, DANRE07647, DANRE07649, DANRE07646, DANRE07645	BRALA14990
OG0001109	DANRE30375, DANRE30374, DANRE05998, DANRE05997, DANRE05996	BRALA30580, BRALA30582
OG0001110	DANRE26726, DANRE26727, DANRE24537, DANRE24538, DANRE39856, DANRE19108, DANRE39854, DANRE39855	BRALA02581, BRALA02578
OG0001112	DANRE36239, DANRE41400, DANRE15335, DANRE15332, DANRE20480, DANRE20481, DANRE15539, DANRE15538, DANRE15334, DANRE41410, DANRE36240	BRALA13668
