Orthogroup	DANRE	DROME
OG0000583	DANRE06884, DANRE06885, DANRE00864, DANRE35907, DANRE41539, DANRE41538, DANRE11089, DANRE11090, DANRE13739, DANRE13740, DANRE10062	DROME11767, DROME11759, DROME11760, DROME11761, DROME11765, DROME11762, DROME11766
OG0000584	DANRE26838, DANRE26836, DANRE26837, DANRE24547, DANRE24548, DANRE24549, DANRE24543	DROME06387, DROME06386
OG0000585	DANRE02244, DANRE02245, DANRE02249, DANRE41291, DANRE41292, DANRE41293, DANRE41294, DANRE02250, DANRE25689, DANRE25690, DANRE31500, DANRE31501, DANRE23073, DANRE23074, DANRE23075, DANRE36824, DANRE36823	DROME07476
OG0000586	DANRE25422, DANRE12413, DANRE30975, DANRE30974, DANRE12411, DANRE12412, DANRE29518, DANRE12415, DANRE12414, DANRE13497	DROME05946, DROME05945, DROME05947, DROME05948
OG0000587	DANRE08842, DANRE08843, DANRE28077, DANRE38185, DANRE38186, DANRE38187, DANRE23765, DANRE02066, DANRE02067	DROME16670, DROME16671, DROME16672
OG0000587	DANRE07770	DROME16137
OG0000588	DANRE30123, DANRE16941, DANRE26565, DANRE19175, DANRE34600	DROME00241, DROME00240, DROME20059, DROME09587
OG0000589	DANRE25936, DANRE38708, DANRE38709, DANRE38710, DANRE25938, DANRE25939, DANRE25937, DANRE12338, DANRE31600, DANRE31601, DANRE22454, DANRE37009, DANRE37011, DANRE37012, DANRE37010, DANRE30890, DANRE30889, DANRE25662, DANRE25663, DANRE25664, DANRE25665	DROME21469, DROME21464, DROME21466, DROME21463, DROME21468, DROME21471, DROME21470, DROME21465, DROME21467
OG0000590	DANRE42192, DANRE42191, DANRE42190, DANRE29030, DANRE10504, DANRE10503, DANRE14379, DANRE29029	DROME00417
OG0000591	DANRE29995, DANRE15432	DROME20132, DROME20133, DROME20134
OG0000591	DANRE19748, DANRE19747, DANRE12240, DANRE12241, DANRE12242	DROME02758
OG0000591	DANRE26952, DANRE26953, DANRE36277	DROME01434, DROME01432, DROME01435, DROME01433
OG0000592	DANRE25922, DANRE25921, DANRE38966, DANRE38965, DANRE38964	DROME19640
OG0000593	DANRE30058, DANRE03638, DANRE30338, DANRE02996	DROME07365, DROME07366
OG0000594	DANRE34139, DANRE07972, DANRE15294, DANRE34138, DANRE07974, DANRE07973, DANRE15295, DANRE02253, DANRE02252	DROME15095, DROME15096, DROME15094
OG0000597	DANRE37823, DANRE20385, DANRE20386, DANRE20384, DANRE29524, DANRE34209, DANRE33695, DANRE34208	DROME04131, DROME04129, DROME04130
OG0000600	DANRE15562, DANRE15561, DANRE15563, DANRE15567, DANRE15568, DANRE15565, DANRE22320, DANRE22321, DANRE07160	DROME15794, DROME15792, DROME15791, DROME15789, DROME15786, DROME15790, DROME15788, DROME15787, DROME15793, DROME15795, DROME15797, DROME15796
OG0000601	DANRE05203, DANRE05202, DANRE43410, DANRE05201, DANRE05200, DANRE01528	DROME21591, DROME21589, DROME21590
OG0000602	DANRE06865, DANRE06864, DANRE28060, DANRE28061, DANRE21447, DANRE21448, DANRE15344	DROME10244
OG0000602	DANRE15343, DANRE15341, DANRE15342	DROME11259, DROME11258
OG0000603	DANRE20006, DANRE20005, DANRE20003, DANRE11131, DANRE11132, DANRE11133, DANRE17469, DANRE17472, DANRE17471, DANRE17473, DANRE17470, DANRE04450, DANRE03756, DANRE03755, DANRE03754	DROME16375, DROME16373, DROME16372, DROME16376, DROME16374
OG0000604	DANRE11170, DANRE11169, DANRE18084, DANRE18085, DANRE04317, DANRE01045, DANRE01042, DANRE01043, DANRE01044, DANRE13130, DANRE13131	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679
OG0000607	DANRE25098, DANRE36040, DANRE36041, DANRE36039, DANRE31468, DANRE31465, DANRE31464, DANRE31466, DANRE31467, DANRE22466	DROME11536, DROME11535
OG0000608	DANRE29304	DROME19052, DROME19054
OG0000610	DANRE08988, DANRE15837	DROME02040, DROME02039, DROME02041
OG0000611	DANRE02632, DANRE20099, DANRE20098, DANRE39012, DANRE39011, DANRE39013	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841
OG0000611	DANRE38844, DANRE38845, DANRE38847	DROME01553, DROME01552, DROME01554
OG0000612	DANRE39403, DANRE11619, DANRE04246, DANRE04245, DANRE35389	DROME04304
OG0000612	DANRE22363, DANRE22364	DROME00841
OG0000613	DANRE18520, DANRE01714, DANRE01713, DANRE10094, DANRE14218, DANRE14219	DROME11661, DROME11657, DROME11660, DROME11656, DROME11658, DROME11659
OG0000614	DANRE43105, DANRE43106	DROME20120, DROME20121, DROME20122, DROME20119
OG0000615	DANRE34494, DANRE24463, DANRE41312, DANRE41311, DANRE34490, DANRE34492, DANRE34491, DANRE24462, DANRE27103, DANRE27102, DANRE06330, DANRE06331, DANRE24461	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019
OG0000616	DANRE09788	DROME06628, DROME06631, DROME06630, DROME06629
OG0000619	DANRE37843, DANRE37844, DANRE37842, DANRE37845, DANRE35821, DANRE35820, DANRE35819, DANRE07556, DANRE07557	DROME01411, DROME01409, DROME01406, DROME01407, DROME01404, DROME01403, DROME01408, DROME01405, DROME01410
OG0000623	DANRE05276	DROME13642
OG0000623	DANRE29318, DANRE29319, DANRE29321, DANRE29320, DANRE29317, DANRE36066, DANRE36067	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776
OG0000624	DANRE29203, DANRE19512, DANRE19513, DANRE34018, DANRE41484, DANRE41483, DANRE41485	DROME05635, DROME05636, DROME05638, DROME05634, DROME05639, DROME05637, DROME08947, DROME08946, DROME08945
OG0000625	DANRE08025, DANRE08024, DANRE08745, DANRE08746, DANRE08747, DANRE08748, DANRE00989, DANRE00990, DANRE08026, DANRE08027	DROME07819, DROME00264, DROME00265, DROME00249
OG0000628	DANRE10115, DANRE10116, DANRE02554, DANRE43168, DANRE43169, DANRE10117	DROME13958
OG0000628	DANRE22397, DANRE22395, DANRE22396, DANRE17350, DANRE17351, DANRE09796, DANRE24904	DROME17423
OG0000629	DANRE01275	DROME03521
OG0000635	DANRE28867	DROME14325, DROME14327, DROME14326
OG0000635	DANRE13256	DROME10346, DROME10345, DROME09950, DROME20244, DROME20945, DROME11733, DROME11732, DROME11731
OG0000636	DANRE03730, DANRE03729, DANRE07041, DANRE07045, DANRE07042, DANRE07043, DANRE07044, DANRE07046, DANRE05815, DANRE05816, DANRE05814, DANRE03924, DANRE03926, DANRE03923	DROME13985, DROME13986, DROME13982, DROME13979, DROME13976, DROME13972, DROME13974, DROME13975, DROME13973, DROME13981, DROME13984, DROME13980, DROME13983
OG0000639	DANRE12180, DANRE19333, DANRE19332	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865
OG0000639	DANRE26025, DANRE26027, DANRE24926, DANRE24925, DANRE24924, DANRE23613, DANRE23612, DANRE37057	DROME00355
OG0000642	DANRE04791	DROME16938
OG0000643	DANRE08365, DANRE08366, DANRE11946, DANRE11947, DANRE35238, DANRE35237, DANRE01533, DANRE35022, DANRE35026, DANRE35023, DANRE35024	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055
OG0000645	DANRE16501, DANRE26016	DROME14720
OG0000646	DANRE36287, DANRE37895, DANRE37894, DANRE37896	DROME18383, DROME18382, DROME18385, DROME18384
OG0000646	DANRE38055, DANRE12177, DANRE09022	DROME20633, DROME20634, DROME20635
OG0000647	DANRE16386, DANRE16387, DANRE05385	DROME13736
OG0000648	DANRE23826, DANRE23825, DANRE23827, DANRE27007	DROME08636
OG0000649	DANRE36548, DANRE36549, DANRE23157, DANRE23158, DANRE14536, DANRE10469	DROME04544, DROME04545, DROME01728, DROME21601, DROME08643, DROME00503
OG0000650	DANRE42710, DANRE01609, DANRE01608, DANRE24219, DANRE19539, DANRE19536, DANRE19537, DANRE19538, DANRE35105, DANRE35104, DANRE36191, DANRE26619, DANRE14681, DANRE42711, DANRE33878, DANRE33877, DANRE03720, DANRE03721	DROME12896, DROME12897, DROME12895
OG0000651	DANRE23324	DROME04446, DROME04444, DROME04448, DROME04445, DROME04443, DROME04449, DROME04447
OG0000652	DANRE02866, DANRE02856	DROME15382, DROME15380, DROME15381, DROME15386, DROME15385, DROME15379, DROME15384, DROME15383
OG0000653	DANRE28855, DANRE27642, DANRE26616, DANRE36188, DANRE04829, DANRE04830, DANRE19958, DANRE19860, DANRE33310, DANRE29802, DANRE16917, DANRE26488	DROME04693, DROME06761
OG0000654	DANRE22636, DANRE23092, DANRE23093, DANRE39428, DANRE39432, DANRE39427, DANRE39433, DANRE28978, DANRE28980, DANRE28979, DANRE28981, DANRE28976, DANRE28977, DANRE35895, DANRE35897, DANRE35896, DANRE35892, DANRE42543, DANRE42544, DANRE42545	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202
OG0000657	DANRE41216, DANRE41219, DANRE41218, DANRE41217, DANRE38328, DANRE38327	DROME04361
OG0000660	DANRE18866	DROME13641, DROME13640
OG0000660	DANRE42701, DANRE37475, DANRE37474	DROME08489
OG0000660	DANRE26438, DANRE26437, DANRE26436, DANRE35327, DANRE07903	DROME17870
OG0000662	DANRE07121, DANRE07120, DANRE07123, DANRE07122	DROME13127, DROME03101, DROME20426
OG0000662	DANRE29859, DANRE29860, DANRE04026, DANRE03635	DROME18061
OG0000663	DANRE14734, DANRE18093, DANRE18092, DANRE15132, DANRE18094, DANRE15131, DANRE18091, DANRE18096	DROME05436
OG0000664	DANRE35705, DANRE10611, DANRE10610, DANRE10609	DROME09223, DROME09224, DROME09222, DROME09220, DROME09221, DROME09219
OG0000666	DANRE25699, DANRE25700, DANRE30926, DANRE30929, DANRE30924, DANRE30925, DANRE29200, DANRE29201, DANRE03143, DANRE02721, DANRE02720, DANRE23027	DROME12576, DROME12575
OG0000670	DANRE23686, DANRE23689, DANRE23688, DANRE23691, DANRE23690, DANRE34500, DANRE06990, DANRE07638, DANRE26756, DANRE26754, DANRE26757, DANRE26755, DANRE23687, DANRE15554, DANRE36312, DANRE36313	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670
OG0000672	DANRE26530, DANRE33887, DANRE38205	DROME01096, DROME01095
OG0000672	DANRE02981, DANRE02982	DROME13682
OG0000674	DANRE09048, DANRE09049, DANRE09050, DANRE09052, DANRE09051, DANRE37577, DANRE37574, DANRE37576, DANRE37575	DROME13823
OG0000674	DANRE12573, DANRE12574, DANRE12575, DANRE39312, DANRE39311, DANRE39310, DANRE39309, DANRE25556	DROME12190
OG0000676	DANRE14726	DROME07205
OG0000676	DANRE26937, DANRE26936, DANRE36241, DANRE20482, DANRE20483, DANRE35813, DANRE35814, DANRE41404	DROME15377
OG0000680	DANRE36591, DANRE36590	DROME15155, DROME20131
OG0000681	DANRE15651, DANRE15652, DANRE07275, DANRE07276, DANRE07154, DANRE07153	DROME11874, DROME11876, DROME11877, DROME11875
OG0000682	DANRE33564, DANRE33563, DANRE11185, DANRE22049, DANRE22053, DANRE22052, DANRE22051, DANRE22050, DANRE19035, DANRE19036, DANRE19037	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175
OG0000683	DANRE16155	DROME11493, DROME11492
OG0000683	DANRE30129, DANRE16951, DANRE01917, DANRE26336, DANRE26335, DANRE26337, DANRE26338	DROME01831
OG0000684	DANRE41360, DANRE41356, DANRE41361, DANRE28296, DANRE39125	DROME01544, DROME01547, DROME01543, DROME01550, DROME01548, DROME01541, DROME01546, DROME01542, DROME01545, DROME01549, DROME12862
OG0000685	DANRE29493, DANRE29494, DANRE02304, DANRE02303, DANRE02302, DANRE31478, DANRE31477, DANRE31476	DROME01255, DROME01256, DROME01253, DROME01254
OG0000690	DANRE14634, DANRE14633	DROME09460
OG0000690	DANRE06380, DANRE06379	DROME13136
OG0000692	DANRE05971	DROME13871, DROME13870
OG0000693	DANRE36829, DANRE22937, DANRE22936, DANRE22938, DANRE20118, DANRE20117, DANRE08385, DANRE08384, DANRE08386, DANRE09992, DANRE09993	DROME01415, DROME01416, DROME01417, DROME01418
OG0000694	DANRE10951, DANRE11638, DANRE17279, DANRE17281, DANRE17280, DANRE17278, DANRE35394, DANRE35396, DANRE35395, DANRE39558, DANRE39557	DROME18910
OG0000696	DANRE18175, DANRE18174	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808
OG0000699	DANRE01006, DANRE01007, DANRE34502	DROME04408, DROME04407, DROME04406
OG0000701	DANRE05122, DANRE05121, DANRE05123, DANRE33566, DANRE40860, DANRE40861	DROME19925, DROME19926, DROME06204, DROME17248
OG0000702	DANRE21696, DANRE39048, DANRE39049, DANRE39053, DANRE39051, DANRE39055, DANRE39050, DANRE39054, DANRE39047, DANRE39044, DANRE39052, DANRE39045, DANRE39046	DROME02010
OG0000703	DANRE04984, DANRE04983, DANRE35267, DANRE07193, DANRE04855, DANRE04856	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633
OG0000707	DANRE14489	DROME03262
OG0000708	DANRE26713, DANRE26712, DANRE24571, DANRE24572	DROME21751, DROME21752
OG0000708	DANRE09020, DANRE39758, DANRE39759	DROME18239
OG0000709	DANRE04592	DROME00103
OG0000710	DANRE14086, DANRE14087, DANRE14088, DANRE38549	DROME03605, DROME03612, DROME03607, DROME03615, DROME03608, DROME03610, DROME03609, DROME03614, DROME03606, DROME03613, DROME03611
OG0000711	DANRE38476, DANRE25230, DANRE12636, DANRE12637, DANRE12638	DROME08678
OG0000711	DANRE25772, DANRE31323, DANRE31322, DANRE31321	DROME09749, DROME09750
OG0000712	DANRE20132, DANRE20131, DANRE06778, DANRE06776, DANRE06777, DANRE33734, DANRE33735, DANRE33736, DANRE07797, DANRE07796, DANRE07795, DANRE07798, DANRE16293, DANRE16292, DANRE16291, DANRE16290, DANRE07104, DANRE07105	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697
OG0000713	DANRE37942, DANRE37940, DANRE37941, DANRE37943, DANRE34878, DANRE33352, DANRE24296, DANRE33355, DANRE33351, DANRE33353, DANRE33354	DROME14995
OG0000715	DANRE10220, DANRE42817, DANRE01949, DANRE01695, DANRE01696, DANRE23041, DANRE10216, DANRE10217, DANRE10218, DANRE10219	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524
OG0000717	DANRE43353, DANRE26800, DANRE35508, DANRE26799, DANRE33372, DANRE33371, DANRE33373, DANRE40682, DANRE40681, DANRE40679, DANRE40680, DANRE30258, DANRE10487, DANRE10489, DANRE10488, DANRE10486	DROME21009
OG0000718	DANRE42521, DANRE15304, DANRE15307, DANRE15308, DANRE15303, DANRE15306, DANRE15305, DANRE15302, DANRE13827, DANRE09237, DANRE27971	DROME16064, DROME16063, DROME16059, DROME16062, DROME16061, DROME16060
OG0000720	DANRE00520, DANRE00519, DANRE12730, DANRE12729	DROME08828
OG0000721	DANRE19921, DANRE33496	DROME21732
OG0000722	DANRE10668, DANRE18082, DANRE34445, DANRE06660, DANRE06659, DANRE11168, DANRE11167, DANRE04318, DANRE04319, DANRE38701, DANRE30658, DANRE25692, DANRE25693, DANRE25215	DROME08261, DROME08260
OG0000724	DANRE11255, DANRE02587, DANRE17945, DANRE11885, DANRE11884	DROME18296, DROME18300, DROME18301, DROME18294, DROME18295, DROME18297, DROME18299, DROME18298
OG0000725	DANRE36228, DANRE26924, DANRE26923, DANRE41245, DANRE41244, DANRE34264	DROME01937
OG0000725	DANRE31122, DANRE31119, DANRE31120, DANRE31121, DANRE38257, DANRE38258	DROME21529, DROME21530, DROME21531, DROME21532
OG0000726	DANRE24576, DANRE27925, DANRE27926, DANRE27927, DANRE42213, DANRE42212, DANRE42211, DANRE16168, DANRE36569, DANRE24577, DANRE24575	DROME21495, DROME21494, DROME21492, DROME21493
OG0000730	DANRE02163, DANRE02164, DANRE42622, DANRE21383	DROME18332
OG0000730	DANRE26899, DANRE23833, DANRE42527, DANRE02912, DANRE37104	DROME18387
OG0000731	DANRE12266, DANRE12265, DANRE12262, DANRE12263, DANRE12264, DANRE12267, DANRE34421, DANRE34422, DANRE34420, DANRE42140, DANRE42139, DANRE39260, DANRE39261	DROME03051, DROME03053, DROME03052
OG0000732	DANRE20486, DANRE20487, DANRE36244, DANRE36245	DROME00208, DROME00209
OG0000732	DANRE28676, DANRE28674, DANRE28675, DANRE16727, DANRE36379	DROME15061
OG0000733	DANRE05680, DANRE17763, DANRE38134, DANRE17606	DROME17454
OG0000733	DANRE18931, DANRE10693, DANRE18930, DANRE04553, DANRE04552	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559
OG0000734	DANRE35377, DANRE35376, DANRE35375, DANRE28044, DANRE28043, DANRE28040, DANRE28041, DANRE28039, DANRE28038, DANRE28042, DANRE23533	DROME17455
OG0000735	DANRE18911, DANRE10653, DANRE10360, DANRE10359, DANRE13894, DANRE10302, DANRE13895, DANRE11358, DANRE11359	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093
OG0000736	DANRE23449	DROME02615, DROME02614
OG0000736	DANRE41494, DANRE41495, DANRE35537, DANRE35536, DANRE23899, DANRE27179, DANRE27178	DROME09313
OG0000737	DANRE05232, DANRE05233, DANRE05234, DANRE34954, DANRE33897	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533
OG0000740	DANRE40542, DANRE09958, DANRE13643, DANRE21419, DANRE21418	DROME19981
OG0000740	DANRE03411, DANRE03412, DANRE43134, DANRE40552	DROME13667
OG0000740	DANRE05230	DROME06456
OG0000744	DANRE27730, DANRE27734, DANRE27731, DANRE27729, DANRE27732, DANRE27733, DANRE37286, DANRE37288, DANRE37287, DANRE37289, DANRE27304, DANRE36882, DANRE36881	DROME09899
OG0000745	DANRE04783	DROME04604, DROME04605, DROME04603, DROME04602, DROME04600, DROME04601, DROME04599, DROME04598, DROME04596, DROME04597, DROME02290, DROME02291
OG0000749	DANRE43022, DANRE22234, DANRE22233, DANRE04932, DANRE04931, DANRE08190	DROME10988, DROME10987
OG0000751	DANRE14353, DANRE14354, DANRE14356, DANRE41712	DROME06060, DROME06059, DROME06061, DROME06062
OG0000752	DANRE04759, DANRE04760	DROME15461
OG0000752	DANRE33350	DROME09086
OG0000752	DANRE26482, DANRE26483, DANRE16748	DROME20521, DROME11363
OG0000753	DANRE12159	DROME16114, DROME16113
OG0000753	DANRE22875, DANRE08092, DANRE08093, DANRE35099	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021
OG0000755	DANRE27783, DANRE27782, DANRE12837, DANRE12838	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399
OG0000755	DANRE27784	DROME04395
OG0000757	DANRE36164, DANRE36163, DANRE28665, DANRE41715, DANRE35775, DANRE28939	DROME07057
OG0000758	DANRE11468, DANRE24018, DANRE24019, DANRE27344, DANRE27343, DANRE27345, DANRE02463, DANRE02464, DANRE18105, DANRE11683, DANRE11685, DANRE11684	DROME04523, DROME04522, DROME04521
OG0000759	DANRE23917, DANRE23918, DANRE26676, DANRE23361	DROME03914, DROME03913, DROME01209, DROME01208
OG0000761	DANRE19286, DANRE19287, DANRE16971, DANRE16972, DANRE16973, DANRE21789	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783
OG0000762	DANRE42699, DANRE28185	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273
OG0000763	DANRE09639, DANRE00567, DANRE00568, DANRE00569, DANRE27052, DANRE27054, DANRE27053, DANRE39891, DANRE39892, DANRE39890, DANRE09704, DANRE09705	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235
OG0000764	DANRE35374	DROME10902, DROME10903
OG0000765	DANRE28403, DANRE40818, DANRE40819, DANRE40817, DANRE00580, DANRE00579	DROME04789, DROME04788
OG0000766	DANRE23752, DANRE09934, DANRE20922, DANRE00517, DANRE00514, DANRE00516, DANRE00515	DROME06054, DROME06055, DROME01015
OG0000767	DANRE11659, DANRE11660, DANRE11658, DANRE11661, DANRE08379, DANRE10974, DANRE18316, DANRE18317, DANRE18318	DROME14005, DROME12823, DROME12824
OG0000772	DANRE07203, DANRE15796, DANRE15798, DANRE15797	DROME13216
OG0000772	DANRE09745, DANRE09746	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563
OG0000774	DANRE39793, DANRE39792	DROME18935, DROME18934
OG0000775	DANRE10814, DANRE10813, DANRE33689, DANRE33688, DANRE33690, DANRE33691	DROME05200
OG0000776	DANRE35255, DANRE35254, DANRE15732, DANRE42482, DANRE06939	DROME20100, DROME20102, DROME20101
OG0000777	DANRE29329, DANRE29328, DANRE36168, DANRE36169	DROME05836
OG0000779	DANRE34815, DANRE34816, DANRE34817	DROME13622
OG0000779	DANRE22401, DANRE01681, DANRE01682, DANRE23289, DANRE23290, DANRE24330, DANRE24331	DROME20961
OG0000780	DANRE12112, DANRE12111, DANRE07895, DANRE07896, DANRE07897	DROME16908
OG0000782	DANRE28363, DANRE28364, DANRE21701, DANRE34593, DANRE34592, DANRE34595, DANRE34594, DANRE12747, DANRE12748, DANRE38505, DANRE38506	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777
OG0000784	DANRE22664, DANRE22665	DROME16135
OG0000787	DANRE19518, DANRE34015, DANRE19519, DANRE42974, DANRE05326, DANRE05325, DANRE05327, DANRE00057, DANRE33402	DROME06230
OG0000788	DANRE38685, DANRE38687, DANRE38686, DANRE30771, DANRE30772, DANRE38688	DROME11403
OG0000791	DANRE26678, DANRE24509, DANRE24508, DANRE24505, DANRE24506, DANRE35507, DANRE15367, DANRE15368, DANRE41773	DROME16118, DROME16117, DROME16116, DROME16119, DROME16121, DROME16120
