Orthogroup	DANRE	NEMVE
OG0001357	DANRE11276, DANRE20008, DANRE20007, DANRE39440, DANRE13135, DANRE13134, DANRE13136	NEMVE07199
OG0001358	DANRE18167	NEMVE11838
OG0001360	DANRE16403	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001362	DANRE03032, DANRE09504	NEMVE13199
OG0001362	DANRE09501, DANRE09502, DANRE09503	NEMVE12236
OG0001363	DANRE36183, DANRE36182, DANRE26801, DANRE19464, DANRE19465	NEMVE24406
OG0001364	DANRE00727, DANRE00728, DANRE37949, DANRE28112	NEMVE25546, NEMVE21006
OG0001366	DANRE23791, DANRE23792	NEMVE15255
OG0001367	DANRE35489, DANRE35487, DANRE35488, DANRE27264, DANRE27263, DANRE18747, DANRE18746, DANRE11545, DANRE11547	NEMVE10311
OG0001368	DANRE11214, DANRE18968, DANRE11869, DANRE11868	NEMVE04773, NEMVE01407
OG0001369	DANRE21298, DANRE21299, DANRE02286, DANRE02285, DANRE02287, DANRE02288, DANRE30767, DANRE30768	NEMVE07342
OG0001370	DANRE12902, DANRE12901	NEMVE16952
OG0001370	DANRE42207, DANRE42206	NEMVE14662
OG0001371	DANRE21328	NEMVE13180, NEMVE10017, NEMVE03671
OG0001372	DANRE36486, DANRE36487, DANRE36488, DANRE36489	NEMVE14621, NEMVE12678
OG0001373	DANRE03670, DANRE03669, DANRE29075, DANRE30104, DANRE30103, DANRE04357, DANRE04358, DANRE03631	NEMVE13198
OG0001375	DANRE10157	NEMVE21718, NEMVE18400
OG0001375	DANRE18696, DANRE09144, DANRE14191	NEMVE06380
OG0001376	DANRE13312, DANRE08674, DANRE08675, DANRE15292, DANRE15289, DANRE42507, DANRE42508, DANRE42506, DANRE42509, DANRE42505, DANRE15290, DANRE15291	NEMVE14506
OG0001377	DANRE39241, DANRE11221, DANRE11220, DANRE11219, DANRE11218	NEMVE18187
OG0001377	DANRE33213, DANRE33211	NEMVE00630, NEMVE23910
OG0001378	DANRE39692, DANRE00586, DANRE00587, DANRE04190, DANRE04191, DANRE15660, DANRE20427, DANRE07393, DANRE06565, DANRE06566	NEMVE14996
OG0001379	DANRE26946, DANRE36264, DANRE36263, DANRE06960, DANRE06961, DANRE06962, DANRE01201, DANRE01199, DANRE01200	NEMVE14262
OG0001380	DANRE20401, DANRE00510, DANRE00511, DANRE15800, DANRE15801, DANRE15802	NEMVE10957
OG0001381	DANRE01812, DANRE25964, DANRE25965, DANRE38390, DANRE34864, DANRE38389, DANRE00502, DANRE00503, DANRE34863, DANRE38391	NEMVE08816
OG0001383	DANRE19422	NEMVE12649
OG0001383	DANRE19418, DANRE19419, DANRE19420, DANRE19421, DANRE11521	NEMVE09447
OG0001384	DANRE07601, DANRE16582	NEMVE03030
OG0001384	DANRE16583	NEMVE09646
OG0001386	DANRE14264	NEMVE06336
OG0001388	DANRE24136, DANRE24135, DANRE43047, DANRE06369	NEMVE08765
OG0001389	DANRE33845, DANRE33846, DANRE06321, DANRE06320, DANRE16804, DANRE23628, DANRE07111, DANRE07109, DANRE07110	NEMVE07341
OG0001390	DANRE13557, DANRE13558, DANRE09493, DANRE13548, DANRE29001, DANRE29002, DANRE12602, DANRE40395, DANRE40394	NEMVE03437, NEMVE13301, NEMVE04594
OG0001394	DANRE34368, DANRE34369, DANRE34370, DANRE15699, DANRE15700, DANRE06811, DANRE06812	NEMVE08699
OG0001395	DANRE11462, DANRE11463, DANRE11465, DANRE04772, DANRE06302, DANRE33867, DANRE33866, DANRE24364, DANRE24363, DANRE24362	NEMVE10872, NEMVE02945
OG0001397	DANRE07349, DANRE05010	NEMVE22946
OG0001397	DANRE04061, DANRE04062	NEMVE25397
OG0001399	DANRE36899, DANRE36900, DANRE36901, DANRE26137	NEMVE23382
OG0001401	DANRE26545, DANRE23866, DANRE42440, DANRE42441	NEMVE23498
OG0001402	DANRE00307, DANRE00305, DANRE00306, DANRE33911, DANRE33913, DANRE33912, DANRE33910, DANRE33909, DANRE29660, DANRE07551, DANRE07549, DANRE07550, DANRE07552	NEMVE22752
OG0001403	DANRE34695, DANRE08412, DANRE33510, DANRE33511, DANRE33512	NEMVE08195
OG0001404	DANRE41083	NEMVE13694
OG0001405	DANRE12277, DANRE10207, DANRE13582, DANRE10206	NEMVE25349
OG0001405	DANRE15536	NEMVE08567
OG0001406	DANRE22189, DANRE22190, DANRE37991, DANRE37992, DANRE06530, DANRE06531, DANRE06529	NEMVE18633, NEMVE16331
OG0001408	DANRE19547, DANRE19548, DANRE19549, DANRE24542, DANRE24541, DANRE24540, DANRE26730, DANRE26731, DANRE26728, DANRE26729, DANRE24539	NEMVE25885
OG0001409	DANRE09251, DANRE09250, DANRE13818, DANRE13817, DANRE13819, DANRE16638, DANRE41648	NEMVE14897
OG0001410	DANRE30066, DANRE30065	NEMVE03165
OG0001410	DANRE24024	NEMVE24971
OG0001411	DANRE17922, DANRE17923, DANRE17924	NEMVE25920
OG0001412	DANRE34214, DANRE35250, DANRE35249, DANRE35251	NEMVE19652
OG0001413	DANRE35337	NEMVE06553, NEMVE06540
OG0001413	DANRE38970	NEMVE20094
OG0001414	DANRE16711	NEMVE11734
OG0001415	DANRE33647, DANRE33648	NEMVE14658
OG0001415	DANRE41471	NEMVE03240
OG0001416	DANRE43206, DANRE43207, DANRE02789, DANRE02788, DANRE23231, DANRE23232, DANRE02791, DANRE02790	NEMVE10436
OG0001417	DANRE27230, DANRE24112, DANRE02016, DANRE02015	NEMVE02519
OG0001418	DANRE16726, DANRE28677, DANRE28678, DANRE36406, DANRE02103, DANRE02104, DANRE27063	NEMVE12090, NEMVE01985
OG0001419	DANRE11166, DANRE11165, DANRE04320, DANRE04321, DANRE18086, DANRE18087, DANRE15126, DANRE10656	NEMVE05935
OG0001420	DANRE05459, DANRE05458, DANRE40331, DANRE40438, DANRE40439, DANRE02659, DANRE02658, DANRE36962, DANRE30671, DANRE30668, DANRE30672	NEMVE16749
OG0001421	DANRE10854, DANRE17719, DANRE10855, DANRE18329, DANRE18327	NEMVE00612
OG0001422	DANRE09528, DANRE09527, DANRE41453	NEMVE07209
OG0001423	DANRE10401, DANRE10402, DANRE40608, DANRE40609, DANRE40125, DANRE40126, DANRE35639, DANRE35640, DANRE28883, DANRE28884	NEMVE08632
OG0001424	DANRE22605, DANRE22606	NEMVE01171
OG0001424	DANRE42572, DANRE42573	NEMVE20550
OG0001425	DANRE11642, DANRE18590, DANRE18588, DANRE18587, DANRE18589, DANRE25170, DANRE00361, DANRE34566	NEMVE19543, NEMVE14280
OG0001426	DANRE22197	NEMVE13859
OG0001426	DANRE08922, DANRE08923	NEMVE08760
OG0001427	DANRE40320, DANRE40321, DANRE22541, DANRE22540, DANRE22539, DANRE40322, DANRE24655, DANRE24656, DANRE24657, DANRE24658, DANRE30640, DANRE30639, DANRE11704	NEMVE15208
OG0001428	DANRE22947, DANRE22948, DANRE23679, DANRE36635, DANRE23678, DANRE13768	NEMVE21876
OG0001430	DANRE18427, DANRE00904, DANRE07242, DANRE11523, DANRE11522, DANRE13324, DANRE35076	NEMVE13108
OG0001431	DANRE27312, DANRE13762, DANRE13761	NEMVE23887
OG0001432	DANRE22717, DANRE40306, DANRE24379, DANRE10784, DANRE18459, DANRE18460	NEMVE01898
OG0001433	DANRE05838, DANRE05839, DANRE05840, DANRE14642, DANRE43059, DANRE05137, DANRE05136	NEMVE06558
OG0001434	DANRE17875, DANRE17874	NEMVE01045
OG0001437	DANRE27147, DANRE27146	NEMVE13628
OG0001438	DANRE02649, DANRE19355, DANRE00621, DANRE00620, DANRE34025, DANRE34026, DANRE05730, DANRE05729, DANRE05731, DANRE20251	NEMVE23399
OG0001440	DANRE26671, DANRE26670, DANRE23908, DANRE23909, DANRE02017	NEMVE03715
OG0001442	DANRE10808, DANRE18187, DANRE07605, DANRE00995, DANRE06847, DANRE14231, DANRE09140	NEMVE01347
OG0001445	DANRE16745, DANRE13125, DANRE13126	NEMVE05296
OG0001446	DANRE08208	NEMVE13345, NEMVE13458
OG0001447	DANRE11589, DANRE19674, DANRE13128, DANRE13129, DANRE18437	NEMVE05648
OG0001449	DANRE18461, DANRE18463, DANRE18462, DANRE18464	NEMVE14841, NEMVE20272
OG0001449	DANRE42606, DANRE42607	NEMVE13482, NEMVE00941
OG0001450	DANRE22481	NEMVE17373
OG0001450	DANRE36682, DANRE36684, DANRE13244	NEMVE00959
OG0001451	DANRE34609, DANRE34608	NEMVE07224
OG0001451	DANRE25924, DANRE25926, DANRE25925, DANRE25923	NEMVE13777
OG0001452	DANRE34754, DANRE34755, DANRE38979, DANRE10641	NEMVE10972
OG0001453	DANRE10410, DANRE10409, DANRE12759, DANRE38497, DANRE38498, DANRE38496	NEMVE09283
OG0001453	DANRE38984, DANRE38985, DANRE38986	NEMVE20748, NEMVE13069, NEMVE17083, NEMVE13062, NEMVE00149
OG0001455	DANRE16762, DANRE21521, DANRE40020, DANRE01869, DANRE27072, DANRE16760, DANRE16761, DANRE28895	NEMVE14951
OG0001456	DANRE26746, DANRE26745	NEMVE11079, NEMVE05799
OG0001459	DANRE31312, DANRE29490, DANRE29489, DANRE29488, DANRE31314, DANRE31313	NEMVE25233, NEMVE00289
OG0001460	DANRE01570, DANRE01569, DANRE01571	NEMVE00841, NEMVE16041
OG0001460	DANRE05329	NEMVE07626
OG0001461	DANRE25863, DANRE25865	NEMVE22415, NEMVE00568
OG0001462	DANRE18434, DANRE18433, DANRE18432, DANRE18435, DANRE18436	NEMVE11473
OG0001463	DANRE38575, DANRE39152	NEMVE09388, NEMVE13964
OG0001464	DANRE41518, DANRE41517, DANRE35812, DANRE09829, DANRE09827, DANRE09828, DANRE09826, DANRE23320, DANRE23319, DANRE23321	NEMVE06290, NEMVE07201, NEMVE10766
OG0001465	DANRE23082, DANRE23083, DANRE23085, DANRE23084, DANRE23086	NEMVE01540
OG0001466	DANRE17753	NEMVE11395
OG0001466	DANRE06224, DANRE06223	NEMVE24631
OG0001467	DANRE34084, DANRE34083, DANRE34082, DANRE34085	NEMVE05171
OG0001467	DANRE07802	NEMVE09380
OG0001468	DANRE42652, DANRE24222, DANRE24223, DANRE24224, DANRE24225, DANRE24221, DANRE24220, DANRE26893, DANRE26890, DANRE23005	NEMVE03519
OG0001469	DANRE40614	NEMVE13119
OG0001469	DANRE08993	NEMVE05710
OG0001470	DANRE01224, DANRE01223, DANRE01225, DANRE08432, DANRE08433	NEMVE01457
OG0001472	DANRE09652	NEMVE05967
OG0001472	DANRE22287	NEMVE23386
OG0001473	DANRE29311	NEMVE02159, NEMVE12413
OG0001474	DANRE42186, DANRE42187	NEMVE07106
OG0001474	DANRE03668	NEMVE03081, NEMVE10570
OG0001475	DANRE36782, DANRE36783, DANRE23188, DANRE23190, DANRE23189	NEMVE23631
OG0001476	DANRE17431, DANRE11972, DANRE11971, DANRE11970, DANRE00833, DANRE08825, DANRE08824, DANRE00834, DANRE00832	NEMVE10280, NEMVE10281
OG0001477	DANRE28001	NEMVE12181, NEMVE14548
OG0001478	DANRE03641	NEMVE11979
OG0001479	DANRE22330, DANRE22329, DANRE30265, DANRE34077, DANRE19450, DANRE19449	NEMVE06797, NEMVE06784
OG0001480	DANRE35549, DANRE02001, DANRE02000, DANRE09096, DANRE09095	NEMVE16556
OG0001482	DANRE03428, DANRE29353, DANRE29351, DANRE16469, DANRE19526, DANRE19525, DANRE39848, DANRE39846, DANRE34181, DANRE34180	NEMVE13241
OG0001483	DANRE24973, DANRE42344	NEMVE23590
OG0001484	DANRE22299, DANRE22301, DANRE36964, DANRE36965, DANRE36967	NEMVE23070
OG0001485	DANRE37673, DANRE37672, DANRE37674, DANRE12868, DANRE12867, DANRE34795, DANRE01508, DANRE01509	NEMVE05976
OG0001486	DANRE20631, DANRE20630, DANRE30794, DANRE30793, DANRE25517, DANRE25516, DANRE25515, DANRE29495, DANRE39113, DANRE39112, DANRE39111	NEMVE22710
OG0001487	DANRE26038, DANRE26037, DANRE26036, DANRE10575, DANRE14739, DANRE14738, DANRE14740, DANRE14741	NEMVE08786
OG0001488	DANRE02082, DANRE02081	NEMVE04734, NEMVE04737, NEMVE04775
OG0001489	DANRE17537, DANRE17538, DANRE17536, DANRE17539, DANRE17535, DANRE26330, DANRE26331, DANRE26329, DANRE26332, DANRE26328, DANRE26333, DANRE26334, DANRE34702, DANRE34703, DANRE34704, DANRE34242, DANRE34241	NEMVE23571, NEMVE21444
OG0001492	DANRE28921, DANRE08080, DANRE08079, DANRE08081, DANRE08078, DANRE33662	NEMVE17956
OG0001493	DANRE43323, DANRE11190, DANRE11191, DANRE16676, DANRE16674, DANRE16675, DANRE03265, DANRE11314	NEMVE14619
OG0001495	DANRE22613, DANRE22615, DANRE22614, DANRE22616	NEMVE15483
OG0001496	DANRE39559, DANRE35397	NEMVE13319
OG0001500	DANRE38025, DANRE41825, DANRE41824, DANRE41826, DANRE41827	NEMVE07759
OG0001502	DANRE29327, DANRE29326	NEMVE06315
OG0001503	DANRE01872	NEMVE13535
OG0001503	DANRE28515, DANRE28514	NEMVE15019
OG0001504	DANRE22645, DANRE22646	NEMVE10459
OG0001505	DANRE24459, DANRE24460, DANRE24458, DANRE27105, DANRE27106	NEMVE14234
OG0001506	DANRE27670, DANRE40034, DANRE40035	NEMVE16287
OG0001507	DANRE05610, DANRE05609, DANRE05144, DANRE05143, DANRE20002	NEMVE01058
OG0001508	DANRE38231, DANRE38230, DANRE38232, DANRE13183, DANRE29484, DANRE29485	NEMVE06884
OG0001509	DANRE35020, DANRE35021, DANRE43055	NEMVE01491
OG0001509	DANRE15262, DANRE13263	NEMVE23903
OG0001510	DANRE40580, DANRE40579, DANRE30335, DANRE36382, DANRE36380, DANRE36381	NEMVE00716, NEMVE23759
OG0001511	DANRE08631, DANRE08630, DANRE08632, DANRE26750, DANRE26749, DANRE37901, DANRE37903, DANRE37902, DANRE37904	NEMVE06177
OG0001512	DANRE37571, DANRE37572, DANRE00493, DANRE33945, DANRE33944, DANRE40122, DANRE40123	NEMVE08553
OG0001513	DANRE42820, DANRE35800, DANRE35799, DANRE35798, DANRE22476, DANRE22475, DANRE22474	NEMVE06330
OG0001515	DANRE35062, DANRE33906	NEMVE14908
OG0001516	DANRE19759, DANRE33416, DANRE33417	NEMVE23626
OG0001517	DANRE40639, DANRE24399, DANRE24400	NEMVE14577, NEMVE14581
OG0001518	DANRE26765, DANRE26770, DANRE26766, DANRE26769, DANRE26768, DANRE26767, DANRE36651, DANRE36339, DANRE27828	NEMVE10672
OG0001519	DANRE40124, DANRE07942, DANRE07943, DANRE07944, DANRE12886, DANRE12887	NEMVE22706
OG0001520	DANRE14989, DANRE14988, DANRE17477, DANRE17478, DANRE17480, DANRE17479	NEMVE24027, NEMVE06996
OG0001521	DANRE01878, DANRE34844, DANRE34845, DANRE34846, DANRE19174, DANRE14501, DANRE14500, DANRE14499, DANRE10329	NEMVE13756
OG0001522	DANRE09766	NEMVE14033
OG0001523	DANRE12958, DANRE12959, DANRE12960, DANRE25465, DANRE25467, DANRE25466, DANRE12570, DANRE31026, DANRE31027, DANRE31028, DANRE12571, DANRE12568, DANRE12569	NEMVE04670
OG0001524	DANRE05747	NEMVE25396
OG0001524	DANRE39017, DANRE12804	NEMVE05484
OG0001525	DANRE38707	NEMVE02407
OG0001526	DANRE35186, DANRE35185, DANRE35187, DANRE19162, DANRE19163, DANRE26668	NEMVE00906
OG0001527	DANRE40605, DANRE35014	NEMVE14422
OG0001527	DANRE09760, DANRE09759	NEMVE03078
OG0001528	DANRE38209, DANRE24432, DANRE24433, DANRE26417, DANRE26416	NEMVE14401
OG0001529	DANRE36607, DANRE36723, DANRE22259, DANRE22260	NEMVE02084, NEMVE24342
OG0001530	DANRE05399, DANRE05398, DANRE05400, DANRE05401, DANRE34560, DANRE34561, DANRE34562	NEMVE08975
OG0001531	DANRE05786, DANRE05785, DANRE22335, DANRE22337, DANRE22336, DANRE06652, DANRE06654, DANRE06651, DANRE20423, DANRE06653	NEMVE05034
OG0001532	DANRE23223, DANRE23222, DANRE02351, DANRE37910, DANRE13368, DANRE26575, DANRE26574	NEMVE02971
OG0001533	DANRE41403, DANRE35818, DANRE35817, DANRE42529	NEMVE10443, NEMVE01320
OG0001534	DANRE03599, DANRE30160, DANRE30161, DANRE03650, DANRE03598, DANRE29296, DANRE29295, DANRE03600, DANRE03597	NEMVE00470
OG0001536	DANRE05574, DANRE05575, DANRE16715, DANRE16716, DANRE14602	NEMVE11894, NEMVE05661
OG0001538	DANRE05560, DANRE18373, DANRE05542	NEMVE11486
OG0001546	DANRE11502, DANRE11501, DANRE11499, DANRE04439, DANRE04438	NEMVE08644
OG0001550	DANRE26888, DANRE26887, DANRE26889, DANRE24227	NEMVE19108, NEMVE17874
OG0001551	DANRE12100, DANRE12099, DANRE18422, DANRE18424, DANRE18421, DANRE18423	NEMVE01664
OG0001552	DANRE36973	NEMVE15633
OG0001552	DANRE21303	NEMVE14070
OG0001553	DANRE39596, DANRE39595, DANRE00133, DANRE04965, DANRE20535	NEMVE15083
OG0001554	DANRE08861, DANRE00816, DANRE38027	NEMVE07256
OG0001557	DANRE25710, DANRE25711	NEMVE19058, NEMVE25522, NEMVE15026
OG0001558	DANRE19439, DANRE19440, DANRE19438, DANRE33921, DANRE33920, DANRE16554	NEMVE08767
OG0001559	DANRE08997	NEMVE13708
OG0001559	DANRE05634, DANRE05635, DANRE18362, DANRE18361, DANRE00902	NEMVE10463
OG0001560	DANRE23712, DANRE23714, DANRE23711, DANRE23713, DANRE43423, DANRE16040, DANRE21762, DANRE21761	NEMVE07241
OG0001561	DANRE41304, DANRE41305, DANRE39816, DANRE02440, DANRE25915, DANRE31611	NEMVE13680
OG0001563	DANRE22148, DANRE22116	NEMVE09315, NEMVE16630, NEMVE15254
OG0001564	DANRE36281, DANRE36280, DANRE08942, DANRE08944, DANRE08941, DANRE08945, DANRE08943, DANRE06929, DANRE06930	NEMVE01813
OG0001567	DANRE02935, DANRE02934, DANRE41074, DANRE26432, DANRE26431, DANRE26430, DANRE02930	NEMVE07133
OG0001568	DANRE28635	NEMVE12145, NEMVE13029, NEMVE04566
OG0001569	DANRE42470, DANRE15236, DANRE15237, DANRE06992, DANRE06994, DANRE06991, DANRE06995, DANRE06993	NEMVE22103
OG0001571	DANRE08150, DANRE08151, DANRE34997, DANRE34996	NEMVE09690
OG0001572	DANRE33793	NEMVE21698
OG0001572	DANRE26230, DANRE26229	NEMVE14084
OG0001573	DANRE24556, DANRE24557, DANRE24555, DANRE00159, DANRE00158	NEMVE05590
OG0001574	DANRE15592, DANRE30051, DANRE04165, DANRE04166, DANRE30225, DANRE09351, DANRE09352, DANRE09353	NEMVE24808
OG0001575	DANRE40619, DANRE01646, DANRE01647, DANRE22421	NEMVE08150
OG0001576	DANRE19270, DANRE19269, DANRE12147, DANRE12146, DANRE19271	NEMVE10771
OG0001577	DANRE20256, DANRE07352, DANRE20255, DANRE20254, DANRE04864, DANRE00637, DANRE00636	NEMVE14595
OG0001578	DANRE41163	NEMVE02073
OG0001580	DANRE22288, DANRE26125, DANRE26128, DANRE26124, DANRE26129, DANRE26127, DANRE12171, DANRE12170, DANRE26126	NEMVE04880
OG0001581	DANRE11905	NEMVE09495, NEMVE13982, NEMVE20122
OG0001582	DANRE00147, DANRE00146, DANRE08340, DANRE08339, DANRE00774, DANRE00775, DANRE28929, DANRE28926, DANRE28927, DANRE28928	NEMVE14586, NEMVE16677
OG0001583	DANRE15872, DANRE15871, DANRE07319, DANRE05317, DANRE05315, DANRE02925, DANRE05316	NEMVE12298, NEMVE07434
OG0001584	DANRE22142, DANRE22143	NEMVE03502
OG0001588	DANRE00650	NEMVE09735, NEMVE02707, NEMVE02610, NEMVE02611
OG0001589	DANRE04123, DANRE04122, DANRE30150	NEMVE15586
OG0001590	DANRE38393, DANRE38392	NEMVE15049
OG0001591	DANRE40972	NEMVE19631
OG0001591	DANRE13936, DANRE13935, DANRE13932, DANRE13934, DANRE13933, DANRE19391, DANRE19392, DANRE40971	NEMVE19630
OG0001592	DANRE43249, DANRE24961, DANRE24962, DANRE38415, DANRE38414, DANRE14917, DANRE14918	NEMVE14685
OG0001593	DANRE16008, DANRE38492, DANRE38493, DANRE38494, DANRE16007, DANRE14940, DANRE14941	NEMVE07459
OG0001594	DANRE00835	NEMVE22378
OG0001596	DANRE30663, DANRE12475, DANRE12476, DANRE02716, DANRE02717, DANRE41257	NEMVE06150
OG0001596	DANRE40764	NEMVE06132
OG0001597	DANRE14881	NEMVE17805
OG0001597	DANRE25200, DANRE25198, DANRE25199, DANRE25197	NEMVE07623
OG0001599	DANRE30081, DANRE30489, DANRE30492, DANRE30493, DANRE30491, DANRE30490	NEMVE14138
OG0001600	DANRE14660, DANRE05599, DANRE05598, DANRE18214, DANRE24012, DANRE27336, DANRE27337	NEMVE09547
OG0001602	DANRE38527, DANRE38525, DANRE38526, DANRE38528, DANRE38529	NEMVE04820
OG0001604	DANRE38746	NEMVE20359, NEMVE13990
OG0001604	DANRE07901, DANRE07902	NEMVE01133
OG0001605	DANRE37473, DANRE28391, DANRE12806, DANRE02340, DANRE10148, DANRE10146, DANRE10145, DANRE10147	NEMVE21422, NEMVE17315
OG0001606	DANRE00450	NEMVE13096
OG0001606	DANRE04309	NEMVE14918
OG0001609	DANRE35730	NEMVE17441
OG0001609	DANRE02201	NEMVE13471
OG0001610	DANRE11392, DANRE11391, DANRE40973, DANRE40974, DANRE10644, DANRE14143, DANRE14144	NEMVE21979
OG0001611	DANRE17784, DANRE17782, DANRE17783, DANRE11027, DANRE11028, DANRE22005, DANRE22004, DANRE04446, DANRE04445, DANRE13140, DANRE13139	NEMVE04740
OG0001612	DANRE42404, DANRE42402, DANRE42403	NEMVE00995
OG0001612	DANRE10050	NEMVE00916
OG0001613	DANRE16430, DANRE16431, DANRE16333, DANRE16332, DANRE16334, DANRE13238, DANRE13239, DANRE16335	NEMVE16939, NEMVE24133, NEMVE16791, NEMVE25459
OG0001614	DANRE28279	NEMVE02024
OG0001614	DANRE22251, DANRE22252	NEMVE09707, NEMVE14265
OG0001615	DANRE25213, DANRE38690, DANRE38693, DANRE38692, DANRE38694, DANRE30770	NEMVE24769
OG0001617	DANRE36595, DANRE36594, DANRE02672, DANRE02671, DANRE12595, DANRE12596, DANRE40227, DANRE40228	NEMVE00005
OG0001619	DANRE00525	NEMVE00026
OG0001619	DANRE12293, DANRE20949, DANRE00530, DANRE00529, DANRE00531, DANRE20954	NEMVE01643
OG0001620	DANRE09560, DANRE09559, DANRE33474, DANRE33475, DANRE26504, DANRE26503, DANRE36448, DANRE36449	NEMVE05238, NEMVE07316
OG0001621	DANRE28760, DANRE28761, DANRE21954, DANRE21955, DANRE03608, DANRE03609, DANRE29302, DANRE29301, DANRE29300	NEMVE07688
OG0001623	DANRE39868, DANRE39867, DANRE35199	NEMVE14145, NEMVE16772, NEMVE24030
OG0001624	DANRE40299, DANRE18509, DANRE14986, DANRE14987, DANRE22639	NEMVE20306, NEMVE10312
OG0001625	DANRE21507, DANRE15880	NEMVE18968
OG0001627	DANRE13526, DANRE07055, DANRE20177, DANRE04818	NEMVE04823
OG0001628	DANRE04668, DANRE04667	NEMVE08310
OG0001628	DANRE33716	NEMVE19331
OG0001629	DANRE21787, DANRE21786, DANRE39628, DANRE39629, DANRE39630, DANRE19284, DANRE19282, DANRE19283, DANRE19285	NEMVE06795
OG0001630	DANRE41072, DANRE41071, DANRE23696, DANRE23695, DANRE23865, DANRE23864, DANRE41073	NEMVE22382
OG0001632	DANRE40468, DANRE40467, DANRE25650, DANRE31625, DANRE31626, DANRE31624, DANRE20624, DANRE20625, DANRE40470	NEMVE05187
OG0001633	DANRE38755, DANRE38754	NEMVE17622
OG0001634	DANRE35114, DANRE35402, DANRE35115	NEMVE13518
OG0001634	DANRE05161, DANRE07771	NEMVE22588
OG0001635	DANRE33805, DANRE33804, DANRE33803, DANRE33802, DANRE06374, DANRE06373	NEMVE14440
OG0001636	DANRE39033, DANRE39034, DANRE39032, DANRE39035, DANRE39036	NEMVE10668
OG0001638	DANRE28937, DANRE28938, DANRE34172, DANRE34169, DANRE34171, DANRE34170	NEMVE24596
OG0001639	DANRE25902, DANRE12203, DANRE12204, DANRE21606, DANRE21607, DANRE21610, DANRE21608, DANRE21609	NEMVE25389, NEMVE18846, NEMVE25390, NEMVE25391
OG0001641	DANRE03483, DANRE03482, DANRE03481, DANRE03744, DANRE03748, DANRE03749	NEMVE14484, NEMVE06204, NEMVE20026
OG0001642	DANRE19971, DANRE37998, DANRE38002, DANRE38000, DANRE38001	NEMVE25922
OG0001643	DANRE19839, DANRE19840, DANRE08012, DANRE08013, DANRE10381, DANRE10380, DANRE10383, DANRE10382	NEMVE20743, NEMVE11046
OG0001644	DANRE18118, DANRE18119, DANRE10357	NEMVE22640
OG0001646	DANRE29666, DANRE03468, DANRE03469, DANRE29667, DANRE40859, DANRE01030, DANRE01029, DANRE42983, DANRE39658	NEMVE03206
OG0001651	DANRE03107, DANRE03106, DANRE20143, DANRE03105, DANRE03104, DANRE05409, DANRE05408, DANRE19302, DANRE19303, DANRE19301, DANRE19304	NEMVE10191, NEMVE06095
OG0001652	DANRE11920, DANRE11918, DANRE11919, DANRE11921	NEMVE00956, NEMVE05109
OG0001653	DANRE33414, DANRE01185, DANRE01184	NEMVE00904
OG0001654	DANRE22402, DANRE05790, DANRE18401, DANRE18402	NEMVE13324
OG0001655	DANRE37499, DANRE37500, DANRE37498, DANRE37497, DANRE02917, DANRE38012, DANRE20101, DANRE20102, DANRE20103	NEMVE19053
OG0001656	DANRE08565, DANRE29043	NEMVE04660
OG0001657	DANRE33903, DANRE16790, DANRE00304, DANRE00303, DANRE33902, DANRE16788, DANRE16789	NEMVE13455
OG0001658	DANRE22705, DANRE40316	NEMVE17963
OG0001659	DANRE14205, DANRE10075, DANRE10074, DANRE17448, DANRE17449	NEMVE11319
OG0001660	DANRE07022, DANRE23646, DANRE23647, DANRE07141, DANRE23649, DANRE23648	NEMVE15239
OG0001661	DANRE24032	NEMVE10092, NEMVE22246
OG0001661	DANRE24031	NEMVE01351, NEMVE13539
OG0001662	DANRE43066	NEMVE11251
OG0001662	DANRE34938, DANRE42737, DANRE34939, DANRE13284, DANRE13283, DANRE40937	NEMVE13811
OG0001663	DANRE25847, DANRE25848, DANRE30753, DANRE30752, DANRE40330, DANRE40329, DANRE40440	NEMVE21018, NEMVE23853
OG0001664	DANRE17902, DANRE17901, DANRE28714, DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	NEMVE25426
OG0001665	DANRE29857	NEMVE09117
OG0001666	DANRE15339, DANRE15337, DANRE15338	NEMVE25558
