Orthogroup	DANRE	PFLAV
OG0000793	DANRE13974, DANRE19092, DANRE39166, DANRE39164, DANRE39165, DANRE25017, DANRE25016, DANRE25015, DANRE21768, DANRE25958, DANRE13450	TCONS_00027936.p1
OG0000795	DANRE06535	TCONS_00041740.p1, TCONS_00043459.p1
OG0000797	DANRE20533, DANRE15819, DANRE15818, DANRE15820, DANRE07326, DANRE07327, DANRE07328	TCONS_00030801.p1
OG0000798	DANRE29060, DANRE29059, DANRE29061, DANRE03069, DANRE28964, DANRE28965, DANRE28966	TCONS_00044179.p1
OG0000798	DANRE09477	TCONS_00044180.p1
OG0000799	DANRE22127, DANRE22128, DANRE00706, DANRE00705, DANRE39398, DANRE00648, DANRE00645, DANRE00647, DANRE43147, DANRE00646, DANRE15975	TCONS_00026061.p1
OG0000800	DANRE30113, DANRE30114, DANRE30111, DANRE30112, DANRE30118, DANRE30117, DANRE30119, DANRE12830, DANRE12829, DANRE12803, DANRE25273	TCONS_00005527.p1
OG0000800	DANRE11295	TCONS_00026387.p1
OG0000801	DANRE39090, DANRE39091, DANRE39092, DANRE25011, DANRE25012, DANRE33247	TCONS_00020737.p1
OG0000803	DANRE25471, DANRE25473, DANRE25474, DANRE25472, DANRE30693, DANRE25476, DANRE25477	TCONS_00025515.p1
OG0000805	DANRE33771, DANRE14573, DANRE08599, DANRE30219, DANRE17673, DANRE20104, DANRE38014, DANRE38013, DANRE24472	TCONS_00025682.p1, TCONS_00023737.p1, TCONS_00025681.p1, TCONS_00023738.p1, TCONS_00056753.p1, TCONS_00054933.p1, TCONS_00023740.p1, TCONS_00023742.p1, TCONS_00025675.p1, TCONS_00029389.p1, TCONS_00023739.p1, TCONS_00023741.p1, TCONS_00025677.p1, TCONS_00051143.p1, TCONS_00023711.p1, TCONS_00025680.p1, TCONS_00025679.p1, TCONS_00025671.p1, TCONS_00029388.p1
OG0000809	DANRE26639, DANRE26638, DANRE26637, DANRE40060, DANRE40059, DANRE40058, DANRE27835, DANRE27833, DANRE27834, DANRE27836, DANRE21723, DANRE21722, DANRE34758, DANRE01481	TCONS_00053785.p1
OG0000810	DANRE40004, DANRE40006	TCONS_00052958.p1
OG0000810	DANRE42578, DANRE10213, DANRE10212, DANRE13584	TCONS_00054964.p1
OG0000811	DANRE12416	TCONS_00055994.p1, TCONS_00057306.p1, TCONS_00011341.p1, TCONS_00011343.p1, TCONS_00011340.p1, TCONS_00011342.p1, TCONS_00011347.p1, TCONS_00011338.p1, TCONS_00011344.p1, TCONS_00009971.p1, TCONS_00011345.p1, TCONS_00011339.p1
OG0000813	DANRE04584, DANRE04587, DANRE04586, DANRE04588, DANRE04585	TCONS_00031270.p1
OG0000814	DANRE12157, DANRE12158	TCONS_00033072.p1
OG0000814	DANRE09168	TCONS_00016541.p1
OG0000815	DANRE00098	TCONS_00029842.p1
OG0000815	DANRE41592, DANRE41590, DANRE41591	TCONS_00054779.p1
OG0000815	DANRE41498, DANRE41497, DANRE41499, DANRE23900, DANRE23901	TCONS_00002931.p1
OG0000816	DANRE37152, DANRE37153, DANRE05255, DANRE07950, DANRE07951	TCONS_00010999.p1
OG0000816	DANRE07371, DANRE07372, DANRE05100, DANRE05101	TCONS_00030912.p1
OG0000817	DANRE01758	TCONS_00019272.p1
OG0000817	DANRE11205	TCONS_00030970.p1
OG0000817	DANRE24618, DANRE24619	TCONS_00056615.p1
OG0000818	DANRE30363, DANRE03542, DANRE30362, DANRE30382, DANRE30381, DANRE30383, DANRE04067, DANRE30364, DANRE04066, DANRE04068, DANRE09086	TCONS_00012579.p1
OG0000819	DANRE38928	TCONS_00024907.p1, TCONS_00024899.p1
OG0000819	DANRE07898, DANRE20294	TCONS_00006186.p1
OG0000820	DANRE35584, DANRE35583, DANRE41464, DANRE41463, DANRE41462	TCONS_00054905.p1
OG0000822	DANRE30577	TCONS_00023648.p1
OG0000822	DANRE31114, DANRE38261	TCONS_00036983.p1
OG0000824	DANRE08292, DANRE43285, DANRE20331, DANRE20334, DANRE20330, DANRE20333, DANRE20332, DANRE20337, DANRE20335, DANRE20336, DANRE08291	TCONS_00020720.p1, TCONS_00019654.p1, TCONS_00021735.p1
OG0000825	DANRE07340, DANRE41557, DANRE41558, DANRE41559, DANRE06476	TCONS_00041619.p1
OG0000825	DANRE22278, DANRE12609	TCONS_00025760.p1, TCONS_00025798.p1
OG0000826	DANRE22286	TCONS_00009120.p1
OG0000827	DANRE19411, DANRE34859	TCONS_00020331.p1
OG0000828	DANRE38353, DANRE39520	TCONS_00020647.p1
OG0000828	DANRE00140, DANRE00141	TCONS_00004770.p1
OG0000829	DANRE13452, DANRE13451, DANRE28324, DANRE20994, DANRE20992, DANRE20993, DANRE39524, DANRE00287, DANRE00288, DANRE05736, DANRE05737, DANRE00627, DANRE00626, DANRE34022, DANRE06193, DANRE06192, DANRE04909, DANRE04910, DANRE04911	TCONS_00026046.p1
OG0000830	DANRE29315, DANRE35441, DANRE04025, DANRE12583, DANRE12584, DANRE38642, DANRE38643	TCONS_00054365.p1, TCONS_00050762.p1
OG0000831	DANRE26783, DANRE26781, DANRE26782, DANRE26784, DANRE35520, DANRE35516, DANRE35517, DANRE35519, DANRE35518	TCONS_00052849.p1, TCONS_00053225.p1, TCONS_00054130.p1, TCONS_00054168.p1, TCONS_00053079.p1, TCONS_00053037.p1
OG0000831	DANRE06325	TCONS_00055632.p1, TCONS_00054131.p1, TCONS_00053035.p1, TCONS_00044038.p1
OG0000832	DANRE11127, DANRE40062	TCONS_00021493.p1, TCONS_00037670.p1, TCONS_00037668.p1, TCONS_00024327.p1, TCONS_00024330.p1, TCONS_00025503.p1, TCONS_00024096.p1, TCONS_00024117.p1, TCONS_00002882.p1, TCONS_00002881.p1, TCONS_00002884.p1, TCONS_00023793.p1, TCONS_00027381.p1, TCONS_00025512.p1
OG0000833	DANRE02148, DANRE27648, DANRE27649, DANRE30183, DANRE30182, DANRE30181, DANRE30184, DANRE22222, DANRE22221, DANRE22223, DANRE39989, DANRE39990, DANRE39991, DANRE39987	TCONS_00054301.p1
OG0000834	DANRE17497, DANRE17498, DANRE17499	TCONS_00002892.p1
OG0000835	DANRE23505	TCONS_00036638.p1, TCONS_00037847.p1
OG0000836	DANRE38367, DANRE38368, DANRE38370, DANRE38369, DANRE24933, DANRE24934, DANRE24935, DANRE21462, DANRE21461	TCONS_00019427.p1
OG0000837	DANRE14993, DANRE14992, DANRE14994, DANRE14991, DANRE16122, DANRE05269, DANRE05270, DANRE22660	TCONS_00017392.p1
OG0000838	DANRE39874, DANRE20662, DANRE39873, DANRE31334	TCONS_00023335.p1, TCONS_00023205.p1, TCONS_00023334.p1, TCONS_00023204.p1
OG0000838	DANRE29264	TCONS_00024752.p1, TCONS_00024664.p1
OG0000841	DANRE13645, DANRE13646, DANRE13648, DANRE13647, DANRE13644, DANRE12852, DANRE18521, DANRE01048, DANRE01047	TCONS_00009390.p1
OG0000842	DANRE21395, DANRE21394, DANRE42073, DANRE42074, DANRE02620, DANRE02619, DANRE00091, DANRE00092, DANRE29911, DANRE29912, DANRE24170, DANRE24168, DANRE28182, DANRE28183	TCONS_00019047.p1
OG0000844	DANRE22983, DANRE09466, DANRE14008, DANRE14007, DANRE43013, DANRE43012, DANRE26776, DANRE26775, DANRE08927, DANRE08928, DANRE08926	TCONS_00051992.p1, TCONS_00051652.p1
OG0000845	DANRE02538, DANRE02537, DANRE07165	TCONS_00001245.p1, TCONS_00000121.p1
OG0000847	DANRE03178, DANRE03177	TCONS_00006742.p1
OG0000847	DANRE33537, DANRE29369, DANRE29370	TCONS_00006142.p1, TCONS_00006162.p1
OG0000848	DANRE01096, DANRE16221, DANRE06726	TCONS_00042417.p1
OG0000848	DANRE38510, DANRE12738, DANRE00454, DANRE00457	TCONS_00020362.p1
OG0000849	DANRE40416, DANRE40418, DANRE20686, DANRE20687	TCONS_00039977.p1
OG0000850	DANRE27632, DANRE21524, DANRE21523, DANRE21522	TCONS_00052504.p1
OG0000850	DANRE05783, DANRE05782	TCONS_00027096.p1
OG0000851	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900, DANRE16797, DANRE16796	TCONS_00044107.p1
OG0000852	DANRE08986, DANRE13970	TCONS_00029058.p1
OG0000852	DANRE23607, DANRE23608, DANRE15093	TCONS_00008486.p1
OG0000853	DANRE11607	TCONS_00057113.p1
OG0000857	DANRE37002, DANRE22445, DANRE25005, DANRE25488, DANRE39308	TCONS_00038040.p1
OG0000858	DANRE41857	TCONS_00048629.p1
OG0000858	DANRE41856, DANRE35001	TCONS_00035617.p1, TCONS_00035720.p1
OG0000859	DANRE14110, DANRE09123, DANRE37658, DANRE34320, DANRE34321, DANRE08617, DANRE21314, DANRE21313, DANRE27682	TCONS_00028631.p1
OG0000860	DANRE30283, DANRE30281, DANRE30282, DANRE30280, DANRE39844, DANRE39843, DANRE19228, DANRE19229, DANRE19230, DANRE39966, DANRE39967	TCONS_00014657.p1
OG0000861	DANRE14168, DANRE10478	TCONS_00047891.p1, TCONS_00038576.p1, TCONS_00038563.p1, TCONS_00047889.p1, TCONS_00047894.p1, TCONS_00047890.p1, TCONS_00047892.p1, TCONS_00047893.p1, TCONS_00047902.p1, TCONS_00047903.p1, TCONS_00047905.p1, TCONS_00047906.p1, TCONS_00047904.p1, TCONS_00048775.p1
OG0000863	DANRE10032, DANRE30849	TCONS_00045086.p1, TCONS_00027522.p1, TCONS_00026011.p1, TCONS_00044186.p1, TCONS_00043868.p1, TCONS_00026016.p1, TCONS_00026017.p1, TCONS_00026009.p1, TCONS_00026013.p1, TCONS_00026012.p1, TCONS_00027713.p1, TCONS_00027527.p1, TCONS_00027529.p1, TCONS_00027526.p1, TCONS_00027523.p1, TCONS_00027484.p1
OG0000866	DANRE08582, DANRE21424	TCONS_00003785.p1
OG0000868	DANRE18972, DANRE11567, DANRE11568, DANRE18971, DANRE18970	TCONS_00011478.p1
OG0000869	DANRE22964, DANRE22963, DANRE22965	TCONS_00050047.p1
OG0000869	DANRE33411	TCONS_00052865.p1
OG0000870	DANRE04144, DANRE04145, DANRE28838, DANRE28839	TCONS_00009925.p1
OG0000871	DANRE07004, DANRE07003	TCONS_00035384.p1, TCONS_00001861.p1, TCONS_00000505.p1, TCONS_00000506.p1, TCONS_00000507.p1, TCONS_00000499.p1, TCONS_00000504.p1
OG0000871	DANRE21971, DANRE21970, DANRE21972	TCONS_00026834.p1
OG0000872	DANRE25284, DANRE12354, DANRE25283, DANRE25280, DANRE25282, DANRE25281	TCONS_00037055.p1, TCONS_00037051.p1, TCONS_00037037.p1
OG0000873	DANRE33652, DANRE21690, DANRE00541, DANRE00542, DANRE21689, DANRE33650, DANRE21688, DANRE33651, DANRE12209	TCONS_00029754.p1
OG0000874	DANRE15945, DANRE15946, DANRE08525, DANRE00850, DANRE00852, DANRE00851, DANRE15520	TCONS_00042677.p1
OG0000874	DANRE09159	TCONS_00007186.p1
OG0000875	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209	TCONS_00053761.p1
OG0000875	DANRE35854	TCONS_00056388.p1, TCONS_00041427.p1
OG0000877	DANRE41354, DANRE41352, DANRE41353	TCONS_00007900.p1
OG0000878	DANRE12359	TCONS_00036230.p1, TCONS_00036231.p1
OG0000878	DANRE12358, DANRE12360	TCONS_00036232.p1
OG0000878	DANRE09130, DANRE09132, DANRE09131, DANRE09133, DANRE09129	TCONS_00003745.p1
OG0000879	DANRE22248, DANRE22249, DANRE33888, DANRE38206	TCONS_00022585.p1
OG0000879	DANRE23042, DANRE35784	TCONS_00056397.p1
OG0000880	DANRE36759, DANRE36756, DANRE36757, DANRE02294, DANRE30872, DANRE30873, DANRE22569, DANRE22571, DANRE22570, DANRE22568	TCONS_00049616.p1
OG0000881	DANRE09222, DANRE13840, DANRE09221	TCONS_00015965.p1
OG0000881	DANRE34673, DANRE34674, DANRE07926, DANRE07927	TCONS_00006707.p1
OG0000882	DANRE23952, DANRE23953, DANRE23954, DANRE37050, DANRE37049, DANRE18776, DANRE18775, DANRE18777, DANRE18779, DANRE18778, DANRE18774, DANRE15120, DANRE15121	TCONS_00044892.p1, TCONS_00044893.p1
OG0000883	DANRE38413, DANRE21589, DANRE21588	TCONS_00006480.p1, TCONS_00006477.p1, TCONS_00006482.p1, TCONS_00009149.p1, TCONS_00009148.p1, TCONS_00057068.p1, TCONS_00023480.p1, TCONS_00023446.p1, TCONS_00041367.p1, TCONS_00041350.p1, TCONS_00045389.p1, TCONS_00045390.p1
OG0000887	DANRE02237, DANRE22542, DANRE22543	TCONS_00017941.p1
OG0000887	DANRE24480	TCONS_00055887.p1
OG0000888	DANRE13975, DANRE09386, DANRE28309	TCONS_00029758.p1
OG0000888	DANRE33990, DANRE33989	TCONS_00030186.p1
OG0000889	DANRE17250, DANRE17249	TCONS_00010936.p1
OG0000889	DANRE29366, DANRE33536, DANRE01110, DANRE07937	TCONS_00004850.p1, TCONS_00004830.p1
OG0000890	DANRE17896, DANRE11549, DANRE16599, DANRE16600, DANRE16601	TCONS_00002374.p1, TCONS_00002381.p1
OG0000893	DANRE40482, DANRE21302, DANRE36979, DANRE25838, DANRE25839, DANRE25837, DANRE25840, DANRE36977	TCONS_00051111.p1, TCONS_00051112.p1, TCONS_00051078.p1, TCONS_00051076.p1, TCONS_00051110.p1, TCONS_00051075.p1, TCONS_00051077.p1
OG0000894	DANRE16233	TCONS_00042942.p1
OG0000894	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559, DANRE30057	TCONS_00014568.p1
OG0000895	DANRE19033	TCONS_00019170.p1
OG0000895	DANRE00190, DANRE12883	TCONS_00019166.p1
OG0000896	DANRE27183	TCONS_00012437.p1, TCONS_00012438.p1
OG0000896	DANRE18365, DANRE18364, DANRE00892, DANRE00891, DANRE08958, DANRE08959	TCONS_00023440.p1, TCONS_00023471.p1, TCONS_00023178.p1, TCONS_00003493.p1
OG0000897	DANRE26250, DANRE26251	TCONS_00047825.p1, TCONS_00047836.p1
OG0000897	DANRE36838, DANRE40514, DANRE40513	TCONS_00047619.p1
OG0000898	DANRE24566, DANRE26708, DANRE26706, DANRE26707, DANRE28890	TCONS_00053144.p1, TCONS_00053143.p1
OG0000899	DANRE08949, DANRE33862, DANRE33861, DANRE39281, DANRE06731, DANRE06730, DANRE20516	TCONS_00041663.p1
OG0000904	DANRE20075, DANRE20074, DANRE06232, DANRE06231, DANRE05115, DANRE05114	TCONS_00030904.p1
OG0000905	DANRE38944, DANRE25791, DANRE25774	TCONS_00037595.p1
OG0000906	DANRE19263	TCONS_00015084.p1
OG0000907	DANRE26506, DANRE21488, DANRE21486, DANRE21487	TCONS_00053291.p1
OG0000908	DANRE11316, DANRE40986	TCONS_00027161.p1
OG0000908	DANRE05335	TCONS_00031386.p1
OG0000909	DANRE15298, DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755, DANRE43244, DANRE43245, DANRE05844, DANRE05846, DANRE05845	TCONS_00001186.p1, TCONS_00001174.p1
OG0000911	DANRE29022, DANRE29023, DANRE03444, DANRE03443	TCONS_00020167.p1
OG0000912	DANRE33561, DANRE22054, DANRE22055, DANRE06461, DANRE15983	TCONS_00027823.p1
OG0000913	DANRE06706, DANRE08772	TCONS_00044188.p1
OG0000914	DANRE01745	TCONS_00048628.p1
OG0000916	DANRE15518, DANRE15517, DANRE11240, DANRE11239, DANRE15419, DANRE15412, DANRE15415, DANRE15414, DANRE00150, DANRE15418, DANRE15413, DANRE15411, DANRE43151, DANRE15417, DANRE21535, DANRE21536, DANRE21538, DANRE21537, DANRE21539, DANRE21541, DANRE21545, DANRE21544, DANRE21543, DANRE21542, DANRE21540, DANRE27637, DANRE27638, DANRE27636, DANRE22170, DANRE22169	TCONS_00010852.p1
OG0000921	DANRE39952	TCONS_00016117.p1
OG0000923	DANRE03489, DANRE03488, DANRE03490, DANRE42768, DANRE42769, DANRE42770, DANRE42771	TCONS_00003414.p1, TCONS_00004381.p1
OG0000923	DANRE01688, DANRE01693, DANRE01689, DANRE23040, DANRE42523, DANRE42522, DANRE21430, DANRE01690	TCONS_00003133.p1
OG0000925	DANRE00252, DANRE00256, DANRE00255, DANRE00250, DANRE00254, DANRE00253, DANRE00251	TCONS_00054170.p1, TCONS_00054133.p1
OG0000925	DANRE37121, DANRE37119, DANRE42422, DANRE42421, DANRE42420, DANRE37120	TCONS_00021772.p1
OG0000926	DANRE24620, DANRE24621	TCONS_00001489.p1
OG0000926	DANRE09184	TCONS_00007435.p1
OG0000927	DANRE01936, DANRE16153, DANRE16152, DANRE16151, DANRE42910, DANRE33823, DANRE06403, DANRE06402, DANRE00723, DANRE37974, DANRE37973	TCONS_00007679.p1
OG0000928	DANRE27687, DANRE27688, DANRE21003, DANRE24965, DANRE24966, DANRE39163	TCONS_00028224.p1
OG0000929	DANRE20492, DANRE38022, DANRE24269, DANRE35282, DANRE35283, DANRE35284, DANRE38021, DANRE38020, DANRE18912, DANRE18914, DANRE18915, DANRE15012, DANRE15013, DANRE15014, DANRE15011	TCONS_00001479.p1
OG0000931	DANRE11180, DANRE11181	TCONS_00027222.p1
OG0000932	DANRE07573, DANRE07574	TCONS_00006235.p1
OG0000934	DANRE41926, DANRE41925, DANRE41924, DANRE41923, DANRE17314, DANRE17315	TCONS_00001864.p1
OG0000934	DANRE20665, DANRE40437, DANRE31439	TCONS_00025359.p1
OG0000935	DANRE21030, DANRE42779	TCONS_00054852.p1
OG0000936	DANRE22478, DANRE36646	TCONS_00053858.p1, TCONS_00053846.p1
OG0000938	DANRE03016, DANRE07253, DANRE07254, DANRE07252, DANRE07251	TCONS_00044853.p1
OG0000938	DANRE15960, DANRE15529, DANRE15530, DANRE15531	TCONS_00011822.p1, TCONS_00011821.p1
OG0000940	DANRE00412, DANRE00413	TCONS_00038587.p1, TCONS_00032821.p1, TCONS_00036957.p1, TCONS_00036647.p1, TCONS_00028609.p1
OG0000943	DANRE40729, DANRE40731, DANRE40730	TCONS_00006489.p1
OG0000944	DANRE24388, DANRE24387, DANRE01130, DANRE01129, DANRE06809, DANRE06354, DANRE33796, DANRE33797	TCONS_00043975.p1
OG0000945	DANRE38573, DANRE38572, DANRE38571, DANRE34411, DANRE10577	TCONS_00009344.p1, TCONS_00009343.p1
OG0000947	DANRE35473, DANRE35472, DANRE42151, DANRE42150, DANRE42152, DANRE24883, DANRE24884, DANRE24882, DANRE28260	TCONS_00031600.p1
OG0000947	DANRE10215, DANRE13579, DANRE42580, DANRE42579	TCONS_00019583.p1
OG0000949	DANRE19441, DANRE14249, DANRE07012, DANRE15300, DANRE15301, DANRE11410, DANRE11409, DANRE18632, DANRE18631, DANRE18630, DANRE10756	TCONS_00001325.p1, TCONS_00001326.p1, TCONS_00001327.p1, TCONS_00001324.p1
OG0000950	DANRE33318, DANRE07884, DANRE19560, DANRE19562, DANRE40927, DANRE40926	TCONS_00006646.p1, TCONS_00006622.p1
OG0000951	DANRE10417, DANRE10418, DANRE10419, DANRE26017, DANRE26018	TCONS_00027921.p1
OG0000952	DANRE20478, DANRE20479, DANRE19201, DANRE19202	TCONS_00041898.p1
OG0000952	DANRE06605, DANRE06606, DANRE06604, DANRE19204, DANRE19206, DANRE19205	TCONS_00043258.p1
OG0000953	DANRE19601, DANRE13570, DANRE09947, DANRE02820	TCONS_00051855.p1, TCONS_00051944.p1
OG0000954	DANRE35837	TCONS_00055769.p1
OG0000954	DANRE29087	TCONS_00014081.p1
OG0000955	DANRE16947, DANRE34598	TCONS_00054603.p1
OG0000955	DANRE12313	TCONS_00029823.p1
OG0000955	DANRE06010	TCONS_00043151.p1
OG0000957	DANRE20983, DANRE20984, DANRE34585, DANRE34586	TCONS_00029595.p1
OG0000958	DANRE02719, DANRE30931	TCONS_00047783.p1
OG0000960	DANRE38907, DANRE38906, DANRE38905, DANRE12544, DANRE12542, DANRE12541, DANRE12543, DANRE36890	TCONS_00009329.p1
OG0000963	DANRE21554, DANRE21556, DANRE28340, DANRE21555	TCONS_00053983.p1
OG0000963	DANRE40847, DANRE23590	TCONS_00054330.p1
OG0000965	DANRE07376	TCONS_00030366.p1, TCONS_00031078.p1
OG0000965	DANRE37868	TCONS_00007578.p1
OG0000966	DANRE07644, DANRE07643, DANRE19847, DANRE40850, DANRE40851, DANRE01429, DANRE01426, DANRE01428, DANRE01427, DANRE01430	TCONS_00006557.p1
OG0000967	DANRE00803	TCONS_00041998.p1
OG0000967	DANRE03536, DANRE03535, DANRE11311, DANRE11310, DANRE11308, DANRE11309	TCONS_00031424.p1
OG0000968	DANRE38451, DANRE38450, DANRE30677, DANRE26106	TCONS_00036377.p1
OG0000968	DANRE35064, DANRE33908, DANRE33907	TCONS_00005719.p1
OG0000969	DANRE09864	TCONS_00055996.p1, TCONS_00057302.p1, TCONS_00055995.p1, TCONS_00057305.p1, TCONS_00057265.p1
OG0000970	DANRE33493, DANRE19214	TCONS_00006818.p1
OG0000971	DANRE41504	TCONS_00054204.p1
OG0000972	DANRE40936, DANRE40935, DANRE40933, DANRE40932	TCONS_00006434.p1
OG0000972	DANRE33608, DANRE33609, DANRE33606, DANRE33607, DANRE33610	TCONS_00030051.p1
OG0000973	DANRE14561, DANRE14560, DANRE14559	TCONS_00014962.p1, TCONS_00014960.p1
OG0000974	DANRE20581	TCONS_00041730.p1
OG0000977	DANRE10962, DANRE10960, DANRE10961, DANRE10958, DANRE10959	TCONS_00003519.p1
OG0000978	DANRE27024, DANRE37180, DANRE24849, DANRE24850, DANRE27022, DANRE27023, DANRE27021, DANRE37039, DANRE37040, DANRE40773, DANRE40772, DANRE38576	TCONS_00008298.p1, TCONS_00002212.p1
OG0000979	DANRE05220, DANRE05219	TCONS_00033258.p1, TCONS_00033257.p1, TCONS_00033260.p1, TCONS_00055872.p1, TCONS_00055873.p1
OG0000981	DANRE18988	TCONS_00028542.p1
OG0000982	DANRE21553, DANRE28338, DANRE28339, DANRE14101, DANRE09208, DANRE39834, DANRE00506, DANRE00508, DANRE00507, DANRE00509	TCONS_00019685.p1
OG0000984	DANRE19378, DANRE19379, DANRE19380, DANRE19381	TCONS_00029130.p1, TCONS_00029125.p1
OG0000984	DANRE21816, DANRE21815, DANRE21817	TCONS_00055833.p1
OG0000985	DANRE04256, DANRE05103, DANRE05104, DANRE00260, DANRE00259, DANRE00261, DANRE06266, DANRE06267	TCONS_00031086.p1
OG0000987	DANRE23844, DANRE23846, DANRE23845, DANRE28109, DANRE28108, DANRE28110, DANRE36582, DANRE23126, DANRE02985, DANRE02984, DANRE42848, DANRE42847	TCONS_00018810.p1, TCONS_00005846.p1
OG0000988	DANRE35176, DANRE19094, DANRE19093, DANRE23487, DANRE23486, DANRE23488, DANRE40003	TCONS_00048232.p1, TCONS_00048229.p1, TCONS_00048228.p1, TCONS_00014768.p1
OG0000992	DANRE30487, DANRE03990, DANRE03996, DANRE03997, DANRE03994	TCONS_00012823.p1
OG0000992	DANRE10562, DANRE10561, DANRE12136	TCONS_00026712.p1
OG0000993	DANRE13216	TCONS_00020046.p1
OG0000994	DANRE17301	TCONS_00017207.p1
OG0000994	DANRE01452, DANRE01451	TCONS_00006840.p1
OG0000995	DANRE16841, DANRE16843, DANRE16842, DANRE28496, DANRE28497, DANRE28495, DANRE28997, DANRE28996, DANRE03052, DANRE03050, DANRE03051, DANRE24818, DANRE24817	TCONS_00014470.p1
OG0000996	DANRE33745, DANRE33744, DANRE06309, DANRE24287, DANRE26741, DANRE26742, DANRE26739, DANRE26738, DANRE26740	TCONS_00021104.p1
OG0000999	DANRE29607, DANRE29608, DANRE24716, DANRE38934, DANRE38936, DANRE25765, DANRE25766, DANRE12419, DANRE12421, DANRE12420	TCONS_00036441.p1
OG0001000	DANRE42296, DANRE42294, DANRE42295, DANRE07070, DANRE07071	TCONS_00001232.p1
OG0001001	DANRE00734, DANRE00733, DANRE37957, DANRE37956	TCONS_00021762.p1
OG0001001	DANRE37124, DANRE37123, DANRE42439, DANRE42438, DANRE37122	TCONS_00021761.p1
OG0001003	DANRE40912, DANRE40913, DANRE40910, DANRE40914, DANRE40911, DANRE34619, DANRE34618	TCONS_00004598.p1
OG0001005	DANRE36797, DANRE36799	TCONS_00024667.p1, TCONS_00024601.p1
OG0001005	DANRE36798, DANRE36796, DANRE36795, DANRE01792, DANRE01791	TCONS_00047309.p1
OG0001006	DANRE15473	TCONS_00055759.p1
OG0001006	DANRE40023, DANRE00151, DANRE27457	TCONS_00052629.p1
OG0001007	DANRE18273, DANRE18274, DANRE40669, DANRE40663, DANRE40665	TCONS_00015703.p1, TCONS_00015701.p1
OG0001008	DANRE31455, DANRE31458, DANRE31457, DANRE31456, DANRE37707, DANRE37708, DANRE37709, DANRE25431, DANRE25430, DANRE25432	TCONS_00036882.p1
OG0001009	DANRE10781, DANRE14714, DANRE14715	TCONS_00012614.p1, TCONS_00012613.p1, TCONS_00012612.p1
OG0001011	DANRE08859, DANRE15772, DANRE39513, DANRE42860, DANRE42862, DANRE42861, DANRE42859, DANRE42863	TCONS_00057033.p1, TCONS_00057034.p1, TCONS_00057036.p1, TCONS_00056052.p1, TCONS_00057224.p1, TCONS_00057031.p1, TCONS_00056948.p1, TCONS_00056037.p1
OG0001013	DANRE16533, DANRE28512, DANRE15454, DANRE29403, DANRE09337, DANRE09336, DANRE14020, DANRE29097, DANRE04005, DANRE04004	TCONS_00012544.p1, TCONS_00012534.p1, TCONS_00012539.p1, TCONS_00012540.p1, TCONS_00012542.p1
OG0001016	DANRE23809, DANRE23808	TCONS_00055345.p1
OG0001016	DANRE24167	TCONS_00032734.p1
OG0001016	DANRE28181, DANRE24165, DANRE24166	TCONS_00032700.p1
OG0001017	DANRE23148, DANRE23147, DANRE23146, DANRE23149	TCONS_00018963.p1
OG0001017	DANRE23145	TCONS_00018961.p1, TCONS_00018946.p1
OG0001018	DANRE16608, DANRE16609	TCONS_00001884.p1
OG0001018	DANRE11146, DANRE11145	TCONS_00010472.p1
OG0001021	DANRE11742, DANRE11741, DANRE11743, DANRE11744	TCONS_00011702.p1, TCONS_00011698.p1, TCONS_00011704.p1
OG0001023	DANRE30665, DANRE30666, DANRE38254, DANRE38252, DANRE22441, DANRE43297, DANRE43298, DANRE22443, DANRE37001, DANRE37000, DANRE36998, DANRE36999, DANRE03679, DANRE03680, DANRE38253, DANRE38255	TCONS_00038094.p1
OG0001024	DANRE07373, DANRE04817, DANRE04816, DANRE06260, DANRE03283, DANRE11210, DANRE11211, DANRE41223	TCONS_00031075.p1
OG0001026	DANRE24755, DANRE36129, DANRE36130, DANRE29853	TCONS_00012712.p1
