Orthogroup	DANRE	SCHMD
OG0000722	DANRE10668, DANRE18082, DANRE34445, DANRE06660, DANRE06659, DANRE11168, DANRE11167, DANRE04318, DANRE04319, DANRE38701, DANRE30658, DANRE25692, DANRE25693, DANRE25215	SCHMD24922, SCHMD24923, SCHMD24635, SCHMD22124
OG0000724	DANRE11255, DANRE02587, DANRE17945, DANRE11885, DANRE11884	SCHMD07525, SCHMD08666
OG0000725	DANRE36228, DANRE26924, DANRE26923, DANRE41245, DANRE41244, DANRE34264	SCHMD11698
OG0000725	DANRE31122, DANRE31119, DANRE31120, DANRE31121, DANRE38257, DANRE38258	SCHMD23954
OG0000725	DANRE13190	SCHMD14819, SCHMD12919
OG0000730	DANRE26899, DANRE23833, DANRE42527, DANRE02912, DANRE37104	SCHMD22617, SCHMD17182, SCHMD08320, SCHMD02965
OG0000731	DANRE12266, DANRE12265, DANRE12262, DANRE12263, DANRE12264, DANRE12267, DANRE34421, DANRE34422, DANRE34420, DANRE42140, DANRE42139, DANRE39260, DANRE39261	SCHMD03063
OG0000732	DANRE20486, DANRE20487, DANRE36244, DANRE36245	SCHMD09651
OG0000732	DANRE28676, DANRE28674, DANRE28675, DANRE16727, DANRE36379	SCHMD05249
OG0000733	DANRE05680, DANRE17763, DANRE38134, DANRE17606	SCHMD28225, SCHMD15626
OG0000733	DANRE18931	SCHMD13904
OG0000733	DANRE10693, DANRE18930, DANRE04553, DANRE04552	SCHMD02163
OG0000735	DANRE18911, DANRE10653, DANRE10360, DANRE10359, DANRE13894, DANRE10302, DANRE13895, DANRE11358, DANRE11359	SCHMD07620
OG0000740	DANRE40542, DANRE09958, DANRE13643, DANRE21419, DANRE21418	SCHMD13587
OG0000748	DANRE29232	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770
OG0000751	DANRE14353, DANRE14354, DANRE14356, DANRE41712	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408
OG0000752	DANRE04759, DANRE04760	SCHMD03946
OG0000752	DANRE33350	SCHMD12645
OG0000753	DANRE12159	SCHMD14739
OG0000753	DANRE22875, DANRE08092, DANRE08093, DANRE35099	SCHMD19308, SCHMD17874
OG0000757	DANRE36164, DANRE36163, DANRE28665, DANRE41715, DANRE35775, DANRE28939	SCHMD13979, SCHMD10753, SCHMD18486
OG0000758	DANRE11468, DANRE24018, DANRE24019, DANRE27344, DANRE27343, DANRE27345, DANRE02463, DANRE02464, DANRE18105, DANRE11683, DANRE11685, DANRE11684	SCHMD07281
OG0000759	DANRE42810, DANRE21337, DANRE23917, DANRE23918, DANRE26676, DANRE23361	SCHMD21958
OG0000762	DANRE42699, DANRE28185	SCHMD18828
OG0000763	DANRE09639, DANRE00567, DANRE00568, DANRE00569, DANRE27052, DANRE27054, DANRE27053, DANRE39891, DANRE39892, DANRE39890, DANRE09704, DANRE09705	SCHMD13003, SCHMD01910, SCHMD15104, SCHMD01491, SCHMD17696, SCHMD22978, SCHMD08138, SCHMD27445, SCHMD08139, SCHMD14202
OG0000764	DANRE26556, DANRE35133	SCHMD16330
OG0000765	DANRE28403, DANRE40818, DANRE40819, DANRE40817, DANRE00580, DANRE00579	SCHMD21723, SCHMD22880
OG0000766	DANRE23752, DANRE09934, DANRE20922, DANRE00517, DANRE00514, DANRE00516, DANRE00515	SCHMD07087
OG0000767	DANRE08380	SCHMD28206, SCHMD09263, SCHMD04586
OG0000767	DANRE11662	SCHMD04585
OG0000768	DANRE31068, DANRE31072, DANRE31070, DANRE31069, DANRE31071, DANRE22256, DANRE22257, DANRE22874	SCHMD13165, SCHMD22067
OG0000772	DANRE07203, DANRE15796, DANRE15798, DANRE15797	SCHMD07550, SCHMD11404
OG0000772	DANRE09745, DANRE09746	SCHMD29807
OG0000774	DANRE26601, DANRE26600, DANRE26599, DANRE40140	SCHMD13406
OG0000774	DANRE39793, DANRE39792	SCHMD04364
OG0000776	DANRE35255, DANRE35254, DANRE15732, DANRE42482, DANRE06939	SCHMD10487
OG0000777	DANRE29329, DANRE29328, DANRE36168, DANRE36169	SCHMD17125
OG0000778	DANRE08764, DANRE08763, DANRE03712, DANRE34882, DANRE34883, DANRE09472, DANRE22974, DANRE22973, DANRE36627, DANRE41043, DANRE41041, DANRE41042	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513
OG0000780	DANRE12112, DANRE12111	SCHMD13998, SCHMD18889
OG0000782	DANRE28363, DANRE28364, DANRE21701, DANRE34593, DANRE34592, DANRE34595, DANRE34594, DANRE12747, DANRE12748, DANRE38505, DANRE38506	SCHMD01655, SCHMD14818
OG0000784	DANRE26685, DANRE22147, DANRE02507, DANRE02508, DANRE24466, DANRE27100, DANRE27099, DANRE18977, DANRE07597, DANRE22664, DANRE22665	SCHMD19992, SCHMD27743
OG0000787	DANRE19518, DANRE34015, DANRE19519, DANRE42974, DANRE05326, DANRE05325, DANRE05327, DANRE00057, DANRE33402	SCHMD22606, SCHMD20069, SCHMD13786
OG0000788	DANRE38685, DANRE38687, DANRE38686, DANRE30771, DANRE30772, DANRE38688	SCHMD11830, SCHMD18844
OG0000788	DANRE40624, DANRE40626, DANRE40623, DANRE40625, DANRE28277, DANRE21678	SCHMD06628
OG0000791	DANRE26678, DANRE24509, DANRE24508, DANRE24505, DANRE24506, DANRE35507, DANRE15367, DANRE15368, DANRE41773	SCHMD12437
OG0000792	DANRE02533	SCHMD14957, SCHMD14636, SCHMD23892
OG0000794	DANRE08088, DANRE20295, DANRE08087, DANRE33664, DANRE29799, DANRE29798, DANRE29797	SCHMD10042
OG0000798	DANRE09477	SCHMD16249, SCHMD19563, SCHMD17465, SCHMD04713
OG0000799	DANRE15975	SCHMD17640
OG0000801	DANRE39090, DANRE39091, DANRE39092, DANRE25011, DANRE25012, DANRE33247	SCHMD09238
OG0000802	DANRE36485, DANRE28869, DANRE35651, DANRE02087, DANRE30241, DANRE20938, DANRE07777, DANRE17566, DANRE11046, DANRE11047, DANRE26779, DANRE39552, DANRE34339	SCHMD10199
OG0000809	DANRE40060, DANRE40059, DANRE40058	SCHMD21850, SCHMD00682
OG0000810	DANRE42578, DANRE10213, DANRE10212, DANRE13584	SCHMD06140, SCHMD03114
OG0000813	DANRE00294, DANRE35302	SCHMD04629, SCHMD20034, SCHMD10317, SCHMD04366, SCHMD20035, SCHMD10316, SCHMD26060
OG0000814	DANRE09168	SCHMD03060, SCHMD13676, SCHMD13183, SCHMD07986
OG0000818	DANRE35449, DANRE35450	SCHMD25196, SCHMD21411
OG0000819	DANRE38928	SCHMD03878
OG0000820	DANRE09500	SCHMD05006, SCHMD21406
OG0000820	DANRE23344, DANRE23345	SCHMD19766
OG0000822	DANRE38679	SCHMD16037
OG0000824	DANRE08292, DANRE43285, DANRE20331, DANRE20334, DANRE20330, DANRE20333, DANRE20332, DANRE20337, DANRE20335, DANRE20336, DANRE08291	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375
OG0000826	DANRE17140, DANRE17142, DANRE17141, DANRE17139, DANRE22286	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770
OG0000828	DANRE38353, DANRE39520	SCHMD08298
OG0000828	DANRE00140, DANRE00141	SCHMD08624
OG0000829	DANRE13452, DANRE13451, DANRE28324, DANRE20994, DANRE20992, DANRE20993, DANRE39524, DANRE00287, DANRE00288	SCHMD27680, SCHMD26916
OG0000834	DANRE17497, DANRE17498, DANRE17499	SCHMD11223, SCHMD19332, SCHMD16052
OG0000835	DANRE23505	SCHMD14959
OG0000836	DANRE38367, DANRE38368, DANRE38370, DANRE38369, DANRE24933, DANRE24934, DANRE24935, DANRE21462, DANRE21461	SCHMD23242
OG0000837	DANRE14993, DANRE14992, DANRE14994, DANRE14991, DANRE16122, DANRE05269, DANRE05270, DANRE22660	SCHMD09523, SCHMD05554, SCHMD04696, SCHMD00842, SCHMD03083
OG0000839	DANRE37297, DANRE37270, DANRE37262, DANRE37299, DANRE37298, DANRE37296, DANRE37293, DANRE37294, DANRE37295, DANRE37268, DANRE37266, DANRE37264, DANRE37254, DANRE37257, DANRE37258, DANRE37279, DANRE37260, DANRE37325, DANRE37255, DANRE37316, DANRE37317, DANRE37328, DANRE37327, DANRE37326, DANRE37321, DANRE37272, DANRE37276, DANRE37263, DANRE37282, DANRE37281, DANRE37256, DANRE37271, DANRE37275, DANRE37346, DANRE37332, DANRE37322, DANRE37323, DANRE37324, DANRE37344, DANRE37311, DANRE37333, DANRE37334, DANRE37319, DANRE37361, DANRE37337, DANRE37314, DANRE37329, DANRE37331, DANRE37312, DANRE37336, DANRE37358, DANRE37320, DANRE37315, DANRE37330, DANRE37360, DANRE37318, DANRE37359, DANRE37340, DANRE37338, DANRE37339, DANRE37341, DANRE37345, DANRE37348, DANRE37342, DANRE37355, DANRE37353, DANRE37351, DANRE37349, DANRE37357, DANRE37356, DANRE37350, DANRE37352, DANRE37335, DANRE37354, DANRE37347, DANRE37343, DANRE37277, DANRE37273, DANRE37274, DANRE37269, DANRE37265	SCHMD23417
OG0000842	DANRE21395, DANRE21394, DANRE42073, DANRE42074, DANRE02620, DANRE02619, DANRE00091, DANRE00092, DANRE29911, DANRE29912, DANRE24170, DANRE24168, DANRE28182, DANRE28183	SCHMD01343
OG0000844	DANRE22983, DANRE09466, DANRE14008, DANRE14007, DANRE43013, DANRE43012, DANRE26776, DANRE26775, DANRE08927, DANRE08928, DANRE08926	SCHMD01709
OG0000847	DANRE33537, DANRE29369, DANRE29370	SCHMD03587
OG0000848	DANRE01096, DANRE16221, DANRE06726	SCHMD03599
OG0000848	DANRE38510, DANRE12738, DANRE00454, DANRE00457	SCHMD06160
OG0000850	DANRE27633	SCHMD04752
OG0000851	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900, DANRE16797, DANRE16796	SCHMD21876, SCHMD17205
OG0000853	DANRE11607, DANRE34452, DANRE11608, DANRE34451, DANRE07769	SCHMD13348, SCHMD11642, SCHMD05466, SCHMD10578
OG0000855	DANRE33341, DANRE07887, DANRE07886	SCHMD29481, SCHMD01902, SCHMD15557
OG0000856	DANRE06158, DANRE06157	SCHMD05219, SCHMD06062, SCHMD17590
OG0000858	DANRE43035	SCHMD08601
OG0000858	DANRE41857	SCHMD23221, SCHMD20483, SCHMD08351
OG0000858	DANRE41856, DANRE35001	SCHMD22095, SCHMD27060
OG0000868	DANRE18972, DANRE11567, DANRE11568, DANRE18971, DANRE18970	SCHMD05358
OG0000869	DANRE33411	SCHMD07449
OG0000871	DANRE21971, DANRE21970, DANRE21972	SCHMD06938
OG0000872	DANRE25284, DANRE12354, DANRE25283, DANRE25280, DANRE25282, DANRE25281, DANRE12355, DANRE12352, DANRE12353, DANRE31424, DANRE25286, DANRE25285	SCHMD07553
OG0000873	DANRE33651	SCHMD02659, SCHMD16630, SCHMD13026, SCHMD17269
OG0000873	DANRE12209	SCHMD02655, SCHMD05829
OG0000875	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209	SCHMD10815
OG0000875	DANRE35854	SCHMD17655, SCHMD18552, SCHMD00030, SCHMD10336
OG0000878	DANRE12359	SCHMD18560
OG0000879	DANRE23042, DANRE35784	SCHMD10640
OG0000880	DANRE36759, DANRE36756, DANRE36757, DANRE02294, DANRE30872, DANRE30873, DANRE22569, DANRE22571, DANRE22570, DANRE22568, DANRE40327, DANRE40326, DANRE36758	SCHMD03718
OG0000881	DANRE09222, DANRE13840, DANRE09221	SCHMD04314, SCHMD09365, SCHMD01117, SCHMD08924
OG0000881	DANRE34673, DANRE34674, DANRE07926, DANRE07927	SCHMD25283, SCHMD17841, SCHMD18605, SCHMD20926, SCHMD25363
OG0000887	DANRE02237, DANRE22542, DANRE22543	SCHMD27495
OG0000888	DANRE13975, DANRE09386, DANRE28309	SCHMD01724
OG0000889	DANRE17250, DANRE17249	SCHMD00830, SCHMD04643
OG0000889	DANRE29366, DANRE33536, DANRE01110, DANRE07937	SCHMD02281, SCHMD02130
OG0000890	DANRE17896, DANRE11549, DANRE16599, DANRE16600, DANRE16601	SCHMD19625, SCHMD11513, SCHMD25560, SCHMD16414
OG0000894	DANRE16233	SCHMD05374, SCHMD26280
OG0000894	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559, DANRE30057	SCHMD11594, SCHMD05061
OG0000896	DANRE27183	SCHMD08034
OG0000896	DANRE18365, DANRE18364, DANRE00892, DANRE00891, DANRE08958, DANRE08959	SCHMD03189
OG0000897	DANRE26250, DANRE26251	SCHMD05382
OG0000899	DANRE08949, DANRE33862, DANRE33861, DANRE39281, DANRE06731, DANRE06730, DANRE20516	SCHMD13459
OG0000904	DANRE34681, DANRE34682	SCHMD03539
OG0000905	DANRE25795	SCHMD01394
OG0000907	DANRE39571	SCHMD20214, SCHMD15966
OG0000907	DANRE26506, DANRE21488, DANRE21486, DANRE21487	SCHMD03616
OG0000907	DANRE39569, DANRE39567, DANRE39568, DANRE39570	SCHMD11090
OG0000908	DANRE11316, DANRE40986	SCHMD03334, SCHMD11293
OG0000909	DANRE15298, DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755, DANRE43244, DANRE43245, DANRE05844, DANRE05846, DANRE05845	SCHMD05694, SCHMD03729
OG0000911	DANRE23107, DANRE23108, DANRE23105, DANRE23104, DANRE23103, DANRE23106, DANRE03445, DANRE42638, DANRE42637, DANRE36545, DANRE36544, DANRE42639, DANRE42640	SCHMD02390, SCHMD02388
OG0000913	DANRE06706, DANRE08772	SCHMD10820, SCHMD18663
OG0000914	DANRE01745	SCHMD13078
OG0000915	DANRE23018, DANRE23019, DANRE22768, DANRE22767, DANRE30961, DANRE30962, DANRE36707, DANRE36706, DANRE02290, DANRE12496, DANRE12495	SCHMD14220
OG0000921	DANRE41396	SCHMD07722
OG0000921	DANRE23828	SCHMD16276
OG0000921	DANRE39952	SCHMD16275
OG0000925	DANRE37121, DANRE37119, DANRE42422, DANRE42421, DANRE42420, DANRE37120	SCHMD00501, SCHMD05937
OG0000926	DANRE09184	SCHMD06554, SCHMD17036, SCHMD13546, SCHMD25813
OG0000929	DANRE20492, DANRE38022, DANRE24269, DANRE35282, DANRE35283, DANRE35284, DANRE38021, DANRE38020, DANRE18912, DANRE18914, DANRE18915, DANRE15012, DANRE15013, DANRE15014, DANRE15011	SCHMD00375, SCHMD08839
OG0000931	DANRE11180, DANRE11181	SCHMD02356
OG0000932	DANRE39656, DANRE39655, DANRE01028, DANRE01027, DANRE42984	SCHMD13730
OG0000933	DANRE38010, DANRE38008, DANRE38007	SCHMD01828, SCHMD29251, SCHMD08939
OG0000934	DANRE41926, DANRE41925, DANRE41924, DANRE41923, DANRE17314, DANRE17315	SCHMD07111, SCHMD08216
OG0000935	DANRE20955, DANRE28333, DANRE28334, DANRE12377, DANRE12378, DANRE37563, DANRE37564, DANRE08991, DANRE13968, DANRE13967, DANRE21030, DANRE42779	SCHMD18664
OG0000944	DANRE24388, DANRE24387, DANRE01130, DANRE01129, DANRE06809, DANRE06354, DANRE33796, DANRE33797	SCHMD15750
OG0000945	DANRE38573, DANRE38572, DANRE38571, DANRE34411, DANRE10577	SCHMD15214, SCHMD06612, SCHMD06319
OG0000947	DANRE35473, DANRE35472, DANRE42151, DANRE42150, DANRE42152, DANRE24883, DANRE24884, DANRE24882, DANRE28260, DANRE10215, DANRE13579, DANRE42580, DANRE42579	SCHMD24447
OG0000949	DANRE19441, DANRE14249, DANRE07012, DANRE15300, DANRE15301, DANRE11410, DANRE11409, DANRE18632, DANRE18631, DANRE18630, DANRE10756	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016
OG0000950	DANRE33318, DANRE07884, DANRE19560, DANRE19562, DANRE40927, DANRE40926	SCHMD25017
OG0000951	DANRE04475, DANRE04476	SCHMD20208
OG0000954	DANRE35837	SCHMD05029, SCHMD08968, SCHMD13763
OG0000954	DANRE29087	SCHMD05469, SCHMD02974
OG0000955	DANRE16947, DANRE34598	SCHMD06645, SCHMD03890, SCHMD04591
OG0000955	DANRE12313	SCHMD20742
OG0000957	DANRE28875, DANRE28874, DANRE28870, DANRE28873, DANRE28872, DANRE28871, DANRE35649, DANRE35650, DANRE00386, DANRE00384	SCHMD18022
OG0000957	DANRE20983, DANRE20984, DANRE34585, DANRE34586	SCHMD18023
OG0000960	DANRE38907, DANRE38906, DANRE38905, DANRE12544, DANRE12542, DANRE12541, DANRE12543, DANRE36890	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110
OG0000963	DANRE21554, DANRE21556, DANRE28340, DANRE21555	SCHMD22298, SCHMD11708
OG0000963	DANRE40847, DANRE23590	SCHMD04476
OG0000965	DANRE37868	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517
OG0000966	DANRE07644, DANRE07643, DANRE19847, DANRE40850, DANRE40851, DANRE01429, DANRE01426, DANRE01428, DANRE01427, DANRE01430	SCHMD00065
OG0000967	DANRE00803	SCHMD11342, SCHMD26265
OG0000967	DANRE03536, DANRE03535, DANRE11311, DANRE11310, DANRE11308, DANRE11309	SCHMD05844, SCHMD03950
OG0000969	DANRE09864	SCHMD15666, SCHMD13228, SCHMD13229, SCHMD15667
OG0000972	DANRE33608, DANRE33609, DANRE33606, DANRE33607, DANRE33610	SCHMD05471
OG0000974	DANRE20581	SCHMD24665, SCHMD24853, SCHMD26881
OG0000977	DANRE10962, DANRE10960, DANRE10961, DANRE10958, DANRE10959	SCHMD24427, SCHMD03391
OG0000978	DANRE27024, DANRE37180, DANRE24849, DANRE24850, DANRE27022, DANRE27023, DANRE27021, DANRE37039, DANRE37040, DANRE40773, DANRE40772, DANRE38576	SCHMD15268, SCHMD25301, SCHMD25194
OG0000979	DANRE05220, DANRE05219	SCHMD24204, SCHMD01421
OG0000981	DANRE18988	SCHMD13908
OG0000982	DANRE21553, DANRE28338, DANRE28339, DANRE14101, DANRE09208, DANRE39834, DANRE00506, DANRE00508, DANRE00507, DANRE00509	SCHMD08717
OG0000984	DANRE19378, DANRE19379, DANRE19380, DANRE19381	SCHMD02865
OG0000985	DANRE06268	SCHMD18627, SCHMD20480
OG0000987	DANRE02986	SCHMD13203, SCHMD12032, SCHMD16148, SCHMD13314, SCHMD17705
OG0000988	DANRE35176, DANRE19094, DANRE19093, DANRE23487, DANRE23486, DANRE23488, DANRE40003	SCHMD00928
OG0000992	DANRE03991, DANRE30488, DANRE30487, DANRE03990, DANRE03996, DANRE03997, DANRE03994, DANRE10562, DANRE10561, DANRE12136	SCHMD08111
OG0000993	DANRE13216	SCHMD03348
OG0000994	DANRE17301	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203
OG0000994	DANRE01452, DANRE01451	SCHMD16602, SCHMD10604
OG0000999	DANRE29607, DANRE29608, DANRE24716, DANRE38934, DANRE38936, DANRE25765, DANRE25766, DANRE12419, DANRE12421, DANRE12420	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208
OG0001000	DANRE42296, DANRE42294, DANRE42295, DANRE07070, DANRE07071	SCHMD22725
OG0001000	DANRE11073, DANRE14961, DANRE00944	SCHMD28387
OG0001001	DANRE00734, DANRE00733, DANRE37957, DANRE37956	SCHMD07356
OG0001002	DANRE38706, DANRE38705	SCHMD17610
OG0001003	DANRE40912, DANRE40913, DANRE40910, DANRE40914, DANRE40911, DANRE34619, DANRE34618	SCHMD21687, SCHMD24830
OG0001006	DANRE15473	SCHMD17048, SCHMD11571
OG0001007	DANRE40668, DANRE18273, DANRE18274, DANRE40669, DANRE40663, DANRE40665, DANRE42679	SCHMD05810
OG0001008	DANRE31455, DANRE31458, DANRE31457, DANRE31456, DANRE37707, DANRE37708, DANRE37709, DANRE25431, DANRE25430, DANRE25432	SCHMD04857
OG0001011	DANRE08859, DANRE15772, DANRE39513, DANRE42860, DANRE42862, DANRE42861, DANRE42859, DANRE42863	SCHMD16803, SCHMD21485, SCHMD15129, SCHMD01138, SCHMD09256, SCHMD04133, SCHMD16573
OG0001013	DANRE16533, DANRE28512, DANRE15454, DANRE29403, DANRE09337, DANRE09336, DANRE14020, DANRE29097, DANRE04005, DANRE04004	SCHMD14534, SCHMD13659, SCHMD16121, SCHMD28755, SCHMD14533
OG0001015	DANRE36830, DANRE28847, DANRE28849, DANRE28848, DANRE28850	SCHMD06693, SCHMD06692
OG0001016	DANRE23809, DANRE23808	SCHMD23273, SCHMD15080
OG0001016	DANRE24167	SCHMD25548, SCHMD21254
OG0001017	DANRE23148, DANRE23147, DANRE23146, DANRE23149	SCHMD04416, SCHMD11368
OG0001017	DANRE23925, DANRE23924, DANRE26677	SCHMD16755
OG0001017	DANRE23145	SCHMD16754
OG0001018	DANRE16608, DANRE16609	SCHMD08153
OG0001019	DANRE14405, DANRE14404, DANRE09084, DANRE40539	SCHMD15171
OG0001023	DANRE03679, DANRE03680	SCHMD07708, SCHMD18630, SCHMD28291
OG0001023	DANRE38253, DANRE38255	SCHMD19902
OG0001028	DANRE21742, DANRE21744, DANRE21743, DANRE12753, DANRE12754, DANRE12752, DANRE38499	SCHMD01474, SCHMD11482
OG0001029	DANRE12697, DANRE37177	SCHMD04839, SCHMD00804, SCHMD00805
OG0001030	DANRE17793, DANRE05538, DANRE16720, DANRE16719, DANRE16721, DANRE05568, DANRE05569	SCHMD08464
OG0001031	DANRE05231	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644
OG0001031	DANRE16690	SCHMD21518, SCHMD21621, SCHMD16193, SCHMD12815, SCHMD19646, SCHMD16992, SCHMD17709, SCHMD09373
OG0001032	DANRE16885, DANRE16886, DANRE29809	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282
OG0001033	DANRE34683, DANRE19218, DANRE35345	SCHMD11399, SCHMD23908
OG0001033	DANRE02095, DANRE40162	SCHMD10492
OG0001036	DANRE22470, DANRE22471, DANRE22469, DANRE10595, DANRE15083, DANRE15084, DANRE10596	SCHMD20768, SCHMD09235
OG0001036	DANRE07130	SCHMD05156
OG0001037	DANRE39620, DANRE39624, DANRE39622, DANRE39623, DANRE39619, DANRE34192, DANRE39621, DANRE34191, DANRE34188, DANRE34189, DANRE34190, DANRE26737, DANRE39625, DANRE26734, DANRE26735, DANRE26736, DANRE24510	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259
OG0001038	DANRE15917, DANRE15918, DANRE06671, DANRE04444, DANRE22123, DANRE22124, DANRE22125	SCHMD26628, SCHMD09164, SCHMD14733, SCHMD14734
OG0001039	DANRE33583	SCHMD01765
OG0001042	DANRE40759, DANRE40758, DANRE40284, DANRE02474, DANRE02475, DANRE22411, DANRE22410, DANRE12329, DANRE12330, DANRE12328, DANRE31604, DANRE31603	SCHMD11839
OG0001046	DANRE29998, DANRE15431, DANRE15430, DANRE43288, DANRE29165, DANRE30394, DANRE02971, DANRE02969, DANRE02970	SCHMD05104, SCHMD02045, SCHMD11124
OG0001047	DANRE01241, DANRE08399, DANRE08397, DANRE08398, DANRE01243, DANRE01242, DANRE12244, DANRE12243, DANRE19750, DANRE19749, DANRE06956, DANRE06957	SCHMD28420
OG0001048	DANRE33726, DANRE33727, DANRE05406, DANRE03103, DANRE05407, DANRE19307, DANRE19308, DANRE20140, DANRE20141, DANRE20142	SCHMD12160
OG0001049	DANRE02648, DANRE23652	SCHMD16614
OG0001050	DANRE40771, DANRE17632, DANRE37651, DANRE36467, DANRE25249, DANRE25251, DANRE25250, DANRE09895, DANRE09896	SCHMD03458
OG0001052	DANRE34546, DANRE34547, DANRE04642	SCHMD09988
OG0001053	DANRE03466, DANRE28187, DANRE28188, DANRE28186, DANRE24594, DANRE24595, DANRE23165, DANRE42694, DANRE42693	SCHMD25503, SCHMD22630
OG0001059	DANRE18761	SCHMD17881, SCHMD18020
OG0001060	DANRE30655	SCHMD12337, SCHMD14762, SCHMD05051
OG0001062	DANRE28653, DANRE16543, DANRE21837, DANRE21838, DANRE26303, DANRE23617	SCHMD24440, SCHMD23600, SCHMD17910
OG0001068	DANRE22932, DANRE22934, DANRE22933, DANRE36832, DANRE27671, DANRE27672, DANRE27673, DANRE24451	SCHMD00936
OG0001070	DANRE08972, DANRE08664, DANRE43004, DANRE23709, DANRE32853, DANRE16871	SCHMD15531
OG0001072	DANRE34212, DANRE34213, DANRE33687, DANRE33686, DANRE30991	SCHMD24459, SCHMD27893
OG0001073	DANRE07147, DANRE07148, DANRE02614	SCHMD00478
OG0001075	DANRE18111, DANRE18112	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771
OG0001076	DANRE17847	SCHMD11877
OG0001076	DANRE01059, DANRE01061, DANRE08511, DANRE08513, DANRE08512, DANRE01060, DANRE08514, DANRE17848, DANRE17845, DANRE17846, DANRE17844	SCHMD07131
OG0001077	DANRE42724	SCHMD18407, SCHMD17122
OG0001078	DANRE33231, DANRE33234, DANRE33233, DANRE33232, DANRE22373, DANRE22374, DANRE22372, DANRE36986, DANRE29517, DANRE24790, DANRE24791, DANRE39097, DANRE39096, DANRE39098	SCHMD20731, SCHMD25766
OG0001079	DANRE40520, DANRE40521, DANRE31014, DANRE39805	SCHMD27223
OG0001080	DANRE10317	SCHMD08586
OG0001080	DANRE38901, DANRE38902	SCHMD15438, SCHMD19176
OG0001081	DANRE12197, DANRE12196, DANRE12195	SCHMD05425
OG0001083	DANRE11162, DANRE03313, DANRE06572, DANRE11816, DANRE11815	SCHMD07690
OG0001084	DANRE21390, DANRE09519, DANRE09517, DANRE09518, DANRE21391	SCHMD10718
OG0001084	DANRE28176, DANRE28177	SCHMD10717
OG0001085	DANRE36752, DANRE36751, DANRE22295, DANRE39750, DANRE39751, DANRE02426, DANRE30868, DANRE30869, DANRE02298, DANRE02297, DANRE02296	SCHMD03894
OG0001086	DANRE07854, DANRE07855, DANRE07853, DANRE34443, DANRE18052, DANRE18053, DANRE06661, DANRE34442, DANRE34441, DANRE34444	SCHMD14120
OG0001088	DANRE12098	SCHMD01007, SCHMD19898, SCHMD23791
OG0001090	DANRE04613	SCHMD22171, SCHMD15052
OG0001090	DANRE35589	SCHMD14871, SCHMD23868, SCHMD00934
OG0001091	DANRE16115, DANRE41479, DANRE03250, DANRE14908, DANRE14909, DANRE29822, DANRE03251, DANRE14907, DANRE14905, DANRE14906, DANRE41478	SCHMD13206, SCHMD15908
OG0001092	DANRE01082, DANRE15922	SCHMD18945
OG0001093	DANRE14894, DANRE14893, DANRE03347, DANRE29218, DANRE29217, DANRE16120, DANRE41468, DANRE41467, DANRE41466	SCHMD16772
OG0001094	DANRE10894, DANRE06835, DANRE05547	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662
OG0001096	DANRE36317, DANRE41555, DANRE41553, DANRE41554	SCHMD11467, SCHMD14874
OG0001101	DANRE43023, DANRE43024	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685
