Orthogroup	DANRE	YEAST
OG0005273	DANRE00867	YEAST04916
OG0005275	DANRE36697, DANRE36699, DANRE36698	YEAST03695
OG0005277	DANRE18726, DANRE18727	YEAST04186
OG0005279	DANRE26144, DANRE26142	YEAST05219
OG0005280	DANRE05020, DANRE05021	YEAST00305
OG0005281	DANRE20087, DANRE38747	YEAST05694
OG0005285	DANRE40751, DANRE40750	YEAST03115
OG0005289	DANRE08757	YEAST03438
OG0005292	DANRE37125, DANRE37126	YEAST01718
OG0005293	DANRE07536	YEAST03033
OG0005294	DANRE19668, DANRE19667, DANRE33427, DANRE33428	YEAST01981
OG0005298	DANRE12766	YEAST03696
OG0005299	DANRE25389	YEAST00788
OG0005300	DANRE31485	YEAST04941
OG0005304	DANRE43101, DANRE43102	YEAST05397
OG0005309	DANRE04988, DANRE04987, DANRE41130	YEAST03670
OG0005312	DANRE02196, DANRE02195	YEAST05201, YEAST04689
OG0005314	DANRE41878, DANRE41879, DANRE41881, DANRE41880, DANRE16592	YEAST05231, YEAST01835
OG0005316	DANRE26300, DANRE26301	YEAST02690
OG0005317	DANRE42290	YEAST03232
OG0005318	DANRE27185	YEAST02932
OG0005319	DANRE05294	YEAST00507
OG0005323	DANRE41154, DANRE41153	YEAST01809
OG0005324	DANRE23731	YEAST02894
OG0005326	DANRE19808, DANRE38806	YEAST02113
OG0005360	DANRE37597	YEAST05037
OG0005365	DANRE15803	YEAST00555
OG0005366	DANRE35231, DANRE35230	YEAST05488
OG0005370	DANRE37074, DANRE37075	YEAST06092
OG0005371	DANRE34774	YEAST06170
OG0005373	DANRE17209	YEAST05422
OG0005374	DANRE18198	YEAST05714
OG0005375	DANRE29932	YEAST03962
OG0005379	DANRE28814	YEAST03216
OG0005390	DANRE26690, DANRE26689	YEAST03532
OG0005391	DANRE12672, DANRE12673	YEAST02166
OG0005393	DANRE09013, DANRE09012	YEAST04280
OG0005394	DANRE13635	YEAST00853
OG0005396	DANRE24333, DANRE24335, DANRE24334	YEAST05100
OG0005399	DANRE39369	YEAST03052
OG0005402	DANRE13107, DANRE13106	YEAST00454, YEAST00455
OG0005403	DANRE24963	YEAST03894
OG0005406	DANRE09765, DANRE13301	YEAST00801
OG0005409	DANRE12530, DANRE12531	YEAST01305
OG0005412	DANRE02989, DANRE02990, DANRE02992, DANRE02991	YEAST00286
OG0005413	DANRE39064	YEAST00212
OG0005417	DANRE29997	YEAST02517
OG0005422	DANRE35580	YEAST00744
OG0005430	DANRE39357	YEAST02046
OG0005431	DANRE09200, DANRE09201	YEAST00653
OG0005432	DANRE08285	YEAST00083
OG0005433	DANRE19173	YEAST00126
OG0005435	DANRE35885, DANRE35886, DANRE35883, DANRE35882	YEAST02973
OG0005437	DANRE37484	YEAST04554
OG0005438	DANRE36447	YEAST03985
OG0005439	DANRE18501, DANRE18502	YEAST00480, YEAST02388
OG0005446	DANRE18147	YEAST02856
OG0005448	DANRE40554, DANRE00566	YEAST00061
OG0005451	DANRE26347	YEAST02174
OG0005455	DANRE27358, DANRE27359, DANRE38815	YEAST01906
OG0005464	DANRE22331	YEAST03289
OG0005465	DANRE05457	YEAST02925
OG0005466	DANRE36578	YEAST04413
OG0005468	DANRE27698, DANRE27699, DANRE27700, DANRE27697	YEAST03549
OG0005469	DANRE30812	YEAST03750
OG0005470	DANRE06466, DANRE06467	YEAST05805
OG0005471	DANRE07422	YEAST02704
OG0005474	DANRE03400	YEAST05625
OG0005476	DANRE31627	YEAST00929
OG0005479	DANRE38869, DANRE38870	YEAST06140
OG0005481	DANRE33798, DANRE33799	YEAST02988
OG0005482	DANRE08077	YEAST06080
OG0005484	DANRE15956, DANRE15955, DANRE15954	YEAST05993
OG0005488	DANRE00136, DANRE00135	YEAST02834
OG0005489	DANRE29709	YEAST02006
OG0005490	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832	YEAST02289
OG0005493	DANRE11814	YEAST03669
OG0005495	DANRE34985, DANRE34986	YEAST04982
OG0005498	DANRE09835, DANRE09834	YEAST02944
OG0005499	DANRE01400, DANRE01401	YEAST00316
OG0005503	DANRE10305	YEAST01883
OG0005504	DANRE07863, DANRE07864	YEAST02859
OG0005508	DANRE14976, DANRE14977	YEAST05735
OG0005511	DANRE21520	YEAST04889
OG0005514	DANRE39609, DANRE39607, DANRE39610, DANRE39608	YEAST00756
OG0005524	DANRE03090	YEAST04752
OG0005527	DANRE25598, DANRE30947	YEAST05177
OG0005531	DANRE31418, DANRE31417	YEAST02508
OG0005533	DANRE12566	YEAST05670
OG0005535	DANRE20126	YEAST03305
OG0005537	DANRE14245, DANRE14246	YEAST00932
OG0005539	DANRE15118, DANRE15119	YEAST01881
OG0005540	DANRE13556, DANRE13552, DANRE13553, DANRE13554, DANRE13555	YEAST04214
OG0005545	DANRE02887	YEAST06273
OG0005554	DANRE39338, DANRE39339, DANRE39340	YEAST01003
OG0005556	DANRE34261	YEAST01807
OG0005559	DANRE14663, DANRE14666, DANRE14664, DANRE14665, DANRE14662	YEAST02680
OG0005560	DANRE36070, DANRE36069	YEAST01996
OG0005561	DANRE23494	YEAST05048
OG0005562	DANRE19787	YEAST02317
OG0005563	DANRE41618, DANRE41621, DANRE41622, DANRE41619	YEAST03552
OG0005564	DANRE19104, DANRE19105	YEAST02525
OG0005566	DANRE39659, DANRE00333	YEAST02934
OG0005569	DANRE25030	YEAST01288
OG0005570	DANRE16077, DANRE16079, DANRE16078	YEAST05155
OG0005572	DANRE15331, DANRE15330	YEAST04844
OG0005573	DANRE25229	YEAST00059
OG0005574	DANRE37569, DANRE37570	YEAST02083
OG0005575	DANRE03463, DANRE03462	YEAST02256
OG0005580	DANRE28264	YEAST03612
OG0005582	DANRE43393	YEAST06134
OG0005584	DANRE19587, DANRE19588	YEAST03140, YEAST03524
OG0005586	DANRE21731, DANRE13942	YEAST00364
OG0005589	DANRE41477	YEAST06142
OG0005590	DANRE16067	YEAST05462
OG0005592	DANRE30249	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	DANRE10635	YEAST04980
OG0005595	DANRE30852	YEAST01803
OG0005597	DANRE15269, DANRE15270	YEAST02753
OG0005598	DANRE25018	YEAST01870
OG0005599	DANRE36072	YEAST01798
OG0005600	DANRE40275	YEAST00206
OG0005604	DANRE16557	YEAST03276
OG0005605	DANRE34529	YEAST01083
OG0005613	DANRE11321, DANRE16822, DANRE16821	YEAST02714
OG0005617	DANRE36363, DANRE00407	YEAST02068
OG0005618	DANRE00178, DANRE00176, DANRE00177	YEAST04830
OG0005620	DANRE31254	YEAST04915
OG0005622	DANRE18660	YEAST05142
OG0005623	DANRE05432, DANRE05431	YEAST01590
OG0005626	DANRE01117, DANRE07553	YEAST02896
OG0005632	DANRE17405, DANRE17404	YEAST01025
OG0005636	DANRE13481, DANRE13482	YEAST04250, YEAST02533
OG0005641	DANRE02949, DANRE02948, DANRE02947	YEAST05413
OG0005643	DANRE36781	YEAST05368
OG0005645	DANRE10983	YEAST03386
OG0005649	DANRE42185, DANRE42183, DANRE42184	YEAST03683
OG0005652	DANRE02692, DANRE02690, DANRE02691	YEAST02748
OG0005656	DANRE04885, DANRE04886, DANRE04884	YEAST05558
OG0005660	DANRE34620	YEAST04813
OG0005665	DANRE20987, DANRE20989, DANRE20988, DANRE28322, DANRE20990, DANRE20991, DANRE28323, DANRE12305, DANRE29818	YEAST05074
OG0005681	DANRE02172, DANRE02167, DANRE02170, DANRE02169, DANRE02171, DANRE02168	YEAST01514
OG0005694	DANRE12317, DANRE12318	YEAST02311
OG0005701	DANRE05393, DANRE05394	YEAST03349
OG0005702	DANRE08887	YEAST02337
OG0005703	DANRE33923	YEAST00484
OG0005707	DANRE20947	YEAST01682
OG0005715	DANRE43098	YEAST05111
OG0005719	DANRE22979	YEAST01866
OG0005723	DANRE41011, DANRE41012, DANRE41010	YEAST05629
OG0005724	DANRE20202	YEAST03029
OG0005728	DANRE37055	YEAST03877
OG0005731	DANRE30002	YEAST04127
OG0005732	DANRE16848	YEAST05411, YEAST00067
OG0005734	DANRE22995, DANRE20594	YEAST03845
OG0005747	DANRE23184, DANRE23183	YEAST02338
OG0005749	DANRE30710	YEAST00550
OG0005750	DANRE07024	YEAST05318
OG0005758	DANRE07527, DANRE07528	YEAST03970
OG0005764	DANRE09780	YEAST03256
OG0005769	DANRE17644, DANRE17643, DANRE17645	YEAST05614
OG0005774	DANRE22637	YEAST01218
OG0005775	DANRE03621	YEAST04199
OG0005779	DANRE40753, DANRE40752	YEAST03322
OG0005783	DANRE19394, DANRE19393	YEAST04090
OG0005784	DANRE05427, DANRE05426, DANRE05425	YEAST06131
OG0005787	DANRE38319	YEAST03651
OG0005789	DANRE38286	YEAST06245
OG0005790	DANRE05586	YEAST01022
OG0005792	DANRE00903	YEAST02379
OG0005793	DANRE26367	YEAST03437
OG0005794	DANRE03459, DANRE03461, DANRE03460	YEAST03999
OG0005796	DANRE35301	YEAST02169
OG0005797	DANRE06686	YEAST04949
OG0005799	DANRE07255, DANRE07256	YEAST05573
OG0005800	DANRE14375, DANRE14374	YEAST03278
OG0005801	DANRE10200	YEAST00340
OG0005803	DANRE42298	YEAST05968
OG0005805	DANRE33433, DANRE33434	YEAST01806
OG0005807	DANRE42401	YEAST01275
OG0005811	DANRE30619	YEAST01007
OG0005812	DANRE06734, DANRE06736, DANRE06735	YEAST06095, YEAST02696, YEAST03626
OG0005814	DANRE00480, DANRE00481, DANRE00482	YEAST01475
OG0005815	DANRE35338, DANRE35339	YEAST03739
OG0005819	DANRE29106	YEAST04896
OG0005823	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319	YEAST01415
OG0005828	DANRE11026	YEAST00547
OG0005831	DANRE03042, DANRE03041	YEAST05339
OG0005832	DANRE12840	YEAST00468
OG0005835	DANRE22723	YEAST01714
OG0005837	DANRE28876	YEAST02139
OG0005842	DANRE01807	YEAST02254
OG0005843	DANRE27852, DANRE27853	YEAST02236
OG0005845	DANRE08278, DANRE08279, DANRE08276, DANRE08277	YEAST00903
OG0005848	DANRE29474	YEAST01451, YEAST02858
OG0005849	DANRE42620	YEAST01002
OG0005850	DANRE02454	YEAST01618
OG0005860	DANRE40800	YEAST01211
OG0005864	DANRE00114	YEAST04171
OG0005865	DANRE36625, DANRE36626	YEAST02036
OG0005866	DANRE11579	YEAST02662, YEAST00926, YEAST05389
OG0005869	DANRE36892, DANRE36893	YEAST04361
OG0005872	DANRE10465, DANRE10464	YEAST00119
OG0005874	DANRE42750	YEAST05241
OG0005880	DANRE21270, DANRE21271	YEAST00456
OG0005886	DANRE11989	YEAST01320
OG0005887	DANRE35050	YEAST02429, YEAST01660
OG0005888	DANRE30287	YEAST01289, YEAST02921
OG0005889	DANRE38035	YEAST02568
OG0005893	DANRE16112	YEAST05434
OG0005897	DANRE15609	YEAST04730
OG0005898	DANRE42374	YEAST04411
OG0005899	DANRE30256	YEAST01832
OG0005901	DANRE12702	YEAST04462
OG0005902	DANRE14687	YEAST03800
OG0005906	DANRE42799	YEAST01796
OG0005909	DANRE26562, DANRE26561	YEAST01623
OG0005919	DANRE27437	YEAST06039
OG0005921	DANRE00770, DANRE00771, DANRE07756, DANRE07757	YEAST01856
OG0005922	DANRE01622	YEAST03364
OG0005928	DANRE01870, DANRE01871	YEAST02001
OG0005931	DANRE37655	YEAST04950
OG0005932	DANRE12427, DANRE12426	YEAST02495
OG0005933	DANRE33836, DANRE33835, DANRE35227	YEAST05705
OG0005936	DANRE39451, DANRE39450	YEAST03224
OG0005940	DANRE18047	YEAST04035
OG0005943	DANRE28508	YEAST00579
OG0005944	DANRE04523, DANRE04524	YEAST01316
OG0005946	DANRE40755, DANRE40756	YEAST05608
OG0005949	DANRE36776	YEAST06253
OG0005952	DANRE00112, DANRE00113	YEAST03507
OG0005954	DANRE25527	YEAST01233
OG0005955	DANRE41176, DANRE41175	YEAST00616
OG0005960	DANRE06005	YEAST04608
OG0005961	DANRE36709, DANRE36708	YEAST00672
OG0005965	DANRE07318, DANRE07317, DANRE15870	YEAST02033
OG0005966	DANRE30542, DANRE30541	YEAST04113
OG0005968	DANRE17712	YEAST05417
OG0005969	DANRE05968, DANRE22135, DANRE22134, DANRE22133	YEAST04558, YEAST04559
OG0005970	DANRE21493	YEAST05328
OG0005974	DANRE17648	YEAST06068
OG0005976	DANRE42119, DANRE42118	YEAST02136
OG0005978	DANRE15157	YEAST01891
OG0005980	DANRE23331, DANRE23328, DANRE23330, DANRE23329, DANRE23332	YEAST06132
OG0005984	DANRE19178, DANRE19177	YEAST04078, YEAST01479
OG0005985	DANRE33946	YEAST00726
OG0005986	DANRE11830, DANRE37149	YEAST02056
OG0005987	DANRE20527	YEAST05748
OG0005989	DANRE26234	YEAST04850
OG0005991	DANRE25006	YEAST06034
OG0005993	DANRE22273, DANRE22274	YEAST04496
OG0005995	DANRE05970	YEAST01813
OG0005996	DANRE13892, DANRE13893, DANRE10358	YEAST02670
OG0005998	DANRE40594, DANRE19430	YEAST04034
OG0006001	DANRE25824	YEAST02335
OG0006003	DANRE35433, DANRE35432, DANRE35431	YEAST05889
OG0006005	DANRE20235	YEAST05024
OG0006011	DANRE33317	YEAST02553
OG0006031	DANRE12894, DANRE38362	YEAST00879
OG0006059	DANRE03446	YEAST03490
OG0006063	DANRE20565, DANRE20567, DANRE20566	YEAST00475
OG0006064	DANRE20071	YEAST03138
OG0006065	DANRE40647, DANRE40645, DANRE40646, DANRE40648	YEAST06018
OG0006069	DANRE30008	YEAST00670
OG0006071	DANRE33309	YEAST02732
OG0006072	DANRE38386	YEAST03317
OG0006073	DANRE08194	YEAST06328
OG0006074	DANRE17468, DANRE17467	YEAST00045
OG0006079	DANRE25248, DANRE25247	YEAST05794
OG0006084	DANRE15943, DANRE15942	YEAST02308
OG0006087	DANRE37182, DANRE43283, DANRE37181	YEAST02260
OG0006090	DANRE04442	YEAST03852
OG0006095	DANRE17173	YEAST03334
OG0006096	DANRE01527	YEAST03331
OG0006098	DANRE23818	YEAST06192
OG0006103	DANRE18499, DANRE18498	YEAST01110
OG0006104	DANRE30099	YEAST03697
OG0006106	DANRE24568	YEAST00295
OG0006113	DANRE24651, DANRE24652, DANRE24653	YEAST06164
OG0006114	DANRE40471, DANRE40472	YEAST05960
OG0006115	DANRE18916	YEAST01346
OG0006116	DANRE19983	YEAST05770
OG0006117	DANRE35996	YEAST05899
OG0006122	DANRE03702	YEAST05199
OG0006127	DANRE12645, DANRE12644	YEAST04711
OG0006134	DANRE10582, DANRE10584, DANRE10583	YEAST00416
OG0006135	DANRE11159	YEAST00161
OG0006136	DANRE43216, DANRE43217	YEAST05740
OG0006140	DANRE01106, DANRE01107	YEAST05182
OG0006141	DANRE25157	YEAST02626
OG0006144	DANRE37479	YEAST04770
OG0006145	DANRE22910	YEAST01394
OG0006147	DANRE01485, DANRE01741, DANRE01484, DANRE01486	YEAST05179
OG0006149	DANRE22999, DANRE22998	YEAST05979
OG0006152	DANRE23287, DANRE23286	YEAST03796
OG0006155	DANRE09888, DANRE09887	YEAST04800
OG0006156	DANRE05993, DANRE05992	YEAST00437
OG0006159	DANRE35670	YEAST06098
OG0006160	DANRE30910	YEAST01548
OG0006161	DANRE09532, DANRE14318	YEAST04301
OG0006168	DANRE30290, DANRE30289	YEAST01411
OG0006169	DANRE19880, DANRE19879	YEAST02933
OG0006177	DANRE37713, DANRE37714	YEAST01871, YEAST01295
OG0006180	DANRE26681, DANRE26680	YEAST00504
OG0006181	DANRE13257	YEAST02419
OG0006185	DANRE27169, DANRE27168, DANRE27167	YEAST05986
OG0006186	DANRE40100, DANRE40101	YEAST01010
OG0006188	DANRE07386, DANRE43366	YEAST05311
OG0006189	DANRE28624, DANRE35629, DANRE35630, DANRE35631	YEAST00844, YEAST06269
OG0006191	DANRE39537	YEAST02336
OG0006192	DANRE05771, DANRE05775	YEAST06153
OG0006196	DANRE07513	YEAST03954
OG0006199	DANRE03649	YEAST06121
OG0006200	DANRE31009	YEAST05079
OG0006202	DANRE27776	YEAST00362
OG0006204	DANRE03153, DANRE03154	YEAST02271
OG0006209	DANRE34587, DANRE00320	YEAST04555
OG0006210	DANRE14604, DANRE14603	YEAST00201
OG0006213	DANRE42202	YEAST03554
OG0006214	DANRE30688	YEAST04089
OG0006216	DANRE02603	YEAST01089
OG0006217	DANRE02455	YEAST00809
OG0006224	DANRE23192	YEAST02751, YEAST03048
OG0006225	DANRE22204, DANRE22205	YEAST04875
OG0006227	DANRE34044	YEAST00128
OG0006229	DANRE15936	YEAST00143
OG0006230	DANRE41675, DANRE41674	YEAST03869
OG0006233	DANRE36490	YEAST04247
OG0006237	DANRE23513, DANRE23512	YEAST02126
OG0006240	DANRE36672, DANRE36673	YEAST04649
OG0006245	DANRE35696	YEAST05732
OG0006247	DANRE19272	YEAST04977
OG0006249	DANRE03718, DANRE03719	YEAST00821
OG0006250	DANRE07127	YEAST05424
OG0006251	DANRE08349	YEAST04963
OG0006255	DANRE03497, DANRE03495, DANRE03496	YEAST03350
OG0006258	DANRE19030	YEAST05637
OG0006259	DANRE18871	YEAST05672
OG0006260	DANRE22086	YEAST04100
OG0006263	DANRE24117, DANRE24118	YEAST02521
OG0006269	DANRE36731, DANRE36732	YEAST03069
OG0006271	DANRE35905	YEAST00375
OG0006275	DANRE11416	YEAST06102
OG0006277	DANRE08231, DANRE08230, DANRE08233, DANRE08232	YEAST02811
OG0006279	DANRE42307	YEAST04402
OG0006280	DANRE17962	YEAST04541
OG0006281	DANRE20618	YEAST04979
OG0006282	DANRE01823	YEAST01445
OG0006283	DANRE23890	YEAST00229
OG0006284	DANRE42627	YEAST04213
OG0006288	DANRE19521	YEAST02860
OG0006289	DANRE02205, DANRE02206	YEAST06209
OG0006293	DANRE00138, DANRE00137	YEAST05380
OG0006294	DANRE18822, DANRE18821	YEAST04000
OG0006295	DANRE19856	YEAST05360
OG0006302	DANRE25685	YEAST01852
OG0006306	DANRE10076	YEAST00230
OG0006311	DANRE25002	YEAST01145
OG0006313	DANRE10086	YEAST02392
OG0006315	DANRE11260	YEAST00489
OG0006317	DANRE09482, DANRE09481	YEAST02082
OG0006319	DANRE40452, DANRE40453	YEAST01135
OG0006320	DANRE25698, DANRE25697	YEAST04478
OG0006322	DANRE20598	YEAST00815
OG0006329	DANRE39682	YEAST01245
OG0006332	DANRE37684, DANRE37685, DANRE37686	YEAST06042
OG0006334	DANRE16756	YEAST00864
OG0006335	DANRE36579	YEAST02588
OG0006339	DANRE19470, DANRE19472, DANRE19471	YEAST06286
OG0006340	DANRE05946	YEAST00922, YEAST05387
OG0006341	DANRE16542	YEAST01452
OG0006344	DANRE39214, DANRE27258	YEAST01465
OG0006347	DANRE02099	YEAST03436
OG0006349	DANRE40582	YEAST05233
OG0006350	DANRE09366, DANRE09365	YEAST00452
OG0006357	DANRE22157, DANRE22156, DANRE22158	YEAST02650
OG0006360	DANRE43226	YEAST01556
OG0006362	DANRE10073	YEAST05722
OG0006370	DANRE38769, DANRE38768	YEAST02350
OG0006372	DANRE15208	YEAST05423
OG0006375	DANRE03585, DANRE03583, DANRE03582, DANRE03584	YEAST05198
OG0006377	DANRE19336	YEAST04974
OG0006378	DANRE19595	YEAST01924
OG0006381	DANRE30686, DANRE12585	YEAST01058
OG0006382	DANRE05618	YEAST03313
OG0006385	DANRE19944, DANRE37812	YEAST04806
OG0006387	DANRE05852, DANRE05851	YEAST05324
OG0006389	DANRE04415, DANRE04414	YEAST02409
OG0006390	DANRE30913, DANRE30915, DANRE30914, DANRE30912, DANRE30911	YEAST00339
OG0006392	DANRE41904	YEAST01246
OG0006395	DANRE22284, DANRE22283	YEAST03605
OG0006396	DANRE39566	YEAST02453
OG0006407	DANRE15204, DANRE15205	YEAST02250
OG0006416	DANRE24129	YEAST00023
OG0006447	DANRE34812	YEAST03459
OG0006448	DANRE27832	YEAST00505, YEAST04285
OG0006449	DANRE14730, DANRE14731	YEAST02458
OG0006456	DANRE14385	YEAST06224
OG0006459	DANRE25979, DANRE25980	YEAST00972, YEAST00245
OG0006461	DANRE40456	YEAST05346
OG0006462	DANRE03375, DANRE30415	YEAST01838
OG0006464	DANRE22250	YEAST05965
OG0006465	DANRE02945, DANRE02946, DANRE02944	YEAST01875
OG0006467	DANRE39298	YEAST02272
OG0006470	DANRE15907, DANRE15908	YEAST01306
OG0006474	DANRE39677	YEAST03988
OG0006475	DANRE24226	YEAST06223, YEAST00349
OG0006476	DANRE01065, DANRE01064	YEAST00315
OG0006479	DANRE22957, DANRE22955, DANRE22956	YEAST05669
OG0006481	DANRE34163	YEAST06165
OG0006488	DANRE07587, DANRE07586	YEAST02614
OG0006498	DANRE34352, DANRE34351	YEAST02291
OG0006503	DANRE07132, DANRE07133, DANRE07134	YEAST06053
OG0006504	DANRE20127, DANRE20128	YEAST02866
OG0006507	DANRE22794	YEAST02914
OG0006509	DANRE23625	YEAST02252
OG0006511	DANRE37056	YEAST01899
OG0006512	DANRE29342	YEAST04169
OG0006514	DANRE07332	YEAST05820
OG0006515	DANRE04926, DANRE04925, DANRE04924	YEAST03195
OG0006516	DANRE05513, DANRE05512	YEAST02248
OG0006520	DANRE01097, DANRE01098	YEAST05914
OG0006523	DANRE13254	YEAST04170
OG0006528	DANRE15366	YEAST02276
OG0006532	DANRE02116	YEAST05019
OG0006536	DANRE16746, DANRE16747	YEAST05130
OG0006538	DANRE01948	YEAST02168
OG0006543	DANRE04511	YEAST03219
OG0006544	DANRE36922, DANRE36923, DANRE36921	YEAST06160
OG0006550	DANRE31528, DANRE31529, DANRE31527	YEAST05541
OG0006552	DANRE19095	YEAST02016
OG0006553	DANRE15584, DANRE15585, DANRE30044	YEAST05825
OG0006554	DANRE19522	YEAST04136
OG0006561	DANRE18058	YEAST00874
OG0006564	DANRE07932, DANRE07931, DANRE07933	YEAST05934
OG0006568	DANRE16829	YEAST03560
OG0006569	DANRE04566	YEAST02940
OG0006571	DANRE33971	YEAST00795
OG0006574	DANRE21767, DANRE21766, DANRE21765	YEAST06163
OG0006577	DANRE01281	YEAST03945
OG0006578	DANRE19007, DANRE19008	YEAST00813
OG0006580	DANRE26459	YEAST04957
OG0006584	DANRE09521	YEAST01846
OG0006589	DANRE31630	YEAST04474
OG0006594	DANRE39229, DANRE39227, DANRE39230, DANRE39228	YEAST00464
OG0006595	DANRE04332, DANRE04333	YEAST05577
OG0006596	DANRE36993	YEAST03312
OG0006597	DANRE06998	YEAST01876
OG0006598	DANRE34799, DANRE34800	YEAST02580
OG0006602	DANRE16908, DANRE16909	YEAST06259
OG0006603	DANRE39335	YEAST05721
OG0006604	DANRE08282, DANRE08283	YEAST01597
OG0006607	DANRE10066, DANRE10065	YEAST05258
OG0006609	DANRE38772, DANRE38771	YEAST04231
OG0006610	DANRE15476, DANRE15475	YEAST04593
OG0006611	DANRE23305	YEAST02395
OG0006613	DANRE43420	YEAST00490
OG0006615	DANRE14777, DANRE14778	YEAST02695
OG0006617	DANRE11557, DANRE11556	YEAST02864, YEAST02189
OG0006619	DANRE24678	YEAST03691
OG0006622	DANRE06401	YEAST04382
OG0006625	DANRE15350, DANRE15349	YEAST05905
OG0006627	DANRE03368, DANRE03369	YEAST01553
OG0006630	DANRE13211	YEAST05584
OG0006633	DANRE26873, DANRE26872, DANRE26871	YEAST05580
OG0006636	DANRE09302	YEAST06190
OG0006637	DANRE04008, DANRE04009	YEAST06011
OG0006651	DANRE00823, DANRE00822	YEAST03308
OG0006655	DANRE12365	YEAST04609
OG0006658	DANRE11677, DANRE18834	YEAST03323
OG0006662	DANRE00965	YEAST02707
OG0006663	DANRE08633, DANRE08634	YEAST04538
OG0006664	DANRE03439	YEAST04769
OG0006667	DANRE26598	YEAST03011
OG0006668	DANRE16558, DANRE16559	YEAST00040
OG0006669	DANRE19000, DANRE18999	YEAST05379
OG0006678	DANRE28792	YEAST03428
OG0006681	DANRE17737	YEAST02774
OG0006688	DANRE37962	YEAST02298
OG0006690	DANRE23373, DANRE23374, DANRE23375	YEAST00986
OG0006691	DANRE03684	YEAST06141
OG0006692	DANRE15155, DANRE15154	YEAST04243
OG0006694	DANRE18391	YEAST04074
OG0006703	DANRE39207	YEAST04919
OG0006704	DANRE26929, DANRE26930	YEAST02241
OG0006706	DANRE26557	YEAST01312
OG0006707	DANRE41014, DANRE41015	YEAST04448
OG0006712	DANRE23043	YEAST01297
OG0006716	DANRE27259	YEAST01688
OG0006717	DANRE07244, DANRE07245, DANRE07243	YEAST03273, YEAST00511
OG0006722	DANRE37554, DANRE37553	YEAST05928
OG0006725	DANRE36705	YEAST05141
OG0006726	DANRE18406, DANRE18407	YEAST01310
OG0006728	DANRE09817	YEAST01819
OG0006730	DANRE40426	YEAST06066
OG0006732	DANRE42548, DANRE42549	YEAST05092
OG0006736	DANRE15188	YEAST03708, YEAST02845
OG0006738	DANRE41395	YEAST03786
OG0006741	DANRE22261	YEAST00908
OG0006752	DANRE34984	YEAST01605
OG0006753	DANRE11805, DANRE11806	YEAST06210
OG0006754	DANRE09950, DANRE13577	YEAST05223, YEAST00660
OG0006755	DANRE35544	YEAST03743
OG0006757	DANRE13143, DANRE13144	YEAST02585
OG0006758	DANRE22084	YEAST00132
OG0006766	DANRE20282, DANRE20283	YEAST01711
OG0006769	DANRE38421, DANRE38420	YEAST04955
OG0006772	DANRE16400	YEAST05602
OG0006775	DANRE03588, DANRE03589, DANRE03590	YEAST01095
OG0006776	DANRE29920, DANRE29919, DANRE29918	YEAST02455
OG0006777	DANRE19888	YEAST05242
OG0006826	DANRE20199, DANRE20200	YEAST03748
OG0006830	DANRE20293	YEAST02320
OG0006838	DANRE29999, DANRE30000	YEAST01244
OG0006843	DANRE00575	YEAST03855
OG0006846	DANRE11134	YEAST04146
OG0006853	DANRE30632	YEAST03500
OG0006860	DANRE39348	YEAST03798
OG0006867	DANRE04670, DANRE04669	YEAST03341
OG0006869	DANRE39720, DANRE39721	YEAST01706
OG0006874	DANRE02204	YEAST03449
OG0006876	DANRE36350	YEAST00384
OG0006880	DANRE02192, DANRE02193, DANRE02191	YEAST04631
OG0006881	DANRE07877	YEAST01049
OG0006887	DANRE35935	YEAST01983
OG0006888	DANRE20632	YEAST00485
OG0006890	DANRE04449	YEAST02034
OG0006891	DANRE15280, DANRE15279	YEAST00187
OG0006892	DANRE42353	YEAST04820
OG0006894	DANRE04254, DANRE04253	YEAST01360
OG0006897	DANRE34848, DANRE34849, DANRE34850	YEAST00856
OG0006901	DANRE42359, DANRE42358	YEAST05480
OG0006906	DANRE35097	YEAST00746
OG0006918	DANRE09402	YEAST05610
OG0006920	DANRE41930	YEAST02490
OG0006924	DANRE34932	YEAST04308
OG0006927	DANRE28369	YEAST00921
OG0006934	DANRE42873	YEAST02053
OG0006935	DANRE04751	YEAST02014
OG0006936	DANRE05124	YEAST06114
OG0006937	DANRE39416	YEAST05537
OG0006938	DANRE01654	YEAST02536
OG0006939	DANRE05866, DANRE05865	YEAST01033
OG0006940	DANRE03264, DANRE03263	YEAST05163
OG0006942	DANRE40029	YEAST00190
OG0006943	DANRE31332	YEAST02583
OG0006949	DANRE12732	YEAST00975, YEAST00256
OG0006952	DANRE14759	YEAST02831
OG0006953	DANRE01132	YEAST02903, YEAST04751, YEAST05739
OG0006959	DANRE37495	YEAST01865
OG0006964	DANRE09142	YEAST05995
OG0006966	DANRE12258	YEAST02544
OG0006967	DANRE03623, DANRE03622	YEAST06235
OG0006968	DANRE26323	YEAST03972
OG0006969	DANRE06563	YEAST01604
OG0006971	DANRE40878, DANRE40877	YEAST00044
OG0006973	DANRE17252	YEAST03793
OG0006975	DANRE09037	YEAST02322
OG0006977	DANRE02258	YEAST06248
OG0006978	DANRE34823, DANRE34824	YEAST00696
OG0006980	DANRE26295	YEAST02173
