Orthogroup	APOSJ_ok	CAPO3
OG0001687	APOSJ_32447, APOSJ_32448, APOSJ_32446, APOSJ_53302, APOSJ_53303, APOSJ_53304, APOSJ_62522, APOSJ_62520, APOSJ_62523, APOSJ_62525, APOSJ_51165, APOSJ_48110, APOSJ_48122, APOSJ_61912	CAPO302907
OG0001688	APOSJ_23564, APOSJ_17565, APOSJ_17569, APOSJ_23563, APOSJ_17571, APOSJ_23562	CAPO300133
OG0001690	APOSJ_33389, APOSJ_33387, APOSJ_33388, APOSJ_33390, APOSJ_23384, APOSJ_14111	CAPO304820
OG0001691	APOSJ_45144, APOSJ_45143, APOSJ_45141, APOSJ_07612	CAPO307420
OG0001704	APOSJ_23614, APOSJ_47839, APOSJ_47840	CAPO304434
OG0001706	APOSJ_42799, APOSJ_03908	CAPO301033
OG0001707	APOSJ_17046, APOSJ_17047	CAPO303836
OG0001708	APOSJ_46898, APOSJ_64331, APOSJ_58201, APOSJ_55318, APOSJ_46897, APOSJ_23368	CAPO303804
OG0001709	APOSJ_63336, APOSJ_51281, APOSJ_63337, APOSJ_13337, APOSJ_13336, APOSJ_18164, APOSJ_18161, APOSJ_18163	CAPO304969
OG0001711	APOSJ_38471, APOSJ_49118, APOSJ_49120, APOSJ_49119	CAPO301872
OG0001713	APOSJ_24201	CAPO308041
OG0001713	APOSJ_00489, APOSJ_00490, APOSJ_00492, APOSJ_00493	CAPO302278
OG0001714	APOSJ_12177, APOSJ_12176	CAPO306669
OG0001714	APOSJ_23407	CAPO300188
OG0001718	APOSJ_14330, APOSJ_14328, APOSJ_14329, APOSJ_14327	CAPO301559, CAPO301838
OG0001720	APOSJ_27298, APOSJ_27176	CAPO303957
OG0001721	APOSJ_03680, APOSJ_03678, APOSJ_03679, APOSJ_03677	CAPO302302
OG0001723	APOSJ_29659, APOSJ_15139, APOSJ_15140	CAPO308089
OG0001724	APOSJ_51905, APOSJ_51903, APOSJ_51904	CAPO306474
OG0001727	APOSJ_18058	CAPO301729
OG0001730	APOSJ_41351, APOSJ_41350	CAPO303469
OG0001732	APOSJ_36633, APOSJ_36634	CAPO304710
OG0001733	APOSJ_42226, APOSJ_29363, APOSJ_53155, APOSJ_29365, APOSJ_29361, APOSJ_29366, APOSJ_29364, APOSJ_53158, APOSJ_42224, APOSJ_29362, APOSJ_42229, APOSJ_53156	CAPO306615
OG0001734	APOSJ_55855, APOSJ_03642, APOSJ_54560, APOSJ_54561, APOSJ_54558, APOSJ_54559	CAPO306594
OG0001735	APOSJ_38797, APOSJ_38794, APOSJ_35863, APOSJ_38792, APOSJ_38793, APOSJ_38795	CAPO301389
OG0001736	APOSJ_25661, APOSJ_30704	CAPO300355
OG0001738	APOSJ_00826, APOSJ_04426, APOSJ_04425, APOSJ_00823, APOSJ_27504, APOSJ_00825, APOSJ_04424	CAPO301655
OG0001739	APOSJ_22853, APOSJ_61308	CAPO304154
OG0001743	APOSJ_35753, APOSJ_35754, APOSJ_35752, APOSJ_35748, APOSJ_35757, APOSJ_35756, APOSJ_35747, APOSJ_35755	CAPO306128
OG0001746	APOSJ_39381, APOSJ_26969, APOSJ_49922, APOSJ_39378, APOSJ_39377, APOSJ_27004	CAPO306662
OG0001750	APOSJ_62862, APOSJ_27105	CAPO304954
OG0001755	APOSJ_40814	CAPO300413
OG0001756	APOSJ_33179	CAPO301153
OG0001756	APOSJ_05743, APOSJ_05740, APOSJ_05744, APOSJ_05741, APOSJ_05742, APOSJ_05739	CAPO306605
OG0001769	APOSJ_53780	CAPO300754
OG0001769	APOSJ_42247	CAPO306748
OG0001770	APOSJ_45787	CAPO304551
OG0001772	APOSJ_33059, APOSJ_33058, APOSJ_33057	CAPO303731
OG0001774	APOSJ_55356, APOSJ_55357, APOSJ_09707, APOSJ_09706	CAPO302411
OG0001775	APOSJ_00691, APOSJ_43019, APOSJ_46440, APOSJ_56961, APOSJ_39426	CAPO300385, CAPO303998
OG0001778	APOSJ_24440, APOSJ_35841, APOSJ_35840, APOSJ_35839	CAPO303585
OG0001781	APOSJ_38957	CAPO304059
OG0001781	APOSJ_35946	CAPO306335
OG0001782	APOSJ_17433, APOSJ_17434	CAPO302329
OG0001783	APOSJ_59320, APOSJ_59317, APOSJ_06274, APOSJ_59316, APOSJ_59319, APOSJ_51768, APOSJ_59321, APOSJ_59322, APOSJ_51769, APOSJ_59323, APOSJ_59318, APOSJ_59315	CAPO302497
OG0001787	APOSJ_20194, APOSJ_20193, APOSJ_20192, APOSJ_20191, APOSJ_20196, APOSJ_20195	CAPO302384
OG0001789	APOSJ_49885, APOSJ_49884	CAPO303597
OG0001792	APOSJ_31470	CAPO302146
OG0001793	APOSJ_15518, APOSJ_15517	CAPO302934
OG0001793	APOSJ_07171, APOSJ_07172	CAPO300098
OG0001794	APOSJ_52101, APOSJ_58953, APOSJ_55477, APOSJ_52099, APOSJ_55475, APOSJ_55473, APOSJ_52098, APOSJ_52102, APOSJ_52093, APOSJ_52100, APOSJ_58954	CAPO305037
OG0001797	APOSJ_52168, APOSJ_52169, APOSJ_51379	CAPO305230
OG0001799	APOSJ_40631	CAPO307439
OG0001800	APOSJ_32452, APOSJ_32453	CAPO302099, CAPO301494
OG0001801	APOSJ_57551	CAPO301631, CAPO300406, CAPO302328, CAPO300564
OG0001802	APOSJ_53561, APOSJ_53560	CAPO307992
OG0001804	APOSJ_61357	CAPO307706
OG0001805	APOSJ_08317, APOSJ_08319, APOSJ_08320, APOSJ_08318	CAPO301307
OG0001807	APOSJ_51589, APOSJ_51590, APOSJ_16038, APOSJ_45131, APOSJ_45133, APOSJ_45253, APOSJ_45132, APOSJ_45254, APOSJ_51591, APOSJ_37034, APOSJ_37033, APOSJ_37035	CAPO305640
OG0001808	APOSJ_46750	CAPO300354
OG0001809	APOSJ_23531	CAPO307543
OG0001811	APOSJ_37196, APOSJ_37197, APOSJ_54181, APOSJ_48026, APOSJ_02081	CAPO304043
OG0001814	APOSJ_51126, APOSJ_12384, APOSJ_12383, APOSJ_12387, APOSJ_12385, APOSJ_12386, APOSJ_51139, APOSJ_12804	CAPO305508
OG0001816	APOSJ_06151, APOSJ_63829	CAPO300431
OG0001818	APOSJ_54252, APOSJ_12797, APOSJ_27404, APOSJ_27405, APOSJ_11675	CAPO302088
OG0001819	APOSJ_61983, APOSJ_61985, APOSJ_44158, APOSJ_36402, APOSJ_61982, APOSJ_45827, APOSJ_36284, APOSJ_45813	CAPO307172
OG0001820	APOSJ_43192, APOSJ_43191	CAPO300515
OG0001822	APOSJ_50086	CAPO301119
OG0001825	APOSJ_14725, APOSJ_14727, APOSJ_14726	CAPO306238
OG0001827	APOSJ_49459, APOSJ_49464, APOSJ_08534, APOSJ_08532, APOSJ_49460, APOSJ_08533, APOSJ_49466, APOSJ_08537, APOSJ_08536, APOSJ_49463, APOSJ_49465, APOSJ_08535, APOSJ_62114, APOSJ_49461, APOSJ_49462	CAPO303060
OG0001830	APOSJ_13328, APOSJ_11702, APOSJ_13312, APOSJ_13319, APOSJ_50053, APOSJ_13324	CAPO300316
OG0001831	APOSJ_48064	CAPO306824
OG0001834	APOSJ_56491, APOSJ_14450, APOSJ_56488, APOSJ_41154, APOSJ_56490, APOSJ_56483, APOSJ_14449, APOSJ_14448, APOSJ_56487, APOSJ_56482, APOSJ_63246, APOSJ_56489	CAPO301512
OG0001849	APOSJ_51009, APOSJ_34731, APOSJ_34730	CAPO303014
OG0001850	APOSJ_08488, APOSJ_08490, APOSJ_08491, APOSJ_08489, APOSJ_00473, APOSJ_56920	CAPO301689
OG0001851	APOSJ_54096	CAPO303828
OG0001852	APOSJ_34711	CAPO303604
OG0001857	APOSJ_33845, APOSJ_33840, APOSJ_33842, APOSJ_33841	CAPO306766
OG0001859	APOSJ_20999, APOSJ_20998, APOSJ_02452, APOSJ_30180, APOSJ_47668, APOSJ_30183, APOSJ_60885, APOSJ_47671, APOSJ_42246, APOSJ_30186, APOSJ_47670, APOSJ_47667, APOSJ_35706, APOSJ_35710, APOSJ_35708, APOSJ_35707, APOSJ_23844	CAPO304942
OG0001860	APOSJ_33519, APOSJ_33521, APOSJ_33526, APOSJ_33523, APOSJ_33525, APOSJ_33522, APOSJ_33524, APOSJ_33520	CAPO306960
OG0001861	APOSJ_45324, APOSJ_60336, APOSJ_45323, APOSJ_45320, APOSJ_45321	CAPO303333
OG0001863	APOSJ_01576, APOSJ_00415, APOSJ_00414, APOSJ_15372, APOSJ_12086	CAPO300966
OG0001864	APOSJ_25333, APOSJ_37153, APOSJ_14429, APOSJ_14434, APOSJ_14430, APOSJ_14433, APOSJ_59916, APOSJ_42846, APOSJ_14432, APOSJ_34151, APOSJ_14431, APOSJ_25335	CAPO300448
OG0001866	APOSJ_32835	CAPO306683
OG0001867	APOSJ_52883	CAPO302026
OG0001870	APOSJ_41586	CAPO303422
OG0001871	APOSJ_11826, APOSJ_10319, APOSJ_10320, APOSJ_11825, APOSJ_11824, APOSJ_10314, APOSJ_10316, APOSJ_10315, APOSJ_58514, APOSJ_10317, APOSJ_57018, APOSJ_10318	CAPO300664
OG0001873	APOSJ_58073, APOSJ_58074, APOSJ_58075, APOSJ_22740, APOSJ_57636, APOSJ_58076, APOSJ_56840, APOSJ_56839	CAPO305494
OG0001875	APOSJ_50918, APOSJ_29011	CAPO303129
OG0001875	APOSJ_07525, APOSJ_07524	CAPO300770
OG0001877	APOSJ_12818, APOSJ_12819, APOSJ_12817, APOSJ_15396	CAPO305419
OG0001878	APOSJ_61753, APOSJ_65215	CAPO300594
OG0001879	APOSJ_52591	CAPO302675
OG0001879	APOSJ_46421	CAPO304068
OG0001882	APOSJ_10837, APOSJ_10839, APOSJ_10838, APOSJ_10840, APOSJ_37012, APOSJ_37010, APOSJ_37009, APOSJ_37013, APOSJ_37007, APOSJ_37008, APOSJ_37011, APOSJ_37006	CAPO302587
OG0001883	APOSJ_32482, APOSJ_32480, APOSJ_03750, APOSJ_03744, APOSJ_03743, APOSJ_44450	CAPO304395
OG0001886	APOSJ_39880, APOSJ_39882, APOSJ_39881, APOSJ_39883	CAPO301013
OG0001888	APOSJ_04056, APOSJ_54635, APOSJ_54636	CAPO307373
OG0001894	APOSJ_35271, APOSJ_60335, APOSJ_42126, APOSJ_60331, APOSJ_60330, APOSJ_35270, APOSJ_60329, APOSJ_42155	CAPO305070
OG0001895	APOSJ_28017, APOSJ_64815, APOSJ_05044, APOSJ_16566, APOSJ_64809, APOSJ_05043, APOSJ_16569, APOSJ_16568, APOSJ_64812, APOSJ_05038, APOSJ_64814, APOSJ_05037, APOSJ_38686, APOSJ_28012, APOSJ_28016, APOSJ_64810, APOSJ_05040, APOSJ_64816, APOSJ_64813, APOSJ_28015, APOSJ_16570, APOSJ_28014	CAPO300178
OG0001898	APOSJ_64931	CAPO303887
OG0001900	APOSJ_55802, APOSJ_33398, APOSJ_59853	CAPO306468, CAPO308362
OG0001901	APOSJ_19628, APOSJ_19627	CAPO302174
OG0001903	APOSJ_10360	CAPO301651
OG0001913	APOSJ_43518, APOSJ_61852	CAPO308270
OG0001914	APOSJ_14542, APOSJ_32488, APOSJ_32487	CAPO308187
OG0001915	APOSJ_07492	CAPO305922
OG0001916	APOSJ_12063, APOSJ_41587	CAPO304398
OG0001917	APOSJ_57287, APOSJ_41731	CAPO303937
OG0001919	APOSJ_21879, APOSJ_47308, APOSJ_47309	CAPO305966
OG0001919	APOSJ_00496	CAPO300799
OG0001923	APOSJ_02740, APOSJ_02734, APOSJ_45692, APOSJ_02737, APOSJ_45694, APOSJ_02739	CAPO300364
OG0001926	APOSJ_02021, APOSJ_02016, APOSJ_19147, APOSJ_24657, APOSJ_02018, APOSJ_19149, APOSJ_02017, APOSJ_02015, APOSJ_02022, APOSJ_24658, APOSJ_02014, APOSJ_24127, APOSJ_02020, APOSJ_24659, APOSJ_06053, APOSJ_19143, APOSJ_06059, APOSJ_02019, APOSJ_02013, APOSJ_19145, APOSJ_19146, APOSJ_19148, APOSJ_24656, APOSJ_21921, APOSJ_24655	CAPO308203
OG0001927	APOSJ_15961, APOSJ_15959	CAPO303832
OG0001928	APOSJ_45606, APOSJ_45608, APOSJ_39517, APOSJ_45602, APOSJ_45605, APOSJ_41974, APOSJ_39512, APOSJ_56720, APOSJ_56719, APOSJ_45603, APOSJ_56718, APOSJ_39516, APOSJ_39513, APOSJ_39511, APOSJ_39510, APOSJ_45607, APOSJ_56721, APOSJ_18188, APOSJ_39515, APOSJ_39508, APOSJ_39507, APOSJ_15923, APOSJ_18191, APOSJ_18196, APOSJ_39514	CAPO303627
OG0001930	APOSJ_19565	CAPO301567
OG0001931	APOSJ_24736, APOSJ_34918, APOSJ_34916, APOSJ_47051, APOSJ_47054, APOSJ_40963, APOSJ_47049, APOSJ_56173, APOSJ_24602, APOSJ_24740, APOSJ_34915, APOSJ_47079, APOSJ_56167, APOSJ_56165, APOSJ_24735, APOSJ_34917, APOSJ_34914, APOSJ_24604, APOSJ_24734, APOSJ_47046, APOSJ_56164, APOSJ_47048, APOSJ_24737, APOSJ_24738, APOSJ_34919, APOSJ_47050, APOSJ_56169, APOSJ_34920, APOSJ_19233, APOSJ_24739, APOSJ_53562, APOSJ_56174, APOSJ_47047	CAPO306905
OG0001932	APOSJ_48012	CAPO304653
OG0001935	APOSJ_37882, APOSJ_37884, APOSJ_37883, APOSJ_48439	CAPO301339
OG0001937	APOSJ_18499	CAPO301986
OG0001939	APOSJ_36790, APOSJ_36787, APOSJ_36789, APOSJ_36788, APOSJ_04006, APOSJ_04007	CAPO304703
OG0001940	APOSJ_24905, APOSJ_24907, APOSJ_24911, APOSJ_24904, APOSJ_24910, APOSJ_05550, APOSJ_24903, APOSJ_37342, APOSJ_61811, APOSJ_37343, APOSJ_43352, APOSJ_37339, APOSJ_25576, APOSJ_37341, APOSJ_37344, APOSJ_33766, APOSJ_57177, APOSJ_33767, APOSJ_24908, APOSJ_24906	CAPO307447
OG0001941	APOSJ_38006, APOSJ_38005	CAPO303660
OG0001943	APOSJ_50356, APOSJ_45596	CAPO304272
OG0001945	APOSJ_10030	CAPO302125, CAPO302413
OG0001947	APOSJ_57752, APOSJ_09627, APOSJ_57753, APOSJ_21283, APOSJ_57750, APOSJ_21287, APOSJ_57751	CAPO306182
OG0001948	APOSJ_09953, APOSJ_09950, APOSJ_09951	CAPO307548
OG0001949	APOSJ_48338	CAPO303945
OG0001951	APOSJ_33380, APOSJ_33379, APOSJ_33378, APOSJ_33377	CAPO305792
OG0001953	APOSJ_23882, APOSJ_23881	CAPO306993
OG0001956	APOSJ_18994, APOSJ_30867, APOSJ_30868, APOSJ_18997, APOSJ_31071, APOSJ_30871, APOSJ_30865, APOSJ_18998, APOSJ_18993, APOSJ_30869, APOSJ_18995, APOSJ_30872, APOSJ_30870, APOSJ_18999, APOSJ_18996, APOSJ_30866	CAPO302405
OG0001957	APOSJ_37457, APOSJ_37456, APOSJ_37458, APOSJ_37454, APOSJ_37455	CAPO307027
OG0001961	APOSJ_40661, APOSJ_40663, APOSJ_40664, APOSJ_40662, APOSJ_32698, APOSJ_54340, APOSJ_54338, APOSJ_40660	CAPO301591
OG0001963	APOSJ_10789, APOSJ_10790, APOSJ_10788	CAPO304559
OG0001964	APOSJ_07932, APOSJ_11581, APOSJ_11580, APOSJ_11583	CAPO306144
OG0001965	APOSJ_64153, APOSJ_64152, APOSJ_57362, APOSJ_50350, APOSJ_64157, APOSJ_50353, APOSJ_64156, APOSJ_64154, APOSJ_50355, APOSJ_64155, APOSJ_50352, APOSJ_50351, APOSJ_62839	CAPO305377
OG0001966	APOSJ_00497, APOSJ_00499, APOSJ_00498, APOSJ_15945	CAPO308069
OG0001968	APOSJ_54545, APOSJ_54544, APOSJ_10368, APOSJ_26983, APOSJ_13824, APOSJ_13825	CAPO303436
OG0001969	APOSJ_37459, APOSJ_62722, APOSJ_62721, APOSJ_62724, APOSJ_62723	CAPO301897
OG0001972	APOSJ_17188, APOSJ_26950, APOSJ_17189	CAPO302726
OG0001985	APOSJ_44206, APOSJ_44205	CAPO307425
OG0001988	APOSJ_61860, APOSJ_07661, APOSJ_61861, APOSJ_34710, APOSJ_54838, APOSJ_54840, APOSJ_54841, APOSJ_61862, APOSJ_07662, APOSJ_54842, APOSJ_07657, APOSJ_07660, APOSJ_54839, APOSJ_07658, APOSJ_07659	CAPO301454
OG0001989	APOSJ_48021, APOSJ_48024, APOSJ_48022, APOSJ_48023, APOSJ_48025	CAPO303699
OG0001992	APOSJ_25203, APOSJ_25202	CAPO301694
OG0001994	APOSJ_40968, APOSJ_40970, APOSJ_40969, APOSJ_56151	CAPO307422
OG0001997	APOSJ_41434	CAPO301018
OG0001998	APOSJ_02261, APOSJ_02262, APOSJ_02259, APOSJ_13742, APOSJ_02263, APOSJ_02260	CAPO304168
OG0001999	APOSJ_03586, APOSJ_28824, APOSJ_28822	CAPO303159
OG0002000	APOSJ_43378, APOSJ_43379, APOSJ_56888	CAPO305912
OG0002001	APOSJ_42216	CAPO301730, CAPO305766
OG0002003	APOSJ_55230, APOSJ_55229, APOSJ_18038, APOSJ_55226, APOSJ_55228, APOSJ_55227, APOSJ_60870	CAPO306645
OG0002004	APOSJ_30190, APOSJ_30189, APOSJ_13017, APOSJ_13019, APOSJ_13015, APOSJ_13018, APOSJ_11944, APOSJ_13016, APOSJ_45823, APOSJ_45801	CAPO305661, CAPO300359
OG0002006	APOSJ_49837, APOSJ_37690, APOSJ_43997, APOSJ_52316, APOSJ_43999, APOSJ_43998, APOSJ_09189, APOSJ_43994, APOSJ_43996, APOSJ_43991	CAPO302881
OG0002007	APOSJ_41145, APOSJ_57196	CAPO301764
OG0002008	APOSJ_49775, APOSJ_27362	CAPO308237
OG0002009	APOSJ_37746, APOSJ_37745	CAPO305521
OG0002009	APOSJ_38761, APOSJ_38760, APOSJ_38762, APOSJ_38758, APOSJ_38757, APOSJ_38759	CAPO304107
OG0002010	APOSJ_38821, APOSJ_38822	CAPO303286
OG0002011	APOSJ_19674, APOSJ_45861	CAPO305222
OG0002014	APOSJ_51432, APOSJ_51431	CAPO305309
OG0002015	APOSJ_45315, APOSJ_01792, APOSJ_57629	CAPO304377
OG0002016	APOSJ_53921, APOSJ_51770	CAPO300736, CAPO303360
OG0002019	APOSJ_15539, APOSJ_45162, APOSJ_45163, APOSJ_34111	CAPO303943, CAPO301189
OG0002020	APOSJ_53018, APOSJ_53019, APOSJ_53020, APOSJ_53021	CAPO301809, CAPO306607
OG0002024	APOSJ_29548	CAPO300776
OG0002025	APOSJ_60008	CAPO301502
OG0002026	APOSJ_49812, APOSJ_49814, APOSJ_49813, APOSJ_49243	CAPO307889, CAPO306582
OG0002027	APOSJ_45379, APOSJ_45380, APOSJ_45378, APOSJ_45377, APOSJ_45376, APOSJ_45381, APOSJ_45374, APOSJ_45375, APOSJ_27416, APOSJ_45382	CAPO307021
OG0002029	APOSJ_48124, APOSJ_48125	CAPO303181
OG0002030	APOSJ_35069	CAPO303987
OG0002031	APOSJ_34265, APOSJ_34264	CAPO300135
OG0002032	APOSJ_12659, APOSJ_33685, APOSJ_28961, APOSJ_27460, APOSJ_28955, APOSJ_33687, APOSJ_28958, APOSJ_28962, APOSJ_27463, APOSJ_33690, APOSJ_33686, APOSJ_28960, APOSJ_33692, APOSJ_27462, APOSJ_28959, APOSJ_33689, APOSJ_33691, APOSJ_33688, APOSJ_27458, APOSJ_28957, APOSJ_41291, APOSJ_27461, APOSJ_33684, APOSJ_28956	CAPO304689
OG0002034	APOSJ_54569, APOSJ_55529	CAPO306318
OG0002042	APOSJ_54543, APOSJ_00539, APOSJ_00541, APOSJ_00537, APOSJ_00540, APOSJ_00542, APOSJ_28756, APOSJ_03265, APOSJ_00538	CAPO300525
OG0002043	APOSJ_47382, APOSJ_06379, APOSJ_47381, APOSJ_47384, APOSJ_06377, APOSJ_47380, APOSJ_47383, APOSJ_40329	CAPO306649
OG0002058	APOSJ_20038, APOSJ_00460, APOSJ_57762, APOSJ_64548, APOSJ_13026, APOSJ_13027	CAPO300289
OG0002061	APOSJ_50641, APOSJ_50640	CAPO307339
OG0002062	APOSJ_47880, APOSJ_47881	CAPO301382
OG0002063	APOSJ_00865, APOSJ_31536	CAPO302417
OG0002066	APOSJ_22110	CAPO300576
OG0002067	APOSJ_52312, APOSJ_59874, APOSJ_59868, APOSJ_59871, APOSJ_59869, APOSJ_52315, APOSJ_52311, APOSJ_52313, APOSJ_59870, APOSJ_59876, APOSJ_52317, APOSJ_56625, APOSJ_59875, APOSJ_59873, APOSJ_52314, APOSJ_52310, APOSJ_59872, APOSJ_56624, APOSJ_52318	CAPO302721
OG0002068	APOSJ_02568, APOSJ_02567, APOSJ_02566	CAPO303650
OG0002069	APOSJ_42968, APOSJ_42969, APOSJ_53572, APOSJ_53569	CAPO306402
OG0002073	APOSJ_48634, APOSJ_48635	CAPO302333
OG0002074	APOSJ_39894	CAPO304152
OG0002076	APOSJ_31268, APOSJ_31267	CAPO303117
OG0002078	APOSJ_50570, APOSJ_50569, APOSJ_50568, APOSJ_50567	CAPO302217
OG0002080	APOSJ_64872, APOSJ_64871	CAPO307474, CAPO307552
OG0002081	APOSJ_59328	CAPO300584
OG0002084	APOSJ_25777, APOSJ_08145	CAPO300150
OG0002087	APOSJ_50256, APOSJ_50255, APOSJ_50257, APOSJ_44986, APOSJ_34831	CAPO306536
OG0002093	APOSJ_57977, APOSJ_57978, APOSJ_57981, APOSJ_57979	CAPO304254
OG0002094	APOSJ_16585, APOSJ_16588, APOSJ_16589, APOSJ_16586, APOSJ_16587	CAPO303399
OG0002097	APOSJ_61809, APOSJ_61810	CAPO302111
OG0002099	APOSJ_46306, APOSJ_46303, APOSJ_46307, APOSJ_46302, APOSJ_46305, APOSJ_46304	CAPO306675
OG0002101	APOSJ_43611, APOSJ_43614, APOSJ_07049, APOSJ_34535, APOSJ_54008, APOSJ_40599, APOSJ_46691, APOSJ_40596, APOSJ_43613, APOSJ_17281, APOSJ_07047, APOSJ_54005, APOSJ_17279, APOSJ_40597, APOSJ_43615, APOSJ_58476, APOSJ_40595, APOSJ_21903, APOSJ_40600, APOSJ_34536, APOSJ_07045, APOSJ_40598, APOSJ_17285	CAPO307803
OG0002103	APOSJ_63012, APOSJ_63007, APOSJ_41925, APOSJ_41924	CAPO305235
OG0002108	APOSJ_47225	CAPO303834
OG0002122	APOSJ_55583, APOSJ_55582	CAPO300191
OG0002123	APOSJ_15971, APOSJ_15972	CAPO303373
OG0002124	APOSJ_13327	CAPO300980
OG0002129	APOSJ_19393, APOSJ_19396, APOSJ_19395, APOSJ_19394	CAPO305068
OG0002130	APOSJ_58781, APOSJ_58778, APOSJ_58776, APOSJ_39804, APOSJ_39807, APOSJ_57434, APOSJ_57435, APOSJ_39811, APOSJ_39808, APOSJ_58775, APOSJ_39803, APOSJ_20034, APOSJ_57436, APOSJ_57437, APOSJ_57433, APOSJ_48672, APOSJ_45978, APOSJ_39805, APOSJ_58779, APOSJ_39809, APOSJ_27858, APOSJ_39810, APOSJ_58777, APOSJ_03149, APOSJ_27881, APOSJ_58780, APOSJ_57432, APOSJ_39806	CAPO301943
OG0002131	APOSJ_60608, APOSJ_45858, APOSJ_52755, APOSJ_52754	CAPO302159
OG0002135	APOSJ_00726, APOSJ_00724, APOSJ_00725, APOSJ_04446, APOSJ_07337, APOSJ_25326	CAPO300616, CAPO300802
OG0002136	APOSJ_21409, APOSJ_21410	CAPO300292
OG0002137	APOSJ_54937, APOSJ_54935, APOSJ_54936, APOSJ_54934	CAPO306593
OG0002138	APOSJ_53475, APOSJ_29069, APOSJ_29071, APOSJ_29072, APOSJ_29068, APOSJ_29070	CAPO304101
OG0002140	APOSJ_20068, APOSJ_20065, APOSJ_20063, APOSJ_20067, APOSJ_20064, APOSJ_20066, APOSJ_23098, APOSJ_23092, APOSJ_23093, APOSJ_23097, APOSJ_23096, APOSJ_23094	CAPO300489
OG0002141	APOSJ_32536	CAPO300491
OG0002144	APOSJ_65349	CAPO308205
OG0002145	APOSJ_15466, APOSJ_53986, APOSJ_31597, APOSJ_08891, APOSJ_55251, APOSJ_15474, APOSJ_55253, APOSJ_63606, APOSJ_55252, APOSJ_08906, APOSJ_63603, APOSJ_63604, APOSJ_56316, APOSJ_55255, APOSJ_15468, APOSJ_15467, APOSJ_55256, APOSJ_15472, APOSJ_63602, APOSJ_63605, APOSJ_55254, APOSJ_15471, APOSJ_15469, APOSJ_53989, APOSJ_31602	CAPO305963
OG0002146	APOSJ_63597, APOSJ_63598	CAPO303694
OG0002148	APOSJ_16831	CAPO301311
OG0002150	APOSJ_47103, APOSJ_47108, APOSJ_44841, APOSJ_44840, APOSJ_44838, APOSJ_44842, APOSJ_47099, APOSJ_44839	CAPO305991
OG0002151	APOSJ_13063, APOSJ_13064, APOSJ_13061, APOSJ_45732, APOSJ_18738, APOSJ_02216, APOSJ_18737, APOSJ_02217, APOSJ_13062, APOSJ_13065, APOSJ_45733, APOSJ_02218, APOSJ_15355, APOSJ_53536, APOSJ_18736, APOSJ_02220, APOSJ_18739, APOSJ_62438, APOSJ_07268, APOSJ_55051	CAPO300513
OG0002152	APOSJ_18991, APOSJ_18990	CAPO305214
OG0002156	APOSJ_05013, APOSJ_18331, APOSJ_22577, APOSJ_05010, APOSJ_05014, APOSJ_28467, APOSJ_22580, APOSJ_18330, APOSJ_22575, APOSJ_22574, APOSJ_22576, APOSJ_05006, APOSJ_22578, APOSJ_22579, APOSJ_05008, APOSJ_28464, APOSJ_28468, APOSJ_05011, APOSJ_47391, APOSJ_05009, APOSJ_60409	CAPO307789
OG0002158	APOSJ_27030, APOSJ_10572, APOSJ_10571, APOSJ_21165, APOSJ_10568, APOSJ_21154, APOSJ_10569, APOSJ_21161, APOSJ_10575, APOSJ_10206, APOSJ_21155, APOSJ_21160, APOSJ_27028, APOSJ_27029, APOSJ_21159, APOSJ_10570, APOSJ_21157, APOSJ_21164, APOSJ_21158, APOSJ_27031, APOSJ_10574, APOSJ_10573, APOSJ_13982, APOSJ_21156, APOSJ_02235	CAPO300426
OG0002159	APOSJ_50964	CAPO301618
OG0002160	APOSJ_02524	CAPO306354
OG0002165	APOSJ_01609, APOSJ_01608, APOSJ_05460, APOSJ_00881, APOSJ_00880, APOSJ_12319, APOSJ_37411	CAPO306860
OG0002166	APOSJ_19862, APOSJ_19865, APOSJ_19864, APOSJ_19863	CAPO300536
OG0002168	APOSJ_51816, APOSJ_54136, APOSJ_61808	CAPO305846
OG0002169	APOSJ_40833, APOSJ_61359, APOSJ_51678, APOSJ_40829, APOSJ_40197, APOSJ_40198	CAPO305188, CAPO305186
OG0002170	APOSJ_30257, APOSJ_30256, APOSJ_30255, APOSJ_30254, APOSJ_30260, APOSJ_30258	CAPO306065
OG0002171	APOSJ_57721, APOSJ_29857, APOSJ_57719, APOSJ_57720, APOSJ_29851, APOSJ_57723, APOSJ_29850, APOSJ_57722, APOSJ_29854, APOSJ_29856, APOSJ_29848, APOSJ_29853, APOSJ_21218, APOSJ_29852	CAPO300657
OG0002172	APOSJ_52574, APOSJ_52575, APOSJ_45136, APOSJ_45137	CAPO300117
OG0002173	APOSJ_10791	CAPO300163
OG0002177	APOSJ_10335, APOSJ_25446, APOSJ_25456, APOSJ_10337, APOSJ_01658, APOSJ_25479	CAPO303715
