Orthogroup	YEAST	STRPU_ok
OG0008872	YEAST03799	STRPU_18202, STRPU_01258
OG0008879	YEAST05579	STRPU_14314
OG0008887	YEAST00387	STRPU_14581, STRPU_14580
OG0008913	YEAST03181, YEAST03769	STRPU_07492
OG0008923	YEAST01739	STRPU_10400
OG0008946	YEAST00403	STRPU_04937
OG0008990	YEAST02040	STRPU_24624
OG0009056	YEAST00322	STRPU_21475
OG0009066	YEAST04511	STRPU_14373
OG0009078	YEAST02676	STRPU_17976
OG0009099	YEAST05709	STRPU_19366
OG0009105	YEAST02501	STRPU_20607
OG0009118	YEAST03618	STRPU_18807, STRPU_00249
OG0009165	YEAST05085, YEAST01742	STRPU_05255, STRPU_05271
OG0009172	YEAST02854	STRPU_17594
OG0009182	YEAST03621	STRPU_20222
OG0009232	YEAST04731	STRPU_00346, STRPU_11006
OG0009311	YEAST00623	STRPU_05758
OG0009344	YEAST03868	STRPU_08941
OG0009361	YEAST02727	STRPU_24018
OG0009394	YEAST04927	STRPU_20221
OG0009396	YEAST03896	STRPU_24218, STRPU_01082
OG0009451	YEAST05755, YEAST04763	STRPU_10306
OG0009472	YEAST01737	STRPU_11260, STRPU_11222
OG0009497	YEAST03830	STRPU_18708, STRPU_18707
OG0009555	YEAST03831	STRPU_26093
OG0009582	YEAST04984	STRPU_14877
OG0009590	YEAST02138	STRPU_23755
OG0009630	YEAST02852	STRPU_15429
OG0009649	YEAST01825	STRPU_21150
OG0009920	YEAST05355	STRPU_12713, STRPU_12714
OG0009994	YEAST06045	STRPU_24668
OG0010229	YEAST00880, YEAST04666, YEAST04383	STRPU_14486
OG0010271	YEAST03656	STRPU_14889
OG0010284	YEAST01922	STRPU_26096
OG0010323	YEAST04943	STRPU_05386
OG0010369	YEAST01224	STRPU_27334
OG0010372	YEAST02145	STRPU_10278
OG0010481	YEAST01854	STRPU_24269
OG0010491	YEAST04603	STRPU_18009
OG0010643	YEAST00800	STRPU_08495
OG0010841	YEAST05695	STRPU_00111, STRPU_07792
OG0010858	YEAST04030, YEAST05272	STRPU_22057
OG0010930	YEAST02641	STRPU_10906
OG0010980	YEAST00370	STRPU_17761
OG0011003	YEAST03808	STRPU_23103
OG0011272	YEAST04075	STRPU_13758, STRPU_13759, STRPU_01489
OG0011334	YEAST01779	STRPU_27439
OG0011371	YEAST01766	STRPU_27441
OG0011737	YEAST00219	STRPU_24032, STRPU_02632
OG0012188	YEAST02442	STRPU_18372
OG0012922	YEAST02277	STRPU_26505
OG0014188	YEAST01781	STRPU_27442
OG0015999	YEAST05348, YEAST04920	STRPU_07092
OG0030884	YEAST01229	STRPU_02840
