Orthogroup	YEAST	HUMAN
OG0006503	YEAST06053	HUMAN27658
OG0006504	YEAST02866	HUMAN26364
OG0006507	YEAST02914	HUMAN17635, HUMAN17633, HUMAN17634
OG0006509	YEAST02252	HUMAN22918, HUMAN22917
OG0006511	YEAST01899	HUMAN18612, HUMAN18611, HUMAN09163
OG0006512	YEAST04169	HUMAN20060, HUMAN20059
OG0006514	YEAST05820	HUMAN22995
OG0006515	YEAST03195	HUMAN08961
OG0006516	YEAST02248	HUMAN09318
OG0006520	YEAST05914	HUMAN07570
OG0006523	YEAST04170	HUMAN15810, HUMAN15811
OG0006528	YEAST02276	HUMAN18246
OG0006532	YEAST05019	HUMAN14164
OG0006536	YEAST05130	HUMAN14779
OG0006538	YEAST02168	HUMAN17787
OG0006543	YEAST03219	HUMAN25209
OG0006544	YEAST06160	HUMAN18899
OG0006550	YEAST05541	HUMAN02858
OG0006552	YEAST02016	HUMAN23496
OG0006553	YEAST05825	HUMAN25917
OG0006554	YEAST04136	HUMAN07135
OG0006561	YEAST00874	HUMAN08528, HUMAN08523
OG0006564	YEAST05934	HUMAN26384, HUMAN26375
OG0006568	YEAST03560	HUMAN25683
OG0006569	YEAST02940	HUMAN17062
OG0006571	YEAST00795	HUMAN23449
OG0006574	YEAST06163	HUMAN14371, HUMAN14370
OG0006577	YEAST03945	HUMAN05518, HUMAN05517
OG0006578	YEAST00813	HUMAN22134
OG0006580	YEAST04957	HUMAN12502, HUMAN12504
OG0006584	YEAST01846	HUMAN20560
OG0006589	YEAST04474	HUMAN17150
OG0006594	YEAST00464	HUMAN10868, HUMAN10810
OG0006595	YEAST05577	HUMAN03332
OG0006596	YEAST03312	HUMAN19063, HUMAN19062
OG0006597	YEAST01876	HUMAN30289
OG0006598	YEAST02580	HUMAN28610
OG0006602	YEAST06259	HUMAN14818
OG0006603	YEAST05721	HUMAN11393
OG0006604	YEAST01597	HUMAN11730, HUMAN11731
OG0006607	YEAST05258	HUMAN00747, HUMAN00746
OG0006609	YEAST04231	HUMAN27322
OG0006610	YEAST04593	HUMAN10217
OG0006611	YEAST02395	HUMAN06625
OG0006613	YEAST00490	HUMAN09458, HUMAN09457, HUMAN09459
OG0006615	YEAST02695	HUMAN13872
OG0006617	YEAST02864, YEAST02189	HUMAN16554, HUMAN16553, HUMAN16555
OG0006619	YEAST03691	HUMAN24501
OG0006622	YEAST04382	HUMAN28527, HUMAN29955
OG0006625	YEAST05905	HUMAN18256
OG0006627	YEAST01553	HUMAN13668, HUMAN13665, HUMAN13667
OG0006630	YEAST05584	HUMAN09502
OG0006631	YEAST01419, YEAST04493	HUMAN17541
OG0006633	YEAST05580	HUMAN24475
OG0006636	YEAST06190	HUMAN16299
OG0006637	YEAST06011	HUMAN13012
OG0006651	YEAST03308	HUMAN19384
OG0006655	YEAST04609	HUMAN23490, HUMAN23489
OG0006658	YEAST03323	HUMAN08547
OG0006662	YEAST02707	HUMAN05526
OG0006663	YEAST04538	HUMAN18303
OG0006664	YEAST04769	HUMAN23221
OG0006667	YEAST03011	HUMAN09839
OG0006668	YEAST00040	HUMAN17409
OG0006669	YEAST05379	HUMAN23253
OG0006678	YEAST03428	HUMAN13325, HUMAN13324
OG0006681	YEAST02774	HUMAN27423, HUMAN27424
OG0006688	YEAST02298	HUMAN07994
OG0006690	YEAST00986	HUMAN01353
OG0006691	YEAST06141	HUMAN12920, HUMAN12921
OG0006692	YEAST04243	HUMAN12863, HUMAN12864
OG0006694	YEAST04074	HUMAN25673
OG0006703	YEAST04919	HUMAN27810
OG0006704	YEAST02241	HUMAN01256
OG0006706	YEAST01312	HUMAN01180
OG0006707	YEAST04448	HUMAN20459, HUMAN20457, HUMAN20458
OG0006712	YEAST01297	HUMAN19027
OG0006716	YEAST01688	HUMAN28602, HUMAN28603, HUMAN28601
OG0006717	YEAST03273, YEAST00511	HUMAN04736, HUMAN04735
OG0006722	YEAST05928	HUMAN10116
OG0006725	YEAST05141	HUMAN20956
OG0006726	YEAST01310	HUMAN25679
OG0006728	YEAST01819	HUMAN13866, HUMAN13863, HUMAN13864, HUMAN13865
OG0006730	YEAST06066	HUMAN01413
OG0006732	YEAST05092	HUMAN17586
OG0006736	YEAST03708, YEAST02845	HUMAN20713
OG0006738	YEAST03786	HUMAN17555, HUMAN17554
OG0006741	YEAST00908	HUMAN20918
OG0006752	YEAST01605	HUMAN05470
OG0006753	YEAST06210	HUMAN08651
OG0006754	YEAST05223, YEAST00660	HUMAN28391
OG0006755	YEAST03743	HUMAN17392
OG0006757	YEAST02585	HUMAN15606, HUMAN15607, HUMAN15605
OG0006758	YEAST00132	HUMAN20524
OG0006766	YEAST01711	HUMAN30336
OG0006769	YEAST04955	HUMAN03966
OG0006772	YEAST05602	HUMAN17212
OG0006775	YEAST01095	HUMAN25975
OG0006776	YEAST02455	HUMAN12695, HUMAN12694
OG0006777	YEAST05242	HUMAN15487
OG0006826	YEAST03748	HUMAN23918, HUMAN23919
OG0006830	YEAST02320	HUMAN12476
OG0006838	YEAST01244	HUMAN10291
OG0006843	YEAST03855	HUMAN28655
OG0006846	YEAST04146	HUMAN08740, HUMAN08738
OG0006853	YEAST03500	HUMAN06735
OG0006860	YEAST03798	HUMAN11386
OG0006867	YEAST03341	HUMAN16895
OG0006869	YEAST01706	HUMAN21448, HUMAN21447
OG0006874	YEAST03449	HUMAN21129
OG0006876	YEAST00384	HUMAN01056
OG0006880	YEAST04631	HUMAN21476
OG0006881	YEAST01049	HUMAN04096, HUMAN04095
OG0006887	YEAST01983	HUMAN12500
OG0006888	YEAST00485	HUMAN25053
OG0006890	YEAST02034	HUMAN03527
OG0006891	YEAST00187	HUMAN04608
OG0006892	YEAST04820	HUMAN18023
OG0006894	YEAST01360	HUMAN13291, HUMAN13290
OG0006897	YEAST00856	HUMAN23447
OG0006901	YEAST05480	HUMAN18029, HUMAN18028
OG0006906	YEAST00746	HUMAN11694
OG0006918	YEAST05610	HUMAN28188
OG0006920	YEAST02490	HUMAN07463
OG0006924	YEAST04308	HUMAN23650
OG0006927	YEAST00921	HUMAN14265
OG0006934	YEAST02053	HUMAN07629, HUMAN07628
OG0006935	YEAST02014	HUMAN28718
OG0006936	YEAST06114	HUMAN03224
OG0006937	YEAST05537	HUMAN13657
OG0006938	YEAST02536	HUMAN20508, HUMAN20507
OG0006939	YEAST01033	HUMAN00665
OG0006940	YEAST05163	HUMAN12720, HUMAN12719
OG0006942	YEAST00190	HUMAN04879, HUMAN04878
OG0006943	YEAST02583	HUMAN03534
OG0006949	YEAST00975, YEAST00256	HUMAN09677
OG0006952	YEAST02831	HUMAN29995, HUMAN28013
OG0006953	YEAST02903, YEAST04751, YEAST05739	HUMAN11732
OG0006959	YEAST01865	HUMAN02003
OG0006964	YEAST05995	HUMAN25417
OG0006966	YEAST02544	HUMAN21659
OG0006967	YEAST06235	HUMAN20241
OG0006968	YEAST03972	HUMAN28378
OG0006969	YEAST01604	HUMAN22092, HUMAN22091
OG0006971	YEAST00044	HUMAN07273
OG0006973	YEAST03793	HUMAN25475
OG0006975	YEAST02322	HUMAN00754
OG0006977	YEAST06248	HUMAN21112
OG0006978	YEAST00696	HUMAN23552
OG0006980	YEAST02173	HUMAN21874
OG0006985	YEAST03215	HUMAN20423
OG0006989	YEAST04914	HUMAN18220
OG0006991	YEAST05066	HUMAN19260
OG0006992	YEAST04657	HUMAN03662
OG0006994	YEAST05554	HUMAN17958, HUMAN17957, HUMAN17956
OG0006995	YEAST06048	HUMAN20603
OG0006997	YEAST00664	HUMAN20334, HUMAN20333, HUMAN20332
OG0006998	YEAST02509	HUMAN13149
OG0006999	YEAST03874	HUMAN28121
OG0007003	YEAST01840	HUMAN15197
OG0007005	YEAST03907	HUMAN26374
OG0007009	YEAST05645	HUMAN28810
OG0007010	YEAST01652	HUMAN22418
OG0007012	YEAST05361	HUMAN22710
OG0007013	YEAST05971	HUMAN12055
OG0007015	YEAST03053	HUMAN19068
OG0007016	YEAST05307	HUMAN11135
OG0007020	YEAST00663	HUMAN17277, HUMAN17276
OG0007024	YEAST01864	HUMAN26989
OG0007028	YEAST06312	HUMAN02161
OG0007029	YEAST05619	HUMAN02371
OG0007030	YEAST05712	HUMAN23013, HUMAN23012
OG0007033	YEAST04002	HUMAN18746
OG0007036	YEAST04799	HUMAN24835
OG0007043	YEAST02072, YEAST01064	HUMAN03790
OG0007045	YEAST01113	HUMAN00605
OG0007046	YEAST04826	HUMAN25422, HUMAN25421
OG0007049	YEAST05930	HUMAN11321, HUMAN11320
OG0007050	YEAST05668	HUMAN22442
OG0007053	YEAST05898	HUMAN12939, HUMAN12938, HUMAN12937
OG0007055	YEAST02593	HUMAN19997
OG0007057	YEAST05673	HUMAN03899
OG0007061	YEAST03247	HUMAN03639
OG0007063	YEAST04650	HUMAN15926
OG0007065	YEAST01111	HUMAN04174, HUMAN04175
OG0007071	YEAST02162	HUMAN01176
OG0007073	YEAST03946	HUMAN18294
OG0007075	YEAST00811	HUMAN27538
OG0007084	YEAST05527	HUMAN28379
OG0007089	YEAST04132	HUMAN05186, HUMAN05187
OG0007092	YEAST01811	HUMAN08546
OG0007093	YEAST01923	HUMAN11063
OG0007095	YEAST02581	HUMAN16273
OG0007097	YEAST01699	HUMAN07307, HUMAN07306, HUMAN07305
OG0007098	YEAST03783	HUMAN11106
OG0007106	YEAST00202	HUMAN21445
OG0007112	YEAST05597	HUMAN09877
OG0007114	YEAST03493	HUMAN20779
OG0007118	YEAST01120	HUMAN25504
OG0007119	YEAST05459	HUMAN01099
OG0007120	YEAST04248	HUMAN23269, HUMAN23270
OG0007121	YEAST05746	HUMAN25080, HUMAN25079
OG0007124	YEAST04818	HUMAN17400, HUMAN17402, HUMAN17399
OG0007127	YEAST04415	HUMAN26224
OG0007130	YEAST05158	HUMAN06959
OG0007131	YEAST05874	HUMAN23398
OG0007132	YEAST06078	HUMAN28401, HUMAN28402
OG0007137	YEAST00797	HUMAN15907
OG0007138	YEAST04319	HUMAN02269
OG0007139	YEAST05259	HUMAN24643
OG0007143	YEAST02636	HUMAN16614
OG0007144	YEAST04135	HUMAN02639
OG0007150	YEAST00900	HUMAN11018
OG0007154	YEAST01439	HUMAN08481
OG0007164	YEAST05557	HUMAN21192
OG0007165	YEAST04228, YEAST02514	HUMAN05594, HUMAN05595
OG0007166	YEAST05384	HUMAN04674, HUMAN04671, HUMAN04673
OG0007168	YEAST02929	HUMAN19655, HUMAN19656
OG0007182	YEAST00042	HUMAN11844
OG0007184	YEAST01512	HUMAN28058, HUMAN28057, HUMAN28055
OG0007185	YEAST01036	HUMAN13405, HUMAN13406
OG0007186	YEAST00761	HUMAN12868
OG0007192	YEAST00860	HUMAN17983
OG0007201	YEAST01721	HUMAN24731, HUMAN24730
OG0007254	YEAST00328	HUMAN02644
OG0007258	YEAST02867	HUMAN14003
OG0007264	YEAST04093	HUMAN11107
OG0007269	YEAST04522	HUMAN16581, HUMAN16580, HUMAN16579
OG0007274	YEAST04165, YEAST05634	HUMAN05717
OG0007276	YEAST02007	HUMAN28796
OG0007279	YEAST02363	HUMAN11856
OG0007282	YEAST04912	HUMAN07231
OG0007288	YEAST02949	HUMAN22785
OG0007292	YEAST05159	HUMAN15636
OG0007303	YEAST05207	HUMAN18735
OG0007307	YEAST05606	HUMAN17065, HUMAN17066
OG0007317	YEAST04084	HUMAN17014
OG0007321	YEAST05016	HUMAN04956, HUMAN04955
OG0007322	YEAST01090	HUMAN29064
OG0007325	YEAST03249	HUMAN11525
OG0007330	YEAST00633	HUMAN05264
OG0007335	YEAST06084	HUMAN08862
OG0007336	YEAST03606	HUMAN00761
OG0007341	YEAST00183	HUMAN25872
OG0007342	YEAST03859	HUMAN28838
OG0007343	YEAST00383	HUMAN14176, HUMAN14177
OG0007347	YEAST02066	HUMAN20415
OG0007349	YEAST01492	HUMAN19722, HUMAN19724, HUMAN19723
OG0007354	YEAST03378	HUMAN23192
OG0007355	YEAST02682	HUMAN28384
OG0007361	YEAST02394	HUMAN01585, HUMAN01584
OG0007363	YEAST05519	HUMAN07700
OG0007364	YEAST01959	HUMAN20228
OG0007367	YEAST01013	HUMAN00909
OG0007371	YEAST04970	HUMAN03496
OG0007376	YEAST02976	HUMAN27825, HUMAN27824, HUMAN27826
OG0007379	YEAST00967	HUMAN08973, HUMAN08972
OG0007380	YEAST00785, YEAST00666	HUMAN13808, HUMAN13807
OG0007382	YEAST01108	HUMAN19380
OG0007387	YEAST06326	HUMAN29057
OG0007393	YEAST01116	HUMAN08660
OG0007394	YEAST05998	HUMAN15894, HUMAN15893
OG0007395	YEAST00603	HUMAN13460
OG0007397	YEAST03512	HUMAN00870
OG0007399	YEAST02279	HUMAN16123
OG0007401	YEAST03451	HUMAN05484, HUMAN30125, HUMAN05483
OG0007408	YEAST03401	HUMAN28141, HUMAN28142
OG0007409	YEAST05329	HUMAN25552
OG0007411	YEAST04399	HUMAN23662, HUMAN23663
OG0007412	YEAST04822	HUMAN17545
OG0007414	YEAST01970	HUMAN01057
OG0007415	YEAST01948	HUMAN12759
OG0007417	YEAST04175	HUMAN07346
OG0007419	YEAST02667	HUMAN12143, HUMAN12142
OG0007421	YEAST00762	HUMAN06697
OG0007424	YEAST05463	HUMAN10237
OG0007425	YEAST06135	HUMAN06193
OG0007427	YEAST00763	HUMAN03785
OG0007428	YEAST01536	HUMAN20678
OG0007431	YEAST00610	HUMAN26226
OG0007439	YEAST01063	HUMAN16947
OG0007442	YEAST03687	HUMAN00969
OG0007446	YEAST04647	HUMAN07376
OG0007451	YEAST02017	HUMAN08167, HUMAN08166
OG0007454	YEAST01359	HUMAN18226
OG0007456	YEAST00931	HUMAN07199
OG0007458	YEAST02196	HUMAN28978
OG0007460	YEAST04891	HUMAN16832, HUMAN16830, HUMAN16831, HUMAN16829
OG0007463	YEAST00394	HUMAN06999
OG0007466	YEAST00806	HUMAN09405
OG0007473	YEAST03408	HUMAN18188, HUMAN18186, HUMAN18187
OG0007478	YEAST02470	HUMAN19940
OG0007482	YEAST05783	HUMAN01581
OG0007483	YEAST01187	HUMAN25804
OG0007484	YEAST00517	HUMAN15505
OG0007488	YEAST04193	HUMAN24932
OG0007491	YEAST05032	HUMAN10273
OG0007495	YEAST04536	HUMAN19626, HUMAN19624
OG0007498	YEAST00593	HUMAN28184
OG0007499	YEAST03994	HUMAN04823
OG0007504	YEAST02642	HUMAN26616
OG0007508	YEAST05759	HUMAN29445
OG0007509	YEAST03229	HUMAN12458
OG0007519	YEAST04589	HUMAN15216, HUMAN15215
OG0007528	YEAST02438	HUMAN01170
OG0007531	YEAST05725	HUMAN23525, HUMAN23527, HUMAN23526
OG0007550	YEAST03311	HUMAN14033, HUMAN11371
OG0007552	YEAST04097	HUMAN10432, HUMAN10431, HUMAN20058
OG0007591	YEAST02623	HUMAN12931
OG0007597	YEAST05244	HUMAN07406
OG0007605	YEAST04509	HUMAN25002
OG0007615	YEAST05127	HUMAN17636
OG0007618	YEAST02486	HUMAN05174, HUMAN05173
OG0007619	YEAST04342	HUMAN21829
OG0007622	YEAST01282	HUMAN21098
OG0007624	YEAST03901	HUMAN00744
OG0007645	YEAST05586	HUMAN10615, HUMAN10616
OG0007646	YEAST05572	HUMAN29544
OG0007648	YEAST03775	HUMAN29977, HUMAN29976
OG0007656	YEAST02935	HUMAN02869
OG0007657	YEAST01213	HUMAN04204
OG0007663	YEAST01133	HUMAN19568
OG0007673	YEAST04892	HUMAN30108, HUMAN00583
OG0007676	YEAST01965	HUMAN24899
OG0007685	YEAST00976	HUMAN18793
OG0007690	YEAST00054	HUMAN27678
OG0007692	YEAST05386	HUMAN02061
OG0007698	YEAST04526	HUMAN29272
OG0007701	YEAST04394	HUMAN07269
OG0007703	YEAST03290	HUMAN22827
OG0007704	YEAST01687	HUMAN21558, HUMAN21556
OG0007712	YEAST02916	HUMAN03420
OG0007722	YEAST06130	HUMAN03285
OG0007739	YEAST04408	HUMAN01347
OG0007744	YEAST04303	HUMAN26813, HUMAN26814
OG0007749	YEAST02144	HUMAN26822
OG0007751	YEAST03046	HUMAN17117, HUMAN17120
OG0007754	YEAST03550	HUMAN21523
OG0007758	YEAST04336	HUMAN29935
OG0007760	YEAST02821	HUMAN19195
OG0007766	YEAST03772, YEAST02908	HUMAN10523, HUMAN10522
OG0007767	YEAST03177	HUMAN17614
OG0007769	YEAST02589	HUMAN10250
OG0007772	YEAST05211	HUMAN21301
OG0007773	YEAST05609	HUMAN22030
OG0007783	YEAST03579	HUMAN10560
OG0007784	YEAST01170	HUMAN12802
OG0007786	YEAST01347	HUMAN18705
OG0007801	YEAST02556, YEAST00332	HUMAN12139, HUMAN12140, HUMAN12141
OG0007803	YEAST00818	HUMAN17024
OG0007810	YEAST06278	HUMAN20972
OG0007811	YEAST05686	HUMAN21891
OG0007816	YEAST00605	HUMAN00100, HUMAN00099
OG0007823	YEAST03887	HUMAN03449
OG0007825	YEAST05054	HUMAN14275, HUMAN14274
OG0007827	YEAST01279	HUMAN16930, HUMAN16931, HUMAN16929
OG0007829	YEAST02649	HUMAN11339
OG0007830	YEAST03594	HUMAN01001
OG0007831	YEAST03693	HUMAN27771
OG0007838	YEAST04312	HUMAN19928
OG0007840	YEAST02829	HUMAN27821, HUMAN27820
OG0007843	YEAST04794	HUMAN23053, HUMAN24119
OG0007848	YEAST03711	HUMAN19483
OG0007849	YEAST01915	HUMAN08686
OG0007850	YEAST01418	HUMAN19514
OG0007852	YEAST02199	HUMAN20987, HUMAN20988, HUMAN20989
OG0007854	YEAST01377	HUMAN25144, HUMAN25143
OG0007858	YEAST03196	HUMAN27701, HUMAN27702
OG0007866	YEAST06036	HUMAN13545, HUMAN13544
OG0007918	YEAST04092	HUMAN24900, HUMAN24901
OG0007941	YEAST03892	HUMAN10746, HUMAN10745
OG0007942	YEAST03545	HUMAN14706, HUMAN14708, HUMAN14707
OG0007943	YEAST03288	HUMAN05448
OG0007958	YEAST01011	HUMAN10130
OG0007971	YEAST03990	HUMAN20515
OG0007975	YEAST01243	HUMAN00102, HUMAN00101
OG0007976	YEAST02259	HUMAN10652
OG0007978	YEAST01491	HUMAN26591, HUMAN26590
OG0007982	YEAST03186	HUMAN24581
OG0007986	YEAST01263	HUMAN23732, HUMAN23729, HUMAN23731, HUMAN23730
OG0007991	YEAST02341	HUMAN09310
OG0007993	YEAST00089	HUMAN02476
OG0007995	YEAST03463	HUMAN30442, HUMAN30445, HUMAN30643, HUMAN30641, HUMAN30642, HUMAN30644, HUMAN30645, HUMAN30640
OG0007996	YEAST04079	HUMAN05904
OG0007998	YEAST00688	HUMAN27286
OG0008008	YEAST02355	HUMAN25914
OG0008020	YEAST05433	HUMAN25874
OG0008030	YEAST00039	HUMAN20023
OG0008031	YEAST04719	HUMAN10154
OG0008038	YEAST05601	HUMAN21043
OG0008045	YEAST01345	HUMAN26584, HUMAN26585, HUMAN26582, HUMAN26580, HUMAN26583, HUMAN26581, HUMAN26586
OG0008053	YEAST05804	HUMAN26036
OG0008055	YEAST05224	HUMAN06710
OG0008056	YEAST04542	HUMAN29996
OG0008069	YEAST00959	HUMAN14189
OG0008072	YEAST00552	HUMAN00396, HUMAN00395
OG0008074	YEAST05664	HUMAN12463
OG0008079	YEAST03108	HUMAN27934
OG0008085	YEAST04107	HUMAN02875
OG0008091	YEAST06200	HUMAN07361, HUMAN07360
OG0008100	YEAST03959	HUMAN00523
OG0008103	YEAST05352	HUMAN04801, HUMAN04800
OG0008104	YEAST06240	HUMAN03550, HUMAN03549, HUMAN03551
OG0008105	YEAST03324	HUMAN16819
OG0008110	YEAST00121	HUMAN17613
OG0008111	YEAST06004, YEAST05693	HUMAN09690
OG0008115	YEAST05684, YEAST06009	HUMAN08321
OG0008127	YEAST05342	HUMAN07524
OG0008136	YEAST02756	HUMAN19121
OG0008201	YEAST01163	HUMAN21455
OG0008202	YEAST06186	HUMAN02093
OG0008208	YEAST04341	HUMAN20538
OG0008219	YEAST05754	HUMAN27873
OG0008244	YEAST04999	HUMAN10161
OG0008251	YEAST01472	HUMAN23749
OG0008254	YEAST04740	HUMAN01824
OG0008267	YEAST02722	HUMAN06220, HUMAN06219
OG0008273	YEAST00628	HUMAN11962, HUMAN11961
OG0008275	YEAST05358	HUMAN25394
OG0008281	YEAST01387	HUMAN04744
OG0008307	YEAST01285	HUMAN06155
OG0008323	YEAST05718	HUMAN28595
OG0008339	YEAST03286	HUMAN25678
OG0008346	YEAST01382	HUMAN16797
OG0008348	YEAST03383	HUMAN18638
OG0008351	YEAST01276	HUMAN12466
OG0008401	YEAST02115	HUMAN02443
OG0008403	YEAST01318	HUMAN00738
OG0008404	YEAST02842	HUMAN29395, HUMAN29394
OG0008416	YEAST05168	HUMAN08501
OG0008432	YEAST01317	HUMAN21308
OG0008524	YEAST02216	HUMAN10821
OG0008533	YEAST00770	HUMAN25516
OG0008540	YEAST02219	HUMAN01647
OG0008542	YEAST00506	HUMAN14337, HUMAN14336
OG0008546	YEAST03499	HUMAN13748, HUMAN13749
OG0008601	YEAST03150	HUMAN23784
OG0008602	YEAST04166	HUMAN16845
OG0008620	YEAST00843	HUMAN28760
OG0008626	YEAST03306	HUMAN08220
OG0008645	YEAST05803	HUMAN19088, HUMAN19089
OG0008677	YEAST03567	HUMAN20610
OG0008680	YEAST02511	HUMAN24151
OG0008681	YEAST04884	HUMAN07834
OG0008685	YEAST00164	HUMAN11457, HUMAN11458, HUMAN11459, HUMAN11460, HUMAN11461
OG0008689	YEAST05237	HUMAN14589
OG0008705	YEAST06239	HUMAN14679
OG0008799	YEAST03377	HUMAN24720
OG0008816	YEAST01954	HUMAN13931, HUMAN13932
OG0008818	YEAST00271	HUMAN14082
OG0008823	YEAST03936	HUMAN12241
OG0008824	YEAST01698	HUMAN29242, HUMAN29240
OG0008861	YEAST04983	HUMAN24421
OG0008872	YEAST03799	HUMAN01074
OG0008903	YEAST01637	HUMAN03756, HUMAN03754
OG0008913	YEAST03181, YEAST03769	HUMAN19253, HUMAN19254, HUMAN19252
OG0008923	YEAST01739	HUMAN16587
OG0008946	YEAST00403	HUMAN07520
OG0008990	YEAST02040	HUMAN26155
OG0009056	YEAST00322	HUMAN17511
OG0009078	YEAST02676	HUMAN14279
OG0009099	YEAST05709	HUMAN08800
OG0009115	YEAST05628, YEAST04158	HUMAN14535
OG0009118	YEAST03618	HUMAN22449, HUMAN22448
OG0009166	YEAST03055	HUMAN27435
OG0009172	YEAST02854	HUMAN26535
OG0009182	YEAST03621	HUMAN18573
OG0009225	YEAST01052	HUMAN26321
OG0009232	YEAST04731	HUMAN28638
OG0009311	YEAST00623	HUMAN22391
OG0009315	YEAST04722	HUMAN30592
OG0009344	YEAST03868	HUMAN25894, HUMAN25893
OG0009483	YEAST05877	HUMAN11553, HUMAN11552, HUMAN11551
OG0009486	YEAST00324	HUMAN28305
OG0009590	YEAST02138	HUMAN29800
OG0009604	YEAST04803	HUMAN11402, HUMAN11401
OG0009614	YEAST00622	HUMAN25897, HUMAN25898
OG0009630	YEAST02852	HUMAN04554
OG0009649	YEAST01825	HUMAN22602
OG0009651	YEAST04775	HUMAN02662, HUMAN02663
OG0009654	YEAST04221	HUMAN13260
OG0009676	YEAST05959	HUMAN23168
OG0009737	YEAST02025	HUMAN08207, HUMAN08209
OG0009892	YEAST01082	HUMAN14965
OG0009911	YEAST03388	HUMAN11997, HUMAN11996
OG0009926	YEAST03054	HUMAN29192
OG0009994	YEAST06045	HUMAN18924, HUMAN18923
OG0010139	YEAST01045	HUMAN25785
OG0010271	YEAST03656	HUMAN07263
OG0010284	YEAST01922	HUMAN24460, HUMAN24462, HUMAN24461, HUMAN24459
OG0010323	YEAST04943	HUMAN24110
OG0010346	YEAST00902, YEAST04286	HUMAN08356, HUMAN08357
OG0010369	YEAST01224	HUMAN28824
OG0010372	YEAST02145	HUMAN17105, HUMAN17104
OG0010570	YEAST03006	HUMAN28086, HUMAN28085
OG0010643	YEAST00800	HUMAN13584, HUMAN13583
OG0010876	YEAST02678	HUMAN19963, HUMAN19962
OG0011003	YEAST03808	HUMAN30563
OG0011004	YEAST05869	HUMAN07514, HUMAN19225
OG0011258	YEAST02930	HUMAN09231
OG0011334	YEAST01779	HUMAN29523
OG0011371	YEAST01766	HUMAN29525
OG0011375	YEAST03348	HUMAN17390, HUMAN17391
OG0011414	YEAST04503	HUMAN16780
OG0011869	YEAST04156	HUMAN20839
OG0011920	YEAST05132	HUMAN26055, HUMAN26056
OG0012364	YEAST01364	HUMAN15343
OG0012438	YEAST03374	HUMAN21317
OG0012449	YEAST06083, YEAST05798	HUMAN24580
OG0012498	YEAST04109	HUMAN05172
OG0014188	YEAST01781	HUMAN29526
OG0014945	YEAST05837	HUMAN12349
OG0018258	YEAST01934	HUMAN18728
OG0021111	YEAST01340	HUMAN07405
