Orthogroup	YEAST	OWEFU
OG0005797	YEAST04949	OFUSG12084.1.p1
OG0005799	YEAST05573	OFUSG21840.1.p1
OG0005800	YEAST03278	OFUSG21338.4.p1, OFUSG21338.5.p1, OFUSG21338.1.p1, OFUSG21338.3.p1, OFUSG21338.2.p1
OG0005801	YEAST00340	OFUSG20252.1.p1
OG0005803	YEAST05968	OFUSG12897.1.p1
OG0005805	YEAST01806	OFUSG23874.1.p1
OG0005807	YEAST01275	OFUSG00900.1.p1
OG0005811	YEAST01007	OFUSG11247.1.p1
OG0005812	YEAST06095, YEAST02696, YEAST03626	OFUSG11647.1.p1
OG0005814	YEAST01475	OFUSG26358.1.p1, OFUSG26358.2.p1
OG0005815	YEAST03739	OFUSG24013.1.p1
OG0005819	YEAST04896	OFUSG17295.1.p1
OG0005823	YEAST01415	OFUSG25743.1.p1
OG0005828	YEAST00547	OFUSG15157.1.p1
OG0005831	YEAST05339	OFUSG20334.1.p1
OG0005832	YEAST00468	OFUSG20421.1.p1
OG0005835	YEAST01714	OFUSG24596.1.p1
OG0005837	YEAST02139	OFUSG26386.1.p1
OG0005842	YEAST02254	OFUSG17014.1.p1
OG0005843	YEAST02236	OFUSG13111.2.p1, OFUSG13111.1.p1
OG0005845	YEAST00903	OFUSG18858.1.p1, OFUSG18853.1.p1
OG0005849	YEAST01002	OFUSG13675.1.p1
OG0005850	YEAST01618	OFUSG13683.1.p1
OG0005860	YEAST01211	OFUSG16634.2.p1, OFUSG16634.1.p1
OG0005864	YEAST04171	OFUSG19504.1.p1
OG0005869	YEAST04361	OFUSG03581.1.p1
OG0005872	YEAST00119	OFUSG04199.1.p1
OG0005874	YEAST05241	OFUSG03952.1.p1
OG0005880	YEAST00456	OFUSG19008.1.p1
OG0005886	YEAST01320	OFUSG12295.1.p1
OG0005887	YEAST02429, YEAST01660	OFUSG22196.1.p1
OG0005888	YEAST01289, YEAST02921	OFUSG10914.1.p1
OG0005889	YEAST02568	OFUSG00364.1.p1
OG0005893	YEAST05434	OFUSG03818.1.p1
OG0005897	YEAST04730	OFUSG08962.1.p1
OG0005898	YEAST04411	OFUSG11992.1.p1
OG0005899	YEAST01832	OFUSG07835.1.p1
OG0005901	YEAST04462	OFUSG04944.1.p1
OG0005902	YEAST03800	OFUSG23218.1.p1, OFUSG23218.2.p1
OG0005906	YEAST01796	OFUSG16556.3.p1, OFUSG16556.2.p1, OFUSG16556.1.p1, OFUSG24412.1.p1
OG0005909	YEAST01623	OFUSG09455.1.p1
OG0005919	YEAST06039	OFUSG08279.1.p1
OG0005921	YEAST01856	OFUSG07760.1.p1
OG0005922	YEAST03364	OFUSG06033.1.p1
OG0005925	YEAST05583	OFUSG24758.1.p1, OFUSG17015.1.p1, OFUSG17016.1.p1
OG0005931	YEAST04950	OFUSG05791.1.p1
OG0005932	YEAST02495	OFUSG06461.1.p1
OG0005933	YEAST05705	OFUSG11758.1.p1
OG0005936	YEAST03224	OFUSG01618.1.p1
OG0005940	YEAST04035	OFUSG08024.2.p1, OFUSG08024.1.p1
OG0005943	YEAST00579	OFUSG10771.1.p1
OG0005944	YEAST01316	OFUSG11270.1.p1
OG0005946	YEAST05608	OFUSG06828.1.p1
OG0005949	YEAST06253	OFUSG22404.1.p1
OG0005952	YEAST03507	OFUSG05541.1.p1
OG0005954	YEAST01233	OFUSG22369.1.p1
OG0005955	YEAST00616	OFUSG19208.1.p1, OFUSG19208.2.p1
OG0005960	YEAST04608	OFUSG15605.1.p1, OFUSG19360.1.p1, OFUSG15606.1.p1
OG0005961	YEAST00672	OFUSG18762.1.p1
OG0005965	YEAST02033	OFUSG06524.1.p1
OG0005966	YEAST04113	OFUSG10960.1.p1
OG0005968	YEAST05417	OFUSG22986.1.p1
OG0005969	YEAST04558, YEAST04559	OFUSG11541.1.p1
OG0005970	YEAST05328	OFUSG26446.1.p1
OG0005974	YEAST06068	OFUSG07735.1.p1
OG0005976	YEAST02136	OFUSG10552.1.p1
OG0005978	YEAST01891	OFUSG23255.1.p1
OG0005980	YEAST06132	OFUSG07813.1.p1
OG0005984	YEAST04078, YEAST01479	OFUSG13326.1.p2
OG0005985	YEAST00726	OFUSG15946.1.p1, OFUSG15946.2.p1
OG0005986	YEAST02056	OFUSG11573.1.p1
OG0005987	YEAST05748	OFUSG25797.1.p1
OG0005989	YEAST04850	OFUSG01513.1.p1
OG0005991	YEAST06034	OFUSG03016.1.p1
OG0005993	YEAST04496	OFUSG08243.1.p1, OFUSG09874.1.p1
OG0005995	YEAST01813	OFUSG06297.2.p1, OFUSG06297.1.p1
OG0005998	YEAST04034	OFUSG22178.1.p1
OG0006001	YEAST02335	OFUSG26198.3.p1, OFUSG26198.2.p1, OFUSG26198.1.p1
OG0006003	YEAST05889	OFUSG13243.1.p1
OG0006005	YEAST05024	OFUSG03031.1.p1
OG0006011	YEAST02553	OFUSG14917.1.p1
OG0006059	YEAST03490	OFUSG23068.1.p1
OG0006064	YEAST03138	OFUSG11055.1.p1
OG0006065	YEAST06018	OFUSG08860.1.p1
OG0006069	YEAST00670	OFUSG17874.1.p1
OG0006071	YEAST02732	OFUSG26702.1.p1
OG0006072	YEAST03317	OFUSG08554.1.p1
OG0006073	YEAST06328	OFUSG12465.1.p1
OG0006074	YEAST00045	OFUSG21967.1.p1
OG0006079	YEAST05794	OFUSG09712.1.p1
OG0006084	YEAST02308	OFUSG22503.1.p1
OG0006087	YEAST02260	OFUSG04846.1.p1
OG0006090	YEAST03852	OFUSG11763.1.p1
OG0006095	YEAST03334	OFUSG07940.1.p1
OG0006096	YEAST03331	OFUSG24017.1.p1
OG0006098	YEAST06192	OFUSG23100.1.p1
OG0006103	YEAST01110	OFUSG01720.1.p1
OG0006104	YEAST03697	OFUSG17815.1.p1
OG0006106	YEAST00295	OFUSG21364.1.p1
OG0006113	YEAST06164	OFUSG23106.1.p1
OG0006114	YEAST05960	OFUSG19163.1.p1, OFUSG19163.2.p1, OFUSG19161.1.p1
OG0006115	YEAST01346	OFUSG00714.1.p1
OG0006116	YEAST05770	OFUSG25222.1.p1
OG0006117	YEAST05899	OFUSG18117.1.p1
OG0006122	YEAST05199	OFUSG09987.1.p1
OG0006127	YEAST04711	OFUSG20864.1.p1
OG0006134	YEAST00416	OFUSG20774.1.p1
OG0006135	YEAST00161	OFUSG06396.1.p1
OG0006136	YEAST05740	OFUSG23390.1.p1
OG0006140	YEAST05182	OFUSG21427.1.p1
OG0006141	YEAST02626	OFUSG08472.1.p1
OG0006144	YEAST04770	OFUSG11476.1.p1
OG0006145	YEAST01394	OFUSG26431.1.p1
OG0006149	YEAST05979	OFUSG12325.1.p1
OG0006152	YEAST03796	OFUSG17669.1.p1
OG0006155	YEAST04800	OFUSG16111.1.p1
OG0006156	YEAST00437	OFUSG25901.1.p1
OG0006157	YEAST02465	OFUSG24907.1.p1
OG0006159	YEAST06098	OFUSG17578.1.p1
OG0006160	YEAST01548	OFUSG06311.1.p1
OG0006161	YEAST04301	OFUSG26464.1.p1
OG0006168	YEAST01411	OFUSG09932.1.p1
OG0006169	YEAST02933	OFUSG03654.1.p1
OG0006177	YEAST01871, YEAST01295	OFUSG25522.1.p1
OG0006180	YEAST00504	OFUSG20562.1.p1
OG0006181	YEAST02419	OFUSG12429.1.p1
OG0006185	YEAST05986	OFUSG20989.1.p1
OG0006186	YEAST01010	OFUSG01099.1.p1
OG0006188	YEAST05311	OFUSG21112.1.p1
OG0006189	YEAST00844, YEAST06269	OFUSG10831.1.p1
OG0006191	YEAST02336	OFUSG08997.1.p1
OG0006192	YEAST06153	OFUSG16119.2.p1, OFUSG16119.1.p1
OG0006196	YEAST03954	OFUSG14687.1.p1
OG0006199	YEAST06121	OFUSG26580.1.p1
OG0006200	YEAST05079	OFUSG10180.1.p1
OG0006202	YEAST00362	OFUSG23082.1.p1
OG0006204	YEAST02271	OFUSG22319.1.p1
OG0006210	YEAST00201	OFUSG23024.1.p1, OFUSG23007.1.p1
OG0006213	YEAST03554	OFUSG04619.1.p1
OG0006214	YEAST04089	OFUSG00232.1.p1
OG0006216	YEAST01089	OFUSG08899.1.p1
OG0006217	YEAST00809	OFUSG21430.1.p1
OG0006224	YEAST02751, YEAST03048	OFUSG21235.1.p1
OG0006225	YEAST04875	OFUSG12400.1.p1
OG0006227	YEAST00128	OFUSG06764.1.p1
OG0006229	YEAST00143	OFUSG03312.1.p1, OFUSG03312.2.p1
OG0006230	YEAST03869	OFUSG13630.1.p1
OG0006233	YEAST04247	OFUSG09219.1.p1
OG0006237	YEAST02126	OFUSG23373.1.p1
OG0006240	YEAST04649	OFUSG07675.1.p1
OG0006245	YEAST05732	OFUSG15791.1.p1
OG0006247	YEAST04977	OFUSG08877.1.p1, OFUSG08877.2.p1
OG0006249	YEAST00821	OFUSG24697.1.p1
OG0006250	YEAST05424	OFUSG20233.1.p1
OG0006251	YEAST04963	OFUSG24167.1.p1
OG0006255	YEAST03350	OFUSG06569.1.p1
OG0006258	YEAST05637	OFUSG03856.1.p1
OG0006259	YEAST05672	OFUSG23380.2.p1, OFUSG23380.1.p1
OG0006260	YEAST04100	OFUSG05929.1.p1
OG0006263	YEAST02521	OFUSG20709.1.p1
OG0006269	YEAST03069	OFUSG19462.1.p1
OG0006271	YEAST00375	OFUSG01027.1.p1
OG0006275	YEAST06102	OFUSG01454.1.p1
OG0006277	YEAST02811	OFUSG15168.1.p1
OG0006279	YEAST04402	OFUSG00790.1.p1
OG0006280	YEAST04541	OFUSG25094.1.p1
OG0006281	YEAST04979	OFUSG00050.2.p1, OFUSG00050.1.p1
OG0006282	YEAST01445	OFUSG04147.1.p1
OG0006283	YEAST00229	OFUSG26352.1.p1
OG0006284	YEAST04213	OFUSG23445.1.p1
OG0006288	YEAST02860	OFUSG15550.1.p1, OFUSG15551.1.p1
OG0006289	YEAST06209	OFUSG05692.1.p1
OG0006293	YEAST05380	OFUSG15450.1.p1
OG0006294	YEAST04000	OFUSG11961.1.p1
OG0006295	YEAST05360	OFUSG15765.2.p1, OFUSG15765.1.p1
OG0006302	YEAST01852	OFUSG08996.1.p1, OFUSG08996.2.p1
OG0006306	YEAST00230	OFUSG07033.2.p1, OFUSG07033.3.p1, OFUSG07033.1.p1
OG0006311	YEAST01145	OFUSG00976.1.p1
OG0006313	YEAST02392	OFUSG13104.1.p1
OG0006315	YEAST00489	OFUSG11578.1.p1
OG0006319	YEAST01135	OFUSG21159.1.p1
OG0006320	YEAST04478	OFUSG06963.1.p1
OG0006322	YEAST00815	OFUSG06165.1.p1
OG0006329	YEAST01245	OFUSG06525.1.p1
OG0006332	YEAST06042	OFUSG07284.1.p1
OG0006334	YEAST00864	OFUSG16855.1.p1
OG0006335	YEAST02588	OFUSG12800.1.p1
OG0006339	YEAST06286	OFUSG15007.2.p1, OFUSG15007.1.p1
OG0006340	YEAST00922, YEAST05387	OFUSG17804.1.p1
OG0006341	YEAST01452	OFUSG13525.1.p1
OG0006344	YEAST01465	OFUSG17196.1.p1
OG0006347	YEAST03436	OFUSG04201.1.p1
OG0006349	YEAST05233	OFUSG13717.1.p1, OFUSG13717.2.p1
OG0006350	YEAST00452	OFUSG10010.1.p1
OG0006357	YEAST02650	OFUSG10931.1.p1, OFUSG10930.1.p1, OFUSG10933.1.p1
OG0006360	YEAST01556	OFUSG01922.1.p1
OG0006362	YEAST05722	OFUSG09542.1.p1
OG0006370	YEAST02350	OFUSG21077.1.p1
OG0006372	YEAST05423	OFUSG07198.1.p1
OG0006375	YEAST05198	OFUSG10211.1.p1
OG0006377	YEAST04974	OFUSG13142.1.p1
OG0006378	YEAST01924	OFUSG06139.1.p1
OG0006382	YEAST03313	OFUSG11579.1.p1
OG0006385	YEAST04806	OFUSG11265.1.p1
OG0006387	YEAST05324	OFUSG00913.1.p1
OG0006389	YEAST02409	OFUSG01920.1.p1
OG0006390	YEAST00339	OFUSG06648.1.p1
OG0006392	YEAST01246	OFUSG00142.1.p1
OG0006395	YEAST03605	OFUSG13284.1.p1
OG0006396	YEAST02453	OFUSG23581.1.p1
OG0006398	YEAST04420, YEAST03553	OFUSG13200.1.p1
OG0006407	YEAST02250	OFUSG09787.1.p1
OG0006447	YEAST03459	OFUSG07863.2.p1, OFUSG07863.1.p1
OG0006448	YEAST00505, YEAST04285	OFUSG04041.1.p1
OG0006449	YEAST02458	OFUSG16963.1.p1
OG0006456	YEAST06224	OFUSG07766.1.p1
OG0006459	YEAST00972, YEAST00245	OFUSG19921.1.p1
OG0006461	YEAST05346	OFUSG19155.1.p1
OG0006462	YEAST01838	OFUSG17891.1.p1
OG0006464	YEAST05965	OFUSG14585.1.p1
OG0006465	YEAST01875	OFUSG25347.1.p1
OG0006467	YEAST00027, YEAST02272	OFUSG18307.1.p1
OG0006470	YEAST01306	OFUSG06000.1.p1
OG0006474	YEAST03988	OFUSG22247.1.p1
OG0006475	YEAST06223, YEAST00349	OFUSG04046.1.p1
OG0006476	YEAST00315	OFUSG03550.1.p1
OG0006479	YEAST05669	OFUSG13673.1.p1
OG0006481	YEAST06165	OFUSG08691.1.p1
OG0006488	YEAST02614	OFUSG12523.1.p1
OG0006498	YEAST02291	OFUSG02085.1.p1
OG0006503	YEAST06053	OFUSG14469.2.p1, OFUSG14469.1.p1
OG0006504	YEAST02866	OFUSG15072.1.p1
OG0006507	YEAST02914	OFUSG12744.1.p1
OG0006509	YEAST02252	OFUSG03651.1.p1
OG0006511	YEAST01899	OFUSG05200.1.p1
OG0006512	YEAST04169	OFUSG21542.1.p1
OG0006514	YEAST05820	OFUSG02146.1.p1
OG0006515	YEAST03195	OFUSG21785.1.p1
OG0006516	YEAST02248	OFUSG12180.1.p1
OG0006520	YEAST05914	OFUSG02676.1.p1, OFUSG02676.2.p1
OG0006523	YEAST04170	OFUSG25098.1.p1
OG0006528	YEAST02276	OFUSG16333.1.p1
OG0006532	YEAST05019	OFUSG21209.1.p1, OFUSG21209.2.p1
OG0006533	YEAST00790	OFUSG00400.1.p1
OG0006536	YEAST05130	OFUSG18668.1.p1, OFUSG18668.2.p1
OG0006538	YEAST02168	OFUSG13745.1.p1
OG0006543	YEAST03219	OFUSG21011.1.p1
OG0006544	YEAST06160	OFUSG18629.1.p1
OG0006550	YEAST05541	OFUSG06119.1.p1
OG0006552	YEAST02016	OFUSG08440.1.p1
OG0006553	YEAST05825	OFUSG11130.1.p1
OG0006554	YEAST04136	OFUSG24021.1.p1
OG0006561	YEAST00874	OFUSG12514.1.p1
OG0006564	YEAST05934	OFUSG14858.1.p1, OFUSG14858.2.p1
OG0006568	YEAST03560	OFUSG17701.1.p1
OG0006569	YEAST02940	OFUSG12406.1.p1
OG0006571	YEAST00795	OFUSG19904.1.p1
OG0006574	YEAST06163	OFUSG08878.1.p1
OG0006577	YEAST03945	OFUSG09702.1.p1
OG0006578	YEAST00813	OFUSG18955.1.p1
OG0006580	YEAST04957	OFUSG04090.1.p1
OG0006582	YEAST04615	OFUSG19688.2.p1, OFUSG19688.1.p1
OG0006584	YEAST01846	OFUSG03955.1.p1
OG0006589	YEAST04474	OFUSG06855.1.p1
OG0006594	YEAST00464	OFUSG22740.1.p1
OG0006595	YEAST05577	OFUSG10655.1.p1
OG0006596	YEAST03312	OFUSG22773.1.p1
OG0006597	YEAST01876	OFUSG02614.1.p1
OG0006598	YEAST02580	OFUSG19727.1.p1
OG0006602	YEAST06259	OFUSG12840.1.p1
OG0006603	YEAST05721	OFUSG20547.1.p1
OG0006604	YEAST01597	OFUSG14932.1.p1
OG0006607	YEAST05258	OFUSG21232.1.p1
OG0006609	YEAST04231	OFUSG02001.1.p1
OG0006610	YEAST04593	OFUSG18091.1.p1
OG0006611	YEAST02395	OFUSG04528.1.p1
OG0006613	YEAST00490	OFUSG14105.1.p1
OG0006615	YEAST02695	OFUSG16559.1.p1
OG0006617	YEAST02864, YEAST02189	OFUSG26038.1.p1
OG0006619	YEAST03691	OFUSG17331.1.p1
OG0006622	YEAST04382	OFUSG13902.1.p1
OG0006625	YEAST05905	OFUSG24278.1.p1
OG0006627	YEAST01553	OFUSG00423.1.p1
OG0006630	YEAST05584	OFUSG04586.1.p1
OG0006631	YEAST01419, YEAST04493	OFUSG16224.1.p1
OG0006633	YEAST05580	OFUSG13007.1.p1
OG0006636	YEAST06190	OFUSG10617.1.p1
OG0006637	YEAST06011	OFUSG10278.1.p1
OG0006651	YEAST03308	OFUSG00046.1.p1
OG0006655	YEAST04609	OFUSG19958.1.p1
OG0006658	YEAST03323	OFUSG17172.1.p1
OG0006662	YEAST02707	OFUSG08824.1.p1
OG0006663	YEAST04538	OFUSG22165.1.p1
OG0006664	YEAST04769	OFUSG25665.1.p1
OG0006667	YEAST03011	OFUSG08145.1.p1
OG0006668	YEAST00040	OFUSG02998.1.p1
OG0006669	YEAST05379	OFUSG13077.1.p1
OG0006678	YEAST03428	OFUSG10168.1.p1
OG0006681	YEAST02774	OFUSG07984.1.p1, OFUSG07984.2.p1
OG0006688	YEAST02298	OFUSG20459.1.p1
OG0006690	YEAST00986	OFUSG06696.1.p1
OG0006691	YEAST06141	OFUSG16702.1.p1
OG0006692	YEAST04243	OFUSG24594.1.p1
OG0006694	YEAST04074	OFUSG00920.1.p1
OG0006703	YEAST04919	OFUSG17467.1.p1
OG0006704	YEAST02241	OFUSG24053.1.p1, OFUSG24049.1.p1, OFUSG24049.2.p1
OG0006706	YEAST01312	OFUSG08397.1.p1
OG0006707	YEAST04448	OFUSG08099.1.p1
OG0006712	YEAST01297	OFUSG20365.1.p1
OG0006716	YEAST01688	OFUSG19704.1.p1
OG0006717	YEAST03273, YEAST00511	OFUSG11275.1.p1
OG0006722	YEAST05928	OFUSG21212.1.p1
OG0006725	YEAST05141	OFUSG08266.1.p1, OFUSG08266.2.p1
OG0006726	YEAST01310	OFUSG13177.1.p1
OG0006728	YEAST01819	OFUSG16443.1.p1
OG0006730	YEAST06066	OFUSG01430.1.p1
OG0006732	YEAST05092	OFUSG12612.1.p1
OG0006736	YEAST03708, YEAST02845	OFUSG20663.1.p1
OG0006738	YEAST03786	OFUSG04512.1.p1, OFUSG04512.2.p1
OG0006741	YEAST00908	OFUSG06701.1.p1
OG0006752	YEAST01605	OFUSG07006.1.p1
OG0006753	YEAST06210	OFUSG11357.1.p1
OG0006754	YEAST05223, YEAST00660	OFUSG20799.2.p1, OFUSG20799.1.p1
OG0006755	YEAST03743	OFUSG03174.1.p1
OG0006757	YEAST02585	OFUSG10397.1.p1, OFUSG10397.2.p1
OG0006758	YEAST00132	OFUSG25525.1.p1
OG0006766	YEAST01711	OFUSG14742.1.p1
OG0006769	YEAST04955	OFUSG26103.1.p1
OG0006772	YEAST05602	OFUSG05966.1.p1
OG0006775	YEAST01095	OFUSG11034.1.p1
OG0006776	YEAST02455	OFUSG15876.1.p1
OG0006777	YEAST05242	OFUSG11705.1.p1
OG0006826	YEAST03748	OFUSG03216.1.p1
OG0006830	YEAST02320	OFUSG24087.1.p1
OG0006838	YEAST01244	OFUSG10401.1.p1
OG0006843	YEAST03855	OFUSG09822.1.p1
OG0006846	YEAST04146	OFUSG11488.1.p1
OG0006853	YEAST03500	OFUSG06439.1.p1
OG0006860	YEAST03798	OFUSG20553.1.p1
OG0006867	YEAST03341	OFUSG26803.1.p1
OG0006874	YEAST03449	OFUSG17867.2.p1, OFUSG17867.1.p1
OG0006876	YEAST00384	OFUSG23465.1.p1
OG0006880	YEAST04631	OFUSG26215.1.p1
OG0006881	YEAST01049	OFUSG02889.1.p1
OG0006887	YEAST01983	OFUSG04466.1.p1
OG0006888	YEAST00485	OFUSG13161.1.p1
OG0006890	YEAST02034	OFUSG06585.1.p1
OG0006891	YEAST00187	OFUSG24176.1.p1
OG0006892	YEAST04820	OFUSG15808.1.p1
OG0006894	YEAST01360	OFUSG18389.1.p1
OG0006897	YEAST00856	OFUSG09082.1.p1
OG0006906	YEAST00746	OFUSG15448.1.p1
OG0006918	YEAST05610	OFUSG26318.1.p1
OG0006924	YEAST04308	OFUSG17158.1.p1
OG0006927	YEAST00921	OFUSG07179.1.p1
OG0006934	YEAST02053	OFUSG14725.1.p1
OG0006935	YEAST02014	OFUSG15458.1.p1
OG0006936	YEAST06114	OFUSG06570.1.p1
OG0006937	YEAST05537	OFUSG26075.1.p1
OG0006938	YEAST02536	OFUSG12471.1.p1
OG0006939	YEAST01033	OFUSG17603.1.p1
OG0006940	YEAST05163	OFUSG13186.1.p1
OG0006942	YEAST00190	OFUSG11727.1.p1, OFUSG11727.2.p1
OG0006943	YEAST02583	OFUSG08404.1.p1
OG0006949	YEAST00975, YEAST00256	OFUSG15878.1.p1
OG0006952	YEAST02831	OFUSG20628.1.p1
OG0006953	YEAST02903, YEAST04751, YEAST05739	OFUSG00884.1.p1
OG0006959	YEAST01865	OFUSG09250.1.p1
OG0006964	YEAST05995	OFUSG00362.1.p1
OG0006966	YEAST02544	OFUSG24778.1.p1
OG0006967	YEAST06235	OFUSG10677.1.p1
OG0006968	YEAST03972	OFUSG23129.1.p1
OG0006969	YEAST01604	OFUSG19497.1.p1
OG0006971	YEAST00044	OFUSG22447.1.p1
OG0006973	YEAST03793	OFUSG00129.1.p1
OG0006975	YEAST02322	OFUSG00620.1.p1
OG0006977	YEAST06248	OFUSG18645.1.p1
OG0006980	YEAST02173	OFUSG21476.1.p1
OG0006985	YEAST03215	OFUSG07556.1.p1
OG0006989	YEAST04914	OFUSG04394.1.p1
OG0006991	YEAST05066	OFUSG17185.1.p1
OG0006992	YEAST04657	OFUSG19003.1.p1
OG0006994	YEAST05554	OFUSG16405.1.p1
OG0006995	YEAST06048	OFUSG08451.1.p1
OG0006997	YEAST00664	OFUSG06281.1.p1
OG0006998	YEAST02509	OFUSG16627.1.p1
OG0006999	YEAST03874	OFUSG13743.1.p1
OG0007003	YEAST01840	OFUSG18628.1.p1
OG0007005	YEAST03907	OFUSG24056.1.p1
OG0007009	YEAST05645	OFUSG04231.1.p1
OG0007010	YEAST01652	OFUSG04162.1.p1, OFUSG02296.1.p1
OG0007012	YEAST05361	OFUSG18164.1.p1
OG0007013	YEAST05971	OFUSG17828.1.p1
OG0007015	YEAST03053	OFUSG20280.1.p1
OG0007016	YEAST05307	OFUSG23182.2.p1, OFUSG23182.1.p1
OG0007020	YEAST00663	OFUSG18698.1.p1
OG0007024	YEAST01864	OFUSG06084.1.p1, OFUSG06084.2.p1
OG0007028	YEAST06312	OFUSG13370.1.p1
OG0007029	YEAST05619	OFUSG00068.1.p1
OG0007033	YEAST04002	OFUSG12337.1.p1
OG0007036	YEAST04799	OFUSG25686.1.p1
OG0007043	YEAST02072, YEAST01064	OFUSG06723.1.p1
OG0007045	YEAST01113	OFUSG00867.1.p1
OG0007046	YEAST04826	OFUSG01801.1.p1
OG0007049	YEAST05930	OFUSG13313.1.p1
OG0007050	YEAST05668	OFUSG05674.1.p1
OG0007053	YEAST05898	OFUSG21516.1.p1
OG0007055	YEAST02593	OFUSG15353.1.p1
OG0007061	YEAST03247	OFUSG06485.1.p1
OG0007063	YEAST04650	OFUSG10493.1.p1
OG0007065	YEAST01111	OFUSG07963.1.p1
OG0007071	YEAST02162	OFUSG12865.1.p1
OG0007073	YEAST03946	OFUSG17728.1.p1
OG0007075	YEAST00811	OFUSG18110.1.p1, OFUSG18110.2.p1, OFUSG18111.1.p1
OG0007084	YEAST05527	OFUSG23130.1.p1
OG0007089	YEAST04132	OFUSG14491.1.p1, OFUSG14492.1.p1
OG0007092	YEAST01811	OFUSG12355.1.p1
OG0007093	YEAST01923	OFUSG13021.1.p1
OG0007095	YEAST02581	OFUSG18269.1.p1
OG0007097	YEAST01699	OFUSG08779.1.p1
OG0007098	YEAST03783	OFUSG20568.1.p1
OG0007106	YEAST00202	OFUSG18964.1.p1
OG0007112	YEAST05597	OFUSG19617.1.p1
OG0007114	YEAST03493	OFUSG20430.1.p1
OG0007118	YEAST01120	OFUSG00366.1.p1
OG0007119	YEAST05459	OFUSG23664.1.p1
OG0007120	YEAST04248	OFUSG21210.1.p1
OG0007121	YEAST05746	OFUSG11479.1.p1
OG0007124	YEAST04818	OFUSG02914.1.p1
OG0007127	YEAST04415	OFUSG21273.1.p1
OG0007130	YEAST05158	OFUSG06200.1.p1
OG0007131	YEAST05874	OFUSG23463.1.p1
OG0007137	YEAST00797	OFUSG10871.1.p1
OG0007138	YEAST04319	OFUSG08302.1.p1
OG0007139	YEAST05259	OFUSG12636.1.p1
OG0007143	YEAST02636	OFUSG17545.1.p1
OG0007144	YEAST04135	OFUSG21801.1.p1
OG0007150	YEAST00900	OFUSG05344.1.p1
OG0007154	YEAST01439	OFUSG08565.1.p1
OG0007164	YEAST05557	OFUSG06600.1.p1
OG0007182	YEAST00042	OFUSG13896.2.p1, OFUSG13896.1.p1
OG0007184	YEAST01512	OFUSG13288.1.p1
OG0007185	YEAST01036	OFUSG26363.1.p1
OG0007186	YEAST00761	OFUSG03968.1.p1
OG0007192	YEAST00860	OFUSG04047.1.p1
OG0007201	YEAST01721	OFUSG17829.1.p1
OG0007249	YEAST00344	OFUSG03804.1.p1, OFUSG03803.1.p1, OFUSG09002.1.p1, OFUSG09003.1.p1
OG0007254	YEAST00328	OFUSG26478.1.p1
OG0007258	YEAST02867	OFUSG20033.1.p1
OG0007264	YEAST04093	OFUSG22910.1.p1
OG0007269	YEAST04522	OFUSG17107.1.p1, OFUSG16940.1.p1
OG0007274	YEAST04165, YEAST05634	OFUSG19415.1.p1
OG0007276	YEAST02007	OFUSG09515.1.p1
OG0007282	YEAST04912	OFUSG14906.1.p1
OG0007288	YEAST02949	OFUSG11110.1.p1
OG0007292	YEAST05159	OFUSG09326.1.p1
OG0007303	YEAST05207	OFUSG11757.1.p1
OG0007307	YEAST05606	OFUSG15381.1.p1
OG0007313	YEAST02047	OFUSG08189.1.p1
OG0007317	YEAST04084	OFUSG23619.1.p1
OG0007321	YEAST05016	OFUSG11477.1.p1
OG0007322	YEAST01090	OFUSG09904.1.p1
OG0007325	YEAST03249	OFUSG20353.1.p1
OG0007330	YEAST00633	OFUSG03047.1.p1
OG0007332	YEAST02451	OFUSG18187.1.p1, OFUSG03446.1.p1, OFUSG25420.1.p1
OG0007335	YEAST06084	OFUSG12346.1.p1
OG0007336	YEAST03606	OFUSG01140.1.p1
OG0007341	YEAST00183	OFUSG08079.1.p1
OG0007342	YEAST03859	OFUSG21114.1.p1
OG0007343	YEAST00383	OFUSG23516.1.p1
OG0007347	YEAST02066	OFUSG12292.1.p1
OG0007349	YEAST01492	OFUSG23871.1.p1
OG0007354	YEAST03378	OFUSG17364.1.p1
OG0007355	YEAST02682	OFUSG14831.1.p1
OG0007361	YEAST02394	OFUSG09488.1.p1
OG0007363	YEAST05519	OFUSG02740.1.p1
OG0007364	YEAST01959	OFUSG01952.1.p1
OG0007367	YEAST01013	OFUSG17700.1.p1
OG0007371	YEAST04970	OFUSG05965.1.p1
OG0007379	YEAST00967	OFUSG25215.1.p1
OG0007380	YEAST00785, YEAST00666	OFUSG02808.1.p1
OG0007382	YEAST01108	OFUSG12635.1.p1
OG0007387	YEAST06326	OFUSG08047.1.p1, OFUSG08047.2.p1
OG0007393	YEAST01116	OFUSG12565.1.p1
OG0007394	YEAST05998	OFUSG13494.1.p1
OG0007395	YEAST00603	OFUSG10757.1.p1
OG0007397	YEAST03512	OFUSG13056.1.p1
OG0007399	YEAST02279	OFUSG01818.1.p1
OG0007401	YEAST03451	OFUSG10106.1.p1
OG0007408	YEAST03401	OFUSG16878.1.p1
OG0007409	YEAST05329	OFUSG16872.1.p1
OG0007411	YEAST04399	OFUSG04653.1.p1
OG0007412	YEAST04822	OFUSG01834.1.p1
OG0007414	YEAST01970	OFUSG17401.1.p1
OG0007415	YEAST01948	OFUSG04618.1.p1
