Orthogroup	YEAST	PFLAV
OG0006096	YEAST03331	TCONS_00006883.p1, TCONS_00006871.p1
OG0006098	YEAST06192	TCONS_00007779.p1
OG0006103	YEAST01110	TCONS_00000409.p1
OG0006104	YEAST03697	TCONS_00014211.p1
OG0006106	YEAST00295	TCONS_00054223.p1
OG0006113	YEAST06164	TCONS_00008491.p1
OG0006114	YEAST05960	TCONS_00027740.p1
OG0006115	YEAST01346	TCONS_00000342.p1
OG0006116	YEAST05770	TCONS_00009660.p1
OG0006117	YEAST05899	TCONS_00013524.p1
OG0006122	YEAST05199	TCONS_00014372.p1
OG0006127	YEAST04711	TCONS_00020694.p1
OG0006134	YEAST00416	TCONS_00008106.p1
OG0006135	YEAST00161	TCONS_00002593.p1
OG0006136	YEAST05740	TCONS_00016806.p1
OG0006140	YEAST05182	TCONS_00021228.p1, TCONS_00021227.p1
OG0006141	YEAST02626	TCONS_00028768.p1
OG0006144	YEAST04770	TCONS_00011254.p1
OG0006145	YEAST01394	TCONS_00050624.p1
OG0006149	YEAST05979	TCONS_00010120.p1
OG0006152	YEAST03796	TCONS_00045404.p1
OG0006155	YEAST04800	TCONS_00020771.p1, TCONS_00020781.p1
OG0006156	YEAST00437	TCONS_00021882.p1
OG0006157	YEAST02465	TCONS_00022400.p1
OG0006159	YEAST06098	TCONS_00020378.p1
OG0006160	YEAST01548	TCONS_00047213.p1
OG0006161	YEAST04301	TCONS_00032540.p1
OG0006168	YEAST01411	TCONS_00016557.p1
OG0006169	YEAST02933	TCONS_00043660.p1
OG0006176	YEAST03164	TCONS_00010221.p1
OG0006180	YEAST00504	TCONS_00007442.p1
OG0006181	YEAST02419	TCONS_00010425.p1
OG0006185	YEAST05986	TCONS_00045754.p1
OG0006186	YEAST01010	TCONS_00001195.p1
OG0006188	YEAST05311	TCONS_00053406.p1
OG0006189	YEAST00844, YEAST06269	TCONS_00012480.p1
OG0006191	YEAST02336	TCONS_00029555.p1
OG0006192	YEAST06153	TCONS_00056391.p1, TCONS_00041424.p1
OG0006196	YEAST03954	TCONS_00021445.p1
OG0006199	YEAST06121	TCONS_00052496.p1
OG0006200	YEAST05079	TCONS_00030705.p1
OG0006202	YEAST00362	TCONS_00007558.p1
OG0006209	YEAST04555	TCONS_00029727.p1
OG0006210	YEAST00201	TCONS_00009196.p1
OG0006213	YEAST03554	TCONS_00019307.p1
OG0006214	YEAST04089	TCONS_00037981.p1
OG0006216	YEAST01089	TCONS_00014138.p1
OG0006217	YEAST00809	TCONS_00051364.p1
OG0006224	YEAST02751, YEAST03048	TCONS_00050034.p1
OG0006225	YEAST04875	TCONS_00010489.p1
OG0006227	YEAST00128	TCONS_00026982.p1
OG0006229	YEAST00143	TCONS_00043875.p1
OG0006230	YEAST03869	TCONS_00020731.p1
OG0006233	YEAST04247	TCONS_00033829.p1
OG0006237	YEAST02126	TCONS_00051480.p1
OG0006240	YEAST04649	TCONS_00015238.p1
OG0006245	YEAST05732	TCONS_00056805.p1
OG0006249	YEAST00821	TCONS_00022323.p1
OG0006250	YEAST05424	TCONS_00027802.p1
OG0006255	YEAST03350	TCONS_00026740.p1, TCONS_00041555.p1
OG0006258	YEAST05637	TCONS_00032875.p1, TCONS_00032874.p1
OG0006259	YEAST05672	TCONS_00018304.p1
OG0006260	YEAST04100	TCONS_00047383.p1
OG0006263	YEAST02521	TCONS_00007047.p1
OG0006269	YEAST03069	TCONS_00048493.p1
OG0006271	YEAST00375	TCONS_00013879.p1
OG0006275	YEAST06102	TCONS_00001487.p1
OG0006277	YEAST02811	TCONS_00005076.p1
OG0006279	YEAST04402	TCONS_00002188.p1
OG0006280	YEAST04541	TCONS_00009583.p1
OG0006281	YEAST04979	TCONS_00050422.p1
OG0006282	YEAST01445	TCONS_00041317.p1, TCONS_00041301.p1
OG0006283	YEAST00229	TCONS_00020320.p1
OG0006284	YEAST04213	TCONS_00004481.p1
OG0006288	YEAST02860	TCONS_00005552.p1, TCONS_00005564.p1
OG0006289	YEAST06209	TCONS_00049653.p1
OG0006293	YEAST05380	TCONS_00006350.p1
OG0006294	YEAST04000	TCONS_00010810.p1
OG0006295	YEAST05360	TCONS_00006928.p1, TCONS_00006902.p1
OG0006302	YEAST01852	TCONS_00028792.p1
OG0006306	YEAST00230	TCONS_00017205.p1
OG0006311	YEAST01145	TCONS_00038156.p1
OG0006313	YEAST02392	TCONS_00046617.p1
OG0006315	YEAST00489	TCONS_00010515.p1
OG0006317	YEAST02082	TCONS_00005040.p1, TCONS_00029813.p1
OG0006319	YEAST01135	TCONS_00049238.p1
OG0006320	YEAST04478	TCONS_00048271.p1
OG0006322	YEAST00815	TCONS_00048928.p1
OG0006329	YEAST01245	TCONS_00026255.p1
OG0006332	YEAST06042	TCONS_00024586.p1
OG0006334	YEAST00864	TCONS_00053945.p1
OG0006335	YEAST02588	TCONS_00038727.p1
OG0006339	YEAST06286	TCONS_00006224.p1
OG0006340	YEAST00922, YEAST05387	TCONS_00030619.p1
OG0006341	YEAST01452	TCONS_00053211.p1
OG0006344	YEAST01465	TCONS_00032988.p1
OG0006347	YEAST03436	TCONS_00056824.p1
OG0006349	YEAST05233	TCONS_00052515.p1
OG0006350	YEAST00452	TCONS_00012262.p1
OG0006357	YEAST02650	TCONS_00050895.p1
OG0006360	YEAST01556	TCONS_00036149.p1
OG0006362	YEAST05722	TCONS_00041980.p1, TCONS_00041972.p1
OG0006370	YEAST02350	TCONS_00053971.p1
OG0006372	YEAST05423	TCONS_00055014.p1
OG0006375	YEAST05198	TCONS_00014183.p1
OG0006377	YEAST04974	TCONS_00053744.p1, TCONS_00053743.p1
OG0006378	YEAST01924	TCONS_00026085.p1
OG0006381	YEAST01058	TCONS_00047599.p1
OG0006382	YEAST03313	TCONS_00011902.p1
OG0006385	YEAST04806	TCONS_00011299.p1, TCONS_00011279.p1
OG0006387	YEAST05324	TCONS_00001551.p1
OG0006389	YEAST02409	TCONS_00001248.p1
OG0006390	YEAST00339	TCONS_00047659.p1
OG0006392	YEAST01246	TCONS_00001939.p1
OG0006395	YEAST03605	TCONS_00045081.p1
OG0006396	YEAST02453	TCONS_00054358.p1
OG0006398	YEAST04420, YEAST03553	TCONS_00020199.p1
OG0006407	YEAST02250	TCONS_00017172.p1
OG0006416	YEAST00023	TCONS_00023832.p1, TCONS_00023833.p1, TCONS_00003639.p1, TCONS_00019421.p1, TCONS_00019418.p1, TCONS_00019425.p1, TCONS_00019422.p1, TCONS_00019423.p1, TCONS_00019424.p1, TCONS_00019416.p1, TCONS_00019417.p1, TCONS_00020414.p1
OG0006447	YEAST03459	TCONS_00014759.p1
OG0006448	YEAST00505, YEAST04285	TCONS_00055605.p1
OG0006449	YEAST02458	TCONS_00018301.p1
OG0006456	YEAST06224	TCONS_00024071.p1
OG0006459	YEAST00972, YEAST00245	TCONS_00029344.p1
OG0006461	YEAST05346	TCONS_00048350.p1
OG0006462	YEAST01838	TCONS_00014431.p1
OG0006464	YEAST05965	TCONS_00021066.p1
OG0006465	YEAST01875	TCONS_00009885.p1
OG0006470	YEAST01306	TCONS_00027786.p1
OG0006474	YEAST03988	TCONS_00005145.p1
OG0006475	YEAST06223, YEAST00349	TCONS_00056392.p1, TCONS_00041422.p1
OG0006476	YEAST00315	TCONS_00042228.p1
OG0006479	YEAST05669	TCONS_00051879.p1
OG0006481	YEAST06165	TCONS_00034795.p1
OG0006488	YEAST02614	TCONS_00011528.p1, TCONS_00011527.p1
OG0006498	YEAST02291	TCONS_00043357.p1, TCONS_00043346.p1
OG0006503	YEAST06053	TCONS_00021845.p1
OG0006504	YEAST02866	TCONS_00006488.p1
OG0006507	YEAST02914	TCONS_00049530.p1
OG0006511	YEAST01899	TCONS_00007950.p1
OG0006512	YEAST04169	TCONS_00011733.p1
OG0006514	YEAST05820	TCONS_00043974.p1
OG0006515	YEAST03195	TCONS_00004438.p1
OG0006516	YEAST02248	TCONS_00010802.p1
OG0006520	YEAST05914	TCONS_00042468.p1, TCONS_00042416.p1
OG0006523	YEAST04170	TCONS_00011605.p1
OG0006528	YEAST02276	TCONS_00004367.p1
OG0006532	YEAST05019	TCONS_00053038.p1, TCONS_00053081.p1
OG0006533	YEAST00790	TCONS_00001339.p1
OG0006536	YEAST05130	TCONS_00026188.p1
OG0006538	YEAST02168	TCONS_00018708.p1, TCONS_00018657.p1
OG0006543	YEAST03219	TCONS_00017046.p1
OG0006544	YEAST06160	TCONS_00008190.p1, TCONS_00008179.p1
OG0006550	YEAST05541	TCONS_00049126.p1
OG0006552	YEAST02016	TCONS_00029062.p1
OG0006553	YEAST05825	TCONS_00014564.p1
OG0006554	YEAST04136	TCONS_00005063.p1
OG0006561	YEAST00874	TCONS_00009958.p1
OG0006564	YEAST05934	TCONS_00005531.p1
OG0006568	YEAST03560	TCONS_00045070.p1
OG0006569	YEAST02940	TCONS_00004482.p1
OG0006571	YEAST00795	TCONS_00027928.p1
OG0006574	YEAST06163	TCONS_00029325.p1
OG0006577	YEAST03945	TCONS_00054554.p1
OG0006578	YEAST00813	TCONS_00026429.p1
OG0006580	YEAST04957	TCONS_00003702.p1
OG0006582	YEAST04615	TCONS_00028748.p1
OG0006584	YEAST01846	TCONS_00009190.p1
OG0006589	YEAST04474	TCONS_00047690.p1
OG0006594	YEAST00464	TCONS_00005014.p1
OG0006595	YEAST05577	TCONS_00029764.p1
OG0006596	YEAST03312	TCONS_00007790.p1
OG0006597	YEAST01876	TCONS_00042667.p1
OG0006598	YEAST02580	TCONS_00029076.p1
OG0006602	YEAST06259	TCONS_00056704.p1
OG0006603	YEAST05721	TCONS_00007117.p1
OG0006604	YEAST01597	TCONS_00006520.p1
OG0006607	YEAST05258	TCONS_00044660.p1
OG0006609	YEAST04231	TCONS_00056679.p1
OG0006610	YEAST04593	TCONS_00012981.p1
OG0006611	YEAST02395	TCONS_00055553.p1
OG0006613	YEAST00490	TCONS_00020318.p1
OG0006615	YEAST02695	TCONS_00055565.p1
OG0006617	YEAST02864, YEAST02189	TCONS_00056205.p1
OG0006619	YEAST03691	TCONS_00045095.p1
OG0006622	YEAST04382	TCONS_00021887.p1
OG0006627	YEAST01553	TCONS_00000978.p1
OG0006630	YEAST05584	TCONS_00032852.p1
OG0006631	YEAST01419, YEAST04493	TCONS_00003832.p1
OG0006633	YEAST05580	TCONS_00045550.p1
OG0006636	YEAST06190	TCONS_00012633.p1
OG0006637	YEAST06011	TCONS_00013489.p1
OG0006651	YEAST03308	TCONS_00000270.p1
OG0006655	YEAST04609	TCONS_00028473.p1
OG0006658	YEAST03323	TCONS_00045451.p1, TCONS_00045482.p1
OG0006662	YEAST02707	TCONS_00035039.p1
OG0006663	YEAST04538	TCONS_00006144.p1, TCONS_00006163.p1
OG0006664	YEAST04769	TCONS_00015932.p1
OG0006667	YEAST03011	TCONS_00015836.p1
OG0006668	YEAST00040	TCONS_00042523.p1
OG0006669	YEAST05379	TCONS_00052745.p1
OG0006678	YEAST03428	TCONS_00013801.p1
OG0006681	YEAST02774	TCONS_00056930.p1
OG0006688	YEAST02298	TCONS_00008729.p1
OG0006690	YEAST00986	TCONS_00048041.p1
OG0006691	YEAST06141	TCONS_00053236.p1
OG0006692	YEAST04243	TCONS_00003067.p1
OG0006694	YEAST04074	TCONS_00002311.p1
OG0006703	YEAST04919	TCONS_00045997.p1
OG0006704	YEAST02241	TCONS_00000539.p1
OG0006706	YEAST01312	TCONS_00014874.p1
OG0006707	YEAST04448	TCONS_00014958.p1
OG0006712	YEAST01297	TCONS_00007395.p1
OG0006716	YEAST01688	TCONS_00018192.p1
OG0006717	YEAST03273, YEAST00511	TCONS_00012131.p1
OG0006722	YEAST05928	TCONS_00053746.p1
OG0006725	YEAST05141	TCONS_00048951.p1
OG0006726	YEAST01310	TCONS_00044651.p1
OG0006728	YEAST01819	TCONS_00055761.p1
OG0006730	YEAST06066	TCONS_00044178.p1
OG0006732	YEAST05092	TCONS_00020263.p1
OG0006736	YEAST03708, YEAST02845	TCONS_00008432.p1
OG0006738	YEAST03786	TCONS_00057052.p1
OG0006741	YEAST00908	TCONS_00047318.p1
OG0006752	YEAST01605	TCONS_00040754.p1
OG0006753	YEAST06210	TCONS_00011610.p1
OG0006754	YEAST05223, YEAST00660	TCONS_00008287.p1
OG0006755	YEAST03743	TCONS_00042769.p1
OG0006757	YEAST02585	TCONS_00011154.p1
OG0006758	YEAST00132	TCONS_00057241.p1
OG0006766	YEAST01711	TCONS_00022745.p1
OG0006769	YEAST04955	TCONS_00023716.p1, TCONS_00029383.p1
OG0006772	YEAST05602	TCONS_00026780.p1
OG0006775	YEAST01095	TCONS_00012501.p1
OG0006776	YEAST02455	TCONS_00055607.p1
OG0006777	YEAST05242	TCONS_00010464.p1
OG0006826	YEAST03748	TCONS_00041653.p1
OG0006830	YEAST02320	TCONS_00010805.p1
OG0006838	YEAST01244	TCONS_00012572.p1
OG0006843	YEAST03855	TCONS_00029554.p1
OG0006846	YEAST04146	TCONS_00010501.p1
OG0006853	YEAST03500	TCONS_00049013.p1
OG0006860	YEAST03798	TCONS_00008747.p1
OG0006867	YEAST03341	TCONS_00010725.p1
OG0006869	YEAST01706	TCONS_00048793.p1
OG0006874	YEAST03449	TCONS_00013010.p1
OG0006876	YEAST00384	TCONS_00054383.p1
OG0006880	YEAST04631	TCONS_00014869.p1
OG0006881	YEAST01049	TCONS_00043849.p1
OG0006887	YEAST01983	TCONS_00055244.p1
OG0006888	YEAST00485	TCONS_00017203.p1
OG0006890	YEAST02034	TCONS_00026380.p1
OG0006891	YEAST00187	TCONS_00005459.p1
OG0006892	YEAST04820	TCONS_00055599.p1
OG0006894	YEAST01360	TCONS_00013687.p1
OG0006897	YEAST00856	TCONS_00028324.p1
OG0006901	YEAST05480	TCONS_00056765.p1
OG0006906	YEAST00746	TCONS_00006172.p1
OG0006918	YEAST05610	TCONS_00046489.p1
OG0006920	YEAST02490	TCONS_00001003.p1
OG0006924	YEAST04308	TCONS_00019814.p1
OG0006927	YEAST00921	TCONS_00056916.p1
OG0006934	YEAST02053	TCONS_00021826.p1
OG0006935	YEAST02014	TCONS_00027216.p1
OG0006936	YEAST06114	TCONS_00026943.p1
OG0006937	YEAST05537	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1
OG0006938	YEAST02536	TCONS_00048561.p1
OG0006939	YEAST01033	TCONS_00045731.p1, TCONS_00045732.p1
OG0006940	YEAST05163	TCONS_00020637.p1
OG0006942	YEAST00190	TCONS_00011962.p1
OG0006943	YEAST02583	TCONS_00016606.p1
OG0006949	YEAST00975, YEAST00256	TCONS_00019352.p1
OG0006952	YEAST02831	TCONS_00007043.p1
OG0006953	YEAST02903, YEAST04751, YEAST05739	TCONS_00057019.p1
OG0006959	YEAST01865	TCONS_00017783.p1
OG0006964	YEAST05995	TCONS_00013322.p1
OG0006966	YEAST02544	TCONS_00021949.p1
OG0006967	YEAST06235	TCONS_00013925.p1, TCONS_00013924.p1
OG0006968	YEAST03972	TCONS_00008544.p1
OG0006969	YEAST01604	TCONS_00027604.p1
OG0006971	YEAST00044	TCONS_00006676.p1
OG0006973	YEAST03793	TCONS_00001025.p1
OG0006975	YEAST02322	TCONS_00001197.p1
OG0006977	YEAST06248	TCONS_00047323.p1
OG0006978	YEAST00696	TCONS_00028090.p1
OG0006980	YEAST02173	TCONS_00052008.p1
OG0006985	YEAST03215	TCONS_00049518.p1
OG0006989	YEAST04914	TCONS_00055897.p1
OG0006991	YEAST05066	TCONS_00045078.p1
OG0006992	YEAST04657	TCONS_00052895.p1
OG0006994	YEAST05554	TCONS_00002645.p1
OG0006995	YEAST06048	TCONS_00001363.p1
OG0006997	YEAST00664	TCONS_00048268.p1
OG0006998	YEAST02509	TCONS_00056048.p1
OG0006999	YEAST03874	TCONS_00018389.p1
OG0007003	YEAST01840	TCONS_00007710.p1
OG0007005	YEAST03907	TCONS_00005914.p1
OG0007009	YEAST05645	TCONS_00031874.p1
OG0007010	YEAST01652	TCONS_00042742.p1
OG0007012	YEAST05361	TCONS_00030131.p1
OG0007013	YEAST05971	TCONS_00013691.p1
OG0007015	YEAST03053	TCONS_00009257.p1
OG0007016	YEAST05307	TCONS_00007491.p1
OG0007020	YEAST00663	TCONS_00025884.p1
OG0007024	YEAST01864	TCONS_00048088.p1
OG0007030	YEAST05712	TCONS_00030781.p1
OG0007033	YEAST04002	TCONS_00011250.p1
OG0007036	YEAST04799	TCONS_00014868.p1
OG0007043	YEAST02072, YEAST01064	TCONS_00027745.p1
OG0007045	YEAST01113	TCONS_00054903.p1
OG0007046	YEAST04826	TCONS_00001135.p1
OG0007049	YEAST05930	TCONS_00051136.p1
OG0007050	YEAST05668	TCONS_00027092.p1
OG0007053	YEAST05898	TCONS_00033075.p1
OG0007055	YEAST02593	TCONS_00006739.p1
OG0007061	YEAST03247	TCONS_00026381.p1
OG0007063	YEAST04650	TCONS_00013713.p1
OG0007065	YEAST01111	TCONS_00023245.p1
OG0007071	YEAST02162	TCONS_00054222.p1
OG0007073	YEAST03946	TCONS_00051978.p1
OG0007075	YEAST00811	TCONS_00031214.p1, TCONS_00031191.p1
OG0007084	YEAST05527	TCONS_00007233.p1
OG0007089	YEAST04132	TCONS_00022106.p1
OG0007092	YEAST01811	TCONS_00009665.p1
OG0007093	YEAST01923	TCONS_00053768.p1
OG0007095	YEAST02581	TCONS_00012814.p1
OG0007097	YEAST01699	TCONS_00052445.p1, TCONS_00040903.p1
OG0007098	YEAST03783	TCONS_00033201.p1, TCONS_00008826.p1
OG0007106	YEAST00202	TCONS_00047227.p1
OG0007112	YEAST05597	TCONS_00029738.p1
OG0007114	YEAST03493	TCONS_00008157.p1
OG0007118	YEAST01120	TCONS_00001877.p1
OG0007119	YEAST05459	TCONS_00052985.p1, TCONS_00052977.p1
OG0007120	YEAST04248	TCONS_00053428.p1
OG0007121	YEAST05746	TCONS_00011260.p1
OG0007124	YEAST04818	TCONS_00043163.p1
OG0007127	YEAST04415	TCONS_00019274.p1
OG0007130	YEAST05158	TCONS_00047510.p1
OG0007131	YEAST05874	TCONS_00053264.p1
OG0007132	YEAST06078	TCONS_00046363.p1
OG0007137	YEAST00797	TCONS_00014362.p1
OG0007138	YEAST04319	TCONS_00015362.p1
OG0007139	YEAST05259	TCONS_00016896.p1
OG0007143	YEAST02636	TCONS_00045330.p1
OG0007144	YEAST04135	TCONS_00011322.p1
OG0007150	YEAST00900	TCONS_00008146.p1
OG0007154	YEAST01439	TCONS_00009690.p1
OG0007164	YEAST05557	TCONS_00002256.p1
OG0007165	YEAST04228, YEAST02514	TCONS_00017776.p1
OG0007166	YEAST05384	TCONS_00024144.p1
OG0007168	YEAST02929	TCONS_00055660.p1
OG0007182	YEAST00042	TCONS_00022331.p1
OG0007184	YEAST01512	TCONS_00018313.p1
OG0007185	YEAST01036	TCONS_00035310.p1, TCONS_00035096.p1, TCONS_00045105.p1, TCONS_00045100.p1
OG0007186	YEAST00761	TCONS_00003055.p1
OG0007192	YEAST00860	TCONS_00056981.p1
OG0007201	YEAST01721	TCONS_00012488.p1
OG0007249	YEAST00344	TCONS_00044027.p1, TCONS_00044026.p1
OG0007254	YEAST00328	TCONS_00050275.p1
OG0007258	YEAST02867	TCONS_00029836.p1
OG0007264	YEAST04093	TCONS_00009451.p1
OG0007269	YEAST04522	TCONS_00017528.p1, TCONS_00018132.p1
OG0007274	YEAST04165, YEAST05634	TCONS_00004667.p1
OG0007276	YEAST02007	TCONS_00028742.p1
OG0007279	YEAST02363	TCONS_00005992.p1
OG0007282	YEAST04912	TCONS_00006842.p1
OG0007288	YEAST02949	TCONS_00031264.p1
OG0007292	YEAST05159	TCONS_00035530.p1, TCONS_00035602.p1
OG0007303	YEAST05207	TCONS_00021677.p1
OG0007307	YEAST05606	TCONS_00003884.p1
OG0007313	YEAST02047	TCONS_00016093.p1, TCONS_00016085.p1, TCONS_00016094.p1
OG0007317	YEAST04084	TCONS_00046686.p1
OG0007322	YEAST01090	TCONS_00015457.p1
OG0007325	YEAST03249	TCONS_00007263.p1
OG0007330	YEAST00633	TCONS_00042612.p1
OG0007332	YEAST02451	TCONS_00041617.p1
OG0007335	YEAST06084	TCONS_00012140.p1
OG0007336	YEAST03606	TCONS_00001393.p1, TCONS_00001399.p1
OG0007341	YEAST00183	TCONS_00016545.p1
OG0007342	YEAST03859	TCONS_00014969.p1, TCONS_00052712.p1
OG0007343	YEAST00383	TCONS_00052916.p1
OG0007347	YEAST02066	TCONS_00027454.p1
OG0007349	YEAST01492	TCONS_00006145.p1
OG0007354	YEAST03378	TCONS_00019461.p1
OG0007355	YEAST02682	TCONS_00006284.p1
OG0007361	YEAST02394	TCONS_00029124.p1, TCONS_00029129.p1
OG0007363	YEAST05519	TCONS_00042576.p1
OG0007364	YEAST01959	TCONS_00043040.p1
OG0007367	YEAST01013	TCONS_00054210.p1
OG0007371	YEAST04970	TCONS_00026558.p1
OG0007376	YEAST02976	TCONS_00046614.p1
OG0007379	YEAST00967	TCONS_00003495.p1
OG0007380	YEAST00785, YEAST00666	TCONS_00019634.p1
OG0007382	YEAST01108	TCONS_00018463.p1
OG0007387	YEAST06326	TCONS_00015964.p1
OG0007393	YEAST01116	TCONS_00011541.p1
OG0007394	YEAST05998	TCONS_00010962.p1
OG0007395	YEAST00603	TCONS_00013162.p1
OG0007397	YEAST03512	TCONS_00053178.p1
OG0007399	YEAST02279	TCONS_00002016.p1
OG0007408	YEAST03401	TCONS_00017153.p1
OG0007409	YEAST05329	TCONS_00018206.p1
OG0007411	YEAST04399	TCONS_00020743.p1
OG0007412	YEAST04822	TCONS_00000425.p1
OG0007414	YEAST01970	TCONS_00053253.p1
OG0007415	YEAST01948	TCONS_00003678.p1
OG0007417	YEAST04175	TCONS_00004580.p1
OG0007419	YEAST02667	TCONS_00012322.p1
OG0007421	YEAST00762	TCONS_00056604.p1, TCONS_00056597.p1
OG0007424	YEAST05463	TCONS_00013473.p1
OG0007425	YEAST06135	TCONS_00043934.p1
OG0007427	YEAST00763	TCONS_00027248.p1
OG0007428	YEAST01536	TCONS_00041450.p1, TCONS_00055214.p1
OG0007431	YEAST00610	TCONS_00020262.p1
OG0007439	YEAST01063	TCONS_00016765.p1, TCONS_00016766.p1
OG0007442	YEAST03687	TCONS_00053552.p1
OG0007446	YEAST04647	TCONS_00005993.p1
OG0007451	YEAST02017	TCONS_00020489.p1
OG0007454	YEAST01359	TCONS_00022466.p1
OG0007456	YEAST00931	TCONS_00017386.p1
OG0007458	YEAST02196	TCONS_00054268.p1
OG0007460	YEAST04891	TCONS_00011173.p1
OG0007463	YEAST00394	TCONS_00023049.p1
OG0007466	YEAST00806	TCONS_00015307.p1
OG0007473	YEAST03408	TCONS_00056776.p2
OG0007478	YEAST02470	TCONS_00006303.p1
OG0007482	YEAST05783	TCONS_00050546.p1
OG0007483	YEAST01187	TCONS_00017917.p1
OG0007484	YEAST00517	TCONS_00011058.p1
OG0007488	YEAST04193	TCONS_00056102.p1
OG0007491	YEAST05032	TCONS_00026008.p1, TCONS_00026018.p1
OG0007495	YEAST04536	TCONS_00003309.p1
OG0007498	YEAST00593	TCONS_00046777.p1
OG0007499	YEAST03994	TCONS_00011333.p1
OG0007504	YEAST02642	TCONS_00013281.p1, TCONS_00013301.p1
OG0007508	YEAST05759	TCONS_00015471.p1
OG0007509	YEAST03229	TCONS_00054447.p1
OG0007519	YEAST04589	TCONS_00045536.p1
OG0007528	YEAST02438	TCONS_00016340.p1
OG0007531	YEAST05725	TCONS_00028954.p1
OG0007591	YEAST02623	TCONS_00002544.p1
OG0007597	YEAST05244	TCONS_00056560.p1
OG0007605	YEAST04509	TCONS_00010403.p1
OG0007615	YEAST05127	TCONS_00049219.p1
OG0007618	YEAST02486	TCONS_00002351.p1
OG0007619	YEAST04342	TCONS_00051121.p1
OG0007622	YEAST01282	TCONS_00048817.p1
OG0007624	YEAST03901	TCONS_00000852.p1
OG0007645	YEAST05586	TCONS_00013025.p1
OG0007646	YEAST05572	TCONS_00044005.p1
OG0007648	YEAST03775	TCONS_00001270.p1
OG0007656	YEAST02935	TCONS_00048545.p1
OG0007657	YEAST01213	TCONS_00036175.p1
OG0007663	YEAST01133	TCONS_00054988.p1
OG0007673	YEAST04892	TCONS_00045388.p1
OG0007676	YEAST01965	TCONS_00016320.p1
OG0007685	YEAST00976	TCONS_00011974.p1
OG0007690	YEAST00054	TCONS_00025906.p1
OG0007692	YEAST05386	TCONS_00012253.p1
OG0007698	YEAST04526	TCONS_00027879.p1
OG0007701	YEAST04394	TCONS_00006365.p1
OG0007703	YEAST03290	TCONS_00030277.p1
OG0007704	YEAST01687	TCONS_00020277.p1
OG0007712	YEAST02916	TCONS_00027070.p1
OG0007722	YEAST06130	TCONS_00029664.p1
OG0007727	YEAST01129	TCONS_00015528.p1
OG0007739	YEAST04408	TCONS_00001041.p1
OG0007744	YEAST04303	TCONS_00047303.p1
OG0007749	YEAST02144	TCONS_00049303.p1
OG0007751	YEAST03046	TCONS_00027679.p1
OG0007754	YEAST03550	TCONS_00050991.p1
OG0007758	YEAST04336	TCONS_00048344.p1
OG0007760	YEAST02821	TCONS_00002867.p1
OG0007766	YEAST03772, YEAST02908	TCONS_00013847.p1
OG0007767	YEAST03177	TCONS_00052065.p1, TCONS_00052071.p1
OG0007769	YEAST02589	TCONS_00013347.p1
OG0007772	YEAST05211	TCONS_00021495.p1
OG0007773	YEAST05609	TCONS_00021313.p1, TCONS_00022320.p1
OG0007783	YEAST03579	TCONS_00014436.p1
OG0007784	YEAST01170	TCONS_00057050.p1
OG0007786	YEAST01347	TCONS_00010304.p1
OG0007787	YEAST03458	TCONS_00049248.p1
OG0007801	YEAST02556, YEAST00332	TCONS_00013160.p1
OG0007803	YEAST00818	TCONS_00011075.p1
OG0007810	YEAST06278	TCONS_00049548.p1
OG0007811	YEAST05686	TCONS_00039538.p1
OG0007816	YEAST00605	TCONS_00051033.p1
OG0007823	YEAST03887	TCONS_00026099.p1
OG0007825	YEAST05054	TCONS_00020063.p1
OG0007827	YEAST01279	TCONS_00003607.p1
OG0007829	YEAST02649	TCONS_00011101.p1
OG0007830	YEAST03594	TCONS_00020303.p1
OG0007831	YEAST03693	TCONS_00026164.p1
OG0007838	YEAST04312	TCONS_00005286.p1
OG0007840	YEAST02829	TCONS_00045842.p1
OG0007843	YEAST04794	TCONS_00042751.p1
OG0007848	YEAST03711	TCONS_00002380.p1, TCONS_00002373.p1
OG0007849	YEAST01915	TCONS_00002911.p1
OG0007850	YEAST01418	TCONS_00051270.p1, TCONS_00050100.p1
OG0007858	YEAST03196	TCONS_00027054.p1
OG0007912	YEAST04725	TCONS_00006263.p1, TCONS_00005699.p1
OG0007918	YEAST04092	TCONS_00015815.p1
OG0007941	YEAST03892	TCONS_00045262.p1
OG0007943	YEAST03288	TCONS_00002346.p1
OG0007947	YEAST02420	TCONS_00014143.p1
OG0007958	YEAST01011	TCONS_00017230.p1
OG0007971	YEAST03990	TCONS_00018241.p1
OG0007975	YEAST01243	TCONS_00054492.p1
OG0007976	YEAST02259	TCONS_00014019.p1
OG0007978	YEAST01491	TCONS_00020830.p1
OG0007982	YEAST03186	TCONS_00056241.p1, TCONS_00056252.p1, TCONS_00025370.p1, TCONS_00023993.p1
OG0007986	YEAST01263	TCONS_00029807.p1
OG0007991	YEAST02341	TCONS_00011604.p1
OG0007993	YEAST00089	TCONS_00010046.p1
OG0007995	YEAST03463	TCONS_00007177.p1
OG0007996	YEAST04079	TCONS_00006814.p1
OG0007998	YEAST00688	TCONS_00004185.p1
OG0008008	YEAST02355	TCONS_00013247.p1
OG0008020	YEAST05433	TCONS_00012138.p1
OG0008030	YEAST00039	TCONS_00006069.p1
OG0008031	YEAST04719	TCONS_00043800.p1
