Orthogroup	YEAST	APOSJ_ok
OG0001860	YEAST00188	APOSJ_33519, APOSJ_33521, APOSJ_33526, APOSJ_33523, APOSJ_33525, APOSJ_33522, APOSJ_33524, APOSJ_33520
OG0001861	YEAST05779, YEAST04773	APOSJ_45324, APOSJ_60336, APOSJ_45323, APOSJ_45320, APOSJ_45321
OG0001863	YEAST03017	APOSJ_01576, APOSJ_00415, APOSJ_00414, APOSJ_15372, APOSJ_12086
OG0001866	YEAST05095, YEAST05570	APOSJ_32835
OG0001867	YEAST01669	APOSJ_52883
OG0001873	YEAST00981, YEAST00267	APOSJ_58073, APOSJ_58074, APOSJ_58075, APOSJ_22740, APOSJ_57636, APOSJ_58076, APOSJ_56840, APOSJ_56839
OG0001875	YEAST04137	APOSJ_50918, APOSJ_29011, APOSJ_07525, APOSJ_07524
OG0001877	YEAST04134	APOSJ_12818, APOSJ_12819, APOSJ_12817, APOSJ_15396
OG0001886	YEAST03260	APOSJ_39880, APOSJ_39882, APOSJ_39881, APOSJ_39883
OG0001888	YEAST05749, YEAST01573	APOSJ_04056, APOSJ_54635, APOSJ_54636
OG0001893	YEAST01023	APOSJ_16405, APOSJ_16404, APOSJ_11620, APOSJ_11621, APOSJ_16406, APOSJ_11619, APOSJ_11622, APOSJ_08129
OG0001894	YEAST00433	APOSJ_35271, APOSJ_60335, APOSJ_42126, APOSJ_60331, APOSJ_60330, APOSJ_35270, APOSJ_60329, APOSJ_42155
OG0001899	YEAST01210, YEAST04466	APOSJ_41901, APOSJ_41902, APOSJ_55560, APOSJ_41414, APOSJ_62784, APOSJ_04419, APOSJ_34450, APOSJ_41900, APOSJ_41355, APOSJ_23654, APOSJ_55567, APOSJ_55565, APOSJ_41903, APOSJ_56663, APOSJ_62785, APOSJ_41904, APOSJ_55568, APOSJ_55561, APOSJ_41905, APOSJ_34798
OG0001903	YEAST06020	APOSJ_10360, APOSJ_48531, APOSJ_48533, APOSJ_48532, APOSJ_48530
OG0001913	YEAST05520	APOSJ_43518, APOSJ_61852
OG0001915	YEAST04791	APOSJ_07492
OG0001917	YEAST01859	APOSJ_57287, APOSJ_41731
OG0001923	YEAST05881	APOSJ_02740, APOSJ_02734, APOSJ_45692, APOSJ_02737, APOSJ_45694, APOSJ_02739
OG0001926	YEAST02948	APOSJ_02021, APOSJ_02016, APOSJ_19147, APOSJ_24657, APOSJ_02018, APOSJ_19149, APOSJ_02017, APOSJ_02015, APOSJ_02022, APOSJ_24658, APOSJ_02014, APOSJ_24127, APOSJ_02020, APOSJ_24659, APOSJ_06053, APOSJ_19143, APOSJ_06059, APOSJ_02019, APOSJ_02013, APOSJ_19145, APOSJ_19146, APOSJ_19148, APOSJ_24656, APOSJ_21921, APOSJ_24655
OG0001932	YEAST03770, YEAST03179	APOSJ_48012
OG0001934	YEAST00877	APOSJ_61164, APOSJ_61165, APOSJ_09631, APOSJ_09629, APOSJ_39753, APOSJ_61162, APOSJ_39755, APOSJ_61163, APOSJ_09630, APOSJ_61166
OG0001935	YEAST00431	APOSJ_37882, APOSJ_37884, APOSJ_37883, APOSJ_48439
OG0001938	YEAST03931	APOSJ_09760
OG0001940	YEAST04188, YEAST05646	APOSJ_24905, APOSJ_24907, APOSJ_24911, APOSJ_24904, APOSJ_24910, APOSJ_05550, APOSJ_24903, APOSJ_37342, APOSJ_61811, APOSJ_37343, APOSJ_43352, APOSJ_37339, APOSJ_25576, APOSJ_37341, APOSJ_37344, APOSJ_33766, APOSJ_57177, APOSJ_33767, APOSJ_24908, APOSJ_24906
OG0001943	YEAST02393, YEAST05966	APOSJ_50356, APOSJ_45596
OG0001945	YEAST01671	APOSJ_10030
OG0001947	YEAST02570	APOSJ_57752, APOSJ_09627, APOSJ_57753, APOSJ_21283, APOSJ_57750, APOSJ_21287, APOSJ_57751
OG0001951	YEAST00941, YEAST05396	APOSJ_33380, APOSJ_33379, APOSJ_33378, APOSJ_33377
OG0001952	YEAST04673, YEAST01990, YEAST00155	APOSJ_36491, APOSJ_36490, APOSJ_36493, APOSJ_36492, APOSJ_37874, APOSJ_54153
OG0001965	YEAST04582	APOSJ_64153, APOSJ_64152, APOSJ_57362, APOSJ_50350, APOSJ_64157, APOSJ_50353, APOSJ_64156, APOSJ_64154, APOSJ_50355, APOSJ_64155, APOSJ_50352, APOSJ_50351, APOSJ_62839
OG0001968	YEAST04910	APOSJ_54545, APOSJ_54544, APOSJ_10368, APOSJ_26983, APOSJ_13824, APOSJ_13825
OG0001969	YEAST06173	APOSJ_37459, APOSJ_62722, APOSJ_62721, APOSJ_62724, APOSJ_62723
OG0001972	YEAST01822, YEAST03363	APOSJ_17188, APOSJ_26950, APOSJ_17189
OG0001985	YEAST04959	APOSJ_44206, APOSJ_44205
OG0001992	YEAST02679	APOSJ_25203, APOSJ_25202
OG0001998	YEAST00890	APOSJ_02261, APOSJ_02262, APOSJ_02259, APOSJ_13742, APOSJ_02263, APOSJ_02260
OG0002001	YEAST00502, YEAST03944	APOSJ_42216, APOSJ_49581
OG0002003	YEAST02826, YEAST03671	APOSJ_55230, APOSJ_55229, APOSJ_18038, APOSJ_55226, APOSJ_55228, APOSJ_55227, APOSJ_60870
OG0002008	YEAST00768	APOSJ_49775, APOSJ_27362
OG0002010	YEAST00609	APOSJ_38821, APOSJ_38822
OG0002013	YEAST03040	APOSJ_27027, APOSJ_17194
OG0002014	YEAST02422	APOSJ_51432, APOSJ_51431
OG0002015	YEAST05525	APOSJ_45315, APOSJ_01792, APOSJ_57629
OG0002025	YEAST03650	APOSJ_60008
OG0002026	YEAST01247	APOSJ_49812, APOSJ_49814, APOSJ_49813, APOSJ_49243
OG0002029	YEAST02646	APOSJ_48124, APOSJ_48125
OG0002031	YEAST02752	APOSJ_34265, APOSJ_34264
OG0002032	YEAST01221	APOSJ_12659, APOSJ_33685, APOSJ_28961, APOSJ_27460, APOSJ_28955, APOSJ_33687, APOSJ_28958, APOSJ_28962, APOSJ_27463, APOSJ_33690, APOSJ_33686, APOSJ_28960, APOSJ_33692, APOSJ_27462, APOSJ_28959, APOSJ_33689, APOSJ_33691, APOSJ_33688, APOSJ_27458, APOSJ_28957, APOSJ_41291, APOSJ_27461, APOSJ_33684, APOSJ_28956
OG0002042	YEAST02880	APOSJ_54543, APOSJ_00539, APOSJ_00541, APOSJ_00537, APOSJ_00540, APOSJ_00542, APOSJ_28756, APOSJ_03265, APOSJ_00538
OG0002043	YEAST04003	APOSJ_47382, APOSJ_06379, APOSJ_47381, APOSJ_47384, APOSJ_06377, APOSJ_47380, APOSJ_47383, APOSJ_40329
OG0002059	YEAST05893, YEAST04718	APOSJ_19185, APOSJ_19187
OG0002062	YEAST05454	APOSJ_47880, APOSJ_47881
OG0002063	YEAST00838	APOSJ_00865, APOSJ_31536
OG0002067	YEAST03444	APOSJ_52312, APOSJ_59874, APOSJ_59868, APOSJ_59871, APOSJ_59869, APOSJ_52315, APOSJ_52311, APOSJ_52313, APOSJ_59870, APOSJ_59876, APOSJ_52317, APOSJ_56625, APOSJ_59875, APOSJ_59873, APOSJ_52314, APOSJ_52310, APOSJ_59872, APOSJ_56624, APOSJ_52318
OG0002069	YEAST05962	APOSJ_42968, APOSJ_42969, APOSJ_53572, APOSJ_53569
OG0002073	YEAST04552	APOSJ_48634, APOSJ_48635
OG0002076	YEAST02206	APOSJ_31268, APOSJ_31267
OG0002078	YEAST06232	APOSJ_50570, APOSJ_50569, APOSJ_50568, APOSJ_50567
OG0002079	YEAST05765, YEAST00483	APOSJ_04020
OG0002080	YEAST05220, YEAST04736	APOSJ_64872, APOSJ_64871
OG0002084	YEAST04529	APOSJ_25777, APOSJ_08145
OG0002087	YEAST05702	APOSJ_50256, APOSJ_50255, APOSJ_50257, APOSJ_44986, APOSJ_34831
OG0002090	YEAST02246	APOSJ_33838, APOSJ_33837, APOSJ_33834, APOSJ_33835, APOSJ_33836
OG0002093	YEAST02255	APOSJ_57977, APOSJ_57978, APOSJ_57981, APOSJ_57979
OG0002097	YEAST02697	APOSJ_61809, APOSJ_61810
OG0002101	YEAST03902	APOSJ_43611, APOSJ_43614, APOSJ_07049, APOSJ_34535, APOSJ_54008, APOSJ_40599, APOSJ_46691, APOSJ_40596, APOSJ_43613, APOSJ_17281, APOSJ_07047, APOSJ_54005, APOSJ_17279, APOSJ_40597, APOSJ_43615, APOSJ_58476, APOSJ_40595, APOSJ_21903, APOSJ_40600, APOSJ_34536, APOSJ_07045, APOSJ_40598, APOSJ_17285
OG0002103	YEAST05974	APOSJ_63012, APOSJ_63007, APOSJ_41925, APOSJ_41924
OG0002108	YEAST03715	APOSJ_47225
OG0002123	YEAST02444	APOSJ_15971, APOSJ_15972
OG0002125	YEAST05183	APOSJ_43469
OG0002131	YEAST04275	APOSJ_60608, APOSJ_45858, APOSJ_52755, APOSJ_52754
OG0002137	YEAST04320	APOSJ_54937, APOSJ_54935, APOSJ_54936, APOSJ_54934
OG0002138	YEAST02406	APOSJ_53475, APOSJ_29069, APOSJ_29071, APOSJ_29072, APOSJ_29068, APOSJ_29070
OG0002144	YEAST02673	APOSJ_65349
OG0002146	YEAST04333, YEAST00109, YEAST03088, YEAST04454	APOSJ_63597, APOSJ_63598
OG0002147	YEAST04532, YEAST01219	APOSJ_40781, APOSJ_18263, APOSJ_40780
OG0002148	YEAST02060	APOSJ_16831
OG0002152	YEAST05624	APOSJ_18991, APOSJ_18990
OG0002156	YEAST03007	APOSJ_05013, APOSJ_18331, APOSJ_22577, APOSJ_05010, APOSJ_05014, APOSJ_28467, APOSJ_22580, APOSJ_18330, APOSJ_22575, APOSJ_22574, APOSJ_22576, APOSJ_05006, APOSJ_22578, APOSJ_22579, APOSJ_05008, APOSJ_28464, APOSJ_28468, APOSJ_05011, APOSJ_47391, APOSJ_05009, APOSJ_60409
OG0002160	YEAST03960	APOSJ_02524
OG0002165	YEAST04504	APOSJ_01609, APOSJ_01608, APOSJ_05460, APOSJ_00881, APOSJ_00880, APOSJ_12319, APOSJ_37411
OG0002168	YEAST00516	APOSJ_51816, APOSJ_54136, APOSJ_61808
OG0002169	YEAST02258	APOSJ_40833, APOSJ_61359, APOSJ_51678, APOSJ_40829, APOSJ_40197, APOSJ_40198
OG0002175	YEAST04956	APOSJ_31355, APOSJ_31356
OG0002184	YEAST00242	APOSJ_43748, APOSJ_43747, APOSJ_43749, APOSJ_43750
OG0002185	YEAST05212	APOSJ_43987, APOSJ_09124
OG0002188	YEAST04638, YEAST03913	APOSJ_53727, APOSJ_53725, APOSJ_06881, APOSJ_06882, APOSJ_64916, APOSJ_55512, APOSJ_44448, APOSJ_53729, APOSJ_53730, APOSJ_53728
OG0002189	YEAST02882, YEAST04447	APOSJ_12416, APOSJ_12421, APOSJ_02030, APOSJ_09347, APOSJ_12418, APOSJ_12415, APOSJ_12187, APOSJ_12201
OG0002213	YEAST01241, YEAST05495	APOSJ_06786, APOSJ_42872
OG0002216	YEAST06040	APOSJ_63449, APOSJ_63451, APOSJ_11612, APOSJ_08112, APOSJ_11613, APOSJ_11614, APOSJ_39301, APOSJ_39300, APOSJ_45800, APOSJ_39302
OG0002217	YEAST06033	APOSJ_23998, APOSJ_23999
OG0002222	YEAST03240	APOSJ_10001, APOSJ_12683
OG0002224	YEAST01574	APOSJ_17622, APOSJ_17623
OG0002225	YEAST04939	APOSJ_19485, APOSJ_19478, APOSJ_19480, APOSJ_19483, APOSJ_19484, APOSJ_19477, APOSJ_19479, APOSJ_19481
OG0002226	YEAST00948	APOSJ_01862, APOSJ_01863
OG0002228	YEAST04154, YEAST05632	APOSJ_00991, APOSJ_00172
OG0002233	YEAST00277	APOSJ_00558
OG0002239	YEAST01621	APOSJ_55654, APOSJ_55656, APOSJ_55661, APOSJ_55658
OG0002241	YEAST02005	APOSJ_20961, APOSJ_57652, APOSJ_57651, APOSJ_57650
OG0002243	YEAST04599, YEAST03601, YEAST04600	APOSJ_51191, APOSJ_51190, APOSJ_51189, APOSJ_51188
OG0002244	YEAST02768	APOSJ_48093, APOSJ_42931
OG0002252	YEAST00826	APOSJ_23311, APOSJ_23312
OG0002261	YEAST00472	APOSJ_61035
OG0002264	YEAST01705	APOSJ_22659, APOSJ_22657, APOSJ_22658, APOSJ_22656, APOSJ_08922, APOSJ_08924, APOSJ_08923, APOSJ_56966
OG0002279	YEAST05800	APOSJ_05574, APOSJ_41132
OG0002282	YEAST00881	APOSJ_05829, APOSJ_18182, APOSJ_05830, APOSJ_05827, APOSJ_05828
OG0002288	YEAST01591, YEAST05154	APOSJ_59817, APOSJ_12429, APOSJ_12432, APOSJ_12431, APOSJ_12425, APOSJ_59819, APOSJ_59820, APOSJ_52619, APOSJ_59818, APOSJ_12430
OG0002292	YEAST00152	APOSJ_19734, APOSJ_19733
OG0002312	YEAST06295	APOSJ_55381, APOSJ_52066, APOSJ_52067, APOSJ_52068
OG0002316	YEAST01805	APOSJ_24883
OG0002318	YEAST02923	APOSJ_40113, APOSJ_40110, APOSJ_50571, APOSJ_40111
OG0002319	YEAST00329	APOSJ_57975, APOSJ_22284, APOSJ_22254
OG0002321	YEAST02461	APOSJ_06004, APOSJ_15266, APOSJ_31636, APOSJ_31635, APOSJ_15235, APOSJ_37907, APOSJ_05999, APOSJ_31633, APOSJ_31634, APOSJ_11856, APOSJ_06000, APOSJ_06001, APOSJ_11855, APOSJ_31637, APOSJ_05997, APOSJ_31639, APOSJ_01324, APOSJ_06003, APOSJ_06002, APOSJ_15250, APOSJ_05998, APOSJ_15258
OG0002324	YEAST02615, YEAST06287	APOSJ_07129, APOSJ_44822
OG0002326	YEAST00310, YEAST02699	APOSJ_31024, APOSJ_31028, APOSJ_31027, APOSJ_63076, APOSJ_63071, APOSJ_31025, APOSJ_31026, APOSJ_31023
OG0002327	YEAST00346, YEAST06217	APOSJ_26562, APOSJ_26563
OG0002331	YEAST01653	APOSJ_14971
OG0002332	YEAST01606, YEAST05184, YEAST00285	APOSJ_33477
OG0002341	YEAST03640, YEAST04562	APOSJ_23660
OG0002344	YEAST02312, YEAST02019	APOSJ_44249
OG0002346	YEAST02012	APOSJ_29498, APOSJ_29497
OG0002348	YEAST01845	APOSJ_36746, APOSJ_48285, APOSJ_48286, APOSJ_48287
OG0002355	YEAST00016	APOSJ_20448, APOSJ_20447
OG0002356	YEAST00259	APOSJ_54515
OG0002361	YEAST01027	APOSJ_02850, APOSJ_45157
OG0002367	YEAST01179	APOSJ_64373, APOSJ_42132
OG0002369	YEAST03766	APOSJ_34403, APOSJ_06315, APOSJ_34402
OG0002374	YEAST02010, YEAST00133	APOSJ_22863
OG0002377	YEAST05000	APOSJ_49451, APOSJ_49453, APOSJ_07886, APOSJ_07888
OG0002406	YEAST05509	APOSJ_64758, APOSJ_64760
OG0002407	YEAST00012	APOSJ_08648, APOSJ_22087, APOSJ_08654, APOSJ_08647
OG0002409	YEAST02027	APOSJ_37130, APOSJ_37132
OG0002411	YEAST05950, YEAST02407	APOSJ_47231, APOSJ_47234, APOSJ_47239, APOSJ_47232, APOSJ_47235, APOSJ_47237, APOSJ_47236, APOSJ_18139, APOSJ_18138, APOSJ_47240, APOSJ_47238
OG0002412	YEAST06171	APOSJ_59797
OG0002413	YEAST01196	APOSJ_58317, APOSJ_19819
OG0002415	YEAST01271	APOSJ_00024, APOSJ_43754, APOSJ_50049, APOSJ_50046, APOSJ_50047, APOSJ_50048, APOSJ_15038, APOSJ_15039
OG0002421	YEAST02982	APOSJ_38501, APOSJ_38502
OG0002422	YEAST05026	APOSJ_18666
OG0002426	YEAST00184	APOSJ_17085
OG0002441	YEAST00068, YEAST02278, YEAST05821	APOSJ_63235, APOSJ_37619
OG0002442	YEAST05932	APOSJ_60666, APOSJ_08135
OG0002443	YEAST04906	APOSJ_23434, APOSJ_14134, APOSJ_14133, APOSJ_14128, APOSJ_14127, APOSJ_14131, APOSJ_14129, APOSJ_14130
OG0002446	YEAST04254	APOSJ_35606, APOSJ_58536, APOSJ_28531, APOSJ_28528, APOSJ_28529, APOSJ_35605, APOSJ_35604, APOSJ_28532, APOSJ_28530, APOSJ_47649
OG0002448	YEAST00626	APOSJ_15187, APOSJ_15188, APOSJ_15189, APOSJ_52207, APOSJ_56122
OG0002450	YEAST04575	APOSJ_34234, APOSJ_15550
OG0002453	YEAST00512	APOSJ_40651, APOSJ_31343, APOSJ_54262, APOSJ_23892, APOSJ_55455, APOSJ_31337, APOSJ_45762, APOSJ_06518, APOSJ_49759, APOSJ_54263, APOSJ_19438, APOSJ_06517
OG0002476	YEAST05799	APOSJ_31340, APOSJ_59656, APOSJ_20187, APOSJ_65314
OG0002486	YEAST01433	APOSJ_03153
OG0002492	YEAST01624	APOSJ_04118, APOSJ_04119
OG0002494	YEAST02402	APOSJ_06827, APOSJ_06823
OG0002495	YEAST02772	APOSJ_39410
OG0002497	YEAST02747	APOSJ_44682, APOSJ_13034, APOSJ_44681, APOSJ_44678, APOSJ_44679, APOSJ_13035
OG0002500	YEAST05648	APOSJ_48638, APOSJ_48637
OG0002505	YEAST02959	APOSJ_01052
OG0002510	YEAST04753	APOSJ_00271, APOSJ_00276, APOSJ_00274, APOSJ_38368, APOSJ_00275, APOSJ_00273, APOSJ_19919, APOSJ_40278, APOSJ_40275, APOSJ_26171
OG0002516	YEAST00066	APOSJ_04191
OG0002518	YEAST02890	APOSJ_15205, APOSJ_24026, APOSJ_24031, APOSJ_24025, APOSJ_15204, APOSJ_15202, APOSJ_24030, APOSJ_15201, APOSJ_24029, APOSJ_24033, APOSJ_24028, APOSJ_15203, APOSJ_24034, APOSJ_15199, APOSJ_15200, APOSJ_24027
OG0002520	YEAST05256	APOSJ_53146, APOSJ_53145
OG0002523	YEAST06234	APOSJ_64867
OG0002527	YEAST01639	APOSJ_29217, APOSJ_11996, APOSJ_11998, APOSJ_11997
OG0002528	YEAST00372	APOSJ_51777, APOSJ_46888, APOSJ_51778, APOSJ_29137, APOSJ_51774, APOSJ_25258, APOSJ_51771, APOSJ_51772, APOSJ_46886, APOSJ_47533, APOSJ_29136, APOSJ_46889, APOSJ_29135, APOSJ_46887, APOSJ_29138, APOSJ_46890
OG0002530	YEAST05530, YEAST03790	APOSJ_16584, APOSJ_16582, APOSJ_38753, APOSJ_16583
OG0002532	YEAST03235	APOSJ_60914, APOSJ_32989, APOSJ_60915
OG0002533	YEAST04525	APOSJ_36157, APOSJ_36156, APOSJ_21726, APOSJ_21724
OG0002543	YEAST00527	APOSJ_57190, APOSJ_18579, APOSJ_57186, APOSJ_57192, APOSJ_57191, APOSJ_57188, APOSJ_25134, APOSJ_57189, APOSJ_57185, APOSJ_18583
OG0002557	YEAST06243	APOSJ_13776
OG0002561	YEAST04438, YEAST02106	APOSJ_54631, APOSJ_54632, APOSJ_54628, APOSJ_54624, APOSJ_54626, APOSJ_54630, APOSJ_54627, APOSJ_54625, APOSJ_54629
OG0002562	YEAST03992	APOSJ_49481, APOSJ_49482, APOSJ_49480, APOSJ_49479
OG0002564	YEAST02186	APOSJ_15554, APOSJ_15555, APOSJ_15556
OG0002565	YEAST04224, YEAST02499	APOSJ_27641, APOSJ_27644, APOSJ_42207, APOSJ_27642, APOSJ_27643, APOSJ_42201
OG0002570	YEAST00592	APOSJ_51711, APOSJ_24460, APOSJ_30829, APOSJ_24719, APOSJ_51710, APOSJ_30830, APOSJ_34913, APOSJ_24721, APOSJ_24720, APOSJ_51709, APOSJ_53375
OG0002574	YEAST05657	APOSJ_48581, APOSJ_48577, APOSJ_48579, APOSJ_52924, APOSJ_52926, APOSJ_52922, APOSJ_52923, APOSJ_48580, APOSJ_48582, APOSJ_48578, APOSJ_52925, APOSJ_48584
OG0002594	YEAST06174	APOSJ_07882
OG0002598	YEAST04621, YEAST03577	APOSJ_60299, APOSJ_60300, APOSJ_64236, APOSJ_60301
OG0002605	YEAST06332	APOSJ_64806, APOSJ_16224
OG0002608	YEAST03716, YEAST02846	APOSJ_30330, APOSJ_30331
OG0002609	YEAST01355	APOSJ_02307, APOSJ_59514
OG0002610	YEAST01078, YEAST03973	APOSJ_08340, APOSJ_08343, APOSJ_63661, APOSJ_08342, APOSJ_08341
OG0002612	YEAST03508	APOSJ_63378, APOSJ_06794, APOSJ_63373, APOSJ_63376, APOSJ_63379, APOSJ_63377, APOSJ_63375, APOSJ_63374, APOSJ_63372, APOSJ_08635
OG0002617	YEAST00866	APOSJ_55213, APOSJ_44237, APOSJ_44236, APOSJ_44235, APOSJ_62576, APOSJ_62578, APOSJ_62577, APOSJ_50506, APOSJ_47611, APOSJ_44234, APOSJ_50504, APOSJ_50511, APOSJ_50505, APOSJ_62580, APOSJ_64498, APOSJ_62579, APOSJ_50507, APOSJ_44364, APOSJ_50508, APOSJ_44233
OG0002618	YEAST06247	APOSJ_31590, APOSJ_31589
OG0002621	YEAST05551	APOSJ_41594
OG0002629	YEAST05919	APOSJ_09799, APOSJ_45559, APOSJ_45560
OG0002632	YEAST02755	APOSJ_55023
OG0002633	YEAST04206	APOSJ_29412
OG0002636	YEAST01664, YEAST06215	APOSJ_09759, APOSJ_16759, APOSJ_34440
OG0002638	YEAST00919, YEAST04703	APOSJ_22902, APOSJ_13736, APOSJ_13735, APOSJ_13737, APOSJ_22327, APOSJ_22903
OG0002643	YEAST01938	APOSJ_14545, APOSJ_20906, APOSJ_20900, APOSJ_20264, APOSJ_20265, APOSJ_20268, APOSJ_25973, APOSJ_20266, APOSJ_20902, APOSJ_20269, APOSJ_14544, APOSJ_20905, APOSJ_11441
OG0002644	YEAST00724	APOSJ_62956
OG0002645	YEAST01436	APOSJ_56182, APOSJ_13558
OG0002646	YEAST01946	APOSJ_61553, APOSJ_19217
OG0002651	YEAST02247	APOSJ_44155, APOSJ_44157, APOSJ_44154, APOSJ_48952, APOSJ_44156
OG0002652	YEAST04937	APOSJ_51245, APOSJ_51243, APOSJ_50415, APOSJ_51247, APOSJ_51248, APOSJ_51244
OG0002656	YEAST05701	APOSJ_35957, APOSJ_41058
OG0002659	YEAST06290	APOSJ_28578, APOSJ_28581, APOSJ_28577, APOSJ_28579, APOSJ_28580, APOSJ_28582
OG0002666	YEAST02507	APOSJ_62229, APOSJ_44934, APOSJ_44933
OG0002668	YEAST02324	APOSJ_24336, APOSJ_46548, APOSJ_14276, APOSJ_14277
OG0002677	YEAST05210	APOSJ_52089, APOSJ_58077, APOSJ_52087, APOSJ_52090, APOSJ_56419, APOSJ_52088, APOSJ_55453, APOSJ_52091
OG0002683	YEAST03676	APOSJ_22015, APOSJ_22013
OG0002705	YEAST00553	APOSJ_48322, APOSJ_48319, APOSJ_48321
OG0002713	YEAST00413, YEAST06057	APOSJ_50764, APOSJ_18747, APOSJ_13389, APOSJ_40406, APOSJ_40407, APOSJ_13388, APOSJ_49916, APOSJ_49915, APOSJ_43018, APOSJ_49914
OG0002715	YEAST01174, YEAST04131	APOSJ_06762, APOSJ_16711
OG0002717	YEAST02430	APOSJ_07495
OG0002718	YEAST03380, YEAST03502	APOSJ_22645, APOSJ_03637, APOSJ_03634, APOSJ_22646, APOSJ_03635
OG0002720	YEAST01914	APOSJ_09655, APOSJ_00201, APOSJ_00200
OG0002722	YEAST04059	APOSJ_18147, APOSJ_35558, APOSJ_35556, APOSJ_35559, APOSJ_18145, APOSJ_18149, APOSJ_18146, APOSJ_18148, APOSJ_35562, APOSJ_36107, APOSJ_35557, APOSJ_18144, APOSJ_35555, APOSJ_18143, APOSJ_41555, APOSJ_35554, APOSJ_35560, APOSJ_35561
OG0002729	YEAST01155	APOSJ_04670, APOSJ_24561, APOSJ_42531
OG0002737	YEAST02827	APOSJ_45711
OG0002739	YEAST01877	APOSJ_24129, APOSJ_24131, APOSJ_20890, APOSJ_24128, APOSJ_24130
OG0002740	YEAST01658	APOSJ_18081, APOSJ_17735, APOSJ_46100, APOSJ_46102, APOSJ_17736, APOSJ_17732, APOSJ_17734, APOSJ_46099, APOSJ_17733
OG0002742	YEAST03326, YEAST06313	APOSJ_35624, APOSJ_60677
OG0002742	YEAST03713	APOSJ_01176, APOSJ_01175
OG0002743	YEAST01824, YEAST03362	APOSJ_06403, APOSJ_15493
OG0002745	YEAST04244	APOSJ_31585, APOSJ_31586, APOSJ_17205, APOSJ_49772, APOSJ_31581
OG0002746	YEAST04902, YEAST05332	APOSJ_23966, APOSJ_37776
OG0002747	YEAST05617	APOSJ_16814, APOSJ_16813
OG0002749	YEAST02810	APOSJ_34941, APOSJ_15942
OG0002750	YEAST04952	APOSJ_05418
OG0002752	YEAST03686	APOSJ_60381, APOSJ_60392, APOSJ_32917, APOSJ_19099, APOSJ_60369, APOSJ_19100, APOSJ_19101, APOSJ_32916, APOSJ_60374, APOSJ_55917
OG0002753	YEAST03742	APOSJ_63092, APOSJ_63089, APOSJ_29370, APOSJ_63091, APOSJ_63090, APOSJ_42366
OG0002754	YEAST03620	APOSJ_18246, APOSJ_31278, APOSJ_64305, APOSJ_64308, APOSJ_49558, APOSJ_49563, APOSJ_18242, APOSJ_18245, APOSJ_18247, APOSJ_49561, APOSJ_18243, APOSJ_18244
OG0002756	YEAST04058	APOSJ_06329
OG0002758	YEAST04409	APOSJ_08249, APOSJ_29321, APOSJ_58263
OG0002760	YEAST01927	APOSJ_38596
OG0002763	YEAST00260	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211
OG0002764	YEAST00423	APOSJ_42508
OG0002765	YEAST01667, YEAST05523	APOSJ_11905
OG0002766	YEAST05357	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718, APOSJ_23221, APOSJ_42807
OG0002767	YEAST04591	APOSJ_60003, APOSJ_60004, APOSJ_60002
OG0002771	YEAST02043	APOSJ_33188, APOSJ_26046, APOSJ_26047, APOSJ_26048
OG0002772	YEAST03384	APOSJ_20285, APOSJ_20284, APOSJ_52303, APOSJ_20282, APOSJ_20283, APOSJ_51738
OG0002773	YEAST03677	APOSJ_24254, APOSJ_24252, APOSJ_24253
OG0002774	YEAST03575	APOSJ_64842, APOSJ_64843, APOSJ_64844, APOSJ_58205
OG0002775	YEAST03021	APOSJ_50552, APOSJ_50548, APOSJ_50551, APOSJ_46523, APOSJ_31437, APOSJ_50555, APOSJ_50553, APOSJ_50549, APOSJ_31435, APOSJ_50554, APOSJ_50550, APOSJ_31436
OG0002781	YEAST05450	APOSJ_28539
OG0002782	YEAST02121	APOSJ_10841, APOSJ_53882
OG0002785	YEAST06106, YEAST01228	APOSJ_47547, APOSJ_50712, APOSJ_09205
OG0002788	YEAST02578, YEAST01232	APOSJ_44752, APOSJ_49851, APOSJ_36891
OG0002789	YEAST05269	APOSJ_21091, APOSJ_21089, APOSJ_21090, APOSJ_21092, APOSJ_25143, APOSJ_35007, APOSJ_14410, APOSJ_14411, APOSJ_14408, APOSJ_25149, APOSJ_25141, APOSJ_25137, APOSJ_14409
OG0002793	YEAST01371	APOSJ_31275, APOSJ_03020, APOSJ_03018, APOSJ_41393, APOSJ_57352, APOSJ_03022, APOSJ_03017, APOSJ_03019, APOSJ_03021, APOSJ_31254
OG0002799	YEAST01461	APOSJ_30946, APOSJ_30944, APOSJ_30945, APOSJ_30943
OG0002817	YEAST01189, YEAST04922	APOSJ_16949
OG0002824	YEAST02137	APOSJ_35964
OG0002826	YEAST00174	APOSJ_18654, APOSJ_51917, APOSJ_10888, APOSJ_01897, APOSJ_41432, APOSJ_18655
OG0002827	YEAST05976	APOSJ_45635, APOSJ_45634, APOSJ_53626
OG0002828	YEAST00227, YEAST00963	APOSJ_34741
OG0002831	YEAST03282	APOSJ_36477, APOSJ_26584
