Orthogroup	YEAST	NEMVE
OG0012364	YEAST01364	NEMVE05050
OG0012801	YEAST04938, YEAST04971	NEMVE06660
OG0014103	YEAST04946	NEMVE15659
OG0014188	YEAST01781	NEMVE05355
OG0015219	YEAST06205	NEMVE07159, NEMVE16913
OG0016568	YEAST04611, YEAST02099, YEAST04870	NEMVE14200
OG0016569	YEAST04871, YEAST02100, YEAST04612	NEMVE15096
OG0016886	YEAST00907	NEMVE24178, NEMVE24306, NEMVE24052, NEMVE24241
OG0017617	YEAST05589	NEMVE21103
OG0018168	YEAST03765, YEAST03183	NEMVE20904, NEMVE18762
OG0018372	YEAST03881, YEAST04797, YEAST05372	NEMVE08969, NEMVE10031
OG0018377	YEAST05238	NEMVE03778
OG0018378	YEAST03228, YEAST05359	NEMVE21640
OG0018379	YEAST02462	NEMVE04360, NEMVE12563, NEMVE12564
OG0020142	YEAST03810	NEMVE12439
OG0020448	YEAST04583	NEMVE24040
OG0020775	YEAST03265	NEMVE13414, NEMVE23670, NEMVE21738
OG0020789	YEAST00406	NEMVE21590
OG0020791	YEAST02980	NEMVE04373
OG0022636	YEAST03333	NEMVE23235
OG0022690	YEAST03637	NEMVE03984
OG0023807	YEAST02706	NEMVE04056
OG0024310	YEAST05310	NEMVE12898
OG0024312	YEAST04012	NEMVE06787
OG0024321	YEAST00780, YEAST00831	NEMVE12984
OG0024322	YEAST01978	NEMVE12166
OG0024335	YEAST01942, YEAST06149	NEMVE14425
OG0024338	YEAST02780	NEMVE21558
OG0024341	YEAST01335, YEAST03494	NEMVE04442
OG0024343	YEAST00580	NEMVE21275
OG0024348	YEAST03455	NEMVE21579
OG0024689	YEAST01592	NEMVE23186
OG0025698	YEAST04625	NEMVE12275, NEMVE12544
OG0025700	YEAST03649	NEMVE13011
OG0025702	YEAST05839	NEMVE13845, NEMVE20466, NEMVE21749
OG0025709	YEAST00674	NEMVE15450, NEMVE16449, NEMVE23765
OG0030083	YEAST00486	NEMVE22454
OG0030089	YEAST03777	NEMVE24426
OG0030103	YEAST02766	NEMVE25893
OG0030107	YEAST02343	NEMVE20735
OG0030117	YEAST01126	NEMVE13047
OG0030122	YEAST01745	NEMVE13605
OG0030129	YEAST03710	NEMVE24659
OG0030134	YEAST01754	NEMVE04515
OG0032414	YEAST05569, YEAST05097	NEMVE04540
OG0032439	YEAST04181	NEMVE10317, NEMVE17228
OG0032447	YEAST03684, YEAST02849	NEMVE11816
OG0032448	YEAST00970	NEMVE13005, NEMVE11825
OG0032454	YEAST03781	NEMVE12953
OG0032559	YEAST01494, YEAST00574	NEMVE25071
OG0045689	YEAST00754	NEMVE04070
OG0045811	YEAST00591	NEMVE13020
OG0046048	YEAST05592	NEMVE23544
OG0046051	YEAST04291	NEMVE23647
OG0046077	YEAST03460	NEMVE25759
