Orthogroup	YEAST	ASTMX
OG0007531	YEAST05725	ASTMX21127
OG0007550	YEAST03311	ASTMX22113, ASTMX11768, ASTMX18793
OG0007552	YEAST04097	ASTMX20906, ASTMX15490, ASTMX17347, ASTMX14852
OG0007591	YEAST02623	ASTMX10219
OG0007597	YEAST05244	ASTMX12506
OG0007605	YEAST04509	ASTMX01306, ASTMX02474
OG0007615	YEAST05127	ASTMX21643
OG0007619	YEAST04342	ASTMX18208
OG0007622	YEAST01282	ASTMX11258
OG0007624	YEAST03901	ASTMX07491
OG0007645	YEAST05586	ASTMX05408
OG0007646	YEAST05572	ASTMX00141
OG0007648	YEAST03775	ASTMX09097
OG0007656	YEAST02935	ASTMX02152
OG0007657	YEAST01213	ASTMX19589
OG0007663	YEAST01133	ASTMX21598
OG0007673	YEAST04892	ASTMX05762
OG0007676	YEAST01965	ASTMX19972
OG0007685	YEAST00976	ASTMX02773
OG0007690	YEAST00054	ASTMX14447
OG0007692	YEAST05386	ASTMX14270
OG0007698	YEAST04526	ASTMX10373
OG0007701	YEAST04394	ASTMX16330
OG0007703	YEAST03290	ASTMX19453
OG0007704	YEAST01687	ASTMX12994
OG0007712	YEAST02916	ASTMX07651
OG0007722	YEAST06130	ASTMX00744
OG0007727	YEAST01129	ASTMX14601
OG0007739	YEAST04408	ASTMX06348
OG0007744	YEAST04303	ASTMX19319
OG0007749	YEAST02144	ASTMX05167
OG0007751	YEAST03046	ASTMX19310
OG0007754	YEAST03550	ASTMX14947
OG0007758	YEAST04336	ASTMX04015
OG0007766	YEAST03772, YEAST02908	ASTMX07721
OG0007767	YEAST03177	ASTMX08912
OG0007769	YEAST02589	ASTMX18905
OG0007772	YEAST05211	ASTMX00533
OG0007783	YEAST03579	ASTMX17810
OG0007784	YEAST01170	ASTMX15989
OG0007786	YEAST01347	ASTMX18635
OG0007787	YEAST03458	ASTMX02068
OG0007801	YEAST02556, YEAST00332	ASTMX20707
OG0007803	YEAST00818	ASTMX11582
OG0007810	YEAST06278	ASTMX08369
OG0007811	YEAST05686	ASTMX11168
OG0007816	YEAST00605	ASTMX05675
OG0007823	YEAST03887	ASTMX16149
OG0007825	YEAST05054	ASTMX18618
OG0007827	YEAST01279	ASTMX14411
OG0007829	YEAST02649	ASTMX21617
OG0007830	YEAST03594	ASTMX18257
OG0007831	YEAST03693	ASTMX04668
OG0007838	YEAST04312	ASTMX05098
OG0007840	YEAST02829	ASTMX15255
OG0007843	YEAST04794	ASTMX18009
OG0007848	YEAST03711	ASTMX04212
OG0007849	YEAST01915	ASTMX01357
OG0007850	YEAST01418	ASTMX03735
OG0007852	YEAST02199	ASTMX05348
OG0007854	YEAST01377	ASTMX08184
OG0007858	YEAST03196	ASTMX05032
OG0007918	YEAST04092	ASTMX11806
OG0007941	YEAST03892	ASTMX14695
OG0007942	YEAST03545	ASTMX18528
OG0007943	YEAST03288	ASTMX09388
OG0007947	YEAST02420	ASTMX14167
OG0007958	YEAST01011	ASTMX18083
OG0007971	YEAST03990	ASTMX14279
OG0007975	YEAST01243	ASTMX05689
OG0007976	YEAST02259	ASTMX19235
OG0007978	YEAST01491	ASTMX18483
OG0007986	YEAST01263	ASTMX08203
OG0007991	YEAST02341	ASTMX15639
OG0007993	YEAST00089	ASTMX01291
OG0007996	YEAST04079	ASTMX06882
OG0008008	YEAST02355	ASTMX04952
OG0008020	YEAST05433	ASTMX05825
OG0008030	YEAST00039	ASTMX10317
OG0008031	YEAST04719	ASTMX14362
OG0008038	YEAST05601	ASTMX02104
OG0008045	YEAST01345	ASTMX12019
OG0008053	YEAST05804	ASTMX12568
OG0008055	YEAST05224	ASTMX13290
OG0008056	YEAST04542	ASTMX18151
OG0008069	YEAST00959	ASTMX07898
OG0008072	YEAST00552	ASTMX05212, ASTMX09244
OG0008074	YEAST05664	ASTMX03465
OG0008079	YEAST03108	ASTMX06132
OG0008085	YEAST04107	ASTMX12950
OG0008091	YEAST06200	ASTMX19021
OG0008100	YEAST03959	ASTMX03221
OG0008103	YEAST05352	ASTMX04700
OG0008104	YEAST06240	ASTMX01493
OG0008105	YEAST03324	ASTMX21863
OG0008110	YEAST00121	ASTMX22389
OG0008111	YEAST06004, YEAST05693	ASTMX00256
OG0008115	YEAST05684, YEAST06009	ASTMX08522
OG0008127	YEAST05342	ASTMX11818, ASTMX17373
OG0008136	YEAST02756	ASTMX05309
OG0008196	YEAST03623	ASTMX23059
OG0008201	YEAST01163	ASTMX09451
OG0008202	YEAST06186	ASTMX03742
OG0008208	YEAST04341	ASTMX00803
OG0008219	YEAST05754	ASTMX06142
OG0008244	YEAST04999	ASTMX15599
OG0008251	YEAST01472	ASTMX10590
OG0008254	YEAST04740	ASTMX23064
OG0008267	YEAST02722	ASTMX01983
OG0008273	YEAST00628	ASTMX20632
OG0008275	YEAST05358	ASTMX14463
OG0008281	YEAST01387	ASTMX04747
OG0008307	YEAST01285	ASTMX16302
OG0008323	YEAST05718	ASTMX15432
OG0008339	YEAST03286	ASTMX03874
OG0008346	YEAST01382	ASTMX11312
OG0008348	YEAST03383	ASTMX20046
OG0008351	YEAST01276	ASTMX03463
OG0008401	YEAST02115	ASTMX00700
OG0008403	YEAST01318	ASTMX05773
OG0008404	YEAST02842	ASTMX20864
OG0008416	YEAST05168	ASTMX13524
OG0008432	YEAST01317	ASTMX12981
OG0008533	YEAST00770	ASTMX01200
OG0008540	YEAST02219	ASTMX04260
OG0008542	YEAST00506	ASTMX02856
OG0008546	YEAST03499	ASTMX09833
OG0008582	YEAST04883	ASTMX08339
OG0008601	YEAST03150	ASTMX17880
OG0008645	YEAST05803	ASTMX07453
OG0008654	YEAST03590	ASTMX07729
OG0008664	YEAST05851	ASTMX08695, ASTMX22804
OG0008680	YEAST02511	ASTMX00331
OG0008681	YEAST04884	ASTMX00183
OG0008685	YEAST00164	ASTMX02552
OG0008689	YEAST05237	ASTMX19131
OG0008705	YEAST06239	ASTMX03774, ASTMX18527
OG0008799	YEAST03377	ASTMX15819
OG0008816	YEAST01954	ASTMX13364, ASTMX19256
OG0008818	YEAST00271	ASTMX15132
OG0008823	YEAST03936	ASTMX04422
OG0008861	YEAST04983	ASTMX22845, ASTMX14982
OG0008872	YEAST03799	ASTMX12775
OG0008903	YEAST01637	ASTMX09688
OG0008913	YEAST03181, YEAST03769	ASTMX13744
OG0008923	YEAST01739	ASTMX13410
OG0008946	YEAST00403	ASTMX12188
OG0008990	YEAST02040	ASTMX12653
OG0009056	YEAST00322	ASTMX02757
OG0009078	YEAST02676	ASTMX18620
OG0009115	YEAST05628, YEAST04158	ASTMX16180
OG0009166	YEAST03055	ASTMX18668
OG0009172	YEAST02854	ASTMX20978
OG0009182	YEAST03621	ASTMX14067
OG0009225	YEAST01052	ASTMX08676
OG0009232	YEAST04731	ASTMX13361
OG0009315	YEAST04722	ASTMX04123
OG0009344	YEAST03868	ASTMX17056
OG0009472	YEAST01737	ASTMX08760
OG0009483	YEAST05877	ASTMX18593
OG0009486	YEAST00324	ASTMX23003
OG0009590	YEAST02138	ASTMX04040
OG0009604	YEAST04803	ASTMX18240
OG0009614	YEAST00622	ASTMX09709
OG0009630	YEAST02852	ASTMX10923
OG0009649	YEAST01825	ASTMX21147
OG0009651	YEAST04775	ASTMX18582
OG0009654	YEAST04221	ASTMX14910
OG0009676	YEAST05959	ASTMX00921
OG0009737	YEAST02025	ASTMX16419, ASTMX16420
OG0009892	YEAST01082	ASTMX15123
OG0009911	YEAST03388	ASTMX22297
OG0009926	YEAST03054	ASTMX14583
OG0009994	YEAST06045	ASTMX11472
OG0010139	YEAST01045	ASTMX08936
OG0010271	YEAST03656	ASTMX05906
OG0010323	YEAST04943	ASTMX04730
OG0010346	YEAST00902, YEAST04286	ASTMX15109
OG0010570	YEAST03006	ASTMX15387
OG0010876	YEAST02678	ASTMX16774
OG0011004	YEAST05869	ASTMX21326
OG0011216	YEAST02293	ASTMX07166
OG0011375	YEAST03348	ASTMX09791
OG0011414	YEAST04503	ASTMX04368
OG0011464	YEAST01096	ASTMX21423
OG0011869	YEAST04156	ASTMX00808
OG0011920	YEAST05132	ASTMX12575
OG0012364	YEAST01364	ASTMX06065
OG0012438	YEAST03374	ASTMX06192
OG0012449	YEAST06083, YEAST05798	ASTMX07433
OG0012498	YEAST04109	ASTMX17380
OG0014945	YEAST05837	ASTMX02998, ASTMX02334
OG0018045	YEAST01009, YEAST01191	ASTMX21350
