Orthogroup	PFLAV	BRALA
OG0000535	TCONS_00017649.p1, TCONS_00017615.p1, TCONS_00018400.p1, TCONS_00017619.p1, TCONS_00017655.p1, TCONS_00017650.p1, TCONS_00017616.p1, TCONS_00018399.p1, TCONS_00017019.p1, TCONS_00017021.p1, TCONS_00017017.p1	BRALA25267
OG0000535	TCONS_00003577.p1, TCONS_00003680.p1, TCONS_00033180.p1, TCONS_00033193.p1	BRALA14162, BRALA12520
OG0000536	TCONS_00049181.p1, TCONS_00049164.p1, TCONS_00049190.p1, TCONS_00049178.p1, TCONS_00049162.p1, TCONS_00049163.p1, TCONS_00049165.p1, TCONS_00049192.p1, TCONS_00049193.p1, TCONS_00049168.p1, TCONS_00049191.p1, TCONS_00047840.p1, TCONS_00047829.p1	BRALA20347, BRALA20349, BRALA20350
OG0000537	TCONS_00021934.p1	BRALA22102, BRALA13070, BRALA00495, BRALA21371, BRALA15959, BRALA11325, BRALA11365, BRALA29365, BRALA04214, BRALA04213, BRALA04212, BRALA13679
OG0000537	TCONS_00020895.p1	BRALA13681
OG0000539	TCONS_00052835.p1, TCONS_00018008.p1, TCONS_00033489.p1, TCONS_00043510.p1, TCONS_00043508.p1, TCONS_00043509.p1, TCONS_00043512.p1, TCONS_00032536.p1, TCONS_00037601.p1, TCONS_00037602.p1, TCONS_00043206.p1, TCONS_00042619.p1, TCONS_00042621.p1, TCONS_00027120.p1, TCONS_00049699.p1, TCONS_00030132.p1, TCONS_00004873.p1, TCONS_00040997.p1, TCONS_00040982.p1, TCONS_00040990.p1, TCONS_00041003.p1, TCONS_00040989.p1, TCONS_00040988.p1, TCONS_00041002.p1	BRALA20475, BRALA16574, BRALA30262, BRALA04389, BRALA27236, BRALA29022, BRALA32330, BRALA23555, BRALA04388, BRALA29728
OG0000541	TCONS_00053110.p1, TCONS_00003725.p1, TCONS_00003028.p1, TCONS_00003156.p1, TCONS_00003155.p1, TCONS_00003720.p1	BRALA08736, BRALA08734, BRALA08735, BRALA02104, BRALA08740
OG0000542	TCONS_00031701.p1	BRALA22764
OG0000542	TCONS_00031702.p1	BRALA00596
OG0000544	TCONS_00042715.p1	BRALA19421
OG0000544	TCONS_00053426.p1	BRALA34642
OG0000544	TCONS_00030309.p1	BRALA03994
OG0000545	TCONS_00011122.p1	BRALA24399
OG0000545	TCONS_00010058.p1	BRALA22583
OG0000546	TCONS_00008901.p1, TCONS_00007684.p1, TCONS_00054150.p1, TCONS_00054189.p1, TCONS_00007686.p1	BRALA05880
OG0000547	TCONS_00020603.p1, TCONS_00020602.p1, TCONS_00019558.p1, TCONS_00019384.p1, TCONS_00049485.p1, TCONS_00049486.p1	BRALA09990
OG0000547	TCONS_00048152.p1, TCONS_00024937.p1, TCONS_00049475.p1	BRALA04398, BRALA15378
OG0000548	TCONS_00026417.p1	BRALA31695
OG0000548	TCONS_00011838.p1	BRALA21474
OG0000548	TCONS_00049725.p1	BRALA22718
OG0000549	TCONS_00028444.p1, TCONS_00028445.p1, TCONS_00028447.p1, TCONS_00029499.p1, TCONS_00029502.p1	BRALA01654
OG0000549	TCONS_00023197.p1, TCONS_00023330.p1	BRALA24295, BRALA03880
OG0000550	TCONS_00018437.p1, TCONS_00018438.p1	BRALA04930, BRALA04919
OG0000551	TCONS_00046148.p1	BRALA20243, BRALA20242, BRALA03802, BRALA20241, BRALA03089
OG0000552	TCONS_00043405.p1	BRALA31577
OG0000552	TCONS_00045211.p1	BRALA11014
OG0000552	TCONS_00011748.p1	BRALA19431, BRALA19430
OG0000552	TCONS_00021413.p1	BRALA12172
OG0000553	TCONS_00035272.p2, TCONS_00034957.p2	BRALA09626
OG0000553	TCONS_00013171.p1	BRALA16722, BRALA35015
OG0000554	TCONS_00054892.p1	BRALA26471, BRALA28539, BRALA10862, BRALA04712, BRALA32452
OG0000555	TCONS_00031924.p1	BRALA03368, BRALA29607, BRALA27162
OG0000555	TCONS_00040284.p1, TCONS_00000626.p1	BRALA27161, BRALA33732, BRALA27602, BRALA33303, BRALA24732
OG0000555	TCONS_00038669.p1, TCONS_00002753.p1, TCONS_00031925.p1, TCONS_00041370.p1, TCONS_00021157.p1, TCONS_00032327.p1, TCONS_00003865.p1, TCONS_00015535.p1, TCONS_00032583.p1, TCONS_00032511.p1, TCONS_00045442.p1, TCONS_00027667.p1, TCONS_00003864.p1, TCONS_00039651.p1	BRALA29129, BRALA20119
OG0000560	TCONS_00010924.p1	BRALA21205
OG0000560	TCONS_00051476.p1	BRALA19574
OG0000561	TCONS_00011481.p1, TCONS_00011480.p1	BRALA17425
OG0000561	TCONS_00005060.p1, TCONS_00006305.p1	BRALA17424
OG0000564	TCONS_00010212.p1	BRALA07152, BRALA24130, BRALA33441
OG0000564	TCONS_00009860.p1	BRALA30531
OG0000564	TCONS_00009806.p1	BRALA33010
OG0000565	TCONS_00015264.p1, TCONS_00015263.p1, TCONS_00015261.p1, TCONS_00015265.p1, TCONS_00015272.p1, TCONS_00015266.p1, TCONS_00015267.p1, TCONS_00015270.p1, TCONS_00016348.p1, TCONS_00016346.p1, TCONS_00016347.p1, TCONS_00016344.p1, TCONS_00016345.p1, TCONS_00015274.p1, TCONS_00015821.p1, TCONS_00015820.p1, TCONS_00015823.p1	BRALA22484, BRALA12049, BRALA05112, BRALA08442, BRALA04573, BRALA04975
OG0000566	TCONS_00032759.p1	BRALA07910
OG0000566	TCONS_00006656.p1	BRALA26624
OG0000567	TCONS_00028027.p1	BRALA12434, BRALA10631
OG0000567	TCONS_00052701.p1	BRALA01129, BRALA24836
OG0000568	TCONS_00012375.p1, TCONS_00043226.p1, TCONS_00016148.p1	BRALA29552
OG0000569	TCONS_00014892.p1, TCONS_00025054.p1, TCONS_00025056.p1, TCONS_00025053.p1, TCONS_00025052.p1, TCONS_00025049.p1, TCONS_00025051.p1, TCONS_00017618.p1, TCONS_00017654.p1, TCONS_00017653.p1, TCONS_00025055.p1, TCONS_00025045.p1, TCONS_00025047.p1, TCONS_00025048.p1, TCONS_00025046.p1, TCONS_00028617.p1	BRALA17565, BRALA10221, BRALA00073, BRALA00621, BRALA17656
OG0000570	TCONS_00047873.p1, TCONS_00047871.p1	BRALA12710
OG0000572	TCONS_00003540.p1	BRALA30970
OG0000572	TCONS_00051108.p1, TCONS_00051073.p1, TCONS_00051074.p1	BRALA24438
OG0000573	TCONS_00051396.p1	BRALA33118
OG0000573	TCONS_00028054.p1	BRALA01402
OG0000574	TCONS_00014265.p1	BRALA35830
OG0000574	TCONS_00014282.p1	BRALA10469
OG0000574	TCONS_00015177.p1	BRALA02629
OG0000575	TCONS_00056676.p1, TCONS_00056668.p1	BRALA17689
OG0000576	TCONS_00020537.p1	BRALA00313, BRALA00312
OG0000577	TCONS_00027784.p1, TCONS_00027783.p1	BRALA09153, BRALA09151, BRALA09152
OG0000578	TCONS_00011983.p1	BRALA30383
OG0000580	TCONS_00017332.p1	BRALA26260
OG0000580	TCONS_00036517.p1	BRALA02419
OG0000581	TCONS_00010068.p1	BRALA25966
OG0000581	TCONS_00010067.p1	BRALA25968
OG0000581	TCONS_00011411.p1	BRALA25970
OG0000582	TCONS_00015865.p1	BRALA24843
OG0000584	TCONS_00053742.p1, TCONS_00053894.p1, TCONS_00052779.p1, TCONS_00053893.p1, TCONS_00052780.p1, TCONS_00052781.p1, TCONS_00053892.p1, TCONS_00053891.p1, TCONS_00016434.p1, TCONS_00016431.p1, TCONS_00016445.p1	BRALA05113, BRALA05114, BRALA05271
OG0000585	TCONS_00048622.p1	BRALA20335
OG0000587	TCONS_00022545.p1	BRALA05810
OG0000587	TCONS_00010544.p1	BRALA15179
OG0000588	TCONS_00053411.p1	BRALA00972
OG0000588	TCONS_00001171.p1	BRALA24520
OG0000589	TCONS_00023963.p1	BRALA33101, BRALA29679
OG0000590	TCONS_00002842.p1, TCONS_00002855.p1	BRALA07082
OG0000590	TCONS_00007322.p1	BRALA16075, BRALA31942
OG0000591	TCONS_00012323.p1	BRALA25344
OG0000591	TCONS_00022888.p1	BRALA13642
OG0000592	TCONS_00015543.p1	BRALA22980
OG0000593	TCONS_00014283.p1	BRALA10467
OG0000593	TCONS_00008464.p1	BRALA03529
OG0000595	TCONS_00002652.p1	BRALA24011, BRALA35587
OG0000595	TCONS_00054108.p1	BRALA24006, BRALA31754
OG0000595	TCONS_00005501.p1, TCONS_00005478.p1, TCONS_00005502.p1, TCONS_00005481.p1, TCONS_00006638.p1, TCONS_00006602.p1, TCONS_00005489.p1, TCONS_00006575.p1, TCONS_00005470.p1, TCONS_00006599.p1, TCONS_00006634.p1, TCONS_00006601.p1, TCONS_00005498.p1, TCONS_00004654.p1, TCONS_00051336.p1, TCONS_00051335.p1, TCONS_00005970.p1, TCONS_00005052.p1, TCONS_00005050.p1, TCONS_00049606.p1, TCONS_00049605.p1, TCONS_00004258.p1, TCONS_00054109.p1, TCONS_00053723.p1, TCONS_00053010.p1	BRALA24012, BRALA09945, BRALA31755
OG0000597	TCONS_00005133.p1	BRALA07224
OG0000597	TCONS_00032508.p1	BRALA07985
OG0000598	TCONS_00029191.p1, TCONS_00029187.p1, TCONS_00029189.p1, TCONS_00025983.p1, TCONS_00029185.p1, TCONS_00007892.p1	BRALA11320, BRALA23299, BRALA25765, BRALA03034, BRALA02990, BRALA09389, BRALA08426, BRALA17485, BRALA05896, BRALA05863, BRALA15652, BRALA09868, BRALA33289, BRALA08360
OG0000600	TCONS_00000259.p1	BRALA16892
OG0000602	TCONS_00020864.p1	BRALA13634
OG0000602	TCONS_00021886.p1	BRALA13638, BRALA13637
OG0000603	TCONS_00010667.p1	BRALA11986
OG0000604	TCONS_00009810.p1	BRALA23058
OG0000607	TCONS_00036408.p1	BRALA02171
OG0000608	TCONS_00041690.p1	BRALA08057
OG0000609	TCONS_00009827.p1	BRALA13529
OG0000609	TCONS_00003985.p1	BRALA04542
OG0000610	TCONS_00016228.p1	BRALA08395, BRALA06657, BRALA26836
OG0000610	TCONS_00014966.p1	BRALA02697
OG0000611	TCONS_00043712.p1	BRALA20389
OG0000611	TCONS_00008633.p1	BRALA27313
OG0000612	TCONS_00026134.p1	BRALA24052, BRALA24582
OG0000612	TCONS_00008817.p1	BRALA20021
OG0000613	TCONS_00028346.p1	BRALA30072
OG0000614	TCONS_00020710.p1	BRALA03493
OG0000614	TCONS_00010741.p1	BRALA26253, BRALA24121
OG0000615	TCONS_00021814.p1	BRALA14242
OG0000616	TCONS_00052324.p1, TCONS_00034261.p1	BRALA23460
OG0000617	TCONS_00049433.p1	BRALA28136
OG0000617	TCONS_00047987.p1	BRALA18939
OG0000618	TCONS_00044638.p1	BRALA17090
OG0000620	TCONS_00028415.p1, TCONS_00029717.p1	BRALA28439, BRALA08655, BRALA19965, BRALA05789, BRALA29470, BRALA08694, BRALA13924, BRALA10352, BRALA24000, BRALA28135, BRALA10351, BRALA10349, BRALA13217, BRALA27492, BRALA32077, BRALA19836, BRALA32855, BRALA18317, BRALA01472, BRALA06169, BRALA06167, BRALA14095, BRALA25014, BRALA25015, BRALA25016, BRALA12503
OG0000620	TCONS_00029053.p1, TCONS_00029054.p1, TCONS_00029052.p1	BRALA14226
OG0000621	TCONS_00012156.p1, TCONS_00012161.p1, TCONS_00012160.p1, TCONS_00012162.p1	BRALA20891, BRALA26956, BRALA08043
OG0000622	TCONS_00016634.p1, TCONS_00037246.p1, TCONS_00016642.p1, TCONS_00015900.p1, TCONS_00037127.p1, TCONS_00037126.p1, TCONS_00037819.p1, TCONS_00035960.p1, TCONS_00036051.p1, TCONS_00016488.p1, TCONS_00025408.p1, TCONS_00025416.p1, TCONS_00025413.p1, TCONS_00025414.p1, TCONS_00025412.p1	BRALA32870, BRALA09468, BRALA23957, BRALA12252, BRALA12281, BRALA25713, BRALA07948, BRALA12253, BRALA12387, BRALA15589, BRALA35785, BRALA25714, BRALA10975, BRALA01868, BRALA31167, BRALA14477, BRALA28989, BRALA05169, BRALA15825, BRALA11272
OG0000622	TCONS_00003001.p1, TCONS_00037282.p1, TCONS_00004059.p1, TCONS_00004122.p1	BRALA05168
OG0000623	TCONS_00045077.p1	BRALA01906
OG0000624	TCONS_00056401.p1	BRALA09192
OG0000625	TCONS_00040416.p1	BRALA19634
OG0000625	TCONS_00021750.p1, TCONS_00021751.p1	BRALA05373
OG0000626	TCONS_00016980.p1	BRALA09669
OG0000627	TCONS_00035285.p1	BRALA29835
OG0000628	TCONS_00000408.p1	BRALA28627
OG0000628	TCONS_00046680.p1	BRALA16689
OG0000629	TCONS_00037102.p1	BRALA24722
OG0000630	TCONS_00039452.p1, TCONS_00036345.p1, TCONS_00036346.p1	BRALA30242, BRALA28999, BRALA08635, BRALA31075
OG0000630	TCONS_00032231.p1, TCONS_00054363.p1, TCONS_00028305.p1, TCONS_00021059.p1, TCONS_00005956.p1, TCONS_00033252.p1, TCONS_00035156.p1, TCONS_00045203.p1, TCONS_00046288.p2	BRALA27500
OG0000632	TCONS_00008403.p1	BRALA31501, BRALA33220, BRALA23634, BRALA30591, BRALA33954, BRALA29251, BRALA08401, BRALA03580, BRALA22090
OG0000634	TCONS_00003863.p1, TCONS_00002902.p1, TCONS_00002901.p1, TCONS_00002903.p1, TCONS_00044941.p1, TCONS_00003887.p1, TCONS_00029471.p1, TCONS_00003886.p1	BRALA18632
OG0000635	TCONS_00003185.p1, TCONS_00003186.p1, TCONS_00003189.p1, TCONS_00002553.p1	BRALA30993, BRALA30850, BRALA31506, BRALA28680, BRALA21096
OG0000635	TCONS_00005140.p1, TCONS_00005141.p1, TCONS_00005139.p1	BRALA05536, BRALA17413, BRALA17024
OG0000637	TCONS_00038966.p1	BRALA05959, BRALA07030
OG0000637	TCONS_00015012.p1	BRALA35665
OG0000637	TCONS_00010073.p1	BRALA25973
OG0000637	TCONS_00033852.p1	BRALA35619
OG0000639	TCONS_00028238.p1	BRALA16533
OG0000639	TCONS_00009320.p1	BRALA20016
OG0000642	TCONS_00030948.p1	BRALA06680
OG0000643	TCONS_00054014.p1	BRALA01193
OG0000643	TCONS_00005337.p1	BRALA28428
OG0000644	TCONS_00056972.p1	BRALA25114, BRALA25115, BRALA25116, BRALA35218
OG0000645	TCONS_00009435.p1	BRALA20003
OG0000645	TCONS_00020836.p1	BRALA04294
OG0000646	TCONS_00052038.p1	BRALA05656
OG0000646	TCONS_00008685.p1	BRALA20004
OG0000647	TCONS_00023134.p1	BRALA16420
OG0000648	TCONS_00009291.p1	BRALA03156
OG0000648	TCONS_00008067.p1	BRALA03157
OG0000649	TCONS_00055726.p1, TCONS_00055727.p1, TCONS_00012037.p1, TCONS_00055655.p1, TCONS_00055728.p1, TCONS_00055725.p1, TCONS_00057271.p1, TCONS_00007234.p1, TCONS_00007197.p1	BRALA20887
OG0000650	TCONS_00002876.p1	BRALA06632, BRALA04575
OG0000651	TCONS_00019574.p1	BRALA33518
OG0000654	TCONS_00003642.p1	BRALA04554
OG0000656	TCONS_00049830.p1	BRALA11096, BRALA23327
OG0000656	TCONS_00038760.p2, TCONS_00041366.p1	BRALA33635
OG0000656	TCONS_00041523.p1, TCONS_00041255.p1, TCONS_00039610.p1, TCONS_00024971.p1, TCONS_00024916.p1, TCONS_00032216.p1, TCONS_00035613.p1, TCONS_00052172.p1, TCONS_00023103.p1	BRALA32418
OG0000657	TCONS_00000969.p1	BRALA10474
OG0000657	TCONS_00019777.p1	BRALA04158
OG0000658	TCONS_00053518.p1	BRALA13305
OG0000658	TCONS_00001112.p1	BRALA28406, BRALA14135, BRALA08887, BRALA12509
OG0000659	TCONS_00046784.p1, TCONS_00042759.p1, TCONS_00056402.p1, TCONS_00049312.p1, TCONS_00044275.p1, TCONS_00024742.p1, TCONS_00053449.p1, TCONS_00038642.p1, TCONS_00031128.p1, TCONS_00012765.p1, TCONS_00012025.p1, TCONS_00034668.p1, TCONS_00050744.p1, TCONS_00028082.p1, TCONS_00003130.p1, TCONS_00040674.p3, TCONS_00049833.p2, TCONS_00040155.p1, TCONS_00016715.p1	BRALA28643, BRALA30021, BRALA28962, BRALA33238
OG0000660	TCONS_00001169.p1	BRALA15697
OG0000662	TCONS_00026788.p1, TCONS_00025890.p1	BRALA23622
OG0000662	TCONS_00012593.p1	BRALA06276
OG0000663	TCONS_00046671.p1	BRALA17888, BRALA25579
OG0000663	TCONS_00053215.p1	BRALA03574
OG0000664	TCONS_00049409.p1	BRALA17169
OG0000665	TCONS_00028513.p1, TCONS_00028512.p1, TCONS_00029643.p3	BRALA23202
OG0000666	TCONS_00049104.p1	BRALA28214
OG0000667	TCONS_00028218.p1	BRALA01967
OG0000667	TCONS_00028230.p1	BRALA00909
OG0000670	TCONS_00022803.p1, TCONS_00022414.p1	BRALA11703
OG0000671	TCONS_00003740.p1	BRALA04719, BRALA04720
OG0000671	TCONS_00003734.p1, TCONS_00003736.p1, TCONS_00002801.p1	BRALA07010, BRALA11273
OG0000672	TCONS_00021249.p1, TCONS_00022408.p1	BRALA06149
OG0000672	TCONS_00009740.p1	BRALA24117
OG0000674	TCONS_00028994.p1	BRALA23211
OG0000674	TCONS_00024122.p1	BRALA25389
OG0000676	TCONS_00018626.p1	BRALA13759
OG0000676	TCONS_00022372.p1	BRALA25556
OG0000677	TCONS_00010592.p1, TCONS_00010593.p1, TCONS_00010595.p1	BRALA24332, BRALA24330, BRALA26229, BRALA04101, BRALA04100, BRALA17451, BRALA10505, BRALA10499, BRALA25676, BRALA12854, BRALA12853, BRALA12852, BRALA12856
OG0000679	TCONS_00027282.p1, TCONS_00050857.p1, TCONS_00025349.p1, TCONS_00024791.p1, TCONS_00019000.p1, TCONS_00044463.p1, TCONS_00005117.p1, TCONS_00035587.p1, TCONS_00032912.p1, TCONS_00034371.p1, TCONS_00042689.p1	BRALA17512, BRALA31122, BRALA32163, BRALA13018, BRALA02729, BRALA17581, BRALA08418, BRALA01745, BRALA18687, BRALA15120, BRALA15167, BRALA06269, BRALA22711
OG0000679	TCONS_00024948.p2, TCONS_00014913.p1	BRALA19723, BRALA07323
OG0000679	TCONS_00045428.p1, TCONS_00005887.p1, TCONS_00029134.p1, TCONS_00019097.p1, TCONS_00020996.p1, TCONS_00028337.p1	BRALA18016, BRALA29924, BRALA20806, BRALA17475
OG0000679	TCONS_00025875.p1	BRALA05886, BRALA20146, BRALA24078
OG0000679	TCONS_00048243.p1, TCONS_00055068.p1	BRALA10565
OG0000680	TCONS_00045613.p1	BRALA12807, BRALA12803, BRALA12804, BRALA26957, BRALA11805, BRALA18023, BRALA18021, BRALA18014, BRALA18033, BRALA18022, BRALA01752
OG0000680	TCONS_00046773.p1, TCONS_00045611.p1, TCONS_00044700.p1	BRALA01527, BRALA18950
OG0000681	TCONS_00042950.p1	BRALA08295
OG0000681	TCONS_00023435.p1	BRALA33161
OG0000682	TCONS_00026219.p1	BRALA25456, BRALA25454, BRALA35283, BRALA25455, BRALA21676
OG0000682	TCONS_00026236.p1, TCONS_00026223.p1, TCONS_00026230.p1, TCONS_00026234.p1, TCONS_00026233.p1, TCONS_00026243.p1, TCONS_00026248.p1, TCONS_00026220.p1	BRALA30874
OG0000683	TCONS_00022902.p1	BRALA33661
OG0000683	TCONS_00052646.p1	BRALA00898
OG0000684	TCONS_00009345.p1	BRALA27326
OG0000684	TCONS_00009346.p1	BRALA35184, BRALA35989
OG0000685	TCONS_00023333.p1, TCONS_00023203.p1	BRALA13886
OG0000688	TCONS_00019926.p1, TCONS_00007162.p1	BRALA33579, BRALA33343, BRALA33864, BRALA34945
OG0000689	TCONS_00004551.p1	BRALA35927
OG0000689	TCONS_00025710.p1, TCONS_00032328.p1	BRALA20396, BRALA06529, BRALA12646, BRALA34094
OG0000689	TCONS_00000791.p1, TCONS_00026339.p1	BRALA12486, BRALA18494
OG0000690	TCONS_00001720.p1	BRALA29358
OG0000690	TCONS_00053238.p1	BRALA05018
OG0000691	TCONS_00007126.p1	BRALA03301
OG0000691	TCONS_00017529.p1	BRALA09683
OG0000692	TCONS_00052734.p1	BRALA01186
OG0000692	TCONS_00027577.p1	BRALA15055
OG0000692	TCONS_00006462.p1, TCONS_00006453.p1, TCONS_00006460.p1	BRALA07273, BRALA19399, BRALA17751, BRALA14654, BRALA12375, BRALA07885, BRALA05501, BRALA10172
OG0000693	TCONS_00015338.p1	BRALA02763
OG0000694	TCONS_00014772.p1	BRALA10162
OG0000695	TCONS_00048840.p1, TCONS_00048837.p1, TCONS_00048836.p1, TCONS_00048839.p1, TCONS_00002666.p1, TCONS_00045598.p1, TCONS_00026763.p1	BRALA21788, BRALA13971, BRALA00498, BRALA12446
OG0000696	TCONS_00018845.p1	BRALA16043
OG0000696	TCONS_00011598.p1	BRALA15238
OG0000696	TCONS_00047236.p1	BRALA19739
OG0000697	TCONS_00048562.p1	BRALA30467
OG0000698	TCONS_00010306.p1	BRALA26139
OG0000698	TCONS_00010311.p1	BRALA35545
OG0000698	TCONS_00010313.p1, TCONS_00011657.p1	BRALA35190, BRALA26143, BRALA22553
OG0000699	TCONS_00021271.p1	BRALA12181
OG0000700	TCONS_00055915.p1, TCONS_00055909.p1	BRALA08858
OG0000701	TCONS_00026249.p1, TCONS_00026244.p1, TCONS_00026245.p1, TCONS_00026250.p1	BRALA21677
OG0000702	TCONS_00020216.p1	BRALA28498
OG0000703	TCONS_00030196.p1	BRALA03871
OG0000706	TCONS_00047273.p1	BRALA20496
OG0000706	TCONS_00056928.p1	BRALA15669
OG0000708	TCONS_00052744.p1	BRALA05296
OG0000708	TCONS_00049295.p1	BRALA10976
OG0000709	TCONS_00003484.p1	BRALA10837
OG0000711	TCONS_00037709.p1	BRALA20784
OG0000711	TCONS_00036664.p1, TCONS_00036685.p1	BRALA02434
OG0000711	TCONS_00036548.p1	BRALA02091
OG0000712	TCONS_00043106.p1	BRALA19423
OG0000713	TCONS_00020883.p1	BRALA06138, BRALA11673, BRALA17981, BRALA30637, BRALA04689, BRALA04690
OG0000715	TCONS_00055218.p1	BRALA17045
OG0000716	TCONS_00023851.p1, TCONS_00023852.p1, TCONS_00023842.p1, TCONS_00023843.p1, TCONS_00001491.p1	BRALA35786, BRALA32595, BRALA32592
OG0000717	TCONS_00016081.p1	BRALA10082
OG0000718	TCONS_00035589.p1	BRALA29518
OG0000720	TCONS_00019702.p1, TCONS_00019718.p1	BRALA08022
OG0000721	TCONS_00006398.p1	BRALA14964
OG0000722	TCONS_00010253.p1	BRALA24668, BRALA24667
OG0000723	TCONS_00019552.p1, TCONS_00018925.p1, TCONS_00019856.p1, TCONS_00019857.p1	BRALA06643
OG0000725	TCONS_00015059.p1	BRALA28873
OG0000725	TCONS_00023276.p1	BRALA35334
OG0000725	TCONS_00025265.p1	BRALA34432
OG0000726	TCONS_00016601.p1	BRALA09055
OG0000727	TCONS_00042789.p1, TCONS_00042790.p1, TCONS_00042788.p1	BRALA25698
OG0000728	TCONS_00044599.p1, TCONS_00023840.p1, TCONS_00056514.p1	BRALA09949
OG0000730	TCONS_00056912.p1	BRALA23680
OG0000730	TCONS_00053817.p1	BRALA01178
OG0000731	TCONS_00021358.p1	BRALA12194
OG0000732	TCONS_00022768.p1	BRALA05974
OG0000732	TCONS_00053142.p1	BRALA01121
OG0000733	TCONS_00011607.p1	BRALA13293
OG0000733	TCONS_00010891.p1	BRALA13301
OG0000734	TCONS_00015907.p1	BRALA10056
OG0000735	TCONS_00016800.p1	BRALA12877
OG0000736	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1	BRALA00292
OG0000737	TCONS_00041553.p1, TCONS_00026739.p1	BRALA24490
OG0000738	TCONS_00051768.p1, TCONS_00051787.p1	BRALA22560, BRALA22557
OG0000739	TCONS_00039589.p1, TCONS_00044184.p1	BRALA32114
OG0000739	TCONS_00044632.p1	BRALA34140
OG0000739	TCONS_00022936.p1	BRALA19169, BRALA21299, BRALA16156, BRALA25772, BRALA30984, BRALA33426, BRALA11608, BRALA07810, BRALA31626, BRALA07887, BRALA06841, BRALA14312, BRALA05588, BRALA31275, BRALA18175, BRALA11192, BRALA34375, BRALA04127, BRALA21544, BRALA10965, BRALA32230, BRALA19778, BRALA02618, BRALA27014, BRALA02146, BRALA19170, BRALA28651, BRALA31066, BRALA21394, BRALA27920, BRALA05587, BRALA23333, BRALA21251, BRALA20934, BRALA16036, BRALA25975, BRALA02145, BRALA16155, BRALA25164, BRALA30474, BRALA29925
OG0000739	TCONS_00040310.p1, TCONS_00016923.p1, TCONS_00029075.p1, TCONS_00031509.p1, TCONS_00033004.p1, TCONS_00052353.p2, TCONS_00003524.p1, TCONS_00002122.p1, TCONS_00041907.p1, TCONS_00049643.p1, TCONS_00007760.p1, TCONS_00025913.p2, TCONS_00038150.p1, TCONS_00038497.p1, TCONS_00009552.p1, TCONS_00022728.p1, TCONS_00046135.p1	BRALA28769, BRALA16753, BRALA21356, BRALA29604
OG0000740	TCONS_00055839.p1	BRALA07389
OG0000740	TCONS_00030552.p1	BRALA21585
OG0000740	TCONS_00031055.p1	BRALA17954
OG0000741	TCONS_00051595.p1, TCONS_00055896.p1, TCONS_00028882.p1	BRALA33506, BRALA32046
OG0000742	TCONS_00046716.p1, TCONS_00045385.p1, TCONS_00046005.p1, TCONS_00021056.p1	BRALA00941, BRALA00779, BRALA34671, BRALA00781, BRALA00894, BRALA01300, BRALA00780, BRALA04865, BRALA04866, BRALA17048, BRALA01585, BRALA24217, BRALA10593, BRALA01301, BRALA07187, BRALA11034, BRALA00944, BRALA17047, BRALA01299, BRALA01296, BRALA00942, BRALA00939, BRALA00940, BRALA00943, BRALA00938, BRALA17039, BRALA07567, BRALA01586, BRALA10119, BRALA11388
OG0000743	TCONS_00013173.p1	BRALA06285
OG0000743	TCONS_00014370.p1	BRALA06284
OG0000744	TCONS_00008825.p1	BRALA03822, BRALA06789, BRALA03324
OG0000745	TCONS_00011567.p1, TCONS_00011565.p1	BRALA10823
OG0000745	TCONS_00010173.p1, TCONS_00016076.p1	BRALA06045
OG0000746	TCONS_00051236.p1	BRALA16242, BRALA16245, BRALA16244, BRALA16243, BRALA16241
OG0000746	TCONS_00014182.p1	BRALA22561, BRALA22254, BRALA18386
OG0000748	TCONS_00032693.p1, TCONS_00032043.p1, TCONS_00038828.p1, TCONS_00032688.p1, TCONS_00044395.p1, TCONS_00032676.p1, TCONS_00032054.p1, TCONS_00032683.p1, TCONS_00032044.p1, TCONS_00044385.p1, TCONS_00038827.p1, TCONS_00032692.p1, TCONS_00038855.p1, TCONS_00038825.p1	BRALA10606
OG0000749	TCONS_00010786.p1	BRALA28914
OG0000750	TCONS_00001870.p1	BRALA14527
OG0000750	TCONS_00056013.p1, TCONS_00056012.p1, TCONS_00056014.p1, TCONS_00056015.p1	BRALA15208, BRALA27083, BRALA15212
OG0000751	TCONS_00056206.p1	BRALA07411
OG0000751	TCONS_00021695.p1	BRALA07933
OG0000752	TCONS_00027586.p1	BRALA11552
OG0000752	TCONS_00000980.p1	BRALA28831
OG0000752	TCONS_00054248.p1	BRALA05171
OG0000753	TCONS_00033131.p1	BRALA27046
OG0000753	TCONS_00034978.p1	BRALA21594
OG0000754	TCONS_00057184.p1	BRALA28897, BRALA12535
OG0000755	TCONS_00008247.p1	BRALA12515
OG0000756	TCONS_00018138.p1	BRALA05619, BRALA10089, BRALA00887, BRALA14420, BRALA14421, BRALA05618, BRALA08548
OG0000756	TCONS_00031460.p1	BRALA12917
OG0000757	TCONS_00006887.p1, TCONS_00006876.p1	BRALA34310
OG0000757	TCONS_00057276.p1	BRALA14460
OG0000758	TCONS_00016783.p1	BRALA13715
OG0000759	TCONS_00002581.p1	BRALA30577, BRALA11347
OG0000760	TCONS_00049569.p1	BRALA20315
OG0000761	TCONS_00014693.p1	BRALA23656
OG0000762	TCONS_00002922.p1	BRALA04595, BRALA07093
