Orthogroup	PFLAV	YEAST
OG0006096	TCONS_00006883.p1, TCONS_00006871.p1	YEAST03331
OG0006098	TCONS_00007779.p1	YEAST06192
OG0006103	TCONS_00000409.p1	YEAST01110
OG0006104	TCONS_00014211.p1	YEAST03697
OG0006106	TCONS_00054223.p1	YEAST00295
OG0006113	TCONS_00008491.p1	YEAST06164
OG0006114	TCONS_00027740.p1	YEAST05960
OG0006115	TCONS_00000342.p1	YEAST01346
OG0006116	TCONS_00009660.p1	YEAST05770
OG0006117	TCONS_00013524.p1	YEAST05899
OG0006122	TCONS_00014372.p1	YEAST05199
OG0006127	TCONS_00020694.p1	YEAST04711
OG0006134	TCONS_00008106.p1	YEAST00416
OG0006135	TCONS_00002593.p1	YEAST00161
OG0006136	TCONS_00016806.p1	YEAST05740
OG0006140	TCONS_00021228.p1, TCONS_00021227.p1	YEAST05182
OG0006141	TCONS_00028768.p1	YEAST02626
OG0006144	TCONS_00011254.p1	YEAST04770
OG0006145	TCONS_00050624.p1	YEAST01394
OG0006149	TCONS_00010120.p1	YEAST05979
OG0006152	TCONS_00045404.p1	YEAST03796
OG0006155	TCONS_00020771.p1, TCONS_00020781.p1	YEAST04800
OG0006156	TCONS_00021882.p1	YEAST00437
OG0006157	TCONS_00022400.p1	YEAST02465
OG0006159	TCONS_00020378.p1	YEAST06098
OG0006160	TCONS_00047213.p1	YEAST01548
OG0006161	TCONS_00032540.p1	YEAST04301
OG0006168	TCONS_00016557.p1	YEAST01411
OG0006169	TCONS_00043660.p1	YEAST02933
OG0006176	TCONS_00010221.p1	YEAST03164
OG0006180	TCONS_00007442.p1	YEAST00504
OG0006181	TCONS_00010425.p1	YEAST02419
OG0006185	TCONS_00045754.p1	YEAST05986
OG0006186	TCONS_00001195.p1	YEAST01010
OG0006188	TCONS_00053406.p1	YEAST05311
OG0006189	TCONS_00012480.p1	YEAST00844, YEAST06269
OG0006191	TCONS_00029555.p1	YEAST02336
OG0006192	TCONS_00056391.p1, TCONS_00041424.p1	YEAST06153
OG0006196	TCONS_00021445.p1	YEAST03954
OG0006199	TCONS_00052496.p1	YEAST06121
OG0006200	TCONS_00030705.p1	YEAST05079
OG0006202	TCONS_00007558.p1	YEAST00362
OG0006209	TCONS_00029727.p1	YEAST04555
OG0006210	TCONS_00009196.p1	YEAST00201
OG0006213	TCONS_00019307.p1	YEAST03554
OG0006214	TCONS_00037981.p1	YEAST04089
OG0006216	TCONS_00014138.p1	YEAST01089
OG0006217	TCONS_00051364.p1	YEAST00809
OG0006224	TCONS_00050034.p1	YEAST02751, YEAST03048
OG0006225	TCONS_00010489.p1	YEAST04875
OG0006227	TCONS_00026982.p1	YEAST00128
OG0006229	TCONS_00043875.p1	YEAST00143
OG0006230	TCONS_00020731.p1	YEAST03869
OG0006233	TCONS_00033829.p1	YEAST04247
OG0006237	TCONS_00051480.p1	YEAST02126
OG0006240	TCONS_00015238.p1	YEAST04649
OG0006245	TCONS_00056805.p1	YEAST05732
OG0006249	TCONS_00022323.p1	YEAST00821
OG0006250	TCONS_00027802.p1	YEAST05424
OG0006255	TCONS_00026740.p1, TCONS_00041555.p1	YEAST03350
OG0006258	TCONS_00032875.p1, TCONS_00032874.p1	YEAST05637
OG0006259	TCONS_00018304.p1	YEAST05672
OG0006260	TCONS_00047383.p1	YEAST04100
OG0006263	TCONS_00007047.p1	YEAST02521
OG0006269	TCONS_00048493.p1	YEAST03069
OG0006271	TCONS_00013879.p1	YEAST00375
OG0006275	TCONS_00001487.p1	YEAST06102
OG0006277	TCONS_00005076.p1	YEAST02811
OG0006279	TCONS_00002188.p1	YEAST04402
OG0006280	TCONS_00009583.p1	YEAST04541
OG0006281	TCONS_00050422.p1	YEAST04979
OG0006282	TCONS_00041317.p1, TCONS_00041301.p1	YEAST01445
OG0006283	TCONS_00020320.p1	YEAST00229
OG0006284	TCONS_00004481.p1	YEAST04213
OG0006288	TCONS_00005552.p1, TCONS_00005564.p1	YEAST02860
OG0006289	TCONS_00049653.p1	YEAST06209
OG0006293	TCONS_00006350.p1	YEAST05380
OG0006294	TCONS_00010810.p1	YEAST04000
OG0006295	TCONS_00006928.p1, TCONS_00006902.p1	YEAST05360
OG0006302	TCONS_00028792.p1	YEAST01852
OG0006306	TCONS_00017205.p1	YEAST00230
OG0006311	TCONS_00038156.p1	YEAST01145
OG0006313	TCONS_00046617.p1	YEAST02392
OG0006315	TCONS_00010515.p1	YEAST00489
OG0006317	TCONS_00005040.p1, TCONS_00029813.p1	YEAST02082
OG0006319	TCONS_00049238.p1	YEAST01135
OG0006320	TCONS_00048271.p1	YEAST04478
OG0006322	TCONS_00048928.p1	YEAST00815
OG0006329	TCONS_00026255.p1	YEAST01245
OG0006332	TCONS_00024586.p1	YEAST06042
OG0006334	TCONS_00053945.p1	YEAST00864
OG0006335	TCONS_00038727.p1	YEAST02588
OG0006339	TCONS_00006224.p1	YEAST06286
OG0006340	TCONS_00030619.p1	YEAST00922, YEAST05387
OG0006341	TCONS_00053211.p1	YEAST01452
OG0006344	TCONS_00032988.p1	YEAST01465
OG0006347	TCONS_00056824.p1	YEAST03436
OG0006349	TCONS_00052515.p1	YEAST05233
OG0006350	TCONS_00012262.p1	YEAST00452
OG0006357	TCONS_00050895.p1	YEAST02650
OG0006360	TCONS_00036149.p1	YEAST01556
OG0006362	TCONS_00041980.p1, TCONS_00041972.p1	YEAST05722
OG0006370	TCONS_00053971.p1	YEAST02350
OG0006372	TCONS_00055014.p1	YEAST05423
OG0006375	TCONS_00014183.p1	YEAST05198
OG0006377	TCONS_00053744.p1, TCONS_00053743.p1	YEAST04974
OG0006378	TCONS_00026085.p1	YEAST01924
OG0006381	TCONS_00047599.p1	YEAST01058
OG0006382	TCONS_00011902.p1	YEAST03313
OG0006385	TCONS_00011299.p1, TCONS_00011279.p1	YEAST04806
OG0006387	TCONS_00001551.p1	YEAST05324
OG0006389	TCONS_00001248.p1	YEAST02409
OG0006390	TCONS_00047659.p1	YEAST00339
OG0006392	TCONS_00001939.p1	YEAST01246
OG0006395	TCONS_00045081.p1	YEAST03605
OG0006396	TCONS_00054358.p1	YEAST02453
OG0006398	TCONS_00020199.p1	YEAST04420, YEAST03553
OG0006407	TCONS_00017172.p1	YEAST02250
OG0006416	TCONS_00023832.p1, TCONS_00023833.p1, TCONS_00003639.p1, TCONS_00019421.p1, TCONS_00019418.p1, TCONS_00019425.p1, TCONS_00019422.p1, TCONS_00019423.p1, TCONS_00019424.p1, TCONS_00019416.p1, TCONS_00019417.p1, TCONS_00020414.p1	YEAST00023
OG0006447	TCONS_00014759.p1	YEAST03459
OG0006448	TCONS_00055605.p1	YEAST00505, YEAST04285
OG0006449	TCONS_00018301.p1	YEAST02458
OG0006456	TCONS_00024071.p1	YEAST06224
OG0006459	TCONS_00029344.p1	YEAST00972, YEAST00245
OG0006461	TCONS_00048350.p1	YEAST05346
OG0006462	TCONS_00014431.p1	YEAST01838
OG0006464	TCONS_00021066.p1	YEAST05965
OG0006465	TCONS_00009885.p1	YEAST01875
OG0006470	TCONS_00027786.p1	YEAST01306
OG0006474	TCONS_00005145.p1	YEAST03988
OG0006475	TCONS_00056392.p1, TCONS_00041422.p1	YEAST06223, YEAST00349
OG0006476	TCONS_00042228.p1	YEAST00315
OG0006479	TCONS_00051879.p1	YEAST05669
OG0006481	TCONS_00034795.p1	YEAST06165
OG0006488	TCONS_00011528.p1, TCONS_00011527.p1	YEAST02614
OG0006498	TCONS_00043357.p1, TCONS_00043346.p1	YEAST02291
OG0006503	TCONS_00021845.p1	YEAST06053
OG0006504	TCONS_00006488.p1	YEAST02866
OG0006507	TCONS_00049530.p1	YEAST02914
OG0006511	TCONS_00007950.p1	YEAST01899
OG0006512	TCONS_00011733.p1	YEAST04169
OG0006514	TCONS_00043974.p1	YEAST05820
OG0006515	TCONS_00004438.p1	YEAST03195
OG0006516	TCONS_00010802.p1	YEAST02248
OG0006520	TCONS_00042468.p1, TCONS_00042416.p1	YEAST05914
OG0006523	TCONS_00011605.p1	YEAST04170
OG0006528	TCONS_00004367.p1	YEAST02276
OG0006532	TCONS_00053038.p1, TCONS_00053081.p1	YEAST05019
OG0006533	TCONS_00001339.p1	YEAST00790
OG0006536	TCONS_00026188.p1	YEAST05130
OG0006538	TCONS_00018708.p1, TCONS_00018657.p1	YEAST02168
OG0006543	TCONS_00017046.p1	YEAST03219
OG0006544	TCONS_00008190.p1, TCONS_00008179.p1	YEAST06160
OG0006550	TCONS_00049126.p1	YEAST05541
OG0006552	TCONS_00029062.p1	YEAST02016
OG0006553	TCONS_00014564.p1	YEAST05825
OG0006554	TCONS_00005063.p1	YEAST04136
OG0006561	TCONS_00009958.p1	YEAST00874
OG0006564	TCONS_00005531.p1	YEAST05934
OG0006568	TCONS_00045070.p1	YEAST03560
OG0006569	TCONS_00004482.p1	YEAST02940
OG0006571	TCONS_00027928.p1	YEAST00795
OG0006574	TCONS_00029325.p1	YEAST06163
OG0006577	TCONS_00054554.p1	YEAST03945
OG0006578	TCONS_00026429.p1	YEAST00813
OG0006580	TCONS_00003702.p1	YEAST04957
OG0006582	TCONS_00028748.p1	YEAST04615
OG0006584	TCONS_00009190.p1	YEAST01846
OG0006589	TCONS_00047690.p1	YEAST04474
OG0006594	TCONS_00005014.p1	YEAST00464
OG0006595	TCONS_00029764.p1	YEAST05577
OG0006596	TCONS_00007790.p1	YEAST03312
OG0006597	TCONS_00042667.p1	YEAST01876
OG0006598	TCONS_00029076.p1	YEAST02580
OG0006602	TCONS_00056704.p1	YEAST06259
OG0006603	TCONS_00007117.p1	YEAST05721
OG0006604	TCONS_00006520.p1	YEAST01597
OG0006607	TCONS_00044660.p1	YEAST05258
OG0006609	TCONS_00056679.p1	YEAST04231
OG0006610	TCONS_00012981.p1	YEAST04593
OG0006611	TCONS_00055553.p1	YEAST02395
OG0006613	TCONS_00020318.p1	YEAST00490
OG0006615	TCONS_00055565.p1	YEAST02695
OG0006617	TCONS_00056205.p1	YEAST02864, YEAST02189
OG0006619	TCONS_00045095.p1	YEAST03691
OG0006622	TCONS_00021887.p1	YEAST04382
OG0006627	TCONS_00000978.p1	YEAST01553
OG0006630	TCONS_00032852.p1	YEAST05584
OG0006631	TCONS_00003832.p1	YEAST01419, YEAST04493
OG0006633	TCONS_00045550.p1	YEAST05580
OG0006636	TCONS_00012633.p1	YEAST06190
OG0006637	TCONS_00013489.p1	YEAST06011
OG0006651	TCONS_00000270.p1	YEAST03308
OG0006655	TCONS_00028473.p1	YEAST04609
OG0006658	TCONS_00045451.p1, TCONS_00045482.p1	YEAST03323
OG0006662	TCONS_00035039.p1	YEAST02707
OG0006663	TCONS_00006144.p1, TCONS_00006163.p1	YEAST04538
OG0006664	TCONS_00015932.p1	YEAST04769
OG0006667	TCONS_00015836.p1	YEAST03011
OG0006668	TCONS_00042523.p1	YEAST00040
OG0006669	TCONS_00052745.p1	YEAST05379
OG0006678	TCONS_00013801.p1	YEAST03428
OG0006681	TCONS_00056930.p1	YEAST02774
OG0006688	TCONS_00008729.p1	YEAST02298
OG0006690	TCONS_00048041.p1	YEAST00986
OG0006691	TCONS_00053236.p1	YEAST06141
OG0006692	TCONS_00003067.p1	YEAST04243
OG0006694	TCONS_00002311.p1	YEAST04074
OG0006703	TCONS_00045997.p1	YEAST04919
OG0006704	TCONS_00000539.p1	YEAST02241
OG0006706	TCONS_00014874.p1	YEAST01312
OG0006707	TCONS_00014958.p1	YEAST04448
OG0006712	TCONS_00007395.p1	YEAST01297
OG0006716	TCONS_00018192.p1	YEAST01688
OG0006717	TCONS_00012131.p1	YEAST03273, YEAST00511
OG0006722	TCONS_00053746.p1	YEAST05928
OG0006725	TCONS_00048951.p1	YEAST05141
OG0006726	TCONS_00044651.p1	YEAST01310
OG0006728	TCONS_00055761.p1	YEAST01819
OG0006730	TCONS_00044178.p1	YEAST06066
OG0006732	TCONS_00020263.p1	YEAST05092
OG0006736	TCONS_00008432.p1	YEAST03708, YEAST02845
OG0006738	TCONS_00057052.p1	YEAST03786
OG0006741	TCONS_00047318.p1	YEAST00908
OG0006752	TCONS_00040754.p1	YEAST01605
OG0006753	TCONS_00011610.p1	YEAST06210
OG0006754	TCONS_00008287.p1	YEAST05223, YEAST00660
OG0006755	TCONS_00042769.p1	YEAST03743
OG0006757	TCONS_00011154.p1	YEAST02585
OG0006758	TCONS_00057241.p1	YEAST00132
OG0006766	TCONS_00022745.p1	YEAST01711
OG0006769	TCONS_00023716.p1, TCONS_00029383.p1	YEAST04955
OG0006772	TCONS_00026780.p1	YEAST05602
OG0006775	TCONS_00012501.p1	YEAST01095
OG0006776	TCONS_00055607.p1	YEAST02455
OG0006777	TCONS_00010464.p1	YEAST05242
OG0006826	TCONS_00041653.p1	YEAST03748
OG0006830	TCONS_00010805.p1	YEAST02320
OG0006838	TCONS_00012572.p1	YEAST01244
OG0006843	TCONS_00029554.p1	YEAST03855
OG0006846	TCONS_00010501.p1	YEAST04146
OG0006853	TCONS_00049013.p1	YEAST03500
OG0006860	TCONS_00008747.p1	YEAST03798
OG0006867	TCONS_00010725.p1	YEAST03341
OG0006869	TCONS_00048793.p1	YEAST01706
OG0006874	TCONS_00013010.p1	YEAST03449
OG0006876	TCONS_00054383.p1	YEAST00384
OG0006880	TCONS_00014869.p1	YEAST04631
OG0006881	TCONS_00043849.p1	YEAST01049
OG0006887	TCONS_00055244.p1	YEAST01983
OG0006888	TCONS_00017203.p1	YEAST00485
OG0006890	TCONS_00026380.p1	YEAST02034
OG0006891	TCONS_00005459.p1	YEAST00187
OG0006892	TCONS_00055599.p1	YEAST04820
OG0006894	TCONS_00013687.p1	YEAST01360
OG0006897	TCONS_00028324.p1	YEAST00856
OG0006901	TCONS_00056765.p1	YEAST05480
OG0006906	TCONS_00006172.p1	YEAST00746
OG0006918	TCONS_00046489.p1	YEAST05610
OG0006920	TCONS_00001003.p1	YEAST02490
OG0006924	TCONS_00019814.p1	YEAST04308
OG0006927	TCONS_00056916.p1	YEAST00921
OG0006934	TCONS_00021826.p1	YEAST02053
OG0006935	TCONS_00027216.p1	YEAST02014
OG0006936	TCONS_00026943.p1	YEAST06114
OG0006937	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1	YEAST05537
OG0006938	TCONS_00048561.p1	YEAST02536
OG0006939	TCONS_00045731.p1, TCONS_00045732.p1	YEAST01033
OG0006940	TCONS_00020637.p1	YEAST05163
OG0006942	TCONS_00011962.p1	YEAST00190
OG0006943	TCONS_00016606.p1	YEAST02583
OG0006949	TCONS_00019352.p1	YEAST00975, YEAST00256
OG0006952	TCONS_00007043.p1	YEAST02831
OG0006953	TCONS_00057019.p1	YEAST02903, YEAST04751, YEAST05739
OG0006959	TCONS_00017783.p1	YEAST01865
OG0006964	TCONS_00013322.p1	YEAST05995
OG0006966	TCONS_00021949.p1	YEAST02544
OG0006967	TCONS_00013925.p1, TCONS_00013924.p1	YEAST06235
OG0006968	TCONS_00008544.p1	YEAST03972
OG0006969	TCONS_00027604.p1	YEAST01604
OG0006971	TCONS_00006676.p1	YEAST00044
OG0006973	TCONS_00001025.p1	YEAST03793
OG0006975	TCONS_00001197.p1	YEAST02322
OG0006977	TCONS_00047323.p1	YEAST06248
OG0006978	TCONS_00028090.p1	YEAST00696
OG0006980	TCONS_00052008.p1	YEAST02173
OG0006985	TCONS_00049518.p1	YEAST03215
OG0006989	TCONS_00055897.p1	YEAST04914
OG0006991	TCONS_00045078.p1	YEAST05066
OG0006992	TCONS_00052895.p1	YEAST04657
OG0006994	TCONS_00002645.p1	YEAST05554
OG0006995	TCONS_00001363.p1	YEAST06048
OG0006997	TCONS_00048268.p1	YEAST00664
OG0006998	TCONS_00056048.p1	YEAST02509
OG0006999	TCONS_00018389.p1	YEAST03874
OG0007003	TCONS_00007710.p1	YEAST01840
OG0007005	TCONS_00005914.p1	YEAST03907
OG0007009	TCONS_00031874.p1	YEAST05645
OG0007010	TCONS_00042742.p1	YEAST01652
OG0007012	TCONS_00030131.p1	YEAST05361
OG0007013	TCONS_00013691.p1	YEAST05971
OG0007015	TCONS_00009257.p1	YEAST03053
OG0007016	TCONS_00007491.p1	YEAST05307
OG0007020	TCONS_00025884.p1	YEAST00663
OG0007024	TCONS_00048088.p1	YEAST01864
OG0007030	TCONS_00030781.p1	YEAST05712
OG0007033	TCONS_00011250.p1	YEAST04002
OG0007036	TCONS_00014868.p1	YEAST04799
OG0007043	TCONS_00027745.p1	YEAST02072, YEAST01064
OG0007045	TCONS_00054903.p1	YEAST01113
OG0007046	TCONS_00001135.p1	YEAST04826
OG0007049	TCONS_00051136.p1	YEAST05930
OG0007050	TCONS_00027092.p1	YEAST05668
OG0007053	TCONS_00033075.p1	YEAST05898
OG0007055	TCONS_00006739.p1	YEAST02593
OG0007061	TCONS_00026381.p1	YEAST03247
OG0007063	TCONS_00013713.p1	YEAST04650
OG0007065	TCONS_00023245.p1	YEAST01111
OG0007071	TCONS_00054222.p1	YEAST02162
OG0007073	TCONS_00051978.p1	YEAST03946
OG0007075	TCONS_00031214.p1, TCONS_00031191.p1	YEAST00811
OG0007084	TCONS_00007233.p1	YEAST05527
OG0007089	TCONS_00022106.p1	YEAST04132
OG0007092	TCONS_00009665.p1	YEAST01811
OG0007093	TCONS_00053768.p1	YEAST01923
OG0007095	TCONS_00012814.p1	YEAST02581
OG0007097	TCONS_00052445.p1, TCONS_00040903.p1	YEAST01699
OG0007098	TCONS_00033201.p1, TCONS_00008826.p1	YEAST03783
OG0007106	TCONS_00047227.p1	YEAST00202
OG0007112	TCONS_00029738.p1	YEAST05597
OG0007114	TCONS_00008157.p1	YEAST03493
OG0007118	TCONS_00001877.p1	YEAST01120
OG0007119	TCONS_00052985.p1, TCONS_00052977.p1	YEAST05459
OG0007120	TCONS_00053428.p1	YEAST04248
OG0007121	TCONS_00011260.p1	YEAST05746
OG0007124	TCONS_00043163.p1	YEAST04818
OG0007127	TCONS_00019274.p1	YEAST04415
OG0007130	TCONS_00047510.p1	YEAST05158
OG0007131	TCONS_00053264.p1	YEAST05874
OG0007132	TCONS_00046363.p1	YEAST06078
OG0007137	TCONS_00014362.p1	YEAST00797
OG0007138	TCONS_00015362.p1	YEAST04319
OG0007139	TCONS_00016896.p1	YEAST05259
OG0007143	TCONS_00045330.p1	YEAST02636
OG0007144	TCONS_00011322.p1	YEAST04135
OG0007150	TCONS_00008146.p1	YEAST00900
OG0007154	TCONS_00009690.p1	YEAST01439
OG0007164	TCONS_00002256.p1	YEAST05557
OG0007165	TCONS_00017776.p1	YEAST04228, YEAST02514
OG0007166	TCONS_00024144.p1	YEAST05384
OG0007168	TCONS_00055660.p1	YEAST02929
OG0007182	TCONS_00022331.p1	YEAST00042
OG0007184	TCONS_00018313.p1	YEAST01512
OG0007185	TCONS_00035310.p1, TCONS_00035096.p1, TCONS_00045105.p1, TCONS_00045100.p1	YEAST01036
OG0007186	TCONS_00003055.p1	YEAST00761
OG0007192	TCONS_00056981.p1	YEAST00860
OG0007201	TCONS_00012488.p1	YEAST01721
OG0007249	TCONS_00044027.p1, TCONS_00044026.p1	YEAST00344
OG0007254	TCONS_00050275.p1	YEAST00328
OG0007258	TCONS_00029836.p1	YEAST02867
OG0007264	TCONS_00009451.p1	YEAST04093
OG0007269	TCONS_00017528.p1, TCONS_00018132.p1	YEAST04522
OG0007274	TCONS_00004667.p1	YEAST04165, YEAST05634
OG0007276	TCONS_00028742.p1	YEAST02007
OG0007279	TCONS_00005992.p1	YEAST02363
OG0007282	TCONS_00006842.p1	YEAST04912
OG0007288	TCONS_00031264.p1	YEAST02949
OG0007292	TCONS_00035530.p1, TCONS_00035602.p1	YEAST05159
OG0007303	TCONS_00021677.p1	YEAST05207
OG0007307	TCONS_00003884.p1	YEAST05606
OG0007313	TCONS_00016093.p1, TCONS_00016085.p1, TCONS_00016094.p1	YEAST02047
OG0007317	TCONS_00046686.p1	YEAST04084
OG0007322	TCONS_00015457.p1	YEAST01090
OG0007325	TCONS_00007263.p1	YEAST03249
OG0007330	TCONS_00042612.p1	YEAST00633
OG0007332	TCONS_00041617.p1	YEAST02451
OG0007335	TCONS_00012140.p1	YEAST06084
OG0007336	TCONS_00001393.p1, TCONS_00001399.p1	YEAST03606
OG0007341	TCONS_00016545.p1	YEAST00183
OG0007342	TCONS_00014969.p1, TCONS_00052712.p1	YEAST03859
OG0007343	TCONS_00052916.p1	YEAST00383
OG0007347	TCONS_00027454.p1	YEAST02066
OG0007349	TCONS_00006145.p1	YEAST01492
OG0007354	TCONS_00019461.p1	YEAST03378
OG0007355	TCONS_00006284.p1	YEAST02682
OG0007361	TCONS_00029124.p1, TCONS_00029129.p1	YEAST02394
OG0007363	TCONS_00042576.p1	YEAST05519
OG0007364	TCONS_00043040.p1	YEAST01959
OG0007367	TCONS_00054210.p1	YEAST01013
OG0007371	TCONS_00026558.p1	YEAST04970
OG0007376	TCONS_00046614.p1	YEAST02976
OG0007379	TCONS_00003495.p1	YEAST00967
OG0007380	TCONS_00019634.p1	YEAST00785, YEAST00666
OG0007382	TCONS_00018463.p1	YEAST01108
OG0007387	TCONS_00015964.p1	YEAST06326
OG0007393	TCONS_00011541.p1	YEAST01116
OG0007394	TCONS_00010962.p1	YEAST05998
OG0007395	TCONS_00013162.p1	YEAST00603
OG0007397	TCONS_00053178.p1	YEAST03512
OG0007399	TCONS_00002016.p1	YEAST02279
OG0007408	TCONS_00017153.p1	YEAST03401
OG0007409	TCONS_00018206.p1	YEAST05329
OG0007411	TCONS_00020743.p1	YEAST04399
OG0007412	TCONS_00000425.p1	YEAST04822
OG0007414	TCONS_00053253.p1	YEAST01970
OG0007415	TCONS_00003678.p1	YEAST01948
OG0007417	TCONS_00004580.p1	YEAST04175
OG0007419	TCONS_00012322.p1	YEAST02667
OG0007421	TCONS_00056604.p1, TCONS_00056597.p1	YEAST00762
OG0007424	TCONS_00013473.p1	YEAST05463
OG0007425	TCONS_00043934.p1	YEAST06135
OG0007427	TCONS_00027248.p1	YEAST00763
OG0007428	TCONS_00041450.p1, TCONS_00055214.p1	YEAST01536
OG0007431	TCONS_00020262.p1	YEAST00610
OG0007439	TCONS_00016765.p1, TCONS_00016766.p1	YEAST01063
OG0007442	TCONS_00053552.p1	YEAST03687
OG0007446	TCONS_00005993.p1	YEAST04647
OG0007451	TCONS_00020489.p1	YEAST02017
OG0007454	TCONS_00022466.p1	YEAST01359
OG0007456	TCONS_00017386.p1	YEAST00931
OG0007458	TCONS_00054268.p1	YEAST02196
OG0007460	TCONS_00011173.p1	YEAST04891
OG0007463	TCONS_00023049.p1	YEAST00394
OG0007466	TCONS_00015307.p1	YEAST00806
OG0007473	TCONS_00056776.p2	YEAST03408
OG0007478	TCONS_00006303.p1	YEAST02470
OG0007482	TCONS_00050546.p1	YEAST05783
OG0007483	TCONS_00017917.p1	YEAST01187
OG0007484	TCONS_00011058.p1	YEAST00517
OG0007488	TCONS_00056102.p1	YEAST04193
OG0007491	TCONS_00026008.p1, TCONS_00026018.p1	YEAST05032
OG0007495	TCONS_00003309.p1	YEAST04536
OG0007498	TCONS_00046777.p1	YEAST00593
OG0007499	TCONS_00011333.p1	YEAST03994
OG0007504	TCONS_00013281.p1, TCONS_00013301.p1	YEAST02642
OG0007508	TCONS_00015471.p1	YEAST05759
OG0007509	TCONS_00054447.p1	YEAST03229
OG0007519	TCONS_00045536.p1	YEAST04589
OG0007528	TCONS_00016340.p1	YEAST02438
OG0007531	TCONS_00028954.p1	YEAST05725
OG0007591	TCONS_00002544.p1	YEAST02623
OG0007597	TCONS_00056560.p1	YEAST05244
OG0007605	TCONS_00010403.p1	YEAST04509
OG0007615	TCONS_00049219.p1	YEAST05127
OG0007618	TCONS_00002351.p1	YEAST02486
OG0007619	TCONS_00051121.p1	YEAST04342
OG0007622	TCONS_00048817.p1	YEAST01282
OG0007624	TCONS_00000852.p1	YEAST03901
OG0007645	TCONS_00013025.p1	YEAST05586
OG0007646	TCONS_00044005.p1	YEAST05572
OG0007648	TCONS_00001270.p1	YEAST03775
OG0007656	TCONS_00048545.p1	YEAST02935
OG0007657	TCONS_00036175.p1	YEAST01213
OG0007663	TCONS_00054988.p1	YEAST01133
OG0007673	TCONS_00045388.p1	YEAST04892
OG0007676	TCONS_00016320.p1	YEAST01965
OG0007685	TCONS_00011974.p1	YEAST00976
OG0007690	TCONS_00025906.p1	YEAST00054
OG0007692	TCONS_00012253.p1	YEAST05386
OG0007698	TCONS_00027879.p1	YEAST04526
OG0007701	TCONS_00006365.p1	YEAST04394
OG0007703	TCONS_00030277.p1	YEAST03290
OG0007704	TCONS_00020277.p1	YEAST01687
OG0007712	TCONS_00027070.p1	YEAST02916
OG0007722	TCONS_00029664.p1	YEAST06130
OG0007727	TCONS_00015528.p1	YEAST01129
OG0007739	TCONS_00001041.p1	YEAST04408
OG0007744	TCONS_00047303.p1	YEAST04303
OG0007749	TCONS_00049303.p1	YEAST02144
OG0007751	TCONS_00027679.p1	YEAST03046
OG0007754	TCONS_00050991.p1	YEAST03550
OG0007758	TCONS_00048344.p1	YEAST04336
OG0007760	TCONS_00002867.p1	YEAST02821
OG0007766	TCONS_00013847.p1	YEAST03772, YEAST02908
OG0007767	TCONS_00052065.p1, TCONS_00052071.p1	YEAST03177
OG0007769	TCONS_00013347.p1	YEAST02589
OG0007772	TCONS_00021495.p1	YEAST05211
OG0007773	TCONS_00021313.p1, TCONS_00022320.p1	YEAST05609
OG0007783	TCONS_00014436.p1	YEAST03579
OG0007784	TCONS_00057050.p1	YEAST01170
OG0007786	TCONS_00010304.p1	YEAST01347
OG0007787	TCONS_00049248.p1	YEAST03458
OG0007801	TCONS_00013160.p1	YEAST02556, YEAST00332
OG0007803	TCONS_00011075.p1	YEAST00818
OG0007810	TCONS_00049548.p1	YEAST06278
OG0007811	TCONS_00039538.p1	YEAST05686
OG0007816	TCONS_00051033.p1	YEAST00605
OG0007823	TCONS_00026099.p1	YEAST03887
OG0007825	TCONS_00020063.p1	YEAST05054
OG0007827	TCONS_00003607.p1	YEAST01279
OG0007829	TCONS_00011101.p1	YEAST02649
OG0007830	TCONS_00020303.p1	YEAST03594
OG0007831	TCONS_00026164.p1	YEAST03693
OG0007838	TCONS_00005286.p1	YEAST04312
OG0007840	TCONS_00045842.p1	YEAST02829
OG0007843	TCONS_00042751.p1	YEAST04794
OG0007848	TCONS_00002380.p1, TCONS_00002373.p1	YEAST03711
OG0007849	TCONS_00002911.p1	YEAST01915
OG0007850	TCONS_00051270.p1, TCONS_00050100.p1	YEAST01418
OG0007858	TCONS_00027054.p1	YEAST03196
OG0007912	TCONS_00006263.p1, TCONS_00005699.p1	YEAST04725
OG0007918	TCONS_00015815.p1	YEAST04092
OG0007941	TCONS_00045262.p1	YEAST03892
OG0007943	TCONS_00002346.p1	YEAST03288
OG0007947	TCONS_00014143.p1	YEAST02420
OG0007958	TCONS_00017230.p1	YEAST01011
OG0007971	TCONS_00018241.p1	YEAST03990
OG0007975	TCONS_00054492.p1	YEAST01243
OG0007976	TCONS_00014019.p1	YEAST02259
OG0007978	TCONS_00020830.p1	YEAST01491
OG0007982	TCONS_00056241.p1, TCONS_00056252.p1, TCONS_00025370.p1, TCONS_00023993.p1	YEAST03186
OG0007986	TCONS_00029807.p1	YEAST01263
OG0007991	TCONS_00011604.p1	YEAST02341
OG0007993	TCONS_00010046.p1	YEAST00089
OG0007995	TCONS_00007177.p1	YEAST03463
OG0007996	TCONS_00006814.p1	YEAST04079
OG0007998	TCONS_00004185.p1	YEAST00688
OG0008008	TCONS_00013247.p1	YEAST02355
OG0008020	TCONS_00012138.p1	YEAST05433
OG0008030	TCONS_00006069.p1	YEAST00039
OG0008031	TCONS_00043800.p1	YEAST04719
