Orthogroup	PFLAV	CAEEL
OG0001679	TCONS_00031399.p1, TCONS_00031400.p1, TCONS_00031396.p1	CAEEL18912
OG0001680	TCONS_00002528.p1	CAEEL15664
OG0001682	TCONS_00022810.p1	CAEEL17995
OG0001683	TCONS_00001249.p1	CAEEL00875
OG0001684	TCONS_00033007.p1, TCONS_00033523.p1, TCONS_00033524.p1, TCONS_00033006.p1, TCONS_00033535.p1, TCONS_00033522.p1, TCONS_00033536.p1, TCONS_00032997.p1, TCONS_00032998.p1, TCONS_00014750.p1, TCONS_00051333.p1, TCONS_00005954.p1, TCONS_00005968.p1, TCONS_00054567.p1, TCONS_00004675.p1	CAEEL08513, CAEEL19560
OG0001685	TCONS_00041682.p1	CAEEL06629, CAEEL19461
OG0001688	TCONS_00041659.p1	CAEEL06653
OG0001689	TCONS_00038894.p1, TCONS_00041155.p1	CAEEL08769
OG0001690	TCONS_00016381.p1, TCONS_00016384.p1, TCONS_00011374.p1, TCONS_00005022.p1, TCONS_00044890.p1	CAEEL02923
OG0001691	TCONS_00004699.p1	CAEEL09136, CAEEL09137
OG0001706	TCONS_00042964.p1	CAEEL00824
OG0001707	TCONS_00017739.p1	CAEEL18144, CAEEL17802
OG0001709	TCONS_00053991.p1, TCONS_00053988.p1, TCONS_00042778.p1	CAEEL07646, CAEEL07650
OG0001710	TCONS_00049810.p1	CAEEL11053
OG0001711	TCONS_00009834.p1	CAEEL15052
OG0001713	TCONS_00051909.p1	CAEEL04261
OG0001713	TCONS_00007484.p1	CAEEL02704
OG0001714	TCONS_00014136.p1	CAEEL12772
OG0001714	TCONS_00004493.p1	CAEEL15825
OG0001718	TCONS_00009996.p1	CAEEL12769
OG0001720	TCONS_00005795.p1, TCONS_00005809.p1	CAEEL07819
OG0001721	TCONS_00055327.p1	CAEEL10104, CAEEL11043
OG0001723	TCONS_00021858.p1	CAEEL19731
OG0001724	TCONS_00000295.p1	CAEEL00188, CAEEL09412
OG0001726	TCONS_00009645.p1	CAEEL15546
OG0001727	TCONS_00009887.p1	CAEEL15354
OG0001728	TCONS_00029816.p1	CAEEL20444
OG0001730	TCONS_00052824.p1	CAEEL04519
OG0001731	TCONS_00024224.p1	CAEEL19569
OG0001732	TCONS_00022906.p1	CAEEL05337
OG0001733	TCONS_00027042.p1, TCONS_00027041.p1	CAEEL11586
OG0001734	TCONS_00002651.p1, TCONS_00004149.p1	CAEEL11289
OG0001735	TCONS_00052429.p1, TCONS_00055308.p1	CAEEL08598
OG0001736	TCONS_00007503.p1	CAEEL20331
OG0001738	TCONS_00025852.p1, TCONS_00024426.p1	CAEEL09745, CAEEL09746
OG0001739	TCONS_00000275.p1, TCONS_00013298.p1, TCONS_00024001.p1	CAEEL10953
OG0001743	TCONS_00015692.p1	CAEEL18830
OG0001745	TCONS_00013940.p1	CAEEL15294
OG0001746	TCONS_00038041.p1	CAEEL09374
OG0001747	TCONS_00022183.p1	CAEEL13414, CAEEL14611, CAEEL15557
OG0001749	TCONS_00042775.p1	CAEEL07118
OG0001750	TCONS_00054872.p1	CAEEL08294
OG0001754	TCONS_00000340.p1	CAEEL06405
OG0001755	TCONS_00024573.p1	CAEEL12716
OG0001755	TCONS_00018757.p1	CAEEL16403
OG0001756	TCONS_00027499.p1, TCONS_00031245.p1	CAEEL02757
OG0001758	TCONS_00006444.p1	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164
OG0001769	TCONS_00030498.p1	CAEEL12367
OG0001770	TCONS_00056943.p1	CAEEL12180
OG0001774	TCONS_00027565.p1	CAEEL20358
OG0001774	TCONS_00049423.p1	CAEEL07377, CAEEL01266
OG0001775	TCONS_00029000.p1	CAEEL01757
OG0001776	TCONS_00026748.p1, TCONS_00012829.p1	CAEEL20827
OG0001778	TCONS_00019833.p1, TCONS_00019795.p1	CAEEL00649
OG0001780	TCONS_00005814.p1, TCONS_00000875.p1	CAEEL12979
OG0001781	TCONS_00055581.p1	CAEEL04378
OG0001781	TCONS_00014649.p1	CAEEL06468
OG0001782	TCONS_00031327.p1	CAEEL11605
OG0001783	TCONS_00019323.p1	CAEEL18807
OG0001785	TCONS_00008315.p1, TCONS_00008311.p1, TCONS_00008317.p1	CAEEL10450, CAEEL07502
OG0001785	TCONS_00008307.p1	CAEEL07424
OG0001786	TCONS_00024175.p1, TCONS_00024177.p1, TCONS_00001488.p1, TCONS_00023241.p1	CAEEL18388
OG0001787	TCONS_00001441.p1	CAEEL07669
OG0001790	TCONS_00040102.p1, TCONS_00040101.p1	CAEEL19999
OG0001792	TCONS_00027948.p1	CAEEL00159
OG0001793	TCONS_00054783.p1, TCONS_00044544.p1	CAEEL07806
OG0001798	TCONS_00026567.p1	CAEEL02504
OG0001799	TCONS_00005170.p1	CAEEL07172
OG0001800	TCONS_00047454.p1, TCONS_00047451.p1	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	TCONS_00024371.p1, TCONS_00024407.p1	CAEEL10422, CAEEL19401
OG0001809	TCONS_00015676.p1	CAEEL18133
OG0001810	TCONS_00002619.p1	CAEEL00534
OG0001811	TCONS_00023968.p1	CAEEL12329
OG0001815	TCONS_00009607.p1	CAEEL15383
OG0001816	TCONS_00053505.p1, TCONS_00053591.p1, TCONS_00053506.p1	CAEEL05710
OG0001818	TCONS_00011281.p1, TCONS_00011301.p1	CAEEL16460
OG0001819	TCONS_00048851.p1, TCONS_00048848.p1, TCONS_00048849.p1, TCONS_00019291.p1	CAEEL08110
OG0001820	TCONS_00031298.p1	CAEEL00161
OG0001821	TCONS_00013104.p1	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600
OG0001822	TCONS_00024091.p1	CAEEL14275, CAEEL14276
OG0001823	TCONS_00056526.p1	CAEEL18465
OG0001824	TCONS_00037763.p1, TCONS_00010641.p1, TCONS_00012032.p1	CAEEL20525
OG0001826	TCONS_00022799.p1	CAEEL08005, CAEEL18927
OG0001827	TCONS_00014648.p1	CAEEL12511
OG0001828	TCONS_00056449.p1	CAEEL07411
OG0001830	TCONS_00046062.p1	CAEEL00742
OG0001831	TCONS_00014358.p1	CAEEL10161, CAEEL19257
OG0001834	TCONS_00054877.p1	CAEEL08270
OG0001835	TCONS_00024789.p1, TCONS_00024784.p1, TCONS_00024817.p1, TCONS_00024785.p1, TCONS_00024820.p1, TCONS_00024787.p1, TCONS_00024819.p1, TCONS_00024818.p1, TCONS_00024788.p1, TCONS_00024821.p1, TCONS_00024824.p1, TCONS_00024790.p1, TCONS_00024823.p1, TCONS_00025823.p1, TCONS_00024464.p1	CAEEL15709
OG0001842	TCONS_00052789.p1, TCONS_00052783.p1, TCONS_00053889.p1, TCONS_00052784.p1, TCONS_00052791.p1, TCONS_00053105.p1, TCONS_00053062.p1, TCONS_00052787.p1, TCONS_00052785.p1, TCONS_00053888.p1, TCONS_00053887.p1, TCONS_00054453.p1, TCONS_00054122.p1, TCONS_00054159.p1, TCONS_00053057.p1, TCONS_00053100.p1, TCONS_00054156.p1, TCONS_00054121.p1, TCONS_00053099.p1, TCONS_00053056.p1, TCONS_00018047.p1	CAEEL06944
OG0001846	TCONS_00045551.p1	CAEEL02581, CAEEL02580
OG0001849	TCONS_00052728.p1	CAEEL04779
OG0001849	TCONS_00057244.p1	CAEEL07132
OG0001850	TCONS_00008712.p1, TCONS_00030918.p1	CAEEL04901
OG0001852	TCONS_00047986.p1	CAEEL10571
OG0001853	TCONS_00007694.p1, TCONS_00008915.p1	CAEEL00334, CAEEL01622
OG0001857	TCONS_00046697.p1	CAEEL04635
OG0001860	TCONS_00023437.p1	CAEEL19534
OG0001861	TCONS_00025445.p1	CAEEL19043
OG0001862	TCONS_00029074.p1, TCONS_00028055.p1	CAEEL07094
OG0001863	TCONS_00054880.p1	CAEEL11286
OG0001864	TCONS_00046707.p1, TCONS_00045713.p1, TCONS_00046869.p1	CAEEL00359
OG0001866	TCONS_00056589.p1	CAEEL12131
OG0001867	TCONS_00013831.p1	CAEEL18932
OG0001870	TCONS_00018207.p1	CAEEL18619
OG0001873	TCONS_00010780.p1	CAEEL14280, CAEEL14281, CAEEL15718
OG0001874	TCONS_00048055.p1, TCONS_00048050.p1	CAEEL00933
OG0001875	TCONS_00048169.p2	CAEEL09917
OG0001876	TCONS_00042166.p1	CAEEL11614
OG0001878	TCONS_00042105.p1	CAEEL07138
OG0001879	TCONS_00006652.p1	CAEEL07021, CAEEL20524, CAEEL09154
OG0001881	TCONS_00025066.p1	CAEEL18890
OG0001883	TCONS_00013916.p1	CAEEL19810
OG0001884	TCONS_00019811.p1	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922
OG0001886	TCONS_00015547.p1	CAEEL20566, CAEEL20351
OG0001887	TCONS_00041596.p1	CAEEL05740
OG0001888	TCONS_00053299.p1	CAEEL18672, CAEEL11639
OG0001890	TCONS_00023143.p1, TCONS_00023144.p1	CAEEL18655
OG0001895	TCONS_00007692.p1, TCONS_00007691.p1	CAEEL00352, CAEEL16104
OG0001897	TCONS_00028151.p1	CAEEL00130
OG0001898	TCONS_00015999.p1, TCONS_00010559.p1	CAEEL15099
OG0001899	TCONS_00012134.p1	CAEEL14131
OG0001900	TCONS_00009905.p1	CAEEL16160
OG0001901	TCONS_00042235.p1	CAEEL08532, CAEEL08531
OG0001903	TCONS_00011167.p1, TCONS_00011133.p1, TCONS_00011134.p1, TCONS_00011135.p1	CAEEL12995
OG0001913	TCONS_00026681.p1	CAEEL00139
OG0001914	TCONS_00006127.p1	CAEEL15938
OG0001915	TCONS_00000141.p1	CAEEL10189
OG0001916	TCONS_00010890.p1	CAEEL14482
OG0001916	TCONS_00011586.p1	CAEEL07131
OG0001917	TCONS_00053574.p1	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321
OG0001918	TCONS_00056777.p1, TCONS_00031699.p1	CAEEL07844
OG0001919	TCONS_00029934.p1	CAEEL18092
OG0001920	TCONS_00053812.p1	CAEEL03600
OG0001923	TCONS_00053625.p1	CAEEL00866, CAEEL02499
OG0001926	TCONS_00054101.p1	CAEEL05295
OG0001928	TCONS_00017701.p1, TCONS_00017645.p1	CAEEL19148
OG0001930	TCONS_00045862.p1, TCONS_00045863.p1, TCONS_00028827.p1	CAEEL01812
OG0001932	TCONS_00020887.p1	CAEEL18548, CAEEL17132
OG0001933	TCONS_00020709.p1	CAEEL05724
OG0001934	TCONS_00012883.p1	CAEEL04980, CAEEL04981
OG0001935	TCONS_00018756.p1	CAEEL01455
OG0001939	TCONS_00016630.p1	CAEEL05317
OG0001940	TCONS_00005635.p1	CAEEL08846
OG0001945	TCONS_00001704.p1	CAEEL05071
OG0001946	TCONS_00030261.p1, TCONS_00030253.p1, TCONS_00030260.p1	CAEEL11023
OG0001947	TCONS_00048361.p1	CAEEL20697
OG0001948	TCONS_00009586.p1	CAEEL15692
OG0001949	TCONS_00004879.p1	CAEEL19721
OG0001950	TCONS_00053780.p1, TCONS_00053783.p1	CAEEL05818
OG0001951	TCONS_00044564.p1	CAEEL08644, CAEEL02798
OG0001952	TCONS_00038302.p1, TCONS_00038277.p1, TCONS_00038281.p1, TCONS_00002307.p1	CAEEL00959
OG0001953	TCONS_00012313.p1	CAEEL01457
OG0001954	TCONS_00010074.p1	CAEEL14762
OG0001956	TCONS_00020114.p1	CAEEL07023
OG0001958	TCONS_00018445.p1	CAEEL19146
OG0001961	TCONS_00016718.p1, TCONS_00016717.p1	CAEEL11703
OG0001962	TCONS_00000684.p1	CAEEL07745
OG0001963	TCONS_00028704.p1	CAEEL09651
OG0001964	TCONS_00020853.p1	CAEEL12015, CAEEL18880
OG0001965	TCONS_00012740.p1	CAEEL15340
OG0001966	TCONS_00028386.p1	CAEEL15352, CAEEL06723
OG0001968	TCONS_00016338.p1	CAEEL10639
OG0001969	TCONS_00029792.p1	CAEEL09244, CAEEL09472, CAEEL00361
OG0001971	TCONS_00056455.p1	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583
OG0001974	TCONS_00014591.p1	CAEEL10261
OG0001985	TCONS_00005786.p1, TCONS_00005800.p1	CAEEL08373, CAEEL02584, CAEEL02585
OG0001987	TCONS_00004907.p1	CAEEL06766
OG0001988	TCONS_00046879.p1, TCONS_00045602.p1	CAEEL02095
OG0001989	TCONS_00025198.p1, TCONS_00023838.p1	CAEEL20436
OG0001990	TCONS_00014976.p1	CAEEL18486
OG0001991	TCONS_00046868.p1	CAEEL08725
OG0001992	TCONS_00002537.p1, TCONS_00002538.p1	CAEEL00543
OG0001993	TCONS_00026056.p1	CAEEL15736
OG0001994	TCONS_00005754.p1	CAEEL19344, CAEEL02372
OG0001996	TCONS_00011649.p1	CAEEL07117
OG0001998	TCONS_00006078.p1	CAEEL08296
OG0001999	TCONS_00013479.p1	CAEEL06715
OG0002000	TCONS_00041179.p1, TCONS_00041168.p1, TCONS_00041180.p1	CAEEL08459
OG0002001	TCONS_00032791.p1, TCONS_00013838.p1	CAEEL07856
OG0002002	TCONS_00019631.p1, TCONS_00055103.p1	CAEEL05495, CAEEL09310, CAEEL01852
OG0002003	TCONS_00010056.p1	CAEEL18663
OG0002005	TCONS_00055784.p1	CAEEL10504
OG0002006	TCONS_00014867.p1, TCONS_00056040.p1	CAEEL16051, CAEEL18232
OG0002008	TCONS_00031340.p1	CAEEL11706
OG0002009	TCONS_00021320.p1, TCONS_00011711.p1	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207
OG0002011	TCONS_00008082.p1	CAEEL06587, CAEEL01459
OG0002013	TCONS_00009307.p1, TCONS_00009308.p1, TCONS_00009314.p1, TCONS_00009315.p1, TCONS_00009310.p1	CAEEL00803, CAEEL01317
OG0002015	TCONS_00013617.p1, TCONS_00013618.p1	CAEEL07232
OG0002016	TCONS_00029913.p1	CAEEL10751
OG0002017	TCONS_00050927.p1	CAEEL04551
OG0002018	TCONS_00042093.p1	CAEEL08242
OG0002020	TCONS_00026937.p1	CAEEL20282
OG0002021	TCONS_00048868.p1	CAEEL10833, CAEEL10005, CAEEL09715, CAEEL19049, CAEEL09714, CAEEL09716
OG0002023	TCONS_00010184.p1	CAEEL12418
OG0002025	TCONS_00012686.p1	CAEEL01720
OG0002026	TCONS_00043777.p1, TCONS_00006684.p1, TCONS_00006660.p1, TCONS_00042481.p1	CAEEL09267
OG0002027	TCONS_00021839.p1	CAEEL19841
OG0002031	TCONS_00020688.p1	CAEEL07288
OG0002032	TCONS_00034955.p1	CAEEL15092
OG0002035	TCONS_00054366.p1	CAEEL04843, CAEEL04846
OG0002036	TCONS_00004483.p1	CAEEL17432
OG0002037	TCONS_00019983.p1	CAEEL09947
OG0002042	TCONS_00029328.p1, TCONS_00029332.p1	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817
OG0002043	TCONS_00046268.p1	CAEEL01497
OG0002057	TCONS_00054563.p1	CAEEL04582, CAEEL04584
OG0002058	TCONS_00052160.p1, TCONS_00052147.p1	CAEEL19167, CAEEL04214, CAEEL05165, CAEEL05708, CAEEL12727, CAEEL05570
OG0002059	TCONS_00016534.p1	CAEEL20695
OG0002062	TCONS_00033556.p1	CAEEL01567
OG0002063	TCONS_00001535.p1	CAEEL01336
OG0002064	TCONS_00011769.p1, TCONS_00011397.p1	CAEEL17790
OG0002067	TCONS_00012901.p1	CAEEL08430
OG0002068	TCONS_00011296.p1, TCONS_00011273.p1	CAEEL15280
OG0002073	TCONS_00026684.p1	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593
OG0002074	TCONS_00025128.p1, TCONS_00028366.p1	CAEEL18383
OG0002076	TCONS_00020196.p1	CAEEL17850
OG0002077	TCONS_00055941.p1	CAEEL08392
OG0002079	TCONS_00043334.p1, TCONS_00043336.p1, TCONS_00043347.p1, TCONS_00043335.p1	CAEEL07901
OG0002080	TCONS_00037400.p1, TCONS_00037399.p1	CAEEL03246, CAEEL12691
OG0002081	TCONS_00042932.p1	CAEEL14941, CAEEL14928
OG0002085	TCONS_00048259.p1	CAEEL11230, CAEEL11229
OG0002086	TCONS_00028785.p1	CAEEL01985
OG0002087	TCONS_00016257.p1	CAEEL07742
OG0002089	TCONS_00026923.p1	CAEEL00011, CAEEL11035, CAEEL17973
OG0002090	TCONS_00014219.p1	CAEEL00790
OG0002094	TCONS_00049467.p1	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823
OG0002095	TCONS_00042605.p1	CAEEL07104
OG0002097	TCONS_00021590.p1	CAEEL03161, CAEEL00098, CAEEL19231
OG0002099	TCONS_00012044.p1	CAEEL05221
OG0002101	TCONS_00054289.p1	CAEEL04990
OG0002102	TCONS_00021480.p1	CAEEL20714
OG0002103	TCONS_00012029.p1	CAEEL16392, CAEEL16394
OG0002105	TCONS_00023242.p1	CAEEL18772
OG0002106	TCONS_00045048.p1, TCONS_00015164.p1, TCONS_00015165.p1	CAEEL18235, CAEEL08825
OG0002107	TCONS_00026918.p1	CAEEL07845
OG0002108	TCONS_00002654.p1	CAEEL05450, CAEEL05957, CAEEL15378
OG0002112	TCONS_00020355.p1	CAEEL01318
OG0002122	TCONS_00041649.p1, TCONS_00027841.p1	CAEEL09431
OG0002123	TCONS_00046235.p1	CAEEL05315
OG0002124	TCONS_00011690.p1, TCONS_00011693.p1, TCONS_00011694.p1, TCONS_00015538.p1, TCONS_00015539.p1	CAEEL05107
OG0002131	TCONS_00028419.p1	CAEEL00336
OG0002133	TCONS_00046586.p1, TCONS_00039866.p1, TCONS_00039039.p1	CAEEL02043, CAEEL15670
OG0002135	TCONS_00002121.p1	CAEEL01398, CAEEL15762
OG0002139	TCONS_00011252.p1	CAEEL15822
OG0002142	TCONS_00031698.p1	CAEEL01037
OG0002143	TCONS_00028495.p1	CAEEL01697
OG0002144	TCONS_00004896.p1	CAEEL08787
OG0002145	TCONS_00049559.p1	CAEEL00125
OG0002146	TCONS_00048234.p1	CAEEL10604
OG0002147	TCONS_00052186.p1	CAEEL05229
OG0002148	TCONS_00010216.p1	CAEEL13205
OG0002149	TCONS_00020444.p1	CAEEL09018, CAEEL08046
OG0002151	TCONS_00013878.p1	CAEEL19229
OG0002152	TCONS_00046182.p1	CAEEL00179
OG0002154	TCONS_00027805.p1	CAEEL18065
OG0002156	TCONS_00042375.p1	CAEEL08424
OG0002157	TCONS_00012637.p1	CAEEL10861
OG0002160	TCONS_00012905.p1	CAEEL05075
OG0002163	TCONS_00038001.p1	CAEEL04144
OG0002164	TCONS_00053248.p1, TCONS_00053122.p1	CAEEL04595, CAEEL04594, CAEEL19903
OG0002165	TCONS_00036251.p1, TCONS_00036249.p1, TCONS_00036250.p1, TCONS_00038997.p1, TCONS_00023828.p1, TCONS_00023829.p1, TCONS_00036034.p1	CAEEL04348
OG0002165	TCONS_00055391.p1, TCONS_00053255.p1, TCONS_00055389.p1, TCONS_00055388.p1, TCONS_00007406.p1	CAEEL13880
OG0002166	TCONS_00005655.p1, TCONS_00005656.p1	CAEEL06693, CAEEL06692
OG0002167	TCONS_00056140.p1	CAEEL10771, CAEEL20502
OG0002168	TCONS_00017536.p1, TCONS_00052942.p1	CAEEL06529
OG0002169	TCONS_00026602.p1	CAEEL19452
OG0002170	TCONS_00056271.p1	CAEEL11886
OG0002171	TCONS_00009303.p1	CAEEL09511
OG0002173	TCONS_00028847.p1	CAEEL02072
OG0002175	TCONS_00047282.p1, TCONS_00015704.p1	CAEEL11081
OG0002177	TCONS_00009605.p1	CAEEL16080
OG0002179	TCONS_00010125.p1	CAEEL17210, CAEEL19563
OG0002182	TCONS_00048307.p1	CAEEL11866
OG0002184	TCONS_00052864.p1	CAEEL06428
OG0002185	TCONS_00008754.p1	CAEEL01312
OG0002187	TCONS_00014770.p1	CAEEL05615
OG0002188	TCONS_00035784.p1, TCONS_00041270.p1, TCONS_00035796.p1, TCONS_00035733.p1, TCONS_00035732.p1, TCONS_00035728.p1	CAEEL10832
OG0002189	TCONS_00041437.p1	CAEEL17261, CAEEL17762, CAEEL20687
OG0002190	TCONS_00034775.p1	CAEEL18099
OG0002191	TCONS_00003677.p1	CAEEL00670
OG0002201	TCONS_00009369.p1	CAEEL01613
OG0002213	TCONS_00010729.p1, TCONS_00037423.p1, TCONS_00003327.p1, TCONS_00027615.p1, TCONS_00010799.p1, TCONS_00000026.p1, TCONS_00044630.p1	CAEEL09259
OG0002214	TCONS_00055395.p1	CAEEL03136
OG0002215	TCONS_00028975.p1, TCONS_00028977.p1, TCONS_00028985.p1, TCONS_00028986.p1	CAEEL19732
OG0002216	TCONS_00028918.p1	CAEEL09929, CAEEL09930
OG0002217	TCONS_00016609.p1	CAEEL18475, CAEEL05058
OG0002218	TCONS_00028703.p1	CAEEL00880
OG0002221	TCONS_00051631.p1	CAEEL05780
OG0002222	TCONS_00051114.p1	CAEEL05529
OG0002224	TCONS_00030817.p1	CAEEL10158
OG0002225	TCONS_00009830.p1	CAEEL15252
OG0002226	TCONS_00054518.p1	CAEEL04806
OG0002227	TCONS_00031331.p1	CAEEL00491
OG0002228	TCONS_00013201.p1	CAEEL05227
OG0002229	TCONS_00006706.p1	CAEEL08325
OG0002236	TCONS_00017143.p1	CAEEL18503
OG0002237	TCONS_00000299.p1	CAEEL00004
OG0002239	TCONS_00029057.p1	CAEEL05928
OG0002240	TCONS_00050321.p1, TCONS_00050336.p1	CAEEL05366
OG0002241	TCONS_00004764.p1	CAEEL07281
OG0002243	TCONS_00030813.p1	CAEEL05910, CAEEL11717
OG0002244	TCONS_00042618.p1	CAEEL02764
OG0002246	TCONS_00029421.p1	CAEEL00010
OG0002248	TCONS_00030500.p1	CAEEL09675
OG0002251	TCONS_00026075.p1	CAEEL18329, CAEEL19690
OG0002252	TCONS_00014590.p1	CAEEL18710
OG0002255	TCONS_00009456.p1, TCONS_00008291.p1	CAEEL01086
OG0002257	TCONS_00020278.p1, TCONS_00020279.p1, TCONS_00020290.p1	CAEEL14323
OG0002258	TCONS_00004999.p1	CAEEL10467
OG0002259	TCONS_00006203.p1	CAEEL08231
OG0002260	TCONS_00010143.p1	CAEEL08208
OG0002261	TCONS_00013936.p1	CAEEL09054
OG0002262	TCONS_00054929.p1	CAEEL07374
OG0002263	TCONS_00022686.p1	CAEEL08085
OG0002264	TCONS_00000524.p1	CAEEL01891
OG0002265	TCONS_00045650.p1	CAEEL01664
OG0002266	TCONS_00012478.p1	CAEEL18931
OG0002272	TCONS_00015510.p1	CAEEL00181
OG0002275	TCONS_00018355.p1	CAEEL19733
OG0002277	TCONS_00047447.p1	CAEEL12016
OG0002278	TCONS_00012104.p1	CAEEL17984, CAEEL17983
OG0002282	TCONS_00015711.p1	CAEEL05125, CAEEL05126
OG0002283	TCONS_00031429.p1	CAEEL11974
OG0002284	TCONS_00020854.p1, TCONS_00021885.p1	CAEEL09475
OG0002286	TCONS_00014384.p1	CAEEL15075
OG0002288	TCONS_00030208.p1	CAEEL11923
OG0002289	TCONS_00056098.p1, TCONS_00054885.p1	CAEEL09428, CAEEL09935, CAEEL20243, CAEEL11495
OG0002291	TCONS_00054594.p1	CAEEL05473, CAEEL19449, CAEEL19450, CAEEL03560, CAEEL03557, CAEEL03551, CAEEL03556, CAEEL03569, CAEEL03564, CAEEL03568, CAEEL03567, CAEEL03561, CAEEL03566, CAEEL03562, CAEEL03563, CAEEL19451, CAEEL03559, CAEEL03558
OG0002293	TCONS_00000166.p1	CAEEL01475
OG0002294	TCONS_00053250.p1	CAEEL03275, CAEEL03274
OG0002297	TCONS_00047346.p1, TCONS_00047347.p1, TCONS_00053171.p1, TCONS_00005206.p1, TCONS_00052473.p1	CAEEL10891, CAEEL10889, CAEEL09503
OG0002312	TCONS_00026434.p1	CAEEL04818, CAEEL04817
OG0002316	TCONS_00001203.p1	CAEEL01858, CAEEL01859
OG0002317	TCONS_00012174.p1	CAEEL13995
OG0002318	TCONS_00016156.p1	CAEEL05991
OG0002321	TCONS_00027515.p1	CAEEL11607
OG0002322	TCONS_00013261.p1	CAEEL12636, CAEEL12634
OG0002323	TCONS_00018068.p1	CAEEL00606
OG0002324	TCONS_00056780.p1	CAEEL14861
OG0002325	TCONS_00039418.p1	CAEEL12660
OG0002326	TCONS_00011828.p1	CAEEL19309, CAEEL19310
OG0002327	TCONS_00048456.p1	CAEEL11423
OG0002331	TCONS_00008912.p1	CAEEL13492, CAEEL01768
OG0002332	TCONS_00030224.p1	CAEEL07378
OG0002335	TCONS_00003868.p1	CAEEL02679, CAEEL02678
OG0002336	TCONS_00020845.p1	CAEEL18832
OG0002337	TCONS_00006323.p1	CAEEL05247
OG0002338	TCONS_00052527.p1	CAEEL10912, CAEEL18553, CAEEL18528, CAEEL18552, CAEEL18803, CAEEL19252
OG0002340	TCONS_00007178.p1	CAEEL00545
OG0002341	TCONS_00042785.p1, TCONS_00042784.p1	CAEEL07757
OG0002342	TCONS_00018453.p1, TCONS_00018454.p1	CAEEL06352, CAEEL06355, CAEEL00891
OG0002343	TCONS_00037477.p1	CAEEL20506, CAEEL10734
OG0002346	TCONS_00036837.p1	CAEEL04391
OG0002348	TCONS_00043603.p1, TCONS_00043631.p1	CAEEL12095
OG0002350	TCONS_00016106.p1	CAEEL20154
OG0002352	TCONS_00013463.p1, TCONS_00031163.p1, TCONS_00030373.p1, TCONS_00008840.p1, TCONS_00008839.p1	CAEEL04784
OG0002354	TCONS_00009012.p1, TCONS_00007154.p1, TCONS_00007153.p1	CAEEL09038
OG0002355	TCONS_00042577.p1	CAEEL08630
OG0002356	TCONS_00023766.p1	CAEEL17852
OG0002357	TCONS_00039407.p1, TCONS_00040390.p1, TCONS_00039408.p1, TCONS_00010931.p1, TCONS_00040377.p1	CAEEL14198
OG0002358	TCONS_00025352.p1, TCONS_00025353.p1, TCONS_00025346.p1	CAEEL20542
OG0002359	TCONS_00030335.p1, TCONS_00030343.p1, TCONS_00030342.p1, TCONS_00030334.p1	CAEEL10259
OG0002360	TCONS_00002723.p1	CAEEL19089
OG0002361	TCONS_00010585.p1, TCONS_00010566.p1	CAEEL16240, CAEEL14724
OG0002362	TCONS_00027971.p1	CAEEL01494
OG0002363	TCONS_00013126.p1	CAEEL18180
OG0002366	TCONS_00009306.p1	CAEEL01476
OG0002367	TCONS_00028626.p1	CAEEL02851
OG0002368	TCONS_00011160.p1	CAEEL06921
OG0002369	TCONS_00011196.p1	CAEEL00665
OG0002370	TCONS_00012629.p1	CAEEL06782
OG0002371	TCONS_00014361.p1, TCONS_00011477.p1	CAEEL10782, CAEEL02897
OG0002373	TCONS_00031420.p1	CAEEL10724, CAEEL10847
OG0002374	TCONS_00007577.p1	CAEEL00989, CAEEL03595
OG0002375	TCONS_00019563.p1, TCONS_00019570.p1, TCONS_00019565.p1, TCONS_00019569.p1	CAEEL09148
OG0002376	TCONS_00011736.p1	CAEEL16557
OG0002377	TCONS_00010351.p1	CAEEL14877
OG0002378	TCONS_00034370.p1, TCONS_00033882.p1	CAEEL05507
OG0002378	TCONS_00023129.p1	CAEEL19717
OG0002379	TCONS_00021268.p1	CAEEL20511
OG0002396	TCONS_00011493.p1	CAEEL15127
OG0002400	TCONS_00047626.p1	CAEEL12685
OG0002402	TCONS_00036943.p1, TCONS_00036940.p1, TCONS_00036945.p1, TCONS_00036946.p1, TCONS_00038093.p1	CAEEL07971
OG0002405	TCONS_00043959.p1	CAEEL09238
OG0002406	TCONS_00050817.p1	CAEEL05272
OG0002407	TCONS_00030158.p1	CAEEL11836
OG0002408	TCONS_00008145.p1	CAEEL05340
