Orthogroup	PFLAV	MOUSE
OG0001532	TCONS_00050672.p1	MOUSE35123, MOUSE04155, MOUSE15421, MOUSE15419, MOUSE15420
OG0001533	TCONS_00003831.p1, TCONS_00003830.p1	MOUSE13099, MOUSE15783, MOUSE15785
OG0001534	TCONS_00014421.p1	MOUSE14201, MOUSE14198, MOUSE14200, MOUSE14199, MOUSE15122, MOUSE15124
OG0001536	TCONS_00010287.p1	MOUSE09966
OG0001538	TCONS_00017233.p1, TCONS_00017234.p1	MOUSE24613, MOUSE24610, MOUSE24611, MOUSE24612
OG0001545	TCONS_00029685.p1	MOUSE19663, MOUSE19660, MOUSE19656, MOUSE19665, MOUSE44861, MOUSE30685, MOUSE30687, MOUSE30686, MOUSE30688, MOUSE30684, MOUSE19667, MOUSE19666, MOUSE19664, MOUSE19658, MOUSE19661, MOUSE19657
OG0001546	TCONS_00011885.p1	MOUSE07046, MOUSE18675
OG0001549	TCONS_00017674.p1, TCONS_00018698.p1	MOUSE02003, MOUSE02005, MOUSE02006, MOUSE02007, MOUSE02004, MOUSE41092, MOUSE41090, MOUSE41094, MOUSE41089, MOUSE41091, MOUSE23486, MOUSE23487, MOUSE23485
OG0001550	TCONS_00010161.p1	MOUSE53327
OG0001551	TCONS_00004441.p1, TCONS_00024900.p1	MOUSE07720, MOUSE24761, MOUSE24759, MOUSE24760
OG0001552	TCONS_00048136.p1, TCONS_00049099.p1, TCONS_00049100.p1	MOUSE52571, MOUSE52573, MOUSE52569, MOUSE52570, MOUSE52567, MOUSE52568, MOUSE52572
OG0001553	TCONS_00030374.p1	MOUSE47772, MOUSE47771, MOUSE11102, MOUSE11100, MOUSE11099, MOUSE11101, MOUSE03464, MOUSE03466, MOUSE03465
OG0001554	TCONS_00002186.p1	MOUSE50204, MOUSE50203, MOUSE50206, MOUSE50205, MOUSE50202, MOUSE54632
OG0001556	TCONS_00010677.p1	MOUSE24734, MOUSE24733, MOUSE07716, MOUSE07717, MOUSE07715, MOUSE07718, MOUSE20303, MOUSE20302
OG0001557	TCONS_00023130.p1	MOUSE27258
OG0001557	TCONS_00048377.p1	MOUSE07001, MOUSE07002
OG0001558	TCONS_00014783.p1	MOUSE25248, MOUSE25247, MOUSE25246, MOUSE25245, MOUSE25249, MOUSE47376, MOUSE47379, MOUSE47373
OG0001559	TCONS_00009527.p2	MOUSE24616, MOUSE24618, MOUSE24617
OG0001559	TCONS_00011061.p1	MOUSE11720, MOUSE11719, MOUSE24626, MOUSE24627, MOUSE24624, MOUSE24625, MOUSE20118
OG0001560	TCONS_00033261.p1	MOUSE32973, MOUSE32971, MOUSE32972, MOUSE32969, MOUSE18411, MOUSE18412, MOUSE18410, MOUSE44892, MOUSE44893, MOUSE08985, MOUSE30177, MOUSE30176, MOUSE30175
OG0001561	TCONS_00049740.p1	MOUSE40948, MOUSE40947, MOUSE40953, MOUSE40950, MOUSE40951, MOUSE40952, MOUSE40949, MOUSE17306, MOUSE14396, MOUSE14395, MOUSE14394
OG0001563	TCONS_00015020.p1, TCONS_00028516.p1	MOUSE51339
OG0001564	TCONS_00022177.p1	MOUSE22917, MOUSE22921, MOUSE22922, MOUSE22916, MOUSE22915, MOUSE22918, MOUSE45322, MOUSE45323, MOUSE45324, MOUSE45325
OG0001565	TCONS_00035619.p1, TCONS_00035722.p1	MOUSE43477, MOUSE43476, MOUSE43475, MOUSE50584, MOUSE50581, MOUSE50583, MOUSE50582, MOUSE50580, MOUSE50579, MOUSE30141, MOUSE30140
OG0001566	TCONS_00002399.p1, TCONS_00002398.p1	MOUSE00193, MOUSE00192, MOUSE00189, MOUSE00187, MOUSE00188, MOUSE00191, MOUSE00190, MOUSE00194, MOUSE55303, MOUSE55302, MOUSE55304
OG0001567	TCONS_00005126.p1	MOUSE29523, MOUSE29524, MOUSE34755, MOUSE34756, MOUSE34757, MOUSE34758, MOUSE29522, MOUSE29525
OG0001568	TCONS_00014293.p1	MOUSE14020, MOUSE14021, MOUSE14017, MOUSE14016, MOUSE14018, MOUSE14019
OG0001569	TCONS_00021687.p1, TCONS_00021686.p1	MOUSE47594, MOUSE53937, MOUSE53936, MOUSE53935
OG0001570	TCONS_00054652.p1	MOUSE44024, MOUSE44023
OG0001570	TCONS_00008646.p1	MOUSE44020, MOUSE44021, MOUSE44017, MOUSE44014
OG0001571	TCONS_00034162.p1, TCONS_00038350.p1, TCONS_00038267.p1	MOUSE50705
OG0001571	TCONS_00040596.p1	MOUSE50711, MOUSE50712
OG0001572	TCONS_00001177.p1, TCONS_00001188.p1	MOUSE54749, MOUSE19684
OG0001572	TCONS_00009302.p1	MOUSE49841
OG0001573	TCONS_00052758.p1	MOUSE31358, MOUSE31355, MOUSE31356, MOUSE31357, MOUSE32755
OG0001574	TCONS_00013077.p1	MOUSE38567, MOUSE38566, MOUSE38568, MOUSE06039, MOUSE42184, MOUSE42179, MOUSE42180
OG0001576	TCONS_00028875.p1	MOUSE10290, MOUSE10287, MOUSE10291, MOUSE10292, MOUSE10289, MOUSE10294, MOUSE10293, MOUSE44864, MOUSE10296, MOUSE10295
OG0001577	TCONS_00026861.p1	MOUSE35875
OG0001578	TCONS_00027776.p1	MOUSE12774, MOUSE12766, MOUSE21125
OG0001579	TCONS_00030837.p1	MOUSE01028, MOUSE01021, MOUSE01038, MOUSE01031, MOUSE01032, MOUSE01037, MOUSE01030, MOUSE01010, MOUSE01024, MOUSE01036, MOUSE01035, MOUSE01034, MOUSE01018, MOUSE01022, MOUSE01033, MOUSE01026, MOUSE01027, MOUSE01025, MOUSE01023, MOUSE01039, MOUSE01015, MOUSE01013, MOUSE01014, MOUSE01017, MOUSE01011, MOUSE01019, MOUSE01012, MOUSE01016, MOUSE01020
OG0001580	TCONS_00008057.p1	MOUSE29104, MOUSE29103, MOUSE43692, MOUSE43694, MOUSE43691, MOUSE43695, MOUSE43696
OG0001581	TCONS_00056566.p1, TCONS_00055734.p1, TCONS_00003489.p1, TCONS_00003273.p1	MOUSE24698, MOUSE24697, MOUSE24695, MOUSE24694, MOUSE24696
OG0001582	TCONS_00004768.p1	MOUSE04520, MOUSE04519, MOUSE04518, MOUSE04517, MOUSE37288, MOUSE37287
OG0001583	TCONS_00027788.p1	MOUSE36151, MOUSE36153, MOUSE36152, MOUSE36154, MOUSE21218, MOUSE21217, MOUSE21216, MOUSE21215
OG0001584	TCONS_00020960.p1	MOUSE15680, MOUSE15682, MOUSE15683, MOUSE15681
OG0001589	TCONS_00013172.p1	MOUSE17048, MOUSE17047, MOUSE17051, MOUSE17050
OG0001590	TCONS_00000643.p1, TCONS_00029503.p1	MOUSE27654
OG0001591	TCONS_00028069.p1	MOUSE32274, MOUSE30441, MOUSE32276, MOUSE30445, MOUSE30446, MOUSE30444, MOUSE30442, MOUSE30437, MOUSE30438, MOUSE30440, MOUSE30439, MOUSE30443, MOUSE32273, MOUSE32275, MOUSE32272
OG0001592	TCONS_00020741.p1, TCONS_00019677.p1, TCONS_00020268.p1	MOUSE51945, MOUSE51716, MOUSE51715, MOUSE51713, MOUSE51714, MOUSE51718, MOUSE51717
OG0001593	TCONS_00031847.p1	MOUSE32562, MOUSE51632, MOUSE51631, MOUSE51633, MOUSE51630, MOUSE30807, MOUSE30806, MOUSE30799, MOUSE30803, MOUSE30800
OG0001597	TCONS_00057088.p1	MOUSE38913
OG0001597	TCONS_00055827.p1	MOUSE46941, MOUSE46949, MOUSE46952, MOUSE46950
OG0001599	TCONS_00014010.p1	MOUSE06257, MOUSE06255
OG0001600	TCONS_00046850.p1	MOUSE33841, MOUSE33842, MOUSE53481, MOUSE06720, MOUSE25359, MOUSE13644, MOUSE13647, MOUSE13646, MOUSE13645, MOUSE13643
OG0001603	TCONS_00015489.p1	MOUSE17707, MOUSE17704, MOUSE17703, MOUSE17811
OG0001604	TCONS_00011772.p1	MOUSE36002, MOUSE36001
OG0001604	TCONS_00005646.p1	MOUSE04891, MOUSE04892
OG0001605	TCONS_00009214.p1, TCONS_00009213.p1, TCONS_00009211.p1	MOUSE11891, MOUSE11892, MOUSE11890
OG0001606	TCONS_00032921.p1	MOUSE19819, MOUSE19823, MOUSE19822, MOUSE19820, MOUSE19821
OG0001606	TCONS_00026464.p1	MOUSE46734, MOUSE46733
OG0001609	TCONS_00022339.p1	MOUSE12876
OG0001609	TCONS_00048452.p1	MOUSE40801, MOUSE40800, MOUSE40802
OG0001610	TCONS_00017836.p1	MOUSE29718, MOUSE33856, MOUSE33852, MOUSE33853, MOUSE33855, MOUSE28650, MOUSE16605, MOUSE19397, MOUSE13421
OG0001611	TCONS_00010550.p1	MOUSE08216, MOUSE08215, MOUSE24657, MOUSE24656
OG0001612	TCONS_00000496.p1	MOUSE16377, MOUSE16379, MOUSE16380, MOUSE16381, MOUSE16378
OG0001612	TCONS_00000497.p1	MOUSE52149, MOUSE52147, MOUSE52146, MOUSE52145, MOUSE52148
OG0001614	TCONS_00029183.p1	MOUSE01694, MOUSE01693, MOUSE01692
OG0001614	TCONS_00013654.p1	MOUSE06439, MOUSE06438
OG0001615	TCONS_00036590.p1	MOUSE27059, MOUSE27057, MOUSE27061, MOUSE39391, MOUSE39390, MOUSE39392, MOUSE39389, MOUSE39393
OG0001617	TCONS_00049508.p1	MOUSE40895, MOUSE40896, MOUSE42003, MOUSE42000, MOUSE42001, MOUSE17226
OG0001619	TCONS_00029280.p1	MOUSE27703, MOUSE19545
OG0001620	TCONS_00015452.p1	MOUSE17818, MOUSE17820, MOUSE17821, MOUSE17822, MOUSE17823, MOUSE17824, MOUSE17819, MOUSE17825, MOUSE17817, MOUSE24214, MOUSE24215
OG0001621	TCONS_00041678.p1, TCONS_00041680.p1	MOUSE14973, MOUSE14972, MOUSE14969, MOUSE14970, MOUSE14971, MOUSE14215
OG0001622	TCONS_00027359.p1	MOUSE46681, MOUSE46686, MOUSE46682, MOUSE46683, MOUSE46685, MOUSE46684, MOUSE47843, MOUSE47842, MOUSE47844
OG0001623	TCONS_00017390.p1	MOUSE25872, MOUSE25874
OG0001624	TCONS_00018787.p1	MOUSE29146, MOUSE00431, MOUSE34132, MOUSE00430, MOUSE00429, MOUSE00428, MOUSE34133, MOUSE29144, MOUSE29145, MOUSE29143, MOUSE29142, MOUSE32131, MOUSE32132
OG0001625	TCONS_00053950.p1	MOUSE33161, MOUSE33160, MOUSE33155, MOUSE33156, MOUSE33158, MOUSE33157, MOUSE33163, MOUSE33162, MOUSE32939, MOUSE32941, MOUSE32936, MOUSE32944, MOUSE32937, MOUSE32938, MOUSE32940
OG0001627	TCONS_00027782.p1	MOUSE13617
OG0001627	TCONS_00026875.p1	MOUSE03246, MOUSE03247
OG0001628	TCONS_00009571.p2, TCONS_00009573.p1	MOUSE18750
OG0001629	TCONS_00015347.p1	MOUSE23687, MOUSE23688, MOUSE23685, MOUSE23686, MOUSE26062, MOUSE26064, MOUSE26063, MOUSE26066
OG0001632	TCONS_00048758.p1	MOUSE52878, MOUSE52877, MOUSE52876, MOUSE14383, MOUSE14385, MOUSE14384, MOUSE31221, MOUSE31220
OG0001633	TCONS_00003251.p1	MOUSE13913
OG0001634	TCONS_00015707.p1	MOUSE25957
OG0001634	TCONS_00004503.p1	MOUSE49895, MOUSE43171
OG0001635	TCONS_00043026.p1	MOUSE55017, MOUSE07118, MOUSE06936, MOUSE55390
OG0001636	TCONS_00007071.p1	MOUSE49161, MOUSE49160
OG0001638	TCONS_00005796.p1, TCONS_00005810.p1	MOUSE46244, MOUSE46242, MOUSE46245, MOUSE46247, MOUSE46241, MOUSE04362, MOUSE04361, MOUSE04360, MOUSE04359
OG0001639	TCONS_00029068.p1	MOUSE51540, MOUSE51538, MOUSE51543, MOUSE51541, MOUSE51539, MOUSE51537, MOUSE51542, MOUSE51544, MOUSE51536, MOUSE01343, MOUSE01345, MOUSE01346, MOUSE01344
OG0001642	TCONS_00010119.p1	MOUSE20087, MOUSE20088, MOUSE20076, MOUSE20079, MOUSE20077, MOUSE20082, MOUSE20080, MOUSE20084, MOUSE20085, MOUSE20083, MOUSE20081
OG0001643	TCONS_00034528.p1, TCONS_00034435.p1	MOUSE50565, MOUSE50564, MOUSE50566, MOUSE43488, MOUSE43487
OG0001644	TCONS_00046567.p1, TCONS_00046594.p1	MOUSE09334
OG0001651	TCONS_00031353.p1	MOUSE36990, MOUSE03355, MOUSE03357, MOUSE03356, MOUSE03358, MOUSE11461, MOUSE11465, MOUSE11464, MOUSE11462, MOUSE11463, MOUSE36987, MOUSE36986, MOUSE36988, MOUSE36991, MOUSE36989, MOUSE36984, MOUSE36985
OG0001652	TCONS_00011982.p1, TCONS_00010583.p1	MOUSE08227, MOUSE08226, MOUSE08229, MOUSE08225
OG0001653	TCONS_00054239.p1	MOUSE13203
OG0001654	TCONS_00018558.p1	MOUSE09237, MOUSE09239, MOUSE09236, MOUSE09238, MOUSE09235, MOUSE09234, MOUSE00164, MOUSE00163, MOUSE00165
OG0001655	TCONS_00043175.p1	MOUSE48280, MOUSE48281, MOUSE48284, MOUSE48282, MOUSE48283, MOUSE42419, MOUSE42418, MOUSE42417, MOUSE53496, MOUSE53498, MOUSE53497
OG0001656	TCONS_00003122.p1	MOUSE05507
OG0001657	TCONS_00006048.p1	MOUSE02720, MOUSE02721
OG0001658	TCONS_00045250.p1	MOUSE28285, MOUSE28284
OG0001659	TCONS_00001790.p1	MOUSE34255, MOUSE34254, MOUSE34253, MOUSE16516, MOUSE16514, MOUSE16515
OG0001660	TCONS_00042955.p1	MOUSE03264, MOUSE03266, MOUSE03265, MOUSE36438, MOUSE36441, MOUSE55337, MOUSE55338, MOUSE54884, MOUSE54885, MOUSE36437, MOUSE36434, MOUSE36435, MOUSE36436
OG0001661	TCONS_00004622.p1	MOUSE37661, MOUSE37657, MOUSE37659, MOUSE37660
OG0001661	TCONS_00003656.p1, TCONS_00004173.p1	MOUSE52451, MOUSE52452, MOUSE52450
OG0001662	TCONS_00000128.p1	MOUSE44996
OG0001662	TCONS_00000925.p1, TCONS_00000938.p1	MOUSE38184, MOUSE37980
OG0001663	TCONS_00048414.p1, TCONS_00048415.p1, TCONS_00048410.p1	MOUSE39143, MOUSE39142, MOUSE53600
OG0001665	TCONS_00014435.p1	MOUSE06325, MOUSE06329
OG0001665	TCONS_00013483.p1	MOUSE15151
OG0001666	TCONS_00019725.p1, TCONS_00019735.p1	MOUSE13127, MOUSE13129, MOUSE13130, MOUSE13128, MOUSE13126
OG0001667	TCONS_00055405.p1, TCONS_00055404.p1	MOUSE05631, MOUSE05632, MOUSE05633, MOUSE39013, MOUSE39010, MOUSE39011, MOUSE39012, MOUSE14576
OG0001668	TCONS_00000577.p1	MOUSE16661, MOUSE16662, MOUSE16665, MOUSE16668, MOUSE16663, MOUSE16667, MOUSE16664, MOUSE16666
OG0001669	TCONS_00031971.p1, TCONS_00031966.p1, TCONS_00031957.p1, TCONS_00031956.p1, TCONS_00003545.p1, TCONS_00010878.p1	MOUSE34306, MOUSE34303, MOUSE34304, MOUSE34305, MOUSE27836, MOUSE27837
OG0001670	TCONS_00054167.p1, TCONS_00054128.p1	MOUSE32401, MOUSE32400, MOUSE33612, MOUSE33613, MOUSE33611
OG0001671	TCONS_00049504.p1	MOUSE52773
OG0001672	TCONS_00033404.p1	MOUSE54501, MOUSE26433, MOUSE05164, MOUSE38951, MOUSE38950
OG0001673	TCONS_00010575.p1	MOUSE07032, MOUSE42677, MOUSE18686, MOUSE18685, MOUSE18687, MOUSE18688
OG0001674	TCONS_00020354.p1	MOUSE51374, MOUSE19853
OG0001675	TCONS_00045524.p1	MOUSE13729, MOUSE13728, MOUSE13730, MOUSE12716, MOUSE12713, MOUSE12715, MOUSE12714
OG0001676	TCONS_00030827.p1, TCONS_00030826.p1	MOUSE00877, MOUSE00878
OG0001676	TCONS_00020219.p1	MOUSE48433
OG0001677	TCONS_00004771.p1	MOUSE37911, MOUSE37910, MOUSE37908
OG0001678	TCONS_00020821.p1	MOUSE39008, MOUSE39009, MOUSE23382, MOUSE23383, MOUSE23381
OG0001680	TCONS_00002528.p1	MOUSE54064
OG0001682	TCONS_00022810.p1	MOUSE22394, MOUSE22396
OG0001683	TCONS_00001249.p1	MOUSE54750, MOUSE30937, MOUSE34238, MOUSE52139, MOUSE52138
OG0001684	TCONS_00033007.p1, TCONS_00033523.p1, TCONS_00033524.p1, TCONS_00033006.p1, TCONS_00033535.p1, TCONS_00033522.p1, TCONS_00033536.p1, TCONS_00032997.p1, TCONS_00032998.p1, TCONS_00014750.p1	MOUSE48893, MOUSE48892, MOUSE48890, MOUSE48891, MOUSE31811
OG0001685	TCONS_00041682.p1	MOUSE36317, MOUSE36311, MOUSE36315, MOUSE36312, MOUSE36313, MOUSE36316, MOUSE36314
OG0001687	TCONS_00020979.p1, TCONS_00021891.p1, TCONS_00022000.p1, TCONS_00001384.p1	MOUSE00821, MOUSE00820
OG0001688	TCONS_00041659.p1	MOUSE36240, MOUSE36242, MOUSE36241, MOUSE45407, MOUSE45406, MOUSE45404, MOUSE45405
OG0001689	TCONS_00038894.p1, TCONS_00041155.p1	MOUSE37338
OG0001689	TCONS_00041154.p1, TCONS_00038895.p1	MOUSE04470, MOUSE04471, MOUSE37336, MOUSE37337, MOUSE37335, MOUSE37334
OG0001690	TCONS_00016381.p1, TCONS_00016384.p1	MOUSE31928, MOUSE31934, MOUSE31926, MOUSE31933, MOUSE31932, MOUSE31929, MOUSE31931, MOUSE31927
OG0001691	TCONS_00004699.p1	MOUSE46475, MOUSE46476, MOUSE46478, MOUSE46479, MOUSE46480, MOUSE46477
OG0001692	TCONS_00053138.p1	MOUSE10444, MOUSE10445, MOUSE33578, MOUSE33580, MOUSE33581, MOUSE33579, MOUSE10443, MOUSE48519, MOUSE48518, MOUSE10442
OG0001693	TCONS_00001128.p1, TCONS_00001127.p1, TCONS_00002291.p1	MOUSE33987, MOUSE33986
OG0001694	TCONS_00012933.p1	MOUSE02012, MOUSE02013, MOUSE52634, MOUSE52632
OG0001704	TCONS_00029822.p1, TCONS_00041966.p1, TCONS_00021119.p1, TCONS_00000482.p1, TCONS_00041963.p1, TCONS_00041964.p1, TCONS_00041965.p1	MOUSE14721, MOUSE14720, MOUSE14723, MOUSE14719, MOUSE14722, MOUSE14718, MOUSE02583
OG0001706	TCONS_00042964.p1	MOUSE54183, MOUSE54182, MOUSE50117, MOUSE50116, MOUSE54176, MOUSE54178, MOUSE54179, MOUSE54180
OG0001707	TCONS_00017739.p1	MOUSE18955, MOUSE18956, MOUSE18954, MOUSE18957
OG0001708	TCONS_00022224.p1	MOUSE32138, MOUSE24320
OG0001709	TCONS_00042778.p1	MOUSE19372, MOUSE19373
OG0001710	TCONS_00049810.p1	MOUSE15190, MOUSE15191, MOUSE15192, MOUSE15193, MOUSE17332, MOUSE17333, MOUSE55136, MOUSE55137, MOUSE09366, MOUSE09367
OG0001711	TCONS_00009834.p1	MOUSE20123, MOUSE08275, MOUSE08276, MOUSE08277
OG0001712	TCONS_00029935.p1	MOUSE31591, MOUSE31590, MOUSE31592, MOUSE40437, MOUSE40436, MOUSE00876, MOUSE31593, MOUSE40438, MOUSE00874, MOUSE00875, MOUSE00873, MOUSE00871, MOUSE00872
OG0001713	TCONS_00051909.p1	MOUSE19994, MOUSE19995
OG0001713	TCONS_00007484.p1	MOUSE49631, MOUSE49633, MOUSE49632, MOUSE49634, MOUSE49635
OG0001714	TCONS_00014136.p1	MOUSE14126
OG0001714	TCONS_00004493.p1	MOUSE18169, MOUSE18168
OG0001716	TCONS_00019373.p1	MOUSE28213, MOUSE28212
OG0001718	TCONS_00009996.p1	MOUSE07283, MOUSE07282, MOUSE18354, MOUSE18355
OG0001720	TCONS_00005795.p1, TCONS_00005809.p1	MOUSE04608, MOUSE04609, MOUSE04606, MOUSE04607, MOUSE20041, MOUSE20038, MOUSE20037, MOUSE37434, MOUSE37433
OG0001721	TCONS_00055327.p1	MOUSE16043, MOUSE16042, MOUSE52086, MOUSE52087, MOUSE07334
OG0001722	TCONS_00035925.p1, TCONS_00037153.p1, TCONS_00045972.p1	MOUSE06577
OG0001722	TCONS_00035323.p1, TCONS_00035355.p1, TCONS_00055767.p1, TCONS_00035356.p1	MOUSE28294, MOUSE28290, MOUSE28289, MOUSE28291, MOUSE28292, MOUSE28293, MOUSE06580, MOUSE06576, MOUSE06579, MOUSE06578, MOUSE06571, MOUSE06575, MOUSE06570, MOUSE06581
OG0001723	TCONS_00021858.p1	MOUSE52248, MOUSE54084, MOUSE54083, MOUSE53738, MOUSE53736, MOUSE53737
OG0001724	TCONS_00000295.p1	MOUSE52103, MOUSE52104, MOUSE52099, MOUSE52101, MOUSE52102, MOUSE52100
OG0001725	TCONS_00030961.p1	MOUSE03387, MOUSE00803, MOUSE00802, MOUSE36700, MOUSE36701
OG0001726	TCONS_00009645.p1	MOUSE18723, MOUSE07228
OG0001726	TCONS_00030284.p1	MOUSE03445, MOUSE03448, MOUSE36746, MOUSE36745
OG0001727	TCONS_00009887.p1	MOUSE42676, MOUSE42672, MOUSE42671, MOUSE07041, MOUSE07040, MOUSE18673, MOUSE18674, MOUSE18672
OG0001728	TCONS_00029816.p1	MOUSE51318, MOUSE51319, MOUSE51320, MOUSE51317, MOUSE19476, MOUSE19477
OG0001729	TCONS_00049739.p1	MOUSE06905, MOUSE06904, MOUSE52860, MOUSE52861, MOUSE52862
OG0001730	TCONS_00052824.p1	MOUSE33438, MOUSE33440, MOUSE33439, MOUSE33441, MOUSE33442, MOUSE33436, MOUSE33437, MOUSE48659, MOUSE48658, MOUSE48657
OG0001731	TCONS_00024224.p1	MOUSE17256, MOUSE17255, MOUSE17254, MOUSE01923, MOUSE01922, MOUSE01937, MOUSE01935, MOUSE01936, MOUSE01920, MOUSE01925, MOUSE01924, MOUSE01926, MOUSE01932, MOUSE01918, MOUSE01919, MOUSE01916, MOUSE01913, MOUSE01930, MOUSE01929, MOUSE01921, MOUSE01931, MOUSE01917
OG0001732	TCONS_00022906.p1	MOUSE52279, MOUSE47617, MOUSE47618, MOUSE47614, MOUSE47613, MOUSE52281, MOUSE52276, MOUSE52275, MOUSE52283, MOUSE52277, MOUSE52274, MOUSE52282
OG0001733	TCONS_00027042.p1, TCONS_00027041.p1	MOUSE40420, MOUSE40422, MOUSE40416, MOUSE40419, MOUSE40417
OG0001734	TCONS_00004149.p1	MOUSE20467
OG0001735	TCONS_00052429.p1, TCONS_00055308.p1	MOUSE26398, MOUSE05814, MOUSE05817, MOUSE05816, MOUSE05820, MOUSE05815
OG0001736	TCONS_00007503.p1	MOUSE49479, MOUSE19922, MOUSE19924, MOUSE19923
OG0001737	TCONS_00044845.p1	MOUSE29376, MOUSE29136
OG0001737	TCONS_00000865.p1	MOUSE16290, MOUSE00219
OG0001738	TCONS_00025852.p1, TCONS_00024426.p1	MOUSE46957, MOUSE46955, MOUSE46956, MOUSE01783, MOUSE01781, MOUSE01782
OG0001739	TCONS_00000275.p1, TCONS_00013298.p1, TCONS_00024001.p1	MOUSE02157, MOUSE02158, MOUSE02159, MOUSE02156, MOUSE47272, MOUSE47271, MOUSE47270
OG0001740	TCONS_00024571.p1	MOUSE17262, MOUSE17261, MOUSE45832, MOUSE45831, MOUSE45833, MOUSE14323, MOUSE14320, MOUSE14322, MOUSE14321
OG0001743	TCONS_00015692.p1	MOUSE25554, MOUSE25555, MOUSE25557, MOUSE25556, MOUSE25558
OG0001745	TCONS_00013940.p1	MOUSE34211
OG0001746	TCONS_00038041.p1	MOUSE45899, MOUSE45897, MOUSE14340
OG0001747	TCONS_00022183.p1	MOUSE22754, MOUSE24096, MOUSE24098, MOUSE24097
OG0001749	TCONS_00042776.p1	MOUSE32519, MOUSE32520, MOUSE55392, MOUSE55391, MOUSE55393, MOUSE55014, MOUSE55015, MOUSE55016, MOUSE13733
OG0001752	TCONS_00019122.p1	MOUSE18451, MOUSE18449, MOUSE18452, MOUSE18448, MOUSE18444, MOUSE51870, MOUSE51869, MOUSE51867, MOUSE51868
OG0001754	TCONS_00000340.p1	MOUSE52153, MOUSE52154, MOUSE45003, MOUSE19781
OG0001755	TCONS_00024573.p1	MOUSE27182, MOUSE27181, MOUSE27180
OG0001755	TCONS_00018757.p1	MOUSE51232
OG0001756	TCONS_00027499.p1	MOUSE21187
OG0001756	TCONS_00031245.p1	MOUSE47775, MOUSE47774
OG0001757	TCONS_00010279.p1	MOUSE24680, MOUSE24681, MOUSE24679, MOUSE24682, MOUSE07139, MOUSE07138, MOUSE07153, MOUSE07152, MOUSE07145, MOUSE07146, MOUSE07151, MOUSE07142, MOUSE07140, MOUSE07149, MOUSE07141, MOUSE07150, MOUSE07148, MOUSE07154, MOUSE07147, MOUSE07143, MOUSE07144
OG0001758	TCONS_00006444.p1	MOUSE04665, MOUSE04666, MOUSE04668, MOUSE04664, MOUSE04667
OG0001759	TCONS_00026648.p1, TCONS_00026649.p1	MOUSE32537, MOUSE36569, MOUSE36568
OG0001759	TCONS_00027561.p1	MOUSE21176
OG0001760	TCONS_00047505.p1	MOUSE02270, MOUSE02276, MOUSE02272, MOUSE02273, MOUSE02275, MOUSE02271, MOUSE02269, MOUSE02268, MOUSE02274, MOUSE02279, MOUSE02277, MOUSE02280, MOUSE02278
OG0001768	TCONS_00028913.p1	MOUSE51640
OG0001768	TCONS_00029606.p1	MOUSE19454, MOUSE03095, MOUSE18421
OG0001769	TCONS_00030498.p1	MOUSE21351, MOUSE21353, MOUSE21352
OG0001769	TCONS_00011524.p1	MOUSE07446, MOUSE07447, MOUSE07444
OG0001770	TCONS_00056943.p1	MOUSE21951, MOUSE21948, MOUSE54992, MOUSE03364, MOUSE03365, MOUSE48766, MOUSE48765
OG0001772	TCONS_00011483.p1, TCONS_00009713.p1, TCONS_00010291.p1, TCONS_00003687.p1, TCONS_00012141.p1, TCONS_00012142.p1	MOUSE24688, MOUSE24687, MOUSE08074
OG0001774	TCONS_00027565.p1	MOUSE27852
OG0001774	TCONS_00049423.p1	MOUSE54272, MOUSE44450
OG0001775	TCONS_00029000.p1	MOUSE01603
OG0001776	TCONS_00012829.p1	MOUSE21810, MOUSE21809
OG0001778	TCONS_00019794.p1	MOUSE12294, MOUSE12291, MOUSE12290, MOUSE12287, MOUSE12285, MOUSE12286, MOUSE12289, MOUSE12288, MOUSE12292, MOUSE12295
OG0001780	TCONS_00005814.p1	MOUSE15319, MOUSE15316, MOUSE15317, MOUSE15318
OG0001780	TCONS_00000875.p1	MOUSE54875, MOUSE54873, MOUSE54874
OG0001781	TCONS_00055581.p1	MOUSE05639, MOUSE05640
OG0001781	TCONS_00014649.p1	MOUSE17844
OG0001782	TCONS_00028322.p1	MOUSE18513, MOUSE18512
OG0001782	TCONS_00031327.p1	MOUSE10999, MOUSE10996, MOUSE10997, MOUSE10998, MOUSE10995
OG0001783	TCONS_00019323.p1	MOUSE16905, MOUSE16907, MOUSE16901, MOUSE16906, MOUSE16908
OG0001785	TCONS_00008317.p1	MOUSE13134
OG0001787	TCONS_00001441.p1	MOUSE16363, MOUSE16364, MOUSE18093, MOUSE18092, MOUSE34354, MOUSE34355, MOUSE34353
OG0001788	TCONS_00052970.p1, TCONS_00050030.p1	MOUSE06638, MOUSE06640, MOUSE06641, MOUSE06639
OG0001789	TCONS_00005017.p1	MOUSE37319, MOUSE04625, MOUSE04624, MOUSE04626, MOUSE04627, MOUSE04628, MOUSE04622, MOUSE04629, MOUSE04632, MOUSE04633, MOUSE04634, MOUSE04636, MOUSE04630, MOUSE04635
OG0001790	TCONS_00040102.p1, TCONS_00040101.p1	MOUSE43088, MOUSE43089
OG0001792	TCONS_00036348.p1	MOUSE25540, MOUSE25539
OG0001792	TCONS_00027948.p1	MOUSE48452, MOUSE48453
OG0001793	TCONS_00054783.p1, TCONS_00044544.p1	MOUSE53160
