Orthogroup	PFLAV	SCHMD
OG0001236	TCONS_00050414.p1, TCONS_00050417.p1, TCONS_00050415.p1	SCHMD08913, SCHMD03442
OG0001238	TCONS_00027408.p1, TCONS_00019050.p1	SCHMD09688
OG0001239	TCONS_00048949.p1	SCHMD22060, SCHMD22059, SCHMD04401, SCHMD16791
OG0001241	TCONS_00044745.p1	SCHMD04223
OG0001241	TCONS_00021229.p1	SCHMD16327
OG0001245	TCONS_00030488.p1	SCHMD09398, SCHMD24743, SCHMD24744
OG0001247	TCONS_00047964.p1	SCHMD01541, SCHMD06119, SCHMD06121
OG0001248	TCONS_00020768.p1	SCHMD28672, SCHMD29190, SCHMD17657
OG0001249	TCONS_00053927.p1	SCHMD01149
OG0001250	TCONS_00014350.p1	SCHMD08101, SCHMD04347
OG0001251	TCONS_00007951.p1	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715
OG0001254	TCONS_00019693.p1, TCONS_00019695.p1	SCHMD14258, SCHMD09217
OG0001255	TCONS_00015051.p1	SCHMD24572, SCHMD15801
OG0001256	TCONS_00001550.p1	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518
OG0001261	TCONS_00043665.p1	SCHMD13436
OG0001262	TCONS_00014954.p1, TCONS_00014955.p1, TCONS_00048625.p1	SCHMD20011
OG0001263	TCONS_00031000.p1, TCONS_00040341.p1	SCHMD17470
OG0001264	TCONS_00008437.p1	SCHMD27230, SCHMD17432
OG0001266	TCONS_00027074.p1	SCHMD00016, SCHMD26654
OG0001266	TCONS_00045360.p1	SCHMD10438
OG0001267	TCONS_00005641.p1	SCHMD05399
OG0001268	TCONS_00029161.p1	SCHMD01057
OG0001271	TCONS_00055883.p1	SCHMD05357
OG0001272	TCONS_00006736.p1	SCHMD22716, SCHMD09459
OG0001273	TCONS_00027968.p1	SCHMD13838, SCHMD25918, SCHMD21739
OG0001275	TCONS_00000254.p1	SCHMD12521
OG0001279	TCONS_00010827.p1, TCONS_00009545.p1	SCHMD06836
OG0001280	TCONS_00028312.p1	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884
OG0001282	TCONS_00036586.p1	SCHMD08025
OG0001282	TCONS_00036581.p1	SCHMD08022
OG0001284	TCONS_00055451.p1	SCHMD09316
OG0001284	TCONS_00029573.p1	SCHMD00434
OG0001286	TCONS_00025745.p1, TCONS_00025785.p1	SCHMD05790
OG0001287	TCONS_00043263.p1	SCHMD07530
OG0001291	TCONS_00031080.p1	SCHMD20641, SCHMD11793
OG0001294	TCONS_00009763.p1	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418
OG0001296	TCONS_00011408.p1	SCHMD20454, SCHMD11060
OG0001297	TCONS_00024405.p1, TCONS_00025766.p1, TCONS_00025807.p1	SCHMD10762
OG0001300	TCONS_00057082.p1	SCHMD00214, SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202
OG0001302	TCONS_00052574.p1	SCHMD13885
OG0001302	TCONS_00000712.p1	SCHMD08617, SCHMD27826
OG0001304	TCONS_00007180.p1	SCHMD13840
OG0001306	TCONS_00053965.p1	SCHMD04516
OG0001308	TCONS_00031440.p1	SCHMD08020
OG0001310	TCONS_00010057.p1	SCHMD19422
OG0001310	TCONS_00055780.p1	SCHMD09167
OG0001316	TCONS_00057280.p1	SCHMD15981
OG0001318	TCONS_00037597.p1	SCHMD07054
OG0001318	TCONS_00000323.p1	SCHMD16802
OG0001319	TCONS_00021346.p1	SCHMD14764
OG0001320	TCONS_00008070.p1	SCHMD01321, SCHMD01324, SCHMD01322
OG0001320	TCONS_00011107.p1	SCHMD05527
OG0001321	TCONS_00020758.p1	SCHMD23818
OG0001322	TCONS_00024457.p1, TCONS_00025837.p1, TCONS_00052945.p1, TCONS_00010993.p1	SCHMD09506
OG0001323	TCONS_00010043.p1	SCHMD18380, SCHMD28053
OG0001325	TCONS_00030056.p1	SCHMD05728
OG0001326	TCONS_00026256.p1	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423
OG0001327	TCONS_00049776.p1	SCHMD08653, SCHMD04846
OG0001328	TCONS_00032934.p1, TCONS_00003134.p1, TCONS_00033319.p1	SCHMD23086
OG0001329	TCONS_00048277.p1	SCHMD15324
OG0001331	TCONS_00026610.p1	SCHMD14545
OG0001332	TCONS_00027699.p1, TCONS_00027701.p1, TCONS_00053843.p1, TCONS_00053855.p1, TCONS_00052808.p1, TCONS_00052769.p1	SCHMD04204
OG0001333	TCONS_00025266.p1, TCONS_00025267.p1	SCHMD15673, SCHMD23155
OG0001335	TCONS_00018398.p1	SCHMD04673
OG0001335	TCONS_00029527.p1	SCHMD24476
OG0001337	TCONS_00027920.p1	SCHMD01703
OG0001337	TCONS_00053433.p1	SCHMD11229, SCHMD01704, SCHMD14444
OG0001339	TCONS_00026171.p1, TCONS_00026170.p1	SCHMD08909
OG0001341	TCONS_00048366.p1	SCHMD01188, SCHMD02608
OG0001348	TCONS_00022180.p1	SCHMD24331, SCHMD29399
OG0001350	TCONS_00053150.p1	SCHMD16735, SCHMD15485, SCHMD23052
OG0001351	TCONS_00021610.p1	SCHMD24241
OG0001353	TCONS_00045371.p1	SCHMD10586
OG0001354	TCONS_00034241.p1, TCONS_00034036.p1, TCONS_00034003.p1, TCONS_00034245.p1	SCHMD11475, SCHMD26080
OG0001354	TCONS_00053631.p1	SCHMD12063
OG0001355	TCONS_00026467.p1	SCHMD23781
OG0001356	TCONS_00048301.p1	SCHMD21598, SCHMD19916
OG0001357	TCONS_00010548.p1	SCHMD16921
OG0001361	TCONS_00036324.p1	SCHMD25345
OG0001362	TCONS_00013164.p1	SCHMD04122, SCHMD05643, SCHMD13617
OG0001363	TCONS_00016669.p1	SCHMD05287, SCHMD16288, SCHMD05291
OG0001367	TCONS_00016768.p1	SCHMD04624
OG0001368	TCONS_00011577.p1	SCHMD02343
OG0001369	TCONS_00048332.p1	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521
OG0001370	TCONS_00019682.p1, TCONS_00019683.p1	SCHMD12004
OG0001370	TCONS_00057094.p1, TCONS_00057111.p1	SCHMD18225, SCHMD11963
OG0001371	TCONS_00012767.p1, TCONS_00012769.p1, TCONS_00012770.p1	SCHMD02523
OG0001371	TCONS_00012768.p1	SCHMD02524
OG0001372	TCONS_00054675.p1, TCONS_00054608.p1	SCHMD12353, SCHMD23970
OG0001372	TCONS_00009173.p1	SCHMD29815
OG0001374	TCONS_00031942.p1, TCONS_00031918.p1, TCONS_00031943.p1	SCHMD12937
OG0001375	TCONS_00044702.p1, TCONS_00045949.p1, TCONS_00045948.p1, TCONS_00044703.p1	SCHMD18333
OG0001378	TCONS_00027073.p1	SCHMD12504, SCHMD07107
OG0001381	TCONS_00029211.p1	SCHMD02869, SCHMD02871, SCHMD02870
OG0001383	TCONS_00015025.p1	SCHMD18571, SCHMD21036
OG0001383	TCONS_00015024.p1	SCHMD28197, SCHMD18572
OG0001386	TCONS_00003437.p1	SCHMD24943, SCHMD20670, SCHMD14052, SCHMD07967, SCHMD00663
OG0001388	TCONS_00028259.p1	SCHMD08532
OG0001389	TCONS_00043368.p1	SCHMD02031, SCHMD17776
OG0001394	TCONS_00042205.p1	SCHMD19657, SCHMD24757
OG0001395	TCONS_00001269.p1	SCHMD11706, SCHMD08832
OG0001397	TCONS_00027541.p1	SCHMD08548, SCHMD08095
OG0001399	TCONS_00022398.p1, TCONS_00007181.p1	SCHMD20091, SCHMD16432
OG0001400	TCONS_00003167.p1	SCHMD26317
OG0001401	TCONS_00022749.p1, TCONS_00020098.p1	SCHMD15712
OG0001402	TCONS_00005726.p1	SCHMD06853
OG0001404	TCONS_00046385.p1	SCHMD14856
OG0001404	TCONS_00050590.p1	SCHMD14853
OG0001405	TCONS_00039483.p1	SCHMD16175
OG0001406	TCONS_00022836.p1	SCHMD13359, SCHMD19152
OG0001408	TCONS_00016566.p1	SCHMD23659, SCHMD15840, SCHMD15841
OG0001409	TCONS_00038493.p1	SCHMD20637, SCHMD16856
OG0001409	TCONS_00038524.p1, TCONS_00038499.p1	SCHMD04792
OG0001410	TCONS_00042951.p1	SCHMD09832
OG0001410	TCONS_00008083.p1	SCHMD09687
OG0001411	TCONS_00041687.p1	SCHMD13416, SCHMD19137
OG0001412	TCONS_00027477.p1, TCONS_00012791.p1, TCONS_00041429.p1	SCHMD13223
OG0001413	TCONS_00044664.p1	SCHMD02827
OG0001413	TCONS_00029113.p1	SCHMD02718
OG0001414	TCONS_00026027.p1	SCHMD19649
OG0001416	TCONS_00050156.p1, TCONS_00050314.p1	SCHMD01722
OG0001421	TCONS_00010948.p1	SCHMD14208
OG0001422	TCONS_00020040.p1	SCHMD18897, SCHMD04981, SCHMD04982
OG0001424	TCONS_00018473.p1	SCHMD23260, SCHMD24676
OG0001425	TCONS_00055828.p1	SCHMD16287, SCHMD09188, SCHMD09187
OG0001426	TCONS_00051215.p1	SCHMD02033
OG0001427	TCONS_00044888.p1	SCHMD03939, SCHMD00575
OG0001428	TCONS_00052139.p1	SCHMD06125
OG0001429	TCONS_00001354.p1	SCHMD14421
OG0001430	TCONS_00052718.p1	SCHMD15108
OG0001430	TCONS_00004460.p1	SCHMD00026
OG0001432	TCONS_00056960.p1	SCHMD05242, SCHMD02065
OG0001433	TCONS_00046923.p1, TCONS_00045556.p1, TCONS_00045707.p1, TCONS_00046712.p1, TCONS_00004821.p1, TCONS_00004842.p1	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242
OG0001434	TCONS_00012407.p1	SCHMD11795
OG0001437	TCONS_00008548.p1	SCHMD15768, SCHMD19785
OG0001438	TCONS_00021322.p1, TCONS_00051278.p1	SCHMD03715, SCHMD17114
OG0001439	TCONS_00035542.p1	SCHMD09059
OG0001439	TCONS_00035525.p1, TCONS_00035546.p1, TCONS_00035694.p1, TCONS_00035705.p1, TCONS_00035526.p1, TCONS_00035713.p1, TCONS_00035711.p1, TCONS_00035541.p1, TCONS_00035707.p1, TCONS_00035706.p1, TCONS_00035544.p1, TCONS_00035543.p1, TCONS_00035697.p1, TCONS_00035704.p1, TCONS_00035710.p1, TCONS_00035698.p1	SCHMD07462, SCHMD14352
OG0001440	TCONS_00003932.p1	SCHMD08958, SCHMD08957
OG0001442	TCONS_00002015.p1	SCHMD22956, SCHMD25864
OG0001445	TCONS_00056905.p1	SCHMD04082
OG0001447	TCONS_00010490.p1	SCHMD14223
OG0001449	TCONS_00046612.p1	SCHMD11900
OG0001450	TCONS_00048453.p1	SCHMD06490, SCHMD05057
OG0001450	TCONS_00044072.p1	SCHMD17211, SCHMD29467, SCHMD00462
OG0001451	TCONS_00004894.p1, TCONS_00037357.p1	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340
OG0001453	TCONS_00056599.p1, TCONS_00056595.p1	SCHMD06884, SCHMD06825
OG0001454	TCONS_00043944.p1	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145
OG0001455	TCONS_00052479.p1	SCHMD19082
OG0001456	TCONS_00005200.p1	SCHMD22269, SCHMD26154
OG0001458	TCONS_00044257.p1, TCONS_00043120.p1	SCHMD07871
OG0001460	TCONS_00030596.p1	SCHMD10312, SCHMD23646
OG0001461	TCONS_00047793.p1	SCHMD13257
OG0001464	TCONS_00003129.p1, TCONS_00004140.p1	SCHMD20463
OG0001466	TCONS_00031269.p1	SCHMD12996, SCHMD13074
OG0001467	TCONS_00015363.p1	SCHMD12343
OG0001467	TCONS_00044104.p1	SCHMD19099
OG0001468	TCONS_00002865.p1	SCHMD00390
OG0001469	TCONS_00027694.p1	SCHMD09394
OG0001469	TCONS_00000853.p1	SCHMD24067, SCHMD10449
OG0001470	TCONS_00005096.p1	SCHMD02321
OG0001472	TCONS_00056649.p1	SCHMD12948
OG0001472	TCONS_00007782.p1	SCHMD13936, SCHMD13397, SCHMD27432
OG0001474	TCONS_00044091.p1	SCHMD07415
OG0001474	TCONS_00013132.p1, TCONS_00013137.p1	SCHMD11576, SCHMD26877
OG0001475	TCONS_00051280.p1	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348
OG0001478	TCONS_00012152.p1	SCHMD22576, SCHMD26017
OG0001479	TCONS_00014656.p1	SCHMD12413, SCHMD08686
OG0001480	TCONS_00003234.p1	SCHMD13493
OG0001481	TCONS_00012090.p1	SCHMD19667
OG0001482	TCONS_00006749.p1	SCHMD02244, SCHMD09593, SCHMD10073, SCHMD09185, SCHMD02242
OG0001483	TCONS_00021245.p1	SCHMD00397
OG0001484	TCONS_00048364.p1	SCHMD14277
OG0001488	TCONS_00055671.p1	SCHMD21551
OG0001490	TCONS_00012203.p1	SCHMD08286, SCHMD07637
OG0001492	TCONS_00005267.p1	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591
OG0001501	TCONS_00010295.p1	SCHMD02704
OG0001502	TCONS_00013726.p1	SCHMD06697
OG0001503	TCONS_00028803.p1	SCHMD25279, SCHMD19928
OG0001503	TCONS_00013935.p1	SCHMD25148
OG0001504	TCONS_00007169.p1, TCONS_00007167.p1, TCONS_00007160.p1	SCHMD05964
OG0001506	TCONS_00050869.p1	SCHMD04881
OG0001507	TCONS_00010776.p1	SCHMD00476, SCHMD00993
OG0001508	TCONS_00023984.p1, TCONS_00023973.p1	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374
OG0001510	TCONS_00026658.p1	SCHMD18904, SCHMD27815, SCHMD18903
OG0001511	TCONS_00021340.p1	SCHMD14385
OG0001512	TCONS_00031944.p1, TCONS_00031919.p1	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450
OG0001513	TCONS_00019433.p1	SCHMD16029
OG0001514	TCONS_00026655.p1	SCHMD13607, SCHMD17180
OG0001515	TCONS_00005036.p1	SCHMD18483
OG0001516	TCONS_00053429.p1	SCHMD07784
OG0001517	TCONS_00047283.p1	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460
OG0001518	TCONS_00045019.p1, TCONS_00049838.p1	SCHMD00912, SCHMD00913, SCHMD08704, SCHMD08705
OG0001519	TCONS_00042625.p1	SCHMD01453, SCHMD11573
OG0001522	TCONS_00003488.p1, TCONS_00035035.p1	SCHMD06814
OG0001524	TCONS_00026880.p1	SCHMD08154
OG0001524	TCONS_00007581.p1	SCHMD06432
OG0001525	TCONS_00006334.p1, TCONS_00006337.p1, TCONS_00006338.p1, TCONS_00052185.p1, TCONS_00006333.p1	SCHMD22768, SCHMD18999, SCHMD19000
OG0001526	TCONS_00016353.p1	SCHMD16304
OG0001527	TCONS_00005265.p1	SCHMD05435
OG0001527	TCONS_00007061.p1	SCHMD08837
OG0001530	TCONS_00029931.p1	SCHMD09338, SCHMD11853, SCHMD11854, SCHMD11855, SCHMD09337
OG0001531	TCONS_00027094.p1	SCHMD19431, SCHMD25771
OG0001532	TCONS_00050672.p1	SCHMD11604
OG0001534	TCONS_00014421.p1	SCHMD13063
OG0001536	TCONS_00010287.p1	SCHMD04145
OG0001538	TCONS_00017233.p1, TCONS_00017234.p1	SCHMD03674
OG0001546	TCONS_00011885.p1	SCHMD23904
OG0001551	TCONS_00004441.p1, TCONS_00024900.p1	SCHMD21975
OG0001552	TCONS_00048136.p1, TCONS_00049099.p1, TCONS_00049100.p1	SCHMD26668
OG0001553	TCONS_00030374.p1	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566
OG0001554	TCONS_00002186.p1	SCHMD11035
OG0001555	TCONS_00046606.p1, TCONS_00046605.p1, TCONS_00046600.p1, TCONS_00047498.p1, TCONS_00049020.p1, TCONS_00049045.p1, TCONS_00049029.p1, TCONS_00049027.p1, TCONS_00049046.p1, TCONS_00049025.p1, TCONS_00049043.p1, TCONS_00049044.p1, TCONS_00022162.p1, TCONS_00022237.p1	SCHMD09018, SCHMD10477, SCHMD09019, SCHMD19851, SCHMD25726, SCHMD07148, SCHMD29622, SCHMD10887, SCHMD10886, SCHMD09698, SCHMD28090, SCHMD24412, SCHMD21363, SCHMD25892, SCHMD18696, SCHMD09131, SCHMD01581
OG0001557	TCONS_00048377.p1	SCHMD13972
OG0001558	TCONS_00014783.p1	SCHMD18412, SCHMD28405
OG0001559	TCONS_00011061.p1	SCHMD02521
OG0001560	TCONS_00033261.p1	SCHMD19288, SCHMD02478
OG0001561	TCONS_00049740.p1	SCHMD21318
OG0001562	TCONS_00051923.p1	SCHMD12692
OG0001562	TCONS_00051922.p1	SCHMD20732, SCHMD29309
OG0001563	TCONS_00015020.p1, TCONS_00028516.p1, TCONS_00018761.p1, TCONS_00018791.p1	SCHMD18145
OG0001566	TCONS_00002399.p1, TCONS_00002398.p1	SCHMD02705
OG0001567	TCONS_00005126.p1	SCHMD03492, SCHMD11013, SCHMD12195
OG0001568	TCONS_00014293.p1	SCHMD04206
OG0001570	TCONS_00054652.p1	SCHMD04583
OG0001571	TCONS_00034162.p1, TCONS_00038350.p1, TCONS_00038267.p1	SCHMD26358
OG0001571	TCONS_00040596.p1	SCHMD20861, SCHMD22039
OG0001572	TCONS_00001177.p1, TCONS_00001188.p1	SCHMD04033
OG0001572	TCONS_00009302.p1	SCHMD14275, SCHMD14274
OG0001575	TCONS_00049223.p1	SCHMD13351
OG0001576	TCONS_00028875.p1	SCHMD23672
OG0001578	TCONS_00027776.p1	SCHMD10414
OG0001580	TCONS_00008057.p1	SCHMD08361, SCHMD16167, SCHMD15393
OG0001582	TCONS_00004768.p1	SCHMD10962, SCHMD17543, SCHMD18112
OG0001583	TCONS_00027788.p1	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526
OG0001589	TCONS_00013172.p1	SCHMD27652, SCHMD23084
OG0001590	TCONS_00000643.p1	SCHMD09240
OG0001593	TCONS_00031847.p1	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687
OG0001594	TCONS_00030470.p1, TCONS_00030579.p1	SCHMD14548, SCHMD07059
OG0001594	TCONS_00001392.p1	SCHMD10235
OG0001597	TCONS_00055827.p1	SCHMD15780, SCHMD26075
OG0001602	TCONS_00025564.p1	SCHMD05345, SCHMD00022
OG0001603	TCONS_00015489.p1	SCHMD29329
OG0001604	TCONS_00005646.p1	SCHMD02109
OG0001605	TCONS_00009214.p1	SCHMD09782
OG0001609	TCONS_00022339.p1	SCHMD16467
OG0001609	TCONS_00048452.p1	SCHMD16231, SCHMD10959, SCHMD10960
OG0001610	TCONS_00017836.p1	SCHMD03213
OG0001611	TCONS_00010550.p1	SCHMD04102, SCHMD12631
OG0001612	TCONS_00000496.p1	SCHMD18636, SCHMD18391
OG0001612	TCONS_00000497.p1	SCHMD14255, SCHMD22594
OG0001613	TCONS_00047199.p1, TCONS_00019615.p1, TCONS_00019608.p1, TCONS_00020707.p1	SCHMD05811
OG0001614	TCONS_00029183.p1	SCHMD04001
OG0001615	TCONS_00036590.p1	SCHMD14018
OG0001617	TCONS_00049508.p1	SCHMD05139
OG0001620	TCONS_00015452.p1	SCHMD22740, SCHMD18214
OG0001621	TCONS_00041678.p1, TCONS_00041680.p1	SCHMD26761, SCHMD18496
OG0001623	TCONS_00017390.p1	SCHMD12998, SCHMD29690, SCHMD08483
OG0001625	TCONS_00053950.p1	SCHMD28211, SCHMD26150
OG0001627	TCONS_00027782.p1, TCONS_00026875.p1	SCHMD06117
OG0001629	TCONS_00015348.p1, TCONS_00015349.p1	SCHMD06466
OG0001630	TCONS_00050269.p1	SCHMD04044, SCHMD04169, SCHMD01052
OG0001632	TCONS_00048758.p1	SCHMD12105, SCHMD26476
OG0001633	TCONS_00007214.p1	SCHMD06756
OG0001634	TCONS_00015707.p1	SCHMD24659
OG0001634	TCONS_00004503.p1	SCHMD04359, SCHMD08780, SCHMD05004
OG0001635	TCONS_00043026.p1	SCHMD28110
OG0001636	TCONS_00007071.p1	SCHMD19517, SCHMD28241, SCHMD18669, SCHMD18668
OG0001638	TCONS_00005796.p1, TCONS_00005810.p1	SCHMD00159, SCHMD00160
OG0001639	TCONS_00029068.p1	SCHMD07144
OG0001640	TCONS_00049711.p1	SCHMD02843
OG0001642	TCONS_00010119.p1	SCHMD20801, SCHMD12647
OG0001644	TCONS_00046567.p1, TCONS_00046594.p1	SCHMD20924
OG0001651	TCONS_00031353.p1	SCHMD15448
OG0001653	TCONS_00054239.p1	SCHMD13946
OG0001655	TCONS_00043175.p1	SCHMD06776
OG0001656	TCONS_00003122.p1	SCHMD22556
OG0001657	TCONS_00006047.p1	SCHMD07705, SCHMD10000
OG0001657	TCONS_00006048.p1	SCHMD12957
OG0001660	TCONS_00042955.p1	SCHMD01572, SCHMD29332
OG0001662	TCONS_00000128.p1	SCHMD19275
OG0001662	TCONS_00000925.p1, TCONS_00000938.p1	SCHMD25740
OG0001665	TCONS_00014435.p1, TCONS_00013483.p1	SCHMD19795
OG0001666	TCONS_00019725.p1, TCONS_00019735.p1	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331
OG0001667	TCONS_00055405.p1, TCONS_00055404.p1	SCHMD18800, SCHMD13601, SCHMD20100
OG0001668	TCONS_00000577.p1	SCHMD04958, SCHMD04844, SCHMD21993, SCHMD13934, SCHMD21994, SCHMD04957, SCHMD04845
OG0001670	TCONS_00016174.p1, TCONS_00044312.p1, TCONS_00054167.p1, TCONS_00054128.p1, TCONS_00054165.p1	SCHMD00224
OG0001671	TCONS_00048171.p1, TCONS_00049504.p1, TCONS_00049505.p1	SCHMD21324
OG0001672	TCONS_00033404.p1	SCHMD11260, SCHMD13294, SCHMD11259
OG0001676	TCONS_00030826.p1	SCHMD13666
OG0001677	TCONS_00004771.p1, TCONS_00022845.p1	SCHMD13425
OG0001682	TCONS_00022810.p1	SCHMD04768
OG0001683	TCONS_00001249.p1	SCHMD09006, SCHMD12944, SCHMD06427
OG0001685	TCONS_00041682.p1	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626
OG0001688	TCONS_00041659.p1	SCHMD12122, SCHMD25973, SCHMD11868
OG0001689	TCONS_00038896.p1	SCHMD23267, SCHMD11416
OG0001689	TCONS_00038894.p1, TCONS_00041155.p1	SCHMD11417
OG0001690	TCONS_00016381.p1, TCONS_00016384.p1	SCHMD02946
OG0001691	TCONS_00004699.p1	SCHMD00990, SCHMD08142
OG0001693	TCONS_00001128.p1, TCONS_00001127.p1, TCONS_00002291.p1	SCHMD18507, SCHMD16544
OG0001707	TCONS_00017739.p1	SCHMD28717, SCHMD29464, SCHMD20857
OG0001708	TCONS_00022224.p1	SCHMD28849, SCHMD14466, SCHMD06180, SCHMD15863, SCHMD27570
OG0001711	TCONS_00009834.p1	SCHMD04571
OG0001713	TCONS_00007484.p1	SCHMD11479
OG0001716	TCONS_00019373.p1	SCHMD16469, SCHMD14355, SCHMD09422, SCHMD01593, SCHMD04189, SCHMD04185, SCHMD11521, SCHMD02529, SCHMD01592, SCHMD04187, SCHMD04186, SCHMD02528
OG0001718	TCONS_00009996.p1	SCHMD15790
OG0001720	TCONS_00005795.p1, TCONS_00005809.p1	SCHMD15757
OG0001721	TCONS_00055327.p1	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926
OG0001724	TCONS_00000295.p1	SCHMD24845, SCHMD14505, SCHMD24846
OG0001726	TCONS_00009645.p1	SCHMD06142, SCHMD13209
OG0001726	TCONS_00030284.p1	SCHMD14995, SCHMD16386
OG0001727	TCONS_00009887.p1	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474
OG0001728	TCONS_00029816.p1	SCHMD17375
OG0001729	TCONS_00049739.p1	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159
OG0001730	TCONS_00052824.p1	SCHMD11237, SCHMD15709
OG0001732	TCONS_00022906.p1	SCHMD09964
OG0001733	TCONS_00027042.p1, TCONS_00027041.p1	SCHMD11880
OG0001734	TCONS_00004149.p1	SCHMD27529, SCHMD23016
OG0001735	TCONS_00052429.p1, TCONS_00055308.p1	SCHMD04334
OG0001736	TCONS_00007503.p1	SCHMD13051
OG0001737	TCONS_00044845.p1	SCHMD04897
OG0001737	TCONS_00000865.p1	SCHMD19940, SCHMD12224
OG0001738	TCONS_00025852.p1, TCONS_00024426.p1	SCHMD28176
OG0001739	TCONS_00000275.p1, TCONS_00013298.p1, TCONS_00024001.p1	SCHMD04721
OG0001745	TCONS_00004621.p1, TCONS_00013940.p1	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088
OG0001750	TCONS_00054872.p1	SCHMD22591
OG0001751	TCONS_00026833.p1	SCHMD05355
OG0001752	TCONS_00019122.p1	SCHMD04217
OG0001754	TCONS_00000340.p1	SCHMD16498
OG0001755	TCONS_00018757.p1	SCHMD00304
OG0001758	TCONS_00006444.p1	SCHMD21919
OG0001759	TCONS_00027561.p1	SCHMD15866
OG0001769	TCONS_00030498.p1	SCHMD03951
OG0001770	TCONS_00056943.p1	SCHMD22893, SCHMD22374
OG0001772	TCONS_00044266.p1	SCHMD29811
OG0001774	TCONS_00027565.p1	SCHMD06607
OG0001777	TCONS_00042390.p1	SCHMD18771, SCHMD10802, SCHMD22773
OG0001780	TCONS_00005814.p1, TCONS_00000875.p1	SCHMD19255, SCHMD20118
OG0001781	TCONS_00014649.p1	SCHMD11700, SCHMD23557, SCHMD23630
OG0001783	TCONS_00019323.p1	SCHMD15033, SCHMD26133
OG0001785	TCONS_00008315.p1	SCHMD16367, SCHMD26545
OG0001785	TCONS_00008311.p1	SCHMD26015, SCHMD21397
OG0001785	TCONS_00008317.p1	SCHMD16368
OG0001786	TCONS_00001488.p1, TCONS_00023241.p1	SCHMD28589
OG0001787	TCONS_00001441.p1	SCHMD15982
OG0001788	TCONS_00050029.p1, TCONS_00052971.p1	SCHMD08885
OG0001788	TCONS_00052970.p1, TCONS_00050030.p1	SCHMD08675
OG0001792	TCONS_00036348.p1	SCHMD00384
OG0001798	TCONS_00026567.p1	SCHMD06352, SCHMD07989
OG0001805	TCONS_00024371.p1, TCONS_00024407.p1	SCHMD01576
OG0001807	TCONS_00004151.p1	SCHMD01495
OG0001808	TCONS_00054314.p1	SCHMD04780
OG0001809	TCONS_00015676.p1	SCHMD03279
OG0001810	TCONS_00002619.p1	SCHMD28471, SCHMD25400
OG0001811	TCONS_00023968.p1	SCHMD08439, SCHMD24223, SCHMD19859
OG0001818	TCONS_00011281.p1, TCONS_00011301.p1	SCHMD13473, SCHMD29528, SCHMD15135
OG0001819	TCONS_00048851.p1, TCONS_00048848.p1, TCONS_00048849.p1, TCONS_00019291.p1	SCHMD06459
OG0001820	TCONS_00031298.p1	SCHMD14228, SCHMD02398
OG0001821	TCONS_00013104.p1	SCHMD28800, SCHMD18321
OG0001822	TCONS_00024091.p1	SCHMD21605, SCHMD12240
OG0001823	TCONS_00056526.p1	SCHMD00776, SCHMD09499
OG0001824	TCONS_00012032.p1	SCHMD14996, SCHMD09508
