Orthogroup	PFLAV	HUMAN
OG0001534	TCONS_00014421.p1	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538
OG0001536	TCONS_00010287.p1	HUMAN23182, HUMAN23181
OG0001538	TCONS_00017233.p1, TCONS_00017234.p1	HUMAN02566
OG0001545	TCONS_00029685.p1	HUMAN14011, HUMAN09985, HUMAN01642, HUMAN14012
OG0001546	TCONS_00011885.p1	HUMAN08266, HUMAN16844
OG0001549	TCONS_00017674.p1, TCONS_00018698.p1	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395
OG0001550	TCONS_00010161.p1	HUMAN20737
OG0001551	TCONS_00004441.p1, TCONS_00024900.p1	HUMAN08700, HUMAN02498
OG0001552	TCONS_00048136.p1, TCONS_00049099.p1, TCONS_00049100.p1	HUMAN20977, HUMAN20976
OG0001553	TCONS_00030374.p1	HUMAN27760, HUMAN03319, HUMAN23794
OG0001554	TCONS_00002186.p1	HUMAN05332, HUMAN05331, HUMAN30019
OG0001556	TCONS_00010677.p1	HUMAN02508, HUMAN08695, HUMAN08696, HUMAN04819, HUMAN02509
OG0001557	TCONS_00023130.p1	HUMAN04310
OG0001557	TCONS_00048377.p1	HUMAN26830
OG0001558	TCONS_00014783.p1	HUMAN29505, HUMAN29504, HUMAN14496
OG0001559	TCONS_00009527.p2	HUMAN02553
OG0001559	TCONS_00011061.p1	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942
OG0001560	TCONS_00033261.p1	HUMAN28514, HUMAN14375, HUMAN14373, HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891
OG0001561	TCONS_00049740.p1	HUMAN20456, HUMAN24967, HUMAN20360
OG0001562	TCONS_00051922.p1	HUMAN18910
OG0001563	TCONS_00015020.p1, TCONS_00028516.p1	HUMAN09891
OG0001564	TCONS_00022177.p1	HUMAN18396, HUMAN05131
OG0001565	TCONS_00035619.p1, TCONS_00035722.p1	HUMAN15336, HUMAN05720, HUMAN01912
OG0001566	TCONS_00002399.p1, TCONS_00002398.p1	HUMAN25664, HUMAN29643
OG0001567	TCONS_00005126.p1	HUMAN00268, HUMAN21826
OG0001568	TCONS_00014293.p1	HUMAN20082, HUMAN20081
OG0001569	TCONS_00021687.p1, TCONS_00021686.p1	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287
OG0001570	TCONS_00008646.p1	HUMAN16051
OG0001571	TCONS_00034162.p1, TCONS_00038350.p1, TCONS_00038267.p1	HUMAN13804, HUMAN05679
OG0001571	TCONS_00040596.p1	HUMAN05678
OG0001572	TCONS_00001177.p1, TCONS_00001188.p1	HUMAN13726
OG0001572	TCONS_00009302.p1	HUMAN11626, HUMAN11627
OG0001573	TCONS_00052758.p1	HUMAN01295, HUMAN29048
OG0001574	TCONS_00013077.p1	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298
OG0001575	TCONS_00049223.p1	HUMAN20511
OG0001576	TCONS_00028875.p1	HUMAN23520, HUMAN09989, HUMAN09990
OG0001578	TCONS_00027776.p1	HUMAN27577, HUMAN27576, HUMAN03525
OG0001579	TCONS_00030837.p1	HUMAN03141, HUMAN03143, HUMAN03144
OG0001580	TCONS_00008057.p1	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241
OG0001581	TCONS_00056566.p1, TCONS_00055734.p1, TCONS_00003489.p1, TCONS_00003273.p1	HUMAN02524, HUMAN02525
OG0001582	TCONS_00004768.p1	HUMAN11711, HUMAN11710, HUMAN19935
OG0001583	TCONS_00027788.p1	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577
OG0001584	TCONS_00020960.p1	HUMAN22038
OG0001589	TCONS_00013172.p1	HUMAN10236
OG0001590	TCONS_00000643.p1, TCONS_00029503.p1	HUMAN09424
OG0001591	TCONS_00028069.p1	HUMAN01764, HUMAN28618
OG0001592	TCONS_00020741.p1, TCONS_00019677.p1, TCONS_00020268.p1	HUMAN09531, HUMAN09657, HUMAN09656
OG0001593	TCONS_00031847.p1	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587
OG0001597	TCONS_00057088.p1	HUMAN26560, HUMAN26561, HUMAN26559
OG0001597	TCONS_00055827.p1	HUMAN03834
OG0001599	TCONS_00014010.p1	HUMAN13426
OG0001600	TCONS_00046850.p1	HUMAN00788, HUMAN00787, HUMAN16635, HUMAN28233
OG0001603	TCONS_00015489.p1	HUMAN24819
OG0001604	TCONS_00011772.p1	HUMAN22175
OG0001604	TCONS_00005646.p1	HUMAN12471, HUMAN12472
OG0001605	TCONS_00009214.p1, TCONS_00009213.p1, TCONS_00009211.p1	HUMAN07945, HUMAN07944
OG0001606	TCONS_00032921.p1	HUMAN13929
OG0001606	TCONS_00026464.p1	HUMAN03753
OG0001609	TCONS_00022339.p1	HUMAN07643
OG0001609	TCONS_00048452.p1	HUMAN21122, HUMAN07645
OG0001610	TCONS_00017836.p1	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094
OG0001611	TCONS_00010550.p1	HUMAN08978, HUMAN02546
OG0001612	TCONS_00000496.p1	HUMAN19504
OG0001612	TCONS_00000497.p1	HUMAN25319
OG0001614	TCONS_00029183.p1	HUMAN14358
OG0001614	TCONS_00013654.p1	HUMAN13572
OG0001615	TCONS_00036590.p1	HUMAN04414, HUMAN27016
OG0001617	TCONS_00049508.p1	HUMAN20425, HUMAN06149, HUMAN24916
OG0001619	TCONS_00029280.p1	HUMAN09460, HUMAN23739, HUMAN14529
OG0001620	TCONS_00015452.p1	HUMAN24750, HUMAN24751, HUMAN02052
OG0001621	TCONS_00041678.p1, TCONS_00041680.p1	HUMAN10405, HUMAN20233
OG0001622	TCONS_00027359.p1	HUMAN03730, HUMAN03729, HUMAN27716
OG0001624	TCONS_00018787.p1	HUMAN25539, HUMAN25540, HUMAN00624, HUMAN19275, HUMAN19274, HUMAN27856
OG0001625	TCONS_00053950.p1	HUMAN01087, HUMAN01088, HUMAN28505
OG0001627	TCONS_00027782.p1	HUMAN28211
OG0001627	TCONS_00026875.p1	HUMAN24158
OG0001628	TCONS_00009571.p2, TCONS_00009573.p1	HUMAN16897, HUMAN16898
OG0001629	TCONS_00015347.p1	HUMAN02287, HUMAN02285, HUMAN29146
OG0001632	TCONS_00048758.p1	HUMAN20860, HUMAN20348, HUMAN01354
OG0001633	TCONS_00003251.p1	HUMAN28383
OG0001634	TCONS_00015707.p1	HUMAN29106
OG0001634	TCONS_00004503.p1	HUMAN02620, HUMAN15581
OG0001635	TCONS_00043026.p1	HUMAN30203, HUMAN26031, HUMAN29595
OG0001636	TCONS_00007071.p1	HUMAN11118
OG0001637	TCONS_00007452.p2	HUMAN21485
OG0001638	TCONS_00005796.p1, TCONS_00005810.p1	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784
OG0001639	TCONS_00029068.p1	HUMAN09764, HUMAN14138
OG0001642	TCONS_00010119.p1	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976
OG0001643	TCONS_00034528.p1, TCONS_00034435.p1	HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331
OG0001644	TCONS_00046567.p1, TCONS_00046594.p1	HUMAN24567
OG0001649	TCONS_00014713.p1, TCONS_00014714.p1, TCONS_00052503.p1	HUMAN09668
OG0001651	TCONS_00031353.p1	HUMAN24385, HUMAN03098, HUMAN22631
OG0001652	TCONS_00011982.p1, TCONS_00010583.p1	HUMAN08985
OG0001653	TCONS_00054239.p1	HUMAN23274
OG0001654	TCONS_00018558.p1	HUMAN24521, HUMAN24522, HUMAN25677
OG0001655	TCONS_00043175.p1	HUMAN23043, HUMAN29586, HUMAN29889
OG0001656	TCONS_00003122.p1	HUMAN12664
OG0001658	TCONS_00045250.p1	HUMAN18841
OG0001659	TCONS_00001790.p1	HUMAN00545, HUMAN00546, HUMAN25769
OG0001660	TCONS_00042955.p1	HUMAN24142, HUMAN22382, HUMAN29625, HUMAN30126, HUMAN22381
OG0001661	TCONS_00004622.p1	HUMAN07166
OG0001661	TCONS_00003656.p1, TCONS_00004173.p1	HUMAN21509
OG0001662	TCONS_00000128.p1	HUMAN05309
OG0001662	TCONS_00000925.p1, TCONS_00000938.p1	HUMAN26391, HUMAN07388
OG0001663	TCONS_00048414.p1, TCONS_00048415.p1, TCONS_00048410.p1	HUMAN26903, HUMAN29828
OG0001665	TCONS_00014435.p1	HUMAN13477, HUMAN13476
OG0001665	TCONS_00013483.p1	HUMAN10572
OG0001666	TCONS_00019725.p1, TCONS_00019735.p1	HUMAN07809
OG0001667	TCONS_00055405.p1, TCONS_00055404.p1	HUMAN12734, HUMAN26001, HUMAN26000, HUMAN06279, HUMAN06280, HUMAN06278
OG0001668	TCONS_00000577.p1	HUMAN25853, HUMAN25854
OG0001669	TCONS_00031971.p1, TCONS_00031966.p1, TCONS_00031957.p1, TCONS_00031956.p1, TCONS_00003545.p1, TCONS_00010878.p1	HUMAN00518, HUMAN18608
OG0001670	TCONS_00054167.p1, TCONS_00054128.p1	HUMAN28663, HUMAN00915
OG0001671	TCONS_00049504.p1	HUMAN20911
OG0001672	TCONS_00033404.p1	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575
OG0001673	TCONS_00010575.p1	HUMAN08249, HUMAN08251, HUMAN15858, HUMAN16851
OG0001674	TCONS_00020354.p1	HUMAN09862, HUMAN09861, HUMAN09864, HUMAN09865, HUMAN13900
OG0001675	TCONS_00045524.p1	HUMAN28279, HUMAN27610
OG0001676	TCONS_00030827.p1, TCONS_00030826.p1	HUMAN03206
OG0001676	TCONS_00020219.p1	HUMAN15070
OG0001677	TCONS_00004771.p1	HUMAN07349, HUMAN07350
OG0001678	TCONS_00020821.p1	HUMAN25999, HUMAN17691
OG0001682	TCONS_00022810.p1	HUMAN18147
OG0001683	TCONS_00001249.p1	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314
OG0001684	TCONS_00033007.p1, TCONS_00033523.p1, TCONS_00033524.p1, TCONS_00033006.p1, TCONS_00033535.p1, TCONS_00033522.p1, TCONS_00033536.p1, TCONS_00032997.p1, TCONS_00032998.p1, TCONS_00014750.p1	HUMAN14785, HUMAN01201
OG0001685	TCONS_00041682.p1	HUMAN22339
OG0001687	TCONS_00020979.p1, TCONS_00021891.p1, TCONS_00022000.p1, TCONS_00001384.p1	HUMAN03234
OG0001688	TCONS_00041659.p1	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992
OG0001689	TCONS_00038896.p1	HUMAN11738
OG0001689	TCONS_00038894.p1, TCONS_00041155.p1	HUMAN11739
OG0001689	TCONS_00041154.p1, TCONS_00038895.p1	HUMAN11737, HUMAN19915
OG0001690	TCONS_00016381.p1, TCONS_00016384.p1	HUMAN01169
OG0001691	TCONS_00004699.p1	HUMAN10903
OG0001692	TCONS_00053138.p1	HUMAN00929, HUMAN00928, HUMAN15010, HUMAN23437, HUMAN23438
OG0001693	TCONS_00001128.p1, TCONS_00001127.p1, TCONS_00002291.p1	HUMAN00705
OG0001694	TCONS_00012933.p1	HUMAN06928, HUMAN06927, HUMAN06925, HUMAN20957
OG0001703	TCONS_00054096.p1, TCONS_00054087.p1, TCONS_00032955.p1, TCONS_00032978.p1	HUMAN09709
OG0001704	TCONS_00029822.p1, TCONS_00041966.p1, TCONS_00021119.p1, TCONS_00000482.p1, TCONS_00041963.p1, TCONS_00041964.p1, TCONS_00041965.p1	HUMAN06407, HUMAN06567
OG0001706	TCONS_00042964.p1	HUMAN30453, HUMAN05373, HUMAN30452
OG0001707	TCONS_00017739.p1	HUMAN13776, HUMAN13775, HUMAN16739
OG0001708	TCONS_00022224.p1	HUMAN25399, HUMAN25398, HUMAN01995, HUMAN01996
OG0001709	TCONS_00042778.p1	HUMAN23995
OG0001710	TCONS_00049810.p1	HUMAN06210, HUMAN24986, HUMAN29936, HUMAN28878
OG0001711	TCONS_00009834.p1	HUMAN04935, HUMAN04934, HUMAN04933, HUMAN09017
OG0001712	TCONS_00029935.p1	HUMAN22752, HUMAN17161, HUMAN03209
OG0001713	TCONS_00051909.p1	HUMAN05026
OG0001713	TCONS_00007484.p1	HUMAN11446, HUMAN11444, HUMAN11445
OG0001714	TCONS_00014136.p1	HUMAN20171, HUMAN20172
OG0001714	TCONS_00004493.p1	HUMAN25119
OG0001716	TCONS_00019373.p1	HUMAN18566, HUMAN18568, HUMAN18567
OG0001718	TCONS_00009996.p1	HUMAN08462, HUMAN25013, HUMAN25014
OG0001720	TCONS_00005795.p1, TCONS_00005809.p1	HUMAN12316, HUMAN04993, HUMAN07123
OG0001721	TCONS_00055327.p1	HUMAN25291, HUMAN08491
OG0001722	TCONS_00035323.p1, TCONS_00035355.p1, TCONS_00055767.p1, TCONS_00035356.p1	HUMAN18844, HUMAN16701
OG0001723	TCONS_00021858.p1	HUMAN21619, HUMAN30386, HUMAN29777
OG0001724	TCONS_00000295.p1	HUMAN25295
OG0001725	TCONS_00030961.p1	HUMAN24357, HUMAN03245, HUMAN22506
OG0001726	TCONS_00009645.p1	HUMAN16877, HUMAN08380
OG0001726	TCONS_00030284.p1	HUMAN22539
OG0001727	TCONS_00009887.p1	HUMAN15860, HUMAN15859, HUMAN08259, HUMAN16842
OG0001728	TCONS_00029816.p1	HUMAN09496, HUMAN23695
OG0001729	TCONS_00049739.p1	HUMAN26808, HUMAN20869, HUMAN20870
OG0001730	TCONS_00052824.p1	HUMAN14924, HUMAN00990, HUMAN14923
OG0001731	TCONS_00024224.p1	HUMAN24935, HUMAN06976, HUMAN06977
OG0001732	TCONS_00022906.p1	HUMAN30348, HUMAN07896, HUMAN21599, HUMAN21598, HUMAN21600
OG0001733	TCONS_00027042.p1, TCONS_00027041.p1	HUMAN17168
OG0001734	TCONS_00004149.p1	HUMAN04688
OG0001735	TCONS_00052429.p1, TCONS_00055308.p1	HUMAN17857, HUMAN13129
OG0001736	TCONS_00007503.p1	HUMAN11325, HUMAN14071
OG0001737	TCONS_00044845.p1	HUMAN27862, HUMAN19270
OG0001737	TCONS_00000865.p1	HUMAN19449, HUMAN25649
OG0001738	TCONS_00025852.p1, TCONS_00024426.p1	HUMAN07064, HUMAN07066, HUMAN03839, HUMAN03837, HUMAN07063, HUMAN07065, HUMAN03838
OG0001739	TCONS_00000275.p1, TCONS_00013298.p1, TCONS_00024001.p1	HUMAN06840, HUMAN06841, HUMAN06839, HUMAN03964
OG0001740	TCONS_00024571.p1	HUMAN04153, HUMAN24941, HUMAN20293, HUMAN20292, HUMAN04152, HUMAN20291
OG0001743	TCONS_00015692.p1	HUMAN29328, HUMAN29326
OG0001745	TCONS_00013940.p1	HUMAN00586, HUMAN00585, HUMAN00587, HUMAN00584
OG0001746	TCONS_00038041.p1	HUMAN04189, HUMAN20301, HUMAN20300, HUMAN20302
OG0001747	TCONS_00022183.p1	HUMAN19647, HUMAN19645, HUMAN19646, HUMAN18323, HUMAN18324, HUMAN02105
OG0001749	TCONS_00042776.p1	HUMAN28713, HUMAN29594, HUMAN30202
OG0001752	TCONS_00019122.p1	HUMAN14402, HUMAN14401, HUMAN09557
OG0001754	TCONS_00000340.p1	HUMAN25325, HUMAN05304, HUMAN05305, HUMAN05303, HUMAN13962
OG0001755	TCONS_00024573.p1	HUMAN04349
OG0001755	TCONS_00018757.p1	HUMAN05480
OG0001756	TCONS_00027499.p1	HUMAN03565, HUMAN03566
OG0001756	TCONS_00031245.p1	HUMAN27756, HUMAN27755
OG0001757	TCONS_00010279.p1	HUMAN02532, HUMAN02531, HUMAN08337, HUMAN08338, HUMAN27193, HUMAN25593, HUMAN27189, HUMAN27178, HUMAN27173, HUMAN13781, HUMAN08339
OG0001758	TCONS_00006444.p1	HUMAN12281
OG0001759	TCONS_00026648.p1, TCONS_00026649.p1	HUMAN28722, HUMAN22444
OG0001759	TCONS_00027561.p1	HUMAN03559
OG0001760	TCONS_00047505.p1	HUMAN06762
OG0001768	TCONS_00028913.p1	HUMAN09704
OG0001768	TCONS_00029606.p1	HUMAN23681, HUMAN14390
OG0001769	TCONS_00030498.p1	HUMAN03651
OG0001769	TCONS_00011524.p1	HUMAN08557, HUMAN08556
OG0001770	TCONS_00056943.p1	HUMAN24382, HUMAN17425, HUMAN30193, HUMAN24381, HUMAN22894
OG0001772	TCONS_00011483.p1, TCONS_00009713.p1, TCONS_00010291.p1, TCONS_00003687.p1, TCONS_00012141.p1, TCONS_00012142.p1	HUMAN02529, HUMAN08892
OG0001774	TCONS_00027565.p1	HUMAN18619
OG0001774	TCONS_00049423.p1	HUMAN30515, HUMAN30516
OG0001775	TCONS_00029000.p1	HUMAN14353
OG0001776	TCONS_00012829.p1	HUMAN17360
OG0001778	TCONS_00019794.p1	HUMAN08146
OG0001780	TCONS_00005814.p1	HUMAN19749
OG0001780	TCONS_00000875.p1	HUMAN30120
OG0001781	TCONS_00055581.p1	HUMAN12739
OG0001781	TCONS_00014649.p1	HUMAN24740
OG0001782	TCONS_00028322.p1	HUMAN23640
OG0001782	TCONS_00031327.p1	HUMAN03280
OG0001783	TCONS_00019323.p1	HUMAN10327, HUMAN10326
OG0001785	TCONS_00008317.p1	HUMAN07812
OG0001787	TCONS_00001441.p1	HUMAN19491, HUMAN19493, HUMAN19494, HUMAN19492, HUMAN25152, HUMAN25151, HUMAN00492
OG0001788	TCONS_00052970.p1, TCONS_00050030.p1	HUMAN16667
OG0001789	TCONS_00005017.p1	HUMAN19923, HUMAN12300
OG0001790	TCONS_00040102.p1, TCONS_00040101.p1	HUMAN15656, HUMAN15657
OG0001792	TCONS_00036348.p1	HUMAN29333
OG0001792	TCONS_00027948.p1	HUMAN15054
OG0001793	TCONS_00054783.p1, TCONS_00044544.p1	HUMAN20623
OG0001793	TCONS_00046501.p1	HUMAN05697
OG0001794	TCONS_00032257.p1, TCONS_00031638.p1, TCONS_00041388.p1, TCONS_00031637.p1, TCONS_00031636.p1, TCONS_00041389.p1, TCONS_00038110.p1, TCONS_00042435.p1, TCONS_00037212.p1, TCONS_00037213.p1	HUMAN19680
OG0001796	TCONS_00004762.p1, TCONS_00004763.p1, TCONS_00042359.p1, TCONS_00008370.p1, TCONS_00016350.p1	HUMAN19025, HUMAN19024, HUMAN19023, HUMAN19026, HUMAN27928
OG0001797	TCONS_00026755.p1, TCONS_00027579.p1, TCONS_00027583.p1, TCONS_00027584.p1, TCONS_00027585.p1, TCONS_00026665.p1, TCONS_00026754.p1	HUMAN22063
OG0001798	TCONS_00026567.p1, TCONS_00018936.p1	HUMAN14327, HUMAN14328, HUMAN09868
OG0001799	TCONS_00005170.p1	HUMAN11851, HUMAN07342, HUMAN05015
OG0001800	TCONS_00047454.p1, TCONS_00047451.p1	HUMAN21427, HUMAN21429, HUMAN21428, HUMAN02409, HUMAN07046
OG0001801	TCONS_00025199.p1	HUMAN04141, HUMAN04140
OG0001802	TCONS_00015162.p1	HUMAN10430, HUMAN10427, HUMAN10426
OG0001803	TCONS_00030039.p1	HUMAN17083, HUMAN17084, HUMAN22587, HUMAN22586, HUMAN03075
OG0001804	TCONS_00005486.p1, TCONS_00005506.p1	HUMAN11697, HUMAN11700, HUMAN11696, HUMAN11695, HUMAN11698, HUMAN19866
OG0001805	TCONS_00024371.p1, TCONS_00024407.p1	HUMAN06844, HUMAN04264, HUMAN06848
OG0001806	TCONS_00048807.p1	HUMAN26954, HUMAN26956, HUMAN01386
OG0001807	TCONS_00004151.p1	HUMAN12665
OG0001808	TCONS_00054314.p1	HUMAN22068, HUMAN01110
OG0001809	TCONS_00015676.p1	HUMAN02155, HUMAN02158, HUMAN02157, HUMAN02156, HUMAN02154
OG0001810	TCONS_00002619.p1	HUMAN25995, HUMAN25994, HUMAN18086
OG0001812	TCONS_00009931.p1, TCONS_00009944.p1, TCONS_00019807.p1	HUMAN05677
OG0001814	TCONS_00003986.p1	HUMAN12655, HUMAN12657, HUMAN26160, HUMAN26161
OG0001816	TCONS_00053505.p1	HUMAN01145, HUMAN23425, HUMAN01146, HUMAN01144
OG0001816	TCONS_00053591.p1, TCONS_00053506.p1	HUMAN23424
OG0001817	TCONS_00013466.p1	HUMAN10762, HUMAN16372, HUMAN16373
OG0001818	TCONS_00011281.p1, TCONS_00011301.p1	HUMAN08932, HUMAN25133
OG0001819	TCONS_00048851.p1, TCONS_00048848.p1, TCONS_00048849.p1, TCONS_00019291.p1	HUMAN26303, HUMAN26302, HUMAN17758
OG0001820	TCONS_00031298.p1	HUMAN22655, HUMAN22654, HUMAN22657, HUMAN03192
OG0001821	TCONS_00013104.p1	HUMAN20150
OG0001822	TCONS_00024091.p1	HUMAN20278, HUMAN04122
OG0001823	TCONS_00056526.p1	HUMAN28818
OG0001824	TCONS_00010641.p1	HUMAN08709
OG0001825	TCONS_00046124.p1	HUMAN28268, HUMAN25258, HUMAN28269, HUMAN28270
OG0001826	TCONS_00022799.p1	HUMAN18296, HUMAN30222
OG0001827	TCONS_00014648.p1	HUMAN29268, HUMAN29270
OG0001828	TCONS_00056449.p1	HUMAN20552
OG0001829	TCONS_00052963.p1, TCONS_00041921.p1	HUMAN11147, HUMAN11495
OG0001830	TCONS_00046062.p1	HUMAN13769, HUMAN16621
OG0001831	TCONS_00014358.p1	HUMAN10191, HUMAN10190, HUMAN12366, HUMAN12368
OG0001832	TCONS_00033405.p1, TCONS_00032919.p1	HUMAN10008, HUMAN10007, HUMAN01888, HUMAN10006
OG0001834	TCONS_00054877.p1	HUMAN18097, HUMAN02973
OG0001835	TCONS_00024789.p1, TCONS_00024784.p1, TCONS_00024817.p1, TCONS_00024785.p1, TCONS_00024820.p1, TCONS_00024787.p1, TCONS_00024819.p1, TCONS_00024818.p1, TCONS_00024788.p1, TCONS_00024821.p1, TCONS_00024824.p1, TCONS_00024790.p1, TCONS_00024823.p1, TCONS_00025823.p1, TCONS_00024464.p1	HUMAN04377, HUMAN04378
OG0001840	TCONS_00004160.p1, TCONS_00004158.p1, TCONS_00004156.p1, TCONS_00003668.p1, TCONS_00002758.p1, TCONS_00004162.p1, TCONS_00004153.p1, TCONS_00004152.p1, TCONS_00004154.p1, TCONS_00004155.p1, TCONS_00004159.p1, TCONS_00004157.p1	HUMAN03411, HUMAN03412, HUMAN03415, HUMAN03413, HUMAN03414
OG0001846	TCONS_00045551.p1	HUMAN25244, HUMAN18589, HUMAN16677, HUMAN18592, HUMAN16676
OG0001848	TCONS_00032607.p1	HUMAN02996
OG0001848	TCONS_00032005.p1	HUMAN04716
OG0001849	TCONS_00052728.p1	HUMAN06580, HUMAN06581, HUMAN06579, HUMAN06583
OG0001849	TCONS_00057244.p1	HUMAN06578
OG0001851	TCONS_00008655.p1, TCONS_00008653.p1, TCONS_00007389.p1, TCONS_00010289.p1, TCONS_00007388.p1, TCONS_00007745.p1, TCONS_00007385.p1, TCONS_00007387.p1, TCONS_00022824.p1, TCONS_00007382.p1	HUMAN21496
OG0001852	TCONS_00047986.p1	HUMAN06720, HUMAN20898
OG0001853	TCONS_00008915.p1	HUMAN28392, HUMAN18575
OG0001854	TCONS_00018404.p1, TCONS_00018414.p1	HUMAN06535
OG0001855	TCONS_00014230.p1	HUMAN13026
OG0001856	TCONS_00012575.p1	HUMAN26595, HUMAN13519
OG0001857	TCONS_00046697.p1	HUMAN16699, HUMAN28241
OG0001858	TCONS_00030929.p1	HUMAN26275
OG0001859	TCONS_00001087.p1	HUMAN02067, HUMAN02068
OG0001861	TCONS_00025446.p1	HUMAN02516
OG0001861	TCONS_00025445.p1	HUMAN02475
OG0001862	TCONS_00010459.p1, TCONS_00029074.p1, TCONS_00028055.p1	HUMAN14487, HUMAN01898, HUMAN10090
OG0001863	TCONS_00054880.p1	HUMAN27302
OG0001864	TCONS_00046707.p1, TCONS_00045713.p1	HUMAN13784, HUMAN13785, HUMAN19255
OG0001865	TCONS_00043409.p1	HUMAN23790, HUMAN22856, HUMAN07532
OG0001866	TCONS_00056589.p1	HUMAN25780, HUMAN19444
OG0001867	TCONS_00013831.p1	HUMAN25878, HUMAN13230
OG0001868	TCONS_00008969.p1	HUMAN08197
OG0001869	TCONS_00052244.p1	HUMAN00228, HUMAN00227
OG0001870	TCONS_00018207.p1	HUMAN28292, HUMAN00640, HUMAN25247
OG0001871	TCONS_00042422.p1	HUMAN07522, HUMAN27482
OG0001872	TCONS_00021214.p1	HUMAN21536
OG0001873	TCONS_00010780.p1	HUMAN16807, HUMAN16808, HUMAN16809
OG0001874	TCONS_00048055.p1, TCONS_00048050.p1	HUMAN21243
OG0001875	TCONS_00020254.p1	HUMAN17871
OG0001875	TCONS_00048169.p2	HUMAN22698
OG0001877	TCONS_00011472.p1	HUMAN08708, HUMAN25127, HUMAN02567
OG0001878	TCONS_00042105.p1	HUMAN07553, HUMAN29985, HUMAN27457
OG0001879	TCONS_00006652.p1	HUMAN07208
OG0001879	TCONS_00012793.p1	HUMAN06063
OG0001881	TCONS_00025066.p1	HUMAN06131, HUMAN04212, HUMAN02372
OG0001882	TCONS_00055985.p1, TCONS_00055984.p1	HUMAN12928, HUMAN17839
OG0001883	TCONS_00013916.p1	HUMAN10705, HUMAN10706, HUMAN10704, HUMAN20116, HUMAN13322
OG0001884	TCONS_00019811.p1	HUMAN27931, HUMAN19032, HUMAN19030, HUMAN19029
OG0001886	TCONS_00015547.p1	HUMAN29265, HUMAN01236
OG0001887	TCONS_00041596.p1	HUMAN24008, HUMAN07736, HUMAN22363, HUMAN22362
OG0001889	TCONS_00056959.p1	HUMAN13282, HUMAN10294, HUMAN10295, HUMAN10296
OG0001890	TCONS_00023143.p1, TCONS_00023144.p1	HUMAN27039, HUMAN01447, HUMAN04331
OG0001892	TCONS_00043709.p1, TCONS_00042387.p1	HUMAN25413
OG0001892	TCONS_00001671.p1, TCONS_00042382.p1, TCONS_00001673.p1	HUMAN21354, HUMAN25414
OG0001893	TCONS_00015681.p1	HUMAN24851, HUMAN24850
OG0001894	TCONS_00027496.p1	HUMAN24228, HUMAN24227, HUMAN24229, HUMAN03619
OG0001895	TCONS_00007692.p1, TCONS_00007691.p1	HUMAN19223
OG0001896	TCONS_00016058.p1	HUMAN29380, HUMAN02065
OG0001897	TCONS_00028151.p1	HUMAN01785, HUMAN01784, HUMAN14131, HUMAN28852, HUMAN09463
OG0001898	TCONS_00015999.p1, TCONS_00010559.p1	HUMAN15350
OG0001899	TCONS_00012134.p1	HUMAN08346
OG0001900	TCONS_00009905.p1	HUMAN15353
OG0001901	TCONS_00042235.p1	HUMAN22953
OG0001901	TCONS_00042236.p1, TCONS_00042282.p1	HUMAN04090, HUMAN04089
OG0001903	TCONS_00011167.p1, TCONS_00011133.p1, TCONS_00011134.p1, TCONS_00011135.p1	HUMAN25841, HUMAN25839, HUMAN25838, HUMAN25840
OG0001906	TCONS_00042258.p1	HUMAN01662, HUMAN09869, HUMAN28584, HUMAN14273
OG0001913	TCONS_00026681.p1	HUMAN10068, HUMAN10067
OG0001914	TCONS_00006127.p1	HUMAN25808
OG0001914	TCONS_00013820.p1	HUMAN10542
OG0001915	TCONS_00000141.p1	HUMAN30648, HUMAN29662
OG0001916	TCONS_00010890.p1	HUMAN08379, HUMAN08376, HUMAN08378
OG0001916	TCONS_00011586.p1	HUMAN15612
OG0001917	TCONS_00053574.p1	HUMAN01077, HUMAN14777, HUMAN15018
OG0001918	TCONS_00056777.p1	HUMAN18185, HUMAN18184
OG0001918	TCONS_00031699.p1	HUMAN17680
OG0001919	TCONS_00029934.p1	HUMAN03322
OG0001920	TCONS_00053812.p1	HUMAN28449, HUMAN14671, HUMAN01090, HUMAN14537, HUMAN14536
OG0001923	TCONS_00053625.p1	HUMAN14644, HUMAN14642, HUMAN14921
