Orthogroup	PFLAV	CAPO3
OG0001849	TCONS_00052728.p1, TCONS_00057244.p1	CAPO303014
OG0001850	TCONS_00008712.p1, TCONS_00030918.p1	CAPO301689
OG0001851	TCONS_00008655.p1, TCONS_00008653.p1, TCONS_00007389.p1, TCONS_00010289.p1, TCONS_00007388.p1, TCONS_00007745.p1, TCONS_00007385.p1, TCONS_00007387.p1, TCONS_00022824.p1, TCONS_00007382.p1, TCONS_00007386.p1	CAPO303828
OG0001852	TCONS_00047986.p1	CAPO303604
OG0001857	TCONS_00046697.p1	CAPO306766
OG0001859	TCONS_00001087.p1	CAPO304942
OG0001860	TCONS_00023437.p1	CAPO306960
OG0001861	TCONS_00025446.p1	CAPO303333
OG0001861	TCONS_00025445.p1	CAPO306489
OG0001863	TCONS_00045380.p1	CAPO300966
OG0001864	TCONS_00046707.p1, TCONS_00045713.p1, TCONS_00046869.p1	CAPO300448
OG0001866	TCONS_00056589.p1	CAPO306683
OG0001867	TCONS_00013831.p1	CAPO302026
OG0001870	TCONS_00018207.p1	CAPO303422
OG0001871	TCONS_00042422.p1	CAPO300664
OG0001873	TCONS_00010780.p1	CAPO305494
OG0001875	TCONS_00020254.p1	CAPO303129
OG0001875	TCONS_00048169.p2	CAPO300770
OG0001877	TCONS_00011472.p1	CAPO305419
OG0001878	TCONS_00042105.p1	CAPO300594
OG0001879	TCONS_00006652.p1	CAPO302675
OG0001879	TCONS_00012793.p1	CAPO304068
OG0001882	TCONS_00055985.p1, TCONS_00055984.p1	CAPO302587
OG0001883	TCONS_00013916.p1	CAPO304395
OG0001886	TCONS_00015547.p1	CAPO301013
OG0001888	TCONS_00053299.p1	CAPO307373
OG0001894	TCONS_00027496.p1	CAPO305070
OG0001895	TCONS_00007692.p1, TCONS_00007691.p1	CAPO300178
OG0001898	TCONS_00015999.p1, TCONS_00010559.p1	CAPO303887
OG0001900	TCONS_00009905.p1	CAPO306468, CAPO308362
OG0001901	TCONS_00042235.p1, TCONS_00042236.p1, TCONS_00042282.p1	CAPO302174
OG0001903	TCONS_00011133.p1, TCONS_00011134.p1, TCONS_00011135.p1	CAPO301651
OG0001913	TCONS_00026681.p1	CAPO308270
OG0001914	TCONS_00006127.p1, TCONS_00013820.p1	CAPO308187
OG0001915	TCONS_00000141.p1	CAPO305922
OG0001916	TCONS_00010890.p1, TCONS_00011586.p1	CAPO304398
OG0001917	TCONS_00053574.p1	CAPO303937
OG0001919	TCONS_00044099.p1	CAPO305966
OG0001919	TCONS_00029934.p1	CAPO300799
OG0001923	TCONS_00053625.p1	CAPO300364
OG0001926	TCONS_00054101.p1	CAPO308203
OG0001927	TCONS_00026088.p1	CAPO303832
OG0001928	TCONS_00017701.p1, TCONS_00017645.p1	CAPO303627
OG0001930	TCONS_00045862.p1, TCONS_00045863.p1, TCONS_00028827.p1	CAPO301567
OG0001931	TCONS_00029051.p1, TCONS_00005718.p1, TCONS_00029542.p1	CAPO306905
OG0001932	TCONS_00020887.p1	CAPO304653
OG0001935	TCONS_00018756.p1, TCONS_00002846.p1, TCONS_00002856.p1	CAPO301339
OG0001937	TCONS_00019595.p1, TCONS_00019593.p1, TCONS_00019596.p1, TCONS_00019592.p1, TCONS_00019594.p1	CAPO301986
OG0001939	TCONS_00016630.p1	CAPO304703
OG0001940	TCONS_00005635.p1	CAPO307447
OG0001941	TCONS_00003928.p1	CAPO303660
OG0001943	TCONS_00046367.p1	CAPO304272
OG0001945	TCONS_00001704.p1	CAPO302125, CAPO302413
OG0001947	TCONS_00048361.p1	CAPO306182
OG0001948	TCONS_00009586.p1	CAPO307548
OG0001949	TCONS_00004879.p1	CAPO303945
OG0001951	TCONS_00044564.p1	CAPO305792
OG0001953	TCONS_00012313.p1	CAPO306993
OG0001956	TCONS_00020114.p1	CAPO302405
OG0001957	TCONS_00005252.p1	CAPO307027
OG0001961	TCONS_00016718.p1, TCONS_00016717.p1	CAPO301591
OG0001963	TCONS_00028704.p1	CAPO304559
OG0001964	TCONS_00020853.p1	CAPO306144
OG0001965	TCONS_00012740.p1	CAPO305377
OG0001966	TCONS_00028386.p1	CAPO308069
OG0001968	TCONS_00027006.p1, TCONS_00016338.p1	CAPO303436
OG0001969	TCONS_00029792.p1	CAPO301897
OG0001972	TCONS_00051254.p1	CAPO302726
OG0001985	TCONS_00005786.p1, TCONS_00005800.p1	CAPO307425
OG0001988	TCONS_00046879.p1, TCONS_00045602.p1	CAPO301454
OG0001989	TCONS_00025198.p1, TCONS_00023838.p1	CAPO303699
OG0001992	TCONS_00002537.p1, TCONS_00002538.p1	CAPO301694
OG0001994	TCONS_00005754.p1	CAPO307422
OG0001998	TCONS_00006078.p1	CAPO304168
OG0001999	TCONS_00013479.p1, TCONS_00036366.p1	CAPO303159
OG0002000	TCONS_00041179.p1, TCONS_00041168.p1, TCONS_00041180.p1	CAPO305912
OG0002001	TCONS_00032791.p1	CAPO301730, CAPO305766
OG0002003	TCONS_00010056.p1	CAPO306645
OG0002004	TCONS_00029284.p1, TCONS_00029672.p1	CAPO305661, CAPO300359
OG0002006	TCONS_00014867.p1, TCONS_00056040.p1	CAPO302881
OG0002007	TCONS_00030681.p1, TCONS_00030678.p1, TCONS_00030679.p1, TCONS_00030680.p1	CAPO301764
OG0002008	TCONS_00031340.p1	CAPO308237
OG0002009	TCONS_00021320.p1	CAPO305521
OG0002009	TCONS_00011711.p1	CAPO304107
OG0002010	TCONS_00013063.p1	CAPO303286
OG0002011	TCONS_00008082.p1	CAPO305222
OG0002014	TCONS_00048978.p1	CAPO305309
OG0002015	TCONS_00013617.p1, TCONS_00013618.p1	CAPO304377
OG0002016	TCONS_00029913.p1	CAPO300736, CAPO303360
OG0002019	TCONS_00054930.p1	CAPO303943, CAPO301189
OG0002020	TCONS_00026937.p1	CAPO301809, CAPO306607
OG0002024	TCONS_00016678.p1	CAPO300776
OG0002025	TCONS_00012686.p1	CAPO301502
OG0002026	TCONS_00043777.p1, TCONS_00006684.p1, TCONS_00006660.p1, TCONS_00042481.p1	CAPO307889, CAPO306582
OG0002027	TCONS_00021839.p1	CAPO307021
OG0002029	TCONS_00017766.p1	CAPO303181
OG0002030	TCONS_00017784.p1	CAPO303987
OG0002031	TCONS_00020688.p1	CAPO300135
OG0002032	TCONS_00034955.p1	CAPO304689
OG0002034	TCONS_00007407.p1	CAPO306318
OG0002042	TCONS_00029328.p1, TCONS_00029332.p1	CAPO300525
OG0002043	TCONS_00046268.p1	CAPO306649
OG0002058	TCONS_00052160.p1, TCONS_00052147.p1	CAPO300289
OG0002061	TCONS_00026721.p1, TCONS_00041534.p1	CAPO307339
OG0002062	TCONS_00033556.p1	CAPO301382
OG0002063	TCONS_00001535.p1	CAPO302417
OG0002066	TCONS_00046853.p1	CAPO300576
OG0002067	TCONS_00012901.p1	CAPO302721
OG0002068	TCONS_00011296.p1, TCONS_00011273.p1	CAPO303650
OG0002069	TCONS_00016808.p1	CAPO306402
OG0002073	TCONS_00026684.p1	CAPO302333
OG0002074	TCONS_00025128.p1, TCONS_00028366.p1	CAPO304152
OG0002074	TCONS_00033855.p1	CAPO307137
OG0002076	TCONS_00020196.p1	CAPO303117
OG0002078	TCONS_00014129.p1	CAPO302217
OG0002079	TCONS_00043334.p1, TCONS_00043336.p1	CAPO301402
OG0002080	TCONS_00037400.p1, TCONS_00037399.p1	CAPO307474, CAPO307552
OG0002081	TCONS_00042932.p1, TCONS_00015660.p1, TCONS_00042930.p1, TCONS_00042929.p1, TCONS_00042931.p1, TCONS_00042927.p1	CAPO300584
OG0002084	TCONS_00027488.p1, TCONS_00026209.p1, TCONS_00026576.p1	CAPO300150
OG0002087	TCONS_00016257.p1	CAPO306536
OG0002093	TCONS_00024002.p1	CAPO304254
OG0002094	TCONS_00049467.p1	CAPO303399
OG0002097	TCONS_00021590.p1	CAPO302111
OG0002099	TCONS_00012044.p1	CAPO306675
OG0002101	TCONS_00054289.p1	CAPO307803
OG0002103	TCONS_00012029.p1	CAPO305235
OG0002106	TCONS_00045048.p1	CAPO300071
OG0002108	TCONS_00002654.p1	CAPO303834
OG0002122	TCONS_00041649.p1, TCONS_00027841.p1	CAPO300191
OG0002123	TCONS_00046235.p1	CAPO303373
OG0002124	TCONS_00011690.p1, TCONS_00011693.p1, TCONS_00011694.p1, TCONS_00015538.p1, TCONS_00015539.p1	CAPO300980
OG0002129	TCONS_00042981.p1	CAPO305068
OG0002130	TCONS_00000887.p1	CAPO301943
OG0002131	TCONS_00028419.p1	CAPO302159
OG0002135	TCONS_00002121.p1	CAPO300616, CAPO300802
OG0002136	TCONS_00056305.p1, TCONS_00056335.p1	CAPO300292
OG0002137	TCONS_00044929.p1	CAPO306593
OG0002138	TCONS_00023522.p1, TCONS_00023530.p1	CAPO304101
OG0002140	TCONS_00045963.p1	CAPO300489
OG0002141	TCONS_00043162.p1, TCONS_00043161.p1	CAPO300491
OG0002144	TCONS_00004896.p1	CAPO308205
OG0002145	TCONS_00049559.p1	CAPO305963
OG0002146	TCONS_00048234.p1	CAPO303694
OG0002148	TCONS_00014776.p1, TCONS_00010216.p1, TCONS_00009582.p1	CAPO301311
OG0002150	TCONS_00032563.p1, TCONS_00032550.p1	CAPO305991
OG0002151	TCONS_00013878.p1	CAPO300513
OG0002152	TCONS_00046182.p1	CAPO305214
OG0002156	TCONS_00042375.p1	CAPO307789
OG0002158	TCONS_00044976.p1	CAPO300426
OG0002159	TCONS_00023453.p1, TCONS_00023496.p1, TCONS_00023988.p1, TCONS_00023989.p1, TCONS_00033763.p1, TCONS_00023498.p1, TCONS_00023455.p1, TCONS_00023454.p1, TCONS_00023497.p1	CAPO301618
OG0002160	TCONS_00012905.p1	CAPO306354
OG0002165	TCONS_00036251.p1, TCONS_00036249.p1, TCONS_00036250.p1, TCONS_00038997.p1, TCONS_00023828.p1, TCONS_00023829.p1, TCONS_00036034.p1, TCONS_00055391.p1, TCONS_00053255.p1, TCONS_00055389.p1, TCONS_00055388.p1, TCONS_00007406.p1	CAPO306860
OG0002166	TCONS_00005655.p1, TCONS_00005656.p1	CAPO300536
OG0002168	TCONS_00017536.p1, TCONS_00052942.p1	CAPO305846
OG0002169	TCONS_00026602.p1	CAPO305188, CAPO305186
OG0002170	TCONS_00019118.p1, TCONS_00056271.p1	CAPO306065
OG0002171	TCONS_00009303.p1	CAPO300657
OG0002172	TCONS_00037411.p1	CAPO300117
OG0002173	TCONS_00028847.p1	CAPO300163
OG0002177	TCONS_00009605.p1	CAPO303715
OG0002178	TCONS_00013019.p1	CAPO300762
OG0002179	TCONS_00010125.p1	CAPO301344
OG0002182	TCONS_00048307.p1	CAPO300304
OG0002184	TCONS_00052864.p1	CAPO302808
OG0002185	TCONS_00008754.p1	CAPO306894
OG0002187	TCONS_00014770.p1	CAPO303260
OG0002188	TCONS_00035784.p1, TCONS_00041270.p1, TCONS_00035796.p1, TCONS_00035733.p1, TCONS_00035732.p1, TCONS_00035728.p1	CAPO307308
OG0002189	TCONS_00046357.p1, TCONS_00035977.p1, TCONS_00035976.p1, TCONS_00052736.p1, TCONS_00041437.p1	CAPO302919, CAPO302901
OG0002190	TCONS_00034775.p1	CAPO305794
OG0002191	TCONS_00003677.p1	CAPO306349
OG0002193	TCONS_00053913.p1	CAPO307827, CAPO303661
OG0002198	TCONS_00042316.p1, TCONS_00042263.p1	CAPO307154
OG0002199	TCONS_00055783.p1	CAPO306236, CAPO308165
OG0002201	TCONS_00009369.p1	CAPO305256
OG0002213	TCONS_00037423.p1, TCONS_00003327.p1, TCONS_00027615.p1, TCONS_00010799.p1, TCONS_00000026.p1, TCONS_00044630.p1	CAPO301692
OG0002216	TCONS_00028918.p1	CAPO308083
OG0002217	TCONS_00016609.p1	CAPO303403
OG0002219	TCONS_00017952.p1	CAPO301953
OG0002222	TCONS_00051114.p1	CAPO300961
OG0002224	TCONS_00030817.p1	CAPO304952
OG0002225	TCONS_00009830.p1	CAPO301769
OG0002226	TCONS_00054518.p1	CAPO307804
OG0002227	TCONS_00031331.p1	CAPO307820, CAPO307799
OG0002228	TCONS_00013201.p1	CAPO301630, CAPO300068
OG0002229	TCONS_00006706.p1	CAPO308040
OG0002235	TCONS_00026289.p1	CAPO303035
OG0002237	TCONS_00000299.p1	CAPO306506
OG0002239	TCONS_00029057.p1	CAPO301966
OG0002240	TCONS_00050321.p1, TCONS_00050336.p1	CAPO306707
OG0002241	TCONS_00004764.p1	CAPO303979
OG0002243	TCONS_00030813.p1	CAPO301335, CAPO300484
OG0002244	TCONS_00042618.p1	CAPO303840
OG0002245	TCONS_00017353.p1, TCONS_00017373.p1, TCONS_00017375.p1	CAPO302737
OG0002246	TCONS_00029421.p1	CAPO301929
OG0002251	TCONS_00026075.p1	CAPO302537
OG0002252	TCONS_00014590.p1	CAPO304306
OG0002255	TCONS_00009456.p1, TCONS_00008291.p1	CAPO301475, CAPO302337
OG0002257	TCONS_00020278.p1, TCONS_00020279.p1, TCONS_00020290.p1	CAPO303721
OG0002258	TCONS_00004999.p1	CAPO302229
OG0002261	TCONS_00013936.p1	CAPO303559
OG0002263	TCONS_00022686.p1	CAPO304694
OG0002264	TCONS_00000524.p1	CAPO304810
OG0002266	TCONS_00012478.p1	CAPO307392
OG0002270	TCONS_00055223.p1	CAPO302042
OG0002272	TCONS_00015510.p1	CAPO301905
OG0002282	TCONS_00015711.p1	CAPO300014
OG0002284	TCONS_00020854.p1, TCONS_00021885.p1	CAPO304167
OG0002285	TCONS_00027771.p1	CAPO305012
OG0002287	TCONS_00008056.p1	CAPO306430
OG0002288	TCONS_00030208.p1	CAPO306855
OG0002292	TCONS_00025703.p1	CAPO301471
OG0002293	TCONS_00000166.p1	CAPO302207
OG0002294	TCONS_00053250.p1	CAPO300522
OG0002296	TCONS_00026903.p1	CAPO307746
OG0002297	TCONS_00047346.p1, TCONS_00047347.p1, TCONS_00053171.p1, TCONS_00005206.p1, TCONS_00052473.p1	CAPO307845
OG0002312	TCONS_00026434.p1	CAPO305339
OG0002316	TCONS_00001203.p1	CAPO302192
OG0002317	TCONS_00012174.p1	CAPO301129
OG0002318	TCONS_00016156.p1	CAPO302292
OG0002319	TCONS_00021816.p1	CAPO306342
OG0002321	TCONS_00027515.p1	CAPO300390
OG0002322	TCONS_00013261.p1	CAPO300979
OG0002323	TCONS_00018068.p1	CAPO308299
OG0002324	TCONS_00056780.p1	CAPO301866
OG0002325	TCONS_00039418.p1	CAPO300458
OG0002326	TCONS_00011828.p1	CAPO302239
OG0002327	TCONS_00048456.p1	CAPO302954
OG0002330	TCONS_00056438.p1	CAPO300172
OG0002331	TCONS_00008912.p1	CAPO302246
OG0002332	TCONS_00030224.p1	CAPO300761
OG0002337	TCONS_00006322.p1, TCONS_00006323.p1	CAPO307155
OG0002340	TCONS_00007178.p1	CAPO307906
OG0002343	TCONS_00037477.p1	CAPO303889
OG0002344	TCONS_00005287.p1	CAPO307434
OG0002345	TCONS_00024484.p1	CAPO304277
OG0002346	TCONS_00036837.p1	CAPO307106
OG0002348	TCONS_00043603.p1, TCONS_00043631.p1	CAPO302095
OG0002354	TCONS_00009012.p1, TCONS_00007154.p1, TCONS_00007153.p1	CAPO306383
OG0002356	TCONS_00023766.p1	CAPO305051
OG0002357	TCONS_00039407.p1, TCONS_00040390.p1, TCONS_00039408.p1, TCONS_00010931.p1, TCONS_00040377.p1	CAPO302341
OG0002358	TCONS_00025352.p1, TCONS_00025353.p1, TCONS_00025346.p1	CAPO307788
OG0002359	TCONS_00030335.p1, TCONS_00030343.p1, TCONS_00030342.p1, TCONS_00030334.p1	CAPO302128
OG0002361	TCONS_00010585.p1, TCONS_00010566.p1	CAPO304727
OG0002362	TCONS_00027971.p1	CAPO301902
OG0002363	TCONS_00013126.p1	CAPO302980
OG0002364	TCONS_00009364.p1, TCONS_00009365.p1	CAPO306488
OG0002367	TCONS_00028626.p1	CAPO304316
OG0002368	TCONS_00011160.p1	CAPO301447
OG0002369	TCONS_00011196.p1	CAPO301279
OG0002370	TCONS_00012629.p1	CAPO303015
OG0002371	TCONS_00014361.p1, TCONS_00011477.p1	CAPO304426
OG0002372	TCONS_00005388.p1	CAPO303540
OG0002372	TCONS_00026786.p1	CAPO303041
OG0002373	TCONS_00031420.p1	CAPO306145
OG0002374	TCONS_00007577.p1	CAPO302309
OG0002375	TCONS_00019563.p1, TCONS_00019570.p1, TCONS_00019565.p1, TCONS_00019569.p1	CAPO305178, CAPO300285
OG0002376	TCONS_00011736.p1	CAPO304863
OG0002377	TCONS_00010351.p1	CAPO301847
OG0002379	TCONS_00021268.p1	CAPO301214
OG0002396	TCONS_00011493.p1	CAPO302410
OG0002398	TCONS_00042725.p1	CAPO306938
OG0002405	TCONS_00043959.p1	CAPO308161
OG0002406	TCONS_00050817.p1	CAPO304138
OG0002407	TCONS_00030158.p1	CAPO301366
OG0002410	TCONS_00046159.p1, TCONS_00046151.p1, TCONS_00045061.p1, TCONS_00045059.p1, TCONS_00030582.p1, TCONS_00045063.p1, TCONS_00045068.p1, TCONS_00045066.p1, TCONS_00045069.p1, TCONS_00045058.p1	CAPO305170
OG0002411	TCONS_00056393.p1	CAPO305052
OG0002413	TCONS_00054299.p1	CAPO307797
OG0002413	TCONS_00040471.p2	CAPO304716
OG0002414	TCONS_00017193.p1	CAPO304631
OG0002415	TCONS_00017250.p1	CAPO305027
OG0002415	TCONS_00030241.p1	CAPO304905
OG0002418	TCONS_00052229.p1	CAPO303802
OG0002419	TCONS_00007289.p1, TCONS_00012748.p1	CAPO303825
OG0002421	TCONS_00008938.p1	CAPO305365
OG0002422	TCONS_00002027.p1	CAPO302014
OG0002425	TCONS_00016319.p1	CAPO304491
OG0002426	TCONS_00014333.p1, TCONS_00014321.p1	CAPO303294
OG0002429	TCONS_00007109.p1	CAPO305260
OG0002433	TCONS_00012775.p1	CAPO302444
OG0002435	TCONS_00053680.p1	CAPO304613
OG0002436	TCONS_00004761.p1	CAPO307054
OG0002437	TCONS_00015963.p1	CAPO303352
OG0002439	TCONS_00036465.p1	CAPO302565
OG0002441	TCONS_00002029.p1	CAPO304429
OG0002442	TCONS_00008462.p1	CAPO300535
OG0002443	TCONS_00048568.p1	CAPO301424
OG0002445	TCONS_00000749.p1	CAPO304782
OG0002448	TCONS_00031004.p1	CAPO308204
OG0002453	TCONS_00034175.p1	CAPO305834
OG0002454	TCONS_00004815.p1	CAPO305157
OG0002476	TCONS_00004020.p1, TCONS_00008371.p1	CAPO307617
OG0002484	TCONS_00026141.p1	CAPO305360
OG0002486	TCONS_00002955.p1	CAPO303598
OG0002489	TCONS_00026979.p1	CAPO304231
OG0002490	TCONS_00048564.p1, TCONS_00013196.p1	CAPO307409, CAPO300849
OG0002492	TCONS_00021054.p1	CAPO305743
OG0002494	TCONS_00009396.p1	CAPO307620
OG0002495	TCONS_00002586.p1	CAPO306559
OG0002496	TCONS_00052872.p1	CAPO300997
OG0002497	TCONS_00055160.p1, TCONS_00055194.p1	CAPO301629
OG0002499	TCONS_00024739.p1, TCONS_00002026.p1	CAPO308309
OG0002500	TCONS_00004990.p1	CAPO305159
OG0002501	TCONS_00005124.p1	CAPO305150
OG0002502	TCONS_00017694.p1, TCONS_00018676.p1, TCONS_00050911.p1, TCONS_00050907.p1, TCONS_00054538.p1	CAPO304947
OG0002503	TCONS_00043780.p1	CAPO301024
OG0002505	TCONS_00056754.p1	CAPO302692
OG0002507	TCONS_00052598.p1	CAPO303215
OG0002509	TCONS_00055432.p1, TCONS_00055419.p1	CAPO305905, CAPO306732
OG0002510	TCONS_00040530.p1, TCONS_00040524.p1	CAPO305793
OG0002511	TCONS_00004072.p1	CAPO303146
OG0002516	TCONS_00034986.p1	CAPO307569
OG0002518	TCONS_00051026.p1	CAPO304200
OG0002519	TCONS_00043575.p1	CAPO302874
OG0002523	TCONS_00047652.p1	CAPO301008
OG0002525	TCONS_00055411.p1	CAPO300787
OG0002526	TCONS_00045530.p1	CAPO303145
OG0002527	TCONS_00015718.p2	CAPO306066
OG0002528	TCONS_00026494.p1	CAPO301891
OG0002529	TCONS_00021072.p1	CAPO301231, CAPO301232
OG0002531	TCONS_00003492.p1	CAPO304673
OG0002532	TCONS_00012757.p1	CAPO307264, CAPO307265
OG0002533	TCONS_00005106.p1	CAPO302353
OG0002539	TCONS_00036371.p1	CAPO305908
OG0002542	TCONS_00056409.p1	CAPO300062
OG0002543	TCONS_00004943.p1	CAPO306889, CAPO301493
OG0002548	TCONS_00019309.p1, TCONS_00019311.p1	CAPO303502
OG0002555	TCONS_00003499.p1	CAPO301095
OG0002556	TCONS_00050930.p1, TCONS_00053043.p1, TCONS_00053085.p1, TCONS_00050929.p1, TCONS_00045658.p1, TCONS_00050928.p1, TCONS_00050641.p1, TCONS_00051717.p1, TCONS_00021319.p1, TCONS_00027059.p1, TCONS_00006645.p1, TCONS_00041792.p1, TCONS_00056858.p1	CAPO306661
OG0002557	TCONS_00008156.p1	CAPO302757
OG0002558	TCONS_00011130.p1	CAPO301820
OG0002559	TCONS_00017224.p1	CAPO306363
OG0002561	TCONS_00055930.p1	CAPO306761
OG0002562	TCONS_00053582.p1	CAPO305283
OG0002563	TCONS_00043033.p1	CAPO307417
OG0002564	TCONS_00012617.p1	CAPO307297
OG0002565	TCONS_00026110.p1	CAPO302611
OG0002566	TCONS_00018257.p1	CAPO303827
OG0002567	TCONS_00047678.p1, TCONS_00047681.p1	CAPO304319
OG0002569	TCONS_00034967.p1	CAPO306658
OG0002570	TCONS_00009301.p1	CAPO307215
OG0002574	TCONS_00011783.p1	CAPO307488
OG0002587	TCONS_00008891.p1	CAPO300512
OG0002589	TCONS_00004590.p1, TCONS_00043322.p1	CAPO302447
OG0002592	TCONS_00027490.p1	CAPO300278
OG0002594	TCONS_00008434.p1	CAPO304177
OG0002598	TCONS_00052855.p1	CAPO300566
OG0002599	TCONS_00047444.p1	CAPO303706
OG0002600	TCONS_00030280.p1, TCONS_00006237.p1	CAPO305861
OG0002601	TCONS_00010418.p1	CAPO300675
OG0002602	TCONS_00014207.p1	CAPO303637
OG0002603	TCONS_00052522.p1, TCONS_00052514.p1, TCONS_00052519.p1, TCONS_00013259.p1	CAPO302609
OG0002605	TCONS_00053210.p1	CAPO303522
OG0002608	TCONS_00023837.p1	CAPO303192
OG0002609	TCONS_00029035.p1	CAPO304999
OG0002610	TCONS_00008605.p1	CAPO307043
OG0002611	TCONS_00004066.p1	CAPO302425
OG0002617	TCONS_00043160.p1	CAPO307606
OG0002618	TCONS_00013692.p1	CAPO307902
OG0002620	TCONS_00015581.p1	CAPO300598
OG0002621	TCONS_00025101.p1, TCONS_00025102.p1, TCONS_00023156.p1, TCONS_00045456.p1, TCONS_00045431.p1, TCONS_00045457.p1, TCONS_00045432.p1, TCONS_00045458.p1, TCONS_00045460.p1, TCONS_00045434.p1, TCONS_00045225.p1, TCONS_00045234.p1, TCONS_00045461.p1, TCONS_00045435.p1, TCONS_00046213.p1, TCONS_00045459.p1	CAPO305708, CAPO305709, CAPO305858
OG0002624	TCONS_00009152.p1, TCONS_00009151.p1	CAPO307642
OG0002629	TCONS_00001710.p1	CAPO306781
OG0002630	TCONS_00006926.p1, TCONS_00017759.p1	CAPO300618
OG0002631	TCONS_00000293.p1	CAPO302228
OG0002632	TCONS_00028955.p1	CAPO301605
OG0002633	TCONS_00009804.p1	CAPO301845
OG0002634	TCONS_00028514.p1, TCONS_00028515.p1	CAPO303763
OG0002636	TCONS_00012778.p1	CAPO302443
OG0002638	TCONS_00023645.p1	CAPO302461, CAPO301720
OG0002642	TCONS_00056643.p1, TCONS_00056642.p1	CAPO302887
OG0002643	TCONS_00035689.p1, TCONS_00035551.p1	CAPO305403
OG0002644	TCONS_00044196.p1	CAPO300686
OG0002645	TCONS_00047832.p1, TCONS_00047846.p1	CAPO302012
OG0002646	TCONS_00056457.p1	CAPO300302
OG0002652	TCONS_00007635.p1	CAPO305413
OG0002656	TCONS_00052428.p1, TCONS_00055307.p1	CAPO301386
OG0002657	TCONS_00056535.p1	CAPO301921
OG0002659	TCONS_00017232.p1	CAPO302308
OG0002661	TCONS_00024756.p1, TCONS_00024795.p1, TCONS_00024755.p1	CAPO300165
OG0002662	TCONS_00013016.p1	CAPO307949
OG0002663	TCONS_00022107.p1	CAPO308163
OG0002665	TCONS_00006695.p1, TCONS_00006689.p1	CAPO307055
OG0002666	TCONS_00013352.p1, TCONS_00032472.p1	CAPO308350
OG0002668	TCONS_00009177.p1	CAPO301754
OG0002669	TCONS_00010762.p1, TCONS_00010419.p1, TCONS_00010421.p1, TCONS_00011735.p1, TCONS_00010420.p1	CAPO301762
OG0002672	TCONS_00046517.p1	CAPO307527
OG0002677	TCONS_00013321.p1	CAPO303005
OG0002682	TCONS_00052478.p1	CAPO301064
OG0002705	TCONS_00053434.p1	CAPO303959
OG0002706	TCONS_00014277.p1, TCONS_00014276.p1	CAPO306125
OG0002708	TCONS_00001336.p1	CAPO306708
OG0002710	TCONS_00029431.p1	CAPO301641
OG0002715	TCONS_00049245.p1	CAPO303783
OG0002716	TCONS_00007711.p1	CAPO302306
OG0002717	TCONS_00042110.p1	CAPO307873
OG0002718	TCONS_00050365.p1	CAPO306705
OG0002720	TCONS_00008062.p1, TCONS_00010232.p1	CAPO304077
OG0002722	TCONS_00011837.p1	CAPO300697
OG0002726	TCONS_00031105.p1	CAPO303092
OG0002728	TCONS_00006650.p1, TCONS_00006633.p2	CAPO304582
OG0002730	TCONS_00002286.p1	CAPO300185
OG0002731	TCONS_00015586.p1	CAPO304916
OG0002732	TCONS_00027362.p1	CAPO305751
OG0002736	TCONS_00000152.p1	CAPO302364
OG0002739	TCONS_00043001.p1	CAPO303462
OG0002740	TCONS_00046160.p1	CAPO303044
OG0002741	TCONS_00028376.p1	CAPO305001
OG0002743	TCONS_00055209.p1	CAPO305659
OG0002744	TCONS_00015439.p1	CAPO307532
OG0002745	TCONS_00014235.p1	CAPO302960
OG0002746	TCONS_00039793.p1	CAPO301404
OG0002747	TCONS_00016131.p1	CAPO308121
OG0002749	TCONS_00034797.p1	CAPO305516
OG0002750	TCONS_00047460.p1	CAPO305820
OG0002751	TCONS_00016595.p1	CAPO300590
OG0002752	TCONS_00042881.p1	CAPO306571
OG0002753	TCONS_00047595.p1	CAPO301419
OG0002755	TCONS_00054322.p1, TCONS_00054321.p1, TCONS_00007276.p1	CAPO303504
OG0002756	TCONS_00048920.p1, TCONS_00006067.p1	CAPO302206
OG0002757	TCONS_00055221.p1	CAPO301022
OG0002758	TCONS_00006270.p1	CAPO302892, CAPO307678
OG0002760	TCONS_00049773.p1	CAPO306120
OG0002764	TCONS_00050931.p1	CAPO300451
OG0002765	TCONS_00009341.p1	CAPO307679
OG0002766	TCONS_00049553.p1, TCONS_00049554.p1, TCONS_00004496.p1	CAPO300475
OG0002767	TCONS_00043030.p1	CAPO302818
OG0002770	TCONS_00026098.p1	CAPO300723
OG0002771	TCONS_00011580.p1	CAPO307480
OG0002772	TCONS_00053759.p1	CAPO301657
OG0002773	TCONS_00022345.p1, TCONS_00022344.p1	CAPO300783
OG0002774	TCONS_00028627.p1	CAPO301900
OG0002776	TCONS_00029914.p1	CAPO300785
OG0002777	TCONS_00035943.p1	CAPO303340
OG0002779	TCONS_00051889.p1	CAPO306710
OG0002780	TCONS_00012584.p1	CAPO306806
OG0002782	TCONS_00011132.p1	CAPO301842
OG0002785	TCONS_00054448.p1	CAPO300520
OG0002787	TCONS_00020698.p1	CAPO307667
OG0002788	TCONS_00038074.p1	CAPO304831
OG0002790	TCONS_00042475.p1	CAPO302263
OG0002799	TCONS_00004881.p1	CAPO301814
OG0002814	TCONS_00030568.p1	CAPO300792
OG0002815	TCONS_00000287.p1	CAPO305247
OG0002816	TCONS_00054308.p1	CAPO300822
