TCONS_00019737	OFUSG13305.1.p1
TCONS_00011402	OFUSG11378.1.p1
TCONS_00021494	OFUSG02404.1.p1
TCONS_00030821	OFUSG09979.1.p1
TCONS_00026070	OFUSG12084.1.p1
TCONS_00011261	OFUSG21840.1.p1
TCONS_00019410	OFUSG01814.1.p1
TCONS_00012639	OFUSG12897.1.p1
TCONS_00005191	OFUSG23874.1.p1
TCONS_00017297	OFUSG00527.1.p1
TCONS_00008993	OFUSG04743.1.p1
TCONS_00008801	OFUSG04955.1.p1
TCONS_00011432	OFUSG11647.1.p1
TCONS_00006289	OFUSG24013.1.p1
TCONS_00004988	OFUSG22586.1.p1
TCONS_00027856	OFUSG14857.1.p1
TCONS_00052890	OFUSG17295.1.p1
TCONS_00009664	OFUSG12585.1.p1
TCONS_00028408	OFUSG09743.1.p1
TCONS_00010828	OFUSG11320.1.p1
TCONS_00049009	OFUSG19121.1.p1
TCONS_00010194	OFUSG25115.1.p1
TCONS_00004739	OFUSG15157.1.p1
TCONS_00001313	OFUSG01365.1.p1
TCONS_00004282	OFUSG10185.1.p1
TCONS_00014142	OFUSG20334.1.p1
TCONS_00008152	OFUSG20421.1.p1
TCONS_00052485	OFUSG11209.1.p1
TCONS_00002870	OFUSG24596.1.p1
TCONS_00027693	OFUSG06015.1.p1
TCONS_00052495	OFUSG26386.1.p1
TCONS_00005245	OFUSG22578.1.p1
TCONS_00017788	OFUSG17218.1.p1
TCONS_00045265	OFUSG17014.1.p1
TCONS_00030940	OFUSG18340.1.p1
TCONS_00047948	OFUSG18853.1.p1
TCONS_00055775	OFUSG13675.1.p1
TCONS_00056153	OFUSG13683.1.p1
TCONS_00054291	OFUSG17159.1.p1
TCONS_00049673	OFUSG19154.1.p1
TCONS_00008364	OFUSG20549.1.p1
TCONS_00010709	OFUSG11607.1.p1
TCONS_00004694	OFUSG23890.1.p1
TCONS_00055739	OFUSG25456.1.p1
TCONS_00012415	OFUSG11072.1.p1
TCONS_00027112	OFUSG19504.1.p1
TCONS_00007984	OFUSG03581.1.p1
TCONS_00052848	OFUSG23370.1.p1
TCONS_00042750	OFUSG02901.1.p1
TCONS_00055123	OFUSG04199.1.p1
TCONS_00021116	OFUSG14727.1.p1
TCONS_00048182	OFUSG19535.1.p1
TCONS_00009700	OFUSG25068.1.p1
TCONS_00008794	OFUSG20758.1.p1
TCONS_00048495	OFUSG19008.1.p1
TCONS_00050859	OFUSG16931.1.p1
TCONS_00011224	OFUSG12295.1.p1
TCONS_00005654	OFUSG22196.1.p1
TCONS_00014775	OFUSG10914.1.p1
TCONS_00001401	OFUSG00364.1.p1
TCONS_00012190	OFUSG21628.1.p1
TCONS_00008916	OFUSG04898.1.p1
TCONS_00043408	OFUSG03818.1.p1
TCONS_00041961	OFUSG03001.1.p1
TCONS_00051483	OFUSG17312.1.p1
TCONS_00044645	OFUSG13776.1.p1
TCONS_00029761	OFUSG08962.1.p1
TCONS_00012301	OFUSG11992.1.p1
TCONS_00016079	OFUSG07835.1.p1
TCONS_00052883	OFUSG16856.1.p1
TCONS_00018915	OFUSG04944.1.p1
TCONS_00022195	OFUSG19287.1.p1
TCONS_00016939	OFUSG26578.1.p1
TCONS_00049106	OFUSG05841.1.p1
TCONS_00028261	OFUSG09455.1.p1
TCONS_00053280	OFUSG12877.1.p1
TCONS_00053243	OFUSG17664.1.p1
TCONS_00043367	OFUSG03204.1.p1
TCONS_00047617	OFUSG05820.1.p1
TCONS_00006352	OFUSG23995.1.p1
TCONS_00002600	OFUSG04552.1.p1
TCONS_00016569	OFUSG08279.1.p1
TCONS_00020660	OFUSG21411.1.p1
TCONS_00015541	OFUSG07760.1.p1
TCONS_00047865	OFUSG06033.1.p1
TCONS_00022712	OFUSG14662.1.p1
TCONS_00008635	OFUSG20875.1.p1
TCONS_00008781	OFUSG20254.1.p1
TCONS_00053878	OFUSG17666.1.p1
TCONS_00049675	OFUSG05791.1.p1
TCONS_00049813	OFUSG06461.1.p1
TCONS_00045660	OFUSG17097.1.p1
TCONS_00045657	OFUSG12742.1.p1
TCONS_00037478	OFUSG01618.1.p1
TCONS_00047624	OFUSG19124.1.p1
TCONS_00054105	OFUSG13529.1.p1
TCONS_00024470	OFUSG07575.1.p1
TCONS_00011653	OFUSG12577.1.p1
TCONS_00012688	OFUSG10771.1.p1
TCONS_00011482	OFUSG11270.1.p1
TCONS_00011636	OFUSG21619.1.p1
TCONS_00047732	OFUSG06828.1.p1
TCONS_00027336	OFUSG06575.1.p1
TCONS_00046684	OFUSG13388.1.p1
TCONS_00029729	OFUSG08521.1.p1
TCONS_00006383	OFUSG22369.1.p1
TCONS_00015187	OFUSG09865.1.p1
TCONS_00010139	OFUSG11216.1.p1
TCONS_00029440	OFUSG09671.1.p1
TCONS_00027043	OFUSG15605.1.p1
TCONS_00048515	OFUSG18762.1.p1
TCONS_00001172	OFUSG08003.1.p1
TCONS_00007743	OFUSG20536.1.p1
TCONS_00048299	OFUSG18765.1.p1
TCONS_00026066	OFUSG06524.1.p1
TCONS_00013188	OFUSG10960.1.p1
TCONS_00008058	OFUSG22986.1.p1
TCONS_00011911	OFUSG11541.1.p1
TCONS_00052897	OFUSG26446.1.p1
TCONS_00055802	OFUSG16589.1.p1
TCONS_00056137	OFUSG26008.1.p1
TCONS_00010133	OFUSG12086.1.p1
TCONS_00015163	OFUSG07735.1.p1
TCONS_00022893	OFUSG02665.1.p1
TCONS_00012837	OFUSG10552.1.p1
TCONS_00037578	OFUSG00577.1.p1
TCONS_00019204	OFUSG23255.1.p1
TCONS_00056561	OFUSG07813.1.p1
TCONS_00020384	OFUSG05221.1.p1
TCONS_00017408	OFUSG13573.1.p1
TCONS_00054346	OFUSG13326.1.p2
TCONS_00011846	OFUSG11573.1.p1
TCONS_00022208	OFUSG25797.1.p1
TCONS_00034543	OFUSG21810.1.p1
TCONS_00037768	OFUSG01513.1.p1
TCONS_00043851	OFUSG03016.1.p1
TCONS_00052918	OFUSG23514.1.p1
TCONS_00043889	OFUSG03882.1.p1
TCONS_00005190	OFUSG22178.1.p1
TCONS_00010670	OFUSG11468.1.p1
TCONS_00004071	OFUSG04708.1.p1
TCONS_00028222	OFUSG09738.1.p1
TCONS_00029587	OFUSG08905.1.p1
TCONS_00006346	OFUSG14917.1.p1
TCONS_00029590	OFUSG08437.1.p1
TCONS_00028336	OFUSG14070.1.p1
TCONS_00039835	OFUSG09481.1.p1
TCONS_00008892	OFUSG23068.1.p1
TCONS_00044059	OFUSG01991.1.p1
TCONS_00028323	OFUSG08860.1.p1
TCONS_00018827	OFUSG20129.1.p1
TCONS_00051191	OFUSG16904.1.p1
TCONS_00029922	OFUSG10979.1.p1
TCONS_00013802	OFUSG17874.1.p1
TCONS_00029592	OFUSG08554.1.p1
TCONS_00011383	OFUSG12465.1.p1
TCONS_00011881	OFUSG21967.1.p1
TCONS_00056201	OFUSG08226.1.p1
TCONS_00027913	OFUSG09712.1.p1
TCONS_00048795	OFUSG19492.1.p1
TCONS_00005258	OFUSG22503.1.p1
TCONS_00025438	OFUSG07767.1.p1
TCONS_00019446	OFUSG04846.1.p1
TCONS_00028284	OFUSG08443.1.p1
TCONS_00011737	OFUSG11763.1.p1
TCONS_00012636	OFUSG05669.1.p1
TCONS_00021794	OFUSG14093.1.p1
TCONS_00015458	OFUSG07940.1.p1
TCONS_00018639	OFUSG23483.1.p1
TCONS_00007779	OFUSG23100.1.p1
TCONS_00012597	OFUSG10373.1.p1
TCONS_00033073	OFUSG03991.1.p1
TCONS_00000409	OFUSG01720.1.p1
TCONS_00014211	OFUSG17815.1.p1
TCONS_00054223	OFUSG21364.1.p1
TCONS_00019442	OFUSG20379.1.p1
TCONS_00008491	OFUSG23106.1.p1
TCONS_00027740	OFUSG19161.1.p1
TCONS_00000342	OFUSG00714.1.p1
TCONS_00009660	OFUSG25222.1.p1
TCONS_00013524	OFUSG18117.1.p1
TCONS_00008006	OFUSG20873.1.p1
TCONS_00026618	OFUSG06087.1.p1
TCONS_00027536	OFUSG09857.1.p1
TCONS_00026474	OFUSG19387.1.p1
TCONS_00014372	OFUSG09987.1.p1
TCONS_00000594	OFUSG00285.1.p1
TCONS_00010849	OFUSG11859.1.p1
TCONS_00014812	OFUSG25690.1.p1
TCONS_00020694	OFUSG20864.1.p1
TCONS_00007601	OFUSG20481.1.p1
TCONS_00027450	OFUSG05598.1.p1
TCONS_00008106	OFUSG20774.1.p1
TCONS_00002593	OFUSG06396.1.p1
TCONS_00016806	OFUSG23390.1.p1
TCONS_00002033	OFUSG00472.1.p1
TCONS_00002643	OFUSG12575.1.p1
TCONS_00048402	OFUSG06411.1.p1
TCONS_00028768	OFUSG08472.1.p1
TCONS_00011254	OFUSG11476.1.p1
TCONS_00050624	OFUSG26431.1.p1
TCONS_00031373	OFUSG10156.1.p1
TCONS_00045404	OFUSG17669.1.p1
TCONS_00043806	OFUSG03173.1.p1
TCONS_00021882	OFUSG25901.1.p1
TCONS_00022400	OFUSG24907.1.p1
TCONS_00011725	OFUSG12061.1.p1
TCONS_00020378	OFUSG17578.1.p1
TCONS_00047213	OFUSG06311.1.p1
TCONS_00032540	OFUSG26464.1.p1
TCONS_00053779	OFUSG13213.1.p1
TCONS_00031691	OFUSG15849.1.p1
TCONS_00019638	OFUSG08242.1.p1
TCONS_00026050	OFUSG19282.1.p1
TCONS_00016557	OFUSG09932.1.p1
TCONS_00043660	OFUSG03654.1.p1
TCONS_00019034	OFUSG12803.1.p1
TCONS_00011018	OFUSG12299.1.p1
TCONS_00009710	OFUSG12254.1.p1
TCONS_00002993	OFUSG19560.1.p1
TCONS_00016874	OFUSG13772.1.p1
TCONS_00001389	OFUSG00965.1.p1
TCONS_00007442	OFUSG20562.1.p1
TCONS_00010425	OFUSG12429.1.p1
TCONS_00054078	OFUSG13754.1.p1
TCONS_00013519	OFUSG10917.1.p1
TCONS_00045754	OFUSG20989.1.p1
TCONS_00001195	OFUSG01099.1.p1
TCONS_00053406	OFUSG21112.1.p1
TCONS_00012480	OFUSG10831.1.p1
TCONS_00029555	OFUSG08997.1.p1
TCONS_00014587	OFUSG10043.1.p1
TCONS_00006119	OFUSG22190.1.p1
TCONS_00021445	OFUSG14687.1.p1
TCONS_00026915	OFUSG06795.1.p1
TCONS_00052496	OFUSG26580.1.p1
TCONS_00030705	OFUSG10180.1.p1
TCONS_00005211	OFUSG15111.1.p1
TCONS_00007558	OFUSG23082.1.p1
TCONS_00005581	OFUSG14995.1.p1
TCONS_00011739	OFUSG12324.1.p1
TCONS_00006897	OFUSG15756.1.p1
TCONS_00029115	OFUSG09617.1.p1
TCONS_00019307	OFUSG04619.1.p1
TCONS_00037981	OFUSG00232.1.p1
TCONS_00054350	OFUSG20745.1.p1
TCONS_00014138	OFUSG08899.1.p1
TCONS_00051364	OFUSG21430.1.p1
TCONS_00033298	OFUSG26424.1.p1
TCONS_00027024	OFUSG06879.1.p1
TCONS_00050034	OFUSG21235.1.p1
TCONS_00010489	OFUSG12400.1.p1
TCONS_00026982	OFUSG06764.1.p1
TCONS_00037181	OFUSG00684.1.p1
TCONS_00020731	OFUSG13630.1.p1
TCONS_00033829	OFUSG09219.1.p1
TCONS_00052906	OFUSG13071.1.p1
TCONS_00051480	OFUSG23373.1.p1
TCONS_00008386	OFUSG20238.1.p1
TCONS_00015238	OFUSG07675.1.p1
TCONS_00008888	OFUSG07997.1.p1
TCONS_00012548	OFUSG10779.1.p1
TCONS_00028966	OFUSG08426.1.p1
TCONS_00056805	OFUSG15791.1.p1
TCONS_00029698	OFUSG08845.1.p1
TCONS_00022938	OFUSG14183.1.p1
TCONS_00022323	OFUSG24697.1.p1
TCONS_00027802	OFUSG20233.1.p1
TCONS_00051116	OFUSG16937.1.p1
TCONS_00000285	OFUSG07386.1.p1
TCONS_00010381	OFUSG13890.1.p1
TCONS_00032875	OFUSG03856.1.p1
TCONS_00047383	OFUSG05929.1.p1
TCONS_00048563	OFUSG05622.1.p1
TCONS_00018917	OFUSG05390.1.p1
TCONS_00007047	OFUSG20709.1.p1
TCONS_00055392	OFUSG07824.1.p1
TCONS_00031273	OFUSG10940.1.p1
TCONS_00048122	OFUSG14220.1.p1
TCONS_00048493	OFUSG19462.1.p1
TCONS_00015601	OFUSG08585.1.p1
TCONS_00013879	OFUSG01027.1.p1
TCONS_00001487	OFUSG01454.1.p1
TCONS_00005076	OFUSG15168.1.p1
TCONS_00002188	OFUSG00790.1.p1
TCONS_00009583	OFUSG25094.1.p1
TCONS_00020320	OFUSG26352.1.p1
TCONS_00004481	OFUSG23445.1.p1
TCONS_00011059	OFUSG11419.1.p1
TCONS_00049653	OFUSG05692.1.p1
TCONS_00016579	OFUSG08297.1.p1
TCONS_00008942	OFUSG15723.1.p1
TCONS_00006350	OFUSG15450.1.p1
TCONS_00010810	OFUSG11961.1.p1
TCONS_00048919	OFUSG06255.1.p1
TCONS_00003571	OFUSG04372.1.p1
TCONS_00012213	OFUSG12289.1.p1
TCONS_00011055	OFUSG12150.1.p1
TCONS_00017779	OFUSG08907.1.p1
TCONS_00009784	OFUSG21576.1.p1
TCONS_00053826	OFUSG13078.1.p1
TCONS_00004866	OFUSG22095.1.p1
TCONS_00036228	OFUSG01691.1.p1
TCONS_00036033	OFUSG00395.1.p1
TCONS_00038156	OFUSG00976.1.p1
TCONS_00048558	OFUSG19151.1.p1
TCONS_00046617	OFUSG13104.1.p1
TCONS_00010515	OFUSG11578.1.p1
TCONS_00049238	OFUSG21159.1.p1
TCONS_00048271	OFUSG06963.1.p1
TCONS_00009449	OFUSG22961.1.p1
TCONS_00048928	OFUSG06165.1.p1
TCONS_00041748	OFUSG03585.1.p1
TCONS_00009459	OFUSG05424.1.p1
TCONS_00026255	OFUSG06525.1.p1
TCONS_00028142	OFUSG09632.1.p1
TCONS_00003546	OFUSG21663.1.p1
TCONS_00024586	OFUSG07284.1.p1
TCONS_00002164	OFUSG00350.1.p1
TCONS_00053945	OFUSG16855.1.p1
TCONS_00038727	OFUSG12800.1.p1
TCONS_00028906	OFUSG08817.1.p1
TCONS_00030619	OFUSG17804.1.p1
TCONS_00053211	OFUSG13525.1.p1
TCONS_00047446	OFUSG19331.1.p1
TCONS_00042685	OFUSG03113.1.p1
TCONS_00032988	OFUSG17196.1.p1
TCONS_00035271	OFUSG19567.1.p1
TCONS_00056824	OFUSG04201.1.p1
TCONS_00055332	OFUSG08022.1.p1
TCONS_00012262	OFUSG10010.1.p1
TCONS_00043433	OFUSG02528.1.p1
TCONS_00044098	OFUSG16779.1.p1
TCONS_00009865	OFUSG21707.1.p1
TCONS_00027609	OFUSG05660.1.p1
TCONS_00049625	OFUSG05633.1.p1
TCONS_00005098	OFUSG15113.1.p1
TCONS_00048101	OFUSG05609.1.p1
TCONS_00014857	OFUSG26138.1.p1
TCONS_00036149	OFUSG01922.1.p1
TCONS_00004369	OFUSG20881.1.p1
TCONS_00019775	OFUSG04672.1.p1
TCONS_00042541	OFUSG03344.1.p1
TCONS_00053971	OFUSG21077.1.p1
TCONS_00055014	OFUSG07198.1.p1
TCONS_00014183	OFUSG10211.1.p1
TCONS_00015180	OFUSG26673.1.p1
TCONS_00026085	OFUSG06139.1.p1
TCONS_00011902	OFUSG11579.1.p1
TCONS_00035269	OFUSG19592.1.p1
TCONS_00038091	OFUSG01436.1.p1
TCONS_00001551	OFUSG00913.1.p1
TCONS_00013235	OFUSG18462.1.p1
TCONS_00001248	OFUSG01920.1.p1
TCONS_00047659	OFUSG06648.1.p1
TCONS_00055478	OFUSG08068.1.p1
TCONS_00001939	OFUSG00142.1.p1
TCONS_00027954	OFUSG08709.1.p1
TCONS_00013244	OFUSG18375.1.p1
TCONS_00045081	OFUSG13284.1.p1
TCONS_00054358	OFUSG23581.1.p1
TCONS_00020199	OFUSG13200.1.p1
TCONS_00005906	OFUSG22262.1.p1
TCONS_00056569	OFUSG15978.1.p1
TCONS_00036434	OFUSG10162.1.p1
TCONS_00017172	OFUSG09787.1.p1
TCONS_00001276	OFUSG05106.1.p1
TCONS_00039555	OFUSG25627.1.p1
TCONS_00055605	OFUSG04041.1.p1
TCONS_00018301	OFUSG16963.1.p1
TCONS_00048196	OFUSG06652.1.p1
TCONS_00005752	OFUSG15262.1.p1
TCONS_00024071	OFUSG07766.1.p1
TCONS_00035428	OFUSG09602.1.p1
TCONS_00029344	OFUSG19921.1.p1
TCONS_00010265	OFUSG12314.1.p1
TCONS_00048350	OFUSG19155.1.p1
TCONS_00014431	OFUSG17891.1.p1
TCONS_00028384	OFUSG19852.1.p1
TCONS_00021066	OFUSG14585.1.p1
TCONS_00009885	OFUSG25347.1.p1
TCONS_00007890	OFUSG04866.1.p1
TCONS_00012821	OFUSG10425.1.p1
TCONS_00027786	OFUSG06000.1.p1
TCONS_00053412	OFUSG26571.1.p1
TCONS_00021911	OFUSG24781.1.p1
TCONS_00005145	OFUSG22247.1.p1
TCONS_00042228	OFUSG03550.1.p1
TCONS_00054517	OFUSG17348.1.p1
TCONS_00051879	OFUSG13673.1.p1
TCONS_00057242	OFUSG25523.1.p1
TCONS_00034795	OFUSG08691.1.p1
TCONS_00009649	OFUSG12549.1.p1
TCONS_00010956	OFUSG12008.1.p1
TCONS_00010701	OFUSG21874.1.p1
TCONS_00048186	OFUSG19374.1.p1
TCONS_00049079	OFUSG05608.1.p1
TCONS_00011528	OFUSG12523.1.p1
TCONS_00049724	OFUSG06326.1.p1
TCONS_00022120	OFUSG03992.1.p1
TCONS_00021999	OFUSG14669.1.p1
TCONS_00050223	OFUSG04893.1.p1
TCONS_00016568	OFUSG25735.1.p1
TCONS_00015424	OFUSG25431.1.p1
TCONS_00010106	OFUSG11467.1.p1
TCONS_00012707	OFUSG10803.1.p1
TCONS_00006488	OFUSG15072.1.p1
TCONS_00056089	OFUSG16553.1.p1
TCONS_00036362	OFUSG01137.1.p1
TCONS_00049530	OFUSG12744.1.p1
TCONS_00009163	OFUSG20796.1.p1
TCONS_00007950	OFUSG05200.1.p1
TCONS_00011733	OFUSG21542.1.p1
TCONS_00007347	OFUSG03683.1.p1
TCONS_00043974	OFUSG02146.1.p1
TCONS_00004438	OFUSG21785.1.p1
TCONS_00010802	OFUSG12180.1.p1
TCONS_00001085	OFUSG00809.1.p1
TCONS_00009727	OFUSG12108.1.p1
TCONS_00011605	OFUSG25098.1.p1
TCONS_00048319	OFUSG06601.1.p1
TCONS_00012766	OFUSG10020.1.p1
TCONS_00004367	OFUSG16333.1.p1
TCONS_00029282	OFUSG08940.1.p1
TCONS_00057127	OFUSG08018.1.p1
TCONS_00001339	OFUSG00400.1.p1
TCONS_00027612	OFUSG06528.1.p1
TCONS_00041692	OFUSG03143.1.p1
TCONS_00005734	OFUSG18947.1.p1
TCONS_00022205	OFUSG14726.1.p1
TCONS_00017046	OFUSG21011.1.p1
TCONS_00011832	OFUSG21871.1.p1
TCONS_00015546	OFUSG18962.1.p1
TCONS_00048349	OFUSG05487.1.p1
TCONS_00049126	OFUSG06119.1.p1
TCONS_00029062	OFUSG08440.1.p1
TCONS_00014564	OFUSG11130.1.p1
TCONS_00005063	OFUSG24021.1.p1
TCONS_00001090	OFUSG03445.1.p1
TCONS_00005264	OFUSG14941.1.p1
TCONS_00049649	OFUSG12272.1.p1
TCONS_00009958	OFUSG12514.1.p1
TCONS_00022910	OFUSG24816.1.p1
TCONS_00011237	OFUSG11471.1.p1
TCONS_00047631	OFUSG18814.1.p1
TCONS_00012618	OFUSG10028.1.p1
TCONS_00045499	OFUSG17173.1.p1
TCONS_00045070	OFUSG17701.1.p1
TCONS_00004482	OFUSG12406.1.p1
TCONS_00027928	OFUSG19904.1.p1
TCONS_00053653	OFUSG23570.1.p1
TCONS_00029325	OFUSG08878.1.p1
TCONS_00009220	OFUSG20418.1.p1
TCONS_00054554	OFUSG09702.1.p1
TCONS_00026429	OFUSG18955.1.p1
TCONS_00003702	OFUSG04090.1.p1
TCONS_00055023	OFUSG15947.1.p1
TCONS_00002402	OFUSG00932.1.p1
TCONS_00009190	OFUSG03955.1.p1
TCONS_00011678	OFUSG25142.1.p1
TCONS_00056653	OFUSG07058.1.p1
TCONS_00011724	OFUSG11331.1.p1
TCONS_00049561	OFUSG19522.1.p1
TCONS_00047690	OFUSG06855.1.p1
TCONS_00006411	OFUSG10587.1.p1
TCONS_00046705	OFUSG13603.1.p1
TCONS_00002772	OFUSG01351.1.p1
TCONS_00033505	OFUSG17362.1.p1
TCONS_00005014	OFUSG22740.1.p1
TCONS_00029764	OFUSG10655.1.p1
TCONS_00007790	OFUSG22773.1.p1
TCONS_00042667	OFUSG02614.1.p1
TCONS_00029076	OFUSG19727.1.p1
TCONS_00013731	OFUSG18292.1.p1
TCONS_00056704	OFUSG12840.1.p1
TCONS_00007117	OFUSG20547.1.p1
TCONS_00006520	OFUSG14932.1.p1
TCONS_00014163	OFUSG07817.1.p1
TCONS_00001826	OFUSG00454.1.p1
TCONS_00044660	OFUSG21232.1.p1
TCONS_00021081	OFUSG24911.1.p1
TCONS_00056679	OFUSG02001.1.p1
TCONS_00012981	OFUSG18091.1.p1
TCONS_00055553	OFUSG04528.1.p1
TCONS_00020318	OFUSG14105.1.p1
TCONS_00036181	OFUSG01350.1.p1
TCONS_00055565	OFUSG16559.1.p1
TCONS_00022755	OFUSG13783.1.p1
TCONS_00056205	OFUSG26038.1.p1
TCONS_00045095	OFUSG17331.1.p1
TCONS_00021887	OFUSG13902.1.p1
TCONS_00056405	OFUSG24399.1.p1
TCONS_00006380	OFUSG23882.1.p1
TCONS_00000978	OFUSG00423.1.p1
TCONS_00050775	OFUSG13146.1.p1
TCONS_00032852	OFUSG04586.1.p1
TCONS_00003832	OFUSG16224.1.p1
TCONS_00045550	OFUSG13007.1.p1
TCONS_00027064	OFUSG06292.1.p1
TCONS_00012633	OFUSG10617.1.p1
TCONS_00013489	OFUSG10278.1.p1
TCONS_00008465	OFUSG22936.1.p1
TCONS_00006552	OFUSG26127.1.p1
TCONS_00010089	OFUSG12386.1.p1
TCONS_00003989	OFUSG03917.1.p1
TCONS_00028509	OFUSG09025.1.p1
TCONS_00000125	OFUSG01878.1.p1
TCONS_00042837	OFUSG20882.1.p1
TCONS_00000270	OFUSG00046.1.p1
TCONS_00004473	OFUSG11400.1.p1
TCONS_00007193	OFUSG20540.1.p1
TCONS_00002127	OFUSG00452.1.p1
TCONS_00028473	OFUSG19958.1.p1
TCONS_00025652	OFUSG07342.1.p1
TCONS_00006349	OFUSG22199.1.p1
TCONS_00045482	OFUSG17172.1.p1
TCONS_00021055	OFUSG14188.1.p1
TCONS_00035039	OFUSG08824.1.p1
TCONS_00015932	OFUSG25665.1.p1
TCONS_00015836	OFUSG08145.1.p1
TCONS_00042523	OFUSG02998.1.p1
TCONS_00052745	OFUSG13077.1.p1
TCONS_00016009	OFUSG26654.1.p1
TCONS_00025948	OFUSG05657.1.p1
TCONS_00027673	OFUSG06567.1.p1
TCONS_00048311	OFUSG19093.1.p1
TCONS_00013225	OFUSG11057.1.p1
TCONS_00013801	OFUSG10168.1.p1
TCONS_00026672	OFUSG05521.1.p1
TCONS_00056961	OFUSG25575.1.p1
TCONS_00047879	OFUSG18660.1.p1
TCONS_00008729	OFUSG20459.1.p1
TCONS_00028006	OFUSG08609.1.p1
TCONS_00048041	OFUSG06696.1.p1
TCONS_00053236	OFUSG16702.1.p1
TCONS_00003067	OFUSG24594.1.p1
TCONS_00002311	OFUSG00920.1.p1
TCONS_00026718	OFUSG19206.1.p1
TCONS_00008813	OFUSG23145.1.p1
TCONS_00044891	OFUSG17468.1.p1
TCONS_00045997	OFUSG17467.1.p1
TCONS_00052193	OFUSG26369.1.p1
TCONS_00014874	OFUSG08397.1.p1
TCONS_00014958	OFUSG08099.1.p1
TCONS_00029711	OFUSG09261.1.p1
TCONS_00056346	OFUSG15942.1.p1
TCONS_00028493	OFUSG08433.1.p1
TCONS_00007395	OFUSG20365.1.p1
TCONS_00012197	OFUSG12181.1.p1
TCONS_00026867	OFUSG05991.1.p1
TCONS_00018192	OFUSG19704.1.p1
TCONS_00012131	OFUSG11275.1.p1
TCONS_00027315	OFUSG06334.1.p1
TCONS_00027927	OFUSG19919.1.p1
TCONS_00053746	OFUSG21212.1.p1
TCONS_00050671	OFUSG21328.1.p1
TCONS_00044651	OFUSG13177.1.p1
TCONS_00055761	OFUSG16443.1.p1
TCONS_00053241	OFUSG13327.1.p1
TCONS_00044178	OFUSG01430.1.p1
TCONS_00048222	OFUSG06606.1.p1
TCONS_00020263	OFUSG12612.1.p1
TCONS_00010742	OFUSG12388.1.p1
TCONS_00008432	OFUSG20663.1.p1
TCONS_00007118	OFUSG20388.1.p1
TCONS_00047318	OFUSG06701.1.p1
TCONS_00043768	OFUSG03313.1.p1
TCONS_00047854	OFUSG06349.1.p1
TCONS_00050410	OFUSG12641.1.p1
TCONS_00018819	OFUSG19703.1.p1
TCONS_00042544	OFUSG03600.1.p1
TCONS_00018018	OFUSG21225.1.p1
TCONS_00040754	OFUSG07006.1.p1
TCONS_00011610	OFUSG11357.1.p1
TCONS_00042769	OFUSG03174.1.p1
TCONS_00012561	OFUSG10391.1.p1
TCONS_00057241	OFUSG25525.1.p1
TCONS_00052472	OFUSG21191.1.p1
TCONS_00041721	OFUSG02527.1.p1
TCONS_00009970	OFUSG25265.1.p1
TCONS_00054857	OFUSG07768.2.p1
TCONS_00020825	OFUSG05142.1.p1
TCONS_00022745	OFUSG14742.1.p1
TCONS_00040904	OFUSG09331.1.p1
TCONS_00029250	OFUSG20130.1.p1
TCONS_00026780	OFUSG05966.1.p1
TCONS_00007059	OFUSG05261.1.p1
TCONS_00012501	OFUSG11034.1.p1
TCONS_00055607	OFUSG15876.1.p1
TCONS_00010464	OFUSG11705.1.p1
TCONS_00041653	OFUSG03216.1.p1
TCONS_00052486	OFUSG26518.1.p1
TCONS_00028430	OFUSG08532.1.p1
TCONS_00010805	OFUSG24087.1.p1
TCONS_00009744	OFUSG11995.1.p1
TCONS_00007887	OFUSG20872.1.p1
TCONS_00000118	OFUSG15724.1.p1
TCONS_00012572	OFUSG10401.1.p1
TCONS_00031378	OFUSG09983.1.p1
TCONS_00052911	OFUSG13281.1.p1
TCONS_00029554	OFUSG09822.1.p1
TCONS_00028350	OFUSG08788.1.p1
TCONS_00010501	OFUSG11488.1.p1
TCONS_00016701	OFUSG07278.1.p1
TCONS_00031133	OFUSG10911.1.p1
TCONS_00011426	OFUSG11537.1.p1
TCONS_00017237	OFUSG23389.1.p1
TCONS_00049013	OFUSG06439.1.p1
TCONS_00007016	OFUSG20694.1.p1
TCONS_00021829	OFUSG14086.1.p1
TCONS_00021389	OFUSG14668.1.p1
TCONS_00008747	OFUSG20553.1.p1
TCONS_00002762	OFUSG04617.1.p1
TCONS_00011019	OFUSG11640.1.p1
TCONS_00010725	OFUSG26803.1.p1
TCONS_00010919	OFUSG25217.1.p1
TCONS_00021310	OFUSG14003.1.p1
TCONS_00022851	OFUSG24981.1.p1
TCONS_00019934	OFUSG05241.1.p1
TCONS_00006389	OFUSG14822.1.p1
TCONS_00057246	OFUSG12528.1.p1
TCONS_00054383	OFUSG23465.1.p1
TCONS_00042767	OFUSG16387.1.p1
TCONS_00054061	OFUSG13546.1.p1
TCONS_00014869	OFUSG26215.1.p1
TCONS_00043849	OFUSG02889.1.p1
TCONS_00008216	OFUSG05203.1.p1
TCONS_00000173	OFUSG01761.1.p1
TCONS_00012966	OFUSG10131.1.p1
TCONS_00023776	OFUSG01889.1.p1
TCONS_00055244	OFUSG04466.1.p1
TCONS_00017203	OFUSG13161.1.p1
TCONS_00026380	OFUSG06585.1.p1
TCONS_00005459	OFUSG24176.1.p1
TCONS_00055599	OFUSG15808.1.p1
TCONS_00013269	OFUSG09968.1.p1
