STRPU_22262	OFUSG13305.1
STRPU_08681	OFUSG10910.1
STRPU_18381	OFUSG13091.1
STRPU_16849	OFUSG26039.1
STRPU_26399	OFUSG08452.1
STRPU_24969	OFUSG26781.1
STRPU_21458	OFUSG21915.1
STRPU_12800	OFUSG25581.1
STRPU_24671	OFUSG21215.1
STRPU_18552	OFUSG26545.1
STRPU_20337	OFUSG07324.1
STRPU_20948	OFUSG11354.1
STRPU_05853	OFUSG02206.1
STRPU_20633	OFUSG11677.1
STRPU_14529	OFUSG15750.1
STRPU_12218	OFUSG00771.1
STRPU_08536	OFUSG10389.1
STRPU_21216	OFUSG12259.1
STRPU_17255	OFUSG00409.1
STRPU_26070	OFUSG05266.1
STRPU_26496	OFUSG00621.1
STRPU_04275	OFUSG10217.1
STRPU_16565	OFUSG07559.1
STRPU_17770	OFUSG00724.1
STRPU_08833	OFUSG10829.1
STRPU_08935	OFUSG17006.1
STRPU_25128	OFUSG16795.1
STRPU_21974	OFUSG22255.1
STRPU_10370	OFUSG06801.1
STRPU_11455	OFUSG26334.1
STRPU_20636	OFUSG12261.1
STRPU_06386	OFUSG24616.1
STRPU_14337	OFUSG15142.1
STRPU_15423	OFUSG24114.1
STRPU_26071	OFUSG18308.1
STRPU_23622	OFUSG06805.1
STRPU_04159	OFUSG00890.1
STRPU_20994	OFUSG11646.1
STRPU_21178	OFUSG25100.1
STRPU_19595	OFUSG07244.1
STRPU_11438	OFUSG21153.1
STRPU_15322	OFUSG23821.1
STRPU_09855	OFUSG06523.1
STRPU_25594	OFUSG20546.1
STRPU_18795	OFUSG26448.1
STRPU_22978	OFUSG18768.1
STRPU_26432	OFUSG19683.1
STRPU_04867	OFUSG11003.1
STRPU_08151	OFUSG18234.1
STRPU_23583	OFUSG19410.1
STRPU_14314	OFUSG22573.1
STRPU_23617	OFUSG16765.1
STRPU_14831	OFUSG15209.1
STRPU_23289	OFUSG17128.1
STRPU_12982	OFUSG26070.1
STRPU_20769	OFUSG12544.1
STRPU_10390	OFUSG05577.1
STRPU_21088	OFUSG17843.1
STRPU_25486	OFUSG04858.1
STRPU_14328	OFUSG24231.1
STRPU_22440	OFUSG04450.1
STRPU_21041	OFUSG25058.1
STRPU_03452	OFUSG09015.1
STRPU_12055	OFUSG01846.1
STRPU_05773	OFUSG02936.1
STRPU_26436	OFUSG09208.1
STRPU_12695	OFUSG08407.1
STRPU_12017	OFUSG07396.1
STRPU_10400	OFUSG05659.1
STRPU_06074	OFUSG06414.1
STRPU_24544	OFUSG13366.1
STRPU_21269	OFUSG12282.1
STRPU_19184	OFUSG02628.1
STRPU_17002	OFUSG00203.1
STRPU_20017	OFUSG26693.1
STRPU_04937	OFUSG03165.1
STRPU_03987	OFUSG08732.1
STRPU_09386	OFUSG18874.1
STRPU_10440	OFUSG17686.1
STRPU_26346	OFUSG20062.1
STRPU_26657	OFUSG19922.1
STRPU_20583	OFUSG25255.1
STRPU_06067	OFUSG24826.1
STRPU_06140	OFUSG16566.1
STRPU_21475	OFUSG25199.1
STRPU_26023	OFUSG20688.1
STRPU_21222	OFUSG12481.1
STRPU_17603	OFUSG00532.1
STRPU_09011	OFUSG10649.1
STRPU_20325	OFUSG25677.1
STRPU_24372	OFUSG20997.1
STRPU_27349	OFUSG20011.1
STRPU_21791	OFUSG12182.1
STRPU_05115	OFUSG20285.1
STRPU_03743	OFUSG09143.1
STRPU_23332	OFUSG18988.1
STRPU_11508	OFUSG26467.1
STRPU_23092	OFUSG24393.1
STRPU_21918	OFUSG06619.1
STRPU_08940	OFUSG10537.1
STRPU_18524	OFUSG17341.1
STRPU_25217	OFUSG04977.1
STRPU_10916	OFUSG23427.1
STRPU_19366	OFUSG18912.1
STRPU_20607	OFUSG11296.1
STRPU_09825	OFUSG19386.1
STRPU_12933	OFUSG07961.1
STRPU_21627	OFUSG25263.1
STRPU_25601	OFUSG05016.1
STRPU_21223	OFUSG03944.1
STRPU_24283	OFUSG13167.1
STRPU_14382	OFUSG07115.1
STRPU_23350	OFUSG06246.1
STRPU_07168	OFUSG26456.1
STRPU_21366	OFUSG11301.1
STRPU_21381	OFUSG12048.1
STRPU_12537	OFUSG07579.1
STRPU_25868	OFUSG20830.1
STRPU_23160	OFUSG18693.1
STRPU_06095	OFUSG14465.1
STRPU_08038	OFUSG13227.1
STRPU_23294	OFUSG19533.1
STRPU_21775	OFUSG12399.1
STRPU_04151	OFUSG18059.1
STRPU_10287	OFUSG19209.1
STRPU_20536	OFUSG12468.1
STRPU_18496	OFUSG13244.1
STRPU_20117	OFUSG08153.1
STRPU_22980	OFUSG18767.1
STRPU_09777	OFUSG19496.1
STRPU_17594	OFUSG11813.1
STRPU_26390	OFUSG08766.1
STRPU_06403	OFUSG14120.1
STRPU_26013	OFUSG16807.1
STRPU_24699	OFUSG09776.1
STRPU_20966	OFUSG11390.1
STRPU_14531	OFUSG15401.1
STRPU_21036	OFUSG21819.1
STRPU_27247	OFUSG09636.1
STRPU_20775	OFUSG11996.1
STRPU_22422	OFUSG26582.1
STRPU_15753	OFUSG08127.1
STRPU_05758	OFUSG03423.1
STRPU_09063	OFUSG17852.1
STRPU_22922	OFUSG05459.1
STRPU_12999	OFUSG12458.1
STRPU_19356	OFUSG25441.1
STRPU_20611	OFUSG12518.1
STRPU_24360	OFUSG18309.1
STRPU_18515	OFUSG13545.1
STRPU_08010	OFUSG23478.1
STRPU_21917	OFUSG06617.1
STRPU_08941	OFUSG10536.1
STRPU_16504	OFUSG08023.1
STRPU_09882	OFUSG05588.1
STRPU_23605	OFUSG19088.1
STRPU_09317	OFUSG05803.1
STRPU_04055	OFUSG10254.1
STRPU_26146	OFUSG20456.1
STRPU_08218	OFUSG10231.1
STRPU_26887	OFUSG19737.1
STRPU_24018	OFUSG16777.1
STRPU_19487	OFUSG16743.1
STRPU_23892	OFUSG05915.1
STRPU_25379	OFUSG05292.1
STRPU_07889	OFUSG17675.1
STRPU_10338	OFUSG05717.1
STRPU_19731	OFUSG08419.1
STRPU_08959	OFUSG17534.1
STRPU_25276	OFUSG04848.1
STRPU_08626	OFUSG18368.1
STRPU_20221	OFUSG07164.1
STRPU_03730	OFUSG08702.1
STRPU_06429	OFUSG14817.1
STRPU_06443	OFUSG14571.1
STRPU_17290	OFUSG00691.1
STRPU_26841	OFUSG08438.1
STRPU_05455	OFUSG03371.1
STRPU_08684	OFUSG17955.1
STRPU_10435	OFUSG05565.1
STRPU_21271	OFUSG12281.1
STRPU_13807	OFUSG16591.1
STRPU_22542	OFUSG16074.1
STRPU_09568	OFUSG05856.1
STRPU_21270	OFUSG11215.1
STRPU_24851	OFUSG21512.1
STRPU_21565	OFUSG25079.1
STRPU_21055	OFUSG03024.1
STRPU_19483	OFUSG07104.1
STRPU_04994	OFUSG02044.1
STRPU_24431	OFUSG23378.1
STRPU_10412	OFUSG18957.1
STRPU_15500	OFUSG23898.1
STRPU_09241	OFUSG10372.1
STRPU_14386	OFUSG22211.1
STRPU_15339	OFUSG04572.1
STRPU_23710	OFUSG06342.1
STRPU_19578	OFUSG07111.1
STRPU_22569	OFUSG21855.1
STRPU_26360	OFUSG08481.1
STRPU_24346	OFUSG16415.1
STRPU_05393	OFUSG02636.1
STRPU_18993	OFUSG20743.1
STRPU_23755	OFUSG19261.1
STRPU_14016	OFUSG04960.1
STRPU_16476	OFUSG07445.1
STRPU_06108	OFUSG24647.1
STRPU_16891	OFUSG01244.1
STRPU_06810	OFUSG13987.1
STRPU_21841	OFUSG02256.1
STRPU_23545	OFUSG11804.1
STRPU_27385	OFUSG09201.1
STRPU_24964	OFUSG16069.1
STRPU_17600	OFUSG01090.1
STRPU_25140	OFUSG15883.1
STRPU_21369	OFUSG21044.1
STRPU_23048	OFUSG05804.1
STRPU_03622	OFUSG09677.1
STRPU_10183	OFUSG06508.1
STRPU_13527	OFUSG04577.1
STRPU_05757	OFUSG03603.1
STRPU_08001	OFUSG17403.1
STRPU_21372	OFUSG25061.1
STRPU_06441	OFUSG25787.1
STRPU_23258	OFUSG05579.1
STRPU_05780	OFUSG03493.1
STRPU_05422	OFUSG02817.1
STRPU_12806	OFUSG03454.1
STRPU_21291	OFUSG11612.1
STRPU_21820	OFUSG25636.1
STRPU_18296	OFUSG23508.1
STRPU_20848	OFUSG11989.1
STRPU_10023	OFUSG19185.1
STRPU_12053	OFUSG00770.1
STRPU_25934	OFUSG24261.1
STRPU_09333	OFUSG19370.1
STRPU_23495	OFUSG16686.1
STRPU_14579	OFUSG15105.1
STRPU_04157	OFUSG14628.1
STRPU_27139	OFUSG08468.1
STRPU_19016	OFUSG21336.1
STRPU_09934	OFUSG07137.1
STRPU_22261	OFUSG17363.1
STRPU_05857	OFUSG03682.1
STRPU_23358	OFUSG05743.1
STRPU_21846	OFUSG12508.1
STRPU_15352	OFUSG22478.1
STRPU_08324	OFUSG10918.1
STRPU_12599	OFUSG26097.1
STRPU_24182	OFUSG16969.1
STRPU_09463	OFUSG06766.1
STRPU_20799	OFUSG11204.1
STRPU_16852	OFUSG26000.1
STRPU_16851	OFUSG25995.1
STRPU_23806	OFUSG19433.1
STRPU_25008	OFUSG17492.1
STRPU_20630	OFUSG12066.1
STRPU_14901	OFUSG24209.1
STRPU_08549	OFUSG10466.1
STRPU_04409	OFUSG10603.1
STRPU_06505	OFUSG24612.1
STRPU_04847	OFUSG11001.1
STRPU_20387	OFUSG07595.1
STRPU_27028	OFUSG09764.1
STRPU_19343	OFUSG13269.1
STRPU_04120	OFUSG11106.1
STRPU_27398	OFUSG09189.1
STRPU_21056	OFUSG11430.1
STRPU_25393	OFUSG23138.1
STRPU_03728	OFUSG08688.1
STRPU_23120	OFUSG16398.1
STRPU_23352	OFUSG18664.1
STRPU_05388	OFUSG02067.1
STRPU_07223	OFUSG21107.1
STRPU_24385	OFUSG13109.1
STRPU_24648	OFUSG04469.1
STRPU_21793	OFUSG11604.1
STRPU_25720	OFUSG05304.1
STRPU_12150	OFUSG01317.1
STRPU_09331	OFUSG18881.1
STRPU_04675	OFUSG10424.1
STRPU_20542	OFUSG12364.1
STRPU_23611	OFUSG19347.1
STRPU_17222	OFUSG00157.1
STRPU_19544	OFUSG26748.1
STRPU_25441	OFUSG08400.1
STRPU_14117	OFUSG04040.1
STRPU_08046	OFUSG15484.1
STRPU_20363	OFUSG08387.1
STRPU_18781	OFUSG08251.1
STRPU_17706	OFUSG01119.1
STRPU_20752	OFUSG11391.1
STRPU_17283	OFUSG01260.1
STRPU_21275	OFUSG21661.1
STRPU_26235	OFUSG05243.1
STRPU_14486	OFUSG15139.1
STRPU_12819	OFUSG08245.1
STRPU_12592	OFUSG07335.1
STRPU_12156	OFUSG23061.1
STRPU_10964	OFUSG13639.1
STRPU_03435	OFUSG08748.1
STRPU_20474	OFUSG05654.1
STRPU_24030	OFUSG16307.1
STRPU_11708	OFUSG01223.1
STRPU_26096	OFUSG23101.1
STRPU_22987	OFUSG05953.1
STRPU_15390	OFUSG15218.1
STRPU_09797	OFUSG05795.1
STRPU_20660	OFUSG11304.1
STRPU_24269	OFUSG17210.1
STRPU_11726	OFUSG00418.1
STRPU_18008	OFUSG00453.1
STRPU_17780	OFUSG12228.1
STRPU_09841	OFUSG19107.1
STRPU_09652	OFUSG06715.1
STRPU_22591	OFUSG21827.1
STRPU_20944	OFUSG25089.1
STRPU_20039	OFUSG07457.1
STRPU_21511	OFUSG12230.1
STRPU_22885	OFUSG24308.1
STRPU_10322	OFUSG05967.1
STRPU_21537	OFUSG12331.1
STRPU_19379	OFUSG07712.1
STRPU_04276	OFUSG09475.1
STRPU_10386	OFUSG06578.1
STRPU_19728	OFUSG08081.1
STRPU_05806	OFUSG03260.1
STRPU_21410	OFUSG25184.1
STRPU_21872	OFUSG21571.1
STRPU_20143	OFUSG08346.1
STRPU_24494	OFUSG21170.1
STRPU_04748	OFUSG18053.1
STRPU_23335	OFUSG26429.1
STRPU_21003	OFUSG11625.1
STRPU_20981	OFUSG25243.1
STRPU_18756	OFUSG23555.1
STRPU_22863	OFUSG06811.1
STRPU_06832	OFUSG13978.1
STRPU_21541	OFUSG26799.1
STRPU_24696	OFUSG08039.1
STRPU_21073	OFUSG11527.1
STRPU_21632	OFUSG11431.1
STRPU_07792	OFUSG23388.1
STRPU_10567	OFUSG13221.1
STRPU_11456	OFUSG23689.1
STRPU_25417	OFUSG20206.1
STRPU_12352	OFUSG07547.1
STRPU_22443	OFUSG06831.1
STRPU_22057	OFUSG04316.1
STRPU_04479	OFUSG25954.1
STRPU_16004	OFUSG25560.1
STRPU_14331	OFUSG24086.1
STRPU_06158	OFUSG14236.1
STRPU_21582	OFUSG12296.1
STRPU_26987	OFUSG09553.1
STRPU_15460	OFUSG11820.1
STRPU_22856	OFUSG22256.1
STRPU_24662	OFUSG13050.1
STRPU_14213	OFUSG22556.1
STRPU_24501	OFUSG13736.1
STRPU_24860	OFUSG12911.1
STRPU_22557	OFUSG16112.1
STRPU_27291	OFUSG08673.1
STRPU_20656	OFUSG11550.1
STRPU_21418	OFUSG11460.1
STRPU_07639	OFUSG13318.1
STRPU_08529	OFUSG10737.1
STRPU_14322	OFUSG15415.1
STRPU_10914	OFUSG13495.1
STRPU_09525	OFUSG19098.1
STRPU_23795	OFUSG21278.1
STRPU_09286	OFUSG10354.1
STRPU_06157	OFUSG02789.1
STRPU_24380	OFUSG19686.1
STRPU_09506	OFUSG06206.1
STRPU_05750	OFUSG16609.1
STRPU_17761	OFUSG13216.1
STRPU_19490	OFUSG26234.1
STRPU_01256	OFUSG17547.1
STRPU_04109	OFUSG06842.1
STRPU_23103	OFUSG12928.1
STRPU_12022	OFUSG00717.1
STRPU_21883	OFUSG25179.1
STRPU_19079	OFUSG26577.1
STRPU_25513	OFUSG20899.1
STRPU_17281	OFUSG00759.1
STRPU_24323	OFUSG08669.1
STRPU_26982	OFUSG17637.1
STRPU_11750	OFUSG01036.1
STRPU_10613	OFUSG23406.1
STRPU_25178	OFUSG24313.1
STRPU_04511	OFUSG10353.1
STRPU_08099	OFUSG10489.1
STRPU_23893	OFUSG06282.1
STRPU_11167	OFUSG12930.1
STRPU_05684	OFUSG14588.1
STRPU_23355	OFUSG06653.1
STRPU_17776	OFUSG20511.1
STRPU_26377	OFUSG08844.1
STRPU_25241	OFUSG20548.1
STRPU_04277	OFUSG18739.1
STRPU_21057	OFUSG11429.1
STRPU_14801	OFUSG15041.1
STRPU_04792	OFUSG10977.1
STRPU_08179	OFUSG10468.1
STRPU_09830	OFUSG22940.1
STRPU_12873	OFUSG08382.1
STRPU_25359	OFUSG20757.1
STRPU_25251	OFUSG20784.1
STRPU_05190	OFUSG15687.1
STRPU_23505	OFUSG18667.1
STRPU_24921	OFUSG24567.1
STRPU_14713	OFUSG22284.1
STRPU_26418	OFUSG08657.1
STRPU_21232	OFUSG04255.1
STRPU_06479	OFUSG14624.1
STRPU_05471	OFUSG02897.1
STRPU_11808	OFUSG01305.1
STRPU_24850	OFUSG17136.1
STRPU_04160	OFUSG18339.1
STRPU_21837	OFUSG11696.1
STRPU_25604	OFUSG05480.1
STRPU_19533	OFUSG26655.1
STRPU_15093	OFUSG22299.1
STRPU_09316	OFUSG19513.1
STRPU_12345	OFUSG07852.1
STRPU_08508	OFUSG18082.1
STRPU_12351	OFUSG21481.1
STRPU_24644	OFUSG04707.1
STRPU_08421	OFUSG18146.1
STRPU_25820	OFUSG22756.1
STRPU_27295	OFUSG20135.1
STRPU_20457	OFUSG12166.1
STRPU_08342	OFUSG13193.1
STRPU_22394	OFUSG14960.1
STRPU_14255	OFUSG13567.1
STRPU_04468	OFUSG20278.1
STRPU_13967	OFUSG16727.1
STRPU_25022	OFUSG04567.1
STRPU_10515	OFUSG17683.1
STRPU_04690	OFUSG18099.1
STRPU_01241	OFUSG01846.2
STRPU_02266	OFUSG05023.1
STRPU_24938	OFUSG16798.1
STRPU_17426	OFUSG00263.1
STRPU_08887	OFUSG14846.1
STRPU_24136	OFUSG04491.1
STRPU_09812	OFUSG19188.1
STRPU_21592	OFUSG21834.1
STRPU_14751	OFUSG14954.1
STRPU_01119	OFUSG21393.1
STRPU_13523	OFUSG23444.1
STRPU_12239	OFUSG01677.1
STRPU_22953	OFUSG04452.1
STRPU_08789	OFUSG20090.1
STRPU_08806	OFUSG17954.1
STRPU_13515	OFUSG09202.1
STRPU_15492	OFUSG15088.1
STRPU_14169	OFUSG15449.1
STRPU_20807	OFUSG11681.1
STRPU_21279	OFUSG12288.1
STRPU_08166	OFUSG18072.1
STRPU_19008	OFUSG05026.1
STRPU_11841	OFUSG00082.1
STRPU_25499	OFUSG20391.1
STRPU_21925	OFUSG08149.1
STRPU_10368	OFUSG02875.1
STRPU_22290	OFUSG06328.1
STRPU_11549	OFUSG00169.1
STRPU_21560	OFUSG25148.1
STRPU_26229	OFUSG05133.1
STRPU_08049	OFUSG17130.1
STRPU_12607	OFUSG24271.1
STRPU_24179	OFUSG03760.1
STRPU_25617	OFUSG18032.1
STRPU_13950	OFUSG13073.1
STRPU_21456	OFUSG21768.1
STRPU_14554	OFUSG14916.1
STRPU_08230	OFUSG18327.1
STRPU_06077	OFUSG14251.1
STRPU_20676	OFUSG11701.1
STRPU_05691	OFUSG08117.1
STRPU_26878	OFUSG09793.1
STRPU_23269	OFUSG26347.1
STRPU_21151	OFUSG11729.1
STRPU_08325	OFUSG11061.1
STRPU_04456	OFUSG09976.1
STRPU_03365	OFUSG00735.1
STRPU_13945	OFUSG16557.1
STRPU_27292	OFUSG09679.1
STRPU_07871	OFUSG12841.1
STRPU_21451	OFUSG11991.1
STRPU_08313	OFUSG10527.1
STRPU_23780	OFUSG16235.1
STRPU_20754	OFUSG12574.1
STRPU_10356	OFUSG19302.1
STRPU_03196	OFUSG09612.1
STRPU_03931	OFUSG08703.1
STRPU_20459	OFUSG11980.1
STRPU_25832	OFUSG10669.1
STRPU_23054	OFUSG19314.1
STRPU_26367	OFUSG19642.1
STRPU_20201	OFUSG08190.1
STRPU_06465	OFUSG24987.1
STRPU_02773	OFUSG15682.1
STRPU_22649	OFUSG03525.1
STRPU_00766	OFUSG26754.1
STRPU_20355	OFUSG07319.1
STRPU_02780	OFUSG09284.1
STRPU_12655	OFUSG07341.1
STRPU_06847	OFUSG13805.1
STRPU_21318	OFUSG16814.1
STRPU_24492	OFUSG23640.1
STRPU_27153	OFUSG19974.1
STRPU_23698	OFUSG25723.1
STRPU_24588	OFUSG02883.1
STRPU_21230	OFUSG11221.1
STRPU_21619	OFUSG11801.1
STRPU_20795	OFUSG10050.1
STRPU_23800	OFUSG08882.1
STRPU_25340	OFUSG20102.1
STRPU_14568	OFUSG20350.1
STRPU_09524	OFUSG05663.1
STRPU_21915	OFUSG06904.1
STRPU_08355	OFUSG01095.1
STRPU_23768	OFUSG26420.1
STRPU_11182	OFUSG17302.1
STRPU_04834	OFUSG25458.1
STRPU_11810	OFUSG19020.1
STRPU_17446	OFUSG00304.1
STRPU_03375	OFUSG12226.1
STRPU_02931	OFUSG25453.1
STRPU_00023	OFUSG13862.1
STRPU_04745	OFUSG17845.1
STRPU_23118	OFUSG02924.1
STRPU_08013	OFUSG13285.1
STRPU_25167	OFUSG15780.1
STRPU_02809	OFUSG06394.1
STRPU_03862	OFUSG00210.1
STRPU_11191	OFUSG05667.1
STRPU_21361	OFUSG12076.1
STRPU_22228	OFUSG23695.1
STRPU_12728	OFUSG25566.1
STRPU_03695	OFUSG08664.1
STRPU_07050	OFUSG23056.1
STRPU_08852	OFUSG03981.1
STRPU_00022	OFUSG19436.1
STRPU_02822	OFUSG09572.1
STRPU_05324	OFUSG01395.1
STRPU_22098	OFUSG10880.1
STRPU_05950	OFUSG14239.1
STRPU_26376	OFUSG07385.1
STRPU_02993	OFUSG11188.1
STRPU_18395	OFUSG18671.1
STRPU_07798	OFUSG01498.1
STRPU_19098	OFUSG01399.1
STRPU_17008	OFUSG22276.1
STRPU_06850	OFUSG24740.1
STRPU_08285	OFUSG17798.1
STRPU_19559	OFUSG00926.1
