bflo_04183	OFUSG13305.1
bflo_21226	OFUSG09570.1
bflo_24598	OFUSG13469.1
bflo_12090	OFUSG19136.1
bflo_17134	OFUSG07733.1
bflo_14436	OFUSG02774.1
bflo_11488	OFUSG08565.1
bflo_12648	OFUSG04790.1
bflo_13912	OFUSG05249.1
bflo_12808	OFUSG05396.1
bflo_05600	OFUSG19036.1
bflo_18316	OFUSG06600.1
bflo_02728	OFUSG01643.1
bflo_19822	OFUSG12524.1
bflo_24164	OFUSG04330.1
bflo_10755	OFUSG07608.1
bflo_11713	OFUSG26974.1
bflo_16205	OFUSG08058.1
bflo_00319	OFUSG13214.1
bflo_12101	OFUSG05668.1
bflo_15420	OFUSG03968.1
bflo_00784	OFUSG16212.1
bflo_07553	OFUSG17858.1
bflo_25319	OFUSG13466.1
bflo_19273	OFUSG04047.1
bflo_22933	OFUSG17829.1
bflo_25247	OFUSG17521.1
bflo_23133	OFUSG18498.1
bflo_12581	OFUSG05380.1
bflo_21684	OFUSG06871.1
bflo_02716	OFUSG19641.1
bflo_07592	OFUSG11013.1
bflo_13719	OFUSG20806.1
bflo_25142	OFUSG26478.1
bflo_05313	OFUSG20033.1
bflo_26189	OFUSG13481.1
bflo_13280	OFUSG22910.1
bflo_25645	OFUSG17347.1
bflo_21784	OFUSG07744.1
bflo_14763	OFUSG03691.1
bflo_23418	OFUSG10232.1
bflo_03291	OFUSG01106.1
bflo_16336	OFUSG19415.1
bflo_10957	OFUSG05642.1
bflo_02810	OFUSG09515.1
bflo_01423	OFUSG21322.1
bflo_23827	OFUSG10005.1
bflo_20472	OFUSG14906.1
bflo_04526	OFUSG00968.1
bflo_08435	OFUSG11110.1
bflo_22229	OFUSG26003.1
bflo_13377	OFUSG04836.1
bflo_16155	OFUSG09326.1
bflo_05427	OFUSG16859.1
bflo_00403	OFUSG17062.1
bflo_16995	OFUSG07471.1
bflo_23790	OFUSG17821.1
bflo_10653	OFUSG09792.1
bflo_19110	OFUSG15976.1
bflo_25038	OFUSG04824.1
bflo_14759	OFUSG02825.1
bflo_13169	OFUSG11757.1
bflo_24595	OFUSG04479.1
bflo_22443	OFUSG08566.1
bflo_10777	OFUSG15381.1
bflo_02394	OFUSG26870.1
bflo_23752	OFUSG18290.1
bflo_15745	OFUSG08189.1
bflo_08559	OFUSG11556.1
bflo_21079	OFUSG15327.1
bflo_06371	OFUSG23619.1
bflo_11011	OFUSG06457.1
bflo_09858	OFUSG21180.1
bflo_05418	OFUSG09270.1
bflo_21088	OFUSG11477.1
bflo_21299	OFUSG09904.1
bflo_01172	OFUSG09943.1
bflo_13977	OFUSG20353.1
bflo_22978	OFUSG16635.1
bflo_21825	OFUSG13789.1
bflo_10144	OFUSG06146.1
bflo_16943	OFUSG25701.1
bflo_14343	OFUSG03047.1
bflo_15283	OFUSG18187.1
bflo_00043	OFUSG03446.1
bflo_21322	OFUSG14787.1
bflo_08019	OFUSG04651.1
bflo_08747	OFUSG12346.1
bflo_18139	OFUSG01140.1
bflo_14621	OFUSG08247.1
bflo_03890	OFUSG00512.1
bflo_16524	OFUSG08079.1
bflo_18915	OFUSG21114.1
bflo_07918	OFUSG23516.1
bflo_07595	OFUSG11551.1
bflo_08389	OFUSG10938.1
bflo_02081	OFUSG12292.1
bflo_26476	OFUSG23667.1
bflo_13799	OFUSG23180.1
bflo_00249	OFUSG17364.1
bflo_12334	OFUSG25027.1
bflo_22058	OFUSG12168.1
bflo_05818	OFUSG09680.1
bflo_12738	OFUSG05437.1
bflo_16171	OFUSG25473.1
bflo_06202	OFUSG09488.1
bflo_15450	OFUSG02740.1
bflo_14577	OFUSG01952.1
bflo_25863	OFUSG13323.1
bflo_05679	OFUSG08778.1
bflo_25660	OFUSG17700.1
bflo_10256	OFUSG07565.1
bflo_20740	OFUSG23988.1
bflo_05288	OFUSG05965.1
bflo_12199	OFUSG02717.1
bflo_21841	OFUSG16818.1
bflo_10884	OFUSG19004.1
bflo_17036	OFUSG25397.1
bflo_21755	OFUSG24752.1
bflo_05815	OFUSG25215.1
bflo_12695	OFUSG02808.1
bflo_22930	OFUSG11065.1
bflo_12647	OFUSG12635.1
bflo_09851	OFUSG26112.1
bflo_06795	OFUSG21256.1
bflo_25933	OFUSG17284.1
bflo_15838	OFUSG07228.1
bflo_04356	OFUSG18344.1
bflo_10127	OFUSG15504.1
bflo_19723	OFUSG12565.1
bflo_24326	OFUSG13494.1
bflo_23165	OFUSG10757.1
bflo_12995	OFUSG22886.1
bflo_26218	OFUSG13056.1
bflo_24010	OFUSG01818.1
bflo_22433	OFUSG14809.1
bflo_14612	OFUSG10106.1
bflo_10174	OFUSG19277.1
bflo_14331	OFUSG23183.1
bflo_20962	OFUSG22414.1
bflo_08514	OFUSG18627.1
bflo_02032	OFUSG16878.1
bflo_02035	OFUSG16872.1
bflo_07704	OFUSG04653.1
bflo_17518	OFUSG01834.1
bflo_18831	OFUSG16703.1
bflo_25464	OFUSG17401.1
bflo_02381	OFUSG04618.1
bflo_14951	OFUSG03058.1
bflo_20677	OFUSG22448.1
bflo_20034	OFUSG15358.1
bflo_22990	OFUSG18337.1
bflo_12217	OFUSG07551.1
bflo_23596	OFUSG10921.1
bflo_14507	OFUSG05643.1
bflo_18604	OFUSG09786.1
bflo_11389	OFUSG06469.1
bflo_00171	OFUSG17080.1
bflo_24342	OFUSG12825.1
bflo_03234	OFUSG00326.1
bflo_23083	OFUSG10491.1
bflo_02346	OFUSG04448.1
bflo_09397	OFUSG03119.1
bflo_01560	OFUSG12912.1
bflo_12274	OFUSG06409.1
bflo_25641	OFUSG26591.1
bflo_20276	OFUSG24141.1
bflo_00595	OFUSG08591.1
bflo_17572	OFUSG00336.1
bflo_07107	OFUSG15616.1
bflo_15402	OFUSG03015.1
bflo_12540	OFUSG20567.1
bflo_10846	OFUSG11749.1
bflo_13811	OFUSG04847.1
bflo_16585	OFUSG05211.1
bflo_22118	OFUSG11207.1
bflo_17706	OFUSG01636.1
bflo_01583	OFUSG13703.1
bflo_25670	OFUSG12861.1
bflo_20243	OFUSG11762.1
bflo_10847	OFUSG12178.1
bflo_09747	OFUSG12051.1
bflo_18941	OFUSG24240.1
bflo_10590	OFUSG07010.1
bflo_00445	OFUSG16985.1
bflo_21112	OFUSG15455.1
bflo_05624	OFUSG08692.1
bflo_08789	OFUSG19097.1
bflo_13019	OFUSG05247.1
bflo_05935	OFUSG09263.1
bflo_01427	OFUSG08713.1
bflo_08869	OFUSG08570.1
bflo_25779	OFUSG13432.1
bflo_19128	OFUSG07040.1
bflo_20152	OFUSG13230.1
bflo_09770	OFUSG19354.1
bflo_24643	OFUSG17340.1
bflo_05915	OFUSG23534.1
bflo_15769	OFUSG11388.1
bflo_22291	OFUSG22016.1
bflo_08093	OFUSG17883.1
bflo_21834	OFUSG22167.1
bflo_09156	OFUSG07538.1
bflo_01354	OFUSG12215.1
bflo_01534	OFUSG16873.1
bflo_11532	OFUSG25059.1
bflo_21044	OFUSG22266.1
bflo_02160	OFUSG04434.1
bflo_02927	OFUSG16736.1
bflo_21756	OFUSG10341.1
bflo_05937	OFUSG17266.1
bflo_23609	OFUSG11843.1
bflo_02362	OFUSG04669.1
bflo_03458	OFUSG00839.1
bflo_22154	OFUSG14763.1
bflo_23410	OFUSG11026.1
bflo_07456	OFUSG12077.1
bflo_20339	OFUSG11287.1
bflo_16429	OFUSG26113.1
bflo_25337	OFUSG13309.1
bflo_23353	OFUSG13168.1
bflo_12370	OFUSG18747.1
bflo_11093	OFUSG19190.1
bflo_09839	OFUSG08057.1
bflo_12220	OFUSG06829.1
bflo_13950	OFUSG20874.1
bflo_21710	OFUSG14119.1
bflo_25748	OFUSG21392.1
bflo_12687	OFUSG05917.1
bflo_15800	OFUSG00537.1
bflo_22763	OFUSG18077.1
bflo_12697	OFUSG04956.1
bflo_21944	OFUSG23786.1
bflo_06722	OFUSG16744.1
bflo_05425	OFUSG15959.1
bflo_08932	OFUSG08373.1
bflo_15014	OFUSG03464.1
bflo_06991	OFUSG04404.1
bflo_18115	OFUSG17653.1
bflo_06134	OFUSG09058.1
bflo_08716	OFUSG19395.1
bflo_20205	OFUSG07837.1
bflo_25731	OFUSG18659.1
bflo_13403	OFUSG05017.1
bflo_13109	OFUSG20886.1
bflo_09037	OFUSG11909.1
bflo_24972	OFUSG16917.1
bflo_21985	OFUSG14337.1
bflo_12438	OFUSG18726.1
bflo_03626	OFUSG13254.1
bflo_05631	OFUSG13039.1
bflo_13306	OFUSG22780.1
bflo_11806	OFUSG06032.1
bflo_05912	OFUSG08967.1
bflo_17677	OFUSG01286.1
bflo_24408	OFUSG23637.1
bflo_25877	OFUSG23418.1
bflo_09081	OFUSG24746.1
bflo_03915	OFUSG00912.1
bflo_17208	OFUSG01065.1
bflo_14113	OFUSG02826.1
bflo_04302	OFUSG08807.1
bflo_22203	OFUSG24713.1
bflo_00693	OFUSG17043.1
bflo_07145	OFUSG18364.1
bflo_07343	OFUSG11100.1
bflo_09449	OFUSG11941.1
bflo_07577	OFUSG10115.1
bflo_02155	OFUSG16038.1
bflo_20312	OFUSG09967.1
bflo_19093	OFUSG12352.1
bflo_17312	OFUSG23402.1
bflo_10016	OFUSG11208.1
bflo_03304	OFUSG08401.1
bflo_21344	OFUSG03816.1
bflo_16698	OFUSG07124.1
bflo_06136	OFUSG12107.1
bflo_11407	OFUSG06312.1
bflo_03371	OFUSG00269.1
bflo_17413	OFUSG00831.1
bflo_00447	OFUSG26310.1
bflo_16535	OFUSG08033.1
bflo_17347	OFUSG08187.1
bflo_10773	OFUSG18907.1
bflo_01695	OFUSG22453.1
bflo_23297	OFUSG18592.1
bflo_12556	OFUSG12265.1
bflo_20338	OFUSG15536.1
bflo_11142	OFUSG05619.1
bflo_02418	OFUSG16155.1
bflo_17487	OFUSG00619.1
bflo_06491	OFUSG12933.1
bflo_23563	OFUSG12587.1
bflo_06363	OFUSG13447.1
bflo_10208	OFUSG05979.1
bflo_09373	OFUSG10975.1
bflo_18881	OFUSG11339.1
bflo_13479	OFUSG05228.1
bflo_18798	OFUSG05888.1
bflo_20819	OFUSG17394.1
bflo_23407	OFUSG10240.1
bflo_13350	OFUSG22930.1
bflo_01847	OFUSG23690.1
bflo_11039	OFUSG05710.1
bflo_25937	OFUSG13946.1
bflo_20560	OFUSG15537.1
bflo_20311	OFUSG22537.1
bflo_08727	OFUSG10399.1
bflo_02614	OFUSG04621.1
bflo_22700	OFUSG11056.1
bflo_10464	OFUSG09514.1
bflo_07586	OFUSG00605.1
bflo_10106	OFUSG05858.1
bflo_18812	OFUSG15968.1
bflo_15303	OFUSG02938.1
bflo_11425	OFUSG21373.1
bflo_04203	OFUSG17544.1
bflo_18866	OFUSG24333.1
bflo_24402	OFUSG16153.1
bflo_08960	OFUSG06763.1
bflo_23699	OFUSG09667.1
bflo_02387	OFUSG04168.1
bflo_15815	OFUSG25697.1
bflo_19233	OFUSG04739.1
bflo_05034	OFUSG12092.1
bflo_12977	OFUSG11497.1
bflo_08778	OFUSG19296.1
bflo_11525	OFUSG05630.1
bflo_25678	OFUSG13294.1
bflo_20418	OFUSG15042.1
bflo_18458	OFUSG00877.1
bflo_04368	OFUSG09084.1
bflo_11053	OFUSG04087.1
bflo_02840	OFUSG24314.1
bflo_26182	OFUSG07022.1
bflo_12671	OFUSG24033.1
bflo_05007	OFUSG06926.1
bflo_25715	OFUSG13242.1
bflo_21959	OFUSG14080.1
bflo_16310	OFUSG09907.1
bflo_13020	OFUSG13141.1
bflo_24923	OFUSG23226.1
bflo_25707	OFUSG13188.1
bflo_24479	OFUSG23414.1
bflo_23531	OFUSG10116.1
bflo_20500	OFUSG15214.1
bflo_11433	OFUSG19373.1
bflo_22115	OFUSG14806.1
bflo_19564	OFUSG16284.1
bflo_21066	OFUSG15554.1
bflo_18703	OFUSG16301.1
bflo_17991	OFUSG11825.1
bflo_07603	OFUSG12252.1
bflo_06893	OFUSG18608.1
bflo_23885	OFUSG18356.1
bflo_19072	OFUSG04138.1
bflo_11218	OFUSG06327.1
bflo_16999	OFUSG12053.1
bflo_03873	OFUSG15334.1
bflo_21102	OFUSG15126.1
bflo_11705	OFUSG10920.1
bflo_23951	OFUSG13381.1
bflo_25655	OFUSG17651.1
bflo_20585	OFUSG22344.1
bflo_02054	OFUSG08457.1
bflo_21105	OFUSG15128.1
bflo_18226	OFUSG09670.1
bflo_00372	OFUSG23487.1
bflo_23404	OFUSG10903.1
bflo_23831	OFUSG19089.1
bflo_06509	OFUSG11295.1
bflo_06653	OFUSG26380.1
bflo_06303	OFUSG26321.1
bflo_11247	OFUSG05690.1
bflo_03965	OFUSG00154.1
bflo_10987	OFUSG18852.1
bflo_24096	OFUSG20077.1
bflo_00281	OFUSG21342.1
bflo_21210	OFUSG25358.1
bflo_06730	OFUSG10053.1
bflo_24433	OFUSG17687.1
bflo_20895	OFUSG15238.1
bflo_01549	OFUSG18984.1
bflo_21551	OFUSG13800.1
bflo_20018	OFUSG22681.1
bflo_01959	OFUSG21398.1
bflo_08474	OFUSG03916.1
bflo_08904	OFUSG19212.1
bflo_09024	OFUSG05546.1
bflo_25222	OFUSG17500.1
bflo_00713	OFUSG17797.1
bflo_01372	OFUSG23633.1
bflo_06242	OFUSG12949.1
bflo_07375	OFUSG18201.1
bflo_04890	OFUSG20821.1
bflo_14088	OFUSG02689.1
bflo_00441	OFUSG07414.1
bflo_17671	OFUSG00458.1
bflo_09176	OFUSG19527.1
bflo_19258	OFUSG16552.1
bflo_02235	OFUSG24344.1
bflo_20499	OFUSG23097.1
bflo_22860	OFUSG10845.1
bflo_05599	OFUSG08874.1
bflo_05663	OFUSG13452.1
bflo_17716	OFUSG01725.1
bflo_06190	OFUSG09330.1
bflo_06108	OFUSG08790.1
bflo_10350	OFUSG22070.1
bflo_10568	OFUSG06688.1
bflo_23868	OFUSG09991.1
bflo_11079	OFUSG06063.1
bflo_13452	OFUSG22970.1
bflo_16413	OFUSG11751.1
bflo_12616	OFUSG20599.1
bflo_14695	OFUSG02704.1
bflo_13897	OFUSG12916.1
bflo_03110	OFUSG00544.1
bflo_26432	OFUSG17387.1
bflo_17663	OFUSG01074.1
bflo_01563	OFUSG21009.1
bflo_14531	OFUSG11802.1
bflo_12211	OFUSG05621.1
bflo_04799	OFUSG13492.1
bflo_17585	OFUSG00522.1
bflo_08272	OFUSG03153.1
bflo_16266	OFUSG25427.1
bflo_10287	OFUSG08410.1
bflo_22634	OFUSG17878.1
bflo_21118	OFUSG22612.1
bflo_01732	OFUSG20947.1
bflo_13301	OFUSG05438.1
bflo_02620	OFUSG15821.1
bflo_00434	OFUSG02876.1
bflo_10996	OFUSG11680.1
bflo_06064	OFUSG09627.1
bflo_00714	OFUSG17042.1
bflo_06296	OFUSG17138.1
bflo_26327	OFUSG17298.1
bflo_24731	OFUSG21435.1
bflo_15039	OFUSG02608.1
bflo_24596	OFUSG16928.1
bflo_23151	OFUSG07497.1
bflo_07594	OFUSG04273.1
bflo_06274	OFUSG07892.1
bflo_25712	OFUSG21474.1
bflo_24089	OFUSG23680.1
bflo_16346	OFUSG13159.1
bflo_13428	OFUSG05104.1
bflo_05021	OFUSG18662.1
bflo_24762	OFUSG24934.1
bflo_24764	OFUSG26469.1
bflo_23117	OFUSG11047.1
bflo_22929	OFUSG10084.1
bflo_14680	OFUSG02899.1
bflo_07631	OFUSG25033.1
bflo_04850	OFUSG12564.1
bflo_06825	OFUSG09300.1
bflo_21083	OFUSG24174.1
bflo_12561	OFUSG05086.1
bflo_12744	OFUSG11336.1
bflo_06048	OFUSG12464.1
bflo_07557	OFUSG00061.1
bflo_20570	OFUSG25545.1
bflo_20061	OFUSG14866.1
bflo_02590	OFUSG04732.1
bflo_18850	OFUSG16655.1
bflo_01750	OFUSG17338.1
bflo_07295	OFUSG10860.1
bflo_24744	OFUSG16902.1
bflo_15702	OFUSG04859.1
bflo_23803	OFUSG08327.1
bflo_07134	OFUSG03862.1
bflo_12071	OFUSG11017.1
bflo_19537	OFUSG06735.1
bflo_18671	OFUSG24335.1
bflo_06044	OFUSG08993.1
bflo_11048	OFUSG10257.1
bflo_10614	OFUSG05742.1
bflo_24197	OFUSG21945.1
bflo_17017	OFUSG25021.1
bflo_14440	OFUSG02172.1
bflo_24601	OFUSG12743.1
bflo_23461	OFUSG08950.1
bflo_05641	OFUSG11871.1
bflo_01481	OFUSG15376.1
bflo_20622	OFUSG23880.1
bflo_20783	OFUSG14835.1
bflo_15505	OFUSG02167.1
bflo_05974	OFUSG00997.1
bflo_20815	OFUSG11850.1
bflo_09244	OFUSG06086.1
bflo_23597	OFUSG10797.1
bflo_05998	OFUSG09719.1
bflo_04254	OFUSG19938.1
bflo_21143	OFUSG24199.1
bflo_18362	OFUSG00411.1
bflo_12110	OFUSG18812.1
bflo_12978	OFUSG20351.1
bflo_12522	OFUSG20235.1
bflo_03031	OFUSG23641.1
bflo_13158	OFUSG04949.1
bflo_20285	OFUSG24140.1
bflo_12650	OFUSG21851.1
bflo_10200	OFUSG07380.1
bflo_19172	OFUSG15807.1
bflo_22457	OFUSG12830.1
bflo_06146	OFUSG09245.1
bflo_22099	OFUSG15154.1
bflo_14419	OFUSG00466.1
bflo_06829	OFUSG20983.1
bflo_09932	OFUSG07149.1
bflo_03563	OFUSG09507.1
bflo_06241	OFUSG23698.1
bflo_14995	OFUSG03211.1
bflo_25318	OFUSG21110.1
bflo_22630	OFUSG13602.1
bflo_20776	OFUSG23439.1
bflo_15996	OFUSG07310.1
bflo_20249	OFUSG23885.1
bflo_14400	OFUSG03661.1
bflo_14852	OFUSG12356.1
bflo_24655	OFUSG21485.1
bflo_13733	OFUSG20771.1
bflo_19745	OFUSG17972.1
bflo_05884	OFUSG12398.1
bflo_14047	OFUSG06913.1
bflo_00892	OFUSG26337.1
bflo_17624	OFUSG11489.1
bflo_11402	OFUSG18780.1
bflo_20178	OFUSG24010.1
bflo_10744	OFUSG07718.1
bflo_11003	OFUSG05483.1
bflo_16350	OFUSG25108.1
bflo_06252	OFUSG01562.1
bflo_16606	OFUSG06272.1
bflo_23153	OFUSG12555.1
bflo_07082	OFUSG19032.1
bflo_24175	OFUSG12576.1
bflo_12352	OFUSG06436.1
bflo_02513	OFUSG04089.1
bflo_12718	OFUSG04761.1
bflo_20239	OFUSG15368.1
bflo_06012	OFUSG09040.1
bflo_19831	OFUSG11684.1
bflo_08464	OFUSG04242.1
bflo_23862	OFUSG11236.1
bflo_16568	OFUSG07978.1
bflo_20529	OFUSG22463.1
bflo_17432	OFUSG00079.1
bflo_11403	OFUSG16587.1
bflo_02173	OFUSG09108.1
bflo_13975	OFUSG19526.1
bflo_25992	OFUSG16915.1
bflo_25233	OFUSG12848.1
bflo_14244	OFUSG02811.1
bflo_01301	OFUSG17501.1
bflo_06636	OFUSG09768.1
bflo_14179	OFUSG02684.1
bflo_11543	OFUSG06477.1
bflo_17727	OFUSG01243.1
bflo_15599	OFUSG07068.1
bflo_11270	OFUSG08205.1
bflo_17603	OFUSG01815.1
bflo_24619	OFUSG12655.1
bflo_23434	OFUSG10908.1
bflo_23816	OFUSG10017.1
bflo_23179	OFUSG10555.1
bflo_14162	OFUSG11032.1
bflo_13375	OFUSG22813.1
bflo_10172	OFUSG19358.1
bflo_13074	OFUSG20468.1
bflo_14433	OFUSG03680.1
bflo_05785	OFUSG08560.1
bflo_12176	OFUSG06885.1
bflo_13174	OFUSG22790.1
bflo_23788	OFUSG10395.1
bflo_24467	OFUSG23626.1
bflo_07399	OFUSG04433.1
bflo_25853	OFUSG04754.1
bflo_07315	OFUSG10345.1
bflo_19120	OFUSG17137.1
bflo_14837	OFUSG02209.1
bflo_17256	OFUSG01081.1
bflo_23863	OFUSG17823.1
bflo_20079	OFUSG14937.1
bflo_02073	OFUSG24570.1
bflo_25552	OFUSG13252.1
bflo_03608	OFUSG08787.1
bflo_08485	OFUSG04432.1
bflo_10098	OFUSG18707.1
bflo_25097	OFUSG09022.1
bflo_10539	OFUSG06863.1
bflo_05172	OFUSG16139.1
bflo_00970	OFUSG21447.1
bflo_13511	OFUSG04814.1
bflo_14794	OFUSG02443.1
bflo_15826	OFUSG08348.1
bflo_16405	OFUSG11752.1
bflo_11391	OFUSG18771.1
bflo_13946	OFUSG04753.1
bflo_06894	OFUSG12661.1
bflo_15790	OFUSG23254.1
bflo_13335	OFUSG20693.1
bflo_14838	OFUSG06332.1
bflo_19759	OFUSG16901.1
bflo_10934	OFUSG05460.1
bflo_18433	OFUSG00447.1
bflo_20133	OFUSG15033.1
bflo_24725	OFUSG13248.1
bflo_19968	OFUSG11718.1
bflo_26284	OFUSG23558.1
bflo_20787	OFUSG22210.1
bflo_13178	OFUSG04755.1
bflo_24277	OFUSG16930.1
bflo_06353	OFUSG09255.1
bflo_03393	OFUSG00598.1
bflo_23157	OFUSG10968.1
bflo_05696	OFUSG09803.1
bflo_09498	OFUSG06865.1
bflo_20584	OFUSG15696.1
bflo_14052	OFUSG15155.1
bflo_24555	OFUSG23318.1
bflo_22092	OFUSG13858.1
bflo_02959	OFUSG04370.1
bflo_20544	OFUSG22258.1
bflo_23264	OFUSG10887.1
bflo_23105	OFUSG17817.1
bflo_18751	OFUSG03887.1
bflo_20989	OFUSG22162.1
bflo_19108	OFUSG16757.1
bflo_15554	OFUSG24646.1
bflo_15631	OFUSG07330.1
bflo_25081	OFUSG12779.1
bflo_24490	OFUSG23372.1
bflo_04735	OFUSG12624.1
bflo_22601	OFUSG01139.1
bflo_20274	OFUSG14931.1
bflo_00982	OFUSG21345.1
bflo_21013	OFUSG25114.1
bflo_17488	OFUSG03005.1
bflo_18942	OFUSG16147.1
bflo_12740	OFUSG25157.1
bflo_24979	OFUSG13105.1
bflo_26321	OFUSG12985.1
bflo_11246	OFUSG06945.1
bflo_18382	OFUSG01902.1
bflo_06496	OFUSG12826.1
bflo_01195	OFUSG05573.1
bflo_05713	OFUSG21961.1
bflo_19767	OFUSG03931.1
bflo_06967	OFUSG24454.1
bflo_16079	OFUSG21846.1
bflo_02342	OFUSG03582.1
bflo_16901	OFUSG17668.1
bflo_23021	OFUSG10074.1
bflo_03945	OFUSG02204.1
bflo_11912	OFUSG06739.1
bflo_05394	OFUSG09737.1
bflo_15690	OFUSG11463.1
bflo_13077	OFUSG17504.1
bflo_06087	OFUSG08444.1
bflo_05938	OFUSG13310.1
bflo_12557	OFUSG20692.1
bflo_04798	OFUSG26486.1
bflo_14232	OFUSG11369.1
bflo_21649	OFUSG24687.1
bflo_02469	OFUSG16157.1
bflo_20549	OFUSG24194.1
bflo_10681	OFUSG19350.1
bflo_03244	OFUSG00174.1
bflo_12063	OFUSG05656.1
bflo_25518	OFUSG09275.1
bflo_18878	OFUSG24359.1
bflo_00435	OFUSG12613.1
bflo_25706	OFUSG13239.1
bflo_09299	OFUSG06073.1
bflo_13185	OFUSG05285.1
bflo_25105	OFUSG07990.1
bflo_24417	OFUSG21555.1
bflo_25355	OFUSG13130.1
bflo_21043	OFUSG22265.1
bflo_23360	OFUSG12444.1
bflo_25300	OFUSG13468.1
bflo_16567	OFUSG07980.1
bflo_23144	OFUSG18299.1
bflo_07220	OFUSG18153.1
bflo_20395	OFUSG15405.1
bflo_25665	OFUSG23511.1
bflo_12127	OFUSG06169.1
bflo_17519	OFUSG01568.1
bflo_16793	OFUSG08101.1
bflo_02103	OFUSG15985.1
bflo_26326	OFUSG23529.1
bflo_19466	OFUSG04256.1
bflo_06204	OFUSG09784.1
bflo_14538	OFUSG03075.1
bflo_13157	OFUSG20930.1
bflo_22363	OFUSG09885.1
bflo_18567	OFUSG11407.1
bflo_25197	OFUSG12956.1
bflo_04295	OFUSG09806.1
bflo_13835	OFUSG05264.1
bflo_06302	OFUSG00470.1
bflo_00866	OFUSG12540.1
bflo_17736	OFUSG25088.1
bflo_07626	OFUSG21949.1
bflo_06858	OFUSG13061.1
bflo_13952	OFUSG11767.1
bflo_10469	OFUSG25496.1
bflo_06601	OFUSG26832.1
bflo_06025	OFUSG08812.1
bflo_05783	OFUSG19633.1
bflo_05873	OFUSG11160.1
bflo_15478	OFUSG02685.1
bflo_04844	OFUSG11494.1
bflo_18269	OFUSG00689.1
bflo_20429	OFUSG24099.1
bflo_05777	OFUSG03376.1
bflo_03906	OFUSG00911.1
bflo_09671	OFUSG19195.1
bflo_18027	OFUSG00049.1
bflo_09494	OFUSG26102.1
bflo_26445	OFUSG21391.1
bflo_12416	OFUSG12177.1
bflo_08478	OFUSG16024.1
bflo_06695	OFUSG12183.1
bflo_06925	OFUSG10671.1
bflo_13964	OFUSG05395.1
bflo_24641	OFUSG17508.1
bflo_13467	OFUSG25553.1
bflo_18054	OFUSG01921.1
bflo_12658	OFUSG05305.1
bflo_04455	OFUSG21013.1
bflo_00950	OFUSG12805.1
bflo_04077	OFUSG00772.1
bflo_17593	OFUSG01030.1
bflo_20452	OFUSG14860.1
bflo_11404	OFUSG06884.1
bflo_23263	OFUSG26684.1
bflo_04448	OFUSG01336.1
bflo_06641	OFUSG09256.1
bflo_09936	OFUSG07908.1
bflo_09841	OFUSG24662.1
bflo_08767	OFUSG06713.1
bflo_23907	OFUSG10479.1
bflo_13092	OFUSG04767.1
bflo_25506	OFUSG17327.1
bflo_07339	OFUSG03358.1
bflo_01082	OFUSG13580.1
bflo_07744	OFUSG04278.1
bflo_23737	OFUSG18534.1
bflo_22971	OFUSG17975.1
bflo_20888	OFUSG10821.1
bflo_16706	OFUSG07473.1
bflo_11100	OFUSG06308.1
bflo_03899	OFUSG01116.1
bflo_18694	OFUSG03935.1
bflo_21727	OFUSG11976.1
bflo_10551	OFUSG05768.1
bflo_01729	OFUSG20253.1
bflo_16395	OFUSG25699.1
bflo_24503	OFUSG12929.1
bflo_15903	OFUSG15215.1
bflo_12108	OFUSG18811.1
bflo_14387	OFUSG03370.1
bflo_20672	OFUSG11788.1
bflo_06625	OFUSG20037.1
bflo_12608	OFUSG05639.1
bflo_00397	OFUSG20180.1
bflo_13949	OFUSG10175.1
bflo_12655	OFUSG20255.1
bflo_14368	OFUSG03819.1
bflo_06061	OFUSG08674.1
bflo_19269	OFUSG12270.1
bflo_20155	OFUSG12050.1
bflo_06070	OFUSG09631.1
bflo_08322	OFUSG23488.1
bflo_13625	OFUSG00237.1
bflo_13001	OFUSG05239.1
bflo_10943	OFUSG03641.1
bflo_18097	OFUSG18703.1
bflo_01564	OFUSG17087.1
bflo_11509	OFUSG25060.1
bflo_08992	OFUSG25067.1
bflo_00812	OFUSG20199.1
bflo_11937	OFUSG05614.1
bflo_14876	OFUSG21893.1
bflo_12950	OFUSG07868.1
bflo_01987	OFUSG12898.1
bflo_05647	OFUSG09341.1
bflo_05289	OFUSG24932.1
bflo_05851	OFUSG08718.1
bflo_16309	OFUSG11240.1
bflo_15118	OFUSG03229.1
bflo_21049	OFUSG22426.1
bflo_25713	OFUSG13748.1
bflo_09791	OFUSG06610.1
bflo_01433	OFUSG26283.1
bflo_03828	OFUSG01221.1
bflo_24177	OFUSG26285.1
bflo_00413	OFUSG23694.1
bflo_09605	OFUSG09320.1
bflo_12604	OFUSG20598.1
bflo_02625	OFUSG15924.1
bflo_08846	OFUSG07742.1
bflo_19040	OFUSG13091.1
bflo_05577	OFUSG19673.1
bflo_23252	OFUSG11134.1
bflo_00424	OFUSG26039.1
bflo_06076	OFUSG08452.1
bflo_01649	OFUSG26781.1
bflo_12400	OFUSG21915.1
bflo_00968	OFUSG21215.1
bflo_22312	OFUSG07395.1
bflo_11182	OFUSG06148.1
bflo_01498	OFUSG16968.1
bflo_25320	OFUSG26545.1
bflo_15566	OFUSG07324.1
bflo_11902	OFUSG06593.1
bflo_19220	OFUSG04735.1
bflo_08227	OFUSG11354.1
bflo_08494	OFUSG04204.1
