AENJA_23461	BRALA00047
AENJA_19825	BRALA12975
AENJA_19826	BRALA09798
AENJA_19829	BRALA22949
AENJA_19832	BRALA23650
AENJA_20083	BRALA10123
AENJA_20429	BRALA17038
AENJA_20436	BRALA15363
AENJA_20498	BRALA01446
AENJA_20594	BRALA04691
AENJA_20659	BRALA00803
AENJA_20890	BRALA16275
AENJA_21007	BRALA25279
AENJA_21049	BRALA32115
AENJA_21089	BRALA04240
AENJA_21303	BRALA19999
AENJA_21375	BRALA17437
AENJA_21409	BRALA17146
AENJA_21675	BRALA06722
AENJA_21723	BRALA29967
AENJA_21751	BRALA14961
AENJA_21772	BRALA18050
AENJA_21819	BRALA11156
AENJA_22165	BRALA17957
AENJA_22302	BRALA25617
AENJA_22684	BRALA08342
AENJA_22726	BRALA22691
AENJA_22820	BRALA20572
AENJA_22885	BRALA18648
AENJA_23028	BRALA19759
AENJA_23161	BRALA23004
AENJA_23378	BRALA01237
AENJA_23568	BRALA13421
AENJA_23581	BRALA15769
AENJA_23635	BRALA27474
AENJA_24302	BRALA00288
AENJA_24308	BRALA04403
AENJA_24361	BRALA27464
AENJA_24363	BRALA15297
AENJA_24469	BRALA20793
AENJA_24649	BRALA01544
AENJA_24825	BRALA09605
AENJA_24826	BRALA13846
AENJA_25007	BRALA07941
AENJA_25014	BRALA01589
AENJA_25069	BRALA16723
AENJA_25134	BRALA10025
AENJA_25183	BRALA14595
AENJA_25250	BRALA00922
AENJA_25343	BRALA22930
AENJA_25363	BRALA18546
AENJA_25491	BRALA14968
AENJA_25582	BRALA14239
AENJA_25613	BRALA14352
AENJA_25762	BRALA20040
AENJA_26211	BRALA18700
AENJA_26373	BRALA26948
AENJA_26504	BRALA22622
AENJA_26509	BRALA30790
AENJA_26726	BRALA22244
AENJA_00004	BRALA16141
AENJA_00124	BRALA22910
AENJA_00139	BRALA13592
AENJA_00324	BRALA15601
AENJA_00397	BRALA03894
AENJA_00931	BRALA15786
AENJA_00979	BRALA14805
AENJA_01044	BRALA01128
AENJA_01593	BRALA01249
AENJA_01812	BRALA29199
AENJA_05982	BRALA31699
AENJA_02217	BRALA12516
AENJA_02257	BRALA09231
AENJA_02284	BRALA05179
AENJA_02432	BRALA12188
AENJA_02569	BRALA27876
AENJA_02688	BRALA26812
AENJA_02740	BRALA06361
AENJA_02756	BRALA05677
AENJA_02792	BRALA08923
AENJA_02816	BRALA24356
AENJA_02862	BRALA09361
AENJA_02931	BRALA15590
AENJA_03209	BRALA08055
AENJA_03339	BRALA33921
AENJA_03431	BRALA19380
AENJA_03475	BRALA28210
AENJA_03747	BRALA06735
AENJA_03836	BRALA05887
AENJA_03954	BRALA03132
AENJA_03983	BRALA21233
AENJA_04105	BRALA02935
AENJA_04148	BRALA17074
AENJA_04367	BRALA10694
AENJA_04369	BRALA03986
AENJA_04494	BRALA13069
AENJA_04574	BRALA28383
AENJA_04647	BRALA14038
AENJA_04686	BRALA27287
AENJA_04963	BRALA08130
AENJA_05104	BRALA32134
AENJA_05122	BRALA14327
AENJA_05241	BRALA05988
AENJA_05277	BRALA29356
AENJA_05325	BRALA35494
AENJA_05768	BRALA20888
AENJA_05894	BRALA10433
AENJA_06139	BRALA24702
AENJA_24540	BRALA26846
AENJA_06549	BRALA16631
AENJA_06656	BRALA18245
AENJA_06780	BRALA13547
AENJA_06818	BRALA13420
AENJA_06900	BRALA16163
AENJA_06960	BRALA14738
AENJA_07023	BRALA03154
AENJA_07134	BRALA06343
AENJA_07205	BRALA12100
AENJA_07462	BRALA25600
AENJA_07724	BRALA18712
AENJA_07941	BRALA30460
AENJA_08327	BRALA14246
AENJA_08730	BRALA25943
AENJA_08744	BRALA30607
AENJA_08756	BRALA18705
AENJA_08801	BRALA02099
AENJA_08839	BRALA23677
AENJA_08960	BRALA02660
AENJA_08963	BRALA10192
AENJA_09011	BRALA17838
AENJA_09089	BRALA24424
AENJA_09249	BRALA25248
AENJA_09485	BRALA07020
AENJA_09661	BRALA14778
AENJA_09700	BRALA06364
AENJA_09717	BRALA00217
AENJA_09848	BRALA35566
AENJA_10075	BRALA19998
AENJA_10138	BRALA00412
AENJA_10363	BRALA25647
AENJA_10365	BRALA17388
AENJA_10512	BRALA08494
AENJA_10652	BRALA12442
AENJA_10766	BRALA10063
AENJA_10793	BRALA13539
AENJA_19744	BRALA05705
AENJA_10957	BRALA08293
AENJA_10959	BRALA08059
AENJA_10977	BRALA05325
AENJA_11206	BRALA31025
AENJA_11272	BRALA00971
AENJA_11301	BRALA07746
AENJA_11422	BRALA09020
AENJA_11425	BRALA14953
AENJA_11627	BRALA11443
AENJA_11631	BRALA20327
AENJA_11675	BRALA16176
AENJA_11711	BRALA18990
AENJA_11779	BRALA21288
AENJA_11839	BRALA03029
AENJA_11927	BRALA13639
AENJA_12106	BRALA24434
AENJA_12373	BRALA28437
AENJA_12457	BRALA13126
AENJA_12498	BRALA16494
AENJA_12505	BRALA18815
AENJA_12739	BRALA25387
AENJA_12898	BRALA15131
AENJA_12902	BRALA24094
AENJA_13027	BRALA05214
AENJA_13187	BRALA20644
AENJA_13202	BRALA11138
AENJA_13207	BRALA28883
AENJA_13312	BRALA00840
AENJA_13338	BRALA12036
AENJA_13363	BRALA06410
AENJA_13626	BRALA03114
AENJA_13692	BRALA01278
AENJA_14225	BRALA14407
AENJA_14239	BRALA06164
AENJA_14395	BRALA12586
AENJA_14648	BRALA19511
AENJA_14745	BRALA16422
AENJA_15171	BRALA12682
AENJA_15366	BRALA33876
AENJA_15368	BRALA15019
AENJA_15439	BRALA16019
AENJA_15440	BRALA16018
AENJA_15452	BRALA25283
AENJA_15681	BRALA07828
AENJA_15771	BRALA24506
AENJA_15882	BRALA14117
AENJA_16065	BRALA00794
AENJA_16254	BRALA11329
AENJA_16466	BRALA22926
AENJA_16596	BRALA28685
AENJA_20071	BRALA07233
AENJA_16935	BRALA32702
AENJA_16980	BRALA05649
AENJA_17772	BRALA31055
AENJA_17845	BRALA06360
AENJA_17849	BRALA19512
AENJA_17864	BRALA18724
AENJA_18085	BRALA13862
AENJA_18355	BRALA14474
AENJA_19005	BRALA17344
AENJA_19078	BRALA18805
AENJA_19346	BRALA00289
AENJA_19654	BRALA02285
AENJA_19687	BRALA19496
AENJA_19773	BRALA07083
AENJA_19801	BRALA04652
AENJA_19860	BRALA11467
AENJA_20434	BRALA15364
AENJA_20556	BRALA25793
AENJA_20655	BRALA00948
AENJA_20689	BRALA28425
AENJA_20813	BRALA08462
AENJA_20821	BRALA34871
AENJA_20884	BRALA24916
AENJA_20930	BRALA01881
AENJA_21306	BRALA03186
AENJA_21381	BRALA30877
AENJA_21528	BRALA19075
AENJA_21651	BRALA30585
AENJA_21726	BRALA02538
AENJA_21828	BRALA23733
AENJA_21979	BRALA10347
AENJA_22032	BRALA01396
AENJA_22067	BRALA00936
AENJA_22258	BRALA25784
AENJA_22264	BRALA31050
AENJA_22556	BRALA04774
AENJA_22661	BRALA34987
AENJA_22699	BRALA29322
AENJA_22881	BRALA04313
AENJA_23214	BRALA29159
AENJA_23296	BRALA00749
AENJA_23384	BRALA03355
AENJA_23719	BRALA15060
AENJA_23755	BRALA14480
AENJA_23962	BRALA13792
AENJA_23966	BRALA07629
AENJA_24225	BRALA05145
AENJA_24292	BRALA20995
AENJA_24685	BRALA07242
AENJA_24748	BRALA23042
AENJA_24812	BRALA27468
AENJA_24944	BRALA28931
AENJA_25120	BRALA05483
AENJA_25192	BRALA14638
AENJA_25331	BRALA17403
AENJA_25922	BRALA12117
AENJA_26049	BRALA07730
AENJA_26107	BRALA29818
AENJA_26187	BRALA09759
AENJA_26237	BRALA27933
AENJA_26511	BRALA34455
AENJA_26703	BRALA27579
AENJA_26715	BRALA07064
AENJA_26719	BRALA04764
AENJA_26773	BRALA11633
AENJA_26807	BRALA18534
AENJA_00047	BRALA17102
AENJA_00226	BRALA23625
AENJA_00380	BRALA09264
AENJA_00432	BRALA17088
AENJA_00505	BRALA22913
AENJA_00571	BRALA11876
AENJA_01019	BRALA06678
AENJA_01059	BRALA11294
AENJA_01095	BRALA12415
AENJA_01198	BRALA01388
AENJA_01322	BRALA03796
AENJA_01443	BRALA00378
AENJA_01698	BRALA14989
AENJA_01841	BRALA05995
AENJA_02054	BRALA06275
AENJA_02165	BRALA01092
AENJA_02214	BRALA03223
AENJA_02267	BRALA03083
AENJA_02353	BRALA22620
AENJA_02354	BRALA22619
AENJA_02368	BRALA18781
AENJA_02689	BRALA13610
AENJA_02817	BRALA10955
AENJA_03149	BRALA02328
AENJA_03386	BRALA18987
AENJA_03409	BRALA21884
AENJA_03470	BRALA31856
AENJA_03762	BRALA15804
AENJA_03833	BRALA05330
AENJA_03944	BRALA12768
AENJA_04295	BRALA09011
AENJA_04665	BRALA22998
AENJA_04777	BRALA05808
AENJA_04962	BRALA22740
AENJA_05160	BRALA14609
AENJA_05194	BRALA05804
AENJA_05278	BRALA34085
AENJA_05484	BRALA28977
AENJA_05650	BRALA03596
AENJA_05652	BRALA03646
AENJA_06211	BRALA15707
AENJA_06285	BRALA03855
AENJA_06871	BRALA13545
AENJA_07280	BRALA21368
AENJA_07676	BRALA24158
AENJA_07683	BRALA28662
AENJA_07698	BRALA07390
AENJA_07744	BRALA16886
AENJA_08154	BRALA25057
AENJA_08417	BRALA08919
AENJA_08420	BRALA13660
AENJA_08655	BRALA02699
AENJA_08664	BRALA01387
AENJA_08929	BRALA28227
AENJA_09241	BRALA02507
AENJA_09749	BRALA00241
AENJA_10005	BRALA24102
AENJA_10023	BRALA14328
AENJA_10163	BRALA33820
AENJA_10256	BRALA23722
AENJA_10276	BRALA16373
AENJA_10282	BRALA09676
AENJA_10298	BRALA33167
AENJA_10341	BRALA11935
AENJA_10464	BRALA15303
AENJA_10480	BRALA27732
AENJA_12064	BRALA11310
AENJA_10564	BRALA19316
AENJA_10773	BRALA24716
AENJA_10946	BRALA27552
AENJA_11083	BRALA16387
AENJA_11196	BRALA14645
AENJA_11323	BRALA03746
AENJA_11330	BRALA23469
AENJA_11496	BRALA03570
AENJA_11514	BRALA27367
AENJA_11622	BRALA07296
AENJA_11693	BRALA07457
AENJA_11787	BRALA07253
AENJA_11895	BRALA06346
AENJA_12365	BRALA20549
AENJA_12489	BRALA26267
AENJA_12919	BRALA35435
AENJA_12952	BRALA26633
AENJA_13006	BRALA16601
AENJA_13421	BRALA24156
AENJA_13485	BRALA23855
AENJA_13789	BRALA04558
AENJA_13836	BRALA25250
AENJA_13921	BRALA13007
AENJA_14019	BRALA21010
AENJA_14142	BRALA04067
AENJA_14167	BRALA30419
AENJA_14241	BRALA21710
AENJA_14256	BRALA14454
AENJA_14298	BRALA19211
AENJA_14420	BRALA24223
AENJA_14436	BRALA18986
AENJA_14512	BRALA00050
AENJA_14607	BRALA07350
AENJA_14796	BRALA15824
AENJA_15418	BRALA22357
AENJA_15592	BRALA21943
AENJA_15656	BRALA06924
AENJA_15798	BRALA28869
AENJA_15888	BRALA08687
AENJA_15914	BRALA21003
AENJA_16033	BRALA21819
AENJA_16470	BRALA03408
AENJA_16479	BRALA03106
AENJA_16519	BRALA25605
AENJA_16743	BRALA11518
AENJA_16976	BRALA10960
AENJA_17060	BRALA05301
AENJA_17384	BRALA19368
AENJA_17393	BRALA27663
AENJA_17580	BRALA18839
AENJA_17729	BRALA01795
AENJA_17929	BRALA28913
AENJA_18237	BRALA11275
AENJA_18288	BRALA05195
AENJA_18335	BRALA16524
AENJA_18434	BRALA31450
AENJA_18844	BRALA01384
AENJA_19022	BRALA18940
AENJA_19185	BRALA01225
AENJA_19310	BRALA33971
AENJA_19359	BRALA16189
AENJA_19363	BRALA23820
AENJA_19398	BRALA01279
AENJA_19613	BRALA22886
AENJA_19709	BRALA15251
AENJA_19933	BRALA28225
AENJA_20025	BRALA10072
AENJA_20050	BRALA03356
AENJA_20064	BRALA05585
AENJA_20330	BRALA05304
AENJA_21034	BRALA25273
AENJA_21313	BRALA19625
AENJA_21314	BRALA19624
AENJA_21372	BRALA10426
AENJA_21605	BRALA26856
AENJA_21609	BRALA17154
AENJA_21724	BRALA14256
AENJA_22036	BRALA01389
AENJA_22377	BRALA18122
AENJA_22486	BRALA29571
AENJA_22500	BRALA03653
AENJA_22584	BRALA06375
AENJA_22814	BRALA26160
AENJA_22832	BRALA12709
AENJA_22872	BRALA19369
AENJA_22873	BRALA27109
AENJA_22970	BRALA09357
AENJA_23000	BRALA05718
AENJA_23139	BRALA05293
AENJA_23230	BRALA27571
AENJA_23273	BRALA20173
AENJA_23473	BRALA09475
AENJA_23789	BRALA27108
AENJA_23971	BRALA28212
AENJA_24733	BRALA18715
AENJA_24750	BRALA18634
AENJA_24870	BRALA13990
AENJA_24900	BRALA12041
AENJA_24903	BRALA17552
AENJA_25558	BRALA01784
AENJA_25659	BRALA11441
AENJA_25815	BRALA02166
AENJA_25829	BRALA25717
AENJA_26163	BRALA27274
AENJA_26416	BRALA10744
AENJA_26599	BRALA13378
AENJA_26751	BRALA21286
AENJA_00151	BRALA26877
AENJA_00247	BRALA06532
AENJA_00261	BRALA14981
AENJA_00322	BRALA17110
AENJA_00437	BRALA01542
AENJA_00507	BRALA19669
AENJA_00566	BRALA21791
AENJA_00706	BRALA13535
AENJA_00713	BRALA22858
AENJA_01125	BRALA25041
AENJA_01458	BRALA28058
AENJA_01314	BRALA19732
AENJA_01377	BRALA19972
AENJA_01654	BRALA34955
AENJA_05381	BRALA03099
AENJA_01727	BRALA16966
AENJA_01753	BRALA03325
AENJA_02051	BRALA02478
AENJA_02342	BRALA00291
AENJA_02345	BRALA12313
AENJA_02595	BRALA09697
AENJA_02784	BRALA22264
AENJA_02811	BRALA12704
AENJA_03083	BRALA20491
AENJA_03128	BRALA22638
AENJA_03147	BRALA16696
AENJA_03272	BRALA01333
AENJA_03467	BRALA08955
AENJA_03606	BRALA03873
AENJA_03801	BRALA02646
AENJA_03832	BRALA22901
AENJA_04228	BRALA21953
AENJA_04332	BRALA23934
AENJA_04554	BRALA21915
AENJA_04818	BRALA27601
AENJA_04832	BRALA04663
AENJA_04939	BRALA00144
AENJA_05279	BRALA29357
AENJA_05489	BRALA22277
AENJA_05510	BRALA16558
AENJA_05563	BRALA10642
AENJA_05678	BRALA21738
AENJA_23496	BRALA01197
AENJA_06266	BRALA26967
AENJA_06717	BRALA06725
AENJA_07054	BRALA06401
AENJA_07217	BRALA04442
AENJA_07308	BRALA21749
AENJA_07425	BRALA05303
AENJA_07816	BRALA05659
AENJA_07915	BRALA19533
AENJA_08075	BRALA18923
AENJA_08318	BRALA05720
AENJA_08715	BRALA26783
AENJA_08860	BRALA06549
AENJA_08865	BRALA13131
AENJA_09030	BRALA01087
AENJA_09318	BRALA15926
AENJA_09685	BRALA21295
AENJA_10051	BRALA14202
AENJA_10225	BRALA08299
AENJA_10340	BRALA09512
AENJA_10379	BRALA07239
AENJA_10830	BRALA03214
AENJA_10859	BRALA12460
AENJA_11287	BRALA30161
AENJA_11379	BRALA25978
AENJA_11555	BRALA27572
AENJA_11624	BRALA22191
AENJA_18597	BRALA06927
AENJA_12234	BRALA09129
AENJA_12523	BRALA16665
AENJA_12599	BRALA06623
AENJA_12792	BRALA09632
AENJA_13113	BRALA05438
AENJA_13236	BRALA19538
AENJA_13422	BRALA06060
AENJA_13516	BRALA05135
AENJA_13549	BRALA18635
AENJA_13677	BRALA03592
AENJA_13712	BRALA20521
AENJA_13764	BRALA23684
AENJA_14093	BRALA15634
AENJA_14642	BRALA17211
AENJA_14739	BRALA28380
AENJA_14792	BRALA15822
AENJA_14835	BRALA27130
AENJA_14875	BRALA07357
AENJA_14929	BRALA30758
AENJA_14935	BRALA05506
AENJA_15451	BRALA06316
AENJA_15525	BRALA01545
AENJA_15598	BRALA25111
AENJA_15742	BRALA21166
AENJA_15949	BRALA14999
AENJA_16003	BRALA07301
AENJA_16038	BRALA30757
AENJA_16210	BRALA01503
AENJA_16424	BRALA16319
AENJA_16682	BRALA11170
AENJA_16697	BRALA13459
AENJA_16974	BRALA00052
AENJA_17581	BRALA35286
AENJA_18132	BRALA15327
AENJA_18630	BRALA01614
AENJA_18655	BRALA11778
AENJA_19162	BRALA03153
AENJA_19218	BRALA00416
AENJA_19488	BRALA12449
AENJA_20241	BRALA17625
AENJA_20688	BRALA28424
AENJA_20740	BRALA05347
AENJA_20858	BRALA06514
AENJA_21000	BRALA15223
AENJA_21398	BRALA27848
AENJA_21562	BRALA09180
AENJA_21571	BRALA18953
AENJA_21612	BRALA12095
AENJA_21692	BRALA09187
AENJA_21768	BRALA01759
AENJA_21844	BRALA11716
AENJA_21983	BRALA29465
AENJA_22298	BRALA16954
AENJA_22503	BRALA26405
AENJA_22565	BRALA22865
AENJA_22996	BRALA15119
AENJA_23295	BRALA05254
AENJA_23324	BRALA21954
AENJA_23380	BRALA07291
AENJA_23402	BRALA18765
AENJA_23533	BRALA18358
AENJA_23838	BRALA28413
AENJA_24721	BRALA16942
AENJA_24761	BRALA15878
AENJA_24893	BRALA25001
AENJA_24980	BRALA13669
AENJA_25100	BRALA08589
AENJA_25170	BRALA03257
AENJA_25191	BRALA15693
AENJA_25219	BRALA28836
AENJA_25324	BRALA24665
AENJA_25596	BRALA23988
AENJA_25872	BRALA29708
AENJA_25970	BRALA28845
AENJA_26607	BRALA14829
AENJA_26699	BRALA30103
AENJA_00317	BRALA17122
AENJA_01325	BRALA16861
AENJA_01357	BRALA03991
AENJA_01532	BRALA21784
AENJA_01852	BRALA20062
AENJA_01880	BRALA06023
AENJA_01948	BRALA18220
AENJA_02352	BRALA28821
AENJA_02373	BRALA05477
AENJA_02474	BRALA22956
AENJA_02643	BRALA22497
AENJA_03020	BRALA06238
AENJA_03031	BRALA06408
AENJA_03211	BRALA11793
AENJA_03408	BRALA03267
AENJA_03415	BRALA16415
AENJA_03483	BRALA22730
AENJA_03538	BRALA19108
AENJA_03573	BRALA08069
AENJA_03715	BRALA14669
AENJA_03787	BRALA09327
AENJA_03931	BRALA02656
AENJA_04035	BRALA28895
AENJA_04312	BRALA34426
AENJA_04401	BRALA31720
AENJA_04854	BRALA06578
AENJA_05077	BRALA05497
AENJA_05551	BRALA09019
AENJA_05577	BRALA07954
AENJA_05620	BRALA15105
AENJA_05646	BRALA17929
AENJA_05677	BRALA09089
AENJA_05722	BRALA09191
AENJA_05732	BRALA28312
AENJA_05790	BRALA28205
AENJA_05897	BRALA10429
AENJA_05910	BRALA23605
AENJA_06048	BRALA04540
AENJA_06106	BRALA34550
AENJA_06670	BRALA05292
AENJA_06779	BRALA22870
AENJA_06866	BRALA07938
AENJA_06985	BRALA09548
AENJA_07477	BRALA16363
AENJA_07508	BRALA18783
AENJA_07942	BRALA20264
AENJA_08183	BRALA25076
AENJA_08319	BRALA06162
AENJA_08403	BRALA22506
AENJA_08568	BRALA13760
AENJA_08627	BRALA22417
AENJA_08637	BRALA08123
AENJA_08652	BRALA02776
AENJA_08668	BRALA30316
AENJA_08758	BRALA08405
AENJA_13356	BRALA16480
AENJA_09216	BRALA28040
AENJA_09330	BRALA03654
AENJA_09331	BRALA18372
AENJA_09342	BRALA21257
AENJA_09398	BRALA13152
AENJA_09453	BRALA16559
AENJA_09471	BRALA05439
AENJA_09504	BRALA17358
AENJA_09593	BRALA28211
AENJA_09854	BRALA23402
AENJA_09971	BRALA28148
AENJA_10024	BRALA05426
AENJA_10162	BRALA11926
AENJA_10248	BRALA00732
AENJA_10286	BRALA17761
AENJA_10651	BRALA21994
AENJA_10917	BRALA05446
AENJA_10991	BRALA32558
AENJA_10998	BRALA06389
AENJA_11346	BRALA17573
AENJA_11713	BRALA16279
AENJA_11913	BRALA13383
AENJA_12037	BRALA03422
AENJA_12089	BRALA08665
AENJA_12113	BRALA00329
AENJA_12144	BRALA03675
AENJA_12441	BRALA16291
AENJA_12536	BRALA20895
AENJA_12570	BRALA31258
AENJA_12858	BRALA04867
AENJA_13011	BRALA26874
AENJA_13121	BRALA22670
AENJA_13239	BRALA14664
AENJA_13375	BRALA26152
AENJA_13879	BRALA16716
AENJA_13915	BRALA13109
AENJA_14054	BRALA07442
AENJA_14783	BRALA19545
AENJA_14785	BRALA10037
AENJA_15090	BRALA29154
AENJA_15382	BRALA12203
AENJA_15588	BRALA28417
AENJA_15744	BRALA10239
AENJA_15788	BRALA18892
AENJA_15866	BRALA28850
AENJA_16020	BRALA14806
AENJA_16127	BRALA12008
AENJA_16317	BRALA15204
AENJA_16512	BRALA29844
AENJA_16988	BRALA14313
AENJA_16992	BRALA10047
AENJA_17118	BRALA05150
AENJA_17129	BRALA15357
AENJA_17300	BRALA25417
AENJA_17786	BRALA01559
AENJA_17825	BRALA09633
AENJA_18514	BRALA24420
AENJA_18557	BRALA22028
AENJA_18563	BRALA10295
AENJA_18634	BRALA09206
AENJA_18699	BRALA04347
AENJA_18767	BRALA10836
AENJA_18947	BRALA07053
AENJA_19233	BRALA02881
AENJA_19677	BRALA15925
AENJA_19686	BRALA06366
AENJA_19747	BRALA02173
AENJA_19927	BRALA08491
AENJA_19936	BRALA20086
AENJA_20829	BRALA31283
AENJA_21156	BRALA18497
AENJA_21304	BRALA33771
AENJA_21540	BRALA21258
AENJA_21933	BRALA16691
AENJA_23223	BRALA09903
AENJA_23252	BRALA14255
AENJA_23984	BRALA11399
AENJA_24205	BRALA30620
AENJA_24359	BRALA24474
AENJA_24428	BRALA02447
AENJA_25266	BRALA09241
AENJA_25580	BRALA07328
AENJA_25875	BRALA00143
AENJA_25898	BRALA00924
AENJA_26202	BRALA34490
AENJA_26241	BRALA03358
AENJA_26631	BRALA01056
AENJA_26702	BRALA27580
AENJA_26785	BRALA22482
AENJA_00318	BRALA15057
AENJA_00544	BRALA05523
AENJA_00753	BRALA02964
AENJA_00836	BRALA15101
AENJA_01000	BRALA15921
AENJA_23531	BRALA11973
AENJA_01960	BRALA31571
AENJA_03570	BRALA01004
AENJA_03625	BRALA16647
AENJA_03759	BRALA01940
AENJA_04298	BRALA09012
AENJA_04370	BRALA03989
AENJA_04571	BRALA28388
AENJA_04666	BRALA28209
AENJA_05019	BRALA27649
AENJA_05023	BRALA22563
AENJA_05486	BRALA31052
AENJA_05568	BRALA07940
AENJA_05622	BRALA02918
AENJA_05813	BRALA16597
AENJA_06054	BRALA04550
AENJA_06389	BRALA17943
AENJA_06390	BRALA17948
AENJA_06435	BRALA20223
AENJA_06697	BRALA05481
AENJA_07554	BRALA03273
AENJA_08032	BRALA03353
AENJA_08099	BRALA16626
AENJA_08760	BRALA03028
AENJA_09242	BRALA02508
AENJA_09341	BRALA00268
AENJA_09842	BRALA01988
AENJA_09967	BRALA28153
AENJA_10384	BRALA29273
AENJA_10798	BRALA21746
AENJA_10865	BRALA11541
AENJA_11178	BRALA12037
AENJA_11204	BRALA21939
AENJA_11295	BRALA19309
AENJA_11526	BRALA09463
AENJA_11798	BRALA11419
AENJA_11846	BRALA18250
AENJA_12355	BRALA06350
AENJA_12374	BRALA03455
AENJA_12437	BRALA15115
AENJA_12554	BRALA06915
AENJA_12734	BRALA03652
AENJA_12791	BRALA10200
AENJA_13578	BRALA17930
AENJA_13917	BRALA10465
AENJA_14580	BRALA12750
AENJA_14290	BRALA27378
AENJA_14308	BRALA15014
AENJA_14483	BRALA18436
AENJA_14585	BRALA28147
AENJA_14825	BRALA19312
AENJA_14880	BRALA09201
AENJA_15095	BRALA28968
AENJA_15227	BRALA28701
AENJA_15360	BRALA15150
AENJA_15422	BRALA22361
AENJA_16193	BRALA20388
AENJA_16318	BRALA34147
AENJA_16664	BRALA30099
AENJA_16683	BRALA19507
AENJA_16741	BRALA11490
AENJA_16811	BRALA09692
AENJA_16928	BRALA27393
AENJA_17846	BRALA13094
AENJA_17913	BRALA21675
AENJA_17945	BRALA10116
AENJA_17949	BRALA21312
AENJA_18131	BRALA15326
AENJA_18225	BRALA11854
AENJA_19004	BRALA15315
AENJA_19147	BRALA23442
AENJA_19257	BRALA09482
AENJA_20017	BRALA03092
AENJA_20206	BRALA10665
AENJA_20222	BRALA16482
AENJA_20379	BRALA03065
AENJA_20823	BRALA19975
AENJA_20874	BRALA11795
AENJA_20919	BRALA15875
AENJA_20932	BRALA21752
AENJA_21695	BRALA09185
AENJA_22194	BRALA22271
AENJA_22521	BRALA22279
AENJA_23071	BRALA18519
AENJA_23399	BRALA15802
AENJA_23413	BRALA04155
AENJA_23500	BRALA29796
AENJA_23515	BRALA16491
AENJA_23577	BRALA29471
AENJA_24043	BRALA28732
AENJA_24368	BRALA19720
AENJA_24833	BRALA16311
AENJA_26189	BRALA27600
AENJA_26274	BRALA09658
AENJA_26543	BRALA22634
AENJA_00095	BRALA02594
AENJA_00351	BRALA19426
AENJA_01013	BRALA14035
AENJA_01196	BRALA21759
AENJA_01556	BRALA10887
AENJA_13847	BRALA06448
AENJA_01760	BRALA00158
AENJA_01947	BRALA13488
AENJA_02095	BRALA09777
AENJA_02618	BRALA28302
AENJA_02681	BRALA29707
AENJA_02760	BRALA21472
AENJA_02765	BRALA34139
AENJA_02940	BRALA13753
AENJA_02986	BRALA17416
AENJA_03283	BRALA24780
AENJA_03320	BRALA28545
AENJA_03639	BRALA00992
AENJA_04147	BRALA21787
AENJA_04275	BRALA20053
AENJA_04682	BRALA20266
AENJA_05562	BRALA04071
AENJA_05592	BRALA25531
AENJA_05734	BRALA31199
AENJA_06016	BRALA10765
AENJA_06113	BRALA14918
AENJA_06124	BRALA18668
AENJA_06238	BRALA31717
AENJA_06407	BRALA12044
AENJA_06725	BRALA13112
AENJA_06815	BRALA13316
AENJA_06865	BRALA07794
AENJA_07194	BRALA06332
AENJA_08241	BRALA25429
AENJA_08631	BRALA21997
AENJA_08728	BRALA23463
AENJA_08776	BRALA13478
AENJA_09134	BRALA13552
AENJA_09454	BRALA23356
AENJA_10295	BRALA30147
AENJA_11288	BRALA19308
AENJA_11337	BRALA06559
AENJA_11424	BRALA14958
AENJA_11564	BRALA02996
AENJA_11861	BRALA05017
AENJA_11907	BRALA06277
AENJA_12062	BRALA04831
AENJA_12118	BRALA04028
AENJA_12451	BRALA23986
AENJA_12892	BRALA13348
AENJA_12899	BRALA01773
AENJA_12987	BRALA13701
AENJA_12998	BRALA24617
AENJA_13420	BRALA17709
AENJA_13576	BRALA22701
AENJA_13926	BRALA03104
AENJA_14009	BRALA16713
AENJA_14013	BRALA10898
AENJA_14159	BRALA03082
AENJA_14223	BRALA29479
AENJA_15154	BRALA24430
AENJA_15357	BRALA21485
AENJA_16073	BRALA11452
AENJA_17015	BRALA19593
AENJA_17082	BRALA02652
AENJA_17229	BRALA13489
AENJA_18000	BRALA08584
AENJA_18088	BRALA33386
AENJA_18102	BRALA26576
AENJA_18107	BRALA26569
AENJA_18272	BRALA25613
AENJA_18513	BRALA27875
AENJA_18626	BRALA16223
AENJA_19211	BRALA04060
AENJA_19679	BRALA11155
AENJA_20147	BRALA24152
AENJA_20500	BRALA08064
AENJA_20547	BRALA05136
AENJA_21167	BRALA14660
AENJA_21340	BRALA03931
AENJA_21368	BRALA06180
AENJA_21403	BRALA09412
AENJA_21532	BRALA06508
AENJA_21634	BRALA12367
AENJA_21661	BRALA27062
AENJA_22131	BRALA17730
AENJA_22404	BRALA00293
AENJA_23206	BRALA20889
AENJA_23297	BRALA01153
AENJA_24806	BRALA21419
AENJA_24831	BRALA11439
AENJA_25102	BRALA08588
AENJA_25240	BRALA24688
AENJA_26069	BRALA19863
AENJA_26177	BRALA03211
AENJA_26287	BRALA06370
AENJA_26382	BRALA04295
AENJA_26512	BRALA31034
AENJA_26637	BRALA20056
AENJA_00709	BRALA31022
AENJA_00790	BRALA09452
AENJA_00923	BRALA19613
AENJA_01448	BRALA22478
AENJA_01879	BRALA06022
AENJA_02448	BRALA18713
