STRPU_22262	AENJA_23461
STRPU_20653	AENJA_18427
STRPU_04442	AENJA_09249
STRPU_10302	AENJA_09485
STRPU_06881	AENJA_09604
STRPU_14564	AENJA_09661
STRPU_22522	AENJA_09700
STRPU_22241	AENJA_09717
STRPU_14587	AENJA_09848
STRPU_25301	AENJA_10075
STRPU_22260	AENJA_10138
STRPU_23252	AENJA_10363
STRPU_27057	AENJA_10512
STRPU_25482	AENJA_10652
STRPU_03316	AENJA_10766
STRPU_27148	AENJA_10793
STRPU_05741	AENJA_10957
STRPU_05709	AENJA_10959
STRPU_27137	AENJA_11206
STRPU_18783	AENJA_11272
STRPU_12825	AENJA_11301
STRPU_14791	AENJA_11425
STRPU_09928	AENJA_11627
STRPU_21524	AENJA_11631
STRPU_13813	AENJA_11675
STRPU_10340	AENJA_11711
STRPU_17205	AENJA_11754
STRPU_07617	AENJA_11779
STRPU_20182	AENJA_11839
STRPU_21812	AENJA_12106
STRPU_26202	AENJA_12373
STRPU_08535	AENJA_12457
STRPU_22220	AENJA_12498
STRPU_17717	AENJA_12505
STRPU_20146	AENJA_12902
STRPU_19911	AENJA_13187
STRPU_15363	AENJA_13207
STRPU_18506	AENJA_13312
STRPU_21854	AENJA_13338
STRPU_08491	AENJA_13363
STRPU_25330	AENJA_13626
STRPU_19337	AENJA_13692
STRPU_20171	AENJA_13960
STRPU_17778	AENJA_14225
STRPU_06112	AENJA_14239
STRPU_09636	AENJA_14745
STRPU_12023	AENJA_15171
STRPU_15404	AENJA_15366
STRPU_15405	AENJA_15368
STRPU_24473	AENJA_15439
STRPU_24311	AENJA_15440
STRPU_08354	AENJA_15452
STRPU_22952	AENJA_15681
STRPU_17752	AENJA_15771
STRPU_18143	AENJA_16065
STRPU_25101	AENJA_16254
STRPU_08298	AENJA_16935
STRPU_24065	AENJA_17319
STRPU_20498	AENJA_17772
STRPU_08374	AENJA_17849
STRPU_05795	AENJA_17864
STRPU_03074	AENJA_17973
STRPU_09854	AENJA_18085
STRPU_18054	AENJA_19078
STRPU_23142	AENJA_19346
STRPU_22239	AENJA_19654
STRPU_08100	AENJA_19687
STRPU_25116	AENJA_19773
STRPU_24997	AENJA_19801
STRPU_10305	AENJA_19860
STRPU_05955	AENJA_20029
STRPU_24469	AENJA_20396
STRPU_23267	AENJA_20434
STRPU_24817	AENJA_20556
STRPU_18182	AENJA_20655
STRPU_26731	AENJA_20813
STRPU_17417	AENJA_20821
STRPU_14393	AENJA_20884
STRPU_25291	AENJA_21306
STRPU_09686	AENJA_21528
STRPU_05729	AENJA_21651
STRPU_08036	AENJA_21726
STRPU_06713	AENJA_21740
STRPU_16892	AENJA_21828
STRPU_26729	AENJA_22032
STRPU_21588	AENJA_22264
STRPU_21382	AENJA_22317
STRPU_25018	AENJA_22556
STRPU_12572	AENJA_22661
STRPU_14595	AENJA_22699
STRPU_26510	AENJA_23010
STRPU_25367	AENJA_23384
STRPU_26679	AENJA_23719
STRPU_13248	AENJA_23755
STRPU_03201	AENJA_23962
STRPU_19093	AENJA_24225
STRPU_16441	AENJA_24292
STRPU_08775	AENJA_24748
STRPU_09560	AENJA_24812
STRPU_10921	AENJA_25120
STRPU_26428	AENJA_25192
STRPU_21383	AENJA_25331
STRPU_04093	AENJA_25437
STRPU_14724	AENJA_25922
STRPU_04869	AENJA_26049
STRPU_21564	AENJA_26107
STRPU_24889	AENJA_26187
STRPU_09776	AENJA_26237
STRPU_20454	AENJA_26511
STRPU_10208	AENJA_26529
STRPU_25133	AENJA_26715
STRPU_25155	AENJA_26719
STRPU_06101	AENJA_26773
STRPU_07477	AENJA_26807
STRPU_23581	AENJA_00047
STRPU_10217	AENJA_00226
STRPU_23321	AENJA_00380
STRPU_08054	AENJA_00432
STRPU_12918	AENJA_00505
STRPU_05858	AENJA_00571
STRPU_24089	AENJA_01019
STRPU_27227	AENJA_01198
STRPU_26820	AENJA_01322
STRPU_16840	AENJA_01698
STRPU_05871	AENJA_01726
STRPU_06011	AENJA_01841
STRPU_04895	AENJA_02054
STRPU_18498	AENJA_02165
STRPU_25672	AENJA_02214
STRPU_25514	AENJA_02267
STRPU_20480	AENJA_02354
STRPU_11445	AENJA_02368
STRPU_07591	AENJA_02633
STRPU_06155	AENJA_02689
STRPU_22670	AENJA_02817
STRPU_20758	AENJA_03132
STRPU_19078	AENJA_03179
STRPU_22841	AENJA_03386
STRPU_07311	AENJA_03409
STRPU_11082	AENJA_03762
STRPU_17762	AENJA_03833
STRPU_23712	AENJA_03944
STRPU_17423	AENJA_04295
STRPU_17981	AENJA_04665
STRPU_06813	AENJA_04777
STRPU_04985	AENJA_04962
STRPU_26798	AENJA_05160
STRPU_06644	AENJA_05194
STRPU_17252	AENJA_05278
STRPU_21185	AENJA_05484
STRPU_20702	AENJA_05650
STRPU_04820	AENJA_05652
STRPU_05465	AENJA_12145
STRPU_04817	AENJA_06285
STRPU_26951	AENJA_06871
STRPU_27406	AENJA_07028
STRPU_22026	AENJA_07087
STRPU_24615	AENJA_07280
STRPU_08498	AENJA_07676
STRPU_05885	AENJA_07683
STRPU_13787	AENJA_07698
STRPU_25029	AENJA_07744
STRPU_17007	AENJA_08417
STRPU_16780	AENJA_08420
STRPU_19601	AENJA_08655
STRPU_21076	AENJA_08664
STRPU_21932	AENJA_08743
STRPU_22735	AENJA_08929
STRPU_11676	AENJA_09241
STRPU_17693	AENJA_09640
STRPU_26049	AENJA_10005
STRPU_10655	AENJA_10023
STRPU_21243	AENJA_10163
STRPU_09994	AENJA_10276
STRPU_10331	AENJA_10282
STRPU_09239	AENJA_10298
STRPU_20524	AENJA_10341
STRPU_14387	AENJA_10381
STRPU_23356	AENJA_10464
STRPU_07110	AENJA_10480
STRPU_24947	AENJA_12064
STRPU_17130	AENJA_10564
STRPU_20960	AENJA_10687
STRPU_07164	AENJA_10689
STRPU_20181	AENJA_10773
STRPU_19821	AENJA_10946
STRPU_10417	AENJA_11083
STRPU_26557	AENJA_11196
STRPU_20671	AENJA_11323
STRPU_25432	AENJA_11496
STRPU_08938	AENJA_11514
STRPU_13812	AENJA_11595
STRPU_14907	AENJA_11622
STRPU_09461	AENJA_11693
STRPU_08445	AENJA_11895
STRPU_26080	AENJA_12365
STRPU_27322	AENJA_12489
STRPU_15422	AENJA_12952
STRPU_26351	AENJA_13006
STRPU_15499	AENJA_13417
STRPU_04278	AENJA_13780
STRPU_24663	AENJA_13789
STRPU_04695	AENJA_13836
STRPU_13276	AENJA_14019
STRPU_22031	AENJA_14142
STRPU_13904	AENJA_14256
STRPU_15268	AENJA_14420
STRPU_18371	AENJA_14436
STRPU_21970	AENJA_14512
STRPU_10661	AENJA_14796
STRPU_09464	AENJA_15418
STRPU_27029	AENJA_15592
STRPU_24016	AENJA_15656
STRPU_24974	AENJA_15747
STRPU_20289	AENJA_15798
STRPU_05337	AENJA_16033
STRPU_25886	AENJA_16470
STRPU_09831	AENJA_16743
STRPU_22633	AENJA_16976
STRPU_19011	AENJA_17060
STRPU_14336	AENJA_17384
STRPU_15391	AENJA_17393
STRPU_03929	AENJA_17519
STRPU_03741	AENJA_17729
STRPU_21247	AENJA_17929
STRPU_13726	AENJA_17975
STRPU_23575	AENJA_18288
STRPU_25603	AENJA_18335
STRPU_22396	AENJA_19022
STRPU_19182	AENJA_19185
STRPU_10275	AENJA_19310
STRPU_06635	AENJA_19359
STRPU_00174	AENJA_19363
STRPU_10555	AENJA_19398
STRPU_12547	AENJA_19613
STRPU_21181	AENJA_19709
STRPU_22297	AENJA_19933
STRPU_20396	AENJA_20025
STRPU_07851	AENJA_20050
STRPU_18521	AENJA_20330
STRPU_27386	AENJA_20732
STRPU_26091	AENJA_21015
STRPU_09268	AENJA_21034
STRPU_10899	AENJA_21313
STRPU_08985	AENJA_21372
STRPU_14804	AENJA_21605
STRPU_23888	AENJA_21609
STRPU_06020	AENJA_21724
STRPU_06714	AENJA_21739
STRPU_26802	AENJA_22036
STRPU_13722	AENJA_22377
STRPU_21386	AENJA_22486
STRPU_20710	AENJA_22495
STRPU_08382	AENJA_22584
STRPU_21038	AENJA_22814
STRPU_21930	AENJA_22832
STRPU_14402	AENJA_22872
STRPU_14189	AENJA_22873
STRPU_07083	AENJA_23000
STRPU_15148	AENJA_23126
STRPU_14546	AENJA_23230
STRPU_19188	AENJA_23273
STRPU_27124	AENJA_23473
STRPU_14188	AENJA_23789
STRPU_03729	AENJA_23971
STRPU_22231	AENJA_24305
STRPU_05914	AENJA_24733
STRPU_08682	AENJA_24750
STRPU_08198	AENJA_24870
STRPU_20812	AENJA_24900
STRPU_07109	AENJA_24903
STRPU_02864	AENJA_25156
STRPU_09639	AENJA_25659
STRPU_01217	AENJA_25815
STRPU_23899	AENJA_25829
STRPU_03731	AENJA_26163
STRPU_22426	AENJA_26416
STRPU_04174	AENJA_26751
STRPU_22130	AENJA_26766
STRPU_24934	AENJA_00085
STRPU_15412	AENJA_00261
STRPU_07165	AENJA_00437
STRPU_18067	AENJA_00507
STRPU_05212	AENJA_00555
STRPU_14375	AENJA_00566
STRPU_26347	AENJA_00706
STRPU_26448	AENJA_00713
STRPU_26419	AENJA_00993
STRPU_22375	AENJA_01458
STRPU_26184	AENJA_01377
STRPU_05870	AENJA_01727
STRPU_24833	AENJA_01753
STRPU_11844	AENJA_02051
STRPU_23987	AENJA_02342
STRPU_17390	AENJA_02345
STRPU_20783	AENJA_02784
STRPU_23539	AENJA_02811
STRPU_21856	AENJA_03128
STRPU_07421	AENJA_03147
STRPU_17782	AENJA_03467
STRPU_05221	AENJA_03606
STRPU_12944	AENJA_03832
STRPU_08214	AENJA_04228
STRPU_14560	AENJA_04332
STRPU_25923	AENJA_04818
STRPU_10228	AENJA_04939
STRPU_21208	AENJA_05489
STRPU_23999	AENJA_05678
STRPU_05230	AENJA_06266
STRPU_08331	AENJA_06717
STRPU_08251	AENJA_07054
STRPU_23496	AENJA_07217
STRPU_18693	AENJA_07425
STRPU_10774	AENJA_07816
STRPU_24401	AENJA_07915
STRPU_26053	AENJA_08033
STRPU_22392	AENJA_08075
STRPU_06486	AENJA_08318
STRPU_08167	AENJA_08860
STRPU_05418	AENJA_09318
STRPU_21051	AENJA_09355
STRPU_14544	AENJA_09685
STRPU_21626	AENJA_10038
STRPU_06805	AENJA_10051
STRPU_04501	AENJA_10225
STRPU_27161	AENJA_10340
STRPU_25244	AENJA_10859
STRPU_21578	AENJA_10934
STRPU_27350	AENJA_11203
STRPU_21302	AENJA_11379
STRPU_26083	AENJA_11500
STRPU_14493	AENJA_11555
STRPU_14219	AENJA_11624
STRPU_07107	AENJA_12523
STRPU_04410	AENJA_12599
STRPU_25364	AENJA_13236
STRPU_09006	AENJA_13549
STRPU_21986	AENJA_13677
STRPU_23173	AENJA_13712
STRPU_26699	AENJA_14093
STRPU_22417	AENJA_14642
STRPU_09880	AENJA_14739
STRPU_10623	AENJA_14792
STRPU_20510	AENJA_14835
STRPU_09009	AENJA_15451
STRPU_07788	AENJA_15525
STRPU_00198	AENJA_15598
STRPU_24551	AENJA_15742
STRPU_15046	AENJA_15949
STRPU_15321	AENJA_16003
STRPU_05008	AENJA_16038
STRPU_08424	AENJA_16682
STRPU_23474	AENJA_16974
STRPU_14997	AENJA_17386
STRPU_17738	AENJA_17581
STRPU_23915	AENJA_18132
STRPU_04958	AENJA_18655
STRPU_25925	AENJA_19162
STRPU_23375	AENJA_19218
STRPU_26252	AENJA_19488
STRPU_24493	AENJA_19880
STRPU_25277	AENJA_20241
STRPU_15388	AENJA_20688
STRPU_08564	AENJA_20858
STRPU_21075	AENJA_21000
STRPU_12802	AENJA_21398
STRPU_22383	AENJA_21571
STRPU_23986	AENJA_21612
STRPU_13507	AENJA_21692
STRPU_03014	AENJA_21768
STRPU_11516	AENJA_21856
STRPU_08064	AENJA_21931
STRPU_24838	AENJA_21983
STRPU_25371	AENJA_22298
STRPU_12835	AENJA_22503
STRPU_26862	AENJA_22565
STRPU_05085	AENJA_23036
STRPU_18561	AENJA_23295
STRPU_07316	AENJA_23324
STRPU_18691	AENJA_23380
STRPU_10971	AENJA_23402
STRPU_19495	AENJA_23533
STRPU_15529	AENJA_23838
STRPU_05647	AENJA_24721
STRPU_24685	AENJA_24761
STRPU_21507	AENJA_24893
STRPU_16025	AENJA_24980
STRPU_10602	AENJA_25100
STRPU_11728	AENJA_25141
STRPU_25423	AENJA_25170
STRPU_24719	AENJA_25191
STRPU_20792	AENJA_25219
STRPU_21019	AENJA_25324
STRPU_22984	AENJA_25493
STRPU_10021	AENJA_25596
STRPU_22236	AENJA_25872
STRPU_20687	AENJA_25970
STRPU_13719	AENJA_26607
STRPU_12736	AENJA_26787
STRPU_26395	AENJA_00317
STRPU_05240	AENJA_01001
STRPU_22376	AENJA_01208
STRPU_17834	AENJA_01325
STRPU_04749	AENJA_01357
STRPU_26185	AENJA_01376
STRPU_23576	AENJA_01852
STRPU_06066	AENJA_01880
STRPU_26400	AENJA_01948
STRPU_21908	AENJA_17139
STRPU_17840	AENJA_02352
STRPU_05690	AENJA_02474
STRPU_21481	AENJA_02643
STRPU_08322	AENJA_03020
STRPU_08830	AENJA_03031
STRPU_04988	AENJA_03211
STRPU_09459	AENJA_03415
STRPU_05864	AENJA_03483
STRPU_26047	AENJA_03538
STRPU_04941	AENJA_03573
STRPU_26816	AENJA_03715
STRPU_22094	AENJA_03787
STRPU_19496	AENJA_03931
STRPU_26192	AENJA_04035
STRPU_06639	AENJA_04401
STRPU_22078	AENJA_05577
STRPU_25394	AENJA_05620
STRPU_04714	AENJA_05646
STRPU_21347	AENJA_05722
STRPU_08801	AENJA_05897
STRPU_14717	AENJA_05910
STRPU_24678	AENJA_06048
STRPU_14875	AENJA_06106
STRPU_18754	AENJA_06670
STRPU_26602	AENJA_06779
STRPU_23045	AENJA_06866
STRPU_26447	AENJA_06985
STRPU_10288	AENJA_07477
STRPU_27154	AENJA_07508
STRPU_09311	AENJA_08183
STRPU_06487	AENJA_08319
STRPU_20943	AENJA_08403
STRPU_24361	AENJA_08568
STRPU_25766	AENJA_08627
STRPU_05899	AENJA_08637
STRPU_19539	AENJA_08652
STRPU_21353	AENJA_08668
STRPU_27244	AENJA_08758
STRPU_23499	AENJA_09054
STRPU_26018	AENJA_13356
STRPU_23302	AENJA_09216
STRPU_22864	AENJA_09330
STRPU_23379	AENJA_09331
STRPU_22100	AENJA_09398
STRPU_12792	AENJA_09453
STRPU_11363	AENJA_09471
STRPU_23528	AENJA_09504
STRPU_17151	AENJA_09593
STRPU_23572	AENJA_09753
STRPU_11820	AENJA_09854
STRPU_06804	AENJA_10050
STRPU_20708	AENJA_10162
STRPU_18517	AENJA_10248
STRPU_14385	AENJA_10286
STRPU_25884	AENJA_10649
STRPU_25481	AENJA_10651
STRPU_10665	AENJA_10917
STRPU_23998	AENJA_10942
STRPU_08559	AENJA_10998
STRPU_26389	AENJA_11346
STRPU_27384	AENJA_11450
STRPU_10355	AENJA_11713
STRPU_15507	AENJA_11913
STRPU_14567	AENJA_12037
STRPU_10445	AENJA_12089
STRPU_21979	AENJA_12113
STRPU_04816	AENJA_12144
STRPU_10433	AENJA_12441
STRPU_20774	AENJA_12536
STRPU_06126	AENJA_12570
STRPU_24911	AENJA_12858
STRPU_14474	AENJA_13011
STRPU_27303	AENJA_13239
STRPU_21084	AENJA_13375
STRPU_13492	AENJA_14054
STRPU_14415	AENJA_14416
STRPU_13342	AENJA_14601
STRPU_20156	AENJA_14785
STRPU_10660	AENJA_14790
STRPU_11093	AENJA_17446
STRPU_06817	AENJA_15382
STRPU_24796	AENJA_15744
STRPU_20125	AENJA_15788
STRPU_05804	AENJA_15866
STRPU_20578	AENJA_16127
STRPU_20359	AENJA_16992
STRPU_18525	AENJA_17118
STRPU_23707	AENJA_17129
STRPU_08070	AENJA_17786
STRPU_24301	AENJA_17825
STRPU_11747	AENJA_18345
STRPU_20751	AENJA_18514
STRPU_24543	AENJA_18563
STRPU_13781	AENJA_18634
STRPU_22028	AENJA_18699
STRPU_21445	AENJA_18767
STRPU_25038	AENJA_18947
STRPU_20322	AENJA_19233
STRPU_05495	AENJA_19677
STRPU_08341	AENJA_19686
STRPU_26393	AENJA_19927
STRPU_23329	AENJA_19936
STRPU_26363	AENJA_20279
STRPU_21625	AENJA_20829
STRPU_27377	AENJA_21156
STRPU_25317	AENJA_21304
STRPU_07674	AENJA_21350
STRPU_26028	AENJA_21540
STRPU_07167	AENJA_21933
STRPU_20468	AENJA_22641
STRPU_09334	AENJA_23223
STRPU_04677	AENJA_23708
STRPU_25002	AENJA_23984
STRPU_14528	AENJA_24036
STRPU_22866	AENJA_24205
STRPU_10307	AENJA_24359
STRPU_11652	AENJA_24428
STRPU_23293	AENJA_25266
STRPU_03467	AENJA_25448
STRPU_22091	AENJA_25875
STRPU_15386	AENJA_26281
STRPU_19149	AENJA_26631
STRPU_21467	AENJA_26785
STRPU_26599	AENJA_00318
STRPU_19586	AENJA_00753
STRPU_05238	AENJA_01000
STRPU_20906	AENJA_01225
STRPU_22951	AENJA_02195
STRPU_14658	AENJA_03437
STRPU_19221	AENJA_03570
STRPU_04864	AENJA_04370
STRPU_06353	AENJA_04402
STRPU_22676	AENJA_04571
STRPU_17230	AENJA_04666
STRPU_12965	AENJA_05019
STRPU_12636	AENJA_05023
STRPU_22250	AENJA_09792
STRPU_21589	AENJA_05486
STRPU_22614	AENJA_05568
STRPU_27159	AENJA_05813
STRPU_25000	AENJA_06054
STRPU_04610	AENJA_06389
STRPU_04609	AENJA_06390
STRPU_25412	AENJA_06435
STRPU_10629	AENJA_06697
STRPU_15900	AENJA_07554
STRPU_18055	AENJA_07562
STRPU_07891	AENJA_08099
STRPU_26886	AENJA_08760
STRPU_11675	AENJA_09242
STRPU_23791	AENJA_09341
STRPU_14330	AENJA_09967
STRPU_14810	AENJA_10384
STRPU_27027	AENJA_10798
STRPU_02697	AENJA_11177
STRPU_21276	AENJA_11178
STRPU_27052	AENJA_11204
STRPU_25293	AENJA_11214
STRPU_17074	AENJA_11295
STRPU_14649	AENJA_11798
STRPU_12684	AENJA_11846
STRPU_09300	AENJA_12071
STRPU_25527	AENJA_12374
STRPU_07369	AENJA_12437
STRPU_24353	AENJA_12554
STRPU_12911	AENJA_12734
STRPU_24015	AENJA_12791
STRPU_26796	AENJA_13261
STRPU_08136	AENJA_13917
STRPU_08776	AENJA_14308
STRPU_20422	AENJA_14483
STRPU_13514	AENJA_14696
STRPU_17088	AENJA_14825
STRPU_13733	AENJA_14880
STRPU_05887	AENJA_15095
STRPU_08084	AENJA_15227
STRPU_09634	AENJA_15422
STRPU_21540	AENJA_16318
STRPU_25049	AENJA_16664
STRPU_08788	AENJA_16683
STRPU_10276	AENJA_16741
STRPU_26027	AENJA_16811
STRPU_20041	AENJA_16928
STRPU_08444	AENJA_17846
STRPU_20333	AENJA_17945
STRPU_19400	AENJA_17949
STRPU_22598	AENJA_18131
STRPU_04525	AENJA_18615
STRPU_23150	AENJA_19004
STRPU_20986	AENJA_19147
STRPU_27286	AENJA_19257
STRPU_12902	AENJA_20823
STRPU_05010	AENJA_20874
STRPU_05012	AENJA_20919
STRPU_26671	AENJA_20932
STRPU_14253	AENJA_21211
STRPU_13417	AENJA_21695
STRPU_21548	AENJA_22194
STRPU_11437	AENJA_23071
STRPU_10966	AENJA_23399
STRPU_22854	AENJA_23413
STRPU_17687	AENJA_23500
STRPU_12278	AENJA_23515
STRPU_25902	AENJA_24043
STRPU_23699	AENJA_24368
STRPU_25488	AENJA_26189
STRPU_18038	AENJA_26201
STRPU_24268	AENJA_26274
STRPU_20706	AENJA_26508
STRPU_20786	AENJA_26543
STRPU_08681	AENJA_00248
STRPU_24386	AENJA_00351
STRPU_18381	AENJA_01013
STRPU_21819	AENJA_01556
STRPU_16849	AENJA_01760
STRPU_24969	AENJA_02095
STRPU_05440	AENJA_02618
STRPU_20561	AENJA_02760
STRPU_12800	AENJA_02882
STRPU_26797	AENJA_02933
STRPU_24671	AENJA_02940
STRPU_18552	AENJA_03639
STRPU_20337	AENJA_04147
STRPU_12679	AENJA_09108
STRPU_05853	AENJA_05734
STRPU_14529	AENJA_06113
STRPU_20418	AENJA_06238
STRPU_12218	AENJA_06718
STRPU_08536	AENJA_06725
STRPU_21216	AENJA_06815
STRPU_22199	AENJA_06865
STRPU_17255	AENJA_08241
STRPU_26070	AENJA_08631
STRPU_26496	AENJA_08776
STRPU_04275	AENJA_08992
STRPU_27134	AENJA_09134
STRPU_16565	AENJA_10295
STRPU_17770	AENJA_11288
STRPU_08833	AENJA_11337
STRPU_14792	AENJA_11424
STRPU_18705	AENJA_11861
STRPU_08935	AENJA_11907
STRPU_25128	AENJA_12062
STRPU_21974	AENJA_12118
STRPU_10370	AENJA_12451
STRPU_11455	AENJA_12665
STRPU_20636	AENJA_12892
STRPU_07313	AENJA_12899
STRPU_06386	AENJA_12987
STRPU_14337	AENJA_12998
STRPU_15423	AENJA_13420
STRPU_24536	AENJA_13576
STRPU_26071	AENJA_13926
STRPU_23622	AENJA_14038
STRPU_04159	AENJA_14223
STRPU_20994	AENJA_15154
STRPU_21178	AENJA_15357
STRPU_09887	AENJA_17082
STRPU_15322	AENJA_17385
STRPU_09855	AENJA_18088
STRPU_26149	AENJA_18102
STRPU_25594	AENJA_18107
STRPU_08297	AENJA_18272
STRPU_22978	AENJA_18513
STRPU_06833	AENJA_18626
STRPU_14599	AENJA_20147
STRPU_26432	AENJA_21167
STRPU_04867	AENJA_21340
STRPU_08151	AENJA_21368
STRPU_23583	AENJA_21403
STRPU_14314	AENJA_21532
STRPU_23617	AENJA_21696
STRPU_14831	AENJA_22131
STRPU_23289	AENJA_22404
STRPU_12982	AENJA_22472
STRPU_20769	AENJA_23206
STRPU_00684	AENJA_23297
STRPU_10390	AENJA_24831
STRPU_10603	AENJA_25102
STRPU_21088	AENJA_25240
STRPU_25486	AENJA_26177
STRPU_14328	AENJA_26287
STRPU_22440	AENJA_26382
STRPU_21041	AENJA_26512
STRPU_23945	AENJA_26637
STRPU_26346	AENJA_00478
STRPU_26657	AENJA_00709
STRPU_20583	AENJA_01448
STRPU_06067	AENJA_01879
STRPU_05671	AENJA_02448
STRPU_06140	AENJA_02462
STRPU_21475	AENJA_02632
STRPU_26023	AENJA_03049
STRPU_17603	AENJA_03997
STRPU_09011	AENJA_04246
STRPU_24723	AENJA_04676
STRPU_14373	AENJA_04891
STRPU_22918	AENJA_05140
STRPU_20325	AENJA_05231
STRPU_24372	AENJA_05554
STRPU_18036	AENJA_05666
STRPU_27349	AENJA_06924
STRPU_21791	AENJA_07353
STRPU_17976	AENJA_07563
STRPU_05115	AENJA_14394
STRPU_03743	AENJA_07819
STRPU_07890	AENJA_08096
STRPU_23332	AENJA_08640
STRPU_11508	AENJA_08785
STRPU_23092	AENJA_09701
STRPU_06044	AENJA_09751
STRPU_04113	AENJA_18387
STRPU_21918	AENJA_10494
STRPU_08940	AENJA_10589
STRPU_18524	AENJA_10663
STRPU_25217	AENJA_11278
STRPU_10916	AENJA_11395
STRPU_19366	AENJA_12330
STRPU_15379	AENJA_13016
STRPU_20607	AENJA_14046
STRPU_09825	AENJA_14439
STRPU_05951	AENJA_14962
STRPU_12933	AENJA_15766
STRPU_17775	AENJA_16716
STRPU_04814	AENJA_17136
STRPU_21627	AENJA_17419
STRPU_25601	AENJA_18343
STRPU_21223	AENJA_18409
STRPU_24283	AENJA_18565
STRPU_14382	AENJA_19409
STRPU_23350	AENJA_20078
STRPU_07168	AENJA_20495
STRPU_21366	AENJA_22202
STRPU_21381	AENJA_22318
STRPU_12537	AENJA_22466
STRPU_24961	AENJA_22554
STRPU_25868	AENJA_22821
STRPU_23160	AENJA_23489
STRPU_06095	AENJA_23888
STRPU_03440	AENJA_23967
STRPU_08038	AENJA_25034
STRPU_23294	AENJA_25267
STRPU_21775	AENJA_25333
STRPU_04151	AENJA_25481
STRPU_04452	AENJA_26546
STRPU_18158	AENJA_00714
STRPU_27247	AENJA_01434
STRPU_20775	AENJA_01604
STRPU_22422	AENJA_02197
STRPU_08134	AENJA_03026
STRPU_15753	AENJA_03460
STRPU_05758	AENJA_03632
STRPU_09063	AENJA_03879
STRPU_22922	AENJA_04791
STRPU_14384	AENJA_05903
STRPU_19356	AENJA_06095
STRPU_22844	AENJA_06596
STRPU_20611	AENJA_06933
STRPU_23104	AENJA_08074
STRPU_18515	AENJA_08124
STRPU_08010	AENJA_08590
STRPU_21917	AENJA_10493
STRPU_08941	AENJA_10588
STRPU_16504	AENJA_11108
STRPU_21477	AENJA_11458
STRPU_09882	AENJA_11718
STRPU_23605	AENJA_12191
STRPU_13508	AENJA_12934
STRPU_09317	AENJA_13127
STRPU_04055	AENJA_13532
STRPU_08218	AENJA_14662
STRPU_24018	AENJA_15655
STRPU_19487	AENJA_16921
STRPU_23892	AENJA_16973
STRPU_25379	AENJA_17151
STRPU_07889	AENJA_17602
STRPU_23039	AENJA_17719
STRPU_10338	AENJA_17916
STRPU_24017	AENJA_18156
STRPU_19731	AENJA_18691
STRPU_08959	AENJA_19124
STRPU_10031	AENJA_19282
STRPU_25365	AENJA_19511
STRPU_20072	AENJA_20045
STRPU_25276	AENJA_20112
STRPU_25725	AENJA_20628
STRPU_05817	AENJA_20869
STRPU_08626	AENJA_21373
STRPU_20221	AENJA_21395
STRPU_05426	AENJA_21468
STRPU_26077	AENJA_22117
STRPU_21601	AENJA_22251
STRPU_03730	AENJA_23021
STRPU_06429	AENJA_23053
STRPU_06443	AENJA_24316
STRPU_05854	AENJA_24541
STRPU_17290	AENJA_24582
STRPU_26841	AENJA_24702
STRPU_05455	AENJA_24732
STRPU_08684	AENJA_25286
STRPU_15089	AENJA_25543
STRPU_10435	AENJA_25819
STRPU_14482	AENJA_26341
STRPU_21271	AENJA_26737
STRPU_15500	AENJA_00306
STRPU_23174	AENJA_18394
STRPU_08094	AENJA_00968
STRPU_26348	AENJA_01428
STRPU_09241	AENJA_03025
STRPU_15339	AENJA_03394
STRPU_26352	AENJA_03711
STRPU_23710	AENJA_03785
STRPU_19578	AENJA_03799
STRPU_26360	AENJA_05088
STRPU_19069	AENJA_05783
STRPU_02790	AENJA_26160
STRPU_14877	AENJA_06562
STRPU_05393	AENJA_08399
STRPU_18993	AENJA_08707
STRPU_23755	AENJA_08772
STRPU_21966	AENJA_09115
STRPU_16476	AENJA_09686
STRPU_22242	AENJA_09719
STRPU_06108	AENJA_10103
STRPU_06810	AENJA_10725
STRPU_00197	AENJA_11181
STRPU_21841	AENJA_12534
STRPU_12100	AENJA_12856
STRPU_05397	AENJA_20641
STRPU_25906	AENJA_13015
STRPU_23545	AENJA_13300
STRPU_27385	AENJA_13660
STRPU_05763	AENJA_13823
STRPU_24576	AENJA_14457
STRPU_24964	AENJA_14949
STRPU_17600	AENJA_15295
STRPU_25140	AENJA_15990
STRPU_21369	AENJA_17026
STRPU_24840	AENJA_17230
STRPU_25042	AENJA_18346
STRPU_23048	AENJA_18670
STRPU_15429	AENJA_19166
STRPU_03622	AENJA_20212
STRPU_10183	AENJA_21042
STRPU_13527	AENJA_21478
STRPU_05757	AENJA_21652
STRPU_04907	AENJA_22161
STRPU_08001	AENJA_23331
STRPU_21150	AENJA_23554
STRPU_21372	AENJA_24075
STRPU_06441	AENJA_24320
STRPU_21821	AENJA_25215
STRPU_04092	AENJA_00388
STRPU_04061	AENJA_14747
STRPU_09333	AENJA_02958
STRPU_26085	AENJA_03051
STRPU_25734	AENJA_07137
STRPU_23495	AENJA_03057
STRPU_20788	AENJA_03397
STRPU_10588	AENJA_03590
STRPU_04157	AENJA_05709
STRPU_09934	AENJA_05953
STRPU_22261	AENJA_06465
STRPU_25864	AENJA_07066
STRPU_08931	AENJA_07581
STRPU_08147	AENJA_07905
