BRALA00047	OFUSG13305.1
BRALA10192	OFUSG08079.1
BRALA17838	OFUSG23516.1
BRALA25248	OFUSG10938.1
BRALA07020	OFUSG12292.1
BRALA14778	OFUSG23871.1
BRALA00217	OFUSG23667.1
BRALA19998	OFUSG23180.1
BRALA00412	OFUSG17364.1
BRALA02332	OFUSG14831.1
BRALA25647	OFUSG25027.1
BRALA17388	OFUSG12168.1
BRALA08494	OFUSG09680.1
BRALA12442	OFUSG05437.1
BRALA10063	OFUSG25473.1
BRALA13539	OFUSG09488.1
BRALA08293	OFUSG02740.1
BRALA08059	OFUSG01952.1
BRALA05325	OFUSG13323.1
BRALA31025	OFUSG08778.1
BRALA00971	OFUSG17700.1
BRALA07746	OFUSG07565.1
BRALA09020	OFUSG16560.1
BRALA14953	OFUSG23988.1
BRALA11443	OFUSG05965.1
BRALA20327	OFUSG02717.1
BRALA16176	OFUSG16818.1
BRALA18990	OFUSG19004.1
BRALA03029	OFUSG25397.1
BRALA13639	OFUSG24752.1
BRALA24434	OFUSG25215.1
BRALA28437	OFUSG02808.1
BRALA13126	OFUSG11065.1
BRALA16494	OFUSG12635.1
BRALA25387	OFUSG26112.1
BRALA15131	OFUSG21256.1
BRALA05214	OFUSG17284.1
BRALA20644	OFUSG07228.1
BRALA11138	OFUSG18344.1
BRALA28883	OFUSG15504.1
BRALA13386	OFUSG12565.1
BRALA12036	OFUSG13494.1
BRALA06410	OFUSG10757.1
BRALA03114	OFUSG22886.1
BRALA01278	OFUSG13056.1
BRALA14407	OFUSG01818.1
BRALA06164	OFUSG14809.1
BRALA16422	OFUSG19277.1
BRALA12682	OFUSG23183.1
BRALA33876	OFUSG22414.1
BRALA06603	OFUSG18627.1
BRALA16019	OFUSG16878.1
BRALA16018	OFUSG16872.1
BRALA25283	OFUSG11037.1
BRALA07828	OFUSG04653.1
BRALA24506	OFUSG01834.1
BRALA14117	OFUSG16703.1
BRALA00794	OFUSG17401.1
BRALA11329	OFUSG04618.1
BRALA22926	OFUSG03058.1
BRALA28685	OFUSG22448.1
BRALA07233	OFUSG15358.1
BRALA32702	OFUSG18337.1
BRALA06360	OFUSG10921.1
BRALA18724	OFUSG05643.1
BRALA17344	OFUSG06469.1
BRALA00289	OFUSG17080.1
BRALA05560	OFUSG12825.1
BRALA02285	OFUSG00326.1
BRALA19496	OFUSG10491.1
BRALA07083	OFUSG04448.1
BRALA11467	OFUSG05591.1
BRALA15364	OFUSG06409.1
BRALA25793	OFUSG21002.1
BRALA00948	OFUSG26591.1
BRALA28425	OFUSG24141.1
BRALA08462	OFUSG08591.1
BRALA34871	OFUSG00336.1
BRALA24916	OFUSG15616.1
BRALA01881	OFUSG19692.1
BRALA03186	OFUSG20567.1
BRALA30877	OFUSG11749.1
BRALA19075	OFUSG04847.1
BRALA02538	OFUSG05211.1
BRALA23733	OFUSG01636.1
BRALA10347	OFUSG13703.1
BRALA01396	OFUSG09458.1
BRALA00936	OFUSG12861.1
BRALA25784	OFUSG11762.1
BRALA31050	OFUSG12178.1
BRALA04774	OFUSG24240.1
BRALA34987	OFUSG07010.1
BRALA10754	OFUSG16985.1
BRALA29322	OFUSG15455.1
BRALA29159	OFUSG19097.1
BRALA03355	OFUSG05247.1
BRALA15060	OFUSG09263.1
BRALA13792	OFUSG08713.1
BRALA07629	OFUSG08570.1
BRALA05145	OFUSG13432.1
BRALA07242	OFUSG13230.1
BRALA27468	OFUSG19354.1
BRALA28931	OFUSG22427.1
BRALA05483	OFUSG17340.1
BRALA14638	OFUSG23534.1
BRALA17403	OFUSG22016.1
BRALA12117	OFUSG22167.1
BRALA07730	OFUSG07538.1
BRALA29818	OFUSG12215.1
BRALA09759	OFUSG16873.1
BRALA34455	OFUSG25059.1
BRALA27579	OFUSG22266.1
BRALA07064	OFUSG04434.1
BRALA04764	OFUSG16736.1
BRALA11633	OFUSG10341.1
BRALA18534	OFUSG17266.1
BRALA22115	OFUSG11843.1
BRALA11287	OFUSG04669.1
BRALA02351	OFUSG00839.1
BRALA05826	OFUSG14763.1
BRALA06373	OFUSG11026.1
BRALA21570	OFUSG12077.1
BRALA10832	OFUSG11287.1
BRALA01191	OFUSG13309.1
BRALA26388	OFUSG13168.1
BRALA26098	OFUSG18747.1
BRALA09263	OFUSG19190.1
BRALA23390	OFUSG08057.1
BRALA11045	OFUSG06829.1
BRALA16478	OFUSG20874.1
BRALA12115	OFUSG14119.1
BRALA00802	OFUSG21392.1
BRALA03350	OFUSG05917.1
BRALA02975	OFUSG00537.1
BRALA16768	OFUSG18077.1
BRALA34575	OFUSG04541.1
BRALA12482	OFUSG04956.1
BRALA16228	OFUSG23786.1
BRALA17102	OFUSG16744.1
BRALA09264	OFUSG06940.1
BRALA17088	OFUSG15959.1
BRALA22913	OFUSG08373.1
BRALA11876	OFUSG03464.1
BRALA06678	OFUSG04404.1
BRALA12415	OFUSG17653.1
BRALA01388	OFUSG09058.1
BRALA03796	OFUSG19395.1
BRALA14989	OFUSG07837.1
BRALA05995	OFUSG14741.1
BRALA01092	OFUSG18659.1
BRALA03223	OFUSG05017.1
BRALA03083	OFUSG20886.1
BRALA22619	OFUSG11909.1
BRALA18781	OFUSG16917.1
BRALA13610	OFUSG14337.1
BRALA10955	OFUSG18726.1
BRALA02328	OFUSG13254.1
BRALA19107	OFUSG22780.1
BRALA18987	OFUSG06032.1
BRALA14633	OFUSG08967.1
BRALA31856	OFUSG01286.1
BRALA15804	OFUSG23637.1
BRALA05330	OFUSG23418.1
BRALA19897	OFUSG24746.1
BRALA09011	OFUSG00912.1
BRALA22998	OFUSG01065.1
BRALA05808	OFUSG24926.1
BRALA22740	OFUSG02826.1
BRALA14609	OFUSG08807.1
BRALA05804	OFUSG24713.1
BRALA00395	OFUSG17043.1
BRALA03596	OFUSG18364.1
BRALA03646	OFUSG11100.1
BRALA13282	OFUSG11941.1
BRALA03855	OFUSG10115.1
BRALA13545	OFUSG19648.1
BRALA21368	OFUSG16038.1
BRALA24158	OFUSG09967.1
BRALA07390	OFUSG12352.1
BRALA16886	OFUSG23402.1
BRALA25057	OFUSG11208.1
BRALA08919	OFUSG08401.1
BRALA13660	OFUSG03816.1
BRALA02699	OFUSG07124.1
BRALA01387	OFUSG12107.1
BRALA28227	OFUSG06312.1
BRALA02507	OFUSG00269.1
BRALA19665	OFUSG00831.1
BRALA00241	OFUSG26310.1
BRALA24102	OFUSG08033.1
BRALA23722	OFUSG08187.1
BRALA16373	OFUSG18907.1
BRALA09676	OFUSG22453.1
BRALA33167	OFUSG18592.1
BRALA11935	OFUSG12265.1
BRALA15303	OFUSG05619.1
BRALA11310	OFUSG16155.1
BRALA19316	OFUSG00619.1
BRALA16652	OFUSG13447.1
BRALA16387	OFUSG05979.1
BRALA31694	OFUSG10975.1
BRALA03746	OFUSG21664.1
BRALA23469	OFUSG11339.1
BRALA03570	OFUSG05228.1
BRALA07457	OFUSG05888.1
BRALA07253	OFUSG17394.1
BRALA06346	OFUSG10240.1
BRALA20549	OFUSG22930.1
BRALA26267	OFUSG23690.1
BRALA35435	OFUSG05710.1
BRALA26633	OFUSG15762.1
BRALA16601	OFUSG13946.1
BRALA24156	OFUSG22537.1
BRALA23855	OFUSG07854.1
BRALA06713	OFUSG10399.1
BRALA04558	OFUSG04621.1
BRALA13007	OFUSG11056.1
BRALA07684	OFUSG09514.1
BRALA30419	OFUSG00605.1
BRALA21710	OFUSG05858.1
BRALA14454	OFUSG15968.1
BRALA19211	OFUSG02938.1
BRALA18986	OFUSG21373.1
BRALA00050	OFUSG17544.1
BRALA07350	OFUSG24333.1
BRALA15824	OFUSG16153.1
BRALA22357	OFUSG06763.1
BRALA21943	OFUSG09667.1
BRALA06924	OFUSG04168.1
BRALA28869	OFUSG25697.1
BRALA21003	OFUSG04739.1
BRALA21819	OFUSG12092.1
BRALA03408	OFUSG11497.1
BRALA03106	OFUSG20248.1
BRALA11518	OFUSG19296.1
BRALA10960	OFUSG05630.1
BRALA05301	OFUSG13294.1
BRALA27663	OFUSG15042.1
BRALA18839	OFUSG00877.1
BRALA01795	OFUSG09084.1
BRALA28913	OFUSG04087.1
BRALA11275	OFUSG24314.1
BRALA05195	OFUSG07022.1
BRALA16524	OFUSG24033.1
BRALA18940	OFUSG06926.1
BRALA01225	OFUSG13242.1
BRALA33971	OFUSG19113.1
BRALA16189	OFUSG14080.1
BRALA10072	OFUSG09907.1
BRALA03356	OFUSG13141.1
BRALA05585	OFUSG23226.1
BRALA05304	OFUSG13188.1
BRALA19624	OFUSG23414.1
BRALA10426	OFUSG10116.1
BRALA26856	OFUSG15214.1
BRALA17154	OFUSG19373.1
BRALA14256	OFUSG14806.1
BRALA29374	OFUSG15554.1
BRALA18122	OFUSG16301.1
BRALA29571	OFUSG11825.1
BRALA03653	OFUSG18608.1
BRALA06375	OFUSG18356.1
BRALA20355	OFUSG06327.1
BRALA26160	OFUSG12053.1
BRALA19369	OFUSG15334.1
BRALA27109	OFUSG15126.1
BRALA09357	OFUSG10920.1
BRALA05718	OFUSG13381.1
BRALA05293	OFUSG17651.1
BRALA27571	OFUSG22344.1
BRALA09475	OFUSG08457.1
BRALA27108	OFUSG15128.1
BRALA28212	OFUSG09670.1
BRALA00336	OFUSG23487.1
BRALA18634	OFUSG10903.1
BRALA13990	OFUSG19089.1
BRALA12041	OFUSG11295.1
BRALA17552	OFUSG26380.1
BRALA01784	OFUSG26321.1
BRALA02166	OFUSG00154.1
BRALA25717	OFUSG18852.1
BRALA27274	OFUSG20077.1
BRALA10744	OFUSG21342.1
BRALA13378	OFUSG25358.1
BRALA21286	OFUSG10053.1
BRALA08675	OFUSG17687.1
BRALA30054	OFUSG15238.1
BRALA17117	OFUSG18984.1
BRALA04064	OFUSG04410.1
BRALA33633	OFUSG22681.1
BRALA12876	OFUSG21398.1
BRALA07914	OFUSG03916.1
BRALA34154	OFUSG19212.1
BRALA31696	OFUSG05546.1
BRALA00895	OFUSG17500.1
BRALA00326	OFUSG17797.1
BRALA12878	OFUSG23633.1
BRALA15126	OFUSG12949.1
BRALA03622	OFUSG18201.1
BRALA23992	OFUSG20821.1
BRALA11887	OFUSG02689.1
BRALA22766	OFUSG11939.1
BRALA03073	OFUSG23209.1
BRALA35633	OFUSG23211.1
BRALA29851	OFUSG01647.1
BRALA10639	OFUSG07414.1
BRALA12256	OFUSG00458.1
BRALA11551	OFUSG19527.1
BRALA14553	OFUSG16552.1
BRALA06976	OFUSG24344.1
BRALA26877	OFUSG23097.1
BRALA06532	OFUSG10845.1
BRALA17110	OFUSG08874.1
BRALA01542	OFUSG13452.1
BRALA19669	OFUSG01725.1
BRALA13535	OFUSG09330.1
BRALA22858	OFUSG08790.1
BRALA11425	OFUSG06688.1
BRALA25041	OFUSG09991.1
BRALA28058	OFUSG06063.1
BRALA19972	OFUSG22970.1
BRALA34955	OFUSG11751.1
BRALA03099	OFUSG20599.1
BRALA16966	OFUSG02704.1
BRALA03325	OFUSG12916.1
BRALA02478	OFUSG00544.1
BRALA00291	OFUSG17387.1
BRALA12313	OFUSG01074.1
BRALA09697	OFUSG21009.1
BRALA22264	OFUSG11802.1
BRALA12704	OFUSG05621.1
BRALA16696	OFUSG13492.1
BRALA08955	OFUSG00522.1
BRALA03873	OFUSG03153.1
BRALA02646	OFUSG25427.1
BRALA22901	OFUSG08410.1
BRALA21953	OFUSG17878.1
BRALA23934	OFUSG22612.1
BRALA21915	OFUSG20947.1
BRALA27601	OFUSG05438.1
BRALA04663	OFUSG15821.1
BRALA00144	OFUSG02876.1
BRALA22277	OFUSG11680.1
BRALA16558	OFUSG09627.1
BRALA10642	OFUSG17042.1
BRALA21738	OFUSG17138.1
BRALA01197	OFUSG17298.1
BRALA14330	OFUSG21435.1
BRALA26967	OFUSG02608.1
BRALA05382	OFUSG16928.1
BRALA06725	OFUSG10554.1
BRALA06401	OFUSG07497.1
BRALA04442	OFUSG04273.1
BRALA21749	OFUSG07892.1
BRALA05303	OFUSG21474.1
BRALA05659	OFUSG23680.1
BRALA19533	OFUSG13159.1
BRALA18923	OFUSG18662.1
BRALA05720	OFUSG24934.1
BRALA26783	OFUSG26469.1
BRALA06549	OFUSG11047.1
BRALA13131	OFUSG10084.1
BRALA01087	OFUSG23595.1
BRALA15926	OFUSG02899.1
BRALA29458	OFUSG25033.1
BRALA14202	OFUSG09870.1
BRALA08299	OFUSG16831.1
BRALA09512	OFUSG09300.1
BRALA07239	OFUSG24174.1
BRALA03214	OFUSG05086.1
BRALA12460	OFUSG20268.1
BRALA30161	OFUSG12464.1
BRALA25978	OFUSG00061.1
BRALA27572	OFUSG25545.1
BRALA22191	OFUSG14866.1
BRALA06927	OFUSG04732.1
BRALA09129	OFUSG16655.1
BRALA16665	OFUSG17338.1
BRALA06623	OFUSG10860.1
BRALA09632	OFUSG21031.1
BRALA05438	OFUSG16902.1
BRALA19538	OFUSG04859.1
BRALA06060	OFUSG13906.1
BRALA18635	OFUSG08327.1
BRALA03592	OFUSG03862.1
BRALA20521	OFUSG11017.1
BRALA23684	OFUSG24335.1
BRALA15634	OFUSG08993.1
BRALA17211	OFUSG10257.1
BRALA28380	OFUSG05742.1
BRALA15822	OFUSG21945.1
BRALA27130	OFUSG25021.1
BRALA30758	OFUSG02172.1
BRALA05506	OFUSG12743.1
BRALA06316	OFUSG08950.1
BRALA25111	OFUSG11871.1
BRALA21166	OFUSG15376.1
BRALA14999	OFUSG23880.1
BRALA07301	OFUSG14835.1
BRALA30757	OFUSG02167.1
BRALA01503	OFUSG00997.1
BRALA23431	OFUSG11850.1
BRALA11170	OFUSG10797.1
BRALA13459	OFUSG09719.1
BRALA00052	OFUSG19938.1
BRALA35286	OFUSG00411.1
BRALA15327	OFUSG18812.1
BRALA11778	OFUSG03226.1
BRALA03153	OFUSG20351.1
BRALA12449	OFUSG20235.1
BRALA17625	OFUSG04949.1
BRALA28424	OFUSG24140.1
BRALA06514	OFUSG17855.1
BRALA15223	OFUSG21851.1
BRALA27848	OFUSG07380.1
BRALA09180	OFUSG15807.1
BRALA18953	OFUSG18746.1
BRALA12095	OFUSG12830.1
BRALA09187	OFUSG16700.1
BRALA01759	OFUSG09245.1
BRALA11716	OFUSG15154.1
BRALA26405	OFUSG07149.1
BRALA22865	OFUSG09507.1
BRALA15119	OFUSG23698.1
BRALA05254	OFUSG21110.1
BRALA21954	OFUSG13602.1
BRALA07291	OFUSG23439.1
BRALA18358	OFUSG07310.1
BRALA28413	OFUSG23885.1
BRALA16942	OFUSG03661.1
BRALA15878	OFUSG16290.1
BRALA25001	OFUSG12356.1
BRALA08589	OFUSG21485.1
BRALA03257	OFUSG20771.1
BRALA28836	OFUSG17972.1
BRALA24665	OFUSG12398.1
BRALA29708	OFUSG26337.1
BRALA28845	OFUSG11489.1
BRALA20320	OFUSG18780.1
BRALA30103	OFUSG24010.1
BRALA15291	OFUSG05483.1
BRALA30312	OFUSG25108.1
BRALA16672	OFUSG01562.1
BRALA02796	OFUSG06272.1
BRALA34312	OFUSG12555.1
BRALA06606	OFUSG19032.1
BRALA33680	OFUSG12576.1
BRALA26078	OFUSG06436.1
BRALA07036	OFUSG04089.1
BRALA03352	OFUSG04761.1
BRALA30499	OFUSG15368.1
BRALA15647	OFUSG09040.1
BRALA22113	OFUSG11684.1
BRALA07943	OFUSG04242.1
BRALA20867	OFUSG11236.1
BRALA02820	OFUSG07978.1
BRALA28937	OFUSG22463.1
BRALA23874	OFUSG00079.1
BRALA14557	OFUSG09108.1
BRALA20212	OFUSG19526.1
BRALA31566	OFUSG16915.1
BRALA01243	OFUSG12848.1
BRALA28781	OFUSG02811.1
BRALA10323	OFUSG17501.1
BRALA17122	OFUSG09768.1
BRALA16861	OFUSG01243.1
BRALA03991	OFUSG18312.1
BRALA21784	OFUSG07068.1
BRALA17145	OFUSG08205.1
BRALA28821	OFUSG01815.1
BRALA05477	OFUSG12655.1
BRALA06238	OFUSG10908.1
BRALA06408	OFUSG10555.1
BRALA11793	OFUSG11032.1
BRALA03267	OFUSG22813.1
BRALA16415	OFUSG19358.1
BRALA19108	OFUSG20468.1
BRALA08069	OFUSG03680.1
BRALA14669	OFUSG08560.1
BRALA09327	OFUSG06885.1
BRALA28895	OFUSG22790.1
BRALA31720	OFUSG01401.1
BRALA06578	OFUSG10395.1
BRALA05497	OFUSG23626.1
BRALA07954	OFUSG04433.1
BRALA15105	OFUSG04754.1
BRALA17929	OFUSG10345.1
BRALA09089	OFUSG17137.1
BRALA28312	OFUSG02209.1
BRALA28205	OFUSG01081.1
BRALA10429	OFUSG17823.1
BRALA23605	OFUSG14937.1
BRALA04540	OFUSG24570.1
BRALA05292	OFUSG13252.1
BRALA22870	OFUSG08787.1
BRALA07938	OFUSG04432.1
BRALA16363	OFUSG18707.1
BRALA18783	OFUSG09022.1
BRALA25076	OFUSG06863.1
BRALA22506	OFUSG16139.1
BRALA13760	OFUSG21447.1
BRALA22417	OFUSG04814.1
BRALA08123	OFUSG02443.1
BRALA02776	OFUSG08348.1
BRALA30316	OFUSG11752.1
BRALA16480	OFUSG04753.1
BRALA28040	OFUSG05618.1
BRALA03654	OFUSG12661.1
BRALA18372	OFUSG23254.1
BRALA21257	OFUSG20693.1
BRALA13152	OFUSG06332.1
BRALA05439	OFUSG16901.1
BRALA17358	OFUSG05460.1
BRALA28211	OFUSG00447.1
BRALA28148	OFUSG15033.1
BRALA05426	OFUSG13248.1
BRALA11926	OFUSG11718.1
BRALA00732	OFUSG23558.1
BRALA17761	OFUSG22210.1
BRALA21994	OFUSG04755.1
BRALA05446	OFUSG16930.1
BRALA32558	OFUSG00598.1
BRALA06389	OFUSG10968.1
BRALA17573	OFUSG09803.1
BRALA16279	OFUSG06865.1
BRALA13383	OFUSG15696.1
BRALA03422	OFUSG15155.1
BRALA08665	OFUSG23318.1
BRALA31258	OFUSG13858.1
BRALA04867	OFUSG04370.1
BRALA26874	OFUSG22258.1
BRALA16716	OFUSG10887.1
BRALA13109	OFUSG17817.1
BRALA07442	OFUSG03887.1
BRALA19545	OFUSG24646.1
BRALA10037	OFUSG07330.1
BRALA29154	OFUSG19134.1
BRALA05519	OFUSG23372.1
BRALA02247	OFUSG12624.1
BRALA12203	OFUSG01139.1
BRALA28417	OFUSG14931.1
BRALA10239	OFUSG21345.1
BRALA18892	OFUSG25114.1
BRALA28850	OFUSG03005.1
BRALA14806	OFUSG16147.1
BRALA12008	OFUSG25157.1
BRALA29844	OFUSG05493.1
BRALA14313	OFUSG13105.1
BRALA05150	OFUSG12985.1
BRALA15357	OFUSG06945.1
BRALA25417	OFUSG01902.1
BRALA01559	OFUSG12826.1
BRALA09633	OFUSG05573.1
BRALA24420	OFUSG21961.1
BRALA10295	OFUSG12909.1
BRALA09206	OFUSG03931.1
BRALA04347	OFUSG24454.1
BRALA10836	OFUSG21846.1
BRALA07053	OFUSG03582.1
BRALA02881	OFUSG17668.1
BRALA06366	OFUSG10074.1
BRALA02173	OFUSG02204.1
BRALA20086	OFUSG06739.1
BRALA31283	OFUSG11463.1
BRALA18497	OFUSG08444.1
BRALA15129	OFUSG13310.1
BRALA21258	OFUSG20692.1
BRALA16691	OFUSG26486.1
BRALA14255	OFUSG24687.1
BRALA11399	OFUSG16157.1
BRALA24474	OFUSG19350.1
BRALA02447	OFUSG00174.1
BRALA09241	OFUSG05656.1
BRALA07328	OFUSG24359.1
BRALA00143	OFUSG12613.1
BRALA00924	OFUSG13239.1
BRALA34490	OFUSG06073.1
BRALA03358	OFUSG05285.1
BRALA01056	OFUSG13130.1
BRALA27580	OFUSG22265.1
BRALA22482	OFUSG12444.1
BRALA05244	OFUSG13468.1
BRALA02821	OFUSG07980.1
BRALA06321	OFUSG18299.1
BRALA06782	OFUSG18153.1
BRALA22030	OFUSG23196.1
BRALA33684	OFUSG15405.1
BRALA17999	OFUSG06169.1
BRALA24505	OFUSG01568.1
BRALA23651	OFUSG08101.1
BRALA04805	OFUSG15985.1
BRALA04782	OFUSG16679.1
BRALA01198	OFUSG23529.1
BRALA17049	OFUSG04256.1
BRALA13554	OFUSG09784.1
BRALA11890	OFUSG03075.1
BRALA17626	OFUSG20930.1
BRALA06091	OFUSG09885.1
BRALA18880	OFUSG11407.1
BRALA14612	OFUSG09806.1
BRALA03330	OFUSG05264.1
BRALA09432	OFUSG19401.1
BRALA08333	OFUSG00470.1
BRALA00511	OFUSG12540.1
BRALA19003	OFUSG25088.1
BRALA22302	OFUSG21949.1
BRALA01630	OFUSG13061.1
BRALA11933	OFUSG11767.1
BRALA07678	OFUSG25496.1
BRALA13320	OFUSG26832.1
BRALA14603	OFUSG08812.1
BRALA15057	OFUSG19633.1
BRALA15101	OFUSG11160.1
BRALA15921	OFUSG02685.1
BRALA11973	OFUSG11494.1
BRALA31571	OFUSG00689.1
BRALA01940	OFUSG03376.1
BRALA09012	OFUSG00911.1
BRALA28388	OFUSG19195.1
BRALA28209	OFUSG00049.1
BRALA27649	OFUSG26102.1
BRALA11832	OFUSG03338.1
BRALA31052	OFUSG12177.1
BRALA07940	OFUSG16024.1
BRALA16597	OFUSG12183.1
BRALA17943	OFUSG10671.1
BRALA20223	OFUSG05395.1
BRALA05481	OFUSG17508.1
BRALA03273	OFUSG25553.1
BRALA15706	OFUSG01921.1
BRALA03353	OFUSG05305.1
BRALA16626	OFUSG21013.1
BRALA00268	OFUSG12805.1
BRALA01988	OFUSG00772.1
BRALA08959	OFUSG01030.1
BRALA29273	OFUSG14860.1
BRALA17330	OFUSG06884.1
BRALA12037	OFUSG25009.1
BRALA21939	OFUSG26684.1
BRALA19309	OFUSG01336.1
BRALA09463	OFUSG09256.1
BRALA11419	OFUSG07908.1
BRALA18250	OFUSG24662.1
BRALA06350	OFUSG10479.1
BRALA03455	OFUSG04767.1
BRALA15115	OFUSG17327.1
BRALA03652	OFUSG03358.1
BRALA10200	OFUSG13580.1
BRALA17930	OFUSG04278.1
BRALA10465	OFUSG18534.1
BRALA27378	OFUSG17975.1
BRALA15014	OFUSG10821.1
BRALA18436	OFUSG07473.1
BRALA28147	OFUSG06308.1
BRALA19312	OFUSG01116.1
BRALA09201	OFUSG03935.1
BRALA34147	OFUSG11976.1
BRALA11490	OFUSG05768.1
BRALA09692	OFUSG20253.1
BRALA27393	OFUSG25699.1
BRALA15840	OFUSG12929.1
BRALA21312	OFUSG15215.1
BRALA15326	OFUSG18811.1
BRALA11854	OFUSG03370.1
BRALA15315	OFUSG06744.1
BRALA23442	OFUSG11788.1
BRALA09482	OFUSG20037.1
BRALA03092	OFUSG05639.1
BRALA10665	OFUSG20180.1
BRALA16482	OFUSG10175.1
BRALA19975	OFUSG20255.1
BRALA11795	OFUSG03819.1
BRALA21752	OFUSG08674.1
BRALA22271	OFUSG12270.1
BRALA22279	OFUSG12050.1
BRALA18519	OFUSG09631.1
BRALA04155	OFUSG23488.1
BRALA16491	OFUSG00237.1
BRALA28732	OFUSG05239.1
BRALA19720	OFUSG03641.1
BRALA27600	OFUSG20879.1
BRALA09658	OFUSG17087.1
BRALA22634	OFUSG25067.1
BRALA00594	OFUSG20199.1
BRALA20532	OFUSG05614.1
BRALA32006	OFUSG07868.1
BRALA21119	OFUSG12898.1
BRALA28628	OFUSG00907.1
BRALA16548	OFUSG08505.1
BRALA00592	OFUSG09354.1
BRALA25113	OFUSG09341.1
BRALA11434	OFUSG24932.1
BRALA20873	OFUSG21525.1
BRALA20899	OFUSG11240.1
BRALA15953	OFUSG03229.1
BRALA07254	OFUSG22426.1
BRALA05307	OFUSG13748.1
BRALA21682	OFUSG06610.1
BRALA10215	OFUSG26283.1
BRALA02229	OFUSG01221.1
BRALA10687	OFUSG23694.1
BRALA27587	OFUSG09320.1
BRALA03098	OFUSG20598.1
BRALA07707	OFUSG07742.1
BRALA14035	OFUSG13091.1
BRALA21759	OFUSG19673.1
BRALA06448	OFUSG11134.1
BRALA00158	OFUSG26039.1
BRALA13488	OFUSG08452.1
BRALA09777	OFUSG26781.1
BRALA13753	OFUSG21215.1
BRALA17416	OFUSG07395.1
BRALA24780	OFUSG06148.1
BRALA28545	OFUSG16968.1
BRALA00992	OFUSG26545.1
BRALA21787	OFUSG07324.1
BRALA20053	OFUSG06593.1
BRALA20266	OFUSG04735.1
BRALA20707	OFUSG11354.1
BRALA04071	OFUSG04204.1
BRALA25531	OFUSG25376.1
BRALA31199	OFUSG02206.1
BRALA10765	OFUSG11677.1
BRALA14918	OFUSG15750.1
BRALA18668	OFUSG02414.1
BRALA12044	OFUSG09611.1
BRALA13112	OFUSG10389.1
BRALA13316	OFUSG12259.1
BRALA06332	OFUSG16676.1
BRALA25429	OFUSG00409.1
BRALA21997	OFUSG05266.1
BRALA23463	OFUSG11289.1
BRALA13478	OFUSG00621.1
BRALA23356	OFUSG09313.1
BRALA30147	OFUSG07559.1
BRALA19308	OFUSG00724.1
BRALA06559	OFUSG10829.1
BRALA06277	OFUSG17006.1
BRALA04831	OFUSG16795.1
BRALA04028	OFUSG22255.1
BRALA05255	OFUSG21234.1
BRALA23986	OFUSG06801.1
BRALA05684	OFUSG26334.1
BRALA13348	OFUSG12261.1
BRALA13701	OFUSG24616.1
BRALA24617	OFUSG15142.1
BRALA17709	OFUSG24114.1
BRALA03104	OFUSG18308.1
BRALA16713	OFUSG10001.1
BRALA10898	OFUSG11669.1
BRALA03082	OFUSG20889.1
BRALA29479	OFUSG00890.1
BRALA24430	OFUSG11646.1
BRALA21485	OFUSG25100.1
BRALA11452	OFUSG06725.1
BRALA28866	OFUSG07244.1
BRALA19593	OFUSG13312.1
BRALA13489	OFUSG23400.1
BRALA08584	OFUSG21153.1
BRALA33386	OFUSG06523.1
BRALA26569	OFUSG20546.1
BRALA01344	OFUSG26448.1
BRALA27875	OFUSG18768.1
BRALA04060	OFUSG24289.1
BRALA11155	OFUSG10236.1
BRALA08064	OFUSG11628.1
BRALA14660	OFUSG19683.1
BRALA03931	OFUSG11003.1
BRALA06180	OFUSG18234.1
BRALA09412	OFUSG19410.1
BRALA06508	OFUSG22573.1
BRALA27062	OFUSG25736.1
BRALA17730	OFUSG15209.1
BRALA00293	OFUSG17128.1
BRALA20889	OFUSG12544.1
BRALA11439	OFUSG05577.1
BRALA24688	OFUSG17843.1
BRALA03211	OFUSG04858.1
BRALA06370	OFUSG24231.1
BRALA04295	OFUSG04450.1
BRALA31034	OFUSG25058.1
BRALA17180	OFUSG06420.1
BRALA06239	OFUSG10907.1
BRALA29912	OFUSG19895.1
BRALA21579	OFUSG21881.1
BRALA28778	OFUSG02936.1
BRALA21243	OFUSG19165.1
BRALA15665	OFUSG00469.1
BRALA22737	OFUSG22164.1
BRALA16541	OFUSG09208.1
BRALA24473	OFUSG05659.1
BRALA22720	OFUSG05789.1
BRALA01077	OFUSG23495.1
BRALA01939	OFUSG13366.1
BRALA26241	OFUSG12282.1
BRALA01562	OFUSG13228.1
BRALA27864	OFUSG00203.1
BRALA19012	OFUSG15579.1
BRALA18433	OFUSG26693.1
BRALA24416	OFUSG16921.1
BRALA28598	OFUSG03165.1
BRALA12901	OFUSG08732.1
BRALA28537	OFUSG18874.1
BRALA01481	OFUSG17686.1
BRALA03250	OFUSG20861.1
BRALA03601	OFUSG17949.1
BRALA07674	OFUSG26672.1
BRALA35695	OFUSG07529.1
BRALA31022	OFUSG19922.1
BRALA09452	OFUSG20436.1
BRALA22478	OFUSG25255.1
BRALA06022	OFUSG24826.1
BRALA16515	OFUSG20688.1
BRALA22505	OFUSG12481.1
BRALA16907	OFUSG00532.1
BRALA25042	OFUSG10649.1
BRALA10186	OFUSG25677.1
BRALA20738	OFUSG20997.1
BRALA30722	OFUSG20149.1
BRALA22486	OFUSG12182.1
BRALA03798	OFUSG09143.1
BRALA04176	OFUSG07339.1
BRALA15370	OFUSG18988.1
