Orthogroup	BRAFL	CAPO3
OG0002561	bflo_23744, bflo_23953, bflo_05234	CAPO306761
OG0002562	bflo_25771	CAPO305283
OG0002563	bflo_14809	CAPO307417
OG0002564	bflo_22944	CAPO307297
OG0002565	bflo_10050, bflo_03463, bflo_03428	CAPO302611
OG0002566	bflo_25702	CAPO303827
OG0002567	bflo_14496	CAPO304319
OG0002569	bflo_15249	CAPO306658
OG0002570	bflo_12783, bflo_05242	CAPO307215
OG0002578	bflo_00731	CAPO301504
OG0002587	bflo_12820	CAPO300512
OG0002589	bflo_19855, bflo_14445	CAPO302447
OG0002592	bflo_10812	CAPO300278
OG0002594	bflo_12802	CAPO304177
OG0002598	bflo_25193	CAPO300566
OG0002599	bflo_12467	CAPO303706
OG0002600	bflo_07193, bflo_08088	CAPO305861
OG0002601	bflo_07808	CAPO300675
OG0002602	bflo_23158	CAPO303637
OG0002603	bflo_26047, bflo_25695	CAPO302609
OG0002605	bflo_25240	CAPO303522
OG0002608	bflo_08895	CAPO303192
OG0002609	bflo_02437	CAPO304999
OG0002610	bflo_12575	CAPO307043
OG0002611	bflo_02905	CAPO302425
OG0002617	bflo_15506	CAPO307606
OG0002618	bflo_23718	CAPO307902
OG0002620	bflo_16451	CAPO300598
OG0002621	bflo_06768	CAPO305708, CAPO305709, CAPO305858
OG0002624	bflo_13571	CAPO307642
OG0002629	bflo_16223	CAPO306781
OG0002630	bflo_01551	CAPO300618
OG0002631	bflo_01445	CAPO302228
OG0002632	bflo_06193	CAPO301605
OG0002633	bflo_19216	CAPO301845
OG0002634	bflo_06198, bflo_06187	CAPO303763
OG0002636	bflo_23328	CAPO302443
OG0002638	bflo_05077	CAPO302461, CAPO301720
OG0002642	bflo_19142, bflo_19292, bflo_19141, bflo_23610	CAPO302887
OG0002643	bflo_14725	CAPO305403
OG0002644	bflo_14285	CAPO300686
OG0002645	bflo_12036	CAPO302012
OG0002646	bflo_03490	CAPO300302
OG0002651	bflo_15103	CAPO307502
OG0002652	bflo_13789	CAPO305413
OG0002656	bflo_18782	CAPO301386
OG0002657	bflo_18748	CAPO301921
OG0002659	bflo_01178, bflo_10421	CAPO302308
OG0002661	bflo_09214	CAPO300165
OG0002662	bflo_22699	CAPO307949
OG0002663	bflo_21270	CAPO308163
OG0002665	bflo_20372	CAPO307055
OG0002666	bflo_23259, bflo_23089, bflo_23310	CAPO308350
OG0002668	bflo_12729	CAPO301754
OG0002669	bflo_09775, bflo_15773, bflo_05435	CAPO301762
OG0002672	bflo_05756	CAPO307527
OG0002677	bflo_23067	CAPO303005
OG0002682	bflo_25626	CAPO301064, CAPO300171
OG0002683	bflo_18447	CAPO303156
OG0002705	bflo_20563	CAPO303959
OG0002706	bflo_05236, bflo_23520	CAPO306125
OG0002708	bflo_18080	CAPO306708
OG0002710	bflo_06409	CAPO301641
OG0002713	bflo_21838	CAPO306909
OG0002715	bflo_05173, bflo_10995	CAPO303783
OG0002716	bflo_13388	CAPO302306
OG0002717	bflo_10829	CAPO307873
OG0002718	bflo_24551	CAPO306705
OG0002720	bflo_13227, bflo_09843	CAPO304077
OG0002726	bflo_07500	CAPO303092
OG0002728	bflo_05657	CAPO304582
OG0002730	bflo_17548	CAPO300185
OG0002731	bflo_17066	CAPO304916
OG0002732	bflo_10407	CAPO305751
OG0002736	bflo_17740	CAPO302364
OG0002739	bflo_14092	CAPO303462
OG0002740	bflo_06004	CAPO303044
OG0002741	bflo_06261	CAPO305001
OG0002743	bflo_02901, bflo_19089, bflo_19090	CAPO305659
OG0002744	bflo_15548	CAPO307532
OG0002745	bflo_18797	CAPO302960
OG0002746	bflo_13125	CAPO301404
OG0002747	bflo_16801, bflo_15949	CAPO308121
OG0002749	bflo_06000	CAPO305516
OG0002750	bflo_09572	CAPO305820
OG0002751	bflo_22793	CAPO300590
OG0002752	bflo_14176	CAPO306571
OG0002753	bflo_11820	CAPO301419
OG0002755	bflo_25191, bflo_25194, bflo_25180, bflo_13909	CAPO303504
OG0002756	bflo_11674, bflo_27015, bflo_20777	CAPO302206
OG0002757	bflo_06637, bflo_15038	CAPO301022
OG0002758	bflo_23311	CAPO302892, CAPO307678
OG0002760	bflo_11137	CAPO306120
OG0002764	bflo_24413	CAPO300451
OG0002765	bflo_12629	CAPO307679
OG0002766	bflo_19451, bflo_07699	CAPO300475
OG0002767	bflo_14969	CAPO302818
OG0002770	bflo_09082	CAPO300723
OG0002771	bflo_11925	CAPO307480
OG0002772	bflo_25744	CAPO301657
OG0002773	bflo_22561, bflo_22594	CAPO300783
OG0002774	bflo_03686	CAPO301900
OG0002776	bflo_07637	CAPO300785
OG0002779	bflo_24147	CAPO306710
OG0002780	bflo_22863	CAPO306806
OG0002782	bflo_14421	CAPO301842
OG0002785	bflo_26328	CAPO300520
OG0002787	bflo_13919	CAPO307667
OG0002788	bflo_03434	CAPO304831
OG0002790	bflo_14079	CAPO302263
OG0002799	bflo_20975	CAPO301814
OG0002814	bflo_07071	CAPO300792
OG0002815	bflo_17407	CAPO305247
OG0002816	bflo_25325	CAPO300822
OG0002817	bflo_19433	CAPO305631
OG0002818	bflo_11439	CAPO300344
OG0002822	bflo_23044	CAPO300505
OG0002824	bflo_00260	CAPO304804
OG0002825	bflo_09064	CAPO303958
OG0002826	bflo_10373	CAPO305161
OG0002827	bflo_17660	CAPO302357
OG0002828	bflo_13605, bflo_26191	CAPO302033
OG0002831	bflo_03754	CAPO303454
OG0002833	bflo_23101	CAPO302961
OG0002835	bflo_01169	CAPO306542
OG0002836	bflo_24436	CAPO301463
OG0002837	bflo_14396	CAPO304096
OG0002838	bflo_18418, bflo_04823, bflo_06896	CAPO305478
OG0002839	bflo_02442	CAPO302420
OG0002841	bflo_12441	CAPO302293
OG0002842	bflo_26034, bflo_26300, bflo_27525	CAPO300353
OG0002843	bflo_20383	CAPO300339
OG0002844	bflo_05002	CAPO306381, CAPO305443
OG0002845	bflo_11712, bflo_27024	CAPO305717
OG0002847	bflo_20604	CAPO307024
OG0002848	bflo_05738	CAPO306888
OG0002850	bflo_24019	CAPO305439
OG0002851	bflo_17584	CAPO304239
OG0002858	bflo_14031	CAPO302020
OG0002860	bflo_23715	CAPO304305
OG0002864	bflo_08165	CAPO303007
OG0002865	bflo_13072	CAPO302058
OG0002866	bflo_03313	CAPO307089
OG0002868	bflo_25215	CAPO307730
OG0002870	bflo_17468	CAPO303935
OG0002873	bflo_04366	CAPO302439
OG0002875	bflo_20718	CAPO302434
OG0002876	bflo_04355	CAPO302622
OG0002877	bflo_00643	CAPO303139
OG0002878	bflo_16359, bflo_12870, bflo_12799, bflo_27059, bflo_12792	CAPO304014
OG0002883	bflo_07979, bflo_07556	CAPO300600
OG0002884	bflo_04037	CAPO306804
OG0002888	bflo_22791	CAPO302979
OG0002890	bflo_02459	CAPO307147
OG0002894	bflo_18873	CAPO307506
OG0002895	bflo_12378	CAPO306767, CAPO303745
OG0002896	bflo_21624	CAPO301218
OG0002897	bflo_00347	CAPO306671
OG0002899	bflo_24003	CAPO306014
OG0002902	bflo_05131	CAPO300125
OG0002907	bflo_25401	CAPO303347
OG0002908	bflo_02851, bflo_00264, bflo_02327, bflo_12818	CAPO301293
OG0002909	bflo_10956	CAPO302801
OG0002911	bflo_09390	CAPO306312
OG0002913	bflo_12845	CAPO307505
OG0002914	bflo_08995	CAPO304158
OG0002915	bflo_13226	CAPO307623
OG0002916	bflo_25687	CAPO307991
OG0002917	bflo_21482	CAPO304597
OG0002921	bflo_20845	CAPO307445
OG0002922	bflo_10302	CAPO305731
OG0002923	bflo_22160	CAPO307207
OG0002926	bflo_06182	CAPO301908
OG0002927	bflo_02244	CAPO307647
OG0002931	bflo_08344, bflo_16193	CAPO300557
OG0002944	bflo_01745	CAPO306630
OG0002945	bflo_22945	CAPO307786
OG0002946	bflo_21430, bflo_22798, bflo_11274, bflo_21428	CAPO302209
OG0002947	bflo_08384	CAPO306510
OG0002948	bflo_24612	CAPO303072
OG0002949	bflo_22993	CAPO305527, CAPO304499
OG0002950	bflo_22911	CAPO302322
OG0002952	bflo_14626	CAPO304062, CAPO304063
OG0002953	bflo_11098	CAPO305937
OG0002954	bflo_09804	CAPO303510
OG0002955	bflo_10404	CAPO305617
OG0002957	bflo_21819, bflo_21211	CAPO303846
OG0002959	bflo_24974	CAPO305557
OG0002960	bflo_16007	CAPO301301
OG0002961	bflo_19123	CAPO306313
OG0002962	bflo_23844	CAPO302937
OG0002965	bflo_01675, bflo_07078	CAPO304902
OG0002968	bflo_17865	CAPO306161
OG0002969	bflo_19691, bflo_19692	CAPO301408
OG0002973	bflo_11691	CAPO301405
OG0002974	bflo_12717	CAPO300358
OG0002976	bflo_06168	CAPO304649
OG0002977	bflo_20350	CAPO306762
OG0002979	bflo_18017	CAPO300623
OG0002981	bflo_26562	CAPO305421
OG0002982	bflo_17282	CAPO306469
OG0002983	bflo_04491	CAPO302346
OG0002985	bflo_14855	CAPO300589
OG0002987	bflo_08736	CAPO306603
OG0002988	bflo_14375, bflo_14313, bflo_06455, bflo_18734	CAPO300003
OG0002990	bflo_09319	CAPO304869
OG0002991	bflo_07835	CAPO300778
OG0002992	bflo_00388	CAPO307180
OG0002994	bflo_12787	CAPO307303
OG0002997	bflo_25686	CAPO307685
OG0002998	bflo_21850	CAPO302958
OG0003001	bflo_02143	CAPO302423
OG0003002	bflo_19016	CAPO304848
OG0003004	bflo_10517	CAPO304489
OG0003005	bflo_25599	CAPO302131
OG0003005	bflo_25044	CAPO302452, CAPO300516
OG0003006	bflo_23446	CAPO302605
OG0003010	bflo_04794	CAPO303642
OG0003012	bflo_05326	CAPO302272
OG0003014	bflo_01493	CAPO304419
OG0003016	bflo_14974	CAPO301025
OG0003017	bflo_09191, bflo_09195	CAPO303755
OG0003018	bflo_14657, bflo_17790	CAPO301697
OG0003019	bflo_24520	CAPO302687
OG0003019	bflo_19038	CAPO307689
OG0003020	bflo_12891	CAPO306543, CAPO306821
OG0003022	bflo_21363	CAPO308155
OG0003024	bflo_10487	CAPO300933
OG0003025	bflo_13188, bflo_12224	CAPO306077
OG0003026	bflo_15640	CAPO304742
OG0003027	bflo_01434	CAPO302145
OG0003028	bflo_02463	CAPO307794
OG0003029	bflo_13998	CAPO301992
OG0003030	bflo_01465	CAPO304737
OG0003033	bflo_17532	CAPO300181
OG0003034	bflo_14512	CAPO300214, CAPO307271
OG0003037	bflo_09575, bflo_10932	CAPO305626
OG0003038	bflo_13256	CAPO300861
OG0003041	bflo_05283	CAPO306033
OG0003042	bflo_19071	CAPO301480
OG0003043	bflo_14220	CAPO304921
OG0003044	bflo_20099	CAPO300082
OG0003046	bflo_11903	CAPO302851
OG0003048	bflo_12696	CAPO300169
OG0003049	bflo_25818	CAPO300501, CAPO307086, CAPO305726
OG0003053	bflo_25336	CAPO305034
OG0003054	bflo_22442	CAPO305605
OG0003055	bflo_25637	CAPO307832
OG0003056	bflo_18212	CAPO300334
OG0003058	bflo_01459	CAPO305219
OG0003059	bflo_08502	CAPO307928
OG0003060	bflo_26348	CAPO300265
OG0003063	bflo_11663	CAPO306091
OG0003064	bflo_06964	CAPO303600
OG0003065	bflo_19457	CAPO305486
OG0003067	bflo_04858, bflo_10237	CAPO301062
OG0003071	bflo_14796	CAPO303765
OG0003072	bflo_12228	CAPO300719
OG0003073	bflo_04952, bflo_06059	CAPO300571
OG0003074	bflo_12708	CAPO305232
OG0003079	bflo_06301	CAPO303732
OG0003103	bflo_02914, bflo_02855	CAPO300058
OG0003104	bflo_16005	CAPO300208
OG0003106	bflo_19114	CAPO300222
OG0003107	bflo_12594	CAPO305408
OG0003108	bflo_23281	CAPO307100
OG0003110	bflo_22448	CAPO302380
OG0003111	bflo_02071	CAPO305398
OG0003112	bflo_08398, bflo_09454	CAPO305044
OG0003113	bflo_01744	CAPO300369
OG0003114	bflo_20937	CAPO305811
OG0003115	bflo_02956	CAPO305328
OG0003116	bflo_14734, bflo_18557	CAPO304220
OG0003119	bflo_09328	CAPO301756
OG0003120	bflo_08097	CAPO301313
OG0003121	bflo_05128	CAPO300078
OG0003122	bflo_17079, bflo_11331	CAPO305152
OG0003124	bflo_20947	CAPO307110
OG0003125	bflo_09377	CAPO308199
OG0003126	bflo_25347	CAPO302418
OG0003128	bflo_20579	CAPO300639
OG0003130	bflo_20145	CAPO308112
OG0003131	bflo_20297	CAPO301104
OG0003135	bflo_11156	CAPO304970
OG0003136	bflo_06361	CAPO303233
OG0003138	bflo_18045, bflo_24475	CAPO307798
OG0003141	bflo_24349	CAPO300915
OG0003144	bflo_18077	CAPO304802
OG0003145	bflo_16411	CAPO301669
OG0003146	bflo_01499	CAPO304953
OG0003147	bflo_10687	CAPO305754
OG0003149	bflo_05831, bflo_05830	CAPO303321
OG0003150	bflo_21673	CAPO304553
OG0003152	bflo_23595	CAPO306395
OG0003153	bflo_13277	CAPO305242
OG0003154	bflo_15309, bflo_20484, bflo_01436	CAPO308152
OG0003157	bflo_14340	CAPO300659
OG0003158	bflo_02352	CAPO304754
OG0003159	bflo_18570, bflo_07057	CAPO307514
OG0003160	bflo_09900	CAPO305734
OG0003161	bflo_11644	CAPO307952, CAPO307190, CAPO305141
OG0003162	bflo_06527	CAPO303406
OG0003163	bflo_25957	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	bflo_15147	CAPO302879
OG0003165	bflo_17531	CAPO302597
OG0003169	bflo_05306, bflo_26358	CAPO302137
OG0003172	bflo_19337	CAPO306984
OG0003174	bflo_15477	CAPO306817
OG0003175	bflo_02528, bflo_02529, bflo_02516	CAPO306274
OG0003176	bflo_13138, bflo_13141, bflo_13521	CAPO307890
OG0003177	bflo_04900, bflo_04891	CAPO305441
OG0003178	bflo_21644	CAPO303283
OG0003179	bflo_07971	CAPO300801
OG0003181	bflo_23833	CAPO304354
OG0003182	bflo_13801	CAPO308003
OG0003184	bflo_07007	CAPO303123
OG0003185	bflo_03286	CAPO301951
OG0003187	bflo_06988	CAPO303479
OG0003189	bflo_17966, bflo_17711	CAPO303157
OG0003190	bflo_26454, bflo_00272	CAPO303910
OG0003191	bflo_02395	CAPO306279
OG0003193	bflo_22117	CAPO301211
OG0003194	bflo_16541	CAPO301882
OG0003196	bflo_23488, bflo_13878, bflo_13848	CAPO306231
OG0003198	bflo_15180, bflo_14134, bflo_15182, bflo_09803, bflo_09477	CAPO304417
OG0003199	bflo_11640	CAPO305890
OG0003200	bflo_05796	CAPO301026
OG0003202	bflo_08512	CAPO307016
OG0003203	bflo_00895	CAPO305085
OG0003206	bflo_14678, bflo_27134	CAPO306250
OG0003207	bflo_11574	CAPO301521
OG0003210	bflo_16532	CAPO303247
OG0003211	bflo_12109	CAPO307771
OG0003212	bflo_11237, bflo_11720	CAPO300076
OG0003214	bflo_15011	CAPO305438
OG0003215	bflo_23368	CAPO305646
OG0003217	bflo_13097, bflo_13181	CAPO304366
OG0003218	bflo_21266	CAPO308113
OG0003219	bflo_14338	CAPO306660
OG0003220	bflo_17426	CAPO304799
OG0003221	bflo_01510	CAPO300283
OG0003223	bflo_13052	CAPO307650
OG0003225	bflo_08138	CAPO303179
OG0003227	bflo_09183	CAPO306597
OG0003228	bflo_11373	CAPO305495
OG0003230	bflo_10210	CAPO301507
OG0003231	bflo_05723	CAPO301890
OG0003235	bflo_14854	CAPO301047
OG0003238	bflo_07377	CAPO305586
OG0003240	bflo_07037, bflo_07038	CAPO303081
OG0003251	bflo_12651	CAPO307251
OG0003252	bflo_14795	CAPO305303
OG0003254	bflo_05940	CAPO307938
OG0003255	bflo_08217	CAPO301338
OG0003257	bflo_05917, bflo_05925	CAPO303231
OG0003263	bflo_23703	CAPO303458
OG0003264	bflo_04822	CAPO306409
OG0003266	bflo_10178	CAPO303168
OG0003267	bflo_26847, bflo_07095	CAPO300914
OG0003268	bflo_13173	CAPO301821
OG0003269	bflo_23123	CAPO304139
OG0003272	bflo_14266	CAPO300665
OG0003273	bflo_14432	CAPO307851
OG0003277	bflo_11010	CAPO306142
OG0003278	bflo_16363	CAPO306053
OG0003278	bflo_11050, bflo_18953	CAPO306634
OG0003279	bflo_14292	CAPO306251
OG0003282	bflo_05872	CAPO305239
OG0003283	bflo_27041, bflo_12474	CAPO304400
OG0003284	bflo_02462	CAPO302648
OG0003287	bflo_03086	CAPO306546
OG0003288	bflo_14155	CAPO307866
OG0003290	bflo_07091	CAPO307662, CAPO300441
OG0003291	bflo_04904	CAPO306657
OG0003293	bflo_00129	CAPO300956
OG0003294	bflo_14576	CAPO303988
OG0003296	bflo_21081	CAPO301282
OG0003297	bflo_22943, bflo_27414	CAPO307941
OG0003298	bflo_15165	CAPO306456
OG0003300	bflo_03067, bflo_03066	CAPO307904
OG0003301	bflo_01141	CAPO300201
OG0003302	bflo_07345	CAPO303848
OG0003303	bflo_15649	CAPO304414
OG0003306	bflo_11444, bflo_26999	CAPO303291
OG0003309	bflo_18723	CAPO301499
OG0003315	bflo_01079, bflo_26618, bflo_01077	CAPO301649
OG0003316	bflo_24864	CAPO300235
OG0003317	bflo_23280	CAPO304285
OG0003318	bflo_11452	CAPO302830
OG0003320	bflo_10097	CAPO303640
OG0003323	bflo_15869	CAPO304122
OG0003324	bflo_05150, bflo_22670, bflo_22770	CAPO308312
OG0003325	bflo_08410	CAPO300972, CAPO304961
OG0003326	bflo_09789	CAPO308259
OG0003329	bflo_06538	CAPO303336, CAPO300711
OG0003331	bflo_20334	CAPO303947
OG0003332	bflo_06531	CAPO307894
OG0003333	bflo_03278	CAPO307836
OG0003334	bflo_07602, bflo_08283, bflo_00904, bflo_07126, bflo_07128, bflo_07127	CAPO305710
OG0003335	bflo_16036	CAPO302255
OG0003340	bflo_00966	CAPO305389
OG0003341	bflo_13784	CAPO301683
OG0003348	bflo_01497	CAPO308059, CAPO308052
OG0003349	bflo_08162	CAPO300780
OG0003353	bflo_11091	CAPO304897
OG0003354	bflo_00257	CAPO300396
OG0003355	bflo_07915	CAPO308186
OG0003356	bflo_13961	CAPO306224
OG0003357	bflo_10674	CAPO307953
OG0003358	bflo_11374	CAPO307281
OG0003359	bflo_09270	CAPO303262, CAPO304527
OG0003360	bflo_08028	CAPO301722
OG0003361	bflo_21492	CAPO301802
OG0003362	bflo_15019, bflo_27136, bflo_15047	CAPO306572
OG0003364	bflo_03561	CAPO301569
OG0003366	bflo_23663	CAPO302011
OG0003368	bflo_08973	CAPO307793
OG0003369	bflo_08608	CAPO305084
OG0003370	bflo_05182	CAPO302725
OG0003373	bflo_04729	CAPO301869
OG0003374	bflo_01562	CAPO305683
OG0003375	bflo_05681	CAPO301633, CAPO305837
OG0003376	bflo_05753	CAPO306560
OG0003377	bflo_09240, bflo_09241	CAPO301205
OG0003378	bflo_09811	CAPO305510
OG0003379	bflo_01579	CAPO301575
OG0003380	bflo_20421	CAPO301115
OG0003382	bflo_03233	CAPO302262
OG0003383	bflo_00169	CAPO305778
OG0003384	bflo_10672	CAPO306617
OG0003386	bflo_24755	CAPO300917
OG0003388	bflo_08160	CAPO302657, CAPO304459, CAPO302957
OG0003391	bflo_11495	CAPO301846
OG0003392	bflo_04347	CAPO304278
OG0003393	bflo_04808, bflo_04806	CAPO304102
OG0003419	bflo_19082	CAPO301040
OG0003421	bflo_14823	CAPO300028
OG0003422	bflo_15120	CAPO300121
OG0003424	bflo_22975	CAPO307323
OG0003425	bflo_06597	CAPO304371
OG0003426	bflo_17220	CAPO301532
OG0003428	bflo_15063	CAPO300586
OG0003429	bflo_03695	CAPO307638
OG0003430	bflo_10656	CAPO305848
OG0003431	bflo_18771	CAPO308284
OG0003434	bflo_00872	CAPO303572
OG0003435	bflo_21768	CAPO300552
OG0003438	bflo_20074, bflo_20077	CAPO304548, CAPO305602, CAPO302554
OG0003443	bflo_23995	CAPO306901, CAPO306924
OG0003447	bflo_11633	CAPO304621, CAPO305856
OG0003448	bflo_13876	CAPO305307
OG0003449	bflo_22898	CAPO304421
OG0003450	bflo_14312	CAPO304313
OG0003451	bflo_17722	CAPO302760
OG0003453	bflo_09284	CAPO304718
OG0003454	bflo_18619	CAPO305798
OG0003455	bflo_03202, bflo_03230	CAPO300221
OG0003456	bflo_23918	CAPO305023
OG0003457	bflo_01506	CAPO307022
OG0003458	bflo_05669, bflo_03987	CAPO301287
OG0003459	bflo_13470	CAPO304210
OG0003461	bflo_10235	CAPO304469
OG0003462	bflo_15758	CAPO306452
OG0003464	bflo_22976	CAPO306136
OG0003465	bflo_16970	CAPO307530
OG0003467	bflo_12624	CAPO306150
OG0003471	bflo_23271	CAPO304216
OG0003475	bflo_17402	CAPO307501
OG0003476	bflo_10013	CAPO306987
OG0003477	bflo_05188	CAPO308122
OG0003478	bflo_05169	CAPO300139
OG0003479	bflo_11660	CAPO302288
OG0003480	bflo_13731	CAPO303582
OG0003483	bflo_15095	CAPO305509
OG0003486	bflo_20523	CAPO304249
OG0003487	bflo_10772	CAPO300925
OG0003489	bflo_02309	CAPO305291
OG0003491	bflo_22547	CAPO304911
OG0003492	bflo_06984	CAPO306303
OG0003493	bflo_25210	CAPO306533
OG0003497	bflo_06218	CAPO305660
OG0003498	bflo_01724	CAPO306898
OG0003499	bflo_23661	CAPO301160
OG0003500	bflo_07514, bflo_20102	CAPO304927
OG0003501	bflo_25164	CAPO303209
OG0003502	bflo_20275	CAPO306906
OG0003503	bflo_23296	CAPO307158
OG0003504	bflo_23302	CAPO304351
OG0003505	bflo_12682	CAPO305207
OG0003506	bflo_15168	CAPO302826
OG0003507	bflo_26224	CAPO303307
OG0003508	bflo_14628	CAPO307911
OG0003509	bflo_24353	CAPO305689
OG0003511	bflo_06537	CAPO307348, CAPO308352
OG0003512	bflo_21139, bflo_21138	CAPO303631, CAPO302677, CAPO302168
OG0003515	bflo_14188	CAPO307211
OG0003518	bflo_25746	CAPO307641
OG0003519	bflo_18795	CAPO307608
OG0003522	bflo_23156	CAPO306659
OG0003523	bflo_24396	CAPO304976
OG0003525	bflo_07077, bflo_07153, bflo_07154	CAPO305089
OG0003528	bflo_17528	CAPO306484
OG0003531	bflo_24099	CAPO300308
OG0003532	bflo_09668	CAPO303744
OG0003533	bflo_12390	CAPO301327
OG0003537	bflo_09395	CAPO301555
OG0003538	bflo_15185	CAPO301093
OG0003539	bflo_11094	CAPO300449
OG0003541	bflo_13586	CAPO300603
OG0003543	bflo_03236	CAPO301989
OG0003543	bflo_03111	CAPO308115
OG0003544	bflo_07217	CAPO300418
OG0003546	bflo_16201	CAPO303583
OG0003547	bflo_10227	CAPO308031
OG0003550	bflo_00232	CAPO300137
OG0003551	bflo_25362	CAPO308286
OG0003552	bflo_16108	CAPO307114
OG0003554	bflo_10753, bflo_21018	CAPO301001
OG0003556	bflo_06642	CAPO302339
OG0003557	bflo_15889	CAPO306086
OG0003561	bflo_04334	CAPO301198
OG0003562	bflo_01200	CAPO303388
OG0003563	bflo_23836, bflo_08114	CAPO300808, CAPO301102
OG0003564	bflo_09292	CAPO300720
OG0003566	bflo_03002	CAPO300164
OG0003567	bflo_04792	CAPO307296
OG0003568	bflo_20229	CAPO303992
OG0003569	bflo_11253	CAPO306390
OG0003570	bflo_26249	CAPO305849
OG0003573	bflo_20068	CAPO300904
OG0003577	bflo_00343	CAPO306764
OG0003578	bflo_20566, bflo_14712	CAPO307426
OG0003579	bflo_07074	CAPO300766
OG0003582	bflo_10944	CAPO302819
OG0003599	bflo_06072	CAPO301420
OG0003600	bflo_13340	CAPO305414
OG0003607	bflo_05933	CAPO301867
OG0003610	bflo_01164	CAPO302401
OG0003611	bflo_09170	CAPO306320
OG0003612	bflo_25558	CAPO304993
OG0003613	bflo_12262	CAPO305029
OG0003618	bflo_01473	CAPO302109
OG0003619	bflo_14248	CAPO304837
OG0003620	bflo_25025	CAPO306673
OG0003621	bflo_04483, bflo_26752	CAPO302199
OG0003622	bflo_11800	CAPO305075
OG0003624	bflo_11072	CAPO303633
OG0003630	bflo_20004	CAPO308012
OG0003631	bflo_23468	CAPO303610
OG0003633	bflo_00307	CAPO300056
OG0003635	bflo_07120, bflo_14711	CAPO308133
OG0003638	bflo_17869	CAPO305555
OG0003640	bflo_26670, bflo_02410	CAPO301244
OG0003641	bflo_13272	CAPO300746
OG0003644	bflo_16458	CAPO304835
OG0003645	bflo_14727	CAPO307108
OG0003646	bflo_03551	CAPO304914
OG0003648	bflo_22126	CAPO302617
OG0003649	bflo_06468	CAPO301930
OG0003650	bflo_21715	CAPO306633
OG0003651	bflo_01723	CAPO305370
OG0003652	bflo_17868	CAPO300427
OG0003655	bflo_17616	CAPO303553
OG0003656	bflo_08293	CAPO301350
OG0003657	bflo_00252	CAPO305783
OG0003658	bflo_00698	CAPO303162
OG0003661	bflo_26559, bflo_21119	CAPO300815
OG0003664	bflo_23017, bflo_23489	CAPO305504
OG0003666	bflo_11627, bflo_27012	CAPO300690
OG0003667	bflo_20479	CAPO303859
OG0003668	bflo_06147	CAPO300260
OG0003669	bflo_25341	CAPO305883
OG0003671	bflo_09735	CAPO308173
OG0003672	bflo_23403	CAPO300582
OG0003676	bflo_15747	CAPO304948
OG0003677	bflo_19132	CAPO300011
OG0003679	bflo_02036, bflo_13294	CAPO304696
OG0003680	bflo_01532	CAPO300884
OG0003682	bflo_07489	CAPO301860
OG0003684	bflo_13833	CAPO302734
OG0003685	bflo_07993	CAPO305996
OG0003686	bflo_12834	CAPO302144
OG0003687	bflo_19027	CAPO301501
OG0003688	bflo_24589, bflo_24522	CAPO307252
OG0003689	bflo_19565	CAPO301215
OG0003690	bflo_13292	CAPO307478
OG0003693	bflo_11485	CAPO302269
OG0003694	bflo_07368	CAPO307654
OG0003695	bflo_16279	CAPO303363
OG0003696	bflo_11319	CAPO304903
OG0003697	bflo_23717	CAPO307718
OG0003698	bflo_10629	CAPO306302
OG0003700	bflo_22951	CAPO304411
OG0003703	bflo_03241	CAPO305764
OG0003704	bflo_06360	CAPO308213
OG0003710	bflo_18086	CAPO301647
OG0003712	bflo_23878	CAPO300556
OG0003713	bflo_02056	CAPO306178
OG0003716	bflo_24004	CAPO303976
OG0003717	bflo_01566	CAPO306282
OG0003718	bflo_02164	CAPO307310
OG0003719	bflo_04239	CAPO300227
