# Format: Protein 1<tab>Protein 2<tab>Protein ID1<tab>ProteinID2<tab>Orthology type<tab>OMA group (if any)
# Every pair is listed only once, and in no particular order.
# The map between sequence number and ID are given
# in the file "Map-SeqNum-ID.map
1	1258	XENTR00001 | ENSXETP00000058738 | ENSXETT00000065862 | ENSXETG00000001053 | transmembrane protein 53 [Source:Jamboree;Acc:XB- GENE-1018172]	CAEEL01258 | T10B11.6.1 | CCD66244 | WBGene00020402 | Q9TZH8_CAEEL	many:many	
1071	16580	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL16580 | T01G5.2 | CAB03266 | WBGene00011340 | O18009_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_506729]	many:many	
1071	18069	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL18069 | B0310.5 | CCD61751 | WBGene00015141 | Putative UDP-glucuronosyltransferase ugt-46 [Source:UniProtKB/Swiss-Prot;Acc:Q10941]	many:many	
1071	19622	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL19622 | C17G1.3a | CAB01674 | WBGene00007650 | Q93242_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_001076755]	many:many	
1071	20110	XENTR01071 | ENSXETP00000023843 | ENSXETT00000023843 | AAI57227.1 | AAI71210.1 | AAI71213.1 | ENSXETG00000004890 | UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:Jamboree;Acc:XB-GENE-5793241]	CAEEL20110 | T07C5.1c | CAA90301 | CAD44148 | WBGene00011564 | Putative UDP-glucuronosyltransferase ugt-50 [Source:UniProtKB/Swiss-Prot;Acc:Q22295]	many:many	
1078	8830	XENTR01078 | ENSXETP00000007118 | ENSXETT00000007118 | ENSXETG00000003280 | ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:Jamboree;Acc:XB-GENE-981023]	CAEEL08830 | Y39A1A.15a | CAA10737 | CAA21026 | WBGene00000566 | CeNTaurin  [Source:RefSeq peptide;Acc:NP_001022836]	many:1	
1088	18102	XENTR01088 | ENSXETP00000030763 | ENSXETT00000030763 | ENSXETG00000004877 | TNF receptor-associated factor 3 interacting protein 1 [Source:Jamboree;Acc:XB-GENE-5871494]	CAEEL18102 | C02H7.1 | CCD62709 | WBGene00001127 | Q17595_CAEEL	1:1	8021
1094	737	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL00737 | C10H11.6a | CCD64218 | WBGene00015695 | H2KYQ0_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_491435]	many:many	
1094	738	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL00738 | C10H11.5 | CCD64217 | WBGene00015694 | P91037_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_491436]	many:many	
1094	740	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL00740 | C10H11.3 | CCD64215 | WBGene00015692 | P91039_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_491438]	many:many	
1094	7369	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL07369 | M88.1.1 | CAA84336 | WBGene00010904 | Q21603_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_497918]	many:many	
1094	7789	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL07789 | C23G10.6 | CCD65307 | WBGene00016013 | Q9GYR7_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_498344]	many:many	
1094	9932	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL09932 | Y37E11AR.5a | CCD74043 | CDH92992 | WBGene00021372 | Q965X5_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_500410]	many:many	
1094	10438	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL10438 | K08B4.3 | CCD72378 | WBGene00019515 | Q9TYY5_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_500912]	many:many	
1094	10439	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL10439 | K08B4.4 | CCD72379 | WBGene00019516 | Q9TYY4_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_500913]	many:many	
1094	11453	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL11453 | R11A8.3 | CAA94365 | WBGene00011238 | Q21922_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_501911]	many:many	
1094	11476	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL11476 | F01D4.1b | CBL43432 | WBGene00008485 | D5MCT5_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_001255488]	many:many	
1094	11478	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL11478 | F01D4.2 | CAB02884 | WBGene00008486 | O17757_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_501933]	many:many	
1094	12210	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL12210 | C08F11.8.1 | CAB62783 | WBGene00007455 | Q9U3Q6_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_502633]	many:many	9459
1094	12920	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL12920 | Y49C4A.8a.1 | CCD72462 | WBGene00021709 | H2L0C9_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_503298]	many:many	
1094	13691	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL13691 | F47C10.6 | CCD64887 | WBGene00018543 | O01558_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504060]	many:many	
1094	13907	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL13907 | F39G3.1 | CCD65240 | WBGene00018206 | O16276_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_504274]	many:many	
1094	13945	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL13945 | T19H12.9 | CCD67005 | WBGene00020592 | O01614_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504309]	many:many	
1094	13950	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL13950 | H23N18.4 | CCD62609 | WBGene00019235 | Q9TXZ3_CAEEL	many:many	
1094	13979	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL13979 | C13D9.9 | CCD64395 | WBGene00015739 | O16243_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504343]	many:many	
1094	14102	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL14102 | C18C4.3.1 | CCD65106 | WBGene00015965 | Putative UDP-glucuronosyltransferase ugt-48 [Source:UniProtKB/Swiss-Prot;Acc:Q18081]	many:many	
1094	14450	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL14450 | F10D2.6 | CCD69120 | WBGene00017332 | O16915_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504811]	many:many	
1094	14458	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL14458 | F10D2.11 | CCD69125 | WBGene00017336 | O16922_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504818]	many:many	
1094	14460	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL14460 | F09G2.6 | CCD64426 | WBGene00017315 | O17401_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_504820]	many:many	
1094	15267	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL15267 | R04B5.9 | CAA94845 | WBGene00011006 | Putative UDP-glucuronosyltransferase ugt-47 [Source:UniProtKB/Swiss-Prot;Acc:Q21706]	many:many	
1094	15356	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL15356 | AC3.2 | CAA94866 | WBGene00007070 | Q17399_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_505666]	many:many	
1094	15364	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL15364 | AC3.8 | CAA94871 | WBGene00007073 | Q17404_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_505672]	many:many	
1094	15388	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL15388 | C35A5.2 | CAA94904 | WBGene00007946 | Q18470_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_505692]	many:many	
1094	15433	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL15433 | C32C4.7 | CAI91175 | WBGene00044286 | Q52GY8_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_001023694]	many:many	
1094	15434	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL15434 | F29F11.2 | CAA98274 | WBGene00009255 | G5EES5_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_505728]	many:many	
1094	15975	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL15975 | ZC455.5a | CAA99956 | WBGene00013905 | Q23335_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_001041203]	many:many	
1094	15976	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL15976 | ZC455.4 | CAA99955 | WBGene00013904 | Q23334_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_506202]	many:many	
1094	15977	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL15977 | ZC455.3 | CAA99954 | WBGene00013903 | Q23333_CAEEL | UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_506203]	many:many	
1094	15986	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL15986 | C44H9.1 | CAA99782 | WBGene00008097 | Q18629_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_506211]	many:many	
1094	16580	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL16580 | T01G5.2 | CAB03266 | WBGene00011340 | O18009_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_506729]	many:many	
1094	18069	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL18069 | B0310.5 | CCD61751 | WBGene00015141 | Putative UDP-glucuronosyltransferase ugt-46 [Source:UniProtKB/Swiss-Prot;Acc:Q10941]	many:many	
1094	19622	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL19622 | C17G1.3a | CAB01674 | WBGene00007650 | Q93242_CAEEL | UDP-glucuronosyltransferase  [Source:RefSeq peptide;Acc:NP_001076755]	many:many	
1094	20110	XENTR01094 | ENSXETP00000059677 | ENSXETT00000061712 | ENSXETG00000030758 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QT75]	CAEEL20110 | T07C5.1c | CAA90301 | CAD44148 | WBGene00011564 | Putative UDP-glucuronosyltransferase ugt-50 [Source:UniProtKB/Swiss-Prot;Acc:Q22295]	many:many	
1097	773	XENTR01097 | ENSXETP00000015860 | ENSXETT00000015860 | AAI25728.1 | ENSXETG00000030597 | A0JM39_XENTR | DIP2 disco-interacting protein 2 homolog A [Source:RefSeq peptide;Acc:NP_001096169]	CAEEL00773 | F28B3.4a | CDR32764 | CDR32765 | WBGene00017885 | Disco-Interacting Protein 2 homolog  [Source:RefSeq peptide;Acc:NP_001293297]	many:1	
1108	13414	XENTR01108 | ENSXETP00000025067 | ENSXETT00000025067 | ENSXETG00000011482 | A0A5G3KNE3_XENTR | solute carrier family 19 (folate transporter), member 1 [Source:Jamboree;Acc:XB-GENE-949159]	CAEEL13414 | F37B4.7 | CCD66319 | WBGene00018138 | Folate-like transporter 2  [Source:UniProtKB/Swiss- Prot;Acc:O45166]	many:many	
1108	14611	XENTR01108 | ENSXETP00000025067 | ENSXETT00000025067 | ENSXETG00000011482 | A0A5G3KNE3_XENTR | solute carrier family 19 (folate transporter), member 1 [Source:Jamboree;Acc:XB-GENE-949159]	CAEEL14611 | C50E3.16 | CCD67752 | WBGene00044738 | Folate-like transporter 3  [Source:UniProtKB/Swiss- Prot;Acc:Q22931]	many:many	
1108	15557	XENTR01108 | ENSXETP00000025067 | ENSXETT00000025067 | ENSXETG00000011482 | A0A5G3KNE3_XENTR | solute carrier family 19 (folate transporter), member 1 [Source:Jamboree;Acc:XB-GENE-949159]	CAEEL15557 | C06H2.4 | ABN58742 | CAA99770 | WBGene00007388 | Folate transporter 1  [Source:UniProtKB/Swiss- Prot;Acc:Q17766]	many:many	
1113	6994	XENTR01113 | ENSXETP00000002842 | ENSXETT00000002842 | AAI58156.1 | CAJ82577.1 | ENSXETG00000001336 | Q28GB2_XENTR | dual specificity phosphatase 19 [Source:Jamboree;Acc:XB-GENE-941384]	CAEEL06994 | Y54F10BM.13 | CCD73846 | WBGene00021867 | Q95XK5_CAEEL	1:1	34026
1114	11938	XENTR01114 | ENSXETP00000002843 | ENSXETT00000002843 | ENSXETG00000001337 | NCK-associated protein 1 [Source:Jamboree;Acc:XB- GENE-949166]	CAEEL11938 | F28D1.10 | BAB70473 | CAA94604 | WBGene00001580 | Membrane-associated protein gex-3 [Source:UniProtKB/Swiss-Prot;Acc:P55163]	many:1	1926
1116	2342	XENTR01116 | ENSXETP00000002858 | ENSXETT00000002858 | CAJ83442.1 | ENSXETG00000025050 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RMV0]	CAEEL02342 | Y47H9C.5a | CAA21734 | WBGene00001045 | Q9XWE1_CAEEL | DNaJ domain (prokaryotic heat shock protein) [Source:RefSeq peptide;Acc:NP_001040704]	1:1	4286
1119	4319	XENTR01119 | ENSXETP00000030709 | ENSXETT00000030709 | ENSXETG00000014065 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6Q2C8]	CAEEL04319 | C27D6.11 | CCD65818 | WBGene00044388	many:many	
1119	12177	XENTR01119 | ENSXETP00000030709 | ENSXETT00000030709 | ENSXETG00000014065 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6Q2C8]	CAEEL12177 | Y38H8A.4 | CAA16343 | WBGene00012638 | O62424_CAEEL	many:many	
1119	18071	XENTR01119 | ENSXETP00000030709 | ENSXETT00000030709 | ENSXETG00000014065 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6Q2C8]	CAEEL18071 | F28C10.3 | CCD61756 | WBGene00017898 | Q19858_CAEEL	many:many	
1122	4319	XENTR01122 | ENSXETP00000002866 | ENSXETT00000002866 | ENSXETG00000001346 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RME3]	CAEEL04319 | C27D6.11 | CCD65818 | WBGene00044388	many:many	
1122	12177	XENTR01122 | ENSXETP00000002866 | ENSXETT00000002866 | ENSXETG00000001346 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RME3]	CAEEL12177 | Y38H8A.4 | CAA16343 | WBGene00012638 | O62424_CAEEL	many:many	
1122	18071	XENTR01122 | ENSXETP00000002866 | ENSXETT00000002866 | ENSXETG00000001346 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RME3]	CAEEL18071 | F28C10.3 | CCD61756 | WBGene00017898 | Q19858_CAEEL	many:many	
1124	1255	XENTR01124 | ENSXETP00000030715 | ENSXETT00000030715 | ENSXETG00000014070 | ceramide kinase-like [Source:Jamboree;Acc:XB-GENE- 6035280]	CAEEL01255 | T10B11.2 | CCD66240 | WBGene00020398 | Ceramide kinase 1  [Source:UniProtKB/Swiss- Prot;Acc:Q9TZI1]	many:1	
1127	5776	XENTR01127 | ENSXETP00000030773 | ENSXETT00000030773 | ENSXETG00000014099 | CWC22 spliceosome-associated protein homolog [Source:Jamboree;Acc:XB-GENE-1010539]	CAEEL05776 | F33A8.1 | AAB51351 | CAB04256 | WBGene00002957 | Pre-mRNA-splicing factor CWC22 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q17336]	1:1	
1130	9740	XENTR01130 | ENSXETP00000048267 | ENSXETT00000048267 | AAH80368.1 | ENSXETG00000022308 | Q0VGX5_XENTR | D-amino-acid oxidase [Source:Jamboree;Acc:XB-GENE- 976198]	CAEEL09740 | Y69A2AR.5 | BAF34313 | CCD74112 | WBGene00022076 | D-amino-acid oxidase  [Source:UniProtKB/Swiss- Prot;Acc:Q95XG9]	many:many	
1130	14551	XENTR01130 | ENSXETP00000048267 | ENSXETT00000048267 | AAH80368.1 | ENSXETG00000022308 | Q0VGX5_XENTR | D-amino-acid oxidase [Source:Jamboree;Acc:XB-GENE- 976198]	CAEEL14551 | F18E3.7a | BAF34315 | CCD69662 | CCD69663 | WBGene00017565 | D-aspartate oxidase 2  [Source:UniProtKB/Swiss- Prot;Acc:Q19564]	many:many	
1130	17384	XENTR01130 | ENSXETP00000048267 | ENSXETT00000048267 | AAH80368.1 | ENSXETG00000022308 | Q0VGX5_XENTR | D-amino-acid oxidase [Source:Jamboree;Acc:XB-GENE- 976198]	CAEEL17384 | C47A10.5a | BAF34314 | CAB03970 | WBGene00008127 | D-aspartate oxidase 1  [Source:UniProtKB/Swiss- Prot;Acc:O45307]	many:many	23200
1131	8406	XENTR01131 | ENSXETP00000048261 | ENSXETT00000048261 | ENSXETG00000022304 | SV2 related protein homolog [Source:Jamboree;Acc:XB- GENE-939906]	CAEEL08406 | ZK637.1 | CAA77460 | WBGene00014021 | Putative transporter svop-1 [Source:UniProtKB/Swiss-Prot;Acc:P30638]	1:1	10565
1132	6877	XENTR01132 | ENSXETP00000048254 | ENSXETT00000048254 | AAI35926.1 | CAJ81380.1 | ENSXETG00000022301 | ubiquitin specific peptidase 30 [Source:Jamboree;Acc:XB-GENE-981069]	CAEEL06877 | Y67D2.2 | CCD73027 | WBGene00022052 | Q9BKQ6_CAEEL | Ubiquitin carboxyl-terminal hydrolase [Source:RefSeq peptide;Acc:NP_497422]	1:1	14425
1134	9044	XENTR01134 | ENSXETP00000048248 | ENSXETT00000048248 | ENSXETG00000022298 | uracil-DNA glycosylase [Source:Jamboree;Acc:XB-GENE- 960119]	CAEEL09044 | Y56A3A.29a | CAB60520 | WBGene00013241 | Uracil DNA N-Glycosylase  [Source:RefSeq peptide;Acc:NP_001255149]	1:1	
1135	3246	XENTR01135 | ENSXETP00000019624 | ENSXETT00000019624 | ENSXETG00000022294 | acetyl-CoA carboxylase beta [Source:Jamboree;Acc:XB- GENE-960130]	CAEEL03246 | W09B6.1c.1 | CCD73647 | CCD73648 | WBGene00004076 | H2L0M0_CAEEL	many:many	
1135	12691	XENTR01135 | ENSXETP00000019624 | ENSXETT00000019624 | ENSXETG00000022294 | acetyl-CoA carboxylase beta [Source:Jamboree;Acc:XB- GENE-960130]	CAEEL12691 | T28F3.5a | CAB05298 | WBGene00012131 | Q9XUC3_CAEEL	many:many	405
1140	8865	XENTR01140 | ENSXETP00000040243 | ENSXETT00000040243 | AAI24028.1 | ENSXETG00000018590 | ubiquitin protein ligase E3B [Source:Jamboree;Acc:XB-GENE-1010563]	CAEEL08865 | Y39A1C.2 | CAA19508 | WBGene00003898 | Q9XXE6_CAEEL | OXidative stress Induced  [Source:RefSeq peptide;Acc:NP_499392]	1:1	
1142	7773	XENTR01142 | ENSXETP00000040277 | ENSXETT00000040277 | ENSXETG00000018603 | mevalonate kinase [Source:Jamboree;Acc:XB-GENE- 998892]	CAEEL07773 | Y42G9A.4a.1 | CCD71154 | WBGene00021534 | Q9N4Z7_CAEEL | MeValonate Kinase  [Source:RefSeq peptide;Acc:NP_001022866]	1:1	
1146	6858	XENTR01146 | ENSXETP00000040315 | ENSXETT00000040315 | ENSXETG00000018625 | A0A5G3HVS5_XENTR | glycolipid transfer protein [Source:Jamboree;Acc:XB- GENE-949224]	CAEEL06858 | Y82E9BR.14a | CCD73045 | WBGene00022347 | Q9BKS2_CAEEL	1:1	33417
1149	7819	XENTR01149 | ENSXETP00000040401 | ENSXETT00000040401 | AAH82724.1 | ENSXETG00000018665 | ankyrin repeat domain 13A [Source:Jamboree;Acc:XB- GENE-998906]	CAEEL07819 | C18F10.7a | CCD65204 | WBGene00015978 | Q18099_CAEEL	many:1	
1152	8769	XENTR01152 | ENSXETP00000040418 | ENSXETT00000040418 | ENSXETG00000018672 | small G protein signaling modulator 1 [Source:Jamboree;Acc:XB-GENE-6043600]	CAEEL08769 | C38H2.1a | CCH63807 | WBGene00008018 | I2HAA0_CAEEL | TBC (Tre-2/Bub2/Cdc16) domain family  [Source:RefSeq peptide;Acc:NP_001255073]	many:1	
1157	6697	XENTR01157 | ENSXETP00000060898 | ENSXETT00000065716 | ENSXETG00000030841 | adrenergic, beta, receptor kinase 2 [Source:HGNC Symbol;Acc:290]	CAEEL06697 | W02B3.2 | CCD63981 | WBGene00001709 | G protein-coupled receptor kinase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q09639]	1:1	6109
1165	8550	XENTR01165 | ENSXETP00000062825 | ENSXETT00000062477 | ENSXETG00000030875 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6RE09]	CAEEL08550 | F55H2.6 | AAC72406 | CAA81605 | WBGene00000550 | Clustered mitochondria protein homolog [Source:UniProtKB/Swiss-Prot;Acc:P34466]	many:1	
1166	9129	XENTR01166 | ENSXETP00000061572 | ENSXETT00000064104 | ENSXETG00000004220 | tyrosylprotein sulfotransferase 2 [Source:Jamboree;Acc:XB-GENE-962493]	CAEEL09129 | Y111B2A.15 | AAC36062 | CAC35844 | WBGene00013737 | Protein-tyrosine sulfotransferase A [Source:UniProtKB/Swiss-Prot;Acc:O77081]	many:1	
1169	4880	XENTR01169 | ENSXETP00000009214 | ENSXETT00000009214 | ENSXETG00000004229 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6QLX9]	CAEEL04880 | F32A5.8 | CCD66280 | WBGene00017971 | Q95QH4_CAEEL	1:1	
1173	7031	XENTR01173 | ENSXETP00000063925 | ENSXETT00000062892 | ENSXETG00000002259 | phosphatidylinositol transfer protein, beta [Source:Jamboree;Acc:XB-GENE-949250]	CAEEL07031 | Y54F10AR.1 | CCD73833 | WBGene00021854 | Q965T2_CAEEL	many:1	
1176	17794	XENTR01176 | ENSXETP00000063261 | ENSXETT00000062371 | ENSXETG00000021608 | CHK2 checkpoint homolog [Source:Jamboree;Acc:XB- GENE-5765421]	CAEEL17794 | Y60A3A.12 | BAB15803 | BAB20578 | CAB60407 | WBGene00000499 | Serine/threonine-protein kinase chk-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9U1Y5]	1:many	10519
1176	18022	XENTR01176 | ENSXETP00000063261 | ENSXETT00000062371 | ENSXETG00000021608 | CHK2 checkpoint homolog [Source:Jamboree;Acc:XB- GENE-5765421]	CAEEL18022 | T08D2.7 | CCD74403 | WBGene00011612 | A4F324_CAEEL	1:many	
1177	10045	XENTR01177 | ENSXETP00000056555 | ENSXETT00000056555 | AAI21662.1 | ENSXETG00000026948 | Q0V9B2_XENTR | HscB iron-sulfur cluster co-chaperone homolog [Source:Jamboree;Acc:XB-GENE-5793329]	CAEEL10045 | K08D10.2a | CCD72722 | WBGene00001033 | Q21324_CAEEL | DNaJ domain (prokaryotic heat shock protein) [Source:RefSeq peptide;Acc:NP_500506]	1:1	
