Orthogroup	SACKO_ok	CAPO3
OG0002743	SACKO_01395	CAPO305659
OG0002744	SACKO_33020	CAPO307532
OG0002745	SACKO_10657, SACKO_10637	CAPO302960
OG0002746	SACKO_10434	CAPO301404
OG0002747	SACKO_18649	CAPO308121
OG0002750	SACKO_09270	CAPO305820
OG0002751	SACKO_18475, SACKO_17132	CAPO300590
OG0002752	SACKO_09498	CAPO306571
OG0002753	SACKO_01550	CAPO301419
OG0002755	SACKO_14964, SACKO_28875, SACKO_15681	CAPO303504
OG0002756	SACKO_02390, SACKO_18195	CAPO302206
OG0002757	SACKO_28172	CAPO301022
OG0002758	SACKO_19727, SACKO_18269	CAPO302892, CAPO307678
OG0002760	SACKO_23733	CAPO306120
OG0002764	SACKO_19305	CAPO300451
OG0002765	SACKO_29026	CAPO307679
OG0002766	SACKO_14015, SACKO_14013	CAPO300475
OG0002767	SACKO_33559	CAPO302818
OG0002770	SACKO_17854, SACKO_08344, SACKO_21685	CAPO300723
OG0002771	SACKO_12360	CAPO307480
OG0002772	SACKO_27476, SACKO_10766, SACKO_10749, SACKO_10753, SACKO_30368, SACKO_03004, SACKO_07206	CAPO301657
OG0002773	SACKO_21667, SACKO_16295	CAPO300783
OG0002774	SACKO_02543	CAPO301900
OG0002776	SACKO_08029, SACKO_34166	CAPO300785
OG0002777	SACKO_13191, SACKO_20238	CAPO303340
OG0002779	SACKO_04611	CAPO306710
OG0002780	SACKO_28755	CAPO306806
OG0002782	SACKO_03511	CAPO301842
OG0002785	SACKO_09777	CAPO300520
OG0002787	SACKO_04918	CAPO307667
OG0002788	SACKO_19152	CAPO304831
OG0002790	SACKO_33939	CAPO302263
OG0002799	SACKO_18293	CAPO301814
OG0002814	SACKO_31511	CAPO300792
OG0002815	SACKO_30783	CAPO305247
OG0002816	SACKO_00126	CAPO300822
OG0002817	SACKO_32465	CAPO305631
OG0002818	SACKO_26045	CAPO300344
OG0002821	SACKO_07013	CAPO300805, CAPO300806
OG0002822	SACKO_10617	CAPO300505
OG0002824	SACKO_27741, SACKO_03538	CAPO304804
OG0002825	SACKO_23367, SACKO_20554	CAPO303958
OG0002826	SACKO_09112	CAPO305161
OG0002827	SACKO_23766	CAPO302357
OG0002828	SACKO_16788, SACKO_09297, SACKO_09292	CAPO302033
OG0002831	SACKO_11570	CAPO303454
OG0002833	SACKO_15589	CAPO302961
OG0002835	SACKO_15153	CAPO306542
OG0002836	SACKO_17669, SACKO_32727, SACKO_32728	CAPO301463
OG0002837	SACKO_14528	CAPO304096
OG0002838	SACKO_21690	CAPO305478
OG0002839	SACKO_29169	CAPO302420
OG0002841	SACKO_08730, SACKO_08709, SACKO_08680	CAPO302293
OG0002842	SACKO_27573	CAPO300353
OG0002843	SACKO_05859	CAPO300339
OG0002844	SACKO_23634	CAPO306381, CAPO305443
OG0002847	SACKO_19881	CAPO307024
OG0002848	SACKO_10131	CAPO306888
OG0002850	SACKO_16964, SACKO_14200	CAPO305439
OG0002851	SACKO_18925	CAPO304239
OG0002858	SACKO_16157, SACKO_32118	CAPO302020
OG0002864	SACKO_28336, SACKO_19209	CAPO303007
OG0002865	SACKO_30786	CAPO302058
OG0002866	SACKO_19174	CAPO307089
OG0002868	SACKO_04255	CAPO307730
OG0002870	SACKO_04207	CAPO303935
OG0002873	SACKO_09763	CAPO302439
OG0002875	SACKO_27826	CAPO302434
OG0002876	SACKO_11226	CAPO302622
OG0002877	SACKO_09233, SACKO_22408	CAPO303139
OG0002878	SACKO_29637, SACKO_29599, SACKO_29619, SACKO_29610, SACKO_29621	CAPO304014
OG0002888	SACKO_13850	CAPO302979
OG0002890	SACKO_30231	CAPO307147
OG0002891	SACKO_25660	CAPO305115
OG0002893	SACKO_26406	CAPO304576
OG0002894	SACKO_02334	CAPO307506
OG0002895	SACKO_07081	CAPO306767, CAPO303745
OG0002896	SACKO_21159	CAPO301218
OG0002897	SACKO_11527	CAPO306671
OG0002899	SACKO_20293	CAPO306014
OG0002900	SACKO_11843	CAPO303795
OG0002902	SACKO_31560	CAPO300125
OG0002907	SACKO_16536	CAPO303347
OG0002908	SACKO_04538, SACKO_12690, SACKO_11145	CAPO301293
OG0002909	SACKO_23664	CAPO302801
OG0002911	SACKO_07058	CAPO306312
OG0002913	SACKO_06634	CAPO307505
OG0002914	SACKO_00833, SACKO_22358	CAPO304158
OG0002915	SACKO_04947	CAPO307623
OG0002916	SACKO_29255	CAPO307991
OG0002917	SACKO_26409	CAPO304597
OG0002921	SACKO_33268	CAPO307445
OG0002922	SACKO_17100	CAPO305731
OG0002923	SACKO_26728	CAPO307207
OG0002926	SACKO_00854	CAPO301908
OG0002927	SACKO_16689	CAPO307647
OG0002931	SACKO_09069	CAPO300557
OG0002944	SACKO_29103	CAPO306630
OG0002945	SACKO_10023	CAPO307786
OG0002946	SACKO_00383, SACKO_00387, SACKO_14445, SACKO_01940, SACKO_25372, SACKO_14016	CAPO302209
OG0002947	SACKO_28885, SACKO_15400	CAPO306510
OG0002948	SACKO_14209	CAPO303072
OG0002949	SACKO_05711	CAPO305527, CAPO304499
OG0002950	SACKO_25017	CAPO302322
OG0002952	SACKO_25112	CAPO304062, CAPO304063
OG0002953	SACKO_25506	CAPO305937
OG0002954	SACKO_31927, SACKO_03834	CAPO303510
OG0002955	SACKO_05650	CAPO305617
OG0002957	SACKO_29770	CAPO303846
OG0002959	SACKO_03836	CAPO305557
OG0002960	SACKO_10276	CAPO301301
OG0002961	SACKO_22229	CAPO306313
OG0002962	SACKO_02237	CAPO302937
OG0002965	SACKO_32335, SACKO_14337	CAPO304902
OG0002968	SACKO_06975	CAPO306161
OG0002973	SACKO_14102	CAPO301405
OG0002974	SACKO_29031	CAPO300358
OG0002976	SACKO_31461	CAPO304649
OG0002977	SACKO_20192	CAPO306762
OG0002979	SACKO_20128	CAPO300623
OG0002981	SACKO_26792	CAPO305421
OG0002982	SACKO_13358	CAPO306469
OG0002983	SACKO_27335	CAPO302346
OG0002985	SACKO_30570	CAPO300589
OG0002987	SACKO_24109	CAPO306603
OG0002988	SACKO_28450	CAPO300003
OG0002990	SACKO_28950	CAPO304869
OG0002991	SACKO_16196	CAPO300778
OG0002992	SACKO_30998	CAPO307180
OG0002994	SACKO_19056, SACKO_25065, SACKO_15129	CAPO307303
OG0002997	SACKO_03884, SACKO_17459	CAPO307685
OG0002998	SACKO_08408	CAPO302958
OG0003001	SACKO_02123	CAPO302423
OG0003002	SACKO_24578	CAPO304848
OG0003004	SACKO_15243, SACKO_08904, SACKO_15252	CAPO304489
OG0003005	SACKO_09366	CAPO302452, CAPO300516
OG0003006	SACKO_09983	CAPO302605
OG0003010	SACKO_04866, SACKO_33454	CAPO303642
OG0003012	SACKO_26048	CAPO302272
OG0003014	SACKO_30554	CAPO304419
OG0003016	SACKO_10325, SACKO_10324	CAPO301025
OG0003017	SACKO_30528, SACKO_28070	CAPO303755
OG0003018	SACKO_21884, SACKO_15715	CAPO301697
OG0003019	SACKO_29411	CAPO302687
OG0003019	SACKO_22182	CAPO307689
OG0003020	SACKO_29408, SACKO_10424, SACKO_10423	CAPO306543, CAPO306821
OG0003022	SACKO_00432	CAPO308155
OG0003024	SACKO_04764	CAPO300933
OG0003025	SACKO_25265	CAPO306077
OG0003026	SACKO_02570	CAPO304742
OG0003027	SACKO_17441, SACKO_20718	CAPO302145
OG0003028	SACKO_26969	CAPO307794
OG0003029	SACKO_23336	CAPO301992
OG0003030	SACKO_20385	CAPO304737
OG0003033	SACKO_21096	CAPO300181
OG0003034	SACKO_10723	CAPO300214, CAPO307271
OG0003037	SACKO_16276, SACKO_16281	CAPO305626
OG0003038	SACKO_26887	CAPO300861
OG0003041	SACKO_15164	CAPO306033
OG0003042	SACKO_01751	CAPO301480
OG0003043	SACKO_04083, SACKO_02021, SACKO_04094	CAPO304921
OG0003044	SACKO_29708	CAPO300082
OG0003046	SACKO_19289	CAPO302851
OG0003048	SACKO_30401	CAPO300169
OG0003049	SACKO_27605	CAPO300501, CAPO307086, CAPO305726
OG0003053	SACKO_00124	CAPO305034
OG0003054	SACKO_23775	CAPO305605
OG0003055	SACKO_14713	CAPO307832
OG0003056	SACKO_30441	CAPO300334
OG0003058	SACKO_30857	CAPO305219
OG0003059	SACKO_10958, SACKO_20443	CAPO307928
OG0003060	SACKO_07187	CAPO300265
OG0003063	SACKO_07757	CAPO306091
OG0003064	SACKO_30917	CAPO303600
OG0003065	SACKO_12532	CAPO305486
OG0003067	SACKO_24076	CAPO301062
OG0003071	SACKO_01947, SACKO_09087	CAPO303765
OG0003072	SACKO_22003	CAPO300719
OG0003073	SACKO_19888, SACKO_03463	CAPO300571
OG0003074	SACKO_00277	CAPO305232
OG0003079	SACKO_01137	CAPO303732
OG0003103	SACKO_09737	CAPO300058
OG0003104	SACKO_11227	CAPO300208
OG0003106	SACKO_29288	CAPO300222
OG0003107	SACKO_16349	CAPO305408
OG0003108	SACKO_22455, SACKO_26646	CAPO307100
OG0003110	SACKO_26390	CAPO302380
OG0003111	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371	CAPO305398
OG0003112	SACKO_27668	CAPO305044
OG0003113	SACKO_19759	CAPO300369
OG0003114	SACKO_15238	CAPO305811
OG0003115	SACKO_01855	CAPO305328
OG0003116	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030	CAPO304220
OG0003119	SACKO_13546	CAPO301756
OG0003120	SACKO_22096, SACKO_22116, SACKO_24876	CAPO301313
OG0003121	SACKO_16521	CAPO300078
OG0003122	SACKO_03121, SACKO_18543, SACKO_26066	CAPO305152
OG0003124	SACKO_04410	CAPO307110
OG0003125	SACKO_29448	CAPO308199
OG0003126	SACKO_18141	CAPO302418
OG0003128	SACKO_04405	CAPO300639
OG0003130	SACKO_29703	CAPO308112
OG0003131	SACKO_18830	CAPO301104
OG0003135	SACKO_03116	CAPO304970
OG0003136	SACKO_03114	CAPO303233
OG0003138	SACKO_22321	CAPO307798
OG0003141	SACKO_03614	CAPO300915
OG0003144	SACKO_03680	CAPO304802
OG0003145	SACKO_14415	CAPO301669
OG0003146	SACKO_04352	CAPO304953
OG0003147	SACKO_09203, SACKO_13733	CAPO305754
OG0003149	SACKO_12102	CAPO303321
OG0003150	SACKO_33473	CAPO304553
OG0003151	SACKO_18699, SACKO_01605	CAPO302311
OG0003152	SACKO_11895	CAPO306395
OG0003153	SACKO_16378	CAPO305242
OG0003154	SACKO_22446	CAPO308152
OG0003157	SACKO_30627	CAPO300659
OG0003158	SACKO_02553	CAPO304754
OG0003159	SACKO_06649, SACKO_17748, SACKO_01588	CAPO307514
OG0003160	SACKO_12466	CAPO305734
OG0003161	SACKO_09109	CAPO307952, CAPO307190, CAPO305141
OG0003162	SACKO_09082, SACKO_09115, SACKO_09128	CAPO303406
OG0003163	SACKO_09039	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284
OG0003164	SACKO_24629	CAPO302879
OG0003165	SACKO_09454	CAPO302597
OG0003169	SACKO_19319	CAPO302137
OG0003172	SACKO_02203, SACKO_02691	CAPO306984
OG0003174	SACKO_14589	CAPO306817
OG0003175	SACKO_26238	CAPO306274
OG0003176	SACKO_19057	CAPO307890
OG0003177	SACKO_24963	CAPO305441
OG0003178	SACKO_18493, SACKO_11994	CAPO303283
OG0003179	SACKO_33031, SACKO_21707	CAPO300801
OG0003181	SACKO_00391	CAPO304354
OG0003182	SACKO_16383	CAPO308003
OG0003184	SACKO_29685	CAPO303123
OG0003185	SACKO_19190	CAPO301951
OG0003187	SACKO_23198	CAPO303479
OG0003189	SACKO_10353	CAPO303157
OG0003190	SACKO_23848	CAPO303910
OG0003191	SACKO_03093	CAPO306279
OG0003192	SACKO_13024	CAPO301014
OG0003193	SACKO_21175	CAPO301211
OG0003194	SACKO_30088, SACKO_17566, SACKO_01119, SACKO_02887, SACKO_02885, SACKO_29755, SACKO_09227	CAPO301882
OG0003196	SACKO_29608	CAPO301946
OG0003196	SACKO_13980, SACKO_08178	CAPO306231
OG0003198	SACKO_09167	CAPO304417
OG0003199	SACKO_33150	CAPO305890
OG0003200	SACKO_21528	CAPO301026
OG0003202	SACKO_17487	CAPO307016
OG0003203	SACKO_00607, SACKO_00828	CAPO305085
OG0003206	SACKO_17979, SACKO_17971, SACKO_19787	CAPO306250
OG0003207	SACKO_07582	CAPO301521
OG0003210	SACKO_27430	CAPO303247
OG0003211	SACKO_07520, SACKO_23746	CAPO307771
OG0003212	SACKO_00699	CAPO300076
OG0003214	SACKO_22648, SACKO_02358	CAPO305438
OG0003215	SACKO_14011	CAPO305646
OG0003217	SACKO_20635	CAPO304366
OG0003218	SACKO_33469	CAPO308113
OG0003219	SACKO_24194	CAPO306660
OG0003220	SACKO_26339, SACKO_03695	CAPO304799
OG0003223	SACKO_26827	CAPO307650
OG0003225	SACKO_07427	CAPO303179
OG0003227	SACKO_30234	CAPO306597
OG0003228	SACKO_07288	CAPO305495
OG0003230	SACKO_19470	CAPO301507
OG0003231	SACKO_17265, SACKO_07487	CAPO301890
OG0003235	SACKO_26089	CAPO301047
OG0003238	SACKO_17755	CAPO305586
OG0003240	SACKO_24079, SACKO_21025, SACKO_09100	CAPO303081
OG0003251	SACKO_32082	CAPO307251
OG0003252	SACKO_18053	CAPO305303
OG0003254	SACKO_11378	CAPO307938
OG0003255	SACKO_02946	CAPO301338
OG0003257	SACKO_04676	CAPO303231
OG0003263	SACKO_24493	CAPO303458
OG0003266	SACKO_05971, SACKO_26552, SACKO_12236	CAPO303168
OG0003267	SACKO_32336	CAPO300914
OG0003268	SACKO_05287	CAPO301821
OG0003269	SACKO_28019	CAPO304139
OG0003272	SACKO_12753	CAPO300665
OG0003273	SACKO_11959	CAPO307851
OG0003277	SACKO_01244	CAPO306142
OG0003278	SACKO_03134	CAPO306634
OG0003279	SACKO_30116	CAPO306251
OG0003282	SACKO_27155	CAPO305239
OG0003283	SACKO_28354, SACKO_30822	CAPO304400
OG0003284	SACKO_30896	CAPO302648
OG0003287	SACKO_28184	CAPO306546
OG0003288	SACKO_10698	CAPO307866
OG0003290	SACKO_27393	CAPO307662, CAPO300441
OG0003293	SACKO_06484, SACKO_23226	CAPO300956
OG0003294	SACKO_17331	CAPO303988
OG0003296	SACKO_04472	CAPO301282
OG0003298	SACKO_14529	CAPO306456
OG0003301	SACKO_27778	CAPO300201
OG0003302	SACKO_17873	CAPO303848
OG0003306	SACKO_02846	CAPO303291
OG0003309	SACKO_25385	CAPO301499
OG0003315	SACKO_11264	CAPO301649
OG0003316	SACKO_02137	CAPO300235
OG0003317	SACKO_05670	CAPO304285
OG0003318	SACKO_23709	CAPO302830
OG0003320	SACKO_10308, SACKO_31257	CAPO303640
OG0003323	SACKO_13406	CAPO304122
OG0003324	SACKO_13710	CAPO308312
OG0003325	SACKO_05232	CAPO300972, CAPO304961
OG0003326	SACKO_25613	CAPO308259
OG0003329	SACKO_09850	CAPO303336
OG0003329	SACKO_03764	CAPO300711
OG0003331	SACKO_03264	CAPO303947
OG0003332	SACKO_23821, SACKO_23810, SACKO_23819	CAPO307894
OG0003333	SACKO_30489	CAPO307836
OG0003334	SACKO_15852, SACKO_00195, SACKO_30052	CAPO305710
OG0003335	SACKO_15302	CAPO302255
OG0003340	SACKO_04037	CAPO305389
OG0003341	SACKO_02787, SACKO_02784, SACKO_02780	CAPO301683
OG0003345	SACKO_06543	CAPO302682
OG0003348	SACKO_18275	CAPO308059, CAPO308052
OG0003349	SACKO_20573	CAPO300780
OG0003353	SACKO_27934	CAPO304897
OG0003354	SACKO_00210	CAPO300396
OG0003355	SACKO_21459	CAPO308186
OG0003356	SACKO_19552, SACKO_19562	CAPO306224
OG0003357	SACKO_12468	CAPO307953
OG0003358	SACKO_23618	CAPO307281
OG0003359	SACKO_15399, SACKO_15411	CAPO303262, CAPO304527
OG0003360	SACKO_11966	CAPO301722
OG0003361	SACKO_19401	CAPO301802
OG0003362	SACKO_14757	CAPO306572
OG0003364	SACKO_11623	CAPO301569
OG0003366	SACKO_31581	CAPO302011
OG0003368	SACKO_17847	CAPO307793
OG0003369	SACKO_17735	CAPO305084
OG0003370	SACKO_33714, SACKO_19353	CAPO302725
OG0003373	SACKO_09624	CAPO301869
OG0003374	SACKO_32930	CAPO305683
OG0003375	SACKO_08748	CAPO301633, CAPO305837
OG0003376	SACKO_10287	CAPO306560
OG0003377	SACKO_23381	CAPO301205
OG0003379	SACKO_33311, SACKO_33295	CAPO301575
OG0003380	SACKO_05451	CAPO301115
OG0003382	SACKO_12662	CAPO302262
OG0003382	SACKO_12632	CAPO304611
OG0003383	SACKO_08095	CAPO305778
OG0003384	SACKO_24086	CAPO306617
OG0003386	SACKO_01067	CAPO300917
OG0003388	SACKO_17919, SACKO_17906	CAPO302657, CAPO304459, CAPO302957
OG0003391	SACKO_12505	CAPO301846
OG0003392	SACKO_10639, SACKO_10646	CAPO304278
OG0003393	SACKO_33236	CAPO304102
OG0003419	SACKO_07603	CAPO301040
OG0003421	SACKO_01930, SACKO_01928, SACKO_01939	CAPO300028
OG0003422	SACKO_04586	CAPO300121
OG0003424	SACKO_05692	CAPO307323
OG0003425	SACKO_21290	CAPO304371
OG0003426	SACKO_29295	CAPO301532
OG0003428	SACKO_19906	CAPO300586
OG0003429	SACKO_18851	CAPO307638
OG0003431	SACKO_02696	CAPO308284
OG0003434	SACKO_27927	CAPO303572
OG0003435	SACKO_25724	CAPO300552
OG0003438	SACKO_29724, SACKO_19085	CAPO304548, CAPO305602, CAPO302554
OG0003443	SACKO_22199	CAPO306901, CAPO306924
OG0003447	SACKO_16916, SACKO_15106	CAPO304621, CAPO305856
OG0003448	SACKO_29640	CAPO305307
OG0003449	SACKO_09979	CAPO304421
OG0003450	SACKO_15572	CAPO304313
OG0003451	SACKO_04785	CAPO302760
OG0003453	SACKO_10209	CAPO304718
OG0003454	SACKO_30324	CAPO305798
OG0003455	SACKO_22919	CAPO300221
OG0003456	SACKO_28683	CAPO305023
OG0003457	SACKO_17526, SACKO_07023	CAPO307022
OG0003458	SACKO_24689, SACKO_13988, SACKO_07225	CAPO301287
OG0003459	SACKO_12030	CAPO304210
OG0003461	SACKO_03545	CAPO304469
OG0003462	SACKO_00776	CAPO306452
OG0003464	SACKO_26254	CAPO306136
OG0003465	SACKO_23058	CAPO307530
OG0003467	SACKO_32119	CAPO306150
OG0003471	SACKO_27838, SACKO_27818	CAPO304216
OG0003475	SACKO_31281	CAPO307501
OG0003476	SACKO_26059	CAPO306987
OG0003477	SACKO_20610	CAPO308122
OG0003478	SACKO_00688	CAPO300139
OG0003479	SACKO_01184	CAPO302288
OG0003480	SACKO_11010	CAPO303582
OG0003483	SACKO_18557	CAPO305509
OG0003487	SACKO_25911, SACKO_25905	CAPO300925
OG0003489	SACKO_12828, SACKO_29393	CAPO305291
OG0003491	SACKO_26412	CAPO304911
OG0003492	SACKO_31827	CAPO306303
OG0003493	SACKO_15477, SACKO_31955	CAPO306533
OG0003497	SACKO_02621	CAPO305660
OG0003498	SACKO_01996, SACKO_01988, SACKO_01980	CAPO306898
OG0003499	SACKO_22766	CAPO301160
OG0003500	SACKO_07628	CAPO304927
OG0003501	SACKO_30952	CAPO303209
OG0003502	SACKO_20189	CAPO306906
OG0003503	SACKO_09739	CAPO307158
OG0003504	SACKO_16259	CAPO304351
OG0003505	SACKO_26757	CAPO305207
OG0003506	SACKO_24649	CAPO302826
OG0003507	SACKO_15223, SACKO_03869	CAPO303307
OG0003508	SACKO_06902	CAPO307911
OG0003509	SACKO_34164	CAPO305689
OG0003511	SACKO_09852	CAPO307348, CAPO308352
OG0003512	SACKO_20205	CAPO303631, CAPO302677, CAPO302168
OG0003515	SACKO_30659	CAPO307211
OG0003518	SACKO_26760, SACKO_26732	CAPO307641
OG0003519	SACKO_12908	CAPO307608
OG0003522	SACKO_24463	CAPO306659
OG0003523	SACKO_34177, SACKO_33207	CAPO304976
OG0003525	SACKO_24043, SACKO_19674, SACKO_18095, SACKO_24008	CAPO305089
OG0003528	SACKO_21089	CAPO306484
OG0003531	SACKO_00165	CAPO300308
OG0003532	SACKO_31069	CAPO303744
OG0003533	SACKO_23729	CAPO301327
OG0003537	SACKO_16852, SACKO_18710	CAPO301555
OG0003538	SACKO_14572	CAPO301093
OG0003539	SACKO_02852	CAPO300449
OG0003541	SACKO_26803	CAPO300603
OG0003543	SACKO_32884	CAPO301989
OG0003544	SACKO_26949, SACKO_12520	CAPO300418
OG0003546	SACKO_10975	CAPO303583
OG0003547	SACKO_00985	CAPO308031
OG0003550	SACKO_21635	CAPO300137
OG0003551	SACKO_25700	CAPO308286
OG0003552	SACKO_04703	CAPO307114
OG0003554	SACKO_27750	CAPO301001
OG0003556	SACKO_20857	CAPO302339
OG0003557	SACKO_27387	CAPO306086
OG0003561	SACKO_31413	CAPO301198
OG0003562	SACKO_19186	CAPO303388
OG0003563	SACKO_24469	CAPO300808, CAPO301102
OG0003564	SACKO_17080	CAPO300720
OG0003566	SACKO_03424	CAPO300164
OG0003567	SACKO_04644, SACKO_17659	CAPO307296
OG0003568	SACKO_29348	CAPO303992
OG0003570	SACKO_10065	CAPO305849
OG0003573	SACKO_03300	CAPO300904
OG0003577	SACKO_06470	CAPO306764
OG0003578	SACKO_25432	CAPO307426
OG0003579	SACKO_31496	CAPO300766
OG0003582	SACKO_20514, SACKO_20506	CAPO302819
OG0003599	SACKO_29256	CAPO301420
OG0003600	SACKO_26845	CAPO305414
OG0003607	SACKO_11384	CAPO301867
OG0003610	SACKO_11265	CAPO302401
OG0003611	SACKO_17082	CAPO306320
OG0003612	SACKO_07192	CAPO304993
OG0003613	SACKO_09649	CAPO305029
OG0003617	SACKO_22185	CAPO306844
OG0003618	SACKO_02416	CAPO302109
OG0003619	SACKO_04087	CAPO304837
OG0003620	SACKO_04500	CAPO306673
OG0003621	SACKO_01826, SACKO_01831	CAPO302199
OG0003622	SACKO_14629, SACKO_28093	CAPO305075
OG0003624	SACKO_32508, SACKO_30807	CAPO303633
OG0003630	SACKO_05455	CAPO308012
OG0003631	SACKO_08255	CAPO303610
OG0003633	SACKO_04000, SACKO_29034	CAPO300056
OG0003635	SACKO_29880, SACKO_20382	CAPO308133
OG0003638	SACKO_04756	CAPO305555
OG0003640	SACKO_16698	CAPO301244
OG0003641	SACKO_25568	CAPO300746
OG0003644	SACKO_09283	CAPO304835
OG0003645	SACKO_23291	CAPO307108
OG0003646	SACKO_03457	CAPO304914
OG0003648	SACKO_11947	CAPO302617
OG0003649	SACKO_04513	CAPO301930
OG0003650	SACKO_09653, SACKO_34048	CAPO306633
OG0003651	SACKO_13985	CAPO305370
OG0003652	SACKO_24298	CAPO300427
OG0003655	SACKO_24287	CAPO303553
OG0003656	SACKO_13038	CAPO301350
OG0003657	SACKO_16386	CAPO305783
OG0003658	SACKO_28365, SACKO_28351, SACKO_16579, SACKO_05605, SACKO_28276, SACKO_10742, SACKO_09971	CAPO303162
OG0003661	SACKO_30405, SACKO_27413, SACKO_00300, SACKO_17621	CAPO300815
OG0003664	SACKO_00324	CAPO305504
OG0003666	SACKO_16204, SACKO_16207	CAPO300690
OG0003667	SACKO_07527	CAPO303859
OG0003668	SACKO_16542	CAPO300260
OG0003668	SACKO_07937	CAPO301650
OG0003669	SACKO_29388, SACKO_29382	CAPO305883
OG0003671	SACKO_06102	CAPO308173
OG0003672	SACKO_22038	CAPO300582
OG0003676	SACKO_32292	CAPO304948
OG0003677	SACKO_22925	CAPO300011
OG0003679	SACKO_05594	CAPO304696
OG0003680	SACKO_07919	CAPO300884
OG0003682	SACKO_09145	CAPO302793
OG0003682	SACKO_09118	CAPO301860
OG0003684	SACKO_16167	CAPO302734
OG0003685	SACKO_17420	CAPO305996
OG0003686	SACKO_18996	CAPO302144
OG0003687	SACKO_02692	CAPO301501
OG0003688	SACKO_15602	CAPO307252
OG0003689	SACKO_12938, SACKO_04151	CAPO301215
OG0003690	SACKO_17688	CAPO307478
OG0003693	SACKO_30147, SACKO_30156	CAPO302269
OG0003694	SACKO_13899	CAPO307654
OG0003695	SACKO_15073	CAPO303363
OG0003696	SACKO_23747, SACKO_23745	CAPO304903
OG0003697	SACKO_33327	CAPO307718
OG0003698	SACKO_23560	CAPO306302
OG0003700	SACKO_28036	CAPO304411
OG0003703	SACKO_22461	CAPO305764
OG0003704	SACKO_18437, SACKO_18600	CAPO308213
OG0003710	SACKO_14655	CAPO301647
OG0003712	SACKO_24483	CAPO300556
OG0003713	SACKO_23814	CAPO306178
OG0003716	SACKO_26655	CAPO303976
OG0003717	SACKO_18355	CAPO306282
OG0003718	SACKO_13035	CAPO307310
OG0003719	SACKO_21324	CAPO300227
OG0003720	SACKO_27787	CAPO300371
OG0003721	SACKO_27819	CAPO300976, CAPO300975
OG0003722	SACKO_09342	CAPO300031
OG0003724	SACKO_31074	CAPO308007
OG0003729	SACKO_10462	CAPO307394
OG0003730	SACKO_07057	CAPO305074
OG0003731	SACKO_09116	CAPO304053
OG0003732	SACKO_33518	CAPO306498
OG0003733	SACKO_25639	CAPO305671
OG0003734	SACKO_10298	CAPO305564
OG0003735	SACKO_27359	CAPO308150
OG0003738	SACKO_02219	CAPO304238
OG0003739	SACKO_32965	CAPO300467
OG0003740	SACKO_08475	CAPO307238
OG0003741	SACKO_23163	CAPO305770
OG0003742	SACKO_16317	CAPO303080
OG0003743	SACKO_20767	CAPO302360
OG0003744	SACKO_15973	CAPO306491
OG0003745	SACKO_21997, SACKO_21973	CAPO307585
OG0003749	SACKO_08322	CAPO306992
OG0003750	SACKO_12535, SACKO_09051	CAPO304840
OG0003752	SACKO_12922	CAPO306304
OG0003754	SACKO_08508	CAPO305643
OG0003755	SACKO_29745	CAPO300113
OG0003756	SACKO_18779	CAPO307901
OG0003758	SACKO_22893	CAPO308214
OG0003759	SACKO_18691	CAPO307476
OG0003760	SACKO_23820	CAPO304944
OG0003761	SACKO_10184, SACKO_16376	CAPO301690
OG0003762	SACKO_02218	CAPO303010
OG0003764	SACKO_05674, SACKO_05695, SACKO_05671, SACKO_09985	CAPO300879
OG0003767	SACKO_34036, SACKO_34061, SACKO_34034	CAPO301363
OG0003769	SACKO_26729	CAPO305668
OG0003770	SACKO_30113	CAPO300865, CAPO305387
OG0003771	SACKO_24472	CAPO300755
OG0003773	SACKO_25570	CAPO301706
OG0003776	SACKO_19961, SACKO_22793, SACKO_32454	CAPO306521
OG0003778	SACKO_19167	CAPO302558
OG0003779	SACKO_17816	CAPO304919
OG0003798	SACKO_04965	CAPO300229
OG0003803	SACKO_16018	CAPO307540
OG0003806	SACKO_25022	CAPO304817
OG0003807	SACKO_28702	CAPO308021
OG0003808	SACKO_11285	CAPO308095
OG0003811	SACKO_23286, SACKO_31701	CAPO302863
OG0003812	SACKO_19469	CAPO300349
OG0003813	SACKO_02012	CAPO305053
OG0003818	SACKO_15857	CAPO306945
OG0003820	SACKO_04478	CAPO302724
OG0003823	SACKO_05580	CAPO305304
OG0003824	SACKO_12746	CAPO300109
OG0003826	SACKO_00714	CAPO303948
OG0003827	SACKO_27592	CAPO302156
OG0003828	SACKO_16727	CAPO304442
OG0003829	SACKO_06553	CAPO304825
OG0003833	SACKO_15586, SACKO_23901	CAPO305448
OG0003834	SACKO_32127	CAPO307203
OG0003835	SACKO_00089	CAPO300102
OG0003836	SACKO_30569	CAPO301610
OG0003837	SACKO_26489, SACKO_21340	CAPO304430
OG0003838	SACKO_16736	CAPO304061, CAPO304064
