Orthogroup	CAEEL	ASTMX
OG0001464	CAEEL07180	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688
OG0001465	CAEEL06490	ASTMX22228
OG0001466	CAEEL00165	ASTMX10811, ASTMX14884
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	ASTMX14778, ASTMX06215, ASTMX18545, ASTMX05354
OG0001469	CAEEL06147	ASTMX17940
OG0001469	CAEEL06502	ASTMX05748
OG0001472	CAEEL07491	ASTMX14550
OG0001472	CAEEL02663	ASTMX17138
OG0001473	CAEEL15728, CAEEL16017	ASTMX15501, ASTMX19877
OG0001474	CAEEL07328	ASTMX07703
OG0001475	CAEEL05298	ASTMX01033, ASTMX04792
OG0001476	CAEEL00667	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706
OG0001478	CAEEL11433	ASTMX12885, ASTMX07723
OG0001479	CAEEL19245	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077
OG0001480	CAEEL01047	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426
OG0001482	CAEEL08859	ASTMX17250, ASTMX10958, ASTMX07796, ASTMX13431, ASTMX13296, ASTMX22753, ASTMX17504
OG0001484	CAEEL01076, CAEEL01075	ASTMX17553, ASTMX17552, ASTMX18774
OG0001485	CAEEL01187	ASTMX04894, ASTMX10882, ASTMX03334, ASTMX21672
OG0001486	CAEEL06199	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981
OG0001489	CAEEL05101	ASTMX12776, ASTMX12086, ASTMX11213
OG0001493	CAEEL11731	ASTMX18828, ASTMX13877, ASTMX11307
OG0001500	CAEEL11009	ASTMX19077, ASTMX07007, ASTMX07549, ASTMX07006
OG0001501	CAEEL00103	ASTMX22706
OG0001503	CAEEL04111	ASTMX02356
OG0001503	CAEEL08520	ASTMX19525
OG0001504	CAEEL05392	ASTMX13743
OG0001505	CAEEL05185, CAEEL08607	ASTMX16658, ASTMX10480
OG0001506	CAEEL04371	ASTMX16668, ASTMX02040
OG0001508	CAEEL19670	ASTMX16208, ASTMX16207
OG0001510	CAEEL19165	ASTMX01738, ASTMX20539, ASTMX20538, ASTMX05480, ASTMX22212
OG0001515	CAEEL07598	ASTMX13055, ASTMX11972
OG0001515	CAEEL07033	ASTMX03532
OG0001516	CAEEL05831	ASTMX06094, ASTMX22766
OG0001517	CAEEL20700	ASTMX05080, ASTMX07941, ASTMX05461, ASTMX06024, ASTMX06023
OG0001522	CAEEL01881	ASTMX05739, ASTMX08097, ASTMX22565, ASTMX01282
OG0001523	CAEEL20306	ASTMX02548, ASTMX01083, ASTMX17910, ASTMX07261
OG0001524	CAEEL18987, CAEEL00715	ASTMX10909
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	ASTMX03602
OG0001526	CAEEL19873	ASTMX08595, ASTMX10378, ASTMX13114
OG0001527	CAEEL08026	ASTMX03505
OG0001528	CAEEL20795	ASTMX05668, ASTMX15564, ASTMX07962, ASTMX15565
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	ASTMX09418, ASTMX00938, ASTMX00780
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	ASTMX12054, ASTMX05383, ASTMX00173
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	ASTMX21864, ASTMX11568, ASTMX15808
OG0001538	CAEEL15530	ASTMX10517, ASTMX02477, ASTMX03859
OG0001546	CAEEL14468	ASTMX10973, ASTMX01598
OG0001549	CAEEL18956	ASTMX20825, ASTMX02013, ASTMX05521, ASTMX19063, ASTMX09254
OG0001550	CAEEL12391, CAEEL06493	ASTMX14152
OG0001551	CAEEL13359	ASTMX01345, ASTMX03884
OG0001552	CAEEL09513	ASTMX18767
OG0001553	CAEEL10745	ASTMX13473, ASTMX02742, ASTMX20664
OG0001554	CAEEL00812	ASTMX03717, ASTMX05853, ASTMX03716, ASTMX07008
OG0001557	CAEEL09005	ASTMX20060
OG0001557	CAEEL09508	ASTMX08321
OG0001558	CAEEL05103, CAEEL08374	ASTMX15085, ASTMX15086, ASTMX13703, ASTMX08558
OG0001559	CAEEL16062	ASTMX04609, ASTMX03837, ASTMX21052
OG0001560	CAEEL01011	ASTMX18831, ASTMX22394, ASTMX22725, ASTMX02440
OG0001561	CAEEL11007	ASTMX12815, ASTMX13331, ASTMX05206, ASTMX16235
OG0001565	CAEEL18401	ASTMX20589
OG0001567	CAEEL04524	ASTMX04861, ASTMX05681
OG0001568	CAEEL15339	ASTMX14315
OG0001569	CAEEL19014, CAEEL18168	ASTMX09567, ASTMX00111, ASTMX08814, ASTMX08813
OG0001571	CAEEL18118	ASTMX12366, ASTMX03489
OG0001572	CAEEL00311	ASTMX10710
OG0001576	CAEEL00120	ASTMX04056
OG0001578	CAEEL10814, CAEEL18928	ASTMX17269
OG0001580	CAEEL02579	ASTMX17141, ASTMX00422, ASTMX07082
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	ASTMX16532
OG0001583	CAEEL19802	ASTMX21750, ASTMX01613, ASTMX19566, ASTMX06604, ASTMX04877
OG0001584	CAEEL09032	ASTMX21214
OG0001589	CAEEL18417	ASTMX19867
OG0001590	CAEEL15262, CAEEL15263	ASTMX14704
OG0001593	CAEEL02963, CAEEL13946	ASTMX21886, ASTMX18436, ASTMX00248, ASTMX04255
OG0001594	CAEEL04807, CAEEL04125	ASTMX03704
OG0001596	CAEEL10536	ASTMX20215, ASTMX07221, ASTMX08395, ASTMX02127
OG0001597	CAEEL10283	ASTMX12010
OG0001599	CAEEL20479	ASTMX14692, ASTMX14693, ASTMX18782
OG0001602	CAEEL18101	ASTMX00266
OG0001603	CAEEL14729	ASTMX15815
OG0001604	CAEEL04879	ASTMX20038, ASTMX22550, ASTMX05873
OG0001605	CAEEL09382	ASTMX17869, ASTMX10907, ASTMX17438, ASTMX13921
OG0001606	CAEEL14239	ASTMX13363
OG0001606	CAEEL15795	ASTMX19946
OG0001608	CAEEL02190, CAEEL02191	ASTMX13914, ASTMX16442, ASTMX00272
OG0001609	CAEEL19774	ASTMX05434
OG0001609	CAEEL10790	ASTMX10748
OG0001610	CAEEL02035, CAEEL20252	ASTMX11326, ASTMX21155, ASTMX22190, ASTMX15390
OG0001611	CAEEL15699	ASTMX19687, ASTMX14783, ASTMX22329, ASTMX10519, ASTMX17389, ASTMX13933
OG0001612	CAEEL02577	ASTMX00061
OG0001614	CAEEL01012	ASTMX11931
OG0001615	CAEEL04670	ASTMX02210, ASTMX03596, ASTMX14419
OG0001620	CAEEL18514, CAEEL18862	ASTMX09139, ASTMX06536, ASTMX11560
OG0001621	CAEEL08615	ASTMX22157, ASTMX01413, ASTMX19883
OG0001625	CAEEL05727	ASTMX02826, ASTMX01619, ASTMX01588
OG0001627	CAEEL00684	ASTMX10150, ASTMX14956, ASTMX16098, ASTMX14955, ASTMX18107, ASTMX18106
OG0001628	CAEEL00193	ASTMX10611, ASTMX13713
OG0001632	CAEEL16035	ASTMX09246, ASTMX19438, ASTMX01979
OG0001635	CAEEL08024	ASTMX10717, ASTMX01151, ASTMX11894
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	ASTMX17085, ASTMX13300, ASTMX13301
OG0001640	CAEEL10788	ASTMX15949, ASTMX03089, ASTMX00633, ASTMX01744, ASTMX21296, ASTMX10782, ASTMX15950, ASTMX09264
OG0001641	CAEEL00743	ASTMX14840, ASTMX17044, ASTMX12642, ASTMX21552, ASTMX21553
OG0001642	CAEEL15818	ASTMX03937, ASTMX06995, ASTMX06996, ASTMX06997
OG0001643	CAEEL19599	ASTMX11888, ASTMX11887, ASTMX17860, ASTMX01841
OG0001651	CAEEL10611	ASTMX03971, ASTMX16462, ASTMX06653
OG0001652	CAEEL15807	ASTMX21292, ASTMX22257
OG0001652	CAEEL15806	ASTMX09489
OG0001653	CAEEL03026	ASTMX22783, ASTMX22782, ASTMX03023
OG0001655	CAEEL05314	ASTMX19212, ASTMX01670, ASTMX07000, ASTMX09332
OG0001656	CAEEL07456	ASTMX10174
OG0001657	CAEEL08928, CAEEL08927	ASTMX22284, ASTMX12850, ASTMX15429
OG0001659	CAEEL00855	ASTMX04833
OG0001661	CAEEL14147	ASTMX14504
OG0001662	CAEEL00357	ASTMX03470, ASTMX17684, ASTMX18835
OG0001663	CAEEL10899, CAEEL10898	ASTMX05177, ASTMX19785, ASTMX01771, ASTMX08877
OG0001664	CAEEL04260	ASTMX14304
OG0001665	CAEEL07716	ASTMX16406, ASTMX15478
OG0001666	CAEEL07781	ASTMX00039
OG0001668	CAEEL00277	ASTMX01187
OG0001671	CAEEL19781	ASTMX22730, ASTMX02090
OG0001672	CAEEL08375	ASTMX12193, ASTMX07934, ASTMX08671, ASTMX18092, ASTMX01458, ASTMX12016
OG0001673	CAEEL17134, CAEEL17133	ASTMX18919, ASTMX01248, ASTMX09514
OG0001673	CAEEL02728	ASTMX10984
OG0001675	CAEEL00808	ASTMX06836, ASTMX12553, ASTMX10815, ASTMX08168
OG0001676	CAEEL01617	ASTMX18175
OG0001677	CAEEL07860	ASTMX05947, ASTMX20317
OG0001680	CAEEL15664	ASTMX10612, ASTMX16866, ASTMX08071, ASTMX08524, ASTMX17208, ASTMX17209, ASTMX13927, ASTMX10466
OG0001682	CAEEL17995	ASTMX11437
OG0001683	CAEEL00875	ASTMX09827, ASTMX01135, ASTMX07486, ASTMX08701, ASTMX18381, ASTMX11426
OG0001684	CAEEL08513, CAEEL19560	ASTMX01855, ASTMX02369
OG0001685	CAEEL06629, CAEEL19461	ASTMX11627, ASTMX01624
OG0001688	CAEEL06653	ASTMX20357, ASTMX05569, ASTMX09337, ASTMX11298
OG0001690	CAEEL02923	ASTMX16868
OG0001691	CAEEL09136, CAEEL09137	ASTMX01434, ASTMX18308
OG0001700	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327	ASTMX16498
OG0001706	CAEEL00824	ASTMX05640, ASTMX20258, ASTMX05639
OG0001707	CAEEL18144, CAEEL17802	ASTMX18307, ASTMX18306
OG0001709	CAEEL07646, CAEEL07650	ASTMX04095
OG0001710	CAEEL11053	ASTMX07220, ASTMX20214, ASTMX04024, ASTMX02128
OG0001711	CAEEL15052	ASTMX13045, ASTMX17864, ASTMX16102, ASTMX04614, ASTMX04603
OG0001713	CAEEL04261	ASTMX02275
OG0001713	CAEEL02704	ASTMX17234
OG0001714	CAEEL12772	ASTMX14531, ASTMX21207
OG0001714	CAEEL15825	ASTMX02509, ASTMX10518
OG0001718	CAEEL12769	ASTMX07179, ASTMX23036, ASTMX19690, ASTMX19842, ASTMX19691, ASTMX04823, ASTMX19689
OG0001720	CAEEL07819	ASTMX02308, ASTMX17599, ASTMX16344
OG0001721	CAEEL10104, CAEEL11043	ASTMX00052, ASTMX01262, ASTMX09503, ASTMX12296
OG0001723	CAEEL19731	ASTMX12143, ASTMX06027
OG0001724	CAEEL00188, CAEEL09412	ASTMX09937, ASTMX07584
OG0001726	CAEEL15546	ASTMX20123, ASTMX05802
OG0001727	CAEEL15354	ASTMX18920, ASTMX10976, ASTMX04884, ASTMX01599
OG0001728	CAEEL20444	ASTMX21307, ASTMX13636
OG0001730	CAEEL04519	ASTMX20533, ASTMX14053, ASTMX14051, ASTMX02853
OG0001731	CAEEL19569	ASTMX15705, ASTMX21816, ASTMX03042
OG0001732	CAEEL05337	ASTMX00146, ASTMX09573, ASTMX02281
OG0001733	CAEEL11586	ASTMX21899, ASTMX21900, ASTMX21495
OG0001734	CAEEL11289	ASTMX02188
OG0001735	CAEEL08598	ASTMX08661, ASTMX00485, ASTMX18296, ASTMX19896
OG0001736	CAEEL20331	ASTMX02648
OG0001738	CAEEL09745, CAEEL09746	ASTMX04483, ASTMX07349, ASTMX21178, ASTMX07257
OG0001739	CAEEL10953	ASTMX19266, ASTMX03558, ASTMX00354
OG0001743	CAEEL18830	ASTMX13429, ASTMX22574, ASTMX10367
OG0001745	CAEEL15294	ASTMX05763
OG0001746	CAEEL09374	ASTMX02179, ASTMX09002, ASTMX01088, ASTMX02180
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	ASTMX00575, ASTMX06318, ASTMX11440
OG0001750	CAEEL08294	ASTMX12646, ASTMX21008, ASTMX02080, ASTMX01052, ASTMX06673
OG0001754	CAEEL06405	ASTMX08050, ASTMX00116
OG0001755	CAEEL12716	ASTMX00395
OG0001755	CAEEL16403	ASTMX06126
OG0001756	CAEEL02757	ASTMX08584, ASTMX13471
OG0001758	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164	ASTMX09348, ASTMX05870
OG0001769	CAEEL12367	ASTMX01507
OG0001770	CAEEL12180	ASTMX16705, ASTMX20255, ASTMX00311, ASTMX08260
OG0001774	CAEEL20358	ASTMX10351
OG0001774	CAEEL07377, CAEEL01266	ASTMX06409
OG0001775	CAEEL01757	ASTMX18173, ASTMX02453, ASTMX19386
OG0001776	CAEEL20827	ASTMX20742, ASTMX07303, ASTMX12492
OG0001779	CAEEL00025, CAEEL00024	ASTMX05155
OG0001780	CAEEL12979	ASTMX11982, ASTMX11983, ASTMX06627
OG0001781	CAEEL04378	ASTMX01449
OG0001781	CAEEL06468	ASTMX19769
OG0001782	CAEEL11605	ASTMX12666
OG0001783	CAEEL18807	ASTMX21511, ASTMX11389
OG0001785	CAEEL10450, CAEEL07502	ASTMX00095
OG0001787	CAEEL07669	ASTMX00153, ASTMX21186, ASTMX20336
OG0001790	CAEEL19999	ASTMX16222
OG0001792	CAEEL00159	ASTMX18195
OG0001793	CAEEL07806	ASTMX07514
OG0001798	CAEEL02504	ASTMX02451, ASTMX02132
OG0001799	CAEEL07172	ASTMX21315, ASTMX12220, ASTMX21504, ASTMX05952, ASTMX20313
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	ASTMX00967, ASTMX17639, ASTMX00705, ASTMX05193, ASTMX16166
OG0001805	CAEEL10422, CAEEL19401	ASTMX17764, ASTMX21541, ASTMX17763, ASTMX22144
OG0001809	CAEEL18133	ASTMX14244, ASTMX07924, ASTMX16684
OG0001810	CAEEL00534	ASTMX01884, ASTMX15033
OG0001816	CAEEL05710	ASTMX09877, ASTMX01690, ASTMX08907
OG0001818	CAEEL16460	ASTMX15112, ASTMX15111, ASTMX01280
OG0001819	CAEEL08110	ASTMX10139, ASTMX08405
OG0001820	CAEEL00161	ASTMX17311, ASTMX17314, ASTMX08253, ASTMX02490
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	ASTMX10515
OG0001822	CAEEL14275, CAEEL14276	ASTMX17911, ASTMX05380, ASTMX01084
OG0001824	CAEEL20525	ASTMX16553
OG0001826	CAEEL08005, CAEEL18927	ASTMX17635, ASTMX17851, ASTMX04624, ASTMX18141
OG0001827	CAEEL12511	ASTMX10371
OG0001828	CAEEL07411	ASTMX21055
OG0001830	CAEEL00742	ASTMX08635, ASTMX20818, ASTMX22664, ASTMX04561
OG0001831	CAEEL10161, CAEEL19257	ASTMX09701, ASTMX11370, ASTMX05003
OG0001832	CAEEL05995	ASTMX16776
OG0001834	CAEEL08270	ASTMX04164, ASTMX17094, ASTMX23044
OG0001835	CAEEL15709	ASTMX00389
OG0001846	CAEEL02581, CAEEL02580	ASTMX14112, ASTMX06709, ASTMX19360
OG0001849	CAEEL04779	ASTMX05295
OG0001849	CAEEL07132	ASTMX20398
OG0001852	CAEEL10571	ASTMX04038, ASTMX18646, ASTMX00935
OG0001853	CAEEL00334, CAEEL01622	ASTMX06831, ASTMX12580, ASTMX14066
OG0001854	CAEEL12618	ASTMX17734
OG0001857	CAEEL04635	ASTMX08952, ASTMX08953, ASTMX03295, ASTMX15454
OG0001858	CAEEL11554	ASTMX22972
OG0001860	CAEEL19534	ASTMX12416
OG0001861	CAEEL19043	ASTMX07579, ASTMX01292
OG0001862	CAEEL07094	ASTMX17514, ASTMX18623, ASTMX04897, ASTMX10918
OG0001863	CAEEL11286	ASTMX08020
OG0001864	CAEEL00359	ASTMX14124, ASTMX05208, ASTMX06684
OG0001866	CAEEL12131	ASTMX03690
OG0001867	CAEEL18932	ASTMX16400, ASTMX16454
OG0001870	CAEEL18619	ASTMX18491, ASTMX06826, ASTMX20463, ASTMX12239, ASTMX18877
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	ASTMX13537
OG0001874	CAEEL00933	ASTMX19496
OG0001875	CAEEL09917	ASTMX19333
OG0001876	CAEEL11614	ASTMX17533, ASTMX07597
OG0001878	CAEEL07138	ASTMX03678, ASTMX03679, ASTMX11223, ASTMX09106, ASTMX11222, ASTMX15218, ASTMX21903
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	ASTMX12971
OG0001881	CAEEL18890	ASTMX14379, ASTMX16204, ASTMX00702
OG0001883	CAEEL19810	ASTMX21822
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	ASTMX06134, ASTMX19600, ASTMX08889
OG0001886	CAEEL20566, CAEEL20351	ASTMX11188, ASTMX19864
OG0001887	CAEEL05740	ASTMX11490, ASTMX04087, ASTMX07566, ASTMX04178, ASTMX01150, ASTMX04646
OG0001888	CAEEL18672, CAEEL11639	ASTMX15480, ASTMX17356, ASTMX11277
OG0001889	CAEEL11129, CAEEL11128	ASTMX06568, ASTMX18787, ASTMX13144
OG0001890	CAEEL18655	ASTMX07216, ASTMX05529, ASTMX19180, ASTMX02543, ASTMX01077
OG0001895	CAEEL00352, CAEEL16104	ASTMX17836, ASTMX21328, ASTMX21293
OG0001898	CAEEL15099	ASTMX02303, ASTMX08107, ASTMX16484
OG0001899	CAEEL14131	ASTMX04690, ASTMX15105
OG0001900	CAEEL16160	ASTMX17301
OG0001901	CAEEL08532, CAEEL08531	ASTMX01661
OG0001903	CAEEL12995	ASTMX04440, ASTMX02517
OG0001905	CAEEL18799	ASTMX02059, ASTMX04463, ASTMX17081, ASTMX10926, ASTMX17580, ASTMX09984, ASTMX05057
OG0001913	CAEEL00139	ASTMX20767, ASTMX02135, ASTMX20390
OG0001915	CAEEL10189	ASTMX06154, ASTMX20145
OG0001916	CAEEL14482	ASTMX05801
OG0001916	CAEEL07131	ASTMX16187
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	ASTMX12441, ASTMX14303, ASTMX04127, ASTMX20172, ASTMX18196
OG0001918	CAEEL07844	ASTMX14770, ASTMX10418
OG0001919	CAEEL18092	ASTMX02747
OG0001923	CAEEL00866, CAEEL02499	ASTMX11549, ASTMX15481, ASTMX19703
OG0001926	CAEEL05295	ASTMX02370
OG0001928	CAEEL19148	ASTMX11034
OG0001930	CAEEL01812	ASTMX00407, ASTMX00470
OG0001932	CAEEL18548, CAEEL17132	ASTMX08414, ASTMX03192, ASTMX04190
OG0001933	CAEEL05724	ASTMX20524
OG0001934	CAEEL04980, CAEEL04981	ASTMX19911, ASTMX13174, ASTMX13175
OG0001935	CAEEL01455	ASTMX11590
OG0001938	CAEEL05158	ASTMX18134
OG0001939	CAEEL05317	ASTMX19952, ASTMX00403
OG0001940	CAEEL08846	ASTMX17596
OG0001945	CAEEL05071	ASTMX00044, ASTMX10524, ASTMX09938
OG0001946	CAEEL11023	ASTMX12183, ASTMX15576, ASTMX12119, ASTMX01552
OG0001947	CAEEL20697	ASTMX05518, ASTMX09474, ASTMX03096, ASTMX00626
OG0001948	CAEEL15692	ASTMX22858, ASTMX15647, ASTMX13681, ASTMX18721, ASTMX19377, ASTMX13543
OG0001949	CAEEL19721	ASTMX16347, ASTMX05904, ASTMX22823, ASTMX16345, ASTMX02307
OG0001950	CAEEL05818	ASTMX18530, ASTMX11401, ASTMX09051, ASTMX03098, ASTMX07411
OG0001951	CAEEL08644, CAEEL02798	ASTMX20250, ASTMX00814, ASTMX21087, ASTMX07517
OG0001952	CAEEL00959	ASTMX11334
OG0001953	CAEEL01457	ASTMX17339, ASTMX11073, ASTMX17815
OG0001956	CAEEL07023	ASTMX07766
OG0001958	CAEEL19146	ASTMX02681, ASTMX11359, ASTMX15551, ASTMX13324, ASTMX00180, ASTMX02698, ASTMX04111
OG0001961	CAEEL11703	ASTMX01985, ASTMX00433, ASTMX05535
OG0001962	CAEEL07745	ASTMX10698, ASTMX09532, ASTMX00886
OG0001963	CAEEL09651	ASTMX19201, ASTMX06233, ASTMX10086
OG0001964	CAEEL18880	ASTMX18977, ASTMX19220
OG0001965	CAEEL15340	ASTMX04867
OG0001966	CAEEL15352, CAEEL06723	ASTMX14196, ASTMX08275
OG0001968	CAEEL10639	ASTMX09462
OG0001969	CAEEL09244, CAEEL09472, CAEEL00361	ASTMX10572, ASTMX16678, ASTMX02918
OG0001970	CAEEL17419	ASTMX20727, ASTMX02481
OG0001971	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583	ASTMX06857, ASTMX18166, ASTMX07764, ASTMX07098, ASTMX02407
OG0001974	CAEEL10261	ASTMX21581
OG0001978	CAEEL18757	ASTMX10513, ASTMX20541, ASTMX19834, ASTMX07677, ASTMX07680, ASTMX19831, ASTMX19833, ASTMX19832, ASTMX07679, ASTMX07678
OG0001985	CAEEL08373, CAEEL02584, CAEEL02585	ASTMX05944, ASTMX20318, ASTMX20204
OG0001987	CAEEL06766	ASTMX18839, ASTMX12855, ASTMX17820, ASTMX17595
OG0001988	CAEEL02095	ASTMX13581, ASTMX09059
OG0001989	CAEEL20436	ASTMX03043, ASTMX19847
OG0001990	CAEEL18486	ASTMX06695
OG0001991	CAEEL08725	ASTMX12375, ASTMX02084, ASTMX00520
OG0001992	CAEEL00543	ASTMX04244, ASTMX09494
OG0001993	CAEEL15736	ASTMX23032
OG0001994	CAEEL19344, CAEEL02372	ASTMX13184, ASTMX03001, ASTMX02331
OG0001998	CAEEL08296	ASTMX15724, ASTMX01470
OG0001999	CAEEL06715	ASTMX11680
OG0002000	CAEEL08459	ASTMX14056, ASTMX08846, ASTMX12081
OG0002001	CAEEL07856	ASTMX01040, ASTMX04984
OG0002002	CAEEL05495, CAEEL09310, CAEEL01852	ASTMX07891, ASTMX09191, ASTMX03021
OG0002003	CAEEL18663	ASTMX12936, ASTMX02322, ASTMX09501
OG0002005	CAEEL10504	ASTMX04340, ASTMX01660, ASTMX15304, ASTMX02809, ASTMX09957, ASTMX19417
OG0002006	CAEEL16051, CAEEL18232	ASTMX10173, ASTMX04500
OG0002008	CAEEL11706	ASTMX21371, ASTMX21150
OG0002009	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207	ASTMX17629, ASTMX16191
OG0002011	CAEEL06587, CAEEL01459	ASTMX00517, ASTMX17175
OG0002013	CAEEL00803, CAEEL01317	ASTMX05656, ASTMX18118
OG0002015	CAEEL07232	ASTMX22305, ASTMX21197
OG0002016	CAEEL10751	ASTMX06954, ASTMX13089
OG0002017	CAEEL04551	ASTMX04800, ASTMX06787, ASTMX12770, ASTMX15859
OG0002018	CAEEL08242	ASTMX04081, ASTMX14917, ASTMX00472, ASTMX03911
OG0002020	CAEEL20282	ASTMX09967, ASTMX07803, ASTMX07643, ASTMX11910
OG0002023	CAEEL12418	ASTMX13059, ASTMX13931, ASTMX11476, ASTMX03808
OG0002025	CAEEL01720	ASTMX21209
OG0002026	CAEEL09267	ASTMX08004, ASTMX05432
OG0002027	CAEEL19841	ASTMX01143, ASTMX02252, ASTMX16654, ASTMX03186
OG0002031	CAEEL07288	ASTMX19732, ASTMX01811
OG0002032	CAEEL15092	ASTMX17188
OG0002035	CAEEL04843, CAEEL04846	ASTMX15049
OG0002036	CAEEL17432	ASTMX10687, ASTMX02312
OG0002037	CAEEL09947	ASTMX12739
OG0002042	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817	ASTMX12108, ASTMX12109
OG0002043	CAEEL01497	ASTMX04301, ASTMX15262
OG0002059	CAEEL20695	ASTMX16881, ASTMX08569, ASTMX16470
OG0002060	CAEEL17542	ASTMX04696
OG0002062	CAEEL01567	ASTMX13242, ASTMX19992, ASTMX02071
OG0002063	CAEEL01336	ASTMX14592
OG0002064	CAEEL17790	ASTMX10932, ASTMX03886, ASTMX09499
OG0002067	CAEEL08430	ASTMX12928
OG0002068	CAEEL15280	ASTMX12273, ASTMX16517
OG0002073	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593	ASTMX18638
OG0002074	CAEEL18383	ASTMX02153
OG0002076	CAEEL17850	ASTMX09409, ASTMX19822, ASTMX20304
OG0002077	CAEEL08392	ASTMX09597
OG0002078	CAEEL04535	ASTMX07822, ASTMX22651, ASTMX21198, ASTMX07693
OG0002079	CAEEL07901	ASTMX08264, ASTMX09088
OG0002080	CAEEL03246, CAEEL12691	ASTMX03462, ASTMX21263
OG0002085	CAEEL11230, CAEEL11229	ASTMX09374, ASTMX11810, ASTMX20238, ASTMX04550
OG0002086	CAEEL01985	ASTMX07923, ASTMX07922, ASTMX21562
OG0002087	CAEEL07742	ASTMX16781
OG0002090	CAEEL00790	ASTMX16025
OG0002094	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823	ASTMX16837
OG0002095	CAEEL07104	ASTMX03962, ASTMX17882, ASTMX06032
OG0002097	CAEEL03161, CAEEL00098, CAEEL19231	ASTMX09200, ASTMX06450, ASTMX12192, ASTMX07933
OG0002099	CAEEL05221	ASTMX07474, ASTMX07475
OG0002102	CAEEL20714	ASTMX08771, ASTMX03132, ASTMX03918, ASTMX08042, ASTMX22350
OG0002103	CAEEL16392, CAEEL16394	ASTMX03950, ASTMX04643
OG0002104	CAEEL08654	ASTMX05475, ASTMX01651, ASTMX03534
OG0002105	CAEEL18772	ASTMX01741, ASTMX00335, ASTMX14499, ASTMX00378, ASTMX22666
OG0002106	CAEEL18235, CAEEL08825	ASTMX03785, ASTMX08724
OG0002107	CAEEL07845	ASTMX19945
OG0002108	CAEEL05450, CAEEL05957, CAEEL15378	ASTMX07612, ASTMX01236
OG0002122	CAEEL09431	ASTMX08830, ASTMX06030
OG0002124	CAEEL05107	ASTMX14518
OG0002125	CAEEL10327	ASTMX04029
OG0002125	CAEEL06344	ASTMX02181
OG0002131	CAEEL00336	ASTMX11268, ASTMX11269, ASTMX11344
OG0002135	CAEEL01398, CAEEL15762	ASTMX20057, ASTMX09828, ASTMX01206
OG0002136	CAEEL12257	ASTMX21780
OG0002139	CAEEL15822	ASTMX21646, ASTMX11143, ASTMX09490
OG0002143	CAEEL01697	ASTMX10092, ASTMX11014
OG0002144	CAEEL08787	ASTMX17084, ASTMX17508, ASTMX19379
OG0002145	CAEEL00125	ASTMX07271
OG0002146	CAEEL10604	ASTMX03073, ASTMX07185
OG0002147	CAEEL05229	ASTMX06786, ASTMX15556, ASTMX15557, ASTMX18212
OG0002148	CAEEL13205	ASTMX15638
OG0002151	CAEEL19229	ASTMX04874, ASTMX21404
OG0002152	CAEEL00179	ASTMX15710
OG0002157	CAEEL07043	ASTMX22352
OG0002157	CAEEL10861	ASTMX04963
OG0002163	CAEEL04144	ASTMX16128, ASTMX00364, ASTMX16127, ASTMX05562
OG0002165	CAEEL13880	ASTMX00309
