Orthogroup	CAEEL	OWEFU
OG0001176	CAEEL11466	OFUSG10722.1.p1
OG0001177	CAEEL08262, CAEEL18706	OFUSG21017.1.p1, OFUSG21015.1.p1, OFUSG21019.1.p1, OFUSG21014.1.p1, OFUSG21016.1.p1
OG0001178	CAEEL05306	OFUSG12774.1.p1
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	OFUSG23169.1.p1
OG0001180	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391	OFUSG09681.3.p1, OFUSG09681.1.p1, OFUSG09681.2.p1
OG0001180	CAEEL00751	OFUSG19622.1.p1
OG0001181	CAEEL08327	OFUSG04163.4.p1, OFUSG04163.3.p1, OFUSG04163.2.p1, OFUSG04163.5.p1, OFUSG04163.1.p1
OG0001184	CAEEL20576	OFUSG07947.1.p1, OFUSG07947.2.p1
OG0001184	CAEEL19676	OFUSG05984.1.p1
OG0001186	CAEEL00480	OFUSG20257.1.p1
OG0001186	CAEEL09703	OFUSG20541.1.p1
OG0001188	CAEEL14362	OFUSG12424.3.p1, OFUSG12424.2.p1, OFUSG12424.4.p1, OFUSG12424.1.p1
OG0001189	CAEEL01928	OFUSG13394.1.p1, OFUSG13393.2.p1, OFUSG13393.1.p1
OG0001191	CAEEL09751, CAEEL20476, CAEEL09505	OFUSG19246.1.p1
OG0001197	CAEEL11613	OFUSG12312.1.p1
OG0001200	CAEEL05263	OFUSG25224.1.p1
OG0001201	CAEEL02666	OFUSG05227.1.p1
OG0001203	CAEEL12408	OFUSG11251.2.p1, OFUSG11251.1.p1
OG0001204	CAEEL09132	OFUSG22699.1.p1
OG0001205	CAEEL06787	OFUSG03222.1.p1
OG0001208	CAEEL10574	OFUSG23596.1.p1, OFUSG23596.2.p1
OG0001209	CAEEL00442	OFUSG16185.1.p1
OG0001210	CAEEL06396	OFUSG21803.1.p1
OG0001210	CAEEL06380	OFUSG16955.1.p1
OG0001211	CAEEL08708, CAEEL01747, CAEEL04910, CAEEL02891, CAEEL08232, CAEEL07906	OFUSG26423.1.p1
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	OFUSG05564.1.p1
OG0001214	CAEEL08401	OFUSG23587.1.p1, OFUSG23585.1.p1, OFUSG23586.1.p1
OG0001215	CAEEL11249	OFUSG23468.1.p1
OG0001216	CAEEL04644	OFUSG24041.1.p1
OG0001217	CAEEL08746	OFUSG01813.2.p1, OFUSG01813.1.p1, OFUSG01813.3.p1
OG0001218	CAEEL20131, CAEEL14167	OFUSG02858.1.p1, OFUSG17762.1.p1, OFUSG23686.1.p1
OG0001219	CAEEL20379	OFUSG21415.1.p1
OG0001220	CAEEL07890	OFUSG14871.1.p1
OG0001221	CAEEL13124	OFUSG05323.1.p1, OFUSG04940.1.p1, OFUSG20341.1.p1
OG0001223	CAEEL02795	OFUSG20458.1.p1, OFUSG20458.3.p1, OFUSG20458.2.p1
OG0001225	CAEEL02873	OFUSG04589.1.p1
OG0001226	CAEEL02848, CAEEL02849	OFUSG00663.1.p1, OFUSG17943.2.p1, OFUSG17943.1.p1, OFUSG21268.1.p1
OG0001231	CAEEL15401	OFUSG12258.4.p1, OFUSG12258.5.p1, OFUSG12258.2.p1, OFUSG12258.3.p1, OFUSG12258.1.p1
OG0001234	CAEEL00806	OFUSG05267.1.p1
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	OFUSG21425.1.p1
OG0001238	CAEEL05166, CAEEL11182	OFUSG19388.1.p1, OFUSG21344.1.p1
OG0001239	CAEEL12011	OFUSG05931.1.p1, OFUSG05931.2.p1
OG0001241	CAEEL01749	OFUSG12948.2.p1, OFUSG12948.1.p1
OG0001241	CAEEL19375	OFUSG14006.1.p1
OG0001243	CAEEL01806	OFUSG16186.2.p1, OFUSG16186.3.p1, OFUSG16186.1.p1, OFUSG16186.5.p1, OFUSG16186.4.p1
OG0001244	CAEEL12407	OFUSG14122.1.p1, OFUSG14121.1.p1
OG0001244	CAEEL20165, CAEEL12480, CAEEL20162, CAEEL20164, CAEEL11488, CAEEL15771, CAEEL15366	OFUSG03548.1.p1, OFUSG07430.1.p1, OFUSG07407.1.p1, OFUSG07431.1.p1
OG0001247	CAEEL10570	OFUSG05637.1.p1, OFUSG05637.3.p1, OFUSG05637.4.p1, OFUSG05637.2.p1
OG0001248	CAEEL08830	OFUSG23624.1.p1
OG0001249	CAEEL06406	OFUSG17354.1.p1
OG0001250	CAEEL18712	OFUSG09998.1.p1, OFUSG09998.2.p1
OG0001251	CAEEL10205	OFUSG21037.1.p1
OG0001251	CAEEL01802	OFUSG04849.1.p1
OG0001252	CAEEL05030	OFUSG16975.2.p1, OFUSG16975.1.p1
OG0001253	CAEEL10888, CAEEL10887	OFUSG06702.1.p1
OG0001254	CAEEL00935	OFUSG24259.1.p1, OFUSG24259.5.p1, OFUSG24259.3.p1, OFUSG24259.4.p1, OFUSG24259.2.p1
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	OFUSG01838.2.p1, OFUSG01838.3.p1, OFUSG01838.1.p1
OG0001261	CAEEL07850	OFUSG02179.1.p1
OG0001262	CAEEL15249, CAEEL20627	OFUSG07691.1.p1
OG0001266	CAEEL20839, CAEEL20838	OFUSG06980.1.p1
OG0001266	CAEEL07143	OFUSG16970.1.p1
OG0001267	CAEEL14111	OFUSG22343.1.p1
OG0001268	CAEEL11342	OFUSG09833.1.p1, OFUSG06589.1.p1, OFUSG06589.2.p1
OG0001270	CAEEL01959	OFUSG18535.1.p1, OFUSG05149.1.p1
OG0001271	CAEEL08717, CAEEL00634	OFUSG04260.2.p1, OFUSG04260.1.p1
OG0001272	CAEEL07720, CAEEL09293	OFUSG15558.2.p1, OFUSG15558.1.p1
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	OFUSG26621.1.p1, OFUSG26621.2.p1, OFUSG26622.2.p1, OFUSG26622.1.p1
OG0001278	CAEEL20013	OFUSG21422.1.p1
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	OFUSG11783.1.p1
OG0001280	CAEEL00726	OFUSG08879.1.p1
OG0001281	CAEEL05459	OFUSG11373.1.p1
OG0001282	CAEEL04296	OFUSG01601.2.p1, OFUSG01601.1.p1
OG0001284	CAEEL08223	OFUSG16498.1.p1
OG0001284	CAEEL01272	OFUSG08836.1.p1, OFUSG08837.1.p1
OG0001285	CAEEL06501	OFUSG19139.1.p1
OG0001286	CAEEL20246	OFUSG08045.2.p1, OFUSG08045.1.p1
OG0001287	CAEEL16475	OFUSG02471.1.p1
OG0001288	CAEEL18355	OFUSG08041.1.p1, OFUSG25466.1.p1, OFUSG05167.1.p1, OFUSG05167.2.p1, OFUSG08464.1.p1, OFUSG26225.2.p1, OFUSG26225.1.p1
OG0001289	CAEEL10515	OFUSG25018.2.p1, OFUSG25018.1.p1
OG0001291	CAEEL11483	OFUSG10221.1.p1
OG0001292	CAEEL07942	OFUSG16670.1.p1
OG0001293	CAEEL07048	OFUSG22587.1.p1
OG0001294	CAEEL15893	OFUSG12455.1.p1, OFUSG12455.2.p1, OFUSG12455.4.p1, OFUSG12455.3.p1
OG0001296	CAEEL00003, CAEEL14758	OFUSG22042.1.p1
OG0001297	CAEEL07748, CAEEL07749	OFUSG07796.1.p1
OG0001300	CAEEL09562	OFUSG06989.2.p1, OFUSG06989.1.p1, OFUSG06989.3.p1, OFUSG06989.4.p1
OG0001302	CAEEL01736	OFUSG26569.1.p1
OG0001302	CAEEL12633	OFUSG15207.1.p1
OG0001304	CAEEL00728	OFUSG05114.1.p1
OG0001305	CAEEL19700	OFUSG08198.1.p1
OG0001306	CAEEL05042	OFUSG23546.1.p1
OG0001306	CAEEL06741	OFUSG07657.1.p1, OFUSG07657.2.p1
OG0001310	CAEEL16286	OFUSG11461.1.p1
OG0001315	CAEEL20540	OFUSG10828.1.p1
OG0001318	CAEEL06153	OFUSG00323.1.p1
OG0001318	CAEEL02686	OFUSG00343.1.p1
OG0001319	CAEEL15967	OFUSG26856.1.p1, OFUSG26856.2.p1
OG0001320	CAEEL02958	OFUSG23083.1.p1
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	OFUSG21928.1.p1, OFUSG11012.1.p1, OFUSG11010.1.p1
OG0001323	CAEEL15888	OFUSG11964.4.p1, OFUSG11964.3.p1, OFUSG11964.1.p1, OFUSG11964.2.p1
OG0001325	CAEEL12980	OFUSG10884.1.p1
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	OFUSG19214.1.p1
OG0001327	CAEEL12070	OFUSG06432.1.p1
OG0001329	CAEEL03625, CAEEL07934	OFUSG06594.1.p1
OG0001330	CAEEL07772	OFUSG15141.1.p1
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	OFUSG07585.1.p1, OFUSG07585.2.p1
OG0001335	CAEEL01950	OFUSG19960.1.p1
OG0001337	CAEEL08858	OFUSG21230.1.p1
OG0001341	CAEEL12273	OFUSG06041.1.p1
OG0001344	CAEEL12166	OFUSG10181.1.p1
OG0001348	CAEEL20290	OFUSG14452.1.p1, OFUSG14452.2.p1
OG0001350	CAEEL06068	OFUSG20926.1.p1
OG0001351	CAEEL20071, CAEEL20072	OFUSG24766.1.p1, OFUSG24766.2.p1
OG0001354	CAEEL18385	OFUSG09421.1.p1
OG0001355	CAEEL19633	OFUSG06812.1.p1
OG0001356	CAEEL10619	OFUSG19759.1.p1
OG0001357	CAEEL15128	OFUSG11869.2.p1, OFUSG11869.1.p1
OG0001359	CAEEL02703	OFUSG09546.1.p1, OFUSG09546.4.p1, OFUSG09546.3.p1, OFUSG09546.2.p1
OG0001360	CAEEL17002, CAEEL19681, CAEEL19680	OFUSG10269.1.p1, OFUSG08616.1.p1
OG0001361	CAEEL14779, CAEEL15006	OFUSG02970.1.p1, OFUSG05783.1.p1
OG0001361	CAEEL05269, CAEEL05268	OFUSG09658.1.p1, OFUSG09658.2.p1
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	OFUSG08098.1.p1, OFUSG06851.1.p1, OFUSG04232.2.p1, OFUSG04232.1.p1, OFUSG10137.2.p1, OFUSG10137.1.p1
OG0001364	CAEEL16269	OFUSG21480.2.p1, OFUSG21480.1.p1
OG0001366	CAEEL07140	OFUSG24531.1.p1, OFUSG24531.2.p1, OFUSG24530.1.p1, OFUSG24526.1.p1
OG0001367	CAEEL16176	OFUSG13306.3.p1, OFUSG13306.2.p1, OFUSG13306.1.p1
OG0001368	CAEEL15247	OFUSG11560.1.p1
OG0001369	CAEEL05836	OFUSG19058.2.p1, OFUSG19058.1.p1, OFUSG19058.3.p1
OG0001370	CAEEL19838	OFUSG26505.1.p1
OG0001370	CAEEL11201	OFUSG07390.1.p1
OG0001372	CAEEL04824, CAEEL16917	OFUSG17365.1.p1
OG0001372	CAEEL01785	OFUSG20231.1.p1
OG0001373	CAEEL18831	OFUSG10557.1.p1
OG0001374	CAEEL02048	OFUSG04562.1.p1
OG0001375	CAEEL01718	OFUSG17328.1.p1
OG0001376	CAEEL18806	OFUSG09428.1.p1
OG0001378	CAEEL01898	OFUSG06638.1.p1
OG0001379	CAEEL20800, CAEEL08440	OFUSG25798.1.p1
OG0001380	CAEEL07027	OFUSG02941.1.p1
OG0001381	CAEEL01510	OFUSG08848.1.p1
OG0001383	CAEEL18479	OFUSG08386.1.p1, OFUSG08386.2.p1
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	OFUSG08838.2.p1, OFUSG08838.1.p1, OFUSG09228.1.p1, OFUSG09227.1.p1, OFUSG09228.2.p1, OFUSG09228.3.p1, OFUSG09222.1.p1, OFUSG09222.2.p1, OFUSG23297.1.p1, OFUSG21160.1.p1
OG0001388	CAEEL06695	OFUSG17736.1.p1, OFUSG02521.1.p1
OG0001389	CAEEL06582	OFUSG02820.1.p1, OFUSG02820.2.p1
OG0001394	CAEEL16146	OFUSG03004.2.p1, OFUSG03004.3.p1, OFUSG03004.1.p1
OG0001395	CAEEL01604	OFUSG00519.1.p1, OFUSG00519.2.p1
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	OFUSG18946.1.p1
OG0001397	CAEEL19290	OFUSG05696.1.p1
OG0001398	CAEEL14339	OFUSG08385.2.p1, OFUSG08385.1.p1
OG0001399	CAEEL00972	OFUSG05115.2.p1, OFUSG05115.1.p1
OG0001402	CAEEL04844, CAEEL04850	OFUSG15266.1.p1
OG0001404	CAEEL15778	OFUSG10243.1.p1, OFUSG20498.1.p1, OFUSG06110.1.p1
OG0001405	CAEEL02297	OFUSG08687.1.p1
OG0001408	CAEEL19513	OFUSG26701.3.p1, OFUSG26701.5.p1, OFUSG26701.1.p1, OFUSG26701.2.p1, OFUSG26701.4.p1
OG0001409	CAEEL02567	OFUSG08545.1.p1
OG0001410	CAEEL16277	OFUSG03571.1.p1
OG0001411	CAEEL07405	OFUSG03508.1.p1
OG0001412	CAEEL09044	OFUSG15817.1.p1
OG0001413	CAEEL08368	OFUSG22121.1.p1
OG0001413	CAEEL04716	OFUSG08829.2.p1, OFUSG08829.1.p1
OG0001414	CAEEL13823	OFUSG11958.2.p1, OFUSG11958.1.p1, OFUSG18118.1.p1
OG0001418	CAEEL11722	OFUSG17720.1.p1
OG0001421	CAEEL14241	OFUSG12383.1.p1, OFUSG12383.2.p1, OFUSG12383.3.p1
OG0001422	CAEEL06778	OFUSG26586.1.p1, OFUSG26586.2.p1
OG0001423	CAEEL18493	OFUSG07664.2.p1, OFUSG07664.1.p1
OG0001424	CAEEL12121	OFUSG16407.2.p1, OFUSG16407.1.p1
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	OFUSG07569.2.p1, OFUSG07569.1.p1
OG0001426	CAEEL06005, CAEEL06004	OFUSG13058.1.p1
OG0001428	CAEEL05279	OFUSG13057.1.p1, OFUSG13057.2.p1
OG0001429	CAEEL04279	OFUSG01117.3.p1, OFUSG01117.1.p1, OFUSG01117.5.p1, OFUSG01117.4.p1, OFUSG01117.2.p1
OG0001430	CAEEL14236	OFUSG12101.2.p1, OFUSG12101.1.p1
OG0001431	CAEEL01932, CAEEL07478	OFUSG13522.1.p1
OG0001432	CAEEL18746	OFUSG07030.1.p1
OG0001433	CAEEL01226	OFUSG12630.1.p1
OG0001434	CAEEL10087	OFUSG01496.1.p1
OG0001436	CAEEL01644, CAEEL01645	OFUSG04236.1.p1
OG0001437	CAEEL01346, CAEEL01345	OFUSG20380.1.p1
OG0001439	CAEEL14010, CAEEL19443	OFUSG09315.1.p1
OG0001440	CAEEL02919	OFUSG16509.1.p1
OG0001442	CAEEL02131, CAEEL02130, CAEEL02129	OFUSG01726.1.p1
OG0001445	CAEEL10043, CAEEL10044	OFUSG25750.1.p1
OG0001446	CAEEL19040, CAEEL19039	OFUSG14848.3.p1, OFUSG14848.1.p1, OFUSG14848.2.p1
OG0001447	CAEEL00798, CAEEL00797	OFUSG24597.1.p1, OFUSG24597.2.p1
OG0001449	CAEEL05216	OFUSG23473.1.p1
OG0001452	CAEEL02837	OFUSG19630.4.p1, OFUSG19630.3.p1, OFUSG19630.2.p1, OFUSG19630.1.p1
OG0001455	CAEEL04493	OFUSG21479.1.p1
OG0001458	CAEEL04619	OFUSG01939.1.p1, OFUSG01939.2.p1
OG0001459	CAEEL20135, CAEEL17975	OFUSG26657.1.p1
OG0001460	CAEEL11040, CAEEL11027	OFUSG24617.1.p1
OG0001461	CAEEL09368	OFUSG06941.1.p1, OFUSG06941.2.p1
OG0001462	CAEEL14714	OFUSG11348.1.p1, OFUSG11348.3.p1, OFUSG11348.4.p1, OFUSG11348.2.p1
OG0001462	CAEEL03309	OFUSG11538.1.p1
OG0001464	CAEEL07180	OFUSG16469.1.p1, OFUSG16469.2.p1, OFUSG16469.3.p1, OFUSG16469.4.p1
OG0001465	CAEEL06490	OFUSG12663.2.p1, OFUSG12663.1.p1
OG0001466	CAEEL00165	OFUSG26312.2.p1, OFUSG26312.1.p1, OFUSG17818.1.p1
OG0001467	CAEEL08160, CAEEL08126	OFUSG05528.1.p1
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	OFUSG16624.1.p1
OG0001469	CAEEL06147	OFUSG19276.1.p1
OG0001469	CAEEL06502	OFUSG01366.1.p1
OG0001472	CAEEL07491	OFUSG15801.1.p1
OG0001472	CAEEL02663	OFUSG11564.1.p1, OFUSG11564.2.p1
OG0001473	CAEEL15728, CAEEL16017	OFUSG18989.2.p1, OFUSG18989.1.p1
OG0001474	CAEEL07328	OFUSG03993.1.p1
OG0001475	CAEEL05298	OFUSG17648.1.p1
OG0001476	CAEEL00667	OFUSG01467.4.p1, OFUSG01467.3.p1, OFUSG01467.2.p1, OFUSG01467.1.p1, OFUSG01467.5.p1
OG0001478	CAEEL11433	OFUSG11728.1.p1, OFUSG11728.2.p1, OFUSG17892.2.p1, OFUSG17892.1.p1
OG0001479	CAEEL19245	OFUSG07446.2.p1, OFUSG07446.1.p1, OFUSG07446.4.p1, OFUSG07446.3.p1
OG0001480	CAEEL01047	OFUSG04311.2.p1, OFUSG04311.1.p1, OFUSG04311.4.p1, OFUSG04311.3.p1
OG0001482	CAEEL08859	OFUSG22337.1.p1
OG0001484	CAEEL01076, CAEEL01075	OFUSG06287.1.p1
OG0001485	CAEEL01187	OFUSG09235.1.p1
OG0001486	CAEEL06199	OFUSG00394.1.p1
OG0001489	CAEEL05101	OFUSG17036.1.p1
OG0001490	CAEEL16486	OFUSG25092.1.p1
OG0001492	CAEEL08792	OFUSG23987.1.p1
OG0001500	CAEEL11009	OFUSG14370.1.p1
OG0001501	CAEEL00103	OFUSG14356.1.p1
OG0001502	CAEEL06434, CAEEL06435	OFUSG10007.1.p1
OG0001503	CAEEL04111	OFUSG09447.1.p1
OG0001503	CAEEL08520	OFUSG11182.1.p1
OG0001504	CAEEL05392	OFUSG25921.1.p1, OFUSG25920.1.p1, OFUSG20289.1.p1, OFUSG20286.1.p1
OG0001505	CAEEL05185, CAEEL08607	OFUSG14500.1.p1, OFUSG00231.1.p1
OG0001506	CAEEL04371	OFUSG21438.1.p1, OFUSG21439.1.p1, OFUSG21439.2.p1
OG0001507	CAEEL02101	OFUSG11499.1.p1
OG0001508	CAEEL19670	OFUSG25521.5.p1, OFUSG25521.2.p1, OFUSG25521.1.p1, OFUSG25521.4.p1, OFUSG25521.3.p1
OG0001510	CAEEL19165	OFUSG23460.1.p1
OG0001512	CAEEL01283	OFUSG04386.1.p1
OG0001513	CAEEL08114	OFUSG13404.2.p1, OFUSG13404.1.p1
OG0001514	CAEEL18917	OFUSG19498.2.p1, OFUSG19498.1.p1
OG0001515	CAEEL07598, CAEEL07033	OFUSG22166.1.p1
OG0001516	CAEEL05831	OFUSG17628.1.p1
OG0001517	CAEEL20700	OFUSG06248.1.p1, OFUSG06219.1.p1
OG0001522	CAEEL01881	OFUSG12012.1.p1, OFUSG09440.1.p1
OG0001523	CAEEL20306	OFUSG07157.3.p1, OFUSG07157.1.p1, OFUSG07157.2.p1
OG0001524	CAEEL18987, CAEEL00715	OFUSG20787.1.p1
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	OFUSG15472.1.p1, OFUSG22614.1.p1, OFUSG07123.1.p1, OFUSG15288.1.p1
OG0001526	CAEEL19873	OFUSG22796.1.p1
OG0001527	CAEEL08026	OFUSG15032.1.p1
OG0001527	CAEEL02029	OFUSG20384.1.p1
OG0001528	CAEEL20795	OFUSG11355.1.p1
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	OFUSG12625.1.p1
OG0001530	CAEEL11993	OFUSG10223.1.p1
OG0001531	CAEEL08503	OFUSG18944.1.p1
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	OFUSG13298.5.p1, OFUSG13298.3.p1, OFUSG13298.4.p1, OFUSG13298.2.p1, OFUSG13298.1.p1
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	OFUSG16623.1.p1, OFUSG16623.2.p1, OFUSG21924.1.p1, OFUSG21924.2.p1
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	OFUSG22060.1.p1
OG0001538	CAEEL15530, CAEEL14286	OFUSG23564.1.p1, OFUSG22423.1.p1, OFUSG22424.1.p1, OFUSG22425.1.p1, OFUSG17450.1.p1
OG0001549	CAEEL18956	OFUSG23368.1.p1
OG0001551	CAEEL13359	OFUSG25055.1.p1
OG0001552	CAEEL09513	OFUSG07110.1.p1, OFUSG07110.2.p1
OG0001553	CAEEL10745	OFUSG10097.1.p1
OG0001554	CAEEL00812	OFUSG00383.1.p1
OG0001555	CAEEL17420, CAEEL04181	OFUSG24912.1.p1
OG0001557	CAEEL09005	OFUSG07059.1.p1
OG0001557	CAEEL09508	OFUSG05825.1.p1
OG0001558	CAEEL05103, CAEEL08374	OFUSG09924.1.p1, OFUSG09924.2.p1, OFUSG09922.1.p1, OFUSG09922.2.p1
OG0001560	CAEEL01011	OFUSG16317.1.p1
OG0001561	CAEEL11007	OFUSG06786.2.p1, OFUSG06786.3.p1, OFUSG06786.1.p1
OG0001565	CAEEL18401	OFUSG19961.1.p1
OG0001567	CAEEL04524	OFUSG21372.1.p1
OG0001568	CAEEL15339	OFUSG17474.1.p1
OG0001569	CAEEL19014, CAEEL18168	OFUSG14222.1.p1
OG0001570	CAEEL11034	OFUSG23609.1.p1
OG0001571	CAEEL18118	OFUSG08894.1.p1
OG0001572	CAEEL00311	OFUSG00007.1.p1
OG0001575	CAEEL09642	OFUSG06906.1.p1
OG0001576	CAEEL00120	OFUSG20027.2.p1, OFUSG20027.1.p1, OFUSG20027.4.p1, OFUSG20027.3.p1, OFUSG20027.5.p1
OG0001578	CAEEL10814, CAEEL18928	OFUSG05992.3.p1, OFUSG05992.4.p1, OFUSG05992.2.p1, OFUSG05992.1.p1
OG0001580	CAEEL02579	OFUSG20608.1.p1, OFUSG20608.2.p1
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	OFUSG03462.1.p1, OFUSG03460.1.p1, OFUSG05108.1.p1, OFUSG11547.1.p1
OG0001582	CAEEL07031, CAEEL00211	OFUSG22286.1.p1
OG0001583	CAEEL19802	OFUSG05885.2.p1, OFUSG05885.1.p1
OG0001584	CAEEL09032	OFUSG24964.1.p1
OG0001589	CAEEL18417	OFUSG10507.5.p1, OFUSG10507.1.p1, OFUSG10507.4.p1, OFUSG10507.3.p1, OFUSG10507.2.p1
OG0001590	CAEEL15262, CAEEL15263	OFUSG09309.1.p1, OFUSG07871.1.p1, OFUSG09584.1.p1, OFUSG09775.1.p1
OG0001594	CAEEL08545	OFUSG16704.2.p1, OFUSG16704.1.p1, OFUSG17600.1.p1
OG0001594	CAEEL04807, CAEEL04125	OFUSG00456.1.p1
OG0001596	CAEEL10536	OFUSG06350.1.p1
OG0001597	CAEEL10283	OFUSG07388.1.p1
OG0001599	CAEEL20479	OFUSG18213.1.p1
OG0001602	CAEEL18101	OFUSG25381.2.p1, OFUSG25381.1.p1
OG0001603	CAEEL14729	OFUSG12852.1.p1
OG0001604	CAEEL04879	OFUSG25740.1.p1, OFUSG24197.1.p1
OG0001605	CAEEL09382	OFUSG23142.1.p1
OG0001606	CAEEL14239	OFUSG04391.1.p1
OG0001606	CAEEL15795	OFUSG06579.1.p1
OG0001608	CAEEL02190, CAEEL02191	OFUSG15623.1.p1, OFUSG15623.2.p1, OFUSG04786.1.p1, OFUSG04786.2.p1, OFUSG23070.1.p1
OG0001609	CAEEL19774	OFUSG14330.1.p1
OG0001609	CAEEL10790	OFUSG19250.1.p1
OG0001610	CAEEL02035, CAEEL20252	OFUSG17088.1.p1
OG0001611	CAEEL15699	OFUSG12586.1.p1
OG0001612	CAEEL02577	OFUSG01293.1.p1
OG0001614	CAEEL01012	OFUSG08953.2.p1, OFUSG08953.1.p1
OG0001615	CAEEL04670	OFUSG01248.1.p1, OFUSG01248.2.p1, OFUSG01248.3.p1, OFUSG01248.4.p1
OG0001617	CAEEL10780	OFUSG19085.1.p1
OG0001620	CAEEL18514, CAEEL18862	OFUSG08065.1.p1
OG0001621	CAEEL08615	OFUSG02725.1.p1
OG0001625	CAEEL05727	OFUSG17539.2.p1, OFUSG17539.1.p1
OG0001627	CAEEL00684	OFUSG06868.1.p1, OFUSG06147.1.p1
OG0001628	CAEEL00193	OFUSG26818.1.p1, OFUSG26810.1.p1, OFUSG22011.1.p1
OG0001630	CAEEL05563	OFUSG23243.1.p1
OG0001632	CAEEL16035	OFUSG06377.1.p1
OG0001635	CAEEL08024	OFUSG03798.1.p1
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	OFUSG23959.1.p1
OG0001640	CAEEL10788	OFUSG19523.1.p1
OG0001641	CAEEL00743	OFUSG04477.1.p1, OFUSG23736.1.p1
OG0001642	CAEEL15818	OFUSG12098.1.p1, OFUSG12098.2.p1, OFUSG21976.1.p1, OFUSG21759.1.p1
OG0001643	CAEEL19599	OFUSG09397.1.p1
OG0001651	CAEEL10611	OFUSG11108.1.p1
OG0001652	CAEEL15806	OFUSG16763.1.p1
OG0001653	CAEEL03026	OFUSG13617.1.p1
OG0001654	CAEEL20359, CAEEL20360	OFUSG21172.2.p1, OFUSG21172.1.p1
OG0001655	CAEEL05314	OFUSG19612.1.p1
OG0001656	CAEEL07456	OFUSG16043.1.p1
OG0001657	CAEEL08928, CAEEL08927	OFUSG15406.1.p1, OFUSG15406.3.p1, OFUSG15406.2.p1
OG0001659	CAEEL00855	OFUSG00377.2.p1, OFUSG00377.1.p1, OFUSG00377.3.p1
OG0001661	CAEEL14147	OFUSG15534.1.p1
OG0001662	CAEEL00357	OFUSG01215.1.p1
OG0001663	CAEEL10899, CAEEL10898	OFUSG06909.1.p1
OG0001664	CAEEL04260	OFUSG26329.1.p1, OFUSG26329.2.p1
OG0001665	CAEEL07716	OFUSG10767.1.p1, OFUSG10032.1.p1, OFUSG10032.2.p1
OG0001666	CAEEL07781	OFUSG21405.1.p1
OG0001668	CAEEL00277	OFUSG00939.2.p1, OFUSG00939.1.p1
OG0001671	CAEEL19781	OFUSG16445.1.p1, OFUSG19258.1.p1
OG0001672	CAEEL08375	OFUSG23239.1.p1
OG0001673	CAEEL17134, CAEEL17133	OFUSG11305.1.p1
OG0001675	CAEEL00808	OFUSG17634.1.p1, OFUSG17634.2.p1
OG0001676	CAEEL01617	OFUSG03925.1.p1
OG0001677	CAEEL07860	OFUSG14870.1.p1
OG0001679	CAEEL18912	OFUSG24986.1.p1, OFUSG24986.2.p1
OG0001680	CAEEL15664	OFUSG26807.1.p1
OG0001682	CAEEL17995	OFUSG24639.1.p1
OG0001683	CAEEL00875	OFUSG01876.1.p1
OG0001684	CAEEL08513, CAEEL19560	OFUSG07981.1.p1
OG0001685	CAEEL06629, CAEEL19461	OFUSG03463.1.p1
OG0001688	CAEEL06653	OFUSG03820.2.p1, OFUSG03820.1.p1
OG0001689	CAEEL08769	OFUSG22120.5.p1, OFUSG22120.3.p1, OFUSG22120.4.p1, OFUSG22120.2.p1, OFUSG22120.1.p1
OG0001690	CAEEL02923	OFUSG25433.2.p1, OFUSG25433.1.p1, OFUSG06878.1.p1
OG0001691	CAEEL09136, CAEEL09137	OFUSG15006.2.p1, OFUSG15006.1.p1
