Orthogroup	CAEEL	AENJA_ok
OG0004301	CAEEL07551	AENJA_09948, AENJA_09950, AENJA_11810
OG0004302	CAEEL07295	AENJA_11814
OG0004303	CAEEL12783	AENJA_10102
OG0004304	CAEEL17137	AENJA_10126
OG0004305	CAEEL02874	AENJA_10671
OG0004307	CAEEL00090	AENJA_10811
OG0004308	CAEEL00320	AENJA_10896
OG0004309	CAEEL13877	AENJA_10914
OG0004310	CAEEL02565	AENJA_11180, AENJA_23448
OG0004312	CAEEL05846	AENJA_11219
OG0004314	CAEEL00001	AENJA_11558
OG0004316	CAEEL10340	AENJA_11759
OG0004317	CAEEL07185	AENJA_11806
OG0004321	CAEEL11975	AENJA_12158
OG0004324	CAEEL07830	AENJA_12557
OG0004326	CAEEL05465, CAEEL10687	AENJA_12664
OG0004328	CAEEL00916	AENJA_12798
OG0004329	CAEEL16040	AENJA_13104, AENJA_13109
OG0004330	CAEEL15513	AENJA_13252
OG0004331	CAEEL11038	AENJA_13331
OG0004332	CAEEL19699	AENJA_13463
OG0004333	CAEEL19900	AENJA_13634
OG0004334	CAEEL04372	AENJA_13654, AENJA_26354
OG0004335	CAEEL09206	AENJA_13686
OG0004337	CAEEL11698, CAEEL01133	AENJA_13913
OG0004338	CAEEL07793	AENJA_14330
OG0004344	CAEEL16267	AENJA_15963
OG0004345	CAEEL06934	AENJA_16155
OG0004348	CAEEL08518	AENJA_16800
OG0004349	CAEEL06923, CAEEL06922	AENJA_16835
OG0004350	CAEEL01588	AENJA_16841
OG0004351	CAEEL08854	AENJA_16867
OG0004353	CAEEL03078	AENJA_17017
OG0004355	CAEEL17139	AENJA_17231
OG0004356	CAEEL10602	AENJA_17320
OG0004357	CAEEL01908	AENJA_17547
OG0004358	CAEEL10874	AENJA_18672, AENJA_18047
OG0004359	CAEEL05118	AENJA_18134
OG0004360	CAEEL08760	AENJA_18596
OG0004362	CAEEL01360	AENJA_19062
OG0004364	CAEEL05913	AENJA_19146
OG0004365	CAEEL00507	AENJA_19212
OG0004368	CAEEL20084	AENJA_19702
OG0004369	CAEEL08210	AENJA_19753
OG0004370	CAEEL03244, CAEEL09918	AENJA_24515, AENJA_19903
OG0004372	CAEEL05609	AENJA_20327
OG0004373	CAEEL05891	AENJA_20328
OG0004374	CAEEL07100	AENJA_20422
OG0004376	CAEEL08383	AENJA_21249
OG0004377	CAEEL07838	AENJA_21485
OG0004378	CAEEL08612	AENJA_21608
OG0004379	CAEEL06174	AENJA_21681
OG0004380	CAEEL04195	AENJA_21685
OG0004381	CAEEL00194	AENJA_21950
OG0004382	CAEEL06795	AENJA_22037
OG0004388	CAEEL02922	AENJA_23432
OG0004390	CAEEL10569	AENJA_23656, AENJA_23655
OG0004391	CAEEL09690	AENJA_23704
OG0004392	CAEEL11311, CAEEL11312	AENJA_23712
OG0004393	CAEEL19535	AENJA_23907
OG0004394	CAEEL00556	AENJA_23929
OG0004396	CAEEL05746	AENJA_24530
OG0004398	CAEEL09179	AENJA_25317
OG0004399	CAEEL12106	AENJA_25524
OG0004401	CAEEL08851	AENJA_25597
OG0004402	CAEEL07455	AENJA_25980
OG0004403	CAEEL00967	AENJA_26375
OG0004404	CAEEL00266	AENJA_26407
OG0004407	CAEEL15656	AENJA_26601
OG0004459	CAEEL09113	AENJA_00105
OG0004460	CAEEL05618, CAEEL12160	AENJA_10602, AENJA_00174
OG0004462	CAEEL07505	AENJA_03119, AENJA_00195
OG0004465	CAEEL14659	AENJA_00361
OG0004467	CAEEL08802	AENJA_00451
OG0004468	CAEEL08068, CAEEL00974	AENJA_00461
OG0004471	CAEEL07653	AENJA_00776
OG0004472	CAEEL02040	AENJA_00868
OG0004474	CAEEL04978, CAEEL19704	AENJA_00922
OG0004476	CAEEL09485	AENJA_01930
OG0004477	CAEEL01083	AENJA_01958
OG0004479	CAEEL01982	AENJA_02206
OG0004484	CAEEL03718, CAEEL03716	AENJA_02375
OG0004486	CAEEL02086	AENJA_02721
OG0004487	CAEEL04119	AENJA_02764
OG0004489	CAEEL07471	AENJA_03089
OG0004490	CAEEL15483	AENJA_03148
OG0004492	CAEEL12152, CAEEL01223	AENJA_03264
OG0004493	CAEEL07084	AENJA_03367
OG0004494	CAEEL06691	AENJA_03427
OG0004495	CAEEL00990	AENJA_03794
OG0004496	CAEEL17616	AENJA_03798
OG0004498	CAEEL07493	AENJA_04040
OG0004500	CAEEL07302, CAEEL06408	AENJA_04178
OG0004501	CAEEL02204	AENJA_11831, AENJA_04286
OG0004505	CAEEL02342, CAEEL10487	AENJA_08695, AENJA_04733, AENJA_22550
OG0004506	CAEEL09652	AENJA_04842
OG0004507	CAEEL02892	AENJA_04865
OG0004509	CAEEL08073, CAEEL06714	AENJA_05239
OG0004511	CAEEL00625	AENJA_05552
OG0004513	CAEEL02074	AENJA_06212
OG0004514	CAEEL07361	AENJA_06216
OG0004516	CAEEL09798	AENJA_06493
OG0004517	CAEEL19843	AENJA_06724
OG0004518	CAEEL18955	AENJA_06826, AENJA_06827
OG0004519	CAEEL09657	AENJA_06969
OG0004520	CAEEL04837	AENJA_07201
OG0004523	CAEEL05687	AENJA_07641
OG0004525	CAEEL03911	AENJA_07831
OG0004526	CAEEL07101	AENJA_23914, AENJA_07835
OG0004532	CAEEL10922	AENJA_08236
OG0004533	CAEEL01233	AENJA_08347
OG0004535	CAEEL05920	AENJA_08570
OG0004538	CAEEL15076	AENJA_08665
OG0004539	CAEEL15237	AENJA_08729
OG0004542	CAEEL08914	AENJA_09105
OG0004543	CAEEL06797	AENJA_09121, AENJA_09120
OG0004544	CAEEL10954	AENJA_09219
OG0004545	CAEEL06229	AENJA_19665, AENJA_09222, AENJA_25205, AENJA_22344
OG0004546	CAEEL12390	AENJA_09271
OG0004548	CAEEL05049	AENJA_09557
OG0004551	CAEEL07605	AENJA_14630
OG0004552	CAEEL14818	AENJA_11123
OG0004554	CAEEL12132	AENJA_11434
OG0004555	CAEEL01286	AENJA_11497
OG0004557	CAEEL19316	AENJA_11598
OG0004559	CAEEL01667	AENJA_11902
OG0004563	CAEEL05628	AENJA_12215
OG0004564	CAEEL15096	AENJA_12530
OG0004565	CAEEL01480	AENJA_12611
OG0004566	CAEEL08060	AENJA_12676
OG0004567	CAEEL19136, CAEEL09098	AENJA_12797
OG0004569	CAEEL05747	AENJA_12953
OG0004572	CAEEL15485	AENJA_13346, AENJA_19525
OG0004573	CAEEL03080	AENJA_13416
OG0004574	CAEEL05144	AENJA_13790
OG0004577	CAEEL02135, CAEEL02134	AENJA_13927
OG0004578	CAEEL20390	AENJA_26179
OG0004579	CAEEL12615	AENJA_14039
OG0004581	CAEEL20357	AENJA_14240
OG0004582	CAEEL14132	AENJA_14257
OG0004583	CAEEL07667	AENJA_14685
OG0004584	CAEEL07066	AENJA_14870
OG0004585	CAEEL02092	AENJA_14884
OG0004587	CAEEL08366	AENJA_15222, AENJA_17865
OG0004589	CAEEL09315	AENJA_15580
OG0004590	CAEEL07891	AENJA_15587
OG0004592	CAEEL05824	AENJA_16014
OG0004595	CAEEL08365	AENJA_16184
OG0004596	CAEEL00832	AENJA_26048
OG0004597	CAEEL15344	AENJA_16315
OG0004598	CAEEL03169, CAEEL03477, CAEEL03470, CAEEL03471, CAEEL03624	AENJA_21173
OG0004598	CAEEL02939, CAEEL06555, CAEEL06534, CAEEL20764	AENJA_16377
OG0004599	CAEEL18962	AENJA_16431
OG0004602	CAEEL17403	AENJA_16684
OG0004603	CAEEL01453	AENJA_16691
OG0004606	CAEEL07463	AENJA_17079
OG0004609	CAEEL01549, CAEEL18748	AENJA_17443
OG0004610	CAEEL01077	AENJA_17485
OG0004611	CAEEL06872	AENJA_17567
OG0004612	CAEEL17404	AENJA_17697
OG0004613	CAEEL11219	AENJA_17756
OG0004614	CAEEL14871	AENJA_17767
OG0004616	CAEEL02677	AENJA_17897
OG0004618	CAEEL11221	AENJA_17899
OG0004619	CAEEL07756	AENJA_18030
OG0004621	CAEEL01185	AENJA_18130
OG0004622	CAEEL00340, CAEEL00339	AENJA_18238
OG0004625	CAEEL07707	AENJA_18747
OG0004626	CAEEL02718	AENJA_18829
OG0004628	CAEEL08879	AENJA_19220
OG0004631	CAEEL04543, CAEEL20866, CAEEL16837	AENJA_19307
OG0004633	CAEEL05017, CAEEL04995, CAEEL07556	AENJA_19396
OG0004634	CAEEL04100	AENJA_19399
OG0004635	CAEEL00310	AENJA_19421
OG0004639	CAEEL10507	AENJA_19701
OG0004640	CAEEL00547	AENJA_20049
OG0004641	CAEEL19853	AENJA_20072
OG0004642	CAEEL00483	AENJA_20253
OG0004643	CAEEL14114	AENJA_20590
OG0004644	CAEEL03030	AENJA_20785
OG0004648	CAEEL08010	AENJA_21464
OG0004649	CAEEL08731	AENJA_21530
OG0004652	CAEEL00605	AENJA_21741
OG0004654	CAEEL11750	AENJA_21881
OG0004655	CAEEL08002	AENJA_21945
OG0004656	CAEEL20024, CAEEL05907	AENJA_22399
OG0004657	CAEEL03111	AENJA_22627
OG0004658	CAEEL10598, CAEEL10597	AENJA_22666
OG0004662	CAEEL07384, CAEEL15414	AENJA_23022
OG0004663	CAEEL07711	AENJA_23128
OG0004664	CAEEL14781	AENJA_23247
OG0004669	CAEEL16538	AENJA_23970
OG0004670	CAEEL02555	AENJA_23983
OG0004671	CAEEL07417	AENJA_24032
OG0004672	CAEEL13478, CAEEL04196	AENJA_24195
OG0004674	CAEEL04819	AENJA_24465
OG0004675	CAEEL00752	AENJA_24642
OG0004677	CAEEL15841	AENJA_24896
OG0004678	CAEEL08038	AENJA_25081
OG0004681	CAEEL07293	AENJA_25549
OG0004682	CAEEL05023	AENJA_25603
OG0004683	CAEEL15952	AENJA_25906
OG0004684	CAEEL14663	AENJA_25907
OG0004685	CAEEL09080	AENJA_26252
OG0004687	CAEEL14139	AENJA_26633
OG0004689	CAEEL04374	AENJA_26700
OG0004690	CAEEL19211, CAEEL07164, CAEEL19526	AENJA_26765
OG0004691	CAEEL06746	AENJA_26781
OG0004728	CAEEL00538	AENJA_00010
OG0004730	CAEEL07318	AENJA_00270
OG0004731	CAEEL07767	AENJA_00435
OG0004733	CAEEL14033	AENJA_00482
OG0004735	CAEEL15164	AENJA_00527
OG0004738	CAEEL01347	AENJA_00661, AENJA_21232, AENJA_00974
OG0004739	CAEEL11525, CAEEL11526	AENJA_00833
OG0004740	CAEEL00607	AENJA_00889
OG0004743	CAEEL09903	AENJA_00975
OG0004744	CAEEL01018	AENJA_01048
OG0004746	CAEEL06526, CAEEL06525	AENJA_01964
OG0004747	CAEEL05338	AENJA_02204
OG0004749	CAEEL01493	AENJA_02213
OG0004752	CAEEL01146	AENJA_02350
OG0004753	CAEEL05745	AENJA_02412
OG0004754	CAEEL09862	AENJA_02418
OG0004756	CAEEL04839	AENJA_02560
OG0004758	CAEEL07889	AENJA_02719
OG0004759	CAEEL14427	AENJA_02782
OG0004760	CAEEL04521	AENJA_02947
OG0004762	CAEEL04079	AENJA_04757, AENJA_23731, AENJA_04762, AENJA_25598
OG0004763	CAEEL09072, CAEEL20382	AENJA_03524
OG0004764	CAEEL08826	AENJA_03553
OG0004765	CAEEL05458	AENJA_03642
OG0004766	CAEEL11340	AENJA_03824
OG0004767	CAEEL15300	AENJA_03880
OG0004768	CAEEL15484	AENJA_03887
OG0004769	CAEEL12780	AENJA_04019
OG0004770	CAEEL01889	AENJA_04020
OG0004772	CAEEL18433	AENJA_04226
OG0004776	CAEEL08387	AENJA_04694
OG0004781	CAEEL08433	AENJA_05335, AENJA_05336
OG0004784	CAEEL12805	AENJA_05766
OG0004785	CAEEL06884	AENJA_05817
OG0004786	CAEEL08213	AENJA_05823, AENJA_22606
OG0004787	CAEEL05444	AENJA_05829
OG0004789	CAEEL02896	AENJA_06213
OG0004790	CAEEL09153	AENJA_06220
OG0004791	CAEEL06281	AENJA_06248
OG0004792	CAEEL07537	AENJA_06378
OG0004793	CAEEL04135, CAEEL04136	AENJA_06468
OG0004794	CAEEL18384	AENJA_06550
OG0004795	CAEEL08472	AENJA_06563
OG0004797	CAEEL00938	AENJA_06655
OG0004805	CAEEL12139	AENJA_07591
OG0004808	CAEEL02473, CAEEL11207	AENJA_07815
OG0004811	CAEEL01647	AENJA_07997
OG0004812	CAEEL13048, CAEEL18140	AENJA_08047
OG0004813	CAEEL00671	AENJA_11963, AENJA_08093
OG0004814	CAEEL07145	AENJA_08117
OG0004816	CAEEL16537	AENJA_08251
OG0004817	CAEEL06643	AENJA_08281
OG0004818	CAEEL19418	AENJA_08517
OG0004819	CAEEL17427	AENJA_08530, AENJA_08531
OG0004820	CAEEL02793	AENJA_08911, AENJA_08918
OG0004822	CAEEL08056	AENJA_09116
OG0004825	CAEEL11735	AENJA_09280
OG0004826	CAEEL15579	AENJA_09359
OG0004828	CAEEL10102	AENJA_09627
OG0004829	CAEEL10445	AENJA_09743
OG0004830	CAEEL14471	AENJA_09877
OG0004832	CAEEL07284	AENJA_09922
OG0004833	CAEEL01811, CAEEL01810, CAEEL17285, CAEEL17797, CAEEL16922	AENJA_09996
OG0004835	CAEEL18124	AENJA_10287
OG0004836	CAEEL07499	AENJA_10309
OG0004837	CAEEL17416	AENJA_10362
OG0004838	CAEEL14322	AENJA_10479
OG0004839	CAEEL00540	AENJA_10621
OG0004840	CAEEL00561	AENJA_10771
OG0004841	CAEEL02557	AENJA_10828
OG0004842	CAEEL15435	AENJA_10831
OG0004844	CAEEL14096	AENJA_11067
OG0004849	CAEEL05685	AENJA_11321
OG0004851	CAEEL09166	AENJA_11448
OG0004852	CAEEL08142	AENJA_11559
OG0004853	CAEEL20498	AENJA_11561
OG0004854	CAEEL02729	AENJA_11701
OG0004856	CAEEL19311	AENJA_11708
OG0004858	CAEEL09152	AENJA_12040
OG0004859	CAEEL09290	AENJA_12107
OG0004860	CAEEL06108	AENJA_12135
OG0004862	CAEEL08490	AENJA_23842, AENJA_20260, AENJA_12269, AENJA_12268
OG0004863	CAEEL15773	AENJA_12291
OG0004864	CAEEL09721, CAEEL09722	AENJA_12322
OG0004865	CAEEL07300	AENJA_12376
OG0004866	CAEEL11181	AENJA_12555
OG0004870	CAEEL11148	AENJA_12972
OG0004871	CAEEL08934	AENJA_13199
OG0004873	CAEEL10496, CAEEL15348	AENJA_13320
OG0004874	CAEEL06394	AENJA_13351
OG0004875	CAEEL02867	AENJA_13517
OG0004877	CAEEL07946, CAEEL07947	AENJA_13821
OG0004880	CAEEL10160	AENJA_14006
OG0004881	CAEEL06389	AENJA_14067
OG0004884	CAEEL16735	AENJA_14362, AENJA_15468
OG0004885	CAEEL05871	AENJA_14400
OG0004887	CAEEL07579	AENJA_14679
OG0004889	CAEEL04283	AENJA_15082
OG0004890	CAEEL07834, CAEEL07833	AENJA_15359
OG0004891	CAEEL20745	AENJA_15447
OG0004893	CAEEL00322	AENJA_15519
OG0004896	CAEEL17820	AENJA_15696
OG0004897	CAEEL08009	AENJA_15708
OG0004898	CAEEL09548	AENJA_15713
OG0004899	CAEEL09181	AENJA_15863, AENJA_20719
OG0004900	CAEEL07133	AENJA_15868
OG0004901	CAEEL20837	AENJA_16306
OG0004902	CAEEL15345	AENJA_16316
OG0004903	CAEEL00424	AENJA_16438
OG0004904	CAEEL09286	AENJA_16465
OG0004906	CAEEL14478	AENJA_16690, AENJA_26441
OG0004907	CAEEL03774, CAEEL04312	AENJA_16734
OG0004911	CAEEL08171	AENJA_16946
OG0004913	CAEEL04759, CAEEL19345	AENJA_17248
OG0004917	CAEEL02599	AENJA_17545
OG0004919	CAEEL05201	AENJA_17808
OG0004922	CAEEL03541	AENJA_18036, AENJA_18037
OG0004923	CAEEL07594	AENJA_18139
OG0004924	CAEEL19399, CAEEL02108	AENJA_18232
OG0004925	CAEEL12266	AENJA_18478
OG0004926	CAEEL03668	AENJA_18485
OG0004927	CAEEL14292	AENJA_18519
OG0004928	CAEEL00896	AENJA_18869
OG0004929	CAEEL01165	AENJA_18909
OG0004930	CAEEL07601	AENJA_18934
OG0004931	CAEEL18664	AENJA_19420
OG0004932	CAEEL13052	AENJA_19433
OG0004934	CAEEL18162	AENJA_19615
OG0004935	CAEEL05576, CAEEL06452, CAEEL08089	AENJA_19714
OG0004937	CAEEL15861	AENJA_20030, AENJA_25238
OG0004939	CAEEL07671	AENJA_20237
OG0004940	CAEEL02013	AENJA_20384
OG0004941	CAEEL09039	AENJA_20437
OG0004944	CAEEL11095	AENJA_21776
OG0004946	CAEEL04126	AENJA_22254
OG0004947	CAEEL00845	AENJA_22271
OG0004952	CAEEL16397	AENJA_23013
OG0004954	CAEEL15813	AENJA_23328
OG0004955	CAEEL07135	AENJA_23340
OG0004960	CAEEL10532	AENJA_23682
OG0004961	CAEEL08261	AENJA_23701
OG0004962	CAEEL12650	AENJA_23749
OG0004963	CAEEL02957	AENJA_23812
OG0004964	CAEEL08584	AENJA_24147
OG0004966	CAEEL05224	AENJA_24413
OG0004966	CAEEL06497	AENJA_24415
OG0004966	CAEEL19367	AENJA_24410
OG0004967	CAEEL01452	AENJA_24426
OG0004968	CAEEL01209	AENJA_24458
OG0004969	CAEEL00449	AENJA_24520
OG0004970	CAEEL00883	AENJA_24573
OG0004972	CAEEL09033, CAEEL08011	AENJA_24749
OG0004973	CAEEL04625	AENJA_24853
OG0004975	CAEEL09604, CAEEL09605, CAEEL09603	AENJA_25050
OG0004976	CAEEL07289	AENJA_25080
OG0004978	CAEEL08000	AENJA_25196
OG0004979	CAEEL08214	AENJA_25410
OG0004980	CAEEL02291	AENJA_25419
OG0004981	CAEEL09447	AENJA_25504
OG0004982	CAEEL04257	AENJA_25668
OG0004983	CAEEL20664	AENJA_25750
OG0004985	CAEEL12156	AENJA_26124
OG0004987	CAEEL08200	AENJA_26226
OG0004988	CAEEL17794, CAEEL18022	AENJA_26346
OG0004989	CAEEL05203	AENJA_26564
OG0004991	CAEEL09801	AENJA_26634
OG0004993	CAEEL15309	AENJA_26728
OG0005038	CAEEL10919	AENJA_00045
OG0005040	CAEEL00444	AENJA_00082
OG0005044	CAEEL18052, CAEEL08925	AENJA_00304
OG0005045	CAEEL02865, CAEEL15654, CAEEL18839, CAEEL19319	AENJA_00355
OG0005048	CAEEL08395	AENJA_00701
OG0005049	CAEEL05912	AENJA_00801
OG0005053	CAEEL05072	AENJA_01012
OG0005055	CAEEL15917	AENJA_01142
OG0005061	CAEEL06935	AENJA_01869
OG0005062	CAEEL15834	AENJA_01961
OG0005064	CAEEL02804	AENJA_02094, AENJA_02088
OG0005066	CAEEL04324	AENJA_02326
OG0005067	CAEEL09402	AENJA_02335
OG0005068	CAEEL06007	AENJA_02372
OG0005069	CAEEL20392, CAEEL03480, CAEEL07766, CAEEL05483, CAEEL05440	AENJA_02390
OG0005072	CAEEL08088	AENJA_02445
OG0005075	CAEEL12679, CAEEL12680	AENJA_02759
OG0005076	CAEEL00314	AENJA_02930
OG0005077	CAEEL03715	AENJA_02964
OG0005079	CAEEL04258	AENJA_03063
OG0005081	CAEEL00648	AENJA_03161
OG0005084	CAEEL10424	AENJA_03378
OG0005086	CAEEL10116	AENJA_03514
OG0005087	CAEEL00397	AENJA_03523
OG0005089	CAEEL01129	AENJA_03710
OG0005090	CAEEL07862	AENJA_03754
OG0005091	CAEEL08585	AENJA_03934
OG0005092	CAEEL10329	AENJA_03948
OG0005093	CAEEL01263	AENJA_03996
OG0005094	CAEEL01147	AENJA_04041
OG0005095	CAEEL09367	AENJA_04110
OG0005096	CAEEL01063	AENJA_04204
OG0005097	CAEEL03077	AENJA_04431
OG0005100	CAEEL09224	AENJA_04820
OG0005102	CAEEL01712	AENJA_04857
OG0005104	CAEEL06404	AENJA_05405
OG0005106	CAEEL08221	AENJA_05457
OG0005107	CAEEL06519	AENJA_11332, AENJA_16150, AENJA_05759
OG0005108	CAEEL17437	AENJA_19182, AENJA_05788
OG0005109	CAEEL08735	AENJA_05821
OG0005110	CAEEL00788	AENJA_05901
OG0005111	CAEEL06161	AENJA_05942
OG0005112	CAEEL00664	AENJA_06748
OG0005114	CAEEL05264	AENJA_16137, AENJA_06756
OG0005117	CAEEL05287	AENJA_07237
OG0005118	CAEEL00391	AENJA_07278
OG0005119	CAEEL15595	AENJA_07457, AENJA_07456
OG0005120	CAEEL00721	AENJA_07511, AENJA_10440
OG0005121	CAEEL15242	AENJA_07745
OG0005124	CAEEL15904	AENJA_07802
OG0005125	CAEEL18933	AENJA_07897
OG0005126	CAEEL01900	AENJA_08094
OG0005127	CAEEL09162	AENJA_08108
OG0005130	CAEEL09169	AENJA_08397
OG0005131	CAEEL04955	AENJA_08502
OG0005136	CAEEL12272	AENJA_09623
OG0005139	CAEEL04623	AENJA_15622
OG0005140	CAEEL11450, CAEEL01348	AENJA_09944
OG0005142	CAEEL08707	AENJA_10009
OG0005143	CAEEL11317	AENJA_10049
OG0005144	CAEEL05847	AENJA_22343, AENJA_10084
OG0005146	CAEEL10882	AENJA_10342
OG0005147	CAEEL09090	AENJA_10506
OG0005148	CAEEL19830	AENJA_10510
OG0005149	CAEEL00546	AENJA_10565
OG0005151	CAEEL07956	AENJA_11027, AENJA_18836
OG0005154	CAEEL17431, CAEEL17429	AENJA_11215
OG0005155	CAEEL00411, CAEEL19156	AENJA_11223
OG0005157	CAEEL08876	AENJA_11597
OG0005158	CAEEL08905	AENJA_11673
OG0005160	CAEEL07790	AENJA_11799
OG0005163	CAEEL20798, CAEEL04507, CAEEL20799	AENJA_11982
OG0005164	CAEEL05870, CAEEL01827, CAEEL00921	AENJA_12166
OG0005166	CAEEL15691	AENJA_12605
OG0005167	CAEEL07061	AENJA_12659
OG0005168	CAEEL14712	AENJA_12811
OG0005169	CAEEL09655	AENJA_12818
OG0005171	CAEEL10803	AENJA_13043
OG0005172	CAEEL02363	AENJA_13234
OG0005174	CAEEL08350	AENJA_13256
OG0005175	CAEEL15716	AENJA_13376
OG0005176	CAEEL07557	AENJA_13525
OG0005178	CAEEL07469	AENJA_13682
OG0005179	CAEEL07168	AENJA_13683
OG0005180	CAEEL09248	AENJA_13908
OG0005181	CAEEL07703	AENJA_13952
OG0005183	CAEEL08543	AENJA_14222
OG0005184	CAEEL18223	AENJA_14397
OG0005187	CAEEL14730	AENJA_14581
OG0005188	CAEEL08965	AENJA_14606
OG0005191	CAEEL05362	AENJA_14708
OG0005192	CAEEL04804	AENJA_14714, AENJA_14713
OG0005193	CAEEL07091	AENJA_15060, AENJA_15057
OG0005194	CAEEL05882	AENJA_15083
OG0005196	CAEEL01072	AENJA_15512
OG0005197	CAEEL08230	AENJA_15534
OG0005199	CAEEL19265	AENJA_15796
OG0005200	CAEEL05998	AENJA_15889
OG0005201	CAEEL04588	AENJA_15944
OG0005202	CAEEL08971	AENJA_16021
OG0005204	CAEEL00557	AENJA_16162
OG0005205	CAEEL18834	AENJA_16290
OG0005206	CAEEL02109	AENJA_16375, AENJA_16376
OG0005207	CAEEL05270	AENJA_16612
OG0005209	CAEEL12392	AENJA_16688
OG0005210	CAEEL01507	AENJA_16777
OG0005212	CAEEL01431	AENJA_16938
OG0005215	CAEEL02018	AENJA_17522
OG0005217	CAEEL00519	AENJA_17741
OG0005221	CAEEL13148	AENJA_18089, AENJA_18087
OG0005222	CAEEL00417	AENJA_18251
OG0005223	CAEEL08867	AENJA_18354
OG0005224	CAEEL11021	AENJA_18467
OG0005225	CAEEL11736	AENJA_18857
OG0005226	CAEEL09365	AENJA_19000
OG0005227	CAEEL05528	AENJA_26640
OG0005228	CAEEL02900	AENJA_23120, AENJA_19277
OG0005229	CAEEL09302	AENJA_19358
OG0005230	CAEEL17555	AENJA_19481
OG0005231	CAEEL04101	AENJA_19506
OG0005232	CAEEL14162	AENJA_19533
OG0005233	CAEEL03305	AENJA_19580
OG0005234	CAEEL03034	AENJA_19581
OG0005235	CAEEL06659	AENJA_19652
OG0005237	CAEEL01570	AENJA_19710
OG0005238	CAEEL07258	AENJA_19721
OG0005239	CAEEL15608	AENJA_19990
OG0005240	CAEEL00076	AENJA_20005
OG0005244	CAEEL12471	AENJA_20092
OG0005247	CAEEL05013	AENJA_20373
OG0005248	CAEEL10051	AENJA_20376
OG0005249	CAEEL18813, CAEEL11117	AENJA_20420
OG0005250	CAEEL00202	AENJA_20522
OG0005252	CAEEL11797	AENJA_20755
OG0005253	CAEEL07486	AENJA_20924
OG0005254	CAEEL04182	AENJA_21033
OG0005255	CAEEL18693	AENJA_21044, AENJA_21045
OG0005257	CAEEL20337	AENJA_21310
OG0005258	CAEEL02600	AENJA_21405
OG0005259	CAEEL12389	AENJA_21569
OG0005260	CAEEL18095	AENJA_21684
OG0005261	CAEEL16553	AENJA_21820
OG0005262	CAEEL05690	AENJA_21894
OG0005266	CAEEL09384	AENJA_22124
OG0005267	CAEEL15615	AENJA_22355
OG0005269	CAEEL10603	AENJA_22732
OG0005272	CAEEL07617	AENJA_22975
OG0005273	CAEEL00093	AENJA_23163
OG0005275	CAEEL10805, CAEEL10806	AENJA_23280
OG0005276	CAEEL06716	AENJA_23352
OG0005277	CAEEL02345	AENJA_23499
OG0005278	CAEEL00673	AENJA_23558
OG0005279	CAEEL02901	AENJA_23668
OG0005280	CAEEL08138	AENJA_23904, AENJA_23903, AENJA_23905
OG0005281	CAEEL07157	AENJA_23910
OG0005285	CAEEL03081	AENJA_24684
OG0005286	CAEEL09226	AENJA_24717
OG0005287	CAEEL01803	AENJA_25010
OG0005289	CAEEL11634	AENJA_25114
OG0005290	CAEEL08960	AENJA_25252
OG0005292	CAEEL09126	AENJA_25293
OG0005293	CAEEL01396	AENJA_25366
OG0005294	CAEEL06222	AENJA_25605
OG0005298	CAEEL01976, CAEEL00675	AENJA_26046
OG0005299	CAEEL15482	AENJA_26064
OG0005300	CAEEL11534	AENJA_26263
OG0005301	CAEEL04628	AENJA_26280
OG0005303	CAEEL04461	AENJA_26557
OG0005360	CAEEL01919	AENJA_00600
OG0005366	CAEEL12942	AENJA_07344, AENJA_24633, AENJA_01145
OG0005369	CAEEL05707	AENJA_01454, AENJA_18411
OG0005370	CAEEL00421	AENJA_01616
OG0005371	CAEEL03912	AENJA_01628
OG0005373	CAEEL09399	AENJA_01827
OG0005374	CAEEL02806	AENJA_01955
OG0005375	CAEEL19544, CAEEL14120	AENJA_01962
OG0005377	CAEEL06685	AENJA_02541
OG0005378	CAEEL20215, CAEEL20216	AENJA_02542
OG0005379	CAEEL09264	AENJA_02617
OG0005382	CAEEL18304	AENJA_15103, AENJA_03008
OG0005383	CAEEL07506	AENJA_03054
OG0005384	CAEEL02931	AENJA_03411
OG0005385	CAEEL08714	AENJA_03432
OG0005386	CAEEL10538	AENJA_03482
OG0005387	CAEEL08152	AENJA_03527, AENJA_03892, AENJA_10993
OG0005388	CAEEL01742	AENJA_03620
OG0005389	CAEEL06878	AENJA_03633
OG0005390	CAEEL04490	AENJA_03640
OG0005394	CAEEL17986	AENJA_03979
OG0005396	CAEEL08913	AENJA_04397
OG0005398	CAEEL07255	AENJA_04479
OG0005399	CAEEL03245	AENJA_04615
OG0005402	CAEEL05349	AENJA_05086
OG0005403	CAEEL01879	AENJA_05096, AENJA_05789
OG0005404	CAEEL05358	AENJA_05142, AENJA_05141
OG0005406	CAEEL08083	AENJA_05242
OG0005408	CAEEL07280	AENJA_05272
OG0005409	CAEEL02913	AENJA_05383
OG0005411	CAEEL16012	AENJA_05482, AENJA_05481
OG0005414	CAEEL00252	AENJA_05642
OG0005415	CAEEL15291	AENJA_05659
OG0005417	CAEEL00029	AENJA_05779, AENJA_10810
OG0005421	CAEEL14199	AENJA_06253
OG0005422	CAEEL16015	AENJA_06255
OG0005423	CAEEL08794	AENJA_06263
OG0005425	CAEEL08174	AENJA_06369
OG0005428	CAEEL01407	AENJA_06469
OG0005431	CAEEL09902	AENJA_06544
