Orthogroup	CAEEL	MOUSE
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	MOUSE28734, MOUSE28732, MOUSE28733, MOUSE28729, MOUSE28730
OG0001180	CAEEL00751	MOUSE36605, MOUSE36606, MOUSE36604
OG0001181	CAEEL08327	MOUSE25135, MOUSE25133, MOUSE25132, MOUSE25129, MOUSE25130, MOUSE25131, MOUSE05285, MOUSE05284, MOUSE05286, MOUSE05283
OG0001183	CAEEL12969, CAEEL02318	MOUSE05711, MOUSE05710, MOUSE05708, MOUSE05709
OG0001184	CAEEL20576	MOUSE17556, MOUSE17557
OG0001184	CAEEL19676	MOUSE26991, MOUSE26992, MOUSE26989, MOUSE26990
OG0001185	CAEEL01778	MOUSE34188, MOUSE34187, MOUSE34189, MOUSE34190, MOUSE34186
OG0001186	CAEEL00480	MOUSE19689, MOUSE49888, MOUSE49887
OG0001186	CAEEL09703	MOUSE49824, MOUSE49829, MOUSE49825, MOUSE49826, MOUSE49828
OG0001188	CAEEL14362	MOUSE20261, MOUSE20259, MOUSE43342, MOUSE43341, MOUSE43343, MOUSE07231, MOUSE07233, MOUSE07232, MOUSE07230, MOUSE18724, MOUSE18725
OG0001189	CAEEL01928	MOUSE29263, MOUSE29267, MOUSE29265, MOUSE29266, MOUSE29261, MOUSE29264, MOUSE29262, MOUSE06856, MOUSE06854, MOUSE06855, MOUSE21523, MOUSE06857, MOUSE21528, MOUSE21527
OG0001191	CAEEL09751, CAEEL20476, CAEEL09505	MOUSE12783, MOUSE12784, MOUSE00924, MOUSE00927, MOUSE19181
OG0001197	CAEEL11613	MOUSE20318
OG0001200	CAEEL05263	MOUSE07974
OG0001201	CAEEL02666	MOUSE28584, MOUSE13815
OG0001203	CAEEL09769	MOUSE07235, MOUSE20363, MOUSE20364, MOUSE07234, MOUSE18700, MOUSE18702, MOUSE18699
OG0001204	CAEEL09132	MOUSE37474, MOUSE05028, MOUSE05027, MOUSE37475, MOUSE37473, MOUSE05024, MOUSE05026, MOUSE05025
OG0001208	CAEEL10574	MOUSE26418, MOUSE26416, MOUSE26415, MOUSE26419, MOUSE26417, MOUSE38954, MOUSE38955, MOUSE38952, MOUSE38953
OG0001209	CAEEL00442	MOUSE48013, MOUSE48016, MOUSE48015, MOUSE48017, MOUSE48014
OG0001210	CAEEL06396	MOUSE28107
OG0001210	CAEEL06380	MOUSE52269, MOUSE52270, MOUSE52268, MOUSE52267
OG0001211	CAEEL08708	MOUSE25178, MOUSE25179, MOUSE05184, MOUSE25180, MOUSE05183
OG0001211	CAEEL01747, CAEEL04910, CAEEL02891, CAEEL08232, CAEEL07906	MOUSE30599, MOUSE30606, MOUSE30604, MOUSE30608, MOUSE30610, MOUSE30609, MOUSE30607, MOUSE30602, MOUSE30603, MOUSE30605, MOUSE30598, MOUSE30600, MOUSE30597, MOUSE30601, MOUSE30577, MOUSE30578
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	MOUSE46717, MOUSE46716, MOUSE46715
OG0001214	CAEEL08401	MOUSE25114
OG0001215	CAEEL11249	MOUSE08734, MOUSE08735, MOUSE19131, MOUSE19132, MOUSE14747, MOUSE14748, MOUSE14746, MOUSE14745, MOUSE14744
OG0001216	CAEEL04644	MOUSE04150, MOUSE41652, MOUSE04149
OG0001217	CAEEL08746	MOUSE54784, MOUSE55237, MOUSE55236, MOUSE00073, MOUSE00072
OG0001218	CAEEL20131, CAEEL14167	MOUSE41470, MOUSE41466, MOUSE41467, MOUSE41468, MOUSE34978, MOUSE34980, MOUSE34979, MOUSE04035, MOUSE04034, MOUSE04033
OG0001219	CAEEL20379	MOUSE03413, MOUSE22192, MOUSE22191, MOUSE03411, MOUSE30324, MOUSE30320, MOUSE30322, MOUSE51467, MOUSE51466, MOUSE51465
OG0001220	CAEEL07890	MOUSE37900, MOUSE37901, MOUSE37902, MOUSE37904, MOUSE37898, MOUSE37899
OG0001221	CAEEL13124	MOUSE12352, MOUSE12358, MOUSE12355, MOUSE12353
OG0001223	CAEEL02795	MOUSE32020, MOUSE49000, MOUSE49002, MOUSE49001, MOUSE11999, MOUSE28618, MOUSE28617, MOUSE28619, MOUSE28620, MOUSE28621
OG0001224	CAEEL07196	MOUSE34784, MOUSE34792, MOUSE34790, MOUSE34787, MOUSE34785, MOUSE34793, MOUSE34788, MOUSE34791, MOUSE34786, MOUSE34789, MOUSE34780, MOUSE34781, MOUSE34782, MOUSE34783, MOUSE43304, MOUSE43303, MOUSE43301, MOUSE43300, MOUSE43298, MOUSE43299, MOUSE34794
OG0001225	CAEEL02873	MOUSE44566, MOUSE44565, MOUSE44564, MOUSE20743, MOUSE01626
OG0001226	CAEEL02848, CAEEL02849	MOUSE16467, MOUSE16468, MOUSE16465, MOUSE16466, MOUSE54761, MOUSE52127, MOUSE52129, MOUSE52128
OG0001230	CAEEL12987, CAEEL17236, CAEEL15243, CAEEL01949	MOUSE33961
OG0001234	CAEEL00806	MOUSE19084, MOUSE49352
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	MOUSE43548, MOUSE43547, MOUSE41478, MOUSE10880, MOUSE48699, MOUSE41477, MOUSE41479
OG0001238	CAEEL05166, CAEEL11182	MOUSE09449, MOUSE53338, MOUSE53337, MOUSE53334, MOUSE53336, MOUSE53335, MOUSE05724, MOUSE14724
OG0001239	CAEEL12011	MOUSE39125, MOUSE39126, MOUSE39130, MOUSE39124, MOUSE39127, MOUSE39128, MOUSE39123, MOUSE39129, MOUSE10900, MOUSE10899, MOUSE10897, MOUSE10896, MOUSE10898, MOUSE10895, MOUSE39131
OG0001241	CAEEL01749	MOUSE28271
OG0001241	CAEEL19375	MOUSE13111, MOUSE13112, MOUSE13113, MOUSE54117
OG0001243	CAEEL01806	MOUSE48006, MOUSE48010, MOUSE48011, MOUSE48005, MOUSE48012, MOUSE51749, MOUSE51750, MOUSE51747, MOUSE51748
OG0001247	CAEEL10570	MOUSE53759, MOUSE39462, MOUSE39463, MOUSE41058, MOUSE53757, MOUSE53755, MOUSE53758, MOUSE53756, MOUSE41059
OG0001248	CAEEL08830	MOUSE22966, MOUSE22967, MOUSE22968, MOUSE35498, MOUSE35495, MOUSE02365, MOUSE02364, MOUSE35496, MOUSE22969
OG0001249	CAEEL06406	MOUSE50138, MOUSE50139, MOUSE18428, MOUSE32916, MOUSE32917, MOUSE33692, MOUSE33693, MOUSE18429, MOUSE18431, MOUSE18430
OG0001250	CAEEL18712	MOUSE05083, MOUSE05082, MOUSE05080, MOUSE05081, MOUSE05079, MOUSE48689, MOUSE48694, MOUSE48691, MOUSE48693, MOUSE03759, MOUSE03761, MOUSE03762, MOUSE03760, MOUSE03758, MOUSE03757, MOUSE03763, MOUSE03764, MOUSE48692
OG0001251	CAEEL10205	MOUSE12321
OG0001251	CAEEL01802	MOUSE49810, MOUSE49811, MOUSE12317, MOUSE12318, MOUSE12320, MOUSE12319, MOUSE12322, MOUSE12323, MOUSE12316
OG0001252	CAEEL05030	MOUSE48386, MOUSE48387, MOUSE48388, MOUSE31394, MOUSE31395, MOUSE31396, MOUSE31397, MOUSE31393, MOUSE01415, MOUSE01416, MOUSE01414
OG0001253	CAEEL10888, CAEEL10887	MOUSE14428, MOUSE17305, MOUSE17304, MOUSE14429, MOUSE17299, MOUSE17303, MOUSE17301, MOUSE17300, MOUSE17302
OG0001254	CAEEL00935	MOUSE27598, MOUSE27593, MOUSE27595, MOUSE27596, MOUSE23171, MOUSE23169, MOUSE23170, MOUSE27590, MOUSE27591, MOUSE27592
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	MOUSE16607, MOUSE16606
OG0001261	CAEEL07850	MOUSE30117, MOUSE30118, MOUSE45624, MOUSE45621, MOUSE45627, MOUSE45626, MOUSE45623, MOUSE45625
OG0001262	CAEEL15249, CAEEL20627	MOUSE25437, MOUSE17627, MOUSE17628, MOUSE17631, MOUSE17629, MOUSE17630, MOUSE25438
OG0001266	CAEEL07143	MOUSE18603, MOUSE18604, MOUSE28501
OG0001267	CAEEL14111	MOUSE38165, MOUSE38164, MOUSE37871, MOUSE20495
OG0001268	CAEEL11342	MOUSE52730, MOUSE36602, MOUSE36603, MOUSE52733, MOUSE55418, MOUSE53751
OG0001270	CAEEL01959	MOUSE16996, MOUSE15064
OG0001271	CAEEL08717, CAEEL00634	MOUSE35510, MOUSE35509, MOUSE05864, MOUSE05862, MOUSE05863, MOUSE14691
OG0001272	CAEEL07720, CAEEL09293	MOUSE07100, MOUSE46331, MOUSE32891, MOUSE32892, MOUSE46332, MOUSE04684, MOUSE32617
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	MOUSE31851, MOUSE31850, MOUSE31857, MOUSE31856, MOUSE31852, MOUSE31854, MOUSE31853, MOUSE31858, MOUSE18476, MOUSE25711, MOUSE25713, MOUSE25714, MOUSE25708, MOUSE31855
OG0001278	CAEEL20013	MOUSE06444, MOUSE06445, MOUSE06443, MOUSE06442, MOUSE24602
OG0001278	CAEEL10735	MOUSE13838
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	MOUSE43221, MOUSE43228, MOUSE43223, MOUSE43226, MOUSE43225, MOUSE08244, MOUSE08245, MOUSE43227, MOUSE43224, MOUSE43222, MOUSE08243, MOUSE08242, MOUSE24506, MOUSE24507
OG0001280	CAEEL00726	MOUSE44896, MOUSE44895, MOUSE44898, MOUSE18406, MOUSE33000, MOUSE33001, MOUSE33002, MOUSE32998, MOUSE32999
OG0001281	CAEEL05459	MOUSE50500, MOUSE50501, MOUSE21702, MOUSE21700, MOUSE21701, MOUSE20442
OG0001282	CAEEL04296	MOUSE04240, MOUSE29444, MOUSE04236, MOUSE04239, MOUSE04238, MOUSE04237, MOUSE29443, MOUSE29440, MOUSE29442
OG0001284	CAEEL08223	MOUSE39659
OG0001284	CAEEL01272	MOUSE27610
OG0001285	CAEEL06501	MOUSE35854, MOUSE35849, MOUSE35850, MOUSE35853, MOUSE46667, MOUSE46670, MOUSE46673, MOUSE46669, MOUSE46674, MOUSE46675, MOUSE46676, MOUSE46671, MOUSE46672, MOUSE46677, MOUSE47845, MOUSE47848, MOUSE47846, MOUSE35851, MOUSE35852, MOUSE47851
OG0001286	CAEEL20246	MOUSE47132
OG0001287	CAEEL16475	MOUSE03490, MOUSE03492, MOUSE03491, MOUSE03488, MOUSE03489, MOUSE36811, MOUSE00735, MOUSE00733, MOUSE00734, MOUSE38003, MOUSE38002, MOUSE36810, MOUSE36815, MOUSE36813, MOUSE36812, MOUSE36809, MOUSE53856, MOUSE53855, MOUSE53857
OG0001288	CAEEL18355	MOUSE51561, MOUSE10349
OG0001290	CAEEL12279	MOUSE19544, MOUSE27700, MOUSE27699, MOUSE27698, MOUSE49084, MOUSE49085
OG0001291	CAEEL11483	MOUSE12798, MOUSE12799, MOUSE31626, MOUSE31627, MOUSE11027, MOUSE11026, MOUSE11025, MOUSE11024
OG0001292	CAEEL07942	MOUSE53091, MOUSE53085, MOUSE53090, MOUSE53086, MOUSE53089, MOUSE53094, MOUSE53093, MOUSE53092, MOUSE53088, MOUSE53087, MOUSE22996, MOUSE23000, MOUSE22997, MOUSE23001, MOUSE22995, MOUSE22994, MOUSE22998
OG0001293	CAEEL07048	MOUSE37967, MOUSE37970, MOUSE37968, MOUSE37979, MOUSE37969, MOUSE20502, MOUSE20501, MOUSE04801, MOUSE04802
OG0001294	CAEEL15893	MOUSE07556, MOUSE07561, MOUSE07558
OG0001296	CAEEL00003, CAEEL14758	MOUSE08152, MOUSE08153, MOUSE20336, MOUSE20335, MOUSE24806, MOUSE24807, MOUSE24802, MOUSE24803, MOUSE24809, MOUSE24801, MOUSE24808, MOUSE24805
OG0001300	CAEEL09562	MOUSE52263, MOUSE12894, MOUSE54438, MOUSE54437, MOUSE54436
OG0001302	CAEEL01736	MOUSE33570
OG0001302	CAEEL12633	MOUSE32071, MOUSE32070
OG0001304	CAEEL00728	MOUSE11990, MOUSE11992, MOUSE49007, MOUSE49008, MOUSE49004, MOUSE49005, MOUSE32024, MOUSE32027, MOUSE28599, MOUSE28598
OG0001305	CAEEL19700	MOUSE48792, MOUSE48793, MOUSE48791, MOUSE25601, MOUSE31727, MOUSE31724, MOUSE31726
OG0001306	CAEEL05042	MOUSE33396, MOUSE33395, MOUSE33394, MOUSE33397
OG0001306	CAEEL06741	MOUSE25604, MOUSE25605
OG0001310	CAEEL16286	MOUSE27515, MOUSE27516
OG0001311	CAEEL07271, CAEEL18160	MOUSE03635
OG0001315	CAEEL20540	MOUSE38482, MOUSE05987, MOUSE38481
OG0001318	CAEEL06153	MOUSE42538, MOUSE42537, MOUSE42536
OG0001318	CAEEL02686	MOUSE16122
OG0001319	CAEEL15967	MOUSE53963, MOUSE53962, MOUSE52368, MOUSE52374, MOUSE52373, MOUSE52367
OG0001320	CAEEL02958	MOUSE32119, MOUSE32120
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	MOUSE27454, MOUSE18695
OG0001321	CAEEL02303, CAEEL00016	MOUSE17511, MOUSE30251, MOUSE30250
OG0001324	CAEEL11902	MOUSE15485
OG0001325	CAEEL12980	MOUSE31656, MOUSE31655, MOUSE31660, MOUSE31661, MOUSE31658, MOUSE31659, MOUSE31662, MOUSE31663, MOUSE31664, MOUSE31666
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	MOUSE21119, MOUSE21120, MOUSE21838, MOUSE21837, MOUSE21836, MOUSE21270, MOUSE21269
OG0001327	CAEEL12070	MOUSE02265, MOUSE23421, MOUSE23422
OG0001329	CAEEL03625, CAEEL07934	MOUSE08547
OG0001330	CAEEL07772	MOUSE46366, MOUSE46367, MOUSE04618, MOUSE37523, MOUSE37526, MOUSE37525, MOUSE46368
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	MOUSE14060, MOUSE16928
OG0001335	CAEEL01950	MOUSE32303, MOUSE32302
OG0001337	CAEEL08858	MOUSE05084, MOUSE10508, MOUSE10512, MOUSE10511, MOUSE10509, MOUSE10510, MOUSE33641, MOUSE33640
OG0001339	CAEEL01555	MOUSE18089, MOUSE18088
OG0001341	CAEEL12273	MOUSE46510, MOUSE46512, MOUSE19790
OG0001344	CAEEL12166	MOUSE40567, MOUSE40566, MOUSE53469, MOUSE53472, MOUSE53478, MOUSE53471, MOUSE53809, MOUSE53818, MOUSE53815, MOUSE53476, MOUSE53816, MOUSE53803, MOUSE53811, MOUSE53470, MOUSE53813, MOUSE53812, MOUSE53482, MOUSE53829, MOUSE53824, MOUSE53820, MOUSE53822, MOUSE53823, MOUSE53821, MOUSE53473, MOUSE53826, MOUSE53475, MOUSE53479, MOUSE53805, MOUSE53806, MOUSE53477, MOUSE53480, MOUSE53474
OG0001348	CAEEL20290	MOUSE47536, MOUSE47535, MOUSE47539, MOUSE47537, MOUSE47534, MOUSE54111, MOUSE54110, MOUSE54109, MOUSE54108
OG0001350	CAEEL06068	MOUSE33383
OG0001350	CAEEL05555	MOUSE28075, MOUSE33384
OG0001351	CAEEL20071, CAEEL20072	MOUSE53707, MOUSE53708, MOUSE54418, MOUSE54417, MOUSE54414, MOUSE54415, MOUSE54416, MOUSE54419
OG0001353	CAEEL07231	MOUSE28376, MOUSE28374, MOUSE28375
OG0001354	CAEEL18385	MOUSE30958, MOUSE24350
OG0001355	CAEEL19633	MOUSE09535, MOUSE09533, MOUSE09534, MOUSE09531, MOUSE09532, MOUSE09530, MOUSE35930, MOUSE21465
OG0001356	CAEEL10619	MOUSE40775, MOUSE40776, MOUSE14515
OG0001357	CAEEL15128	MOUSE18665, MOUSE20275, MOUSE27396, MOUSE27395, MOUSE27398, MOUSE27400, MOUSE27397, MOUSE27399, MOUSE43353, MOUSE43351, MOUSE43352, MOUSE43349, MOUSE43350, MOUSE43348, MOUSE43354, MOUSE43355, MOUSE43347, MOUSE43357, MOUSE43356
OG0001360	CAEEL17002, CAEEL19681, CAEEL19680	MOUSE31602
OG0001361	CAEEL05269, CAEEL05268	MOUSE14324
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	MOUSE23857, MOUSE23858, MOUSE23859
OG0001364	CAEEL16269	MOUSE22897, MOUSE22899, MOUSE22902, MOUSE22900, MOUSE22901, MOUSE38339, MOUSE38340, MOUSE22895, MOUSE22898, MOUSE22903, MOUSE22894, MOUSE22892, MOUSE22893, MOUSE22896
OG0001366	CAEEL07140	MOUSE08702, MOUSE08703, MOUSE22123, MOUSE08704, MOUSE08701, MOUSE08700, MOUSE22122
OG0001367	CAEEL16176	MOUSE28593, MOUSE28595, MOUSE28594, MOUSE18613, MOUSE18611, MOUSE06729, MOUSE06730
OG0001368	CAEEL15247	MOUSE28166, MOUSE07621, MOUSE07620
OG0001369	CAEEL05836	MOUSE52653, MOUSE52654, MOUSE52652, MOUSE52655, MOUSE23428, MOUSE23430, MOUSE23429, MOUSE23431, MOUSE02306
OG0001370	CAEEL19838	MOUSE44772
OG0001370	CAEEL11201	MOUSE22367, MOUSE44775, MOUSE22370
OG0001372	CAEEL04824, CAEEL16917	MOUSE31956
OG0001374	CAEEL02048	MOUSE01132
OG0001375	CAEEL01718	MOUSE00315, MOUSE34217
OG0001376	CAEEL18806	MOUSE50547, MOUSE50549, MOUSE50548, MOUSE50550, MOUSE43474, MOUSE16176, MOUSE16175, MOUSE16179, MOUSE16177, MOUSE16180, MOUSE16178
OG0001378	CAEEL01898	MOUSE12733, MOUSE46829, MOUSE12734, MOUSE46833, MOUSE36025, MOUSE19414, MOUSE19415, MOUSE46831
OG0001379	CAEEL20800, CAEEL08440	MOUSE45251, MOUSE52412, MOUSE52413, MOUSE45252, MOUSE45253
OG0001380	CAEEL07027	MOUSE19249, MOUSE45642, MOUSE45644, MOUSE45647, MOUSE45650, MOUSE45651, MOUSE45649, MOUSE45648, MOUSE45641, MOUSE45646, MOUSE45645, MOUSE45638, MOUSE45643, MOUSE45637, MOUSE45640, MOUSE45639, MOUSE45636, MOUSE36336, MOUSE36340, MOUSE36339, MOUSE36337, MOUSE36335, MOUSE36338
OG0001381	CAEEL01510	MOUSE01621, MOUSE01624, MOUSE44555, MOUSE44558, MOUSE20741, MOUSE44559
OG0001383	CAEEL18479	MOUSE24448
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	MOUSE22077, MOUSE22076, MOUSE22079, MOUSE22080, MOUSE22081, MOUSE02474, MOUSE22078, MOUSE02479
OG0001389	CAEEL06582	MOUSE54990, MOUSE54991, MOUSE39134, MOUSE39133, MOUSE39132, MOUSE21954, MOUSE21955, MOUSE48763, MOUSE03363, MOUSE03362
OG0001394	CAEEL16146	MOUSE48056, MOUSE48057
OG0001395	CAEEL01604	MOUSE34258, MOUSE34257, MOUSE34259, MOUSE34260, MOUSE34261, MOUSE34262, MOUSE16562, MOUSE55244, MOUSE54770, MOUSE54769, MOUSE54771, MOUSE54768, MOUSE54772, MOUSE55238, MOUSE55240
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	MOUSE09428, MOUSE21175, MOUSE21174, MOUSE21173
OG0001397	CAEEL19290	MOUSE21261
OG0001398	CAEEL14339	MOUSE54251, MOUSE52911, MOUSE52912
OG0001399	CAEEL00972	MOUSE12867, MOUSE28523, MOUSE49010, MOUSE49011, MOUSE49012, MOUSE12868
OG0001404	CAEEL15778	MOUSE17031, MOUSE17030, MOUSE17028, MOUSE17029
OG0001405	CAEEL00987	MOUSE49710, MOUSE53396
OG0001408	CAEEL19513	MOUSE25484, MOUSE25485, MOUSE18503, MOUSE18504, MOUSE18502, MOUSE31265, MOUSE31266
OG0001409	CAEEL02567	MOUSE43073, MOUSE43072, MOUSE15819, MOUSE15820
OG0001410	CAEEL16277	MOUSE22570, MOUSE22569, MOUSE22568, MOUSE38530, MOUSE38529
OG0001411	CAEEL07405	MOUSE36550, MOUSE36551
OG0001413	CAEEL08368	MOUSE37829, MOUSE37830
OG0001413	CAEEL04716	MOUSE44790, MOUSE44789, MOUSE44788, MOUSE44787
OG0001414	CAEEL13823	MOUSE18642, MOUSE18643, MOUSE18644, MOUSE02910
OG0001416	CAEEL04141, CAEEL04142	MOUSE34920
OG0001417	CAEEL02921	MOUSE19934
OG0001418	CAEEL11722	MOUSE48894, MOUSE33585, MOUSE33584, MOUSE33582, MOUSE33583, MOUSE48895, MOUSE48523, MOUSE48522, MOUSE10457, MOUSE10451, MOUSE10456, MOUSE10455, MOUSE10454, MOUSE10453, MOUSE10452
OG0001421	CAEEL14241	MOUSE24555, MOUSE20249, MOUSE08160, MOUSE08159, MOUSE24554, MOUSE24560, MOUSE24559, MOUSE24561, MOUSE24562, MOUSE24558, MOUSE24556, MOUSE24557, MOUSE24553
OG0001422	CAEEL06778	MOUSE26467, MOUSE26461, MOUSE26459, MOUSE39837, MOUSE26464, MOUSE26465, MOUSE39840, MOUSE39842, MOUSE39841, MOUSE39847, MOUSE39848, MOUSE39844, MOUSE39845, MOUSE39846, MOUSE39843, MOUSE26462, MOUSE26460
OG0001423	CAEEL18493	MOUSE17540, MOUSE17539, MOUSE25516, MOUSE25512, MOUSE25514, MOUSE25513, MOUSE23811, MOUSE23810, MOUSE23812, MOUSE50436
OG0001424	CAEEL12121	MOUSE20236
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	MOUSE16522, MOUSE51391, MOUSE10602
OG0001426	CAEEL06005, CAEEL06004	MOUSE15607, MOUSE35131, MOUSE35132, MOUSE04107, MOUSE04108
OG0001428	CAEEL05279	MOUSE34894, MOUSE34896, MOUSE34893, MOUSE19473, MOUSE04265, MOUSE41409, MOUSE41408, MOUSE04268
OG0001430	CAEEL14236	MOUSE18637, MOUSE20248, MOUSE27511, MOUSE42620
OG0001431	CAEEL01932, CAEEL07478	MOUSE08759
OG0001432	CAEEL18746	MOUSE35693, MOUSE29221, MOUSE29222, MOUSE29220, MOUSE29389, MOUSE35694, MOUSE35695
OG0001433	CAEEL01226	MOUSE34100, MOUSE13715, MOUSE21744, MOUSE21743, MOUSE21745, MOUSE21742
OG0001436	CAEEL01644, CAEEL01645	MOUSE32582, MOUSE32580, MOUSE32577, MOUSE32578
OG0001437	CAEEL01346, CAEEL01345	MOUSE19686, MOUSE29315, MOUSE29316, MOUSE29317, MOUSE29314
OG0001439	CAEEL14010	MOUSE15892
OG0001440	CAEEL02919	MOUSE25141, MOUSE05281
OG0001445	CAEEL10043, CAEEL10044	MOUSE28043, MOUSE28044, MOUSE43177, MOUSE43176, MOUSE16757
OG0001446	CAEEL19040, CAEEL19039	MOUSE04639
OG0001449	CAEEL05216	MOUSE35682, MOUSE35683, MOUSE35684, MOUSE35685, MOUSE35681
OG0001450	CAEEL12602	MOUSE10014
OG0001452	CAEEL02837	MOUSE10305, MOUSE44844, MOUSE30200, MOUSE30198
OG0001455	CAEEL04493	MOUSE50422, MOUSE50423, MOUSE10543
OG0001458	CAEEL04619	MOUSE48244, MOUSE54958, MOUSE54957, MOUSE55371, MOUSE55365, MOUSE55370, MOUSE55364, MOUSE55368, MOUSE55369
OG0001459	CAEEL20135, CAEEL17975	MOUSE41970, MOUSE44251, MOUSE44247, MOUSE44248, MOUSE44249, MOUSE41971, MOUSE41967, MOUSE41968, MOUSE41969, MOUSE41972, MOUSE41973, MOUSE44250
OG0001460	CAEEL11040, CAEEL11027	MOUSE11427, MOUSE11428, MOUSE11425
OG0001461	CAEEL09368	MOUSE39121, MOUSE39120
OG0001462	CAEEL03309	MOUSE24583, MOUSE24582, MOUSE24584
OG0001464	CAEEL07180	MOUSE26209, MOUSE26208, MOUSE26207, MOUSE32593, MOUSE32592, MOUSE14773
OG0001466	CAEEL00165	MOUSE52956, MOUSE52958, MOUSE52960, MOUSE52959, MOUSE52957, MOUSE19161, MOUSE19163, MOUSE19162
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	MOUSE22505, MOUSE53195, MOUSE53196, MOUSE02343, MOUSE02342
OG0001469	CAEEL06147	MOUSE27763
OG0001469	CAEEL06502	MOUSE00629
OG0001472	CAEEL07491	MOUSE35226, MOUSE35228, MOUSE35227
OG0001472	CAEEL02663	MOUSE29107, MOUSE29108
OG0001473	CAEEL15728, CAEEL16017	MOUSE14033, MOUSE14034
OG0001474	CAEEL07328	MOUSE46193, MOUSE46194
OG0001475	CAEEL05298	MOUSE34814, MOUSE34815, MOUSE34816, MOUSE34818, MOUSE34820, MOUSE34823
OG0001476	CAEEL00667	MOUSE16510, MOUSE16508, MOUSE16509, MOUSE16255, MOUSE16258, MOUSE16256
OG0001478	CAEEL11433	MOUSE27453, MOUSE27451, MOUSE27450, MOUSE27452, MOUSE14118
OG0001479	CAEEL19245	MOUSE31243, MOUSE31244, MOUSE47409, MOUSE47405, MOUSE25855, MOUSE25856
OG0001480	CAEEL01047	MOUSE22219, MOUSE22220, MOUSE53290, MOUSE53289, MOUSE53288, MOUSE53296, MOUSE53297, MOUSE53293, MOUSE53291, MOUSE53295, MOUSE53294, MOUSE53292, MOUSE22221
OG0001482	CAEEL08859	MOUSE46256, MOUSE37740, MOUSE37739, MOUSE04374, MOUSE04372, MOUSE04376, MOUSE04375, MOUSE04373
OG0001484	CAEEL01076, CAEEL01075	MOUSE53748, MOUSE53749, MOUSE53750, MOUSE52709, MOUSE52710, MOUSE52703, MOUSE52708, MOUSE52704, MOUSE52702, MOUSE52705
OG0001485	CAEEL01187	MOUSE44648, MOUSE10100, MOUSE10098, MOUSE10097, MOUSE10099
OG0001486	CAEEL06199	MOUSE18258, MOUSE18259, MOUSE18260, MOUSE18262, MOUSE18256, MOUSE18261, MOUSE18257, MOUSE18263, MOUSE18264, MOUSE41536, MOUSE41537, MOUSE41535, MOUSE47343
OG0001489	CAEEL05101	MOUSE33270, MOUSE33272, MOUSE33273, MOUSE33269, MOUSE33271, MOUSE33268, MOUSE13178, MOUSE13179, MOUSE13173, MOUSE13177, MOUSE13176, MOUSE13171, MOUSE13174, MOUSE13180, MOUSE13175
OG0001490	CAEEL16486	MOUSE20108
OG0001492	CAEEL08792	MOUSE37398
OG0001493	CAEEL18137, CAEEL03082	MOUSE11097
OG0001493	CAEEL11731	MOUSE31559, MOUSE20869
OG0001500	CAEEL11009	MOUSE22930, MOUSE22932, MOUSE22931, MOUSE22929, MOUSE53492, MOUSE53491, MOUSE12949, MOUSE12952, MOUSE12951, MOUSE12950
OG0001502	CAEEL06434, CAEEL06435	MOUSE05926
OG0001503	CAEEL04111	MOUSE48444
OG0001503	CAEEL08520	MOUSE41776, MOUSE41774, MOUSE41777, MOUSE41772, MOUSE41773
OG0001504	CAEEL05392	MOUSE28382, MOUSE28383, MOUSE28380, MOUSE28381, MOUSE28379
OG0001505	CAEEL05185, CAEEL08607	MOUSE29456, MOUSE04126, MOUSE04125, MOUSE04124
OG0001506	CAEEL04371	MOUSE35078, MOUSE29502, MOUSE29500, MOUSE35074, MOUSE35075, MOUSE29501
OG0001507	CAEEL02101	MOUSE20172
OG0001508	CAEEL19670	MOUSE45983, MOUSE45981, MOUSE45982, MOUSE44231, MOUSE44230, MOUSE44229, MOUSE44234, MOUSE44233, MOUSE44232
OG0001509	CAEEL18350	MOUSE52290
OG0001510	CAEEL19165	MOUSE20754, MOUSE50417, MOUSE50418, MOUSE50419, MOUSE50416, MOUSE33181, MOUSE33174, MOUSE33173, MOUSE33176, MOUSE33177
OG0001515	CAEEL07598	MOUSE04853, MOUSE04849, MOUSE04850, MOUSE04851, MOUSE02775, MOUSE02777, MOUSE02776
OG0001515	CAEEL07033	MOUSE04848
OG0001516	CAEEL05831	MOUSE13217, MOUSE13218
