Orthogroup	CAEEL	CAPO3
OG0006213	CAEEL01145	CAPO301176
OG0006214	CAEEL12120	CAPO305313
OG0006216	CAEEL16326	CAPO304328
OG0006224	CAEEL11548	CAPO304007
OG0006225	CAEEL13901	CAPO307529
OG0006226	CAEEL02716	CAPO303955
OG0006229	CAEEL06963	CAPO306729
OG0006230	CAEEL08542	CAPO303003
OG0006234	CAEEL05918	CAPO305546
OG0006235	CAEEL04462	CAPO300217
OG0006237	CAEEL04160	CAPO302524
OG0006239	CAEEL01539	CAPO305262
OG0006245	CAEEL00941	CAPO307777
OG0006248	CAEEL05883	CAPO307601
OG0006249	CAEEL10060	CAPO304667
OG0006254	CAEEL11539	CAPO305073
OG0006257	CAEEL15240	CAPO305440
OG0006260	CAEEL09587	CAPO300587
OG0006262	CAEEL01377	CAPO307596
OG0006263	CAEEL09474	CAPO307994
OG0006264	CAEEL11589	CAPO304943
OG0006267	CAEEL09521	CAPO300629
OG0006268	CAEEL09373, CAEEL09395	CAPO305663
OG0006271	CAEEL08264	CAPO306714
OG0006275	CAEEL01989	CAPO304219
OG0006277	CAEEL08057	CAPO307602
OG0006279	CAEEL00237	CAPO307288
OG0006280	CAEEL17987	CAPO308182
OG0006281	CAEEL04765	CAPO302129
OG0006284	CAEEL08923	CAPO301681
OG0006285	CAEEL04794	CAPO301258
OG0006286	CAEEL00158	CAPO304212
OG0006288	CAEEL08712	CAPO300129
OG0006289	CAEEL07964	CAPO306652
OG0006291	CAEEL00609	CAPO308081
OG0006293	CAEEL07928	CAPO307067
OG0006294	CAEEL14462	CAPO301151
OG0006295	CAEEL09568	CAPO307143
OG0006297	CAEEL11872	CAPO301937
OG0006301	CAEEL17598	CAPO306072
OG0006306	CAEEL01065	CAPO303905
OG0006309	CAEEL05232	CAPO304441
OG0006311	CAEEL17612	CAPO300748
OG0006313	CAEEL05123	CAPO306539
OG0006319	CAEEL13894	CAPO306239
OG0006322	CAEEL09507	CAPO305971
OG0006323	CAEEL02251	CAPO300361
OG0006329	CAEEL02571	CAPO306283
OG0006330	CAEEL06542	CAPO301590
OG0006331	CAEEL13794	CAPO301721
OG0006332	CAEEL10865	CAPO306802, CAPO306801
OG0006334	CAEEL08411, CAEEL18378	CAPO302140
OG0006335	CAEEL04124, CAEEL00475	CAPO305790
OG0006339	CAEEL08069	CAPO306751
OG0006340	CAEEL11454	CAPO306725
OG0006341	CAEEL06023	CAPO303256
OG0006344	CAEEL14876	CAPO307345
OG0006346	CAEEL05783	CAPO305832
OG0006347	CAEEL07567	CAPO305184
OG0006350	CAEEL07674	CAPO302433
OG0006352	CAEEL02603	CAPO301346
OG0006353	CAEEL19140, CAEEL05676	CAPO301517
OG0006355	CAEEL16514	CAPO307129
OG0006356	CAEEL07675	CAPO305164
OG0006360	CAEEL05277	CAPO304103
OG0006361	CAEEL09060	CAPO308070
OG0006362	CAEEL00998	CAPO308308
OG0006363	CAEEL00971	CAPO301002
OG0006365	CAEEL12631	CAPO300671
OG0006370	CAEEL05220	CAPO300348
OG0006372	CAEEL09848	CAPO304608
OG0006375	CAEEL00741	CAPO306256
OG0006377	CAEEL09247	CAPO307494
OG0006378	CAEEL04747	CAPO304918
OG0006381	CAEEL09800	CAPO301472
OG0006385	CAEEL17878	CAPO301074
OG0006386	CAEEL02065	CAPO303165
OG0006387	CAEEL00319	CAPO306319
OG0006389	CAEEL07348	CAPO302170
OG0006390	CAEEL13360	CAPO308093
OG0006392	CAEEL07571	CAPO305806
OG0006395	CAEEL11636	CAPO300149
OG0006399	CAEEL07489	CAPO304307
OG0006443	CAEEL07304	CAPO300234
OG0006448	CAEEL07841	CAPO301094
OG0006449	CAEEL08133, CAEEL02036	CAPO305961
OG0006456	CAEEL09794	CAPO300992
OG0006457	CAEEL05605	CAPO306648
OG0006459	CAEEL00244	CAPO307843
OG0006460	CAEEL10630	CAPO308313
OG0006461	CAEEL11863	CAPO306350
OG0006462	CAEEL05709	CAPO300662
OG0006464	CAEEL01413	CAPO307754
OG0006465	CAEEL10921	CAPO307052
OG0006467	CAEEL02861	CAPO301292
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	CAPO303390
OG0006474	CAEEL07206	CAPO300155
OG0006475	CAEEL07548	CAPO301888
OG0006476	CAEEL12092	CAPO300216
OG0006478	CAEEL06158	CAPO301079
OG0006479	CAEEL05626	CAPO304002
OG0006480	CAEEL10265, CAEEL10266	CAPO300197
OG0006481	CAEEL19099, CAEEL01638	CAPO307580
OG0006482	CAEEL10834	CAPO305654
OG0006485	CAEEL14223	CAPO307612
OG0006488	CAEEL17648	CAPO301772
OG0006490	CAEEL11637	CAPO301539
OG0006491	CAEEL13015	CAPO300606
OG0006496	CAEEL08493	CAPO304473
OG0006498	CAEEL02503	CAPO301440
OG0006501	CAEEL16016	CAPO307734
OG0006503	CAEEL07188	CAPO304660
OG0006505	CAEEL06783	CAPO301510
OG0006509	CAEEL00006, CAEEL15373	CAPO304681
OG0006512	CAEEL07313	CAPO301701
OG0006514	CAEEL07858	CAPO304095
OG0006515	CAEEL02554	CAPO306459
OG0006516	CAEEL15132	CAPO305607
OG0006517	CAEEL01423	CAPO300477
OG0006519	CAEEL05908	CAPO308006
OG0006520	CAEEL13792	CAPO300668
OG0006523	CAEEL15760	CAPO302914
OG0006532	CAEEL05678	CAPO304147
OG0006533	CAEEL19649	CAPO305463
OG0006536	CAEEL05174	CAPO305735
OG0006538	CAEEL07903, CAEEL04060	CAPO305091
OG0006540	CAEEL19898	CAPO304760
OG0006542	CAEEL04749	CAPO305168
OG0006543	CAEEL05304	CAPO305452
OG0006544	CAEEL02597	CAPO306101
OG0006545	CAEEL08394	CAPO307929
OG0006546	CAEEL16446	CAPO305234
OG0006547	CAEEL09736	CAPO301259
OG0006550	CAEEL02186	CAPO307487
OG0006552	CAEEL02725	CAPO301957
OG0006553	CAEEL06508	CAPO308128
OG0006554	CAEEL09071	CAPO306525
OG0006556	CAEEL00553	CAPO304941
OG0006557	CAEEL07597	CAPO300124
OG0006561	CAEEL16404	CAPO300890
OG0006568	CAEEL01944	CAPO303043
OG0006569	CAEEL03290	CAPO300856
OG0006570	CAEEL15966	CAPO302571
OG0006571	CAEEL05447	CAPO306740
OG0006572	CAEEL09940, CAEEL09371	CAPO302175
OG0006573	CAEEL05442	CAPO306413
OG0006577	CAEEL15281	CAPO300858
OG0006578	CAEEL00045	CAPO303393
OG0006580	CAEEL07590	CAPO306179
OG0006583	CAEEL01627	CAPO308147
OG0006584	CAEEL05880	CAPO304380
OG0006590	CAEEL15655	CAPO304634
OG0006591	CAEEL01066	CAPO306654
OG0006594	CAEEL00833	CAPO305352
OG0006595	CAEEL10661	CAPO306726
OG0006596	CAEEL00560	CAPO305496
OG0006597	CAEEL10448	CAPO306143
OG0006598	CAEEL03295	CAPO303505
OG0006602	CAEEL16562	CAPO306545
OG0006603	CAEEL00624	CAPO305246
OG0006604	CAEEL07198	CAPO301632
OG0006606	CAEEL07376	CAPO300627, CAPO305047
OG0006607	CAEEL01560	CAPO302836
OG0006608	CAEEL05698	CAPO304829
OG0006609	CAEEL02187	CAPO304156
OG0006610	CAEEL11386	CAPO305635
OG0006611	CAEEL07953	CAPO303370
OG0006613	CAEEL01845	CAPO305926
OG0006614	CAEEL05124	CAPO307923
OG0006615	CAEEL09131	CAPO300892
OG0006622	CAEEL05834	CAPO307274
OG0006625	CAEEL08791	CAPO304287
OG0006627	CAEEL11375	CAPO300634
OG0006630	CAEEL11696	CAPO301318
OG0006631	CAEEL00720	CAPO302816
OG0006633	CAEEL00427	CAPO306794
OG0006636	CAEEL07724	CAPO304383
OG0006637	CAEEL12125	CAPO304312
OG0006642	CAEEL19634	CAPO303206
OG0006646	CAEEL15891	CAPO308061
OG0006648	CAEEL01435	CAPO300638
OG0006651	CAEEL09522	CAPO306376
OG0006655	CAEEL00324	CAPO306982
OG0006658	CAEEL00269	CAPO301723
OG0006662	CAEEL12773	CAPO305585
OG0006663	CAEEL08458	CAPO301399
OG0006664	CAEEL01906	CAPO302941
OG0006666	CAEEL05999	CAPO301682
OG0006667	CAEEL01250	CAPO305573
OG0006668	CAEEL06992	CAPO301053
OG0006669	CAEEL08205	CAPO301280
OG0006670	CAEEL05160	CAPO306366
OG0006673	CAEEL00769	CAPO302685
OG0006678	CAEEL12368	CAPO300092
OG0006680	CAEEL09390	CAPO301748
OG0006681	CAEEL05335	CAPO305354
OG0006684	CAEEL11224	CAPO305512
OG0006686	CAEEL20085	CAPO307531
OG0006690	CAEEL11346	CAPO302172
OG0006691	CAEEL07500	CAPO305670
OG0006692	CAEEL00770	CAPO302647
OG0006693	CAEEL13049, CAEEL08528, CAEEL19542	CAPO302616
OG0006694	CAEEL01422	CAPO302438
OG0006695	CAEEL17851	CAPO302533
OG0006702	CAEEL08311	CAPO307269
OG0006703	CAEEL00186	CAPO302601
OG0006706	CAEEL11633	CAPO303773
OG0006709	CAEEL07440	CAPO302993
OG0006710	CAEEL07165	CAPO307958
OG0006712	CAEEL01534	CAPO307469
OG0006714	CAEEL06631	CAPO301000
OG0006716	CAEEL01171	CAPO302196
OG0006717	CAEEL00315	CAPO305633
OG0006718	CAEEL08308	CAPO306293
OG0006722	CAEEL04109	CAPO304555
OG0006723	CAEEL07804	CAPO300019
OG0006726	CAEEL18959	CAPO303375
OG0006727	CAEEL10628	CAPO306447
OG0006730	CAEEL07386, CAEEL18705	CAPO307696
OG0006732	CAEEL07406	CAPO301757
OG0006735	CAEEL20573	CAPO307764
OG0006736	CAEEL01882	CAPO301670
OG0006737	CAEEL18816	CAPO302977
OG0006741	CAEEL11903	CAPO306132
OG0006750	CAEEL02998	CAPO306076
OG0006752	CAEEL12417	CAPO301753
OG0006753	CAEEL06421	CAPO304199
OG0006754	CAEEL15551	CAPO307231
OG0006755	CAEEL08754	CAPO304099
OG0006757	CAEEL05691	CAPO308250
OG0006758	CAEEL05308	CAPO303486
OG0006760	CAEEL14472	CAPO300357
OG0006766	CAEEL04604	CAPO300327
OG0006769	CAEEL00344	CAPO304104
OG0006772	CAEEL06744, CAEEL20464	CAPO306103
OG0006777	CAEEL17985	CAPO308320
OG0006791	CAEEL11174	CAPO302265
OG0006826	CAEEL07305	CAPO306575
OG0006830	CAEEL01610	CAPO304885
OG0006833	CAEEL01607	CAPO307011
OG0006838	CAEEL04815	CAPO304346
OG0006842	CAEEL01401	CAPO303033
OG0006843	CAEEL01030	CAPO301783
OG0006844	CAEEL01019	CAPO303858
OG0006845	CAEEL16127	CAPO304222
OG0006846	CAEEL15729	CAPO305985, CAPO301436
OG0006849	CAEEL06259	CAPO306709
OG0006853	CAEEL10839	CAPO305011
OG0006857	CAEEL20356	CAPO304592
OG0006860	CAEEL08670	CAPO304880
OG0006864	CAEEL08583	CAPO300266
OG0006867	CAEEL15109	CAPO304561
OG0006868	CAEEL07835	CAPO304824
OG0006870	CAEEL08613	CAPO305471
OG0006875	CAEEL10848	CAPO300245
OG0006876	CAEEL04447	CAPO301384
OG0006881	CAEEL09403	CAPO307302
OG0006886	CAEEL05972, CAEEL05973	CAPO308008
OG0006887	CAEEL04262	CAPO303330
OG0006888	CAEEL07944	CAPO300481
OG0006890	CAEEL05820	CAPO301774
OG0006892	CAEEL07307	CAPO306271
OG0006894	CAEEL12154	CAPO305493
OG0006895	CAEEL18907	CAPO305321
OG0006897	CAEEL00287	CAPO305270
OG0006898	CAEEL01473	CAPO307616
OG0006901	CAEEL06883	CAPO301222
OG0006906	CAEEL05830	CAPO307116
OG0006914	CAEEL01820	CAPO302212
OG0006918	CAEEL01349	CAPO303362
OG0006920	CAEEL08877	CAPO306461
OG0006923	CAEEL09234	CAPO302381
OG0006924	CAEEL12241	CAPO304320
OG0006926	CAEEL19851, CAEEL00630	CAPO303493
OG0006927	CAEEL11861	CAPO303700
OG0006930	CAEEL15225	CAPO301522
OG0006931	CAEEL14601	CAPO300460
OG0006934	CAEEL00405	CAPO304656
OG0006936	CAEEL11645	CAPO301255
OG0006937	CAEEL00825	CAPO300724
OG0006938	CAEEL00362	CAPO307064
OG0006939	CAEEL14723	CAPO300423
OG0006942	CAEEL08740	CAPO305131
OG0006943	CAEEL14228	CAPO300653
OG0006944	CAEEL11263	CAPO301423
OG0006945	CAEEL08245	CAPO304257
OG0006948	CAEEL04453	CAPO307507
OG0006949	CAEEL00718	CAPO300866
OG0006952	CAEEL11032	CAPO308002
OG0006953	CAEEL11948	CAPO302825
OG0006957	CAEEL08617	CAPO304410
OG0006959	CAEEL04110	CAPO305847
OG0006960	CAEEL12630	CAPO306688
OG0006962	CAEEL05048	CAPO307572
OG0006964	CAEEL00220	CAPO306352
OG0006966	CAEEL05641	CAPO304695
OG0006967	CAEEL06996	CAPO303820
OG0006968	CAEEL00986	CAPO301435
OG0006969	CAEEL02753	CAPO306618
OG0006970	CAEEL07035	CAPO304851
OG0006971	CAEEL08956	CAPO303658
OG0006973	CAEEL00443	CAPO306305
OG0006975	CAEEL06258	CAPO306893
OG0006977	CAEEL11170	CAPO305268
OG0006979	CAEEL01624	CAPO300168
OG0006980	CAEEL07784	CAPO305562
OG0006982	CAEEL08318	CAPO305716
OG0006983	CAEEL05835	CAPO300916
OG0006989	CAEEL07496	CAPO302679
OG0006990	CAEEL10497, CAEEL10492	CAPO300763
OG0006991	CAEEL04823	CAPO303392
OG0006994	CAEEL01434	CAPO306564
OG0006995	CAEEL02252	CAPO306435
OG0006998	CAEEL06640	CAPO301390
OG0006999	CAEEL04127	CAPO303913
OG0007002	CAEEL02243	CAPO304225
OG0007003	CAEEL10884	CAPO302304
OG0007005	CAEEL06687	CAPO303654
OG0007007	CAEEL08012	CAPO302408
OG0007009	CAEEL01782	CAPO305960
OG0007010	CAEEL15343	CAPO301780
OG0007011	CAEEL08044	CAPO301128
OG0007012	CAEEL11328	CAPO304946
OG0007013	CAEEL06144	CAPO303300
OG0007015	CAEEL15511	CAPO305278
OG0007016	CAEEL00075	CAPO304972
OG0007017	CAEEL12138	CAPO301345
OG0007021	CAEEL11037	CAPO306622
OG0007024	CAEEL10553, CAEEL11101	CAPO302054
OG0007025	CAEEL06876	CAPO302785
OG0007029	CAEEL09103	CAPO302104
OG0007033	CAEEL14194	CAPO305180
OG0007034	CAEEL08733	CAPO306932
OG0007040	CAEEL08972	CAPO306537
OG0007042	CAEEL08206	CAPO307996
OG0007043	CAEEL13822	CAPO305780
OG0007045	CAEEL09024	CAPO305958
OG0007046	CAEEL09633	CAPO305591
OG0007049	CAEEL00647	CAPO305031
OG0007050	CAEEL06277	CAPO307898
OG0007055	CAEEL08098	CAPO304778
OG0007057	CAEEL00263	CAPO304630
OG0007059	CAEEL14078	CAPO303318
OG0007061	CAEEL08933	CAPO305340
OG0007062	CAEEL09707	CAPO302545
OG0007063	CAEEL07545	CAPO308261
OG0007065	CAEEL20267	CAPO301537
OG0007071	CAEEL04826	CAPO301761
OG0007073	CAEEL05159	CAPO302936
OG0007084	CAEEL01491	CAPO307673
OG0007090	CAEEL05033	CAPO300368
OG0007091	CAEEL12658	CAPO304945
OG0007092	CAEEL08546	CAPO304498, CAPO305528
OG0007093	CAEEL04448	CAPO308175
OG0007095	CAEEL00821	CAPO304293
OG0007097	CAEEL04791	CAPO302515
OG0007098	CAEEL08067	CAPO301993
OG0007099	CAEEL08170	CAPO304218
OG0007100	CAEEL09539	CAPO302645
OG0007106	CAEEL05993	CAPO302226
OG0007112	CAEEL01614	CAPO303793
OG0007114	CAEEL01821	CAPO305243
OG0007118	CAEEL02534	CAPO306502
OG0007119	CAEEL05050	CAPO303656
OG0007121	CAEEL12811	CAPO305337
OG0007122	CAEEL04526	CAPO302728
OG0007124	CAEEL07005	CAPO307876
OG0007127	CAEEL15458	CAPO305077
OG0007128	CAEEL00451	CAPO303539
OG0007130	CAEEL11905, CAEEL11906, CAEEL09908	CAPO302224
OG0007131	CAEEL05443	CAPO304315
OG0007132	CAEEL02720	CAPO301608
OG0007133	CAEEL03495	CAPO305338
OG0007137	CAEEL15473	CAPO303287
OG0007138	CAEEL09999	CAPO307436
OG0007139	CAEEL01164	CAPO302325
OG0007143	CAEEL10767	CAPO307276
OG0007144	CAEEL05598	CAPO301797
OG0007145	CAEEL03134	CAPO305008
OG0007147	CAEEL02107	CAPO305032
OG0007151	CAEEL07199	CAPO304299
OG0007154	CAEEL03604	CAPO302715
OG0007163	CAEEL15486	CAPO306908
OG0007165	CAEEL10428	CAPO300764
OG0007166	CAEEL06036	CAPO301841
OG0007173	CAEEL07482	CAPO300679
OG0007174	CAEEL14161	CAPO304732
OG0007175	CAEEL05365	CAPO300929
OG0007176	CAEEL08939	CAPO305825
OG0007180	CAEEL02927	CAPO300869
OG0007181	CAEEL09037	CAPO302549
OG0007182	CAEEL00499	CAPO302258
OG0007183	CAEEL02179	CAPO303453
OG0007184	CAEEL03133	CAPO304626
OG0007186	CAEEL05116	CAPO306272
OG0007191	CAEEL12656	CAPO307327
OG0007192	CAEEL16561	CAPO307148
OG0007199	CAEEL11122, CAEEL18481, CAEEL18480	CAPO300510
OG0007213	CAEEL20311	CAPO300546
OG0007248	CAEEL16171	CAPO305807
OG0007251	CAEEL06390	CAPO307515
OG0007254	CAEEL02889	CAPO300342
OG0007258	CAEEL01284	CAPO301895
OG0007266	CAEEL01793	CAPO305560
OG0007269	CAEEL20059	CAPO305691
OG0007276	CAEEL02045	CAPO301595
OG0007279	CAEEL01707	CAPO302557
OG0007282	CAEEL08198	CAPO300960
OG0007283	CAEEL07508	CAPO304757
OG0007291	CAEEL00922	CAPO307621
OG0007293	CAEEL02960	CAPO301970
OG0007299	CAEEL08257	CAPO308254
OG0007301	CAEEL01285	CAPO301996
OG0007303	CAEEL00729	CAPO302064
OG0007305	CAEEL08507	CAPO303443
OG0007307	CAEEL05489	CAPO304518, CAPO304185
OG0007309	CAEEL06253	CAPO300726
OG0007314	CAEEL14922	CAPO307151
OG0007317	CAEEL04877	CAPO306655
OG0007319	CAEEL02684	CAPO300742
OG0007321	CAEEL08372	CAPO307651
OG0007322	CAEEL07863	CAPO301300
OG0007325	CAEEL02968	CAPO305675
OG0007326	CAEEL12237	CAPO304342
OG0007330	CAEEL08957	CAPO300366
OG0007332	CAEEL12399, CAEEL09356	CAPO302800
OG0007335	CAEEL09096	CAPO304929
OG0007336	CAEEL07287	CAPO304895
OG0007341	CAEEL08254	CAPO300898
OG0007342	CAEEL17647	CAPO300397
OG0007343	CAEEL01237	CAPO305744
OG0007347	CAEEL16216	CAPO302872
OG0007348	CAEEL01419	CAPO307161
OG0007352	CAEEL02694	CAPO306052
OG0007353	CAEEL01909	CAPO302025
OG0007354	CAEEL07366	CAPO303485
OG0007355	CAEEL07543	CAPO307111
OG0007356	CAEEL10653	CAPO306331
OG0007361	CAEEL18143	CAPO305039
OG0007363	CAEEL15459	CAPO304834
OG0007364	CAEEL00051	CAPO303075
OG0007365	CAEEL15469	CAPO306500
OG0007371	CAEEL08890	CAPO305453
OG0007373	CAEEL07235	CAPO301099
OG0007378	CAEEL07515	CAPO307557
OG0007380	CAEEL02178	CAPO300141
OG0007382	CAEEL03532	CAPO305525
OG0007385	CAEEL10159	CAPO304120
OG0007387	CAEEL01651	CAPO304030
OG0007391	CAEEL15047	CAPO304827
OG0007392	CAEEL04967	CAPO303501
OG0007393	CAEEL14340	CAPO301859
OG0007395	CAEEL00007	CAPO302788
OG0007396	CAEEL08409	CAPO302581
OG0007397	CAEEL05717	CAPO300434
OG0007399	CAEEL09345	CAPO306050
OG0007401	CAEEL06920	CAPO302124
OG0007405	CAEEL09683	CAPO303800
OG0007407	CAEEL09634	CAPO306953
OG0007408	CAEEL03271	CAPO303491
OG0007409	CAEEL00402	CAPO305402
OG0007411	CAEEL00187	CAPO300699
OG0007412	CAEEL02088	CAPO302107
OG0007413	CAEEL05369	CAPO305882
OG0007414	CAEEL02493	CAPO300363
OG0007417	CAEEL11994	CAPO303652
OG0007421	CAEEL05873	CAPO301566
OG0007422	CAEEL14217	CAPO301771
OG0007424	CAEEL09653	CAPO304349
OG0007425	CAEEL08774	CAPO303896
OG0007427	CAEEL12151	CAPO303220
OG0007431	CAEEL08321	CAPO304150
OG0007432	CAEEL05561	CAPO307504
OG0007437	CAEEL05064	CAPO302606
OG0007439	CAEEL00478	CAPO300813
OG0007441	CAEEL08872	CAPO304615
OG0007442	CAEEL05801, CAEEL20230	CAPO308291
OG0007446	CAEEL08347	CAPO303088
OG0007447	CAEEL15347, CAEEL04835	CAPO301482
OG0007451	CAEEL01087	CAPO303173
OG0007455	CAEEL09023	CAPO303919
OG0007456	CAEEL09752	CAPO301020
OG0007457	CAEEL02978	CAPO302854
OG0007459	CAEEL08625	CAPO304746
OG0007463	CAEEL05195	CAPO300212
OG0007470	CAEEL09270	CAPO304669
OG0007471	CAEEL00262	CAPO307438
OG0007472	CAEEL07712	CAPO302245
OG0007473	CAEEL06395	CAPO303433
OG0007476	CAEEL05614	CAPO303558
OG0007478	CAEEL10045	CAPO301266
OG0007482	CAEEL05046	CAPO307266
OG0007483	CAEEL05091	CAPO300503
OG0007484	CAEEL15663	CAPO302421
OG0007488	CAEEL11022	CAPO308146
OG0007491	CAEEL08156	CAPO304949
OG0007494	CAEEL07420	CAPO300105
OG0007496	CAEEL08861	CAPO306996
OG0007498	CAEEL00436	CAPO306301
OG0007503	CAEEL02990	CAPO308251
OG0007508	CAEEL11729	CAPO306367
OG0007509	CAEEL03713	CAPO301428
OG0007510	CAEEL02087	CAPO303897
OG0007518	CAEEL09758	CAPO304172
OG0007519	CAEEL01445	CAPO307472
OG0007524	CAEEL19299	CAPO306111
OG0007527	CAEEL00663	CAPO306220
OG0007531	CAEEL00294	CAPO301562
OG0007541	CAEEL15073, CAEEL11940, CAEEL19206	CAPO301788
OG0007550	CAEEL07298	CAPO301421, CAPO302720, CAPO300311, CAPO304075
OG0007586	CAEEL10449	CAPO305648
OG0007591	CAEEL00268	CAPO302671
OG0007597	CAEEL08128	CAPO302699
OG0007602	CAEEL04254	CAPO307324
OG0007603	CAEEL01794	CAPO301881
OG0007606	CAEEL07584	CAPO303879
OG0007611	CAEEL17991	CAPO300602
OG0007613	CAEEL08843	CAPO304725
OG0007615	CAEEL11977	CAPO302208
OG0007616	CAEEL01590	CAPO305524
OG0007619	CAEEL00841	CAPO307079
OG0007621	CAEEL02354	CAPO302700
OG0007624	CAEEL00535	CAPO306507
OG0007629	CAEEL01044	CAPO306379
OG0007633	CAEEL20565	CAPO303133
OG0007634	CAEEL15553	CAPO301291
OG0007646	CAEEL01490	CAPO303345
OG0007648	CAEEL02742	CAPO303467
OG0007656	CAEEL10499	CAPO306133
OG0007657	CAEEL03766	CAPO302526
OG0007663	CAEEL07909	CAPO303269
OG0007666	CAEEL06730	CAPO302483
OG0007674	CAEEL07619	CAPO307516
OG0007676	CAEEL11928	CAPO301687
OG0007680	CAEEL08127	CAPO301892
OG0007685	CAEEL05547	CAPO307242
OG0007686	CAEEL07547	CAPO307006
OG0007687	CAEEL12382	CAPO301616
OG0007690	CAEEL07839	CAPO306330
OG0007698	CAEEL09040	CAPO302218
OG0007699	CAEEL05906	CAPO308210
OG0007712	CAEEL10394	CAPO301491
OG0007713	CAEEL08732	CAPO305624
OG0007714	CAEEL07755	CAPO301857
OG0007722	CAEEL04401	CAPO300661
OG0007732	CAEEL02105	CAPO302232
OG0007739	CAEEL05697	CAPO306247
OG0007744	CAEEL07533	CAPO302276
OG0007749	CAEEL12327	CAPO303871
OG0007752	CAEEL16888	CAPO303736
OG0007754	CAEEL16020	CAPO307268
OG0007757	CAEEL04833	CAPO305840
OG0007758	CAEEL12592	CAPO302132
OG0007759	CAEEL09235	CAPO304951
OG0007760	CAEEL11638	CAPO305618, CAPO303194
OG0007766	CAEEL16170	CAPO305894
OG0007767	CAEEL04905	CAPO304549
OG0007769	CAEEL08087	CAPO301827
OG0007771	CAEEL07807	CAPO302978
OG0007772	CAEEL09510	CAPO304662
OG0007781	CAEEL15819	CAPO301676
OG0007782	CAEEL02809	CAPO301686
OG0007783	CAEEL07253	CAPO302092
OG0007784	CAEEL08610	CAPO307704
OG0007786	CAEEL11757	CAPO302428
OG0007794	CAEEL19174	CAPO300123
OG0007803	CAEEL05119	CAPO301792
OG0007804	CAEEL00772	CAPO302116
OG0007807	CAEEL05530	CAPO300823
OG0007810	CAEEL03135	CAPO306480
OG0007811	CAEEL07487	CAPO303448
OG0007813	CAEEL13344	CAPO300842
OG0007816	CAEEL05256	CAPO300570
OG0007820	CAEEL09298	CAPO308148
OG0007823	CAEEL13928	CAPO300300
OG0007825	CAEEL11587	CAPO304573
OG0007829	CAEEL06733	CAPO305400
OG0007830	CAEEL12370	CAPO300733
OG0007831	CAEEL09366	CAPO306309
OG0007832	CAEEL15897	CAPO301843
OG0007835	CAEEL14273	CAPO300924
OG0007840	CAEEL02866	CAPO301709
OG0007852	CAEEL12251	CAPO305092
OG0007858	CAEEL05800	CAPO306180
OG0007866	CAEEL10453	CAPO307919
OG0007918	CAEEL01338	CAPO306768
OG0007929	CAEEL11949	CAPO305925
OG0007943	CAEEL00323	CAPO303432
OG0007947	CAEEL08838	CAPO304390
OG0007952	CAEEL00559	CAPO304443
OG0007957	CAEEL07410	CAPO307185
OG0007958	CAEEL09574	CAPO307613
OG0007962	CAEEL03907	CAPO304291
OG0007966	CAEEL18121	CAPO300853
OG0007971	CAEEL09028	CAPO306113
OG0007974	CAEEL18470	CAPO308066
OG0007975	CAEEL07570	CAPO300899
OG0007978	CAEEL16129	CAPO300419
OG0007990	CAEEL07840	CAPO302135
OG0007994	CAEEL07063	CAPO307783
OG0007996	CAEEL08828	CAPO301705
OG0007997	CAEEL08226	CAPO302071
OG0007999	CAEEL07190	CAPO305183
OG0008000	CAEEL08364	CAPO303381
OG0008008	CAEEL09265	CAPO306044
OG0008011	CAEEL11657	CAPO308001
OG0008016	CAEEL01402	CAPO307694
OG0008018	CAEEL09951	CAPO303249
OG0008020	CAEEL07350	CAPO300340
OG0008028	CAEEL08626	CAPO308036
OG0008030	CAEEL08937	CAPO303940
OG0008031	CAEEL03012	CAPO301663
OG0008041	CAEEL11036	CAPO304528
OG0008045	CAEEL06796	CAPO304124
OG0008046	CAEEL02060	CAPO303942
OG0008049	CAEEL07907	CAPO303430
OG0008050	CAEEL05217	CAPO301839
OG0008051	CAEEL00393	CAPO306666
OG0008056	CAEEL07039	CAPO305715
OG0008062	CAEEL05480	CAPO307985
OG0008069	CAEEL04653	CAPO302773
OG0008071	CAEEL15707	CAPO303085
OG0008072	CAEEL03539	CAPO304116
OG0008075	CAEEL18761	CAPO304938
OG0008079	CAEEL11763	CAPO305873
OG0008082	CAEEL14725	CAPO303589
OG0008083	CAEEL05607	CAPO305526
OG0008091	CAEEL08716	CAPO301577
OG0008094	CAEEL09901	CAPO302837
OG0008100	CAEEL09035	CAPO303437
OG0008104	CAEEL01994	CAPO303964
OG0008105	CAEEL14680	CAPO301825
OG0008110	CAEEL05284	CAPO307398
OG0008113	CAEEL01854	CAPO306004
OG0008117	CAEEL10260	CAPO307273
OG0008122	CAEEL11778	CAPO306853
OG0008136	CAEEL09654	CAPO306527
OG0008201	CAEEL15238	CAPO303869
OG0008202	CAEEL08153	CAPO303070
OG0008203	CAEEL11108	CAPO300798
OG0008208	CAEEL12161	CAPO301623
OG0008219	CAEEL16399	CAPO303960
OG0008238	CAEEL00102	CAPO301578
OG0008239	CAEEL10269	CAPO300821
OG0008249	CAEEL15845	CAPO305940
OG0008263	CAEEL15298	CAPO305878
OG0008267	CAEEL01941	CAPO305434
OG0008268	CAEEL07024	CAPO307500
OG0008271	CAEEL10188	CAPO300716
OG0008273	CAEEL00012	CAPO300883
OG0008281	CAEEL00420	CAPO304839
