Orthogroup	CAEEL	HUMAN
OG0001339	CAEEL01555	HUMAN25156, HUMAN16668
OG0001341	CAEEL12273	HUMAN13955
OG0001344	CAEEL12166	HUMAN17092
OG0001348	CAEEL20290	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856
OG0001350	CAEEL06068	HUMAN01020
OG0001350	CAEEL05555	HUMAN18742
OG0001351	CAEEL20071, CAEEL20072	HUMAN30584
OG0001353	CAEEL07231	HUMAN18886
OG0001354	CAEEL18385	HUMAN01464, HUMAN01976
OG0001355	CAEEL19633	HUMAN24307, HUMAN22136, HUMAN03703
OG0001356	CAEEL10619	HUMAN21113, HUMAN06242
OG0001357	CAEEL15128	HUMAN16834, HUMAN04831, HUMAN09251, HUMAN15455
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	HUMAN02206
OG0001364	CAEEL16269	HUMAN18390, HUMAN26706, HUMAN18389
OG0001366	CAEEL07140	HUMAN26227, HUMAN18013
OG0001367	CAEEL16176	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627
OG0001368	CAEEL15247	HUMAN18786, HUMAN18785, HUMAN08633
OG0001369	CAEEL05836	HUMAN20946, HUMAN20945, HUMAN02425, HUMAN02423, HUMAN02424, HUMAN06739, HUMAN06737, HUMAN06738
OG0001370	CAEEL19838	HUMAN10042
OG0001370	CAEEL11201	HUMAN18140
OG0001372	CAEEL04824, CAEEL16917	HUMAN01152
OG0001373	CAEEL18831	HUMAN10735
OG0001375	CAEEL01718	HUMAN25598, HUMAN00578, HUMAN00579
OG0001376	CAEEL18806	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374
OG0001378	CAEEL01898	HUMAN27599, HUMAN03792, HUMAN24020, HUMAN22165, HUMAN24018
OG0001379	CAEEL20800, CAEEL08440	HUMAN30001, HUMAN21524, HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658
OG0001380	CAEEL07027	HUMAN23909, HUMAN23910, HUMAN04086, HUMAN22347
OG0001381	CAEEL01510	HUMAN14335, HUMAN09185, HUMAN28764
OG0001383	CAEEL18479	HUMAN01927
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	HUMAN17998, HUMAN17999, HUMAN06632
OG0001389	CAEEL06582	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383
OG0001394	CAEEL16146	HUMAN27466
OG0001395	CAEEL01604	HUMAN00543, HUMAN25836, HUMAN30091, HUMAN29663
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	HUMAN24255, HUMAN03558
OG0001397	CAEEL19290	HUMAN03597
OG0001398	CAEEL14339	HUMAN30494, HUMAN20842
OG0001399	CAEEL00972	HUMAN07651, HUMAN18963, HUMAN18962, HUMAN11037
OG0001404	CAEEL15778	HUMAN10248, HUMAN10247
OG0001405	CAEEL00987	HUMAN20770, HUMAN11517, HUMAN20772
OG0001408	CAEEL19513	HUMAN29375, HUMAN14479, HUMAN01329
OG0001409	CAEEL02567	HUMAN15650, HUMAN21360
OG0001410	CAEEL16277	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903
OG0001411	CAEEL07405	HUMAN22432, HUMAN22431
OG0001413	CAEEL08368	HUMAN07320, HUMAN07322
OG0001413	CAEEL04716	HUMAN10070
OG0001414	CAEEL13823	HUMAN16822, HUMAN26311
OG0001418	CAEEL11722	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427
OG0001421	CAEEL14241	HUMAN04839, HUMAN08948, HUMAN02585
OG0001422	CAEEL06778	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891
OG0001423	CAEEL18493	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689
OG0001424	CAEEL12121	HUMAN04853, HUMAN04852
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344
OG0001426	CAEEL06005, CAEEL06004	HUMAN21982, HUMAN21981, HUMAN00034, HUMAN11906
OG0001428	CAEEL05279	HUMAN00193, HUMAN11816, HUMAN05892
OG0001430	CAEEL14236	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891
OG0001431	CAEEL01932, CAEEL07478	HUMAN12529
OG0001432	CAEEL18746	HUMAN19311, HUMAN27870, HUMAN16749
OG0001433	CAEEL01226	HUMAN00642, HUMAN28267, HUMAN25243
OG0001436	CAEEL01644, CAEEL01645	HUMAN28951
OG0001437	CAEEL01346, CAEEL01345	HUMAN13733, HUMAN13731, HUMAN13732, HUMAN13730, HUMAN27963, HUMAN27962
OG0001439	CAEEL14010	HUMAN05538, HUMAN05539
OG0001440	CAEEL02919	HUMAN02970, HUMAN12486
OG0001445	CAEEL10043, CAEEL10044	HUMAN18716, HUMAN15579
OG0001446	CAEEL19040, CAEEL19039	HUMAN12296
OG0001449	CAEEL05216	HUMAN16746
OG0001450	CAEEL12602	HUMAN05768
OG0001452	CAEEL02837	HUMAN23508, HUMAN10054, HUMAN01876
OG0001454	CAEEL07513	HUMAN24125
OG0001458	CAEEL04619	HUMAN23064, HUMAN30171, HUMAN29608, HUMAN29609
OG0001459	CAEEL20135, CAEEL17975	HUMAN15951, HUMAN15950, HUMAN06132
OG0001461	CAEEL09368	HUMAN26887
OG0001462	CAEEL03309	HUMAN02581
OG0001464	CAEEL07180	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436
OG0001466	CAEEL00165	HUMAN20834, HUMAN20833, HUMAN23853
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674, HUMAN06709
OG0001469	CAEEL06147	HUMAN17357
OG0001469	CAEEL06502	HUMAN25406
OG0001472	CAEEL07491	HUMAN26528, HUMAN26527
OG0001472	CAEEL02663	HUMAN19245
OG0001473	CAEEL15728, CAEEL16017	HUMAN20094, HUMAN20096, HUMAN20095
OG0001474	CAEEL07328	HUMAN10738, HUMAN10739, HUMAN10736
OG0001475	CAEEL05298	HUMAN00232, HUMAN00233
OG0001476	CAEEL00667	HUMAN25765, HUMAN19427
OG0001478	CAEEL11433	HUMAN09291, HUMAN09290, HUMAN20166
OG0001479	CAEEL19245	HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189
OG0001480	CAEEL01047	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721
OG0001482	CAEEL08859	HUMAN10795, HUMAN07131, HUMAN11775
OG0001484	CAEEL01076, CAEEL01075	HUMAN29782, HUMAN20929
OG0001485	CAEEL01187	HUMAN10085, HUMAN23594, HUMAN23593
OG0001486	CAEEL06199	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067, HUMAN25056
OG0001489	CAEEL05101	HUMAN01073, HUMAN23289
OG0001490	CAEEL16486	HUMAN08811
OG0001492	CAEEL08792	HUMAN10843, HUMAN10842
OG0001493	CAEEL11731	HUMAN22769, HUMAN03129
OG0001500	CAEEL11009	HUMAN18402, HUMAN29893, HUMAN07602, HUMAN18404
OG0001502	CAEEL06434, CAEEL06435	HUMAN13216
OG0001503	CAEEL04111	HUMAN15059
OG0001503	CAEEL08520	HUMAN06046
OG0001504	CAEEL05392	HUMAN18887
OG0001505	CAEEL05185, CAEEL08607	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341
OG0001506	CAEEL04371	HUMAN21790, HUMAN00091
OG0001508	CAEEL19670	HUMAN04219, HUMAN15958
OG0001510	CAEEL19165	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092
OG0001515	CAEEL07598	HUMAN12421, HUMAN12420, HUMAN19953
OG0001516	CAEEL05831	HUMAN23268
OG0001517	CAEEL20700	HUMAN23303, HUMAN21286, HUMAN29533
OG0001520	CAEEL04885	HUMAN00623
OG0001522	CAEEL01881	HUMAN15759, HUMAN08309, HUMAN15482, HUMAN25135
OG0001523	CAEEL20306	HUMAN04118, HUMAN06164
OG0001524	CAEEL18987, CAEEL00715	HUMAN11149
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	HUMAN07206
OG0001526	CAEEL19873	HUMAN02271, HUMAN29404
OG0001527	CAEEL08026	HUMAN19883, HUMAN19885, HUMAN11842
OG0001527	CAEEL02029	HUMAN28194
OG0001528	CAEEL20795	HUMAN11910, HUMAN21992, HUMAN21991, HUMAN21990
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	HUMAN20862, HUMAN20863, HUMAN20865, HUMAN20919, HUMAN24918
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	HUMAN07789, HUMAN21380
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	HUMAN16818, HUMAN23182, HUMAN23181
OG0001538	CAEEL15530	HUMAN02566
OG0001546	CAEEL14468	HUMAN08266, HUMAN16844
OG0001549	CAEEL18956	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395
OG0001550	CAEEL12391, CAEEL06493	HUMAN02467
OG0001551	CAEEL13359	HUMAN08700, HUMAN02498
OG0001552	CAEEL09513	HUMAN20977, HUMAN20976
OG0001553	CAEEL10745	HUMAN27760, HUMAN03319, HUMAN23794
OG0001554	CAEEL00812	HUMAN05332, HUMAN05331, HUMAN30019
OG0001557	CAEEL09005	HUMAN04310
OG0001557	CAEEL09508	HUMAN26830, HUMAN26831
OG0001558	CAEEL05103, CAEEL08374	HUMAN29505, HUMAN29504, HUMAN14496
OG0001559	CAEEL16062	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942
OG0001560	CAEEL01011	HUMAN09969, HUMAN28514, HUMAN14375, HUMAN14373, HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891
OG0001561	CAEEL11007	HUMAN24968, HUMAN20456, HUMAN24967, HUMAN20360
OG0001562	CAEEL18783, CAEEL04167	HUMAN18910
OG0001567	CAEEL04524	HUMAN00268, HUMAN21826
OG0001568	CAEEL15339	HUMAN20082, HUMAN20081
OG0001569	CAEEL19014, CAEEL18168	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287
OG0001571	CAEEL18118	HUMAN13804, HUMAN05679
OG0001572	CAEEL00311	HUMAN13726
OG0001575	CAEEL09642	HUMAN20511
OG0001576	CAEEL00120	HUMAN23520, HUMAN09989, HUMAN09990
OG0001578	CAEEL10814, CAEEL18928	HUMAN27577, HUMAN27576, HUMAN03525
OG0001580	CAEEL02579	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	HUMAN02524, HUMAN02525
OG0001582	CAEEL07031, CAEEL00211	HUMAN11711
OG0001583	CAEEL19802	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577
OG0001584	CAEEL09032	HUMAN07637
OG0001589	CAEEL18417	HUMAN10236
OG0001590	CAEEL15262, CAEEL15263	HUMAN09425, HUMAN09424
OG0001593	CAEEL02963, CAEEL13946	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587, HUMAN01588
OG0001594	CAEEL04807, CAEEL04125	HUMAN19429
OG0001596	CAEEL10536	HUMAN06207, HUMAN28876
OG0001597	CAEEL10283	HUMAN26560, HUMAN26561, HUMAN26559
OG0001599	CAEEL20479	HUMAN13429, HUMAN13426
OG0001599	CAEEL04103, CAEEL04085, CAEEL04084, CAEEL04105, CAEEL20015, CAEEL16864, CAEEL14815	HUMAN13428
OG0001602	CAEEL18101	HUMAN04443, HUMAN04442
OG0001603	CAEEL14729	HUMAN24754
OG0001604	CAEEL04879	HUMAN22175, HUMAN12471, HUMAN12472
OG0001605	CAEEL09382	HUMAN07945, HUMAN07944
OG0001606	CAEEL14239	HUMAN13929
OG0001606	CAEEL15795	HUMAN03753
OG0001609	CAEEL19774	HUMAN07643
OG0001609	CAEEL10790	HUMAN21122, HUMAN07645
OG0001610	CAEEL02035, CAEEL20252	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094
OG0001611	CAEEL15699	HUMAN08978, HUMAN02546
OG0001612	CAEEL02577	HUMAN19504
OG0001614	CAEEL01012	HUMAN14358
OG0001615	CAEEL04670	HUMAN04414, HUMAN27016
OG0001620	CAEEL18514, CAEEL18862	HUMAN24750, HUMAN24751, HUMAN02052
OG0001621	CAEEL08615	HUMAN10405, HUMAN20233
OG0001625	CAEEL05727	HUMAN01087, HUMAN01088, HUMAN28505
OG0001627	CAEEL00684	HUMAN28211, HUMAN24158
OG0001628	CAEEL00193	HUMAN16897, HUMAN16898
OG0001632	CAEEL16035	HUMAN20860, HUMAN20348, HUMAN01354
OG0001635	CAEEL08024	HUMAN29596, HUMAN30204, HUMAN30203, HUMAN26031, HUMAN29595
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784
OG0001640	CAEEL10788	HUMAN06231, HUMAN30519, HUMAN30518, HUMAN21156, HUMAN21157
OG0001641	CAEEL00743	HUMAN02994
OG0001642	CAEEL15818	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976
OG0001643	CAEEL19599	HUMAN01998, HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331
OG0001651	CAEEL10611	HUMAN24385, HUMAN03098, HUMAN22631
OG0001652	CAEEL15806	HUMAN08985
OG0001653	CAEEL03026	HUMAN23274
OG0001655	CAEEL05314	HUMAN29890, HUMAN23043, HUMAN29586, HUMAN29889
OG0001656	CAEEL07456	HUMAN07547, HUMAN12664
OG0001657	CAEEL08928, CAEEL08927	HUMAN20003, HUMAN20005, HUMAN20004, HUMAN04603
OG0001659	CAEEL00855	HUMAN25774, HUMAN25773, HUMAN25771, HUMAN25770
OG0001661	CAEEL14147	HUMAN07166
OG0001662	CAEEL00357	HUMAN26391, HUMAN07388
OG0001663	CAEEL10899, CAEEL10898	HUMAN26903, HUMAN29828
OG0001664	CAEEL04260	HUMAN14776, HUMAN14775
OG0001665	CAEEL07716	HUMAN13477, HUMAN13476, HUMAN10572
OG0001666	CAEEL07781	HUMAN07809
OG0001668	CAEEL00277	HUMAN25853
OG0001671	CAEEL19781	HUMAN20911
OG0001672	CAEEL08375	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575
OG0001673	CAEEL17134, CAEEL17133	HUMAN08249, HUMAN08251, HUMAN15858, HUMAN16851
OG0001673	CAEEL02728	HUMAN15857
OG0001675	CAEEL00808	HUMAN28279, HUMAN27610
OG0001676	CAEEL01617	HUMAN15070
OG0001677	CAEEL07860	HUMAN07349, HUMAN07350
OG0001680	CAEEL15664	HUMAN16896, HUMAN08569, HUMAN08570, HUMAN08568, HUMAN15511, HUMAN15510
OG0001682	CAEEL17995	HUMAN18147
OG0001683	CAEEL00875	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314
OG0001684	CAEEL08513, CAEEL19560	HUMAN14785, HUMAN01201
OG0001685	CAEEL06629, CAEEL19461	HUMAN22339
OG0001688	CAEEL06653	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992
OG0001689	CAEEL08769	HUMAN11739
OG0001690	CAEEL02923	HUMAN01169
OG0001691	CAEEL09136, CAEEL09137	HUMAN10903, HUMAN07404
OG0001692	CAEEL00815	HUMAN23439
OG0001706	CAEEL00824	HUMAN30453, HUMAN05373, HUMAN30452
OG0001707	CAEEL18144, CAEEL17802	HUMAN13776, HUMAN13775, HUMAN16739
OG0001709	CAEEL07646, CAEEL07650	HUMAN23995
OG0001710	CAEEL11053	HUMAN06210, HUMAN24986, HUMAN29936, HUMAN28878
OG0001711	CAEEL15052	HUMAN04935, HUMAN04934, HUMAN04933, HUMAN09017
OG0001713	CAEEL04261	HUMAN05026
OG0001713	CAEEL02704	HUMAN11446, HUMAN11444, HUMAN11445
OG0001714	CAEEL12772	HUMAN20171, HUMAN20172
OG0001714	CAEEL15825	HUMAN25119
OG0001718	CAEEL12769	HUMAN08462, HUMAN25013, HUMAN25014
OG0001720	CAEEL07819	HUMAN12316, HUMAN04993, HUMAN07123
OG0001721	CAEEL10104, CAEEL11043	HUMAN25291, HUMAN08491
OG0001723	CAEEL19731	HUMAN21619, HUMAN30386, HUMAN29777
OG0001724	CAEEL00188, CAEEL09412	HUMAN25295
OG0001726	CAEEL15546	HUMAN16877, HUMAN08380
OG0001727	CAEEL15354	HUMAN15860, HUMAN15859, HUMAN08259, HUMAN16842
OG0001728	CAEEL20444	HUMAN09496, HUMAN23695
OG0001730	CAEEL04519	HUMAN14924, HUMAN00990, HUMAN14923
OG0001731	CAEEL19569	HUMAN24935, HUMAN06976, HUMAN06977
OG0001732	CAEEL05337	HUMAN30348, HUMAN07896, HUMAN21599, HUMAN21598, HUMAN21600
OG0001733	CAEEL11586	HUMAN17168
OG0001734	CAEEL11289	HUMAN04690, HUMAN04685, HUMAN04687, HUMAN04689, HUMAN04688
OG0001735	CAEEL08598	HUMAN17857, HUMAN13129
OG0001736	CAEEL20331	HUMAN11325, HUMAN14071
OG0001738	CAEEL09745, CAEEL09746	HUMAN07066, HUMAN03839, HUMAN03837, HUMAN07063, HUMAN07065, HUMAN03838
OG0001739	CAEEL10953	HUMAN06840, HUMAN06841, HUMAN06839, HUMAN03964
OG0001743	CAEEL18830	HUMAN29328, HUMAN29326
OG0001745	CAEEL15294	HUMAN00586, HUMAN00585, HUMAN00587, HUMAN00584
OG0001746	CAEEL09374	HUMAN20303, HUMAN04189, HUMAN20301, HUMAN20300, HUMAN20302
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	HUMAN19647, HUMAN19645, HUMAN19646, HUMAN18323, HUMAN18324, HUMAN02105
OG0001750	CAEEL08294	HUMAN03005, HUMAN06675, HUMAN17719
OG0001754	CAEEL06405	HUMAN25325, HUMAN05304, HUMAN05305, HUMAN05303, HUMAN13962
OG0001755	CAEEL12716	HUMAN04349
OG0001755	CAEEL16403	HUMAN05480
OG0001756	CAEEL02757	HUMAN03565, HUMAN03566, HUMAN27757, HUMAN27756, HUMAN27755
OG0001758	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164	HUMAN12281
OG0001769	CAEEL12367	HUMAN03651
OG0001770	CAEEL12180	HUMAN24382, HUMAN17425, HUMAN30193, HUMAN24381, HUMAN22894
OG0001774	CAEEL20358	HUMAN18619
OG0001774	CAEEL07377, CAEEL01266	HUMAN30515, HUMAN30516
OG0001775	CAEEL01757	HUMAN14353
OG0001776	CAEEL20827	HUMAN24230, HUMAN03618, HUMAN17361, HUMAN17360
OG0001778	CAEEL00649	HUMAN08147
OG0001779	CAEEL00025, CAEEL00024	HUMAN09430, HUMAN09426
OG0001780	CAEEL12979	HUMAN19749, HUMAN30120
OG0001781	CAEEL04378	HUMAN12741, HUMAN12740, HUMAN12739
OG0001781	CAEEL06468	HUMAN24740
OG0001782	CAEEL11605	HUMAN03280
OG0001783	CAEEL18807	HUMAN10327, HUMAN10326
OG0001785	CAEEL10450, CAEEL07502	HUMAN07812
OG0001787	CAEEL07669	HUMAN19491, HUMAN19493, HUMAN19494, HUMAN19492, HUMAN25152, HUMAN25151, HUMAN00492
OG0001790	CAEEL19999	HUMAN15656, HUMAN15657
OG0001792	CAEEL00159	HUMAN15054
OG0001793	CAEEL07806	HUMAN20623
OG0001798	CAEEL02504	HUMAN14327, HUMAN14328, HUMAN09868
OG0001799	CAEEL07172	HUMAN11851, HUMAN07342, HUMAN05015, HUMAN07343
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	HUMAN21427, HUMAN21429, HUMAN21428, HUMAN02409, HUMAN07046
OG0001805	CAEEL10422, CAEEL19401	HUMAN06846, HUMAN06844, HUMAN04264, HUMAN06848
OG0001807	CAEEL10807	HUMAN12667
OG0001809	CAEEL18133	HUMAN29140, HUMAN02152, HUMAN02151, HUMAN02153, HUMAN02155, HUMAN02158, HUMAN02157, HUMAN02156, HUMAN02154
OG0001810	CAEEL00534	HUMAN25995, HUMAN25994, HUMAN18086
OG0001816	CAEEL05710	HUMAN23426, HUMAN01145, HUMAN23425, HUMAN01146, HUMAN01144, HUMAN23424
OG0001818	CAEEL16460	HUMAN08932, HUMAN25133
OG0001819	CAEEL08110	HUMAN26303, HUMAN26302, HUMAN17758
OG0001820	CAEEL00161	HUMAN22655, HUMAN22654, HUMAN22657, HUMAN03192
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	HUMAN20150
OG0001822	CAEEL14275, CAEEL14276	HUMAN20278, HUMAN04122, HUMAN02352, HUMAN02353, HUMAN04121
OG0001824	CAEEL20525	HUMAN08709
OG0001826	CAEEL08005, CAEEL18927	HUMAN18296, HUMAN30222
OG0001827	CAEEL12511	HUMAN29268, HUMAN29270
OG0001828	CAEEL07411	HUMAN20552
OG0001830	CAEEL00742	HUMAN13769, HUMAN16621
OG0001831	CAEEL10161, CAEEL19257	HUMAN10191, HUMAN10190, HUMAN12366, HUMAN12368
OG0001832	CAEEL05995	HUMAN29361
OG0001834	CAEEL08270	HUMAN18097, HUMAN02973
OG0001846	CAEEL02581, CAEEL02580	HUMAN25244, HUMAN18589, HUMAN16677, HUMAN18592, HUMAN16676
OG0001849	CAEEL04779	HUMAN06580, HUMAN06581, HUMAN06579, HUMAN06583
OG0001849	CAEEL07132	HUMAN06578
OG0001852	CAEEL10571	HUMAN06722, HUMAN29789, HUMAN06720, HUMAN20898, HUMAN20900, HUMAN20899
OG0001853	CAEEL00334, CAEEL01622	HUMAN18574, HUMAN28392, HUMAN18575
OG0001854	CAEEL12618	HUMAN06535
OG0001857	CAEEL04635	HUMAN16699, HUMAN28241
OG0001858	CAEEL11554	HUMAN03335
OG0001860	CAEEL19534	HUMAN03905, HUMAN03906
OG0001861	CAEEL19043	HUMAN02475
OG0001862	CAEEL07094	HUMAN14487, HUMAN01898, HUMAN10090
OG0001863	CAEEL11286	HUMAN27302
OG0001864	CAEEL00359	HUMAN13784, HUMAN13785, HUMAN19255
OG0001866	CAEEL12131	HUMAN25782, HUMAN25780, HUMAN19444
OG0001867	CAEEL18932	HUMAN13231, HUMAN25879, HUMAN25878, HUMAN13230
OG0001870	CAEEL18619	HUMAN28292, HUMAN00640, HUMAN25247
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	HUMAN16807, HUMAN16808, HUMAN16809
OG0001874	CAEEL00933	HUMAN21243
OG0001875	CAEEL09917	HUMAN22698
OG0001876	CAEEL11614	HUMAN16595
OG0001878	CAEEL07138	HUMAN07553, HUMAN29985, HUMAN27457
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	HUMAN07208
OG0001881	CAEEL18890	HUMAN06131, HUMAN04212, HUMAN02372
OG0001883	CAEEL19810	HUMAN10705, HUMAN10706, HUMAN10704
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	HUMAN27931, HUMAN19032, HUMAN19030, HUMAN19029
OG0001886	CAEEL20566, CAEEL20351	HUMAN29265, HUMAN01236
OG0001887	CAEEL05740	HUMAN24008, HUMAN07736, HUMAN22363, HUMAN22362
OG0001888	CAEEL18672, CAEEL11639	HUMAN14663, HUMAN28454, HUMAN28455
OG0001889	CAEEL11129, CAEEL11128	HUMAN13282, HUMAN10294, HUMAN10295, HUMAN10296
OG0001890	CAEEL18655	HUMAN27039, HUMAN01447, HUMAN04331
OG0001895	CAEEL00352, CAEEL16104	HUMAN19223
OG0001898	CAEEL15099	HUMAN15350, HUMAN09326
OG0001899	CAEEL14131	HUMAN08346
OG0001900	CAEEL16160	HUMAN17169, HUMAN15354, HUMAN15355, HUMAN15353
OG0001901	CAEEL08532, CAEEL08531	HUMAN22953
OG0001903	CAEEL12995	HUMAN25841, HUMAN25839, HUMAN25838, HUMAN25840
OG0001905	CAEEL18799	HUMAN05009, HUMAN15902, HUMAN05019, HUMAN05018, HUMAN07274, HUMAN07275
OG0001913	CAEEL00139	HUMAN10068, HUMAN10067, HUMAN10069
OG0001914	CAEEL15938	HUMAN25807, HUMAN25808
OG0001915	CAEEL10189	HUMAN30648, HUMAN29662
OG0001916	CAEEL14482	HUMAN08379, HUMAN08376, HUMAN08378
OG0001916	CAEEL07131	HUMAN15612
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	HUMAN01077, HUMAN14777, HUMAN15018
OG0001918	CAEEL07844	HUMAN18185, HUMAN18184, HUMAN17680
OG0001919	CAEEL18092	HUMAN03322
OG0001920	CAEEL03600	HUMAN14537, HUMAN14536
OG0001923	CAEEL00866, CAEEL02499	HUMAN14644, HUMAN14642, HUMAN14921, HUMAN14920
OG0001926	CAEEL05295	HUMAN01202
OG0001928	CAEEL19148	HUMAN25622
OG0001930	CAEEL01812	HUMAN16720, HUMAN10045, HUMAN09875, HUMAN09876, HUMAN09873, HUMAN14916
OG0001932	CAEEL18548, CAEEL17132	HUMAN21635, HUMAN29559
OG0001933	CAEEL05724	HUMAN07983, HUMAN07982
OG0001934	CAEEL04980, CAEEL04981	HUMAN10144, HUMAN27036
OG0001935	CAEEL01455	HUMAN02626, HUMAN02627
OG0001939	CAEEL05317	HUMAN18875, HUMAN18876, HUMAN11453
OG0001940	CAEEL08846	HUMAN07394, HUMAN07393
OG0001945	CAEEL05071	HUMAN21241, HUMAN25293
OG0001946	CAEEL11023	HUMAN24077, HUMAN03301, HUMAN22814, HUMAN22811
OG0001947	CAEEL20697	HUMAN20996, HUMAN06249, HUMAN06248
OG0001948	CAEEL15692	HUMAN15430, HUMAN15431, HUMAN08601, HUMAN02652, HUMAN04901
OG0001949	CAEEL19721	HUMAN12315, HUMAN07122, HUMAN12313, HUMAN12314
OG0001950	CAEEL05818	HUMAN14684, HUMAN14683, HUMAN28967, HUMAN01297
OG0001951	CAEEL08644, CAEEL02798	HUMAN06387, HUMAN20627, HUMAN06388
OG0001952	CAEEL00959	HUMAN25420
OG0001953	CAEEL01457	HUMAN12007, HUMAN12009, HUMAN10575, HUMAN12011, HUMAN12010, HUMAN12008, HUMAN10577, HUMAN10576, HUMAN10578, HUMAN10574
OG0001956	CAEEL07023	HUMAN13995
OG0001958	CAEEL19146	HUMAN18312, HUMAN07838
OG0001961	CAEEL11703	HUMAN06222, HUMAN02307
OG0001962	CAEEL07745	HUMAN30018, HUMAN07452, HUMAN00709
OG0001963	CAEEL09651	HUMAN01746, HUMAN09665, HUMAN28531
OG0001964	CAEEL18880	HUMAN17471, HUMAN17608, HUMAN17469, HUMAN17470, HUMAN17482, HUMAN17490, HUMAN17609
OG0001965	CAEEL15340	HUMAN13579, HUMAN13582, HUMAN13580, HUMAN13581, HUMAN13578, HUMAN13577
OG0001966	CAEEL15352, CAEEL06723	HUMAN14884, HUMAN01261
OG0001968	CAEEL10639	HUMAN29233
OG0001969	CAEEL09244, CAEEL09472, CAEEL00361	HUMAN23666, HUMAN23664, HUMAN23665, HUMAN14220, HUMAN14219
OG0001970	CAEEL17419	HUMAN08288, HUMAN04910, HUMAN18723
OG0001971	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583	HUMAN14230, HUMAN14001, HUMAN09514
OG0001974	CAEEL10261	HUMAN13564
OG0001978	CAEEL18757	HUMAN13521, HUMAN20089, HUMAN26594, HUMAN25954
OG0001985	CAEEL08373, CAEEL02584, CAEEL02585	HUMAN07334, HUMAN26445
OG0001987	CAEEL06766	HUMAN19974, HUMAN19975, HUMAN10877, HUMAN05001
OG0001988	CAEEL02095	HUMAN28137, HUMAN28138, HUMAN28140, HUMAN28139
OG0001989	CAEEL20436	HUMAN06979, HUMAN24933
