Orthogroup	CAEEL	DANRE
OG0000850	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935	DANRE27632, DANRE21524, DANRE21523, DANRE21522, DANRE27633, DANRE05783, DANRE05782
OG0000851	CAEEL08745	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900, DANRE16797, DANRE16796
OG0000852	CAEEL08255	DANRE08986, DANRE13970, DANRE23607, DANRE23608, DANRE15093
OG0000853	CAEEL12245	DANRE11607, DANRE34452, DANRE11608, DANRE34451, DANRE07769
OG0000854	CAEEL01395, CAEEL03021	DANRE04417, DANRE12580, DANRE12581, DANRE12578, DANRE12579, DANRE12582, DANRE04416, DANRE04420, DANRE04419
OG0000856	CAEEL00189, CAEEL08452, CAEEL13523	DANRE06158, DANRE06157
OG0000857	CAEEL04547	DANRE37002, DANRE22445, DANRE25005, DANRE25488, DANRE39308
OG0000858	CAEEL16889, CAEEL11559, CAEEL11560, CAEEL11558	DANRE43035
OG0000869	CAEEL04762	DANRE22964, DANRE22963, DANRE22965
OG0000869	CAEEL04725	DANRE33411
OG0000870	CAEEL05330	DANRE04144, DANRE04145, DANRE28838, DANRE28839
OG0000871	CAEEL00780	DANRE07004, DANRE07003
OG0000871	CAEEL00781, CAEEL13789	DANRE21971, DANRE21970, DANRE21972
OG0000873	CAEEL01374	DANRE33651
OG0000874	CAEEL03105	DANRE15945, DANRE15946, DANRE08525, DANRE00850, DANRE00852, DANRE00851, DANRE15520
OG0000875	CAEEL08184, CAEEL12416	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209, DANRE35854
OG0000877	CAEEL14736, CAEEL01576, CAEEL15069, CAEEL11424, CAEEL10392, CAEEL07961, CAEEL14735, CAEEL06683, CAEEL20717	DANRE41354, DANRE41352, DANRE41353
OG0000879	CAEEL07550	DANRE23042, DANRE35784
OG0000880	CAEEL10369	DANRE36758
OG0000888	CAEEL00418	DANRE13975, DANRE09386, DANRE28309
OG0000889	CAEEL09857, CAEEL09856	DANRE17250, DANRE17249
OG0000889	CAEEL07245	DANRE29366, DANRE33536, DANRE01110, DANRE07937
OG0000893	CAEEL05208	DANRE40482, DANRE21302, DANRE36979, DANRE25838, DANRE25839, DANRE25837, DANRE25840, DANRE36977
OG0000894	CAEEL20455	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559, DANRE30057
OG0000896	CAEEL17889	DANRE27183
OG0000904	CAEEL10501	DANRE20075, DANRE20074, DANRE06232, DANRE06231, DANRE05115, DANRE05114, DANRE34681, DANRE34682
OG0000907	CAEEL04446, CAEEL04445	DANRE39569, DANRE39567, DANRE39568, DANRE39570
OG0000908	CAEEL18895	DANRE11316, DANRE40986
OG0000908	CAEEL09910	DANRE05335
OG0000909	CAEEL00966	DANRE15298, DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755, DANRE43244, DANRE43245, DANRE05844, DANRE05846, DANRE05845
OG0000911	CAEEL15173	DANRE42638, DANRE42637, DANRE36545, DANRE36544, DANRE42639, DANRE42640
OG0000912	CAEEL19084	DANRE33561, DANRE22054, DANRE22055, DANRE06461, DANRE15983
OG0000913	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435	DANRE06706, DANRE08772
OG0000914	CAEEL08534, CAEEL08535	DANRE22546, DANRE22545, DANRE39763, DANRE39764, DANRE40362, DANRE01745, DANRE24949, DANRE24948, DANRE24950
OG0000915	CAEEL11744	DANRE23018, DANRE23019, DANRE22768, DANRE22767, DANRE30961, DANRE30962, DANRE36707, DANRE36706, DANRE02290, DANRE12496, DANRE12495
OG0000921	CAEEL05986	DANRE23828, DANRE39952
OG0000923	CAEEL01410	DANRE03489, DANRE03488, DANRE03490, DANRE42768, DANRE42769, DANRE42770, DANRE42771
OG0000925	CAEEL00439, CAEEL07058	DANRE00252, DANRE00256, DANRE00255, DANRE00250, DANRE00254, DANRE00253, DANRE00251
OG0000927	CAEEL20274	DANRE01936, DANRE16153, DANRE16152, DANRE16151, DANRE42910, DANRE33823, DANRE06403, DANRE06402, DANRE00723, DANRE37974, DANRE37973
OG0000928	CAEEL00085	DANRE27687, DANRE27688, DANRE21003, DANRE24965, DANRE24966, DANRE39163
OG0000929	CAEEL02357	DANRE20492, DANRE38022, DANRE24269, DANRE35282, DANRE35283, DANRE35284, DANRE38021, DANRE38020, DANRE18912, DANRE18914, DANRE18915, DANRE15012, DANRE15013, DANRE15014, DANRE15011
OG0000931	CAEEL20467	DANRE11180, DANRE11181
OG0000932	CAEEL07026, CAEEL07025	DANRE39656, DANRE39655, DANRE01028, DANRE01027, DANRE42984
OG0000933	CAEEL13637	DANRE11215, DANRE20009, DANRE38011, DANRE38009, DANRE05655, DANRE05654, DANRE05656, DANRE38010, DANRE38008, DANRE38007
OG0000934	CAEEL20095, CAEEL02005	DANRE41926, DANRE41925, DANRE41924, DANRE41923, DANRE17314, DANRE17315
OG0000934	CAEEL18567	DANRE20665, DANRE40437, DANRE31439
OG0000935	CAEEL10988, CAEEL18743	DANRE20955, DANRE28333, DANRE28334, DANRE12377, DANRE12378, DANRE37563, DANRE37564, DANRE08991, DANRE13968, DANRE13967, DANRE21030, DANRE42779
OG0000944	CAEEL08647, CAEEL08646	DANRE24388, DANRE24387, DANRE01130, DANRE01129, DANRE06809, DANRE06354, DANRE33796, DANRE33797
OG0000945	CAEEL00537	DANRE38573, DANRE38572, DANRE38571, DANRE34411, DANRE10577
OG0000947	CAEEL07660	DANRE35473, DANRE35472, DANRE42151, DANRE42150, DANRE42152, DANRE24883, DANRE24884, DANRE24882, DANRE28260, DANRE10215, DANRE13579, DANRE42580, DANRE42579
OG0000949	CAEEL02872, CAEEL06438	DANRE19441, DANRE14249, DANRE07012, DANRE15300, DANRE15301, DANRE11410, DANRE11409, DANRE18632, DANRE18631, DANRE18630, DANRE10756
OG0000950	CAEEL06912	DANRE33318, DANRE07884, DANRE19560, DANRE19562, DANRE40927, DANRE40926
OG0000951	CAEEL00056	DANRE10417, DANRE10418, DANRE10419, DANRE26017, DANRE26018
OG0000954	CAEEL05990	DANRE35837, DANRE29087
OG0000955	CAEEL05680, CAEEL05073	DANRE16947, DANRE34598
OG0000955	CAEEL01495	DANRE12313
OG0000957	CAEEL00119	DANRE20983, DANRE20984, DANRE34585, DANRE34586
OG0000963	CAEEL02132	DANRE21555
OG0000963	CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906	DANRE40847, DANRE23590
OG0000965	CAEEL09524	DANRE07376
OG0000965	CAEEL02685	DANRE37868
OG0000967	CAEEL09409	DANRE00803, DANRE03536, DANRE03535, DANRE11311, DANRE11310, DANRE11308, DANRE11309
OG0000969	CAEEL17140, CAEEL19686	DANRE09864
OG0000970	CAEEL12249	DANRE33493, DANRE19214
OG0000972	CAEEL01404, CAEEL10528	DANRE40936, DANRE40935, DANRE40933, DANRE40932
OG0000974	CAEEL05136, CAEEL05137	DANRE20581
OG0000977	CAEEL07521	DANRE10962, DANRE10960, DANRE10961, DANRE10958, DANRE10959
OG0000978	CAEEL10436, CAEEL10678, CAEEL04915	DANRE27024, DANRE37180, DANRE24849, DANRE24850, DANRE27022, DANRE27023, DANRE27021, DANRE37039, DANRE37040, DANRE40773, DANRE40772, DANRE38576
OG0000979	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649	DANRE05220, DANRE05219
OG0000982	CAEEL00871	DANRE21553, DANRE28338, DANRE28339, DANRE14101, DANRE09208, DANRE39834, DANRE00506, DANRE00508, DANRE00507, DANRE00509
OG0000984	CAEEL00142	DANRE19378, DANRE19379, DANRE19380, DANRE19381
OG0000985	CAEEL11989	DANRE04256, DANRE05103, DANRE05104, DANRE00260, DANRE00259, DANRE00261, DANRE06266, DANRE06267, DANRE06268
OG0000987	CAEEL18448	DANRE23844, DANRE23846, DANRE23845, DANRE28109, DANRE28108, DANRE28110, DANRE36582, DANRE23126, DANRE02985, DANRE02984, DANRE42848, DANRE42847
OG0000987	CAEEL15116	DANRE02986
OG0000988	CAEEL12259, CAEEL12260, CAEEL05294	DANRE35176, DANRE19094, DANRE19093, DANRE23487, DANRE23486, DANRE23488, DANRE40003
OG0000989	CAEEL18561, CAEEL20721	DANRE33209, DANRE28887, DANRE08765, DANRE32935, DANRE32936, DANRE32938, DANRE14436
OG0000992	CAEEL04373	DANRE30487, DANRE03990, DANRE03996, DANRE03997, DANRE03994
OG0000994	CAEEL01877	DANRE17301
OG0000994	CAEEL05339, CAEEL08529	DANRE01452, DANRE01451
OG0000995	CAEEL01961	DANRE16841, DANRE16843, DANRE16842, DANRE28496, DANRE28497, DANRE28495, DANRE28997, DANRE28996, DANRE03052, DANRE03050, DANRE03051, DANRE24818, DANRE24817
OG0000999	CAEEL12779, CAEEL06159	DANRE29607, DANRE29608, DANRE24716, DANRE38934, DANRE38936, DANRE25765, DANRE25766, DANRE12419, DANRE12421, DANRE12420
OG0001001	CAEEL19402, CAEEL20405, CAEEL20234, CAEEL19403	DANRE00734, DANRE00733, DANRE37957, DANRE37956
OG0001002	CAEEL07056, CAEEL14828, CAEEL19782, CAEEL15732	DANRE38706, DANRE38705
OG0001004	CAEEL04943	DANRE21516, DANRE40173, DANRE40172, DANRE40171, DANRE21514, DANRE21513, DANRE21515, DANRE16753, DANRE28904, DANRE28905, DANRE28906, DANRE16752
OG0001005	CAEEL01384	DANRE36797, DANRE36799, DANRE36798, DANRE36796, DANRE36795, DANRE01792, DANRE01791
OG0001006	CAEEL08218, CAEEL00364, CAEEL10732	DANRE15473
OG0001007	CAEEL19587	DANRE18273, DANRE18274, DANRE40669, DANRE40663, DANRE40665
OG0001007	CAEEL00596	DANRE42679
OG0001008	CAEEL05786	DANRE31459
OG0001009	CAEEL20001	DANRE10781, DANRE14714, DANRE14715
OG0001013	CAEEL16541	DANRE16533, DANRE28512, DANRE15454, DANRE29403, DANRE09337, DANRE09336, DANRE14020, DANRE29097, DANRE04005, DANRE04004
OG0001015	CAEEL16067, CAEEL20263	DANRE36830, DANRE28847, DANRE28849, DANRE28848, DANRE28850
OG0001016	CAEEL09313	DANRE23809, DANRE23808
OG0001016	CAEEL08789, CAEEL11986	DANRE24167, DANRE28181, DANRE24165, DANRE24166
OG0001017	CAEEL09308	DANRE23148, DANRE23147, DANRE23146, DANRE23149
OG0001018	CAEEL00183	DANRE16608, DANRE16609
OG0001018	CAEEL07047	DANRE11146, DANRE11145
OG0001019	CAEEL13859, CAEEL13858	DANRE14405, DANRE14404, DANRE09084, DANRE40539
OG0001022	CAEEL06254, CAEEL20075, CAEEL20775	DANRE41837, DANRE41838, DANRE41840, DANRE41841, DANRE41839, DANRE37109, DANRE06745, DANRE06746
OG0001023	CAEEL05078	DANRE30665, DANRE30666, DANRE38254, DANRE38252, DANRE22441, DANRE43297, DANRE43298, DANRE22443, DANRE37001, DANRE37000, DANRE36998, DANRE36999, DANRE03679, DANRE03680, DANRE38253, DANRE38255
OG0001024	CAEEL11623	DANRE07373, DANRE04817, DANRE04816, DANRE06260, DANRE03283, DANRE11210, DANRE11211, DANRE41223
OG0001028	CAEEL01212	DANRE21742, DANRE21744, DANRE21743, DANRE12753, DANRE12754, DANRE12752, DANRE38499
OG0001029	CAEEL01262	DANRE12697, DANRE37177
OG0001030	CAEEL11812	DANRE21685, DANRE28353, DANRE17793, DANRE05538, DANRE16720, DANRE16719, DANRE16721, DANRE05568, DANRE05569
OG0001031	CAEEL12448	DANRE05231
OG0001032	CAEEL20070, CAEEL15717	DANRE18300, DANRE18301, DANRE16885, DANRE16886, DANRE29809, DANRE34198, DANRE34199, DANRE39614
OG0001033	CAEEL10717	DANRE02095, DANRE40162
OG0001034	CAEEL07054, CAEEL07055	DANRE27197, DANRE29926, DANRE29925, DANRE29927, DANRE24705, DANRE27195, DANRE27196, DANRE23974, DANRE23976, DANRE23973, DANRE23975
OG0001036	CAEEL18611	DANRE22470, DANRE22471, DANRE22469, DANRE10595, DANRE15083, DANRE15084, DANRE10596
OG0001037	CAEEL18600	DANRE39620, DANRE39624, DANRE39622, DANRE39623, DANRE39619, DANRE34192, DANRE39621, DANRE34191, DANRE34188, DANRE34189, DANRE34190, DANRE26737, DANRE39625, DANRE26734, DANRE26735, DANRE26736, DANRE24510
OG0001038	CAEEL20450	DANRE15917, DANRE15918, DANRE06671, DANRE04444, DANRE22123, DANRE22124, DANRE22125
OG0001039	CAEEL08415	DANRE33581, DANRE33582, DANRE33583
OG0001039	CAEEL10624	DANRE35466
OG0001042	CAEEL09943	DANRE40759, DANRE40758, DANRE40284, DANRE02474, DANRE02475, DANRE22411, DANRE22410, DANRE12329, DANRE12330, DANRE12328, DANRE31604, DANRE31603
OG0001044	CAEEL20285	DANRE19002
OG0001046	CAEEL19183	DANRE29998, DANRE15431, DANRE15430, DANRE43288, DANRE29165, DANRE30394, DANRE02971, DANRE02969, DANRE02970
OG0001050	CAEEL14076, CAEEL15706	DANRE40771, DANRE17632, DANRE37651, DANRE36467, DANRE25249, DANRE25251, DANRE25250, DANRE09895, DANRE09896
OG0001052	CAEEL10987	DANRE34546, DANRE34547, DANRE04642
OG0001053	CAEEL07572	DANRE03466, DANRE28187, DANRE28188, DANRE28186, DANRE24594, DANRE24595, DANRE23165, DANRE42694, DANRE42693
OG0001053	CAEEL09742	DANRE06732, DANRE05252
OG0001058	CAEEL19015	DANRE00594, DANRE00593, DANRE39688, DANRE39689, DANRE08014, DANRE08015, DANRE19843, DANRE19842
OG0001059	CAEEL00192	DANRE18761
OG0001060	CAEEL15786	DANRE30655
OG0001062	CAEEL08101	DANRE28653, DANRE16543, DANRE21837, DANRE21838, DANRE26303, DANRE23617
OG0001063	CAEEL15713, CAEEL15714	DANRE04656
OG0001066	CAEEL12576	DANRE39946, DANRE40457, DANRE39945, DANRE22302, DANRE40512, DANRE36839
OG0001072	CAEEL08406	DANRE34212, DANRE34213, DANRE33687, DANRE33686
OG0001075	CAEEL11648, CAEEL18873	DANRE09111, DANRE09112, DANRE09110, DANRE09113, DANRE09109, DANRE18111, DANRE18112, DANRE18109, DANRE18110, DANRE11682
OG0001076	CAEEL07541	DANRE01059, DANRE01061, DANRE08511, DANRE08513, DANRE08512, DANRE01060, DANRE08514, DANRE17848, DANRE17845, DANRE17846, DANRE17844
OG0001077	CAEEL18659	DANRE42724
OG0001078	CAEEL19295	DANRE33231, DANRE33234, DANRE33233, DANRE33232, DANRE22373, DANRE22374, DANRE22372, DANRE36986, DANRE29517, DANRE24790, DANRE24791, DANRE39097, DANRE39096, DANRE39098
OG0001079	CAEEL10503	DANRE40520, DANRE40521, DANRE31014, DANRE39805
OG0001080	CAEEL08359	DANRE10317
OG0001082	CAEEL19080, CAEEL19079, CAEEL09741	DANRE01614
OG0001083	CAEEL06682	DANRE11162, DANRE03313, DANRE06572, DANRE11816, DANRE11815
OG0001084	CAEEL01831	DANRE21390, DANRE09519, DANRE09517, DANRE09518, DANRE21391
OG0001085	CAEEL09995, CAEEL09996	DANRE36752, DANRE36751, DANRE22295, DANRE39750, DANRE39751, DANRE02426, DANRE30868, DANRE30869, DANRE02298, DANRE02297, DANRE02296
OG0001092	CAEEL07387	DANRE01084, DANRE01083, DANRE08553, DANRE08554, DANRE15919, DANRE15921, DANRE15920, DANRE01082, DANRE15922
OG0001093	CAEEL00638, CAEEL00637	DANRE14894, DANRE14893, DANRE03347, DANRE29218, DANRE29217, DANRE16120, DANRE41468, DANRE41467, DANRE41466
OG0001094	CAEEL13053, CAEEL13054	DANRE10894, DANRE06835, DANRE05547
OG0001095	CAEEL07595	DANRE37105, DANRE37106, DANRE21368, DANRE21367, DANRE14978
OG0001096	CAEEL04621, CAEEL17752	DANRE36317, DANRE41555, DANRE41553, DANRE41554
OG0001101	CAEEL11585	DANRE43023, DANRE43024
OG0001102	CAEEL08853	DANRE05563, DANRE05135, DANRE05287, DANRE05288
OG0001103	CAEEL18815	DANRE24316, DANRE24315, DANRE24314
OG0001104	CAEEL09176, CAEEL09177	DANRE12309, DANRE12308
OG0001104	CAEEL20081	DANRE15094, DANRE18450, DANRE18449, DANRE18448
OG0001107	CAEEL18427	DANRE01942, DANRE01943, DANRE00878, DANRE00877, DANRE06921, DANRE06922, DANRE16573, DANRE16574, DANRE42251, DANRE42250
OG0001108	CAEEL09307	DANRE22562, DANRE36536, DANRE36537, DANRE22561, DANRE22563, DANRE07648, DANRE07647, DANRE07649, DANRE07646, DANRE07645
OG0001109	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118	DANRE30375, DANRE30374, DANRE05998, DANRE05997, DANRE05996
OG0001112	CAEEL19902	DANRE36239, DANRE41400, DANRE15335, DANRE15332
OG0001112	CAEEL19901	DANRE20480, DANRE20481, DANRE15539, DANRE15538, DANRE15334, DANRE41410, DANRE36240
OG0001113	CAEEL15158	DANRE29305, DANRE29306
OG0001113	CAEEL01128	DANRE13286
OG0001113	CAEEL07385	DANRE36120
OG0001114	CAEEL11582, CAEEL01758, CAEEL01759	DANRE12192, DANRE12194, DANRE25899, DANRE10621, DANRE10620, DANRE10623, DANRE10622
OG0001116	CAEEL04351	DANRE42047
OG0001119	CAEEL14710	DANRE38797
OG0001124	CAEEL08814	DANRE03040, DANRE01476
OG0001126	CAEEL04859	DANRE37911
OG0001130	CAEEL00952, CAEEL00232	DANRE00191, DANRE00192
OG0001131	CAEEL14208	DANRE35573, DANRE35575, DANRE35574, DANRE05263, DANRE05262, DANRE11143, DANRE17459
OG0001132	CAEEL04290	DANRE00495, DANRE00494, DANRE00496
OG0001133	CAEEL11294	DANRE00326, DANRE00325
OG0001135	CAEEL02069	DANRE43114, DANRE28908, DANRE28907, DANRE28967, DANRE28968
OG0001136	CAEEL02001	DANRE40170, DANRE40169, DANRE26964, DANRE26965, DANRE39095, DANRE39094
OG0001137	CAEEL04790	DANRE34399, DANRE07711, DANRE07714, DANRE07715, DANRE07713, DANRE07712, DANRE07710, DANRE34398
OG0001138	CAEEL07800, CAEEL07799	DANRE23035, DANRE23036, DANRE36919, DANRE36920, DANRE38760, DANRE38759, DANRE27896, DANRE27895, DANRE27897, DANRE42085
OG0001139	CAEEL06928, CAEEL15457	DANRE16147, DANRE16148
OG0001140	CAEEL14389	DANRE14735, DANRE14736, DANRE12076, DANRE12078
OG0001141	CAEEL01107, CAEEL01106	DANRE41144, DANRE41143, DANRE41145, DANRE34924, DANRE34925, DANRE41146, DANRE34926
OG0001142	CAEEL12657	DANRE38005, DANRE38003
OG0001143	CAEEL01013	DANRE25849, DANRE30754, DANRE30755, DANRE13212, DANRE15627, DANRE09922
OG0001155	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526	DANRE00096
OG0001156	CAEEL20728	DANRE36530, DANRE22268, DANRE29205, DANRE29204, DANRE42727, DANRE42726
OG0001158	CAEEL00147	DANRE24675, DANRE36872, DANRE23963, DANRE23962, DANRE24676, DANRE36873
OG0001159	CAEEL07987, CAEEL18966	DANRE05470, DANRE10627
OG0001160	CAEEL16381, CAEEL20121	DANRE31338, DANRE39872, DANRE20664, DANRE20663
OG0001162	CAEEL18096	DANRE08007, DANRE08006, DANRE08008, DANRE08009, DANRE19831, DANRE19828, DANRE19830, DANRE19829, DANRE42512, DANRE42511, DANRE43065
OG0001163	CAEEL11823, CAEEL14454, CAEEL17374	DANRE04351, DANRE05359
OG0001164	CAEEL07306	DANRE00549, DANRE00552, DANRE00551
OG0001165	CAEEL19696	DANRE18768
OG0001167	CAEEL04546	DANRE11150, DANRE38292, DANRE38291, DANRE05260, DANRE05261
OG0001168	CAEEL02000	DANRE14764
OG0001171	CAEEL20677	DANRE24329, DANRE23282, DANRE23283, DANRE23281, DANRE14514, DANRE14513, DANRE09798, DANRE09799, DANRE22398, DANRE22399, DANRE22400
OG0001172	CAEEL13596	DANRE28103, DANRE23854, DANRE42209
OG0001172	CAEEL01942	DANRE43426
OG0001173	CAEEL15708	DANRE09871, DANRE09870
OG0001173	CAEEL14248	DANRE09868, DANRE09869
OG0001175	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718	DANRE40566, DANRE40568, DANRE40567, DANRE40616, DANRE40615, DANRE00572, DANRE40617
OG0001176	CAEEL11466	DANRE00258, DANRE03914, DANRE05037, DANRE05038
OG0001177	CAEEL08262, CAEEL18706	DANRE26390, DANRE26389, DANRE40862, DANRE40864, DANRE40863
OG0001178	CAEEL05306	DANRE17522, DANRE17523
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	DANRE39019, DANRE37036, DANRE37035
OG0001180	CAEEL00751	DANRE14996, DANRE14995, DANRE10618, DANRE10617, DANRE12888, DANRE39038
OG0001181	CAEEL08327	DANRE23910, DANRE23911, DANRE26674, DANRE26675, DANRE03474, DANRE29972, DANRE29971
OG0001183	CAEEL02318	DANRE24698
OG0001184	CAEEL20576	DANRE14296, DANRE14295
OG0001184	CAEEL19676	DANRE38448
OG0001185	CAEEL01778	DANRE10091, DANRE10087, DANRE10090, DANRE10088, DANRE10089
OG0001186	CAEEL00480	DANRE26898, DANRE26897, DANRE26189
OG0001186	CAEEL09703	DANRE39141
OG0001188	CAEEL14362	DANRE20180, DANRE20181, DANRE37779, DANRE37780, DANRE05645, DANRE02573, DANRE11351, DANRE11352, DANRE05646
OG0001189	CAEEL01928	DANRE23240, DANRE23241, DANRE22508, DANRE22507, DANRE23239, DANRE23238, DANRE18126
OG0001191	CAEEL09751, CAEEL20476, CAEEL09505	DANRE23738, DANRE41174, DANRE11828, DANRE11011, DANRE11829, DANRE03309, DANRE03310, DANRE06571
OG0001197	CAEEL11613	DANRE19964, DANRE19965
OG0001201	CAEEL02666	DANRE12519, DANRE22352, DANRE22354, DANRE02404, DANRE02405, DANRE24906, DANRE22353, DANRE22355, DANRE12520, DANRE24918
OG0001203	CAEEL09769	DANRE06831, DANRE06833, DANRE06834, DANRE05649, DANRE06832, DANRE05648, DANRE05647, DANRE04646, DANRE04647
OG0001204	CAEEL09132	DANRE00077, DANRE07916, DANRE07914, DANRE07913, DANRE20317, DANRE20315, DANRE20314, DANRE07915, DANRE20316
OG0001208	CAEEL10574	DANRE35541, DANRE41476, DANRE41472, DANRE41473, DANRE09739, DANRE09738, DANRE43074
OG0001210	CAEEL06396	DANRE18802, DANRE18801, DANRE18800
OG0001210	CAEEL06380	DANRE26760, DANRE26759
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	DANRE04387, DANRE43203, DANRE04388
OG0001214	CAEEL08401	DANRE24143
OG0001215	CAEEL11249	DANRE27329, DANRE27330, DANRE35594, DANRE35595, DANRE41572, DANRE41571, DANRE41573, DANRE35593, DANRE35592, DANRE41574, DANRE23354, DANRE23355, DANRE36527, DANRE36526
OG0001216	CAEEL04644	DANRE39374, DANRE33871
OG0001217	CAEEL08746	DANRE24420, DANRE19883, DANRE19884, DANRE24419, DANRE33785, DANRE17425, DANRE17426
OG0001218	CAEEL20131, CAEEL14167	DANRE09982, DANRE13766, DANRE13765, DANRE02525, DANRE02526, DANRE37945
OG0001219	CAEEL20379	DANRE06219, DANRE06220, DANRE20139, DANRE10625, DANRE13985, DANRE13984
OG0001220	CAEEL07890	DANRE01523, DANRE01524
OG0001221	CAEEL13124	DANRE38048, DANRE38049
OG0001223	CAEEL02795	DANRE26912, DANRE26911, DANRE26910, DANRE38596, DANRE37189, DANRE27744, DANRE37064, DANRE37065
OG0001224	CAEEL07196	DANRE22676, DANRE22677, DANRE22685, DANRE22683, DANRE22678, DANRE22679, DANRE22694, DANRE22691, DANRE22695, DANRE22689, DANRE22692, DANRE22693, DANRE22690, DANRE22688, DANRE22682, DANRE22681, DANRE22680, DANRE22684, DANRE22675, DANRE22674, DANRE22686, DANRE02858
OG0001225	CAEEL02873	DANRE25970, DANRE25969, DANRE25968, DANRE25971, DANRE38402, DANRE38398, DANRE38399, DANRE39840, DANRE39835, DANRE00504, DANRE00505, DANRE21562
OG0001226	CAEEL02848, CAEEL02849	DANRE07724, DANRE07723, DANRE07722, DANRE06318, DANRE23264
OG0001230	CAEEL12987, CAEEL17236, CAEEL15243, CAEEL01949	DANRE10536
OG0001233	CAEEL03755, CAEEL04189	DANRE37927, DANRE37928
OG0001234	CAEEL00806	DANRE37290, DANRE37291, DANRE09490, DANRE09491, DANRE13560, DANRE13559, DANRE38545, DANRE38546, DANRE09492
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	DANRE10388, DANRE09452, DANRE09451, DANRE09450, DANRE09449
OG0001238	CAEEL05166, CAEEL11182	DANRE07226, DANRE26310
OG0001239	CAEEL12011	DANRE25860, DANRE25861, DANRE25859, DANRE02266, DANRE02265, DANRE36693, DANRE25856, DANRE25858, DANRE25857
OG0001241	CAEEL01749	DANRE22500, DANRE22501
OG0001241	CAEEL19375	DANRE16085, DANRE06905
OG0001243	CAEEL01806	DANRE38914, DANRE39511, DANRE25154, DANRE38911, DANRE38913, DANRE38912
OG0001247	CAEEL10570	DANRE22419, DANRE31091, DANRE31090, DANRE01633, DANRE22417, DANRE22418, DANRE22416, DANRE22420, DANRE22415, DANRE34005, DANRE34004, DANRE34002, DANRE34006, DANRE34003
OG0001248	CAEEL08830	DANRE35929, DANRE35927, DANRE35928, DANRE24637, DANRE23456
OG0001249	CAEEL06406	DANRE15846, DANRE26785, DANRE35515, DANRE20943
OG0001250	CAEEL18712	DANRE29340, DANRE29339, DANRE29338, DANRE03569, DANRE03568, DANRE03567, DANRE30537
OG0001251	CAEEL01802	DANRE39135, DANRE39136, DANRE39134, DANRE24093, DANRE24095, DANRE24092, DANRE24094
OG0001252	CAEEL05030	DANRE30251, DANRE30252, DANRE26714, DANRE24514, DANRE24513, DANRE24515, DANRE28344, DANRE28343, DANRE28342, DANRE28345, DANRE21559, DANRE21558, DANRE21560
OG0001253	CAEEL10888, CAEEL10887	DANRE30836, DANRE12545, DANRE39815, DANRE39814, DANRE22552, DANRE30835, DANRE30834, DANRE40361, DANRE01742, DANRE01743, DANRE01744
OG0001254	CAEEL00935	DANRE00247, DANRE00249, DANRE39065, DANRE25611, DANRE25612
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	DANRE11481, DANRE11480, DANRE11479, DANRE04535, DANRE04093, DANRE04094, DANRE04536
