Orthogroup	DROME	NEMVE
OG0001135	DROME18153, DROME18152	NEMVE08713, NEMVE13852
OG0001136	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237	NEMVE14986
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	NEMVE09543
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	NEMVE25571, NEMVE23415, NEMVE15977
OG0001139	DROME11285, DROME11284, DROME20784	NEMVE14993, NEMVE07868
OG0001140	DROME04492, DROME04491	NEMVE06552, NEMVE12189, NEMVE00314
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	NEMVE13888
OG0001142	DROME15460, DROME15458, DROME15459	NEMVE20807, NEMVE13380
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	NEMVE07319
OG0001144	DROME08380	NEMVE02135
OG0001148	DROME04431, DROME04432	NEMVE24407, NEMVE09889
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	NEMVE14927
OG0001158	DROME08138, DROME08137	NEMVE13124
OG0001159	DROME00704, DROME00657, DROME00658, DROME00654, DROME00655	NEMVE02254
OG0001161	DROME10169, DROME10171, DROME10167, DROME10168, DROME10170	NEMVE13207
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	NEMVE23909, NEMVE23908, NEMVE22577
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	NEMVE01640
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	NEMVE07314
OG0001165	DROME20938, DROME07288	NEMVE15007, NEMVE15056
OG0001167	DROME17311	NEMVE01035
OG0001168	DROME02336	NEMVE14002
OG0001170	DROME16781	NEMVE01927
OG0001172	DROME12074, DROME12075	NEMVE14607
OG0001172	DROME11227, DROME11226	NEMVE13977
OG0001174	DROME01257, DROME01258	NEMVE06466, NEMVE20623
OG0001175	DROME10674	NEMVE18808, NEMVE00944
OG0001177	DROME01933, DROME01934, DROME21906	NEMVE07007
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	NEMVE14023
OG0001184	DROME03279	NEMVE23775
OG0001184	DROME17805	NEMVE05038
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	NEMVE15207
OG0001186	DROME11811, DROME11812	NEMVE07796
OG0001186	DROME18932	NEMVE14205
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	NEMVE13134, NEMVE04912
OG0001190	DROME21340, DROME21342, DROME21339, DROME21341	NEMVE07335, NEMVE20942
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	NEMVE02357
OG0001197	DROME14364	NEMVE01874
OG0001197	DROME07563	NEMVE22522, NEMVE09933
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	NEMVE09573
OG0001203	DROME16841	NEMVE06946
OG0001204	DROME15252	NEMVE16401
OG0001205	DROME09818, DROME09817	NEMVE12458
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	NEMVE13141
OG0001209	DROME03307	NEMVE13903
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	NEMVE14313
OG0001212	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021	NEMVE08966, NEMVE10705, NEMVE02933, NEMVE00040
OG0001213	DROME12028	NEMVE09096
OG0001213	DROME15857	NEMVE14427
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	NEMVE06648, NEMVE11810, NEMVE05859
OG0001215	DROME05613, DROME05611, DROME05612	NEMVE25378
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	NEMVE13574
OG0001218	DROME12108, DROME12211, DROME12213, DROME12212	NEMVE21894
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	NEMVE22457
OG0001220	DROME02744, DROME20493, DROME20492	NEMVE01931, NEMVE13508, NEMVE06753, NEMVE21490, NEMVE23904
OG0001221	DROME09514	NEMVE10455, NEMVE21175
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	NEMVE24191
OG0001230	DROME05921, DROME05920	NEMVE14462
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	NEMVE18418
OG0001232	DROME01876, DROME01877, DROME01878	NEMVE19947, NEMVE16316, NEMVE01186, NEMVE16317, NEMVE08692
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	NEMVE18230, NEMVE12291
OG0001236	DROME06609, DROME04424, DROME20964	NEMVE24358
OG0001238	DROME21058	NEMVE14613
OG0001238	DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	NEMVE05651
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	NEMVE13393
OG0001241	DROME02596	NEMVE23698
OG0001241	DROME03537	NEMVE22413
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	NEMVE04580
OG0001244	DROME15047, DROME00314, DROME03813, DROME14424, DROME00499, DROME03809, DROME02175, DROME02174, DROME08742, DROME03464, DROME17576, DROME01734, DROME01735, DROME01736, DROME16041, DROME10132, DROME10131	NEMVE18953, NEMVE13181, NEMVE05200, NEMVE06276, NEMVE06601, NEMVE25505, NEMVE07927, NEMVE07933, NEMVE25684, NEMVE03017, NEMVE10603, NEMVE13558, NEMVE14877
OG0001245	DROME06795	NEMVE23124
OG0001247	DROME18852	NEMVE03420
OG0001248	DROME02625, DROME02624, DROME02623	NEMVE14608
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	NEMVE08338
OG0001250	DROME10391, DROME10390, DROME10392	NEMVE07058
OG0001251	DROME08364	NEMVE15250
OG0001251	DROME04532	NEMVE05777
OG0001253	DROME16727, DROME02601	NEMVE14445
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	NEMVE01446, NEMVE14277
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	NEMVE11467, NEMVE20435
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	NEMVE12600, NEMVE24381
OG0001262	DROME01661	NEMVE20477, NEMVE18940, NEMVE25315
OG0001264	DROME08249, DROME08250, DROME08248	NEMVE09188
OG0001266	DROME19377	NEMVE14615, NEMVE13420, NEMVE23687
OG0001267	DROME13068	NEMVE22271
OG0001268	DROME04920, DROME04921	NEMVE10358
OG0001270	DROME12379	NEMVE21909, NEMVE12078
OG0001270	DROME02961	NEMVE22554
OG0001271	DROME20484	NEMVE16016, NEMVE12266
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	NEMVE24865
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	NEMVE06058
OG0001274	DROME06585, DROME06586, DROME06584	NEMVE24783
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	NEMVE24658
OG0001278	DROME15730	NEMVE08441
OG0001279	DROME15211, DROME15210	NEMVE06730
OG0001280	DROME15706	NEMVE15111, NEMVE13261
OG0001281	DROME19100	NEMVE06870, NEMVE11367
OG0001282	DROME04060, DROME04059, DROME04058	NEMVE13494
OG0001284	DROME05418	NEMVE12745, NEMVE19495
OG0001286	DROME11490, DROME11489, DROME11491	NEMVE08364
OG0001287	DROME15976, DROME15975, DROME04476	NEMVE13851
OG0001288	DROME19787, DROME09388, DROME09389	NEMVE21102, NEMVE22721, NEMVE20273
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	NEMVE22813, NEMVE07506
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	NEMVE25091
OG0001293	DROME19380, DROME19378, DROME19379	NEMVE24929
OG0001294	DROME19278	NEMVE10810
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	NEMVE10114
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	NEMVE10339
OG0001297	DROME13456, DROME08203, DROME08204	NEMVE00713, NEMVE18614, NEMVE04552, NEMVE09620
OG0001300	DROME21326, DROME21325, DROME21324	NEMVE10660
OG0001302	DROME00539	NEMVE13962, NEMVE18411, NEMVE11902
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	NEMVE01937
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	NEMVE06825
OG0001306	DROME08751, DROME08752	NEMVE08625
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	NEMVE00513, NEMVE16301, NEMVE11684, NEMVE06230
OG0001310	DROME15600	NEMVE22452
OG0001311	DROME20740, DROME20738, DROME20739, DROME20741, DROME06164	NEMVE05964, NEMVE03793
OG0001318	DROME17213	NEMVE22575
OG0001318	DROME09513	NEMVE14651
OG0001319	DROME01307	NEMVE01465
OG0001321	DROME16103	NEMVE21741, NEMVE15029
OG0001322	DROME15932	NEMVE05068, NEMVE21787
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	NEMVE17138
OG0001326	DROME03927	NEMVE14355
OG0001327	DROME02674, DROME02673, DROME02675	NEMVE09298
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	NEMVE14535
OG0001331	DROME17517, DROME17519, DROME17518	NEMVE23983
OG0001335	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042	NEMVE06061
OG0001337	DROME07933, DROME07937	NEMVE04512, NEMVE11126
OG0001337	DROME20158	NEMVE05602
OG0001339	DROME19223, DROME16443, DROME14812, DROME07497, DROME07496	NEMVE09406
OG0001341	DROME19896, DROME19897, DROME19895	NEMVE00960, NEMVE01284
OG0001344	DROME04657, DROME04656	NEMVE22371
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	NEMVE25188
OG0001350	DROME03240, DROME03239	NEMVE14117
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	NEMVE17590
OG0001352	DROME11579, DROME11580	NEMVE14525, NEMVE21813
OG0001353	DROME12504, DROME12505	NEMVE14645
OG0001354	DROME19155, DROME19156	NEMVE15993
OG0001354	DROME18928	NEMVE15994, NEMVE05871
OG0001355	DROME18115	NEMVE14405
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	NEMVE04630
OG0001358	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319	NEMVE11838
OG0001360	DROME16475, DROME16474, DROME01288, DROME01289	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001361	DROME10441	NEMVE13054
OG0001362	DROME17431, DROME22085	NEMVE12236
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	NEMVE24406
OG0001364	DROME18347, DROME18348	NEMVE25546, NEMVE21006
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	NEMVE02077, NEMVE15255, NEMVE13095
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	NEMVE10311
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	NEMVE04773, NEMVE01407
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	NEMVE14662
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	NEMVE13180, NEMVE10017, NEMVE03671
OG0001372	DROME06987	NEMVE14621, NEMVE12678
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	NEMVE13198
OG0001375	DROME11058	NEMVE21718, NEMVE18400
OG0001375	DROME12544	NEMVE06380
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	NEMVE14506
OG0001378	DROME14090, DROME14089	NEMVE14996
OG0001379	DROME02340	NEMVE14262
OG0001381	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084	NEMVE08816
OG0001382	DROME16755, DROME15883	NEMVE18444
OG0001383	DROME08849, DROME08848, DROME08850, DROME08851	NEMVE09447
OG0001386	DROME03356	NEMVE06344
OG0001388	DROME19691	NEMVE06267
OG0001389	DROME08448, DROME08449, DROME08447	NEMVE07341
OG0001390	DROME19014, DROME19015, DROME19016	NEMVE04656, NEMVE04886
OG0001390	DROME06967, DROME06966	NEMVE03437, NEMVE13301, NEMVE04594
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	NEMVE08699
OG0001395	DROME22042	NEMVE10872, NEMVE02945
OG0001397	DROME12938	NEMVE22946
OG0001397	DROME12061	NEMVE25397
OG0001398	DROME00533	NEMVE01787
OG0001399	DROME18551, DROME15177	NEMVE23382
OG0001401	DROME07715	NEMVE23498
OG0001402	DROME14376, DROME21039, DROME21038, DROME21040, DROME21037	NEMVE22752
OG0001403	DROME02115, DROME02116, DROME02114	NEMVE08195
OG0001405	DROME06373	NEMVE25349
OG0001405	DROME02126	NEMVE08567
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	NEMVE18633, NEMVE16331
OG0001408	DROME21635, DROME21636, DROME21634	NEMVE25885
OG0001409	DROME18107	NEMVE14897
OG0001410	DROME00626	NEMVE03165
OG0001411	DROME13591, DROME09768, DROME09769	NEMVE25920
OG0001413	DROME21681, DROME21682	NEMVE06553, NEMVE06540
OG0001413	DROME17078	NEMVE20094
OG0001414	DROME16698, DROME16697	NEMVE11734
OG0001415	DROME17030, DROME17031	NEMVE03240
OG0001416	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876	NEMVE10436
OG0001417	DROME21398, DROME21399, DROME04528	NEMVE02519
OG0001418	DROME11411	NEMVE12090, NEMVE01985
OG0001419	DROME00719	NEMVE05935, NEMVE01378
OG0001421	DROME08210	NEMVE00612
OG0001422	DROME19262, DROME19263	NEMVE07209
OG0001423	DROME11161, DROME11163, DROME11162	NEMVE08632
OG0001424	DROME10397	NEMVE01171
OG0001424	DROME21291	NEMVE19994, NEMVE02440
OG0001425	DROME10455	NEMVE19543, NEMVE14280
OG0001426	DROME16504, DROME16505	NEMVE13859, NEMVE08760
OG0001427	DROME04112, DROME04111, DROME04110	NEMVE15208
OG0001428	DROME00299, DROME00300	NEMVE21876
OG0001430	DROME14607, DROME14606	NEMVE13108
OG0001431	DROME08311, DROME08313, DROME08312	NEMVE23887
OG0001432	DROME12684, DROME12683, DROME12682, DROME12685	NEMVE01898
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	NEMVE06558
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	NEMVE13628
OG0001438	DROME02079, DROME08565	NEMVE23399
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	NEMVE03715
OG0001442	DROME14822, DROME14823, DROME14821	NEMVE02309, NEMVE00471, NEMVE11175, NEMVE12421, NEMVE01347
OG0001445	DROME19218	NEMVE05296
OG0001447	DROME20519, DROME20520, DROME20518	NEMVE05648
OG0001449	DROME21187	NEMVE14841, NEMVE20272
OG0001454	DROME17550, DROME17549, DROME17548	NEMVE14180
OG0001455	DROME05198	NEMVE14951
OG0001456	DROME21079	NEMVE11845, NEMVE11079, NEMVE05799
OG0001459	DROME20534	NEMVE25233, NEMVE00289
OG0001460	DROME19034	NEMVE07626
OG0001461	DROME01468	NEMVE22415, NEMVE00568
OG0001462	DROME07618, DROME07619	NEMVE11473
OG0001463	DROME17238, DROME10819	NEMVE09388, NEMVE13964
OG0001464	DROME03533, DROME03534	NEMVE06290, NEMVE07201, NEMVE10766
OG0001465	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895	NEMVE09468
OG0001466	DROME20715	NEMVE11395, NEMVE24631, NEMVE04483
OG0001467	DROME03510	NEMVE09380
OG0001468	DROME11512, DROME11513	NEMVE03519
OG0001469	DROME11498	NEMVE13119
OG0001469	DROME15100	NEMVE05710
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	NEMVE01457
OG0001472	DROME03418	NEMVE05967
OG0001472	DROME01627	NEMVE23386
OG0001474	DROME02835, DROME02834	NEMVE03081, NEMVE10570
OG0001475	DROME11371, DROME08104, DROME08103	NEMVE23631
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	NEMVE10281
OG0001478	DROME17873, DROME17872	NEMVE11979
OG0001479	DROME09340	NEMVE06797, NEMVE06784
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	NEMVE16556
OG0001482	DROME08131, DROME08132, DROME08133	NEMVE13241
OG0001483	DROME17221	NEMVE23590
OG0001484	DROME00233, DROME00235, DROME00237	NEMVE23070
OG0001485	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031	NEMVE05976
OG0001486	DROME20978	NEMVE22710
OG0001487	DROME03483, DROME03486, DROME03489, DROME03481, DROME03482, DROME03484, DROME03485, DROME03488, DROME03487	NEMVE08786
OG0001492	DROME03966	NEMVE17956
OG0001493	DROME09887	NEMVE14619
OG0001495	DROME13469	NEMVE15483
OG0001496	DROME19745	NEMVE13319
OG0001500	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570	NEMVE07759
OG0001501	DROME17335, DROME17336	NEMVE14114, NEMVE20248, NEMVE10383, NEMVE02681
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	NEMVE06315
OG0001503	DROME04749	NEMVE13535
OG0001503	DROME03622	NEMVE15019
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	NEMVE10459
OG0001505	DROME08192	NEMVE14234
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	NEMVE16287
OG0001508	DROME11905	NEMVE06884
OG0001509	DROME10512, DROME10511	NEMVE23903
OG0001510	DROME00025	NEMVE00716, NEMVE23759
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	NEMVE06177
OG0001512	DROME19876, DROME13867, DROME13866	NEMVE08553, NEMVE14517
OG0001513	DROME05379	NEMVE06320
OG0001515	DROME21741	NEMVE14908
OG0001516	DROME13883	NEMVE23626
OG0001517	DROME03470	NEMVE14577, NEMVE14581
OG0001517	DROME02323	NEMVE23679
OG0001518	DROME10968	NEMVE10672
OG0001519	DROME20785, DROME20788, DROME20786, DROME20787	NEMVE22706
OG0001520	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838	NEMVE06996
OG0001521	DROME01243, DROME01242	NEMVE01970, NEMVE01552
OG0001522	DROME02905, DROME02904	NEMVE03232, NEMVE14033
OG0001523	DROME11130	NEMVE04670
OG0001524	DROME06417, DROME06418	NEMVE25396
OG0001524	DROME00342, DROME00343	NEMVE05484
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	NEMVE02407
OG0001526	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110	NEMVE00906
OG0001527	DROME15289	NEMVE14422
OG0001527	DROME00338	NEMVE03078
OG0001528	DROME09325	NEMVE14401
OG0001529	DROME07602, DROME07601	NEMVE02084, NEMVE24342
OG0001530	DROME01073	NEMVE08975
OG0001531	DROME10267, DROME10266	NEMVE05034
OG0001532	DROME20201	NEMVE02971
OG0001533	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969	NEMVE01320
OG0001534	DROME09046, DROME09047	NEMVE00470
OG0001538	DROME07056, DROME07054, DROME07055	NEMVE11486
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	NEMVE08644
OG0001551	DROME08057	NEMVE01664
OG0001553	DROME02123, DROME02122	NEMVE15083
OG0001554	DROME16741	NEMVE07256
OG0001557	DROME07367	NEMVE19058, NEMVE25522, NEMVE15026
OG0001558	DROME19656, DROME19657	NEMVE08767
OG0001559	DROME00558	NEMVE13708
OG0001559	DROME02902	NEMVE10463
OG0001560	DROME14810, DROME17871	NEMVE07241
OG0001561	DROME04222	NEMVE13680
OG0001562	DROME16718	NEMVE13576
OG0001563	DROME03209	NEMVE09315, NEMVE16630, NEMVE15254
OG0001567	DROME19417, DROME19416	NEMVE07133
OG0001568	DROME19219	NEMVE12145, NEMVE13029
OG0001569	DROME03783	NEMVE22103
OG0001570	DROME13692	NEMVE10457, NEMVE19638
OG0001572	DROME11998	NEMVE21698
OG0001574	DROME21965, DROME21966, DROME21964, DROME21967	NEMVE24808
OG0001575	DROME14105, DROME14107, DROME14106, DROME14108	NEMVE08150
OG0001576	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049	NEMVE10771
OG0001577	DROME17515, DROME17516	NEMVE14595
OG0001580	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958	NEMVE04880
OG0001581	DROME04945	NEMVE09495, NEMVE13982, NEMVE20122
OG0001582	DROME15756, DROME15757	NEMVE14586, NEMVE16677
OG0001583	DROME08180, DROME08179	NEMVE12298, NEMVE07434
OG0001584	DROME19782	NEMVE03502
OG0001589	DROME16983, DROME16982, DROME16981, DROME09858	NEMVE15586
OG0001590	DROME14234, DROME13421	NEMVE15049
OG0001593	DROME06841, DROME06840	NEMVE07459
OG0001594	DROME05350, DROME05351, DROME05349	NEMVE20923, NEMVE00343
OG0001594	DROME10666, DROME10665	NEMVE22378
OG0001596	DROME03082, DROME03081, DROME03080	NEMVE06150
OG0001597	DROME12080	NEMVE17805
OG0001599	DROME14559	NEMVE14138
OG0001600	DROME19005	NEMVE22964, NEMVE13153, NEMVE05024, NEMVE14354, NEMVE09552, NEMVE02321, NEMVE09547
OG0001602	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796	NEMVE04820
OG0001603	DROME05748, DROME05749	NEMVE00310, NEMVE01456
