Orthogroup	DROME	AENJA_ok
OG0001427	DROME04112, DROME04111, DROME04110	AENJA_17543
OG0001428	DROME00299, DROME00300	AENJA_18858
OG0001430	DROME14607, DROME14606	AENJA_19108
OG0001431	DROME08311, DROME08313, DROME08312	AENJA_23459
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	AENJA_26002
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	AENJA_03160
OG0001440	DROME07996	AENJA_00153
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	AENJA_00362
OG0001442	DROME14822, DROME14823, DROME14821	AENJA_00506
OG0001445	DROME19218	AENJA_02385
OG0001447	DROME20519, DROME20520, DROME20518	AENJA_03127
OG0001449	DROME21187	AENJA_04181
OG0001455	DROME05198	AENJA_06571
OG0001456	DROME21079	AENJA_07027
OG0001458	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556	AENJA_08456
OG0001459	DROME20534	AENJA_18303, AENJA_08470
OG0001460	DROME19034	AENJA_09064
OG0001461	DROME01468	AENJA_09214
OG0001462	DROME07618, DROME07619	AENJA_23566, AENJA_09362
OG0001463	DROME17238, DROME10819	AENJA_09831
OG0001464	DROME03533, DROME03534	AENJA_09857
OG0001466	DROME20715	AENJA_17986, AENJA_10074
OG0001468	DROME11512, DROME11513	AENJA_10995
OG0001469	DROME11498	AENJA_20582
OG0001469	DROME15100	AENJA_11151
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	AENJA_11625
OG0001472	DROME03418	AENJA_12236
OG0001472	DROME01627	AENJA_13235
OG0001474	DROME02835, DROME02834	AENJA_24781
OG0001475	DROME11371, DROME08104, DROME08103	AENJA_14793
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	AENJA_14828
OG0001478	DROME17873, DROME17872	AENJA_19708, AENJA_15450
OG0001479	DROME09340	AENJA_16158
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	AENJA_16776
OG0001482	DROME08131, DROME08132, DROME08133	AENJA_18749
OG0001484	DROME00233, DROME00235, DROME00237	AENJA_21194
OG0001485	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031	AENJA_21469
OG0001486	DROME20978	AENJA_21858
OG0001487	DROME03483, DROME03486, DROME03489, DROME03481, DROME03482, DROME03484, DROME03485, DROME03488, DROME03487	AENJA_23839
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	AENJA_25216
OG0001491	DROME10680, DROME10681, DROME10678, DROME10679	AENJA_25283
OG0001492	DROME03966	AENJA_25544
OG0001500	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570	AENJA_01887
OG0001501	DROME17335, DROME17336	AENJA_02988
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	AENJA_03421
OG0001503	DROME04749	AENJA_23557
OG0001503	DROME03622	AENJA_03755
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	AENJA_04830, AENJA_04833, AENJA_15576, AENJA_04039
OG0001505	DROME08192	AENJA_04619, AENJA_17806
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	AENJA_05938
OG0001508	DROME11905	AENJA_06316
OG0001509	DROME10512, DROME10511	AENJA_07590
OG0001510	DROME00025	AENJA_08660
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	AENJA_08942
OG0001512	DROME19876, DROME13867, DROME13866	AENJA_09698
OG0001513	DROME05379	AENJA_09714
OG0001514	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650	AENJA_10133
OG0001516	DROME13883	AENJA_10243
OG0001517	DROME03470	AENJA_10361
OG0001518	DROME10968	AENJA_11024
OG0001520	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838	AENJA_12318
OG0001522	DROME02905, DROME02904	AENJA_19424, AENJA_14026
OG0001523	DROME11130	AENJA_14135
OG0001524	DROME06417, DROME06418	AENJA_19275
OG0001524	DROME00342, DROME00343	AENJA_15536
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	AENJA_16414
OG0001526	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110	AENJA_16663
OG0001527	DROME00338	AENJA_16808
OG0001528	DROME09325	AENJA_17449
OG0001529	DROME07602, DROME07601	AENJA_18632
OG0001530	DROME01073	AENJA_19473
OG0001531	DROME10267, DROME10266	AENJA_20341
OG0001532	DROME20201	AENJA_20708
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	AENJA_02497
OG0001549	DROME13343, DROME13345, DROME13344	AENJA_04459
OG0001551	DROME08057	AENJA_05503
OG0001553	DROME02123, DROME02122	AENJA_06179
OG0001554	DROME16741	AENJA_07567
OG0001556	DROME10072, DROME10071	AENJA_07803
OG0001557	DROME20902, DROME20901	AENJA_13295
OG0001558	DROME19656, DROME19657	AENJA_08311
OG0001559	DROME02902	AENJA_08667
OG0001561	DROME04222	AENJA_09420
OG0001563	DROME03209	AENJA_12465
OG0001565	DROME18953, DROME18978	AENJA_12372
OG0001567	DROME19417, DROME19416	AENJA_13019
OG0001568	DROME08963, DROME07259, DROME19219, DROME18645	AENJA_13880
OG0001569	DROME03783	AENJA_14238
OG0001570	DROME13692	AENJA_19842
OG0001572	DROME11998	AENJA_22665
OG0001574	DROME21965, DROME21966, DROME21964, DROME21967	AENJA_21910
OG0001575	DROME14105, DROME14107, DROME14106, DROME14108	AENJA_21922, AENJA_21919
OG0001576	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049	AENJA_23479
OG0001579	DROME17796	AENJA_24228
OG0001580	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958	AENJA_25168
OG0001581	DROME04945	AENJA_26170
OG0001582	DROME15756, DROME15757	AENJA_26338
OG0001583	DROME08180, DROME08179	AENJA_26528
OG0001584	DROME19782	AENJA_26828
OG0001589	DROME16983, DROME16982, DROME16981, DROME09858	AENJA_25068
OG0001590	DROME14234, DROME13421	AENJA_00406, AENJA_14826, AENJA_14823
OG0001593	DROME06841, DROME06840	AENJA_01627
OG0001594	DROME05350, DROME05351, DROME05349	AENJA_16970, AENJA_01665, AENJA_04700
OG0001597	DROME12080	AENJA_17835, AENJA_03457
OG0001599	DROME14559	AENJA_04501
OG0001600	DROME19005	AENJA_04862
OG0001602	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796	AENJA_05150
OG0001603	DROME05748, DROME05749	AENJA_05288, AENJA_25082, AENJA_05289
OG0001604	DROME13655, DROME13654	AENJA_06276
OG0001604	DROME15595, DROME15593, DROME15592, DROME15594	AENJA_11253
OG0001606	DROME01628	AENJA_06477
OG0001608	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455	AENJA_08413, AENJA_07328
OG0001609	DROME13801, DROME13802, DROME13800	AENJA_08323
OG0001609	DROME09555	AENJA_19787
OG0001610	DROME06881	AENJA_08526, AENJA_08533, AENJA_08527, AENJA_09111, AENJA_08532
OG0001611	DROME07510, DROME07509, DROME07511	AENJA_08569
OG0001612	DROME07050, DROME07049	AENJA_09589
OG0001614	DROME14120	AENJA_17703
OG0001614	DROME17646	AENJA_10096
OG0001615	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809	AENJA_10716
OG0001620	DROME01154, DROME01153, DROME01150, DROME01151	AENJA_13924
OG0001621	DROME19943, DROME19942, DROME19944	AENJA_13994, AENJA_13992
OG0001623	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251	AENJA_18499, AENJA_25583, AENJA_14562
OG0001624	DROME08385, DROME08387, DROME08386, DROME08384	AENJA_14605
OG0001625	DROME08855	AENJA_14706
OG0001627	DROME17716, DROME17715	AENJA_16344, AENJA_16341, AENJA_20173, AENJA_19284
OG0001628	DROME21766	AENJA_16821, AENJA_21898, AENJA_21897
OG0001628	DROME21765	AENJA_25488
OG0001629	DROME03998, DROME03999, DROME03997	AENJA_16897
OG0001630	DROME10692	AENJA_17020
OG0001632	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193	AENJA_18126
OG0001634	DROME02691, DROME02692	AENJA_18695
OG0001634	DROME06767	AENJA_18896
OG0001635	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443	AENJA_18913
OG0001636	DROME21027, DROME21028	AENJA_19487
OG0001638	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415	AENJA_20882
OG0001639	DROME01523, DROME01525, DROME01524	AENJA_22054
OG0001641	DROME08987, DROME08990, DROME08991	AENJA_23210
OG0001642	DROME09872	AENJA_23879
OG0001643	DROME03424, DROME03423, DROME03425	AENJA_24340
OG0001644	DROME05204	AENJA_26289
OG0001651	DROME01946	AENJA_00391
OG0001652	DROME14027, DROME14026, DROME19080	AENJA_17940, AENJA_22805, AENJA_00850
OG0001653	DROME03945, DROME03944, DROME03946	AENJA_01256, AENJA_21125
OG0001654	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085	AENJA_02592
OG0001655	DROME11541, DROME11542	AENJA_03001
OG0001656	DROME12672	AENJA_03159
OG0001657	DROME16951	AENJA_03268
OG0001658	DROME02666, DROME02667	AENJA_03637
OG0001658	DROME02670	AENJA_05073
OG0001659	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494	AENJA_04668
OG0001660	DROME01600, DROME01597, DROME01598, DROME01599	AENJA_04731
OG0001663	DROME17604, DROME17603	AENJA_06086
OG0001664	DROME03276	AENJA_22480, AENJA_06183
OG0001665	DROME21335, DROME21336	AENJA_11003
OG0001665	DROME03860, DROME03861, DROME03859	AENJA_06300
OG0001666	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414	AENJA_07102
OG0001670	DROME15734, DROME15735	AENJA_08987, AENJA_13957
OG0001671	DROME06393, DROME06394, DROME06396, DROME06395	AENJA_09175
OG0001672	DROME04869, DROME04868, DROME04867	AENJA_09939
OG0001673	DROME15611, DROME15610	AENJA_11329
OG0001675	DROME07179, DROME07181, DROME07180	AENJA_11671
OG0001676	DROME15959, DROME15958, DROME15960	AENJA_11724
OG0001677	DROME14874	AENJA_11807
OG0001680	DROME20427	AENJA_16822
OG0001682	DROME17478, DROME17481, DROME17479, DROME17480, DROME17477	AENJA_17431
OG0001683	DROME04416, DROME04417, DROME04415	AENJA_18304
OG0001684	DROME15541	AENJA_18312
OG0001685	DROME10450	AENJA_18914
OG0001686	DROME15719	AENJA_19766, AENJA_19761
OG0001688	DROME20990, DROME20991, DROME20989	AENJA_20867, AENJA_20868
OG0001689	DROME21861, DROME21859	AENJA_21847
OG0001691	DROME07542, DROME07543, DROME07544, DROME07545	AENJA_24035
OG0001692	DROME00090, DROME00091	AENJA_24257
OG0001703	DROME06470, DROME06469	AENJA_18887, AENJA_19782, AENJA_00606, AENJA_19856
OG0001706	DROME01112	AENJA_00912
OG0001707	DROME04786, DROME04787	AENJA_00981, AENJA_25581
OG0001708	DROME10362, DROME14608, DROME16704	AENJA_01039
OG0001711	DROME16692, DROME16691, DROME16690	AENJA_01555
OG0001712	DROME09055, DROME09057, DROME09056, DROME09058, DROME09059	AENJA_02081
OG0001714	DROME06892	AENJA_02224
OG0001714	DROME13258, DROME13259	AENJA_13337
OG0001718	DROME18626, DROME18625, DROME18627	AENJA_02907
OG0001720	DROME07093, DROME07094, DROME07095	AENJA_03434
OG0001721	DROME21093, DROME21094	AENJA_03497
OG0001723	DROME01240, DROME01235, DROME01239, DROME01238, DROME01237, DROME01236	AENJA_12578
OG0001724	DROME16764, DROME16765, DROME16766, DROME16767	AENJA_04715, AENJA_04714, AENJA_04716
OG0001726	DROME01038, DROME01035, DROME01037, DROME01036	AENJA_06017
OG0001727	DROME01511, DROME01510, DROME01513, DROME01512	AENJA_06020
OG0001728	DROME19385	AENJA_08879
OG0001729	DROME04994, DROME04995, DROME04996	AENJA_08928
OG0001730	DROME08359, DROME08358, DROME08360, DROME08361	AENJA_09007
OG0001731	DROME16558	AENJA_09521
OG0001732	DROME05765, DROME05764, DROME05766	AENJA_11224
OG0001733	DROME12129, DROME11165	AENJA_11585
OG0001735	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045	AENJA_13640, AENJA_13638
OG0001736	DROME04354, DROME04355	AENJA_14070
OG0001738	DROME19892	AENJA_15108
OG0001739	DROME17504, DROME18573, DROME08124	AENJA_15111
OG0001744	DROME16508	AENJA_17309
OG0001745	DROME10489	AENJA_18802
OG0001746	DROME21748	AENJA_19060
OG0001747	DROME14222, DROME14221, DROME02413	AENJA_20575
OG0001748	DROME05096, DROME05095, DROME05094, DROME05090, DROME05092, DROME05091, DROME05089, DROME05084, DROME05088, DROME05087, DROME05098, DROME05097, DROME05099, DROME05085, DROME05086, DROME05102, DROME05103, DROME05100, DROME05101	AENJA_22163
OG0001749	DROME14967, DROME14968	AENJA_22441
OG0001750	DROME06453	AENJA_22826
OG0001751	DROME13918	AENJA_23225
OG0001752	DROME16905, DROME16904, DROME16907, DROME16906	AENJA_23699
OG0001754	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389	AENJA_24677
OG0001768	DROME07376, DROME07377	AENJA_00276
OG0001768	DROME14966	AENJA_00711, AENJA_26065
OG0001769	DROME08613	AENJA_00392
OG0001769	DROME15632, DROME15631	AENJA_14833
OG0001770	DROME12526, DROME12525	AENJA_00514
OG0001774	DROME16288	AENJA_01099
OG0001774	DROME17117, DROME17119, DROME17118	AENJA_09499
OG0001775	DROME03798	AENJA_01192
OG0001776	DROME13827, DROME13826, DROME13825, DROME13824	AENJA_01582
OG0001779	DROME15364	AENJA_13620
OG0001780	DROME12052	AENJA_03259, AENJA_03267, AENJA_06530
OG0001781	DROME05960	AENJA_25405
OG0001781	DROME03304	AENJA_03406
OG0001783	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578	AENJA_04445
OG0001786	DROME15286, DROME15285	AENJA_09558
OG0001786	DROME14974, DROME14975	AENJA_11303, AENJA_15773, AENJA_09559, AENJA_05017
OG0001787	DROME15226	AENJA_05662
OG0001789	DROME15206, DROME15202, DROME15200, DROME15204	AENJA_06214
OG0001791	DROME10268, DROME11994	AENJA_07751, AENJA_06278
OG0001792	DROME20324	AENJA_06373
OG0001793	DROME16987	AENJA_07131
OG0001794	DROME06075, DROME11897, DROME11898, DROME11899, DROME11900, DROME14777, DROME14776	AENJA_07515, AENJA_16390
OG0001798	DROME07480	AENJA_08367
OG0001799	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613	AENJA_08605
OG0001800	DROME19760, DROME19756, DROME19759, DROME19758, DROME19757	AENJA_09181
OG0001804	DROME18434, DROME18435, DROME18433, DROME18432	AENJA_10202
OG0001805	DROME11510, DROME11511	AENJA_10542
OG0001806	DROME09050, DROME15347, DROME15346	AENJA_10903
OG0001807	DROME02930, DROME02931, DROME02932	AENJA_12201
OG0001809	DROME10117, DROME10116	AENJA_13412
OG0001810	DROME12471	AENJA_13786
OG0001816	DROME01873	AENJA_15931
OG0001817	DROME01259, DROME06513, DROME06515, DROME06514	AENJA_17964
OG0001818	DROME09141	AENJA_18459
OG0001819	DROME00545	AENJA_19342
OG0001820	DROME08719, DROME08720	AENJA_19468, AENJA_19465, AENJA_19466
OG0001821	DROME10515, DROME10514	AENJA_21035
OG0001822	DROME10804, DROME10805, DROME10809, DROME10807, DROME10808, DROME10806	AENJA_21678
OG0001825	DROME08707, DROME08708, DROME08709	AENJA_23001
OG0001826	DROME04636, DROME04635, DROME04634, DROME04637	AENJA_23249
OG0001827	DROME14163	AENJA_23535
OG0001830	DROME21176, DROME21177, DROME21178, DROME21179	AENJA_25556
OG0001831	DROME16694, DROME16695, DROME16696	AENJA_25733
OG0001846	DROME07140	AENJA_23250, AENJA_00173
OG0001848	DROME18633, DROME18634	AENJA_12672
OG0001849	DROME12958	AENJA_00715
OG0001850	DROME11385, DROME11386, DROME11384, DROME11388, DROME11389, DROME11387	AENJA_00766
OG0001851	DROME00207	AENJA_00840, AENJA_24938, AENJA_00841, AENJA_00835, AENJA_00963, AENJA_04635, AENJA_18108
OG0001853	DROME09289, DROME09287, DROME09286	AENJA_13354
OG0001854	DROME00927, DROME15684, DROME20609, DROME12030	AENJA_22619, AENJA_04892, AENJA_16241, AENJA_22636, AENJA_03291, AENJA_26517, AENJA_20181, AENJA_07616, AENJA_12416, AENJA_20525, AENJA_18496
OG0001857	DROME04659, DROME04661, DROME04660, DROME04662	AENJA_04553
OG0001858	DROME10616, DROME10617, DROME10615	AENJA_04702
OG0001860	DROME00108, DROME00107	AENJA_05152
OG0001861	DROME09171, DROME09172	AENJA_25398, AENJA_11706, AENJA_05340
OG0001862	DROME16221	AENJA_06207
OG0001863	DROME11185	AENJA_14971
OG0001864	DROME05862, DROME05863, DROME05861	AENJA_07207
OG0001867	DROME12422, DROME12423, DROME12425, DROME12420, DROME12424, DROME12419, DROME12418, DROME12421, DROME12417, DROME12416	AENJA_07397
OG0001868	DROME01267, DROME01268, DROME01269, DROME01264, DROME01265, DROME01263, DROME01266	AENJA_07733
OG0001869	DROME13212, DROME13213	AENJA_07813
OG0001870	DROME02885	AENJA_07921
OG0001872	DROME15862, DROME15861	AENJA_08322
OG0001874	DROME06960	AENJA_08461
OG0001875	DROME02032	AENJA_09123
OG0001875	DROME16885	AENJA_16491
OG0001876	DROME07527, DROME07524, DROME07531, DROME07529, DROME07526, DROME07530, DROME07525, DROME07528, DROME07533, DROME07532	AENJA_09312
OG0001877	DROME04518	AENJA_09356
OG0001878	DROME14881, DROME14882	AENJA_09652
OG0001881	DROME18345, DROME18344	AENJA_11391
OG0001882	DROME21717, DROME21711	AENJA_13635
OG0001883	DROME19927	AENJA_14004
OG0001884	DROME01695, DROME01697, DROME01694, DROME01696	AENJA_14156
OG0001886	DROME14413	AENJA_14779
OG0001887	DROME16050	AENJA_15098
OG0001888	DROME11501, DROME11500, DROME11503, DROME11502	AENJA_15918
OG0001889	DROME06696	AENJA_16220
OG0001890	DROME08594, DROME08593	AENJA_16222
OG0001892	DROME21925, DROME21924, DROME21923	AENJA_17692
OG0001893	DROME02220	AENJA_19715
OG0001896	DROME18783	AENJA_22934
OG0001897	DROME10380	AENJA_24823
OG0001898	DROME00331, DROME00326, DROME00325, DROME00327, DROME00328, DROME00329, DROME00330	AENJA_25485
OG0001899	DROME17597, DROME17598, DROME17599	AENJA_25912
OG0001913	DROME20114, DROME20115	AENJA_00224
OG0001915	DROME15601	AENJA_00588
OG0001916	DROME06422	AENJA_10036
OG0001916	DROME12396	AENJA_00736
OG0001917	DROME05027, DROME05026	AENJA_01170
OG0001918	DROME00884	AENJA_08485, AENJA_16586, AENJA_26335, AENJA_01219
OG0001919	DROME15351, DROME15349	AENJA_03566
OG0001919	DROME17341	AENJA_02076
OG0001920	DROME06144, DROME06145, DROME06143, DROME06141, DROME06142, DROME06139, DROME06138, DROME06137, DROME06140	AENJA_02163, AENJA_26833
OG0001923	DROME13928	AENJA_03271
OG0001925	DROME18212, DROME18210, DROME18211	AENJA_04307
OG0001926	DROME02334	AENJA_04624
OG0001927	DROME06807	AENJA_23080, AENJA_23079, AENJA_04640
OG0001929	DROME20439, DROME20440	AENJA_05832
OG0001934	DROME11858	AENJA_08721
OG0001935	DROME05228	AENJA_08803
OG0001938	DROME15196, DROME15195, DROME15198, DROME15197	AENJA_09456
OG0001939	DROME06716	AENJA_09829
OG0001940	DROME20166	AENJA_10312
OG0001941	DROME09362, DROME09360, DROME09361	AENJA_10713
OG0001943	DROME05587, DROME05589, DROME05586, DROME05588	AENJA_12411
OG0001945	DROME09755, DROME09756, DROME22094, DROME20436	AENJA_12644, AENJA_24575
OG0001946	DROME09729	AENJA_12969
OG0001947	DROME14837	AENJA_13122
OG0001949	DROME05190	AENJA_14418
OG0001951	DROME01080, DROME01079, DROME01078, DROME07934	AENJA_15959
OG0001952	DROME00559, DROME00560	AENJA_16307
OG0001953	DROME10526, DROME10527, DROME10525, DROME10528	AENJA_16687, AENJA_16686
OG0001956	DROME18759	AENJA_17146
OG0001957	DROME16952, DROME16955, DROME16953, DROME16954	AENJA_17381
OG0001958	DROME01945	AENJA_17819
OG0001959	DROME00523, DROME00522	AENJA_18014
OG0001960	DROME07743, DROME07742, DROME07741, DROME07744	AENJA_18081
OG0001961	DROME02025, DROME02026	AENJA_18261
OG0001962	DROME21069, DROME21068, DROME21070, DROME15324	AENJA_18299
OG0001963	DROME19777, DROME19776	AENJA_18795
OG0001964	DROME13701, DROME13700, DROME13699	AENJA_20596
OG0001965	DROME13659	AENJA_21031, AENJA_26304
OG0001967	DROME07305	AENJA_22714
OG0001968	DROME04032	AENJA_22770
OG0001969	DROME05971, DROME05972, DROME17147, DROME05970	AENJA_23560
OG0001970	DROME01570, DROME01569	AENJA_24796
OG0001971	DROME18313	AENJA_26115
OG0001972	DROME05855, DROME05853, DROME05851, DROME05852, DROME05854, DROME05846, DROME05850, DROME05847, DROME05848, DROME05849	AENJA_26436
OG0001987	DROME14340	AENJA_00303
OG0001988	DROME11741	AENJA_00356
OG0001989	DROME00900, DROME00899, DROME00898, DROME00902, DROME00901	AENJA_01331
OG0001990	DROME05964	AENJA_09415
OG0001991	DROME05985	AENJA_04869
OG0001992	DROME21257	AENJA_04726, AENJA_03071
OG0001993	DROME12806	AENJA_03401
OG0001994	DROME13142	AENJA_03433
