Orthogroup	DROME	XENTR
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	XENTR13691, XENTR14498, XENTR07143
OG0001378	DROME14090, DROME14089	XENTR01985, XENTR01998, XENTR11085, XENTR12484
OG0001379	DROME02340	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	XENTR00111, XENTR05202
OG0001388	DROME15512	XENTR06312, XENTR11586, XENTR11585
OG0001389	DROME08448, DROME08449, DROME08447	XENTR05255, XENTR05190, XENTR01018, XENTR09739
OG0001390	DROME06967, DROME06966	XENTR03382, XENTR16716, XENTR00398, XENTR02568
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	XENTR16874
OG0001395	DROME22042	XENTR05456, XENTR16923, XENTR11578, XENTR07687
OG0001397	DROME12938	XENTR17141, XENTR17665
OG0001397	DROME12061	XENTR11843
OG0001399	DROME18551, DROME15177	XENTR06193, XENTR06192, XENTR02498, XENTR09890
OG0001401	DROME07715	XENTR11324
OG0001403	DROME02115, DROME02116, DROME02114	XENTR06529, XENTR17701, XENTR10933
OG0001404	DROME05603	XENTR15166, XENTR15165
OG0001405	DROME06373	XENTR07643, XENTR11005
OG0001405	DROME02126	XENTR16937, XENTR16938
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	XENTR09026, XENTR05268
OG0001408	DROME21635, DROME21636, DROME21634	XENTR06160, XENTR13671, XENTR01315
OG0001409	DROME18107	XENTR08239, XENTR15156
OG0001410	DROME00626	XENTR04211, XENTR11331
OG0001411	DROME13591, DROME09768, DROME09769	XENTR05513
OG0001413	DROME21681, DROME21682	XENTR10327
OG0001413	DROME17078	XENTR01450
OG0001414	DROME16698, DROME16697	XENTR16760
OG0001414	DROME00599	XENTR03396
OG0001416	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876	XENTR04093, XENTR17575
OG0001417	DROME21398, DROME21399	XENTR13968
OG0001417	DROME04528	XENTR05604
OG0001418	DROME11411	XENTR11447, XENTR00014, XENTR05877, XENTR04739
OG0001419	DROME00719	XENTR07503, XENTR07502, XENTR02430, XENTR02429
OG0001421	DROME08210	XENTR11642, XENTR10761, XENTR11862
OG0001422	DROME19262, DROME19263	XENTR07180, XENTR03319
OG0001423	DROME11161, DROME11163, DROME11162	XENTR11753, XENTR07724, XENTR12211
OG0001424	DROME10397	XENTR09472
OG0001425	DROME10455	XENTR00165, XENTR10054, XENTR15292
OG0001426	DROME16504, DROME16505	XENTR10547, XENTR11607, XENTR18289
OG0001427	DROME04112, DROME04111, DROME04110	XENTR12966
OG0001428	DROME00299, DROME00300	XENTR08058
OG0001430	DROME14607, DROME14606	XENTR11865, XENTR09506, XENTR03841, XENTR12647
OG0001431	DROME08311, DROME08313, DROME08312	XENTR12951, XENTR14198
OG0001432	DROME12684, DROME12683, DROME12682, DROME12685	XENTR14704
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	XENTR12757, XENTR01397, XENTR08074
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	XENTR07683, XENTR08203
OG0001438	DROME02079, DROME08565	XENTR00285, XENTR09773, XENTR08265, XENTR08266, XENTR08739
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	XENTR02912, XENTR02913, XENTR13967
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537
OG0001442	DROME14822, DROME14823, DROME14821	XENTR09401, XENTR05913, XENTR12864
OG0001445	DROME19218	XENTR00603, XENTR11995
OG0001447	DROME20519, DROME20520, DROME20518	XENTR06688, XENTR11993, XENTR11860
OG0001447	DROME01853, DROME01852	XENTR09505
OG0001449	DROME21187	XENTR18530
OG0001455	DROME05198	XENTR00058, XENTR11013, XENTR05881, XENTR12230
OG0001456	DROME21079	XENTR09379
OG0001458	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556	XENTR03285, XENTR14377, XENTR03961, XENTR03960
OG0001459	DROME20534	XENTR19263, XENTR05668
OG0001460	DROME19034	XENTR14447
OG0001461	DROME01468	XENTR05990
OG0001462	DROME07618, DROME07619	XENTR15395
OG0001463	DROME17238, DROME10819	XENTR15129, XENTR03741
OG0001464	DROME03533, DROME03534	XENTR03158, XENTR17134, XENTR06200
OG0001466	DROME20715	XENTR16300, XENTR03641
OG0001467	DROME03510	XENTR16639
OG0001468	DROME11512, DROME11513	XENTR04167, XENTR10607
OG0001469	DROME11498	XENTR01908
OG0001469	DROME15100	XENTR01260
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	XENTR08880, XENTR08883
OG0001472	DROME03418	XENTR12389
OG0001472	DROME01627	XENTR13330
OG0001474	DROME02835, DROME02834	XENTR01827
OG0001475	DROME11371, DROME08104, DROME08103	XENTR12916
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	XENTR11401
OG0001478	DROME17873, DROME17872	XENTR14390
OG0001479	DROME09340	XENTR01295, XENTR15874, XENTR09664
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	XENTR08394, XENTR12252, XENTR14932
OG0001482	DROME08131, DROME08132, DROME08133	XENTR16187, XENTR10305, XENTR01513
OG0001483	DROME17221	XENTR10570
OG0001484	DROME00233, DROME00235, DROME00237	XENTR07065
OG0001485	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031	XENTR03119, XENTR03410
OG0001486	DROME20978	XENTR14269, XENTR05434, XENTR04448, XENTR04449
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	XENTR16191, XENTR12791, XENTR03053
OG0001491	DROME10680, DROME10681, DROME10678, DROME10679	XENTR09782, XENTR05675, XENTR00937
OG0001492	DROME03966	XENTR06535, XENTR01139
OG0001495	DROME13469	XENTR13170
OG0001496	DROME19745	XENTR07933
OG0001501	DROME17335, DROME17336	XENTR06683, XENTR06684, XENTR12986
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	XENTR17438
OG0001503	DROME04749	XENTR14751
OG0001503	DROME03622	XENTR05638
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	XENTR02517
OG0001505	DROME08192	XENTR00271
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	XENTR00266, XENTR08441, XENTR08440
OG0001508	DROME11905	XENTR15984, XENTR15983, XENTR11480, XENTR11479
OG0001509	DROME10512, DROME10511	XENTR10571, XENTR03196
OG0001510	DROME00025	XENTR07005, XENTR12209, XENTR00355
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	XENTR03205
OG0001512	DROME19876, DROME13867, DROME13866	XENTR06982, XENTR02683
OG0001514	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650	XENTR09780, XENTR08966, XENTR10498
OG0001516	DROME13883	XENTR11018
OG0001517	DROME03470	XENTR13941, XENTR13905, XENTR09064
OG0001518	DROME10968	XENTR06101, XENTR00879, XENTR10542
OG0001519	DROME20785, DROME20788, DROME20786, DROME20787	XENTR04354, XENTR07152, XENTR01425, XENTR01426, XENTR01427
OG0001520	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838	XENTR12857, XENTR05173
OG0001521	DROME01243, DROME01242	XENTR14060, XENTR18950
OG0001522	DROME02905, DROME02904	XENTR15230, XENTR06664, XENTR16658
OG0001523	DROME11130	XENTR10881, XENTR17742
OG0001524	DROME06417, DROME06418	XENTR09548
OG0001524	DROME00342, DROME00343	XENTR00484
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	XENTR12515, XENTR12514
OG0001526	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110	XENTR01289, XENTR17681, XENTR16198, XENTR16199
OG0001527	DROME15289	XENTR01509
OG0001527	DROME00338	XENTR15735
OG0001528	DROME09325	XENTR17324
OG0001529	DROME07602, DROME07601	XENTR02811, XENTR02810, XENTR08383
OG0001532	DROME20201	XENTR11612, XENTR16708, XENTR06237
OG0001533	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969	XENTR07080, XENTR17861
OG0001534	DROME09046, DROME09047	XENTR05627, XENTR06763, XENTR05628
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	XENTR02403, XENTR05092
OG0001549	DROME13343, DROME13345, DROME13344	XENTR06613, XENTR07982, XENTR02588
OG0001550	DROME09122	XENTR05520
OG0001551	DROME08057	XENTR05545, XENTR05547
OG0001553	DROME02123, DROME02122	XENTR02229, XENTR09430, XENTR09742
OG0001554	DROME16741	XENTR08488, XENTR05924
OG0001556	DROME10072, DROME10071	XENTR11981, XENTR12703, XENTR11716, XENTR14115
OG0001557	DROME20902, DROME20901	XENTR11819
OG0001558	DROME19656, DROME19657	XENTR16416, XENTR06488
OG0001559	DROME00558	XENTR13444
OG0001559	DROME02902	XENTR09039, XENTR06623
OG0001561	DROME04222	XENTR16133, XENTR07954, XENTR01341
OG0001562	DROME16718	XENTR16910
OG0001563	DROME03209	XENTR12134
OG0001565	DROME18953, DROME18978	XENTR14497, XENTR14805, XENTR12160
OG0001567	DROME19417, DROME19416	XENTR10094, XENTR00289
OG0001568	DROME08963, DROME07259, DROME19219	XENTR05615
OG0001569	DROME03783	XENTR02711, XENTR00703, XENTR00702
OG0001572	DROME11998	XENTR14408
OG0001574	DROME21965, DROME21966, DROME21964, DROME21967	XENTR01390, XENTR06575, XENTR18448, XENTR11497, XENTR11496
OG0001575	DROME14105, DROME14107, DROME14106, DROME14108	XENTR14038, XENTR14037, XENTR16150
OG0001576	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049	XENTR15048, XENTR13227
OG0001579	DROME17796	XENTR06690
OG0001580	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958	XENTR13327, XENTR07267
OG0001582	DROME15756, DROME15757	XENTR07708, XENTR17762, XENTR01173
OG0001583	DROME08180, DROME08179	XENTR11561, XENTR14641
OG0001584	DROME19782	XENTR09628, XENTR09629
OG0001589	DROME16983, DROME16982, DROME16981, DROME09858	XENTR11338
OG0001590	DROME14234, DROME13421	XENTR10428
OG0001593	DROME06841, DROME06840	XENTR11547, XENTR08681, XENTR08680, XENTR02666, XENTR11433
OG0001594	DROME10666, DROME10665	XENTR11402
OG0001596	DROME03082, DROME03081, DROME03080	XENTR18374, XENTR16155
OG0001597	DROME12080	XENTR05372
OG0001599	DROME14559	XENTR07390, XENTR07367
OG0001600	DROME19005	XENTR16112, XENTR13590, XENTR11793
OG0001602	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796	XENTR04428
OG0001603	DROME10271	XENTR15113
OG0001603	DROME05748, DROME05749	XENTR12927
OG0001604	DROME13655, DROME13654	XENTR11091
OG0001604	DROME15595, DROME15593, DROME15592, DROME15594	XENTR13341
OG0001605	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001	XENTR04606
OG0001606	DROME01628	XENTR08318, XENTR10494
OG0001608	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455	XENTR00220, XENTR05052
OG0001609	DROME13801, DROME13802, DROME13800	XENTR06189
OG0001609	DROME09555	XENTR11285
OG0001610	DROME06881	XENTR16107, XENTR10867, XENTR00221
OG0001611	DROME07510, DROME07509, DROME07511	XENTR13532, XENTR13440, XENTR02083
OG0001612	DROME07050, DROME07049	XENTR11391
OG0001614	DROME14120	XENTR03364
OG0001614	DROME17646	XENTR09810
OG0001615	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809	XENTR04468, XENTR16398
OG0001617	DROME13150, DROME13151	XENTR13009, XENTR13010
OG0001620	DROME01154, DROME01153, DROME01150, DROME01151	XENTR12935, XENTR17480, XENTR03941
OG0001621	DROME19943, DROME19942, DROME19944	XENTR01806, XENTR05633
OG0001624	DROME08385, DROME08387, DROME08386, DROME08384	XENTR12858, XENTR07807
OG0001627	DROME17716, DROME17715	XENTR11789
OG0001628	DROME21766	XENTR01654
OG0001632	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193	XENTR02813, XENTR01250, XENTR01348
OG0001634	DROME02691, DROME02692	XENTR15612
OG0001634	DROME06767	XENTR11998
OG0001635	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443	XENTR14373, XENTR03970
OG0001638	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415	XENTR17765, XENTR01518
OG0001639	DROME01523, DROME01525, DROME01524	XENTR05276, XENTR13285, XENTR13286
OG0001641	DROME08987, DROME08990, DROME08991	XENTR14307
OG0001642	DROME09872	XENTR09499, XENTR14534, XENTR14535
OG0001643	DROME03424, DROME03423, DROME03425	XENTR18601, XENTR05703, XENTR05702, XENTR14501
OG0001644	DROME05204	XENTR02166
OG0001646	DROME17895	XENTR14678, XENTR01950, XENTR06522, XENTR13912
OG0001651	DROME01946	XENTR14299, XENTR16608
OG0001652	DROME14027, DROME14026, DROME19080	XENTR13535
OG0001653	DROME03945, DROME03944, DROME03946	XENTR11019
OG0001654	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085	XENTR17243, XENTR09614
OG0001655	DROME11541, DROME11542	XENTR03302, XENTR02328, XENTR08790, XENTR08791
OG0001656	DROME12672	XENTR04366
OG0001657	DROME16951	XENTR00532, XENTR17851
OG0001658	DROME02666, DROME02667	XENTR04483
OG0001658	DROME02670	XENTR12967
OG0001659	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494	XENTR05457, XENTR00169, XENTR00170
OG0001660	DROME01600, DROME01597, DROME01598, DROME01599	XENTR13183, XENTR03454, XENTR14380
OG0001663	DROME17604, DROME17603	XENTR18540, XENTR18541
OG0001664	DROME03276	XENTR00344, XENTR00343, XENTR11452, XENTR14760
OG0001665	DROME21335, DROME21336	XENTR01674
OG0001665	DROME03860, DROME03861, DROME03859	XENTR10394
OG0001666	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414	XENTR09349
OG0001670	DROME15734, DROME15735	XENTR06115, XENTR06114, XENTR00297
OG0001671	DROME06393, DROME06394, DROME06396, DROME06395	XENTR08372
OG0001672	DROME04869, DROME04868, DROME04867	XENTR03686, XENTR05392, XENTR14798
OG0001673	DROME15611, DROME15610	XENTR02411
OG0001675	DROME07179, DROME07181, DROME07180	XENTR05024, XENTR15538
OG0001676	DROME15959, DROME15958, DROME15960	XENTR08096
OG0001677	DROME14874	XENTR06345
OG0001680	DROME20427	XENTR01655, XENTR07200, XENTR11670, XENTR09484, XENTR09485
OG0001682	DROME17478, DROME17481, DROME17479, DROME17480, DROME17477	XENTR18099
OG0001683	DROME04416, DROME04417, DROME04415	XENTR14409, XENTR18194, XENTR05463, XENTR11397
OG0001684	DROME15541	XENTR12235, XENTR00429
OG0001685	DROME10450	XENTR03486, XENTR03485
OG0001686	DROME15719	XENTR03714
OG0001688	DROME20991, DROME20989	XENTR12165, XENTR12164, XENTR17332
OG0001689	DROME21861, DROME21859	XENTR06536, XENTR01151, XENTR01152
OG0001691	DROME07542, DROME07543, DROME07544, DROME07545	XENTR19286
OG0001692	DROME00090, DROME00091	XENTR00015, XENTR05878, XENTR04738
OG0001703	DROME06470, DROME06469	XENTR02667
OG0001706	DROME01112	XENTR05262, XENTR06974, XENTR05263
OG0001707	DROME04786, DROME04787	XENTR04513
OG0001711	DROME16692, DROME16691, DROME16690	XENTR06620, XENTR13096
OG0001712	DROME09055, DROME09057, DROME09056, DROME09058, DROME09059	XENTR05564, XENTR02704
OG0001714	DROME06892	XENTR03907
OG0001714	DROME13258, DROME13259	XENTR16567
OG0001718	DROME18626, DROME18625, DROME18627	XENTR03869
OG0001720	DROME07093, DROME07094, DROME07095	XENTR17421, XENTR17422, XENTR01149
OG0001721	DROME21093, DROME21094	XENTR13555, XENTR07868, XENTR08455
OG0001723	DROME01240, DROME01235, DROME01239, DROME01238, DROME01237, DROME01236	XENTR11325, XENTR02045, XENTR09068
OG0001724	DROME16764, DROME16765, DROME16766, DROME16767	XENTR07871
OG0001726	DROME01038, DROME01035, DROME01037, DROME01036	XENTR10952
OG0001727	DROME01511, DROME01510, DROME01513, DROME01512	XENTR02406, XENTR00200, XENTR00201
OG0001728	DROME19385	XENTR08116, XENTR00572
OG0001729	DROME04994, DROME04995, DROME04996	XENTR02877, XENTR02809
OG0001730	DROME08359, DROME08358, DROME08360, DROME08361	XENTR00053, XENTR16791
OG0001731	DROME16558	XENTR15747
OG0001732	DROME05765, DROME05764, DROME05766	XENTR09057, XENTR03190
OG0001733	DROME12129, DROME11165	XENTR07919
OG0001735	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045	XENTR05402, XENTR16930
OG0001736	DROME04354, DROME04355	XENTR10208, XENTR16350
OG0001737	DROME03102	XENTR19032
OG0001738	DROME19892	XENTR14124, XENTR16771
OG0001739	DROME17504, DROME18573, DROME08124	XENTR13668, XENTR18284
OG0001743	DROME19492, DROME19493, DROME19497, DROME19491, DROME19495, DROME19490, DROME19494, DROME19498, DROME19496	XENTR07739
OG0001744	DROME16508	XENTR04185, XENTR01893, XENTR04186, XENTR06221
OG0001745	DROME10489	XENTR12852, XENTR09624
OG0001746	DROME21748	XENTR17013, XENTR17012
OG0001747	DROME14222, DROME14221, DROME02413	XENTR01108, XENTR03213, XENTR03209, XENTR03208, XENTR03210, XENTR03212, XENTR03211, XENTR03203, XENTR03204, XENTR07433
OG0001748	DROME05096, DROME05095, DROME05094, DROME05090, DROME05092, DROME05091, DROME05089, DROME05084, DROME05088, DROME05087, DROME05098, DROME05097, DROME05099, DROME05085, DROME05086, DROME05102, DROME05103, DROME05100, DROME05101	XENTR08935, XENTR02210
OG0001749	DROME14967, DROME14968	XENTR08701, XENTR03971, XENTR14372
OG0001752	DROME16905, DROME16904, DROME16907, DROME16906	XENTR05862, XENTR05863, XENTR10279
OG0001754	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389	XENTR11387, XENTR08474, XENTR05086
OG0001755	DROME01391, DROME01389, DROME01390, DROME01388, DROME01392	XENTR02652
OG0001760	DROME19343, DROME19342	XENTR10103, XENTR11122
OG0001768	DROME07376, DROME07377	XENTR02663
OG0001768	DROME14966	XENTR00583
OG0001769	DROME08613	XENTR12819
OG0001769	DROME15632, DROME15631	XENTR13309
OG0001770	DROME12526, DROME12525	XENTR05192, XENTR05256, XENTR09738, XENTR01019
OG0001774	DROME16288	XENTR17983
OG0001774	DROME17117, DROME17119, DROME17118	XENTR10461
OG0001775	DROME03798	XENTR08314, XENTR15724
OG0001776	DROME13827, DROME13826, DROME13825, DROME13824	XENTR15841, XENTR08652, XENTR01913
OG0001778	DROME03281	XENTR16949, XENTR16948
OG0001779	DROME00498	XENTR10429, XENTR10432
OG0001780	DROME12052	XENTR00800, XENTR12607
OG0001781	DROME05960	XENTR01701
OG0001781	DROME03304	XENTR12943
OG0001783	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578	XENTR01760, XENTR09127
OG0001785	DROME20701, DROME20700	XENTR09347
OG0001787	DROME15226	XENTR16345, XENTR10666, XENTR10665, XENTR13689
OG0001789	DROME15206, DROME15202, DROME15200, DROME15204	XENTR01158, XENTR11105
OG0001792	DROME20324	XENTR11934, XENTR11933
OG0001793	DROME21922	XENTR10072
OG0001794	DROME06075, DROME11897, DROME11898, DROME11899, DROME11900, DROME14777, DROME14776	XENTR10714
OG0001798	DROME07480	XENTR16775, XENTR10051
OG0001799	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613	XENTR03523, XENTR06340
OG0001800	DROME19760, DROME19756, DROME19759, DROME19758, DROME19757	XENTR11113, XENTR10796
OG0001804	DROME18434, DROME18435, DROME18433, DROME18432	XENTR12189, XENTR00869
OG0001805	DROME11510, DROME11511	XENTR07066, XENTR17499
OG0001806	DROME09050, DROME15347, DROME15346	XENTR00733, XENTR02566, XENTR02565
OG0001807	DROME02930, DROME02931, DROME02932	XENTR12261
OG0001809	DROME10117, DROME10116	XENTR09671, XENTR00098, XENTR00099
OG0001810	DROME12471	XENTR11814
OG0001816	DROME01873	XENTR12357, XENTR04741
OG0001817	DROME01259, DROME06513, DROME06515, DROME06514	XENTR01799, XENTR07383, XENTR11210, XENTR16361, XENTR16279, XENTR19231, XENTR07609
OG0001818	DROME09141	XENTR08496, XENTR08495, XENTR08497, XENTR16571
OG0001819	DROME17329, DROME17330, DROME07897, DROME00545	XENTR03393, XENTR03154
OG0001820	DROME08719, DROME08720	XENTR11735, XENTR11739, XENTR08919
OG0001821	DROME10515, DROME10514	XENTR04786
OG0001822	DROME10804, DROME10805, DROME10809, DROME10807, DROME10808, DROME10806	XENTR17740, XENTR13294, XENTR10879
OG0001824	DROME07762, DROME07761, DROME05770	XENTR14540
OG0001825	DROME08707, DROME08708, DROME08709	XENTR01399, XENTR12908
