Orthogroup	DROME	ORYLA
OG0001326	DROME03927	ORYLA00013, ORYLA05047, ORYLA02306, ORYLA02304, ORYLA00758
OG0001327	DROME02674, DROME02673, DROME02675	ORYLA15316
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	ORYLA07932, ORYLA16248, ORYLA04009, ORYLA03267, ORYLA17273
OG0001337	DROME20158	ORYLA02348, ORYLA17664, ORYLA06931
OG0001341	DROME00588	ORYLA19403
OG0001341	DROME19896, DROME19897, DROME19895	ORYLA14314
OG0001344	DROME04657, DROME04656	ORYLA02700
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	ORYLA09547, ORYLA09548, ORYLA08775, ORYLA01011, ORYLA01010
OG0001350	DROME03240, DROME03239, DROME20607	ORYLA06653
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	ORYLA04330, ORYLA09616, ORYLA08732
OG0001352	DROME11579, DROME11580	ORYLA17415, ORYLA09343, ORYLA14143
OG0001353	DROME12504, DROME12505	ORYLA06297, ORYLA20269
OG0001354	DROME18928	ORYLA13415, ORYLA00266, ORYLA06924, ORYLA17236
OG0001355	DROME18115	ORYLA06341, ORYLA03610, ORYLA09570, ORYLA12270, ORYLA19438, ORYLA00855, ORYLA17810, ORYLA02331
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	ORYLA14068, ORYLA15897, ORYLA14716, ORYLA11021
OG0001358	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319	ORYLA11553
OG0001359	DROME20396, DROME20399, DROME20398, DROME20397	ORYLA13603, ORYLA10324, ORYLA12621, ORYLA05730
OG0001362	DROME16079, DROME16080	ORYLA05597, ORYLA06832
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	ORYLA14931, ORYLA06964, ORYLA02934
OG0001364	DROME18347, DROME18348	ORYLA07287, ORYLA06962
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	ORYLA19471, ORYLA08891, ORYLA09706
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	ORYLA14461, ORYLA07111, ORYLA09231, ORYLA11747, ORYLA12559
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	ORYLA04793, ORYLA11335, ORYLA10470
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	ORYLA18543
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	ORYLA00720
OG0001372	DROME06987	ORYLA13141
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	ORYLA16751, ORYLA16639, ORYLA08259, ORYLA07770
OG0001375	DROME12544	ORYLA11959, ORYLA01972, ORYLA01971
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	ORYLA03122, ORYLA05570, ORYLA09409, ORYLA08741
OG0001378	DROME14090, DROME14089	ORYLA17783, ORYLA02855, ORYLA04943, ORYLA00326, ORYLA01139, ORYLA01326
OG0001379	DROME02340	ORYLA06942, ORYLA12825, ORYLA01022, ORYLA01021, ORYLA04265
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	ORYLA08421, ORYLA09694, ORYLA15977
OG0001388	DROME15512	ORYLA04165, ORYLA01262
OG0001389	DROME08448, DROME08449, DROME08447	ORYLA12186, ORYLA07219, ORYLA20465
OG0001390	DROME06967, DROME06966	ORYLA02234, ORYLA02235, ORYLA02236, ORYLA05388, ORYLA16840, ORYLA08034, ORYLA20355, ORYLA13684, ORYLA15679
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	ORYLA01445
OG0001395	DROME22042	ORYLA10336, ORYLA12492, ORYLA01370, ORYLA08821
OG0001397	DROME12938	ORYLA01225, ORYLA05017
OG0001397	DROME12061	ORYLA08172
OG0001399	DROME18551, DROME15177	ORYLA04243, ORYLA12652, ORYLA18690
OG0001401	DROME07715	ORYLA09174
OG0001403	DROME02115, DROME02116, DROME02114	ORYLA17267
OG0001404	DROME05603	ORYLA16925
OG0001405	DROME06373	ORYLA12568, ORYLA05423
OG0001405	DROME02126	ORYLA07257
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	ORYLA13300, ORYLA07680, ORYLA01398
OG0001408	DROME21635, DROME21636, DROME21634	ORYLA02846, ORYLA00579, ORYLA08954
OG0001409	DROME18107	ORYLA05905, ORYLA01929, ORYLA09977
OG0001410	DROME00626	ORYLA16518
OG0001411	DROME13591, DROME09768, DROME09769	ORYLA12881
OG0001413	DROME21681, DROME21682	ORYLA17782
OG0001414	DROME16698, DROME16697	ORYLA05226
OG0001414	DROME00599	ORYLA18972
OG0001416	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876	ORYLA16022, ORYLA14442
OG0001417	DROME04528	ORYLA00545
OG0001418	DROME11411	ORYLA17080, ORYLA13376, ORYLA13151, ORYLA06383, ORYLA02393
OG0001419	DROME00719	ORYLA04900, ORYLA20043, ORYLA20042, ORYLA10533
OG0001421	DROME08210	ORYLA11990, ORYLA11681
OG0001422	DROME19262, DROME19263	ORYLA08800, ORYLA05608, ORYLA05609, ORYLA09888
OG0001423	DROME11161, DROME11163, DROME11162	ORYLA06105, ORYLA06106, ORYLA19580, ORYLA13563, ORYLA00859, ORYLA17104
OG0001424	DROME10397	ORYLA13598
OG0001425	DROME10455	ORYLA11812, ORYLA14660, ORYLA02799, ORYLA17328
OG0001426	DROME16504, DROME16505	ORYLA13127, ORYLA13128, ORYLA16142, ORYLA14438, ORYLA07443
OG0001427	DROME04112, DROME04111, DROME04110	ORYLA20270, ORYLA07026, ORYLA11867
OG0001428	DROME00299, DROME00300	ORYLA15651, ORYLA13762, ORYLA18311, ORYLA05873, ORYLA01893
OG0001429	DROME15859, DROME15858	ORYLA11872
OG0001430	DROME14607, DROME14606	ORYLA11790, ORYLA01079, ORYLA10149, ORYLA03115, ORYLA03625
OG0001431	DROME08311, DROME08313, DROME08312	ORYLA06418, ORYLA16444
OG0001432	DROME12684, DROME12683, DROME12682, DROME12685	ORYLA19855, ORYLA16066, ORYLA06470
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	ORYLA10563, ORYLA19887, ORYLA02213, ORYLA05137
OG0001435	DROME00261, DROME00262	ORYLA07135, ORYLA07136, ORYLA07134, ORYLA07133, ORYLA09304, ORYLA09303, ORYLA09306, ORYLA09305
OG0001436	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804	ORYLA09342, ORYLA06774
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	ORYLA09273, ORYLA06548, ORYLA09274
OG0001438	DROME02079, DROME08565	ORYLA13293, ORYLA09472, ORYLA14084, ORYLA17990, ORYLA05036, ORYLA04502
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	ORYLA06607, ORYLA09297
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	ORYLA05650, ORYLA02185, ORYLA19944, ORYLA11690, ORYLA11689
OG0001442	DROME14822, DROME14823, DROME14821	ORYLA11523, ORYLA03156, ORYLA04216, ORYLA01983, ORYLA05951
OG0001445	DROME19218	ORYLA18556, ORYLA03367, ORYLA03366
OG0001447	DROME20519, DROME20520, DROME20518	ORYLA10401, ORYLA03364, ORYLA11793
OG0001447	DROME01853, DROME01852	ORYLA01063
OG0001449	DROME21187	ORYLA11305
OG0001455	DROME05198	ORYLA12940, ORYLA17467, ORYLA13172, ORYLA06381, ORYLA00256, ORYLA17114
OG0001456	DROME21079	ORYLA10215
OG0001458	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556	ORYLA20478, ORYLA20479, ORYLA04251, ORYLA01275, ORYLA09939, ORYLA08813
OG0001459	DROME20534	ORYLA16343
OG0001460	DROME19034	ORYLA08107, ORYLA05005
OG0001461	DROME01468	ORYLA19866
OG0001462	DROME07618, DROME07619	ORYLA11791
OG0001463	DROME17238, DROME10819	ORYLA12639, ORYLA12308
OG0001464	DROME03533, DROME03534	ORYLA09804, ORYLA08394, ORYLA05677, ORYLA16104, ORYLA14378
OG0001466	DROME20715	ORYLA11704, ORYLA01209
OG0001467	DROME03510	ORYLA03144
OG0001468	DROME11512, DROME11513	ORYLA08601, ORYLA08600, ORYLA09151, ORYLA06717
OG0001469	DROME11498	ORYLA17794
OG0001469	DROME15100	ORYLA05419
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	ORYLA03759
OG0001472	DROME03418	ORYLA05712
OG0001472	DROME01627	ORYLA15948
OG0001474	DROME02835, DROME02834	ORYLA07769
OG0001475	DROME11371, DROME08104, DROME08103	ORYLA13842, ORYLA15634
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	ORYLA10593, ORYLA03172, ORYLA04062
OG0001478	DROME17873, DROME17872	ORYLA11904, ORYLA07755
OG0001479	DROME09340	ORYLA13290, ORYLA16589, ORYLA18144, ORYLA02932
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	ORYLA00743, ORYLA01857, ORYLA05529, ORYLA05528
OG0001482	DROME08131, DROME08132, DROME08133	ORYLA07921, ORYLA16884, ORYLA02763, ORYLA17970, ORYLA04390
OG0001484	DROME00233, DROME00235, DROME00237	ORYLA18741, ORYLA15816, ORYLA13829, ORYLA13710
OG0001485	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031	ORYLA12718, ORYLA14982, ORYLA17705, ORYLA02318
OG0001486	DROME20978	ORYLA13675, ORYLA11156, ORYLA15307, ORYLA16351, ORYLA12057
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	ORYLA00195, ORYLA04616, ORYLA07533, ORYLA10697, ORYLA03495
OG0001491	DROME10680, DROME10681, DROME10678, DROME10679	ORYLA19762, ORYLA16648, ORYLA05791, ORYLA05790, ORYLA16773, ORYLA07789
OG0001492	DROME03966	ORYLA16834, ORYLA17613
OG0001495	DROME13469	ORYLA20241
OG0001496	DROME19745	ORYLA01505
OG0001501	DROME17335, DROME17336	ORYLA10661, ORYLA10605
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	ORYLA17055
OG0001503	DROME04749	ORYLA13177
OG0001503	DROME03622	ORYLA17046, ORYLA17047
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	ORYLA15456
OG0001505	DROME08192	ORYLA10202, ORYLA08833, ORYLA07422
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	ORYLA07141, ORYLA16222
OG0001508	DROME11905	ORYLA12347, ORYLA14625, ORYLA16349, ORYLA16350
OG0001509	DROME10512, DROME10511	ORYLA12274, ORYLA03612
OG0001510	DROME00025	ORYLA17456, ORYLA16556, ORYLA16557, ORYLA13247
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	ORYLA03620, ORYLA06342, ORYLA07444
OG0001512	DROME19876, DROME13867, DROME13866	ORYLA02917, ORYLA02918, ORYLA17795, ORYLA13561, ORYLA13562
OG0001514	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650	ORYLA00905, ORYLA01213, ORYLA08124, ORYLA04933
OG0001516	DROME13883	ORYLA18645, ORYLA18644
OG0001517	DROME03470	ORYLA17447, ORYLA08991, ORYLA13528, ORYLA13529
OG0001518	DROME10968	ORYLA06952, ORYLA20178, ORYLA13276, ORYLA10303
OG0001519	DROME20785, DROME20788, DROME20786, DROME20787	ORYLA13560, ORYLA07350, ORYLA00409
OG0001520	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838	ORYLA02116, ORYLA11477
OG0001522	DROME02905, DROME02904	ORYLA11664, ORYLA10662
OG0001523	DROME11130	ORYLA11194, ORYLA15086
OG0001524	DROME06417, DROME06418	ORYLA00012, ORYLA05046
OG0001524	DROME00342, DROME00343	ORYLA12443
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	ORYLA17631
OG0001526	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110	ORYLA17247, ORYLA02495, ORYLA16611
OG0001527	DROME15289	ORYLA02867
OG0001527	DROME00338	ORYLA20388, ORYLA20389
OG0001528	DROME09325	ORYLA07415
OG0001529	DROME07602, DROME07601	ORYLA13719, ORYLA14481
OG0001532	DROME20201	ORYLA16027, ORYLA07446, ORYLA06821, ORYLA18344
OG0001533	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969	ORYLA09911, ORYLA08628, ORYLA09442
OG0001534	DROME09046, DROME09047	ORYLA16942, ORYLA16536, ORYLA07761, ORYLA07727, ORYLA07726
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	ORYLA05229
OG0001549	DROME13343, DROME13345, DROME13344	ORYLA14761, ORYLA11227, ORYLA13790, ORYLA15912, ORYLA13679
OG0001550	DROME09122	ORYLA04848
OG0001551	DROME08057	ORYLA10506, ORYLA10505
OG0001553	DROME02123, DROME02122	ORYLA17357, ORYLA02293, ORYLA08070, ORYLA04977, ORYLA03887
OG0001554	DROME16741	ORYLA04069, ORYLA07551
OG0001556	DROME10072, DROME10071	ORYLA11749, ORYLA12555, ORYLA11319, ORYLA10498, ORYLA04339
OG0001557	DROME20902, DROME20901	ORYLA12490
OG0001557	DROME07367	ORYLA14586
OG0001558	DROME19656, DROME19657	ORYLA02757, ORYLA18032, ORYLA19384
OG0001559	DROME00558	ORYLA05417
OG0001559	DROME02902	ORYLA10089, ORYLA11639, ORYLA04343
OG0001560	DROME14810, DROME17871	ORYLA07189
OG0001561	DROME04222	ORYLA15919, ORYLA15392, ORYLA13862, ORYLA10938
OG0001565	DROME18953, DROME18978	ORYLA05573, ORYLA05572, ORYLA07675, ORYLA06237
OG0001567	DROME19417, DROME19416	ORYLA13058, ORYLA06494
OG0001568	DROME08963, DROME07259, DROME19219	ORYLA17084
OG0001569	DROME03783	ORYLA12265, ORYLA09574, ORYLA00969
OG0001572	DROME11998	ORYLA04283
OG0001574	DROME21965, DROME21966, DROME21964, DROME21967	ORYLA00590, ORYLA16507, ORYLA08178, ORYLA16646, ORYLA05807
OG0001575	DROME14105, DROME14107, DROME14106, DROME14108	ORYLA10849, ORYLA17836, ORYLA13898, ORYLA15934
OG0001576	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049	ORYLA02374, ORYLA12205
OG0001579	DROME17796	ORYLA07879
OG0001580	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958	ORYLA15950, ORYLA14282, ORYLA15951, ORYLA12668
OG0001582	DROME15756, DROME15757	ORYLA02289, ORYLA04090, ORYLA03534, ORYLA17772
OG0001583	DROME08180, DROME08179	ORYLA20413, ORYLA00738, ORYLA05062
OG0001584	DROME19782	ORYLA13120
OG0001589	DROME16983, DROME16982, DROME16981, DROME09858	ORYLA16530
OG0001590	DROME14234, DROME13421	ORYLA12337
OG0001593	DROME06841, DROME06840	ORYLA19874, ORYLA00447, ORYLA12153, ORYLA12152, ORYLA19629, ORYLA01620
OG0001594	DROME10666, DROME10665	ORYLA04061
OG0001596	DROME03082, DROME03081, DROME03080	ORYLA10881, ORYLA15329, ORYLA13783, ORYLA15922
OG0001597	DROME12080	ORYLA18712
OG0001599	DROME14559	ORYLA16526, ORYLA16525, ORYLA16314
OG0001600	DROME19005	ORYLA01865, ORYLA01864, ORYLA10572, ORYLA11507, ORYLA06480
OG0001602	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796	ORYLA12114
OG0001603	DROME10271	ORYLA02090
OG0001603	DROME05748, DROME05749	ORYLA05894
OG0001604	DROME13655, DROME13654	ORYLA07645
OG0001604	DROME15595, DROME15593, DROME15592, DROME15594	ORYLA03242
OG0001605	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001	ORYLA07546, ORYLA06239, ORYLA15168, ORYLA19098
OG0001606	DROME01628	ORYLA02818, ORYLA02816, ORYLA08120
OG0001608	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455	ORYLA06019, ORYLA15351
OG0001609	DROME13801, DROME13802, DROME13800	ORYLA09645
OG0001609	DROME09555	ORYLA14062
OG0001610	DROME06881	ORYLA10612, ORYLA15888, ORYLA05347, ORYLA01728
OG0001611	DROME07510, DROME07509, DROME07511	ORYLA11820, ORYLA10639, ORYLA00086, ORYLA05012, ORYLA03043
OG0001612	DROME07050, DROME07049	ORYLA05310
OG0001614	DROME14120	ORYLA06852
OG0001614	DROME17646	ORYLA00725
OG0001615	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809	ORYLA15214, ORYLA11232
OG0001620	DROME01154, DROME01153, DROME01150, DROME01151	ORYLA05887, ORYLA18071, ORYLA06671, ORYLA13474
OG0001621	DROME19943, DROME19942, DROME19944	ORYLA16707, ORYLA16984, ORYLA07730
OG0001624	DROME08385, DROME08387, DROME08386, DROME08384	ORYLA16062, ORYLA11784, ORYLA15861
OG0001628	DROME21766	ORYLA04697
OG0001632	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193	ORYLA13672, ORYLA19419, ORYLA19418, ORYLA19517
OG0001634	DROME02691, DROME02692	ORYLA02609
OG0001634	DROME06767	ORYLA12522, ORYLA03396
OG0001635	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443	ORYLA01259, ORYLA08815
OG0001638	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415	ORYLA04382, ORYLA04383, ORYLA04380, ORYLA04381
OG0001639	DROME01523, DROME01525, DROME01524	ORYLA14796, ORYLA14797, ORYLA12628, ORYLA12981
OG0001641	DROME08987, DROME08990, DROME08991	ORYLA16417, ORYLA16416, ORYLA07882, ORYLA08892, ORYLA06223
OG0001642	DROME09872	ORYLA07681, ORYLA02864, ORYLA07682, ORYLA02865
OG0001643	DROME03424, DROME03423, DROME03425	ORYLA06241, ORYLA03825, ORYLA03280
OG0001644	DROME05204	ORYLA05371
OG0001646	DROME17895	ORYLA07909, ORYLA16380, ORYLA17337, ORYLA14117, ORYLA17976
OG0001651	DROME01946	ORYLA01203, ORYLA07721, ORYLA05077, ORYLA02543
OG0001652	DROME14027, DROME14026, DROME19080	ORYLA10454
OG0001653	DROME03945, DROME03944, DROME03946	ORYLA17508, ORYLA02619
OG0001654	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085	ORYLA05273, ORYLA18745
OG0001655	DROME11541, DROME11542	ORYLA07526, ORYLA08529, ORYLA07560
OG0001656	DROME12672	ORYLA03191, ORYLA16457
OG0001657	DROME16951	ORYLA02690, ORYLA17570, ORYLA07401, ORYLA00511
OG0001658	DROME02670	ORYLA20274, ORYLA16069
OG0001659	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494	ORYLA05429, ORYLA10579
OG0001660	DROME01600, DROME01597, DROME01598, DROME01599	ORYLA01347, ORYLA07223, ORYLA00950, ORYLA07222
OG0001663	DROME17604, DROME17603	ORYLA16035
OG0001664	DROME03276	ORYLA13462, ORYLA17083, ORYLA02772
OG0001665	DROME21335, DROME21336	ORYLA17183
OG0001665	DROME03860, DROME03861, DROME03859	ORYLA00789
OG0001666	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414	ORYLA08798
OG0001670	DROME15734, DROME15735	ORYLA07504, ORYLA00003, ORYLA06243
OG0001671	DROME06393, DROME06394, DROME06396, DROME06395	ORYLA14195, ORYLA15872
OG0001672	DROME04869, DROME04868, DROME04867	ORYLA09041, ORYLA09875, ORYLA08234, ORYLA01794
OG0001673	DROME15611, DROME15610	ORYLA10157, ORYLA03406, ORYLA10600, ORYLA11975
OG0001675	DROME07179, DROME07181, DROME07180	ORYLA05453, ORYLA11313, ORYLA08776
OG0001676	DROME15959, DROME15958, DROME15960	ORYLA12813, ORYLA12814, ORYLA06876
OG0001677	DROME14874	ORYLA17546
OG0001680	DROME20427	ORYLA10183, ORYLA03488, ORYLA03020
OG0001682	DROME17478, DROME17481, DROME17479, DROME17480, DROME17477	ORYLA08623
OG0001683	DROME04416, DROME04417, DROME04415	ORYLA09372, ORYLA04284, ORYLA01459, ORYLA19884, ORYLA11775, ORYLA05306
OG0001684	DROME15541	ORYLA06104, ORYLA13071
OG0001685	DROME10450	ORYLA01166, ORYLA00356
OG0001686	DROME15719	ORYLA00739
OG0001688	DROME20991, DROME20989	ORYLA00323, ORYLA07463, ORYLA03207
OG0001689	DROME21861, DROME21859	ORYLA03490, ORYLA02642, ORYLA17599
OG0001691	DROME07542, DROME07543, DROME07544, DROME07545	ORYLA08257
OG0001692	DROME00090, DROME00091	ORYLA18113, ORYLA13375, ORYLA06664, ORYLA02392, ORYLA18112
OG0001703	DROME06470, DROME06469	ORYLA15210
OG0001706	DROME01112	ORYLA07656, ORYLA04248, ORYLA19896
OG0001707	DROME04786, DROME04787	ORYLA07066, ORYLA11811
OG0001708	DROME10362, DROME14608, DROME16704	ORYLA09131, ORYLA09132, ORYLA01086
OG0001711	DROME16692, DROME16691, DROME16690	ORYLA07542, ORYLA05249, ORYLA10094
OG0001712	DROME09055, DROME09057, DROME09056, DROME09058, DROME09059	ORYLA00426, ORYLA17941, ORYLA17942
OG0001713	DROME20630	ORYLA03803
OG0001714	DROME06892	ORYLA16824
OG0001714	DROME13258, DROME13259	ORYLA04974, ORYLA00085
OG0001718	DROME18626, DROME18625, DROME18627	ORYLA11821, ORYLA10066, ORYLA10678
OG0001720	DROME07093, DROME07094, DROME07095	ORYLA03696, ORYLA01111, ORYLA17602
OG0001721	DROME21093, DROME21094	ORYLA10588, ORYLA10236
OG0001723	DROME01240, DROME01235, DROME01239, DROME01238, DROME01237, DROME01236	ORYLA00996, ORYLA03930, ORYLA13525
OG0001724	DROME16764, DROME16765, DROME16766, DROME16767	ORYLA11809, ORYLA10380
OG0001726	DROME01038, DROME01035, DROME01037, DROME01036	ORYLA03053, ORYLA10084
OG0001727	DROME01511, DROME01510, DROME01513, DROME01512	ORYLA03405, ORYLA10153, ORYLA05228
OG0001728	DROME19385	ORYLA12189, ORYLA17408
OG0001729	DROME04994, DROME04995, DROME04996	ORYLA14767, ORYLA15537, ORYLA15536, ORYLA20135
OG0001730	DROME08359, DROME08358, DROME08360, DROME08361	ORYLA13643, ORYLA07155, ORYLA12919
OG0001731	DROME16558	ORYLA14034, ORYLA15987, ORYLA11128
OG0001732	DROME05765, DROME05764, DROME05766	ORYLA09571
OG0001733	DROME12129, DROME11165	ORYLA07298, ORYLA10783
OG0001735	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045	ORYLA06604, ORYLA09864, ORYLA16438, ORYLA07851
OG0001736	DROME04354, DROME04355	ORYLA12393, ORYLA08854
OG0001737	DROME03102	ORYLA09096, ORYLA15864
OG0001738	DROME19892	ORYLA07956, ORYLA17190, ORYLA20286, ORYLA15090
OG0001739	DROME17504, DROME18573, DROME08124	ORYLA10963, ORYLA18962
OG0001743	DROME19492, DROME19493, DROME19497, DROME19491, DROME19495, DROME19490, DROME19494, DROME19498, DROME19496	ORYLA02460, ORYLA18019
OG0001744	DROME16508	ORYLA09194, ORYLA09763, ORYLA08558, ORYLA15746
OG0001745	DROME10489	ORYLA05955, ORYLA11397
OG0001746	DROME21748	ORYLA19988, ORYLA14699
OG0001747	DROME14222, DROME14221, DROME02413	ORYLA08806, ORYLA03619
OG0001748	DROME05096, DROME05095, DROME05094, DROME05090, DROME05092, DROME05091, DROME05089, DROME05084, DROME05088, DROME05087, DROME05098, DROME05097, DROME05099, DROME05085, DROME05086, DROME05102, DROME05103, DROME05100, DROME05101	ORYLA17755
OG0001749	DROME14967, DROME14968	ORYLA00160, ORYLA09933, ORYLA08728, ORYLA01258
OG0001751	DROME13918	ORYLA01215
OG0001752	DROME16905, DROME16904, DROME16907, DROME16906	ORYLA13620, ORYLA12406
OG0001754	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389	ORYLA07269, ORYLA05313, ORYLA17472
