Orthogroup	DROME	APOSJ_ok
OG0001341	DROME19896, DROME19897, DROME19895	APOSJ_13756, APOSJ_26232, APOSJ_55577, APOSJ_47616, APOSJ_13755, APOSJ_47617, APOSJ_51109, APOSJ_26204, APOSJ_07563, APOSJ_47614, APOSJ_51124, APOSJ_55588, APOSJ_13754, APOSJ_07564, APOSJ_26219, APOSJ_26213
OG0001344	DROME04657, DROME04656	APOSJ_53449, APOSJ_53444, APOSJ_53446, APOSJ_53445, APOSJ_53443, APOSJ_53448
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	APOSJ_64919, APOSJ_64920, APOSJ_25094, APOSJ_64921
OG0001350	DROME20607	APOSJ_37537, APOSJ_05346, APOSJ_05345, APOSJ_36144, APOSJ_36143
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	APOSJ_64597, APOSJ_60152
OG0001352	DROME11579, DROME11580	APOSJ_35179, APOSJ_35178, APOSJ_35177, APOSJ_35176, APOSJ_35180, APOSJ_34965, APOSJ_34968, APOSJ_34966, APOSJ_34964, APOSJ_53108, APOSJ_53107
OG0001353	DROME12504, DROME12505	APOSJ_07681, APOSJ_07682
OG0001354	DROME18928	APOSJ_12562, APOSJ_13772
OG0001355	DROME18115	APOSJ_04974, APOSJ_04973
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	APOSJ_55102, APOSJ_45190, APOSJ_19994, APOSJ_08640, APOSJ_55103, APOSJ_45195, APOSJ_08639, APOSJ_08638, APOSJ_65373, APOSJ_45192, APOSJ_45191
OG0001358	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319	APOSJ_05394
OG0001359	DROME20396, DROME20399, DROME20398, DROME20397	APOSJ_20250, APOSJ_20249
OG0001360	DROME16475, DROME16474, DROME01288, DROME01289	APOSJ_39667, APOSJ_39668, APOSJ_15814, APOSJ_39670, APOSJ_39672, APOSJ_39669, APOSJ_39671, APOSJ_23083, APOSJ_39673, APOSJ_31003, APOSJ_31005, APOSJ_31004, APOSJ_31001
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	APOSJ_18304
OG0001364	DROME18347, DROME18348	APOSJ_48961
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	APOSJ_15729, APOSJ_15542, APOSJ_15543, APOSJ_15544
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	APOSJ_43134, APOSJ_64574
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	APOSJ_11663, APOSJ_11664, APOSJ_08285, APOSJ_08277, APOSJ_33258, APOSJ_11662
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	APOSJ_51380, APOSJ_18976
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	APOSJ_60337, APOSJ_41614, APOSJ_41615, APOSJ_05666, APOSJ_05668, APOSJ_05667
OG0001372	DROME06987	APOSJ_22680, APOSJ_51824, APOSJ_22681, APOSJ_22679, APOSJ_22682
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	APOSJ_33658, APOSJ_33657, APOSJ_33660, APOSJ_33656, APOSJ_33659, APOSJ_33655, APOSJ_12552
OG0001375	DROME11058	APOSJ_32605
OG0001375	DROME12544	APOSJ_42027, APOSJ_01914, APOSJ_01916, APOSJ_11798, APOSJ_01917, APOSJ_01918, APOSJ_01915, APOSJ_01919
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	APOSJ_40424, APOSJ_40425
OG0001378	DROME14090, DROME14089	APOSJ_23820, APOSJ_23821, APOSJ_18962
OG0001379	DROME02340	APOSJ_32392, APOSJ_32393, APOSJ_32390, APOSJ_32389, APOSJ_31749, APOSJ_05697, APOSJ_31750, APOSJ_32391
OG0001381	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084	APOSJ_28946, APOSJ_28947, APOSJ_28949, APOSJ_28948
OG0001383	DROME08849, DROME08848, DROME08850, DROME08851	APOSJ_33339, APOSJ_23887, APOSJ_51980, APOSJ_51857, APOSJ_14897, APOSJ_51364, APOSJ_51363, APOSJ_51365, APOSJ_19442, APOSJ_23890, APOSJ_51833, APOSJ_23886, APOSJ_23889, APOSJ_23891, APOSJ_23888, APOSJ_51123
OG0001389	DROME08448, DROME08449, DROME08447	APOSJ_21023
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	APOSJ_14603, APOSJ_14601, APOSJ_32575, APOSJ_32572, APOSJ_14602, APOSJ_32574, APOSJ_32577, APOSJ_36758, APOSJ_32573, APOSJ_32576, APOSJ_14600, APOSJ_26314
OG0001395	DROME22042	APOSJ_19595
OG0001397	DROME12938	APOSJ_08999, APOSJ_08998
OG0001397	DROME12061	APOSJ_58982, APOSJ_58981
OG0001398	DROME00533	APOSJ_32307
OG0001399	DROME18551, DROME15177	APOSJ_63162, APOSJ_63166, APOSJ_63165, APOSJ_63164, APOSJ_63163, APOSJ_51444, APOSJ_50593, APOSJ_50594
OG0001401	DROME07715	APOSJ_41226, APOSJ_57926, APOSJ_41227, APOSJ_43952, APOSJ_43951, APOSJ_43953
OG0001402	DROME14376, DROME21039, DROME21038, DROME21040, DROME21037	APOSJ_05185, APOSJ_05184
OG0001403	DROME02115, DROME02116, DROME02114	APOSJ_34083, APOSJ_34085, APOSJ_34082
OG0001405	DROME06373	APOSJ_37660, APOSJ_37658, APOSJ_37654, APOSJ_37655, APOSJ_37659
OG0001405	DROME02126	APOSJ_13259
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	APOSJ_01575
OG0001408	DROME21635, DROME21636, DROME21634	APOSJ_62183, APOSJ_62674
OG0001409	DROME18107	APOSJ_07829, APOSJ_09406, APOSJ_09407, APOSJ_09408, APOSJ_09409, APOSJ_09410
OG0001410	DROME00626	APOSJ_51759, APOSJ_51757, APOSJ_05846, APOSJ_51758
OG0001411	DROME13591, DROME09768, DROME09769	APOSJ_38351, APOSJ_52153, APOSJ_55708, APOSJ_33498, APOSJ_55701, APOSJ_33500, APOSJ_63215, APOSJ_45710, APOSJ_26956, APOSJ_33502, APOSJ_33501, APOSJ_26953, APOSJ_33507, APOSJ_26954, APOSJ_33506, APOSJ_33504, APOSJ_52154, APOSJ_33505, APOSJ_55703, APOSJ_33503, APOSJ_26957, APOSJ_55709, APOSJ_45708, APOSJ_55707, APOSJ_45709, APOSJ_26952, APOSJ_38354, APOSJ_33499
OG0001413	DROME21681, DROME21682	APOSJ_13128, APOSJ_56198
OG0001413	DROME17078	APOSJ_53004, APOSJ_60766
OG0001414	DROME16698, DROME16697	APOSJ_13920, APOSJ_13919, APOSJ_13921, APOSJ_13922
OG0001414	DROME00599	APOSJ_63059, APOSJ_63062, APOSJ_63061, APOSJ_63060, APOSJ_63057, APOSJ_63058
OG0001415	DROME17030, DROME17031	APOSJ_28238, APOSJ_48349
OG0001417	DROME21398, DROME21399	APOSJ_53606, APOSJ_65112, APOSJ_63699, APOSJ_65113
OG0001417	DROME04528	APOSJ_25784, APOSJ_25783, APOSJ_25785, APOSJ_25782
OG0001418	DROME11411	APOSJ_63883, APOSJ_63882, APOSJ_63881
OG0001419	DROME00719	APOSJ_38110, APOSJ_14045, APOSJ_62069, APOSJ_14049, APOSJ_62068, APOSJ_38109, APOSJ_14044, APOSJ_38112, APOSJ_41472, APOSJ_38113, APOSJ_50993, APOSJ_22877
OG0001421	DROME08210	APOSJ_16340, APOSJ_16339
OG0001422	DROME19262, DROME19263	APOSJ_00918, APOSJ_00916
OG0001423	DROME11161, DROME11163, DROME11162	APOSJ_49156, APOSJ_62797, APOSJ_49158
OG0001424	DROME10397	APOSJ_33187, APOSJ_33186
OG0001424	DROME21291	APOSJ_44890, APOSJ_44889
OG0001425	DROME10455	APOSJ_02691, APOSJ_03645, APOSJ_65175, APOSJ_02690, APOSJ_16541, APOSJ_02689, APOSJ_02694, APOSJ_02692
OG0001426	DROME16504, DROME16505	APOSJ_20659, APOSJ_03328
OG0001427	DROME04112, DROME04111, DROME04110	APOSJ_47860
OG0001428	DROME00299, DROME00300	APOSJ_61295, APOSJ_40068, APOSJ_08747, APOSJ_02448, APOSJ_45811
OG0001430	DROME14607, DROME14606	APOSJ_18614
OG0001431	DROME08311, DROME08313, DROME08312	APOSJ_59960, APOSJ_57946, APOSJ_58259, APOSJ_58262, APOSJ_57944, APOSJ_58261, APOSJ_58260, APOSJ_34692, APOSJ_57943, APOSJ_57947, APOSJ_57945, APOSJ_57948
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	APOSJ_00375, APOSJ_00374
OG0001436	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804	APOSJ_52665, APOSJ_52664
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	APOSJ_05128
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	APOSJ_27900, APOSJ_27899
OG0001440	DROME07996	APOSJ_33246
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	APOSJ_11765
OG0001442	DROME14822, DROME14823, DROME14821	APOSJ_05759
OG0001445	DROME19218	APOSJ_48231, APOSJ_61399, APOSJ_13482, APOSJ_19159, APOSJ_48233, APOSJ_13481, APOSJ_13478, APOSJ_61401, APOSJ_48234, APOSJ_13485, APOSJ_61400, APOSJ_13486, APOSJ_12279, APOSJ_52238, APOSJ_61398, APOSJ_40917, APOSJ_41165, APOSJ_52261, APOSJ_02004, APOSJ_48230, APOSJ_12281, APOSJ_41135, APOSJ_19163, APOSJ_13480, APOSJ_48232
OG0001447	DROME20519, DROME20520, DROME20518	APOSJ_44814, APOSJ_28079, APOSJ_28082, APOSJ_28081, APOSJ_28080
OG0001449	DROME21187	APOSJ_09119, APOSJ_58492
OG0001455	DROME05198	APOSJ_19092, APOSJ_19091
OG0001456	DROME21079	APOSJ_36129, APOSJ_36127, APOSJ_36126, APOSJ_36125, APOSJ_36128, APOSJ_36124, APOSJ_14012, APOSJ_25848
OG0001459	DROME20534	APOSJ_49247, APOSJ_49246, APOSJ_49250, APOSJ_65412, APOSJ_49248, APOSJ_49249, APOSJ_65411, APOSJ_49251, APOSJ_35348, APOSJ_52084
OG0001460	DROME19034	APOSJ_22989, APOSJ_22990
OG0001461	DROME01468	APOSJ_42829, APOSJ_32423, APOSJ_05887, APOSJ_42828, APOSJ_42825, APOSJ_32421, APOSJ_42826, APOSJ_53272, APOSJ_02591, APOSJ_42827, APOSJ_32425, APOSJ_32419, APOSJ_32420, APOSJ_32424, APOSJ_32418
OG0001462	DROME07618, DROME07619	APOSJ_16985, APOSJ_16984, APOSJ_37906, APOSJ_37479
OG0001463	DROME17238, DROME10819	APOSJ_05955, APOSJ_05956
OG0001464	DROME03533, DROME03534	APOSJ_62735, APOSJ_62738, APOSJ_62734
OG0001465	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895	APOSJ_01193, APOSJ_26102, APOSJ_01191, APOSJ_01192
OG0001466	DROME20715	APOSJ_55773, APOSJ_49228, APOSJ_20185, APOSJ_20186, APOSJ_63188, APOSJ_49229, APOSJ_49227
OG0001467	DROME03510	APOSJ_48095
OG0001468	DROME11512, DROME11513	APOSJ_23856, APOSJ_23854, APOSJ_23853, APOSJ_23852
OG0001469	DROME11498	APOSJ_45532, APOSJ_45531
OG0001469	DROME15100	APOSJ_58140
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	APOSJ_62615
OG0001472	DROME03418	APOSJ_20884, APOSJ_02763
OG0001472	DROME01627	APOSJ_04800, APOSJ_04801
OG0001475	DROME11371, DROME08104, DROME08103	APOSJ_43620
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	APOSJ_05896, APOSJ_05895, APOSJ_05894, APOSJ_05897
OG0001478	DROME17873, DROME17872	APOSJ_40906, APOSJ_40905, APOSJ_40911, APOSJ_40910, APOSJ_40904, APOSJ_40907, APOSJ_40909, APOSJ_55742
OG0001479	DROME09340	APOSJ_16438, APOSJ_29892, APOSJ_29818, APOSJ_16436
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	APOSJ_02796, APOSJ_32378, APOSJ_32380, APOSJ_32377
OG0001482	DROME08131, DROME08132, DROME08133	APOSJ_53360, APOSJ_35936, APOSJ_35937
OG0001484	DROME00233, DROME00235, DROME00237	APOSJ_16822, APOSJ_40457, APOSJ_16820, APOSJ_16823, APOSJ_16824, APOSJ_16819, APOSJ_16821, APOSJ_16818, APOSJ_16825
OG0001485	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031	APOSJ_26209, APOSJ_26208, APOSJ_26210, APOSJ_26206, APOSJ_34046, APOSJ_26207
OG0001486	DROME20978	APOSJ_09178
OG0001487	DROME03483, DROME03486, DROME03489, DROME03481, DROME03482, DROME03484, DROME03485, DROME03488, DROME03487	APOSJ_59292, APOSJ_16234, APOSJ_64489, APOSJ_62649, APOSJ_16229, APOSJ_64490, APOSJ_16232, APOSJ_64486, APOSJ_16235, APOSJ_27035, APOSJ_16227, APOSJ_27055
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	APOSJ_48336, APOSJ_07680
OG0001491	DROME10680, DROME10681, DROME10678, DROME10679	APOSJ_35127, APOSJ_35126
OG0001492	DROME03966	APOSJ_62402
OG0001495	DROME13469	APOSJ_01130, APOSJ_01128, APOSJ_01127, APOSJ_01131, APOSJ_01129
OG0001500	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570	APOSJ_60578, APOSJ_60574, APOSJ_60579, APOSJ_05866, APOSJ_25800, APOSJ_60577, APOSJ_60576, APOSJ_60581, APOSJ_60573, APOSJ_60582
OG0001501	DROME17335, DROME17336	APOSJ_36887
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	APOSJ_52685, APOSJ_52686, APOSJ_52688, APOSJ_58829, APOSJ_52681, APOSJ_52682, APOSJ_52683, APOSJ_52684, APOSJ_52687
OG0001503	DROME04749	APOSJ_39257
OG0001503	DROME03622	APOSJ_26139, APOSJ_26137, APOSJ_26138, APOSJ_26136
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	APOSJ_35252, APOSJ_31363, APOSJ_05029, APOSJ_31367, APOSJ_05030
OG0001505	DROME08192	APOSJ_22967
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	APOSJ_40132, APOSJ_06340, APOSJ_06342, APOSJ_06334, APOSJ_06337, APOSJ_06341, APOSJ_06338, APOSJ_06339
OG0001508	DROME11905	APOSJ_28090
OG0001509	DROME10512, DROME10511	APOSJ_32589, APOSJ_06824, APOSJ_32593, APOSJ_32592, APOSJ_06822, APOSJ_63990
OG0001510	DROME00025	APOSJ_51289, APOSJ_51290
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	APOSJ_03992, APOSJ_03991, APOSJ_03993, APOSJ_03994
OG0001512	DROME19876, DROME13867, DROME13866	APOSJ_27491
OG0001513	DROME05379	APOSJ_57380, APOSJ_57379
OG0001514	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650	APOSJ_41082, APOSJ_41081
OG0001515	DROME21741	APOSJ_57955
OG0001516	DROME13883	APOSJ_47832, APOSJ_61364, APOSJ_01984, APOSJ_61365, APOSJ_12232, APOSJ_12223, APOSJ_12226, APOSJ_61363, APOSJ_61361, APOSJ_01991, APOSJ_61366, APOSJ_40862, APOSJ_12225, APOSJ_31069, APOSJ_31068, APOSJ_12224, APOSJ_01983, APOSJ_47836, APOSJ_61367, APOSJ_47835, APOSJ_47837, APOSJ_61362, APOSJ_01981, APOSJ_61360, APOSJ_47833, APOSJ_47834, APOSJ_47838, APOSJ_40874, APOSJ_01982
OG0001517	DROME03470	APOSJ_64375
OG0001518	DROME10968	APOSJ_06109, APOSJ_38488, APOSJ_06551
OG0001520	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838	APOSJ_04719, APOSJ_04720
OG0001522	DROME02905, DROME02904	APOSJ_61265, APOSJ_53441
OG0001523	DROME11130	APOSJ_57805, APOSJ_13811, APOSJ_21350, APOSJ_41208, APOSJ_41210, APOSJ_13814, APOSJ_13812, APOSJ_13810, APOSJ_41209, APOSJ_57806, APOSJ_13813, APOSJ_13815, APOSJ_41211, APOSJ_41212
OG0001524	DROME00342, DROME00343	APOSJ_00646, APOSJ_00649, APOSJ_00648, APOSJ_00647
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	APOSJ_63579
OG0001526	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110	APOSJ_52880, APOSJ_52879
OG0001527	DROME15289	APOSJ_12095
OG0001527	DROME00338	APOSJ_38697
OG0001528	DROME09325	APOSJ_26070, APOSJ_14559, APOSJ_19618, APOSJ_19617, APOSJ_14564, APOSJ_58217, APOSJ_14561, APOSJ_59048, APOSJ_19619, APOSJ_14560, APOSJ_14565, APOSJ_14563, APOSJ_14562, APOSJ_56123
OG0001529	DROME07602, DROME07601	APOSJ_22054, APOSJ_29325, APOSJ_29327, APOSJ_29326
OG0001530	DROME01073	APOSJ_06485, APOSJ_45138
OG0001531	DROME10267, DROME10266	APOSJ_47069
OG0001532	DROME20201	APOSJ_09970, APOSJ_09969
OG0001538	DROME07056, DROME07054, DROME07055	APOSJ_30977
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	APOSJ_33827
OG0001549	DROME13343, DROME13345, DROME13344	APOSJ_18418, APOSJ_18415, APOSJ_18417, APOSJ_18416
OG0001551	DROME08057	APOSJ_20173, APOSJ_65295, APOSJ_65315, APOSJ_40271, APOSJ_30369, APOSJ_13184, APOSJ_13182, APOSJ_63144, APOSJ_38371, APOSJ_13180, APOSJ_13185, APOSJ_13181, APOSJ_40283, APOSJ_30420, APOSJ_38374, APOSJ_20172, APOSJ_65319, APOSJ_65300, APOSJ_65296, APOSJ_38373
OG0001553	DROME02123, DROME02122	APOSJ_33155
OG0001554	DROME16741	APOSJ_01812, APOSJ_01815, APOSJ_39913, APOSJ_01813, APOSJ_63168, APOSJ_01814, APOSJ_59008, APOSJ_11208, APOSJ_39916, APOSJ_63170, APOSJ_51471, APOSJ_63171, APOSJ_11202, APOSJ_63173, APOSJ_11207, APOSJ_38163, APOSJ_63174, APOSJ_63169, APOSJ_63167, APOSJ_03538, APOSJ_63172
OG0001556	DROME10072, DROME10071	APOSJ_05615, APOSJ_05612, APOSJ_05613, APOSJ_05616, APOSJ_26395, APOSJ_26398, APOSJ_26397, APOSJ_26396, APOSJ_35410, APOSJ_26394
OG0001557	DROME20902, DROME20901	APOSJ_10654, APOSJ_10652, APOSJ_10655, APOSJ_10651, APOSJ_10653, APOSJ_10656
OG0001557	DROME07367	APOSJ_38485, APOSJ_38487
OG0001558	DROME19656, DROME19657	APOSJ_61618
OG0001559	DROME02902	APOSJ_09869, APOSJ_09865
OG0001561	DROME04222	APOSJ_47065, APOSJ_22872, APOSJ_47066, APOSJ_47067, APOSJ_47068
OG0001563	DROME03209	APOSJ_30084, APOSJ_30085, APOSJ_28436
OG0001565	DROME18953, DROME18978	APOSJ_56291, APOSJ_56292
OG0001567	DROME19417, DROME19416	APOSJ_29433, APOSJ_36664
OG0001568	DROME19219	APOSJ_51707, APOSJ_63229, APOSJ_56617, APOSJ_08333, APOSJ_60412, APOSJ_43837, APOSJ_08932, APOSJ_43833, APOSJ_43838, APOSJ_43836, APOSJ_43834, APOSJ_43832, APOSJ_08920, APOSJ_43835, APOSJ_43839, APOSJ_63230, APOSJ_51344, APOSJ_56619, APOSJ_64647, APOSJ_63233, APOSJ_63232, APOSJ_64648, APOSJ_63231, APOSJ_56616, APOSJ_56621
OG0001569	DROME03783	APOSJ_04760
OG0001570	DROME13692	APOSJ_56786, APOSJ_56785
OG0001572	DROME11998	APOSJ_10785, APOSJ_03281, APOSJ_03280, APOSJ_10782
OG0001574	DROME21965, DROME21966, DROME21964, DROME21967	APOSJ_61647, APOSJ_34078, APOSJ_61646, APOSJ_61645
OG0001575	DROME14105, DROME14107, DROME14106, DROME14108	APOSJ_13641, APOSJ_52252, APOSJ_52254, APOSJ_56270, APOSJ_56273, APOSJ_52250
OG0001576	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049	APOSJ_04347, APOSJ_04350, APOSJ_04348, APOSJ_04352, APOSJ_55939, APOSJ_04349
OG0001577	DROME17515, DROME17516	APOSJ_35765, APOSJ_13249
OG0001579	DROME17796	APOSJ_12988
OG0001580	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958	APOSJ_03305, APOSJ_44754
OG0001582	DROME15756, DROME15757	APOSJ_22671, APOSJ_22672
OG0001583	DROME08180, DROME08179	APOSJ_31852, APOSJ_35085, APOSJ_31848, APOSJ_35090
OG0001584	DROME19782	APOSJ_15802, APOSJ_15809, APOSJ_56573, APOSJ_19213, APOSJ_09972, APOSJ_64355, APOSJ_19212, APOSJ_15804, APOSJ_19211, APOSJ_15805, APOSJ_19215, APOSJ_15803, APOSJ_64352, APOSJ_09974, APOSJ_19214, APOSJ_15801, APOSJ_15808, APOSJ_56564, APOSJ_15807, APOSJ_38624, APOSJ_19210, APOSJ_15806, APOSJ_56567
OG0001589	DROME16983, DROME16982, DROME16981, DROME09858	APOSJ_14719, APOSJ_14718
OG0001590	DROME14234, DROME13421	APOSJ_65369, APOSJ_53807, APOSJ_20527, APOSJ_53809, APOSJ_02633, APOSJ_02632, APOSJ_16709
OG0001593	DROME06841, DROME06840	APOSJ_26984
OG0001594	DROME05350, DROME05351, DROME05349	APOSJ_35036
OG0001597	DROME12080	APOSJ_16716
OG0001599	DROME14559	APOSJ_31317, APOSJ_16426, APOSJ_16427, APOSJ_16428, APOSJ_36946, APOSJ_36950, APOSJ_16425, APOSJ_36948, APOSJ_16429, APOSJ_50624, APOSJ_36951
OG0001600	DROME19005	APOSJ_37605
OG0001602	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796	APOSJ_47815, APOSJ_30964
OG0001603	DROME05748, DROME05749	APOSJ_64441, APOSJ_52382, APOSJ_40391
OG0001604	DROME13655, DROME13654	APOSJ_23212
OG0001604	DROME15595, DROME15593, DROME15592, DROME15594	APOSJ_11756, APOSJ_11757, APOSJ_11755
OG0001606	DROME01628	APOSJ_26004, APOSJ_46805, APOSJ_46804, APOSJ_32859, APOSJ_26002, APOSJ_24845, APOSJ_26001, APOSJ_26000, APOSJ_46806, APOSJ_24855, APOSJ_46803, APOSJ_32862, APOSJ_62935, APOSJ_03170
OG0001608	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455	APOSJ_40845, APOSJ_40846, APOSJ_29211, APOSJ_29212, APOSJ_29210
OG0001609	DROME13801, DROME13802, DROME13800	APOSJ_55743
OG0001609	DROME09555	APOSJ_61570, APOSJ_41734, APOSJ_61571, APOSJ_61572
OG0001610	DROME06881	APOSJ_24527
OG0001611	DROME07510, DROME07509, DROME07511	APOSJ_54771
OG0001612	DROME07050, DROME07049	APOSJ_00298
OG0001614	DROME14120	APOSJ_27375, APOSJ_27377, APOSJ_27376, APOSJ_27374
OG0001614	DROME17646	APOSJ_45583
OG0001615	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809	APOSJ_02743
OG0001620	DROME01154, DROME01153, DROME01150, DROME01151	APOSJ_13629, APOSJ_60470, APOSJ_13630
OG0001621	DROME19943, DROME19942, DROME19944	APOSJ_01009, APOSJ_01011
OG0001623	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251	APOSJ_27847
OG0001624	DROME08385, DROME08387, DROME08386, DROME08384	APOSJ_22513, APOSJ_57898, APOSJ_63369, APOSJ_63370, APOSJ_63371
OG0001625	DROME08855	APOSJ_56086, APOSJ_52202
OG0001627	DROME17716, DROME17715	APOSJ_46441, APOSJ_39408, APOSJ_39409, APOSJ_39407
OG0001628	DROME21766	APOSJ_05236, APOSJ_05233, APOSJ_05234, APOSJ_05235
OG0001628	DROME21765	APOSJ_51838, APOSJ_51839, APOSJ_51837
OG0001629	DROME03998, DROME03999, DROME03997	APOSJ_39047, APOSJ_30269
OG0001630	DROME10692	APOSJ_18329
OG0001634	DROME06767	APOSJ_13351, APOSJ_13350
OG0001635	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443	APOSJ_36928, APOSJ_36927
OG0001636	DROME21027, DROME21028	APOSJ_56858, APOSJ_63477, APOSJ_56859, APOSJ_63478, APOSJ_56860, APOSJ_56856, APOSJ_16529, APOSJ_56852, APOSJ_16532, APOSJ_16530, APOSJ_56853, APOSJ_56855, APOSJ_11294, APOSJ_63479, APOSJ_38517, APOSJ_38518, APOSJ_64615, APOSJ_16531, APOSJ_56857, APOSJ_16534, APOSJ_63480, APOSJ_63476, APOSJ_53196, APOSJ_56854, APOSJ_28559
OG0001638	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415	APOSJ_64399, APOSJ_64400
OG0001639	DROME01523, DROME01525, DROME01524	APOSJ_55493, APOSJ_55491, APOSJ_55490, APOSJ_55492
OG0001641	DROME08987, DROME08990, DROME08991	APOSJ_19160, APOSJ_56193, APOSJ_19164, APOSJ_19165, APOSJ_19167, APOSJ_19158, APOSJ_56199, APOSJ_19162
OG0001642	DROME09872	APOSJ_04309
OG0001643	DROME03424, DROME03423, DROME03425	APOSJ_59627, APOSJ_59624, APOSJ_59626, APOSJ_59625, APOSJ_59628, APOSJ_31265
OG0001644	DROME05204	APOSJ_10481, APOSJ_16292, APOSJ_16296, APOSJ_43892, APOSJ_31940, APOSJ_63430, APOSJ_31941, APOSJ_63441, APOSJ_48001, APOSJ_16294, APOSJ_47998, APOSJ_16297, APOSJ_14906, APOSJ_16298, APOSJ_63433, APOSJ_10483, APOSJ_16295, APOSJ_48002, APOSJ_47999, APOSJ_48000, APOSJ_16293, APOSJ_48003, APOSJ_16291, APOSJ_10482
OG0001651	DROME01946	APOSJ_07597
OG0001652	DROME14027, DROME14026, DROME19080	APOSJ_65156, APOSJ_65157, APOSJ_43734, APOSJ_43735, APOSJ_43737, APOSJ_43736
OG0001653	DROME03945, DROME03944, DROME03946	APOSJ_01288, APOSJ_50677, APOSJ_58869, APOSJ_56239, APOSJ_63973, APOSJ_63972, APOSJ_39228, APOSJ_63976, APOSJ_63970, APOSJ_56238, APOSJ_39231, APOSJ_63969, APOSJ_39229, APOSJ_63977, APOSJ_56242, APOSJ_39230
OG0001654	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085	APOSJ_18954, APOSJ_18955
